0100000008	Gênesis
012a0700d6	E José, vendo os seus irmãos, conheceu-os; porém mostrou-se estranho para com elles, e fallou com elles asperamente, e disse-lhes: D'onde vindes? E elles disseram: Da terra de Canaan, para comprarmos mantimento.
012a080043	José, pois, conheceu os seus irmãos; mas elles não o conheceram.
012a090087	Então José lembrou-se dos sonhos, que havia sonhado d'elles, e disse-lhes: Vós sois espias, e sois vindos para ver a nudez da terra.
012a0a0059	E elles lhe disseram: Não, senhor meu; mas teus servos são vindos a comprar mantimento.
012a0b0061	Todos nós somos filhos de um varão; somos homens de rectidão; os teus servos não são espias.
012a0c0041	E elle lhes disse: Não; antes viestes para ver a nudez da terra.
012a0d00ad	E elles disseram: Nós, teus servos, somos doze irmãos, filhos de um varão na terra de Canaan; e eis que aqui o mais novo está com nosso pae hoje; mas um não está mais.
012a0e004f	Então lhes disse José: Isso é o que vos tenho dito, dizendo que sois espias:
012a0f0071	N'isto sereis provados; pela vida de Pharaó, não saireis d'aqui senão quando vosso irmão mais novo vier aqui.
012a1000b6	Enviae um d'entre vós, que traga vosso irmão, mas vós ficareis presos, e vossas palavras sejam provadas, se ha verdade comvosco; e se não, pela vida de Pharaó, vós sois espias.
012a110025	E pôl-os juntos em guarda tres dias.
012a120052	E ao terceiro dia disse-lhes José: Fazei isso, e vivereis; porque eu temo a Deus.
012a130093	Se sois homens de rectidão, que fique um de vossos irmãos preso na casa de vossa prisão; e vós ide, levae mantimento para a fome de vossa casa,
012a140074	E trazei-me o vosso irmão mais novo, e serão verificadas vossas palavras, e não morrereis. E elles assim fizeram.
012a1500ca	Então disseram uns aos outros: Na verdade, somos culpados ácerca de nosso irmão, pois vimos a angustia da sua alma, quando nos rogava; nós porém não ouvimos: por isso vem sobre nós esta angustia.
012a16009f	E Ruben respondeu-lhes, dizendo: Não vol-o dizia eu, dizendo: Não pequeis contra o moço; mas não ouvistes: e vêdes aqui, o seu sangue tambem á requerido.
012a17004f	E elles não sabiam que José os entendia, porque havia interprete entre elles.
012a180083	E retirou-se d'elles, e chorou. Depois tornou a elles, e fallou-lhes, e tomou a Simeão d'elles, e amarrou-o perante os seus olhos.
012a1900b1	E ordenou José, que enchessem os seus saccos de trigo, e que lhes restituissem o seu dinheiro a cada um no seu sacco, e lhes dessem comida para o caminho; e fizeram-lhes assim.
012a1a0042	E carregaram o seu trigo sobre os seus jumentos, e partiram d'ali.
012a1b008b	E, abrindo um d'elles o seu sacco, para dar pasto ao seu jumento na venda, viu o seu dinheiro; porque eis que estava na bocca do seu sacco.
012a1c00bd	E disse a seus irmãos: Tornou-se o meu dinheiro, e eil-o tambem aqui no meu sacco. Então lhes desfalleceu o coração, e pasmavam, dizendo um ao outro: Que é isto que Deus nos tem feito?
012a1d0064	E vieram para Jacob, seu pae, na terra de Canaan; e contaram-lhe tudo o que lhes aconteceu, dizendo:
012a1e005c	O varão, o senhor da terra, fallou comnosco asperamente, e tratou-nos como espias da terra;
012a1f003f	Mas dissemos-lhe: Somos homens de rectidão: não somos espias:
012a200074	Somos doze irmãos, filhos de nosso pae; um não é mais, e o mais novo está hoje com nosso pae na terra de Canaan.
012a2100b7	E aquelle varão, o senhor da terra, nos disse: N'isto conhecerei que vós sois homens de rectidão; deixae commigo um de vossos irmãos, e tomae para a fome de vossas casas, e parti,
012a220098	E trazei-me vosso irmão mais novo; assim saberei que não sois espias, mas homens de rectidão; então vos darei o vosso irmão e negociareis na terra.
012a2300b6	E aconteceu que, despejando elles os seus saccos, eis que cada um tinha a trouxinha com seu dinheiro no seu sacco; e viram as trouxinhas com seu dinheiro, elles e seu pae, e temeram.
012a2400aa	Então Jacob, seu pae, disse-lhes: Tendes-me desfilhado; José não está mais, e Simeão não está mais: agora levareis a Benjamin. Todas estas coisas vieram sobre mim.
012a25008b	Mas Ruben fallou a seu pae, dizendo: Mata os meus dois filhos, se t'o não tornar a trazer; dá-m'o em minha mão, e t'o tornarei a trazer.
012a2600d4	Elle porém disse: Não descerá meu filho comvosco; porquanto o seu irmão é morto, e elle só ficou. Se lhe succedesse algum desastre no caminho que fordes, fareis descer minhas cãs com tristeza á sepultura.
012b010021	E a fome era gravissima na terra.
012b02008b	E aconteceu que, como acabaram de comer o mantimento que trouxeram do Egypto, disse-lhes seu pae: Tornae, comprae-nos um pouco de alimento.
012b030093	Mas Judah respondeu-lhe, dizendo: Fortemente nos protestou aquelle varão, dizendo: Não vereis a minha face, se o vosso irmão não vier comvosco.
012b04004b	Se enviares comnosco o nosso irmão, desceremos, e te compraremos alimento;
012b05008c	Mas se não o enviares, não desceremos; porquanto aquelle varão nos disse: Não vereis a minha face, se o vosso irmão não vier comvosco.
012b060069	E disse Israel: Porque me fizestes tal mal, fazendo saber áquelle varão que tinheis ainda outro irmão?
012b0700f9	E elles disseram: Aquelle varão particularmente nos perguntou por nós, e pela nossa parentela, dizendo: Vive ainda vosso pae? tendes mais um irmão? e respondemos-lhe conforme as mesmas palavras. Podiamos nós saber que diria: Trazei vosso irmão?
012b0800a9	Então disse Judah a Israel, seu pae: Envia o mancebo commigo, e levantar-nos-hemos, e iremos, para que vivamos, e não morramos, nem nós, nem tu, nem os nossos filhos.
012b09009f	Eu serei fiador por elle, da minha mão o requererás; se eu não t'o trouxer, e não o pozer perante a tua face, serei réu de crime para comtigo para sempre:
012b0a0055	E se nós não nos tivessemos detido, certamente já estariamos segunda vez de volta.
012b0b00eb	Então disse-lhes Israel, seu pae: Pois que assim é, fazei isso; tomae do mais precioso d'esta terra em vossos vasos, e levae ao varão um presente: um pouco de balsamo, e um pouco de mel, especiarias, e myrrha, terebintho e amendoas;
012b0c0099	E tomae em vossas mãos dinheiro dobrado, e o dinheiro que tornou na bocca dos vossos saccos tornae a levar em vossas mãos; bem pode ser que fosse erro;
012b0d0046	Tomae tambem a vosso irmão, e levantae-vos, e voltae áquelle varão;
012b0e00a5	E Deus Todo-poderoso vos dê misericordia diante do varão, para que deixe vir comvosco vosso outro irmão, e Benjamin; e eu, se fôr desfilhado, desfilhado ficarei.
012b0f00b0	E os varões tomaram aquelle presente, e tomaram dinheiro dobrado em suas mãos, e a Benjamin: e levantaram-se, e desceram ao Egypto, e apresentaram-se diante da face de José.
012b1000b4	Vendo pois José a Benjamin com elles, disse ao que estava sobre a sua casa: Leva estes varões á casa, e mata rezes, e apresta; porque estes varões comerão commigo ao meio dia.
012b110055	E o varão fez como José dissera, e o varão levou aquelles varões á casa de José
012b120101	Então temeram aquelles varões, porquanto foram levados á casa de José, e diziam: Por causa do dinheiro que d'antes foi tornado nos nossos saccos, fomos levados aqui, para nos criminar e cair sobre nós, para que nos tome por servos, e a nossos jumentos.
012b130066	Por isso chegaram-se ao varão que estava sobre a casa de José, e fallaram com elle á porta da casa,
012b14004d	E disseram: Ai! senhor meu, certamente descemos d'antes a comprar mantimento;
012b1500c8	E aconteceu que, chegando nós á venda, e abrindo os nossos saccos, eis que o dinheiro de cada varão estava na bocca do seu sacco, nosso dinheiro por seu peso; e tornamos a trazel-o em nossas mãos;
012b16008b	Tambem trouxemos outro dinheiro em nossas mãos, para comprar mantimento; não sabemos quem tenha posto o nosso dinheiro nos nossos saccos.
012b1700bf	E elle disse: Paz seja comvosco, não temaes; o vosso Deus, e o Deus de vosso pae, vos tem dado um thesoiro nos vossos saccos; o vosso dinheiro me chegou a mim. E trouxe-lhes fóra a Simeão.
012b180085	Depois levou o varão aquelles varões á casa de José, e deu-lhes agua, e lavaram os seus pés; tambem deu pasto aos seus jumentos.
012b190071	E prepararam o presente, para quando José viesse ao meio dia; porque tinham ouvido que ali haviam de comer pão.
012b1a0072	Vindo pois José a casa, trouxeram-lhe a casa o presente, que estava na sua mão; e inclinaram-se a elle á terra.
012b1b0069	E elle lhes perguntou como estavam, e disse: Vosso pae, o velho de quem fallastes, está bem? ainda vive?
012b1c0066	E elles disseram: Bem está o teu servo, nosso pae vive ainda. E abaixaram a cabeça, e inclinaram-se.
012b1d00c4	E elle levantou os seus olhos, e viu a Benjamin, seu irmão, filho de sua mãe, e disse: Este é vosso irmão mais novo de quem me fallastes? Depois elle disse: Deus te dê a sua graça, meu filho
012b1e0085	E José apressou-se, porque as suas entranhas moveram-se para o seu irmão, e procurou onde chorar; e entrou na camara, e chorou ali.
012b1f0044	Depois lavou o seu rosto, e saiu; e conteve-se, e disse: Ponde pão.
012b2000c6	E pozeram-lhe a elle á parte, e a elles á parte, e aos egypcios, que comiam com elle, á parte; porque os egypcios não podem comer pão com os hebreus, porquanto é abominação para os egypcios.
012b210099	E assentaram-se diante d'elle, o primogenito segundo a sua primogenitura, e o menor segundo a sua menoridade: do que os varões se maravilhavam entre si.
012b2200ba	E apresentou-lhes as porções que estavam diante d'elle; porém a porção de Benjamin era cinco vezes maior do que as porções d'elles todos. E elles beberam, e se regalaram com elle.
012c0100b1	E deu ordem ao que estava sobre a sua casa, dizendo: Enche os saccos d'estes varões de mantimento, quanto poderem levar, e põe o dinheiro de cada varão na bocca do seu sacco.
012c020095	E o meu copo, o copo de prata, porás na bocca do sacco do mais novo, com o dinheiro do seu trigo. E fez conforme a palavra de José, que tinha dito.
012c03004f	Vinda a luz da manhã, despediram-se estes varões, elles com os seus jumentos.
012c0400ce	Saindo elles da cidade, e não se havendo ainda distanciado, disse José ao que estava sobre a sua casa: Levanta-te, e persegue aquelles varões: e, alcançando-os, lhes dirás: Porque pagastes mal por bem?
012c050065	Não é este o copo por que bebe meu senhor? e em que elle bem attenta? fizestes mal no que fizestes.
012c060031	E alcançou-os, e fallou-lhes as mesmas palavras.
012c070071	E elles disseram-lhe: Porque diz meu senhor taes palavras? longe estejam teus servos de fazerem similhante coisa.
012c0800ac	Eis que o dinheiro, que temos achado nas boccas dos nossos saccos, te tornámos a trazer desde a terra de Canaan: como pois furtariamos da casa do teu senhor prata ou oiro?
012c090061	Aquelle, com quem de teus servos fôr achado, morra; e ainda nós seremos escravos do meu senhor.
012c0a008d	E elle disse: Ora seja tambem assim conforme as vossas palavras; aquelle com quem se achar será meu escravo, porém vós sereis desculpados.
012c0b0057	E elles apressaram-se, e cada um poz em terra o seu sacco, e cada um abriu o seu sacco.
012c0c005f	E buscou, começando do maior, e acabando no mais novo: e achou-se o copo no sacco de Benjamin.
012c0d0059	Então rasgaram os seus vestidos, e carregou cada um o seu jumento, e tornaram á cidade.
012c0e0078	E veiu Judah com os seus irmãos á casa de José, porque elle ainda estava ali; e prostraram-se diante d'elle na terra.
012c0f0063	E disse-lhes José: Que é isto que obrastes? não sabeis vós que tal homem como eu bem attentara?
012c1000de	Então disse Judah: Que diremos a meu senhor? que fallaremos? e como nos justificaremos? Achou Deus a iniquidade de teus servos; eis que somos escravos de meu senhor, tanto nós como aquelle em cuja mão foi achado o copo.
012c110098	Mas elle disse: Longe de mim que eu tal faça; o varão em cuja mão o copo foi achado, aquelle será meu servo; porém vós subi em paz para vosso pae.
012c1200cd	Então Judah se chegou a elle, e disse: Ai! senhor meu, deixa, peço-te, o teu servo dizer uma palavra aos ouvidos de meu senhor, e não se accenda a tua ira contra o teu servo; porque tu és como Pharaó.
012c130048	Meu senhor perguntou a seus servos, dizendo: Tendes vós pae, ou irmão?
012c140099	E dissemos a meu senhor: Temos um pae velho, e um moço da sua velhice, o mais novo, cujo irmão é morto; e elle ficou só de sua mãe, e seu pae o ama.
012c150055	Então tu disseste a teus servos: Trazei-m'o a mim, e porei os meus olhos sobre elle.
012c160069	E nós dissemos a meu senhor: Aquelle moço não poderá deixar a seu pae: se deixar a seu pae, morrerá.
012c170071	Então tu disseste a teus servos: Se vosso irmão mais novo não descer comvosco, nunca mais vereis a minha face.
012c18005c	E aconteceu que, subindo nós a teu servo meu pae, e contando-lhe as palavras de meu senhor,
012c19003c	Disse nosso pae: Tornae, comprae-nos um pouco de mantimento.
012c1a00b4	E nós dissemos: Não poderemos descer; se nosso irmão menor fôr comnosco, desceremos; pois não poderemos ver a face do varão, se este nosso irmão menor não estiver comnosco.
012c1b004f	Então disse-nos teu servo meu pae: Vós sabeis que minha mulher me pariu dois;
012c1c005b	E um saiu de mim, e eu disse: Certamente foi despedaçado, e não o tenho visto até agora;
012c1d0085	Se agora tambem tirardes a este da minha face, e lhe acontecesse algum desastre, farieis descer as minhas cãs com dôr á sepultura.
012c1e007a	Agora pois, vindo eu a teu servo meu pae, e o moço não indo comnosco, pois que a sua alma está atada com a alma d'elle,
012c1f0099	Acontecerá que, vendo elle que o moço ali não está, morrerá; e teus servos farão descer as cãs de teu servo, nosso pae, com tristeza á sepultura.
012c20008a	Porque teu servo se deu por fiador por este moço para com meu pae, dizendo: Se não t'o tornar, eu serei culpado a meu pae todos os dias.
012c210075	Agora, pois, fique teu servo em logar d'este moço por escravo de meu senhor, e que suba o moço com os seus irmãos.
012c220076	Porque como subirei eu a meu pae, se o moço não fôr commigo? para que não veja eu o mal que sobrevirá a meu pae.,
012d0100c0	Então José não se podia conter diante de todos os que estavam com elle; e clamou: Fazei sair de mim a todo o varão; e ninguem ficou com elle, quando José se deu a conhecer a seus irmãos.
012d020062	E levantou a sua voz com chôro, de maneira que os egypcios o ouviam, e a casa de Pharaó o ouviu.
012d030095	E disse José a seus irmãos: Eu sou José: vive ainda meu pae? E seus irmãos não lhe poderam responder, porque estavam pasmados diante da sua face
012d040098	E disse José a seus irmãos: Peço-vos, chegae-vos a mim. E chegaram-se; então disse elle: Eu sou José, vosso irmão, a quem vendestes para o Egypto.
012d0500ab	Agora, pois, não vos entristeçaes, nem vos peze aos vossos olhos por me haverdes vendido para cá; porque para conservação da vida, Deus me enviou diante da vossa face
012d060076	Porque já houve dois annos de fome no meio da terra, e ainda restam cinco annos em que não haverá lavoura nem sega.
012d070089	Pelo que Deus me enviou diante da vossa face, para que ficasseis um resto na terra, e para guardar-vos em vida por uma grande livração.
012d0800ae	Assim não fostes vós que me enviastes para cá, senão Deus, que me tem posto por pae de Pharaó, e por senhor de toda a sua casa, e como regente em toda a terra do Egypto.
012d0900a6	Apressae-vos, e subi a meu pae, e dizei-lhe: Assim tem dito o teu filho José: Deus me tem posto por senhor em toda a terra do Egypto; desce a mim, e não te demores;
012d0a00a2	E habitarás na terra de Gosen, e estarás perto de mim, tu e os teus filhos, e os filhos dos teus filhos, e as tuas ovelhas, e as tuas vaccas, e tudo o que tens.
012d0b0084	E ali te sustentarei, porque ainda haverá cinco annos de fome, para que não pereças de pobreza, tu e tua casa, e tudo o que tens.
012d0c0064	E eis que vossos olhos o vêem, e os olhos de meu irmão Benjamin, que é minha bocca que vos falla.
012d0d0081	E fazei saber a meu pae toda a minha gloria no Egypto, e tudo o que tendes visto, e apressae-vos a fazer descer meu pae para cá.
012d0e0064	E lançou-se ao pescoço de Benjamin seu irmão, e chorou; e Benjamin chorou tambem ao seu pescoço.
012d0f0060	E beijou a todos os seus irmãos, e chorou sobre elles; e depois seus irmãos fallaram com elle.
012d10008f	E a fama ouviu-se na casa de Pharaó, dizendo: Os irmãos de José são vindos; e pareceu bem aos olhos de Pharaó, e aos olhos de seus servos.
012d110077	E disse Pharaó a José: Dize a teus irmãos: Fazei isto, carregae as vossas bestas e parti, tornae á terra de Canaan,
012d120084	E tornae a vosso pae, e a vossas familias, e vinde a mim; e eu vos farei o melhor da terra do Egypto, e comereis a gordura da terra.
012d13008d	A ti pois é ordenado; fazei isto, tomae vós da terra do Egypto carros para vossos meninos, para vossas mulheres, e para vosso pae, e vinde.
012d140067	E não vos peze coisa alguma das vossas alfaias; porque o melhor de toda a terra do Egypto será vosso.
012d150083	E os filhos de Israel fizeram assim. E José deu-lhes carros, conforme o mandado de Pharaó; tambem lhes deu comida para o caminho.
012d160078	A todos lhes deu, a cada um, mudas de vestidos; mas a Benjamin deu trezentas peças de prata, e cinco mudas de vestidos.
012d1700a2	E a seu pae enviou similhantemente dez jumentos carregados do melhor do Egypto, e dez jumentos carregados de trigo, e pão, e comida para seu pae, para o caminho.
012d180053	E despediu os seus irmãos, e partiram; e disse-lhes: Não contendaes pelo caminho.
012d190042	E subiram do Egypto, e vieram á terra de Canaan, a Jacob seu pae.
012d1a00a0	Então lhe annunciaram, dizendo: José ainda vive, e elle tambem é regente em toda a terra do Egypto. E o seu coração desmaiou-se, porque não os acreditava.
012d1b00b0	Porém, havendo-lhe elles contado todas as palavras de José, que elle lhes fallára, e vendo elle os carros que José enviara para leval-o, reviveu o espirito de Jacob seu pae
012d1c0056	E disse Israel: Basta; ainda vive meu filho José; eu irei, e o verei antes que morra.
012e01006b	E partiu Israel com tudo quanto tinha, e veiu a Berseba, e sacrificou sacrificios ao Deus de seu pae Isaac.
012e02005d	E fallou Deus a Israel em visões da noite, e disse: Jacob, Jacob! E elle disse: Eis-me aqui.
012e030075	E disse: Eu sou o Deus, o Deus de teu pae; não temas de descer ao Egypto, porque eu te farei ali uma grande nação.
012e040071	E descerei comtigo ao Egypto, e certamente te farei tornar a subir, e José porá a sua mão sobro os teus olhos.
012e0500a4	Então levantou-se Jacob de Berseba, e os filhos de Israel levaram a seu pae Jacob, e seus meninos, e as suas mulheres, nos carros que Pharaó enviara para o levar.
012e060086	E tomaram o seu gado e a sua fazenda que tinham adquirido na terra de Canaan, e vieram ao Egypto, Jacob e toda a sua semente com elle,
012e07008e	Os seus filhos, e os filhos de seus filhos com elle, as suas filhas, e as filhas de seus filhos, e toda a sua semente levou comsigo ao Egypto.
012e080075	E estes são os nomes dos filhos de Israel, que vieram ao Egypto, Jacob e seus filhos: Ruben, o primogenito de Jacob,
012e090039	E os filhos de Ruben: Hanoch, e Pallu, e Hezron, e Carmi.
012e0a0069	E os filhos de Simeão: Jemuel, e Jamin, e Ohad, e Jachin, e Zohar, e Shaul, filho de uma mulher cananea.
012e0b002e	E os filhos de Levi: Gerson, Kohath, e Merari.
012e0c0096	E os filhos de Judah: Er, e Onan, e Sela, e Perez, e Serah; Er e Onan, porém, morreram na terra de Canaan; e os filhos de Perez foram Hezron e Hamul.
012e0d0036	E os filhos de Issacar: Tola, e Puah, e Iob, e Simron.
012e0e0031	E os filhos de Zebulon: Sered, e Elon, e Jahleel.
012e0f0099	Estes são os filhos de Leah, que pariu a Jacob em Paddan-aram, com Dinah, sua filha: todas as almas de seus filhos e de suas filhas foram trinta e tres.
012e10004c	E os filhos de Gad: Ziphion, e Haggi, Shuni, e Ezbon, Eri, e Arodi, e Areli.
012e11007b	E os filhos de Asher: Imnah, e Ischva, e Ischvi, e Beria, e Serah, a irmã d'elles: e os filhos de Beria: Heber e Malchiel.
012e120067	Estes são os filhos de Zilpah, que Labão deu á sua filha Leah; e pariu a Jacob estas dezeseis almas.
012e130037	Os filhos de Rachel, mulher de Jacob: José e Benjamin.
012e140075	E nasceram a José na terra do Egypto Manasseh e Ephraim, que lhe pariu Asenath, filha de Potiphera, sacerdote de On.
012e150067	E os filhos de Benjamin: Belah, Becher, e Asbel, Gera, e, Naaman, Echi e Rosh, Muppim, e Huppim, e Ard.
012e16004d	Estes são os filhos de Rachel, que nasceram a Jacob, ao todo quatorze almas.
012e17001a	E os filhos de Dan: Husim.
012e18003c	E os filhos de Naphtali: Jahzeel, e Guni, e Jezer, e Shilem.
012e190074	Estes são os filhos de Bilha, que Labão deu á sua filha Rachel; e pariu estes a Jacob; todas as almas foram sete.
012e1a008f	Todas as almas que vieram com Jacob ao Egypto, que sairam da sua côxa, sem as mulheres dos filhos de Jacob, todas foram sessenta e seis almas.
012e1b0088	E os filhos de José, que lhe nasceram no Egypto, eram duas almas. Todas as almas da casa de Jacob, que vieram ao Egypto, foram setenta.
012e1c0065	E enviou a Judah diante da sua face a José, para o encaminhar a Gosen; e chegaram á terra de Gosen.
012e1d00b0	Então José apromptou o seu carro, e subiu ao encontro de Israel, seu pae, a Gosen. E, mostrando-se-lhe, lançou-se ao seu pescoço, e chorou sobre o seu pescoço longo tempo.
012e1e005a	E Israel disse a José: Morra eu agora, pois já tenho visto o teu rosto, que ainda vives.
012e1f00bb	Depois disse José a seus irmãos, e á casa de seu pae: Eu subirei, e annunciarei a Pharaó, e lhe direi: Meus irmãos, e a casa de meu pae, que estavam na terra de Canaan, vieram a mim!
012e20008c	E os varões são pastores de ovelhas, porque são homens de gado, e trouxeram comsigo as suas ovelhas, e as suas vaccas, e tudo o que teem.
012e21004e	Quando pois acontecer que Pharaó vos chamar, e disser: Qual é vosso negocio?
012e2200d6	Então direis: Teus servos foram homens de gado desde a nossa mocidade até agora, tanto nós como os nossos paes; para que habitemos na terra de Gosen; porque todo o pastor de ovelhas é abominação aos egypcios.
012f0100cb	Então veiu José, e annunciou a Pharaó, e disse: Meu pae, e os meus irmãos, e as suas ovelhas, e as suas vaccas, com tudo o que teem, são vindos da terra de Canaan, e eis que estão na terra de Gosen
012f020055	E tomou uma parte de seus irmãos, a saber cinco varões, e os poz diante de Pharaó.
012f03009a	Então disse Pharaó a seus irmãos: Qual é vosso negocio? E elles disseram a Pharaó: Teus servos são pastores de ovelhas, tanto nós como nossos paes.
012f0400e1	Disseram mais a Pharaó: Viemos para peregrinar n'esta terra; porque não ha pasto para as ovelhas de teus servos, porquanto a fome é grave na terra de Canaan; agora pois rogamos-te que teus servos habitem na terra de Gosen.
012f05004b	Então fallou Pharaó a José, dizendo: Teu pae e teus irmãos vieram a ti:
012f0600e3	A terra do Egypto está diante da tua face, no melhor da terra faze habitar teu pae e teus irmãos; habitem na terra de Gosen: e se sabes que entre elles ha homens valentes, os porás por maioraes do gado, sobre o que eu tenho.
012f070058	E trouxe José a Jacob, seu pae, e o poz diante de Pharaó; e Jacob abençoou a Pharaó.
012f080044	E Pharaó disse a Jacob: Quantos são os dias dos annos da tua vida?
012f0900f0	E Jacob disse a Pharaó: Os dias dos annos das minhas peregrinações são cento e trinta annos; poucos e maus foram os dias dos annos da minha vida, e não chegaram aos dias dos annos da vida de meus paes nos dias das suas peregrinações.
012f0a0041	E Jacob abençoou a Pharaó, e saiu de diante da face de Pharaó.
012f0b0097	E José fez habitar a seu pae e seus irmãos, e deu-lhes possessão na terra do Egypto, no melhor da terra, na terra de Rameses, como Pharaó ordenara.
012f0c0067	E José sustentou de pão a seu pae, e seus irmãos, e toda a casa de seu pae, segundo os seus meninos.
012f0d0094	E não havia pão em toda a terra, porque a fome era mui grave; de maneira que a terra do Egypto e a terra de Canaan desfalleciam por causa da fome.
012f0e00a4	Então José recolheu todo o dinheiro que se achou na terra do Egypto, e na terra de Canaan, pelo trigo que compravam: e José trouxe o dinheiro á casa de Pharaó.
012f0f00c2	Acabando-se pois o dinheiro da terra do Egypto, e da terra de Canaan, vieram todos os egypcios a José, dizendo: Dá-nos pão; porque morreremos em tua presença? porquanto o dinheiro nos falta.
012f100056	E José disse: Dae o vosso gado, e eu vol-o darei por vosso gado, se falta o dinheiro.
012f1100c4	Então trouxeram o seu gado a José: e José deu-lhes pão em troca de cavallos, e do gado das ovelhas, e do gado das vaccas e dos jumentos; e os sustentou de pão aquelle anno por todo o seu gado
012f120105	E acabado aquelle anno, vieram a elle no segundo anno, e disseram-lhe: Não occultaremos ao meu senhor que o dinheiro é acabado, e meu senhor possue os animaes, e nenhuma outra coisa nos ficou diante da face de meu senhor, senão o nosso corpo e a nossa terra;
012f1300f1	Porque morreremos diante dos teus olhos, tanto nós como a nossa terra? compra-nos a nós e á nossa terra por pão, e nós e a nossa terra seremos servos de Pharaó, e dá semente para que vivamos, e não morramos, e a terra não se desole.
012f1400b4	Assim José comprou toda a terra do Egypto para Pharaó, porque os egypcios venderam cada um o seu campo, porquanto a fome prevaleceu sobre elles: e a terra ficou sendo de Pharaó.
012f150070	E, quanto ao povo, fel-o passar ás cidades, desde uma extremidade da terra do Egypto até á outra extremidade.
012f1600c1	Somente a terra dos sacerdotes não a comprou, porquanto os sacerdotes tinham porção de Pharaó, e elles comiam a sua porção que Pharaó lhes tinha dado; por isso não venderam a sua terra.
012f170098	Então disse José ao povo: Eis que hoje tenho comprado a vós e a vossa terra para Pharaó; eis ahi tendes semente para vós, para que semeeis a terra.
012f1800d7	Ha de ser, porém, que das colheitas dareis o quinto a Pharaó, e as quatro partes serão vossas, para semente do campo, e para o vosso mantimento, e dos que estão nas vossas casas, e para que comam vossos meninos.
012f190066	E disseram: A vida nos tens dado; achemos graça nos olhos de meu senhor, e seremos servos de Pharaó.
012f1a00a4	José pois poz isto por estatuto até ao dia de hoje, sobre a terra do Egypto, que Pharaó tirasse o quinto: só a terra dos sacerdotes não ficou sendo de Pharaó.
012f1b0083	Assim habitou Israel na terra do Egypto, na terra de Gosen, e n'ella tomaram possessão, e fructificaram, e multiplicaram-se muito.
012f1c008a	E Jacob viveu na terra do Egypto dezesete annos: de sorte que os dias de Jacob, os annos da sua vida, foram cento e quarenta e sete annos.
012f1d0105	Chegando-se pois o tempo da morte d'Israel, chamou a José seu filho, e disse-lhe: Se agora tenho achado graça em teus olhos, rogo-te que ponhas a tua mão debaixo da minha côxa, e usa commigo de beneficencia e verdade; rogo-te que me não enterres no Egypto.
012f1e0094	Mas que eu jaza com os meus paes; por isso me levarás do Egypto, e me sepultarás na sepultura d'elles. E elle disse: Farei conforme a tua palavra.
012f1f0058	E disse elle: Jura-me. E elle jurou-lhe; e Israel inclinou-se sobre a cabeceira da cama.
0130010099	E aconteceu pois depois d'estas coisas, que um disse a José: Eis que teu pae está enfermo. Então tomou comsigo os seus dois filhos Manasseh e Ephraim.
0130020075	E um deu parte a Jacob, e disse: Eis que José teu filho vem a ti. E esforçou-se Israel, e assentou-se sobre a cama.
0130030064	E Jacob disse a José: O Deus Todo-poderoso me appareceu em Luz, na terra de Canaan, e me abençoou,
01300400a2	E me disse: Eis que te farei fructificar e multiplicar, e te porei por multidão de povos, e darei esta terra á tua semente depois de ti, em possessão perpetua.
01300500aa	Agora, pois, os teus dois filhos, que te nasceram na terra do Egypto, antes que eu viesse a ti no Egypto, são meus: Ephraim e Manasseh serão meus, como Ruben e Simeão;
013006007c	Mas a tua geração, que gerarás depois d'elles, será tua: segundo o nome de seus irmãos serão chamados na sua herança.
01300700cb	Vindo pois eu de Paddan, me morreu Rachel na terra de Canaan, no caminho, quando ainda ficava um pequeno espaço de terra para vir a Ephrata; e eu a sepultei ali, no caminho d'Ephrata, que é Beth-lehem.
013008003a	E Israel viu os filhos de José, e disse: Quem são estes?
013009008a	E José disse a seu pae: Elles são meus filhos, que Deus me tem dado aqui. E elle disse: Peço-te, traze-m'os aqui, para que os abençoe.
01300a007c	Os olhos porem d'Israel eram carregados de velhice, já não podia vêr; e fel-os chegar a elle, e beijou-os, e abraçou-os.
01300b006a	E Israel disse a José: Eu não cuidara vêr o teu rosto; e eis que Deus me fez vêr a tua semente tambem.
01300c0051	Então José os tirou de seus joelhos, e inclinou-se á terra diante da sua face.
01300d009c	E tomou José a ambos elles, a Ephraim na sua mão direita á esquerda d'Israel, e Manasseh na sua mão esquerda á direita d'Israel, e fel-os chegar a elle
01300e00db	Mas Israel estendeu a sua mão direita, e a poz sobre a cabeça d'Ephraim, ainda que era o menor, e a sua esquerda sobre a cabeça de Manasseh, dirigindo as suas mãos avisadamente, ainda que Manasseh era o primogenito.
01300f0099	E abençoou a José, e disse: O Deus, em cuja presença andaram os meus paes Abrahão e Isaac, o Deus que me sustentou, desde que eu nasci até este dia:
01301000c5	O anjo que me livrou de todo o mal, abençôe estes rapazes, e seja chamado n'elle o meu nome, e o nome de meus paes Abrahão e Isaac, e multipliquem-se, como peixes, em multidão no meio da terra.
01301100ca	Vendo pois José que seu pae punha a sua mão direita sobre a cabeça d'Ephraim, foi máu aos seus olhos; e tomou a mão de seu pae, para a transpor de sobre a cabeça de Ephraim á cabeça de Manasseh.
0130120078	E José disse a seu pae: Não assim, meu pae, porque este é o primogenito; põe a tua mão direita sobre a sua cabeça.
