0100000006	1 Mose
0402190067	Dan abusuakuw bɛfa atifi fam adi wɔn abusua frankaa akyi. Wɔn ntuanoni ne Amisadai babarima Ahieser.
04021a002d	Ne dɔm ano si mpem aduosia abien ne ahanson.
04021b0042	Aser abusuakuw no bedi so. Wɔn ntuanoni ne Okran babarima Pagiel.
04021c002d	Ne dɔm ano si mpem aduanan baako ne ahannum.
04021d003d	Naftali abusuakuw no bedi so. Wɔn ntuanoni ne Enan ba Ahira.
04021e002f	Ne dɔm ano si mpem aduonum abiɛsa ne ahannan.
04021f0048	Mmarima a wɔwɔ Dan atenae no ano si mpem ɔha aduonum ason ne ahansia.
04022000ab	Sɛɛ na Israelfo a wɔkan wɔn mmusuakuw mmusuakuw no te. Wɔn a wɔwɔ atenae hɔ nyinaa, sɛnea wɔn nkyekyɛmu te no ano si mpem ahansia ne abiɛsa ahannum ne aduonum.
0402210046	Sɛnea Awurade hyɛɛ Mose no, wɔankan Lewifo no anka Israelfo no ho.
04022200b7	Enti Israelfo yɛɛ biribiara sɛnea Awurade hyɛɛ Mose no. Wɔbobɔɔ wɔn atenae, tenatenaa wɔn frankaa ahorow ase, na wɔnantew nnidiso nnidiso sɛnea wɔn mmusua ne wɔn afi te.
0403010061	Eyi ne nea ɛfa Aaron ne Mose mmusua ho bere a Awurade kasa kyerɛɛ Mose wɔ Sinai Bepɔw so no.
040302004f	Aaron mmabarima din na edidi so yi: Nadab, nʼabakan, Abihu, Eleasar ne Itamar.
0403030049	Eyinom ne Aaron mma a wɔasra wɔn ngo na wɔayi wɔn asi hɔ sɛ asɔfo.
04030400d6	Nadab ne Abihu de, wowuwuu wɔ Awurade anim bere a wɔhyew afɔrebɔde wɔ ogya a ɛmfata so wɔ Sinai sare so no. Na wonni mma nti, Eleasar ne Itamar nko ara na wɔsom sɛ asɔfo, bere a wɔn agya Aaron te ase no.
040305001c	Awurade ka kyerɛɛ Mose se:
040306003d	“Frɛ Lewifo no, na fa wɔn ma ɔsɔfo Aaron sɛ nʼaboafo.
0403070050	Wɔbɛyɛ adwuma wɔ Ahyiae Ntamadan no mu ama ɔsɔfo Aaron ne nnipa no nyinaa.
040308008a	Afei, wɔbɛhwɛ nneɛma a wɔde siesie Ahyiae Ntamadan mu no so de asi Israelfo no anan mu ayɛ asodi a wɔyɛ wɔ Ahyiae Ntamadan no mu.
0403090057	Fa Lewifo no ma Aaron ne ne mmabarima; wɔn ne Israelfo a wɔde wɔn bɛma no korakora.
04030a0076	Ma Aaron ne ne mmabarima no nsom sɛ asɔfo; onipa foforo biara a ɔbɛbɛn kronkronbea hɔ no, ɛsɛ sɛ wokum no.”
04030b001c	Awurade ka kyerɛɛ Mose se,
04030c0079	“Mayi Lewifo no afi Israelfo no mu de wɔn asi Israel babea biara abakan a ɔyɛ ɔbarima anan mu. Lewifo no yɛ me de,
04030d0094	efisɛ abakan biara wɔ me. Bere a mikunkum mmakan wɔ Misraim no, migyaw Israel mmakan, sɛ wɔyɛ nnipa anaa mmoa. Wɔyɛ me dea. Mene Awurade.”
04030e0034	Afei, Awurade ka kyerɛɛ Mose wɔ Sinai sare so se,
04030f005e	“Kan Lewifo no wɔ wɔn mmusua ne afi mu. Kan ɔbarima biara fi nea wadi ɔsram baako so.”
040310002f	Enti Mose kan wɔn sɛnea Awurade hyɛɛ no no.
0403110032	Eyinom ne Lewi mmabarima: Gerson, Kohat ne Merari.
0403120020	Gerson asefo ni: Libni ne Simei.
040313002b	Kohat asefo: Amram, Ishar, Hebron ne Usiel.
0403140051	Merari asefo: Mahli ne Musi. Eyinom ne Lewifo, sɛnea wɔn mmusua ne wɔn afi te.
040315003b	Gerson asefo no na wɔyɛ mmusua a wofi Libni ne Simei ase.
0403160073	Na Gersonfo mmarima a wɔadi ɔsram ne nea ɛboro saa a wofi Gerson mmusua mu no dodow yɛ mpem ahanson ne ahannum.
0403170036	Wɔn atenae wɔ Ahyiae Ntamadan no akyi wɔ atɔe fam.
0403180031	Na Gersonfo no ntuanoni ne Lael babarima Eliasaf.
040319005f	Saa mmusua abien yi na na wɔhwɛ Ahyiae Ntamadan no ne ne nkataho no ne ɔkwan nkataano no so.
04031a0099	Afei, na wɔhwɛ adiwo nkataano a etwa Ahyiae Ntamadan no ho ne afɔremuka ne adiwo nkataano nhoma ne ɛhɔ nneɛma a wɔde di dwuma ahorow no nyinaa so.
04031b0040	Kohat asefo yɛ mmusua a wofi Amram, Ishar, Hebron ne Usiel ase.
04031c008a	Na Kehat mmusua no mu mmarima a wɔadi ɔsram ne nea ɛboro saa no dodow yɛ mpem awotwe ne ahansia. Wɔn na na wɔhwɛ kronkronbea no so.
04031d0034	Wɔmaa wɔn atenae wɔ Ahyiae Ntamadan no anafo fam.
04031e0032	Na Kohatfo ntuanoni no ne Usiel babarima Elisafan.
04031f00d5	Saa mmusua anan yi na na wɔhwɛ apam adaka, ɔpon, kaneadua, afɔremuka ahorow, ne nea ɛkeka ho a na wɔde di dwuma wɔ kronkronbea hɔ, mfimfini ntwamtam ne nneɛma a wɔde di dwuma ahorow wɔ hɔ nyinaa no so.
0403200089	Aaron babarima ɔsɔfo Eleasar no na na ɔyɛ ɔpanyin wɔ Lewifo no nyinaa so. Ɔyɛɛ no panyin wɔ asɔfo a wɔhwɛ kronkronbea no so.
0403210037	Na Merari asefo no yɛ mmusua a wofi Mahli ne Musi ase.
0403220064	Merarifo mmusua no mu na mmarima a wɔadi ɔsram ne nea ɛboro saa no dodow yɛ mpem asia ne ahannu.
040323005f	Merari abusua no ntuanoni ne Abihail babarima Suriel, na wɔtenaa Ahyiae Ntamadan no atifi fam.
04032400be	Dwumadi a wɔde hyɛɛ saa mmusuakuw abien yi nsa ne sɛ, wɔbɛhwɛ Ahyiae Ntamadan no nnyinaso so. Afei, wɔbɛhwɛ mmeamu nnua, mpuran, nsisiso ne ɛho nneɛma a wɔde di dwuma no nyinaa,
0403250060	ne mpuran a ɛwɔ adiwo hɔ nyinaa ne ne nsisiso, nnyinaso, ne ntampehama nyinaa, wɔbɛhwɛ so.
0403260115	Ahyiae Ntamadan no apuei fam, nea owia pue fi no, wogyaw maa Mose ne Aaron ne ne mmabarima sɛ wonsisi wɔn ntamadan wɔ hɔ. Saa nnipa yi na na wosi Israelfo no anan mu di Ahyiae Ntamadan no ho dwuma nyinaa. Obi foforo biara a ɔbɛbɛn kronkronbea hɔ no, ɛsɛ sɛ wokum no.
04032700a5	Lewifo a Awurade hyɛɛ Mose ne Aaron sɛ wɔnkan wɔn sɛnea wɔn mmusua te a ɔbarima biara a wɔadi ɔsram ne nea ɛboro saa ka ho no dodow yɛ mpem aduonu abien.
0403280080	Awurade ka kyerɛɛ Mose se, “Kan Israelfo mmakan a wɔyɛ mmarima na wɔadi ɔsram ne nea ɛboro saa no, na kyerɛw wɔn din.
0403290091	Lewifo no bɛyɛ me de. Ma wonsi Israelfo mmakan nyinaa anan mu, na Lewifo nyɛmmoa mmakan nsi Israelfo nyɛmmoa mmakan anan mu. Mene Awurade.”
04032a0041	Enti Mose kan Israelfo mmakan nyinaa sɛnea Awurade hyɛɛ no no.
04032b0080	Mmakan mmarima a wɔadi ɔsram ne nea ɛboro saa no a ɔkyerɛw wɔn din no ano si mpem aduonu abien ahannu ne aduɔson abiɛsa.
04032c0022	Afei, Awurade ka kyerɛɛ Mose se,
04032d008e	“Ma Lewifo nsi Israelfo mmakan anan mu. Na Lewifo nyɛmmoa mmakan nso nsi Israelfo nyɛmmoa mmakan anan mu. Lewifo yɛ me dea. Mene Awurade.
04032e005b	Ansa na mubegye Israelfo mmakan ahannu aduɔson abiɛsa no a wɔboro Lewifo no dodow so no,
04032f0058	momma wontua ti ade, sɛnea hyiadan mu nnwetɛbona te, a emu duru yɛ gram aduonum nson.
0403300028	Fa ti ade sika no ma Aaron ne ne mma.”
040331005d	Enti Mose gyigyee Israelfo ahannu aduɔson abiɛsa a na wɔboro Lewifo no dodow so no ti ade.
040332003f	Sika a wogyigyee no nyinaa ano sii dwetɛ kilogram dunum ne fa.
0403330041	Na Mose de maa Aaron ne ne mmabarima sɛnea Awurade hyɛɛ no no.
0404010025	Awurade ka kyerɛɛ Mose ne Aaron se:
0404020035	“Kan Kohatfo no dodow a wɔwɔ Lewifo no abusua mu.
0404030079	Saa nnipakan yi bɛyɛ mmarima nko ara a wɔadi fi mfe aduasa kosi aduonum a wobetumi ayɛ adwuma wɔ Ahyiae Ntamadan mu.
0404040056	“Kohat mma no dwumadi ne sɛ wɔbɛhwɛ akronkronne no so wɔ Ahyiae Ntamadan no mu.
0404050088	Sɛ wɔretu afi atenae hɔ a, Aaron ne ne mma mmarima na wobedi kan akɔ Ahyiae Ntamadan no mu akɔfa nkataanim no de akata adaka no ho.
040406009e	Afei, wɔde abirekyi nhoma bɛkata nkataanim no ho na wɔde ntama tuntum akata abirekyi nhoma no ho na wɔde nnua a wɔde soa adaka no ahyehyɛ ne nkaa no mu.
04040700af	“Afei, wɔmfa ntama tuntum nsɛw ɔpon a Daa Daa Brodo no da so no so; na wɔmfa mprɛte, nsanka, ne adidi nkankyee ne ɔnom afɔre nkuruwa no; brodo no ngu ntama no so ara.
0404080094	Wɔde ntama kɔkɔɔ bɛkata so na wɔasan de abirekyi nhoma akata ntama kɔkɔɔ no so. Na afei, wɔde nnua a wɔde bɛsoa no ahyehyɛ ɔpon no mu.
040409006d	“Ɛsɛ sɛ wɔde ntama tuntum kata kaneadua no, akanea no, adabaw no, nkuku apampaa no ne ngo tumpan no ho.
04040a007c	Saa nneɛma yi nyinaa nso wɔde abirekyi nhoma a ɛyɛ den bɛkata ho na wɔde nea wɔakyekyere no nyinaa abegu ɔpon no so.
04040b00a1	“Ɛsɛ sɛ wɔde ntama tuntum kata sikakɔkɔɔ afɔremuka no so na wɔsan de abirekyi nhoma kata so bio na wɔde nnua a wɔde soa no hyehyɛ afɔremuka no mu.
04040c00ab	“Hyiadan no mu som no ho nneɛma a aka no nyinaa, ɛsɛ sɛ wɔde ntama bibiri kyekyere ho a wɔde abirekyi nhoma asan akyekyere ho na wɔde ato mpata a wɔde soa no so.
04040d005d	“Ɛsɛ sɛ wotu nsõ no nyinaa fi afɔremuka no mu gu, na wɔde ntama kɔkɔɔ kyekyere ho.
04040e0114	Ɛsɛ sɛ wɔde afɔremuka no ho ɔsom nneɛma nyinaa gu ntama no so. Saa nneɛma no ne nkankyee a wɔnoa mu, adinam, sofi, ne nkankyee a wɔde nsu a wɔde pete gu mu. Ɛsɛ sɛ wɔde abirekyi nhoma kata ne nyinaa so na wɔde nnua a wɔde soa no gu faako a ɛsɛ sɛ wɔde gu.
04040f013a	“Sɛ Aaron ne ne mma mmarima no wie kronkronbea hɔ nneɛma no anoboa a, Kohat ne nʼabusuafo bɛba abɛsoa akɔ baabiara a wɔretu nneɛma akɔ. Nanso wonni ho kwan sɛ wɔde wɔn nsa ka nneɛma a ɛho tew no bi. Wɔyɛ saa a, wobewuwu. Ɛsɛ sɛ Kohat mmabarima no soa nneɛma a ɛwɔ Ahyiae Ntamadan no mu no.
04041000e6	“Aaron babarima Eleasar a ɔyɛ ɔsɔfo no na ɔbɛhwɛ ngo a wɔde bɛsɔ kanea, nnuhuam, daa aduan a wɔde bɔ afɔre, ɔsra ngo ne Ahyiae Ntamadan no nyinaa so. Biribiara a ɛwɔ Ahyiae Ntamadan no mu no nso, ɔbɛhwɛ so.”
040411002b	Afei, Awurade ka kyerɛɛ Mose ne Aaron se,
040412003c	“Monhwɛ sɛ wɔrentwa Kohatfo abusuakuw no mfi Lewifo mu.
04041300b2	Sɛ wɔresoa nneɛma a ɛho tew no a, nea ɛsɛ sɛ wɔyɛ a wɔrenwuwu ni: Ɛsɛ sɛ Aaron ne ne mma mmarima no ne wɔn kɔ hɔ kɔkyerɛ wɔn ade a ɛsɛ sɛ wɔn mu biara soa.
040414004c	Ɛnsɛ sɛ Kohatfo no kɔ hɔ kɔhwɛ akronkronne no koraa, na wɔanwuwu.”
040415001c	Awurade ka kyerɛɛ Mose se,
0404160031	“Kan Gerson asefo a wɔfra Lewifo abusua mu no,
040417006d	fi mmarima a wɔadi mfe aduasa kosi aduonum a wobetumi ayɛ adwuma kronkron wɔ Ahyiae Ntamadan mu hɔ no so.
0404180026	“Gerson mmusua no dwuma a wobedi ni:
040419009e	Wɔbɛsoa ntama a etwa Ahyiae Ntamadan mu hɔ, Ahyiae Ntamadan no ankasa ne nea ɛkata ho, abirekyi nhoma nkuruso ne ntama a ɛsɛn Ahyiae Ntamadan no ano no.
04041a00fd	Afei, wɔbɛsoa nkataho a ɛkata adiwo hɔ fasu no ho no. Wɔbɛsoa ntama a etwa adiwo hɔ kwan no ano ne afɔremuka ne Ahyiae Ntamadan no ntam no. Wɔbɛsoa afɔremuka no, ntampehama ne nea ɛkeka ho nyinaa. Wɔn na ɛsɛ sɛ wɔhwɛ twe eyinom nyinaa.
04041b0042	Aaron anaa ne mmabarima no bi tumi ma Gerson asefo no bi dwuma di.
04041c006f	Eyi ne Gersonfo no adwuma wɔ Ahyiae Ntamadan no mu. Ɛsɛ sɛ wodi Aaron ba Itamar a ɔyɛ ɔsɔfo no nan ase.
04041d0031	“Kan Merari asefo a wɔfra Lewifo abusua mu no.
04041e0062	Kan mmarima a wɔadi mfe aduasa kosi aduonum so a wobetumi ayɛ adwuma wɔ Ahyiae Ntamadan mu hɔ.
04041f0066	Sɛ wɔpagyaw Ahyiae Ntamadan no a, wɔn na ɛsɛ sɛ wɔsoa ne nnyinaso, nnua a esisi mu, ne nsisiso,
04042000ab	mpuran a wɔde yɛɛ adiwo hɔ afasu no ne ne nsisiso, nnyinaso, ntampehama ne biribiara a wɔde di ho dwuma. Fa dwumadi ahorow no hyɛ nnipa a wobɛbobɔ wɔn din no nsa.
040421003f	Merari asefo no, Aaron babarima Itamar na ɔbɛhwɛ wɔn so.”
0404220034	Enti Mose ne Aaron ne mpanyimfo no bi kɔkan Kohatfo
0404230062	a mmarima a wɔadi mfe aduasa kosi aduonum nyinaa a wobetumi ayɛ Ahyiae Ntamadan mu adwuma ka ho,
0404240041	na wohuu sɛ wɔn nyinaa dodow yɛ mpem abien ne ahanson aduonum.
0404250083	Eyinom ne Kohat asefo dodow a na wɔsom wɔ Ahyiae Ntamadan no mu Wɔyɛɛ eyinom nyinaa de dii Awurade ahyɛde a ɔmaa Mose no so.
040426002c	Wɔkan Gersonfo no mmusua ne wɔn mmusuakuw.
0404270061	Wɔkan mmarima a wɔadi mfe aduasa kosi aduonum a wobetumi ayɛ adwuma wɔ Ahyiae Ntamadan no mu.
0404280035	Wɔn nyinaa dodow yɛɛ mpem abien ahansia ne aduasa.
0404290092	Enti na Gersonfo a wɔfata sɛ wɔsom wɔ Ahyiae Ntamadan no mu no nyinaa dodow ne no. Mose ne Aaron na wɔkan wɔn sɛnea Awurade hyɛɛ wɔn no.
04042a0036	Merarifo no nso, wɔkan wɔn mmusua ne wɔn mmusuakuw.
04042b006b	Wɔkan wɔn mmarima a wɔadi mfe aduasa kosi aduonum a wɔfata sɛ wɔyɛ adwuma wɔ Ahyiae Ntamadan no mu.
04042c002f	Wɔn nyinaa dodow yɛɛ mpem abiɛsa ne ahannu.
04042d008f	Enti Merarifo a wɔfata sɛ wɔsom wɔ Ahyiae Ntamadan no mu no nyinaa dodow ne no. Mose ne Aaron na wɔkan wɔn sɛnea Awurade hyɛɛ Mose no.
04042e005b	Enti Mose ne Aaron ne Israel mpanyimfo nam Lewifo no mmusua ne wɔn afi so kan wɔn nyinaa.
04042f0098	Mmarima a na wɔadi fi mfe aduasa kosi mfe aduonum no nyinaa a na wɔfata sɛ wɔyɛ adwuma wɔ Ahyiae Ntamadan no mu hɔ no ne wɔn a wɔbɛsoa akɔ no
0404300031	dodow yɛ mpem ahanwɔtwe ahannum ne aduɔwɔtwe.
040431003e	Awurade hyɛ a ɔhyɛɛ Mose no nti na wɔnam so kan nnipa no.
0405010029	Eyi ne mmara a Awurade san hyɛ maa Mose:
04050200bd	“Ka kyerɛ Israelfo no se, ɛsɛ sɛ wɔpam akwatafo nyinaa fi atenae hɔ. Wɔn a kuru atutu wɔn ne wɔn a wɔde wɔn nsa akɔka funu nti wɔn ho agu fi nyinaa no, ɛsɛ sɛ wɔpam wɔn.
0405030074	Mmarima ne mmea nyinaa ka ho. Yi wɔn nyinaa fi hɔ, sɛnea ɛbɛyɛ na atenae a me ne mo bɛtena no ho rengu fi.”
040504001a	Wodii Awurade mmara no so.
0405050022	Afei, Awurade ka kyerɛɛ Mose se,
0405060059	“Ka kyerɛ Israelfo no se, sɛ ɔbarima o, ɔbea o, odi Awurade huammɔ a, ɛyɛ bɔne.
0405070097	Ɛsɛ sɛ ɔka ne bɔne na ade a owiae no, otua ho ka nyinaa na ɔsan de ɛho ka no nkyɛmu ɔha mu aduonu ka ho de ma onipa ko a ɔbɔɔ no korɔn no.
04050800c5	Na sɛ onipa ko a wɔyɛɛ no bɔne no awu na onni obusuani biara a ɔbɛn no a wobetua ho ka ama no, na ɛsɛ sɛ wotua ma ɔsɔfo a, ɛsɛ sɛ wɔde odwennini ka ho sɛ mpatade. Ɛyɛ Awurade de.
040509003c	Akyɛde kronkron a Israelfo de bɛkyɛ ɔsɔfo no yɛ ne de.
04050a003d	Ɔsɔfo biara bɛfa akyɛde kronkron biara a ne nsa bɛka.”
04050b001c	Awurade ka kyerɛɛ Mose se,
04050c0040	“Ka kyerɛ Israelfo no se, sɛ ɔbarima bi yere kɔbɔ aguaman
04050d0030	nanso onhu asɛm no mu nokware na onya ɔdanseni
04050e0029	na ɔtwe ho ninkunu na ɔnte ne ho ase a,
04050f00f3	ɔbarima no de ne yere no bɛkɔ ɔsɔfo anim a ɔbea no ho afɔrebɔde a ɛyɛ atokosiam a wɔmfaa ohuam ngo mfrae lita abien ka ho. Efisɛ ɛyɛ ninkutwe afɔrebɔ. Ɛno na ɛbɛma nokware ada adi ama wɔahu sɛ ɔbea no di fɔ anaa odi bem.
040510002d	“Ɔsɔfo no de ɔbea no bɛba Awurade anim,
0405110059	na wasaw Ahyiae Ntamadan no mu mfutuma de afra nsu kronkron a egu asuhina kɛse bi mu no.
04051200e2	Ɔbɛsan ne ti a wakyekyere no na ɔde ninkunu afɔrebɔde no agu ne nsam de ahwɛ sɛ ɔbarima no nsusuwii no yɛ nokware ampa ara anaasɛ ɛnyɛ nokware. Ɔsɔfo no begyina nʼanim a okura nsu nwenweenwen a ɛde mmusu ba no.
040513016a	Ɔbɛma no aka ntam sɛ onnim asɛm no ho hwee na waka akyerɛ no se, sɛ wo ne ɔbarima biara nnae ka wo kunu nko ara ho de a, ɛno de, wo ho ntew mfi nsu nwenweenwen a ɛde mmusu ba yi ho. Na sɛ woabɔ aguaman a, ɛno de, Awurade bɛdome wo wɔ wo nkurɔfo mu. Ɔbɛma wo srɛ aporɔw na wo yafunu ahon. Na ɔbea no bɛka se, ‘Yiw, saa na ɛsɛ sɛ ɛba.’
040517005f	“Ɔsɔfo no bɛkyerɛw nnome yi nyinaa agu nhoma bi mu na wahohoro agu nsu nwenweenwen no mu.
0405180065	Sɛ ɛsɛ sɛ ɔbea no nom nsu no na sɛ ɔnom wɔ bere a wayɛ bɔne a, ɛyɛ nwenweenwen wɔ ne mu.
040519007b	Afei, ɔsɔfo no begye ninkunu afɔrebɔde no afi ɔbea no nsam na wahinhim wɔ Awurade anim na ɔde akɔ afɔremuka no so.
04051a0068	Ɔbɛsaw ne nsa ma de asi ne nyinaa anan na wahyew no wɔ afɔremuka no so na wama ɔbea no anom nsu no.
04051b00a5	Sɛ ne ho agu fi na wabɔ aguaman atia ne kunu a, nsu a wanom no bɛyɛ nwenweenwen wɔ ne mu na ne yafunu ahon na ne srɛ aporɔw na wayɛ nnome wɔ ne nkurɔfo mu.
04051c0051	Sɛ ɔyɛ kronkron a ɔmmɔɔ aguaman a, wɔrenhaw no, na ɛrenkyɛ, obenyinsɛn.
04051d0046	“Eyi ne mmara a ɛfa ɔbea a ne bra nye na ne kunu twe ne ho ninkunu
04051e0091	de hwehwɛ mu hu sɛ odi ne kunu nokware anaa onni no nokware no ho. Ɔde no bɛba Awurade anim na ɔsɔfo no adi dwuma a wɔabobɔ so no nyinaa.
04051f007b	Wɔrenni ne kunu no asɛm wɔ baabiara sɛ wama ɔyare bɔne bi aba ne yere so, efisɛ ɛyɛ ɔno ara na ɔma ɛbaa saa.”
0406010020	Awurade san ka kyerɛɛ Mose se,
0406020065	“Ka kyerɛ Israelfo no se, sɛ ɔbarima anaa ɔbea kɔyɛ Nasareni de tew ne ho wɔ Awurade anim a,
0406030073	ɛno akyi, saa bere a ɔwɔ ahotew no mu no, onni ho kwan sɛ ɔnom nsa a ɛyɛ den anaa bobesa anaa nsa a emu kaw.
040604005f	Saa bere no mu no, onni ho kwan sɛ odi biribiara a efi bobe mu, sɛ ɛyɛ nʼaba anaa ne hono.
040605008e	“Saa bere no mu no, ɛnsɛ sɛ oyi ne tinwi, efisɛ ɔyɛ kronkron na wɔatew ne ho ama Awurade; ɛno nti na ɛsɛ sɛ ɔma ne tinwi fuw no.
0406060059	“Ne bɔhyɛ no nna no mu a watew ne ho ama Awurade no, onni ho kwan sɛ ɔkɔ owufo ho.
040607009d	Sɛ owufo no yɛ nʼagya, ne na, ne nuabarima anaa ne nuabea koraa a, ɔnnkɔ ne ho, efisɛ ɔda so hyɛ ne bɔ a ɔhyɛ de tew ne ho maa Onyankopɔn no ase.
0406080031	Saa bere no mu nyinaa, wɔatew ne ho ama Awurade.
04060900a0	“Sɛ obi wu tɔ ne nkyɛn de gu ne ho fi a, nnanson akyi no, ɛsɛ sɛ oyi ne tinwi a ɛho agu fi no. Afei, wobedwira ne ho afi fi a owufo no de aka no no ho.
04060a0091	Nʼadekyee a ɛyɛ da a ɛto so awotwe no, ɛsɛ sɛ ɔde nturukuku abien anaa mmorɔnoma mma abien brɛ ɔsɔfo wɔ Ahyiae Ntamadan no kwan ano.
04060b00cd	Ɔsɔfo no de nnomaa no mu baako bɛbɔ bɔne ho afɔre na ɔde ɔbaako abɔ ɔhyew afɔre, na ayɛ mpata ama nea ne ho agu fi no. Na da no ara, ɛsɛ sɛ oti ne bɔhyɛ mu na ɔsan ma ne tinwi no fuw bio.
04060c00ad	Nna dodow a odii wɔ ne bɔhyɛ a edi kan no mu no nyinaa ahyew agu. Ɔbɛhyɛ Awurade bɔ foforo de afi ase, na ɔde odwennini ba a wadi afe bɛba abɛbɔ afɔdi ho afɔre.
04060d0065	“Da a ne bɔhyɛ a ɛtew ɔno ne Awurade ntam no wie du no, ɛsɛ sɛ ɔkɔ Ahyiae Ntamadan no ano.
04060e00e6	Ɛhɔ na ɔbɛbɔ ɔhyew afɔre ama Awurade. Ɔde oguan ba a wadi afe a onnii dɛm na ɛbɛbɔ saa afɔre no. Ɛsɛ sɛ ɔde oguammere a wadi afe a onnii dɛm bɔ bɔne ho afɔre na ɔde odwennini a onnii dɛm bɔ asomdwoe afɔre.
04060f00b5	Nneɛma a ɔde bɛka ho no ne brodo a mmɔkaw mfra mu, asikresiam tetare a wɔde ngo afra; brodo ntrantraa bi a mmɔkaw mfra mu a wɔde ngo ayɛ so a aduan ne nsa afɔrebɔde ka ho.
0406100072	“Ɛsɛ sɛ Ɔsɔfo no de saa afɔrebɔde yi nyinaa ba Awurade anim na wabɛbɔ bɔne ho afɔre ne ɔhyew afɔre.
040611008d	Ɛsɛ sɛ ɔde odwennini a wɔde no bɛbɔ asomdwoe afɔre a brodo kɛntɛnma a mmɔkaw nni mu nso ka ho na ɔde abɛbɔ aduan ne nsa afɔre.
04061200ea	“Afei, ɔhotuafo no beyi ne tinwi a afuw kuhaa no; ɛno ne nsɛnkyerɛnne a ɛkyerɛ sɛ ɔnhyɛ bɔhyɛ no ase bio. Wɔbɛyɛ eyi wɔ Ahyiae Ntamadan no ano, na wɔde nwi no agu asomdwoe afɔre a wɔrebɔ no wɔ gya mu no ahyew no.
04061300b1	“Wɔayi ɔbarima no tinwi no awie no, ɔsɔfo no de odwennini no basa a wɔatoto tetare a mmɔkaw nni mu no baako ne brodo ntrantraa a mmɔkaw nni mu bɛhyɛ ɔbarima no nsam.
0406140140	Ɔsɔfo no behim akɔ nʼanim aba nʼakyi wɔ Awurade anim a ɛkyerɛ ma a ɔde rema Awurade. Ne nyinaa yɛ kyɛfa a ɛho tew ma ɔsɔfo no. Wɔbɛyɛ no sɛnea wɔyɛ odwennini no basa mu mfe mparow a wohim no wɔ Awurade anim no. Eyi akyi no, ɔhotuafo no tumi nom bobesa a ɛkyerɛ sɛ wɔayi no afi ne bɔhyɛ no mu.
04061500e9	“Eyinom ne mmara a ɛda hɔ ma Nasareni a wahyɛ nʼahofama ho bɔ awie, na ɔde afɔrebɔ ahorow brɛ Awurade. Saa afɔrebɔ yi akyi no, otumi de afɔrebɔde biara a ɔrebɛyɛ Nasareni no, ɔhyɛɛ ho bɔ sɛ ɔde bɛba no ba.”
0406160022	Afei, Awurade ka kyerɛɛ Mose se,
0406170054	“Ka kyerɛ Aaron ne ne mmabarima no se, ɛsɛ sɛ wohyira Israelfo yi sononko sɛ:
0406180029	“‘Awurade nhyira mo na ɔnhwɛ mo so.
040619002d	Awurade ntew nʼanim nkyerɛ mo na ɔnnom mo.
04061a0037	Awurade mma nʼani so nhwɛ mo na ɔmma mo asomdwoe.’
04061b005b	“Saa na ɛsɛ sɛ Aaron ne ne mmabarima hyira Israelfo, na mʼankasa nso mehyira wɔn.”
04070100a0	Da a Mose wiee Ahyiae Ntamadan no hyehyɛ no, ɔsraa ho nyinaa ngo, tew mu nneɛma nyinaa ho. Ɔsan sraa afɔremuka ne ho nkuku ne nkaka nyinaa ngo, tew ho nso.
040702006f	Afei, Israel mpanyimfo ne mmusuakuw no mu mpanyin a wɔhwɛɛ nnipakan no so no nyinaa de wɔn afɔrebɔde bae.
04070300d8	Wɔde nteaseɛnam asia a wɔakatakata ho ne anantwi dumien na ɛbae. Na nteaseɛnam no baako biara yɛ mpanyimfo baanu de, a nantwi baako yɛ wɔn mu biara de. Wɔde ne nyinaa maa Awurade wɔ Ahyiae Ntamadan no anim.
040704001c	Awurade ka kyerɛɛ Mose se,
040705008f	“Gye wɔn akyɛde no na fa nteaseɛnam no yɛ Ahyiae Ntamadan no ho adwuma. Fa ma Lewifo no na obiara mfa nni dwuma biara a ɛsɛ sɛ odi.”
0407060038	Enti Mose de nteaseɛnam no ne anantwi no maa Lewifo no.
040707005d	Ɔmaa Gerson ne ne nkurɔfo nteaseɛnam abien ne anantwi anan sɛnea na ehia ma wɔn dwumadi,
0407080072	na ɔmaa Merari ne ne nkurɔfo nso nteaseɛnam anan ne anantwi awotwe a Aaron babarima Itamar na na odi so panyin.
0407090091	Wɔamma Kohat nkurɔfo nteaseɛnam no bi, efisɛ na ɛsɛ sɛ wɔsoa wɔn kyɛfa a ɛfa Ahyiae Ntamadan no ho nneɛma no ho no wɔ wɔn mmati so.
04070a006c	Mpanyimfo a wodi anim no nso de nsrabɔ akyɛde beguu afɔremuka no anim da a wɔresra afɔremuka no ngo no.
04070b0061	Awurade ka kyerɛɛ Mose se, “Kyekyɛ nna a obiara de nʼafɔrebɔde bɛba afɔremuka no so.”
04070c005c	Aminadab babarima Nahson a ofi Yuda abusuakuw mu na ɔde nʼafɔrebɔde baa da a edi kan no.
04070d00cf	Nneɛma a ɔde bae no yɛ: dwetɛ prɛte baako a emu duru yɛ kilogram baako ne fa, dwetɛ kuruwa kɛse bi a ɛbɛyɛ kilogram baako a ne nyinaa na wɔde asikresiam muhumuhu a wɔde ngo afra ahyɛ no amaama;
04070e0051	sikakɔkɔɔ adaka baako a ɛkari gram ɔha ne dunan a wɔde aduhuam ahyɛ no ma;
