0100000006	1 Mose
012605006d	Und sie gebar wieder einen Sohn, und sie nannte seinen Namen Schelah; und er war in Chesib, da sie ihn gebar.
012606004d	Und Judah nahm dem Er seinem Erstgeborenen ein Weib, und ihr Name war Thamar.
012607005d	Und Er, Judahs Erstgeborener, war böse in den Augen Jehovahs, und Jehovah ließ ihn sterben.
012608007f	Und Judah sprach zu Onan: Komm zu dem Weibe deines Bruders und leiste ihr die Schwagerpflicht, und erwecke Samen deinem Bruder.
01260900bc	Und Onan wußte, daß der Same nicht sein eigen sein sollte, und es geschah, als er zu dem Weibe seines Bruders kam, da verdarb er ihn auf die Erde, um seinem Bruder keinen Samen zu geben.
01260a0052	Und es war böse in den Augen Jehovahs, was er tat; und Er ließ auch ihn sterben.
01260b00ec	Und Judah sprach zu Thamar, seiner Schnur: Bleib Witwe im Hause deines Vaters, bis Schelah, mein Sohn, groß geworden ist; denn er sprach: Sonst könnte auch er sterben, wie seine Brüder. Und Thamar ging und blieb in ihres Vaters Haus.
01260c00d2	Und es wurden der Tage viel, und es starb die Tochter Schuas, Judahs Weib; und Judah tröstete sich, und ging hinauf zu den Scherern seines Kleinviehs er und Chirah, sein Genosse, der Adullamite, nach Thimnath.
01260d0071	Und es ward der Thamar angesagt, sprechend: Siehe, dein Schwäher geht hinauf gen Thimnath, sein Vieh zu scheren.
01260e0112	Und sie legte die Kleider ihrer Witwenschaft ab von ihr und bedeckte sich mit einem Schleier und verhüllte sich und setzte sich an den Eingang zu Enajim, die auf dem Wege nach Thimnath ist; denn sie sah, daß Schelah groß geworden und sie ihm nicht zum Weibe gegeben ward.
01260f005a	Und Judah sah sie und dachte, sie wäre eine Buhlerin; denn sie hatte ihr Gesicht bedeckt.
01261000b8	Und er wandte sich ab zu ihr am Wege und sprach: Laß mich doch zu dir kommen; denn er wußte nicht, daß sie seine Schnur war. Sie aber sagte: Was gibst du mir, daß du zu mir kommst?
0126110085	Und er sprach: Ich will dir ein Ziegenböcklein von dem Kleinvieh senden; sie aber sagte: Wenn du ein Pfand gibst, bis du es sendest.
01261200d0	Und er sagte: Was ist das Pfand, das ich dir geben soll? Und sie sprach: Deinen Siegelring und deine Schnur und deinen Stab, der in deiner Hand ist; und er gab sie ihr und kam zu ihr; und sie empfing von ihm.
0126130070	Sie aber machte sich auf und ging und legte ihren Schleier ab von ihr und zog die Kleider ihrer Witwenschaft an.
0126140099	Und Judah sandte das Ziegenböcklein durch die Hand seines Genossen, den Adullamiten, um das Pfand von der Hand des Weibes zu holen, fand sie aber nicht.
0126150097	Und er fragte die Männer ihres Ortes und sprach: Wo ist die Buhlpriesterin bei Enajim am Wege; sie aber sagten: Es ist keine Buhlpriesterin dagewesen.
0126160094	Und er kehrte zu Judah zurück und sagte: Ich habe sie nicht gefunden, und auch die Männer des Ortes sagten: Es ist keine Buhlpriesterin dagewesen.
0126170096	Judah aber sagte: Sie mag es zu sich nehmen, daß wir nicht verachtet werden. Siehe, ich habe dieses Böcklein gesandt und du hast sie nicht gefunden.
01261800dc	Und es geschah nach drei Monaten, daß man Judah ansagte und sprach: Deine Schnur Thamar hat gebuhlt, und siehe, sie hat auch von ihren Buhlereien empfangen. Und Judah sprach: Bringt sie heraus, daß sie verbrannt werde.
01261900de	Sie ward hinausgebracht und sie sandte an ihren Schwäher und sprach: Von dem Manne, dem dieses zugehört, hab ich empfangen. Und sie sprach: Besieh dir doch, wessen dieser Siegelring und diese Schnur und dieser Stab sind.
01261a009d	Und Judah besah sie und sprach: Sie ist gerechter denn ich gewesen, weil ich sie nicht meinem Sohne Schelah gegeben; aber er erkannte sie hinfort nicht mehr.
01261b0054	Und es geschah zur Zeit, da sie gebar, und siehe, es waren Zwillinge in ihrem Leibe.
01261c00a1	Und es geschah, als sie gebar, daß einer eine Hand hergab. Und die Wehmutter nahm seine Hand und band Scharlach darum und sprach: Der ist zuerst herausgekommen.
01261d00b7	Und es geschah, da er seine Hand zurückzog, siehe, da kam sein Bruder heraus; und sie sprach: Was hast du für dich einen Durchbruch durchgebrochen? Und er nannte seinen Namen Perez.
01261e0068	Und nachher kam sein Bruder heraus, an dessen Hand der Scharlach war, und er nannte seinen Namen Serach.
01270100cb	Und Joseph ward nach Ägypten hinabgebracht, und es kaufte ihn Potiphar, ein Hofbeamter Pharaos, Oberster der Leibwachen, ein ägyptischer Mann, aus der Hand der Ismaeliten, die ihn hinabgebracht hatten.
0127020070	Und Jehovah war mit Joseph, und er war ein Mann, dem es gelang; und er war im Hause seines Herrn, des Ägypters.
0127030069	Und sein Herr sah, daß Jehovah mit ihm war und alles, was er tat, Jehovah in seiner Hand gelingen ließ.
0127040091	Und Joseph fand Gnade in seinen Augen, und er tat ihm Dienst. Und er bestellte ihn über sein Haus und alles, was er hatte, gab er in seine Hand.
01270500df	Und es geschah, von da an, daß er ihn über sein Haus und alles, was er hatte, bestellt hatte, da segnete Jehovah das Haus des Ägypters wegen Josephs; und der Segen Jehovahs war in allem, das er hatte im Haus und im Feld.
01270600a8	Und er ließ alles, das er hatte, in der Hand Josephs, und wußte bei ihm um nichts, als das Brot, das er aß; und Joseph war schön von Gestalt und schön von Ansehen.
012707007b	Und es geschah nach diesen Dingen, daß das Weib seines Herrn ihre Augen aufhob zu Joseph und zu ihm sprach: Liege bei mir.
01270800a9	Er aber weigerte sich und sprach zu dem Weibe seines Herrn: Siehe, mein Herr weiß um nichts bei mir, was im Hause ist, und hat alles, was er hat, in meine Hand gegeben.
01270900c8	Es ist kein Größerer denn ich in diesem Hause, und nichts hat er von mir zurückgehalten, außer dir, weil du sein Weib bist; und warum sollte ich solch großes Böses tun, und wider Gott sündigen?
01270a0081	Und es geschah, daß sie mit Joseph redete Tag für Tag, er hörte aber nicht auf sie, daß er neben ihr läge und bei ihr wäre.
01270b0086	Und es geschah eines Tages, daß er in das Haus kam, um sein Werk zu tun, und kein Mann von den Männern des Hauses war dort im Hause.
01270c0080	Und sie erfaßte ihn an seinem Kleid und sprach: Liege bei mir! Er aber ließ sein Kleid in ihrer Hand und floh und ging hinaus.
01270d0052	Und es geschah, da sie sah, daß er sein Kleid in ihrer Hand ließ und hinausfloh,
01270e00ea	Daß sie rief den Männern ihres Hauses und sprach zu ihnen und sagte: Seht, da brachte er einen hebräischen Mann zu uns herein, seinen Scherz mit uns zu treiben; er kam zu mir, um bei mir zu liegen. Ich aber rief mit großer Stimme.
01270f007e	Und es geschah, wie er hörte, daß ich meine Stimme erhob und rief, da ließ er sein Kleid bei mir, und floh und ging hinaus.
012710004b	Und sie legte sein Kleid neben sich nieder, bis sein Herr in sein Haus kam;
01271100a7	Und sie redete zu ihm dieselben Worte und sprach: Der hebräische Knecht, den du zu uns hereingebracht, ist zu mir hereingekommen, um seinen Scherz mit mir zu treiben.
0127120066	Und es geschah, wie ich meine Stimme erhob und rief, da ließ er sein Kleid neben mir und floh hinaus.
01271300a2	Und es geschah, als sein Herr die Worte seines Weibes hörte, die sie zu ihm redete, indem sie sprach: Solches hat mir dein Knecht getan, da entbrannte sein Zorn.
012714009a	Und Josephs Herr nahm ihn und gab ihn in das Gefängnishaus, den Ort, wo die Gebundenen des Königs gebunden waren; und er war dort in dem Gefängnishaus.
012715007f	Aber Jehovah war mit Joseph und neigte ihm Barmherzigkeit zu, und gab ihm Gnade in den Augen des Obersten des Gefängnishauses.
0127160092	Und der Oberste des Gefängnishauses gab in Josephs Hand alle Gebundenen, die im Gefängnishause waren, und alles, was sie dort taten, das tat er.
0127170096	Der Oberste des Gefängnishauses sah nach nichts, von allem, das in seiner Hand war, weil Jehovah mit ihm war, und was er tat, Jehovah gelingen ließ.
0128010095	Und es geschah nach diesen Dingen, daß der Mundschenk des Königs von Ägypten und der Bäcker an ihrem Herrn, dem Könige von Ägypten, sündigten.
0128020080	Und Pharao war entrüstet über seine beiden Hofbeamten, über den Obersten der Mundschenken und über den Obersten der Bäcker;
0128030080	Und gab sie in Gewahrsam in das Haus des Obersten der Leibwachen, in das Gefängnishaus, an den Ort, in dem Joseph gebunden war.
0128040084	Und der Oberste der Leibwachen bestellte Joseph bei ihnen, daß er ihnen Dienst tun sollte, und sie waren etliche Tage in Gewahrsam.
01280500e4	Und sie träumten beide einen Traum, jeder Mann seinen Traum, in einer Nacht, jeder nach der Deutung seines Traums, der Mundschenk und der Bäcker, die der König von Ägypten hatte, und die gebunden waren in dem Gefängnishaus.
0128060055	Und am Morgen kam Joseph zu ihnen hinein und sah sie und siehe, sie waren verdrossen.
0128070091	Und er fragte die Hofbeamten Pharaos, die mit ihm in dem Gewahrsam des Hauses seines Herrn waren und sagte: Warum ist euer Angesicht heute böse?
01280800b2	Und sie sprachen zu ihm: Wir haben einen Traum geträumt, und niemand ist da, der ihn deute. Joseph aber sprach zu ihnen: Gehören Deutungen nicht Gott zu? Erzählt sie mir doch.
012809008b	Und der Oberste der Mundschenken erzählte dem Joseph seinen Traum und sprach zu ihm: In meinem Traume siehe, da war ein Weinstock vor mir;
01280a008a	Und an dem Weinstock waren drei Reben; und es war, als sproßte er, seine Blüte ging auf und seine Trauben ließen die Weinbeeren reifen.
01280b0096	Und Pharaos Becher war in meiner Hand, und ich nahm die Weinbeeren und drückte sie aus in den Becher Pharaos, und ich gab den Becher in Pharaos Hand.
01280c0055	Und Joseph sprach zu ihm: Dies ist seine Deutung: Die drei Reben, sie sind drei Tage.
01280d00c4	In noch drei Tagen wird Pharao dein Haupt aufheben und dich in deine Stelle zurückbringen, und du wirst den Becher Pharaos in seine Hand geben in der früheren Weise, da du sein Mundschenk warst.
01280e00b2	Aber möchtest du meiner bei dir gedenken, wenn es gut bei dir ist, und Barmherzigkeit an mir tun, und meiner bei Pharao gedenken, daß du mich aus diesem Hause herausbrächtest.
01280f0081	Denn gestohlen bin ich worden aus dem Lande der Hebräer, und auch hier habe ich nichts getan, daß sie mich in die Grube legten.
01281000ae	Und der Oberste der Bäcker sah, daß er gut gedeutet hatte, und sprach zu Joseph: Auch ich war in meinem Traum, und siehe, drei durchbrochene Körbe waren auf meinem Haupte.
012811008a	Und in dem obersten Korb waren von allen Speisen Pharaos, die der Bäcker macht, und das Gevögel fraß sie aus dem Korb von meinem Haupt.
012812005e	Und Joseph antwortete und sprach: Dies ist seine Deutung: Die drei Körbe, sie sind drei Tage.
0128130089	In noch drei Tagen wird Pharao dein Haupt von dir aufheben und dich ans Holz hängen, und das Gevögel wird dein Fleisch von dir fressen.
01281400dd	Und es geschah am dritten Tage, Pharaos Geburtstag, daß er allen seinen Knechten ein Gastmahl machte; und er hob auf das Haupt des Obersten der Mundschenken und das Haupt des Obersten der Bäcker inmitten seiner Knechte.
0128150071	Und brachte den Obersten der Mundschenken in sein Mundschenkenamt zurück, und er gab den Becher in Pharaos Hand;
0128160050	Aber den Obersten der Bäcker ließ er hängen, wie ihnen Joseph gedeutet hatte.
012817004d	Aber der Oberste der Mundschenken gedachte nicht an Joseph, und vergaß sein.
0129010063	Und es geschah am Ende zweier Jahre von Tagen, daß Pharao träumte, und siehe, er stand am Strome.
0129020074	Und siehe, aus dem Strome stiegen auf sieben Kühe, schön anzusehen und feist an Fleisch, und weideten im Riedgras.
01290300a1	Und siehe, sieben andere Kühe stiegen nach ihnen auf aus dem Strome, übel anzusehen und mager an Fleisch, und sie standen neben den Kühen am Ufer des Stromes.
0129040089	Und die Kühe, übel anzusehen und mager an Fleisch, fraßen die sieben Kühe, die schön anzusehen und feist waren; und Pharao erwachte.
0129050074	Und er schlief ein und träumte zum zweiten Mal; und siehe, sieben Ähren kamen herauf an einem Halm, feist und gut.
0129060053	Und siehe, sieben Ähren, mager und vom Ostwind versengt, sproßten nach ihnen auf.
012907007b	Und die mageren Ähren verschlangen die sieben feisten und vollen Ähren, und Pharao erwachte, und siehe, es war ein Traum.
01290800df	Und es geschah am Morgen, daß sein Geist beunruhigt war, und er sandte aus und rief all die Wahrsager Ägyptens und alle seine Weisen, und Pharao erzählte ihnen seinen Traum, und es war keiner, der sie dem Pharao deutete.
0129090060	Und der Oberste der Mundschenken redete mit Pharao und sprach: Ich gedenke heute meiner Sünden.
01290a008f	Pharao war entrüstet über seine Knechte und gab mich in Gewahrsam in das Haus des Obersten der Leibwachen, mich und den Obersten der Bäcker.
01290b0073	Und wir träumten einen Traum in einer Nacht, ich und er, jeder Mann nach der Deutung seines Traumes träumten wir.
01290c00c3	Und daselbst war bei uns ein hebräischer Jüngling, ein Knecht des Obersten der Leibwachen, und wir erzählten es ihm und er deutete uns unsere Träume, jedem Mann nach seinem Traume deutete er.
01290d0077	Und es geschah, wie er uns gedeutet hatte, so war es. Mich brachte er wieder an meine Stelle, und ihn ließ er hängen.
01290e0091	Und Pharao sandte und rief Joseph, und sie brachten ihn eilends aus der Grube. Und er schor sich und wechselte seine Gewänder und kam zu Pharao.
01290f00a1	Und Pharao sprach zu Joseph: Ich habe einen Traum geträumt und ist niemand der ihn deutet. Von dir aber hörte ich sagen, du hörest einen Traum, ihn zu deuten.
012910006a	Und Joseph antwortete dem Pharao und sprach: Bei mir ist es nicht. Gott wird dem Pharao Frieden antworten.
0129110053	Und Pharao redete zu Joseph: Siehe, ich stand in meinem Traume am Ufer des Stromes.
012912007a	Und siehe, aus dem Strome stiegen auf sieben Kühe, feist an Fleisch und schön von Gestalt, und sie weideten im Riedgras.
01291300b2	Und siehe, sieben andere Kühe stiegen nach ihnen auf, ärmlich und sehr übel von Gestalt und abgemagert an Fleisch, ich sah dergleichen nicht in ganz Ägyptenland, so schlecht.
0129140052	Und die abgemagerten und schlechten Kühe fraßen die sieben ersten feisten Kühe.
012915009a	Und sie gingen in sie hinein, und man wußte es nicht, daß sie in sie hineingekommen, und ihr Ansehen war so schlecht, wie im Anbeginn; und ich erwachte.
0129160060	Und ich sah in meinem Traume, und siehe, sieben Ähren kamen hervor an einem Halm, voll und gut.
012917005e	Und siehe, sieben Ähren, verdorrt, mager, vom Ostwind versengt, sproßten nach denselben auf.
012918007e	Und die mageren Ähren verschlangen die sieben guten Ähren; und ich sagte es den Wahrsagern und keiner konnte mir es ansagen.
0129190064	Und Joseph sprach zu Pharao: Der Traum Pharaos ist einer. Was Gott tun wird, hat er Pharao angesagt.
01291a0074	Die sieben guten Kühe, die sind sieben Jahre; und die sieben guten Ähren, die sind sieben Jahre. Es ist ein Traum.
01291b00bd	Und die sieben abgemagerten und schlechten Kühe, die nach ihnen aufstiegen, die sind sieben Jahre und die sieben leeren, vom Ostwind versengten Ähren werden sieben Jahre des Hungers sein.
01291c005f	Das ist das Wort, das ich zu Pharao geredet habe; was Gott tun wird, das hat er Pharao gezeigt.
01291d0048	Siehe, es kommen sieben Jahre großen Überflusses in ganz Ägyptenland.
01291e0088	Und es erstehen nach ihnen sieben Hungerjahre; und man vergißt all des Überflusses im Land Ägypten, und der Hunger verzehrt das Land.
01291f0089	Und man wird nichts mehr wissen von dem Überfluß im Lande vor dieser Hungersnot, die hernach sein wird; denn sehr schwer wird sie sein.
012920008a	Und daß der Traum für Pharao zum zweiten Male wiederholt worden ist, ist, weil das Wort von Gott bereitet ist, und Gott eilt, es zu tun.
0129210062	Und jetzt sehe Pharao nach einem einsichtsvollen und weisen Mann und setze ihn über Ägyptenland.
0129220085	Dies tue Pharao und bestelle Amtleute über das Land, und nehme in den sieben Jahren des Überflusses den Fünften im Lande Ägypten.
01292300a9	Und sie sollen alle die Speise dieser guten Jahre, die da kommen, zusammenbringen und unter der Hand Pharaos Getreide in den Städten zur Speise aufhäufen und behalten.
01292400a7	Und die Speise sei ein Vorrat für das Land auf die sieben Hungerjahre, die sein werden im Lande Ägypten, und das Land wird nicht ausgerottet werden durch den Hunger.
0129250050	Und das Wort war gut in den Augen Pharaos und in den Augen aller seiner Knechte.
012926006c	Und Pharao sprach zu seinen Knechten: Können wir einen Mann finden wie diesen, in dem der Geist Gottes ist?
0129270075	Und Pharao sprach zu Joseph: Nachdem dir Gott alles dies zu wissen getan, ist keiner so verständig und weise wie du.
0129280080	Du sollst sein über mein Haus, und auf deinen Mund soll küssen all mein Volk; nur um den Thron will ich größer sein, als du.
0129290051	Und Pharao sprach zu Joseph: Siehe, ich hab dich gesetzt über ganz Ägyptenland.
01292a00a2	Und Pharao nahm seinen Ring ab von seiner Hand und gab ihn an Josephs Hand, und ließ ihm Kleider von Byssus anziehen und legte eine goldene Kette an seinen Hals.
01292b0085	Und ließ ihn in dem zweiten Streitwagen fahren, den er hatte, und sie riefen vor ihm Abrech! und setzte ihn über ganz Ägyptenland.
01292c0083	Und Pharao sprach zu Joseph: Ich bin Pharao; und ohne dich soll niemand seine Hand und seinen Fuß emporheben in ganz Ägyptenland.
01292d00a5	Und Pharao nannte den Namen Josephs Zaphnath Paneach, und gab ihm Asnath, die Tochter Potipheras, Priester von On, zum Weibe, und Joseph ging aus über Ägyptenland.
01292e009c	Und Joseph war dreißig Jahre alt, als er vor Pharao, dem Könige von Ägypten stand. Und Joseph ging aus von Pharao und zog hin in das ganze Land Ägypten.
01292f004a	Und das Land trug in den sieben Jahren des Überflusses zu vollen Händen.
01293000c1	Und er brachte alle Speise der sieben Jahre, die im Lande Ägypten waren, zusammen und gab die Speise in die Städte; die Speise von dem Felde, das rings um die Stadt war, gab er in ihre Mitte.
0129310075	Und Joseph häufte Getreide auf wie Sand am Meere, so sehr viel, daß er aufhörte zu zählen, denn es war ohne Zahl.
0129320086	Und dem Joseph wurden zwei Söhne geboren, ehe das Hungerjahr kam, die ihm gebar Asnath, die Tochter Potipheras, des Priesters von On.
0129330096	Und Joseph nannte den Namen des Erstgeborenen Menascheh; denn Gott, sprach er, ließ mich all mein Mühsal und das ganze Haus meines Vaters vergessen.
0129340068	Und den Namen des zweiten nannte er Ephraim; denn Gott hat mich im Land meines Elends fruchtbar gemacht.
0129350052	Und die sieben Jahre des Überflusses, der im Lande Ägypten war, waren vollendet.
0129360093	Und es fingen die sieben Hungerjahre an zu kommen, wie Joseph gesprochen, und Hunger war in allen Ländern, aber im ganzen Lande Ägypten war Brot.
0129370099	Und ganz Ägyptenland litt Hunger und das Volk schrie zu Pharao um Brot. Pharao sprach aber zu ganz Ägypten: Gehet zu Joseph; was er euch sagt, das tut.
01293800ab	Und die Hungersnot war über das ganze Land; und Joseph öffnete alles, wo etwas war, und verkaufte Getreide an Ägypten, und die Hungersnot wurde stark im Lande Ägypten.
0129390079	Und alle Länder kamen nach Ägypten zu Joseph, um Getreide zu kaufen, weil auf der ganzen Erde die Hungersnot stark war.
012a01006c	Und Jakob sah, daß in Ägypten Getreide war, und Jakob sprach zu seinen Söhnen: Was sehet ihr einander an?
012a0200a4	Und er sprach: Siehe, ich habe gehört, daß in Ägypten Getreide ist. Gehet dort hinab und kaufet Getreide für uns von dort, auf daß wir leben und nicht sterben.
012a03004e	Und die zehn Brüder Josephs gingen hinab, um aus Ägypten Getreide zu kaufen.
012a04007a	Aber Benjamin, Josephs Bruder, sandte Jakob nicht mit seinen Brüdern; denn, sagte er, es möchte ihm ein Unfall begegnen.
012a050075	Und die Söhne Israels kamen, um Getreide zu kaufen, inmitten der Kommenden; denn die Hungersnot war im Lande Kanaan.
012a0600bd	Und Joseph war der Gewalthaber über das Land, er selbst verkaufte das Getreide an alles Volk des Landes. Und die Brüder Josephs kamen und verbeugten sich vor ihm mit dem Antlitz zur Erde.
012a0700cf	Und Joseph sah seine Brüder, und er erkannte sie, und stellte sich fremd gegen sie, und redete sie hart an und sprach zu ihnen: Woher kommet ihr? Und sie sprachen: Aus dem Lande Kanaan, um Speise zu kaufen.
012a080040	Und Joseph erkannte seine Brüder, sie aber erkannten ihn nicht.
012a0900a3	Und Joseph gedachte der Träume, die er von ihnen geträumt hatte und sprach zu ihnen: Kundschafter seid ihr; um die Blöße des Landes zu sehen seid ihr gekommen.
012a0a0061	Sie aber sprachen zu ihm: Nein, mein Herr, sondern deine Knechte sind gekommen, Speise zu kaufen.
012a0b005b	Wir alle sind Söhne eines Mannes; wir sind redlich. Deine Knechte sind keine Kundschafter.
012a0c0051	Und er sprach zu ihnen: Nein, ihr seid gekommen, die Blöße des Landes zu sehen.
012a0d00b1	Sie aber sprachen: Wir, deine Knechte, sind zwölf Brüder, Söhne eines Mannes im Lande Kanaan, und siehe, der kleine ist diesen Tag mit unserm Vater, und einer ist nicht mehr.
012a0e005e	Und Joseph sprach zu ihnen: Es ist, wie ich zu euch geredet und gesagt: Ihr seid Kundschafter.
012a0f0084	Daran sollt ihr geprüft werden; beim Leben Pharaos, ihr sollt nicht von dannen ausgehen, es komme denn euer kleiner Bruder hierher.
012a1000bf	Sendet einen von euch, daß er euern Bruder hole; ihr aber seid gebunden, daß eure Worte geprüft werden, ob Wahrheit bei euch ist; und wo nicht, so seid ihr beim Leben Pharaos Kundschafter.
012a110030	Und er tat sie beisammen im Gewahrsam drei Tage.
012a12005a	Und am dritten Tage sprach Joseph zu ihnen: So tut, auf daß ihr lebet. Ich fürchte Gott.
012a130099	Wenn ihr redlich seid, so werde ein Bruder von euch gebunden im Hause eures Gewahrsams, ihr aber gehet und bringt Getreide für den Hunger eurer Häuser.
012a14007d	Euren jüngsten Bruder aber bringt ihr zu mir, auf daß euren Worten geglaubt werde, und ihr nicht sterbet. Und sie taten so.
012a1500e0	Und sie sprachen einer zum anderen: Fürwahr, das haben wir an unsrem Bruder verschuldet; wir sahen ihn in der Bedrängnis seiner Seele, wie er zu uns flehte, und wir hörten nicht. Deshalb kommt diese Bedrängnis über uns.
012a1600bf	Und Ruben antwortete ihnen und sprach: Habe ich nicht zu euch gesprochen und gesagt: Sündiget nicht an dem Kinde; aber ihr hörtet nicht. Und siehe, es wird auch sein Blut von uns gefordert.
012a170056	Und sie wußten nicht, daß Joseph es hörte; denn ein Dolmetscher war zwischen ihnen.
012a18009f	Er wandte sich aber herum von ihnen und weinte; und er kehrte zu ihnen zurück und redete mit ihnen. Und er nahm Simeon aus ihnen und band ihn vor ihren Augen.
012a1900b6	Und Joseph gebot und sie füllten ihre Gefäße mit Getreide und gaben ihr Silber einem jeden Mann in seinen Sack zurück und gaben ihnen Zehrung auf den Weg; und man tat ihnen also.
012a1a003f	Und sie hoben ihr Getreide auf ihre Esel und gingen von dannen.
012a1b009e	Und es öffnete einer seinen Sack, um seinem Esel Futter zu geben in dem Nachtlager; und sah sein Silber und siehe es war in der Öffnung seines Mantelsackes.
012a1c00d3	Und er sprach zu seinen Brüdern: Mein Silber ist zurückgegeben, und siehe es ist auch in meinem Mantelsack. Und es ging ihnen das Herz aus, und erzitternd sprachen sie zueinander: Warum hat uns Gott das getan?
012a1d0073	Und sie kamen zu Jakob, ihrem Vater, ins Land Kanaan und sagten ihm alles an, was ihnen begegnet war, und sprachen:
012a1e005f	Der Mann, der Herr des Landes, redete uns hart an und gab uns für Kundschafter des Landes aus.
012a1f0046	Wir aber sagten zu ihm: Wir sind redlich, wir sind keine Kundschafter.
012a200080	Zwölf Brüder sind wir, Söhne unseres Vaters, einer ist nicht mehr und der Kleine ist heute bei unserem Vater im Lande Kanaan.
012a2100c3	Und der Mann, der Herr des Landes, sprach zu uns: Daran will ich wissen, daß ihr redlich seid: Lasset einen von euch Brüdern bei mir bleiben; und nehmet für den Hunger eurer Häuser und gehet.
012a2200b2	Und bringet euren kleinen Bruder zu mir, auf daß ich wisse, daß ihr keine Kundschafter seid, daß ihr redlich seid. Euren Bruder gebe ich euch, und ihr dürft im Lande handeln.
012a2300d1	Und es geschah, da sie ihre Säcke leerten und siehe, das Bündelchen mit eines jeden Mannes Silber war in seinem Sacke; und sie sahen die Bündelchen ihres Silbers, sie und ihr Vater und sie fürchteten sich.
012a2400aa	Und Jakob, ihr Vater, sprach zu ihnen: Ihr machet mich kinderlos. Joseph ist nicht da und Simeon ist nicht da und Benjamin wollet ihr nehmen. Dies alles kommt über mich.
012a2500ab	Und Ruben sprach zu seinem Vater und sagte: Meine zwei Söhne sollst du töten, wenn ich ihn nicht zu dir herbringe; gib ihn auf meine Hand und ich bringe ihn dir zurück.
012a2600ee	Er aber sprach: Mein Sohn soll nicht mit euch hinabgehen; denn sein Bruder ist tot, und er allein ist mir geblieben; und begegnet ihm ein Unfall auf dem Wege, auf dem ihr gehet, so bringet ihr mein Greisenhaar mit Gram in die Gruft hinab.
012b010027	Und die Hungersnot war schwer im Lande.
012b0200a6	Und es geschah, als sie das Getreide, das sie aus Ägypten gebracht, aufgezehrt hatten, da sprach ihr Vater zu ihnen: Gehet zurück und kaufet uns ein wenig zu essen.
012b03009e	Und Judah sprach zu ihm und sagte: Der Mann hat uns höchlich bezeugt und gesagt: Ihr sollt mein Angesicht nicht sehen, wofern nicht euer Bruder mit euch ist.
012b040063	Ist es nun, daß du unseren Bruder mit uns sendest, so wollen wir hinabgehen und dir Speise kaufen.
012b050099	Sendest du ihn aber nicht, so gehen wir nicht hinab; denn der Mann hat uns gesagt: Ihr sollt mein Angesicht nicht sehen, es sei den euer Bruder mit euch.
012b060074	Und Israel sprach: Warum habt ihr so übel an mir getan, daß ihr dem Manne ansagtet, ihr hättet noch einen Bruder?
012b0700fc	Und sie sprachen: Der Mann hat uns über uns und unsre Geburt gefragt und gesagt: Lebt euer Vater noch? Habt ihr einen Bruder? Und wir sagten ihm an, gemäß diesen Worten. Konnten wir irgendwie wissen, daß er sagen würde: Bringet euren Bruder herab?
012b0800ae	Und Judah sprach zu Israel, seinem Vater: Sende den Jungen mit mir, und wir machen uns auf und gehen, daß wir leben und nicht sterben, beides, wir und du und unsre Kindlein.
012b0900bc	Ich verbürge mich für ihn, von meiner Hand sollst du ihn fordern. Wenn ich ihn nicht zu dir herbringe und dir ihn vor das Angesicht stelle, so will ich alle Tage an dir gesündigt haben.
012b0a0050	Denn hätten wir nicht gezaudert, schon diese zweimal wären wir zurückgekehrt.
012b0b0101	Und Israel, ihr Vater, sprach zu ihnen: Wenn dem nun so ist, so tut es, nehmet von dem Gepriesenen des Landes in eure Gefäße, und bringt dem Manne ein Geschenk hinab, ein wenig Balsam und ein wenig Honig und Harz und Stakte, Terebinthennüsse und Mandeln.
012b0c00ba	Und an Silber nehmet das Doppelte in eure Hand, und das Silber, das in die Öffnung eurer Mantelsäcke zurückgegeben wurde, bringt zurück in eurer Hand, vielleicht ist es ein Versehen.
012b0d004b	Und euren Bruder nehmet, und macht euch auf und kehrt zu dem Manne zurück.
012b0e00ac	Und Gott Schaddai gebe euch Erbarmungen vor dem Manne, daß er euch entlasse euern andern Bruder und Benjamin; und ich, sei ich denn kinderlos, wie ich kinderlos sein soll!
012b0f00ba	Und die Männer nahmen dieses Geschenk und das Doppelte des Silbers nahmen sie in ihre Hand, und Benjamin, und sie machten sich auf und gingen hinab nach Ägypten und standen vor Joseph.
012b1000bc	Und Joseph sah Benjamin mit ihnen und sprach zu dem, der über sein Haus war: Bringe die Männer herein ins Haus und schlachte und bereite; denn die Männer sollen mit mir essen am Mittag.
012b11005c	Und der Mann tat, wie Joseph sagte; und der Mann brachte die Männer herein in Josephs Haus.
012b120128	Die Männer aber fürchteten sich, daß sie in Josephs Haus hereingebracht wurden und sprachen: Wegen des Silbers, das im Anbeginn wieder in unsre Mantelsäcke zurückkam, werden wir hereingebracht, um es auf uns zu wälzen und über uns herzufallen und uns zu Knechten zu nehmen und unsere Esel.
012b130067	Und sie traten herzu zu dem Manne, der über Josephs Haus war und redeten zu ihm am Eingang des Hauses;
012b140058	Und sprachen: Bitte, mein Herr, wir sind im Anbeginn herabgekommen, um Speise zu kaufen.
012b1500f4	Und es geschah, wie wir in das Nachtlager kamen und unsre Mantelsäcke öffneten, da siehe, da war eines jeden Mannes Silber in der Öffnung seines Mantelsackes, unser Silber nach seinem Gewicht, und wir bringen es hier in unserer Hand zurück.
