0100000009	創世記
012507008a	我等田の中に禾束をむすび居たるにわが禾束おき且立り而して汝等の禾束環りたちてわが禾束を拜せり
01250800ab	その兄弟等之にいひけるは汝眞にわれらの君となるや眞に我等ををさむるにいたるやとその夢とその言のために益これを惡めり
0125090090	ヨセフ又一の夢をみて之をその兄弟に述ていひけるは我まら夢をみたるに日と月と十一の星われを拜せりと
01250a00d8	則ちこれをその父と兄弟に述ければ父かれを戒めて彼にいふ汝が夢しこの夢は何ぞや我と汝の母となんぢの兄弟と實にゆきて地に鞠て汝を拜するにいたらんやと
01250b0057	斯しかばその兄弟かれを嫉めり然どその父はこの言をおぼえたり
01250c004b	茲にその兄弟等シケムにゆきて父の羊を牧ゐたりしかば
01250d00b4	イスラエル、ヨセフにいひけるは汝の兄弟はシケムにて羊を牧をるにあらずや來れ汝を彼等につかはさんヨセフ父にいふ我ここにあり
01250e00bd	父かれにいひけるは請ふ往て汝の兄弟と群の恙なきや否を見てかへりて我につげよと彼をヘブロンの谷より遣はしければ遂にシケムに至る。
01250f007b	或人かれに遇ふに彼野にさまよひをりしかば其人かれに問て汝何をたづぬるやといひければ
0125100063	彼いふ我はわが兄弟等をたづぬ請ふかれらが羊をかひをる所をわれに告よ
01251100bd	その人いひけるは彼等は此をされり我かれらがドタンにゆかんといふを聞たりと是に於てヨセフその兄弟の後をおひゆきドタンにて之に遇ふ
012512005a	ヨセフの彼等に近かざる前に彼ら之を遙に見てこれを殺さんと謀り
012513002d	互にいひけるは視よ作夢者きたり
0125140084	去來彼をころして阱に投いれ或惡き獸これを食たりと言ん而して彼の夢の如何になるかを觀るべし
0125150072	ルベン聞てヨセフを彼等の手より拯ひださんとして言けるは我等これを殺すべからず
01251600d2	ルベンまた彼らにいひけるは血をながすなかれ之を曠野の此阱に投いれて手をこれにつくるなかれと是は之を彼等の手よりすくひだして父に歸んとてなりき
0125170069	茲にヨセフ兄弟の許に到りければ彼等ヨセフの衣即ちその着たる綵る衣を褫ぎ
0125180051	彼を執て阱に投いれたり阱は空にしてその中に水あらざりき
01251900c9	斯して彼等坐りてパンを食ひ目をあげて見しに一群のイシマエル人駱駝に香物と乳香と沒藥をおはせてエジプトにくだりゆかんとてギレアデより來る
01251a0066	ユダその兄弟にいひけるは我儕弟をころしてその血を匿すも何の益かあらん
01251b009f	去來彼をイシマエル人に賣ん彼は我等の兄弟われらの肉なればわれらの手をかれにつくべからずと兄弟等これを善とす
01251c00c6	時にミデアンの商旅經過ければヨセフを阱よりひきあげ銀二十枚にてヨセフをイシマエル人に賣り彼等すなはちヨセフをエジプトにたづさへゆきぬ
01251d0069	茲にルベンかへりて阱にいたり見しにヨセフ阱にをらざりしかばその衣を裂き
01251e0054	兄弟の許にかへりて言ふ童子はをらず嗚呼我何處にゆくべきや
01251f005a	斯て彼等ヨセフの衣をとり牡山羊の羔をころしてその衣を血に濡し
012520007e	その綵る衣を父におくり遣していひけるは我等これを得たりなんぢの子の衣なるや否を知れと
012521007b	父これを知りていふわが子の衣なり惡き獸彼をくらへりヨセフはかならずさかれしならんと
012522005d	ヤコブその衣を裂き麻布を腰にまとひ久しくその子のためになげけり
01252300bd	その子女みな起てかれを慰むれどもその慰謝をうけずして我は哀きつつ陰府にくだりて我子のもとにゆかんといふ斯その父かれのために哭ぬ
012524005d	偖ミデアン人はエジプトにてパロの侍衞の長ポテパルにヨセフを賣り
012601006f	當時ユダ兄弟をはなれて下りアドラム人名はヒラといふ者の近邊に天幕をはりしが
012602006f	ユダかしこにてカナン人名はシュアといふ者の女子を見これを娶りてその所にいる
012603004b	彼はらみて男子を生みければユダその名をエルとなづく
0126040048	彼ふたたび孕みて男子を生みその名をオナンとなづけ
0126050081	またかさねて孕みて男子を生みてその名をシラとなづく此子をうみける時ユダはクジブにありき
0126060051	ユダその長子エルのために妻をむかふその名をタマルといふ
0126070063	ユダの長子エル、ヱホバの前に惡をなしたればヱホバこれを死しめたまふ
0126080081	茲にユダ、オナンにいひけるは汝の兄の妻の所にいりて之をめとり汝の兄をして子をえせしめよ
0126090099	オナンその子の己のものとならざるを知たれば兄の妻の所にいりし時兄に子をえせしめざらんために地に洩したり
01260a0057	斯なせし事ヱホバの目に惡かりければヱホバ彼をも死しめたまふ
01260b010b	ユダその媳タマルにいひけるは嫠婦となりて汝の父の家にをりわが子シラの人となるを待てと恐らくはシラも亦その兄弟のごとく死るならんとおもひたればなりタマルすなはち往てその父の家にをる
01260c00b7	日かさなりて後シュアの女ユダの妻死たりユダ慰をいれてその友アドラム人ヒラとともにテムナにのぼりその羊毛を剪る者の所にいたる
01260d0081	茲にタマルにつげて視よなんぢの舅はその羊の毛を剪んとてテムナにのぼるといふ者ありしかば
01260e00db	彼その嫠の服を脱すて被衣をもて身をおほひつつみテムナの途の側にあるエナイムの入口に坐す其はシラ人となりたれども己これが妻にせられざるを見たればなり
01260f0057	彼その面を蔽ひゐたりしかばユダこれを見て娼妓ならんとおもひ
01261000db	途の側にて彼に就き請ふ來りて我をして汝の所にいらしめよといふ其はその子の妻なるをしらざればなり彼いひけるは汝何を我にあたへてわが所にいらんとするや
0126110072	ユダいひけるは我群より山羊の羔をおくらん彼いふ汝其をおくるまで質をあたへんか
01261200ba	ユダ何の質をなんぢに與ふべきやといふに彼汝の印と綬と汝の手の杖をといひければ即ちこれを與へて彼の所にいりぬ彼ユダに由て姙めり
0126130042	彼起て去りその被衣をぬぎすて嫠婦の服をまとふ
0126140093	かくてユダ婦の手より質をとらんとてその友アドラム人の手に托して山羊の羔をおくりけるが彼婦を見ざれば
0126150084	その處の人に問て途の側なるエナイムの娼妓は何處にをるやといふに此には娼妓なしといひければ
012616006f	ユダの許にかへりていふ我彼を見いださず亦その處の人此には娼妓なしといへりと
0126170096	ユダいひけるは彼にとらせおけ恐くはわれら笑抦とならん我この山羊の羔をおくりたるに汝かれを見ざるなりと
01261800b7	三月ばかりありて後ユダに告る者ありていふ汝の媳タマル姦淫をなせり亦その姦淫によりて妊めりユダいひけるは彼を曵いだして焚べし
01261900c6	彼ひきいだされし時その舅にいひつかはしけるは是をもてる人によりて我は妊りと彼すなはち請ふこの印と綬と杖は誰の所屬なるかを辨別よといふ
01261a00a8	ユダこれを見識ていひけるは彼は我よりも正しわれ彼をわが子わがシラにあたへざりしによりてなりと再びこれを知らざりき
01261b003f	かくて産の時にいたりて見るにその胎に孿あり
01261c006c	その産時手出しかば産婆是首にいづといひて絳き線をとりてその手にしばりしが
01261d00a2	手を引こむるにあたりて兄弟いでたれば汝なんぞ圻いづるやその圻汝に歸せんといへり故にその名はペレヅ（圻）と稱る
01261e004e	その兄弟手に絳線のある者後にいづその名はゼラとよばる
01270100c9	ヨセフ挈へられてエジプトにくだりしがエジプト人ポテパル、パロの臣侍衞の長なる者彼を其處にたづさへくだれるイシマエル人の手よりこれを買ふ
012702006f	ヱホバ、ヨセフとともに在す彼享通者となりてその主人なるエジプト人の家にをる
0127030090	その主人ヱホバの彼とともにいますを見またヱホバがかれの手の凡てなすところを享通しめたまふを見たり
0127040096	是によりてヨセフ彼の心にかなひて其近侍となる彼ヨセフにその家を宰どらしめその所有を盡くその手に委たり
01270500ea	彼ヨセフにその家とその有る凡の物をつかさどらせし時よりしてヱホバ、ヨセフのために其エジプト人の家を祝みたまふ即ちヱホバの祝福かれが家と田に有る凡の物におよぶ
01270600ab	彼その有る物をことごとくヨセフの手にゆだねその食ふパンの外は何もかへりみざりき夫ヨセフは容貌麗しくして顏美しかりき
0127070057	これらの事の後その主人の妻ヨセフに目をつけて我と寢よといふ
0127080099	ヨセフ拒みて主人の妻にいひけるは視よわが主人の家の中の物をかへりみずその有るものことごとくわが手に委ぬ
01270900d5	この家には我より大なるものなし又主人何をも我に禁ぜず只汝を除くのみ汝はその妻なればなり然ば我いかで此おほいなる惡をなして神に罪ををかすをえんや
01270a006c	彼日々にヨセフに言よりたれどもヨセフきかずして之といねず亦與にをらざりき
01270b0069	當時ヨセフその職をなさんとて家にいりしが家の人一箇もその内にをらざりき
01270c007b	時に彼婦その衣を執て我といねよといひければヨセフ衣を彼の手に棄おきて外に遁いでたり
01270d0048	彼ヨセフがその衣を己の手に棄おきて遁いでしを見て
01270e00cc	その家の人々を呼てこれにいふ視よヘブル人を我等の所につれ來りて我等にたはむれしむ彼我といねんとて我の所にいり來りしかば我大聲によばはれり
01270f006f	彼わが聲をあげて呼はるを聞しかばその衣をわが許にすておきて外に遁いでたりと
0127100033	其衣を傍に置て主人の家に歸るを待つ
01271100a2	かくて彼是言のごとく主人につげていふ汝が我らに携へきたりしヘブルの僕われにたはむれんとて我許にいりきたりしが
012712005a	我聲をあげてよばはりしかばその衣を我許にすておきて遁いでたり
012713006c	主人その妻が己につげて汝の僕斯のごとく我になせりといふ言を聞て怒を發せり
0127140087	是に於てヨセフの主人彼を執へて獄にいる其獄は王の囚徒を繋ぐ所なりヨセフ彼處にて獄にをりしが
0127150075	ヱホバ、ヨセフとともに在して之に仁慈を加へ典獄の恩顧をこれにえさせたまひければ
0127160084	典獄獄にある囚人をことごとくヨセフの手に付せたり其處になす所の事は皆ヨセフこれをなすなり
01271700ba	典獄そのまかせたる所の事は何をもかへりみざりき其はヱホバ、ヨセフとともにいませばなりヱホバかれのなすところをさかえしめたまふ
0128010060	これらの事の後エジプト王の酒人と膳夫その主エジプト王に罪ををかす
012802004b	パロその二人の臣すなはち酒人の長と膳夫の長を怒りて
0128030054	之を侍衞の長の家の中なる獄に幽囚ふヨセフが繋れをる所なり
0128040078	侍衞の長ヨセフをして彼等の側に侍しめたればヨセフ之につかふ彼等幽囚れて日を經たり
01280500a2	茲に獄に繋れたるエジプト王の酒人と膳夫の二人ともに一夜の中に各夢を見たりその夢はおのおんおのその解明にかなふ
012806004b	ヨセフ朝に及びて彼等の所に入て視るに彼等物憂に見ゆ
0128070099	是に於てヨセフその主人の家に己とともに幽囚をるパロの臣に問て汝等なにゆゑに今日は顏色あやしきやといふに
012808009f	彼等これにいふ我等夢を見たれど之を解く者なしとヨセフ彼等にいひけるは解く事は神によるにあらずや請ふ我に述よ
012809006f	酒人の長その夢をヨセフに述て之にいふ我夢の中に見しにわが前に一の葡萄樹あり
01280a006c	その樹に三の枝あり芽いで花ひらきて葡萄なり球をなして熟たるがごとくなりき
01280b0078	時にパロの爵わが手にあり我葡萄を摘てこれをパロの爵に搾りその爵をパロの手に奉たり
01280c0054	ヨセフ彼にいひけるはその解明は是のごとし三の枝は三日なり
01280d00b7	今より三日の中にパロなんぢの首を擧げ汝を故の所にかへさん汝は曩に酒人たりし時になせし如くパロの爵をその手に奉ぐるにいたらん
01280e0087	然ば請ふ汝善ならん時に我をおもひて我に恩惠をほどこし吾事をパロにのべてこの家よりわれを出せ
01280f009f	我はまことにヘブル人の地より掠れ來しものなればなりまた此にても我は牢にいれらるるがごとき事はなさざりしなり
012810008a	茲に膳夫の長その解明の善りしを見てヨセフにいふ我も夢を得て見たるに白きパン三筐わが首にありて
0128110084	その上の筐には膳夫がパロのために作りたる各種の饌ありしが鳥わが首の筐の中より之をくらへり
012812005d	ヨセフこたへていひけるはその解明はかくのごとし三の筐は三日なり
012813007e	今より三日の中にパロ汝の首を擧はなして汝を木に懸んしかして鳥汝の肉をくらひとるべしと
0128140096	第三日はパロの誕辰なればパロその諸の臣僕に筵席をなし酒人の長と膳夫の長をして首をその臣僕の中に擧しむ
012815005a	即ちパロ酒人の長をその職にかへしければ彼爵をパロの手に奉たり
0128160054	されど膳夫の長は木に懸らるヨセフの彼等に解明せるがごとし
0128170045	然るに酒人の長ヨセフをおぼえずして之を忘れたり
012901003f	二年の後パロ夢ることあり即ち河の濱にたちて
0129020048	視るに七の美しき肥たる牝牛河よりのぼりて葦を食ふ
0129030063	その後また七の醜き痩たる牛河よりのぼり河の畔にて彼牛の側にたちしが
012904006c	その醜き痩たる牛かの美しき肥たる七の牛を食ひつくせりパロ是にいたりて寤む
0129050051	彼また寢て再び夢るに一の莖に七の肥たる佳き穗いできたる
012906004b	其のちに又しなびて東風に燒たる七の穗いできたりしが
0129070069	その七のしなびたる穗かの七の肥實りたる穗を呑盡せりパロ寤て見に夢なりき
01290800cc	パロ朝におよびてその心安からず人をつかはしてエジプトの法術士とその博士を皆ことごとく召し之にその夢を述たり然ど之をパロに解うる者なかりき
012909004b	時に酒人の長パロに告ていふ我今日わが過をおもひいづ
01290a0060	嘗てパロその僕を怒て我と膳夫の長を侍衞の長の家に幽囚へたまひし時
01290b005a	我と彼ともに一夜のうちに夢み各その解明にかなふ夢をみたりしが
01290c00b4	彼處に侍衞の長の僕なる若きヘブル人我らと偕にあり我等これにのべたれば彼われらの夢を解その夢にしたがひて各人に解明をなせり
01290d0066	しかして其事かれが解たるごとくなりて我はわが職にかへり彼は木に懸らる
01290e00ab	是に於てパロ人をやりてヨセフを召しければ急ぎてこれを獄より出せりヨセフすなはち髭を薙り衣をかへてパロの許にいり來る
01290f008d	パロ、ヨセフにいひけるは我夢をみたれど之をとく者なし聞に汝は夢をききて之を解くことをうると云ふ
012910006c	ヨセフ、パロにこたへていひけるは我によるにあらず神パロの平安を告たまはん
0129110042	パロ、ヨセフにいふ我夢に河の岸にたちて見るに
012912003f	河より七の肥たる美しき牝牛のぼりて葦を食ふ
0129130084	後また弱く甚だ醜き瘠たる七の牝牛のぼりきたる其惡き事エジプト全國にわが未だ見ざるほどなり
012914004e	その瘠たる醜き牛初の七の肥たる牛を食ひつくしたりしが
0129150075	已に腹にいりても其腹にいりし事しれず尚前のごとく醜かりき我是にいたりて寤めたり
012916004b	我また夢に見るに七の實たる佳き穗一の莖にいできたる
0129170054	その後にまたいぢけ萎びて東風にやけたる七の穗生じたりしが
012918008a	そのしなびたる穗かの七の佳穗を呑つくせり我これを法術士に告たれどもわれにこれをしめすものなし
012919007b	ヨセフ、パロにいひけるはパロの夢は一なり神その爲んとする所をパロに示したまへるなり
01291a0045	七の美牝牛は七年七の佳穗も七年にして夢は一なり
01291b007e	其後にのぼりし七の瘠たる醜き牛は七年にしてその東風にやけたる七の空穗は七年の饑饉なり
01291c006c	是はわがパロに申すところなり神そのなさんとするところをパロにしめしたまふ
01291d003c	エジプトの全地に七年の大なる豐年あるべし
01291e0087	その後に七年の凶年おこらん而してエジプトの地にありし豐作を皆忘るにいたるべし饑饉國を滅さん
01291f006f	後にいたるその饑饉はなはだはげしきにより前の豐作國の中に知れざるにいたらん
0129200081	パロのふたたび夢をかさね見たまひしは神がこの事をさだめて速かに之をなさんとしたまふなり
0129210063	さればパロ慧く賢き人をえらみて之にエジプトの國を治めしめたまふべし
0129220081	パロこれをなし國中に官吏を置てその七年の豐年の中にエジプトの國の五分の一を取たまふべし
01292300b1	而して其官吏をして來らんとするその善き年の諸の糧食を斂めてその穀物をパロの手に蓄へしめ糧食を邑々にかこはしめたまふべし
0129240099	その糧食を國のために畜藏へおきてエジプトの國にのぞむ七年の饑饉に備へ國をして饑饉のために滅ざらしむべし
012925002d	パロとその諸の臣僕此事を善とす
0129260075	是に於てパロその臣僕にいふ我等神の靈のやどれる是のごとき人を看いだすをえんやと
012927008d	しかしてパロ、ヨセフにいひけるは神是を盡く汝にしめしたまひたれば汝のごとく慧く賢き者なかるべし
012928007b	汝わが家を宰るべしわが民みな汝の口にしたがはん唯位においてのみ我は汝より大なるべし
012929005a	パロ、ヨセフにいひけるは視よ我汝をエジプト全國の冢宰となすと
01292a0084	パロすなはち指環をその手より脱して之をヨセフの手にはめ之を白布を衣せ金の索をその項にかけ
01292b0084	之をして己のもてる次の輅に乗らしめ下にゐよと其前に呼しむ是彼をエジプト全國の冢宰となせり
01292c008d	パロ、ヨセフにいひけるは我はパロなりエジプト全國に汝の允准をえずして手足をあぐる者なかるべしと
01292d00c3	パロ、ヨセフの名をザフナテパネアと名けまたオンの祭司ポテパルの女アセナテを之にあたへて妻となさしむヨセフいでてエジプトの地をめぐる
01292e0093	ヨセフはエジプトの王パロのまへに立し時三十歳なりきヨセフ、パロのまへを出て遍くエジプトの地を巡れり
01292f0033	七年の豐年の中に地山なして物を生ず
01293000ae	ヨセフすなはちエジプトの地にありしその七年の糧食を斂めてその糧食を邑々に藏む即ち邑の周圍の田圃の糧食を其邑の中に藏む
0129310087	ヨセフ海隅の沙のごとく甚だ多く穀物を儲へ遂に數ふることをやむるに至る其は數かぎり無ればなり
012932008d	饑饉の歳のいたらざる前にヨセフに二人の子うまる是はオンの祭司ポテパルの女アセナテの生たる者なり
01293300a2	ヨセフその冢子の名をマナセ（忘）となづけて言ふ神我をしてわが諸の苦難とわが父の家の凡の事をわすれしめたまふと
012934009c	又次の子の名をエフライム（多く生る）となづけていふ神われをしてわが艱難の地にて多くの子をえせしめたまふと
0129350033	爰にエジプトの國の七年の豐年をはり
012936008a	ヨセフの言しごとく七年の凶年きたりはじむその饑饉は諸の國にあり然どエジプト全國には食物ありき
01293700b4	エジプト全國饑ゑし時民さけびてパロに食物を乞ふパロ、エジプトの諸の人にいひけるはヨセフに往け彼が汝等にいふところをなせと
01293800a5	饑饉全地の面にありヨセフすなはち諸の倉廩をひらきてエジプト人に賣わたせり饑饉ますますエジプトの國にはげしくなる
0129390078	饑饉諸の國にはげしくなりしかば諸國の人エジプトにきたりヨセフにいたりて穀物を買ふ
012a010087	ヤコブ、エジプトに穀物あるを見しかばその子等にいひけるは汝等なんぞたがひに面を見あはするや
012a0200b4	ヤコブまたいふ我エジプトに穀物ありと聞り彼處にくだりて彼處より我等のために買きたれ然らばわれら生るを得て死をまぬかれんと
012a030054	ヨセフの十人の兄弟エジプトにて穀物をかはんとて下りゆけり
012a0400b4	されどヨセフの弟ベニヤミンはヤコブこれをその兄弟とともに遣さざりきおそらくは災難かれの身にのぞむことあらんと思たればなり
012a05007b	イスラエルの子等穀物を買んとて來る者とともに來る其はカナンの地に饑饉ありたればなり
012a06008a	時にヨセフは國の總督にして國の凡の人に賣ことをなせりヨセフの兄弟等來りてその前に地に伏て拜す
012a0700f3	ヨセフその兄弟を見てこれを知たれども知ざる者のごとくして荒々しく之にものいふ即ち彼等に汝等は何處より來れるやといへば彼等いふ糧食を買んためにカナンの地より來れりと
012a080051	ヨセフはその兄弟をしりたれども彼等はヨセフをしらざりき
012a09009c	ヨセフその昔に彼等の事を夢たる夢をを憶いだし彼等に言けるは汝等は間者にして此國の隙を窺はんとて來れるなり
012a0a0063	彼等之にいひけるはわが主よ然らず唯糧食をかはんとて僕等は來れるなり
012a0b005a	我等はみな一箇の人の子にして篤實なる者なり僕等は間者にあらず
012a0c005a	ヨセフ彼等にいひけるは否汝等は此地の隙を窺はんとて來れるなり
012a0d00a5	彼等いひけるは僕等は十二人の兄弟にしてカナンの地の一箇の人の子なり季子は今日父とともにをる又一人はをらずなりぬ
012a0e006f	ヨセフかれらにいひけるはわが汝等につげて汝等は間者なりといひしはこの事なり
012a0f009f	汝等斯してその眞實をあかすべしパロの生命をさして誓ふ汝等の末弟ここに來るにあらざれば汝等は此をいづるをえじ
012a1000e4	汝等の一人をやりて汝等の弟をつれきたらしめよ汝等をば繋ぎおきて汝等の言をためし汝らの中に眞實あるや否をみんパロの生命をさして誓ふ汝等はかならず間者なりと
012a110036	彼等を皆ともに三日のあひだ幽囚おけり
012a120066	三日におよびてヨセフ彼等にいひけるは我神を畏る汝等是なして生命をえよ
012a1300ae	汝等もし篤實なる者ならば汝らの兄弟の一人をしてこの獄に繋がれしめ汝等は穀物をたづさへゆきてなんぢらの家々の饑をすくへ
012a1400a5	但し汝らの末弟を我につれきたるべしさすればなんぢらの言の眞實あらはれて汝等死をまぬかるべし彼等すなはち斯なせり
012a1500e1	茲に彼らたがひに言けるは我等は弟の事によりて信に罪あり彼等は彼が我らに只管にねがひし時にその心の苦を見ながら之を聽ざりき故にこの苦われらにのぞめるなり
012a1600de	ルベンかれらに對ていひけるは我なんぢらにいひて童子に罪ををかすなかれといひしにあらずや然るに汝等きかざりき是故に視よ亦彼の血をながせし罪をたださると
012a170063	彼等はヨセフが之を解するをしらざりき其は互に通辨をもちひたればなり
012a1800a5	ヨセフ彼等を離れゆきて哭き復かれらにかへりて之とかたり遂にシメオンを彼らの中より取りその目のまへにて之を縛れり
012a1900a5	而してヨセフ命じてその器に穀物をみたしめ其人々の金を嚢に返さしめ又途の食を之にあたへしむヨセフ斯かれらになせり
012a1a0045	彼等すなはち穀物を驢馬におはせて其處をさりしが
012a1b0078	其一人旅邸にて驢馬に糧を與んとて嚢をひらき其金を見たり其は嚢の口にありければなり
012a1c00c6	彼その兄弟にいひけるは吾金は返してあり視よ嚢の中にありと是において彼等膽を消し懼れてたがひに神の我らになしたまふ此事は何ぞやといへり
012a1d008a	かくて彼等カナンの地にかへりて父ヤコブの所にいたり其身にありし事等を悉く之につげていひけるは
012a1e0057	彼國の主荒々しく我等にものいひ我らをもて國を偵ふ者となせり
012a1f0042	我ら彼にいふ我等は篤實なる者なり間者にあらず
012a20008a	我らは十二人の兄弟にして同じ父の子なり一人はをらずなり季のは今日父とともにカナンの地にありと
012a2100d2	國の主なるその人われらにいひけるは我かくして汝等の篤實なるをしらん汝等の兄弟の一人を吾もとにのこし糧食をたづさへゆきて汝らの家々の饑をすくへ
012a2200f6	しかして汝らの季の弟をわが許につれきたれ然れば我なんぢらが間者にあらずして篤實なる者たるをしらん我なんぢらの兄弟を汝等に返し汝等をしてこの國にて交易をなさしむべしと
012a230084	茲に彼等その嚢を傾たるに視よ各人の金包その嚢のなかにあり彼等とその父金包を見ておそれたり
012a2400db	その父ヤコブ彼等にいひけるは汝等は我をして子を喪はしむヨセフはをらずなりシメオンもをらずなりたるにまたベニヤミンを取んとす是みなわが身にかかるなり
012a2500a2	ルベン父に告ていふ我もし彼を汝につれかへらずば吾ふたりの子を殺せ彼をわが手にわたせ我之をなんぢにつれかへらん
012a260117	ヤコブいひけるはわが子はなんぢらとともに下るべからず彼の兄は死て彼ひとり遺たればなり若なんぢらが行ところの途にて災難かれの身におよばば汝等はわが白髮をして悲みて墓にくだらしむるにいたらん
012b010024	饑饉その地にはげしかりき
012b02009c	茲に彼等エジプトよりもちきたりし穀物を食つくせし時父かられらに再びゆきて少許の糧食を買きたれといひければ
012b0300b4	ユダ父にかたりていひけるは彼人かたく我等をいましめていふ汝らの弟汝らとともにあるにあらざれば汝らはわが面をみるべからずと
012b04005d	汝もし弟をわれらとともに遣さば我等下て汝のために糧食を買ふべし
012b0500e1	されど汝もし彼をつかはさずば我等くだらざるべし其はかの人われらにむかひ汝等の弟なんぢらとともにあるにあらざれば汝ら吾面をみるべからずといひたればなりと
012b06007b	イスラエルいひけるは汝等なにゆゑに汝等に尚弟のあることを彼人につげて我を惡くなすや
012b07012f	彼等いふ其人われらの模樣とわれらの親族を問ただして汝らの父は尚生存へをるや汝等は弟をもつやといひしにより其言の條々にしたがひて彼につげたるなり我等いかでか彼が汝等の弟をつれくだれといふならんとしるをえん
012b0800c0	ユダ父イスラエルにいひけるは童子をわれとともに遣はせ我等たちて往ん然らば我儕と汝およびわれらの子女生ることを得て死をまぬかるべし
012b090090	我彼の身を保はん汝わが手にかれを問へ我もし彼を汝につれかへりて汝のまへに置ずば我永遠に罪をおはん
012b0a0060	我儕もし濡滯ことなかりしならば必ずすでにゆきて再びかへりしならん
012b0b00c9	父イスラエル彼等にいひけるは然ば斯なせ汝等國の名物を器にいれ携へくだりて彼人に禮物とせよ乳香少許、蜜少許、香物、沒藥、胡桃および巴旦杏
012b0c009c	又手に一倍の金を取りゆけ汝等の嚢の口に返してありし彼金を再び手にたづさへ行べし恐くは差謬にてありしならん
012b0d0048	且また汝らの弟を挈へ起てふたたたび其人の所にゆけ
012b0e00db	ねがはくは全能の神その人のまへにて汝等を矜恤みその人をして汝等の他の兄弟とベニヤミンを放ちかへさしめたまはんことを若われ子に別るべくあらば別れんと
012b0f0099	是に於てかの人々その禮物を執り一倍の金を手に執りベニヤミンを携へて起てエジプトにくだりヨセフの前に立つ
012b1000cc	ヨセフ、ベニヤミンの彼らと偕なるを見てその家宰にいひけるはこの人々を家に導き畜を屠りて備へよこの人々卓午に我とともに食をなすべければなり
012b11005a	其人ヨセフのいひしごとくなし其人この人々をヨセフの家に導けり
012b12011d	人々ヨセフの家に導かれたるによりて懼れいひけるは初めにわれらの嚢にかへりてありし金の事のために我等はひきいれらる是われらを抑留へて我等にせまり執へて奴隸となし且われらの驢馬を取んとするなりと
012b13005a	彼等すなはちヨセフの家宰に進みよりて家の入口にて之にかたりて
012b140045	いひけるは主よ我等實に最初くだりて糧食を買たり
012b1500a5	しかるに我等旅邸に至りて嚢を啓き見るに各人の金その嚢の口にありて其金の量全かりし然ば我等これを手にもちかへれり
012b160084	又糧食を買ふ他の金をも手にもちくだる我等の金を嚢にいれたる者は誰なるかわれらは知ざるなり
012b1700e7	彼いひけるは汝ら安ぜよ懼るなかれ汝らの神汝らの父の神財寶を汝等の嚢におきて汝らに賜ひしなり汝らの金は我にとどけりと遂にシメオンを彼等の所にたづさへいだせり
012b180084	かくて其人この人々をヨセフの家に導き水をあたへてその足を濯はしめ又その驢馬に飼草をあたふ
012b190069	彼等其處にて食をなすなりと聞しかば禮物を調へてヨセフの日午に來るをまつ
012b1a0090	茲にヨセフ家にかへりしかば彼等その手の禮物を家にもちきたりてヨセフの許にいたり地に伏てこれを拜す
012b1b008d	ヨセフかれらの安否をとふていふ汝等の父汝らが初にかたりしその老人は恙なきや尚いきながらへをるや
012b1c007b	彼等こたへてわれらの父汝の僕は恙なくしてなほ生ながらへをるといひ身をかがめ禮をなす
012b1d00ed	ヨセフ目をあげてその母の子なる己の弟ベニヤミンを見ていひけるは是は汝らが初に我にかたりし汝らの若き兄弟なるや又いふわが子よ願はくは神汝をめぐみたまはんことをと
012b1e008a	ヨセフその弟のために心焚るがごとくなりしかば急ぎてその泣べきところを尋ね室にいりて其處に泣り
012b1f004e	而して面をあらひて出で自から抑へて食をそなへよといふ
012b200105	すなはちヨセフはヨセフ彼等は彼等陪食するエジプト人はエジプト人と別々に之を供ふ是はエジプト人ヘブル人と共に食することをえざるによる其事エジプト人の穢はしとするところなればなり
012b2100bd	かくて彼等ヨセフの前に坐るに長子をばその長たるにしたがひて坐らせ若き者をばその幼少にしたがひてすわらせければその人々駭きあへり
012b22009c	ヨセフ己の前より皿を彼等に供ふベニヤミンの皿は他の人のよりも五倍おほかりきかれら飮てヨセフとともに樂めり
012c01008d	茲にヨセフその家宰に命じていふこの人々の嚢にその負うるほど糧食を充せ各人の金をその嚢の口に置れ
012c0200b1	またわが杯すなはち銀の杯を彼の少き者の嚢の口に置てその穀物の金子とともにあらしめよと彼がヨセフがいひし言のごとくなせり
012c030051	かくて夜のあくるにおよびてその人々と驢馬をかへしけるが
012c0400cc	かれら城邑をいでてなほ程とほからぬにヨセフ家宰にいひけるは起てかの人々の後を追ひおひつきし時之にいふべし汝らなんぞ惡をもて善にむくゆるや
012c05006c	其はわが主がもちひて飮み又用ひて常に卜ふ者にあらずや汝らかくなすは惡しと
012c060054	是に於て家宰かれらにおひつきてこの言をかれらにいひければ
012c070069	かれら之にいふ主なにゆゑに是事をいひたまふや僕等きはめてこの事をなさず
012c08009f	視よ我らの嚢の口にありし金はカナンの地より汝の所にもちかへれり然ば我等いかで汝の主の家より金銀をぬすまんや
012c090066	僕等の中誰の手に見あたるも其者は死べし我等またわが主の奴隸となるべし
012c0a0084	彼いひけるはさらば汝らの言のごとくせん其の見あたりし者はわが奴隸となるべし汝等は咎なしと
012c0b005d	是において彼等急ぎて各その嚢を地におろし各その嚢をひらきしかば
012c0c0069	彼すなはち索し長者よりはじめて少者にをはるに杯はベニヤミンの嚢にありき
012c0d0060	斯有しかば彼等その衣を裂きおのおのその驢馬に荷を負せて邑にかへる
