0100000006	1 Mose
030d1d003b	Ist bei einem Manne oder Weib ein Schaden am Kopf oder Bart
030d1e00c3	und der Priester beschaut den Schaden und ist er tiefer als die Haut und goldgelbes dünnes Haar daran, dann erkläre ihn der Priester für unrein! Krätze ist es, Aussatz des Kopfes oder Bartes.
030d1f00a9	Besichtigt der Priester den Krätzeschaden und ist er nicht tiefer als die Haut, fehlen aber schwarze Haare, dann sondere der Priester den Krätzeschaden sieben Tage ab!
030d2000a8	Besichtigt der Priester am siebten Tag den Schaden und griff die Krätze nicht um sich und war darin kein goldgelbes Haar und ist die Krätze nicht tiefer als die Haut,
030d210070	So lasse er sich scheren, aber nicht die Krätze! Dann sondere der Priester die Krätze nochmals sieben Tage ab!
030d2200e6	Besichtigt am siebten Tag der Priester die Krätze und griff die Krätze nicht auf der Haut um sich und ist ihre Gestalt nicht tiefer als die Haut, so erkläre ihn der Priester für rein. Er wasche seine Kleider! Dann ist er rein.
030d230047	Greift aber die Krätze auf der Haut um sich nach seiner Reinerklärung
030d2400ab	und besichtigt ihn der Priester und hat die Krätze weiter auf der Haut um sich gegriffen, so braucht der Priester nicht nach dem goldgelben Haar zu suchen. Er ist unrein.
030d25009f	Bleibt sich aber die Krätze im Aussehen gleich und wächst schwarzes Haar daran, so ist die Krätze geheilt. Er ist rein. Für rein erkläre ihn der Priester!
030d260048	Sind bei einem Manne oder Weibe Flecken auf der Haut, mattweiße Flecken
030d2700a4	und bemerkt ein Priester, daß auf der Haut ihres Fleisches verblaßte, weiße Flecken sind, so sind es Flechten, die auf der Haut ausbrachen. Ein solcher ist rein.
030d280048	Wird jemandes Haupt kahl und ist es ein Hinterglatzkopf, so ist er rein.
030d29004a	Wird aber vorn sein Kopf kahl, so ist es ein Vorderglatzkopf. Er ist rein.
030d2a009e	Zeigt sich aber an der hinteren oder vorderen Glatze ein weißlichroter Schaden, so ist es der Aussatz, der an seiner hinteren oder vorderen Glatze ausbricht.
030d2b00a3	Besichtigt ihn der Priester und ist ein weißlichrotes Schadenmal an seiner hinteren oder vorderen Glatze, das aussieht wie der Aussatz auf der Haut des Fleisches,
030d2c007e	so ist er ein aussätziger Mann. Er ist unrein. Der Priester soll ihn für unrein erklären! An seinem Kopfe ist sein Schaden.
030d2d00a0	Der Aussätzige, der den Schaden an sich hat, soll sein Gewand zerreißen und soll das Haupthaar fliegen lassen, den Bart verhüllen und rufen "Unrein! Unrein!"
030d2e007c	Er bleibe die ganze Zeit, da er den Schaden hat, unrein! Er soll abgesondert wohnen! Sein Bleiben sei außerhalb des Lagers!
030d2f003e	Ist an einem Tuche ein Aussatzschaden, an Woll- oder Leintuch,
030d300055	oder an Leinen- oder Wollgewebe oder Einschlag, oder auch an Leder oder an Lederware,
030d3100b3	und ist der Schaden grünlich oder rötlich am Tuch oder am Leder oder am Gewebe oder am Einschlag oder an der Lederware, so ist es Aussatzschaden. Er werde vom Priester beschaut!
030d32004e	Besichtigt der Priester den Schaden, so sondere er den Schaden sieben Tage ab!
030d3300d1	Am siebten Tage beschaue er den Schaden! Hat auf dem Tuche, dem Gewebe, dem Einschlag, dem Leder oder an der Lederware der Schaden um sich gegriffen, dann ist der Schaden ein fressender Aussatz. Er ist unrein.
030d3400bf	Man verbrenne das Tuch oder das Gewebe oder den Einschlag in Wolle oder Leinen oder jede Ledertasche, woran der Schaden ist! Denn fressender Aussatz ist es. Im Feuer soll es verbrannt werden!
030d35008a	Besichtigt es der Priester, und der Schaden griff nicht um sich auf dem Tuch oder Gewebe oder Einschlag oder auf irgendwelchen Ledersache,
030d36006d	dann gebiete der Priester, daß man wasche, an denen der Schaden ist, und sondere es nochmals sieben Tage ab!
030d370119	Beschaut es dann der Priester, nachdem der Schaden gewaschen wurde, und hat sich die Farbe des Schadens nicht verändert und hat der Schaden nicht um sich gegriffen, so ist es unrein. Im Feuer sollst du es verbrennen, sei es eine Einfressung an seiner hinteren oder vorderen Seite!
030d3800a4	Besieht es aber der Priester, und ist der Schaden verblaßt, nachdem man ihn gewaschen hat, so schneide man ihn aus dem Tuche oder Leder oder Aufzug oder Einschlag!
030d3900b6	Erscheint er nochmals am Tuch oder Gewebe oder Einschlag oder an irgendeiner Ledersache, so ist es ein frisch ausbrechender. Du sollst im Feuer das verbrennen, woran der Schaden ist!
030d3a00b2	Das Tuch, das Gewebe, der Einschlag oder die Lederwaren aller Art, die du wuschest und von denen der Schaden gewichen, müssen wiederum gewaschen werden. Dann erst sind sie rein.
030d3b00bd	Dies ist die Lehre über den Aussatzschaden an wollenem oder linnenem Tuch oder an Gewebe oder Einschlag oder irgendeiner Ledersache, inwiefern sie für rein oder unrein zu erklären sind."
030e010022	Und der Herr sprach zu Moses also:
030e02007c	"Dies ist das Gesetz über den für aussätzig Erklärten am Tage seiner Reinigung: Man bringe seinen Fall vor den Priester!
030e030072	Dann gehe der Priester vor das Lager! Beschaut es der Priester und ist der Aussatzschaden am Aussätzigen geheilt,
030e040086	dann gebiete der Priester, daß man für den zu Reinigenden zwei lebende, reine Vögel und Zedernholz und Karmesinwolle und Ysop hole!
030e050066	Dann gebiete der Priester, daß man den einen Vogel in ein Tongefäß über frischem Wasser schlachte!
030e0600c2	Den anderen lebendigen Vogel soll er nehmen und das Zedernholz, die Karmesinwolle und den Ysop und tauche sie und den lebendigen Vogel ins Blut des über frischem Wasser abgeschlachteten Vogels.
030e070080	Dann besprenge er den vom Aussatz zu Reinigenden siebenmal und reinige ihn so! Den lebenden Vogel aber lasse er aufs freie Feld!
030e0800bc	Dann wasche der sich zu Reinigende seine Kleider und schere sein ganzes Haar und bade sich, so wird er rein. Danach darf er ins Lager kommen, bleibe aber noch sieben Tage vor seinem Zelte!
030e0900c4	Am siebten Tage soll er all sein Haar scheren, seinen Kopf und seinen Bart und seine Augenbrauen! All sein Haar soll er scheren! Dann wasche er seine Kleider und bade seinen Leib! So wird er rein.
030e0a00ce	Am achten Tage soll er zwei fehlerlose Lämmer nehmen und ein noch nicht einjähriges, fehlerloses, weibliches Lamm sowie drei Zehntel feines Mehl, mit Öl bereitet, für das Speiseopfer und eine Kanne Öl!
030e0b007e	Der Priester, der reinigt, stelle den Mann, der sich reinigen läßt, und diese Sachen vor den Herrn an des Festgezeltes Tür!
030e0c0079	Dann nehme der Priester das eine Lamm und bringe es als Schuldopfer mit der Kanne Öl dar und weihe beides vor dem Herrn!
030e0d00b7	Und er schlachte an dem Orte, wo das Sünd- und Brandopfer geschlachtet wird, das Lamm an heiliger Stätte! Dem Priester gehöre das Schuldopfer wie das Sündopfer! Es ist hochheilig.
030e0e00ca	Dann nehme der Priester vom Blut des Schuldopfers! Der Priester streiche es dem zu Reinigenden an das rechte Ohrläppchen, an den Daumen seiner rechten Hand und an die große Zehe seines rechten Fußes!
030e0f0059	Dann nehme der Priester aus der Kanne etwas Öl und gieße es in die priesterliche Linke!
030e100089	Dann tauche der Priester seinen rechten Finger in das Öl in seiner Linken und sprenge vor dem Herrn vom Öl mit seinem Finger siebenmal!
030e1100f6	Vom Öl, das auf seiner Hand noch übrigbleibt, soll der Priester dem zu Reinigenden etwas an das rechte Ohrläppchen und an den Daumen seiner rechten Hand streichen und an die große Zehe seines rechten Fußes oben auf das Blut des Schuldopfers!
030e1200a1	Was dann noch übrig ist von dem Öle auf der Hand des Priesters, soll er auf das Haupt des zu Reinigenden tun! So schaffe ihm der Priester vor dem Herrn Sühne!
030e130097	Dann richte der Priester das Sündopfer her und schaffe so Sühne dem zu Reinigenden wegen seiner Unreinheit! Danach soll er das Brandopfer schlachten!
030e140081	Dann bringe der Priester auf dem Altar das Brand- und das Speiseopfer dar! Schafft ihm so der Priester Sühne, dann wird er rein.
030e1500c7	Ist er aber arm und unvermöglich, dann nehme er ein Lamm als Schuldopfer zur Darbringung und Sühneschaffung sowie ein Zehntel feines Mehl, mit Öl bereitet, mit einer Kanne Öl für das Speiseopfer
030e160075	Sowie zwei Turtel- oder ein Paar junge Tauben, wie er es eben vermag! Die eine sei Sündopfer, die andere Brandopfer!
030e170067	Er bringe sie am achten Tage nach seiner Reinigung zum Priester an des Festgezeltes Tür vor den Herrn!
030e18007a	Der Priester nehme mit der Kanne Öl das Lamm des Schuldopfers! Dann bringe der Priester sie vor dem Herrn als Abgabe dar!
030e1900ec	Dann schlachte man das Lamm des Schuldopfers! Der Priester nehme vom Blut des Schuldopfers und streiche es dem zu Reinigenden an das rechte Ohrläppchen und an den Daumen seiner rechten Hand und an die große Zehe seines rechten Fußes!
030e1a0048	Von dem Öle soll der Priester etwas in die priesterliche Linke gießen!
030e1b006f	Dann sprenge der Priester mit seinem rechten Finger etwas von dem Öl in seiner Linken vor den Herrn siebenmal!
030e1c00dc	Dann tue der Priester etwas von dem Öl in seiner Hand an des zu Reinigenden rechtes Ohrläppchen und an den Daumen seiner Rechten und an die große Zehe seines rechten Fußes, wo sich das Blut des Schuldopfers befindet!
030e1d0083	Was vom Öl auf des Priesters Hand noch übrig ist, soll er an des zu Reinigenden Kopf tun! So schaffe er ihm vor dem Herrn Sühne!
030e1e0051	Dann richte er von den Turteltauben oder jungen Tauben, die er sich leisten kann,
030e1f008d	die eine als Sündopfer her, die andere als Brandopfer samt dem Speiseopfer! So schaffe der Priester dem zu Reinigenden Sühne vor dem Herrn!
030e200069	Das ist die Weisung für den, der den Aussatzschaden hat und der bei seiner Reinigung unvermöglich ist."
030e21002d	Und der Herr redete mit Moses und Aaron also:
030e220085	"Kommt ihr in das Kanaaniterland, das ich euch zu eigen gebe, und schlage ich mit dem Aussatzschaden ein Haus in eurem eigenen Lande,
030e23006d	so komme der Hausbesitzer und melde es dem Priester mit den Worten: 'Wie ein Schaden dünkt es mir am Hause!'
030e2400c3	Da gebiete der Priester, das Haus zu räumen, bevor der Priester kommt, den Schaden zu besichtigen, damit nicht alles im Haus unrein werde! Dann soll der Priester kommen, das Haus zu besichtigen!
030e250099	Besichtigt er den Schaden und ist an den Hauswänden der Schaden in Gestalt von grünen oder roten Grübchen, die tiefer als die Wand zu liegen scheinen,
030e26005e	dann gehe der Priester aus dem Haus an die Haustür und verschließe auf sieben Tage das Haus!
030e270070	Kommt der Priester am siebten Tag wieder und sieht er, daß der Schaden an den Hauswänden weiter um sich griff,
030e28008b	dann gebiete der Priester, daß man die Steine, an denen der Schaden ist, ausbreche und draußen vor der Stadt an einen unreinen Ort werfe!
030e290087	Dann lasse er das Haus ringsum inwendig abkratzen, und draußen vor der Stadt schütte man den abgekratzten Lehm an einen unreinen Ort!
030e2a007f	Dann nehme man andere Steine und bringe sie an den Platz jener Steine! Dann soll man anderen Lehm nehmen und das Haus tünchen!
030e2b0065	Kehrt der Schaden am Haus wieder, nachdem jene Steine weggenommen und das abgekratzte Haus getüncht,
030e2c008b	dann komme der Priester, und sieht er, daß im Haus der Schaden weiter um sich griff, so ist ein fressender Aussatz am Haus. Es ist unrein.
030e2d008e	Man schleife das Haus mit seinen Steinen und Balken und den gesamten Lehm des Hauses und bringe es hinaus vor die Stadt an einen unreinen Ort!
030e2e0049	Wer das verschlossene Haus betreten hat, gelte bis zum Abend für unrein!
030e2f0075	Wer im Haus geschlafen hat, der soll seine Kleider waschen! Wer im Haus gegessen hat, der soll seine Kleider waschen!
030e3000be	Kommt der Priester und besichtigt es und hat der Schaden im Haus nicht um sich gegriffen nach dem Tünchen des Hauses, dann erkläre der Priester das Haus für rein! Der Schaden ist geheilt.
030e31005c	Zwei Vögel nehme er zur Entsündigung des Hauses und Zedernholz und Karmesinwolle mit Ysop!
030e320049	Dann schlachte er den einen Vogel in ein Tongefäß über frischem Wasser
030e3300ba	und nehme das Zedernholz, den Ysop, die Karmesinwolle und den lebenden Vogel, tauche sie in das Blut des geschlachteten Vogels und in das frische Wasser und besprenge siebenmal das Haus!
030e340085	So entsündigt er das Haus mit Vogelblut und frischem Wasser, mit dem lebenden Vogel, dem Zedernholz, dem Ysop und der Karmesinwolle!
030e35007a	Dann lasse er den lebenden Vogel vor die Stadt ins freie Feld entkommen! So schaffe er dem Hause Sühne! Dann ist es rein.
030e360055	Das ist die Weisung für die verschiedenen Arten des Aussatzschadens und der Krätze,
030e370027	des Aussatzes an Tüchern und Häusern,
030e38002b	der Hautmale, des Schorfes und der Flecken,
030e39005b	um danach zwischen Rein oder Unrein zu entscheiden. Dies ist das Gesetz über den Aussatz."
030f01002c	Und der Herr sprach zu Moses und Aaron also:
030f020078	"Redet mit den Söhnen Israels und sprecht zu ihnen: Wer einen Fluß an seinem Fleische hat, dessen Ausfluß ist unrein.
030f0300af	Dies ist eine Unreinheit durch seinen Fluß: Mag sein Fleisch seinen Fluß ausscheiden oder mag sein Fleisch so verstopft sein, daß nichts fließt, bei ihm ist es Unreinheit.
030f040060	Das ganze Lager, auf dem der Flüssige liegt, ist unrein, ebenso alles Gerät, auf dem er sitzt.
030f050067	Wer sein Lager anrührt, soll seine Kleider waschen, dann bade er sich! Er bleibt bis zum Abend unrein.
030f060089	Wer sich auf das Gerät setzt, auf dem der Flüssige saß, soll seine Kleider waschen; dann bade er sich! Er bleibt bis zum Abend unrein.
030f070077	Wer das Fleisch des Flüssigen berührt, soll seine Kleider waschen; dann bade er sich! Er bleibt bis zum Abend unrein.
030f080071	Speit der Flüssige auf den Reinen, so wasche dieser seine Kleider und bade sich! Er bleibt bis zum Abend unrein.
030f090039	Alles Reitzeug, auf dem der Flüssige reitet, ist unrein.
030f0a00a6	Wer etwas, was unter ihm war, anrührt, bleibt bis zum Abend unrein. Wer es fortträgt, soll seine Kleider waschen; dann bade er sich! Er bleibt bis zum Abend unrein.
030f0b007d	Wen der Flüssige mit ungewaschenen Händen berührt, der wasche seine Kleider und bade sich! Er bleibt bis zum Abend unrein.
030f0c0068	Ein Tongefäß, das der Flüssige berührt, werde zerbrochen und alles Holzgerät mit Wasser abgespült!
030f0d00b4	Wird der Flüssige rein von seinem Fluß, dann zähle er von seinem Reinwerden sieben Tage! Dann wasche er seine Kleider und bade sein Fleisch in frischem Wasser! Dann ist er rein.
030f0e008f	Am achten Tage soll er zwei Turtel- oder junge Tauben nehmen; dann komme er an des Festgezeltes Pforte vor den Herrn und gebe sie dem Priester!
030f0f0097	Der Priester richte sie her, die eine als Sündopfer, die andere als Brandopfer! So schaffe ihm der Priester wegen seines Flusses Sühne vor dem Herrn!
030f10005b	Entgeht einem Mann der Same, so bade er seinen ganzen Leib! Er bleibt bis zum Abend unrein!
030f110068	Und jedes Tuch und jedes Lederzeug, an die Samen kommt, werde gewaschen! Bis zum Abend bleibt es unrein.
030f120076	Und schläft jemand bei einem Weibe, daß Samenfluß erfolgt, so müssen sie sich baden und sind bis zum Abend unrein.
030f13008f	Wird ein Weib durch seines Leibes Blutfluß flüssig, so haftet sieben Tage an ihr die Unreinheit. Wer sie berührt, wird bis zum Abend unrein.
030f14005c	Alles, worauf sie während ihrer Unreinheit liegt, und alles, worauf sie sitzt, wird unrein.
030f15006a	Wer ihr Lager anrührt, der soll seine Kleider waschen; dann bade er sich! Er bleibt bis zum Abend unrein.
030f160083	Wer irgendein Gerät berührt, auf dem sie saß, der soll seine Kleider waschen; dann bade er sich! Er bleibt bis zum Abend unrein.
030f17005f	Wer auf dem Lager oder dem Gerät, auf dem sie saß, etwas berührt, wird bis zum Abend unrein.
030f180084	Wenn einer bei ihr liegt, kommt er in ihre Unreinheit und bleibt sieben Tage unrein. Das ganze Lager, auf dem er liegt, wird unrein.
030f1900f6	Fließt eines Weibes Blutfluß viele Tage außer der Zeit ihrer gewöhnlichen Unreinheit, oder wenn sie über ihre Unreinheit hinaus noch flüssig bleibt, so gelten alle Tage des Flusses ihrer Unreinheit als Tage ihrer Unreinheit. Sie ist unrein.
030f1a00cd	Das ganze Lager, auf dem sie alle Tage ihres Flusses sitzt, gelte ihr wie das Lager ihrer gewöhnlichen Unreinheit, und alles Gerät, auf dem sie sitzt, wird unrein, wie bei ihrer gewöhnlichen Unreinheit.
030f1b0077	Und unrein wird jeder, der diese Dinge berührt. Er wasche seine Kleider und bade sich! Er bleibt bis zum Abend unrein.
030f1c005f	Ist sie aber von ihrem Flusse rein geworden, so zähle sie noch sieben Tage! Dann ist sie rein.
030f1d007d	Am achten Tage soll sie zwei Turtel- oder junge Tauben nehmen; dann bringe sie diese zum Priester an des Festgezeltes Pforte!
030f1e00ae	Der Priester richte die eine als Sündopfer her, die andere als Brandopfer! Und so verschaffe der Priester ihr vor dem Herrn Sühne, des Flusses wegen, der sie unrein machte!
030f1f00a3	Ihr sollt die Söhne Israels ob ihrer Unreinheit verwarnen, auf daß sie nicht durch ihre Unreinheit sterben, indem sie meine Wohnung in ihrer Mitte unrein machen!
030f20005e	Das ist das Gesetz über den Flüssigen und den, dem der Same entgeht, wodurch er unrein wird,
030f2100a4	und über die, die an ihrer Unreinigkeit leidet, und über den, der seinen Fluß hat, über Männer wie über Weiber, und über den, der bei einer Unreinen liegt.'"
0310010079	Und der Herr redete zu Moses nach dem Tode der beiden Aaronssöhne, als sie dem Herrn zu nahe traten und sterben mußten.
03100200e5	Der Herr sprach zu Moses: "Sag deinem Bruder Aaron, er dürfe nicht zu jeder Zeit ins Heiligtum und hinter den Vorhang vor der Lade Deckplatte kommen, sonst müsse er sterben! Denn in der Wolke erscheine ich über der Deckplatte.
031003007c	Nur so soll Aaron ins Heiligtum kommen, daß er einen jungen Stier als Sündopfer darbringt und einen Widder als Brandopfer!
0310040106	Er soll einen heiligen Linnenleibrock anziehen! Über seinem Fleisch sollen linnene Beinkleider sein! Er soll sich mit einem Linnengürtel gürten und einen Linnenkopfbund umbinden! Dies sind heilige Gewänder. Darum wasche er sein Fleisch! Dann ziehe er sie an!
0310050078	Und von der israelitischen Gemeinschaft soll er zwei Ziegenböcke zum Sündopfer nehmen und einen Widder zum Brandopfer!
0310060057	Alsdann hole Aaron seinen Sündopferfarren und schaffe so sich und seinem Hause Sühne!
0310070056	Dann nehme er die beiden Böcke und stelle sie an des Festgezeltes Tür vor den Herrn!
0310080061	Und Aaron lege die Lose auf die beiden Böcke! Ein Los gelte für den Herrn, ein Los für Azazel!
0310090067	Dann nehme Aaron jenen Bock, auf den das Los gefallen 'Für den Herrn', und bereite ihn als Sündopfer!
03100a00a9	Den Bock, auf den das Los gefallen 'Für Azazel', soll er lebend vor den Herrn stellen, um an ihm die Sühne zu vollziehen und ihn dem Azazel in die Wüste zuzuschicken!
03100b0078	Aaron bringe seinen Sündopferfarren her und schaffe sich und seinem Hause Sühne! Er schlachte seinen Sündopferfarren!
03100c009b	Dann nehme er die Pfanne voller Feuerkohlen vom Altare vor dem Herrn weg und zwei Hände feines, würziges Räucherwerk und bringe es hinter jenen Vorhang!
03100d0094	Dann tue er das Räucherwerk aufs Feuer vor dem Herrn und hülle mit der Räucherwerkwolke die Deckplatte auf dem Zeugnis ein, daß er nicht sterbe!
03100e00af	Dann nehme er vom Farrenblut und sprenge es mit seinem Finger an die Vorderseite der Deckplatte! Vor die Deckplatte soll er siebenmal von dem Blute mit seinem Finger sprengen!
03100f00bb	Dann schlachte er des Volkes Sündopferbock und bringe sein Blut hinter jenen Vorhang und tue mit seinem Blute so wie mit dem Farrenblut und sprenge es auf die Deckplatte und vor sie hin!
03101000d2	So entsündige er das Heiligtum, wegen der Unreinheiten der Söhne Israels und wegen ihrer Frevel bei all ihren Sünden. So soll er mit dem Festgezelte dessen tun, der bei ihnen wohnt inmitten ihrer Unreinheit!
03101100bf	Im Festgezelt darf aber niemand sein, wenn er kommt, im Heiligtum die Sühnebräuche zu tun, bis zu seinem Austritt. So schaffe er sich und seinem Hause und der Gesamtgemeinde Israels Sühne!
03101200a3	Dann gehe er hinaus zum Altar, der vor dem Herrn ist, und entsündige ihn! Er nehme vom Farrenblut und vom Bocksblut und bringe dieses an die Altarhörner ringsum!
0310130080	Er sprenge auf ihn vom Blute mit seinem Finger siebenmal! So reinige und heilige er ihn von den Unreinheiten der Söhne Israels.
0310140081	Und hat er die Entsündigung des Heiligtums, des Festgezeltes und des Altares vollendet, dann bringe er den lebenden Bock herbei!
031015010d	Und Aaron lege seine beiden Hände auf den Kopf des lebenden Bockes und bekenne über ihm die Schuld all der Söhne Israels und alle ihre Frevel bei all ihren Sünden und lege sie auf den Kopf des Bockes und lasse ihn durch einen blöden Menschen in die Wüste führen!
0310160073	So trage der Bock auf sich all ihre Schuld in eine abgelegene Gegend fort! In die Wüste treibe er den Bock hinaus!
031017009e	Aaron aber komme wieder zum Festgezelt! Hernach ziehe er die Linnenkleider aus, die er sich angelegt, als er das Heiligtum betreten, und lege sie dort nieder!
03101800b3	Dann wasche er an heiligem Ort sein Fleisch mit Wasser, ziehe seine Kleider an, gehe hinaus und richte sein und des Volkes Brandopfer her! So schaffe er sich und dem Volke Sühne!
031019003d	Des Sündopfers Fett soll er auf dem Altar aufdampfen lassen!
03101a008a	Wer aber den Bock zu Azazel hinausschafft, soll seine Kleider waschen; dann bade er sein Fleisch in Wasser! Dann darf er ins Lager kommen.
03101b00d3	Den Sündopferfarren und den Sündopferbock, deren Blut man hineinbrachte, um im Heiligtum die Sühnebräuche zu tun, soll man vor das Lager bringen, und hier verbrenne man ihre Haut, ihr Fleisch und ihren Mist!
03101c0075	Wer sie verbrennt, soll seine Kleider waschen; dann bade er sein Fleisch in Wasser! Alsdann darf er ins Lager kommen.
03101d00af	So sei es euch zu ewiger Satzung: Am zehnten Tag des siebten Monats sollt ihr euch kasteien und keine Arbeit tun, weder der Eingeborene noch der Fremdling, der bei euch weilt!
03101e007c	Denn an diesem Tage schafft man euch zu eurer Reinigung Sühne. Von all euren Sünden sollt ihr euch vor dem Herrn reinigen!
03101f004f	Ein Tag völliger Ruhe sei es für euch, und kasteit euch kraft ewiger Satzung!
03102000c9	Und die Entsündigung vollziehe der Priester, der gesalbt und eingekleidet ward, um Priesterdienst an seines Vaters Statt zu tun! Er lege die linnenen Gewänder an, die Kleider für das Allerheiligste!
031021008b	Und er entsündige das Allerheiligste, das Festgezelt und den Altar! So soll er den Priestern und der ganzen Volksgemeinde Sühne schaffen!
03102200a5	Dies sei euch ewige Satzung, daß man den Söhnen Israels von allen ihren Sünden einmal im Jahre Sühne schaffe!" Und er tat, wie der Herr dem Moses befohlen hatte.
0311010022	Und der Herr sprach zu Moses also:
0311020077	"Rede mit Aaron, seinen Söhnen und mit allen Söhnen Israels und sprich zu ihnen: 'Dies ist es, was der Herr gebietet:
0311030078	Jeder vom Hause Israel, der ein Rind, ein Lamm oder eine Ziege im Lager schlachtet oder außerhalb des Lagers schlachtet
03110400e7	und sie nicht an des Festgezeltes Pforte bringt, um vor des Herrn Wohnung sie dem Herrn als Opfergabe darzubringen, dem werde es als Blutschuld angerechnet, hat er doch Blut vergossen! Dieser Mann werde aus seinem Volke gestrichen,
03110500b7	auf daß die Israeliten ihre Schlachtopfer, die sie auf freiem Feld schlachteten, zum Priester an des Festgezeltes Pforte dem Herrn bringen und sie als Dankopfer dem Herrn schlachten!
0311060086	Der Priester besprenge mit dem Blut den Altar an des Festgezeltes Pforte und lasse das Fett aufdampfen zu süßem Duft für den Herrn!
0311070093	Sie sollen aber ihre Schlachtopfer nicht mehr den Bocksgestalten opfern, denen sie nachhuren! Dies sei ihnen ewige Satzung in ihren Geschlechtern.'
0311080085	Und du sollst ihnen sagen: 'Wer vom Hause Israel und von den Fremden, die in seiner Mitte weilen, Brand- oder Schlachtopfer darbringt
031109007e	und es nicht vor des Festgezeltes Pforte bringt, es für den Herrn zu bereiten, ein solcher werde aus seinem Volke gestrichen!
03110a009f	Und gegen jeden vom Hause Israel und von den Fremdlingen bei ihnen, der irgend Blut genießt, will ich mein Antlitz richten und ihn aus seinem Volke streichen!
03110b0097	Des Fleisches Leben ist im Blute. Für den Altar habe ich es euch gegeben, um euch selbst Sühne zu schaffen. Denn Blut schafft Sühne durch das Leben.
03110c006e	Darum sage ich zu den Söhnen Israels: Von euch darf niemand Blut genießen, auch nicht der Fremde unter euch.
03110d0093	Und jeder Israelit und jeder ihrer Fremdlinge, der sich ein Wild erlegt oder eßbares Geflügel, lasse sein Blut auslaufen und bedecke es mit Erde!
03110e00f2	Denn jedes Fleisches Leben ist sein Blut kraft seines Lebensodems. Darum sage ich zu den Söhnen Israels: Von keinem Fleische dürft ihr das Blut genießen. Denn jedes Fleisches Leben ist sein Blut. Jeder werde ausgestrichen, der es genießt!
03110f00a4	Und jegliche Person, die Gefallenes oder Zerrissenes ißt, Eingeborener oder Fremdling, wasche ihre Kleider und bade sich in Wasser! Er bleibt bis zum Abend unrein.
0311100050	Wäscht er nicht und badet er nicht seinen Leib, dann zieht er sich Schuld zu.'"
0312010022	Und der Herr sprach zu Moses also:
