0100000009	創世記
070b12010e	それから荒野をとおって、エドムの地とモアブの地を回り、モアブの地の東部に達し、アルノンの向こうに宿営しましたがモアブの領域には、はいりませんでした。アルノンはモアブの境だからです。
070b130114	次にイスラエルはヘシボンの王すなわちアモリびとの王シホンに使者をつかわし、シホンに向かって「どうぞ、われわれにあなたの国をとおって、われわれの目的地へ行かせてください」と言わせました。
070b1400cc	ところがシホンはイスラエルを信ぜず、その領域を通らせないばかりか、かえってすべての民を集めてヤハヅに陣を取り、イスラエルと戦いましたが、
070b1500f0	イスラエルの神、主はシホンとそのすべての民をイスラエルの手にわたされたので、イスラエルは彼らを撃ち破って、その土地に住んでいたアモリびとの地をことごとく占領し、
070b160087	アルノンからヤボクまでと、荒野からヨルダンまで、アモリびとの領域をことごとく占領しました。
070b1700b4	このようにイスラエルの神、主はその民イスラエルの前からアモリびとを追い払われたのに、あなたはそれを取ろうとするのですか。
070b1800de	あなたは、あなたの神ケモシがあなたに取らせるものを取らないのですか。われわれはわれわれの神、主がわれわれの前から追い払われたものの土地を取るのです。
070b1900d2	あなたはモアブの王チッポルの子バラクにまさる者ですか。バラクはかつてイスラエルと争ったことがありますか。かつて彼らと戦ったことがありますか。
070b1a011a	イスラエルはヘシボンとその村里に住み、またアロエルとその村里およびアルノンの岸に沿うすべての町々に住むこと三百年になりますが、あなたがたはどうしてその間にそれを取りもどさなかったのですか。
070b1b012f	わたしはあなたに何も悪い事をしたこともないのに、あなたはわたしと戦って、わたしに害を加えようとします。審判者であられる主よ、どうぞ、きょう、イスラエルの人々とアンモンの人々との間をおさばきください』」。
070b1c006c	しかしアンモンの人々の王はエフタが言いつかわした言葉をききいれなかった。
070b1d00de	時に主の霊がエフタに臨み、エフタはギレアデおよびマナセをとおって、ギレアデのミヅパに行き、ギレアデのミヅパから進んでアンモンの人々のところに行った。
070b1e008a	エフタは主に誓願を立てて言った、「もしあなたがアンモンの人々をわたしの手にわたされるならば、
070b1f00e1	わたしがアンモンの人々に勝って帰るときに、わたしの家の戸口から出てきて、わたしを迎えるものはだれでも主のものとし、その者を燔祭としてささげましょう」。
070b200096	エフタはアンモンの人々のところに進んで行って、彼らと戦ったが、主は彼らをエフタの手にわたされたので、
070b2100f9	アロエルからミンニテの附近まで、二十の町を撃ち敗り、アベル・ケラミムに至るまで、非常に多くの人を殺した。こうしてアンモンの人々はイスラエルの人々の前に攻め伏せられた。
070b2200d5	やがてエフタはミヅパに帰り、自分の家に来ると、彼の娘が鼓をもち、舞い踊って彼を出迎えた。彼女はエフタのひとり子で、ほかに男子も女子もなかった。
070b2300ff	エフタは彼女を見ると、衣を裂いて言った、「ああ、娘よ、あなたは全くわたしを打ちのめした。わたしを悩ますものとなった。わたしが主に誓ったのだから改めることはできないのだ」。
070b2400f0	娘は言った、「父よ、あなたは主に誓われたのですから、主があなたのために、あなたの敵アンモンの人々に報復された今、あなたが言われたとおりにわたしにしてください」。
070b25010e	娘はまた父に言った、「どうぞ、この事をわたしにさせてください。すなわち二か月の間わたしをゆるし、友だちと一緒に行って、山々をゆきめぐり、わたしの処女であることを嘆かせてください」。
070b2600c6	エフタは「行きなさい」と言って、彼女を二か月の間、出してやった。彼女は友だちと一緒に行って、山の上で自分の処女であることを嘆いたが、
070b2700a5	二か月の後、父のもとに帰ってきたので、父は誓った誓願のとおりに彼女におこなった。彼女はついに男を知らなかった。
070b2800bd	これによって年々イスラエルの娘たちは行って、年に四日ほどギレアデびとエフタの娘のために嘆くことがイスラエルのならわしとなった。
070c01014a	エフライムの人々は集まってザポンに行き、エフタに言った、「なぜあなたは進んで行ってアンモンの人々と戦いながら、われわれを招いて一緒に行かせませんでしたか。われわれはあなたの家に火をつけてあなたを一緒に焼いてしまいます」。
070c0200f3	エフタは彼らに言った、「かつてわたしとわたしの民がアンモンの人々と大いに争ったとき、あなたがたを呼んだが、あなたがたはわたしを彼らの手から救ってくれませんでした。
070c030156	あなたがたが救ってくれないのを見たから、わたしは命がけでアンモンの人々のところへ攻めて行きますと、主は彼らをわたしの手にわたされたのです。どうしてあなたがたは、きょう、わたしのところに上ってきて、わたしと戦おうとするのですか」。
070c04014d	そこでエフタはギレアデの人々をことごとく集めてエフライムと戦い、ギレアデの人々はエフライムを撃ち破った。これはエフライムが「ギレアデびとよ、あなたがたはエフライムとマナセのうちにいるエフライムの落人だ」と言ったからである。
070c05014a	そしてギレアデびとはエフライムに渡るヨルダンの渡し場を押えたので、エフライムの落人が「渡らせてください」と言うとき、ギレアデの人々は「あなたはエフライムびとですか」と問い、その人がもし「そうではありません」と言うならば、
070c060153	またその人に「では『シボレテ』と言ってごらんなさい」と言い、その人がそれを正しく発音することができないで「セボレテ」と言うときは、その人を捕えて、ヨルダンの渡し場で殺した。その時エフライムびとの倒れたものは四万二千人であった。
070c070099	エフタは六年の間イスラエルをさばいた。ギレアデびとエフタはついに死んで、ギレアデの自分の町に葬られた。
070c08004e	彼の後にベツレヘムのイブザンがイスラエルをさばいた。
070c090105	彼に三十人のむすこがあった。また三十人の娘があったが、それを自分の氏族以外の者にとつがせ、むすこたちのためには三十人の娘をほかからめとった。彼は七年の間イスラエルをさばいた。
070c0a0045	イブザンはついに死んで、ベツレヘムに葬られた。
070c0b007e	彼の後にゼブルンびとエロンがイスラエルをさばいた。彼は十年の間イスラエルをさばいた。
070c0c0066	ゼブルンびとエロンはついに死んで、ゼブルンの地のアヤロンに葬られた。
070c0d005d	彼の後にピラトンびとヒレルの子アブドンがイスラエルをさばいた。
070c0e0090	彼に四十人のむすこ及び三十人の孫があり、七十頭のろばに乗った。彼は八年の間イスラエルをさばいた。
070c0f009f	ピラトンびとヒレルの子アブドンはついに死んで、エフライムの地のアマレクびとの山地にあるピラトンに葬られた。
070d010090	イスラエルの人々がまた主の前に悪を行ったので、主は彼らを四十年の間ペリシテびとの手にわたされた。
070d0200a2	ここにダンびとの氏族の者で、名をマノアというゾラの人があった。その妻はうまずめで、子を産んだことがなかった。
070d0300c0	主の使がその女に現れて言った、「あなたはうまずめで、子を産んだことがありません。しかし、あなたは身ごもって男の子を産むでしょう。
070d0400a5	それであなたは気をつけて、ぶどう酒または濃い酒を飲んではなりません。またすべて汚れたものを食べてはなりません。
070d05011a	あなたは身ごもって男の子を産むでしょう。その頭にかみそりをあててはなりません。その子は生れた時から神にささげられたナジルびとです。彼はペリシテびとの手からイスラエルを救い始めるでしょう」。
070d060159	そこでその女はきて夫に言った、「神の人がわたしのところにきました。その顔かたちは神の使の顔かたちのようで、たいそう恐ろしゅうございました。わたしはその人が、どこからきたのか尋ねませんでしたが、その人もわたしに名を告げませんでした。
070d070168	しかしその人はわたしに『あなたは身ごもって男の子を産むでしょう。それであなたはぶどう酒または濃い酒を飲んではなりません。またすべて汚れたものを食べてはなりません。その子は生れた時から死ぬ日まで神にささげられたナジルびとです』と申しました」。
070d080114	そこでマノアは主に願い求めて言った、「ああ、主よ、どうぞ、あなたがさきにつかわされた神の人をもう一度わたしたちに臨ませて、わたしたちがその生れる子になすべきことを教えさせてください」。
070d0900b1	神がマノアの願いを聞かれたので、神の使は女が畑に座していた時、ふたたび彼女に臨んだ。しかし夫マノアは一緒にいなかった。
070d0a0087	女は急ぎ走って行って夫に言った、「さきごろ、わたしに臨まれた人がまたわたしに現れました」。
070d0b00de	マノアは立って妻のあとについて行き、その人のもとに行って言った、「あなたはかつてこの女にお告げになったおかたですか」。その人は言った、「そうです」。
070d0c00ab	マノアは言った、「あなたの言われたことが事実となったとき、その子の育て方およびこれになすべき事はなんでしょうか」。
070d0d0081	主の使はマノアに言った、「わたしがさきに女に言ったことは皆、守らせなければなりません。
070d0e012f	すなわちぶどうの木から産するものはすべて食べてはなりません。またぶどう酒と濃い酒を飲んではなりません。またすべて汚れたものを食べてはなりません。わたしが彼女に命じたことは皆、守らせなければなりません」。
070d0f00ab	マノアは主の使に言った、「どうぞ、わたしたちに、あなたを引き留めさせ、あなたのために子やぎを備えさせてください」。
070d100144	主の使はマノアに言った、「あなたがわたしを引き留めても、わたしはあなたの食物をたべません。しかしあなたが燔祭を備えようとなさるのであれば、主にそれをささげなさい」。マノアは彼が主の使であるのを知らなかったからである。
070d1100c9	マノアは主の使に言った、「あなたの名はなんといいますか。あなたの言われたことが事実となったとき、わたしたちはあなたをあがめましょう」。
070d120084	主の使は彼に言った、「わたしの名は不思議です。どうしてあなたはそれをたずねるのですか」。
070d1300ae	そこでマノアは子やぎと素祭とをとり、岩の上でそれを主にささげた。主は不思議なことをされ、マノアとその妻はそれを見た。
070d1400ae	すなわち炎が祭壇から天にあがったとき、主の使は祭壇の炎のうちにあってのぼった。マノアとその妻は見て、地にひれ伏した。
070d150087	主の使はふたたびマノアとその妻に現れなかった。その時マノアは彼が主の使であることを知った。
070d160075	マノアは妻に向かって言った、「わたしたちは神を見たから、きっと死ぬであろう」。
070d170177	妻は彼に言った、「主がもし、わたしたちを殺そうと思われたのならば、わたしたちの手から燔祭と素祭をおうけにならなかったでしょう。またこれらのすべての事をわたしたちにお示しになるはずはなく、また今わたしたちにこのような事をお告げにならなかったでしょう」。
070d180081	やがて女は男の子を産んで、その名をサムソンと呼んだ。その子は成長し、主は彼を恵まれた。
070d190069	主の霊はゾラとエシタオルの間のマハネダンにおいて初めて彼を感動させた。
070e010078	サムソンはテムナに下って行き、ペリシテびとの娘で、テムナに住むひとりの女を見た。
070e0200c9	彼は帰ってきて父母に言った、「わたしはペリシテびとの娘で、テムナに住むひとりの女を見ました。彼女をめとってわたしの妻にしてください」。
070e03019e	父母は言った、「あなたが行って、割礼をうけないペリシテびとのうちから妻を迎えようとするのは、身内の娘たちのうちに、あるいはわたしたちのすべての民のうちに女がないためなのですか」。しかしサムソンは父に言った、「彼女をわたしにめとってください。彼女はわたしの心にかないますから」。
070e0400fc	父母はこの事が主から出たものであることを知らなかった。サムソンはペリシテびとを攻めようと、おりをうかがっていたからである。そのころペリシテびとはイスラエルを治めていた。
070e0500ba	かくてサムソンは父母と共にテムナに下って行った。彼がテムナのぶどう畑に着くと、一頭の若いししがほえたけって彼に向かってきた。
070e060108	時に主の霊が激しく彼に臨んだので、彼はあたかも子やぎを裂くようにそのししを裂いたが、手にはなんの武器も持っていなかった。しかしサムソンはそのしたことを父にも母にも告げなかった。
070e070066	サムソンは下って行って女と話し合ったが、女はサムソンの心にかなった。
070e0800cc	日がたって後、サムソンは彼女をめとろうとして帰ったが、道を転じて、かのししのしかばねを見ると、ししのからだに、はちの群れと、蜜があった。
070e090108	彼はそれをかきあつめ、手にとって歩きながら食べ、父母のもとに帰って、彼らに与えたので、彼らもそれを食べた。しかし、ししのからだからその蜜をかきあつめたことは彼らに告げなかった。
070e0a00b7	そこで父が下って、女のもとに行ったので、サムソンはそこにふるまいを設けた。そうすることは花婿のならわしであったからである。
070e0b005a	人々はサムソンを見ると、三十人の客を連れてきて、同席させた。
070e0c0150	サムソンは彼らに言った、「わたしはあなたがたに一つのなぞを出しましょう。あなたがたがもし七日のふるまいのうちにそれを解いて、わたしに告げることができたなら、わたしはあなたがたに亜麻の着物三十と、晴れ着三十をさしあげましょう。
070e0d012c	しかしあなたがたが、それをわたしに告げることができなければ、亜麻の着物三十と晴れ着三十をわたしにくれなければなりません」。彼らはサムソンに言った、「なぞを出しなさい。わたしたちはそれを聞きましょう」。
070e0e00ba	サムソンは彼らに言った、「食らう者から食い物が出、強い者から甘い物が出た」。彼らは三日のあいだなぞを解くことができなかった。
070e0f0189	四日目になって、彼らはサムソンの妻に言った、「あなたの夫を説きすすめて、なぞをわたしたちに明かすようにしてください。そうしなければ、わたしたちは火をつけてあなたとあなたの父の家を焼いてしまいます。あなたはわたしたちの物を取るために、わたしたちを招いたのですか」。
070e1001ad	そこでサムソンの妻はサムソンの前に泣いて言った、「あなたはただわたしを憎むだけで、愛してくれません。あなたはわたしの国の人々になぞを出して、それをわたしに解き明かしませんでした」。サムソンは彼女に言った、「わたしは自分の父にも母にも解き明かさなかった。どうしてあなたに解き明かせよう」。
070e110102	彼女は七日のふるまいの間、彼の前に泣いていたが、七日目になって、サムソンはついに彼女に解き明かした。ひどく彼に迫ったからである。そこで彼女はなぞを自分の国の人々にあかした。
070e12013e	七日目になって、日の没する前に町の人々はサムソンに言った、「蜜より甘いものに何があろう。ししより強いものに何があろう」。サムソンは彼らに言った、「わたしの若い雌牛で耕さなかったなら、わたしのなぞは解けなかった」。
070e130123	この時、主の霊が激しくサムソンに臨んだので、サムソンはアシケロンに下って行って、その町の者三十人を殺し、彼らからはぎ取って、かのなぞを解いた人々に、その晴れ着を与え、激しく怒って父の家に帰った。
070e140048	サムソンの妻は花婿付添人であった客の妻となった。
070f0100d8	日がたって後、麦刈の時にサムソンは子やぎを携えて妻をおとずれ、「へやにはいって、妻に会いましょう」と言ったが、妻の父ははいることを許さなかった。
070f020138	そして父は言った、「あなたが確かに彼女をきらったに相違ないと思ったので、わたしは彼女をあなたの客であった者にやりました。彼女の妹は彼女よりもきれいではありませんか。どうぞ、彼女の代りに妹をめとってください」。
070f03009c	サムソンは彼らに言った、「今度はわたしがペリシテびとに害を加えても、彼らのことでは、わたしに罪がない」。
070f0400b7	そこでサムソンは行って、きつね三百匹を捕え、たいまつをとり、尾と尾をあわせて、その二つの尾の間に一つのたいまつを結びつけ、
070f0500de	たいまつに火をつけて、そのきつねをペリシテびとのまだ刈らない麦の中に放し入れ、そのたばね積んだものと、まだ刈らないものとを焼き、オリブ畑をも焼いた。
070f060156	ペリシテびとは言った、「これはだれのしわざか」。人々は言った、「テムナびとの婿サムソンだ。そのしゅうとがサムソンの妻を取り返して、その客であった者に与えたからだ」。そこでペリシテびとは上ってきて彼女とその父の家を火で焼き払った。
070f0700a2	サムソンは彼らに言った、「あなたがたがそんなことをするならば、わたしはあなたがたに仕返しせずにはおかない」。
070f0800b1	そしてサムソンは彼らを、さんざんに撃って大ぜい殺した。こうしてサムソンは下って行って、エタムの岩の裂け目に住んでいた。
070f090063	そこでペリシテびとは上ってきて、ユダに陣を取り、レヒを攻めたので、
070f0a011d	ユダの人々は言った、「あなたがたはどうしてわれわれのところに攻めのぼってきたのですか」。彼らは言った、「われわれはサムソンを縛り、彼がわれわれにしたように、彼にするために上ってきたのです」。
070f0b01a1	そこでユダの人々三千人がエタムの岩の裂け目に下って行って、サムソンに言った、「ペリシテびとはわれわれの支配者であることをあなたは知らないのですか。あなたはどうしてわれわれにこんな事をしたのですか」。サムソンは彼らに言った、「彼らがわたしにしたように、わたしは彼らにしたのです」。
070f0c011d	彼らはまたサムソンに言った、「われわれはあなたを縛って、ペリシテびとの手にわたすために下ってきたのです」。サムソンは彼らに言った、「あなたがた自身はわたしを撃たないということを誓いなさい」。
070f0d0114	彼らはサムソンに言った、「いや、われわれはただ、あなたを縛って、ペリシテびとの手にわたすだけです。決してあなたを殺しません」。彼らは二本の新しい綱をもって彼を縛って、岩からひきあげた。
070f0e011d	サムソンがレヒにきたとき、ペリシテびとは声をあげて、彼に近づいた。その時、主の霊が激しく彼に臨んだので、彼の腕にかかっていた綱は火に焼けた亜麻のようになって、そのなわめが手から解けて落ちた。
070f0f0087	彼はろばの新しいあご骨一つを見つけたので、手を伸べて取り、それをもって一千人を打ち殺した。
070f10009c	そしてサムソンは言った、「ろばのあご骨をもって山また山を築き、ろばのあご骨をもって一千人を打ち殺した」。
070f11008a	彼は言い終ると、その手からあご骨を投げすてた。これがためにその所は「あご骨の丘」と呼ばれた。
070f120117	時に彼はひどくかわきを覚えたので、主に呼ばわって言った、「あなたはしもべの手をもって、この大きな救を施されたのに、わたしは今、かわいて死に、割礼をうけないものの手に陥ろうとしています」。
070f130123	そこで神はレヒにあるくぼんだ所を裂かれたので、そこから水が流れ出た。サムソンがそれを飲むと彼の霊はもとにかえって元気づいた。それでその名を「呼ばわった者の泉」と呼んだ。これは今日までレヒにある。
070f14005d	サムソンはペリシテびとの時代に二十年の間イスラエルをさばいた。
071001006f	サムソンはガザへ行って、そこでひとりの遊女を見、その女のところにはいった。
071002011a	「サムソンがここにきた」と、ガザの人々に告げるものがあったので、ガザの人々はその所を取り囲み、夜通し町の門で待ち伏せし、「われわれは朝まで待って彼を殺そう」と言って、夜通し静かにしていた。
07100300f3	サムソンは夜中まで寝たが、夜中に起きて、町の門のとびらと二つの門柱に手をかけて、貫の木もろともに引き抜き、肩に載せて、ヘブロンの向かいにある山の頂に運んで行った。
0710040057	この後、サムソンはソレクの谷にいるデリラという女を愛した。
0710050189	ペリシテびとの君たちはその女のところにきて言った、「あなたはサムソンを説きすすめて、彼の大力はどこにあるのか、またわれわれはどうすれば彼に勝って、彼を縛り苦しめることができるかを見つけなさい。そうすればわれわれはおのおの銀千百枚ずつをあなたにさしあげましょう」。
07100600e1	そこでデリラはサムソンに言った、「あなたの大力はどこにあるのか、またどうすればあなたを縛って苦しめることができるか、どうぞわたしに聞かせてください」。
07100700db	サムソンは女に言った、「人々がもし、かわいたことのない七本の新しい弓弦をもってわたしを縛るなら、わたしは弱くなってほかの人のようになるでしょう」。
07100800b4	そこでペリシテびとの君たちが、かわいたことのない七本の新しい弓弦を女に持ってきたので、女はそれをもってサムソンを縛った。
0710090153	女はかねて奥のへやに人を忍ばせておいて、サムソンに言った、「サムソンよ、ペリシテびとがあなたに迫っています」。しかしサムソンはその弓弦を、あたかも亜麻糸が火にあって断たれるように断ち切った。こうして彼の力の秘密は知れなかった。
07100a00d8	デリラはサムソンに言った、「あなたはわたしを欺いて、うそを言いました。どうしたらあなたを縛ることができるか、どうぞ今わたしに聞かせてください」。
07100b00c6	サムソンは女に言った、「もし人々がまだ用いたことのない新しい綱をもって、わたしを縛るなら、弱くなってほかの人のようになるでしょう」。
07100c012f	そこでデリラは新しい綱をとり、それをもって彼を縛り、そして彼に言った、「サムソンよ、ペリシテびとがあなたに迫っています」。時に人々は奥のへやに忍んでいたが、サムソンはその綱を糸のように腕から断ち落した。
07100d0258	そこでデリラはサムソンに言った、「あなたは今まで、わたしを欺いて、うそを言いましたが、どうしたらあなたを縛ることができるか、わたしに聞かせてください」。彼は女に言った、「あなたがもし、わたしの髪の毛七ふさを機の縦糸と一緒に織って、くぎでそれを留めておくならば、わたしは弱くなってほかの人のようになるでしょう」。そこで彼が眠ったとき、デリラはサムソンの髪の毛、七ふさをとって、それを機の縦糸に織り込み、
07100e00e1	くぎでそれを留めておいて、彼に言った、「サムソンよ、ペリシテびとがあなたに迫っています」。しかしサムソンは目をさまして、くぎと機と縦糸とを引き抜いた。
07100f0135	そこで女はサムソンに言った、「あなたの心がわたしを離れているのに、どうして『おまえを愛する』と言うことができますか。あなたはすでに三度もわたしを欺き、あなたの大力がどこにあるかをわたしに告げませんでした」。
071010006f	女は毎日その言葉をもって彼に迫り促したので、彼の魂は死ぬばかりに苦しんだ。
071011016e	彼はついにその心をことごとく打ち明けて女に言った、「わたしの頭にはかみそりを当てたことがありません。わたしは生れた時から神にささげられたナジルびとだからです。もし髪をそり落されたなら、わたしの力は去って弱くなり、ほかの人のようになるでしょう」。
071012017d	デリラはサムソンがその心をことごとく打ち明けたのを見、人をつかわしてペリシテびとの君たちを呼んで言った、「サムソンはその心をことごとくわたしに打ち明けましたから、今度こそ上っておいでなさい」。そこでペリシテびとの君たちは、銀を携えて女のもとに上ってきた。
07101300b4	女は自分のひざの上にサムソンを眠らせ、人を呼んで髪の毛、七ふさをそり落させ、彼を苦しめ始めたが、その力は彼を去っていた。
0710140126	そして女が「サムソンよ、ペリシテびとがあなたに迫っています」と言ったので、彼は目をさまして言った、「わたしはいつものように出て行って、からだをゆすろう」。彼は主が自分を去られたことを知らなかった。
07101500e1	そこでペリシテびとは彼を捕えて、両眼をえぐり、ガザに引いて行って、青銅の足かせをかけて彼をつないだ。こうしてサムソンは獄屋の中で、うすをひいていたが、
0710160048	その髪の毛はそり落された後、ふたたび伸び始めた。
07101700ed	さてペリシテびとの君たちは、彼らの神ダゴンに大いなる犠牲をささげて祝をしようと、共に集まって言った、「われわれの神は、敵サムソンをわれわれの手にわたされた」。
07101800d8	民はサムソンを見て、自分たちの神をほめたたえて言った、「われわれの神は、われわれの国を荒し、われわれを多く殺した敵をわれわれの手にわたされた」。
0710190117	彼らはまた心に喜んで言った、「サムソンを呼んで、われわれのために戯れ事をさせよう」。彼らは獄屋からサムソンを呼び出して、彼らの前に戯れ事をさせた。彼らがサムソンを柱のあいだに立たせると、
07101a00c6	サムソンは自分の手をひいている若者に言った、「わたしの手を放して、この家をささえている柱をさぐらせ、それに寄りかからせてください」。
07101b00cc	その家には男女が満ち、ペリシテびとの君たちも皆そこにいた。また屋根の上には三千人ばかりの男女がいて、サムソンの戯れ事をするのを見ていた。
07101c0135	サムソンは主に呼ばわって言った、「ああ、主なる神よ、どうぞ、わたしを覚えてください。ああ、神よ、どうぞもう一度、わたしを強くして、わたしの二つの目の一つのためにでもペリシテびとにあだを報いさせてください」。
07101d009f	そしてサムソンは、その家をささえている二つの中柱の一つを右の手に、一つを左の手にかかえて、身をそれに寄せ、
07101e0135	「わたしはペリシテびとと共に死のう」と言って、力をこめて身をかがめると、家はその中にいた君たちと、すべての民の上に倒れた。こうしてサムソンが死ぬときに殺したものは、生きているときに殺したものよりも多かった。
07101f0111	やがて彼の身内の人たちおよび父の家族の者がみな下ってきて、彼を引き取り、携え上って、ゾラとエシタオルの間にある父マノアの墓に葬った。サムソンがイスラエルをさばいたのは二十年であった。
0711010057	ここにエフライムの山地の人で、名をミカと呼ぶものがあった。
071102013b	彼は母に言った、「あなたはかつて銀千百枚を取られたので、それをのろい、わたしにも話されましたが、その銀はわたしが持っています。わたしがそれを取ったのです」。母は言った、「どうぞ主がわが子を祝福されますように」。
0711030123	そして彼が銀千百枚を母に返したので、母は言った、「わたしはわたしの子のために一つの刻んだ像と、一つの鋳た像を造るためにその銀をわたしの手から主に献納します。それで今それをあなたに返しましょう」。
07110400db	ミカがその銀を母に返したので、母はその銀二百枚をとって、それを銀細工人に与え、一つの刻んだ像と、一つの鋳た像を造らせた。その像はミカの家にあった。
0711050093	このミカという人は神の宮をもち、エポデとテラピムを造り、その子のひとりを立てて、自分の祭司とした。
071106008d	そのころイスラエルには王がなかったので、人々はおのおの自分たちの目に正しいと思うことを行った。
07110700bd	さてここにユダの氏族のもので、ユダのベツレヘムからきたひとりの若者があった。彼はレビびとであって、そこに寄留していたのである。
071108009f	この人は自分の住むべきところを尋ねて、ユダのベツレヘムの町を去り、旅してエフライムの山地のミカの家にきた。
07110900f0	ミカは彼に言った、「あなたはどこからおいでになりましたか」。彼は言った、「わたしはユダのベツレヘムのレビびとですが、住むべきところを尋ねて旅をしているのです」。
07110a00db	ミカは言った、「わたしと一緒にいて、わたしのために父とも祭司ともなってください。そうすれば年に銀十枚と衣服ひとそろいと食物とをさしあげましょう」。
07110b0090	レビびとはついにその人と一緒に住むことを承諾した。そしてその若者は彼の子のひとりのようになった。
07110c0075	ミカはレビびとであるこの若者を立てて自分の祭司としたので、彼はミカの家にいた。
07110d00b1	それでミカは言った、「今わたしはレビびとを祭司に持つようになったので、主がわたしをお恵みくださることがわかりました」。
07120100ff	そのころイスラエルには王がなかった。そのころダンびとの部族はイスラエルの部族のうちにあって、その日までまだ嗣業の地を得なかったので自分たちの住むべき嗣業の地を求めていた。
071202015c	それでダンの人々は自分の部族の総勢のうちから、勇者五人をゾラとエシタオルからつかわして土地をうかがい探らせた。すなわち彼らに言った、「行って土地を探ってきなさい」。彼らはエフライムの山地に行き、ミカの家に着いて、そこに宿ろうとした。
071203014a	彼らがミカの家に近づいたとき、レビびとである若者の声を聞きわけたので、身をめぐらしてそこにはいって彼に言った、「だれがあなたをここに連れてきたのですか。あなたはここで何をしているのですか。ここになんの用があるのですか」。
0712040099	若者は彼らに言った、「ミカが、かようかようにしてわたしを雇ったので、わたしはその祭司となったのです」。
0712050093	彼らは言った、「どうぞ、神に伺って、われわれが行く道にしあわせがあるかどうかを知らせてください」。
071206008a	その祭司は彼らに言った、「安心して行きなさい。あなたがたが行く道は主が見守っておられます」。
071207016b	そこで五人の者は去ってライシに行き、そこにいる民を見ると、彼らは安らかに住まい、その穏やかで安らかなことシドンびとのようであって、この国には一つとして欠けたものがなく、富を持ち、またシドンびとと遠く離れており、ほかの民と交わることがなかった。
07120800a2	かくて彼らがゾラとエシタオルにおる兄弟たちのもとに帰ってくると、兄弟たちは彼らに言った、「いかがでしたか」。
0712090111	彼らは言った、「立って彼らのところに攻め上りましょう。われわれはかの地を見たが、非常に豊かです。あなたがたはなぜじっとしているのですか。ためらわずに進んで行って、かの地を取りなさい。
07120a00fc	あなたがたが行けば、安らかにおる民の所に行くでしょう。その地は広く、神はそれをあなたがたの手に賜わるのです。そこには地にあるもの一つとして欠けているものはありません」。
07120b0069	そこでダンの氏族のもの六百人が武器を帯びて、ゾラとエシタオルを出発し、
07120c00c6	上って行ってユダのキリアテ・ヤリムに陣を張った。このゆえに、その所は今日までマハネダンと呼ばれる。それはキリアテ・ヤリムの西にある。
07120d0054	彼らはそこからエフライムの山地に進み、ミカの家に着いた。
07120e012c	かのライシの国をうかがいに行った五人の者はその兄弟たちに言った、「あなたがたはこれらの家にエポデとテラピムと刻んだ像と鋳た像のあるのを知っていますか。それであなたがたは今、なすべきことを決めなさい」。
07120f0099	そこで彼らはその方へ身をめぐらして、かのレビびとの若者の家すなわちミカの家に行って、彼に安否を問うた。
071210005a	しかし武器を帯びた六百人のダンの人々は門の入口に立っていた。
07121100fc	かの土地をうかがいに行った五人の者は上って行って、そこにはいり、刻んだ像とエポデとテラピムと鋳た像とを取ったが、祭司は武器を帯びた六百人の者と共に門の入口に立っていた。
07121200bd	彼らがミカの家にはいって刻んだ像とエポデとテラピムと鋳た像とを取った時、祭司は彼らに言った、「あなたがたは何をなさいますか」。
071213013b	彼らは言った、「黙りなさい。あなたの手を口にあてて、われわれと一緒にきて、われわれのために父とも祭司ともなりなさい。ひとりの家の祭司であるのと、イスラエルの一部族、一氏族の祭司であるのと、どちらがよいですか」。
0712140069	祭司は喜んで、エポデとテラピムと刻んだ像とを取り、民のなかに加わった。
0712150078	かくて彼らは身をめぐらして去り、その子供たちと家畜と貨財をさきにたてて進んだが、
071216007b	ミカの家をはるかに離れたとき、ミカは家に近い家の人々を集め、ダンの人々に追いつき、
07121700ae	ダンの人々を呼んだので、彼らはふり向いてミカに言った、「あなたがそのように仲間を連れてきたのは、どうしたのですか」。
0712180117	彼は言った、「あなたがたが、わたしの造った神々および祭司を奪い去ったので、わたしに何が残っていますか。しかるにあなたがたがわたしに向かって『どうしたのですか』と言われるとは何事ですか」。
07121900e1	ダンの人々は彼に言った、「あなたは大きな声を出さないがよい。気の荒い連中があなたに撃ちかかって、あなたは自分の命と家族の命を失うようになるでしょう」。
07121a0090	こうしてダンの人々は去って行ったが、ミカは彼らの強いのを見て、くびすをかえして自分の家に帰った。
07121b00f9	さて彼らはミカが造った物と、ミカと共にいた祭司とを奪ってライシにおもむき、穏やかで、安らかな民のところへ行って、つるぎをもって彼らを撃ち、火をつけてその町を焼いたが、
07121c00ea	シドンを遠く離れており、ほかの民との交わりがなかったので、それを救うものがなかった。その町はベテレホブに属する谷にあった。彼らは町を建てなおしてそこに住み、
07121d009f	イスラエルに生れた先祖ダンの名にしたがって、その町の名をダンと名づけた。その町の名はもとはライシであった。
07121e00f6	そしてダンの人々は刻んだ像を自分たちのために安置し、モーセの孫すなわちゲルショムの子ヨナタンとその子孫がダンびとの部族の祭司となって、国が捕囚となる日にまで及んだ。
07121f0075	神の家がシロにあったあいだ、常に彼らはミカが造ったその刻んだ像を飾って置いた。
07130100ea	そのころ、イスラエルに王がなかった時、エフライムの山地の奥にひとりのレビびとが寄留していた。彼はユダのベツレヘムからひとりの女を迎えて、めかけとしていたが、
