0100000007	Genèse
030f0b00ac	Celui qu’aura touché celui qui a un flux et qui n’aura pas lavé ses mains dans l’eau, lavera ses vêtements, se baignera dans l’eau et sera impur jusqu’au soir.
030f0c0073	Tout vase de terre qu’aura touché celui qui a un flux sera brisé, et tout vase de bois sera lavé dans l’eau.
030f0d00bc	Lorsque celui qui a un flux sera purifié de son flux, il comptera sept jours pour sa purification; il lavera alors ses vêtements, baignera son corps dans de l’eau vive, et il sera pur.
030f0e00a7	Le huitième jour, ayant pris deux tourterelles ou deux jeunes pigeons, il viendra devant Yahweh, à l’entrée de la tente de réunion, et il les donnera au prêtre.
030f0f00a4	Le prêtre les offrira, l’un en sacrifice pour le péché, l’autre en holocauste, et le prêtre fera pour lui l’expiation devant Yahweh, à cause de son flux.
030f100070	L’homme qui aura un épanchement séminal baignera tout son corps dans l’eau, et sera impur jusqu’au soir.
030f11008b	Tout vêtement et toute peau qui seront atteints par l’épanchement séminal seront lavés dans l’eau et seront impurs jusqu’au soir.
030f120092	Si une femme a couché avec un homme et a eu commerce avec lui, elle se baignera dans l’eau ainsi que lui, et ils seront impurs jusqu’au soir.
030f130097	Quand une femme aura un flux, un flux de sang dans sa chair, elle sera sept jours dans son impureté. Quiconque la touchera sera impur jusqu’au soir.
030f140080	Tout meuble sur lequel elle se couchera pendant son impureté sera impur, et tout objet sur lequel elle s’assiéra sera impur.
030f150069	Quiconque touchera son lit lavera ses vêtements, se baignera dans l’eau et sera impur jusqu’au soir.
030f16008a	Quiconque touchera un objet sur lequel elle se sera assise, lavera ses vêtements, se baignera dans l’eau et sera impur jusqu’au soir.
030f170082	S’il y a une chose sur le lit ou sur le siège sur lequel elle s’est assise, celui qui la touchera sera impur jusqu’au soir.
030f1800a1	Si un homme couche avec elle et que l’impureté de cette femme vienne sur lui, il sera impur pendant sept jours, et tout lit sur lequel il couchera sera impur.
030f1900f2	Quand une femme aura un flux de sang pendant plusieurs jours en dehors du temps accoutumé, ou si son flux se prolonge au-delà du temps de son impureté, elle sera impure tout le temps de ce flux, comme au temps de son impureté menstruelle.
030f1a00d9	Tout lit sur lequel elle couchera tout le temps de ce flux, sera pour elle comme le lit de son impureté menstruelle, et tout objet sur lequel elle s’assiéra, sera impur comme au temps de son impureté menstruelle.
030f1b0074	Quiconque les touchera sera impur; il lavera ses vêtements, se baignera dans l’eau et sera impur jusqu’au soir.
030f1c0063	Lorsqu’elle sera purifiée de son flux, elle comptera sept jours, après lesquels elle sera pure.
030f1d008e	Le huitième jour, elle prendra deux tourterelles ou deux jeunes pigeons, et les apportera au prêtre, à l’entrée de la tente de réunion.
030f1e00b7	Le prêtre les offrira, l’un en sacrifice pour le péché, l’autre en holocauste, et le prêtre fera pour elle l’expiation devant Yahweh, à cause du flux qui la rendait impure.
030f1f00b6	Vous apprendrez aux enfants d’Israël à se purifier de leurs impuretés, de peur qu’ils ne meurent à cause de leur impureté, en souillant ma Demeure qui est au milieu d’eux.
030f20006c	Telle est la loi concernant l’homme qui a une gonorrhée ou qui est souillé par un épanchement séminal,
030f21009f	et concernant la femme qui a son flux menstruel, et toute personne ayant un flux, soit homme, soit femme, et pour l’homme qui couche avec une femme impure.»
0310010088	Yahweh parla à Moïse, après la mort des deux fils d’Aaron, qui furent frappés lorsqu’ils s’approchèrent de la face de Yahweh.
0310020101	Yahweh dit à Moïse: «Parle à ton frère Aaron, afin qu’il n’entre pas en tout temps dans le sanctuaire, au-dedans du voile, devant le propitiatoire qui est sur l’arche, de peur qu’il ne meure; car j’apparais dans la nuée sur le propitiatoire.
031003009f	Voici le rite suivant lequel Aaron entrera dans le sanctuaire. Il prendra un jeune taureau pour le sacrifice pour le péché et un bélier pour l’holocauste.
031004010b	Il se revêtira de la sainte tunique de lin et mettra sur sa chair des caleçons de lin; il se ceindra d’une ceinture de lin et se couvrira la tête d’une tiare de lin: ce sont les vêtements sacrés qu’il revêtira, après avoir baigné son corps dans l’eau.
0310050085	Il recevra de l’assemblée des enfants d’Israël deux boucs pour le sacrifice pour le péché, et un bélier pour l’holocauste.
031006005f	Aaron offrira son taureau pour le péché, et il fera l’expiation pour lui et pour sa maison.
0310070065	Puis il prendra les deux boucs et, les placera devant Yahweh, à l’entrée de la tente de réunion.
0310080055	Aaron jettera le sort sur les deux boucs, un sort pour Yahweh et un sort pour Azazel.
0310090074	Aaron fera approcher le bouc sur lequel sera tombé le sort pour Yahweh et l’offrira en sacrifice pour le péché.
03100a00ac	Et le bouc sur lequel sera tombé le sort pour Azazel, il le placera vivant devant Yahweh, afin de faire l’expiation sur lui et de le lâcher dans le désert pour Azazel.
03100b00b4	Aaron offrira donc le taureau du sacrifice pour le péché qui est pour lui, et il fera l’expiation pour lui et pour sa maison. Après avoir égorgé son taureau pour le péché,
03100c00ba	il prendra un encensoir plein de charbons ardents de dessus l’autel, de devant Yahweh, et deux poignées de parfum odoriférant en poudre; et ayant porté ces choses au-delà du voile,
03100d0096	il mettra le parfum sur le feu devant Yahweh, afin que la nuée du parfum couvre le propitiatoire qui est sur le témoignage, et qu’il ne meure pas.
03100e00b9	Il prendra du sang du taureau, et en fera aspersion avec son doigt sur la face orientale du propitiatoire, et il fera avec son doigt sept fois aspersion du sang devant le propitiatoire.
03100f010c	Il égorgera le bouc du sacrifice pour le péché qui est pour le peuple, et il en portera le sang au delà du voile et, faisant de ce sang comme il a fait du sang du taureau, il en fera l’aspersion une fois sur le propitiatoire et sept fois devant le propitiatoire.
031010010a	C’est ainsi qu’il fera l’expiation pour le sanctuaire à cause des souillures des enfants d’Israël et de toutes leurs transgressions, selon qu’ils ont péché. Il fera de même pour la tente de réunion, qui demeure avec eux au milieu de leurs souillures.
03101100ee	Qu’il n’y ait personne dans la tente de réunion lorsqu’il entrera pour faire l’expiation dans le sanctuaire, jusqu’à ce qu’il en sorte. Il fera l’expiation pour lui, pour sa maison et pour toute l’assemblée d’Israël.
03101200c5	Il ira en sortant vers l’autel qui est devant Yahweh, et fera l’expiation pour l’autel: ayant pris du sang du taureau et du sang du bouc, il en mettra sur les cornes de l’autel tout autour.
031013008d	Il fera sur l’autel, avec son doigt, sept fois aspersion du sang; il le purifiera et le sanctifiera des souillures des enfants d’Israël.
031014008f	Lorsqu’il aura achevé de faire l’expiation pour le sanctuaire, pour la tente de réunion et pour l’autel, il présentera le bouc vivant.
031015011b	Ayant posé ses deux mains sur la tête du bouc vivant, Aaron confessera sur lui toutes les iniquités des enfants d’Israël et toutes leurs transgressions, selon qu’ils ont péché; il les mettra sur la tête du bouc et il l’enverra ensuite au désert par un homme tout prêt.
031016007b	Le bouc emportera sur lui toutes leurs iniquités dans une terre inhabitée, et l’homme lâchera le bouc dans le désert.
03101700a3	Alors Aaron entrera dans la tente de réunion; il quittera les vêtements de lin qu’il avait revêtus pour entrer dans le sanctuaire et, les ayant déposés là,
0310180050	il baignera son corps dans l’eau en un lieu saint et reprendra ses vêtements.
03101900b2	Il sortira ensuite, offrira son holocauste et celui du peuple, fera l’expiation pour lui et pour le peuple, et fera fumer sur l’autel la graisse du sacrifice pour le péché.
03101a008b	Celui qui aura lâché le bouc pour Azazel lavera ses vêtements et baignera son corps dans l’eau; après quoi, il rentrera dans le camp.
03101b00e7	On emportera hors du camp le taureau pour le péché et le bouc pour le péché, dont le sang aura été porté dans le sanctuaire pour faire l’expiation, et l’on consumera par le feu leur peau, leur chair et leurs excréments.
03101c007c	Celui qui les aura brûlés lavera ses vêtements et baignera son corps dans l’eau; après quoi, il rentrera dans le camp.
03101d00cf	Ceci sera pour vous une loi perpétuelle: au septième mois, le dixième jour du mois, vous affligerez vos âmes et ne ferez aucun ouvrage, ni l’indigène, ni l’étranger qui séjourne au milieu de vous.
03101e007a	Car en ce jour on fera l’expiation pour vous, afin de vous purifier; vous serez purs de tous vos péchés devant Yahweh.
03101f006a	Ce sera pour vous un sabbat, un jour de repos, et vous affligerez vos âmes. C’est une loi perpétuelle.
03102000f4	L’expiation sera faite, dans l’avenir, par le grand prêtre qui aura reçu l’onction et qui aura été installé pour remplir les fonctions sacerdotales à la place de son père. Il revêtira des vêtements de lin, des vêtements sacrés.
03102100db	Il fera l’expiation pour le sanctuaire de sainteté, il fera l’expiation pour la tente de réunion et pour l’autel des holocaustes; il fera l’expiation pour les prêtres et pour tout le peuple de l’assemblée.
03102200bf	Ce sera pour vous une loi perpétuelle: l’expiation se fera une fois chaque année pour les enfants d’Israël, à cause de leurs péchés.» On fit ce que Yahweh avait ordonné à Moïse.
0311010022	Yahweh parla à Moïse, en disant:
0311020076	«Parle à Aaron et à ses fils, et à tous les enfants d’Israël, et tu leur diras: Voici ce que Yahweh a ordonné.
0311030073	Tout homme de la maison d’Israël qui, dans le camp ou hors du camp, égorge un bœuf, une brebis ou une chèvre,
03110400e9	sans l’amener à l’entrée de la tente de réunion pour le présenter en offrande à Yahweh devant la Demeure de Yahweh, le sang sera imputé à cet homme; il a répandu le sang, cet homme sera retranché du milieu de son peuple.
03110500e7	C’est afin que les enfants d’Israël, au lieu d’immoler leurs victimes dans la campagne, les amènent au prêtre devant Yahweh, à l’entrée de la tente de réunion, et qu’ils les offrent à Yahweh en sacrifice pacifique.
0311060097	Le prêtre répandra le sang sur l’autel de Yahweh, à l’entrée de la tente de réunion, et il fera fumer la graisse en odeur agréable à Yahweh.
031107009d	Ils n’offriront plus leurs sacrifices aux satyres, avec lesquels ils se prostituent. Ce sera pour eux une loi perpétuelle de génération en génération.
03110800a4	Tu leur diras encore: Tout homme de la maison d’Israël ou d’entre les étrangers séjournant au milieu d’eux qui offrira un holocauste ou un autre sacrifice,
03110900a0	et n’amènera pas la victime à l’entrée de la tente de réunion pour l’offrir en sacrifice à Yahweh, cet homme sera retranché du milieu de son peuple.
03110a00ef	Tout homme de la maison d’Israël ou d’entre les étrangers séjournant au milieu d’eux qui mangera le sang d’un animal quelconque, je tournerai ma face contre celui qui mange le sang, et je le retrancherai du milieu de son peuple;
03110b00be	car l’âme de la chair est dans le sang, et je vous l’ai donné en vue de l’autel pour qu’il servit d’expiation pour vos âmes; car c’est par l’âme que le sang fait expiation.
03110c00a9	C’est pourquoi j’ai dit aux enfants d’Israël: Personne d’entre vous ne mangera du sang, et l’étranger qui séjourne au milieu de vous ne mangera pas du sang.
03110d00d1	Tout homme d’entre les enfants d’Israël ou d’entre les étrangers séjournant au milieu d’eux qui prend à la chasse un animal ou un oiseau qui se mange, il en versera le sang et le couvrira de terre;
03110e00f6	car l’âme de toute chair, c’est son sang il en est son âme. C’est pourquoi j’ai dit aux enfants d’Israël: Vous ne mangerez le sang d’aucune chair; car l’âme de toute chair, c’est son sang: quiconque en mangera sera retranché.
03110f00c6	Toute personne, née dans le pays ou étrangère, qui mangera d’une bête morte ou déchirée, lavera ses vêtements, se baignera dans l’eau, et sera impure jusqu’au soir; puis elle sera pure.
031110004e	Si elle ne lave pas ses vêtements et son corps, elle portera son iniquité.»
0312010022	Yahweh parla à Moïse, en disant:
0312020049	«Parle aux enfants d’Israël, et dis-leur: Je suis Yahweh, votre Dieu.
03120300c5	Vous ne ferez point ce qui se fait dans le pays d’Égypte où vous avez habité, et vous ne ferez point ce qui se fait dans le pays de Chanaan où je vous conduis: vous ne suivrez pas leurs lois.
031204006a	Vous pratiquerez mes ordonnances et vous observerez mes lois: vous les suivrez. Je suis Yahweh votre Dieu.
0312050072	Vous observerez mes Lois et mes ordonnances; l’homme qui les mettra en pratique vivra par elles. Je suis Yahweh.
0312060074	Aucun de vous ne s’approchera d’une femme qui est sa proche parente, pour découvrir sa nudité: je suis Yahweh.
031207007e	Tu ne découvriras pas la nudité de ton père et la nudité de ta mère. C’est ta mère, tu ne découvriras pas sa nudité.
031208005c	Tu ne découvriras pas la nudité de la femme de ton père: c’est la nudité de ton père.
03120900ab	Tu ne découvriras pas la nudité de ta sœur, fille de ton père ou fille de ta mère, née dans la maison ou née hors de la maison; tu ne découvriras pas leur nudité.
03120a006d	Tu ne découvriras pas la nudité de la fille de ton fils ou de la fille de ta fille: car c’est ta nudité.
03120b006c	Tu ne découvriras pas la nudité de la fille de la femme de ton père, née de ton père: c’est ta sœur.
03120c005a	Tu ne découvriras pas la nudité de la sœur de ton père: c’est la chair de ton père.
03120d0058	Tu ne découvriras pas la nudité de la sœur de ta mère: c’est la chair de ta mère.
03120e006a	Tu ne découvriras pas la nudité du frère de ton père, en t’approchant de sa femme: c’est ta tante.
03120f0075	Tu ne découvriras pas la nudité de ta belle-fille: c’est la femme de ton fils, tu ne découvriras pas sa nudité.
031210005e	Tu ne découvriras pas la nudité de la femme de ton frère: c’est la nudité de ton frère.
03121100cd	Tu ne découvriras pas la nudité d’une femme et de sa fille: tu ne prendras pas la fille de son fils ni la fille de sa fille, pour découvrir leur nudité: elles sont proches parentes, c’est un crime.
0312120083	Tu ne prendras pas la sœur de ta femme, pour en faire une rivale, en découvrant sa nudité avec celle de ta femme, de son vivant.
0312130066	Tu ne t’approcheras pas d’une femme pendant son impureté menstruelle, pour découvrir sa nudité.
0312140054	Tu n’auras pas commerce avec la femme de ton prochain, pour te souiller avec elle.
0312150099	Tu ne donneras aucun de tes enfants pour le faire passer par le feu en l’honneur de Moloch, et tu ne profaneras pas le nom de ton Dieu. Je suis Yahweh.
0312160058	Tu ne coucheras pas avec un homme comme on fait avec une femme: c’est une abomination.
031217009a	Tu ne coucheras pas avec une bête, pour te souiller avec elle. La femme ne se tiendra pas devant une bête pour se prostituer à elle: c’est une honte.
0312180084	Ne vous souillez par aucune de ces choses, car c’est par elles que se sont souillées les nations que je vais chasser devant vous.
0312190055	Le pays a été souillé; je punirai ses iniquités, et le pays vomira ses habitants.
03121a00ad	Mais vous, vous observerez mes lois et mes ordonnances, et vous ne commettrez aucune de ces abominations, ni l’indigène, ni l’étranger qui séjourne au milieu de vous.
03121b007e	Car toutes ces abominations, les hommes du pays, qui y ont été avant vous, les ont commises, et le pays en a été souillé.
03121c006d	Et le pays ne vous vomira pas pour l’avoir souillé, comme il a vomi les nations qui y étaient avant vous.
03121d006b	Car tous ceux qui commettront quelqu’une de ces abominations seront retranchés du milieu de leur peuple.
03121e00bc	Vous observerez mes commandements, afin de ne pratiquer aucun des usages abominables qui se pratiquaient avant vous, et vous ne vous souillerez point par eux. Je suis Yahweh, votre Dieu.»
0313010022	Yahweh parla à Moïse, en disant:
0313020072	«Parle à toute l’assemblée d’Israël, et dis-leur: Soyez saints, car je suis saint, moi Yahweh, votre Dieu.
0313030065	Que chacun de vous craigne sa mère et son père, et observe mes sabbats. Je suis Yahweh, votre Dieu.
031304006d	Ne vous tournez point vers les idoles, et ne vous faites point de dieux de fonte. Je suis Yahweh, votre Dieu.
0313050070	Quand vous offrirez à Yahweh un sacrifice pacifique, vous l’offrirez de manière à vous concilier sa faveur.
031306008c	La victime sera mangée le jour où vous l’immolerez, ou le lendemain; ce qui restera jusqu’au troisième jour sera consumé par le feu.
0313070068	Si quelqu’un en mange le troisième jour, c’est une abomination: le sacrifice ne sera point agréé.
0313080083	Celui qui en mangera portera son iniquité, car il profane ce qui est consacré à Yahweh: cet homme sera retranché de son peuple.
03130900ad	Quand vous ferez la moisson de votre pays, tu ne moissonneras pas jusqu’à la limite extrême de ton champ, et tu ne ramasseras pas ce qu’il y a à glaner de ta moisson.
03130a00ca	Tu ne cueilleras pas non plus les grappes restées dans ta vigne, et tu ne ramasseras pas les fruits tombés dans ton verger; tu laisseras cela au pauvre et à l’étranger. Je suis Yahweh, votre Dieu.
03130b0066	Vous ne déroberez point, et vous n’userez ni de tromperie ni de mensonge les uns envers les autres.
03130c0065	Vous ne jurerez point par mon nom, en mentant, car tu profanerais le nom de ton Dieu. Je suis Yahweh.
03130d008b	Tu n’opprimeras point ton prochain, et tu ne le dépouilleras pas. Le salaire du mercenaire ne restera pas chez toi jusqu’au lendemain.
03130e00be	Tu ne proféreras point de malédiction contre un sourd, et tu ne mettras pas devant un aveugle quelque chose qui puisse le faire tomber; car tu auras la crainte de ton Dieu. Je suis Yahweh.
03130f00c6	Vous ne commettrez pas d’injustice dans le jugement: tu n’auras pas de faveur pour le pauvre, et tu n’auras pas de complaisance pour le puissant; mais tu jugeras ton prochain selon la justice.
031310008b	Tu n’iras pas semant la diffamation parmi ton peuple. Tu ne te tiendras pas comme témoin contre le sang de ton prochain. Je suis Yahweh.
0313110089	Tu ne haïras point ton frère dans ton cœur, mais tu reprendras ton prochain, afin de ne pas te charger d’un péché à cause de lui.
0313120096	Tu ne te vengeras point, et tu ne garderas point de rancune contre les enfants de ton peuple. Tu aimeras ton prochain comme toi-même. Je suis Yahweh.
03131300e3	Vous observerez mes lois. Tu n’accoupleras point des bestiaux de deux espèces différentes; tu n’ensemenceras pas ton champ de deux espèces de semences; et tu ne porteras point un vêtement tissu de deux espèces de fils.
03131400f8	Si un homme couche et a commerce avec une femme qui soit une esclave fiancée à un autre homme et qui n’a pas été rachetée ou affranchie, ils seront châtiés tous deux, mais non punis de mort, parce que l’esclave n’était pas affranchie.
031315007c	Pour sa faute, l’homme amènera à Yahweh, à l’entrée de la tente de réunion, un bélier en sacrifice de réparation.
03131600b6	Le prêtre fera pour lui l’expiation devant Yahweh avec le bélier du sacrifice de réparation, pour le péché qu’il a commis, et le péché qu’il a commis lui sera pardonné.
03131700e2	Quand vous serez entrés dans le pays et que vous aurez planté toutes sortes d’arbres fruitiers, vous en regarderez les fruits comme incirconcis: pendant trois ans, ils seront incirconcis pour vous: on n’en mangera point.
031318004f	La quatrième année, tous leurs fruits seront consacrés en louange à Yahweh.
031319007e	La cinquième année, vous en mangerez les fruits, et ainsi l’arbre vous continuera son rapport. Je suis Yahweh, votre Dieu.
03131a0055	Vous ne mangerez rien avec du sang. Vous ne pratiquerez ni la divination ni la magie.
03131b0069	Vous ne tondrez point en rond les coins de votre chevelure, et tu ne raseras point les coins de ta barbe.
03131c0082	Vous ne ferez point d’incisions dans votre chair pour un mort, et vous n’imprimerez point de figures sur vous. Je suis Yahweh.
03131d007b	Ne profane pas ta fille en la prostituant, de peur que le pays ne se livre à la prostitution et ne se remplisse de crimes.
03131e004f	Vous observerez mes sabbats et vous révérerez mon sanctuaire. Je suis Yahweh.
03131f00a1	Ne vous adressez point à ceux qui évoquent les esprits, ni aux devins; ne les consultez point, pour ne pas être souillés par eux. Je suis Yahweh, votre Dieu.
031320007a	Tu te lèveras devant une tête blanchie, et tu honoreras la personne du vieillard. Tu craindras ton Dieu. Je suis Yahweh.
0313210059	Si un étranger vient séjourner avec vous dans votre pays, vous ne l’opprimerez point.
03132200cd	Vous traiterez l’étranger en séjour parmi vous comme un indigène du milieu de vous; tu l’aimeras comme toi-même, car vous avez été étrangers dans le pays d’Égypte. Je suis Yahweh, votre Dieu.
031323009c	Vous ne commettrez point d’injustice, soit dans les jugements, soit dans les mesures de longueur, soit dans les poids, soit dans les mesures de capacité.
031324009a	Vous aurez des balances justes, des poids justes, un épha juste et un hin juste. Je suis Yahweh, votre Dieu, qui vous ai fait sortir du pays d’Égypte.
031325006d	Vous observerez toutes mes lois et toutes mes ordonnances, et vous les mettrez en pratique. Je suis Yahweh.»
0314010022	Yahweh parla à Moïse, en disant:
03140200df	«Tu diras aux enfants d’Israël: Quiconque d’entre les enfants d’Israël ou d’entre les étrangers qui séjournent en Israël donne à Moloch l’un de ses enfants, sera puni de mort: le peuple du pays le lapidera.
03140300cc	Et moi, je tournerai ma face contre cet homme, et je le retrancherai du milieu de son peuple, parce qu’il aura livré un de ses enfants à Moloch, pour souiller mon sanctuaire et profaner mon saint nom.
0314040076	Si le peuple du pays ferme les yeux sur cet homme quand il donnera de ses enfants à Moloch, et ne le fait pas mourir,
03140500b8	moi, je tournerai ma face contre cet homme et contre sa famille, et je le retrancherai du milieu de son peuple, avec tous ceux qui se prostituent comme lui en se prostituant à Moloch.
03140600bf	Si quelqu’un s’adresse à ceux qui évoquent les esprits et aux devins, pour se prostituer après eux, je tournerai ma face contre cet homme et je le retrancherai du milieu de son peuple.
031407004c	Vous vous sanctifierez et vous serez saints, car je suis Yahweh, votre Dieu.
031408005d	Vous observerez mes lois et vous les mettrez en pratique. Je suis Yahweh, qui vous sanctifie.
0314090072	Quiconque maudit son père ou sa mère sera puni de mort; il a maudit son père ou sa mère: son sang est sur lui.
03140a00b4	Si un homme commet adultère avec une femme mariée, et s’il commet adultère avec la femme de son prochain, ils seront tous deux punis de mort, l’homme et la femme adultères.
03140b0095	Si un homme couche avec la femme de son père, et découvre ainsi la nudité de son père, ils seront tous deux punis de mort: leur sang est sur eux.
03140c0083	Si un homme couche avec sa belle-fille, ils seront tous deux punis de mort; ils ont fait une chose honteuse: leur sang est sur eux.
03140d009c	Si un homme couche avec un homme comme on fait avec une femme, ils ont fait tous deux une chose abominable, ils seront punis de mort: leur sang est sur eux.
03140e0097	Si un homme prend pour femmes la fille et la mère, c’est un crime; on les livrera au feu, lui et elles, afin que ce crime n’existe pas parmi vous.
03140f0056	L’homme qui aura commerce avec une bête sera puni de mort, et vous tuerez la bête.
0314100098	Si une femme s’approche d’une bête pour se prostituer à elle, tu tueras la femme et la bête; elles seront mises à mort: leur sang est sur elles.
0314110110	Si un homme prend sa sœur, fille de son père ou fille de sa mère, s’il voit sa nudité et qu’elle voie la sienne, c’est une infamie; ils seront retranchés sous les yeux des enfants de leur peuple. Il a découvert la nudité de sa sœur, il portera son iniquité.
03141200de	Si un homme couche avec une femme qui a son indisposition menstruelle, et découvre sa nudité, il a découvert son flux, et elle a découvert le flux de son sang; ils seront retranchés tous deux du milieu de leur peuple.
031413009f	Tu ne découvriras point la nudité de la sœur de ta mère, ni de la sœur de ton père, car c’est découvrir sa propre chair: ils porteront leur iniquité.
031414007e	Si un homme couche avec sa tante, il découvre la nudité de son oncle; ils porteront leur péché: ils mourront sans enfants.
0314150083	Si un homme prend la femme de son frère, c’est une impureté; il a découvert la nudité de son frère: ils seront sans enfants.
03141600a1	Vous observerez toutes mes lois et toutes mes ordonnances et vous les mettrez en pratique, afin que le pays où je vous mène pour y habiter ne vous vomisse pas.
031417008e	Vous ne suivrez pas les usages des nations que je vais chasser de devant vous; car elles ont fait toutes ces choses, et je les ai en dégoût.
03141800d5	Je vous ai dit: C’est vous qui posséderez leur terre; je vous la donnerai pour la posséder; c’est un pays où coulent le lait et le miel. Je suis Yahweh, votre Dieu, qui vous ai séparés des autres peuples.
03141900f9	Vous distinguerez entre les animaux purs et impurs, entre les oiseaux purs et impurs, et vous ne vous rendrez pas abominables par des animaux, par des oiseaux et par tout ce qui se meut sur la terre, que je vous ai appris à distinguer comme impurs.
03141a0082	Vous serez saints pour moi, car je suis saint, moi Yahweh, et je vous ai séparés des autres peuples, afin que vous soyez à moi.
03141b0086	Tout homme ou femme qui évoque les esprits ou s’adonne à la divination sera mis à mort; on les lapidera: leur sang est sur eux.»
0315010085	Yahweh dit à Moïse: «Parle aux prêtres, fils d’Aaron, et dis-leur: Nul ne se rendra impur au milieu de son peuple pour un mort,
0315020075	excepté pour son parent du même rang, pour sa mère, pour son père, pour son fils, pour sa fille, pour son frère,
031503006d	et pour sa sœur vierge, qui vit auprès de lui, n’étant pas encore mariée; pour elle il se rendra impur.
0315040058	Chef de maison parmi son peuple, il ne se souillera pas et ne profanera pas sa dignité.
0315050090	Les prêtres ne se raseront pas la tête, ils n’enlèveront pas les côtés de leur barbe, et ils ne feront pas d’incisions dans leur chair.
03150600b8	Ils seront saints pour leur Dieu, et ils ne profaneront pas le nom de leur Dieu, car ils offrent à Yahweh des sacrifices consumés par le feu, le pain de leur Dieu: ils seront saints.
031507009f	Ils ne prendront point une femme prostituée ou déshonorée; ils ne prendront point une femme répudiée par son mari, car le prêtre est saint pour son Dieu.
0315080087	Tu le tiendras pour saint, car il offre le pain de ton Dieu; il sera saint pour toi, car je suis saint, moi Yahweh, qui vous sanctifie.
0315090071	Si la fille d’un prêtre se déshonore en se prostituant, elle déshonore son père: elle sera brûlée au feu.
03150a00ef	Le grand prêtre qui est au-dessus de ses frères, sur la tête duquel a été répandue l’huile d’onction, et qui a été installé pour revêtir les vêtements sacrés, ne découvrira pas sa tête et ne déchirera pas ses vêtements.
03150b005c	Il n’approchera d’aucun mort; il ne se rendra impur ni pour son père, ni pour sa mère.
03150c009e	Il ne sortira pas du sanctuaire, et ne profanera pas le sanctuaire de son Dieu, car l’huile d’onction de son Dieu est un diadème sur lui. Je suis Yahweh.
03150d0021	Il prendra pour femme une vierge.
03150e009d	Il ne prendra ni une veuve, ni une femme répudiée, ni une femme déshonorée ou prostituée; mais il prendra pour femme une vierge du milieu de son peuple.
03150f0066	Il ne déshonorera pas sa postérité au milieu de son peuple; car je suis Yahweh, qui le sanctifie.»
0315100022	Yahweh parla à Moïse, en disant:
03151100a7	«Parle à Aaron, et dis-lui: Nul homme de ta race, dans toutes les générations, qui aura une difformité corporelle, n’approchera pour offrir le pain de ton Dieu.
031512008b	Car nul homme qui a une difformité corporelle n’approchera: un homme aveugle ou boiteux, ou qui aura une mutilation ou une excroissance;
0315130038	ou un homme qui aura une fracture au pied ou à la main;
031514006b	qui sera bossu ou nain, ou qui aura une tache à l’œil, la gale, une dartre ou les testicules écrasés.
03151500f3	Nul homme de la race du prêtre Aaron qui aura une difformité corporelle, ne s’approchera pour offrir à Yahweh les sacrifices faits par le feu; il a une difformité corporelle: qu’il ne s’approche point pour offrir le pain de son Dieu.
0315160055	Il pourra manger le pain de son Dieu, des choses très saintes et des choses saintes.
03151700c1	Mais il n’ira point vers le voile et ne s’approchera point de l’autel, car il a une difformité corporelle; il ne profanera point mes sanctuaires, car je suis Yahweh; qui les sanctifie.»
031518004f	Ainsi parla Moïse à Aaron et à ses fils, et à tous les enfants d’Israël.
0316010022	Yahweh parla à Moïse, en disant:
03160200b8	«Parle à Aaron et à ses fils, afin qu’ils s’abstiennent des choses saintes que me consacrent les enfants d’Israël, et qu’ils ne profanent pas mon saint nom. Je suis Yahweh.
03160300ea	Dis-leur: Tout homme de votre race qui, dans toutes vos générations, ayant sur lui quelque impureté, s’approchera des choses saintes que les enfants d’Israël consacrent à Yahweh, sera retranché de devant moi. Je suis Yahweh.
031604011b	Tout homme de la race d’Aaron qui aura la lèpre ou une gonorrhée, ne mangera pas des choses saintes, jusqu’à ce qu’il soit pur. Il en sera de même de celui qui aura touché une personne souillée par le contact d’un cadavre, de celui qui aura eu un épanchement séminal,
0316050099	de celui qui aura touché soit un animal rampant qui l’ait rendu impur, soit un homme impur qui lui ait communiqué sa souillure quelle qu’elle soit.
0316060089	Celui qui touchera ces choses sera impur jusqu’au soir et il ne mangera pas des choses saintes; mais il baignera son corps dans l’eau
0316070073	et, après le coucher du soleil, il sera pur; il pourra manger alors des choses saintes, car c’est sa nourriture.
031608006c	Il ne mangera pas d’une bête morte ou déchirée, de manière à être souillé par elle; je suis Yahweh.
03160900c0	Ils observeront mes commandements, de peur qu’ils ne se chargent d’un péché à ce sujet, et qu’ils ne meurent pour avoir profané les choses saintes. Je suis Yahweh, qui les sanctifie.
03160a0088	Aucun étranger ne mangera des choses saintes; celui qui demeure chez un prêtre et le mercenaire ne mangeront point des choses saintes.
03160b00a2	Mais un esclave acquis par le prêtre à prix d’argent pourra en manger; il en est de même de celui qui est né dans sa maison: ils mangeront de sa nourriture.
03160c0074	La fille d’un prêtre, mariée à un étranger, ne mangera pas de ce qui a été prélevé sur les choses saintes.
03160d00f8	Mais si la fille d’un prêtre, devenue veuve ou répudiée, sans avoir d’enfants, retourne dans la maison de son père, comme elle y était dans sa jeunesse, elle pourra manger de la nourriture de son père; mais aucun étranger n’en mangera.
03160e0086	Si un homme mange par erreur d’une chose sainte, il restituera au prêtre la valeur de la chose sainte, en y ajoutant un cinquième.
