2800000005	Mateo
2a050d0082	Eta Iesusec escua hedaturic hunqui ceçan hura, cioela, Nahi diat, aicén chahu. Eta bertan sorhayotassuna parti cedin harenganic.
2a050e00c3	Eta harc mana ceçan nehori ezlerrón: baina ohá, diotsa, eracuts ieçoc eure buruä Sacrificadoreari, eta presenta eçac eure chahutzeagatic Moysesec ordenatu duen beçala hæy testimoniagetan.
2a050f009b	Eta harçazco proposa gueroago aitzinago hedatzen cen, eta gendetze handiac biltzen ciraden ençutera, eta bere eritassunetaric harçaz senda litecençát.
2a05100043	Baina bera retiratua cegoen desertuetan, eta othoitz eguiten çuen.
2a051100e8	Eta guertha cedin egun batez hura iracasten ari cela, phariseuac eta Legueco doctorac baitzeuden iarriric, cein ethor baitzitecen Galileaco eta Iudeaco eta Ierusalemeco burgu gucietaric: eta Iaunaren verthutea cen hayén sendatzeco.
2a0512009b	Orduan huná batzu, dacarqueitela ohean guiçon-bat cein baitzén paralytico: eta çabiltzan hura barnera ekarri nahaiz, eta haren aitzinean eçarri nahiz.
2a051300a6	Eta erideiten etzutenean nondic hura barnera liroiten, gendetzearen causaz, iganic etche gainera, teuletaric erauts ceçaten ohetchoarequin artera, Iesusen aitzinera:
2a0514005d	Eta hayén fedea ikussi çuenean, erran cieçón, Guiçoná, barkatu çaizquic eure bekatuac.
2a051500a2	Orduan has citecen pensatzen Scribác eta Phariseuac, cioitela, Nor da blasphemioac erraiten dituen haur? Norc barka ahal ditzaque bekatuac Iaincoac berac baicen?
2a05160074	Eta Iesusec eçaguturic hayén pensamenduac, ihardesten çuela erran ciecén, Cer pensatzen duçue çuen bihotzetan?
2a05170064	Cein da errachago, erraitea, Barkatu çaizquic eure bekatuac: ala erraitea, Iaiqui adi eta ebil adi?
2a051800c5	Daquiçuençat bada ecen guiçonaren Semeac baduela authoritate lurrean bekatuén barkatzeco (diotsa paralyticoari) Hiri erraiten drauat iaiqui adi, eta eure ohetchoa harturic habil eure etcherát.
2a0519008b	Eta bertan iaiquiric hayén aitzinean, eta altchatu çuenean bera cetzan ohetchoa, ioan cedin bere etcherát, glorificatzen çuela Iaincoa.
2a051a00b6	Eta icidura batec har citzan guciac, eta glorificatzen çutén Iaincoa: eta bethe citecen beldurtassunez, erraiten çutela, Segur ikussi ditugu egun nehorc vste etzituqueen gauçác.
2a051b008b	Eta gauça hayen buruän ilki cedin, eta ikus ceçan publicano Leui deitzen cembat, peage lekuan iarriric, eta erran cieçón, Arreit niri.
2a051c0049	Eta hura gauça guciac vtziric iaiqui cedin, eta iarreiqui içan çayón.
2a051d0090	Eta eguin cieçón banquet handibat Leuic bere etchean, eta cen publicanoezco eta berce hequin mahainean iarriric ceudenezco compainia handibat.
2a051e00b5	Eta hetaric Scriba eta Phariseu ciradenéc murmuratzen çuten haren discipuluen contra, cioitela, Cergatic publicanoequin eta gende vicitze gaichtotacoequin iaten eta edaten duçue?
2a051f0070	Eta ihardesten çuela Iesusec erran ciecén, Osso diradenéc eztute medicuren beharric: baina gaizqui daudenéc.
2a05200044	Eznaiz ethorri iustoén deitzera, baina bekatorén, emendamendutara.
2a052100a2	Eta hec erran cieçoten, Cergatic Ioannesen discipuluéc barur eguiten dute maiz eta othoitz eguiten, halaber Phariseuenec-ere: baia hiréc iaten eta edaten dute?
2a05220069	Eta harc erran ciecén, Barur eraci ahal ditzaqueçue ezconduaren gamberaco gendeac ezcondua hequin deno?
2a05230062	Baina ethorriren dirade egunac edequiren baitzaye ezcondua, orduan barur eguinen duté egun hetan.
2a052400d3	Guero comparationebat-ere erran ciécen, Nehorc eztrauca eratchequiten abillamendu berri baten pedaçua abillamendu çar bati: ezpere berriac ethencen du: eta çarrarequin ezta accordatzen berritic den pedaçua.
2a052500ab	Eta nehorc eztu eçarten mahatsarno berria çahagui çarretan, ezpere mahatsarno berriac çathituren ditu çahaguiac eta bera issuriren da, eta çahaguiac galduren dirade:
2a05260055	Baina mahatsarno berria çahagui berrietan eçarteco da: eta biac beguiratzen dirade.
2a0527006a	Eta ezta nehor çaharretic edaten duenic, bertan berritic nahi duenic: ecen erraiten du, Çaharra hobe da.
2a060100b1	Guertha cedin bada Sabbath egun bigarren lehenean, hura iragaiten baitzén ereincetan gaindi: eta buruca idoquiten ari baitziraden haren discipuluac, eta iaten escuez bihituric.
2a0602005e	Eta Phariseuetaric batzuc erran ciecén, Cergatic eguiten duçue Sabbathoan eguin sori eztena?
2a0603008e	Orduan ihardesten çuea Iesusec erran ciecén, Eztuçue haur-ere iracurri cer eguin çuen Dauid-ec gossetu cenean bera eta harequin ciradenac?
2a060400be	Nola sarthu içan cen Iaincoaren etchean eta propositioneco oguiac hartu cituen, eta ian cituen, eta eman ciecén harequin ciradeney-ere: hetaric iatea Sacrificadorén baicen sori eztelaric.
2a06050043	Guero erraiten cerauen, Guiçonaren Semea iabe da Sabbathoaren-ere.
2a0606009a	Eta guertha cedin berce Sabbath batez-ere hura sar baitzedin synagogara, eta iracasten baitzuen: eta cen han guiçon-bat eta haren escu escuyna cen eyhar.
2a06070083	Eta gogoatzen çuten hura Scribéc eta Phariseuéc eya Sabbathoan senda leçaqueenez, accusatione eriden leçatençat haren contra.
2a0608009c	Baina baceaquizquian hayén pensamenduac, eta diotsa guiçon escu eyharra çuenari, Iaiqui adi, eta ago çutic artean. Eta hura iaiquiric egon cedin çutic.
2a060900a1	Erran ciecén bada Iesusec, Interrogaturen çaituztet gauça batez, Sabbathoetan vngui eguitea da sori ala gaizqui eguitea? persona baten emparatzea ala galtzea?
2a060a0096	Eta hetara gucietara inguru behaturic, diotsa guiçonari, Hedeçac eure escua: eta harc eguin ceçan hala: eta senda cedin haren escua bercea beçain.
2a060b0055	Eta bethe citecen eraucimenduz, eta elkarrequin minço ciraden, cer leidioten Iesusi.
2a060c008b	Eta guertha cedin egun hetan, ioan baitzedin mendira othoitz eguitera, eta gau gucia han iragan ceçan Iaincoari othoitz eguiten ceraucala.
2a060d0072	Eta arguitu cenean dei citzan bere discipuluac, eta hetaric hauta citzan hamabi, cein Apostolu-ere dei baitzitzan,
2a060e006a	(Simon, Pierris-ere deithu çuena, eta Andriu haren anayea: Iacques eta Ioannes: Philippe eta Bartholomeo:
2a060f004c	Mattheu eta Thomas: Iacques Alpheoren semea, eta Simon Zelotes deitzen dena,
2a06100044	Iudas Iacquesen anayea: eta Iudas Iscariot, traidore-ere içan cena)
2a0611011f	Eta iautsiric hequin, gueldi cdin leku plano batetan, bere discipuluzco companiarequin, eta populu mulço handirequin Iudea gucitic, eta Ierusalemetic, eta Tyrco eta Sidongo itsas bazterretic, cein ethorri baitziraden hura ençun leçatençat, eta bere eritassunetaric senda litecençat:
2a0612003f	Eta spiritu satsuéz tormentatzen ciradenac: eta senda citecen.
2a0613006f	Eta populu gucia hura hunqui nahiz çabilan: ecen verthute harenganic ilkiten cen: eta sendatzen cituen guciac.
2a06140086	Orduan harc bere beguiac discipuluetarat altchaturic, erraiten çuen, Dohatsu çarete paubreác: ceren çuen baita Iaincoaren resumá.
2a0615008b	Dohatsu çarete orain gosse çaretenoc: ceren asseren baitzarete. Dohatsu çarete orain nigarrez çaudetenoc: ceren irri eguinen baituçue.
2a061600c0	Dohatsu içanen çarete, guiçonéc gaitzetsiren çaituztenean, eta iraitziren eta iniuriaturen çaituztenean, eta çuen icena gaichto beçala iraitziren dutenean, guiçonaren Semearen causaz.
2a0617009c	Aleguera albeitzinteizte egun hartan, eta bozcarioz iauz: ecen huná, çuen saria handi da ceruètan: ecen halaber eguiten cerauecen prophetey hayén aitec.
2a06180045	Baina maledictione çuey abratsoy: ecen baduçue çuen consolationea.
2a06190093	Maledictione çuey betheac çaretenoy: ecen gosse içanen çarete. Maledictione çuey orain irriz çaudetenoy: ecen auhen eta nigar eguinen duçue,
2a061a0081	Maledictione çuey, guiçon guciéc onherranen çaituztenean: ecen molde berean eguiten cerauecen propheta falsuey hayén aitéc.
2a061b006b	Baina çuey diotsuet dançuçuenoy, Onhets itzaçue çuen etsayac: vngui eguieçue gaitzesten çaituzteney.
2a061c0066	Benedicaitzaçue çuec maradicatzen çaituztenac: eta othoitz eguiçue oldartzen çaizquiçuenacgatic.
2a061d007f	Eta mathela batean ioiten auènari, para ieçóc bercea-ere: eta eure mantoa edequiten drauanari, iacca-ere eztieçoala debeta.
2a061e0054	Escatzen çauán guciari emóc, eta eurea edequiten drauanari, ezaquiola haren esca.
2a061f005d	Eta nola nahi baituçue eguin dieçaçuen çuey guiçonéc, çuec-ere eguieçue hæy halaber.
2a06200093	Ecen baldin onhesten badituçue çuec onhesten çaituztenac, cer esquer duqueçue? ecen vicitze gaichtotacoec-ere bere onhesleac onhesten dituzté.
2a0621007e	Eta baldin vngui badaguieçue çuen vnguiguiley, cer esquer duqueçue? ecen vicitze gaichtotacoec-ere hura bera eguiten duté.
2a062200c2	Eta baldin presta badieceçue rendaturen drauçuela sperança duçueney, cer esquer duqueçue? ecen vicitze gaichtotacoec-ere vicitze gaichtotacoey prestatzen draue, ordaina recebi deçatençat.
2a062300e4	Bada onhets itzacue çuen etsayac, eta vngui eguieçue: eta presta eçaçue, deus handic sperança gabe: eta çuen saria içanen da handi, eta içanen çarete Subiranoaren seme: ecen hura benigno da ingratetara eta gaichtoetara.
2a06240049	Çareten beraz misericordioso, çuen Aita ere misericordioso den beçala.
2a0625008b	Ezteçaçuela iudica, eta etzarete iudicaturen: ezteçaçuela condemna eta etzarete condemnaturen: barka eçaçue, eta barkaturen çaiçue.
2a062600b9	Emaçue eta emanen çaiçue: neurri ona galkatua, eta higuitua, eta mucurru doana emanen çaiçue çuen golkora: ecen neurtzen duçuen neurri beraz, neurthuren çaiçue çuey-ere aldiz.
2a06270072	Halaber erraiten cerauen comparationebat, Possible da itsuac itsua guida ahal deçan? eztira biac hobira eroriren?
2a06280076	Ezta discipulua bere magistruaren gaineco: baina nor-ere içanen baita discipulu perfect, içanen da magistru beçala.
2a06290064	Eta, cergatic dacussac eure anayeren beguico fitsa, eta eure beguico, gapirioari ez atzayo ohartzen?
2a062a0111	Edo nola ahal derraqueoc eure anayeri, Anayé, vtzi neçac idoqui deçadan hire beguian den fitsa, eurrorrec hire beguian den gapirioa ikusten eztuanean? Hypocritá, idocac lehenic gapirioa eure beguitic: eta orduan ikussiren duc idoqui deçán eure anayeren beguico fitsa.
2a062b0067	Segur ezta arbore ona, fructu gaichtoa eguiten duena: ez eta arbore gaichtoa, fructu ona eguiten duena.
2a062c007f	Ecen arbore gucia fructutic eçagutzen da. Ecen elhorrietaric eztute biltzen ficoric, ezeta saparretaric, mendematzen mahatsic.
2a062d00cc	Guiçon onac bere bihotzeco thesaur onetic idoquiten du gauça ona: eta guiçon gaichtoac bere bihotzeco thesaur gaichtotic idoquiten du gauça gaichtoa: ecen bihotzeco abundantiatic haren ahoa minço da.
2a062e0054	Baina cergatic deitzen nauçue Iauna, Iauna: eta ez eguiten, nic erraiten ditudanac?
2a062f0071	Enegana ethorten den gucia, eta ene hitzac ençuten eta hec eguiten dituena: eracutsiren drauçuet nor irudi den.
2a063000fc	Irudi du etchebat edificatzen duen guiçona, ceinec aitzurtu eta barna irequi baitu, eta eçarri fundamenta arroca baten gainean: eta soberná ethorriric, fluuioac ereçarri vkan drauca etche hari, eta ecin higuitu du: ecen arroca gainean fundatua cen.
2a063100dc	Baina ençun vkan dituenac, eta ez eguin, irudi du fundament gabe bere etchea lur gainean edificatu duen guiçona: ceini ereçarri baitrauca fiuuioac, eta bertan erori içan da, eta etche haren deseguitea handi içan da.
2a07010052	Eta acabatu cituenean bere hitz guciac populuac çançuela, sar cedin Capernaumen.
2a07020057	Eta Centener baten cerbitzaria eri içanez hiltzera çohian, cein baitzuen guciz maite.
2a07030088	Eta harc ençun çuenean Iesusez, igor citzan harengana Iuduén Ancianoac, othoiztez çayola, ethorriric senda leçan haren cerbitzaria.
2a0704007f	Eta hec ethorri ciradenean Iesusgana, othoitz ceguioten affectionatuqui, cioitela, ecen digne cela nehorc hura aithor lieçón.
2a0705004f	Ecen maite dic, cioiten, gure nationea eta synagogabat harc edificatu diraucuc.
2a070600bd	Iesus bada ioan cedin hequin. Baina ia etchetic vrrun handi etzela, Centenerac igor citzan adisquideac harengana, ciotsala, Iauna, ezadila neka: ecen eznauc digne ene atharbe pean sar adin.
2a07070079	Halacotz neure buruä-ere eztiat digne estimatu hiregana ethorteco: baina errac hitza, eta sendaturen baita ene muthilla.
2a070800d6	Ecen ni nauc berceren meneco guiçon, ditudalaric neure meneco gendarmesac: eta huni erraiten diarocat, oha, eta badihoac: eta berceari, Athor, eta ethorten duc: eta neure cerbitzariari Eguic haur, eta eguiten dic.
2a070900b6	Eta gauça hauc ençunic Iesusec mirets ceçan harçaz: eta itzuliric erran cieçon berari çarreican companiari, Erraiten drauçuet, Israelen-ere eztudala hain fede handiric eriden.
2a070a0067	Eta igorri içan ciradenéc, etchera itzuli ciradenean, eriden ceçaten cerbitzari eri içana sendoric.
2a070b009f	Eta guertha cedin biharamunean Iesus ioaiten baitzen Naim deitzen cen hirira: eta ioaiten ciraden harequin haren discipuluetaric vnguisco, eta gendetze handia.
2a070c009d	Eta hirico portaleari hurbildu çayon beçala, huná, eramaiten çuten hilbat, bere ama alhargunaren seme bakoitza, eta hiritic compania handia cen harequin.
2a070d0078	Eta alhargun hura ikussi çuenean Iaunac, compassione har ceçan haren gainean, eta erran cieçon, Eztaguinala nigarric.
2a070e0091	Eta hurbilduric hunqui ceçan kutchá, (orduan gorputza çaramatenac gueldi citecen) eta erran ceçan, Guiçon gazteá, hiri diossat, iaiqui adi.
2a070f0055	Eta iar cedin hil içana, eta has cedin minçatzen. Eta eman cieçon hura bere amari.
2a071000b8	Eta har citzan guciac beldur batec, eta glorificatzen çuten Iaincoa, erraiten cutela, Segur Propheta handibat iaiqui içan da gure artean, eta segur Iaincoac visitatu du bere populua.
2a0711004a	Eta io ceçan harçazco fama hunec Iudea gucia eta inguruco comarca gucia.
2a07120041	Eta conta cietzoten Ioannesi bere discipuluec gauça hauc guciac.
2a0713008a	Eta deithuric bere discipuluetaric biga Ioannesec igor citzan Iesusgana, cioela, Hi aiz ethorteco cen hura, ala berce baten beguira gaude?
2a0714009e	Eta ethorriric harengana guiçon hec erran ceçaten, Ioannes Baptistac igorri guiaitic hiregana, dioela, Hi aiz ethorteco cena, ala berce baten beguira gaude?
2a07150087	Eta ordu berean anhitz senda ceçan eritassunetaric, eta plaguetaric, eta spiritu gaichtoetaric eta anhitz itsuri ikustea eman ciecén.
2a07160136	Guero ihardesten çuela Iesusec erran ciecén, Ioannic conta ietzoçue Ioannesi ikussi eta ençun dituçuen gauçác: ecen itsuéc ikustea dutela recebitzen, mainguäc diradela ebilten, sorhayóac diradela chahutzen gorréc dutela ençuten, hilac diradela resuscitatzen, paubrey çayela Euangelioa predicatzen.
2a0717002c	Eta dohatsu da scandalizaturen eztena nitan.
2a071800ac	Eta partitu ciradenean Ioannesen mandatariac, has cequión, Ioannesez populuari erraiten, Ceren ikustera ilki içan çarete desertura? canabera haiceaz erabilten den baten?
2a071900ad	Baina ceren ikustera ilki içan çarete? guiçon abillamendu preciosoz veztitu baten? huná, abillamendu preciosoetan, eta delicioetan diradenac, reguén palacioetan dirade.
2a071a0060	Baina ceren ikustera ilki içan çarete? Propheta baten? bay diotsuet eta Propheta bainoagoaren.
2a071b0098	Haur da ceinez scribatua baita, Huná, nic igorten diat neure mandataria hire beguitharte aitzinean, ceinec hire bidea appainduren baitu hire aitzinean.
2a071c00bf	Ecen erraiten drauçuet, emaztetaric iayó diradenén artean eztela Prophetaric batre Ioannes Baptista baino handiagoric: badaric-ere Iaincoaren resumán chipién dena hura baino handiago da.
2a071d0077	Orduan populu guciac hori ençunic eta publicanoéc iustifica ceçaten Iaincoa, batheyatu içanic Ioannesen baptismoaz.
2a071e007f	Baina Phariseu eta Legueco doctor harenganic batheyatu etziradenéc Iaincoaren conseillua arbuya çeçaten bere buruén contra.
2a071f0070	Orduan erran ceçan Iaunac, Norequin bada comparaturen ditut generatione hunetaco guiçonac? eta cer irudi dute?
2a072000da	Merkatuan iarriric dauden, eta bata berceari oihuz dagozcan haourtchoac beçalaco dirade ceinéc baitioite, Chirula soinu eguin drauçuegu, eta etzarete dançatu: eressiz cantatu drauçuegu eta eztuçue nigarric eguin.
2a0721006a	Ecen ethorri da Ioannes Baptista, oguiric iaten eztuela, ez mahatsarnoric edaten, eta dioçue, Deabrua du.
2a0722009b	Ethorri da guiçonaren Semea iaten eta edaten duela: eta dioçue, Huná guiçon gormanta eta hordia, eta publicanoén eta vicitze gaichtotacoen adisquidea.
2a07230039	Baina iustificatu içan da sapientiá bere haour guciéz.
2a07240076	Eta othoitz eguin cieçon Phariseu batec harequin ian leçan, eta sarthuric Phariseuaren etchean, iar cedin mahainean.
2a0725009d	Eta huná, hirian emazte vicitze gaichtotaco cen-batec iaquin çuenean, ecen hura Phariseuaren etchean mahainean iarria cela, ekar ceçan boeitabat vnguentu,
2a072600dc	Eta guibeletic haren oinetara cegoela, has cedin nigarrez cegoela haren oinén nigar vriz arregatzen: eta ichucatzen cerauzcan bere buruco adatsaz, eta pot eguiten cerauen haren oiney, eta vnguentuz vnguenstatzen cituen.
2a072700d5	Orduan hori ikussiric hura gomitatu çuen Phariseuac erran ceçan bere baithan, cioela, Hunec, baldin Propheta baliz balaquique segur nor eta nolacoa den haur hunquitzen duen emaztea: ecen vicitze gaichtotacoa da.
2a07280077	Eta ihardesten çuela Iesusec erran cieçón, Simon, badiat cerbait hiri erraitecoric. Eta harc dio, Magistruá, errac.
2a07290067	Hartzedun batec citián bi çordun, batac cián çor borz-ehun dinero, eta berceac berroguey eta hamar.
2a072a006a	Eta hec ez vkanez nondic paga, quitta cieceán biey. Hautaric bada, errac, ceinec hura maiteago vkanen du?
2a072b008a	Eta ihardesten çuela Simonec erran ceçan, Vste diat ecen guehiago quittatu içan çayonac. Eta harc erran cieçon, Bidezqui iugeatu duc.
2a072c00da	Eta emazteaganat itzuliric erran cieçón Simoni, Badacussac emazte haur? hire etchean sarthu içan nauc, vric ene oinetara eztuc eman: baina hunec ene oinac nigar vriz arregatu citic, eta bere buruco adatsaz ichucatu.
2a072d006a	Potbat niri eztrautac eman, baina haur, sarthu naicenaz gueroztic, eztuc ene oiney pot eguitetic guelditu.
2a072e004e	Olioz ene buruä eztuc vnctatu: baina hunec vnguentuz vnctatu citic ene oinac.
2a072f008f	Halacotz erraiten drauat barkatu çaizcala bere bekatu anhitzac, ecen haguitz onhetsi dic: eta gutiago barkatzen çayonac gutiago onhesten dic.
2a07300040	Guero emazteari erran cieçón, Barkatu çaizquin eure bekatuac.
2a0731007a	Eta has citecen elkarrequin mahainean iarriric ceudenac, bere artean erraiten, Nor da haur bekatuac-ere barkatzen baititu?
2a07320048	Baina emazteari erran cieçón, Eure fedeac saluatu au: oha baquerequin.
2a080100a2	Eta guero guertha cedin hura ioaiten baitzen hiriz hiri, eta burguz burgu, predicatzen eta euangelizatzen çuela Iaincoaren resumá eta hamabiac ciraden harequin:
2a0802009d	Eta emazte batzu harçaz spiritu gaichtoetaric, eta eritassunetaric sendatuac, Maria deitzen cena Magdalena, ceinaganic çazpi deabru ilki içen baitziraden,
2a08030087	Eta Ioanna Herodesen procuradore. Chuz deitzen cenaren emaztea, eta Susanna, eta berceric anhitz bere onetaric hura aiutatzen çutenic.
2a08040073	Eta nola gendetze handia biltzen baitzen, eta hiri gucietaric anhitz harengana ioaiten, erran ceçan comparationez,
2a080500a0	Ilki cedin ereillebat bere haciaren ereitera: eta ereitean partebat eror cedin bide bazterrera: eta aurizqui içan cen, eta ceruco choriéc irets ceçaten hura.
2a08060066	Eta berce partebat eror cedin harri gainera, eta sorthuric eyhar cedin, ceren ezpaitzuen hecetassunic:
2a0807006a	Eta berce partebat eror cedin elhorri artera: eta harequin batean sorthuric elhorriéc itho ceçaten hura.
2a0808009d	Eta bercea eror cedin lur onera: eta sorthuric eguin ceçan fructu ehunetan hambat. Hauén erraitean oihuz cegoen, Ençuteco beharriric duenac, ençun beça.
2a08090059	Eta interrogatzen çuten bere discipuluéc erraiten çutela, ceric cen comparatione hura.
2a080a00b5	Eta harc erran ciecén, Çuey eman çaiçue Iaincoaren resumaco mysterioén eçagutzea: baina bercey comparationez, dacussatelaric ikus ezteçaten, eta dançutelaric adi ezteçaten.
2a080b0036	Haur da bada comparationea, Hacia da Iaincoaren hitza.
2a080c0093	Eta bide bazterrecoac dirade, ençuten dutenac: guero ethorten da deabrua, eta kencen du hitza hayén bihotzetic, sinhetsiric salua eztitecençát.
2a080d00c1	Eta harri gainecoac dirade, ençun dutenean bozcariorequin recebitzen dutenac hitza: baina hauc erroric eztute, hauc demboratacotz sinhesten duté, eta tentationeco demborán retiratzen dirade.
2a080e00b9	Eta elhorri artera erori dena, hauc dirade ençun dutenac: baina partitu eta, ansiéz eta abrastassunéz eta vicitze hunetaco voluptatéz ithotzen dirade, eta eztuté fructuric ekarten.
2a080f0089	Baina lur onera erori dena, hauc dirade bihotz honestean eta onean hitz ençuna eduquiten dutenac eta fructu patientiatan ekarten dutenac
2a081000ab	Eta nehorc arguia viztu duenean, eztu hura vnci batez estaltzen, edo ohe azpian eçarten: baina candeler gainean eçarten du, sartzen diradenéc arguia ikus deçatençát.
2a08110064	Ecen ezta secreturic, aguerturen eztenic: ez estaliric, eçaguturen, eta arguira ethorriren eztenic.
2a0812008e	Ikus-açue bada nola ençuten duçuen: ecen norc-ere baitu hari emanen çayo: eta norc-ere ezpaitu, duela vste duena-ere edequiren çayo hari.
2a0813006c	Orduan ethor citecen harengana haren ama eta haren anayeac, eta gendetzearen causaz ecin hers cequidizquion.
2a08140068	Eta declara cequión, erraiten ceraucatela, Hire ama, eta hire anayeac lekorean diaudec, hi ikussi naiz.
2a08150077	Baina harc ihardesten çuela erran ciecén, Ene ama eta ene anaye dirade Iaincoaren hitza ençuten eta eguiten dutenac.
2a0816009a	Eta guertha cedin egun batez, hura sar baitzedin vncian eta haren discipuluac: eta erran ciecén, Iragan gaitecen lacaren berce aldera. Eta parti citecen.
2a0817008d	Eta vncian hec ioaiten ciradela, loac har ceçan: eta iauts cedin haicezco tormentabat lacera: eta vrez bethatzen ciraden, eta peril çutén.
2a081800d3	Orduan hurbilduric iratzar ceçaten hura, cioitela, Magistruá, Magistruá, galdu guihoaçac. Eta harc iratzarriric mehatcha citzan haicea eta vraren tempestá: eta cessa citecen, eta sossagu handia eguin cedin.
2a081900b1	Eta erran ciecén, Non da çuen fedea? Hec icituric ceudela mirets ceçaten, cioitela elkarren artean, Baina nor da haur, haiceac eta vra manatzen baititu eta obeditzen baitute?
2a081a004e	Guero tira ceçaten Gadarenoen comarcarát, cein baita Galilearen aurkaz aurk.
2a081b00b5	Bada hari lurrera ilki eta, bat cequión hiri hartaco guiçon dembora lucez gueroz deabrua çuen-bat: eta abillamenduz etzén veztitzen, eta etchetan etzen egoiten, baina thumbetan.
2a081c00e2	Eta harc ikussi çuenean Iesus, heyagoraz cegoela, egotz ceçan bere buruä haren aitzinera, eta ocengui erran ceçan, Cer da hire eta ene artean, Iesus Iainco subiranoaren Semeá? othoitz eguiten drauat, ezneçála, tormenta.
2a081d00da	Ecen manatzen çuen spiritu satsua guiçonaganic ilki ledin: ecen dembora lucez eduqui çuen hura: eta estecaturic cadenaz eta cepoez beguiratzen cen: baina estecailluac çathituric eramaiten cen deabruaz desertuetara.
2a081e008c	Orduan interroga ceçan hura Iesusec, cioela, Nola duc icen? Eta harc erran ceçan, Legione. Ecen anhitz deabru sarthu ciraden hura baithan.
2a081f0040	Eta othoitz eguiten ceraucaten, ezlitzan mana abysmora ioaitera.
2a08200087	Eta cen han vrdalde handibat alha cenic mendian: eta othoitz eguiten ceraucaten permetti liecén hetara sartzera: eta permetti ciecén.
2a0821007c	Ilkiric bada deabruac guiçónaganic sar citecen vrdetara: eta vrdaldea oldar cedin gainetic behera lac-era, eta itho cedin.
2a0822007c	Eta vrdainéc ikussi çutenean cer eguin içan cen, ihes eguin ceçaten: eta partituric conta ceçaten hirian eta campoetan.
2a082300ec	Orduan gendeac ilki citecen eguin içan cenaren ikustera, eta ethor citecen Iesusgana, eta eriden ceçaten guiçona ceinetaric deabruac ilki içan baitziraden, veztitua, eta cençatua, iarriric cegoela Iesusen oinetara: eta ici citecen.
2a08240058	Eta conta ciecen hæy ikussi vkan çutenec-ere, nola sendatu içan cen demoniatu içana.
2a082500aa	Orduan othoitz eguin cieçoten Gadarenoén aldiri inguruco gendetze guciac, parti ledin hetaric: ecen icidura handic hartu cituen: eta hura vncira sarthuric, itzul cedin.
2a08260082	Eta othoitz ceguión guiçon harc, ceinaganic ilki içan baitziraden deabruac, harequin licén: baina Iesusec igor ceçan, cioela,
2a082700af	Itzul adi eure etchera, eta conta eçac cein gauça handiac eguin drauzquián Iaincoac. Ioan cedin bada hiri gucitic predicatzen cituela Iesusec eguin cerauzcan gauça guciac:
2a08280066	Eta guertha cedin itzuli cenean Iesus, recebi baitzeçan gendetzeac: ecen guciac haren beguira ceuden.
2a082900bc	Orduan huná, ethor cedin Iairus deitzen cen guiçombat, eta hura cen synagogaco principal: eta egotzi çuenean bere buruä Iesusen oinetara, othoitz eguin cieçon sar ledin haren etchera:
2a082a0078	Ecen alaba bakoitzbat çuen hamabi vrtheren ingurucoa, eta hura çohian hiltzera. Eta ioaitean gendetzeac hertsen çuen.
2a082b009b	Eta hamabi vrthez gueroztic odola baratzen etzayon, eta medicuetan bere sustantia gucia despendatu çuen, eta batez-ere ecin sendatu içan cen emaztebatec,
2a082c0067	Hurbilduric guibeletic hunqui ceçan haren arropa ezpaina eta bertan gueldi cedin haren odol iariatzea.
2a082d00dd	Orduan dio Iesusec, Nor da ni hunqui nauena? Eta guciéc vkatzen çutenaren gainean, erran ceçan Pierrisec, eta harequin ciradenéc, Magistruá, gendetzéc hertsen eta aurizquiten aute, eta dioc, Nor da ni hunqui nauena?
2a082e005c	Baina Iesusec dio, Norbaitec hunqui nau ecen eçagutu dut verthute eneganic ilki içan dela.
2a082f00e9	Emazte hura bada ikussiric ecen etzayola estali içan, ethor cedin ikara çabilala: eta bere buruä haren aitzinera egotziric declara cieçón populu guciaren aitzinean cer causaz hura hunqui çuen, eta nola sendatu içan cen bertan.
2a08300056	Eta harc erran cieçón, Alabá aun bihotz on eure fedeac sendatu au: oha baquerequin.
2a08310090	Oraino hura minço cela, ethor cedin cembeit synagogaco principalarenetic, hari ciotsala, Hil içan duc hire alabá: ezteçala fatiga Magistrua.
2a08320082	Baina Iesusec ençunic ihardets cieçón nescatcharen aitári. Ezaicela beldur, sinhets eçac solament, eta hura sendaturen baita.
2a08330079	Eta etchera sarthuric, etzeçan nehor sartzera vtzi Pierris eta Iacques eta Ioannes eta nescatcharen aita eta ama baicen,
2a0834007f	Eta nigarrez ceuden guciac, eta lamentatzen çutén: baina harc erran ceçan, Eztaguiçuela nigarric: ezta hil, baina lo datza.
2a08350032	Eta truffatzen ciraden harçaz, hil cela iaquinez.
2a08360071	Eta harc, guciac campora iraitziric, eta haren escua harturic, oihu eguin ceçan, cioela, Nescatchá, iaiqui adi.
2a0837005e	Eta itzul cedin haren spiritua, eta iaiqui cedin bertan: eta mana ceçan eman lequión iatera.
2a0838005f	Eta spanta citecen haren aita-amác: baina harc mana citzan nehori ezlerroten eguin içan cena.
2a0901008e	Guero deithuric elkarrequin bere hamabi discipuluac, eman ciecén bothere eta authoritate deabru gucién gainean, eta eritassunén sendatzeco.
2a0902004d	Eta igor citzan hec Iaincoaren resumaren predicatzera, eta erién sendatzera.
2a09030087	Eta erran ciecén, Ezteçaçuela deus eraman bidecotzát, ez vheric, ez maletaric, ez oguiric, ez diruric, eta eztuçuela birá arropa.
