2800000009	ማቶሳ
2a02080053	ኡሱ ኡሊ ሄመን ግድ ኦራታ ዲዳ ካባራረ ካፎፈል ግረ።
2a020900ae	ካጎታ ኤርግቻና ደራኣ ኤመተረ እሶ ዶሌ አሌ፤ ታጎታ ካባጃ እሶን ማራሙረ ሀንቃይሰ፤ አብስ ታአቲ እሶ አብተ።
2a020a00a6	ኤርግቻ አደ እሶን ሃ አመ፤ “አሮአብሳቴን! ጎሳ ዱባን ገጌሎ ኦአቲ ታሌቶ ኦዱ ታኢዳን አን ኣተ ኤመየራ።
2a020b007a	ህታር ታዳዉተ ካታማይ ካፋይስራ እስኑን ኡሙላመራ፤ ኡሱና ጎታ ክርስቶሳያ።
2a020c009d	ሂክ እስኑን ማላታ ሀሌዎ፤ ክጫርክ ይትት ሆጮይ ማማራመረ አዉድ ካሳዬ ኦሮ ሁዱረ ካግሮ ሄልናታ።”
2a020d007f	ደራኣ ኤርግቻትነታ ካሞጋን ካዳሩረ ኤርግቻልና ዎታ ሙተ፤ ዋና ጋላታ ሃ አመን፤
2a020e0077	“ካባጃ ኤለ ዳሩሪ ካግሮ ዋዉን ኖጎዳና ኡሱ ካጌላታሮ እባዶን ኡሊ ሀሌቶ!”
2a020f00e4	ኤርግቻት እሶኮ አሳባመ ዳሩር ቶስ ካኮበያረ ጎራታ ኦፎፌ፥ “ጎታ ኖን ካቱሰሮ ሂካ ሃ ካሌሮ አየስ ድን ቤተሌም ቶስ ሴና” እስእስኦሮ ሃ አመን።
2a02100082	እሶና ሳመን ሴተን፤ ማይራመና ዮሴፋ፥ ይትትና አዉድ ካሳየት ሁዱረ ካግሮ ሄሌን።
2a0211007d	ካኮደያሬን ጎራታና፥ ኤርግቻ ጋራ ካይትትኮክ እሶን ካሰገሮ አዴስሰን ሰገን።
2a02120045	ሂካና ካፎፌ ካሰገሮ አየስ ካማለ ዱባ ሳደ።
2a02130072	ማይራመ ጎአመን ሂካ ዱባ ዎዳናትሴይ አባተደ ቆፋ ገጌሳታና ኦራታ ግቴ።
2a021400c0	ኦፎፌ አየስ ዱባና ኤርግቻት ጎጎሰጌሮክ ማለ ሌ ሄላኖይና፥ ካማለራና ካዴራን ዱባ ማራንቱን ዋ ካባጃና ጋላታ አባባተን።
2a021500b3	አሪ ስዴድ ሌተደ ካኮሀማጽሳምራ ጎራታ ጎጎጌይ ፋቶ ቶታማናኮ ሆረነ ኤርግቻ ካቤሰሮ መገ “የሱሳ” አማመ ኡማመ።
2a021600c3	ሴራ ካሙሴ ማለ ካኮሙጭአማራን አልማ ካኮጉዳታረ ጎራታ፥ ዮሴፋና ማይራመ ይትት ጎታዉን ስስን ኢየሩሳለም ቶስ ኣተን ቤን፤
2a021700a9	ህክና ሴራ ካጎታይ፥ “ባባር ካሌራ ባርክ ኤረ ዱባ ጎታዉን ካቁሎየ ልናራ” አማመ ጎጎጻፋመሮ ፈሎሀይሲና፥
2a02180086	አደና ሴራ ካጎታይ፥ “ዋኖስ ላማ ጎርቱን ላማ ካአራቤ ጩጩተል ጃርሶ የል ስሲንየ።”
2a02190110	ሀሱ ጎራታ ዋ ካአብሳታረና ዋይ ሆረ ሩሚ ካግረ ስሞና ካአማማረ እባዶት ኮ ኢየሩሳለም ግረ፤ ኡሱና ካእስራኤል ፋይና ካኦራታረና አያና ቁሉክ ኡሱ ጉት ካኮባሬረ እባዶትየ።
2a021a0099	አደና ካፋይሳሮ ክርስቶሳ ጎታይ ካሽግዳመሮ አንዴኖን ካጎኖን ላኖ አያና ቁሉክ ኡሱን ሙተ ግረ።
2a021b0116	ኡሱና ሀሱ ጎራታ አያና ቁሉክኮክ ገጌሳኖይ ቁሉክ ምን ካኤብ ቶስ ታበ፤ ዮሴፋና ማይራመና ሴራክ ማለ ጎጎካሳናየኒ ኡሱን ካዶትሳሮ ፈልን ይትት የሱሳ አበን ካኮታቤረን ጎራታ፥
2a021c005c	ስሞና ይትት ቆጳተረ ጌግዮተሳ አባተ፤ ዋና ጋላታ ሃ አመ፤
2a021d005e	“ጎታኬ፤ አማቶ ጎጎጉድሰቶክ ማለ ግዳ ድይካ ኖጎዳ ጋልስ፤
2a021e002a	ፋይናካ እልኦ ኦተይ ዴራ፤
2a021f003e	ኡሱና እባዶ ዱባ ሆረ አት ካኤካሰቶያ፤
2a02200066	አይሁድ ካሌኖቱን ሩም ካቱሳሮያ፤ ጎሳ ካእስራኤልና ካባጃያ።”
2a02210057	ኣቦኬሳና ኣየቴሳና ኡሱ ማራን ካሰጋመሮ አየስ ማሜን።
2a022200fd	ስሞናና እሶ ሶማሳተ፤ ኣየቴሳ ማይራምኔ ሃ አመ፤ “ሂክ ይትት እስራኤሊ ካሞጋኑን ባኖዉና ፋያኖዉን ኣላንቲ ጎጎሌሮ፥ ኡሱ ኦድዳራዉን ማላታ ጎጎሌሮ ሹማመራ፤
2a02230071	ካሞጋንኮት ቆፋ ታዎዳና ጎጎቱስሮንያ፤ ጋዳ ሺፋ ኣን ኔፎታ ኤግናራ።”
2a0224010b	ኡሱማለና ኡና ታአሴርኮ ታሌተቴ ታፋኑኤል ኤረ፥ ሃና ታአማማተ ሄገሮት ኤሰ ግቴ፤ ኤሰና ኣሎ ጃሮንተ ግቴ፤ ዴለሉማነ ካኬሳንተተ ኤንተር ዎታ ጌስ ቶዶባ ታሀማጽተተታ።
2a022500df	ጌስክሰና ስዶታምኮ አፋር ታ ሌሮን ጋልታንቴ ሌተ አሪነ ሄመኔ ቁሉክ ምን ካኤብኮ ሀሄሶን አጋቡይና ኤቢ ዋዉን ሀንዳ ጋልታንቴ ሌተ አዳላተ።
2a02260094	ሀሱ ጎራታና ጋባላንተደ ዋ ጋላቲተ፤ ኢየሩሳለምኮክ ዎዶ ኦኦራታሬን ዱባን ዪትትኮክ አዬሰ።
2a022700c9	ዮሴፋና ማይራመና ካጎታ ሴራይ አጃጃ ካስሳመሮ ዱባ ካኮጉድሳሬን ጎራታ፥ ጋሊላ አዉራጃይ ታግቶ ናዝረት ካታማ ቶስ አባባተን።
2a0228006d	ይትትና ጂናታና አታታ ሴተ፤ ቃሩማ አማጋመ፤ ስኖ ታዋ ኡሱ ጉት ግቴ።
2a0229006b	የሱሳ ኦኡሙለራና ጌስ ጌስ ፋስካ ባላዉን ኢየሩሳለም ቶስ ብያነን።
2a022a006c	ኡኑና ጌስ ቶሞንኮ ላማ ካኮላረ ጎራታ፥ ጎጎካሳኒ ባላ ካባጅን ቤን።
2a022b00c7	ባላ ጉድሴን አባባተረነ፥ ምንክሶ አባባታ ግራን፥ ይትት የሱሳ ኢየሩሳለም ሄሰ፤ ኦኡሙለራና ሄሳኖኬሳ አደን ላኮአዴሰረን።
2a022c00be	እሶነ ዎታ ካግሮ ኣን ሌረ፥ አሪ ቶክ ራ ሰሴተን አባባተረን አደን ፋልክሶኮና እሶ ኦጌላታሬን ዶለኮና ዶታኖ ሀጋአበን፤
2a022d0067	ዶተን ካኮዋታሬን ጎራታ ዶታና ኢየሩሳለም ቶስ አባባተን ሴተን።
2a022e00b8	አሪ ሴድኮና አባባተረነ ኦአጋልስሳረን ጠኤ ሀማጼረ እሶ ማላና ሆስን ሆሳታ ግራን ቁሉክ ምን ካኤብ ኦሮ ኡሱ ሄሌን፤
2a022f0053	ኦማሌራን ዱባ ሻዳኖኬሳይና አባብኬሳይ ሳዳ ግረን።
2a023000c7	ኦኡሙለራና ካኮደያረን ጎራታ ማሜን፤ ኣየቴሳና፥ “ኡኑኬ፤ መዉን ኖ ሃ የልተ? ኣቦካና አንና ያንዴ ኖ ኩ ዶታ ግኔ” ሃ አንተ።
2a02310084	“ኡሱና እን ሙን ዶታቴን?” “ኣቦኬክ ምኒ ግርን ካዶትሳሮ ላኖ ላኮካሳንያ?” አመ።
2a02320040	እሶና ኡሱ ካአዬሰረ አየስ ላኮሻደረን።
2a023300a4	ኤሰኮና ራቶ ናዝረት ቶስ ዳጌን፤ እሶና አጃጃማ ግረ። ኣየቴሳና ሂካ አየስ ዱባ ዎዳናትሴይ አባተ ግቴ።
2a02340070	የሱሳና ቃሩማና ጅፉ ጂናታ ግረ፤ ዋይና እባዶ ሆረ ኡሱ ጋሻና አባናየ።
2a03010155	ካሮም ዎኖ ጥባርዮሳ ካኮሬደረ ጌስ ካቶሞንኮ ከን፥ ካጰንጢዮሳ ጲላጦሳ ካይሁዳ ሞት ሄሮዶሳ ካጌልላ ሞት ሌ ታኮግረ፥ ኡሱማሌ አቢኬሳ ፍልጶሳ ካኢጡርያስና ካጢራኮንዶስ ሞቲ፥ ልሳንዮስና ካአብላንሳ ሞቲ ሌ ግራን፥
2a03020090	ሃናና ቀያፋ ቱቃሞኮክ ዎይቻ ሌን ግራንቲ፥ ኤረ ካዛክራሳ ያንሳን ዋ ቃሉላቶክ ኡሊ አዬሰ።
2a030300ba	ኡሱና ጩቦክስን ሀሄሶ ጎጎአማምሮን ጩቦኮ ካኮጉላ ጋላን ጥንቃታ ጣማቃ ዮርዳኖሲ ላጋ ማማኒ ካግሮ ጎሳ ዱባን ኤመተ።
2a030400dc	ህክና ካሄገሮ እስያሳኮክ ማጻፋይ ሃ አመ ካጻፋመሮ ማሌየ፤ “ጋድ ሃ አማ ካኢያሮ እባዶትኮት ያየ፤ ‘ካጎታ ራ ኤካሳ ሰሴታንና ቱኩል የላ፤
2a030500bd	ላጋ ዱባ አማጋምናራ፤ ዎዳምና ጋጋጆል ዱባ ሁስ አምናራ፤ ካዎጫጫመራ ራ ቱኩል ኡምናራ፥ ካርሻሽ ካአመራ ሙጭ አምናራ፤
2a0306003e	ሳኒ ታእባዶ ዱባ ፋይና ካዋ ድናታ።’”
2a030700d6	ያንሳና ገነቴሳይ ጣማቃምን ካቤሮ እባዶነ ሃ አማ ግረ፤ “እስን ይስ ካሀበሳ ታኤማቶ ኤንገ ታዋኮ ጎጎባቃታኑን አዮያ እስኑን ራ ካቱሰ?
2a0308014d	ጎርታ ጩቦኮ ጉላ ጋላ፥ ጩቦኮ ጉላ ጋላኖክስን ኦቱሳራን ፈሎ ፈላ፤ አደና ዎዳናትስኒ ‘አብራመ ኣቦካን ግሮዋ’ አማኖና አሮሀጋአብተን፤ ዋ ሂካ ኤኤሞልኮ አብራመን ሳኒ ኬስን ካዳንደሮ ላኖ አን እስኑን ሰጋራ።
2a030900a4	ግዳ ማሳር ጋ ሄገልኮ ጎስ ሉጉድን ኤካተታ፤ ታኢዳንት ኢል ካዱባሞን ጋ ዱባ ጎሳምረ ኤለኒ ሻፋምናራ።”
2a030a0050	ጎሳና፥ “ሀያ ኖ መ የልና?” አመን ያንሳ ሆሳተን።
2a030b0097	ያንሳና “ሳርስ ላማ ካአባ ኮና ካልክን ሀስሶ፤ ባቦ ካአባና ኡሱማሌ ሀየለ” አመ እሶን አባበ።
2a030c0094	ቃራጣ ኦኩኩይሳሬና ጣማቃምን ኡሱ ቶስ ኤሜተረን፥ “ካአጋልስሳቶ! ኖ አድ መ የልና?” አመን።
2a030d005f	“ኡሱና ካአጃጃንቴታንኮ ሮርስ ቃራጣ አሮኩኩይሴን” አመ።
2a030e00fa	ዎታዳራልና “ኖ አድ መ የልና?” አመን ሆሳተን፤ ኡሱና፥ “ማካዮክ ማራጋደና ሁና አሮሳንቴን፤ እባዶና ጣራይ አሮሞትቴን፤ ዳሞዛክስን እስኑን ሀሌዎ አመ።”
2a030f00c6	ሀሱ ጎራታ ጎሳ ክርስቶሳ አብዲ ኦራታ ግረ፤ ሃንሱን ያንሳ “ሂክ እባዶት ክርስቶሳ ሌዉና?” አማ ዱባ ዎዳናትሶይ ቆፓ ግረን።
2a03100133	ያንሳ ዱባዉን ሃ አመ አባበ፤ “አን እስን በከይ ጣማቃራ፤ አየሱን ጎአመን እንኮ ካአቲ ኤመይናራ፤ አንና ከፈሮኦቴሳኮክ ሻኖ ፉርን ካዳንደሮ ላኮዮ፤ ኡሱ አያና ቁሉክና ኤለኒ እስን ጣማቅናራ፤
2a031100b6	አዱማል ባስን ዳርጋማ ጎታራይ ኦሮ ክቢን ታኮሀርቂሳራን ዱጉድ ገነቴሳ ግታ፤ ጋላባ አደ ታባኖን ኤለኒ ጉብናራ።”
2a03120059	ኡሱማለና ያንሳ ራ ካሞጋነ ጎሳ ጎርሳ ኦዱ ታኢዳን ሰገ።
2a031300ee	አየሱን ጎአመን ያንሳ፥ ካይሁዳ ሞት ካሌረ ሄሮዶሳ አደ አቢኬሳት ታፍልጶሳ ኦር ሄሮድያዳ አታታኖና ካካለ ካሜላን ካሞጋን አየስ ፈላኖይ ኡሱ ሀድሰ።
2a03140056	ሄሮዶሳ ሂካ ዱባ ጉት አደረ፥ ያንሳ ምን ካሻኖ ታብሰ።
2a03150081	ጎሳ ዱባ ካኮጣማቃማረ ጎራታ የሱሳና ጣማቃመ፤ ኤባታ ግራንቲና ዳሩር ባናንተደ፥
2a031600be	አያና ቁሉክና አራበ ኣን ኡሱ ጉት ዳገ፤ ዳሩርኮና፥ “አን ካጌላታራ ኤረክ አትታ፤ ኩዬ ገጌላታራ” ታአማታ ያየ ኤመተ።
2a031700a4	የሱሳ ሀንዳኖ ጎሀጋአባረ ጌስ ሶንዶምየ፤ ጎሳን የሱሳ ኤረ ካዮሴፋ ኣን ሌረ፤ ኡሱ ዮሴፋና ካኤል ኤረ፥
2a03180069	ካማት ኤረ፥ ካለው ኤረ፥ ካምልክ ኤረ፥ ካዮና ኤረ፥ ካዮሰፍ ኤረ፥
2a03190075	ካማታትዩ ኤረ፥ ካአሞጽ ኤረ፥ ካናሆም ኤረ፥ ካኤስልም ኤረ፥ ካናገ ኤረ፥
2a031a0072	ካማአት ኤረ፥ ካማታትዩ ኤረ፥ ካሰመይ ኤረ፥ ካዮሴፋ ኤረ፥ ካዮዳ ኤረ፥
2a031b0078	ካዮናን ኤረ፥ ካሬስ ኤረ፥ ካዘሩባበል ኤረ፥ ካሴላትያል ኤረ፥ ካነር ኤረ፥
2a031c0089	ካምልክ ኤረ፥ ካሃድ ኤረ፥ ካዮሳስ ኤረ፥ ካቆሳም ኤረ፥ ካኤልሞዳም ኤረ፥ ካኤር ኤረ፥
2a031d0075	ካዮሰኢ ኤረ፥ ካኤልአዘር ኤረ፥ ካዮራም ኤረ፥ ካማጣት ኤረ፥ ካለው ኤረ፥
2a031e0078	ካስሞን ኤረ፥ ካይሁዳ ኤረ፥ ካዮሰፍ ኤረ፥ ካዮናም ኤረ፥ ካኤልያቀም ኤረ፥
2a031f0075	ካሜልያ ኤረ፥ ካማይናን ኤረ፥ ካማጣት ኤረ፥ ካናታን ኤረ፥ ካዳዉተ ኤረ፥
2a0320007b	ካኢሰይ ኤረ፥ ካኢዮበድ ኤረ፥ ካቦኤዝ ኤረ፥ ካሰልሞን ኤረ፥ ካነአሶን ኤረ፥
2a0321008f	ካአምናዳብ ኤረ ካአራም ኤረ፥ ካአሮን ኤረ፥ ካኤሰሮም ኤረ፥ ካፋሬስ ኤረ፥ ካይሁዳ ኤረ፥
2a03220078	ካያይቆባ ኤረ፥ ካይሳቃ ኤረ፥ ካአብራሀመ ኤረ፥ ካታራ ኤረ፥ ካናኮር ኤረ፥
2a0323006f	ካሰሮግ ኤረ፥ ካራጋዉ ኤረ፥ ካፋልቅ ኤረ፥ ካአበር ኤረ፥ ካሳላ ኤረ፥
2a03240078	ካቃይንም ኤረ፥ ካአርፋክስድ ኤረ፥ ካሰም ኤረ፥ ካኖሄ ኤረ፥ ካላመህ ኤረ፥
2a0325007e	ካማቶሳላ ኤረ፥ ካሄኖክ ኤረ፥ ካያረድ ኤረ፥ ካመላልኤል ኤረ፥ ካቃይናን ኤረ፥
2a03260052	ካሄኖክ ኤረ፥ ካሰት ኤረ፥ ካአዳመ ኤረ፥ ካዋ ኤረ።
2a04010093	የሱሳ አያና ቁሉክ አማጋመረ ካዮርዳኖስ ላጋኮ ጎጎአባባቴ አያና ቁሉክ ጋ ቶስ ኡሱ ቃጄልሰ፤
2a04020097	ኤሰኮና አሪ አፋርታም ዱርሳ ጫፋመ፤ ሂናኣ አርጆል ኦሮ ኮና ሀኣሞን አዳላተረ ታጋቾ አሪ ኡኤ።
2a0403006a	ዱርሳና አላ “ኤረ ካዋ ጎሌተ ሂካ ኤኤሞ ባቦ ጎጎሌሮ አጃጂ” አመ።
2a04040078	የሱሳና፥ “እባዶ ባቦ ካላሊ ላኮግራሮ፤ አማመ ጻፋመራ” አመ ኡሱን አባበ።
2a0405008a	ኤሰኮና ዱርሳ ቶ ጦቂ ታአንተ ዎዳሚ የሱሳ ኮርሰጉረ ካአላም ዎኖላል ዱባና ኮይክ ቱሰ፤
2a040600cb	ኤሰኮ አባባተረ “ሂካ ዎኖላልኮክ ኦዶናትና ካባጃ ዱባ እዬን ስሳንተታ፤ አንና ካጌላታሮን ማንኮስስናሮ ማራን ኩዬን ስስናራ፤
2a04070056	ሃንሱን አት እዬን ጎሳጋደ ሂክ ዱባ ካካ ሌሮዋ” አመ።
2a04080098	የሱሳና አባበረ፥ “ጎታ ሄዶ ካዉን ሳጋድ! ኡሱ ካላል ሄዶይሳ” አማመ ማጻፋ ቁሉክ ጻፋመራ አመ።
2a040900cc	ኤሰኮና ዱርሳ የሱሳ ኢየሩሳለም ቶስ ገሰረ ቁሉክ ምን ካዋ ጉት ብርጠ ኣልሰረ፥ አላ ኤረ ካዋ ጎሌተ እሲ ሄገልዴ ፍር አም እ አመ።
2a040a00a0	ኣላንቲና ሃ አማመ ማጻፋ ቁሉክ ጻፋመራ፤ ኩ ጎጎኦራዉን አደ፥ “‘ዋ ኤርግቻል ኩ ማራንቱን አጃጃራ፤
2a040b0076	ሉቃኦታና ኤኤሞይ ጎጎሀንዱዱፋኖንኮ ገነትሶይ ኩ አብ ኬስራንዋ’” አመ።
2a040c0078	የሱሳና አባበረ፥ “ጎታ ሄዶካ አሮጫፍተ አማመ ማጻፋ ቁሉክ ጻፋመራ” አመ።
2a040d0079	ዱርሳ የሱሳ ጫፌ ጉድሰ አባባተረ ካካለ ካኤካሮ ጎራታ ታሄላሮ ኡሱኮ ካለቤ።
2a040e0096	የሱሳና አያና ቁሉክኮክ ሁናይ ጋሊላ ቶስ አባባተ፤ አታንኬሳና ጎቦቢ ካግሮ ኡል ዱባ ማልሳመ።
2a040f0076	ኡሱና አይሁድኮክ ምን ካኤብ አጋልስሳ ግረ፤ እባዶ ዱባና ኡሱ ጋላታ ግረ።
2a041000df	ኤሰኮና ታኮጅናተሮ ካታማ ናዝረት ቶስ ኤመተ፤ ዎጋክሶክ ማለ አይሁድን ታፎልሲ አሪ ምን ካኤብካክሶ ቶስ ታበ፤ ቁሉክ ማጻፋ ናባብን ኬ አሌ።
2a041100bf	ካሄገሮ እስያሳኮክ ካዱባመሮ ማጻፋ ኡሱን ስሰን፤ ካዱባመሮ ማጻፋና ካኮፉፉሮ ጎራታ ሃ አማምተ ታጻፋንተቶ ባንኤ ሄለ፤
2a04120115	“ካጎታ አያና እዬ ጉት ግራ ህየሳሉን ዎንጋላ ጎጎላላብሮን፥ ኡሱ እን ሽግደራ ኦሻሜራዉን ፉራማኖ፥ ኢልኦ ኦደያኖቱን ደያኖ ጎጎአዋጅሮን፥ ኦያዳራኑን ባልቹማ ጎጎቤስሮን፥
2a0413006b	ኡሱማለና ጎታ ጎሳ ካኮሃስሮ ካስኖ ጌስ ጎጎአዴስስሮ እን ፋረራ።”
2a041400d8	ኤሰኮና ማጻፋ ዱበረ ካአይሁድ ምን ካኤብኮክ ዎይቻትን አባበ ስሰጉረ ሀማጼ፤ አይሁድኮክ ምን ካኤብ ካግረ እባዶ ዱባና ትችሰ ዲያ ግረ።
2a04150081	ኡሱና፥ “ሂክ ነበታትስኒ ካማላታን ካማጻፋ ሃፉራ ህታር ጉዳተ” አማኖ ሀጋአበ።
2a041600c5	ዱባና ጋራኬሳ ታኢዳነት አዬሳ ግረን፤ አደና ህኢተሳኮ ካብያሮ ካእዳን አዬሲ ማማ፥ “ሂክ ላ ኤረ ካዮሴፋዮላ?” አማ ግረን።
2a04170124	የሱሳና፥ “ኦዶ ዶበ፤ አላ አት እስኦታ ፋይሳ፤ ኡል ካቅፍረናሆም ካፈላተ ኖ ካማልነኖ አየስ ህታ ካታማታይና አድ ፈል ታአማቶ ማሱሳ እስን ኢን ፈር ካማላታታን ሄዳታኖ ላኮአቦ” አመ።
2a04180089	አደና ኡሱ ሃ አመ፤ “አን ሩምና እስኑን ሃ አማራ፤” ካሄገሮ ኡልኬሳይ ላኮካባጃማሮ።
2a0419012e	“አየሱን ጎአመን አን ሩምና እስኑን ሃ አማራ፤” ዳሩር ጌስ ሴንዳ ምናና ኢዳሞ ዋታመረ ካእስራኤል ኡል ዱባ ጉት ካአቲ ኡኢ ካኮግረ ካኤላሳ ጌሲ፥ ካሞጋን ጋልታንተጆል ኡል ካእስራኤሊ ግረ።
2a041a00d7	ኤላሳ ሂናኣ ጋልታንተጃ ኦሮኮ ቶ ቶንሳ ላኮፋራመረ፤ አየሱን ጎአመን ካስዶና ኡሊ ሰራጲታ ካአማማሮ ማማኒ ታግቴ ጋልታንቴ ቶስ ፋራመ።
2a041b00eb	ኡሱማሌ ካሄገሮ ካኤልሳይ ጌሲና እስራኤሊ ካሞጋን ማሪ ባር ካአባናየ እባዶ ግረ፤ አየሱን ጎአመን ካሶርያ ንኢማን ኳሬ ሂናኣ ኦሮኮ ኮና ላኮፋዬረ።
2a041c0072	አይሁድኮክ ምን ካኤብ ካግረ እባዶ ዱባ ሂካ ካኮማላረን ጎራታ አማራተ።
2a041d00ca	ታኮሀማጼረንኮና ኬንጉረን የሱሳ ካታማኮ ሳሪ ቤሰን፤ ካታማትሶይ ሄገልዴድስ ጉምቢ ሉጉድን ታፈላንተቶ ዎዳም ቃርቃራ ጌሰን፤
2a041e0032	ኡሱ ጎአመን እሶ ኦሮ ማረ ሴተ።
2a041f00c3	ኤሰኮና የሱሳ ታጋሊላ አዉራጃይ ታግቶ ካታማ ቶስ ቅፍረናሆም ዳገ፤ ኤሴና አይሁድን ታፎልሲ አሪ ጎሳ አጋልስሳኖ ሀጋአበ።
2a04200067	ኦዶናት ሃፉራ አዬሳ ማንኮግረ ማራን ዱባና አጋልስሳኖኬሳ ሳደ።
2a0421009a	አይሁድኮክ ምን ካኤብና ባቲክ አያና ካአባመረ እባዶት ኮ ካግረ፤ ኡሱና ጦቂ ታአንተ ያዬ እዬረ፥
2a042200ca	“ዎ! ካናዝረት የሱሳ፤ መ ታኤሰልሳቶ ሃጃ ኖኔ አብታ? ካኮንኤመተታ ኖ ባስንያ? አት አዮቶ አን ካሶዋ፤ አት ካዋ ቁሉክታ!” አመ።
2a042300d7	የሱሳና፥ “ጫልኢ አምደ ሂካ እባዶትኮ ቤ!” አመ ሀድሰ፤ ባቲክ አያናና እባዶት ጎሳ ዱባ ሆረ ሉጉደጉረ ኮና ሚራኣ አንጌግሶን ጋፋረ ቤ።
2a042400c4	እባዶ ዱባና ማመ፤ እስ እስኦሮና፥ “ሂክ ምስክ አጃጃያ? ኦዶናትና ሁናይ ባቲክ አያናልና ጎአጃጅሮ እሶና ብያራን” አመን።
2a0425004e	የሱሳኮክ አታን ኡሱ ኡልኮክ ጎቦቢ ዱባ ማልሳመ።
2a042600f3	ኤሰኮ አባባተረ የሱሳ አይሁድኮክ ምን ካኤብኮ ቤጉረ ምን ካስሞና ቶስ ታበ። ታስሞና ሶዶ ማር ጉበ ጎሜላን ሀዉኣማ ግቴ፤ ኤሰ ጎጎፋይስሮ የሱሳ ኤባተን።
2a04270094	የሱሳና ኤሰ ቶስ ሁስ አመረ ማር ካጉባረ ሀድሰ፤ ማር ካጉባረና ጋፋረ ጎርሰዋ ኬተደ ማርቲሰ።
2a042800c3	አርት እያ ግራን፥ ካለካለክ ሀዉኣም ካአባናየ እባዶ ዱባ የሱሳ ቶስ ከነን። ኡሱና እሶ መተ መተ ገነቴሳ ጉት ካየረ ፋይሰ።
2a04290112	ዱርሳና አደ፥ “አት ኤረ ካዋታ!” አማና እያ ካሞጋን እባዶኮ ቤ። ኡሱ ጎአመን እሶ ሀድሰ፤ ኡሱ ክርስቶሳ ላኖ አዴሰን ማንኮግሬን ማራን ጋራኬሳ ኮና እሶ ጎጎአዬሶንኮ ትረ።
2a042a00e0	ኡል ካኮባራረ ጎራታ የሱሳ ቶ ካለት ባንኤ ሴተ። ጎሳና ኡሱ ዶታ ግረ፤ ኡሱ ታኮግሮ ባንኤ ኤመተን፤ እሶኮና ካለቢረ ጎጎሴኖንኮ ትርን ሄደን።
2a042b00cc	ኡሱ ጎአመን፥ “ካካለ ካታማል አን ሴይጉረ ዎኖናት ካዋኮክ ዎንጋላ ላላብን ዶትሳራ፤ አን ካኮንፋራመራና ሂካ ሀልቻንያ” አመ።
2a042c0052	ካይሁዳ ማማኒ ካግሮ ምን ካኤብ ዱባ ላላባኖ ሆረዴ።
2a050100a4	ጎሳ የሱሳ ማረአበረ እስእስ ሻሻፋታ ኡሱ ካአጋልስሳረ ሃፉራ ካዋ ማላ፥ ታገንሳረጢ ላቡ ግሪ አሌ ግረ።
2a050200b7	ኡሱ ጎራታ ዎላቦ ላማ ባጋ ግሪ ታአልተቶ ዴ፤ ኩኑኡብ ኦአባታሬን አደን ዎላቦልኮና ዳጌረን ማራብል አልሳታ ግረን።
2a050300eb	ዎላቦል ኦሮኮ ታስሞና ታሌተቶ ቶስ ታበረ፥ ባጋኮ ባድ ቶስ አባራንቲ ጎጎፋክስሮ ሆሳተ፤ ኤሰኮና ኡሱ ዎላቦ ጉት ሀማጼረ ጎሳና አጋልስሳኖ ሀጋአበ።
2a050400a5	አየስ ጉድሰ አባባተረ ስሞናነ፥ “ባድ ቶስ ፋክ አምደ ኩኑኡብ አባይን ማራብጆልክስን ሉጉዳዬነ” አመ።
2a050500e3	ስሞናና የሱሳነ አባበረ፥ “ካአጋልስሳቶ! ሄመን ዱዶ ዳፉራ ባርነኔ ኮና ላኮአባነኖ፤ አት ጎአንተ ሃፉራካይ አድ ማራብጆልና ሉጉዳሮዋ” አመ።
2a05060087	ካኮሉጉዳታሬን ጎራታ ኣሎ ካጂንጂ ካሞጋን ኩኑኡብ አበን፥ ማራብጆልና ፊላሚን ሌተ።
2a050700e1	ዎላቦ ታካለቲ ታግቴ ኡና ታትሶ ኤሜይደ እሶ ጎጎጋርጋርቶ ማላታይ ኡሜን፤ እሶና ኤሜተረን ዎላቦ ላማ ኩኑኡብ አማጌን፤ ዎላቦና ልችሚን ሌተ።
2a050800b3	ስሞና ጴጢሮሳና ሂካ ካኮድያረ ጎራታ የሱሳ ሆረ ግልቢሰረ፥ “ጎታ፤ አን ጩባለሳክ እባዶትያ እንኮ ካለቤ” አመ።
2a0509009e	ሂካና ካኮንአመራ ኡሱና ኡሱነ ዎታ ኦግረን ዱባ ካአቤራን ኩኑኡብኮክ ሞጋኒ ማንኮሳደረን ማራንየ።
2a050a00ee	ኡሱማለና ሳትላል ታስሞና ካሌረ ይስ ካዛብዶሳ፥ ያይቆባና ያንሳና ሳደን። የሱሳና ስሞናነ፥ “አሮአብሳተ! ጎርታ እባዶ እን ቶስ ካኬንቶ ለታ” አመ።
2a050b0072	እሶና ዎላቦልክሶ ባጋ ቤሰረን ካአመን ዱባና ኢሰረነ ኡሱ ዴበ ሰሴተን።
2a050c0144	የሱሳ ካታማልኮ ቶይ ካኮግሬ፥ ኮ ማሪ ባር ካኮንአማጋንትተቴ እባዶት ኤሰ ካታማይ ግረ፤ ሂክ እባዶት የሱሳ ካኮደያረ ጎራታ በቤድቴሳ ኡል ኦዬጉረ፥ “ጎታ፥ ፈኢታ ጎሌተ እን ሙጭስን ዳንዳታ” አመ ኤባተ።
