0100000007	Genèse
021f0a005f	et les Vêtements sacrés du prêtre Aaron et les habits de ses fils pour l'usage du sacerdoce,
021f0b0099	et l'Huile de l'onction et l'Encens d'aromates pour l'usage du Sanctuaire: qu'ils se conforment dans l'exécution à tous les ordres que je t'ai donnés.
021f0c002e	Et l'Éternel s'adressa à Moïse en ces mots:
021f0d00d6	Adresse ces paroles aux enfants d'Israël: Observez bien mes sabbats; car ils serviront de signe entre moi et vous dans vos âges futurs pour vous faire comprendre que c'est moi, l'Éternel, qui vous ai consacrés.
021f0e00b5	Observez donc le jour du repos, car il est sacré pour vous; qui le profanera sera mis à mort; toute personne qui l'emploiera à une affaire sera extirpée du milieu de son peuple.
021f0f00a5	Six jours l'on vaquera à ses affaires, mais au septième c'est jour de repos consacré à l'Éternel; quiconque fera une affaire le septième jour sera mis à mort.
021f100087	Ainsi les enfants d'Israël garderont le sabbat en observant le jour du repos dans leurs âges futurs comme une institution éternelle.
021f1100b8	Ce sera éternellement un signe entre moi et les enfants d'Israël; car en six jours l'Éternel a fait les cieux et la terre, et le septième jour Il s'est reposé et a repris haleine.
021f12009d	Et quand Il eut achevé de parler avec Moïse sur le mont de Sinaï, Il lui remit les Deux Tables du Témoignage, tables de pierre écrites du doigt de Dieu.
02200100fe	Et le peuple, voyant que Moïse tardait à descendre de la montagne, se rassembla autour d'Aaron et lui dit: Allons! fais-nous un Dieu qui marche devant nous, car nous ne savons ce qu'est devenu ce Moïse, l'homme qui nous a fait sortir du pays d'Egypte.
0220020083	Et Aaron leur dit: Enlevez les anneaux d'or qui sont aux oreilles de vos femmes, de vos fils et de vos filles, et apportez-les-moi.
0220030062	Et tous ils s'ôtèrent les anneaux d'or qu'ils avaient aux oreilles et les apportèrent à Aaron.
02200400b7	Alors Aaron les ayant reçus de leurs mains, les jeta au moule dans l'atelier et il en fit un veau de fonte; alors ils dirent: Israël, voilà ton Dieu qui t'a tiré du pays d'Egypte.
022005006e	Et Aaron voyant cela dressa un autel devant lui et fit publier: Demain c'est fête en l'honneur de l'Éternel.
02200600b5	Et à leur lever le lendemain, ils sacrifièrent des holocaustes et ils offrirent des sacrifices pacifiques; et le peuple s'assit pour manger et boire, puis ils se mirent à danser.
022007006b	Alors l'Éternel parla à Moïse: Va, descends, car il forfait ton peuple que tu as tiré du pays d'Egypte:
02200800e5	ils se sont promptement écartés de la voie que je leur ai prescrite: ils se sont fabriqué un veau de fonte et l'ont adoré, et lui ont fait des sacrifices et ont dit: Israël, c'est là ton Dieu qui t'a tiré du pays d'Egypte.
022009005a	Et l'Éternel dit à Moïse: Je regarde ce peuple, et voici, c'est un peuple au col roide;
02200a008f	or maintenant donc laisse-moi agir; il faut que ma colère s'allume contre eux et que je les détruise, mais de toi je ferai une grande nation.
02200b00cb	Et Moïse chercha à apaiser l'Éternel, son Dieu, et dit: Éternel, pourquoi ta colère s'allumerait-elle contre ton peuple que tu as tiré du pays d'Egypte par une grande force et d'une main puissante?
02200c0107	Pourquoi les Égyptiens diraient-ils: C'est pour leur perte qu'il les a fait partir, afin de les tuer dans les montagnes et de les exterminer de la face de la terre? Reviens de ton courroux qui s'enflamme, et repens-toi de la menace que tu as faite à ton peuple.
02200d0113	Souviens-toi d'Abraham, d'Isaac et d'Israël, tes serviteurs, auxquels tu as juré par toi-même et auxquels tu as dit: Je multiplierai votre postérité comme les étoiles du ciel, et tout ce pays que j'ai promis, je le donnerai à vos descendants en propriété éternelle.
02200e005b	Alors l'Éternel se repentit de la menace qu'il avait dit vouloir exécuter sur son peuple.
02200f00c4	Et Moïse se tourna et descendit de la montagne, portant à la main les Deux Tables du Témoignage, tables écrites des deux côtés; elles étaient écrites aussi bien d'un côté que de l'autre.
022010006b	Et les tables étaient l'ouvrage de Dieu, et l'écriture était l'écriture de Dieu gravée sur les tables.
0220110070	Alors Josué entendit les cris du peuple qui vociférait, et dit à Moïse: C'est le cri de guerre dans le camp.
02201200a4	Et Moïse répondit: Ce ne sont ni les cris de gens qui chantent victoire, ni les cris de gens qui déplorent une défaite; j'entends les voix de gens qui chantent.
02201300b5	Et lorsqu'il fut près du camp et qu'il aperçut le veau et les chœurs, Moïse fut enflammé de colère et il jeta d'entre ses mains les tables et les brisa au pied de la montagne.
02201400ae	Puis il prit le veau qu'ils avaient fait et le brûla au feu, et le broya jusqu'à le réduire en une poudre, qu'il répandit sur l'eau qu'il fit boire aux enfants d'Israël.
0220150052	Et Moïse dit à Aaron: Que t'a fait ce peuple pour le charger d'un grand péché?
0220160065	Et Aaron dit: Que la colère de mon seigneur ne s'allume pas! Tu connais ce peuple et sa perversité;
022017009f	ils m'ont dit: Fais-nous un Dieu qui marche à notre tête; car ce Moïse, l'homme qui nous a fait sortir du pays d'Egypte, nous ne savons ce qu'il est devenu.
02201800a0	C'est alors que je leur ai dit: Que tous ceux qui portent de l'or l'enlèvent. Et ils me l'ont remis, et je l'ai exposé au feu, et il en est résulté ce veau.
0220190080	Et lorsque Moïse vit que le peuple était sans frein, Aaron lui ayant lâché la bride, et deviendrait le jouet de ses ennemis,
02201a008c	Moïse se plaça à la porte du camp et dit: A moi tous ceux qui sont à l'Éternel! Et tous les fils de Lévi se réunirent auprès de lui.
02201b00dc	Et il leur dit: Ainsi parle l'Éternel, Dieu d'Israël: Mettez chacun l'épée au côté, passez et repassez d'une porte du camp à l'autre porte, et tuez chacun votre frère et chacun votre ami et chacun votre prochain.
02201c0077	Et les fils de Lévi exécutèrent l'ordre de Moïse, et en ce jour dans le peuple il tomba environ trois mille hommes.
02201d00b7	Et Moïse dit: Accomplissez aujourd'hui votre consécration à l'Éternel, même au prix de votre fils et de votre frère, et cela pour attirer sur vous aujourd'hui une bénédiction.
02201e0097	Et le lendemain Moïse dit au peuple: Vous avez commis un grand péché; or je vais monter vers l'Éternel; peut-être pourrai-je expier votre péché.
02201f008f	Moïse retourna donc auprès de l'Éternel et dit: Hélas! ce peuple s'est rendu coupable d'un grand péché, et ils se sont fait un dieu d'or.
0220200060	Puisses-tu maintenant pardonner leur péché! sinon, oh! efface-moi de ton livre écrit par toi.
0220210062	Et l'Éternel dit à Moïse: Ce sont ceux qui ont péché contre moi que j'effacerai de mon livre,
0220220094	va maintenant et mène le peuple où je t'ai dit: Voici, mon ange te précédera; mais au jour de mes châtiments je les châtierai de leur péché.
022023004e	Ainsi l'Éternel frappa le peuple pour avoir fait le veau exécuté par Aaron.
02210100d9	Et l'Éternel dit à Moïse: Porte-toi d'ici, toi et le peuple que tu as tiré du pays d'Egypte, vers le pays que j'ai promis par serment à Abraham et à Isaac et à Jacob en disant: Je le donnerai à ta postérité:
022102009b	et je te ferai précéder par un ange, et je chasserai les Cananéens, les Amoréens et les Héthiens et les Phérisiens et les Hévites et les Jébusites;
02210300b5	vers le pays découlant de lait et de miel; car je ne serai point parmi vous durant le trajet, parce que vous êtes un peuple au col roide, de peur que je ne vous consume en chemin.
0221040068	Et le peuple ayant entendu ce sinistre langage prit le deuil et personne ne se couvrit de ses ornements.
02210500e9	Et l'Éternel dit à Moïse: Dis aux enfants d'Israël: Vous êtes un peuple au col roide; si je faisais un seul instant route avec vous, je vous détruirais. Et maintenant dépose tes ornements, et je verrai ce que j'ai à te faire.
022106006a	Les enfants d'Israël se dépouillèrent donc de leurs ornements, après s'être éloignés du mont Horeb.
02210700e7	Et Moïse prit la Tente et se la dressa en dehors du camp, à distance du camp; et il l'appela Tente du Rendez-vous. Et tous ceux qui cherchaient l'Éternel se rendaient à la Tente du Rendez-vous qui se trouvait en dehors du camp.
02210800bd	Et lorsque Moïse se rendait à la Tente, tout le peuple se levait, et chacun se tenait debout à la porte de sa propre tente, et suivait Moïse du regard jusqu'à son arrivée à la Tente.
022109008e	Et lorsque Moïse arrivait à la Tente, la colonne de nuée descendait et se posait à l'entrée de la Tente, et Il s'entretenait avec Moïse.
02210a00ab	Et tout le peuple voyait la colonne de nuée qui se tenait à l'entrée de la Tente, et tout le peuple se levait, et chacun se prosternait à l'entrée de sa propre tente.
02210b00ca	Et l'Éternel parlait à Moïse face à face, comme un homme parle à son ami; puis il revenait au camp; mais Josué, fils de Nun, jeune homme qui le servait, ne quittait point l'intérieur de la Tente.
02210c00e5	Et Moïse dit à l'Éternel: Voici, tu me dis: Mène ce peuple en avant! et tu ne me fais pas connaître qui tu veux envoyer avec moi, et cependant tu m'as dit: Je te connais nommément, et tu as aussi trouvé grâce à mes yeux.
02210d00c4	Eh bien! puisque j'ai pu trouver grâce à tes yeux, daigne me faire connaître ta voie pour que je te connaisse, afin de trouver grâce à tes yeux, et considère que cette nation est ton peuple.
02210e004b	Et Il dit: Tu seras accompagné de ma présence et je t'amènerai au repos.
02210f0064	Et il Lui répondit: Si tu ne nous accompagnes pas de ta présence, ne nous fais point partir d'ici.
02211000df	Et comment sera-t-il notoire que j'ai trouvé grâce à tes yeux, moi et ton peuple? n'est-ce pas si tu nous accompagnes, et si nous sommes distingués moi et ton peuple de tous les peuples qui sont sur la face de la terre?
022111008f	Et l'Éternel dit à Moïse: Je ferai aussi cela même que tu viens de dire; car tu as trouvé grâce à mes yeux, et je te connais nommément.
0221120035	Et Moïse reprit: Fais-moi donc contempler ta gloire!
02211300d7	Et l'Éternel dit: Je ferai passer toute ma beauté devant ta face et nommerai le nom de l'Éternel devant toi; aussi bien je suis propice à qui je suis propice, et miséricordieux pour qui je suis miséricordieux.
0221140052	Et Il dit: Tu ne saurais contempler ma face, car l'homme ne peut me voir et vivre.
022115004c	Et l'Éternel dit: J'ai près de moi un lieu: tu t'y tiendras sur le rocher,
0221160082	et quand ma gloire passera, je te placerai dans une cavité du rocher et je t'abriterai de ma main jusqu'à ce que je sois passé;
022117005d	puis je retirerai ma main afin que tu me voies par derrière, mais ma face n'est pas visible.
02220100bc	Et l'Éternel dit à Moïse: Taille-toi deux tables de pierre comme les premières; et j'écrirai sur les tables les paroles qui se trouvaient sur les premières tables que tu as brisées.
0222020082	Et tiens-toi prêt dès le matin et monte le matin à la montagne de Sinaï, et t'y présente à moi sur le sommet de la montagne.
02220300a1	Et que personne ne monte avec toi, et que personne ne se montre sur toute la montagne, et que ni menu ni gros bétail ne pâture du côté de cette montagne-là.
02220400da	Alors Moïse tailla deux tables de pierre comme les premières, et il se leva le matin et monta à la montagne de Sinaï selon l'ordre qu'il avait reçu de l'Éternel, et il prit dans sa main les deux tables de pierre.
0222050067	Alors l'Éternel descendit dans la nue et s'y rencontra avec lui, et Il prononça le nom de l'Éternel.
0222060093	Et l'Éternel passa devant lui et proclama «l'Éternel, l'Éternel, Dieu miséricordieux et clément, patient, et riche en amour et en fidélité,
0222070127	qui conserve son amour jusqu'à la millième génération, qui pardonne l'iniquité, la désobéissance et le péché, mais qui ne laisse pas toujours impuni, faisant tomber la peine des pères sur les enfants et les enfants des enfants jusqu'à la troisième et à la quatrième génération.»
0222080039	Alors Moïse aussitôt se prosterna contre terre et adora
02220900d9	et il dit: Si j'ai pu trouver grâce à tes yeux, Seigneur, que le Seigneur passe au milieu de nous, puisque c'est un peuple au col roide, et pardonne notre égarement et notre péché, et fais de nous ta propriété.
02220a0121	Et Il dit: Voici, je conclus une alliance; devant tout ton peuple je veux opérer des miracles tels qu'il n'en a point été produit en aucun pays et chez aucune nation, et tout le peuple, au sein duquel tu es, verra l'œuvre de l'Éternel; car ce que je vais faire avec toi sera terrible.
02220b00b8	Prends garde à ce que je te commande aujourd'hui! Voici, je chasserai devant toi les Amoréens et les Cananéens et les Héthiens et les Phérisiens et les Hévites et les Jébusites.
02220c0075	Garde-toi d'accorder une alliance aux habitants du pays où tu entreras, de peur d'avoir en eux un piège parmi vous;
02220d0063	vous détruirez au contraire leurs autels et briserez leurs statues, et arracherez leurs Aschères,
02220e0062	car tu n'adoreras aucun autre Dieu; car l'Éternel, dont le nom est le Jaloux, est un Dieu jaloux;
02220f00da	garde-toi d'accorder une alliance aux habitants du pays, de peur que, lorsqu'ils se prostituent à la suite de leurs dieux et font des sacrifices à leurs dieux, ils ne t'invitent et que tu ne manges de leurs victimes,
02221000b4	et que tu ne maries tes fils parmi leurs filles, et que leurs filles, se prostituant à la suite de leurs dieux, n'entraînent tes fils à se prostituer à la suite de leurs dieux.
0222110026	Tu ne te feras point de dieu de fonte.
02221200bb	Tu observeras la fête des azymes; sept jours tu mangeras des azymes, comme je te l'ai prescrit, à l'époque du mois des épis; car c'est dans le mois des épis que tu es sorti d'Egypte.
022213008b	Toutes les prémices de la maternité m'appartiennent, ainsi que dans tous tes troupeaux tout mâle premier-né du gros et du menu bétail.
02221400db	Mais le premier-né de l'âne tu le rachèteras au moyen d'un mouton; et si tu ne le rachètes pas, tu l'assommeras. Tu rachèteras tout premier-né de tes fils, et l'on ne se présentera pas devant moi les mains vides.
022215007a	Six jours tu travailleras, mais tu chômeras le septième jour, même pendant les semailles et la moisson tu le chômeras.
0222160091	Tu feras la fête des Semaines en offrant les prémices du froment moissonné, et la fête de la rentrée des récoltes l'année étant révolue.
0222170062	Trois fois par an tous tes mâles se présenteront devant le Seigneur, l'Éternel, Dieu d'Israël.
02221800c5	Car je chasserai les nations devant toi et étendrai tes frontières, et personne ne convoitera ton pays, lorsque trois fois par an tu iras en pèlerinage te présenter devant l'Éternel, ton Dieu.
022219008a	Tu n'immoleras point sur du levain le sang de mes victimes, et là victime de la fête de Pâques ne sera point conservée jusqu'au matin.
02221a008d	Tu apporteras à la maison de l'Éternel, ton Dieu, la fleur des prémices de ton sol. Tu ne feras pas cuire le chevreau au lait de sa mère.
02221b0093	Et l'Éternel dit à Moïse: Mets par écrit ces paroles; car c'est aux termes de ces paroles que je conclus une alliance avec toi et avec Israël.
02221c00bb	Et Moïse fut là avec l'Éternel quarante jours et quarante nuits; il ne mangea point de pain et ne but point d'eau; et il écrivit sur des tables les paroles de l'alliance, dix paroles.
02221d00f5	Et lorsque Moïse descendit du mont de Sinaï, les Deux Tables du Témoignage étant dans les mains de Moïse qui descendait de la montagne, Moïse ne se doutait pas que la peau de son visage resplendît, parce qu'il s'était entretenu avec Lui.
02221e0087	Et Aaron et tous les enfants d'Israël regardèrent Moïse, et voici, la peau de son visage rayonnait, et ils craignaient de l'aborder.
02221f006f	Mais Moïse les appela, et Aaron et tous les princes de l'assemblée se dirigèrent vers lui, et il leur parla.
0222200094	Après cela, tous les enfants d'Israël s'approchèrent, et il leur transmit tous les ordres que l'Éternel lui avait donnés sur le mont de Sinaï.
0222210056	Et Moïse ayant terminé le discours qu'il leur adressait, mit un voile sur sa figure.
02222200c7	Et lorsque Moïse pénétrait devant l'Éternel pour lui parler, il ôtait le voile jusqu'à ce qu'il sortît; et étant sorti, il redisait aux enfants d'Israël tout ce qui lui avait été ordonné.
02222300cd	Et les enfants d'Israël voyant le visage de Moïse, aperçurent la peau resplendissante de son visage. C'est pourquoi Moïse mettait le voile sur son visage jusqu'à ce qu'il entrât pour parler avec Lui.
022301007c	Alors Moïse réunit toute l'assemblée des enfants d'Israël et leur dit: Voici les choses que l'Éternel ordonne de faire:
02230200c3	Pendant six jours tu vaqueras à tes affaires, mais au septième jour vous aurez un saint sabbat férié en l'honneur de l'Éternel; quiconque vaquera ce jour-là à une affaire sera mis à mort.
0223030046	Le jour du sabbat vous n'allumerez de feu dans aucune de vos demeures.
022304007f	Et Moïse adressa à toute l'assemblée des enfants d'Israël ces paroles: Voici l'ordre que l'Éternel a donné en ces termes:
02230500a7	Prenez sur vos biens une offrande pour l'Éternel: que tout homme généreux de cœur la présente, cette offrande, à l'Éternel, de l'or, de l'argent et de l'airain,
022306004b	et de l'azur et du pourpre et du vermillon et du lin et du poil de chèvre,
022307005c	et des peaux de béliers teintes en rouge et des peaux de chiens de mer et du bois d'acacia;
022308005a	de l'huile pour le Candélabre et des aromates pour l'huile d'onction et l'encens odorant,
0223090051	et des pierres d'onyx et des pierreries enchâssées pour l'Ephod et le Pectoral.
02230a0076	Et que tous ceux d'entre vous qui ont un esprit intelligent viennent et exécutent tout ce que l'Éternel a commandé,
02230b0073	la Résidence, sa tente et sa couverture, ses agrafes et ses ais, ses traverses, ses colonnes et ses soubassements;
02230c0035	l'Arche et ses barres, le Propitiatoire et le Rideau;
02230d004c	la Table et ses barres et tous ses ustensiles et les Pains de présentation;
02230e004a	et le Candélabre et son attirail et ses lampes et l'huile du Candélabre;
02230f0087	et l'Autel aux parfums et ses barres et l'huile d'onction et l'encens odorant, et le Rideau de la porte pour la porte de la Résidence;
0223100079	l'Autel des holocaustes et son treillis en réseau d'airain, ses barres et tous ses ustensiles; le Bassin et son support;
022311005b	les toiles du Parvis, ses colonnes et ses soubassements et le rideau de la porte du Parvis,
0223120044	les piliers de la Résidence et les piliers du Parvis et ses cordes,
02231300ac	les costumes solennels pour faire le service dans le Sanctuaire, les Vêtements sacrés pour le prêtre Aaron et les vêtements de ses fils pour les fonctions sacerdotales.
0223140050	Alors toute l'assemblée des enfants d'Israël sortit de la présence de Moïse.
02231500d6	Et tous ceux que leur cœur y portait et qui étaient de bonne volonté vinrent et apportèrent l'offrande de l'Éternel pour l'œuvre de la Tente du Rendez-vous et tous ses ouvrages et pour les vêtements sacrés.
02231600c9	Les hommes vinrent aussi bien que les femmes, tous ceux que leur cœur y portait, et offrirent des boucles de narine, des pendants d'oreille et des bagues et des colliers, toutes sortes de joyaux d'or,
0223170110	tous ceux qui avaient à présenter à l'Éternel une offrande d'or par agitation; et ceux chez qui se trouvait de l'azur et du pourpre et du vermillon et du lin et du poil de chèvre et des peaux de béliers teintes en rouge et des peaux de chiens de mer, l'apportèrent,
02231800f1	et tous ceux qui voulaient présenter par élévation une offrande d'argent et d'airain présentèrent l'offrande à l'Éternel; et tous ceux chez qui se trouvait du bois d'acacia propre au travail de toutes sortes d'ouvrages l'apportèrent.
022319009a	Et toutes les femmes d'un esprit intelligent se mirent à coudre de leurs mains et apportèrent des coutures d'azur et de pourpre, de vermillon et de lin.
02231a0071	Et toutes les femmes portées de bonne volonté et douées d'intelligence firent des coutures de poil de chèvre.
02231b0068	Et les princes fournirent les pierres d'onyx et les pierreries enchâssées pour l'Ephod et le Pectoral,
02231c005d	et les aromates et l'huile pour le Candélabre et pour l'huile d'onction et l'encens odorant.
02231d00d1	Tous, hommes et femmes, que leur cœur portait à contribuer à tous les ouvrages que l'Éternel avait donné par Moïse l'ordre de faire, les enfants d'Israël apportèrent à l'Éternel des dons volontaires.
02231e0087	Et Moïse dit aux enfants d'Israël: Voyez, l'Éternel a nommément appelé Betsaléel, fils de Ouri, fils de Hur, de la tribu de Juda,
02231f0071	et Il l'a rempli de l'Esprit de Dieu, d'intelligence, de sens, de connaissance et de savoir-faire en toute chose,
0223200046	et du talent d'inventer, et de travailler l'or et l'argent et l'airain
022321005e	et de graver les pierres à enchâsser et de sculpter le bois, d'exécuter toute œuvre d'art;
022322006a	et Il lui a aussi accordé le don d'instruire, à lui et à Oholiab, fils d'Ahisamach, de la tribu de Dan;
0223230112	Il les a remplis d'un sens intelligent pour exécuter toute sorte d'ouvrage de forgeron et de charpentier et d'ouvrier en brocart d'azur, de pourpre, de vermillon et de lin, et de tisserand; ils sont à même d'imaginer toute sorte d'ouvrage et d'inventer des œuvres d'art.
02240100ce	Ainsi Betsaléel et Oholiab et tous les experts en qui l'Éternel avait mis l'intelligence et le sens du savoir-faire, exécuteront toute l'œuvre du travail du Sanctuaire, tout ce qu'a prescrit l'Éternel.
02240200c1	Alors Moïse appela Betsaléel et Oholiab et tous les experts en qui l'Éternel avait mis le sens de l'intelligence, tous ceux que leur cœur portait à entreprendre l'ouvrage pour l'exécuter.
02240300d3	Et ils reçurent de Moïse toutes les offrandes apportées par les enfants d'Israël pour l'œuvre du travail du Sanctuaire qui devait être fait; et tous les matins on lui apportait encore des dons volontaires.
0224040071	Cependant tous ces experts occupés à tout le travail du sanctuaire, quittant chacun l'ouvrage qu'ils faisaient,
02240500af	vinrent et, s'adressant à Moïse, lui dirent: Le peuple apporte beaucoup de choses, beaucoup plus qu'il n'en faut pour faire l'ouvrage que l'Éternel a commandé d'exécuter.
02240600b5	Alors Moïse ordonna que dans tout le camp fût répandu cet avis: Que personne, ni homme ni femme, ne procure plus d'offrandes pour le Sanctuaire, et le peuple cessa d'en apporter.
022407006d	Car il y avait assez d'objets confectionnés pour tous les ouvrages à faire et même il y en avait de reste.
02240800d0	En conséquence tous ces experts employés à l'œuvre formèrent la Résidence de dix tentures de lin retors, d'azur, de pourpre et de vermillon; ils les firent portant des chérubins en ouvrage de broderie.
0224090080	Une tenture eut vingt-huit coudées de longueur et quatre coudées de largeur; toutes les tentures furent de la même dimension.
02240a0053	Et l'on fit des assemblages chacun de cinq tentures assemblées l'une avec l'autre;
02240b00ad	et l'on ménagea des mailles d'azur au bord d'une tenture, celle du bout au point de jonction; on fit la même opération au bord du tapis du bout dans le second assemblage.
02240c00cd	On ménagea cinquante mailles à une tenture, et de même au second assemblage cinquante mailles à l'extrémité d'un tapis au second assemblage, de sorte que les mailles coïncidaient l'une avec l'autre.
02240d0090	Et l'on fit cinquante agrafes d'or, et assemblant les tentures l'une avec l'autre au moyen des agrafes, on obtint la Résidence formant un tout.
02240e0077	Puis l'on fit des tapis de poil de chèvre pour en composer une tente qui protégeât la Résidence: on fit onze tapis.
02240f0077	Un tapis eut trente coudées de longueur et quatre coudées de largeur par tapis, les onze tapis de la même dimension.
0224100041	Et l'on assembla cinq tapis d'une part et six tapis d'autre part.
0224110086	Et l'on ménagea cinquante mailles au bord du tapis du bout à la jonction et cinquante mailles au bord du tapis au second assemblage.
0224120052	Et l'on fit cinquante agrafes d'airain pour assembler la tente qui devint un tout.
0224130096	Et pour garantir la Tente, on fit une couverture de peaux de béliers teintes en rouge, et par-dessus encore une couverture de peaux de chiens de mer.
0224140052	Et l'on fit de bois d'acacia les ais pour la Résidence qui furent placés debout;
022415004e	la longueur d'un ais fut de dix coudées et sa largeur d'une coudée et demie.
022416007b	A chaque ais on pratiqua deux tenons taillés l'un comme l'autre; c'est ce qui fut fait pour tous les ais de la Résidence.
0224170052	Et l'on fit les ais de la Résidence au nombre de vingt pour le côté sud au midi
0224180079	et quarante soubassements d'argent pour supporter vingt ais, deux soubassements par ais pour en recevoir les deux tenons;
0224190048	et pour le côté opposé de la Résidence, le côté du nord, vingt ais
02241a003f	et quarante soubassements d'argent, deux soubassements par ais.
02241b0040	Et pour le fond de la Résidence, à l'occident, on fit six ais,
02241c0048	et pour les angles de la Résidence, au côté du fond, on fit deux ais,
02241d006f	doubles dans le bas et doubles aussi dans le haut au premier anneau; on les fit ainsi les deux aux deux angles;
02241e0087	il y eut donc huit ais et leurs soubassements d'argent, seize soubassements, deux soubassements sous l'un des ais et deux sous l'autre.
02241f0063	Et l'on fit des traverses de bois d'acacia, cinq pour les ais de l'un des côtés de la Résidence,
022420009c	et cinq traverses pour les ais du second côté de la Résidence, et cinq traverses pour les ais du côté de la Résidence qui forma le fond à l'occident,
0224210064	et la traverse médiale au milieu des ais qu'elle traversa d'une extrémité à l'autre extrémité.
0224220080	Et l'on plaqua d'or les ais, et l'on fit d'or leurs anneaux destinés à recevoir les traverses qui furent aussi plaquées d'or.
022423008a	Et l'on fit le Rideau d'azur, de pourpre et de vermillon et de lin retors: ce fut un ouvrage de l'art du tisseur ainsi que les chérubins.
02242400a0	Et pour le soutenir, on fit quatre colonnes d'acacia qui furent plaquées d'or, munies de clous d'or et pour lesquelles on fondit quatre soubassements d'argent.
0224250074	Et il fit le Rideau à la porte de la Tente en azur et pourpre et vermillon et en lin retors selon l'art du tisseur,
0224260073	et ses cinq colonnes, et ses clous, et plaqua leurs têtes et leurs tringles, et d'airain leurs cinq soubassements.
022501009b	Et Betsaléel fit l'Arche de bois d'acacia, ayant deux coudées et demie de longueur et une coudée et demie de largeur et une coudée et demie de hauteur.
022502005d	Et il la plaqua d'or pur intérieurement et extérieurement, et l'entoura d'une bordure d'or.
0225030073	Et il y coula quatre anneaux d'or aux quatre angles, deux anneaux sur l'un des côtés et deux anneaux sur l'autre.
0225040038	Et il fit des barres de bois d'acacia qu'il plaqua d'or;
0225050067	et il passa les barres dans les anneaux sur les côtés de l'Arche pour servir au transport de l'Arche.
0225060064	Et il fit le Propitiatoire d'or pur, long de deux coudées et demie et large d'une coudée et demie.
0225070055	Et il fit deux Chérubins d'or, travaillés au tour, aux deux bouts du Propitiatoire,
0225080089	un Chérubin à un bout et un Chérubin à l'autre bout; c'est sur le Propitiatoire qu'il plaça les Chérubins à ses deux extrémités;
02250900b5	et les Chérubins avaient les ailes étendues par-dessus couvrant de leurs ailes le Propitiatoire et se faisant face l'un à l'autre, et ayant la face tournée sur le Propitiatoire.
02250a0081	Et il fit la Table de bois d'acacia, de deux coudées de longueur, d'une coudée de largeur et d'une coudée et demie de hauteur;
02250b003a	et il la plaqua d'or pur, et l'entoura d'une bordure d'or,
02250c006c	et la munit tout autour d'un rebord d'un empan de hauteur auquel il adapta une bordure d'or pur tout autour,
02250d0061	et il y coula quatre anneaux et fixa les anneaux aux quatre angles marqués par ses quatre pieds;
02250e006e	les anneaux se trouvèrent à la jonction du rebord pour recevoir les barres servant au transport de la Table.
02250f005e	Et il fit les barres de bois d'acacia et les plaqua d'or pour servir au transport de la Table.
0225100094	Et il fit la vaisselle, couvert de la Table, ses plats et ses coupes et ses calices et ses patères servant aux libations, et il y employa l'or pur.
0225110096	Et il fit le Candélabre, d'or pur; le Candélabre avec sa hampe et sa tige fut fait au tour, il en surgissait des calices, des boutons et des fleurs;
0225120091	et six tubes sortaient de ses côtés; trois tubes du Candélabre de l'un de ses côtés et trois tubes du Candélabre de l'autre de ses côtés;
02251300c7	il y eut trois calices taillés en amande à l'un des tubes avec bouton et fleur, et trois calices taillés en amande à l'autre tube avec bouton et fleur et cela aux six tubes sortant du Candélabre
0225140066	qui lui-même reçut sur sa tige quatre calices taillés en amande avec leurs boutons et leurs fleurs,
0225150060	et un bouton au-dessous de chaque embranchement de deux tubes dont six partaient du Candélabre:
022516004d	il en surgissait des boutons et des fleurs, le tout fait au tour et d'or pur.
0225170053	Et il fit ses lampes au nombre de sept et ses mouchettes et ses cendriers d'or pur.
0225180043	Pour le faire avec tout son attirail on employa un talent d'or pur.
02251900aa	Et il fit l'Autel aux parfums de bois d'acacia, d'une coudée de longueur et d'une coudée de largeur, carré, et de deux coudées de hauteur, avec ses cornes attenantes.
02251a007b	Et il le plaqua d'or pur, le dessus, les parois tout autour et les cornes, et il pratiqua à l'entour une bordure d'or pur.
02251b007f	Et il y fixa deux anneaux d'or à ses deux côtés au-dessous de la bordure pour recevoir les barres servant à le transporter.
02251c0039	Et il fit les barres de bois d'acacia et les plaqua d'or.
02251d0061	Et il fit l'Huile d'onction du sanctuaire et le pur Encens odorant par le procédé du parfumeur.
0226010099	Et il fit l'Autel des holocaustes de bois d'acacia, de cinq coudées de longueur et de cinq coudées de largeur, carré, et de trois coudées de hauteur.
022602005f	Et il fit ses cornes à ses quatre angles où elles furent adaptées; et il le plaqua d'airain.
02260300a3	Et il fit tous les ustensiles de l'Autel, les vases et les pelles et les patères et les fourchettes et les brasiers; il employa l'airain pour tous ses ustensiles.
022604008a	Et il fit à l'Autel un treillis en réseau d'airain au-dessous de la corniche de l'Autel jusqu'à la moitié de l'Autel à partir du bas.
0226050059	Et il fixa au réseau d'airain quatre anneaux aux quatre angles pour recevoir les barres.
022606003d	Et il fit les barres de bois d'acacia et les plaqua d'airain,
022607007e	et il passa les barres dans les anneaux aux côtés de l'Autel pour servir à le transporter; il le fit creux et formé d'ais.
02260800b2	Et il fit le Bassin d'airain et son support d'airain, y employant les miroirs des femmes qui à tour de rôle venaient faire leur service à l'entrée de la Tente du Rendez-vous.
0226090083	Et il disposa le Parvis; au côté du midi au sud, il tendit sur une longueur de cent coudées les toiles du Parvis, de lin retors,
