2800000006	Matayo
280a1d006e	Ijojolo iŵili ikusumichikwa kwa senti jimo. Namose ngapagwa hata chimo chachikuwa pangali Atati ŵenu kusaka.
280a1e0056	Nambo kukwenu ŵanyamwe, atamuno umbo sya muntwe wenu nombe nasyo siŵalanjikwe syose.
280a1f0044	Kwayele ngasinjogopa, ŵanyamwe ndi ŵakutopela mwakuipunda ijojolo.
280a200093	“Nipele, jwalijose jwakunyitichisya une paujo pa ŵandu kuti jwele ali jwangune, noneji chinankunde jwelejo paujo pa Atati ŵangu ŵaali kwinani.
280a210066	Nambo jwalijose juchachingana paujo pa ŵandu, noneji chinamkane paujo pa Atati ŵangu ŵaali kwinani.
280a220073	“Nkaganisya kuti ichenawo chitendewele pachilambo pano. Ngwamba! Nganiikanawo chitendewele nambo ichenawo ngondo.
280a23005a	Pakuŵa iche kukuntindanya mundu ni atatigwe, mwali ni achikulugwe, akwegwe ni nkwegwakwe.
280a24003f	Ni ŵammagongo ŵa mundu chaŵe ŵandu ŵaali mu nyuumba jakwe.
280a2500e2	“Jwakunnonyela atatigwe pane achikulugwe kumbunda une, jwelejo ngakuŵajilwa kuŵa jwakulijiganya jwangu. Ni jwakunnonyela mwana jwannume pane mwana jwankongwe kumbunda une, jwelejo ngakuŵajilwa kuŵa jwakulijiganya jwangu.
280a260062	Mundu jwangakuujigala nsalaba wakwe ni kunguya, jwelejo ngakuŵajilwa kuŵa jwakulijiganya jwangu.
280a270086	Nipele, jwalijose jwakuugosa umi wakwe, chaujase, nambo jwele juchautyosye umi wakwe kwa ligongo lya kungulupilila une, chachiusimana.
280a280066	“Jwakumpochela ŵanyamwe, akumbochela une ni jwakumbochela une, akwapochela ŵele ŵandumile une wo.
280a29010c	Jwakumpochela jwakulondola jwa Akunnungu ligongo atekuŵa jwakulondola, chachipochela mbote ja jwakulondola. Nombe jwakumpochela mundu jwakupanganya yambone paujo pa Akunnungu pakuŵa ali jwambone, chachipochela mbote ja mundu jwakupanganya yambone paujo pa Akunnungu.
280a2a00b5	Ngunsalila isyene, jwalijose juchachimpa jumo jwa ŵangamanyika kwannope ŵa ngao wa meesi gamasisi, pakuŵa ali ŵakulijiganya ŵangu, isyene, jwelejo chachipochela mbote jakwe.”
280b0100a2	Nipele, Che Yesu paŵamalisisye kwalajisya ŵakulijiganya ŵao likumi ni ŵaŵili, ŵatyosile kweleko, ŵajawile kwiganya ni kulalichila mmisi jajili ku Galilaya.
280b020089	Nombe che Yohana paŵaliji mu nyuumba jakutaŵilwa ŵapilikene ngani ja masengo ga Kilisito Jwakuwombola, ŵaatumile ŵakulijiganya ŵao,
280b030045	akausye, “Ana mmwe ni ŵele ŵakwika ŵala pane twalolele ŵane?”
280b040057	Che Yesu ŵaajanjile, “Njaulanje nkaasalile che Yohana aila inkuipilikana ni kuilola.
280b05009f	Ŵangalola akulola, ni ŵangajenda akwenda, ni ŵamatana akuswejeswa, ni ŵangapilikana akupilikana, ni ŵawe akusyuswa, ni ŵakulaga akusalilwa Ngani Jambone.
280b060033	Jwana upile jwele mundu jwangakungolela lipamba.”
280b0700f9	Nipele, ŵele ŵakulijiganya ŵa che Yohana paŵaliji nkwenda, Che Yesu ŵatandite kwasalila ŵandu ngani si che Yohana aninkuti, “Ana mwajawile kukulola chichi kwele kwipululu ko? Uli, mwajawile kukulilola litete lili nkupungunyikwa ni mbungo?”
280b0800a1	Iŵaga ngaŵa yeleyo ana mwajawile kukulola chichi? Mwajawile kukunnola mundu jwawete iwalo yambone? Ŵandu ŵakuwala iwalo yambone akutama mmajumba ga mamwenye.
280b09008e	Nambo, ana mwajawile kukulola chichi? Mwajawile kukunnola Jwakulondola jwa Akunnungu? Elo, ngunsalila, jwakumpunda jwakulondola jwa Akunnungu.
280b0a0097	Jwelejo ni che Yohana, Akunnungu juŵangambaga mmalembelo ga Akunnungu, Nnole, nguntuma jwantenga jwangu mmbujo mwenu, juchakankolochesye litala lyenu.
280b0b00df	Ngunsalila isyene, mwa ŵandu ŵakutama mu chilambo, nganatyochele mundu jwali jwankulungwa kumpunda che Yohana Ŵakubatisya. Nambo jwalijose jwakulolechela jwannandi mu Umwenye wa kwinani ali jwankulungwa kumpunda jwelejo.
280b0c00a1	Chitandile katema kaŵalalichilaga che Yohana Ŵakubatisya mpaka lelo, umwenye wa kwinani ukukanikwa, ni ŵandu ŵaali ni machili akulinga kuujigala kwa machili.
280b0d0082	Majiganyo gose ga ŵakulondola ŵa Akunnungu ni Malajisyo gakunguluchile ngani ja umwenye wa Akunnungu mpaka katema ka che Yohana.
280b0e0047	Iŵaga nkusaka kwitichisya gelega, che Yohana ju ni che Elia juchaiche.
280b0f0021	Jwakwete mapilikanilo, apilikane!
280b10008e	“Chinaulandanye ni chichi uŵelesi wu? Ulandene ni achachanda ŵaŵatemi paluŵala lwa kusumichisya malonda, ni kuŵechetesyana ni achinjao,
280b11005c	‘Twangombele ngoma nambo nganintyala! Twanjimbile nyimbo sya pamalilo nambo nganinlila!’
280b12006d	Pakuŵa Che Yohana ŵaiche, ŵataŵaga ni nganang'waga divai, ni ŵanyawo ŵatite, ‘Akamwilwe ni masoka.’
280b1300fd	Mwana jwa Mundu ŵaiche, achilyaga ni aching'waga ni ŵanyawo ŵatite, ‘Munnole aju, jwakutolwa ni jwakolelwa, mmbusanga jwa ŵakukumbikanya nsongo ni ŵa sambi!’ Nambo lunda lwa Akunnungu lwawoneche kuŵa lwambone kwa litala lya ipanganyo yakwe.”
280b14007a	Nipele, Che Yesu ŵatandite kwakalipila ŵandu ŵa misi jo jiŵatesile yakusimonjeka, nambo ŵandu ŵakwe nganaleka sambi.
280b1500e8	“Ulaje kukwenu ku Kolasini! Ulaje kukwenu ku Besesaida! Pakuŵa, ayi yakusimosya yaitendekwe kukwenu, ikatendekwe akula ku Tilo ni ku Sidoni kula, ŵandu ŵakwe akawasile magunia ni kutama mu itutu kulosya kuti alesile sambi syao.
280b16006e	Nambo ngunsalila, lyuŵa lya kulamula, ŵanyamwe chinjamukwe kwannope kupunda ŵandu ŵa ku Tilo ni ku Sidoni.
280b1700ca	Nomwe Kapelenaumu ana chinlikusye mpaka kwinani? Chinchituluswa mpaka kwiuto kwa ŵandu ŵawile. Pakuŵa, yakusimosya yaitendekwe kukwenu ikatendekwe ku Sodoma, wele musi wo ukaliji chiŵela mpaka lelo.
280b180060	Nambo ngunsalila, lyuŵa lya kulamula mmwe chinjamukwe kwannope kupunda ŵandu ŵa ku Sodoma.”
280b1900b5	Katema kakoko, Che Yesu ŵatite, “Nguntogolela Atati, Ambuje ŵa kwinani ni chilambo, pakuŵa mwasisile indu yi ŵandu ŵa lunda ni ŵandu ŵa umanyilisi ni kwaunukulila ŵanache.
280b1a0033	Elo, Atati, pakuŵa yeleyo ni yaitite pakunnonyela.
280b1b00b6	“Atati ŵangu ambele indu yose. Ngapagwa jwakummanyilila Mwana, akaŵe Atati, ni sooni ngapagwa jwakummanyilila Atati, akaŵe Mwana ni jwalijose jwakunsaka Mwana kuti ammunukulile.
280b1c005f	Njisanje kukwangu ŵanyamwe wose unkusauka ni kutopelwa ni misigo jakutopa, none chinampumusye.
280b1d0072	Mungunde, nkalijiganye kukwangu, pakuŵa une ndili jwakutulala ni jwakulitulusya, nomwe chinkapumule mmitima jenu.
280b1e005c	Pakuŵa chingunsalila mpanganye chili chambone kukwenu ni chingumpa njigale ngachikutopa.”
280c0100a6	Kele katema ko Che Yesu ŵapitaga mmigunda ja ngano pa Lyuŵa lya Kupumulila. Nipele, ŵakulijiganya ŵao jakwete sala, ŵatandite kupulula masache ga ngano ni kulya.
280c020099	Nambo Mafalisayo paŵaiweni yeleyo, ŵaasalile Che Yesu, “Nnole, ŵakulijiganya ŵenu akugapanganya gamakanye kugapanganya pa Lyuŵa lya Kupumulila.”
280c030078	Che Yesu ŵajanjile ŵanyawo kuti, “Uli nganinsyome iŵatite pakupanganya che Daudi pamo ni achinjakwe pajakwete sala?
280c0400b0	Jwelejo jwajinjile mu Nyuumba ja Akunnungu, ŵajigele ni kulya mikate jijatyosyekwe kwa ligongo lya Akunnungu. Che Daudi ni achinjakwe nganasachilwa kulya ikaŵe ŵambopesi pe.
280c0500cd	Pane, uli ngannaŵe kusyoma mmalembelo ga Malajisyo ga Akunnungu gaŵapele che Musa kila Lyuŵa lya Kupumulila ŵambopesi akugatema Malajisyo pa nyuumba ja Akunnungu, nambo ngakuŵalanjilwa kuŵa aleŵile?
280c060053	Nipele, ngunsalila kuti apano apali jwaali jwankulu kujipunda Nyuumba ja Akunnungu.
280c070094	Nambo nkagamanyilile malumbo gakwe aga maloŵe ga gaasasile Akunnungu, ‘Ngusaka chanasa ngaŵa mbopesi,’ ngankaalamule ŵandu ŵangali ni sambi.
280c080040	Pakuŵa Mwana jwa Mundu ali Ambuje ŵa Lyuŵa lya Kupumulila.”
280c090048	Nipele, Che Yesu ŵatyosile pelepo, ŵajinjile mu nyuumba ja kupopelela.
280c0a00cf	Mwaliji ni mundu jumo jwali ni nkono wakutatala. Nipele, ŵandu ŵausisye Che Yesu, “Uli, ili yambone kunnamya mundu pa Lyuŵa lya Kupumulila?” Ŵambusisye yeleyo kuti akolanje ligongo lya kwaŵechetela.
280c0b00b7	Nambo Che Yesu ŵaasalile, “Tujile jumo jwenu akwete ngondolo jimo, nombe najo jitumbuchile mwisimbo, uli, ana nganjenda kujikamula ni kujityosya pakuŵa lili Lyuŵa lya Kupumulila?
280c0c0072	Nambo, mundu atopele kujipunda ngondolo! Nipele, ili yambone kupanganya yaili yambone pa Lyuŵa lya Kupumulila.”
280c0d0074	Nipele, ŵansalile mundu jo kuti, “Ngolosye nkono wenu.” Ŵaugolwesye, nombe ni ŵalamile chisau nkono wine ula.
280c0e004d	Nipele, Mafalisayo ŵatyosile paasa ni kuusyana ichajile pakwaulaga Che Yesu.
280c0f0078	Nambo Che Yesu paŵasimanyi ng'anisyo syao, ŵatyosile pepala. Ŵandu achajinji ŵakuiye ni ŵaalamisye ŵakulwala wose,
280c100031	ŵakanyisye ngasiŵamanyisya ŵandu ngani syakwe,
280c11003a	pakuti gamalile maloŵe gaŵechete jwakulondola che Isaya,
280c1200b6	“Nnole, jwakutumichila jwangu junansagwile, jwakunonyelwa jwangu jwakuusengwasya nnope ntima wangu. Chinantaje Mbumu jwangu, nombejo chakaasalile ŵandu ŵa ilambo kulamula kwangu.
280c13004d	Ngasakola makani atamuno nganyanyisya, ni liloŵe lyao ngalipikanika mwitala.
280c1400b0	Chapunde kwakolela chanasa ŵandu ŵakwete masauko ga kuputikwa kwa nnasi, ni kwakamulisya ntima ŵandu ŵangali machili, mpaka ulamusi waukusachilwa pachiukomboleswe kulamula.
280c15003d	Ŵandu wose ŵa ilambo yose chakole chilolelo kwa jwelejo.”
280c1600ac	Papopo ŵandu ŵannyichisye Che Yesu mundu jwangalola atamuno kuŵecheta kwa ligongo lya kukamulwa ni masoka. Nipele ŵannamisye jwangaŵecheta jo ni jwaŵechete ni kulola.
280c170055	Mpingo wose wa ŵandu ŵasimosile ni ŵatite, “Jweleju ngati Mwana ju che Daudi?”
280c180081	Nambo Mafalisayo paŵapilikene gelego, ŵatite, “Mundu ju akugakoposya masoka kwa machili ga Belesebuli jwankulu jwa masoka.”
280c19010f	Che Yesu ŵasimanyilile ng'anisyo syao, ŵaasalile, “Umwenye wauliwose waugaŵanyiche maunjili maunjili gagakumenyana, ngaukulonjela, yalumo peyo, musi pane ŵandu ŵa nyuumba jajilijose agaŵanyikaga maunjili maunjili gagakumenyana achinsyene pe, nyuumba jo ngajijima.
280c1a0084	Iŵaga mpingo umo ukumenyana ni mpingo wine mu umwenye wa Shetani, malumbo gakwe umwenye wo ugaŵanyiche, nipele, chiujime chinauli?
280c1b00c8	Ŵanyamwe nkutinji une ngugakoposya masoka kwa machili ga Belesebuli, uli, ŵakulijiganya ŵenu akugakoposya kwa machili ga acheni? Kwa lye ligongo lyo ŵandu ŵakunkuya ni ŵachammechetele ŵanyamwe.
280c1c0083	Nambo iŵaga une ngugakoposya masoka kwa ukombole wa Mbumu jwa Akunnungu, pelepo mmanyilile kuti umwenye wa Akunnungu unnyichilile.
280c1d00ce	“Sooni mundu akukombola chinauli kwinjila mu nyuumba ja mundu jwali ni machili ni kunsumula chipanje chakwe, akanamtaŵe kaje mundu jwali ni machili jula? Pele ni pachapakombole kunsumula chipanje chakwe.
280c1e006a	“Jwalijose jwanganaŵa pamo none, akunganila une ni jwangasonganganya ŵandu pamo none, akwapwilinganya.
280c1f00a9	Kwa lye ligongo lyo ngunsalila, ŵandu chalecheleswe sambi ni liloŵe lyalili lyose lyakwatukana Akunnungu, nambo juchantukane Mbumu jwa Akunnungu jwelejo ngalecheleswa.
280c2000ef	Ni jwalijose juchaŵechete liloŵe lya kunkanila Mwana jwa Mundu, chalecheleswe, nambo jwele juchaŵechete liloŵe lya kunkanila Mbumu jwa Akunnungu jo, ngalecheleswa, ngaŵa pa chilambo cha sambano chi atamuno pa chilambo chachikwika cho.
280c210099	“Chitela chambone chikusogola isogosi yambone ni chitela changalumbana chikusogola isogosi yangalumbana. Nipele chitela chikumanyika kwa isogosi yakwe.
280c22009d	Ŵanyamwe uŵelesi wa majoka! Nkukombola chinauli kusala gambone mwasyene mwaŵaga ŵangalumbana? Pakuŵa mundu akuŵecheta agala gagagumbele mu ntima wakwe.
280c230087	Mundu jwambone akukoposya gambone mu ngokwe jakwe jambone, ni mundu jwangalumbana akukoposya gangalumbana mu ngokwe jakwe jangalumbana.
280c24007c	“Nipele, ngunsalila, lyuŵa lya kulamula ŵandu chasachilwe kwanga kwa liloŵe lyalili lyose lyangalumbana lyaŵaŵechete.
280c250089	Pakuŵa kwa maloŵe genu gambone chachimmalanjila kuti ndi ŵambone paujo pa Akunnungu, ni kwa maloŵe genu gakusakala chinchilamulwa.”
280c260092	Nipele, ŵane ŵa ŵakwiganya Malajisyo ni Mafalisayo ŵaasalile Che Yesu kuti, “Jwakwiganya, tukusaka kulola chimanyisyo kutyochela kukwenu.”
280c2700be	Nombejo ŵaajanjile, “Uŵelesi wangalumbana ni wangakulupilichika! Nkusakanga chimanyisyo, nambo ngampegwa chimanyisyo ikaŵe achila pe chimanyisyo cha che Yona jwakulondola jwa Akunnungu.
280c2800bb	Pakuŵa mpela che Yona iŵatite pakutama moŵa gatatu muusi ni chilo mlutumbo lwa somba jajikulungwa, iyoyo Mwana jwa Mundu nombe ni ichajile pakutama mu lisi moŵa gatatu muusi ni chilo.
280c2900ec	Ŵandu ŵa ku Ninawi chakopochele katema kakulamula, nombewo chasale kuti au uŵelesi u wana magambo. Pakuŵa ŵandu ŵa ku Ninawi ŵalesile sambi syao kwa ligongo lya kulalichila ku che Yona, ni nnole, apano apali jwampundile che Yona!
280c2a0139	Mwenye jwankongwe jwa chilambo cha ku Sheba chakopochele katema au uŵelesi u pachiulamulikwe, nombe chasale kuti uŵelesi u wana magambo. Pakuŵa ŵelewo ŵaiche kutyochela kwakutalika, ŵaiche kukugapilikanila maloŵe ga lunda ga mwenye che Selemani, nambo pelepa kwana jwankulungwa kupunda mwenye che Selemani.
280c2b0081	“Lisoka palikunkopoka mundu, likusyungula syungula mwipululu mwangali meesi lichisosaga pakupumulila, nambo lyalepelaga kupata,
280c2c00a5	pelepo ni likuti, ‘Chimujile ku nyuumba jangu akula kungopochele kula.’ Nambo palikuuja ni kujisimana nyuumba jila jili jangali chindu ni jepyajile ni jekolosye,
280c2d00f7	pele likwaula kukugajigala masoka gane saba gakusakala kupunda ŵelewo, gose gakwaula kukunjinjila jwele mundu jo. Ni jwele mundu jo akuŵa jwangalumbana nnope kupunda iŵaliji kundanda. Yeleyo ni ichijile pakutyochela kwa ŵandu ŵangalumbana.”
280c2e0099	Che Yesu paŵaliji aninkwendelechela kukunguluka ni mipingo ja ŵandu, achikulu ŵao ni achalongo ajao ŵaiche ni kwima paasa, ŵasachile kunguluka nawo.
280c2f007b	Nipele, mundu jumo ŵaasalile Che Yesu kuti, “Achikulu ŵenu ni achalongo ajenu ajimi paasa, akusaka kuŵecheta nomwe.”
280c300069	Nambo Che Yesu ŵanjanjile jwele mundu jo kuti, “Ŵaani achikulu ŵangu? Ni ŵaani achalongo ajangu?”
280c31007c	Che Yesu ŵanlanjile mundu jula ŵakulijiganya ŵao achitiji, “Ŵeleŵa ni ŵaali achikulu ŵangu ni achalongo achinjangu!
280c32007b	Pakuŵa jwalijose jwakupanganya yakuisaka Atati ŵangu ŵa kwinani, jwelejo ni mpwanga ni mlumbwangu ni achikulu ŵangu.”
280d01005c	Ndaŵi jijojo, Che Yesu ŵakopweche mu nyuumba jila, ŵajawile kukutama mungulugulu litanda.
280d02007d	Mipingo jajikulungwa ja ŵandu jansyungwile nipele ŵakwesile mu ngalaŵa ni kutama. Ŵandu wose ŵajimi mungulugulu litanda,
280d03006e	nombe Che Yesu ŵaasalile indu yejinji kwa itagu, achitiji, “Mpilikane! Jwakupanda ŵajawile kukumisa mbeju.
280d04006e	“Paŵaliji nkumisa mbeju, sine syapatuchile mungulugulu matala ga mmigunda, nipele yaiche ijuni ni kusimila.
280d050072	Sine syapatuchile mmaganga pangali litaka lyejinji. Syawoneche simesile kwachitema pakuŵa litaka lyaliji kanandi.
280d060068	Nipele, lyuŵa palyaŵasile syatiniche ligongo michiga jakwe jaliji nganijijinjilisya paasi, syajumwile.
280d070048	Sine syapatuchile pa miiŵa, nombe miiŵa jo jamesile ni kusiŵijikanya.
280d08006d	Sine syapatuchile pa litaka lya chajila, syamesile, ni kusogola, sine mia moja, sine sitini ni sine selasini.
280d090034	Jwakwete mapilikanilo ga kupilikanila, apilikane!”
280d0a006f	Ŵakulijiganya ŵao Che Yesu ŵajaulile ni kwausya kuti, “Ana ligongo chi nkuŵecheta ni ŵandu kwa itagu?”
280d0b007d	Che Yesu ŵajanjile, “Ŵanyamwe mpegwilwe ukombole wa kumanyilila yantemela ya umwenye wa kwinani nambo ŵanewo nganapegwa.
280d0c0084	Pakuŵa jwalijose jwakwete chindu chapegwe ni kujonjecheswa, nambo jwele jwanganakola chindu, atamuno chele chakwete cho chasumulwe.
280d0d008a	Kwa ligongo lyo nguŵecheta nawo kwa itagu, pakuŵa akulola nambo ngakulola, akupilikana nambo ngakupilikanichisya atamuno ngakumanyilila.
280d0e00b2	Kwa ŵelewo gamalile agala maloŵe gaŵechete che Isaya jwakulondola jwa Akunnungu gagakuti: ‘Kupilikana chimpilikane nambo ngammanyilila. Kulola chinlolechesye nambo ngammona.
280d0f00ea	Pakuŵa lunda lwa ŵele ŵandu wo lupungwene, agasiŵile mapilikanilo gao, akupilenje. Nambo ikaliji akulola kwa meeso gao, ni kupilikana kwa mapilikanilo gao, nombe akamanyilile kwa lunda lwao, ni kung'alauchila, none ngaalamisye.’
280d10005e	“Nambo nkwete upile ŵanyamwe pakuŵa meeso genu gakulola ni mapilikanilo genu gakupilikana.
280d1100d0	Ngunsalila isyene kuti ŵakulondola achajinji ni ŵandu ŵajinji ŵakupanganya yambone paujo pa Akunnungu, ŵasachile kugaona gankugaona nambo nganagaona ni kugapilikana gamkugapilikana nambo nganagapilikana.
280d12004a	“Nipele, ŵanyamwe mpilikane malumbo ga achi chitagu cha jwakupanda chi.
280d1300d2	Jwalijose jwakulipilikana liloŵe lyankati Umwenye wa Akunnungu pangalimanyilila, ali mpela mbeju sisyapatuchile mmatala ga mmigunda, Jwangalumbana jula akwika kuchityosya chele chepandikwe mu ntima mwakwe cho.
280d14006e	Nombe syele mbeju sisyapatuchile mmaganga, sili mpela mundu jwakupilikana liloŵe ni kulipochela kwa unonyelo.
280d1500c1	Nambo ngakulikamulichisya ni nganakola michiga nkati mwakwe, akulikamula katema kakajipi pe, pakukutyochela kulaga ni kusauka kwa ligongo lya liloŵe lyo, papopo akuleka kulikulupilila liloŵe.
280d160121	Nombe syele mbeju sisyapatuchile pa miiŵa syo sili mpela mundu jwakulipilikana liloŵe, nambo kwa ligongo lya kuchenjeuchila masengo ga umi watulinawo ni kuchinonyela kwannope chipanje kukuliŵijikanya liloŵe lyo, nombejo ngakusogola isogosi, yaani kupanganya yaikwanonyelesya Akunnungu.
280d1700ef	Nombe syele mbeju sisyapatuchile pa litaka lyambone sili mpela mundu jwakupilikana liloŵe ni kulimanyilila, jwelejo akupanganya yejinji yambone yaikusachilwa mpela mbeju ijikuti pakusogola, jimo mia moja, jine sitini, ni jine selasini.”
280d18008b	Che Yesu ŵaasalile ŵakulijiganya chitagu chine kuti, “Umwenye wa kwinani ukulandana ni mundu jwapandile mbeju syambone mu ngunda wakwe.
280d19006a	Nambo ŵandu paŵaliji agonile, ŵaiche jwammagongo jwakwe, ŵapandile masindi mwepande ngano, ni kutyoka.
280d1a004c	Nipele, pasyamesile mbeju ni kutanda kusogola ni masindi gatandite kuwoneka.
280d1b008d	Achikapolo ŵa asyene ngunda ŵaiche nikuti, ‘Ambuje, ngati mwapandile mbeju syambone mu ngunda mwenu? Sambano gatyochele kwapi masindi?’
280d1c0084	Nipele ŵatite, ‘Jwammagongo ni jwatesile yeleyo.’ Nipele, achikapolo wakwe ŵaausisye, ‘Uli, nkusaka tujaule tukagatupule?’
280d1d0056	Nombejo ŵajanjile, ‘Ngwamba, pachintupule masindi, pane chinkatupule pamo ni ngano.
280d1e00ee	Nneche ikule yose pamo mpaka katema ka kugungula. Nipele, katema ka kugungula chinjasalila ŵakugungula kuti, nsonganganye kaje masindi nkagataŵikanye ilingo ilingo, nkagatinisye. Nambo ngano nsonganganye ni kutaga mu ngokwe jangu.’”
280d1f00b8	Nipele, Che Yesu ŵaatagulile ŵandu chitagu chine kuti, “Umwenye wa kwinani ulandene ni mbeju jajinandi nnope jajikuŵilanjikwa haladali jatosile mundu ni kujipanda mungunda mwakwe.
280d2000d2	Jisyene jili jajinandi kusipunda mbeju sine syose, nambo jamelaga ni kukula jikuŵa jajikulungwa kupunda mimela jose. Ukukula ni kuŵa chitela mpaka ijuni ya mwinani ikwika ni kutaŵa isusi mu nyambi syakwe.”
280d2100be	Che Yesu ŵaasalile ŵandu chitagu chine kuti, “Umwenye wa kwinani ulandene ni amila jajigele jwankongwe jumo, ni kuwanganya ni utandi mbisi siŵili ni nusu, ni utandi wose wasaseŵele.”
280d22005c	Che Yesu ŵaasalile ŵandu yose kwa itagu. Ni pangali chitagu nganiŵasalila chachili chose.
280d2300a4	Pakuti limalile liloŵe lyaŵechete jwakulondola jwa Akunnungu: “Chiŵechetenawo kwa itagu, chinaasalile ŵandu indu yaisisikwe chitandile kugumbikwa chilambo.”
280d2400a3	Nipele, Che Yesu ŵaulesile mpingo wa ŵandu, ŵajinjile mu nyuumba. Ŵakulijiganya ŵao ŵaichile ni kwasalila, “Ntugopolele chitagu cha masindi ga mungunda.”
280d250045	Che Yesu ŵaasalile, “Jwakupanda mbeju syambone ni Mwana jwa Mundu.
280d260098	Nombe ngunda uli chilambo chino. Nombe syele mbeju syambone syo sili ŵele ŵandu ŵati Umwenye uli wo. Nambo masindi ali ŵandu ŵa jwangalumbana jula.
280d27008c	Nombe jwammagongo jwapandile masindi ali Shetani. Magungulo gali mbesi ja chilambo chino, nombe ŵakugungula ali achikatumetume ŵa kwinani.
280d280065	Mpela ila masindi igakuti pakusonganganywa ni kutinisya, iyoyo ichichiŵa kumbesi kwa chilambo chino.
280d2900b6	Mwana jwa Mundu chachalajisya achikatumetume ŵao ŵa kwinani kuti asonganganye kutyochela mu Umwenye wao wose aŵala ŵakwaleŵekasya ŵandu atende sambi ni wose ŵatesile ya sambi.
280d2a007a	Ni achikatumetume ŵa kwinani wo chiŵaponye ŵandu pa litanuli lya mooto wakalipa ni kweleko chalile ni kuchilimya meeno.
280d2b009b	Kele katema ko ŵandu ŵakupanganya yaili yambone paujo pa Akunnungu chachimelemenda mpela lyuŵa mu Umwenye wa Atati ŵao. Ŵakwete mapikanilo, apikanile!
280d2c00c2	“Umwenye wa kwinani ulandene ni mbiko jajisisiche mu ngunda. Mundu jumpepe ŵajiweni ni kujisisa sooni. Nipele ŵasangalele nnope ni ŵajawile kukuisumisya iŵakwete yose ni kusuma ngunda ula.
280d2d005d	“Sooni, umwenye wa kwinani ulandene ni mundu jwakusumisya malonda achisosaga igogo yambone.
280d2e007d	Nombe paŵachiweni chigogo chimo cha ndalama jajikulungwa, ŵajawile, ŵaisumisye iŵakwete yose, ŵachisumile chigogo chila.
280d2f0066	“Sooni, Umwenye wa kwinani ulandene ni lwau lwauponyekwe mu litanda, lwatanjile somba syasili syose.
280d300095	Lwau palwagumbele, ŵakukoka somba ŵaluutile kumbwani, ŵatemi kusagula somba syambone ni kusitaga mu itundu yao ni somba syangalumbana ŵasijasile.
280d31008f	Yeleyi ni ichichiŵa kumbesi kwa chilambo chino, achikatumetume ŵa kwinani chachikopochela, chiŵalekanganye ŵandu ŵambone ni ŵangalumbana.
280d32006b	Nombe ŵele ŵangalumbana wo chiŵajasile pa litanuli lya mooto. Kweleko chachilila ni kuchilimya meeno.”
280d330051	Che Yesu ŵausisye, “Ana gele gose ga nkugamanyilila?” Ŵajanjile, “Elo.”
280d34010c	Nombewo ŵaasalile, “Kwa ligongo lyo, jwakwiganya Malajisyo ga Akunnungu gaŵapele che Musa jwalijose jwakuŵa jwakulijiganya jwa Umwenye wa kwinani, alandene ni nsyene nyuumba jwakukoposya mu mbiko jakwe indu ya ndalama ya sambano ni indu ya ndalama ya kalakala.”
280d350041	Che Yesu paŵamasile kuŵecheta yele itagu yo, ŵatyosile pelepo,
280d3600bd	ni ŵapite mu musi wao. Kweleko ŵajiganyaga ŵandu mu nyuumba jao ja kupopelela, nombewo ŵasimosile nikuti, “Jweleju apatile kwapi alu lunda lu ni ukombole wa kuipanganya yakusimonjeka?
280d3700a1	Ana ajuju ngati mwana jwa jwakusepa itela? Achikulu ŵao ngati akuŵilanjikwa che Maliamu ni achapwakwe ngati che Yakobo ni che Yusufu ni che Simoni ni che Yuda?
280d380054	Achalumbugwe wose ngati ali pamo ni uweji? Nambi ajuju apatile kwapi aga gose ga?”
280d3900a3	Nipele, nganiŵakunda. Nambo Che Yesu ŵaasalile, “Jwakulondola jwa Akunnungu akuchimbichikwa nambo ngaakuchimbichikwa mu chilambo chakwe ni mu nyuumba jakwe!”
280d3a0054	Kwa ligongo lyo, nganatenda yakusimonjeka yaijinji ligongo lya ungali chikulupi wao.
280e010043	Kele katema ko chilongola che Helode ŵapilikene ngani si Che Yesu.
280e0200bd	Nipele, ŵaasalile achikatumetume ŵao, “Jwele mundu ni che Yohana Ŵakubatisya asyuchile mchiwa, lyele ni ligongo machili gakupanganya yakusimonjeka gakupanganya masengo nkati mwakwe.”
280e03009e	Che Helode ni juŵankamwile che Yohana ni kuntaŵa kwa minyolo, ŵammisile mu nyuumba jakutaŵilwa kwa ligongo lya che Helodia, ŵankwawo che Filipo nkulugwe.
280e040063	Ligongo che Yohana ŵansalile che Helode kuti, “Ngankusachilwa kunnombela jwele jwankongwe jo!”
280e050080	Che Helode ŵasachile kwaulaga che Yohana, nambo ŵajogwepe ŵandu pakuŵa kukwao che Yohana ŵaliji jwakulondola jwa Akunnungu.
280e0600a9	Nipele, pa chindimba cha lyuŵa lyekulungwa lya kupagwa kwao che Helode, mwali jwao che Helodia ŵatyasile mmbujo mwa achalendo ni mwali jula ŵaasengwasisye che Helode,
280e070054	mpaka ŵalanjile achitiji, “Ngulumbilila, chinampe chachili chose chachinsache.”
280e08006c	Nombejo ŵanyenjekwe ni achikulugwe, ŵatite, “Mumbeje panopano ntwe u che Yohana Ŵakubatisya mumbale.”
280e09007a	Mwenye ŵasupwiche, nambo kwa ligongo lya kulumbila kwao ni ligongo lya achalendo ŵaŵatemi pamo nawo, ŵalajisye apegwe.
