0100000006	1 Mose
090c0e0108	Werdet ihr nun den HERRN fürchten und ihm dienen und seiner Stimme gehorchen und dem Munde des HERRN nicht widerspenstig sein, und werdet ihr beide, ihr und euer König, der über euch herrscht, dem HERRN, eurem Gott, nachfolgen, [so wird der HERR mit euch sein!]
090c0f00a1	Werdet ihr aber der Stimme des HERRN nicht gehorchen, sondern dem Munde des HERRN widerspenstig sein, so wird die Hand des HERRN wider euch und eure Väter sein!
090c100069	Sehet aber jetzt, während ihr hier stehet, was für eine große Sache der HERR vor euren Augen tun wird.
090c1100fa	Ist nicht jetzt die Weizenernte? Ich aber will den HERRN anrufen, daß er donnern und regnen lasse, damit ihr erfahret und sehet, daß eure Übeltat groß ist, welche ihr vor den Augen des HERRN getan habt, indem ihr für euch einen König begehrtet.
090c12008d	Da rief Samuel den HERRN an, und der HERR ließ donnern und regnen an jenem Tage. Da fürchtete das ganze Volk den HERRN und Samuel gar sehr.
090c1300dc	Und das ganze Volk sprach zu Samuel: Bitte den HERRN, deinen Gott, für deine Knechte, daß wir nicht sterben; denn zu allen unsern Sünden haben wir noch das Übel hinzugefügt, daß wir für uns einen König begehrten!
090c1400a7	Samuel aber sprach zum Volk: Fürchtet euch nicht! Ihr habt zwar all dies Übel getan; doch weichet nicht von dem HERRN ab, sondern dienet dem HERRN von ganzem Herzen!
090c150076	Und weichet nicht ab zu den Nichtigen; sie nützen euch nichts und können euch nicht erretten; denn sie sind nichtig.
090c16008d	Der HERR aber wird sein Volk nicht verstoßen um seines großen Namens willen, weil es dem HERRN gefallen hat, euch zu seinem Volk zu machen.
090c1700a4	Es sei aber auch ferne von mir, mich also an dem HERRN zu versündigen, daß ich ablassen sollte, für euch zu beten und euch zu lehren den guten und richtigen Weg!
090c180085	So fürchtet nun den HERRN und dienet ihm in Wahrheit, mit eurem ganzen Herzen; denn seht, wie mächtig er sich an euch bewiesen hat!
090c190058	Solltet ihr aber trotzdem übel tun, so würdet ihr samt eurem König weggerafft werden.
090d010053	Saul war Jahre alt, als er König wurde, und regierte das zweite Jahr über Israel.
090d0200ed	Da erwählte sich Saul dreitausend Mann aus Israel, davon waren zweitausend mit Saul zu Michmas, auf dem Gebirge von Bethel, und eintausend mit Jonatan zu Gibea-Benjamin, das übrige Volk aber ließ er gehen, einen jeden in seine Hütte.
090d0300ba	Jonatan aber schlug den Posten der Philister, der zu Geba war. Solches kam vor die Philister. Und Saul ließ im ganzen Lande die Posaunen blasen und sagen: Die Hebräer sollen es hören!
090d0400bb	Und ganz Israel hörte sagen: Saul hat den Philisterposten geschlagen; auch hat sich Israel bei den Philistern verhaßt gemacht! Und das Volk wurde zusammengerufen, Saul nach, gen Gilgal.
090d0500e6	Da versammelten sich die Philister, wider Israel zu streiten: Wagenkämpfer, tausend Gespanne, sechstausend Reiter und Volk wie der Sand am Gestade des Meeres; die zogen herauf und lagerten sich zu Michmas, östlich von Beth-Aven.
090d0600da	Als nun die Männer von Israel sahen, daß sie in Nöten waren (denn das Volk war sehr geängstigt), versteckten sie sich in den Höhlen und auf den Felsenkämmen, in den Felsklüften und in Löchern und Brunnengruben.
090d070091	Und es gingen auch Hebräer über den Jordan in das Land Gad und Gilead. Saul aber war noch zu Gilgal; und das ganze Volk hinter ihm war zaghaft.
090d0800a2	Und nachdem er sieben Tage lang gewartet hatte, bis zu der von Samuel bestimmten Zeit, Samuel aber nicht nach Gilgal kam, da zerstreute sich das Volk von ihm weg.
090d09005f	Da sprach Saul: Bringet die Brandopfer und Dankopfer zu mir! Und er brachte das Brandopfer dar.
090d0a0077	Als er aber das Brandopfer vollendet hatte, siehe, da kam Samuel. Da ging Saul hinaus ihm entgegen, um ihn zu grüßen.
090d0b00cc	Samuel aber sprach: Was hast du gemacht? Saul antwortete: Als ich sah, daß das Volk sich von mir zerstreute und daß du nicht zur bestimmten Zeit kamst und daß die Philister zu Michmas versammelt waren,
090d0c00ab	da sprach ich: Nun werden die Philister zu mir nach Gilgal herabkommen, und ich habe das Angesicht des HERRN noch nicht erbeten; da wagte ich's und opferte das Brandopfer.
090d0d00d2	Samuel aber sprach zu Saul: Du hast töricht gehandelt, daß du das Gebot des HERRN, deines Gottes, das er dir geboten, nicht gehalten hast; denn sonst hätte er dein Königtum über Israel auf ewig bestätigt.
090d0e00d7	Nun aber wird dein Königtum nicht bestehen. Der HERR hat sich einen Mann ausgesucht nach seinem Herzen; dem hat der HERR geboten, über sein Volk Fürst zu sein, weil du nicht gehalten hast, was dir der HERR gebot!
090d0f0096	Da machte sich Samuel auf und ging von Gilgal hinauf nach Gibea-Benjamin. Saul aber musterte das Volk, das [noch] bei ihm war, etwa sechshundert Mann.
090d100094	Und Saul und sein Sohn Jonatan und das Volk, das noch bei ihm war, verblieben zu Gibea-Benjamin; die Philister aber hatten sich zu Michmas gelagert.
090d110093	Und es zogen aus dem Lager der Philister drei Haufen, das Land zu verheeren; der eine Haufe nahm den Weg gen Ophra, nach der Landschaft Schual hin;
090d12008e	der andere aber nahm den Weg nach Beth-Horon, und der dritte den Weg nach dem Gebirge, welches über das Tal Zeboim weg nach der Wüste sieht.
090d13008c	Aber im ganzen Land Israel war kein Schmied zu finden; denn die Philister dachten, die Hebräer könnten sonst Schwerter und Spieße machen.
090d140092	Darum mußte ganz Israel zu den Philistern hinabziehen, wenn jemand seine Pflugschar, seine Haue, sein Beil oder seinen Spaten zu schärfen hatte,
090d15007e	wenn die Schneiden an den Spaten und Hauen und Gabeln und Beilen stumpf geworden waren, und um den Ochsenstachel zu schärfen.
090d1600cd	Und so kam es, daß am Tage der Schlacht weder Schwert noch Spieß zu finden war in der Hand des ganzen Volkes, welches mit Saul und Jonatan war; für Saul aber und seinen Sohn Jonatan war etwas vorhanden.
090d170048	Und ein Vorposten der Philister rückte bis zum Engpaß von Michmas vor.
090e0100e2	Es begab sich aber eines Tages, daß Jonatan, Sauls Sohn, zu seinem Knappen, seinem Waffenträger, sprach: Komm, laß uns hinübergehen zu dem Vorposten der Philister, der dort drüben ist! Seinem Vater aber sagte er es nicht.
090e020073	Und Saul lag am Ende von Gibea unter einem Granatbaum, der zu Migron ist; und bei ihm waren etwa sechshundert Mann.
090e0300b7	Und Achija, der Sohn Achitubs, Ikabods Bruder, Pinehas' Sohn, des Sohnes Elis, der Priester des HERRN zu Silo, trug das Ephod. Und das Volk wußte nicht, daß Jonatan weggegangen war.
090e0400c6	Aber zwischen den Engpässen, wo Jonatan zum Vorposten der Philister hinüberzugehen suchte, waren zwei spitze Felsen, der eine diesseits, der andere jenseits; der eine hieß Bozez, der andere Sene.
090e05005d	Die eine Zacke erhebt sich nördlich gegenüber Michmas, die andere südlich gegenüber Geba.
090e0600f6	Und Jonatan sprach zu dem Jüngling, der seine Waffen trug: Komm, laß uns zu dem Posten dieser Unbeschnittenen hinübergehen! Vielleicht wird der HERR durch uns wirken; denn es ist dem HERRN nicht schwer, durch viele oder durch wenige zu helfen!
090e070080	Da antwortete ihm sein Waffenträger: Tue alles, was in deinem Herzen ist! Gehe hin, siehe, ich bin mit dir, wie dein Herz will!
090e08005c	Jonatan sprach: Siehe, wir werden zu den Leuten hinüberkommen, und sie werden uns bemerken.
090e090093	Wenn sie dann zu uns sagen: «Steht stille, bis wir zu euch gelangen!» so wollen wir an unserm Ort stehenbleiben und nicht zu ihnen hinaufsteigen.
090e0a00a3	Wenn sie aber sagen: «Kommt zu uns herauf!» so wollen wir zu ihnen hinaufsteigen, denn der HERR hat sie in unsre Hand gegeben, und das soll uns zum Zeichen sein.
090e0b00ac	Als sie nun beide von dem Posten der Philister bemerkt wurden, sprachen die Philister: Siehe, die Hebräer kommen aus den Löchern heraus, dahin sie sich verkrochen hatten!
090e0c0100	Und die Leute, welche auf Posten standen, riefen Jonatan und seinem Waffenträger und sprachen: Kommt herauf zu uns, so wollen wir euch etwas lehren! Da sprach Jonatan zu seinem Waffenträger: Steige mir nach; denn der HERR hat sie in Israels Hand gegeben!
090e0d00a5	Und Jonatan kletterte auf Händen und Füßen hinauf und sein Waffenträger ihm nach. Und jene fielen vor Jonatan, und sein Waffenträger tötete sie hinter ihm her;
090e0e0088	so daß Jonatan und sein Waffenträger in diesem ersten Gefecht auf ungefähr einer halben Juchart Ackerland etwa zwanzig Mann erlegten.
090e0f00d6	Und es kam ein Schrecken in das Lager auf dem Felde und unter das ganze Volk; auch die, welche auf Posten standen und die streifenden Rotten erschraken, und das Land erbebte, und es wurde zu einem Schrecken Gottes.
090e10005c	Und die Späher Sauls zu Gibea-Benjamin schauten aus und siehe, die Menge wogte hin und her.
090e1100a9	Da sprach Saul zu dem Volk, das bei ihm war: Zählet doch und sehet, wer von uns weggegangen ist! Und als sie zählten, siehe, da fehlten Jonatan und sein Waffenträger.
090e120074	Da sprach Saul zu Achija: Bringe die Lade Gottes herzu! Denn die Lade Gottes war zu der Zeit bei den Kindern Israel.
090e1300a4	Und während Saul noch mit dem Priester redete, wurde das Getümmel im Heerlager der Philister immer größer. Da sagte Saul zum Priester: Ziehe deine Hand zurück!
090e1400b5	Und Saul und alles Volk, das mit ihm war, versammelten sich, und als sie zum Kampfe kamen, siehe, da ging eines jeden Schwert wider den andern; es herrschte die größte Verwirrung.
090e1500b6	Auch die Hebräer, die zuvor bei den Philistern gewesen und mit ihnen von ringsumher ins Lager hinaufgezogen waren, wandten sich zu den Israeliten, welche mit Saul und Jonatan waren.
090e1600a5	Und als alle Männer von Israel, die sich auf dem Gebirge Ephraim verkrochen hatten, hörten, daß die Philister flohen, schlossen sie sich jenen auch zum Kampfe an.
090e17005b	Also rettete der HERR an jenem Tage Israel; und der Streit zog sich hinüber bis Beth-Aven.
090e1800f8	Aber die Männer Israels wurden an jenem Tage überangestrengt; denn Saul beschwor alles Volk und sprach: Verflucht sei der Mann, welcher Brot ißt bis zum Abend, bis ich mich an meinen Feinden gerächt habe! Da kostete niemand im Volk eine Speise.
090e190068	Und das ganze Land hatte sich mit Bienenzucht befaßt, und Bienenstöcke befanden sich auf freiem Felde.
090e1a00ab	Als nun das Volk zu den Stöcken kam, siehe, da floß der Honig; aber niemand tat von demselben mit der Hand zu seinem Munde; denn das Volk fürchtete sich vor dem Schwur.
090e1b00f7	Jonatan aber hatte es nicht gehört, als sein Vater das Volk beschwor; und er streckte die Spitze seines Stabes aus, den er in seiner Hand hatte, und tauchte ihn in einen Honigwaben und nahm eine Handvoll in den Mund; da wurden seine Augen munter.
090e1c00af	Aber einer aus dem Volk hob an und sprach: Dein Vater hat das Volk hoch und teuer beschworen und gesagt: Verflucht sei der Mann, der heute etwas ißt! Das Volk aber war müde.
090e1d00a6	Da sprach Jonatan: Mein Vater hat das Land ins Unglück gebracht! Sehet doch, wie munter meine Augen geworden sind, weil ich ein wenig von diesem Honig gekostet habe!
090e1e009e	Wieviel mehr, wenn das Volk heute von der Beute seiner Feinde, die es vorfand, gegessen hätte! So aber ist die Niederlage der Philister nicht groß geworden.
090e1f006a	Doch schlugen sie die Philister an jenem Tage von Michmas bis gen Ajalon, wiewohl das Volk sehr müde war.
090e2000aa	Und das Volk machte sich über die Beute her, und sie nahmen Schafe und Rinder und Kälber und schlachteten sie auf der Erde, und das Volk aß [das Fleisch] mit dem Blut.
090e2100c7	Das zeigte man aber dem Saul an und sprach: Siehe, das Volk versündigt sich am HERRN, da es mitsamt dem Blute ißt! Er sprach: Ihr habt eine Untreue begangen! Wälzet einen großen Stein zu mir her!
090e220148	Und Saul sprach weiter: Zerstreuet euch unter das Volk und saget ihnen, daß jedermann seinen Ochsen und sein Schaf zu mir bringe, sie hier schlachte und dann esse, damit ihr euch mit Blutessen nicht an dem HERRN versündiget. Da brachte alles Volk, ein jeder, was er zur Hand hatte, bei Nacht herzu und schlachtete es daselbst.
090e230056	Und Saul baute dem HERRN einen Altar; das war der erste Altar, den er dem HERRN baute.
090e2400fd	Und Saul sprach: Laßt uns bei Nacht hinabziehen, den Philistern nach, und sie berauben, bis es heller Morgen wird, und niemand von ihnen übriglassen! Sie antworteten: Tue alles, was dir gefällt! Aber der Priester sprach: Laßt uns hier zu Gott nahen!
090e250091	Und Saul fragte Gott: Soll ich hinabziehen, den Philistern nach? Willst du sie in Israels Hand geben? Aber Er antwortete ihm an jenem Tage nicht.
090e260077	Da sprach Saul: Es sollen alle Häupter des Volkes herzutreten und erforschen und sehen, an wem heute die Schuld liegt;
090e2700a9	denn so wahr der HERR lebt, der Israel geholfen hat, wenn sie gleich an meinem Sohne Jonatan wäre, so soll er gewiß sterben! Da antwortete ihm niemand vom ganzen Volk.
090e2800a6	Und er sprach zu ganz Israel: Ihr sollt auf jene Seite treten; ich und mein Sohn Jonatan wollen auf dieser Seite sein. Das Volk sprach zu Saul: Tue, was dir gefällt!
090e290089	Und Saul sprach zu dem HERRN, dem Gott Israels: Tue die Wahrheit kund! Da wurden Jonatan und Saul getroffen; aber das Volk ging frei aus.
090e2a005a	Saul sprach: Werfet das Los über mich und meinen Sohn Jonatan! Da ward Jonatan getroffen.
090e2b0038	Und Saul sprach zu Jonatan: Sage mir, was hast du getan?
090e2c00ec	Jonatan sagte es ihm und sprach: Ich habe nur ein wenig Honig gekostet mit der Spitze des Stabes, den ich in meiner Hand hatte, und siehe, ich soll sterben! Da sprach Saul: Gott tue mir dies und das; Jonatan, du mußt unbedingt sterben!
090e2d0131	Aber das Volk sprach zu Saul: Sollte Jonatan sterben, der Israel ein so großes Heil verschafft hat? Das sei ferne! So wahr der HERR lebt, es soll kein Haar von seinem Haupt auf die Erde fallen; denn er hat an diesem Tage mit Gott gewirkt! Also erlöste das Volk den Jonatan, daß er nicht sterben mußte.
090e2e005a	Da zog Saul von der Verfolgung der Philister herauf, und die Philister zogen an ihren Ort.
090e2f0107	Als aber Saul die Herrschaft über Israel bekommen hatte, stritt er wider alle seine Feinde ringsumher, wider die Moabiter, wider die Ammoniter, wider die Edomiter, wider die Könige von Zoba und wider die Philister; und wohin er sich wandte, da war er siegreich.
090e30006e	Und er bewies Tapferkeit und schlug die Amalekiter und errettete Israel von der Hand aller, die sie beraubten.
090e310089	Saul aber hatte Söhne: Jonatan, Jischwi und Malkischua. Und seine zwei Töchter hießen: die erstgeborene Merab und die jüngere Michal.
090e320085	Und das Weib Sauls hieß Achinoam [und war] eine Tochter des Ahimaaz. Und sein Feldhauptmann hieß Abner, ein Sohn Ners, Sauls Oheim.
090e330046	Kis aber war Sauls Vater; Ner aber, Abners Vater, war ein Sohn Abiels.
090e34008c	Und solange Saul lebte, war ein harter Streit wider die Philister. Darum, wo Saul einen starken und tapfern Mann sah, da zog er ihn zu sich.
090f01008b	Samuel aber sprach zu Saul: Der HERR hat mich gesandt, dich zum König über Israel zu salben; so höre nun die Stimme der Worte des HERRN.
090f02008f	So spricht der HERR der Heerscharen: Ich will strafen, was Amalek an Israel tat, indem er sich ihm in den Weg stellte, als es aus Ägypten zog.
090f0300d1	So ziehe nun hin und schlage Amalek und vollstrecke den Bann an ihm samt allem, was er hat, und schone seiner nicht; sondern töte Männer und Weiber, Kinder und Säuglinge, Ochsen und Schafe, Kamele und Esel!
090f040077	Da hob Saul das Volk aus und musterte es zu Telaim, bei zweihunderttausend Mann Fußvolk und zehntausend Mann aus Juda.
090f05004b	Und Saul kam zu der Stadt der Amalekiter und legte einen Hinterhalt im Tal.
090f060102	Und Saul ließ den Kenitern sagen: Gehet hin, weichet, ziehet herab von den Amalekitern, damit ich euch nicht mit ihnen aufreibe; denn ihr erwieset Barmherzigkeit an den Kindern Israel, als sie aus Ägypten zogen! Also wichen die Keniter von den Amalekitern.
090f07005c	Da schlug Saul die Amalekiter, von Hevila an bis gen Schur, das östlich von Ägypten liegt,
090f080082	und fing Agag, den König der Amalekiter, lebendig; dagegen vollstreckte er den Bann an allem Volk mit der Schärfe des Schwertes.
090f0900f7	Aber Saul und das Volk verschonten Agag und die besten Schafe und Rinder und das Vieh zweiter Güte und die Lämmer und alles, was gut war, und wollten den Bann an ihnen nicht vollstrecken; was aber abschätzig und untüchtig war, das bannten sie.
090f0a0032	Da erging das Wort des HERRN an Samuel und sprach:
090f0b00b9	Es reut mich, daß ich Saul zum König gemacht habe; denn er hat sich von mir abgewandt und meine Worte nicht erfüllt! Darob entbrannte Samuel, und er schrie zum HERRN die ganze Nacht.
090f0c010d	Und Samuel machte sich früh auf, um Saul am Morgen zu begegnen. Und es ward dem Samuel angezeigt: Saul ist nach Karmel gekommen und siehe, er hat sich ein Denkmal aufgerichtet; darnach hat er eine Schwenkung gemacht, ist hinübergezogen und nach Gilgal hinabgestiegen.
090f0d006e	Als nun Samuel zu Saul kam, sprach Saul zu ihm: Gesegnet seist du vom HERRN, ich habe des HERRN Wort erfüllt!
090f0e007b	Samuel antwortete: Was ist denn das für ein Blöken der Schafe in meinen Ohren und ein Brüllen der Rinder, das ich höre?
090f0f00bb	Saul sprach: Sie haben sie von den Amalekitern hergebracht; denn das Volk verschonte die besten Schafe und Rinder, um sie dem HERRN, deinem Gott, zu opfern; das Übrige haben wir gebannt!
090f100079	Samuel aber antwortete dem Saul: Laß dir sagen, was der HERR diese Nacht zu mir geredet hat! Er sprach zu ihm: Sage her!
090f1100a2	Samuel sprach: Ist es nicht also, als du klein warest in deinen Augen, wurdest du das Haupt der Stämme Israels, und der HERR salbte dich zum König über Israel?
090f1200a5	Und der HERR sandte dich auf den Weg und sprach: Zieh hin und vollstrecke den Bann an den Sündern, den Amalekitern, und streite wider sie, bis sie ausgerottet sind!
090f130089	Warum hast du denn der Stimme des HERRN nicht gehorcht, sondern dich auf die Beute gestürzt und übel gehandelt vor den Augen des HERRN?
090f1400dd	Saul antwortete dem Samuel: Ich habe doch der Stimme des HERRN gehorcht und bin den Weg gezogen, den mich der HERR sandte, und habe Agag, den König der Amalekiter, hergebracht und an den Amalekitern den Bann vollstreckt!
090f150088	Aber das Volk hat von der Beute genommen, Schafe und Rinder, das Beste des Gebannten, um es dem HERRN, deinem Gott, zu opfern in Gilgal!
090f1600ce	Samuel aber sprach: Hat der HERR Wohlgefallen an Opfern und Brandopfern gleichwie am Gehorsam gegen die Stimme des HERRN? Siehe, Gehorsam ist besser denn Opfer und Aufmerken besser als das Fett von Widdern!
090f1700c1	Denn Ungehorsam ist Zaubereisünde, und Widerspenstigkeit ist Frevel und Abgötterei. Weil du nun des HERRN Wort verworfen hast, so hat auch er dich verworfen, daß du nicht König sein sollst!
090f1800a8	Da sprach Saul zu Samuel: Ich habe gesündigt, daß ich den Befehl des HERRN und deine Worte übertreten habe; denn ich fürchtete das Volk und gehorchte seiner Stimme!
090f190056	Nun aber vergib mir doch meine Sünde und kehre mit mir um, daß ich den HERRN anbete!
090f1a00b9	Samuel sprach zu Saul: Ich will nicht mit dir umkehren; denn du hast das Wort des HERRN verworfen, darum hat der HERR auch dich verworfen, daß du nicht mehr König seiest über Israel!
090f1b0070	Und Samuel wandte sich und wollte gehen, aber Saul ergriff ihn beim Zipfel seines Rockes, daß derselbe zerriß.
090f1c008b	Da sprach Samuel zu ihm: Der HERR hat heute das Königreich Israel von dir gerissen und es deinem Nächsten gegeben, der besser ist als du!
090f1d0082	Und zwar lügt der Vorsteher Israels nicht, er ändert auch nicht seinen Sinn; denn er ist kein Mensch, daß es ihn reuen müßte!
090f1e00ac	Er aber sprach: Ich habe jetzt gesündigt; aber ehre mich doch vor den Ältesten meines Volkes und vor Israel und kehre mit mir um, daß ich den HERRN, deinen Gott, anbete!
090f1f003d	Da kehrte Samuel um, Saul nach, und Saul betete den HERRN an.
090f2000a9	Samuel aber sprach: Bringet Agag, den König der Amalekiter, zu mir her! Und Agag kam gefesselt zu ihm. Und Agag sprach: Fürwahr, widerwärtig ist des Todes Bitterkeit!
090f2100c3	Samuel sprach: Wie dein Schwert Frauen ihrer Kinder beraubt hat, also soll auch deine Mutter vor allen Frauen ihrer Kinder beraubt werden! Und Samuel hieb Agag in Stücke vor dem HERRN zu Gilgal.
090f220053	Und Samuel ging nach Rama; Saul aber zog in sein Haus hinauf, nach dem Gibea Sauls.
090f2300a7	Und Samuel sah Saul nicht mehr bis an den Tag seines Todes; denn Samuel trug Leid um Saul; den HERRN aber reute es, daß er Saul zum König über Israel gemacht hatte.
0910010120	Und der HERR sprach zu Samuel: Wie lange trägst du Leid um Saul, den ich doch verworfen habe, daß er nicht mehr König sei über Israel? Fülle dein Horn mit Öl und gehe hin, ich will dich zu Isai, dem Bethlehemiten, senden; denn unter seinen Söhnen habe ich mir einen König ersehen!
09100200b9	Samuel aber sprach: Wie soll ich hingehen? Wenn Saul es erfährt, so wird er mich töten! Der HERR sprach: Nimm eine junge Kuh mit dir und sprich: Ich bin gekommen, dem HERRN zu opfern!
091003008c	Und du sollst Isai zum Opfer laden, da will ich dir zeigen, was du tun sollst, so daß du mir den salbest, welchen ich dir bezeichnen werde.
09100400a2	Samuel tat, wie ihm der HERR gesagt hatte, und begab sich nach Bethlehem. Da kamen die Ältesten der Stadt ihm zitternd entgegen und sprachen: Bringst du Frieden?
09100500a6	Er sprach: Ja, Frieden! Ich bin gekommen, dem HERRN zu opfern. Heiliget euch und kommt mit mir zum Opfer! Und er heiligte Isai und seine Söhne und lud sie zum Opfer.
0910060064	Als sie nun hereinkamen, sah er Eliab an und dachte: Gewiß ist [hier] vor dem HERRN sein Gesalbter!
09100700f7	Aber der HERR sprach zu Samuel: Schaue nicht auf sein Aussehen, noch auf die Höhe seines Wuchses, denn ich habe ihn verworfen; denn Gott sieht nicht auf das, worauf der Mensch sieht; der Mensch sieht auf das Äußere; der HERR sieht auf das Herz.
0910080079	Da rief Isai den Abinadab und ließ ihn vor Samuel vorübergehen. Und er sprach: Diesen hat der HERR auch nicht erwählt!
091009005f	Da ließ Isai den Samma vorübergehen. Er aber sprach: Diesen hat der HERR auch nicht erwählt!
09100a007d	Also ließ Isai seine sieben Söhne vor Samuel vorübergehen. Aber Samuel sprach zu Isai: Der HERR hat deren keinen erwählt!
09100b00fd	Und Samuel fragte den Isai: Sind das die Knaben alle? Er aber sprach: Der Kleinste ist noch übrig und siehe, er hütet die Schafe! Da sprach Samuel zu Isai: Sende hin und laß ihn holen, denn wir werden uns nicht zu Tische setzen, bis er hierher kommt.
09100c009f	Da sandte er hin und ließ ihn holen. Und er war bräunlich, mit schönen Augen und von gutem Aussehen. Und der HERR sprach: Auf! salbe ihn, denn dieser ist's!
09100d00c0	Da nahm Samuel das Ölhorn und salbte ihn mitten unter seinen Brüdern. Und der Geist des HERRN geriet über David, von dem Tage an und forthin. Samuel aber machte sich auf und ging nach Rama.
09100e0063	Aber der Geist des HERRN wich von Saul, und ein böser Geist von dem HERRN [gesandt] schreckte ihn.
09100f0056	Da sprachen Sauls Knechte zu ihm: Siehe doch, ein böser Geist von Gott schreckt dich!
09101000e3	Unser Herr sage doch deinen Knechten, die vor dir stehen, daß sie einen Mann suchen, der gut auf der Harfe spielen kann, damit, wenn der böse Geist von Gott über dich kommt, er mit seiner Hand spiele, damit dir wohler werde.
0910110079	Da sprach Saul zu seinen Knechten: Seht euch um nach einem Mann, der gut auf Saiten spielen kann, und bringet ihn zu mir!
09101200e6	Da antwortete einer der Knaben und sprach: Siehe, ich habe einen Sohn Isais, des Bethlehemiten, gesehen, der das Saitenspiel versteht und auch ein tapferer Mann ist, streitbar, der Rede kundig und schön; und der HERR ist mit ihm.
091013006b	Da sandte Saul Boten zu Isai und ließ ihm sagen: Sende deinen Sohn David, der bei den Schafen ist, zu mir!
091014007f	Da nahm Isai einen Esel mit Brot und einen Schlauch Wein und ein Ziegenböcklein und sandte es durch seinen Sohn David an Saul.
0910150065	Also kam David zu Saul und trat vor ihn, und er gewann ihn sehr lieb, und er ward sein Waffenträger.
091016007a	Und Saul sandte zu Isai und ließ ihm sagen: Laß doch David vor mir bleiben, denn er hat Gnade gefunden vor meinen Augen!
09101700bd	Wenn nun der [böse] Geist von Gott über Saul kam, so nahm David die Harfe und spielte mit seiner Hand; und Saul fand Erleichterung, und es ward ihm wohl, und der böse Geist wich von ihm.
0911010098	Die Philister aber versammelten ihre Heere zum Streit und zogen zusammen bei Socho in Juda und lagerten sich zwischen Socho und Aseka, bei Ephes-Dammin.
0911020094	Auch Saul und die Männer von Israel sammelten sich und schlugen ihr Lager im Terebinthentale auf und rüsteten sich zum Streit gegen die Philister.
091103007e	Und die Philister standen am jenseitigen Berge, die Israeliten aber am diesseitigen Berge, so daß das Tal zwischen ihnen lag.
0911040076	Da trat aus dem Lager der Philister ein Zweikämpfer hervor, namens Goliath von Gat, sechs Ellen und eine Spanne hoch.
091105008c	Der hatte einen ehernen Helm auf seinem Haupt und trug einen Schuppenpanzer, und das Gewicht seines Panzers betrug fünftausend Schekel Erz.
0911060065	Und er hatte eherne Schienen an seinen Beinen und einen ehernen Wurfspieß zwischen seinen Schultern,
091107009a	und der Schaft seines Speeres war wie ein Weberbaum, und die Spitze seines Speers wog sechshundert Schekel Eisen; und sein Schildträger ging vor ihm her.
09110800f7	Und er stellte sich hin und rief den Schlachtreihen Israels zu und sprach zu ihnen: Was seid ihr ausgezogen, euch für den Streit zu rüsten? Bin ich nicht ein Philister, und ihr seid Sauls Knechte? Erwählt euch einen Mann, der zu mir herabkomme!
09110900b5	Siegt er im Kampf mit mir und erschlägt er mich, so wollen wir eure Knechte sein; siege ich aber im Kampf mit ihm und erschlage ihn, so sollt ihr unsre Knechte sein und uns dienen.
09110a009e	Und weiter sprach der Philister: Ich habe am heutigen Tag den Schlachtreihen Israels Hohn gesprochen; gebt mir einen Mann, und laßt uns miteinander kämpfen!
09110b006a	Als Saul und ganz Israel diese Rede des Philisters hörten, entsetzten sie sich und fürchteten sich sehr.
09110c009b	David aber war der Sohn jenes Ephratiters von Bethlehem-Juda, der Isai hieß und acht Söhne hatte und hohen Alters war unter den Männern zu Sauls Zeiten.
09110d00cc	Und die drei ältesten Söhne Isais waren mit Saul in den Krieg gezogen; und die drei Söhne, die in den Krieg gezogen waren, hießen: Eliab, der erstgeborene, Abinadab, der zweite, und Samma, der dritte;
09110e005f	David aber war der jüngste. Als aber die drei ältesten mit Saul [in den Krieg] gezogen waren,
09110f004f	ging David wieder von Saul weg, um in Bethlehem seines Vaters Schafe zu hüten.
091110005f	Der Philister aber machte sich morgens und abends herzu und stellte sich hin vierzig Tage lang.
0911110099	Isai aber sprach zu seinem Sohne David: Nimm für deine Brüder dieses Epha geröstetes Korn und diese zehn Brote und laufe zu deinen Brüdern ins Lager.
0911120098	Und diese zehn Käse bringe dem Hauptmann über ihre Tausendschaft und sieh nach deinen Brüdern, ob es ihnen wohlgehe, und bring ein Zeichen von ihnen!
0911130067	Saul aber und sie und alle Männer von Israel waren im Terebinthental und stritten wider die Philister.
091114012f	Da machte sich David am Morgen früh auf und überließ die Schafe dem Hüter; und nachdem er die Geschenke zu sich genommen, ging er hin, wie Isai ihm geboten hatte, und kam zur Wagenburg. Und das Heer war ausgezogen und hatte sich in Schlachtordnung aufgestellt und ein großes Kriegsgeschrei erhoben.
091115006c	So hatte Israel sich gerüstet, und die Philister waren auch gerüstet: eine Schlachtreihe gegen die andere.
0911160090	Da ließ David die Sachen, die er trug, unter der Hand des Gepäckhüters und lief zur Schlachtreihe und ging hinein und grüßte seine Brüder.
09111700b6	Und während er noch mit ihnen redete, siehe, da trat der Zweikämpfer namens Goliath, der Philister von Gat, aus der Philister Heer hervor und redete wie zuvor; und David hörte es.
0911180060	Aber alle Männer von Israel flohen vor dem Mann, wenn sie ihn sahen, und fürchteten sich sehr.
0911190116	Und es sprach ein israelitischer Mann: Habt ihr diesen Mann gesehen, der da heraufkommt? Denn er ist aufgetreten, um Israel Hohn zu sprechen! Darum, wer ihn schlägt, den will der König reich machen und ihm seine Tochter geben und will seines Vaters Haus in Israel frei machen.
