2a00000006	Lukasi
2a041400b3	I Yesu palulungo euno Sura Tutulu kano weeꞌo ndi mia henu moꞌangga ai Raha Pesombaꞌa kanoꞌamba mentoro. Lowono mia ai laro Raha Pesombaꞌa mekokoongo mbio pinauno i Yesu.
2a04150083	Kaa i Yesu mompamula mepau ndi umboro, “Laino Sura Tutulu henu kubataꞌo hieno oto Kupokosangkaꞌo tempono ikomiu merongoio.”
2a041600a0	Mbio henu pinauno i Yesu takau moiko ooto karo mokomenteeꞌo pauNo kanggo loꞌoka romentoꞌorio i Yesu nie anano i Yusupu gagi umboro mengkohali-haliꞌakeo.
2a04170101	Kanggo i Yesu tumoꞌorio mbio henu rompewowoloꞌo ooto kaNo potae, “Kutoꞌorio ikomiu minggi motae ndi Iaku menggena unie, ‘Datoro pokotombaꞌo koroiMu. Mbio tandangkohali-hali henu kimerongoio umari tegagi ai Kapenau wowauo mboꞌu ai inieMu.’”
2a04180046	Ka Nopotae mboꞌu, “Pewowoloꞌo, lalau nabi tinarima ai inieno.”
2a041900d3	Kanggo Iaku mompauꞌakomu pau henu mentee, tempono i Elia tuwu, ai lowono wute to Isaraeli tegagi abalaa mokoninggoꞌa akono otolu ntaꞌu kaa entonga lano huru use. Tempo laꞌa orao irowai waalu ai Isaraeli.
2a041a007d	Ue Ala lano tenaꞌo i Elia lumeko ndi irowai waalu to Isaraeli, kanggo lumeko ndi aso irowai waalu ai Sarapa ai wute Sidoni.
2a041b0095	Helilaꞌa mboꞌu tempono i nabi Elisa masa orao to Isaraeli memelowe, kanggo lalau napono teꞌaso mia henu pinokotomba sangarino i Naama to Siria.
2a041c004b	Lowono mia ai laro Raha Pesombaꞌa mentekuda takau rumongoio pauno i Yesu.
2a041d00b3	Karo mpenggoti kaa mentambaꞌo i Yesu meluarako umbu ai inie langkai kanoꞌamba waweꞌO leko ai tamungku mewingke henu umbedano inie langkai laꞌa karo minggi medontaio lehea.
2a041e003a	Kanggo i Yesu meꞌoloꞌako ai oloro mia orao kano polao.
2a041f009d	Umbu ai Nasare i Yesu mineꞌi ai inie langkai Kapenau ai wute Galilea kaa ai olo penao-naoꞌa to Yahudi i Yesu mompaguru orao mia ai laro Raha Pesombaꞌa.
2a04200043	I Yesu mompaguru kaa mebitara buke ako pabawa ooto karo mentengiri.
2a0421005c	Ai laro Raha Pesombaꞌa laꞌa nio aso mia nopendamohio penao mosaꞌa kumora mekora ngako,
2a04220078	“Hei Yesu mia Nasare, minggi mbio kami? Minggi hawe bobarasa kami? Kutoꞌorio Ikomiu henu Mempori umbu ndi Ue Ala.”
2a042300c1	Kanggo i Yesu rumambasio, Nopotae, “Indo pogero! Peluarakoto umbu ai mia sie!” Penao mosaꞌa mepasiꞌakeo mia laꞌa ai arono mia orao kanoꞌamba meluarako kanggo lano belaio mia laꞌa.
2a042400bc	Lowono mia henu mesueꞌo mengkohali-hali kaa mengkopau-pau aso mia ka aso mia, “Indokaa iko ako pabawa ka pepauNo, i Yesu parentaꞌo penao mosaꞌa mpeluarako kaa umboro mpeluarako!”
2a04250077	Gagi kareba mongkono mbio henu nopowowau ka pinauno i Yesu telele ai lowono inie henu umbeda umbu ai poꞌianga laꞌa.
2a04260097	Kanoꞌamba i Yesu bintango Raha Pesombaꞌa kaa meleko ai rahano i Simo. Ineno somborino i Simo tekonai mokokoseo, rompoꞌema ndi Yesu kano tulungio.
2a04270094	I Yesu menggoti ai aso hileno poturiano kano tambaꞌo mokokoseono. Masa toomba hakino ineno somborino i Simo ka mompari-pari mewangu parakaiꞌiro.
2a042800af	Towono soo mataꞌolo, lowono mia ai inie langkai laꞌa mehawe mewaweo petiaro henu manggerupa hakiro kano pinokotomba. I Yesu dumanggiho uluro aso mia ka aso mia karo tomba.
2a042900d8	Penao mosaꞌa mpeluarako mboꞌu umbu ai orao mia karo kokora-kora, “Ikomiu AnaRo Ue Ala!” Kanggo i Yesu rumambasiꞌiro penao mosaꞌa laꞌira karo indoro mpepau, akono romentoꞌorio Umonoto Datu Pongkadudui.
2a042a0099	Eri-erio i Yesu bintango inie laꞌa lumeko ai poꞌianga henu molimbo. Orao mia mewusuꞌo i Yesu kaa tempono rohaweꞌo, romerokuhio indoNo bintangiro.
2a042b00b2	Kanggo i Yesu motaeꞌakero, “Iaku nie minggi mowawo Kareba Moiko mongkono PomparentaꞌaRo Ue Ala ai inie-inie langkai mesueno, akono usieto Iaku tinena hawe ai tolino nie.”
2a042c0078	Akono usie i Yesu lumeko montutulu umbu ai aso Raha Pesombaꞌa melimba-limba ai Raha Pesombaꞌa mesueno ai wute Yudea.
2a05010073	Ai aso tempo, i Yesu menggoti ai wiwi Towa Genesare. Lehea orao mia mpeburo-buroso minggi merorongoio pauRo Ue Ala.
2a0502006a	I Yesu sumueꞌo oruo bangka ai wiwi towa, ueno bangka laꞌira iroto mpetii kaa tekonai mpowohoki jalaro.
2a050300c0	I Yesu mewueꞌako ai aso bangka, ooto bangkano i Simo, kaa Notenaꞌo i Simo dumadaꞌo bangkano laꞌa olai tedei umbu ai wiwino. I Yesu mentoro ai wawo bangka laꞌa kaa mompaguru mia orao.
2a05040077	UmariNo mompaguru, I Yesu motae ndi Simo, “Boseꞌo bangkamu leko ai onalongano, kaa petadiakeo jala porakomu bou.”
2a050500b0	Sumangki i Simo, “Guru, aso wongito nie kimpojala lalau napo teꞌaso bou kimpohawe, kanggo akono Ikomiu tumenaꞌaku, humbee taꞌalu, iakuto metadiakeo mboꞌu jala nie!”
2a05060061	Towono rowowauo menggena pinauno i Yesu, orao ngako rompohawe bou hawe-hawe minggi teberi jalaro.
2a0507009c	Ooto karo mpekawesi ndi wali-waliro ai bangka mesueno. Kaa umboro mehawe karo mperonga-ronga umihiio oruono bangka laꞌira buke ako bou hawe minggi toondu.
2a05080091	Towono i Simo Peturu sumueꞌo mbio henu tegagi, umono menggolutu ai arono i Yesu, kano potae, “Ue, bintangangguto! Ako iaku nie mia tehala.”
2a0509005a	Akono i Simo kaa lowono mia peronga-rongano mengkohali-hali ako oraono bou henu rompohawe.
2a050a00ba	Hilaꞌato mboꞌu wali-waliro ooto i Yakobu kaa i Yohane, oruo irono anano i Sebedeu. Kanoꞌamba i Yesu motae ndi Simo, “Indo momee! Mompamula olo nie Aku mokogagiko topojala mia.”
2a050b007f	Kano i Simo kaa wali-walino, mediiꞌo bangkaro hawe ai wiwino towa, karoꞌamba mebintango lowo-lowono kaa tumondaꞌo i Yesu.
2a050c00d2	Aso olo, i Yesu ai aso inie. Lehea nio aso tama henu melowe ai lowono koroino. Towono nosueꞌo i Yesu, kano penggolutu ai arono i Yesu kaa moꞌema, “Uma, bau buuku Ikomiu poliꞌo mokotombaꞌo hakinggu!”
2a050d00a7	I Yesu tumeteakeo kaeNo ka uminiꞌo mia mahaki laꞌa kaa motae, “Iaku buuku, tombato!” Tempono i Yesu motae menggena ulaꞌa, oto tomba hakino mia melowe laꞌa.
2a050e00ed	Kanggo i Yesu lano beheꞌakeo mia melowe laꞌa pauꞌo ndi aineitokaa, kaNo potae, “Lekoto pokokiteo koroimu ndi Petewawo Pesomba. Pompowea pesomba akono ikoto tomba menggena henu tinenano i Musa, gagi tondonino motae ikoto tomba.”
2a050f0087	Kanggo mbio henu winowauNo oto telele ndi mia orao, kaa orao mia mehawe minggi merorongoio pinauNo kaa kano pinokotomba umbu ai hakiro.
2a05100042	Umari laꞌa i Yesu lumeko mekakai ai aso poꞌianga henu molimbo.
2a05110102	Nio aso olo, i Yesu tekonai mompaguru kaa nio mboꞌu to Parisi kaa Guru Agama pentoro perorongoi, umboro mehawe umbu ai Yerusale, umbu ai lowono inie langkai ai wute Galilea kaa umbu ai wute Yudea. PabawaRo i Ue nio ndi i Yesu tiano mompokotomba mia mahaki.
2a051200b4	Kano nio baꞌopioꞌiro mia hawe mewaweo aso mia luuka pinokoturi ai ompeo dali. Kaa umboro powusu sala minggi mewaweo mia luuka laꞌa ai laro raha karo menaꞌo ai arono i Yesu.
2a051300ca	Kanggo akono oraono mia lehea, umboro laro mentepondamo. Ooto karo mewueꞌakeo ai wawono ato. Kanoꞌamba romelompaho ato, kaa romeꞌuluiho meronga saru ompeo dalino ai arono i Yesu ai olono mia orao.
2a0514005d	Towono Nosueꞌo i Yesu langkai pompeꞌalo-aloro, Nopotae, “Petia, halamu oto tinolosi.”
2a051500b1	Guru agama kaa to Parisi mompamula mpepau-pau aso mia kaa aso mia, “Aineiokee mia nie mokodedeikiꞌo Ue Ala? Aineiokee henu bisa montolosi hala bano taibutu Umboro Ue Ala?”
2a05160069	Notoꞌorio i Yesu mbio henu pinewowoloro. Gagi Ropotae, “Akombio ikomiu kosike-sikeno ai laro aroamiu?
2a05170060	Undee henu moruana, motae, ‘Halamu oto tetolosi’, ba motae, ‘Pewanguto kau koleko-leko!’
2a051800f2	Kanggo hilinie Iaku mokoꞌenaho ndi ikomiu, kai mentoꞌorio kaa motae ai wawontolino nie Ana Manusia makuasa montolosi hala.” Kanoꞌamba i Yesu mepauꞌakeo mia henu luuka laꞌa, “Pewanguto, engkaho ompeo dali poturiamu kau pekule!”
2a05190080	Masa menggoti mia laꞌa ai arono mia orao, noꞌengkaho ompeo dalino kaa mekule, ai koleko-lekoano noꞌunde-undeꞌiRo Ue Ala.
2a051a0085	Lowono mia mentengiri karo undeꞌiRo Ue Ala. Umboro memomee kaa mpotae, “Mbio henu kinitondo olo nie takau mompoko kohali-hali!”
2a051b009f	Towono i Yesu meluarako umbu ai raha laꞌa Nosueꞌo toposima meneengako i Lewi tekonai mentoro ai raha toposima. Nopotae i Yesu ndi umono, “Tonda Akuto.”
2a051c0043	Menggoti i Lewi kaa nobintango lowo-lowono, kaa tumondaꞌo i Yesu.
2a051d0082	Umari laꞌa i Lewi mowowau perame-rameꞌa tiano i Yesu ai rahano. Orao toposima kaa mia mesueno mehawe mponggaa merongaꞌakero.
2a051e00b7	Kanggo baꞌopioꞌiro to Parisi kaa Guru Agama koꞌise-ise ndi anaguruno i Yesu karompotae, “Akombio ikomiu mponggaa kaa mpoꞌinu mperonga-ronga saru toposima kaa mia ntehala?”
2a051f0057	I Yesu sumangkiꞌiro, “Lanoꞌo mia moroso henu momparalu datoro, kanggo mia mahaki.
2a05200058	Iaku nie hawe lanoꞌo minggi mompeboi mia mentee, kanggo mia ntehala karo mentesisi.”
2a0521008e	Kano nio mia motae ndi Yesu, “Anaguruno i Yohane kaa anaguruno to Parisi hora mepuasa kaa mekakai, kanggo anaguruMu monggaa kaa moꞌinu.”
2a052200a8	I Yesu sumangkiꞌiro ako sirime, “Bisakee ikomiu tumenaꞌo totokamu mepuasa ai perame-rameꞌa, tekonai umbuwoke tama dakonggo mperonga-rongaꞌakero? Matantu uuhu!
2a0523006a	Kanggo amba hawe tempono umbuwoke tama laꞌa inalo umbu ndi umboro. Tempo laꞌa karoꞌamba mpepuasa.”
2a0524013d	Umari laꞌa i Yesu mompauꞌakero mboꞌu sirime henu mesue, “Lalau mia moꞌalo bana umbu ai kalambi henu woꞌu kanoꞌamba notombiliꞌakeo ai kalambi henu mosuꞌo, akono kalambi henu woꞌu laꞌa olo teberi. Kaa mboꞌu bana umbu ai kalambi mosuꞌo kaa bana umbu ai kalambi henu woꞌu laꞌa lano tepokono.
2a052500c2	Hilaꞌaka mboꞌu lalau mia molingi anggoro henu woꞌu ai kandu kuli henu mosuꞌo, akono anggoro woꞌu laꞌa minggi noberiho kandu kuli laꞌa, olo tesolo anggorono kaa kandu kulino masola.
2a0526003a	Anggoro henu woꞌu olo liningi ai kandu kuli henu woꞌu.
2a052700a1	Hilaꞌaka mboꞌu lalau mia henu behe moꞌinu anggoro henu woꞌu umari moꞌinu henu epie. Akono umono minggi motae, ‘Anggoro epie sie takau moꞌahi.’”
2a06010092	Ai aso olo penao-naoꞌa to Yahudi, tekonai i Yesu telalo ai lere batari, anaguruNo moꞌopu batari. Ropomongguꞌo batari laꞌa karo mengkaango.
2a06020098	Baꞌopioꞌiro to Parisi motae, “Akombio ikomiu mpowowau menggena ulaꞌa henu lano bineheako ai laro songka agama ai olo penao-naoꞌa to Yahudi?”
2a06030073	Sumangki i Yesu, “Ambo hurukee ai mebataꞌo mongkono henu winowauno i Daudi tempono umono ka miano memokoninggo?
2a060400f2	I Daudi mendamo ai laro RahaRo Ue Ala kano aleo roti henu pinesombaꞌako ndi Ue Ala, kano kaango. Kanoꞌamba noweeꞌakero mboꞌu ndi wali-walino. Sekonopo montonda songka agamando butukaa Petewawo Pesomba henu bisa monggaa roti laꞌa.”
2a0605006d	Umari laꞌa i Yesu motae mboꞌu ndi umboro, “Ana Manusia pabawa ai wawono olo penao-naoꞌa to Yahudi!”
2a06060090	Ai aso tempo ai olo penao-naoꞌa to Yahudi henu mesueno, i Yesu lumeko mompaguru ai Raha Pesombaꞌa. Lehea nio aso mia henu luuka kae koanano.
2a06070088	Guru agama kaa to Parisi mempoporoꞌo i Yesu bano komba mompokotomba ai olo penao-naoꞌa to Yahudi kano niokaa sala pasalaꞌo i Yesu.
2a060800c5	Kanggo Notoꞌorio i Yesu pinewowoloro. Okaa i Yesu kano potaeꞌakeo mia henu luuka kaeno aso hile laꞌa, “Penggotito kau mai endea ai aroNggu!” Mia laꞌa menggoti kano leko ai arono i Yesu.
2a060900d3	Kanoꞌamba nopotae i Yesu ndi umboro, “Iaku mesikeno ndi ikomiu, mbiokee henu moiko topowowau ai olo penao-naoꞌa to Yahudi, mowau henu moikokee ba mowau henu mosaꞌakee? Mongkaduduikee ba mobobarasakee?”
2a060a0098	I Yesu menggito mebolili ndi lowono mia kanoꞌamba motaeꞌakeo mia luuka kae koanano, “Teteakeo kaemu!” Kano teteakeo kaeno kaa kaeno masa toomba.
2a060b0063	Kanggo Guru Agama kaa to Parisi mentekuda ngako karo pepatudu ba helinde rominggi membiongo i Yesu.
2a060c0060	Tempo laꞌa i Yesu lumeko mekakai ai torukuno. Lehea i Yesu mekakai ndi Ue Ala aso ngkau wongi.
2a060d0084	Towono eri-erio, i Yesu meboio lowono anaguruNo, kaNo binikio hopulo ka oruo mia umbu ndi umboro, Noneengakero mia tinena. Umboroto,
2a060e0065	I Simo (henu ninee i Peturu), kaa i Andaria haeno, i Yakobu kaa i Yohane, i Pilipu kaa i Barotolomeu,
2a060f004e	i Matiu kaa i Toma, i Yakobu anano Alapeu, kaa i Simo (henu ninee mia Seloti),
2a06100050	i Yudasi anano i Yakobu kaa i Yudasi Isikario henu amba minggi umasaꞌo i Yesu.
2a0611014f	Kanoꞌamba i Yesu meronga-ronga hopulo ka oruo anaguruNo laꞌa mpineꞌi umbu ai torukuno meleko ai lembono. Lehea oto menterombu orao anaguruNo i Yesu henu mesueno kaa orao mboꞌu mia mehawe umbu ai lowono inie ai wute Yudea, umbu ai inie langkai Yerusale, kaa umbu ai inie langkai Tirusu kaa Sidoni oruo inie langkai ai wiwintahi.
2a061200a6	Umboro memai minggi merongoio pompaguruno i Yesu kaa pinokotomba umbu ai hakiro. Kaa i Yesu mboꞌu mompokotomba mia henu marasai, akono nopendamohiro penao mosaꞌa.
2a06130079	Lowono mia merokuhi uminiꞌo i Yesu, akono nio pabawa henu meluarako umbu ai koroiNo henu mompokotomba lowono mia lehea.
2a0614007e	I Yesu kumikiteiro anaguruNo kaa Nopotae, “Memangaꞌuto ikomiu mia mekarampini, ako ikomiuto miano PomparentaꞌaRo Ue Ala!
2a06150093	Memangaꞌuto ikomiu henu hilinie memokoninggo, ako ikomiu minggi memowoto! Memangaꞌuto ikomiu henu hilinie mpeꞌiwi, ako ikomiu amba mpoꞌawa!
2a06160079	Memangaꞌuto ikomiu taꞌalu nomokokatongakomiu mia, tinadi, pinepaukiako kaa pinokomosaꞌa neemiu hangano Ana Manusia!
2a061700ed	Tempono ikomiu pinokomarasai menggena ulaꞌa, aimemangaꞌuto kaimpenari-nari akono langkai saromiu ai suruga. Pewowoloꞌo, menggena ulaꞌa mboꞌu nabi-nabi tempo isaꞌa nobobarasaꞌo ue mpuꞌuro mia henu hilinie mokomarasaikomiu.
2a06180051	Kanggo memasolato ikomiu henu hilinie mesugi, ako ikomiu umari mpohawe manangaia!
2a0619009d	Memasola komiuto henu hilinie mowoto, ako ikomiu minggi memokoninggo! Memasola komiuto henu hilinie mpoꞌawa, ako ikomiu minggi memasusa aroa kaa mpeꞌiwi!
2a061a0088	Memasola komiuto, bano lowono mia meꞌunde-unde komiu, ako helilaꞌa mboꞌu ue mpuꞌuro isaꞌa mpoꞌunde nabi-nabi lano mentee.”
2a061b009e	“Kanggo ndi ikomiu henu rumorongoiAku tempo nie, Aku pauꞌakomiu oliwi nie, pehohawaꞌo io uwelimu, kaa powowauto henu moiko ndi mia henu mokokatongakomu.
2a061c004b	Rosongiroto mia henu tumandoko kaa pekakaiꞌakeroto mia henu mepaukiakomu.
2a061d00bd	Bano mia tumampeleko ai kombisimu henu aso hileno, poꞌinengoto mboꞌu kano tampeleꞌo kombisimu henu aso hileno. Kaa bano mia rumontungo hawumu poꞌineengo kano aleo mboꞌu kalambimu.
2a061e0072	Bano nio mia moꞌema bambiotokaa ndi iiko, poweeꞌakeoto kaa taꞌalu romeꞌaleo henumu, indoto emango mboꞌu.
2a061f003b	Powowauto ndi mia mesue menggena inehemiu rowowauꞌakomiu.
2a0620008a	Bano ikomiu butu mehohawaꞌo mia henu mehohawakomiu mbiokee saromiu? Sekolopo mia ntehala mboꞌu nopehohawaꞌo mia henu mehohawaꞌiro!
2a0621008b	Kaa baimpowowau henu moiko ndi mia henu mowowau moiko ndi ikomiu, mbiokee saromiu? Sekolopo mia ntehala loꞌokaa mowowau menggena ulaꞌa!
2a062200bd	Kaa baimpoꞌutangakeo doi ndi mia henu bisa mokuleꞌo, mbiokee saromiu? Sekolopo mia ntehala loꞌokaa moꞌuta ndi mia tehala, karoꞌamba umemango euno menggena oraono ropoꞌutangakeo!
2a06230160	Menteꞌano lanolaahilaꞌa! Kanggo ikomiu pehohawaꞌiroto uwelimiu kau powowau henu moiko ndi umboro. Ai poꞌutangakeroto kaa indoto emango euno. Taꞌalu helilaꞌa saromiu langkai kaa ikomiu minggi gagi ana-anaRo Ue Ala Henu Pinelangkai. Akono moiko aroaRo Ue Ala ndi mia henu lano toꞌorio montarima kase kaa mboꞌu ndi mia henu mosaꞌa gauro.
2a0624005f	Pokoꞌenahoto aroa pompehohawamiu menggena Umamu mboꞌu nopokoꞌenaho aroa pompehohawaNo!”
2a062500c7	“Indoto dosango mia mesue, kano ikomiu mboꞌu lano dosango Ue Ala. Indoto podenda mia mesue, kano ikomiu mboꞌu lano dendako Ue Ala. Oninio halano mia mesue, kano Ue Ala mboꞌu umoninio halamiu.
2a062600a4	Pompoweeto ndi mia mesue kano Ue Ala mboꞌu moweeꞌakomiu, ikomiu minggi pinowea meꞌalu menggena sinaꞌu henu inihi buke ngako ka dinatopi hawe kano sawiko.”
2a06270076	Kanoꞌamba i Yesu mompauꞌakero aso sirime, “Bano mia morawu mowawo mia morawu, manasa oruo irono modonta ai wolo.
2a06280068	Lalau anaguru lumaloo pandeno guruno. Kanggo anaguru henuto umari mepaguru, minggi gagi menggena guruno.
2a06290059	Akombio kai sueꞌo subingkau mopulino petiamu, sekonopo lau sueꞌo polengkau ai matamu?
2a062a013a	Helinde ikomiu pauꞌakeo petiamu, ‘Mai petia, iaku umoniniakomu subingkau mopulimu umbu ai matamu,’ sekonopo lau sueꞌo polengkau henu ai matamu? O mia mompemiamoiko! Luarakeo seꞌelu polengkau henu ai laro matamu. Kanoꞌamba ikomiu mosue takau kaa bisa lumuarakeo subingkau henu ai laro matano petiamu.”
2a062b0080	“Puꞌuno kau henu moiko lanolei mewue henu mosaꞌa. Hilaꞌaka mboꞌu puꞌuno kau henu tai moiko lanolei mewue henu moiko.
2a062c0085	Lowono puꞌuno kau tetoꞌori umbu ai wueno. Umbu ai tolonu lanolei inopu wua ara, kaa umbu ai seko merui lanolei inopu wua anggoro.
2a062d00d2	Mia henu moiko mepau henu moiko akono aroano buke ako moikoꞌa. Mia henu mosaꞌa gauno mepau henu mosaꞌa akono aroano buke ako aroa mosaꞌa. Akono mbio henu pinaundo ooto henu meluarako umbu ai aroando.”
2a062e0061	“Mbiokakee kau koraꞌIaku, ‘Ue, Ue,’ kanggo lailaꞌa lumeluꞌo mbio henu Kupauꞌakomiu?
2a062f0076	Sombo mia henu mai ndi Iaku kaa rumongoio pauNggu kaa lumeluꞌo, Kupoweꞌakomiu sirime menggena mbio Kuponggenahiro.
2a063000cc	Umboro menggena mia henu mowangu raha kano kekeo wute hawe teꞌonalo kanoꞌamba nowowauo pentoroꞌano raha ai wawo wasu. Tempono hawe moowo merumpa, raha laꞌa lano terowa, akono moroso pentoroꞌano.
2a063100de	Kanggo mia henu rumongoio pauNggu kaa lano lumeluꞌo, umono menggena mia henu mowangu raha ai wawo wute kanggo lalau pentoroꞌano rahano. Tempono hawe moowo merumpa, raha laꞌa ronga terowa, kaa mobea ngako masolano!”
2a07010057	Umarino i Yesu mompaguru lowono sie ndi mia orao, Umono lumeko ai inie langkai Kapenau.
2a07020074	Lehea nio aso kapala sorodadu to Roma. Umono mompeꞌue aso ata henu nopehohawaꞌo ngako, ata laꞌa mahaki mapari.
2a070300d0	Tempono kapala sorodadu laꞌa rumongoio motae i Yesu nio ai inie langkai Kapenau, notenaꞌo baꞌopio mia mosuꞌono to Yahudi lumeko tepohaweꞌakeo i Yesu kaa moꞌema kano i Yesu mai mokotombaꞌo atano.
2a07040086	Towono romentepotowoꞌakeo i Yesu, rompotae, “Kimpoeꞌma takau, Kai tulungio kapala sorodadu laꞌa. Umono tekonoano bai tulungio,
2a0705005e	ako umono mehohawaꞌo tongkundo ka umonoto henu mobaraꞌa kami powangua Raha Pesombaꞌa.”
2a07060103	Umari sie i Yesu lumeko merongangiro. Towono i Yesu umbeda ai rahano kapala sorodadu laꞌa, kapala sorodadu laꞌa montena wali-walino mompohawe oliwi ndi Yesu, “Indoto Ai peladeki mai ai rahanggu, akono iaku nie lano koono tumarima Komiu ai laro rahanggu,
2a07070069	okaa mboꞌu laku taha hawe ai aroMiu. Kanggo Ai pepautokaa ‘Tombato’, matantu atanggu laꞌa toomba.
2a070800fa	Ako iaku nie nio henu parenta akukaa iaku nio mboꞌu sorodadu henu kuparentaꞌo, baku potaeꞌakeo, ‘Leko!’ Olo lumeko, baku potaeꞌakeo, ‘Mai!’ Olo mai. Helilaꞌaka mboꞌu baku potaeꞌakeo atanggu, ‘Wowauoto unie!’ Olo nowowauo.”
2a070900d2	I Yesu kohali-hali rumongoio pau laꞌa, kanoꞌamba mewolili ndi mia orao henu tumondaꞌiro ka Nopotae, “Oponie Kupohawe pompeꞌalo-alo henu langkai, ambo huru Kuhaweꞌo maupo ai olono tongku Isaraeli!”
2a070a0051	Tempono umboro henu tinena hawe ai rahano kapala sorodadu, ata laꞌa oto toomba.
2a070b006d	Kanoꞌamba i Yesu lumeko ai inie langkai Nai, mperonga-ronga saru anaguruNo kaa mia orao henu tumondaꞌiro.
2a070c0113	Towono i Yesu umbeda ai pangalomba inie langkai laꞌa, nio baꞌopioꞌiro mia tekonai mompoꞌaha buleka ana monguro henuto maate mpeluarako umbu ai inie langkai. Ana monguro laꞌa ana henu aso-aso umbu ai mia waalu. Orao mia umbu ai inie langkai laꞌa tumondaꞌo ineno.
2a070d007b	Ka towono i Ue sumueꞌo ineno ana ntama laꞌa, telelu aroa pompehohawano ka Nopotaeꞌakeo, “O ine, indoto peꞌiwi!”
2a070e00bb	Kanoꞌamba i Yesu umumbedahio buleka mia maate laꞌa ka Nodanggiho. Gagi mia henu mpolembara buleka laꞌa mpenao-nao. Ka i Yesu motae, “Oo ana monguro, Kupotaeꞌakomu, pewanguto!”
2a070f0068	Ana monguro henu maate laꞌa muule oto kano pentoro ka mepau. Kanoꞌamba i Yesu meweangakeo ndi ineno.
2a071000cb	Lowono mia mentengiri ka mpoꞌunde-unde ndi Ue Ala. Nio henu motae, “Ue Ala oto montena nabi henu langkai hawe ai olondo,” ka nio mboꞌu henu motae, “HaweꞌiRoto Ue Ala kumaduduikito bawaaRo.”
2a07110056	Tepalele oto kareba mongkono i Yesu ai lowono wute Yudea kaa petengi-tengi wute Yudea.
2a0712006e	Towono i Yohane rumongoio umbu ndi anaguruno lele kumonoo mbio henu winowauno i Yesu, nopeboio oruo anaguruno,
2a071300b0	ka notenaꞌiro lumeko mesikeno ndi Yesu, “Ikomiutokee Datu Pongkadudui ginantiRo Ue Ala isaꞌama henu minggi hawe? Ba danio mboꞌukee mia henu minggi kimeꞌeꞌemango?”
2a071400dc	Anaguruno i Yohane laꞌa lumeko ndi Yesu ka motae, “I Yohane Puumpodolo tumena kami mesikeno ndi Ikomiu ba Ikomiuto kee mia ginantiRo i Ue Ala henu minggi hawe ba danio mboꞌukee mia henu minggi kimeꞌeꞌemango?”
2a071500a4	Tempo laꞌa i Yesu mompokotomba orao mia umbu ai manggerupa haki kaa marasaiꞌa, kaa montamba orao penao mosaꞌa kaa mboꞌu mompokotomba mia morawu karo mposue.
2a07160143	Gagi i Yesu sumangkiꞌo anaguruno i Yohane, “Aimpekuleto ndi Yohane ka pauꞌakeo mbio henu ai sueꞌo ka ai rongoio, mia henu morawu oto mosue, mia henu luuka oto koleko-leko, mia henu melowe oto toomba, mia henu mobongo oto morongoi, mia maate oto muule ka mia karampini olo mohawe pompokomoroso aroa kaa Kareba Moiko.
2a0717004f	Memangaꞌuto mia henu mpihe mompeꞌalo-alo ndi Iaku kaa henu tumarima Aku.”
2a071800c9	Towono mia tinenano i Yohane laꞌa mpekule, i Yesu mepau ndi mia orao mongkono tinuwuno i Yohane kaa Nopotae, “Mbiokakee aileko mponggito ai konde one? Monggito seko henu pinurino angikee? Lanoꞌo.
2a07190099	Ba ikomiu lumeko minggi monggito mbio? Mia henu meparewa moikokee? Lanoꞌo mboꞌu. Bano mia meparewa moiko ka tuwu manangai olo moꞌia ai rahano datu.
2a071a005d	Gagi mombio kai meleko? Minggi mponggito nabikee? Mentee, i Yohane meꞌalu langkai kaa nabi.
2a071b0090	Kumonoo ai Yohane nio teꞌuki ai Sura Tutulu helinie, Nopotae Ue Ala, ‘Tinieto tinenaNggu’ ‘MeseꞌelumiKo, umono mowungge sala tiaMu!’
2a071c00cf	Pewowoloꞌo, ai olono mia henu pineanaꞌako lalau maupo teꞌaso mia henu lalolangkai kaseko ai Yohane Puumpodolo, kanggo henu dedeiki ngako ai laro PomparentaꞌaRo Ue Ala lalolangkai kaseko ai Yohane.”
2a071d0093	Lowono mia ka mboꞌu toposima henu rumongoio pauno i Yesu, umboroto mia henu mompeꞌalo-alo ndi Ue Ala, ako umboro umarito nodoloꞌiro i Yohane.
2a071e007e	Kanggo to Parisi kaa Guru Agama laro mentarimaꞌo poꞌeheRo Ue Ala ai laro tinuwuro, ooto laro mebehe nodoloꞌiro i Yohane.
2a071f004c	Kanoꞌamba i Yesu motae, “Menggena mbiokee Kuponggenahiiro mia tempo nie?
2a072000cc	Umboro menggena ana-ana henu mpentoro ai pasa karo mpesangki-sangki, ‘Ikami mpenani-nani mangaꞌua, kanggo ikomiu lailaꞌa mpenari, ikami mpenani-nani mokokolaro, kanggo ikomiu lailaꞌa mpeꞌiwi.’
2a072100a7	Menggena ulaꞌa mboꞌu ikomiu, akono tempono i Yohane Puumpodolo hawe, umono mepuasa kaa lano poꞌinu anggoro, kanggo ikomiu mpotae, ‘Umono nopendamohio onisu!’
2a072200b9	Kanoꞌamba Ana Manusia hawe, Umono monggaa kaa moꞌinu anggoro, kanggo ikomiu mpotae, ‘Kiteo mia laꞌa! Umono mesoko, molangu, ka mewali-waliꞌakeo toposima ka mia henu tehala.’
