2800000006	Matayo
29030c0033	Ai ualagiiye ku kukomangiila aleke kituma wakumuke.
29030d0052	Ai ulongoe migulya a lugulu, nu kuitanga nai ualoilwe, hangi akalongola kitalakwe.
29030e007d	Aka aholania ikumi na abiili (nai uitangile itumi), iti kina atule palung'wi nu ng'wenso hangi wahume kualagiilya kutanantya,
29030f002a	nu kutula nu uhumi nua kupumya i ahing'wi.
290310004b	Hangi aka aholania ikumi na abiili; Simioni nai uminkiiye ilina nila Petro,
2903110080	Yakobo ng'wana wang'wa Zebedayo, nu Yohana muluna nuakwe u Yakobo, nai winkiigwe i lina nila Bonagesi, awo ingi, ana nia mulilo,
290312006d	nu Andrea, Filipo, Bartholomayo, Mathayo, Tomaso, Yakobo ng'wana wang'wa Alfayo, Thadayo, Simioni Mukananayo,
290313002a	nu Yuda Iskariote, naiza uku mugumaniilya.
2903140068	Uugwa ai ulongoe ki ito, ni umbi nila antu akapembya palung'wi hangi, aleng'we ga nu kulya ga nu mukate.
2903150068	Familia akwe nai akija u lukani nulanso, akalongola kumuamba, kuiti akaligitya, “Waputwa ni mahala.”
290316008d	Amanyi nai azile kupuma ku Yerusalemu ai aligitilye, “Uhalinkaniwe nu Beelzebuli,” nu “Ku mukulu nua a hing'wi ukupumya i a hing'wi.”
290317006b	uYesu ai uitangile kitalakwe nu kuligitya ni enso ku mpyani, “Kinya uli uMulugu wahume kumupumya uMulugu?
2903180045	Anga ize utemi ukugalanuka ukola, utemi nuanso shanga uhumile kimika.
2903190044	Anga ize ito likugalanuka ikola, ito nilanso shanga lihumile kimika.
29031a005e	Anga ize uMulugu ukunyansuka nsuta akwe mukola nu kugalanuka, hangi ukutula wapika mpelo akwe.
29031b00ae	Kuiti kutili ga nung'wi nuhumile kingila mukati ito nila muntu ni munya ngulu nu kia i intu niakwe bila kumutunga u munyangulu hanza, hangi uugwa kilingiila ni kimoli mi ito.
29031c005c	Tai kumutambuila, milandu ihi nia ana a antu ikulekelwa, palung'wi nu ukuni naza akutambula,
29031d0073	kuiti wihi nuika mukuna u Ng'wau Ng'welu shanga ukulekelwa lukulu, ila ukete ugazi nua mulandu nua kali na kali.”
29031e004a	uYesu ai ulitambue ili ku nsoko ai atulaa akuligitya, “Ukete hing'wi.”
29031f0061	Uugwa u nyinya nuakwe ni aluna akwe ai apembilye nu kimika kunzi. Akamulagiilya muntu, kumitanga.
2903200085	Ni iumbi nila antu nai latulaa likie pakupi nu ng'wenso akamutambuila, “u ia ako ni aluna ako akoli kunzi, hangi akuuduma u ewe.”
2903210036	Ai uasukiiye, “Ingi nyenyu u ia ane ni aluna ane?”
2903220061	Ai uagozee nai atulaa ikie amupilimikiiye, nu kuligitya, “Goza, awa ingi a ia ane ni aluna ane!
2903230065	Wihi nuitumaa u ulowa nuang'wa Itunda, muntu nuanso ingi muluna ane, hangi ng'waitu, hangi ia ane.”
29040100bf	Hangi ai wandilye kumanyisa mu mpelompelo a luzi. Ni iumbi ikulu likilundiila likamupilimikiilya, akingila mukati i ilinga mu luzi, nu kikie. Iumbi lihi nai likoli mu mpelo a luzi mu nshemba.
2904020055	Hangi aka amanyisa makani idu ku mpyani, hangi akaligitya kitalao ku umanyisa nuakwe.
2904030027	Tegeelyi, mutemeli ai ulongoe kutemela.
2904040057	Nai wakatula ukutemela, ing'wi nia mbeu ai igwie mu nzila, ni nyunyi ikapembya ikailya.
290405007b	Mbeu i nzuya ai igwie mu matalagwe, naiza kutili ni mahalu idu. Itungo ikanyala, ku nsoko ai ngila anga mahalu nakondaniie.
290406004c	Kuiti i lyoa nai litolokile, ai inyaile, ku nsoko ai ngila anga mili, ikuma.
2904070062	Mbeu inzuya ai igwie pakati a mija. iMija ikakula nu kuitunyiilya, hangi shanga ikapa inkali yihi.
29040800b8	Mbeu i nzuya ai igwie mu mahalu ni maza hangi ai ipee i nkali itungo nai yukukula nu kungeeleka, inzuya ai ipee nkua makumi ataatu ikilo, ni nzuya makumi mutandaatu, ni nzuya igana.”
290409003f	Hangi wakaligitya, “Wihi nukete i akutwi ni akija, nu ije!”
29040a0073	uYesu nai wakatula wing'wene, awo nai akoli pakupi nu ng'wenso nawo ni ikumi na abiili ai amukoiye kutula i mpyani.
29040b0080	Akaligitya kitalao, “Kitalanyu minkiigwe kinkunku nika utemi nuang'wa Itunda. Kuiti ku niakoli kunzi kila i kintu ingi mpyani,
29040c00a2	iti anga agoze, uu igoza, kuiti shanga ihenga, hangi ku lulo niakija uu ijaa, kuiti shanga ilinga, anga ize shanga uu aza azee mupiluka Itunda ai uzee alekela.”
29040d0069	Hangi akaligiya kitalao, “Itii shanga mulingile i mpyani iyi? Mukuhuma uli kulinga i mpyani ni ingiiza?
29040e001a	Mutemeli ai utemee lukani.
29040f00a6	Ing'wi ingi awo nai agwie mu mpelo a anzila, kianza u lukani naza lutemewe. Hangi nai igulye, itungo u Mulugu akapembya nu kuluhola u lukani naiza lutemewe mukati ao.
2904100073	Hani ang'wi ao ingi awo nai atemewe migulya amatalagwe, naza, nai igulye u lukani, ku ukau akulusingiilya ku ulowa.
2904110087	Hnagi agila imili ihi mukati ao, kuiti igimya ku itungo ikupi. Halafu lwago nu wagigwa ni ipembilye ku nsoko a lukani, itungo ikumpyaa.
290412003c	Hangi ang'wi ingi awo nai atemewe mu mija. Akulija u lukani.
2904130088	Kuiti unyong'wa nu ihi. ukongelwa nua nsao, ni nsula a makani mangiiza, wi ingiila nu kulutunyiilya u lukani, nu kuleng'wa kupaa inkali.
29041400b6	Uugwa akoli awo naza atemewe mu mahalu ni maza. Akulija u lukani nu kulusingiilya nu kupa i nkali; ang'wi makumi ataatu, hangi ang'wi makumi mutandatu, hangi ang'wi igana ling'wi.”
290415009a	uYesu aka atambuila, “Itii iiza wileta u lumuli mukati ito nu kuluika pihi a nkapu, ang'wi pihi a ulili? Wiluletaa mukati nu kuluika migulya a ishupaka.
2904160070	Ku nsoko kutili kihi nikipihile naiza shanga kiku kumuka, hangi kutili i kinkunku naiza shanga kikuikwa kihenga.
2904170031	Anga ize ukoli nukete i akutwi a kija, nu ije!”
2904180094	Aka atambuila, “Tuli miakendegeeli ku iko ni mukukija, ku nsoko u ugemeelya ni mukugemeelya, kiko ni mukagemeeligwa, hangi kikongeligwa kitalanyu.
290419006d	Ku nsoko nuanso nukete, ukinkiiligwa ikilo, hangi uyo nimugila, kupuma kitalakwe ikuholwa ga nizo nuikete.”
29041a005c	Hangi akaligitya, “Utemi nuang'wa Itunda wimpyanigwe nu muntu nai utemee i mbeu mu mahalu.
29041b006b	Nai wakalala u utiku nu kuuka i kidaudau, ni mbeu ikaheluka nu kukula, Ga ni uu shanga ulingile nai ipumie.
29041c004a	Ihi ipumyaa i mbeu nkola; hanza matutu, alafu ulua, alafu mbeu niakagupaa.
29041d005b	Hangi itungo imbeu ni ikatula ailyaa itungo witwalaa uzolo, ku nsoko i maogola apikiila.”
29041e006c	Hangi akaligitya, “kuimpyanie u utemi nuang'wa itunda ni kintu kii, ang'wi kutumile mpyani kii ku uganula?
29041f005a	Ingi anga i mbeu a haradali, naiza ai itemewe ingi niino nangaluu kukila i mbeu yihi mihi.
29042000b6	Ga, ni itungo naza itemewe, ikukula nu kutula nkulu ikilo nila mimea ihi mu shuli, hangi izipyaa ntaambi nkulu, ga ni nyunyi nia kilunde ihumaa kuzipya iuyi niao mu mululi nuakwe.”
2904210063	Ku mpyani idu ai umanyisilye hangi ai uligitilye u lukani kitalao, ku upikiilo nai uhumile kulinga,
2904220086	hangi shanga ai uligitilye ni enso bila mpyani. Kuiti itungo nai wakatula wing'wene duu, aka aganuila kila i kintu i amanyisigwa akwe.
2904230066	Mu luhiku nulanso, itungo nila mpindi nai lipikiie, akaligitya kitalao, “Kweni i nkika a kabiili.”
290424008a	Iti gwa akalileka i umbi, akamuhola uYesu, itungo nilanso yakondaa ai watula mukati ilinga. Malinga mauya ai atulaa palung'wi nu ng'wenso.
2904250071	Nu ng'wega utaki nua kimpupu ni maingu ai atulaa akingila mukati a mulinga nu mulinga ai wakondyaa kutula wizula.
2904260083	Kuiti uYesu mukola ai ukoli mu shetri, ulae mu muto. Akamutambuila, azeligitya, “Ng'walimu, shanga ulingile kina usese kuusha?”
2904270088	Hangi akauka, akaukenela u ng'wega nu kuluila u luzi, “Itule ihi twii, ulyuuku.” Ung'wega ukapela, hangi ai ituile nu ulyuuku ukulu.
2904280051	Hangi akaligitya kitalao, “Ku niki mukitumba? Itii mukili miagila u uhuiili?”
2904290089	Akizuilwa nu woa ukulu mukati ao hangi akitambulya enso ku enso, “Uyu ingi nyenyu hangi, ku nsoko ga nu ng'wega nu luzi ikumugombya.”
2905010042	Nai akapembya kupikiila nkika ingiiza a luzi, mu mukoa nua Gerasi.
290502007b	Hangi kupumpugila itungo uYesu naiwatulaa ukupuma kunzi ilinga, muntu nukete u hing'wi ai uzile kitalakwe kupuma mu ibiila.
290503005d	Muntu uyu ai wikiie mu ibiila. Kutili nai uhumile kumugilya ikilo, kutili ga nu ku minyororo.
290504006d	Ai watulaa utungilwe matungo iduu ku mpingu ni minyororo. Kutili ga nu ng'wi nai ukete i ngulu nia kumukilya.
2905050070	Utiku nu mung'wi waze ukoli mu ibiila nu mu malugulu, ai wilila nu kitemanga u ng'wenso mukola ku magwe ni migi.
2905060052	Nai wakamihenga uYesu ku kaheelu, akamankiila kung'wakwe nu kutuna ntongeela akwe.
290507009a	Ai uleile ku luli lukulu, “Uloilwe nukutendele ntuni, Yesu ng'wana wang'wa Itunda nukoli migulya nangaluu? Ku usinja kung'wa Itunda mukola, leka kunaja.
2905080045	Ku nsoko ai watulaa wamuila, “Mupume u muntu uyu, u ewe hing'wi.”
2905090082	Nu ng'wenso ai umukoiye, “Lina nilako ingi nyenyu?” Nuanso akamusuliilya, “Lina nilane ingi Legion, ku nsoko kukoli kidu.”
29050a003c	Ai umusingilye hangi ni hangi waleke kuatwala kunzi a mukoa.
29050b0049	Itungili idale ikulu nila ngulima ai likoli likuding'wa migulya a lugulu,
29050c0055	ni enso ai amusingilye, azeligitya, “Kulagiilye ku ngulima; kingile mu kati yao.”
29050d00c6	Iti gwa ai uagombilye; ia hing'wi ai amupumile nu kingila mukati a ngulima, ni nyenso ai imankile pihi a lugulu kupikiila mu luzi, hangi kupikiila ngulima magana a nzogu a biili ikalimilila mu luzi.
29050e00a9	Hangi awo nai atulaa akudima i ngulima ai amankile nu kupumya u lukani nula iko nai kipumie mu kisali nu mi ihi. Uugwa antu idu ai apumile kulongola kihenga nai kipumie.
29050f00c0	Uugwa ai apembilye kung'wa Yesu hangi ai amihengile u muntu nai wahalinkaniwe nu hing'wi nai ukete idale —wikie pihi, utugawe, hangi aze ukoli mu mahala akwe akondaniie, ni enso ai itumbile.
290510008c	Awo nai atulaa ihengile nai kipumie ku muntu nai watulaa uhalinkaniwe nu hing'wi ai a atambuie nai kipumie kitalakwe ga ni kutula i ngulima.
290511002f	Ni enso akandya kumusinja wahege mu mukoa nuao.
290512008a	Hangi nai wakatula ukingila mukati i linga, muntu nai watulaa uhalinkaniwe nia hing'wi ai umusingilye kina alongole palung'wi nu ng'wenso.
29051300a0	Kuiti shanga ai umugombilye, kuiti ai umutambuie, “Longola ki ito nilako nu ku antu niako, hangi uatambuile aza ukutendee Mukulu, nu ukende naza ukinkiiye.”
290514007b	Uugwa ai ulongoe nu kandya kutanantya i makani makulu naiza uYesu witumile kitalakwe mu Dekapoli, ni kila ung'wi ai ukuiwe.
2905150081	Hangi itungo nai wakaputa hangi nkika i ngiiza, mukati ilinga, iumbi ikulu likilingiila kumupilimikiilya, nai ukoli mpelo a luzi.
2905160077	Hangi ung'wi nu a lukolongo ni i tekeelo, nai witangwaa Yairo, ai uzile, hangi nai umuhengile, ai ugwie mu migulu akwe.
29051700b6	Akamusija ikilo ni ikilo, wazeligitya, “Munaanso nu ane nu muniino wahumbeela kusha. Ku usinja, pembya nu kuika i mikono ako migulya akwe iti kina wahume kulija upanga nu kikie.”
290518007a	Iti gwa ai ulongoe palung'wi nu ng'wenso. ni i umbi ikulu ai limutyatile ni enso ai akumunyempa pakupi aze amupilimikiiye.
2905190052	Ai ukoli nu musungu naiza i sakami akwe ai atulaa ipumaa ku myaka ikumi na ibiili.
29051a00bd	Ai wagilee nia kukonda pihi a akiliki idu hangi ai watumie kila i kintu nai watuile ni kenso. Ga ni iti shanga akagunika ku kintu kihi. kuiti badala akwe akakilinkiila kutula ni hali mbibi.
29051b0099	Ai wigulye i nkani kutula uYesu. Iti gwa ai upembilye ku nyuma akwe itungo nai watulaa ukugenda mukati i umbi, nu ng'wenso ai utenilye u ng'wenda nuakwe.
29051c0059	Ku nsoko ai uligitilye, “Anga niatenie i ang'wenda ni akwe udu, nikatula ni mupanga.”
29051d0073	Nai utenilye, kupung'wa i sakami ikapela, hangi ai wigulye mu muili nuakwe kina ai wagunwaa kupuma mu lwago nulakwe
29051e00b8	Hangi kupumpugiilya uYesu akalinga mukati akwe mukola kina ngulu imupumile. Hangi ai upilukile kunu nu kunu mi iumbi nila antu nu kukolya, “Ingi nyenyu nutenilye u ng'wenda nuane?”
29051f0086	Amanyisigwa akwe ai amutambuie, “Ukihenga i umbii ili likutunyiiye likupilimikiiye, nu ewe ukuligitya, 'Ingi nyenyu nu ntenilye?'”
2905200047	Kuiti uYesu ai ugozile kunu nu kunu kihenga naiza watulaa witumile ili.
290521008d	Musungu, waze ulingile nai kipumie kitalakwe, ai witumbile nu kukagata. Ai upembilye hangi ai ugwie pihi ntongeela akwe nu kumuila i tai ihi.
2905220087	Ai uligitilye kitalakwe, “Munanso, uhuiili nuako wakuzipya utule u mupanga. Longola ku ulyuuku hangi ugunwe kupuma mu ulwae nuako.”
29052300ad	Nai watulaa ukuligitya, ang'wi a antu ai apembilye kupuma kung'a lukolongo nua itekeelo, azeligitya, “U munanso nuako wakuza. Ku niki kulongoleka kumunyoma u ng'walimu?”
290524006c	Kuiti uYesu nai wakija naza akukiligiya, ai umutambuie u lukolongo nu itekeelo, Leka kitumba. Huiila udu.”
2905250069	Shanga ai umugombilye wihi kitongelya nu ng'wenso kwaala uPetro, Yakobo, nu Yohana muluna nuakwe uYakobo.
2905260074	Ai apembilye mi ito nilang'wa lukolongo nui itekeelo nu ng'wenso ai wihengile unyong'wa, kulila kidu nu kuhongeelya.
290527007a	Nai wakingila mi ito, ai uatambuie, “Ku niki mukusiga ikulu hangi ku niki mukulila? uMung'yinya akili kusha ila ulae.”
29052800b0	Ai amuhekile, kuiti nuanso, ai uapumilye ihi kunzi, ai umuhoile utata nua ng'wana nu nyinya ni awo nai atulaa palung'wi nu ng'wenso, hangi ai wingie mukati nai umoli u ng'wana.
2905290089	Ai u uhoile u mukono nua ng'wana hangi ai umutambuie, “Talitha koum,” naiza ingi kuligitya, “Munanso muniino, ku utambuila, uka.”
29052a009c	Kupumpugiilya u ng'wana ai u ukile nu kugenda. (ku nsoko ai watulaa ni ilika nila myaka ikumi na ibiili). Hangi kupumpugiilya ai a ambilwe nu ukuilwa ukulu.
29052b0077	Ai ulagiiye ku ngulu kina kutili wihi utakiwe kulinga kutula ili. Hangi ai uatambuie aminkiilye u munanso nuanso indya.
2906010053	Hangi akahega pang'wanso nu kulongola mu kisali kao, ni amanyisiga akwe akamutyata.
29060200e5	Luhiku nula kusupya nai likapika. ai wandilye kumanyisa mu Itekeelo. Antu idu ai amigulye hangi akakuilwa. Akaligitya, Uligilye pii u umanyisa uwu?” Ingi upolo kii uwu nuinkiigwe?” Ukituma uli u ukuilwa uwu ku mikono akwe?”
29060300e1	“Itii uyu shanga yuyo u mulanda mabada, ng'wana wang'wa Mariamu hangi muluna nuao ia Yakobo, Yose, Yuda nu Simioni? Itii i aluna akwe nia kisugu shanga ikie papa paapa palung'wi nu sese?” Hangi shanga ikaloeligwa nu Yesu.
2906040083	uYesu aka atambuila, “U munyakidagu shanga wiulyaa ikulyo, kwaala mu kisali nikakwe ni mukati a aluna akwe nia mi ito nilakwe.”
290605005f	Shanga ai uhumile kituma u ukuilwa pang'wanso, iti ai uaikiiye mikono alwae asheenyu aka aguna.
2906060069	Ai ukuiwe nangaluu ku nsoko a kuhita kuhuiila kitalao. Uugwa ai uigendee i ijiji nia kisali waze manyisa.
2906070077	Ai uitangile awo i amanyisigwa ikumi na abiili akandya kualagiilya abiili a biili. Ai uinkiiye uhumi migulya a ahing'wi
290608007c	nu kualagiilya aleke kuhola kihi nialongoe kwaala mulanga udu. Aleke kuhola u mukate ang'wi mbogoshi, ang'wi mpia mu kilino;
2906090037	Kuiti atugale i latu, hangi shanga a mujulungu a biili.
29060a004e	Hangi aka atamuila, “Ito lihi ni mukingila, ikii papo kupikiila ni mikahega.
29060b0089	Ni kisali kihi nishanga kikumusingiilya ang'wi kumutegeelya, hegi kitalao, kununti u lunkundi nula migulu anyu, itule ukuiili kitalao.”
29060c0045	Ni enso akalongola azetanantya antu ile itunu nu kuleka i milandu ao.
29060d0053	Ai a anuzunsilye i ahing'wi idu, hangi ai apuguhie i makuta i alwae hangi akagunwa.
29060e00d7	uMutemi Herode nai wakija nanso, ku nsoko i lina nilang'wa Yesu ai latulaa lakumuka nangaluu. Ang'wi ai aligitilye, uYohana ni moganyi wiuka hangi ku nsoko nanso, iyi ngulu a ukuilwa ikituma u mulimo mukati akwe.”
29060f0089	Ang'wi ao akaligitya, “Uyu ingi Eliya,” Ikili i auya akaligitya, “Uyu ingi munyakidagu, anga ung'wi nua awo anyakidagu nia kali.”
2906100054	Kuiti uHerode nai wakija aya akaligitya, “uYohana, nai numudumue itwe wiukigwa.”
29061100ae	Ndogoelyo uHerode mukola ai ulagiiye uYohana waambwe nu kutungwa mu kadulumu ku nsoko ang'wa Herodia (musungu nua muluna nuakwe uFilipo) ku nsoko nuanso ai watulaa wamutenaa.
2906120067	Ku ndogoelyo uYohana ai umutambuie uHerode, “Shanga tai ako kumutina u musungu nuang'wa heu nuako.”
2906130061	Kuiti uHerode ai wandilye kumubipilwa hangi ai watulaa uloilwe kumubulaga, kuiti shanga wikahuma,
29061400d2	ndogoelyo u Herode aizaa umitumbile uYohana; ai ulingile kina ingi munya tai ane muntu ni ng'welu, hangi ai umulekile iziza. Hangi nai ulongolekile kumutegeelya akahusha nangaluu, kuiti ai wiloile kumutegeelya.
29061500ad	Nai lipikile ga ni itungo niligombekile anga itule lahumbeela u luhiku nula kutugwa uHerode aka azipiililya i aopisa akwe isiku kuu, nia mboi, nia lukolongo nia ku Galilaya.
29061600d9	Uugwa u munaano nuang'wa Herodia akingila kiginsa ntongeela ao, akamuloeelya uHerode ni aziila nai ikie itungo nila ndya nia mpindi. Uugwa u mutemi akamuila umu nanso, “Nompe kihi nukiloilwe nu nene nikaki nkiilya.'
290617005d	Akamulapila nu kuligitya, kihi nui kanompa, nika kinkiilya, ga ni ikinda nila utemi nuane.”
290618006a	Akapuma kunzi akamukolya u nyinya nuakwe, “Nompe ntuni?” Akaligitya, “Itwe lang'wa Yohana nuojaa.”
290619007f	Ni itungo ling'wi akingila ku mutemi akandya kuligitya, “Ndoilwe uninkiilye mukati a sahani, itwe nilang'wa Yohana Nuojaa.”
29061a0080	uMutemi akahusha nangaluu, kuiti ku nsoko a ilapo nilakwe hangi ku nsoko a aziila, shanga ai uhumile kumuhitilya ilompi nilakwe.
29061b00ab	Iti gwa, umutemi akalagiilya i a asikali pakati a asunja akwe nu kualagiilya kulongola kuleta itwe lang'wa Yohana. uMusunja ai ulongoe kumutema itwe waze ukoli mu kitungo.
29061c0061	Akaleta itwe nilakwe mu sahani nu kuminkiilya u munanso, nu munanso akaminkiilya u nyinya nuakwe.
29061d006b	Hangi i amanyisigwa akwe nai akija nanso, ai alongoe ku uhola u muili nuakwe akalongola ku uika mu kibiila.
29061e006a	Ni itumi, ai ilundiie palung'wi ntongeela ang'wa Yesu, akamuganuila ihi nai itumile hangi nai amanyisilye.
29061f00ac	Nu ng'wenso aka atambuila, Pembyi akola i kianza nika kinkunku hangi kusupye ku itungo.” Antu idu ai atulaa akupembya nu kuhega, shanga ai aligilye ga nilyoma nila kulya.
290620004a	Iti gwa akanankila i mashua akalongola kianza nika kinkunku i ng'wene duu.
290621008e	Kuiti ai uihengile ni akuhega hangi idu aka alinga, ku palung'wi ai amankile ku migulu kupuma mu isali yihi, ni enso akapika ze ikili ni anso.
29062200a6	Nai apilkile ku nkilimbwaa, ai wihengile i umbi ikulu hangi aka a aisiilya, ku nsoko ai atulaa anga i nkolo ni ngila anga mudimi. Hangi akandya kuamanyisa makani idu.
2906230080	Itungo ai lilongolekile nangaluu, amanyisigwa akamuziila akamutambuila, “Apa ingi kianza nika kinkunku ni itungo lalongolekaa.
2906240047	Ualage alongole mu isali nia kisali ni ijiji iti ende iguilye indya.”
29062500ad	Kuiti aka asukiilya akaligitya, “Api nyenye indya.” Aka atambuila, “Kuhumile kulongola nu kugula i mikate nikete i nsailo a dinari magana abiili nu kuinkiilya alye?”
2906260079	Aka atambuila, “Mukete mikate inga? Longoli mugoze.” nai aligilye akamutambuila, “Mikate itaano ni nsamaki ibiili.'
290627007c	Aka alagiilya i antu ikie mu madale migulya a mafwa ni matotu. Aka ikalinsha mu madale; madale a magana ni ku makumi ataano.
29062900c1	Uugwa akahola i mikate itaano ni nsamaki ibiili, nu kugoza kilunde, akamikendepa uugwa aka inkiilya i amanyisigwa aike ntongeela a iumbi. Hangi uugwa ai ugalanilye i nsamaki ibiili ku antu ihi.
29062a0024	Ai alie ihi kupikiila akakondaniila.
29062b0062	Ai ilingiie i mapuli a mikate nai isigile. Yikizula nkapu ikumi na ibiili, ga ni mapuli a nsamaki.
29062c003e	Hangi ai atulaa agoha magana a nzogu ataano nai alie i mikate.
29062d007b	Itungo aka atambuila anankile mu mashua alongole nkuka i ngiiza, kupikiila ku Bethsaida, itungo Nuanso waze alaga anyianza.
29062e003a	Nai akatula akondyaa kuhega, akalongola mu lugulu kulompa.
29062f007b	Nai ikatula mpindi, ni mashua ao itungo ni lanso ize ikoli pakati a luzi, nu ng'wenso ai ukoli wing'wene duu mihi ni nyumu.
29063000a3	Hangi ai uihengile akagisha kukua i makasia ku nsoko a ng'wega ukuagilya. nai ihumbee i kidaudau aka alondoola, wazegenda migulya a mazi, hangi ai uloilwe kuakila.
290631006f	Kuiti nai akamihenga ukugenda migulya a mazi, akingiilwa nu mitumbo aze asigile ingi mintunga akakua ga ni ogo.
2906320083	Ku nsoko ai amihengile akizuilwa nu woa, Itungo akaligita ni enso aka atambuila, “Mutule akamatiku ingi nene! Leki kutuli nu woa.
290633004f	Akingila mukati a mashua, nu g'wega ukaleka ku kunka, ni enso akakuilwa lukulu.
2906340068	Iti gwa shanga ikatula alingaa i ndogoelyo a iyo i mikate. Ndogoelyo i mahala ao ai akete ulingi uniino.
2906350049	Ni enso kaputa kitumbi, akapika mihi a Genesareti imashua ikaika i nanga.
290636002e	Nai akapuma kunzi a mashua, itungo akamulinga.
2906370064	Akamanka kutanantya mu mukoa wihi hangi akandya kualeta i alwae ku ulili, kila nai igulye upembilye.
29063800c5	Pihi nai wingie mu ijiji, ang'wi mu isali, ang'wi mi ihi, ai a aikile i alwae kianza ni kisoko, hangi akamusinja waagombye kutenia ukunzilo nua ng'wenda nuakwe. Hangi ihi nai amutenilye ai agunilwe
2907010062	Afarisayo ni ang'wi a amanyi naza atulaa apembeeye ku Yerusalemu ai ilingiie kumupilima ung'wenso.
2907020067	Hangi ai ihengile kina amanyisigwa ang'wi ao akulya u mukate ku mikono mishapu; naiza shanga ikalaigwe,
2907030076	(ku Afarisayo ni Ayahudi ihi shanga iliza kupikiila akalaye i mikono ao iziza; a ambiiye ulogo nula anyampala. Matungo
29070400fc	i Afarisayo niagomokile kupuma kianza ki isoko, shanga ilizaa kupikiila oge hanza. Hangi akoli malagiilyo maulya naza akumatyata lukulu, anga itule ingi palung'wi nu koja i ikombe, masupulia, iseme nia shaba, ga ni matuntu ni itumila itungo nila ndya,)
29070500a6	Afarisayo ni amanyi ai amukoiye uYesu, “Ku niki amanyisigwa ako shanga ikii kuniganiila nu logo nula anyampala, ku iti akulya umukate shanga ize akalae i mikono?”
29070600a3	Kuiti nuanso aka atambuila, “uIsaya ai ulotile iza kutula u nyenye adosi, ai ukilisilye, 'Antu awa akunkulya ku milomo ao, kuiti i nkolo niao ikoli kuli nu nene.
2907070065	Akunintumila ikumbiko ni gila anga ndogoelyo, azemanyisa malagiilyo a ana adamu anga ulekeelya nuao,'
2907080054	Malilekaa ilagiilyo nilang'wa Itunda maluambaa ku upepeele u logo nula ana adamu.”
290709006d	Hangi akaligitya kitalao, “Malihitaa ilagiilyo nilang'wa Itunda ku utontu iti kina mu luike u logo nulanyu!
29070a009f	Ku nsoko uMusa ai uligitilye, 'mukulye u tata nuako nu ia nuako,' 'nu ng'wenso nuiligitya u ubi migulya ang'wa tata nuakwe nu nyinya nuakwe kulu kuulu ukusha,'
29070b00d5	Kuiti mukuligitya, 'Anga ize u muntu waligitye kung'wa tata nuakwe ang'wi nyinya, 'Uaiilya wihi naza mukusingiilya kupuma kitalane ingi itulyo nila Itekeelo,” (nanso ingi kulunga kina, ipumiigwe kung'wa Itunda')
29070c004d	iti gwa shanga imugombilye kituma lihi ku nsoko ia tata ang'wi a nyinya akwe.
29070d0075	Mukulizipya ilagiilyo nilang'wa Itunda ku nakanda ku kuleta u logo nulanyu. Ni makani idu a kinya iti ni mukituma.”
29070e0061	Ai uitangile i anyianza hangi nu kuatambuila, “Muntegeelye u nene, unyenye mihi, hangi muninge.
29070f0093	Kutili kihi kupuma kunzi a muntu naiza kahumaa kumushapula u muntu ni kingiila kung'waakwe. Ila ingi iko ni kimupumaa u muntu kiko ni kimushapulaa.
2907100071	(Komaniilya; u lukiili ulu. “anga ize u muntu wihi ukete i akutwi akija, u ije” umutili mu mbugulu nia kali.)
2907110066	uYesu nai wakaaleka i anyianza nu kingila mi ito, amanyisigwa niakwe akamukolya kutula i mpyani nanso.
2907120080	uYesu akaligitya, “Nu nyenye ga mukili ku ninga? Shanga mihengile kina kihi ni kimingiila u muntu shanga kihumile kumushapula,
29071300ad	ku nsoko shanga kihumile kulongola mu nkolo akwe, kuiti kikingila mu nda akwe hangi kikukila kulongola ku shoo.” ku lugano ulu uYesu ai uizipilye i ndya yihi kutula nzelu.
2907140049	Ai uligitilye, “Ingi iko naiza kikumupuma u muntu kiko ni kimushapulaa.
290715005d	Ku nsoko kipuma mukati a muntu, kunzi a nkolo, ipuma masigo ni mabibi, ugoolya, wii, ubulagi,
2907160052	usambo, nsula ni mbibi, ubibi, ukongelani, kigoolya, wilu, ukunki, wiketi, upungu.
2907170041	U ubi uwu wihi wipuma mukati, kiko iko ni kimushapula u muntu.”
29071800bf	Ai u ukile kupuma pang'wanso nu kuhega kulongola mu mukoa nua Tiro ni Sidoni. Ai wingie mukati hangi shanga ai uloilwe muntu wihi walinge kina ukoli papo, kuiti shanga ai ihumikile ku mupiha.
290719008c	Kuiti kupumpugiilya musungu, naiza u ng'wana nuakwe muniino ai ukete hing'wi, ai wigulye i nkani niakwe, akiza, hangi akagwa mu migulu akwe.
29071a007f	uMusungu nuanso ai watulaa Muyunani, nua ndugu a Kifoeniki. Ai umusingilye nuanso amuzunse u hing'wi kupuma ku munaanso nuakwe.
29071b0085	uYesu akamuila u musungu, “Aleke i ang'yinya alisigwe hanza, kunsoko shanga izipie ku uhola u mukate nua ana nu kuigumila i mbwa”
29071c0077	Kuiti u musunu akamusukiilya nu kuligitya, “Iti gwa Mukulu, ga ni mbwa pihi a meza iliza i ipoli nia ndya nia ana.”
29071d0064	Akamuila, “Ku nsoko waligitya iti, ukoli ilyuuku kulongola. uHing'wi wamupumaa u munanso nuako.”
