2800000005	Mateo
2a0805009a	Mukushi wakabuda kunokusha mbeu yake; zvino pakukusha kwake, imwe yakawira kurutivi rwenzira, ndokutsikwa netsoka, shiri dzekudenga dzikaidya dzikaipedza.
2a0806004d	Uye imwe ikawira paruware; zvino yakamera, ikawoma, nokuti yakashaiwa unyoro.
2a08070040	Neimwe ikawira pakati peminzwa, minzwa ikakura nayo, ikaivhunga.
2a08080098	Uye imwe yakawira muvhu rakanaka, ikamera, ikabereka zvibereko zvinezana. Wakati ataura zvinhu izvi, akadanidzira achiti: Ane nzeve dzekunzwa, ngaanzwe.
2a0809003d	Vadzidzi vake ndokumubvunza vachiti: Mufananidzo uyu ungavei?
2a080a009c	Ndokubva ati: Kwamuri kwakapiwa kuziva zvakavanzika zveushe hwaMwari; asi kune vamwe zviri mumifananidzo, kuti vachiona vasaona; uye vachinzwa vasanzwisisa.
2a080b002f	Zvino mufananidzo ndiwoyu: Mbeu ishoko raMwari.
2a080c007e	Avo vaparutivi rwenzira ndivo vanonzwa, ipapo dhiabhorosi anouya ndokubvisa shoko pamoyo wavo, kuti varege kutenda, vaponeswe.
2a080d008e	Nevaparuware ndevaya, vanoti kana vanzwa, vanogamuchira shoko nemufaro; asi ava havana mudzi, vanotenda kwenguva, asi nenguva yemuedzo vanowa.
2a080e0083	Neyakawira paminzwa, ndevaya kana vanzwa, zvino vanoenda ndokuvhungwa nekufunganya nefuma nemafaro eupenyu, vakasasvitsa zvibereko.
2a080f0087	Asi iri muvhu rakanaka, ndevaya vanoti vanzwa shoko, vanorichengeta mumoyo wakarurama nowakanaka, vachibereka zvibereko nekutsungirira.
2a081000a4	Hakuna munhu anoti kana atungidza mwenje, anoufukidzira nemudziyo, kana kuisa pasi pemubhedha; asi anouisa pachigadziko chemwenje, kuti avo vanopinda vaone chiedza.
2a08110066	Nokuti hakuna chakavanzika, chisingazovi pachena, kana chakavigwa, chisingazozikanwi nekubuda pachena.
2a08120090	Naizvozvo chenjerai, kuti munonzwa sei; nokuti ani nani anazvo, achapiwa; asi ani nani asina, achatorerwa kunyange icho chaanofunga kuti anacho.
2a08130058	Zvino kwakauya kwaari mai nevanin'ina vake, vakasagona kusvika kwaari nekuda kwechaunga.
2a08140053	Akaudzwa nevamwe vakati: Mai venyu nevanin'ina venyu vamire panze, vanoda kukuonai.
2a08150064	Asi wakapindura akati kwavari: Mai vangu nevanin'ina vangu ndeava vanonzwa shoko raMwari vachiriita.
2a081600a0	Zvino zvakaitika nerimwe remazuva kuti wakapinda muchikepe iye nevadzidzi vake, akati kwavari: Ngatiyambukire kune rumwe rutivi rwegungwa; vakasimuka nechikepe.
2a08170078	Zvino vakati vachienda nechikepe, akarara hope; kukauya dutu guru remhepo padziva; vakazarirwa nemvura, vakava munjodzi.
2a08180089	Vakaswedera vakamumutsa, vachiti: Tenzi, tenzi, toparara! Ipapo akamuka, akatsiura mhepo nemafungu emvura; zvikaguma, kukava nekudzikama.
2a081900a8	Ndokubva ati kwavari: Rutendo rwenyu rwuripi? Asi vachitya vakashamisika, vakataurirana vachiti: Ko ndeupi uyu, kuti anoraira kunyange nemhepo nemvura, zvichimuteerera?
2a081a0047	Zvino vakaenda nechikepe kunyika yeVaGadharini, yakatarisana neGarirea.
2a081b00a4	Wakati achibudira panyika, akamuchingamidza umwe murume achibva muguta, wakange ane madhimoni kwenguva refu, uye asingapfeki nguvo, asingagari mumba, asi kumarinda.
2a081c00ae	Wakati achiona Jesu, akadanidzira ndokuwira pasi pamberi pake, akati nenzwi guru: Ndinei nemwi, Jesu, Mwanakomana waMwari Wekumusoro-soro? Ndinokukumbirisai, musanditambudza.
2a081d00c8	Nokuti wakange araira mweya wetsvina kuti ubude kumunhu; nokuti wakange wamubata nguva zhinji uye waichengetwa akasungwa nemaketani nemabote; asi akadambura zvisungo, achitinhirwa kumarenje nedhimoni.
2a081e006c	Jesu ndokumubvunza achiti: Zita rako ndiani? Akati: Regiyoni; nokuti madhimoni mazhinji akange apinda maari.
2a081f0049	Akamukumbirisa kuti arege kumaraira kuti aende kugomba risina chigadziko.
2a08200080	Zvino kwakange kuripo ipapo boka renguruve zhinji dzaifura mugomo; akamukumbirisa kuti amatendere kupinda madziri. Akamatendera.
2a08210074	Zvino madhimoni akabuda kumunhu, akapinda munguruve; boka ndokupitirikira kumawere richienda kudziva, rikabitirirwa.
2a08220054	Zvino vaidzifudza vachiona zvaitika, vakatiza, vakaenda kunotaura muguta nemumaruwa.
2a082300a4	Zvino vakabuda kunoona zvaitika; vakasvika kuna Jesu, vakawana munhu, wakange abuda madhimoni maari agere patsoka dzaJesu, akapfeka uye akakwana mupfungwa; vakatya.
2a08240043	Vakange vazvionawo vakavaudza kuti akaponeswa sei aiva nemadhimoni.
2a0825009e	Zvino chaunga chese chedunhu rakapoteredza VaGadharini chakakumbirisa kwaari kuti abve kwavari, nokuti vabatwa nekutya kukuru; akapinda muchikepe, akadzokera.
2a08260073	Asi murume wakange abuda madhimoni maari, wakakumbirisa kwaari kuti ave naye. Asi Jesu wakamurega achienda, achiti:
2a08270089	Dzokera kumba kwako, unotaura kuti zvikuru sei Mwari zvaaita kwauri. Akaenda, akaparidza muguta rese kuti zvikuru sei Jesu zvaakamuitira.
2a08280065	Zvino zvakaitika kuti pakudzoka kwaJesu, chaunga chakamugamuchira; nokuti vese vakange vakamurindira.
2a0829009f	Zvino tarira, kwakasvika murume, zita rake rainzi Jairosi, iye wakange ari mukuru wesinagoge, ndokuwira patsoka dzaJesu, akamukumbirisa kuti apinde mumba make;
2a082a00a0	nokuti wakange ane mukunda wakaberekwa umwe wega wemakore anenge gumi nemaviri, uye iye wakange achitandadza. Zvino wakati achaenda, zvaunga zvikamumbandidzira.
2a082b008b	Uye mukadzi, waiva nekubuda ropa kwemakore gumi nemaviri, wakange apedzera zvese zveupenyu hwake kuvarapi, asingagoni kurapwa kwete neumwe.
2a082c005c	Akauya mushure make, akabata mupendero wenguvo yake; pakarepo kubuda kweropa kwake kukaguma.
2a082d00aa	Jesu ndokuti: Ndiani wandibata? Zvino vese vakati vachiramba, Petro nevaiva naye vakati: Tenzi, zvaunga zvinokumbandidzirai nekukutsikirirai zvino moti: Ndiani wandibata?
2a082e0050	Asi Jesu wakati: Aripo wandibata; nokuti ini ndaziva kuti simba rabuda kwandiri.
2a082f00d1	Zvino mukadzi wakati achiona kuti haana kuvanzika, akauya achibvunda, akawira pasi pamberi pake, akarondedzera kwaari pamberi pevanhu vese kuti wakamubata nechikonzero chipi, uye kuti wakaporeswa pakarepo sei.
2a08300053	Zvino akati kwaari: Mukunda, tsunga moyo, rutendo rwako rwakuponesa; enda nerugare.
2a0831007f	Wakati achataura, kwakauya umwe achibva kumba kwemukuru wesinagoge, achiti kwaari: Mukunda wenyu wafa; musatambudza Mudzidzisi.
2a08320055	Asi Jesu wakati achinzwa, akamupindura, achiti: Usatya, tenda chete, uye achaponeswa.
2a08330079	Zvino wakati apinda mumba, haana kutendera munhu kupinda, kunze kwaPetro, naJakobho, naJohwani, nababa vemusikana, namai.
2a08340050	Uye vese vakachema, vachimuririra. Asi wakati: Musachema, haana kufa, asi arere.
2a0835002a	Vakamuseka nekumhura, vachiziva kuti wafa.
2a08360055	Asi wakavabudisira vese panze, akamubata ruoko, akadanidzira, achiti: Musikana, muka!
2a08370041	Mweya wake ukadzoka, akamuka pakarepo; akaraira kuti apiwe kudya.
2a0838005b	Zvino vabereki vake vakavhiringidzika; asi wakavaraira kuti varege kuudza munhu zvakaitika.
2a0901007c	Zvino wakadanira pamwe vadzidzi vake gumi nevaviri, akavapa simba nechikuriri pamusoro pemadhimoni ese, nekuporesa zvirwere.
2a09020035	Akavatuma kuparidza ushe hwaMwari nekuporesa varwere.
2a09030090	Zvino akati kwavari: Musatakura chinhu cherwendo, kana mudonzvo, kana nhava, kana chingwa, kana mari; uye musava nenguvo refu mbiri umwe neumwe.
2a09040039	Uye imba ipi neipi yamunopinda mairi, garaimo, mugobvamo.
2a0905007f	Uye ani nani asingakugamuchirii, kana mobuda paguta iro, zuzai kunyange guruva patsoka dzenyu, huve uchapupu hunopikisana navo.
2a0906005e	Zvino vakabva vakaenda vachigura nemumisha yese, vachiparidza evhangeri, nekuporesa pese-pese.
2a09070096	Zvino Herodhe, umwe wevatongi vana, wakanzwa zvese zvakaitwa naye; akakanganisika, nokuti zvairehwa nevamwe kuti Johwani wakange amuka kubva kuvakafa;
2a09080049	nevamwe kuti Eria waonekwa; nevamwe kuti umwe muporofita wevekare wamuka.
2a09090083	Asi Herodhe wakati: Johwani ndakagura musoro ini; asi ndiani uyu, ini wandinonzwa zvinhu zvakadai pamusoro pake? Akatsvaka kumuona.
2a090a009a	Zvino vaapositori vakati vadzoka, vakamurondedzera zvese zvavakange vaita. Akavatora, akaenda navo vari vega kunzvimbo yerenje reguta rinonzi Bhetisaidha.
2a090b0088	Zvino zvaunga zvakati zvazviziva, zvikamutevera; akavagamuchira, akataura kwavari zveushe hwaMwari, akaporesa vakange vachida kuporeswa.
2a090c00c7	Zuva raiva rotanga kuvira; vanegumi nevaviri vakaswedera vakati kwaari: Regai chaunga chiende, kuti vaende kumisha nekuruwa rwakapoteredza, vagare, vawane kudya; nokuti pano patiri panzvimbo yerenje.
2a090d00a4	Asi wakati kwavari: Vapei imwi ivo kuti vadye. Vakati: Hatina zvinopfuura zvingwa zvishanu, nehove mbiri, kunze kwekuti isu taenda kunotengera vanhu ava vese kudya.
2a090e0079	Nokuti vaiva varume vanenge zvuru zvishanu. Akati kuvadzidzi vake: Vagarisei pasi mumapoka, rimwe nerimwe makumi mashanu.
2a090f002a	Vakaita saizvozvo, vakavagarisa vese pasi.
2a0910009a	Zvino akatora zvingwa zvishanu nehove mbiri, akatarira kumusoro kudenga, akazviropafadza, akazvimedura, ndokupa vadzidzi kuti vagadzike pamberi pechaunga.
2a09110054	Vakadya, vakaguta vese; kukanongwa zvimedu zvakasara kwavari, matengu gumi nemaviri.
2a09120071	Zvino zvakaitika ari ega achinyengetera, vadzidzi vakange vanaye; akavabvunza, achiti: Zvaunga zvinoti ndini ani?
2a09130070	Ivo vakapindura vakati: Johwani Mubhabhatidzi; asi vamwe: Eria; nevamwe vakati: Umwe muporofita wevekare wamuka.
2a09140050	Akati kwavari: Ko imwi munoti ndini ani? Petro akapindura akati: Kristu waMwari.
2a09150037	Akavayambirisa, akaraira kuti varege kuudza munhu izvi;
2a0916008f	achiti: Mwanakomana wemunhu anofanira kutambudzika zvikuru, nekurambwa nevakuru nevapristi vakuru nevanyori, nekuurawa, nekumutswa zuva retatu.
2a09170084	Zvino wakati kune vese: Kana munhu achida kuuya shure kwangu, ngaazvirambe, atakure muchinjikwa wake zuva rimwe nerimwe, anditevere.
2a0918008b	Nokuti ani nani anoda kuponesa upenyu hwake, acharasikirwa nahwo; asi ani nani anorasikirwa neupenyu hwake nekuda kwangu, iye achahuponesa.
2a09190065	Nokuti munhu angabatsirwa nei, kana akawana nyika yese, asi iye pachake azvitadzire kana kurasikirwa?
2a091a00a0	Nokuti ani nani anonyara pamusoro pangu nepamashoko angu, Mwanakomana wemunhu achanyara pamusoro pake paanouya mukubwinya kwake nekwaBaba nekwevatumwa vatsvene.
2a091b006d	Asi ndinokuudzai zvechokwadi: Varipo vamwe vevamire pano vasingazoraviri rufu, kusvikira vaona ushe hwaMwari.
2a091c0085	Zvino zvakaitika mazuva anenge masere mushure memashoko awa, kuti wakatora Petro naJohwani naJakobho, akakwira mugomo kunonyengetera.
2a091d006f	Zvino zvakaitika mukunyengetera kwake, chimiro chechiso chake chikashanduka, uye nguvo yake ikachena, ikapenya.
2a091e0040	Zvino tarira, varume vaviri vakataura naye, vaiva Mozisi naEria.
2a091f0055	Vakaonekwa mukubwinya, vakataura zvekubva kwake kwaakange achinopedzisa paJerusarema.
2a09200080	Asi Petro nevaiva naye vakange varemerwa nehope; asi vakati vapepuka, vakaona kubwinya kwake, nevarume vaviri vaiva vamire naye.
2a092100c2	Zvino zvakaitika pakubva kwavo paari, Petro akati kuna Jesu: Tenzi, zvakanaka kuti tive pano; zvino ngatiite matende matatu, rimwe renyu, nerimwe raMozisi, nerimwe raEria, asingazivi zvaanoreva.
2a09220055	Wakati achitaura izvi, kwakauya gore rikavadzikatira; vakatya pakupinda kwavo mugore.
2a09230054	Zvino kwakabuda inzwi mugore, richiti: Uyu Mwanakomana wangu anodikanwa; inzwai iye.
2a0924008c	Zvino inzwi rakati raitika, Jesu akawanikwa ari ega. Asi ivo vakanyarara, vakasaudza munhu mumazuva iwayo chimwe chezvinhu zvavakange vaona.
2a0925005c	Zvino zvakaitika kuti nezuva raitevera, vaburuka mugomo, chaunga chikuru chikamuchingamidza.
2a09260098	Zvino tarira, murume muchaunga wakadanidzira, achiti: Mudzidzisi, ndinokukumbirisai, tarirai mwanakomana wangu nokuti ndiye wakaberekwa umwe wega wangu;
2a09270081	zvino tarirai, mweya unomubata, pakarepo woridza mhere, uye unomugwinhisa achipupuma furo, unorema kubva paari, asi uchimusvuura.
2a09280043	Zvino ndakakumbirisa vadzidzi venyu kuti vaubudise, asi vakasagona.
2a09290095	Jesu achipindura akati: Haiwa zera risina rutendo rakatsauka, ndichava nemwi kusvikira rinhi, ndichikuitirai moyo murefu? Uisa mwanakomana wako pano.
2a092a0099	Zvino wakati achaswedera, dhimoni rikamudambura, rikamugwinhisa zvikuru; asi Jesu akatsiura mweya wetsvina, akaporesa mwana, akamudzosera kuna baba vake.
2a092b0077	Vese ndokushamiswa zvikuru neukuru hwaMwari. Zvino vese vachakashamisika nezvese Jesu zvaakaita, akati kuvadzidzi vake:
2a092c005f	Imwi isai mashoko awa munzeve dzenyu: Nokuti Mwanakomana wemunhu achakumikidzwa mumaoko evanhu.
2a092d0084	Asi havana kuziva chirevo ichi, uye chakange chakavanzika kwavari, kuti vasachinzwisisa; vakatya kumubvunza pamusoro pechirevo ichi.
2a092e0047	Zvino kwakamuka nharo pakati pavo, kuti ndiani angava mukurusa kwavari.
2a092f0058	Asi Jesu wakati achiona kufunga kwemoyo wavo, akatora mucheche, akamuisa parutivi rwake,
2a093000c1	akati kwavari: Ani nani anogamuchira mucheche uyu muzita rangu, anogamuchira ini, uye ani nani anogamuchira ini anogamuchira wakandituma; nokuti mudikisa pakati penyu mese, ndiye achava mukuru.
2a09310076	Johwani akapindura akati: Tenzi, taona umwe achibudisa madhimoni muzita renyu, tikamudzivisa, nokuti haateverani nesu.
2a09320049	Asi Jesu akati kwaari: Musamudzivisa, nokuti uyo asingatipikisi, ndewedu.
2a0933006a	Zvino zvakaitika pakupera kwemazuva ekukwidzwa kwake, kuti iye akarinzira chiso chake kuenda kuJerusarema,
2a09340060	akatuma vatumwa pamberi pechiso chake; vakaenda, vakapinda mumusha weVaSamaria, kunomugadzirira.
2a09350043	Asi havana kumugamuchira, nokuti chiso chake chaienda kuJerusarema.
2a0936009b	Zvino vadzidzi vake, Jakobho naJohwani, vakati vachizviona vakati: Ishe, munoda kuti tiraire moto uburuke kubva kudenga, uvapedze, Eria sezvaakaitawo here?
2a0937004c	Asi wakatendeuka akavatsiura akati: Hamuzivi kuti imwi muri vemweya wakadii.
2a0938006d	Nokuti Mwanakomana wemunhu haana kuuya kuzoparadza upenyu hwevanhu asi kuhuponesa. Ndokuenda kune umwe musha.
2a09390066	Zvino zvakaitika vachifamba munzira, umwe wakati kwaari: Ishe, ndichakuteverai kupi zvako kwamunoenda.
2a093a0075	Jesu akati kwaari: Makava ane mwena, neshiri dzedenga matendere; asi Mwanakomana wemunhu haana paanotsamhidza musoro.
2a093b0063	Akati kune umwe: Nditevere. Asi iye akati: Ishe, nditenderei ndiende kunoviga baba vangu pakutanga.
2a093c005e	Asi Jesu wakati kwaari: Rega vakafa vavige vakafa vavo; asi iwe enda unoparidza ushe hwaMwari.
2a093d0065	Umwezve akati: Ndichakuteverai Ishe, asi nditenderei kutanga kuti ndinovawoneka ivo vari mumba mangu.
2a093e007e	Asi Jesu akati kwaari: Hakuna ungati kana aisa ruoko rwake pagejo, akacheukira kuzvinhu zviri shure, wakafanira ushe hwaMwari.
2a0a0100ae	Shure kwezvinhu izvi, Ishe akagadza vamwe makumi manomwewo, akavatuma vaviri vaviri pamberi pechiso chake muguta rimwe nerimwe nenzvimbo imwe neimwe iye kwaakange achizoenda.
2a0a02008b	Naizvozvo wakati kwavari: Goho zvirokwazvo iguru, asi vashandi vashoma. Naizvozvo kumbirai Ishe wegoho kuti abudisire vashandi pagoho rake.
2a0a03003e	Endai; tarirai, ini ndinokutumai semakwayana pakati pemapumhi.
2a0a04004f	Musatakura chikwama, kana nhava, kana manyatera; uye musakwazisa munhu panzira.
2a0a050043	Zvino paimba ipi neipi yamunopinda, tangai kuti: Rugare kuimba ino.
2a0a060079	Uye kana mwanakomana werugare ari ipapo, rugare rwenyu ruchazorora pamusoro payo; kana zvisakadaro, ruchadzokera kwamuri.
2a0a070078	Garai muimba iyo, muchidya nekunwa zvinobva kwavari; nokuti mushandi wakafanirwa nemubairo wake; musapota-pota nedzimba.
2a0a08004e	Muguta ripi neripi mamunopinda vakakugamuchirai, idyai zvinoiswa mberi kwenyu,
2a0a09004b	muporese varwere varimo, muchiti kwavari: Ushe hwaMwari hwaswedera kwamuri.
2a0a0a0055	Asi muguta ripi neripi ramunopinda, vakasakugamuchirayi, budirai munzira dzaro, muti:
2a0a0b0085	Kunyange guruva reguta renyu rakatinamatira, tinorikuhumurira kwamuri; asi muzive chinhu ichi, kuti ushe hwaMwari hwaswedera kwamuri.
2a0a0c004b	Asi ndinoti kwamuri: Zvichava nani kuSodhoma nezuva iro, kupfuura guta iro.
2a0a0d00aa	Une nhamo, Korazini! Une nhamo, Bhetisaidha! Nokuti dai akaitwa muTire neSidhoni mabasa esimba akaitwa mamuri, vangadai vatendeuka kare, vakagara vakapfeka masaga nedota.
2a0a0e003d	Asi zvichava nani kuTire neSidhoni pakutongwa, kupfuura imwi.
2a0a0f0043	Newe Kapenaume, wakasimudzirwa kudenga, uchawisirwa pasi kuhadhesi.
2a0a10006d	Anokunzwai imwi anondinzwa ini; neanokurambai imwi anondiramba ini; neanondiramba ini anomuramba wakandituma.
2a0a110063	Vanemakumi manomwe vakadzoka nemufaro, vachiti: Ishe, nemadhimoni anozviisa pasi pedu muzita renyu.
2a0a120044	Zvino akati kwavari: Ndakaona Satani semheni achiwa achibva kudenga.
2a0a13008f	Tarirai, ndinopa kwamuri simba rekutsika pamusoro penyoka nezvinyavada, nepamusoro pesimba rese remuvengi; hakuna chinhu chingatongokukuvadzai.
2a0a140074	Asi musafara nechinhu ichi kuti mweya inozviisa pasi penyu; asi zvikuru mufare kuti mazita enyu akanyorwa kumatenga.
2a0a1500ea	Neawa iro Jesu wakafara mumweya, akati: Ndinokuvongai, Baba, Ishe wekudenga nenyika, kuti makavanza zvinhu izvi kune vakachenjera nevanonzwisisa, mukazvizarurira vacheche; hongu, Baba, nokuti saizvozvo zvakava zvakanaka pamberi penyu.
2a0a1600c0	Zvese zvakakumikidzwa kwandiri naBaba vangu; uye hakuna anoziva kuti Mwanakomana ndiani, kunze kwaBaba, uye kuti Baba ndiani, kunze kweMwanakomana, uye ani nani Mwanakomana waanoda kuzarurira.
2a0a170055	Zvino akatendeukira kuvadzidzi vari vega akati: Akaropafadzwa meso anoona zvamunoona.
2a0a1800a7	Nokuti ndinoti kwamuri: Vaporofita vazhinji nemadzimambo vaishuva kuona zvinhu zvamunoona imwi, asi havana kuzviona, nekunzwa zvinhu zvamunonzwa, asi havana kuzvinzwa.
2a0a190083	Zvino tarira, imwe nyanzvi yemutemo yakasimuka, ichimuidza, ichiti: Mudzidzisi, ndingaitei kuti ndigare nhaka yeupenyu husingaperi?
2a0a1a0036	Ndokuti kwaari: Pamurairo pakanyorwei? Unoverenga sei?
2a0a1b00a5	Uye achipindura, akati: Ude Ishe Mwari wako, nemoyo wako wese, uye nemweya wako wese, uye nesimba rako rese, uye nefungwa dzako dzese; neumwe wako sezvaunozvida iwe.
2a0a1c0039	Akati kwaari: Wapindura zvakarurama; ita izvi, ugorarama.
2a0a1d0045	Iye, achida kuzviruramisa, wakati kuna Jesu: Zvino ndiani umwe wangu?
2a0a1e00a8	Jesu akapindura akati: Umwe munhu wakaburuka kubva kuJerusarema achienda kuJeriko; akawira pakati pemakororo, akamukururawo akamupa mavanga akaenda, ndokusiya oda kufa.
2a0a1f0073	Zvakangoitikawo kuti umwe mupristi wakange achiburuka nenzira iyo; akati achimuona, akapfuura neparutivi rwakapesa.
2a0a200053	Saizvozvowo muRevhi asvika panzvimbo iyo, akamuona, akapfuura neparutivi rwakapesa.
2a0a210059	Zvino umwe muSamaria, wakange achifamba wakasvika paaiva, akati achimuona akanzwa tsitsi,
2a0a22008e	akaswedera ndokupomba mavanga ake, achidira mafuta newaini; akamugadza pachipfuwo chake pachake, ndokumuisa kuimba yevafambi, ndokumuchengeta.
2a0a2300b1	Zvino pamangwana oenda, wakabudisa madhenario maviri akapa kumwene weimba, akati kwaari: Muchengete; uye zvese zvaunoshandisa kupfuura izvi, ini ndichakupazve, kana ndichidzoka.
2a0a24005a	Naizvozvo ndeupi wevatatu ava waunofunga kuti waiva umwe waiye wakawira pakati pemakororo?
2a0a250056	Akati: Ndiye wakamuitira tsitsi. Ipapo Jesu akati kwaari: Enda, newe unoita saizvozvo.
2a0a26007b	Zvino zvakaitika pakufamba kwavo, kuti iye wakapinda mune umwe musha; umwe mukadzi wainzi Marita akamugamuchira mumba make.
2a0a27005d	Uye iye wakange ane munin'inawo wainzi Maria, wakagarawo pamakumbo aJesu, akanzwa shoko rake.
2a0a2800bb	Asi Marita wakange akabatikana kwazvo nekushanda kukuru, akaswedera akati: Ishe, hamuna hanya here nokuti munin'ina wangu wandisiya ndega ndichishanda? Naizvozvo muudzei kuti andibatsire.
2a0a29005f	Jesu akapindura akati kwaari: Marita, Marita, unozvidya moyo nekutambudzika nezvinhu zvizhinji;
2a0a2a0059	asi chinhu chimwe chinodikanwa; asi Maria wasanangura mugove wakanaka, waasingazotorerwi.
2a0b0100aa	Zvino zvakaitika achinyengetera pane imwe nzvimbo, apo amira, umwe wevadzidzi vake akati kwaari: Ishe, tidzidzisei kunyengetera, Johwani sezvaakadzidzisawo vadzidzi vake.
2a0b0200b4	Ndokuti kwavari: Kana muchinyengetera, muti: Baba vedu vari kumatenga, zita renyu ngariitwe dzvene. Ushe hwenyu ngahuuye. Chido chenyu ngachiitwe, panyikawo sezvachinoitwa kudenga.
2a0b030035	Mutipei zuva rimwe nerimwe kudya kwedu kwemazuva ese.
2a0b04008d	Uye mutikanganwire zvivi zvedu, nokuti isuwo tinokanganwira ani nani ane ngava kwatiri. Uye musatipinza pakuedzwa, asi mutisunungure pakuipa.
2a0b050080	Akati kwavari: Ndeupi wenyu ane shamwari, uye anoenda kwaari pakati peusiku, akati kwaari: Shamwari, ndikwerete zvingwa zvitatu,
2a0b060060	nokuti shamwari yangu yasvika kwandiri ichibva parwendo, asi handina chinhu chandingamuperekera;
2a0b07008e	uye uyo ari mukati akapindura akati: Usandinetsa; ikozvino mukova wapfigwa, nevana vangu vadiki vaneni pamubhedha; handigoni kumuka ndikakupa.
2a0b080090	Ndinoti kwamuri: Kunyange akasamuka akamupa, nekuda kwekuva shamwari yake, asi nekuda kwekutsungirira kwake achamuka akamupa zvese zvaanoshaiwa.
2a0b09005d	Zvino ini ndinoti kwamuri: Kumbirai, muchapiwa; tsvakai, muchawana; gogodzai, muchazarurirwa.
2a0b0a0054	Nokuti wese anokumbira anogamuchira; neanotsvaka anowana; neanogogodza anozarurirwa.
2a0b0b0087	Kuti ndeupi wenyu ari baba, kana mwanakomana achikumbira chingwa, angazomupa ibwe? Kanawo hove, angazomupa nyoka panzvimbo yehove here?
2a0b0c0037	Kanawo kuti akakumbira zai, angazomupa chinyavada here?
2a0b0d008a	Naizvozvo kana imwi makaipa muchiziva kupa zvipo zvakanaka vana venyu, Baba vari kudenga vachapa zvikuru sei Mweya Mutsvene vanovakumbira.
2a0b0e0089	Zvino wakange achibudisa dhimoni iro raiva chimumumu. Zvino zvakaitika kuti dhimoni rabuda, chimumumu chikataura; zvaunga zvikashamisika.
2a0b0f004e	Asi vamwe vavo vakati: Anobudisa madhimoni naBheerizebhuri mukuru wemadhimoni.
2a0b100043	Uye vamwe vachiidza, vakatsvaka kwaari chiratidzo chinobva kudenga.
2a0b110081	Asi iye achiziva mifungo yavo wakati kwavari: Ushe hwese hunopesana huchizvipikisa hunoparadzwa; neimba inopikisana neimba inowa.
2a0b120079	Kana Sataniwo achipesana achizvipikisa, ushe hwake hungazomira sei? Nokuti munoti, ndinobudisa madhimoni naBheerizebhuri.
2a0b13007b	Asi kana ini ndichibudisa madhimoni naBheerizebhuri, vanakomana venyu vanobudisa nani? Naizvozvo ivo vachava vatongi venyu.
2a0b14005a	Asi kana ndichibudisa madhimoni nemunwe waMwari, naizvozvo ushe hwaMwari hwasvika kwamuri.
2a0b15005c	Kana chikakarara chashonga zvombo chichirinda chivanze chacho, nhumbi dzacho dziri murugare;
2a0b160098	asi kana wakasimba kuchipfuura akachirwisa, akachikunda, anotora nhumbi dzacho dzese dzekurwa dzachange chichivimba nadzo, ndokugovera zvaapamba zvacho.
2a0b17003e	Asina ini anopesana neni; neasingaunganidzi neni anoparadzira.
2a0b18009e	Kana mweya wetsvina wabuda mumunhu, unofamba uchigura nemunzvimbo dzakawoma, uchitsvaka zororo; asi uchishaiwa unoti: Ndichadzokera kuimba yangu kwandakabuda.
2a0b190034	Zvino kana wasvika unowana yatsvairwa nekurongedzwa.
2a0b1a0093	Ipapo unoenda ndokutora pamwe naye imwe mweya minomwe yakaipa kuupfuura, ndokupinda ndokugaramo; uye kuguma kwemunhu uyo kwakaipa kupfuura kutanga.
2a0b1b00a7	Zvino zvakaitika pakutaura kwake zvinhu izvozvi, umwe mukadzi pakati pechaunga akasimudza inzwi, akati kwaari: Rakaropafadzwa dumbu rakakutakurai, nemazamu amakayamwa.
2a0b1c0058	Asi iye akati: Hongu, asi zvikuru vakaropafadzwa vanonzwa shoko raMwari vachirichengeta.
2a0b1d00bb	Zvino kwakati kwaungana zvaunga zvakatsikirirana, akatanga kuti: Zera iri rakaipa; rinotsvaka chiratidzo, asi hakuna chiratidzo chichapiwa kwariri, kunze kwechiratidzo chaJona muporofita.
2a0b1e0064	Nokuti Jona sezvaakava chiratidzo kuVaNinivhi, saizvozvowo zvichaita Mwanakomana wemunhu kuzera iri.
2a0b1f00c4	Mambokadzi wechamhembe achasimuka pakutongwa pamwe nevarume vezera iri akavapa mhosva; nokuti wakabva pamigumo yenyika kuzonzwa uchenjeri hwaSoromoni, zvino tarirai, mukuru kuna Soromoni ari pano.
2a0b200095	Varume veNinivhi vachasimuka pakutonga nezera iri, vakaripa mhosva, nokuti vakatendeuka pakuparidza kwaJona; zvino tarira, mukuru kuna Jona ari pano.
2a0b21008b	Hakuna munhu anoti kana atungidza mwenje anoisa pakavanda, kana pasi pedengu, asi pachigadziko chemwenje, kuti avo vanopinda vaone chiedza.
2a0b220089	Mwenje wemuviri iziso; naizvozvo kana ziso rako riri benyu, muviri wakowo wese uzere nechiedza; asi kana rakaipa, muviri wakowo une rima.
2a0b23003f	Naizvozvo chenjera kuti chiedza chiri mukati mako chisava rima.
2a0b240092	Naizvozvo kana muviri wako wese uzere nechiedza, pasina rumwe rutivi rwune rima, uchazara nechiedza wese, sepaya mwenje uchikuvhenekera nekupenya.
2a0b250057	Wakati achitaura, umwe muFarisi akamukumbira kuti adye naye; akapinda, akagara pakudya.
2a0b260066	Zvino muFarisi wakati achiona, akashamisika kuti wakange asina kutanga ashamba asati adya chisvusvuro.
