2a00000006	Lukasi
2a0707006e	Iaku mboꞌu kano pototono mai ndi Ikomiu. Pepau tokoa teꞌaso oruo mpali pau, atanggu raaꞌa konokoa tompa.
2a07080176	Akono kupeꞌale-aleo iwono konokoa tompa. Akono iaku neea mia henu tinena mboꞌu ka hina mboꞌu sorodadu henu kutenaꞌo. Taꞌalu iaku montena aso mia sorodadunggu, ‘Lekoto!’ Lumekooto suꞌu. Taꞌalu iaku mboꞌu mongee laꞌaso mia henu mesue, ‘Maitoto!’ Iwono mai suꞌu. Ka taꞌalu montena aso mia atanggu, ‘Anggaꞌo neea!’ No anggaꞌo koa suꞌu.”
2a070900c8	Humoringo pau raaꞌa, takau kombaa Iesu ka mewalili la mia adio henu tumondaꞌIro ka mongee, “Kupauꞌakomiu, pompeꞌalo-alo henu langkai heleo neea amboKu hori mongkonai maupo la to Isaraeli.”
2a070a006a	Menseno iworo henu tinena raaꞌa mekule la dohano ponggawa sorodadu, ro mengkiteo atano raaꞌa tompaoto.
2a070b0076	Kano epie teꞌembu rahea, lumekooto Iesu laꞌaso waawute henu mengeengako Nai. Ana guruRo ka mia adio tumondaꞌIro.
2a070c0118	Menseno Iesu orambiakeo panganso pendamoha i inie raaꞌa, hina aso mia ana monguro henu mate linembara meluarako teꞌembu i inie raaꞌa leko kinaburu. Ana monguro raaꞌa ana aso-asono, ka ineno henu tuwu erowai. Adio mia teꞌembu i inie raaꞌa mokowalio tuwu erowai raaꞌa.
2a070d0074	Menseno Iesu kumiteo tuwu erowai raaꞌa, No mokokounduakeo tuwu erowai raaꞌa ka mongee, “Ine, hooto baꞌie.”
2a070e00d6	Kanoamba Iesu orambiakeo lembara raaꞌa ka numangkiho lembara raaꞌa ranta mia henu polembara raꞌiroa menao-nao. Umari raaꞌa Iesu mepau la mia mate raaꞌa, “O ana monguro, Iaku mepauꞌakomu, pewanguto!”
2a070f0056	Mewanguoto mia raaꞌa, metunda ka mompamulaoto mepau. Kanoamba Iesu weiꞌakeo ineno.
2a071000dd	Mengkiteo henu gagi raaꞌa, lowono mia henu hina rahea medoito ka ro meꞌunde-undeꞌiro Ue Ala. Ro mpongee, “Haweoto aso nabi langkai hawe i olondo,” ka iworo mepau mboꞌu, “Haweoto Ue Ala tumulungio bawaaNo.”
2a07110066	Umari raaꞌa tepaleleoto kareba mongkono Iesu i waawute Iudea ka la lowono inie henu tepoꞌorambino.
2a0712008f	Tempono Iohane to pobaho i laro tarungku, ana guruno mepauꞌakeo lowono henu No wowauꞌo Iesu. Umari raaꞌa Iohane mompoboi oruo ana guruno,
2a071300a4	ka tumenaꞌiro lumeko ndi Iesu mesikeno ndi Iwono lenie, “Ikomiuke Mokole Pongkadudui Henu Dinandiro Ue Ala teꞌembu asompihe, ara ikami monsikori mia mesue?”
2a071400f1	Menseno ana guruno Iohane henu oruo raaꞌa hawe ndi Iesu, mongeeiroto, “Iohane to pobaho tumena kami mesikeno ndi Ikomiu, ‘Ikomiuke Mokole Pongkadudui Henu Dinandiro Ue Ala teꞌembu asompihe, ara ikami nggale monsikori mia mesue?’”
2a071500c5	Tempo raaꞌa Iesu mompokotompa adio mia teꞌembu la manggerupa hakiro ka monsaari adio penao mosaꞌa henu mompewunsoki mia. Ka adio koamboꞌu mia morawu pinokotompaNo ranta karo gagi mpenggito.
2a07160146	Gagi, Iesu sumangki la ana guruno Iohane, “Impekuleto ka pauꞌakeo Iohane pio henu kinitomu ka pio henu hinorimu: Mia henu morawu menggito, mia henu pungku koleko-leko, mia henu mahaki melowe gagi tompa, mia henu mobongo gagi mohori, mia henu mate gagi tuwu mekule ka la mia henu mokokolaro pinaleleꞌako Kareba Meꞌambo.
2a07170053	Meꞌuraoto suꞌu mia henu moroso pompeꞌalo-alono ndi Iaku ka tai humapu Aku.”
2a071800d9	Menseno henu tinenano Iohane raaꞌa mekule, mepauꞌoto Iesu mongkono Iohane la mia adio lenie, “Opio henu imelekoako mompekokaani la pada one? Mompekokaani kure henu linelusino angi ehempano eheramai? Matantu Aio.
2a071900c0	Gagi, opio henu leko pinekokaanimiu ndepano? Ikomiu lumeko mompekokaani mia henu meparewa henu masuli? Aio koamboꞌu. Akono mia henu meparewa masuli ka tuwu mareꞌe, moꞌia i dohano mokole.
2a071a009b	Gagi pio tuduno kai meleko ndepano? Mompekaani nabi? Taꞌalu lesie, mentee komiuto. Kanggo Iaku mepau ndi ikomiu, Iohane raaꞌa i wawonopo kasikono nabi.
2a071b00af	Akono mongkono Iohane hina teꞌuki la Wunta Mempori lenie, ‘Kiteo, Iaku tumenaꞌo tinenaNggu teleꞌeruakoMu, iwono nggale mompasadia ansala henu nggale teliuꞌaMu.’”
2a071c00e8	Iaku pauꞌakomiu, “Lowono henu pineꞌanaꞌakono erowai i wawontolino neea, i aroro Ue Ala kano hina henu mantuduopo ka Iohane to pobaho. Kanggo mia henu tai mantudu lahi i laro Poparentaro Ue Ala, iwono mantuduopo ka Iohane.”
2a071d0094	Lowono mia henu hina rahea saru to ponsinga sima henu humoringo pauno Iesu, pokomenteeꞌo Ue Ala, akono ro pewengakeo koroiro no bahoꞌiro Iohane.
2a071e008d	Kanggo to Parisi ka mia mpande atora Taura karo tai mentarimaꞌo poꞌehero Ue Ala ndi iworo, akono iworo karo mempoli no bahoꞌiro Iohane.
2a071f0042	Iesu mongee, “Heleo pioke Kuponggenaꞌakeo mia henu tuwu lenie?
2a072000fe	Iworo raaꞌa menggena heleo ana-ana henu metunda i pasa ka singge mepau aso mia ka aso mia lenie. ‘Ikami mompuuri silolu ndi ikomiu, kano ikomiu sanaa, kanggo ikomiu kai penari, ikami menani nani matea, kano ikomiu masusa, kanggo kai tai mebaꞌie.’
2a07210084	Liraꞌa mboꞌu Iohane to pobaho hawe, iwono kano ponggaa roti ara moꞌenu anggoro, ikomiu mongee, ‘Iwono nopewunsokio onisu.’
2a072200b2	Kanggo Ana Manusia hawe, Iwono monggaa ka moꞌenu, ikomiu mongee, ‘Kiteo! Mia neea ponggaaNo adio ka poꞌenuNo adio. Iwono mesambeꞌeakero to ponsinga sima ka mia tehala.’
2a07230079	Kanggo pandeꞌaro Ue Ala bisa mboꞌu kinito teꞌembu la powowauno mia henu tumarimaꞌo pandeꞌaro Ue Ala raaꞌa.”
2a0724009e	Aso to Parisi henu mengeengako i Simo umundaꞌo Iesu mai i dohano monggaa saru iwono. Gagi, Iesu lumeko i dohano to Parisi raaꞌa, ka monggaa meronga-ronga.
2a07250102	Hina aso erowai henu tuwu i laro hala moꞌia i inie raaꞌa. Menseno erowai raaꞌa humoringo mongee Iesu tekonai monggaa i dohano to Parisi raaꞌa, iwono mowawo aso botoro henu winowau teꞌembu la wasu henu ngineengako puala, bukeako boka mana meꞌambo.
2a072600d2	Iwono mentada i bungkuno Iesu orambi la kareNo kongko baꞌie ka uwoi matano teꞌiti la kareno Iesu, no paꞌisio saru wuuno. Kanoamba no wowoongo kareno Iesu ka humahiꞌakeo saru boka mana meꞌambo raaꞌa.
2a072700ed	Tempono kumiteo opio henu winowauno erowai raaꞌa, to Parisi henu umundaꞌo Iesu raaꞌa mepau i laro aroano, “Taꞌalu mia neea aso nabi, matantu No toꞌorio erowai henu numangkiho raaꞌa. Akono erowai raaꞌa tuwu i laro hala.”
2a0728007d	Kanggo Iesu mepau ndi iwono, “Simo, hina aso rupa henu minggi Kupauꞌakomu.” Sumangki i Simo, “Pauꞌakuneto, Guru.”
2a07290095	Iesu mongee, “Hina oruo mia henu mepasua laꞌaso mia henu mompesaboꞌako doi. Aso mia mepasua lima etu pera, ka henu aso mia lima mpulo doi pera.
2a072a00dc	Akono iworo andoro mentuꞌaiꞌo baraꞌo, hoꞌioto mia henu mompesaboꞌako doino raaꞌa no paꞌisiakero pasuaro. Taꞌalu lesie, isiake henu takau langkai pompehohawano la mia henu mompesaboꞌako doino raaꞌa?”
2a072b0065	Sumangki i Simo, “Pontaserenggu, mia henu adio pasuano.” Iesu mongee, “Mentee pohawemu seea.”
2a072c0107	Kanoamba Iesu mewalili la erowai raaꞌa, ka mepau ndi Simo, “Kiteo opio henu winowauno erowai neea. Iaku mendamo i laro dohamu, kau pompasadiaꞌakune uwoi Kupakeꞌo woꞌohio kareNggu. Kanggo erowai neea wahaꞌo kareNggu saru uwoi matano ka paisiakeo wuuno.
2a072d0078	Iaku hawe i dohamu, kau wowoongaNggu. Kanggo erowai neea mompamula Kuhawe endea, iwono kano penao-nao wowoongo kareNggu.
2a072e007f	Iiko kau bokaꞌo uluNggu saru boka henu mana meꞌambo, kanggo erowai neea no bokaꞌo kareNggu saru boka henu mana meꞌambo.
2a072f00ab	Gagi Kupauꞌakomu, pompehohawano henu adio ndi Iaku mopokiteo taꞌalu halano henu adio inampunioto. Kanggo mia henu inampuni teꞌesi, teꞌesi mboꞌu pompehohawano.”
2a07300041	Kanoamba Iesu mongee la erowai raaꞌa, “Halamu inampunioto.”
2a07310080	Ka mia henu monggaa saru Iwono mepau i laro aroaro, “Kano mentee mia neea. Tembio Iwono mepau, Iwono bisa moꞌampuni hala.”
2a07320062	Kanggo Iesu mepau la erowai raaꞌa, “Pompeꞌalo-alomu kumaduduiko. Pekuleto tesanaa aroamu.”
2a080100cc	Kano epie teꞌembu rahea, Iesu lumeko mebolili la adio waawute mompalele Kareba Meꞌambo taꞌalu mompamulaoto Ue Ala momparenta i wawontolino neea. Kohopulo ka oruo ana guruNo meronga-ronga saru Iwono.
2a080200ed	Liraꞌa koamboꞌu popioꞌiro erowai henu umarioto pinokotompa teꞌembu la penao mosaꞌa ka teꞌembu la hakiro. Iworo raaꞌa, iwonoto Maria henu ngineengako i Magdalena henu teꞌembu la koroino, Iesu monsaari opisu penao mosaꞌa,
2a080300ed	Iohana walino i Kusa. I Kusa raaꞌa petewawono lowono mia henu moꞌangga ndi mokole Herode, i Susana ka adio mboꞌu erowai henu mesue. Lowono erowai raaꞌa mompokowali la anggaꞌano Iesu ka ana guruNo, saru opio henu hina ndi iworo.
2a08040094	Aso tempo adio mia teꞌembu la waawute hawe tepotowoꞌakeo Iesu. Menseno mia adio raaꞌa tepumpu, Iesu mompau aso ande-ande mpau ndi iworo lenie,
2a080500c4	“Hina aso mia puꞌu porawo lumeko morawo wuku pahoꞌano. Tempono morawo, waali wuku pahoꞌano raaꞌa tedontai la wiwi ansala, ranta melolaꞌango mia ka sui-sui mengkaango ranta kano pinggo.
2a08060076	Waali tedontai la wawono wute henu melaro wasu, ka menseno tuwu kano epie no tuwu mosuꞌioto, akono kano pohawe uwoi.
2a080700aa	Waali tedontai la wute henu melaro rui. Menseno tuwu, wuku pahoꞌa raaꞌa tuwu merongaakeo rui raaꞌa, ka laro rui raaꞌa no asiꞌo pinopaho raaꞌa ranta kano mate.
2a08080108	Ka waali mboꞌu tedontai la wute henu monuwo. Wuku pahoꞌa raaꞌa tuwu meꞌambo ranta mewue meluka aso etu.” Umarino Iesu mompau ande-ande mpau raaꞌa, Iwono mepau ndi iworo, “Araisia henu hina birino, pehoringakeo temeꞌambo opio henu pinauNggu neea.”
2a08090051	Humoringo raaꞌa, mesikenooto ana guruNo pio pengkonoano ande-ande mpau raaꞌa.
2a080a014d	Iesu sumangkiiro, “Ikomiu pinoweiꞌakoto mpande teꞌembu la Ue Ala kai mentoꞌorio mantii henu tewuni mongkono Ue Ala momparenta. Kanggo mongkono henu tewuni raaꞌa pinopotoꞌoriako la mia mesue la ande-ande mpau. Taꞌalu liraꞌa, maupo ro mengkiteo karo mentoꞌorio opio henu gagi, maupo ro mehoringo karo mentoꞌorio.”
2a080b0058	“Lenie pengkonoano ande-ande mpau raaꞌa. Wuku pahoꞌa raaꞌa iwonoto pauro Ue Ala.
2a080c00d3	Henu tedontai la wiwi ansala raaꞌa, menggena heleo pauro Ue Ala henu ro mehoringo mia, kanggo Mokole Onisu hawe umaleo pauro Ue Ala raaꞌa teꞌembu la pinewowoloro kano hooto ro pompeꞌalo-alo ka kinadudui.
2a080d00f1	Henu tedontai la wute melaro wasu raaꞌa, menggena heleo pauro Ue Ala henu ro mehoringo mia, ro mentarimaꞌo mawongko aroa. Kanggo karo pehaka ka pompeꞌalo-aloro sarai koa. Menseno hawe poꞌara-arahako, iworo mobintao pompeꞌalo-aloro.
2a080e00e0	Henu tedontai laro rui, menggena heleo pauro Ue Ala henu ro mehoringo mia, kanggo koꞌepi-epieno iworo salalaro mongkono tuwuꞌa, sugi ka sanaa i wawontolino neea. Hoꞌioto puꞌuno karo tai mpohaweꞌako wue henu motaha.
2a080f00ca	Henu tedontai la wute henu monuwo, menggena heleo pauro Ue Ala henu ro mehoringo mia saru aroa meꞌambo, ka ro kongko metenunu i laro pompeꞌalo-aloro, ranta karo mpoluarako winowau henu meꞌambo.”
2a081000e2	Iesu mepau mboꞌu, “Kano hina mia henu mompolanga palita kanoamba pupusiakeo gumba ka numaaꞌo la totono poturia. Kanggo asolekono no naaꞌo la poꞌiangano laano, kano mia henu hawe i laro doha raaꞌa mengkiteo wantano.
2a08110059	Akono lowono henu pinupusi nggale inungkahi, ka lowono henu tewuni nggale pinopotoꞌori.
2a08120145	Hoꞌioto puꞌuno, pewowoloꞌo araꞌehende ikomiu mompehoringako pauro Ue Ala, akono araisia henu montarima pauRo Ue Ala, Ue Ala nggale tumambaiꞌo pio henu ro mentoꞌorio. Kanggo araisia henu kano poli montarima pauro Ue Ala, maupo pio henu ro rekeꞌo tumoꞌorio asolekono Ue Ala umaleo mekule teꞌembu ndi iworo.”
2a08130084	Tempono Iesu mompaguru, ineNo ka petiaNo hawe ndi Iwono. Kanggo iworo karo bisa orambiakeo akono adio mia mepumpu meboliliꞌo Iesu.
2a08140080	Hina aso mia henu mai pauꞌakeo Iesu, “Uma, ineMu ka petia-petiaMu raheaꞌiro i bungkuno, iworo minggi tepohaweꞌakoMiu.”
2a08150072	Humoringo raaꞌa, Iesu sumangkiiro, “Henu humoringo ka wowauꞌo pauro Ue Ala, iworoto ineNggu ka petiaNggu.”
2a08160094	Aso tempo Iesu meꞌula laꞌaso bangka saru ana guruNo, ka Iwono mepau ndi iworo, “Maito, kato mensumomba i asontonano rano.” Gagi melekoiroto.
2a0817008c	Tekonairo mensumomba, Iesu tekoturi. Bingkosako mepuuri angi meroku i tonga rano raaꞌa ranta bangkaro no mpewunsokio uwoi ka minggi tondu.
2a081800fd	Mengkiteo raaꞌa, ana guruNo lumeko wanguꞌo Iesu, ro mpongee, “Guru! Guru! Mate kitoto!” Iesu mewangu ka kumuahakeo angi ka pue raaꞌa. Tempo koa raaꞌa mboꞌu angi ka pue raaꞌa temonto. Angi andono pepuuri mboꞌu ka rano raaꞌa gagi rodo.
2a081900e9	Umarino raaꞌa Iesu mepau la ana guruNo, “Tembio kai tai mompeꞌalo-alo ndi Iaku?” Medoito ka kombaa takau lowono ana guruNo ka mepau aso mia ka aso mia, “Isiake menteeꞌano mia neea ranta angi ka uwoi metenunu ndi Iwono?”
2a081a0068	Ambono epie teꞌembu rahea, haweoto Iesu ka ana guruNo i waawute Gerasa henu i asontonano rano Galilea.
2a081b00f6	Menseno Iesu metii teꞌembu la bangka lumeko i waawute, aso tama henu pinewunsokino penao mosaꞌa mai teꞌembu la inie raaꞌa tepotowoꞌakeo. Epieꞌoto mia raaꞌa kano peparewa ka iwono andono poꞌia i doha, kanggo iwono moꞌia i kaburu.
2a081c00bc	Tempono no kiteo Iesu, iwono koꞌora-ora ka menggoluntu i arono Iesu ka mepau mokora, “Iesu anaro Ue Ala henu i wawono takau, pio tinunggaiMu ndi iaku? Hooto wainto pokomasusaꞌaku!”
2a081d014a	Iwono mepau liraꞌa, akono Iesu parentaꞌo penao mosaꞌa raaꞌa meluarako teꞌembu la mia raaꞌa. Akono menggoꞌadioto penao mosaꞌa raaꞌa mewunsokio mia raaꞌa, ranta mia raaꞌa ginagai mpihe, inonggoꞌako rante ka pinongu. Kanggo no biteho mpihe rante raaꞌa, ka penao mosaꞌa raaꞌa no waweo lumeko la pada one.
2a081e0088	Ka Iesu mesikeno ndi iwono, “Isiake ngeemu?” Iwono sumangki, “Legio.” Iwono mepau liraꞌa akono adio penao mosaꞌa mewunsokio.
2a081f0069	Umarino raaꞌa penao mosaꞌa raaꞌa momonio ndi Iesu kano iworo hooto pinarenta lumeko i wingke matea.
2a082000d2	Kano olai teꞌembu rahea, adio takau boe henu tekonai mpowusu kaangaro i korimbino toruku. Penao mosaꞌa raꞌiroa momoni ndi Iesu kano iworo ineheako mewunsokiiro boe raꞌiroa. Iesu uminduꞌakero pomoniro.
2a082100e8	Kanoamba, mpeluarakoiroto penao mosaꞌa raꞌiroa teꞌembu la mia raaꞌa ka lumeko mewunsokiiro boe raꞌiroa. Kanoamba boe raꞌiroa mperipo ka medontaihako teꞌembu la korimbino toruku tii la rano ranta karo memate tondu lowo.
2a082200ac	Tempono popioꞌiro mia henu mpogagai boe raꞌiroa mengkiteo pio henu gagi, iworo mperipo ka mempopauꞌo henu gagi raaꞌa la mia i iniero ka i inie henu tepoꞌorambiro.
2a08230157	Humoringo raaꞌa, mia raꞌiroa teꞌembu i waawute ka ini-inie henu orambi rahea mpeluarako nggale kumiteo opio henu gagi raaꞌa. Mensero mehawe ndi Iesu, iworo mengkiteo mia henu pinewunsokino penao mosaꞌa raaꞌa metunda orambi la ngkareNo Iesu, iwono meparewaoto ka pinewowolono meꞌambooto. Kumiteo raaꞌa, iworo lowo tedoa medoito.
2a0824008c	Mia henu mengkiteo lioro pio henu gagi, mepauꞌakero mia henu amba hawe, araꞌehende mia pinewunsokino penao mosaꞌa raaꞌa pinokotompa.
2a08250085	Ka lowono mia i Gerasa momoni kano Iesu mobintairo, akono iworo tedoa medoito. Umarino raaꞌa Iesu mewueꞌako la bangka ka mpekule.
2a08260087	Mia henu binintano penao mosaꞌa raaꞌa momoni ndi Iesu kano ineheako koa tumondaꞌo Iesu. Kanggo Iesu tumenaꞌo mekule, No pongee,
2a082700b7	“Pekuleto i dohamu ka tutuluꞌoto lowono henu winowauro Ue Ala ndi iiko.” Lumekooto mia raaꞌa mebolili la lowono inie ka paleleꞌo lowoakoano henu winowauno Iesu la ngkoroino.
2a0828006c	Tempono Iesu mekule i asontonano rano, Iwono ro mentotowoꞌo saru aroa mawongko, akono Iwono ro mensikorio.
2a082900b1	Tempo koa raaꞌa mboꞌu hawe aso mia henu mengeengako Iaeru, henu puꞌu petewawo i doha pesombaꞌa to Iahudi. Iaeru menggoluntu i kareNo Iesu momoni kano Iesu mai la dohano.
2a082a00ea	Akono, anano henu aso-asono teꞌaso tokoa no penao, minggi mate. Anano raaꞌa erowai, tuwuno tinasere hopulo ka oruo ntaꞌu. Tempono Iesu la ngkoleko-lekoꞌa lumeko i dohano Iaeru, mia adio pedudumpali koleko-leko orambiakeo Iesu.
2a082b00da	I olono mia henu pedudumpali raꞌiroa hina aso erowai henu hopulo ka oruo ntaꞌuto ntepipihe no mahaki korea-rea. [Lowono aga-agano pinggo no pakeꞌo mobara dotoro, kanggo kano hina teꞌaso mia bisa mokotompaꞌo.]
2a082c006b	Erowai raaꞌa orambiakeo Iesu teꞌembu i bungkuNo, no inio tompano lembano ka bingkosako tompaoto hakino.
2a082d0097	Tempo raaꞌa mesikeno Iesu, “Isia numangkihaKu?” Lowono mia mehapu. I Peturu mepau, “Guru, adio mia henu mpehowu ka pedudumpali orambiakoMiu.”
2a082e007c	Kanggo Iesu mepau, “Hina aso mia henu numangkihaKu, akono Kurasaꞌo hina pobawa henu meluarako teꞌembu la koroiNggu.”
2a082f011f	Tempono erowai raaꞌa kumiteo mongee pio henu winowauno raaꞌa kano bisa mewuniakeo, iwono mai mondidi-ndidi menggoluntu i arono Iesu. Iwono tumutuluꞌakero mia adio raaꞌa tembio kano nangkiho tompano lembano Iesu, ka tempono no inio tompano lembano Iesu bingkosako tompaoto hakino.
2a08300087	Umarino raaꞌa Iesu mepau la erowai raaꞌa, “O anaNggu, iiko tompa akono iiko mompeꞌalo-alo ndi Iaku. Pekuleto tesanaa aroamu.”
2a0831008f	Tempono Iesu da mepau, haweoto aso mia teꞌembu i dohano Iaeru, mepau ndi Iaeru lenie, “Anamu mateoto. Hooto mboꞌu pokomasusaꞌo Guru.”
2a08320085	Tempono Iesu humoringo pau raaꞌa, Iwono mepau ndi Iaeru, “Hooto doito, pompeꞌalo-alo tokoa ndi Iaku. Anamu olokoa tekadudui.”
2a083300b9	Temporo mehawe i dohano Iaeru, kano hina teꞌaso mia tokoa henu No eheakeo Iesu mendamo. Butu i Peturu, Iohane, Iakobu, umano ana raaꞌa ka ineno mboꞌu henu No eheakeo Iesu mendamo.
2a08340090	Lowono mia rahea mebaꞌie ka meꞌau-auꞌo ana-ana raaꞌa. Kanggo Iesu mepau, “Hooto imebaꞌie, ana-ana neea kano mate, butukoa moturi.”
2a08350053	Iworo mpototahio Iesu, akono ro mentoꞌorio suꞌu mongee ana-ana raaꞌa mateoto.
2a0836004d	Kanoamba Iesu uminiꞌo kaeno ana-ana raaꞌa ka mepau, “Ana, pewanguto.”
2a083700a0	Mekuleoto penaono ana-ana raaꞌa, ka tempo koa raaꞌa mboꞌu iwono mewangu ka mentada. Umarino raaꞌa Iesu tumenaꞌiro moweiꞌakeo kaanga ana-ana raaꞌa.
2a08380090	Kumiteo raaꞌa, mia mosuꞌono ana-ana raaꞌa kombaa takau. Kanggo Iesu umontoiro kaindoro pauꞌo maupo ndi isia tokoa pio henu gagi raaꞌa.
2a090100a2	Iesu mompoboi hopulo ka oruo ana guruNo ka moweiꞌakero roso ka pobawa kano iworo bisa monsaari lowono penao mosaꞌa henu mompewunsoki mia ka mompokotompa haki.
2a0902006e	Kanoamba Iwono tumenaꞌiro lumeko mompalele araꞌehende Ue Ala momparenta ka lumeko mompokotompa mia mahaki.
2a0903008b	Iesu mepau ndi iworo, “Hooto impowawo pio-pio la ngkoleko-lekoaꞌmiu. Hooto powawo tuko ara pebaku, roti ara doi, ara oruo nangge lemba.
2a0904005e	Inderio doha henu tumarima komiu, impoꞌiato rahea ranta kai meleko teꞌembu i inie raaꞌa.
2a090500aa	Taꞌalu hina mia henu tai tumarima komiu, pobintao inie raaꞌa, tantamio pampawu la ngkaremiu kano gagi tondoni ndi iworo taꞌalu iworo nggale no hukuꞌiro Ue Ala.”
2a09060075	Umari raaꞌa melekoiroto la ini-inie, mompalele Kareba Meꞌambo ka mompokotompa mia mahaki inderio tokoa ro meleko.
2a090700b6	Tempono i Herode mokole i Galilea humoringo lowono henu gagi raaꞌa, iwono gagi dungku akono popioꞌiro mia mempauꞌo taꞌalu Iohane to pobaho pinotuwu mekule teꞌembu la matea.
2a09080080	Hina mboꞌu mia henu mongee, i Elia haweoto mekule. Mia mesue mboꞌu mongee, taꞌalu aso nabi teꞌembu asompihe tuwu mekule.
2a090900b9	Kanggo i Herode mongee, “Uluno Iohane kupoleiꞌoto. Isiake menteeꞌano Mia henu kuhoringo mowowau lowono raaꞌa?” Gagi, i Herode meꞌusaha kano bisa koa no tepohaweꞌakeo Iesu.
2a090a00c6	Pekulero ana guru raꞌiroa, iworo tumutuluꞌakero Iesu lowono arapio henu umarioto ro meꞌanggaꞌo. Umarino raaꞌa, Iesu waweiro lumeko tekasi orambi laꞌaso waawute henu mengeengako Betsaida.
2a090b00ed	Kanggo mia adio raaꞌa tumoꞌorio poꞌianga lekoꞌaro ka iworo mentondariiro. Tempono mia adio raaꞌa mehawe, Iesu tumotowoꞌiro ka paguruꞌiro araꞌehende Ue Ala momparenta bawaaNo. Iesu mboꞌu mompokotompaꞌiro henu memahaki.
2a090c010d	Tempono oleo mompuꞌu soo, mehaweiroto hopulo ka oruo ana guruno Iesu ka mongee, “Tenaꞌiroto mia adio raꞌiroa meleko la ini-inie henu orambi teꞌembu endea, karo iworo mpowusu poꞌianga peratoꞌaro ka kangaaro, akono ikito neea la mpoꞌianga henu molimbo.”
2a090d00da	Kanggo Iesu mepau ndi iworo, “Ikomiu henu asolekono mempakairo.” Iworo mesangki, “Henu hina ndi ikami, butukoa olimo roti ka oruo koa bou. Gagi, ikami asolekono meleko mpoꞌoli kaanga tiaro lowono mia neeroa?”
2a090e00cb	Iworo mepau liraꞌa, akono rahea hina olimo sowu mia tama henu pepumpu. Kanoamba Iesu pongeeꞌakero la ana guruNo, “Tenaꞌiroto mia adio raꞌiroa mpetunda pepoko-pokosi, aso ntia limo mpulo mia.”
2a090f0065	Ana guruNo mewowauꞌo heleo henu No tenaꞌakero ka tumenaꞌiro lowono mia adio raꞌiroa mpetunda.
2a091000fa	Umarino raaꞌa Iesu umaleo olimo wuku roti ka oruo bou raaꞌa, Iwono mensoꞌa i langi ka mekakai montarimakasi ndi Ue Ala. Umari raaꞌa roti ka bou raaꞌa No subi-subiho ka No weiꞌakero la ana guruNo karo tia-tiaꞌakero la mia adio raꞌiroa.
2a0911008d	Lowono mia mponggaa ranta karo memowoto. Umari raaꞌa, ana guruNo mepumpuo toreano kaanga henu ro mengkaango, hopulopo ka oruo baki toreano.
2a091200a6	Aso tempo, Iesu mekakai aso-asono. Mehaweiroto ana guruNo hawe meroronganio Iesu. Umarino mekakai, Iesu mesikeno ndi iworo, “Montonda mia adio, isiake Iaku neea?”
2a091300b8	Ana guruNo mesangki, “Hina mia mongee, Iohane to pobaho. Hina mboꞌu henu mongee nabi Elia, ka henu mesue mboꞌu mongee aso mia teꞌembu la nabi-nabi asompihe henu tuwu mekule.”
2a091400a4	Iesu mesikeno mboꞌu la ana guruNo, “Taꞌalu ikomiu, isiake menteeꞌano Iaku neea?” Peturu sumangki, “Ikomiuto Mokole Pongkadudui Henu Dinandiro Ue Ala.”
2a0915007c	Gagi, Iesu umontoiro takau, kaindoro mempopauꞌo ndi isia tokoa, taꞌalu Iwonoto Mokole Pongkadudui Henu Dinandiro Ue Ala.
2a09160122	Iesu mepau mboꞌu, “Ana Manusia nggale montanggumi adio marasaiꞌa ka Iwono tai tinarima la mia-mia mosuꞌoro to Iahudi, kapala petewawo pesomba, ka mia mpande atora Taura. Umari raaꞌa iworo nggale pepateo Iesu. Kanggo koꞌotoluno oleo Iwono pinotuwu mekule teꞌembu la mateaNo.”
2a091700bb	Kanoamba Iesu mepau mboꞌu la lowono mia henu hina rahea, “Araisia henu minggi tumonda Aku, iwono asolekono humapuo koroino mompoꞌaha kau pinotambano sombo oleo ka tumonda Aku mpihe.
2a091800e0	Akono araisia henu patongaꞌo koroino liono, iwono kanolo mohawe tuwuꞌa henu tai hina tampulaano. Kanggo araisia henu tai patongaꞌo koroino liono akono tumonda Aku, iwono nggale mohawe tuwuꞌa henu tai hina tampulaano.
2a09190086	Kano hina tuduno aso mia no peꞌueꞌo lowono ihino wawontolino, taꞌalu iwono kano kinadudui ka kano bisa tuwu meronga saru Ue Ala.
2a091a00cb	Araisia mokokoꞌii akono Iaku ka pompaguruNggu, Ana Manusia mboꞌu nggale mokokoꞌii umakuiꞌo taꞌalu Iwono hawe i laro wanta pobawaNo ka wanta pobawaRo UmaNo ka malaꞌeka-malaꞌeka henu mempori.
2a091b0099	Iaku pauꞌakomiu, menteeꞌano nggale hina popioꞌiro mia henu hina endea henu ambono mate, taꞌalu amboro mengkiteo Ue Ala pamulaꞌo poparentaNo.”
2a091c0080	Samana hoalu oleo teꞌembu la pompaguruNo Iesu raaꞌa, Iesu waweiro i Peturu, Iohane ka Iakobu lumeko mekakai i wawono toruku.
2a091d0047	Tempono Iesu mekakai, bali raꞌiNo, ka parewaNo gagi mompute mangkilo.
2a091e004d	Bingkosako hina oruo mia mepauꞌakero Iesu. Iworo raaꞌa, i Musa ka i Elia.
2a091f0073	Iworo mompopokiteo koroiro saru wanta pobawa ka mepauꞌakero Iesu mongkono araꞌehende No nggale mate i Ierusale.
