2800000007	Matthew
2811060055	On hearing this voice, the disciples fell on their faces and were filled with terror.
281107004f	But Jesus came and touched them, and said, "Rouse yourselves and have no fear."
281108002c	So they looked up, and saw no one but Jesus.
28110900ad	As they were descending the mountain, Jesus laid a command upon them. "Tell no one," He said, "of the sight you have seen till the Son of Man has risen from among the dead."
28110a0052	"Why then," asked the disciples, "do the Scribes say that Elijah must first come?"
28110b0046	"Elijah was indeed to come," He replied, "and would reform everything.
28110c00b4	But I tell you that he has already come, and they did not recognize him, but dealt with him as they chose. And before long the Son of Man will be treated by them in a similar way."
28110d0060	Then it dawned upon the disciples that it was John the Baptist about whom He had spoken to them.
28110e0070	When they had returned to the people, there came to Him a man who fell on his knees before Him and besought Him.
28110f0084	"Sir," he said, "have pity on my son, for he is an epileptic and is very ill. Often he falls into the fire and often into the water.
281110004f	I have brought him to your disciples, and they have not been able to cure him."
2811110085	"O unbelieving and perverse generation!" replied Jesus; "how long shall I be with you? how long shall I endure you? Bring him to me."
2811120067	Then Jesus reprimanded the demon, and it came out and left him; and the boy was cured from that moment.
281113005d	Then the disciples came to Jesus privately and asked Him, "Why could not we expel the demon?"
28111400f6	"Because your faith is so small," He replied; "for I solemnly declare to you that if you have faith like a mustard-seed, you shall say to this mountain, 'Remove from this place to that,' and it will remove; and nothing shall be impossible to you.
281115004a	But an evil spirit of this kind is only driven out by prayer and fasting."
281116007c	As they were travelling about in Galilee, Jesus said to them, "The Son of Man is about to be betrayed into the hands of men;
2811170078	they will put Him to death, but on the third day He will be raised to life again." And they were exceedingly distressed.
2811180085	After their arrival at Capernaum the collectors of the half-shekel came and asked Peter, "Does not your Teacher pay the half-shekel?"
28111900dc	"Yes," he replied, and then went into the house. But before he spoke a word Jesus said, "What think you, Simon? From whom do this world's kings receive customs or capitation tax? from their own children, or from others?"
28111a0043	"From others," he replied. "Then the children go free," said Jesus.
28111b00df	"However, lest we cause them to sin, go and throw a hook into the Lake, and take the first fish that comes up. When you open its mouth, you will find a shekel in it: bring that coin and give it to them for yourself and me."
281201006e	Just then the disciples came to Jesus and asked, "Who ranks higher than others in the Kingdom of the Heavens?"
281202004f	So He called a young child to Him, and, bidding him stand in the midst of them,
2812030098	said, "In solemn truth I tell you that unless you turn and become like little children, you will in no case be admitted into the Kingdom of the Heavens.
281204007d	Whoever therefore shall humble himself as this young child, he it is who is superior to others in the Kingdom of the Heavens.
281205004b	And whoever for my sake receives one young child such as this, receives me.
28120600c1	But whoever shall occasion the fall of one of these little ones who believe in me, it would be better for him to have a millstone hung round his neck and to be drowned in the depths of the sea.
2812070075	"Alas for the world because of causes of falling! They cannot but come, but alas for each man through whom they come!
28120800f9	If your hand or your foot is causing you to fall into sin, cut it off and away with it. It is better for you to enter into Life crippled in hand or foot than to remain in possession of two sound hands or feet but be thrown into the fire of the Ages.
28120900da	And if your eye is causing you to fall into sin, tear it out and away with it; it is better for you to enter into Life with only one eye, than to remain in possession of two eyes but be thrown into the Gehenna of fire.
28120a0093	"Beware of ever despising one of these little ones, for I tell you that in Heaven their angels have continual access to my Father who is in Heaven.
28120c00ba	What do you yourselves think? Suppose a man gets a hundred sheep and one of them strays away, will he not leave the ninety-nine on the hills and go and look for the one that is straying?
28120d0097	And if he succeeds in finding it, in solemn truth I tell you that he rejoices over it more than he does over the ninety-nine that have not gone astray.
28120e0061	Just so it is not the will of your Father in Heaven that one of these little ones should be lost.
28120f00a0	"If your brother acts wrongly towards you, go and point out his fault to him when only you and he are there. If he listens to you, you have gained your brother.
2812100090	But if he will not listen to you, go again, and ask one or two to go with you, that every word spoken may be attested by two or three witnesses.
2812110097	If he refuses to hear them, appeal to the Church; and if he refuses to hear even the Church, regard him just as you regard a Gentile or a tax-gatherer.
28121200a5	I solemnly tell you that whatever you as a Church bind on earth will in Heaven be held as bound, and whatever you loose on earth will in Heaven be held to be loosed.
28121300b6	I also solemnly tell you that if two of you here on earth agree together concerning anything whatever that they shall ask, the boon will come to them from my Father who is in Heaven.
2812140058	For where there are two or three assembled in my name, there am I in the midst of them."
281215008e	At this point Peter came to Him with the question, "Master, how often shall my brother act wrongly towards me and I forgive him? seven times?"
281216004b	"I do not say seven times," answered Jesus, "but seventy times seven times.
2812170088	"For this reason the Kingdom of the Heavens may be compared to a king who determined to have a settlement of accounts with his servants.
281218005b	But as soon as he began the settlement, one was brought before him who owed 10,000 talents,
281219008e	and was unable to pay. So his master ordered that he and his wife and children and everything that he had should be sold, and payment be made.
28121a0094	The servant therefore falling down, prostrated himself at his feet and entreated him. "'Only give me time,' he said, 'and I will pay you the whole.'
28121b0056	"Whereupon his master, touched with compassion, set him free and forgave him the debt.
28121c00cd	But no sooner had that servant gone out, than he met with one of his fellow servants who owed him 100 shillings; and seizing him by the throat and nearly strangling him he exclaimed, "'Pay me all you owe.'
28121d0076	"His fellow servant therefore fell at his feet and entreated him, "'Only give me time,' he said, 'and I will pay you.'
28121e005c	"He would not, however, but went and threw him into prison until he should pay what was due.
28121f009c	His fellow servants, therefore, seeing what had happened, were exceedingly angry; and they came and told their master without reserve all that had happened.
2812200070	At once his master called him and said, "'Wicked servant, I forgave you all that debt, because you entreated me:
2812210057	ought not you also to have had pity on your fellow servant, just as I had pity on you?'
2812220065	"So his master, greatly incensed, handed him over to the jailers until he should pay all he owed him.
2812230077	"In the same way my Heavenly Father will deal with you, if you do not all of you forgive one another from your hearts."
2813010080	When Jesus had finished these discourses, He removed from Galilee and came into that part of Judaea which lay beyond the Jordan.
281302003b	And a vast multitude followed him, and He cured them there.
281303008c	Then came some of the Pharisees to Him to put Him to the proof by the question, "Has a man a right to divorce his wife whenever he chooses?"
2813040068	"Have you not read," He replied, "that He who made them 'made them' from the beginning 'male and female,
2813050077	and said, For this reason a man shall leave his father and mother and be united to his wife, and the two shall be one'?
2813060066	Thus they are no longer two, but 'one'! What therefore God has joined together, let not man separate."
2813070076	"Why then," said they, "did Moses command the husband to give her 'a written notice of divorce,' and so put her away?"
2813080096	"Moses," He replied, "in consideration of the hardness of your nature permitted you to put away your wives, but it has not been so from the beginning.
2813090085	And I tell you that whoever divorces his wife for any reason except her unfaithfulness, and marries another woman, commits adultery."
28130a0071	"If this is the case with a man in relation to his wife," said the disciples to Him, "it is better not to marry."
28130b0076	"It is not every man," He replied, "who can receive this teaching, but only those on whom the grace has been bestowed.
28130c00f6	There are men who from their birth have been disabled from marriage, others who have been so disabled by men, and others who have disabled themselves for the sake of the Kingdom of the Heavens. He who is able to receive this, let him receive it."
28130d0070	Then young children were brought to Him for Him to put His hands on them and pray; but the disciples interfered.
28130e009f	Jesus however said, "Let the little children come to me, and do not hinder them; for it is to those who are childlike that the Kingdom of the Heavens belongs."
28130f002d	So He laid His hands upon them and went away.
281310006f	"Teacher," said one man, coming up to Him, "what that is good shall I do in order to win the Life of the Ages?"
2813110098	"Why do you ask me," He replied, "about what is good? There is only One who is truly good. But if you desire to enter into Life, keep the Commandments."
28131200aa	"Which Commandments?" he asked. Jesus answered, "'Thou shalt not kill;' 'Thou shalt not commit adultery;' 'Thou shalt not steal;' 'Thou shalt not lie in giving evidence;'
281313005d	'Honour thy father and thy mother'; and 'Thou shalt love thy fellow man as much as thyself.'"
2813140052	"All of these," said the young man, "I have carefully kept. What do I still lack?"
281315009e	"If you desire to be perfect," replied Jesus, "go and sell all that you have, and give to the poor, and you shall have wealth in Heaven; and come, follow me."
2813160058	On hearing those words the young man went away much cast down; for he had much property.
2813170086	So Jesus said to His disciples, "I solemnly tell you that it is with difficulty that a rich man will enter the Kingdom of the Heavens.
281318007d	Yes, I tell you, it is easier for a camel to go through the eye of a needle than for a rich man to enter the Kingdom of God."
2813190052	These words utterly amazed the disciples, and they asked, "Who then can be saved?"
28131a0062	Jesus looked at them and said, "With men this is impossible, but with God everything is possible."
28131b006c	Then Peter said to Jesus, "See, we have forsaken everything and followed you; what then will be our reward?"
28131c00e7	"I solemnly tell you," replied Jesus, "that in the New Creation, when the Son of Man has taken His seat on His glorious throne, all of you who have followed me shall also sit on twelve thrones and judge the twelve tribes of Israel.
28131d00c9	And whoever has forsaken houses, or brothers or sisters, or father or mother, or children or lands, for my sake, shall receive many times as much and shall have as his inheritance the Life of the Ages.
28131e0052	"But many who are now first will be last, and many who are now last will be first.
281401007a	"For the Kingdom of the Heavens is like an employer who went out early in the morning to hire men to work in his vineyard,
2814020059	and having made an agreement with them for a shilling a day, sent them into his vineyard.
281403004c	About nine o'clock he went out and saw others loitering in the market-place.
2814040060	To these also he said, "'You also, go into the vineyard, and whatever is right I will give you.'
2814050059	"So they went. Again about twelve, and about three o'clock, he went out and did the same.
281406008e	And going out about five o'clock he found others loitering, and he asked them, "'Why have you been standing here all day long, doing nothing?'
2814070059	"'Because no one has hired us,' they replied. "'You also, go into the vineyard,' he said.
2814080090	"When evening came, the master said to his steward, "'Call the men and pay them their wages. Begin with the last set and finish with the first.'
2814090050	"When those came who had begun at five o'clock, they received a shilling apiece;
28140a0058	and when the first came, they expected to get more, but they also each got the shilling.
28140b0049	So when they had received it, they grumbled against the employer, saying,
28140c00a0	"'These who came last have done only one hour's work, and you have put them on a level with us who have worked the whole day and have borne the scorching heat.'
28140d0071	"'My friend,' he answered to one of them, 'I am doing you no injustice. Did you not agree with me for a shilling?
28140e0054	Take your money and go. I choose to give this last comer just as much as I give you.
28140f0067	Have I not a right to do what I choose with my own property? Or are you envious because I am generous?'
2814100031	"So the last shall be first, and the first last."
281411007a	Jesus was now going up to Jerusalem, and He took the twelve disciples aside by themselves, and on the way He said to them,
2814120089	"We are going up to Jerusalem, and there the Son of Man will be betrayed to the High Priests and Scribes. They will condemn Him to death,
2814130082	and hand Him over to the Gentiles to be made sport of and scourged and crucified; and on the third day He will be raised to life."
281414006e	Then the mother of the sons of Zabdi came to Him with her sons, and knelt before Him to make a request of Him.
2814150098	"What is it you desire?" He asked. "Command," she replied, "that these my two sons may sit one at your right hand and one at your left in your Kingdom."
281416008e	"None of you know what you are asking for," said Jesus; "can you drink out of the cup from which I am about to drink?" "We can," they replied.
28141700b4	"You shall drink out of my cup," He said, "but a seat at my right hand or at my left it is not for me to allot, but it belongs to those for whom it has been prepared by my Father."
2814180058	The other ten heard of this, and their indignation was aroused against the two brothers.
2814190096	But Jesus called them to Him, and said, "You know that the rulers of the Gentiles lord it over them, and their great men exercise authority over them.
28141a005e	Not so shall it be among you; but whoever desires to be great among you shall be your servant,
28141b0044	and whoever desires to be first among you shall be your bondservant;
28141c0072	just as the Son of Man came not to be served but to serve, and to give His life as the redemption-price for many."
28141d003d	As they were leaving Jericho, an immense crowd following Him,
28141e0080	two blind men sitting by the roadside heard that it was Jesus who was passing by, and cried aloud, "Sir, Son of David, pity us."
28141f0073	The people angrily tried to silence them, but they cried all the louder. "O Sir, Son of David, pity us," they said.
281420004d	So Jesus stood still and called to them. "What shall I do for you?" He asked.
281421002c	"Sir, let our eyes be opened," they replied.
281422006c	Moved with compassion, Jesus touched their eyes, and immediately they regained their sight and followed Him.
2815010085	When they were come near Jerusalem and had arrived at Bethphage and the Mount of Olives, Jesus sent two of the disciples on in front,
281502009f	saying to them, "Go to the village you see facing you, and as you enter it you will find a she-ass tied up and a foal with her. Untie her and bring them to me.
2815030062	And if any one says anything to you, say, 'The Master needs them,' and he will at once send them."
281504004a	This took place in order that the Prophet's prediction might be fulfilled:
2815050090	"Tell the Daughter of Zion, 'See, thy King is coming to thee, gentle, and yet mounted on an ass, even on a colt the foal of a beast of burden.'"
281506003b	So the disciples went and did as Jesus had instructed them:
2815070061	they brought the she-ass and the foal, and threw their outer garments on them. So He sat on them;
281508008d	and most of the crowd kept spreading their garments along the road, while others cut branches from the trees and carpeted the road with them,
28150900c5	and the multitudes--some of the people preceding Him and some following--sang aloud, "God save the Son of David! Blessings on Him who comes in the Lord's name! God in the highest Heavens save Him!"
28150a006d	When He thus entered Jerusalem, the whole city was thrown into commotion, every one inquiring, "Who is this?"
28150b004b	"This is Jesus, the Prophet, from Nazareth in Galilee," replied the crowds.
28150c009a	Entering the Temple, Jesus drove out all who were buying and selling there, and overturned the money-changers' tables and the seats of the pigeon-dealers.
28150d0072	"It is written," He said, "'My House shall be called the House of Prayer', but you are making it a robbers' cave."
28150e0048	And the blind and the lame came to Him in the Temple, and He cured them.
28150f00c9	But when the High Priests and the Scribes saw the wonderful things that He had done and the children who were crying aloud in the Temple, "God save the Son of David," they were filled with indignation.
28151000d5	"Do you hear," they asked Him, "what these children are saying?" "Yes," He replied; "have you never read, 'Out of the mouths of infants and of babes at the breast Thou hast brought forth the praise which is due'?"
281511004f	So He left them and went out of the city to Bethany and passed the night there.
281512004e	Early in the morning as He was on His way to return to the city He was hungry,
28151300bd	and seeing a fig-tree on the road-side He went up to it, but found nothing on it but leaves. "On you," He said, "no fruit shall ever again grow." And immediately the fig-tree withered away.
281514006f	When the disciples saw it they exclaimed in astonishment, "How instantaneously the fig-tree has withered away!"
28151500f6	"I solemnly tell you," said Jesus, "that if you have an unwavering faith, you shall not only perform such a miracle as this of the fig-tree, but that even if you say to this mountain, 'Be thou lifted up and hurled into the sea,' it shall be done;
2815160067	and everything, whatever it be, that you ask for in your prayers, if you have faith, you shall obtain."
28151700cb	He entered the Temple; and while He was teaching, the High Priests and the Elders of the people came to Him and asked Him, "By what authority are you doing these things? and who gave you this authority?"
281518008b	"And I also have a question to ask you," replied Jesus, "and if you answer me, I in turn will tell you by what authority I do these things.
28151900d3	John's Baptism, whence was it? --had it a heavenly or a human origin?" So they debated the matter among themselves. "If we say 'a heavenly origin,'" they argued, "he will say, 'Why then did you not believe him?'
28151a006a	and if we say 'a human origin' we have the people to fear, for they all hold John to have been a Prophet."
28151b0071	So they answered Jesus, "We do not know." "Nor do I tell you," He replied, "by what authority I do these things."
28151c0095	"But give me your judgement. There was a man who had two sons. He came to the elder of them, and said, "'My son, go and work in the vineyard to-day.'
28151d0042	"'I will not,' he replied. "But afterwards he was sorry, and went.
28151e006a	He came to the second and spoke in the same manner. His answer was, "'I will go, Sir.' "But he did not go.
28151f00cd	Which of the two did as his father desired?" "The first," they said. "I solemnly tell you,' replied Jesus, "that the tax-gatherers and the notorious sinners are entering the Kingdom of God in front of you.
28152000f5	For John came to you observing all sorts of ritual, and you put no faith in him: the tax-gatherers and the notorious sinners did put faith in him, and you, though you saw this example set you, were not even afterwards sorry so as to believe him.
28152100c9	"Listen to another parable. There was a householder who planted a vineyard, made a fence round it, dug a wine-tank in it, and built a strong lodge; then let the place to vine-dressers, and went abroad.
281522006b	When vintage-time approached, he sent his servants to the vine-dressers to receive his share of the grapes;
2815230073	but the vine-dressers seized the servants, and one they cruelly beat, one they killed, one they pelted with stones.
2815240070	Again he sent another party of servants more numerous than the first; and these they treated in the same manner.
2815250049	Later still he sent to them his son, saying, "'They will respect my son.'
2815260087	"But the vine-dressers, when they saw the son, said to one another, "'Here is the heir: come, let us kill him and get his inheritance.'
2815270045	"So they seized him, dragged him out of the vineyard, and killed him.
2815280053	When then the owner of the vineyard comes, what will he do to those vine-dressers?"
28152900af	"He will put the wretches to a wretched death," was the reply, "and will entrust the vineyard to other vine-dressers who will render the produce to him at the vintage season."
28152a00bf	"Have you never read in the Scriptures," said Jesus, "'The Stone which the builders rejected has been made the Cornerstone: this Cornerstone came from the Lord, and is wonderful in our eyes'?
28152b008d	"That, I tell you, is the reason why the Kingdom of God will be taken away from you, and given to a nation that will exhibit the power of it.
28152c0063	He who falls on this stone will be severely hurt; but he on whom it falls will be utterly crushed."
28152d006d	After listening to His parables the High Priests and the Pharisees perceived that He was speaking about them;
28152e007b	but though they were eager to lay hands upon Him, they were afraid of the people, for by them He was regarded as a Prophet.
2816010031	Again Jesus spoke to them in figurative language.
2816020069	"The Kingdom of the Heavens," He said, "may be compared to a king who celebrated the marriage of his son,
2816030061	and sent his servants to call the invited guests to the wedding, but they were unwilling to come.
28160400cb	"Again he sent other servants with a message to those who were invited. "'My breakfast is now ready," he said, 'my bullocks and fat cattle are killed, and every preparation is made: come to the wedding.'
281605005e	"They however gave no heed, but went, one to his home in the country, another to his business;
281606004c	and the rest seized the king's servants, maltreated them, and murdered them.
281607006b	So the king's anger was stirred, and he sent his troops and destroyed those murderers and burnt their city.
281608006d	Then he said to his servants, "'The wedding banquet is ready, but those who were invited were unworthy of it.
2816090052	Go out therefore to the crossroads, and everybody you meet invite to the wedding.'
28160a008e	"So they went out into the roads and gathered together all they could find, both bad and good, and the banqueting hall was filled with guests.
28160b006d	"Now the king came in to see the guests; and among them he discovered one who was not wearing a wedding-robe.
28160c0050	"'My friend,' he said, 'how is it that you came in here without a wedding robe?'
28160d00bc	"The man stood speechless. Then the king said to the servants, "'Bind him hand and foot and fling him into the darkness outside: there will be the weeping aloud and the gnashing of teeth.'
28160e002c	"For there are many called, but few chosen."
28160f005d	Then the Pharisees went and consulted together how they might entrap Him in His conversation.
28161000f3	So they sent to Him their disciples together with the Herodians; who said, "Teacher, we know that you are truthful and that you faithfully teach God's truth; and that no fear of man misleads you, for you are not biased by men's wealth or rank.
281611005e	Give us your judgement therefore: is it allowable for us to pay a poll-tax to Caesar, or not?"
2816120059	Perceiving their wickedness, Jesus replied, "Why are you hypocrites trying to ensnare me?
281613003b	Show me the tribute coin." And they brought Him a shilling.
2816140036	"Whose likeness and inscription," He asked, "is this?"
281615006f	"Caesar's," they replied. "Pay therefore," He rejoined, "what is Caesar's to Caesar; and what is God's to God."
2816160048	They heard this, and were astonished; then left Him, and went their way.
281617007a	On the same day a party of Sadducees came to Him, contending that there is no resurrection. And they put this case to Him.
2816180082	"Teacher," they said, "Moses enjoined, 'If a man die childless, his brother shall marry his widow, and raise up a family for him.'
2816190074	Now we had among us seven brothers. The eldest of them married, but died childless, leaving his wife to his brother.
28161a003a	So also did the second and the third, down to the seventh,
28161b0033	till the woman also died, after surviving them all.
28161c005f	At the Resurrection, therefore, whose wife of the seven will she be? for they all married her."
28161d0067	The reply of Jesus was, "You are in error, through ignorance of the Scriptures and of the power of God.
28161e006f	For in the Resurrection, men neither marry nor are women given in marriage, but they are like angels in Heaven.
28161f0051	But as to the Resurrection of the dead, have you never read what God says to you,
2816200071	'I am the God of Abraham, the God of Isaac, and the God of Jacob'? He is not the God of dead, but of living men."
2816210049	All the crowd heard this, and were filled with amazement at His teaching.
281622004d	Now the Pharisees came up when they heard that He had silenced the Sadducees,
2816230047	and one of them, an expounder of the Law, asked Him as a test question,
2816240038	"Teacher, which is the greatest Commandment in the Law?"
281625006b	"'Thou shalt love the Lord thy God,'" He answered, "'with thy whole heart, thy whole soul, thy whole mind.'
281626002e	This is the greatest and foremost Commandment.
2816270055	And the second is similar to it: 'Thou shalt love thy fellow man as much as thyself.'
281628004e	The whole of the Law and the Prophets is summed up in these two Commandments."
281629004d	While the Pharisees were still assembled there, Jesus put a question to them.
28162a0057	"What think you about the Christ," He said, "whose son is He?" "David's," they replied.
28162b0055	"How then," He asked, "does David, taught by the Spirit, call Him Lord, when he says,
28162c005d	"'The Lord said to my Lord, sit at My right hand until I have put thy foes beneath thy feet'?
28162d003b	"If therefore David calls Him Lord, how can He be his son?"
28162e0067	No one could say a word in reply, nor from that day did any one venture again to put a question to Him.
2817010032	Then Jesus addressed the crowds and His disciples.
2817020045	"The Scribes," He said, "and the Pharisees sit in the chair of Moses.
28170300a0	Therefore do and observe everything that they command you; but do not imitate their lives, for though they tell others what to do, they do not do it themselves.
281704009b	Heavy and cumbrous burdens they bind together and load men's shoulders with them, while as for themselves, not with one finger do they choose to lift them.
2817050082	And everything they do they do with a view to being observed by men; for they widen their phylacteries and make the tassels large,
281706003f	and love the best seats at a dinner party or in the synagogues,
281707005a	and like to be bowed to in places of public resort, and to be addressed by men as 'Rabbi.'
2817080069	"As for you, do not accept the title of 'Rabbi,' for one alone is your Teacher, and you are all brothers.
2817090058	And call no one on earth your Father, for One alone is your Father--the Heavenly Father.
28170a0051	And do not accept the name of 'leader,' for your Leader is one alone--the Christ.
28170b0037	He who is the greatest among you shall be your servant;
28170c005a	and one who exalts himself shall be abased, while one who abases himself shall be exalted.
28170d00cd	"But alas for you, Scribes and Pharisees, hypocrites, for you lock the door of the Kingdom of the Heavens against men; you yourselves do not enter, nor do you allow those to enter who are seeking to do so.
28170f00bb	"Alas for you, Scribes and Pharisees, hypocrites, for you scour sea and land in order to win one convert--and when he is gained, you make him twice as much a son of Gehenna as yourselves.
28171000a2	"Alas for you, you blind guides, who say, "'Whoever swears by the Sanctuary it is nothing; but whoever swears by the gold of the Sanctuary, is bound by the oath.'
281711005f	"Blind fools! Why, which is greater? --the gold, or the Sanctuary which has made the gold holy?
2817120080	And you say, "'Whoever swears by the altar, it is nothing; but whoever swears by the offering lying on it is bound by the oath.'
2817130062	"You are blind! Why, which is greater? --the offering, or the altar which makes the offering holy?
2817140045	He who swears by the altar swears both by it and by everything on it;
281715004d	he who swears by the Sanctuary swears both by it and by Him who dwells in it;
2817160059	and he who swears by Heaven swears both by the throne of God and by Him who sits upon it.
2817170129	"Alas for you, Scribes and Pharisees, hypocrites, for you pay the tithe on mint, dill, and cumin, while you have neglected the weightier requirements of the Law--just judgement, mercy, and faithful dealing. These things you ought to have done, and yet you ought not to have left the others undone.
2817180047	You blind guides, straining out the gnat while you gulp down the camel!
281719009d	"Alas for you, Scribes and Pharisees, hypocrites, for you wash clean the outside of the cup or dish, while within they are full of greed and self-indulgence.
28171a0068	Blind Pharisee, first wash clean the inside of the cup or dish, and then the outside will be clean also.
28171b00d1	"Alas for you, Scribes and Pharisees, hypocrites, for you are just like whitewashed sepulchres, the outside of which pleases the eye, though inside they are full of dead men's bones and of all that is unclean.
28171c009c	The same is true of you: outwardly you seem to the human eye to be good and honest men, but, within, you are full of insincerity and disregard of God's Law.
28171d008d	"Alas for you, Scribes and Pharisees, hypocrites, for you repair the sepulchres of the Prophets and keep in order the tombs of the righteous,
28171e0091	and your boast is, "'If we had lived in the time of our forefathers, we should not have been implicated with them in the murder of the Prophets.'
28171f0069	"So that you bear witness against yourselves that you are descendants of those who murdered the Prophets.
281720002f	Fill up the measure of your forefathers' guilt.
281721004b	O serpents, O vipers' brood, how are you to escape condemnation to Gehenna?
28172200c4	"For this reason I am sending to you Prophets and wise men and Scribes. Some of them you will put to death--nay, crucify; some of them you will flog in your synagogues and chase from town to town;
28172300c3	that all the innocent blood shed upon earth may come on you, from the blood of righteous Abel to the blood of Zechariah the son of Berechiah whom you murdered between the Sanctuary and the altar.
2817240057	I tell you in solemn truth that all these things will come upon the present generation.
28172500e9	"O Jerusalem, Jerusalem! thou who murderest the Prophets and stonest those who have been sent to thee! how often have I desired to gather thy children to me, just as a hen gathers her chickens under her wings, and you would not come!
2817260031	See, your house will now be left to you desolate!
2817270072	For I tell you that you will never see me again until you say, 'Blessed be He who comes in the name of the Lord.'"
281801007d	Jesus had left the Temple and was going on His way, when His disciples came and called His attention to the Temple buildings.
2818020093	"You see all these?" He replied; "in solemn truth I tell you that there will not be left here one stone upon another that will not be pulled down."
28180300e1	Afterwards He was on the Mount of Olives and was seated there when the disciples came to Him, apart from the others, and said, "Tell us when this will be; and what will be the sign of your Coming and of the Close of the Age?"
2818040035	"Take care that no one misleads you," answered Jesus;
281805005e	"for many will come assuming my name and saying 'I am the Christ;' and they will mislead many.
281806007e	And before long you will hear of wars and rumours of wars. Do not be alarmed, for such things must be; but the End is not yet.
2818070082	For nation will rise in arms against nation, kingdom against kingdom, and there will be famines and earthquakes in various places;
2818080042	but all these miseries are but like the early pains of childbirth.
28180900a7	"At that time they will deliver you up to punishment and will put you to death; and you will be objects of hatred to all the nations because you are called by my name.
28180a0057	Then will many stumble and fall, and they will betray one another and hate one another.
28180b003c	Many false prophets will rise up and lead multitudes astray;
28180c0062	and because of the prevalent disregard of God's law the love of the great majority will grow cold;
28180d0033	but those who stand firm to the End shall be saved.
28180e0099	And this Good News of the Kingdom shall be proclaimed throughout the whole world to set the evidence before all the Gentiles; and then the End will come.
28180f00a3	"When you have seen (to use the language of the Prophet Daniel) the 'Abomination of Desolation', standing in the Holy Place" --let the reader observe those words--
2818100036	"then let those who are in Judaea escape to the hills;
2818110045	let him who is on the roof not go down to fetch what is in his house;
2818120046	nor let him who is outside the city stay to pick up his outer garment.
2818130047	And alas for the women who at that time are with child or have infants!
2818140044	"But pray that your flight may not be in winter, nor on the Sabbath;
281815008d	for it will be a time of great suffering, such as never has been from the beginning of the world till now, and assuredly never will be again.
2818160081	And if those days had not been cut short, no one would escape; but for the sake of God's own People those days will be cut short.
2818170069	"If at that time any one should say to you, 'See, here is the Christ!' or 'Here!' give no credence to it.
281818009d	For there will rise up false Christs and false prophets, displaying wonderful signs and prodigies, so as to deceive, were it possible, even God's own People.
2818190020	Remember, I have forewarned you.
28181a008d	If therefore they should say to you, 'See, He is in the Desert!' do not go out there: or 'See, He is indoors in the room!' do not believe it.
28181b0074	For just as the lightning flashes in the east and is seen to the very west, so will be the Coming of the Son of Man.
28181c0042	Wherever the dead body is, there will the vultures flock together.
28181d00dd	"But immediately after those times of distress the sun will be darkened, the moon will not shed her light, the stars will fall from the firmament, and the forces which control the heavens will be disordered and disturbed.
28181e00c3	Then will appear the Sign of the Son of Man in the sky; and then will all the nations of the earth lament, when they see the Son of Man coming on the clouds of the sky with great power and glory.
28181f00bd	And He will send out His angels with a loud trumpet-blast, and they will bring together His own People to Him from north, south, east and west--from one extremity of the world to the other.
28182000a0	"Now learn from the fig-tree the lesson it teaches. As soon as its branches have now become soft and it is bursting into leaf, you all know that summer is near.
281821005a	So you also, when you see all these signs, may be sure that He is near--at your very door.
2818220086	I tell you in solemn truth that the present generation will certainly not pass away without all these things having first taken place.
2818230051	Earth and sky will pass away, but it is certain that my words will not pass away.
2818240076	"But as to that day and the exact time no one knows--not even the angels of heaven, nor the Son, but the Father alone.
2818250052	'For as it was in the time of Noah, so it will be at the Coming of the Son of Man.
281826008e	At that time, before the Deluge, men were busy eating and drinking, taking wives or giving them, up to the very day when Noah entered the Ark,
281827007c	nor did they realise any danger till the Deluge came and swept them all away; so will it be at the Coming of the Son of Man.
2818280056	Then will two men be in the open country: one will be taken away, and one left behind.
2818290054	Two women will be grinding at the mill: one will be taken away, and one left behind.
28182a0054	Be on the alert therefore, for you do not know the day on which your Lord is coming.
28182b00b6	But of this be assured, that if the master of the house had known the hour at which the robber was coming, he would have kept awake, and not have allowed his house to be broken into.
28182c006f	Therefore you also must be ready; for it is at a time when you do not expect Him that the Son of Man will come.
28182d00a3	"Who therefore is the loyal and intelligent servant to whom his master has entrusted the control of his household to give them their rations at the appointed time?
28182e004a	Blessed is that servant whom his master when he comes shall find so doing!
28182f0052	In solemn truth I tell you that he will give him the management of all his wealth.
2818300063	But if the man, being a bad servant, should say in his heart, 'My master is a long time in coming,'
2818310056	and should begin to beat his fellow servants, while he eats and drinks with drunkards;
281832007e	the master of that servant will arrive on a day when he is not expecting him and at an hour of which he has not been informed;
281833008c	he will treat him with the utmost severity and assign him a place among the hypocrites: there will be the weeping and the gnashing of teeth.
2819010085	"Then will the Kingdom of the Heavens be found to be like ten bridesmaids who took their torches and went out to meet the bridegroom.
281902002d	Five of them were foolish and five were wise.
2819030053	For the foolish, when they took their torches, did not provide themselves with oil;
281904003e	but the wise, besides their torches, took oil in their flasks.
2819050063	The bridegroom was a long time in coming, so that meanwhile they all became drowsy and fell asleep.
281906004c	But at midnight there is a loud cry, "'The bridegroom! Go out and meet him!'
2819070048	"Then all those bridesmaids roused themselves and trimmed their torches.
2819080060	"'Give us some of your oil,' said the foolish ones to the wise, 'for our torches are going out.'
