2800000006	MATAYO
2a0d0400a1	Ama mowagesaze waja wanhu longo dimwe na wanane walagalilwe na ulingo kuja Siloamu? Mokwagiza kamba wakala walozile ng'hani kubanza wanhu wose wokala Yelusalemu?
2a0d05006c	Si vivo! Na nowalongela, kamba hamulekile vilozo venu, mweye mose modanganhika kamba viwadanganhike wano.”
2a0d0600ac	Abaho, Yesu kawalongela hala dino, “Kukala na munhu imwe yakalile na mtini uhandigwe muna umgunda wake wa mizabibu. Kachola kuzahila mujo muja mumtini ila havikile kinhu.
2a0d07009b	Avo kamulongela imulimi wa umgunda, ‘Lola! Mulao wa ikadatu uno nikwiza kuzahila mujo mumtini uno na sipata kinhu. Uukanhe! Habali uibananga isi bule?’
2a0d080072	Ija imulimi kamulongela, ‘Mndewa, uleke tanhu mulao umwe, niutifulile nizunguluka disina, abaho, niwikile mboji.
2a0d090053	Abaho, mulao uyagwe kamba uhalela, vonoga. Ila kamba haulelile, leka uukanhe.’”
2a0d0a0041	Zua dimwe da Mhumulo, Yesu kakala yofundiza mng'anda ya nhambiko.
2a0d0b0084	Na haja kukala na mtwanzi yalemazwe na kinyamkela mmilao longo dimwe na minane. Kakala yabongomale na hadahile kugoloka hata kidogo.
2a0d0c004f	Yesu viyamonile, kamkema haulongozi, kamulongela, “Mama, utamu wako uhona!”
2a0d0d0047	Kamwikila makono gake, na bahaja kagoloka na kusonga kumuyenzi Mulungu.
2a0d0e00f7	Ila mkulu wa ing'anda ya nhambiko kona lusango kwavija Yesu kahonya Mdizua da Mhumulo, avo kenula dizwi yowalongela wanhu, “Hana mazua sita gamulondigwa kusang'hanika, izoni kuhonyigwa mmazua higo, ila sambimwize kuhonyigwa Mdizua da Mhumulo!”
2a0d0f00b3	Mndewa kamwidika yolonga, “Mweye videlenya! Hana munhu yoyose mmwanza wenu yoleka kumfungula ng'ombe wake ama mhunda wake yalawe mdikonhi yamgale kung'wa mazi Mdizua da Mhumulo?
2a0d100087	Avo mtwanzi ino yali wa lukolo lwa Ablaham, Mwenembago yambongomaze mmilao longo dimwe na minane, sambiyahonyigwe Mdizua da Mhumulo?”
2a0d110075	Mbuli zake ziwatenda wadumuka zake wone kinyala, ila wanhu wayagwe wadeng'helela mbuli zose za mkanganyo zayatendile.
2a0d120051	Yesu kauza, “Undewa wa Mulungu ulinga na kinhu kilihi? Niulinge na kinhu chaki?
2a0d130098	Ulinga kamba mbeyu ya haladali, yaaisolile munhu na kuihanda mkihati chake. Ikula na kugaluka kamba m'biki, na ndege wazenga mvulu zao mmatambi gake.”
2a0d140040	Kabili Yesu kauza, “Undewa wa Mulungu niulinge na kinhu chaki?
2a0d15006e	Ulinga na mela diyasolile mtwanzi na kuditibuliza muna ivibaba vidatu va usage mbaka tonge jose dilulumuka.”
2a0d160065	Yesu kagendelela na mwanza wake yochola Yelusalemu, yobitila mmiwambo na m'viwambo yowafundiza wanhu.
2a0d170057	Munhu imwe kamuuza, “Mndewa, wanhu wadodo iwo wondawakomboligwe?” Yesu kawalongela,
2a0d180075	“Iyoheni kwingila mkubitila mulwivi luli lusisili, kwavija nowalongela, wanhu bwando wogeza kwingila, ila hawadaha.
2a0d1900d5	Mwene ng'anda vondayenuke na kuhinda ulwivi, abaho, mweye mokwima hanze na kusonga kubwenga ulwivi na kulonga, ‘Mndewa, tuvugulile ulwivi!’ Na heyo kowalongela, ‘Siwatangile mweye na sikutangile kumulawa!’
2a0d1a004f	Abaho, momulongela, ‘Tuja na kung'wa nagwe, na kutufundiza m'viwambo vetu!’
2a0d1b0079	Ila heyo kowalongela, ‘Siwatangile mweye na sikutangile kumulawa, segeleni hano hamwangu, mweye mose watenda gehile!’
2a0d1c0096	Aho hondahawe na kililo na kugegedula meno vondamuwone Ablaham na Isaka na Yakobo na wahokozi wose wa Kuundewa wa Mulungu, ila mweye mokwasigwa hanze.
2a0d1d0064	Wanhu wokwiza kulawa ng'ambu zose za ulumwengu na kukala hasi waje kulusona lwa Kuundewa wa Mulungu.
2a0d1e0064	Kweli, wanhu wayagwe wali kuchugu wowa haulongozi, na wanhu wayagwe wali haulongozi wowa kuchugu.”
2a0d1f0085	Kipigiti kikija Mafalisayo wamcholela Yesu wamulongela, “Segela hano uchole hanhu hayagwe, kwavija Helode Antipa konda kukukoma.”
2a0d20009d	Yesu kawalongela, “Gendeni mkamulongele mbweha ija, ‘Lelo na mayo nowinga vinyamkela na kuhonya wanhu, na zua da ikadatu nokwishiliza sang'hano yangu.’
2a0d210077	Nolondigwa nigendelele na mwanza wangu, lelo, mayo, na kisindo. Havidahika muhokozi kudanganhikila hanze ya Yelusalemu.
2a0d2200d3	“Yelusalemu! Yelusalemu! Gweye uwakoma wahokozi na kuwatoa na mibwe waja watumigwe kumwako! Mianza mingahi nilonda kuwakunzanya hamoja wanago kamba nguku viyowafagatila wanage hasi ya mbawa zake, ila hutogole!
2a0d230083	Avo lola ng'anda yako yolekigwa. Nokulongela, hunyona nie kabili mbaka vondaulonge, ‘Kamota ayo yokwiza mditwaga da Mndewa.’”
2a0e010070	Zua dimwe da Mhumulo Yesu kachola kuja mandia kung'anda ya mkulu imwe wa Mafalisayo, wanhu wakala womulola goya.
2a0e02003f	Haulongozi wake kukala na munhu yali na utamu wa kuvuha lukuli.
2a0e030089	Yesu kawauza wafundiza Malagizo ga Musa na Mafalisayo, yolonga, “Malagizo getu gotutogoza kuhonya Mdizua da Mhumulo, ama gotugomesa?”
2a0e040068	Ila hewo hawalongile kinhu chochose. Yesu kamgoga ija imunhu kamuhonya, abaho, kamuleka yachole na zake.
2a0e050088	Abaho, kawalongela, “Yalihi mmwanza wenu mwanage ama ng'ombe wake yehengila mdisima, yondayaleke kumulava mbwisa Mdizua da Mhumulo?”
2a0e060013	Ila hewo wanyamala.
2a0e070070	Yesu kawona avija wahenza wayagwe viwokala wosagula ivigoda va haulongozi, avo kawalongela wanhu wose hala dino,
2a0e08008e	“Munhu yahakugoneka halusona lwa zengele, sambiukale m'vigoda va haulongozi. Ihalawila kagonekigwa munhu yali na twaga kubanza gweye yeheza,
2a0e0900ac	na mwenekae wenu, yawagoneke gweye na heyo, kokwiza na kukulongela, ‘Mnegele ino yakale hano.’ Avo vivo vondausegele kuno ukona kinyala uikunyate uchola kukala kuchugu.
2a0e0a00cf	Ila uhagonekigwa hanhu, genda ukakale kigoda cha kuchugu, avo mwenekae wenu kokwiza hauli na kulonga, ‘Izo kuno kuulongozi, mbwigaangu, ukale hanhu hanogile.’ Dino dokugwaa kituno hameso ga wahenza wose.
2a0e0b0064	Kwavija munhu yoyose yokiituniza mwenyego kobwezwa hasi, na ayo yoibweza hasi mwenyego kotunizwa.”
2a0e0c0120	Abaho, Yesu kamulongela mwenekae wake, “Mana uwagomela wanhu mandia ga imisi ama mandia ga ichungulo, sambiuwagoneke wambwiga zako ama wandugu zako ama wanhu wa lukolo lwako ama wanhu wa habehi yako wali wagoli, kwavija na hewo kwiza wokugoneka, mkutenda vino kolihigwa gaja gautendile.
2a0e0d005e	Uhatenda mandia ga lusona, wagoneke wakumbulu, mbetembete, walemale ivipindi, na vimbugumbugu,
2a0e0e0085	na gweye komotezwa kwavija hewo hawadaha kukuliha. Ila Mulungu kokuliha kuna idizua da kuzusigwa kwa wanhu walibule uzenzeleganye.”
2a0e0f0090	Imwe wa wanhu wakalile na heyo hameza, kagahulika gaja, kamulongela Yesu, “Kamota ng'hani munhu ayo yondayaje kulusona Muundewa wa Mulungu!”
2a0e10006a	Yesu kamulongela, “Kukala na munhu imwe yatendile lusona lukulu ng'hani, abaho, kawagoneka wanhu bwando.
2a0e11007f	Kipigiti cha kuja vikivikile, kamulagiza nyakadala wake yakawalongele wahenza zake, ‘Izoni, vinhu vose visasaligwa vimala!’
2a0e12009e	Ila kila munhu kasonga kulava uyalazi wake, waichanduso kamulongela ija inyakadala, ‘Nigula mgunda avo nolondigwa nikaulole, chonde togola uyalazi wangu.’
2a0e13006b	Waikabili kalonga, ‘Nigula ng'ombe longo dimwe wa kulimila, avo nochola kuwageza, chonde ndeka nyhole.’
2a0e140042	Iyagwe kalonga, ‘Nisola mtwanzi sambi baha, avo sidaha kwiza.’
2a0e1500f0	“Ija inyakadala kabwela, kamsimulila mbuli zose mkulu wake. Ija imkulu kagevuzika ng'hani avo kamulongela nyakadala wake, ‘Hima, genda mzinzila ng'hulu na ndodo za mkiwambo, ukawagale wakumbulu, mbetembete, vimbugumbugu, na walemale.’
2a0e160061	Ija inyakadala kamulongela, ‘Mkulu, gaja gose gaulagize gatendigwa, ila hana nafasi isigala.’
2a0e17009e	Avo mkulu ija kamulongela nyakadala wake, ‘Genda m'balabala ng'hulu na ndodo za muisi ukawashulutize wanhu wose weze kwingila giladi ng'anda yangu imeme.’
2a0e180070	Nowalongela mweye mose kamba, ‘Waja wagonekigwe haichanduso, haduhu hata imwe yondayalanze vakuja vangu!’”
2a0e19004e	Zua dimwe dale kulu da wanhu dikala diilongoza na Yesu, kahinduka kawalongela,
2a0e1a00cf	“Munhu yoyose yokwiza kumwangu, na kuno koleka kuninogela nie kubanza tataake na mamaake, na mtwanzi wake, na wanage, na wandugu zake na lumbu zake na hata ugima wake mwenyego, hadaha kuwa mwanahina wangu.
2a0e1b0055	Munhu yoyose yoleka kupapa msalaba wake na kung'holeleza hadaha kuwa mwanahina wangu.
2a0e1c008a	“Vino yalihi mmwanza wenu yahalonda kuzenga ulingo, yondayaleke kukala hasi tanhu, yalole kamba kana hela za kwishilizila sang'hano ija?
2a0e1d006c	Kamba hatendile vino, yahamambukiza umsingi na kuhumwa kumambukiza, wanhu wondawone gaja galawilile womseka,
2a0e1e004e	wolonga, ‘Munhu ino kasonga kuzenga ila hadahile kwishilizila isang'hano.’
2a0e1f00e0	“Ama mndewa yalihi yochola kugomba na mndewa iyagwe, yoleka tanhu kukala na kugelegeza kamba heyo na asikali zake alufu longo dimwe kodaha kugomba na mndewa ija yokwiza kugomba na heyo yali na asikali alufu malongo mabili?
2a0e20008d	Kamba ihawa hadaha, kowagala wasenga wakaiting'hane na ija imndewa iyagwe, wakamgwile mavindi kulonda tindiwalo kipigiti yang'hali kutali.”
2a0e21007d	Yesu kamambukiza, “Vivija haduhu yoyose mmwanza wenu yodaha kuwa mwanahina wangu kamba halekile vinhu vake vose vayalinavo.
2a0e220058	“Munyu unoga, ila uhagiza kilandu chake, haduhu nzila iyagwe ya kuutenda unoge kabili.
2a0e230074	Haunoga kinhu, kwikigwa mmigunda ama kutibulizwa na mhugutu, ila wanhu wowasa kunze. Yali na magwiti na yahulike!”
2a0f010050	Zua dimwe wawila kodi bwando na wanhu wayagwe wene vilozo weza kumtegeleza Yesu.
2a0f020089	Mafalisayo na wafundiza Malagizo ga Musa wasonga kutwanganika, wolonga, “Munhu ino kowabokela wanhu wali na vilozo na hata kuja nao!”
2a0f03001f	Avo Yesu kawalongela hala dino.
2a0f0400cd	“Tutende munhu imwe mmwanza wenu kana ng'hondolo mia, abaho, ng'hondolo imwe kapotela, kotendaze? Kowaleka waja iwang'hondolo malongo tisa na tisa muluwala na kuchola kumzahila ija yapotele mbaka yamone.
2a0f050032	Yahamona, kodeng'helela ng'hani avo kompapa mmaega
2a0f0600c5	na kum'bweza ukae. Abaho, kowakema hamoja wambwiga zake na wanhu wa mzing'anda za habehi na kuwalongela, ‘Nodeng'ha ng'hani kwavija nimona ng'hondolo wangu yapotele, avo izoni tudeng'he chose!’
2a0f0700bf	Avo nowalongela, kowa na ndeng'helelo ng'hulu kuulanga avija munhu imwe yali na vilozo yahaleka vilozo vake, kubanza wanhu malongo tisa na tisa walibule vilozo na hawalonda kuleka vilozo vao.
2a0f0800a3	“Ama tulonge mtwanzi imwe kana hela longo dimwe, abaho, kasa hela imwe, kotendaze? Kobwinha kiwenge na kufagila ng'anda yake na kulolesa kila hanhu mbaka yayone.
2a0f0900a9	Yahayona, kowakema hamoja wambwiga zake na wanhu wa mzing'anda za habehi na kuwalongela, ‘Nodeng'helela ng'hani kwavija niyona ihela inyasile. Izoni tudeng'he tose!’
2a0f0a0079	Avo nowalongela, vivija wasenga wa Mulungu wa kuulanga wodeng'ha avija munhu imwe yali na vilozo yahaleka vilozo vake.”
2a0f0b0054	Yesu kagendelela kulonga, “Kukala na munhu imwe yakalile na wana wabili wambigalo.
2a0f0c0080	Imdodo kamulongela tataake, ‘Tata, ngwelela uhazi wangu sambisambi.’ Avo ija imunhu kawagolela mali gake wanage wose wabili.
2a0f0d009e	Mkipigiti kiguhi ija imwanage imdodo kaguza vinhu vake vose, kasegela hakae na izihela. Kachola isi ya kutali, ako kwayasile hela zake mmbuli za mzanyamzanya.
2a0f0e0062	Viyamambukize vinhu vose, ingila nzala mpamanho muisi ija yose, avo kasonga kuzahila vinhu vakuja.
2a0f0f006e	Avo kachola kusang'hanika ha munhu imwe mwenekae wa isi ija, na heyo kamgala kumgunda wake yakemilize mitumbi.
2a0f10005b	Kasulukila kuigutiza na mikamhi iidile imitumbi, na haduhu munhu yamgwelele kinhu chochose.
2a0f110081	Ngelegeza zinogile vuzimwizile, kalonga mmoyo wake, ‘Wasang'hana wangahi wa tataangu woja na kusigaza, ila nie hano nofa nzala!
2a0f12005d	Nosegela nibweleganye ha tataangu nikamulongele, “Tata, niloza ha Mulungu na hamwako gweye.
2a0f13004f	Silumbile kukemigwa mwanago, nitende kamba vija imwe wa wasang'hana zako.”’
2a0f14009c	Avo kenuka na kusonga kubwela ha tataake. “Viyakalile yang'hali kutali, tataake kamona, kamonela bazi, avo kamkimbilila, abaho, kamkumbatila na kumnonela.
2a0f150060	Ija imwana kalonga, ‘Tata, niloza ha Mulungu na hamwako gweye. Silumbile kukemigwa mwanago.’
2a0f160091	Ila tataake kawakema nyakadala zake, kalonga, ‘Hima mgalileni ng'hanzu inogile mum'vaze. M'vazeni kitindi mkidole chake na vilatu mmagulu gake.
2a0f170056	Abaho, gendeni mkamsole mwanang'ombe yanonile mumchinje, na tutende lusona, tudeng'he!
2a0f18007a	Kwavija mwanangu ino kakala kamba yadanganhike, ila sambi mgima, kakala yapotele, ila sambi koneka!’ Avo lusona lusonga.
2a0f19008b	“Kipigiti kikija mwanage imkulu kakala yobwela kulawa kumgunda, mnzila viyakalile behi na ing'anda, kahulika ngoma na sing'hino za mvina.
2a0f1a0039	Avo kamkema imwe wa nyakadala, kamuuza, ‘Kuna choni?’
2a0f1b007b	Ija inyakadala kamulongela, ‘Mdodo wako kabwela, na tataako kachinja mwanang'ombe yanonile kwavija kabwela yali mpile.’
2a0f1c0089	“Ija imwana imkulu kagevuzika ng'hani mbaka kalema kwingila mng'anda. Avo tataake kalawa hanze kamuyalalila yomulonda yengile mng'anda.
2a0f1d00d7	Ila heyo kamulongela tataake, ‘Lola! Milao ino yose nikusang'hanikila sang'hano zako kamba nyakadala, na siduluke ndagizi zako zozose. Kungwelela choni? Hungwelele hata menhe mdodo nhende lusona na wambwiga zangu!
2a0f1e0076	Ila mwanago ino kasa mali gako gose mkutenda ugoni ndwanga, abaho, kabwela ukae, komchinjila mwanang'ombe yanonile!’
2a0f1f006f	Tataake kamulongela, ‘Mwanangu, gweye kokala hano na nie mazua gose, na vinhu vose vinilinavo nie vako gweye.
2a0f20008c	Avo vinoga tweye tuvine na kudeng'ha kwavija mdodo wako kakala kamba yadanganhike, ila sambi mgima. Kakala yapotele, ila sambi koneka!’”
2a100100ae	Yesu kawalongela wanahina zake, “Kukala na munhu imwe mgoli yakalile na mwimilizi wa vinhu vake. Ija imgoli kalongeligwa kamba ija imwimilizi kakala yomung'hunya hela zake,
2a100200ad	avo kamkema, kamuuza, ‘Mbuli zaki zino zinihulika zikulonga gweye? Ngwelela mheta ya mali gangu gose gaukalile wimiliza, kwavija hudaha tena gweye kuwa mwimilizi wangu.’
2a1003008e	Ija imwimilizi kalonga munda kwa munda, ‘Mkulu wangu kolonda kunisegeza msang'hano yangu. Nhendeze? Kulima sidaha, na kupula nokona kinyala.
2a1004006a	Nikitanga chondanhende! Nihawingigwa kulawa msang'hano yangu, nopata wambwiga wondawanibokele mkae zao.’
2a10050076	“Avo kawakema wanhu wose wakalile wowilwa na ija imgoli wake, kamuuza waichanduso, ‘Kowilwa aki na mkulu wangu?’
2a10060097	Na heyo kalonga, ‘Madebe mia mbili ga mavuta ga mizaituni.’ Ija imwimilizi kamulongela, ‘Sola cheti chako, ukale hasi hima wandike madebe mia.’
2a100700b9	Abaho, kamuuza iyagwe, ‘Na gweye kowilwa aki?’ Kalonga, ‘Vipeto mia sita va ngano.’ Ija imwimilizi kamulongela, ‘Sola cheti chako, wandike vipeto mia nne na malongo manane.’
2a100800cc	“Avo mkulu wa mwimilizi ija kizenzeleganye kamtogola avija vayatendile ubala kamba uja, kwavija wanhu wa ulumwengu uno wabala ng'hani mkuzigongomanya mbuli zao na wayao kubanza wanhu wali mmulangaza.”
2a10090097	Yesu kagendelela kulonga, “Nowalongela, izahilileni wambwiga mkubitila mali ga muulumwengu, avo kamba gehesha, mobokelwa muna uukazi wa milongo yose.
2a100a00c5	Munhu yoyose yalibule uzenzeleganye m'vinhu vidodo, vivija kowa bule uzenzeleganye m'vinhu bwando. Na munhu yoyose yali na uzenzeleganye m'vinhu vidodo, vivija kowa na uzenzeleganye m'vinhu bwando.
2a100b006f	Avo kamba muhawa vizenzeleganye mkwimiliza mali ga muulumwengu, yalihi yondayawatogole kwimiliza mali ga kweli?
2a100c0061	Na kamba muhawa vizenzeleganye m'vinhu va munhu iyagwe, yalihi yondayaweng'he vinhu venu wenyego?
2a100d00c3	“Haduhu mtumigwa yodaha kuwasang'hanikila wakulu wabili, kwavija komwihila ino na kumnogela iyagwe, ama koigoga na imwe na kum'buhiza iyagwe. Hamdaha kumsang'hanikila Mulungu hamoja na hela.”
2a100e0044	Mafalisayo viwahulike gano, wam'beza Yesu kwavija wanogelwa na hela.
2a100f00c8	Yesu kawalongela, “Mweye iwo wanhu mkiitenda muna mioyo inogile mmeso ga wanhu, ila Mulungu koitanga mioyo yenu, kwavija vinhu vigesigwa na wanhu kamba vinoga ng'hani vabule unozi hameso ga Mulungu.
2a101000c9	“Malagizo ga Musa na Nyandiko Zing'alile za wahokozi zikala zipetigwa mbaka kipigiti cha Yohana M'batiza, songela aho Usenga Unogile wa Undewa wa Mulungu wopetigwa, na kila munhu kokwingila na mhiko.
2a1011005b	Ila vibuha ulanga na isi kuyangayuka kubanza kidanga kidodo cha Malagizo ga Musa kusegezwa.
2a10120084	“Mbigalo yoyose yahamwasa mtwanzi wake na kusola mtwanzi iyagwe, kotenda ugoni, na munhu yahamsola mtwanzi yasigwe, kotenda ugoni.
2a10130071	“Kukala na munhu imwe mgoli yakalile yovala vivalo va zambalau vene hela bwando na kakala yoja goya mazua gose.
2a10140084	Vivija kukala na munhu imwe mkumbulu yokemigwa Lazalo, yakalile na vilonda lukuli lugima, yakalile yogaligwa halwivi lwa ija imgoli,
2a10150065	yosulukila kuja vakuja vilagale kulawa hameza ya ija imgoli. Hata mibwa iza kumulambita vilonda vake.
2a101600ab	“Hakimambukizo, ija imkumbulu kadanganhika, kapapigwa na wasenga wa Mulungu wa kuulanga kekigwa behibehi na Ablaham. Vivija ija imgoli na heyo kadanganhika na kazikigwa.
2a1017007d	Avo akuja kuzimu ija imgoli kakala mumgayo mkulu ng'hani, kenula meso gake hatalitali kamona Ablaham na Lazalo hamgwazo wake.
2a101800a8	Avo kenula dizwi yolonga, ‘Tata Ablaham! Nyonela bazi, mulongele Lazalo yazabike kidole chake mmazi yaluhoze lulimi lwangu, kwavija nie na mumgayo mkulu mmoto uno!’
2a101900c6	“Ila Ablaham kamulongela, ‘Kumbukila tanhu, mwanangu, vuukalile muulumwengu kugweleligwa vinhu vose vinogile, ila Lazalo kagweleligwa vinhu vose vihile. Ila sambi kohozigwa moyo na gweye kogaya.
2a101a00d4	Uhaleka gose gano, hana kolongo kulu dikigwe hagatigati yetu mweye na tweye, giladi waja wolonda kuloka kulawa hano kwiza hamwenu sambiwadahe, na munhu yoyose yolonda kuloka kulawa hiko kwiza kuno sambiyadahe.’
2a101b0067	Ija imgoli kalonga, ‘Basi, tata Ablaham, nokuyalalila, mulagize Lazalo yachole kung'anda ya tataangu,
2a101c0051	hiko kuna ndugu zangu watano, yakawazume, giladi sambiweze kuno kuli na mgayo!’
2a101d008c	“Ila Ablaham kamulongela, ‘Wandugu zako wana Malagizo ga Musa na Nyandiko Zing'alile za wahokozi, waleke wazitegeleze hizo vuzilonga.’
2a101e006d	Ija imgoli kalonga, ‘Hivo havitosha, tata Ablaham! Ila munhu yahazuka na kuwacholela, woleka vilozo vao.’
2a101f0076	Ila Ablaham kalonga, ‘Kamba hawazitegeleze Nyandiko za Musa na wahokozi, hawatogola hata kamba munhu yahazuka.’”
2a11010096	Yesu kawalongela wanahina zake, “Mbuli ziwatendaga wanhu watende vilozo hazilekaga kulawilila, ila kojona ng'hani munhu ija yondayazitende zilawile!
2a1102008f	Vihamnogele munhu ija yafungigwe msingo dibwe kulu da kusiginhila, abaho, yakasigwe m'bahali kubanza kumtenda imwe wa wanhu wano wadodo kuloza.
2a11030059	Avo teganyeni! “Kamba ndugu yako yahaloza, mkomhokele, yahaleka kuloza, mgele kumgongo.
2a1104007f	Kamba yahakutendela vilozo mianza saba mdizua dimwe, na mianza yose saba keza kumwako yolonga, ‘Nileka,’ mgele kumgongo.”
2a1105004d	Watumigwa wa Kilisto wamulongela Mndewa Yesu, “Tongezele nhamanila yetu.”
2a110600a5	Mndewa kawalongela, “Kamba muhawile na nhamanila ndodo kamba mbeyu ya haladali, muhadahile kuulongela mkuyu uno, ‘Ng'ozoka ukaihande m'bahali!’ Na uhawahulike.
2a110700b0	“Tulonge munhu imwe mmwanza wenu kana nyakadala wa kumulimila ama kumchungila ng'hondolo. Yahabwela kulawa kumgunda, komulongela nyakadala wake yatende hima yeze kuja mandia?
2a110800a1	Nokona si vivo! Ila komulongela, ‘Nhelekela mandia gangu hima, uisasale unisang'hanikile mbaka niheshiliza kuja na kung'wa, kileka na gweye uje mandia gako.’
2a11090043	Avo, komuheweza nyakadala ija avija viyagatendile gaja gayalagizwe?
2a110a009b	Vivija na mweye! Muhatenda kila kinhu kimulongeligwe mkitende, longeni, ‘Tweye twa nyakadala tulibule maliho, tutenda gaja gatulondigwe kutenda tu.’”
2a110b0054	Yesu viyakalile yochola Yelusalemu, kabitila muimbaka ya isi za Samalia na Galilaya.
2a110c0067	Viyakalile yokwingila muna ikiwambo kimwe, wanhu longo dimwe wolumwa dikulu wamwizila, wema kutalitali,
2a110d0037	wenula dizwi wolonga, “Mndewa, Yesu, utonele bazi!”
2a110e0074	Yesu viyawawene kawalongela, “Gendeni ha iwakulu wa nhambiko wakawalole goya.” Viwakalile wochola mnzila wahona.
2a110f0050	Munhu imwe mmwanza wao viyonile kahona, kabwela, kenula dizwi yomuyenzi Mulungu.
2a11100049	Kamfugamila mavindi Yesu na kumgwaa hewela. Na munhu ija kakala Msamalia.
2a11110051	Ila Yesu kauza, “Hawakalile wanhu longo dimwe wahonyigwe? Wakwahi wayagwe tisa?
2a1112004f	Haduhu hata munhu imwe yabwelile kumuheweza Mulungu ila muhenza ino yeiyeka?”
2a11130041	Yesu kamulongela, “Ima wima uchole, nhamanila yako ikuhonya.”
2a11140096	Mafalisayo wayagwe wamuuza Yesu, wolonga, “Zua dilihi Undewa wa Mulungu vondawize?” Heyo kawalongela, “Undewa wa Mulungu hawiza mkoneka na meso.
2a1115006b	Haduhu munhu yondayalonge, ‘Loleni wa hano!’ Ama ‘Wa haja!’ Kwavija Undewa wa Mulungu wa mmwenu.”
2a11160080	Abaho, kawalongela wanahina zake, “Kipigiti chokwiza vondamusulukile kona zua dondanibwele, nie, Mwana wa Munhu, ila hamujona.
2a1117005c	Na wanhu wowalongela, ‘Loleni kahaja!’ ama, ‘Loleni kahano!’ Ila sambimuwakweleleze.
2a1118009a	Kamba vija lumwemwe vulumweka kulawa kuulanga na kumwemwesa kulawa ng'ambu ino mbaka ng'ambu ija, avo vivo vondaiwe mdizua dondanize, nie, Mwana wa Munhu.
2a11190048	Ila tanhu nolondigwa nigaye ng'hani na kulemigwa na wanhu wa mulelo uno.
2a111a005a	Kamba viikalile mkipigiti cha Nuhu vivo vondaiwe mdizua dondanibwele, nie, Mwana wa Munhu.
2a111b00a7	Wanhu wose wakala woja na kung'wa, wosola na kusoligwa, mbaka zua dija Nuhu viyengile muisafina, na mvula ng'hulu ng'hani itoa na kumemeza mazi na kuwakoma wanhu wose.
2a111c0070	Yowa kamba viikalile kipigiti cha Loti. Wanhu wose wakala woja na kung'wa, wogula na kuguza, wohanda na kuzenga,
2a111d0076	mbaka zua dija Loti viyasegele wambo da Sodoma, moto na baluti vihumuluka hasi kulawa kuulanga na kuwakoma wanhu wose.
2a111e0040	Vino vivo vondaiwe mdizua dondanigubuligwe, nie, Mwana wa Munhu.
2a111f0099	“Mdizua dija munhu yali kukiswili cha ng'anda yake sambiyahumuluke hasi yengile mng'anda yakasole vinhu vake, na munhu yali kumgunda sambiyabwele ukae.
2a11200027	Kumbukileni gam'vikile mtwanzi wa Loti!
2a11210065	Munhu yoyose yogeza kuukombola ugima wake, kowagiza, na munhu yoyose yowagiza ugima wake, koukombola.
2a1122005c	Nowalongela, ikilo ija wanhu wabili wowasa mulusazi lumwe, imwe kosoligwa na imwe kolekigwa.
2a11230048	Watwanzi wabili wokomola ngano hamoja, imwe kosoligwa na imwe kolekigwa.
2a11240042	Wanhu wabili wolima mumgunda, imwe kosoligwa na imwe kolekigwa.”
2a1125007a	Wanahina zake wamuuza, “Mndewa, kwahi?” Yesu kawalongela, “Hohose hauli mtufi, baho hondawaiting'hanile vimhungu.”
2a1201005f	Abaho, Yesu kawalongela hala wanahina zake yowafundiza kamba wolondigwa kutambika bila kudonha.
2a12020063	Kalonga, “Kukala na mulamula mkiwambo kimwe, yakalile hamdumba Mulungu, na vivija hawagesa wanhu.
2a120300ad	Mkiwambo kija kukala na kizuka yakalile yomwizila mulamula ija mianza bwando, yolonga, ‘Nhaza mhate kwing'higwa gaja golondigwa mhate kulawa ha ija yolonda kunizulunza!’
2a1204007c	Mazua bwando ija imulamula kalema, ila hakimambukizo kalonga munda kwa munda, ‘Nie simdumba Mulungu vivija siwagesa wanhu,
2a120500a4	ila kwavija kizuka ino kongaza ng'hani, noilola nhaguso yake yeng'higwe choyolonda. Kamba sitendile vino, kogendelela kwiza, hakimambukizo kondonheza ng'hani!’”
2a12060056	Abaho Mndewa kagendelela kulonga, “Tegelezeni viyolonga ija imulamula yalibule unhu.
2a1207007c	Avo mokwagiza Mulungu hondayawedike hima wanhu zake mwenyego womulilila misi na kilo? Mokwagiza kotenda mholemhole kuwataza?
2a1208005a	Nowalongela, kowataza hima. Ila vondanize nie, Mwana wa Munhu, noivika nhamanila muisi?”
2a1209005c	Vivija Yesu kawalongela hala dino wanhu wokiiyona kamba hewo iwo iwende na kuwabeza wayagwe.
2a120a006a	“Wanhu wabili wakwela wachola Kung'anda ya Mulungu kutambika, imwe kakala Mfalisayo na imwe muwila kodi.
2a120b00bb	“Ija Mfalisayo kaibagula kema yeiyeka katambika yolonga, ‘Nokuheweza, Mulungu, kwavija nie sili kamba wanhu wayagwe, mibokonyi ama vizenzeleganye ama wagoni ama kamba ino muwila kodi.
2a120c004e	Nofunga mianza mibili mmazua saba, nolava zaka m'vinhu vangu vose vinipata.’
2a120d00bb	“Ila ija imuwila kodi kema kutali na hadahile hata kwinula kihanga chake kuulanga, kaitoatoa mmhambaga kulagusa giogio na kulonga, ‘Go Mulungu, nyonela bazi, nie nili na vilozo.’”
