0100000007	Genèse
0410060083	Faites ceci, prenez-vous des encensoirs; que Coré, [dis-je], et tous ceux qui sont assemblés avec lui, [prennent des encensoirs].
041007009c	Et demain mettez-y du feu, et mettez-y du parfum devant l'Eternel; et l'homme que l'Eternel aura choisi sera le saint. Enfants de Lévi; qu'il vous suffise.
0410080040	Moïse dit aussi à Coré: Ecoutez maintenant, enfants de Lévi.
04100900f9	Est-ce trop peu de chose pour vous que le Dieu d'Israël vous ait séparés de l'assemblée d'Israël, en vous faisant approcher de lui pour être employés au service du pavillon de l'Eternel, et pour assister devant l'assemblée afin de la servir?
04100a0087	Et qu'il t'ait fait approcher, [toi] et tous tes frères, les enfants de Lévi, avec toi, que vous recherchiez encore la Sacrificature?
04100b009e	C'est pourquoi toi, et tous ceux qui sont assemblés avec toi, vous vous [êtes] assemblés contre l'Eternel; car qui est Aaron que vous murmuriez contre lui?
04100c0067	Et Moïse envoya appeler Dathan et Abiram, enfants d'Eliab, qui répondirent: Nous n'y monterons point.
04100d00ae	Est-ce peu de chose que tu nous aies fait monter hors d'un pays découlant de lait et de miel, pour nous faire mourir dans ce désert, que même tu veuilles dominer sur nous?
04100e00bf	Nous as-tu fait venir en un pays découlant de lait et de miel; et nous as-tu donné quelque héritage de champs ou de vignes? crèveras-tu les yeux de ces gens-ici? nous n'y monterons point.
04100f00aa	Alors Moïse fut fort irrité, et dit à l'Eternel: Ne regarde point à leur offrande; je n'ai point pris d'eux un seul âne, et je n'ai point fait de mal à aucun d'eux.
0410100099	Puis Moïse dit à Coré: Toi et tous ceux qui sont assemblés avec toi, trouvez-vous demain devant l'Eternel, toi, [dis-je], et ceux-ci; et Aaron aussi.
04101100cc	Et prenez chacun vos encensoirs, et mettez-y du parfum; et que chacun présente devant l'Eternel son encensoir, qui seront deux cent cinquante encensoirs; et toi et Aaron aussi, chacun avec son encensoir.
04101200b2	Ils prirent donc chacun son encensoir, et y mirent du feu, et ensuite du parfum, et ils se tinrent à l'entrée du Tabernacle d'assignation, et Moïse et Aaron s'y tinrent aussi.
0410130096	Et Coré fit assembler contr'eux toute l'assemblée à l'entrée du Tabernacle d'assignation; et la gloire de l'Eternel apparut à toute l'assemblée.
0410140036	Puis l'Eternel parla à Moïse et à Aaron, en disant:
041015004f	Séparez-vous du milieu de cette assemblée, et je les consumerai en un moment.
04101600c3	Mais ils se prosternèrent le visage [contre terre], et dirent: Ô [Dieu] Fort? Dieu des esprits de toute chair? un seul homme aura péché, et te mettras-tu en colère contre toute l'assemblée?
0410170028	Et l'Eternel parla à Moïse, en disant:
0410180069	Parle à l'assemblée, et lui dis: retirez-vous d'auprès des pavillons de Coré, de Dathan, et d'Abiram.
041019005e	Moïse donc se leva et s'en alla vers Dathan et Abiram; et les Anciens d'Israël le suivirent.
04101a00db	Et il parla à l'assemblée, en disant: Retirez-vous, je vous prie, d'auprès des tentes de ces méchants hommes, et ne touchez à rien qui leur appartienne, de peur que vous ne soyez consumés pour tous leurs péchés.
04101b00d7	Ils se retirèrent donc d'auprès des pavillons de Coré, de Dathan et d'Abiram. Et Dathan et Abiram sortirent; et se tinrent debout à l'entrée de leurs tentes, avec leurs femmes, leurs enfants, et leurs familles.
04101c008a	Et Moïse dit: Vous connaîtrez à ceci que l'Eternel m'a envoyé pour faire toutes ces choses-là, et que je n'ai rien fait de moi-même.
04101d0089	Si ceux-là meurent comme tous les hommes meurent, et s'ils sont punis de la punition de tous les hommes, l'Eternel ne m'a point envoyé.
04101e00fa	Mais si l'Eternel crée un cas tout nouveau, et que la terre ouvre sa bouche, et les engloutisse avec tout ce qui leur appartient, et qu'ils descendent tout vifs dans le gouffre; alors vous saurez que ces hommes-là ont irrité par mépris l'Eternel.
04101f0070	Et il arriva qu'aussitôt qu'il eut achevé de dire toutes ces paroles, la terre qui était sous eux, se fendit.
041020007f	Et la terre ouvrit sa bouche, et les engloutit, avec leurs tentes, et tous les hommes qui étaient à Coré, et tout leur bien.
041021009c	Ils descendirent donc tout vifs dans le gouffre, eux, et tous ceux qui étaient à eux; et la terre les couvrit, et ils périrent au milieu de l'assemblée.
0410220082	Et tout Israël qui était autour d'eux, s'enfuit à leur cri; car ils disaient: [Prenons garde] que la terre ne nous engloutisse.
0410230069	Et le feu sortit de part de l'Eternel, et consuma les deux cent cinquante hommes qui offraient le parfum.
041024002a	Puis l'Eternel parla à Moïse, en disant:
04102500a0	Dis à Eléazar fils d'Aaron, Sacrificateur, qu'il relève les encensoirs du milieu de l'incendie, et qu'on en épande le feu au loin, car ils sont sanctifiés;
04102600ef	[Savoir] les encensoirs de ceux qui ont péché sur leurs âmes, et qu'on en fasse des plaques larges pour couvrir l'autel; puisqu'ils les ont offerts devant l'Eternel ils seront sanctifiés, et ils seront pour signe aux enfants d'Israël.
04102700a1	Ainsi Eléazar Sacrificateur prit les encensoirs d'airain, que ces hommes qui furent brûlés avaient présentés, et on en fit des plaques pour couvrir l'autel.
0410280136	C'est un mémorial pour les enfants d'Israël, afin qu'aucun étranger qui n'est pas de la race d'Aaron, ne s'approche point pour faire le parfum en la présence de l'Eternel, et qu'il ne soit comme Coré, et comme ceux qui ont été assemblés avec lui; ainsi que l'Eternel en a parlé par le moyen de Moïse.
041029009d	Or dès le lendemain toute l'assemblée des enfants d'Israël murmura contre Moïse et contre Aaron, en disant: Vous avez fait mourir le peuple de l'Eternel.
04102a00c0	Et il arriva comme l'assemblée s'amassait contre Moïse et contre Aaron, qu'ils regardèrent vers le Tabernacle d'assignation, et voici la nuée le couvrit, et la gloire de l'Eternel apparut.
04102b0040	Moïse donc et Aaron vinrent devant le Tabernacle d'assignation.
04102c0028	Et l'Eternel parla à Moïse, en disant:
04102d007f	Otez-vous du milieu de cette assemblée, et je les consumerai en un moment. Alors ils se prosternèrent le visage contre terre.
04102e00fb	Puis Moïse dit à Aaron: Prends l'encensoir, et mets-y du feu de dessus l'autel, mets-y aussi du parfum, et va promptement à l'assemblée, et fais propitiation pour eux; car une grande colère est partie de devant l'Eternel; la plaie est commencée.
04102f00d2	Et Aaron prit l'encensoir, comme Moïse lui avait dit, et il courut au milieu de l'assemblée, et voici la plaie avait déjà commencé sur le peuple. Alors il mit du parfum, et fit propitiation pour le peuple.
041030004c	Et comme il se tenait entre les morts elles vivants, la plaie fut arrêtée.
041031007b	Et il y en eut quatorze mille sept cents qui moururent de cette plaie, outre ceux qui étaient morts pour le fait de Coré.
041032006a	Et Aaron retourna vers Moïse à l'entrée du Tabernacle d'assignation, après que la plaie fut arrêtée.
0411010031	Après cela l'Eternel parla à Moïse, en disant:
04110200ee	Parle aux enfants d'Israël, et prends une verge de chacun d'eux selon la maison de leur père, de tous ceux qui sont les principaux d'entr'eux selon la maison de leurs pères, douze verges, puis tu écriras le nom de chacun sur sa verge.
041103007d	Mais tu écriras le nom d'Aaron sur la verge de Lévi; car il y aura une verge pour chaque chef de la maison de leurs pères.
0411040071	Et tu les poseras au Tabernacle d'assignation devant le Témoignage, où j'ai accoutumé de me trouver avec vous.
04110500b1	Et il arrivera que la verge de l'homme que j'aurai choisi, fleurira; et je ferai cesser de devant moi les murmures des enfants d'Israël, par lesquels ils murmurent contre vous.
04110600dd	Quand Moïse eut parlé aux enfants d'Israël, tous les principaux d'entr'eux lui donnèrent selon la maison de leurs pères, chacun une verge. Ainsi il y eut douze verges. Or la verge d'Aaron fut mise parmi leurs verges.
0411070047	Et Moïse mit les verges devant l'Eternel au Tabernacle du Témoignage.
04110800df	Et il arriva dès le lendemain, que Moïse étant entré au Tabernacle du Témoignage, voici, la verge d'Aaron avait fleuri pour la maison de Lévi, et elle avait jeté des fleurs, produit des boutons, et mûri des amandes.
041109009f	Alors Moïse tira hors de devant l'Eternel toutes les verges, et les porta à tous les enfants d'Israël, et les ayant vues, ils reprirent chacun leurs verges.
04110a00d8	Et l'Eternel dit à Moïse: Reporte la verge d'Aaron devant le Témoignage, pour être gardée comme un signe aux enfants de rébellion; et tu feras cesser leurs murmures de devant moi, et ainsi ils ne mourront plus.
04110b0040	Et Moïse fit comme l'Eternel lui avait commandé; il fit ainsi.
04110c007f	Et les enfants d'Israël parlèrent à Moïse, en disant: Voici, nous défaillons, nous sommes perdus, nous sommes tous perdus.
04110d005f	Quiconque s'approche du pavillon de l'Eternel, mourra; serons-nous tous entièrement consumés?
04120100cb	Alors l'Eternel dit à Aaron: Toi, et tes fils, et la maison de ton père avec toi, vous porterez l'iniquité du Sanctuaire; et toi et tes fils avec toi, vous porterez l'iniquité de votre Sacrificature.
04120200e1	Fais aussi approcher de toi tes frères, la Tribu de Lévi, qui est la Tribu de ton père, afin qu'ils te soient adjoints et qu'ils te servent, mais toi et tes fils avec toi, vous servirez devant le Tabernacle du Témoignage.
04120300e7	Ils garderont ce que tu leur ordonneras de garder, et ce qu'il faut garder de tout le Tabernacle, mais ils n'approcheront point des vaisseaux du Sanctuaire, ni de l'autel, de peur qu'ils ne meurent, et que vous ne mouriez avec eux.
04120400b0	Ils te seront donc adjoints, et ils garderont tout ce qu'il faut garder au Tabernacle d'assignation, selon tout le service du Tabernacle; et nul étranger n'approchera de vous.
04120500aa	Mais vous prendrez garde à ce qu'il faut faire dans le Sanctuaire, et à ce qu'il faut faire à l'autel, afin qu'il n'y ait plus d'indignation sur les enfants d'Israël.
04120600d7	Car quant à moi, voici, j'ai pris vos frères les Lévites du milieu des enfants d'Israël, lesquels vous sont donnés en pur don pour l'Eternel, afin qu'ils soient employés au service du Tabernacle d'assignation.
0412070121	Mais toi et tes fils avec toi, vous ferez la charge de votre Sacrificature en tout ce qui concerne l'autel et ce qui est au dedans du voile, et vous y ferez le service. J'établis votre Sacrificature en office de pur don; c'est pourquoi si quelque étranger en approche, on le fera mourir.
04120800f5	L'Eternel dit encore à Aaron: Voici, je t'ai donné la garde de mes offrandes élevées, d'entre toutes les choses sanctifiées des enfants d'Israël; je te les ai données, et à tes enfants, par ordonnance perpétuelle, à cause de l'onction.
0412090145	Ceci t'appartiendra d'entre les choses très-saintes qui ne sont point brûlées, [savoir] toutes leurs offrandes, soit de tous leurs gâteaux, soit de tous [leurs sacrifices] pour le péché, soit de tous [leurs sacrifices] pour le délit, qu'ils m'apporteront; ce sont des choses très-saintes pour toi et pour tes enfants.
04120a005d	Tu les mangeras dans un lieu très-saint; tout mâle en mangera; ce te sera une chose sainte.
04120b0113	Ceci aussi t'appartiendra, [savoir] les offrandes élevées qu'ils donneront de toutes les offrandes tournoyées des enfants d'Israël, je te les ai données et à tes fils et à tes filles avec toi, par ordonnance perpétuelle; quiconque sera net dans ta maison, en mangera.
04120c0096	Je t'ai donné aussi leurs prémices qu'ils offriront à l'Eternel, [savoir] tout le meilleur de l'huile, et tout le meilleur du moût, et du froment.
04120d00a5	Les premiers fruits de toutes les choses que leur terre produira, et qu'ils apporteront à l'Eternel t'appartiendront; quiconque sera net dans ta maison, en mangera.
04120e0028	Tout interdit en Israël t'appartiendra.
04120f00f1	Tout ce qui ouvre la matrice de toute chair qu'ils offriront à l'Eternel, tant des hommes que des bêtes, t'appartiendra; mais on ne manquera pas de racheter le premier-né de l'homme; on rachètera aussi le premier-né d'une bête immonde.
04121000e3	Et on rachètera [les premiers-nés des hommes] qui doivent être rachetés depuis l'âge d'un mois, selon l'estimation que tu en feras, qui sera de cinq sicles d'argent, selon le sicle du Sanctuaire, qui [est] de vingt oboles.
041211011a	Mais on ne rachètera point le premier-né de la vache, ni le premier-né de la brebis, ni le premier-né de la chèvre; car ce sont des choses saintes. Tu répandras leur sang sur l'autel, et tu feras fumer leur graisse; c'est un sacrifice fait par feu en bonne odeur à l'Eternel.
041212005d	Mais leur chair t'appartiendra, comme la poitrine de tournoiement, et comme l'épaule droite.
041213012e	Je t'ai donné, à toi et à tes fils, et à tes filles avec toi, par ordonnance perpétuelle, toutes les offrandes élevées des choses sanctifiées, que les enfants d'Israël offriront à l'Eternel, pour être une alliance ferme à toujours devant l'Eternel, pour toi et pour ta postérité avec toi.
04121400b3	Puis l'Eternel dit à Aaron: Tu n'auras point d'héritage en leur pays, tu n'auras point de portion parmi eux; je suis ta portion et ton héritage au milieu des enfants d'Israël.
04121500be	Et quant aux enfants de Lévi, voici, je leur ai donné pour héritage toutes les dîmes d'Israël, pour le service auquel ils sont employés, qui est le service du Tabernacle d'assignation.
0412160097	Et les enfants d'Israël n'approcheront plus du Tabernacle d'assignation, afin qu'ils ne soient point coupables de péché, et qu'ils ne meurent point.
04121700de	Mais les Lévites s'emploieront au service du Tabernacle d'assignation et ils porteront leur iniquité; cette ordonnance sera perpétuelle en vos âges, et ils ne posséderont point d'héritage parmi les enfants d'Israël.
04121800df	Car j'ai donné pour héritage aux Lévites les dîmes des enfants d'Israël, qu'ils offriront à l'Eternel en offrande élevée; c'est pourquoi j'ai dit d'eux, qu'ils n'auront point d'héritage parmi les enfants d'Israël.
041219002a	Puis l'Eternel parla à Moïse, en disant:
04121a0103	Tu parleras aussi aux Lévites, et tu leur diras: Quand vous aurez reçu des enfants d'Israël les dîmes que je vous ai donné à prendre d'eux pour votre héritage, vous offrirez de ces dîmes l'offrande élevée de l'Eternel, [savoir] la dîme de la dîme.
04121b0075	Et votre offrande élevée vous sera imputée comme le froment pris de l'aire, et comme l'abondance prise de la cuve.
04121c00d9	Vous donc aussi vous offrirez l'offrande élevée de l'Eternel de toutes vos dîmes que vous aurez reçues des enfants d'Israël, et vous en donnerez de chacune l'offrande élevée de l'Eternel à Aaron Sacrificateur.
04121d00c7	Vous offrirez toute l'offrande élevée de l'Eternel, de toutes les choses qui vous sont données de tout ce qu'il y a de meilleur, pour être la sanctification de la dîme prise de la [dîme] même.
04121e00c8	Et tu leur diras: Quand vous aurez offert en offrande élevée le meilleur de la dîme, pris de la [dîme] même, il sera imputé aux Lévites comme le revenu de l'aire, et comme le revenu de la cuve.
04121f009d	Et vous la mangerez en tout lieu, vous et vos familles; car c'est votre salaire pour le service auquel vous êtes employés dans le Tabernacle d'assignation.
04122000eb	Vous ne serez point coupables de péché au sujet de la dîme, quand vous en aurez offert en offrande élevée ce qu'il y aura de meilleur, et vous ne souillerez point les choses saintes des enfants d'Israël, et vous ne mourrez point.
0413010037	L'Eternel parla aussi à Moïse et à Aaron, en disant:
04130200fe	C'est ici une ordonnance qui concerne la Loi que l'Eternel a commandée, en disant: Parle aux enfants d'Israël, et [leur] dis; qu'ils t'amènent une jeune vache rousse, entière, en laquelle il n'y ait point de tare, [et] qui n'ait point porté le joug.
0413030071	Puis vous la donnerez à Éléazar Sacrificateur, qui la mènera hors du camp, et on l'égorgera en sa présence.
0413040093	Ensuite Eléazar Sacrificateur, prendra de son sang avec son doigt, et fera sept fois aspersion du sang vers le devant du Tabernacle d'assignation;
0413050067	Et on brûlera la jeune vache en sa présence; on brûlera sa peau, sa chair, et son sang et sa fiente.
0413060088	Et le Sacrificateur prendra du bois de cèdre, de l'hysope, et du cramoisi, et les jettera dans le feu où sera brûlée la jeune vache.
041307009b	Puis le Sacrificateur lavera ses vêtements et sa chair avec de l'eau, et après cela il rentrera au camp; et le Sacrificateur sera souillé jusqu'au soir.
0413080089	Et celui qui l'aura brûlée lavera ses vêtements avec de l'eau, il lavera aussi dans l'eau sa chair, et il sera souillé jusqu'au soir.
04130900f3	Et un homme net ramassera les cendres de la jeune vache, et les mettra hors du camp en un lieu net; et elles seront gardées pour l'assemblée des enfants d'Israël; afin d'en faire l'eau de séparation; c'est une purification pour le péché.
04130a00e2	Et celui qui aura ramassé les cendres de la jeune vache, lavera ses vêtements, et sera souillé jusqu'au soir; et ceci sera une ordonnance perpétuelle aux enfants d'Israël, et à l'étranger qui fait son séjour parmi eux.
04130b0063	Celui qui touchera un corps mort de quelque personne que ce soit, sera souillé pendant sept jours.
04130c00b3	Et il se purifiera avec cette eau-là le troisième jour, et le septième jour il sera net; mais s'il ne se purifie pas le troisième jour, il ne sera point net au septième jour.
04130d014c	Quiconque aura touché le corps mort de quelque personne morte, et qui ne se sera point purifié, il a souillé le pavillon de l'Eternel; c'est pourquoi une telle personne sera retranchée d'Israël; car il sera souillé, parce que l'eau de séparation n'aura pas été répandue sur lui; sa souillure [demeure donc] encore sur lui.
04130e00a3	C'est ici la Loi; quand un homme sera mort en quelque tente, quiconque entrera dans la tente, et tout ce qui [sera] dans la tente, sera souillé durant sept jours.
04130f005f	Aussi tout vaisseau découvert, sur lequel il n'y a point de couvercle attaché, sera souillé.
04131000b2	Et quiconque touchera dans les champs un homme qui aura été tué par l'épée, ou quelque [autre] mort, ou quelque os d'homme, ou un sépulcre, sera souillé durant sept jours.
04131100b0	Et on prendra pour celui qui sera souillé, de la poudre de la jeune vache brûlée pour faire la purification, et on la mettra dans un vaisseau, avec de l'eau vive par-dessus.
0413120107	Puis un homme net prendra de l'hysope, et l'ayant trempée dans l'eau, il en fera aspersion sur la tente, et sur tous les vaisseaux, et sur toutes les personnes qui auront été là, et sur celui qui aura touché l'os ou l'homme tué, ou le mort, ou le sépulcre.
04131300e3	Un homme donc qui sera net, en fera aspersion le troisième jour et le septième sur celui qui sera souillé, et le purifiera le septième jour; puis il lavera ses vêtements, et se lavera avec de l'eau, et il sera net au soir.
04131400f6	Mais l'homme qui sera souillé, et qui ne se purifiera point, cet homme sera retranché du milieu de l'assemblée, parce qu'il aura souillé le Sanctuaire de l'Eternel; et l'eau de séparation n'ayant pas été répandue sur lui, il est souillé.
04131500cc	Et ceci leur sera une ordonnance perpétuelle; et celui qui aura fait aspersion de l'eau de séparation, lavera ses vêtements; et quiconque aura touché l'eau de séparation, sera souillé jusqu'au soir.
0413160076	Et tout ce que l'homme souillé touchera, sera souillé; et la personne qui le touchera, sera souillée jusqu'au soir.
04140100af	Or les enfants d'Israël, [savoir] toute l'assemblée, arrivèrent au désert de Tsin au premier mois; et le peuple demeura à Kadès, et Marie mourut là, et y fut ensevelie.
041402005f	Et n'y ayant point d'eau pour l'assemblée, ils s'attroupèrent contre Moïse, et contre Aaron.
041403008a	Et le peuple disputa contre Moïse, et ils lui dirent: Plût à Dieu que nous fussions morts quand nos frères moururent devant l'Eternel?
041404006e	Et pourquoi avez-vous fait venir l'assemblée de l'Eternel dans ce désert, pour y mourir, nous et nos bêtes?
04140500f2	Et pourquoi nous avez-vous fait monter d'Egypte, pour nous amener en ce méchant lieu, qui n'est point un lieu pour semer, ni un lieu pour des figuiers, ni pour des vignes, ni pour des grenadiers; et où même il n'y a point d'eau pour boire?
04140600a7	Alors Moïse et Aaron se retirèrent de devant l'assemblée à l'entrée du Tabernacle d'assignation, et tombèrent sur leurs faces, et la gloire de l'Eternel apparut.
041407002a	Puis l'Eternel parla à Moïse, en disant:
04140800ec	Prends la verge, et convoque l'assemblée, toi et Aaron ton frère, et parlez en leur présence au rocher, et il donnera son eau; ainsi tu leur feras sortir de l'eau du rocher, et tu donneras à boire à l'assemblée et à leurs bêtes.
041409004c	Moïse donc prit la verge de devant l'Eternel, comme il lui avait commandé.
04140a00a2	Et Moïse et Aaron convoquèrent l'assemblée devant le rocher, et il leur dit: Vous rebelles, écoutez maintenant, vous ferons-nous sortir de l'eau de ce rocher?
04140b009b	Puis Moïse leva sa main, et frappa de sa verge le rocher par deux fois; et il en sortit des eaux en abondance, et l'assemblée but, et leurs bêtes aussi.
04140c00d8	Et l'Eternel dit à Moïse et à Aaron: Parce que vous n'avez point cru en moi, pour me sanctifier en la présence des enfants d'Israël, aussi vous n'introduirez point cette assemblée au pays que je leur ai donné.
04140d0080	Ce sont là les eaux de dispute, pour lesquelles les enfants d'Israël disputèrent contre l'Eternel; et il se sanctifia en eux.
04140e0098	Puis Moïse envoya des ambassadeurs de Kadès au roi d'Edom, [pour lui dire]: Ainsi a dit ton frère Israël: Tu sais tout le travail que nous avons eu;
04140f0090	Comment nos pères descendirent en Egypte, où nous avons demeuré longtemps; et comment les Egyptiens nous ont maltraités, nous et nos pères.
04141000b7	Et nous avons crié à l'Eternel, qui ayant entendu nos cris, a envoyé l'Ange, et nous a retirés d'Egypte. Or voici, nous sommes à Kadès, ville qui est au bout de tes frontières.
0414110120	Je te prie que nous passions par ton pays; nous ne passerons point par les champs, ni par les vignes, et nous ne boirons point de l'eau d'aucun puits; nous marcherons par le chemin royal; nous ne nous détournerons ni à droite ni à gauche, jusqu'à ce que nous ayons passé tes limites.
0414120065	Et Edom lui dit: Tu ne passeras point par mon pays, de peur que je ne sorte en armes à ta rencontre.
04141300bc	Les enfants d'Israël lui répondirent: Nous monterons par le grand chemin, et si nous buvons de tes eaux, moi et mes bêtes, je t'en payerai le prix; seulement que j'y prenne mon passage.
0414140081	Mais [Edom] lui dit: Tu n'y passeras point; et sur cela Edom sortit à sa rencontre avec une grande multitude, et à main armée.
041415007a	Ainsi Edom ne voulut point permettre à Israël de passer par ses frontières; c'est pourquoi Israël se détourna de lui.
041416006d	Et les enfants d'Israël, [savoir] toute l'assemblée, étant partis de Kadès vinrent en la montagne de Hor.
0414170070	Et l'Eternel parla à Moïse et à Aaron en la montagne de Hor, près des frontières du pays d'Edom, en disant:
04141800bb	Aaron sera recueilli vers ses peuples, car il n'entrera point au pays que j'ai donné aux enfants d'Israël, parce que vous avez été rebelles à mon commandement aux eaux de la dispute.
0414190054	Prends [donc] Aaron et Eléazar son fils, et fais les monter sur la montagne de Hor.
04141a007d	Puis fais dépouiller Aaron de ses vêtements, et fais en revêtir Eléazar son fils; et Aaron sera recueilli, et mourra là.
04141b007e	Moïse donc fit ainsi que l'Eternel l'avait commandé; et ils montèrent sur la montagne de Hor, toute l'assemblée le voyant.
04141c00ba	Et Moïse fit dépouiller Aaron de ses vêtements et en fit revêtir Eléazar son fils; puis Aaron mourut là au sommet de la montagne, et Moïse et Eléazar descendirent de la montagne.
04141d0078	Et toute l'assemblée, [savoir] toute la maison d'Israël, voyant qu'Aaron était mort, ils le pleurèrent trente jours.
04150100a9	Quand le Cananéen Roi de Harad, qui habitait au Midi, eut appris qu'Israël venait par le chemin des espions, il combattit contre Israël, et en emmena des prisonniers.
041502007f	Alors Israël fit un vœu à l'Eternel, en disant: Si tu livres ce peuple entre mes mains, je mettrai ses villes à l'interdit.
04150300b7	Et l'Eternel exauça la voix d'Israël, et livra [entre ses mains] les Cananéens, lesquels il détruisit à la façon de l'interdit, avec leurs villes; et on nomma ce lieu-là Horma.
041504008f	Puis ils partirent de la montagne de Hor, tirant vers la mer Rouge, pour environner le pays d'Edom, et le cœur manqua au peuple par le chemin.
04150500e6	Le peuple donc parla contre Dieu, et contre Moïse, [en disant]: Pourquoi nous as-tu fait monter hors de l'Egypte, pour mourir dans ce désert? car il n y a point de pain, ni d'eau, et notre âme est ennuyée de ce pain si léger.
041506008e	Et l'Eternel envoya sur le peuple des serpents brûlants qui mordaient le peuple; tellement qu'il en mourut un grand nombre de ceux d'Israël.
04150700d3	Alors le peuple vint vers Moïse, et dit: Nous avons péché, car nous avons parlé contre l'Eternel, et contre toi; invoque l'Eternel, et qu'il retire de dessus nous les serpents. Et Moïse pria pour le peuple.
041508009b	Et l'Eternel dit à Moïse: Fais-toi un serpent brûlant, et mets-le sur une perche; et il arrivera que quiconque sera mordu, et le regardera, sera guéri.
04150900b4	Moïse donc fit un serpent d'airain, et le mit sur une perche; et il arrivait que quand quelque serpent avait mordu un homme, il regardait le serpent d'airain, et il était guéri.
04150a0040	Depuis, les enfants d'Israël partirent, et campèrent en Oboth.
04150b0078	Et étant partis d'Oboth, ils campèrent en Hijé-habarim, au désert qui est vis-à-vis de Moab, vers le soleil levant.
04150c0044	Puis étant partis de là, ils campèrent vers le torrent de Zéred.
04150d00bf	Et étant partis de là, ils campèrent au deçà d'Arnon, qui est au désert, sortant des confins de l'Amorrhéen; car Arnon est la frontière de Moab, entre les Moabites et les Amorrhéens.
04150e0069	C'est pourquoi il est dit au Livre des batailles de l'Eternel: Vaheb en Suphah, et les torrents en Arnon.
04150f006b	Et le cours des torrents qui tend vers le lieu où Har est située, et qui se rend aux frontières de Moab.
0415100089	Et de là ils vinrent en Béer; c'est le puits touchant lequel l'Eternel dit à Moïse: Assemble le peuple, et je leur donnerai de l'eau.
0415110065	Alors Israël chanta ce Cantique: Monte, puits; chantez de lui en vous répondant les uns aux autres.
04151200a5	C'est le puits que les Seigneurs ont creusé, que les principaux du peuple avec le Législateur ont creusé de leurs bâtons. Et du désert [ils vinrent] en Mattana.
0415130034	Et de Mattana en Nahaliel; et de Nahaliel en Bamoth.
041514006b	Et de Bamoth en la vallée qui est au territoire de Moab, au sommet de Pisga, et qui regarde vers Jésimon.
0415150054	Puis Israël envoya des ambassadeurs à Sihon, Roi des Amorrhéens, [pour lui] dire:
04151600e9	Que je passe par ton pays; nous ne nous détournerons point dans les champs, ni dans les vignes, et nous ne boirons point des eaux de tes puits; mais nous marcherons par le chemin royal, jusqu'à ce que nous ayons passé tes limites.
04151700bb	Mais Sihon ne permit point qu'Israël passât par ses terres; et il assembla tout son peuple, et sortit contre Israël au désert, et vint jusqu'en Jahats, et il combattit contre Israël.
04151800b9	Mais Israël le fit passer au fil de l'épée, et conquit son pays, depuis Arnon jusqu'à Jabbok, [et] jusqu'aux enfants de Hammon; car la frontière des enfants de Hammon était forte.
041519009a	Et Israël prit toutes les villes qui étaient là, et habita dans toutes les villes des Amorrhéens, à Hesbon, et dans toutes les villes de son ressort.
04151a00a0	Or Hesbon était la ville de Sihon, Roi des Amorrhéens, qui avait le premier fait la guerre au Roi de Moab, et avait pris sur lui tout son pays jusqu'à Arnon.
04151b0064	C'est pourquoi on dit en proverbe: Venez à Hesbon. Que la ville de Sihon soit bâtie, et réparée.
04151c008b	Car le feu est sorti de Hesbon, et la flamme de la cité de Sihon; elle a consumé Har des Moabites, [et] les Seigneurs de Bamoth à Arnon.
04151d0095	Malheur à toi, Moab; peuple de Kémos, tu es perdu; il a livré ses fils qui se sauvaient et ses filles en captivité à Sihon, Roi des Amorrhéens.
04151e009e	Nous les avons défaits à coups de flèches. Hesbon est périe jusqu'à Dibon; nous les avons mis en déroute jusqu'en Nophah, qui atteint jusqu'à Médéba.
04151f0030	Israël donc habita en la terre des Amorrhéens.
041520009a	Puis Moïse ayant envoyé des gens pour reconnaître Jahzer, ils prirent les villes de son ressort, et en dépossédèrent les Amorrhéens qui y étaient.
04152100a1	Ensuite ils se tournèrent, et montèrent par le chemin de Basan; et Hog, Roi de Basan, sortit lui et tout son peuple en bataille pour les rencontrer en Edréhi.
04152200d1	Et l'Eternel dit à Moïse: Ne le crains point; car je l'ai livré entre tes mains, lui, et tout son peuple, et son pays; et tu lui feras comme tu as fait à Sihon, Roi des Amorrhéens, qui habitait à Hesbon.
0415230090	Ils le battirent donc, lui et ses enfants, et tout son peuple, tellement qu'il n'en demeura pas un seul de reste; et ils possédèrent son pays.
0416010072	Puis les enfants d'Israël partirent, et campèrent dans les campagnes de Moab, au deçà du Jourdain de Jéricho.
0416020058	Or Balac fils de Tsippor, vit toutes les choses qu'Israël avait faites à l'Amorrhéen;
041603008b	Et Moab eut une grande frayeur du peuple, parce qu'il était en grand nombre; et il fut extrêmement agité à cause des enfants d'Israël.
04160400cd	Et Moab dit aux Anciens de Madian: Maintenant cette multitude broutera tout ce qui est autour de nous, comme le bœuf broute l'herbe du champ. Or en ce temps-là Balac, fils de Tsippor, était Roi de Moab.
0416050117	Lequel envoya des messagers à Balaam, fils de Béhor, en Péthor, située sur le fleuve, dans le pays des enfants de son peuple, pour l'appeler, en lui disant: Voici, un peuple est sorti d'Egypte; voici, il couvre le dessus de la terre, et il se tient campé tout proche de moi.
0416060116	Viens donc maintenant, je te prie, maudis-moi ce peuple, car il est plus puissant que moi; peut-être que je serai le plus fort, et que nous le battrons, et que je le chasserai du pays; car je sais que celui que tu béniras, sera béni; et que celui que tu maudiras sera maudit.
