2a00000004	Luka
2a041700b8	I na chetcho, “Djo nó he anabo zeĝajobamme, ‘He mügawwa, nudzoĝ í uw dagyolatchowe! No hadamje ñu dzühudaw ye ba Kafarnahum ge dadaw ná age nudzoĝ ñetrü a je dawe.’”
2a04180064	Seyo i je chetcho, “No djó umsow cheime, djú ñihow je yow kuw nudzoĝ ñetrü ge ügõ mapawme.
2a041900b1	No bá umsow cheime, Eliya í ñeto ge oje dzü kuw ñedzü ye pyelyeatrülye, ana lyiladjew vyew druguw-drulyiw ge luhuŝümoatsü, sese Israyel ge ŝüpyo müjem kadã dutsü.
2a041a0067	Séŝo Eliya í se namko ye djuchi ge je maki, Sidon go Sarfat ge Jewishñim mo müjem a ichi a aka ki.
2a041b00a4	Seyo ñihow Elisha i shüi ñeto ge Israyel to ŝüpyo ĝoĝo naw kadã, séŝo Naman ñidaw Jewish mo Siriya go nüna yé tralye vyew na so güdraw madaw kadã.”
2a041c0059	He ñu ye dzühubyo-dzühuĝyowñe küña na se ñegru a duma, se na vyew lusvyumfoatsü.
2a041d0099	Sündalye gudzulyitsüñe í na se ñetrü yo lahua, sünda ha pudru to í ñetrü ĝyodama, se pudru ulodza ge la jiku, í seyoŝü üla ge dügaajoñe.
2a041e002b	Séŝo i nalumko yo kahulalye katrükralye.
2a041f0064	Sündatcholye i Galili ñetrü go Kafarnahum ge jiku, sünda ĝyogow ñeto ge nüna ná shi-ñu tru.
2a0420005d	Se na í shi-ñu ye dzülye mavyenghuatsü hado chemeje í ñu ye dügyebyo-dügyeĝowdra du.
2a04210062	Melye ñe ulunge nüna a du, djuso ge ĝulo mauw kamyo ĝyodama. Se i ŝüpyo gow yo ŝogzukülye,
2a042200a2	“He Nazret go Jisua, no bá ha tsünghu? Haña ba no damtrüajoñe jikuwma? No bá danghuwŝowa ba djuma? Ba Tawgyew ichi güdraw üsaw ñe sakülyedaw yewa!”
2a04230084	Jisu i í züñe che, “Mazüda ĝyo sünda i yo kahuag!” Sündawñe se ĝulo mauw kamyodaw ye ilungo haje ma uw madalyew kahuag.
2a042400cb	Sei holye vyew na aañiñe vyeatsüg, seyo se na naĝütchü ge ñu truĝiñe che, “He i ye küna ñu bajeŝoma? I se ĝulo ye ñigudu yo maĝew dügyebyo-dügyeĝyoiwa, sündawñe se i je kuhuabai.”
2a04250039	Hangge je hangge je ímdo í kadang ifo truĝitsüabaibi.
2a0426007d	I ñegru yo kahuañe simon í ñe ge ji, süge se Simon (Pirat) ichi apye ye uso shüñe nala. Sündada i íbo i küĝütcho.
2a04270090	I ichi üñisa a gudzulye se usso shü nadaw í züg, züwñe sese usso shüw ye gabruag sünda uwabyo-uwaĝyowñe i süge age da í datunotcho.
2a04280099	Dru guamkoi sese dju-dju sama-sama yo nomñew yo so natsüdama, se na ichi ge la jikutsü, sündawñe i ügzü ye nadru ge a a dañe vyeñe na dagyotsü.
2a042900b9	Sündawñe ĝulo mauw na ŝogzuñe che, “Ba Tawgyew ichi üsawwa,” ŝüpyo nachi go kuhuatsü, séŝo i se na züñe seyo ñu mazüdügye, hado chemeje na danghudabi, i Masi cheñe.
2a042a00a8	Sünda ñetoahuwñe i namko yo kahuañe ĝüdzüw ge katrükralye, sündawñe upu na í tchüsetcho ichi a kakusetcho, sünda í dügoha, nachi go djukatrükralyeweñe.
2a042b0080	Séŝo i ná chetcho, “No ñetrü utro ge je Tawgyew ichi shi-ñu trujo dulumme, hado chemeje nó he í daweñe kiabadamme.”
2a042c0031	Sünda i Galili ñetrü go ñegru ge shi-ñu tru.
2a05010094	Upu na ichi ge gapulotsüñe, seyo Tawgyew ichi shi-ñu na dzütsüküĝütsü, sünda ibó ge Gannesrat go huĝülyi üdza to gudzu, sese ana a da.
2a05020066	Sese i huĝülyi üdza ge lü ksü vyedaw hohu, seyo tromaw-dzükrüw na ná tromaw na tchegüdramkoi.
2a0503009d	Se lü namko ye a ye, se Simon ichi ye lyimyoalye, i í hudza ge me latrülyeweñe küĝüñe che, sündawñe i lü ge ĝyolye i nüna ná shi-ñu trukülye.
2a05040071	I ñu trufiahuwñe, sese i Simon i che, “Ĝyuw ge la jikewe, seyo tchü lügyejoñe bá tromaw ye majo dawe.”
2a0505008a	Simon i í chetcho, “He Tabrawwa, no yakülyi ñegimütrü kuw koĝiw dawye ha malügyelafibi; sedamje ba ñu cheda, tromaw mamkoime.”
2a05060053	Se i süna dawñe, ichi tromaw ye tchü aña-ŝütchüw tromaw gaĝalajew malgrula.
2a050700c0	Sündaw i í draw utro lü ge gyodaw na, age djeñe latunoweñe naje damche: seyo se na djekutsüñe, se lü ksü ye gudze-gulüŝüahuw lagu vye sünda lü yeje mülajo ladjew latchuĝyo vye.
2a05080096	Se na holyebi Simonñe Patras naksü Jisu üshitrü ye gaañe, seyo che, “He Tawgyewwa, notrüĝañ yo katrülyewe, hado cheme no lalo nünabame!”
2a05090061	Hado chemeje aña ŝütchüw tchü lügyeladaw í holyeñe i seyo üdra ayo na mavenghuatsüdabi;
2a050a00c1	Seyo sünatchombo Jabdi í üsaw Yakub ñe Yohañ naksü je, dju Simon í shürhawma, mavyenghuatsü dawñe Jisu i Simon í chetcho, “Djuĝejodawe, ayogo ba nüna ná üshü tsülajo dawe.”
2a050b0048	Sündawñe na lü ye hudza ge lakulye seyo sa a tralye ífum ífum kase.
2a050c00d9	I utro ñetrü ge dulu sese, se süge ĝoĝo yo tsafoahuw nüna a ye jiku, sünda i Jisu í hohulye uvro ye gakülyea, sündalye küĝüñe che, “He Tawgyewwa ba dagyojoñe vyedameje nó ba muchoadügyefijoŝome.”
2a050d008a	I ügzü ye djüñe dadülye che, “Bá muchogüdraweñe, no vedame.” Sündawñe ichi se ĝoĝo tsadaw ye seŝügudo ye kagüdrüatsü.
2a050e00c8	Sündawñe i í trudrüse, “Djusaje djutruwe, séŝo kañe babraw ba mügaw na shewe, seyo ba künda güdraw mucholawma se fo ye, se hadamje Musa i djüvyelyedama se í djüwe ifo gow trufijoñe.”
2a050f008d	Séŝo íbo gow ñu ŝüpyo tüĝa-zeĝitsü, seyo ŝüpyo nünapu ye ichi ge shi-ñu dzüjoñe seyo sonaw na dagyolajoñe ichi ye keĝitsü.
2a05100035	Séŝo i nüna ñiw ge utroga kagañe küĝüñgudru.
2a051100ef	Ahua ye ana a datcho, i shi-ñu trumkotchoi sese, Farisiñe dakyew kikyew na sa a ĝyoda, dju Galili seyo Yahudiya go küña ñetrü duluma sego na, seyo Yarusalem go jiku; sünda naw na dagyoijoye Tawgyew í ĝagra gokyew ye idra ye duse.
2a05120098	Seyo howe kagua na külyi-ĝüdjew naw nüna a ye, ñelütsüdru ge lalyi, seyo na í ĝütrü ge la jikuñe lamyoañe seyo Jisu ivro ye vyejoñe daahi.
2a051300a7	Seyo na upu mutchusübyeñe ñelunge la majimyofiwñe, na ñelütsü udru ge lyilyiñe seyo ñeltsü tahalye, í ĝütrü nadra ye Jisu uvro ge ulungko ye kikülyeaha.
2a05140059	Jisu i na umsow lutuksüw vyedaw ye holyeñe che, “He nüna bá lalo ye muchoajemme.”
2a05150094	Sündawñe shizew-ñuzew nañe Farisi naĝütchü cheĝi, “He i djubajema, Tawgyew í mow uw zehi ye? Tawgyew í tralye dju lalo na muchoifiwa?”
2a05160046	Jisu i nalu ge vyedaw danghulye ná che, “Djo djolu ge ha vyemkoiya?
2a05170068	Hado vyedoña? Ana chejoma, ‘Djo lalo ná muchoadama,’ semome ana ma ‘Gudzuñe seyo kutro djeg?’
2a051800cd	Séŝo ye ana dadá djo danghujo dawe nüna üsaw í druguw-drulyiw ayo lalo muchoaifiwme.” I se külyi-ĝüdjea nado í che, “No ba chemkoi me, gudjuwe seyo bá ĝütrü ye lalye ba ñe ge la kabi.”
2a05190070	I jeañe ütrü a gudzu, seyo hayo sa a í gudru dama se í lolalye, Tawgyew í trolye í nudzoĝ ñe ge kajebi.
2a051a007a	Sündawñe vyew na mavyenghuatsüñe Tawgyew í trotsü, sündalye ŝüpyo ĝeñe che, “Yow ñi sama a ñu hohujemme.”
2a051b008b	Seyo sefum a i ñepsü ge jihua, seyo Leviñe ñidaw a ye patso-law nüna ye patso ñe ye ĝyodaw hohu, sünda í che, “Nófum kasewe.”
2a051c0028	Sündawñe i vyew tratsülye ífum kase.
2a051d0094	Sünada Levi i í ñe ge ava tsaw rhano a djü; seyo sünda se patso-law nañe seyo nüna utro a upua nañe üŝa ĝyoñe ava tsa, ŝüpyo upu dyam.
2a051e009f	Seyo Farisi nañe seyo shizew-ñuzew nañe í shürhaw ná ana cheñe zekütso-zemrhü “Djo patso-law seyo lalobraw nadra hado ĝyoñe üŝa tsa-tu daiya?”
2a051f0053	Jisu i na chetcho, “Müga ñachi ge so manaw na majijome, séŝo sonaw na jijome.
2a05200052	No nüna güdraw na mowme, lalo duw ná nadrü-nalu lagudoijoñe balaw kakuwme.”
2a052100ab	Seyo na í chetcho, “Yohañ í shürhaw na ye ŝüpyo uw yo matsa-matuw küĝüñe ĝyoiwa, seyo sünambó Farisi nachi go na je, séŝo bá shürhaw na ye tsa-tuiwa.”
2a0522006b	Jisu i ná chetcho, “Hawa ba name gzü jiw nüna ná gzübraw ye nadra dulu sese, matsa-matudügyefijoma?
2a05230071	Séŝo se ñeto je kakujome, sayo sa a gzübraw ye nayo utroga dajome, sese na se ñeto ge matsa-matuw dajome.”
2a052400a5	Ná i zeĝaw a ze tru, “Dju nüna yo gye ükün ye taĝañe dju matüpsüwme, semome ükün ye taĝajobabi sedamje se tüpsüdaw ye je gye üme üdra makamyoĝijo.
2a0525008d	Seyo dju je tsühu ükün ye dzaĝi üme gye mapyujo, semome tsü ükün ye se dzaĝi üme yebó byoĝalye kasuajo, seyo dzaĝi je mau lyajo.
2a05260038	Séŝo anggur uhu ükün ye dzaĝi ükün ge pyujo dume.
2a05270071	Kagua nüna na tsühu üme ye tulye ükün ye matuĝoñjo, hado chemeje na truibi, üme ye ufomdodaŝo cheñe.”
2a0601008a	Sündalye ĝyogow ñeto sehu i vi goŝü dañe kamkoi sese, seyo í shürhaw na pu ye trükülyelalye, ügzüku yo shükrüñe tsa-tsa ka.
2a06020075	Sese Farisi namko yo na hadamje chekülyetcho, “Djo süna chiĝa hado dawwa hai ye ĝyogow ñeto ge madafiwjoma?”
2a06030064	Jisu i ná trutcho, “Hawa djo he í mangüma, nugo Dawudñe üdra ayo na luhuŝüda sese ha dawma?
2a060400a0	I kündañe Tawgyew ichi ñe ge jima, seyo lapsü djüdaw go odje na lañe tsa, se na bó mügaw ná tralye djusaje matsafijo, seyo ídra yo naje djüdalubi?”
2a0605004c	Sünda i ná chetcho, “Nüna üsaw ye ĝyogow ñeto ge je Tawgyewbamme.”
2a06060092	Sünda ana dañ ahua ye ĝyogow ñeto kuw sese i ñegru ge jiñe shi-ñu trutchoñe da ĝyo; seyo sa a nüna a duw ye ügzü fuvro go krosdzüada.
2a06070076	Shizew-ñuzewñe Farisi na í hadamje zeñe ñu jojoñe hoksü ĝyo, i ĝyogow ñeto ge dagyoahima madagyoima hojoñe.
2a06080080	Séŝo ibó nalu vyedaw dãhuñda; sündada i se ügzü kroadaw nüna í che, “Pülyiñe, umko a gudzug.” I pülyiñe gudzu.
2a0609008d	Jisu i í chetcho, “No djo he dzüime ĝyogow ñeto ge ha dafijowa, uw dajo veima mo mau dajoma; shüw ná ĝaksüjoma mo maĝaksüjoma?”
2a060a0083	Seyo i vyew ná hozeĝiatsülye, se nüna í che, “Bagzü ye vro ge djüwe.” I süna da, sündawñe ügzü ye muchoañe uw lya.
2a060b0063	Séŝo se na ñepsü ge kuhuatcholye lusvyuñe naĝütchü poĝitcho, ñi he Jisu idra ha dañelye?
2a060c0064	Seyo se ñeto bó i pudru ge küĝüw katrükralye, seyo akülya ñetow Tawgyew í küĝü ñetoaha.
2a060d0065	Ñetoahuwñe, i í shürhaw ná balalye namko ye ĝü yo ksü ye pola, sündalye ná shürhawñe che.
2a060e008a	Sünda se na heimme; Simon í ñiñi ye i Patras ñe je vye; seyo í ñuw Andriyas, seyo Yakub, seyo Yohañ, seyo Fillipus, seyo Bertulme,
2a060f0057	Seyo Matti, seyo Tomas, seyo Halfais í saw Yakub, seyo Simon dju í Jeletes je chewma,
2a06100055	Seyo Yakub í saw Yahuda, seyo Yahuda tcho Iskariyoti, se i í tsadrüahuw lyikülye.
2a061100dd	Sündawñe na ídra kagalye no üpra a ye gudzutsü, sünda ichi shürhaw na upu mutchu, seyo vyew Yahudiya na, seyo Yarusalem, seyo Sor seyo Sidon go sütüĝülü üdza ge küña ñetrü ma sego ŝüpyo nüna upu na je,
2a0612008c	Dju i shi-ñu truw í seyo ĝulo ná muchoañe dagyojoñe ichi ge jikutsüdama, süge dutsü. Seyo chigüje na maw da vyedaw na je uw dagyo.
2a06130058	Seyo vyew na í kidüĝyoñ vyetsü, hado cheme íso go ĝagra na kahuañe ná muchoahi.
2a0614007d	Sündawñe i í shürhaw nachi ge hoñe che, “Ŝüvzüwme bá, ñeto daw ye, Hado cheme Tawgyew ichi ñetrü ye bachime.”
2a06150077	“Ŝüvzüwme bá je, dju luhuŝüdama, Hado cheme ĝaksüjome, Ŝüvzüwme bá, dju ksei ma; Hado cheme tchüjome.”
2a06160094	“Ŝüvzüwme bá, dju nüna üsaw íbo Bá mau dajome, Seyo bá lahuajome, seyo bá tchüĝo-hoĝojome, Seyo bá ñiñi danghulye vyetsü djojome.
2a0617008e	“Sehu ñeto lüshüñe gyojo dawe, hado cheme hojo dawe, babó soĝgo ge lapsü dume. Í bupye-ñipye ñihow kew nadra je süna dawbamme.”
2a06180052	“Séŝo tui me djo, dju bo-luko duma, Hado cheme djo djolu vyew apyew pajebi.”
2a06190090	“Tuime djó dju hesahe ĝaksüwdadama, Hado cheme luhuŝüjome.” “Tuime djó, dju hesahe tchüima, Hado cheme duhu pajome seyo ksejome.”
2a061a0074	“Tui me djó, nüna na djodruge uw chejome, Hado cheme ná bupye-ñipye na mülaw ñihow nadra je ana dawbamme.”
2a061b0065	“Seŝo dzüvodo djó no chei me, bá vyeñido na nülvow dawe; bá dju mau daiba sena uw dajo dawe.
2a061c005b	Bá dju chemui ma, sená gaĝüzü djüjo dawe; bá dju zeamei ma, senábo küĝüijo dawe.
2a061d0077	Dju bákrumo ge tcheima, ichi ge krumo a go je djüwe; seyo dju bachi güfaw laĝaima, se í bá polu djulawe djuchewe.
2a061e004d	Dju damje bá prüima sená djüwe; seyo bachi gañ laĝaimeje, í djuprüwe.
2a061f0046	Seyo ba nüna ná bá küna daweñe vyedama, baje ná süna dajo dawe.
2a0620009a	“Seŝo ba bá nülvow dai ná akasa ba nülvow dame je, ba ha dew dawwa? Hado chemeje lalo dado na je, ná dju nülvow daima na je sená nülvow daŝoi.
2a06210072	Ba bá dju uw daihi ma sená akasa uw daijobame, bá ha dew chejowa? Hado chemeje lalo daw na je süna bó daŝoi.
2a0622007d	Seŝo ba í chi gudzumeje, nachi go patchojoñe vyemeje, bachi ha uwwa? Hado cheme lalo daw naĝütchü je chi bó gudzuŝoi.
2a062300ef	Seŝo bá vyeñido nadra nülvow dawe, seyo uw dawe, seyo patchojoñe mavyew chi gudzujo dawe; seyo babó dew lapsü lyijome; seyo ba Tawgyew í üsañe chejome, hado chemeje i se nabó dju maŝüvzüdügyejome, dju kew nadru ge nülvoi me
2a06240035	Baw küna nülvosüwma, sünambo ba je nülvojo dawe.
2a0625008e	“Külü dju jowe, sündame badru ge je külü majojome; trudañe djuchewe, badru ge je truda machejome; aloijoda, sündameje bá je alojome.
2a062600b7	Djüjo dawe, sündame bá je djüjome: nüna na düsdzü-düsdzüñe seyo so-soñe seyo gusuañe badru ge suijome, hado cheme ha chi yo ba tsoima, se chi yo babó je seiyo tsojome.”
2a06270078	Sündatcholye i ná zeĝaw a yo chetcho: “Hawa ñiĝew ye, ñiĝew í ĝabo trufijoma? Hawa naksü noĝu ge magaajoma?
2a0628006f	Shürhaw na nudzoĝ chi dadrüw na yo madewfojome, seŝo djudamje dagro dama, i í chi dadrüw imbó vyedujome.
2a06290070	Ba bá ñuw ichi iñi go gashüsadaw shobosa í hado hoiya, seyo bá nudzoĝ báñi go sholbosa duw ye maholama?
2a062a011d	Seyo ba bá nudzoĝ bañi go sholbosa mahomeje, ba bá ñuw ichi í künda chefijowa, ‘No ñuwwa, mola bañi go gashüdaw ye lahuajoma?’ He dakulyutchüwba, uvromashü bachi iñi go sholbosa lahuavzüwe, sündameje sese bachi üñuw ichi iñi go gashüdaw ye hohulye lahuahifijome.
2a062b006c	“Ha shoñ uw a je ñime, dju sheje ha madaĝiw jewma, seyo ha madaĝiw shoñ je ñime, dju shejo uw jewma.
2a062c0080	Shoñ küña duma, nudzoĝ üje yo hosüwme; hado cheme nüna na gralye go lufuje mapyowme, seyo küfsüje go angur mapyofijome.
2a062d009d	Nüna uw na nudzoĝ lu go ñu uw chehuahi; seyo nüna mau na nudzoĝ lu go mau ñu na mau yo chehuajome; hado cheme lu ge ha gudama se i namdzu go kahuajome.
2a062e0061	“Ba nó ñu chew ná madzüjomeje, sünameje hado nó ‘He Tawgyewwa, he Tawgyewwa,’ cheiya?
2a062f0066	Dju damje nochi ge jikuima, seyo nó ñu í dzühulyeñe zew dzüima, no djo trujome, na dju vyeduwma?
2a063000c1	I se nüna i vyeduwme, dju ñe damkoi sese nogüdzü ye ĝyuw chigalye kunu ge ñekrü dzuñe, seyo hutchuĝo-ĝolüŝü ye idru yo da kaa, séŝo í madañifijome; hado chemeje i lyow yo dada.
2a063100d4	Séŝo dju dzhutcholyeñe zew madzüma, se i se nüna i dambo vyeduwme, dju nogüdzü ye ñekru lyow madaw dadama. Se udru ge hutchuĝo-ĝolüŝü kame, i sebyo-seĝyo ngüañe seyo se i gaañe ganü-gaĝaaha.”
2a07010040	I í ñu ná nüna na trumdzoalyeñe Kafarnahum ñetrü ge jiku.
2a0702005c	Sünda mükaw a ichi kulom djú i, í ñeŝümbo veduw vewma, usso nañe dzüjo veduw lyada.
2a07030072	Jisu iñiñ hutraw-notraw dzühulyeñe Yahudi ñetrü go nugow na ütrü ge í kulo í jikuñe dagyoiwe cheñe ki.
2a0704004d	Na Jisu ichi ge jikuñe ishitrü ge gaañe ana che, “Ba ibo he i daijo dawe
2a0705004f	Hado chemeje i ñí ĝübye na nülvo daw, sünda ñi melye ñe ije i daihu.”
2a070600e3	Jisu i nadra nadra hutro jisa, sünda i ñe yo añe üĝa ñibisa sa a, mükaw i üdraw na yo ana cheñe ki, “He Tawgyewwa, ba ñikuñisüw djudajodawe, hado chemeje nochi ge übadzü ñime, ba no ñelütsü pudaw ge jimyojo.
2a0707006d	Sündada nudzo no bachi ge jikujo übadzü duñe mavemme, sé ba bá ñu i truñe no kulo usso dagyoiijodawe.
2a070800e5	Noje nüna na üla yo nünabame; sünda shipashi na nogzü geme, sünda nüna a í ‘Kab’ chewñe se nüna ye kaw, sünda ütro a í ‘age kab’ chewñe i kaku; sünda no kulo na ‘He i da’ chewñe na se chiĝa i daag.”
2a070900b2	He ñu í dzühulye Jisu i lumashüw vea, sünda i ufum ge nüna upu kalasalai nachi ge tcholtruĝiañe cheñ, “No djo he trungkoi heme, Israyel ge je no ana veksüw mapame.”
2a070a0046	Sünda nüna kidaw na ñe kaku hobanda, kulo usso nadaw i dagyovodabi.
2a070b0060	Me ñegi fum sa a i Nayan cheñe ñetrü a ge ji, ichi shürhaw nañe seyo nüna upu üdra jisa.
2a070c00c0	I se ñetrü gow füta ütrü iñisa jiku, hojodawe, nüna na ñimo a í ñepsü ge la kahuangkoi; se ye üyan üsaw akasa ba, sünda i müjem: sünda ñetrü gow ŝüpo nüna añe üdra dusa.
2a070d0043	Í hoñe Prabu üdrapra-ulupra na, sünda i cheñ, “Dju ksewe.”
2a070e0094	Sündawñe i iñisa ge jikuñe ñimo vedaw i ki; sünda gidaw na ĝogog jebi, sündawñe i cheñ, “O muhumya, No ba chengkoime, pakülyejodawe.”
2a070f005d	Sündawñe se dzüdaw ye pakülye ĝyo, sünda ütrü zekülye: sünda i í üyañ i djülye.
2a071000a5	He yo vyew na ĝeatsü, sünda na Tawgyew ibo gow troñe ana che, “Ñimko a ŝüpo dyew ñihow truw a kakülyadame, sünda Tawgyew i í nülvow í nüna na she.”
2a07110052	Sünda ibo gow ñu ye vyew Yahudiya seyo iñisa gow vyew ñetrü ge truzeĝiatsü.
2a07120031	Sünda Yohañ i í shürhaw na he ñu na trutsü.
2a07130089	Sündawñe Yohañ i í shürhaw nangko yo ksü i balalyeñe Prabu ichi ana dzüw ki, “Kakujo ye babamma, mo no utro na ĝyokrüjoma?”
2a0714008a	Na ichi ge jikuñe cheñ, “Yohañ baptisma djüw i ñi bachi ge ana a dzüw kidame, se ye kakujo ye babamma, mo no utro ĝyokrüjoma?”
2a07150074	Sa yo sa a i ŝüpo na usso naw yo seyo duhu yo lahuaida; sünda mütü kamyodaw seyo ŝüpo iñi ĝiw na iñi djü.
2a07160104	Sünda i í che, “Djo ha ha hohuñe dzühudama, kañe Yohañ i trujo dawe; iñi ĝyew hohungkoimme, üshi lyew kahingkoimme, ĝoĝo nadaw i dagüdrajemme, ufu vaw dzühungkoimme, sünda dzüdaw ye üshükülyejemme, sünda sapse na Tawgyew i shi-ñu trujeme.
2a07170039	Tawgyew i ŝüvzüw djudra duma na ushi mahütrüjome.”
2a0718009b	Yohañ i kidaw nüna na kawñe, Jisu i Yohañ ubo gow nüna na ana tru, “Djo bye ge ha how jiña? Ha, ñedzülyiw yo age ngüa süge ngüa daw müsuĝ i?
2a07190085	Nameje djo ha how jibaña? Ha, nüna gye howsa shedaw í? Howe, dju gye-ĝuvo uw sheima sünda ñe uw ge gyoima, na mahal ge ĝyowwa.
2a071a005f	Nameje ha how jimdobaña? Ha, djuma a ñihow í? Am, no djo trungkoime, ñihow truw ije dyewfo.
2a071b0074	He ye sebamme, djubo ĝidama: ‘Howe, no muko í bavro bavro kijome, dju bavro ge kañe ĝabo gudow davojome.’”
2a071c0092	“No djo trungkoime, mim naluhu yow sadaw na, namko ye Yohañ i dyewfo djuje mome sé dju Tawgyew i ñe ge imisafo dama, i se ije dyewfo me i.”
2a071d0066	Sünda vyew nüna na seyo patso-lavow naje dzühuñe Yohañ ichi gow baptisma lañe Tawgyew i umso ve.
2a071e005c	Sé Farisi seyo shotuko-kunu davow na ichi baptisma malañe Tawgyew i ĝabo shedaw i madzü.
2a071f004d	“Sündada: no he shültsongkoi gow nüna na ha üdra tsojowa? Na ha veduda?
2a072000a9	Na se angasa na veduw dju bajar ge ĝyoñe naĝütchü ĝuksuĝiñe ana cheĝiw, ‘Ñi babo bzüva viw, se ba ñuksu je mada, sünda ñi duhu dawgeje ba kseje makse.’
2a0721007f	Hado chemeje Yohañ baptisma djüw i odje je matsaw kakülyada seyo tsü je matuw kakülyada, sé ba cheiye, usso ge mütü du.
2a0722009a	Nüna üsaw na tsa tuñe kakülyahume; se ba chewye, ‘Howe, tsaĝotüw sünda tsü tujetchüw nüna nawa, patso-law üdraw seyo lalo gifuĝuw nadraw.’
2a07230036	Sé patsü-sholu ye nasaw nachi í umsoñe da veda.”
2a0724006d	Sünda Farisi a ye í üdra ava tsasaweñe bakuda; sündawñe: i se Farisi i ñe ge jiñe ava tsajone ĝyoha.
2a07250094	Süge se ñetrü yo lalobram a ye, i Farisi i ñe ge ava tsaw jikuñe ĝyoda che danghulye, kunulübzü yo daw shüve a ge ŝowsa ŝow uhu lajikuda.
2a072600bc	Sünda üshi ütrü ge, fum gow gudzüñe kseñe üshi i üñiŝü yo daĝüñe sünda nudzo ükye gow ükyetrü yo dügüdra sünda üshi ge umdzu yo tsa tsañe, ŝowsa ŝow uhu yo ŝüi.
2a072700c3	He í holyeñe, se Farisi dju í baladama, üdrü-ulu ve vemche, “I ñihow truw nünan meje i danghujobi, dju i kingkoima, se ye djuma seyo küna mimma cheñe? Hado chemeje ibo lalobrambabi.”
2a07280051	He í dzühulye Jisu i hutrolañe cheñ, “Simonña, no ba hadamje a chejome.”
2a07290073	“Bo djüw a ichi gudzuvaw ksü duw, a ye lumu yo bosüñ fo pom, seyo utro a ichi ge lumu yo bosüñ pomĝü duw.
2a072a0081	Ichi ge domĝütchojo ñiahuñe, sündawñe i naksü maksü i ujobammeñe traaha. Sünda: naksümko a dju í nülvo fo vejowa?”
2a072b005a	Simon i cheñ, “no vew ge, i djú añe traafodama.” I í cheñ, “Ba uw vebadamme.”
2a072c00cf	Sünda se mim ichi ge tcholtrüñe i Simon i che, “Ba he mim i homa? No ba ñe ge jikuwbi sé ba nó üshi chejo hu je madjü, se i noshi i iñiŝü yo dagzüida, seyo i nudzo ükyetrü yo dügüdraida.”
2a072d004a	Ba no umdzo yo bubu matsa, se no jikuw yo i noshi i umdzo yo bubu madamdu.
2a072e0043	Ba no kye ge tel je maŝüi; se i noshi ge ŝowsa ŝow uhu ŝüida.
2a072f009e	“Sündada no ba chengkoime; i lalo ŝüpo duw ye, muchoihumme, hado chemeje i ŝüpo nülvo dada; sé djuchi mesame muchodama, i nülvow je mesame dawba.”
2a0730002f	Sünda i mim í che, “Ba lalo muchoajemme.”
2a07310068	Sündawñe üdra a ava tsaw ĝyosadaw na, nadrü-nalu ve vetsü, “He lalo na muchoihu ye djubajema?”
2a0732004d	Se i mim i che, “Ba küĝüw ye ba ĝaksüi damme, lüshüw yo kajodabe.”
2a08010084	Se yo na ñetrü ñetrü shi-ñu tru ka, seyo Tawgyew í ñe gow shi-ñu na truñe kahiw, sünda i nadra shürhaw ĝü yo ksü duse,
2a0802008d	seyo mim üchea naje djuso gow mütü na lahuañe so naw na dagyodama, se iñiñ ye Mariyam Magdalini chewme, djuso gow mütü mro kahuadama.
2a08030071	Seyo Herodes i hokrüvow Kuja ufum Yoanañe Susana seyo ŝüpo mim na í ná gañ-miĝi yo na kulom na hotunovow.
2a08040061	Nüna upu jikyeĝiatsüwñe, seyo ñetrü ñetrü gow na je ütrü ge jikutsüwñe, i zeĝaw tru:
2a0805008d	“Üsü traw nüna a ye üsaw traw jihua: trangkoi ye üsü üchea ye ĝabokutru ge gaa, sünda dügrüprag, seyo ñedzü gow musu na pilag.
2a08060054	Seyo üche ye kunuka udru ge gaa, sünda shükülye, séŝo hu gzüw mapawtro graha.
2a0807004e	Üchea ye tsü namko ge gaa, sünda tsü na üŝa üŝa shüsañe i shümüla.
2a0808009d	Seyo üchea na no uw ge gaada, sünda shülyilyeñe sheje fuĝua dzaw djüda.” Ana chefialyeñe i gow yo ñu che, “Djuchi ge dzüjo ufu duma dzüsawe.”
2a08090030	I shürhaw na i dzü, “He zeĝaw ichi hawa?”
2a080a009f	I cheñ, “Djo Tawgyew i ñe go ñu na dzüsüdügyewbi, se utro na zeĝaw go trujome, hado chemeje na hohuñe mahohujome, seyo dzühuñe je madzüsüjome.”
2a080b003a	“Zeĝaw í chemeje ana me: üsü ye Tawgyew í ñume.”
2a080c00c1	Ĝabo üdza ge ĝyodaw na dju dzühudama; sündawñe mütü na jikuñe nadrü-nalu gow Tawgyew í ñu i lañe katrükralye, hado cheme ana malyajoŝoma na Tawgyew i küĝüñe na ĝaksüw pajo.
2a080d0085	Kunnu udru ge duw na, dzüñe lüshüw yo shi-ñu bo laŝoi, séŝo ükrü ñiw tro ye na umso mesame kuw ve, sünda muchow ge gaaha.
2a080e0095	Dju kusu ge gamyoadama, se na, dju dzüi na, sé vro ge kañe vesumow seyo bo-luko seyo shüng-dongkoi ge duhu ge gamyojome, sünda na sheje mañujo.
2a080f0060	Sé no uw gow na he me, dju shi-ñu lu-drü lümyew yo dzüñe veima, na se yo sheje lakufijome.
