2a00000004	Luka
2a042200ab	“Hej, če aj tu ku noj, Isusulje dăn Nazaret? Ajvinjit s uništještj p noj p sufljeti alji rovj? Štiuv jo činje ješt tu: tu ješt Svăntu karje Dimizov atrimjes!”
2a04230091	Isusu ja zapovjedit: “Tač š ješ dăn jel!” P aja sufljetu alu rov p omu la dubărăt pănglă toc š aišăt d jel š nu ja naudit nimika.
2a042400a6	Lumja afost zadivic š ančiput s rubjaskă unji ku alc: “D karje aštja vorbje! Ku autoritetu š ku snaga zapovjedjaštje alu sufljeti alji rovj, š jej jašă!”
2a0425002c	Š toc ăn regijaja auzăt če Isusu afukut.
2a04260083	Isusu aišăt d sinagogă š apljikat ăn kasă alu Šimun. A suakra alu Šimunuluj amučito marje fok š jej la rugat s ja žutje.
2a04270077	Isusu astat pănglă ja, zapovjedit alu fokuluj s u lasje š foku alăsato. Š odma sa skulat š lja dus s mălănčje.
2a04280087	Kănd akăzut nuaptja, toc karje arje bolesnikurj lja dus la Isusu. A Isusu p tot ăla apus mănilje s lji likujaštje d tuatje bualje.
2a042900f3	Isusu putirja sufljeti alji rovj dăn multje lumje, š sufljeti alji rovj striga kănd iša: “Tu ješt Bijatu alu Dimizovuluj!” Atunča jel alor zapovjedit s nu rubjaskă daja če jej aštijut k je jel Kristu p ăla karje Dimizov atrimjes.
2a042a008f	Kănd asvanit zuva, Isusu aišăt d trgula š apljikat ăn pustinje. Š multă lumje l kată. Kănd la găsăt, jej l ruagă s rămăje ku jej.
2a042b0080	A jel lji zăče: “Trjebje s măduk š ăn alturj trgurj s rubjesk Bună vorbă d cara alu Dimizov. Daja Dimizov matrimjes.”
2a042c0046	Š Isusu rubja Bună vorbă ăn sinagogje ăn pămănt alu Židovilor.
2a05010075	Una zuvă, kănd Isusu astat pănglă apă Galileja, multă lumje s strănđa pănglă jel s audje vorba alu Dimizov.
2a0502008a	Majdată d asta, njeki ribarji već aišăt dăn čamacurj š ančiput s čistjaskă mrežilje. A Isusu avizut alor doj čamacurj p obală
2a0503009d	š auntrat ăn unu čamac, karje irja alu Šimun. Š Isusu la rugat s puatje ucără s l pinđje dăla obală. Atunča šadje, š ănvăca p narodu d čamac.
2a0504008b	Kănd aprestanit s rubjaskă, zăče alu Šimun: “Pinđje čamacu maj dăpartje undje maj adănkă apa, š arunkăc mrežilje d pukat.”
2a0505008c	Šimunu zăče alu Isusuluj: “Gospodarulje, tuată nuaptja njam potrudit š nimika nam pukat. Ali kum tu aša zăč, osă arunk mreža.”
2a05060069	Kănd Šimun š ortači aluj afukut aja, jej apukat mult pjaštje, atăta d mrežilje ančiput s s rupă.
2a050700a6	Ribarji afukut ku măna alu ortači alor ăn altu čamac s vije s ažută. Jej avinjit š atăta napunit p amiždoj čamacurj d pjaštje k jej ančiput s potunjaskă.
2a05080083	Kănd Šimun Petar aja avizut, akăzut la intja alu Isusuluj š zăče: “Fuđ dăla minje, Domnulje, daja če nu sănt om bun!”
2a0509004f	Š jel š toc karje afost ku jel ăn čamac sa mirat kăt mult pjaštje apukat.
2a050a009d	Š isto aša sa mirat Jakov š Ivan, fičorji alu Zebedej, ortači alu Šimun. Isusu atunča zăče alu Šimun: “Navja frikă. Dakuma osă puč p lumja.”
2a050b004d	Kănd jej askos čamacurj p obală, jej alăsat tot š apljikat dăpă Isusu.
2a050c00e4	Una zuvă Isusu avinjit ăn unu trg undje afost unu om pljin d bualje p pjalje. Kănd jel avizut p Isusu, akăzut la intja alu Isusuluj ku fălči kătri pămănt š sa rugat d jel: “Domnulje, akă vrjaj, poc s m likuješt.”
2a050d0060	Isusu tinđje măna, la dotaknit š zăče: “Vrjauv. Fi likujit!” Š guba odma sa povlačit.
2a050e00e7	Isusu ja naredit: “Nu zăča alu nimilja, nu još, njego fuđ odma š pokazaštitje alu popăj kum aputja s t pregledjaskă. Prinisaštje žrtvă d čistjala ata, kum Mojsije azapovidit kum aputja toc s vjadă k ješt likujit.”
2a050f006c	Atunča glasu d Isusu tot maj mult sa proširit š mulc narod avinja s l audje š s likujaskă d buala alor.
2a05100038	A maj mult vorj jel s povlača ăn pustinje š s ruagă.
2a051100f3	Kănd una zuvă Isusu ănvaca p narodu, ănklo šidja š farizeji š učitelji alu zakonu alu Mojsije karje avinjit dăn tot satu ăn regija Galileja š regija Judeja š d trg Jeruzalem. A săla alu Domnuluj irja ku Isusu s likujaskă p lumja.
2a0512007e	Avinjit njeka lumje karje aduče p nosilje p om karje nu puatje s umblje, pa pokuša s l adukă š s položaskă păglu Isusu.
2a051300bb	Păntruv narod jej na putut s l adukă ăn kasă undje Isusu ănvăca. La dus p stipinic p krov š afukut rupă š p nosilă, la slubuzăt ăn mižlok d sobă pravo la intja alu Isusuluj.
2a05140059	D aja Isusu ashvatit k krjadje ăn jel, azăs: “Ortakulje, sa oprostit grešala ata.”
2a051500b4	P asta učitelji d zakonu alu Mojsije š farizeji agăndit: “Činje ăsta karje găndjaštje k rubjaštje kašă Dimizov? Činje, osim Dimizov, puatje s oprostjaskă grešala?”
2a0516004a	Ali Isusu aštijut če găndjaštje š lji zăče: “Dăče aša găndic?
2a05170065	Dali nuje majušurje s zăkă: ‘Sa oprostit grešala ata’, njego s zăkă: ‘Skual š umblă’?
2a051800c6	Ali, s štijic k jo, Bijatu alu Omuluj, am autoritet p pămănt s oprostjesk grešala.” Atunča zăče alu omuluj karje nu puatje s umblje: “Cije zăk: ‘Skual, ja nosilă š fuđ akasă!’”
2a05190068	Š omu akuma sa skulat la vojki alor, alat aja p čaja azukut š apljikat akas, slavja p Dimizov p drum.
2a051a0091	Š toc afost skroz zadivic š ančiput s slavjaskă p Dimizov. Afost pljin d frikă š rubja: “Astăz noj amvizut nješto če nuje d krizut!”
2a051b006f	Isusu dăpă aja aišăt š avizut p cariniku Levi kum šadje la carină, š ja zăs: “Vină dăpă minje.”
2a051c0037	Š Levi sa skulat, alăsat tot, š apljikat dăpă jel.
2a051d007e	Atunča Levi apriredit d Isusu marje veselije ăn kasa aluj. A ku jej amănkat mulc lumje š ăntră jej irja mulc carinikurj.
2a051e00df	Atunča njeki farizeji, š njeki učiteljurj d zakonu alu Mojsije karje irja d grupa alor š prigovorja alu učenikurlje alu Isusuluj ku vorbilje: “Dăče mănkăc š bjec ku carinikurlje š ku lumja karje grešaštje?”
2a051f0076	A Isusu lja zăs: “Alu lumjej zdravănă nu trjebje doktorjamja, već alu lumjej karje bulnavă trjebje doktorjamja.
2a0520008a	Nam vinjit s kjem p lumja karje găndjaštje k je pravedna, njego amvinjit s kjem p lumja karje grešaštje s s okrinjaskă la Dimizov.”
2a052100a2	Njeka lumje ja zăs: “Učenikurlje alu Ivan maj mult vorj postjaštje š s ruagă, aša š učenikurlje alu farizeji, ali alji tjej stalno mălănkă š bja.”
2a0522006e	Lja antribat Isusu: “Dali kutizăc svatovi alu mladoženjej s natiric s postjaskă pănd mladoženja ku jej?
2a05230053	Ali osă vinje vrijamja kănd osă lji ja p mladoženja š atunča s postjaskă.”
2a052400fa	Atunča Isusu nastavit aša če lja spus asta vorbă: “Numilja nu rupje pjatika dăla cuală nuavă s puată s krpjaskă p cuală bătrnă. Akă aja fače, osă rupă cuala nuavă, a pjatika dăla nuavă cuală nu pristajaštje alu cuală bătrnă.
2a052500a6	Š numilja nu tuarnă vinu alu nov ăn bătrnă tăšnj d pjalje. Akă aja fače, vinu alu nov osă rupă tăšnjilje š osă varsă, a tăšnjilje osă propanjaskă.
2a0526003b	Njego, vinu alu nov trjebje s s tuarnje ăn nuavje tăšnj.
2a05270068	Š numilja činje bja bătărn vin nu vrja vinu dăla nov daja če zăče: ‘Bătărn je maj bun.’”
2a06010077	Una sămbătă Isusu triča pisti pijană d gruv. Učenikurlje aluj rupja gruv, š la trljit ku mănilje š la mănkat.
2a0602006a	A njeki farizeji azăs: “Dăče prekršăc zakonu alu Mojsije ku aja če rupjec gruvu ăn sămbătă?”
2a06030098	Isusu lja odgovorit: “Dali voj nas čitit ăn Svăntă pismă ča fukut David, argatu alu Dimizov, kănd aflămăzăt jel š ălja karje afost ku jel?
2a060400ed	Dali na auntrat ăn šator undje Dimizov s poštujaštje, jel amănkat dă mălaju karje posvitit š adat alu ălja karje afost ku jel? Dali nu zăče zakonu alu nostru k mălajusta nu kutjază s mălănčje nimilja činje nuje popă?”
2a06050054	Atunča Isusu lja zăs asta: “Jo, Bijatu alu Omuluj, am autoritet p sămbătă!”
2a06060076	Alta sămbătă Isusu auntrat ăn sinagogă s ănvacă. Afost ănklo om karje na putut s koristjaskă măna dirjaptă.
2a060700ab	Učitelji d zakonu alu Mojsije š farizeji avrut s l optužaskă p Isusu k aprekršăt unu zakon alor. Daja pomatrja p Isusu s vjadă dal vrja ăn sămbătă s likujaskă.
2a060800ae	A Isusu aštijut găndjala alor pa zăče alu om karje arje mănă karje nu puatje s koristjaskă: “Skual š stăj aiča la intja alu toc!” Jel sa skulat š astat ănklo.
2a0609009f	Atunča Isusu zăče: “S vu ăntrjeb: Dopustjaštje zakonu alu Mojsije s s fakă ăn sămbătă binje, ili rov? S spasaskă životu, ili s l uništjaskă?”
2a060a0075	Sa ujtat p toc ăn sinagogă š atunča zăče alu omuluj: “Ătiđje măna!” Jel afukut aša š măna sa likujit.
2a060b0078	Atunča farizeji š učitelji d zakon alu Mojsije sa nikăžăt, š ančiput s dogovorjaskă če s fakă păntruv Isusu.
2a060c0059	Ăn zuviljalja Isusu apljikat p djal s ruađje š provodit nuaptja ku ruguala la Dimizov.
2a060d0084	Kănd avinjit alta zuva, akimat la jel p učenikurlje š ăntră jej akuljes duavăsprjače d lumje, karje lja odredit d apostolurj.
2a060e0066	Afost Šimun, karje Isusu la kimat Petar, Andrija, fratilje alu Petar, Jakov, Ivan, Filip, Bartolomej,
2a060f004a	Matej, Toma, Jakov, kupilu alu Alfej, Šimun karje avut nadimaku Domoljub,
2a0610004c	Juda, kupilu alu Jakov, š Juda Iškariot, karje maj ănklo izdajit p Isusu.
2a061100f2	Isusu sa dat ăn zos dăpă djal ku apostoli š astat p ravnică. Ănklo aštiptat mulc alturj učenikurj aluj š mulc narod d trg Jeruzalem š d tot pămăntu alu Židovilor, š d regija pănglă apă undje irja trgurj Tir š Sidon p sjever.
2a0612007c	Avinjit toc s puje urjajke la Isusu š s lji likujaskă tuată buala. S likuja š ălja karje lja mučit sufljeti alji rovj.
2a06130064	Tuată lumje la akătat s l dotaknjaskă daja činje l dotaknja snaga ajiša dăn jel š lji likuja.
2a0614008b	Atunča Isusu sa ujtat p učenikurj š zăče: “Nurukošj ištjec voj karje ištjec sărač k voj ištjec uključic ăn cara alu Dimizov!
2a06150089	Nurukošj ištjec voj karje ištjec flămănž k voj osă fic narinic! Nurukošj ištjec voj karje akuma plănđec k voj osă vu radujic!
2a061600ba	Nurukošj ištjec voj kănd lumja vu mrzaštje š kănd p voj isključaštje š vu vridjaštje š vu zăče k ištjec rovj daja če ištjec učenikurlje alji mjej, alu Bijatu alu Omuluj!
2a061700bd	Raduicăvă voj ăn zuvaja š săric d radost k istina je nagrada avuastră marje je p čerj, k jej karje vu maltetirjaštje sămănca je alu ălja karje d mult maltetirja p prorokurlje!”
2a0618004d	“Ali grjev vuavă, lumja karje bugată, k već asprimit utjšala avuastră!
2a0619007e	Grjev vuavă karje ištjec narinic, k osă fic flămănž! Grjev vuavă karje akuma vu radujic, k osă tugujic š s plănđec!
2a061a009a	Grjev vuavă kănd p voj tuată lumja uhvaljaštje, k jej karje uhvalja p voj sămănca je alu ălja karje uhvalja d mult d prorokurlje alji mičinoš.”
2a061b0079	“A jo vu zăk, vuavă karje punjec urjajke: Vrjec p dušmanji alji voštri. Binje fičec alu lumjej karje vu mrzaštje.
2a061c0073	Kătăc dăla Dimizov s fakă binje alu ălja karje vu blastămă. Rugăcăvă d ălja karje p voj maltetirjaštje.
2a061d007a	Alu ăla karje t luvjaštje p una falkă tinđje š altă, š alu ăla karje c ja ancuku dopustjaštje s c ja š kămaša.
2a061e006a	Ali dăj alu tot ăla karje dăla tinje kată, a dăla ăla karje dăla tinje fură nu kăta s ăntuarkă.
2a061f0034	Fičec alu lumjej isto če vrjec jej vuavă s fakă.
2a06200074	Akă vrjec samo p ălja karje p voj vrja, nu zaslužăc nagradă. Š lumja karje rovj vrja p ălja karje vrja p jej.
2a06210080	Isto aša akă fičec binje samo alu ălja karje fače vuavă binje, nu zaslužăc nagradă. Š lumja karje rovj fače isto aja.
2a062200ac	Akă pozajmic samo alu ălja karje puatje s vu ăntuarkă ăndrăt, nu zaslužăc nagradă. Š lumja karje rovj pozajmjaštje alu lumjej karje rovj s s ăntuarkă ăndrăt.
2a0623010d	Njego, vrjec isto p dušmani alji voštri. Fičec binje alor š pozajmic alu ălja karje nu puatje s vu ăntuarkă ăndrăt. Akă aja fičec, osă primic marje nagradă š osă fic kašă Maj marje Dimizov karje bun kătri lumje karje nu zahvaljaštje š karje je rovj.
2a0624005e	Fic bunj kătri tuată lumje kum Tata alu vostru ăn čerj jaštje bun kătri tuată lumje.”
2a06250067	“Nu sudic š nusă fic sudic. Nu optužăc š nusă fic optužăc. Oprostic š osă vu fije oprostit.
2a06260153	Dăc š Dimizov osă vu dja. Jel osă vu tuarnă marje količină ăn puală, ka omu bun karje punjaštje găvanu aluj d gruv aša če nabijaštje š potresaštje gruvu pănd god nu s napunjaštje, š nastavjaštje s dodajaskă još maj mult pănd gruvu nu s prelijaštje. K kum miric alu alcilor, aša Dimizov osă mirjaskă š vuavă.”
2a06270077	Isusu azăs alor š još una vorbă: “Dali puatje vorbu s adukă p vorbu? Nu puatje, k amiždoj osă kadă ăn rupă.
2a0628008a	Učeniku nuje maj marje d učitelju aluj. Ali tot učeniku p karje učitelju la ănvăcat tot če štije, osă fije kašă učitelju aluj.
2a0629004e	Dăče tujc la aškja ăn vojk alu altuluj, a nu vjez ljemnu ăn vojk alu tov?
2a062a00ec	Dăče zăč alu altuluj: ‘Omulje, s c skot aškja dăn vojku alu tov’, a săngur ăn vojk nu vjez ljemnu? Ku duavă licje! Skuatje majdată ljemnu dăn vojku alu tov pa atunča osă vjez kum s skoc aškja dăn vojku alu altuluj.”
2a062b007d	“Ljemnu alu bun nu puatje s rudjaskă plodu karje nuje bun, nič ljemnu karje nuje bun nu puatje s rudjaskă plodu alu bun.
2a062c0050	Tot ljemnu s kunaštje p plod. Dăn mărčinj nu sa dună smokva nit strugurlje.
2a062d00b4	Isto aša bun omu rubjaštje bunje vorbje k je inima aluj bună, a omu rov rubjaštje ruavje vorbje k je inima aluj ruavă. Aja če omu rubjaštje arată d karje jel inima arje.”
2a062e003f	“Če mikimăc, ‘Domnu, Domnu!’, a nu fičec aja če zăk?
2a062f004e	Ăla karje vinje la minje š auzăt vorbilje alji mjalje š fače aja če zăk
2a063000b8	je kašă omu karje fače kasa š surpa adănkă rupă š postavit temelju p buluvan. A kănd avinja poplava, š kănd apa navalit p kasă, nu puatje s miškă daja če binje făkută.
2a063100c8	Ali ăla karje auzăt vorbilje alji mjalje š nu fače aja če zăk je kašă omu karje fače kasa p pămănt frzdă temelj. Kănd apa navalit p kasă majdată sa duburăt š irja skroz uništită.”
2a07010049	Dăpă aja če tot azăs alu naroduluj, Isusu apljikat ăn trg Kafarnaum.
2a07020072	Ănklo afost njeki kapetan alu rimuluj karje avut argat karje avut d jel milă. Ăla argat afost bulnav p muartje.
2a07030092	Kănd kapetanu auzăt d Isusu, atrimjes la jel vođe alu lumjaja karje irja Židovurj ăn trgula s l ruađje s vije š s likujaskă p argatu aluj.
2a07040046	Kănd jej avinjit la Isusu, mult la rugat: “Zaslužăt s ji fač aja
2a0705005d	daja če vrja p narodu alu nostru, frzdă jel noj nam putja s sagradim sinagoga anuastră.”
2a070600c9	Isusu apljikat ku jej. Š kănd avinjit la upruapje la kasă, atrimjes kapetanu p ortači la Isusu. Jej azăs: “Kapetanu azăs asta: Domnulje, nu tu mučja. K nu sănt vrjedan s uncăr ăn kasa amja.
2a07070064	Nu sănt vrjedan s viuv pănla tinje. Njego samo zi dundje god ješt s s likujaskă argatu alu mjov.
2a070800f4	Asta štiuv k š jo mora s askult p kapetanu alu mjov. Am š jo vuastje dusu minje. Š zăk alu unu: ‘Fuđ!’ š jel pljakă. Š alu altuluj zăk: ‘Vină aiča!’ š jel vinje. Š alu argatu alu mjov zăk: ‘Făj aja!’ š jel fače.”
2a070900d6	Kănd auzăt aja, sa mirat Isusu š sa okrinit la mulc lumje karje apljikat dăpă jel š zăče: “Istina je, ăn Izrael na găsăt p unu Židov karje krjadje kašă ăsta karje nuje Židov karje aša krjadje.”
2a070a004f	Kănd sa tors akas ălja p karje kapetanu atrimjes, angăsăt p argatu likujit.
2a070b0060	Dăpă aja Isusu apljikat ăn trg karje s kima Nain. La sljedit učenikurlje aluj š mulc lumje.
2a070c00ec	Kănd avinjit la upruapje la uša alu trguluj, baš atunča njeka lumje aduče p mort fălkov dăn trg pănla gruapă s l ăngruapă. Fălkovu karje amurit afost jedinac la mamă, karje afost udovică, š mulc lumje dăn trg irja ku ja.
2a070d0051	Kănd Domnu Isusu avizuto ja fost žau d ja š ja zăs alu je: “Nu plănđa!”
2a070e006e	Avinjit š adotaknit nosiljilje, a lumja karje la dučja astat. Isusu azăs: “Fălkovulje, c zăk, skual!”
2a070f0059	Š fălkovu sa drikat š arubit, a Isusu azăs alu mumusăj: “Jakăc kupilu alu tov”.
2a07100091	Toc sa mirat la săla alu Dimizovuluj. L slavja š zăča: “Marje proroku trijaštje ăntră noj! Dimizov avinjit s ažută alu narodu aluj!”
2a07110047	Š toc ăntră Židovj š ăn altje lokurj auzăt aja če Isusu afukut.
2a07120063	Učenikurlje alu Ivan arubit alu Ivan d tot aja če Isusu afukut. Ivan akimat p doj učenikurj aluj
2a0713008f	š lja trimjes la Domnu Isusu s l ăntrjabje: “Ješt tu ăla karje Dimizov aobečit k osă vije ili dal trjebje s štiptăm p altu s vije?”
2a071400cf	Kănd jej avinjit la Isusu, azăs lumjaja: “Ivan karje bătjază atrimjes p noj la tinje s t ăntribăm: ‘Ješt tu ăla karje Dimizov aobečit k osă vije ili dal trjebje s štiptăm p altu s vije?’”
2a07150095	Pănd jej afost ănklo, Isusu alikujit p mulc d buală, d patjală š d sufljeti alji rovj. Š alikujit p multă lumje karje vorbj s puatje s vjadă.
2a0716010f	Atunča aodgovorit alor: “Fuđic š javic alu Ivan ča vizut š auzăt: vorbi vjadje, lumja karje nu puatje s umblă akuma umblă, lumja karje avut buală p pjalje, akuma je likujic, surdi audje, morcă s skuală, š alu săračilor s rubjaštje Bună vorbă d Dimizov.
2a07170039	Blagoslovit ăla karje nu kadje ăn vjeră dăn minje.”
2a0718011c	Kănd apljikat učenikurlje alu Ivan, Isusu ančiput s rubjaskă alu multă lumje d Ivan. Jel azăs: “Aspljikat ăn lok undje nuje nimika. D karje om aspljikat ănklo s vidjec? Dal aspljikat s vidjec p njeko karje kašă trstika karje văntu uljigăna? Nu! Nas pljikat aja s vidjec.
2a071900a1	Ili aspljikat s vidjec p omu karje măndru ănbrăkat? Nu! K lumja karje aduče măndrje cualje š trijaštje ăn bugacije s nalazaštje ăn palače alu caruluj.
2a071a003a	Aspljikat s vidjec p proroku? Da! Jel je maj marje prorok.
2a071b0099	Ivan je ăla d karje je skris ăn Svăntă pismă: ‘Jakă, trimjet p omu karje duče vorba amja s pljače la intja ata s pripremjaskă drum d tinje.’
2a071c00a1	Punjec binje urjajke: d tuată lumje karje ikad atrijit nimilja nuje maj marje d Ivan. A ipak, ăn cara alu Dimizov, ăla karje je maj mik je maj marje d jel.”
2a071d00f2	Tuată lumja karje apus urjajke la Isusu, čak š carinikurlje, već askultat poruka alu Ivan š p jej jel lja bătizat. Atunča, kănd jej auzăt če Isusu azăs, sa složăt k Dimizov zaista atrimjes p Ivan s kjamje p narodu s s pokajaskă.
2a071e007a	Naprotiv, farizeji š učitelji alu zakonu alu Mojsije aodbit planu alu Dimizov d jej daja ča odbit s lji bătjază Ivan.
2a071f005b	Isusu azăs: “A ku činje s lji usporidjesk p lumja ăn asta vrijamje? P činje samănă?
2a072000b8	Jej je kašă kupi karje šadje la tržnică š unu p alt s strigă: ‘Noj amkăntat vuavă vjasăl kăntič š voj na žukat! Noj amkăntat vuavă tužne kăntič a voj na plăns!’
2a07210070	K, avinjit Ivan karje bătjază na mănkat mălaj nič vin na but, a zăčec: ‘Ăn jel je sufljetu alu rov!’
2a072200af	Jo, Bijatu alu Omuluj, avinjit karje amănkat š ambut, a zăčec: ‘Jakă, omu karje vrja mult s mălănče š s bja mult vin, ortaku alu carinikuluj š ku grešnikurlje!’
2a07230065	Toc karje prihvatjaštje mudrost alu Dimizov razumjaštje k Dimizov atrimjes š p minje š p Ivan.”
2a07240075	Unu farizej akimat p Isusu s mălănče ku jel. Jel auntrat ăn kasă alu farizej š alat loku la astal s mălănče.
2a072500b9	Afost njeka mujarje, kunuskută ăn trgula p grešala alu je. Ja adoznajit k Isusu mălănkă la farizej ăn kasă. Š jakă, mujarja adus skumpă ulje karje miruasă ăn măndru bukal.
2a072600a7	Š astat la pičuarje dăpă Isusu. Ančiput s plăngă š lakrmilje kădja p pičuarje. Ku păru lja frikat, š lja surutat š lji uns ku skumpă ulje karje miruasă.
2a072700aa	Kănd avizut farizej karje akimat p Isusu, agăndit: “Kănd ăsta om zaista arfi prorok, aštija činje je mujarasta karje l dotaknjaštje, k ja je marje grešnică.”
2a0728005d	P aja Isusu ja zăs: “Šimune, am s c zăk nješto.” A jel azăs: “Učiteljulje, zi!”
2a0729007a	A Isusu azăs: “Doj omurj duguja alu unu om banj. Unu om ja dugujit činč sutje kovanic d arđint, a altu om činzăč.
2a072a0077	A kum jej na vut dundje s ăntuarkă, alu amiždoj aoprostit datorija. Atunča karje d jej doj maj mult osă l vrja?”
2a072b0068	Šimun azăs: “Găndjesk alu ăla karje maj mult oprostit datorija.” Azăs Isusu: “Binje azăs.”
2a072c00f7	Atunča Isusu sa okrinit la mujarje š zăče alu Šimun: “Vjez p asta mujarje? Jo auntrat ăn kasă ata, ali tu nu maj dat apă s spăl pičuarilje, a ja aplăns š lakrmilje alu je akăzut p pičuarje a ja lja asplat š ku păru mi lja frikat.
2a072d005d	Nu maj dučukit ku poljubacu, a ja, d kănd jo amuntrat na prestanit s m surutje pičuarilje.
2a072e0051	Tu nu maj uns kapu ku ulja, a ja ku skumpă ulje karje miruasă auns pičuarilje.
2a072f00e8	Dăče găndješt k ja apokazăt atăta d marje ljubav? C zăk istină: aja je daja če grešala alu je, š akă lja fost multă, afost oprostit. Ăla karje găndjaštje k trjebje aluj ucără s s oprostjaskă, ăla vrja ucără.”
2a07300043	Atunča alu mujarje azăs: “Zaista, grešala ata cam oprostit.”
2a0731006b	Ălja karje afost ănklo ančiput ăntri jej s rubjaskă: “Činje je ăsta š grešala s oprostjaskă?”
2a07320062	A jel zăče alu mujarje: “Daja čaj krizut, tu ta spasăt! S c dja Dimizov mir pănd plječ!”
2a08010086	Majdată d aja Isusu pljika p trgurj š p saturj s rubjaskă Bună vorbă d cara alu Dimizov. Afost ku Isusu duavăsprjače apostolurj
2a080200bb	š njeke mujerj karje Isusu lja likujit dăla sufljeti alji rovj š dăla buală. Alja mujerj afost Marija karje afost d trg Magdala, dăn karje Isusu aputirit šaptje sufljeti alji rovj,
2a080300ad	Ivana, karje afost mujarja alu Kuza karje irja upravitelju ăn palače alu Herod, Suzana š multje altje mujerj. Jalje ku banji alor ažutat alu Isusuluj š alu apostolilor.
2a0804005e	Kănd pănglă Isusu sa străns mulc lumje dăn tot trgu, atunča Isusu lji rubja asta vorbă:
2a08050094	“Una zuvă aišăt omu s posijaskă sămănca ăn polje. Kănd aposijit, njeka sămănca akăzut p drum š lumja umbla p aja š puji lja amănkat.
2a08060069	Njeka sămănca akăzut p pămănt undje jaštje buluvan š tek ča kriskut sa uskat daja če narje apă.
2a08070061	Njeka sămănca akăzut ăntră mărčinj š mărčinjilje akriskut una ku jej š ja sa ugušăt.
2a080800c4	A njeka sămănca akăzut p bun pămănt š krjaštje š rudjaštje d usută d vorj.” Isusu azăs aja, š astrigat: “Toc činje arje urjekj s audă, trjebje s puje urjajke š s razumjaskă!”
2a08090042	Učenikurlje alu Isusuluj la antribat če značaštje asta vorbă.
2a080a00db	Isusu azăs: “Dopustit vuavă s razumic tajnilje d cara alu Dimizov. Ali koristjesk aša vorbje kănd jo ănvăc p alcă s ispunjaskă Svănta pismă: ‘S ujtă a nu prepoznajaštje, š s audă, a nu razumjaštje’.
2a080b0042	Jakă če značaštje asta vorbă: sămănca je vorba alu Dimizov.
2a080c00a3	A sămănca karje akăzut p drum prestavjaštje p ălja karje audje, ali vinje nikuratu š adus vorba alu Dimizov d inima alor aša s nu krjadje š nu s spasaskă.
2a080d00d3	A sămănca karje akăzut p buluvan prestavjaštje p ălja karje audje, ku radost primjaštje vorba alu Dimizov, ali narje korjen. Ălja njeka vrijamje krjadje, a kănd vinje iskušjala prestanjaštje s krjadje.
2a080e00f0	A sămănca karje akăzut ăn mărčinj prestavjaštje p ăštja karje punje urjajke la vorba alu Dimizov, ali kum vrijamja trjače, p jej lji ugušaštje brigilje, bugucija š tuatje užitkulje alu životuluj, daja jej nu duče plodu kopt.
2a080f00d5	A sămănca karje akăzut p bun pămănt prestavjaštje p lumja karje ku bună š ku poštena inimă păzaštje vorba alu Dimizov karje audje, jej pljakă maj dăpartje kănd je grjev, daja jej aduče bun plod.”
2a08100099	“Nimilja nu prindje lampa s viljaskă ku posuda ili s uaskundje dusu pat, njego s upuje p postolje aša toc ălja karje untră s puată s vjadă binje.
2a08110063	K tot čije ăviljit osă fije dăzvăljit š tot čije skuns osă s štije š osă vije p lumină.
2a081200b1	Daja punjec binje urjajke k ăla karje păzaštje vorba amja osă razumjaskă mult, a p ălja karje nu păzaštje vorba amja osă s ja š aja če găndjaštje k razumjaštje.”
2a08130066	Atunča muma š fracă alu Isusuluj avinjit s l vjadă, ali na putut s vije la jel k afost mulc lumje.
2a08140052	Ajavit alu Isusuluj: “Mumuta š fracă alji tej stă afar š vrja s t vjadă.”
2a08150083	Kănd Isusu auzăt aja, azăs alu lumjej: “Ălja karje punje urjajke š askultă vorba alu Dimizov mije je ka muma š ka frac.”
2a0816007a	Ăn una zuvă azăs Isusu alu učenikurlje aluj: “Tričem p alta partje la apă.” Jej auntrat ăn čamac š aotplovit.
2a081700b4	Pănd plovja, Isusu ančiput s kulčje. Š ančiput s suflje marje vănt. Văntu ančiput s fakă marj valurj karje ančiput s napunjaskă čamacu d apă š jej sa găsăt ăn rov.
2a081800c5	Jej avinjit la Isusu š la skulat š ja zăs: “Gospodarulje, Gospodarulje, tonim!” A Isusu sa skulat, azapovidit alu văntuluj š alu valulor alji marj s stja š jej sa smirit š afost tišina.
2a081900e8	Atunča Isusu azăs alu učenikurlje aluj: “Dăče nas krizut ăn minje?” A učenikurlje sa spirjat š sa mirat. Azăs unji alu alc: “Činje ăsta s zapovidjaskă čak š alu văntuluj š alu apăj, š punje urjajke la jel?”
2a081a004b	Avinjit ăn regija Gerasa, karje je p alta partje d apă d regija Galileja.
2a081b00c8	Čim Isusu aišăt d čamac p obală, avinjit la intja alu Isusuluj njeki om dăn trg karje avut sufljeti alji rovj ăn jel. Već d mult kum nu sa brkat nič atrijit ăn kasă njego irja la mărmănc.
