2800000005	Matai
2816030092	Pu akhavasuha avavombi vamwene vakhaveilanghe aveilangiwa ukhwincha khwilya eikhyakhulya ekhitelekhiwe eikhyavutenghulani pu avanu voni vakhabela.
2816040116	Unkuludeva pwakhasuha khange avavombi avange, akhavavula. Akhata “Mukhavavule voni aveilwangwa, mulole, pumeitesaminche ifinufya vutolani. Isenga nchangho ni finge ifinu ifinonile, fiheinjiwe pu fyoni neimalile ukhufitesania pu mwinchanghe khuvutengulani tuhovokhe paninie.”
28160500a4	Pu leino aveilangwa avo savaleikhuyi sangeila einyielango pu valeikhwiluteila nu yunge ukhwa sanghie, umo aluteile khukhyalo khwileima uyunge akhuluta khukhedengha.
2816060070	Avange avuvasinghile puvakhavasambukhila avavombi avasuhiwe vakhavabuda. Pu leino unkuludeva ula akalile fincho.
2816070099	Pu akhasuha eikhipungha khya mwene, eikhya valwa linghoha ukhuluta khukhuvabuda vala voni avabudi vavavombi va mwene nukhuyanja uvunjenge vwavo nu mwoto.
2816080076	Puleino akhavavula avavombi vamwene akhata, “Uluhekhelo lwakhulya ifyavute, ngulani lufikhe aveilangwa savanonghile.
2816090089	Pu leino mulutanghe na munjeila malekhano eincha misevo voni uvuya khiva mukhuvavona muveilangenghe vinchange khuhekhela uvutengulani.”
28160a00ab	Avombi vala puvakhaluta pa njeila eimbaha vakhaveilanghe voni avavikhuvavona avangholofu na vavivi. Uluhekhe khela lwa vutenghulani pulukhadengha avanu vuvingi avanghenji.
28160b00ba	Pu leino avile eingile unkuludeva ula khwilola avanghenji, vamwene pwakha vuna munyumba ya vulenghulani eiyaluhekhelo mwale umo uveisafwalile eimienda einghya luhekhelo lwa vutenghulani!
28160c00c2	Pu Unkuludeva akhambuncha akhata, 'Imanyani, vangho vwingile ndakheikhi umu nuve nsufwalile eimienda nghya vutenghulani?' Pu umunu uywa sanchove khinu akhava eikelile ukhuva pala pavutenghulani.
28160d00af	Pu unkuludeva akhavavula avavombi vamwene akhata, '“Munkunge umunu uyu amavokho nanghamalunde pu mutanghe khunji khuhisi pu ukhwa khukhwiva nulukuto nulunghaduncho lwa mino.
28160e0030	Ulwakhuva aveilangiwa veingi avahalwa vadebe.”
28160f0068	Pu ava Falisai vakhahengha vakhuluta nukhisavania umuyakhiva vikhumwibateila u Yeisu mumanyu ngha mwene.
281610012b	Pu ava Falisai vakhasuha avakongi vavo navanya Heloti. Pukhanchita khwa Yeisu, “Manyisi, tulumanyile ukhuta uve ulei munu vayeilwei, nukhuta vumanyesya uvunonghwe vwa Nguluve vumanyeisya mumbwayeilweli. Hange savudwada uvuvaha vwa munu uvei avenchangha pakhuva savwilola khumiho umunu umwa velile.
2816110077	Pu leinou Yeisu utuvule vwa vona ndhakeikhi? Panonghile, unkusanguncha nukhusongha eisongho khwa kesali pamo mwikho?”
281612005f	Pu leino u Yeisu avumanyile uvvivi vwavo pu akhata, “Kheikhi munkhungela mweivangalukhi umwe?
2816130033	Mume eindalama ya songo neilole puvakhapa eidinali.
2816140031	U Yeisu akhavavuncha, “Khiwani khyani eikhi?”
2816150089	Pu vakhamula vakhata, “Khihwani Khya Kesali.”Pu humbe muhombenge khwa kesali ifyavukesali vwa mwene nei fya Nguluve mupe UNguluve.”
2816160047	Vavile vapolikhe ewo vadenghile fincho puvakhandekha vakhanja ukhuluta.
281617006e	Pu eikhinghono eikhyo vakhinchaava Sadukai khwa Yeisu, avanu avavita vusikhuli uvunchikha, pu avavakhambuncha,
2816180084	Vakhata, “Manyisi, u Mose atile, umunu angafwe khita hola mwana ulukololwe ahalanghe udala ufwile pu angh'olele ulukololwe umwana.
2816190081	Pu khulyufwe kwale navana munu lekhela khumo. utanchi atolile udala pwakhafwa khitahola umwana. Pu akhandekhela ulukololwe udala.
28161a006b	Pu yeikhava vuvuvwa nayulukololwe uva veilei vope na yuvadatu, pu voni saba yeikha vulevule savahole mwana.
28161b003e	Pu leino udala vope nghukhafikha useikhi nghwa khufwa akhafwa.
28161c006a	Pu leino khuvandukha valava vanchukhile voni pwa lava idala vani? Pakhuva voni lekhela khumo vale nave.”
28161d006d	Pu u Yeisu akhavamula akhata mwiyangha, “Mwiyangha pakhuva sambumanyile uvusimbe na nghamakha ngha Nguluve.
28161e007d	Pu u Yeisu akhavavula akhata, khuvunchukha khusikhuli ukhutila khuve khuvu kha pu leino viva ndavasuhwa va Nguluve khukyanya.
28161f005e	Hange pakhulongu ya vunhukha, samwembile eilimenyu eilinchoviwe nu Nguluve eiliita, Une neilei
281620007e	Nguluve va Abrahamu, neilei Nguluve va Isikakha, neileiNguluve va Yakobo? U Nguluve sa Nguluve vavafwile pu Nguluve vavumi.”
2816210037	Pu ululundamano vavile vapulikhe ewo vadenghile fincho.
281622006b	Pu ava Farisai vavile vapulekhe ukhuta ava Sadukai, vavemilwe puvakhalundamana ava Farisai, vakhinchofanja.
2816230044	Pu umo, mwene umanyi va ndanghilo pu akhavunja elimenyu pakhunghela.
281624005d	“Pu akhata imanyisi, lyululanghilo luleikhu uluvaha ukhuluteila khunchinge mundangheilo?”
2816250093	U Yeisu pwakhamula akhata, “Ungananghe u Nguluve vakho nei numbula yakho yoni, na nghutima nghwakho nghyoni, na masagho ngha luhala lwakho lwoni.
2816260031	Ulu lyululanghilo uluvaha hange lulei mbulongolo.
2816270056	Ulwa veilei luhwanine nulwa lyope lyu ulu - Unghananghe unino nduvu vwi nghanile yuve.
2816280055	Eindanghilo nchoni eincha va nyamalangho muncheilotikhe mundangeilo eveilei inchi.”
281629004f	Pu ava Farisai vavalundamine pupaninie, U Yeisu akhavavuncha eilimenyu. Akhata,
28162a0085	“Pu!, musongha ndakheikhi ukhukongana nu keileisite? U mwene nswambe vani?” Pu avene vakhamula vakhata, “Nswambe va Daveite.”
28162b0060	Pu ndakheikhi, “U Daveite einchovela mwamepo ukhuta, 'U Nkuludeva ambulile u Nkuludeva vango,'
28162c0076	Akhata tama khukhivokho khyango eikhya khundyo, punikhuvaveikhangha avatavangwa vakho pasi pa malunde nghakho.'”?”
28162d0064	Pu leino eingave u Daveite inchova ita veinkuludeva va mwene, “Pu ivenchangha nswambe va mwene?”
28162e0073	Pu sa nghele umunu nayumo ukhwamula limenyu, hange ukhuhumangha eikhinghono khila sanghele munu ukhuvuncha limenyu.
2817010044	Pu leino u Yeisu akhavavula eikhipungha khya vanu na vakongi akhata,
2817020047	“Pu avamanyi va kalata nava Farisai puvatamile eikhinghoda khya Mose.
2817030091	Pu nchoni inchuvikhuvavula muvombange nukhukonga, punchila inchuvivomba avene mulekhe ukhunchikonga pakhuva avene einchuvi nchova nchu savivomba.
2817040095	Avene, puvinkunga eiminchingho eiminehitu khuvanu einghidenya, puvikhuvatweikha avanu mumave ngha, na hali avene savinghela na padebe ukhunghipeimba.
2817050096	Imbombo nchovo nchoni vivuvomba ukhuta veivonie khuvanu, pu nnghama sandukha nghavo melefu, navuvudeikha vwa fihunilwa fyalo khumalunde vutale fincho.
281706006a	Pu avene valeineikhihelehele munyumba ncha khisayila vilonda ukhutama mbutamo uvwa mufinghoda ifya vuvaha,
2817070078	Pu vanave musokhoni puvilonda ukhuta avanu vavapembenchanghe pu vinongwa ukhuta, veilangiwanghwe “Vamanyisi”khuvanu.
281708006d	Pu leino umwe samnonghile ukhwilangwa“Vamanyisi,”Pakhuva u Manyisi veinyo alei umo, numwe muleivana munu.
2817090069	Pu mwekhe ukhumwimeikha umunu nukhuta Daada pakhilunga, apa ulwakhuva u Dadayeito alei umo, avakhukyanya.
28170a0058	Hange mulekhe ukhwilangiwa 'Vamanyisi, 'Pakhuva muleinumanyisi umo vope, vei keileisite.
28170b003e	Pu leino umbaha mundwamwe veiva mbombi veinyo uvakhuvavombela.
28170c0054	Pu leino uveikheiyeimikha veiikhwisiwanghwa. Nuveiikheiyisya vei ikhweimekhiwanghwa.
28170d00da	Pu lweinyo umwe mweiva Farisai, a mweivamanya kalata! Muleivangalufu mukhuvandeindeila avanu umwumi vwa vwa ludeva lwa khukyanya, pu na yumwe samukhwinghila hange avilonda ukhwinghila samukhuvalavuleila veingheilanghe.
28170e00ac	(Lweinyo mweivanyakalata na Farisai mwevanghalufu, pakhuva mwilya khuva fweile, nukhwisaya einyeisayo inali puleino puyamuheinghiwangwa uvuheinghi uvuvucha ukhuluteila”).
28170f00ee	Lweinyo umwe mweivanya vakalala na mwei va Farisai, mweivanghalufu! Mlovukha inyanja mweiluta khumwambo nukhupeila umunu umo akave avupo khi nukhuva mwosivwa, puyakhiva eideikhe pu mukhupela ave vakhuheingeiwa mumwoto unghwa sikhu nchoni.
281710006f	Lweinyo mweivalonghonchi mweimu bofwile, umwe mweimwita, Umunu uveikheijyinghila mwatepeli sakhinangikhe khinu.
28171100ce	Pu leino umunu uveijyeinghila mulutalama lwa tembile, uywa einkungile nu khwijyeingha kwa mwene. Umwe mweimubofwile hange muleivakonyofu, kheileikhu eikhivaha ulutalama ewo eitembile eiyivalancha ulutalama?
281712009c	Hange, umunu uveikhijyeinghila panekhelo sa khinangheikha khinu. Pu ula uveikhejyeinghila pafinu ufiveikhivwe pa neikhelolei sadakha uywa veinkungile mwene.
2817130069	Umwe mwei bofwile, khileikhu khivaha eisadakha eiyapanekhelo, ewo einekhelo yeila eiyivalancha eisadakha?
281714006d	Pu leino, ula uveikhijyeinghila panekhelo, eikhijyeinghila pa eiyo hange na khufila ifilipakyanya pa nekhelo.
2817150060	Pu na yu ula uveijyeinghila mutembile, eijyeinghila mweiyo na khwa ula uveitama munghati muyene.
281716007d	Ula uveijyeinghila khukyanya, ejyeingeila mukhinghoda eikhinyalwangula eikhya Nguluve na khyula uveiitama pa kyanya pakhiene.
2817170130	Lweinyo, mweiva manyi vakalata na mweiva Farisai, mweivangalufu! Pakhuva muhomba ifya ndevulu, nifyambilipili ni fya nbwingha napa nungu puleino munchilekhile eindangeilo eimbaha eincha ungendo ulunonu - neikhisa, nulweideikho, angho ngumunonghile ukhunghavomba pu nanghala anganghe mlukhe ukhunghalekha.
281718004c	Mweivalongonchi mweimubofwile, umwe muhuncha eimbwele pu mwimila eingameila!
28171900c4	Lweinyo, mweivanyi vakalata na mwei va Farisai, mweivanghalufu! Ulwakhuva mwisukha nukhuvalancha khunji, eikhinywelo vu munghati fimonghalile, pufidenghile uvusyovi uvwakhupokha ifyuma fya vanghe.
28171a0088	Umwe mweiva Farisai mweimubofwile, muvalanchanghe tasi munghati mukhinywelo na mundelema, pu nakhukhunji khwope khuvenchanghe khuvalile.
28171b00c8	Lweinyo umwe, mweivamanyi vakalata na mweiva Farisai, mweivanghalafu! ulwakhuva muhwanine nuvunghuli uvuvaniasinche vononu khunji puvuvonekha vunonu munghati nghadeinghile manchenghe nghene nu vuvili.
28171c0081	Pu vuvuvwa, na yumwe khunji muvonekha muleivangolofu pamiho ngha vanu, pu leino munghati mudeinghile uvunghalufu nuvutula nongwa.
28171d0095	Lweinyo umwe, mweivanya kalata na mweiva Farisai, mweivangalufu! Pakhuva munjengela uvunghuli vwa vanyamalangho nukhunoncha uvunghuli vwa vangholofu.
28171e007d	Pu mwita, tunghale tuvenhange khyutule ifinghono fya vankhukhu yeito satwale tuve paninie pakhududa unkisa ngwavanyamalangho.
28171f0056	Pumu leino mukhinchova yumwe ukhuta muleivana vavanu vavo vabudangha khuvanyamalangho.
2817200039	Pu leino umwe mudeinche eikhingelelo khya va vise veinyo.
2817210063	Umwe mwe nyandalwe mweikhivumbukhu khya nyato umwe pumwipona ndakheikhi khumwoto nghwa sukhunchoni?
28172200ef	Puleino, mulole, nikhuvasuha khulyumwe avanyamalangho avalei nuluhala navasimbi. Pu avange muovo umwe pumukhava budangha nukhuvatovelela pa khidameileihanie. Puavange mulavatovangha mutumbile ncheinyo nukhuvusweima punchenghe nuvunchenghe.
281723009d	Puleino palyumwe ngulavahumeila unkisa nghwoni ungwavangholofu unghwa Hebeli nughwa sakhaliya unya velekiya uvaimwabudeile panghati pavungholofu napanekhelo.
2817240042	Pu leino, nchayeilweli, einchi nchoni nchiva neikhivumbukhu eikhi.
2817250110	Yerusalemu, Yerusalemu, uve weivwibuda avanyamalangho nukhuvatova namangangavala avansuhiwe khulyuve, khaleingi neinonghilwe ukhuvalundamania pupaninia avana vakho nduvu eihukhu yeilundania paupa ninie ifinkukhu fy ayene mumapapateilo ngha yene, pu umwe samuleikhunonghwa.
281726003d	Lola, einyumba yeinyo yeivile meenakhivula munu unynsinghile.
2817270091	Pu leino nikhuvavula, samulambone khange ukhuhumangha leino nukhufikha upuya khiva mwita mwaleimi asayiwe uveikhwinchila munchitawa lya Ntwa.'”
2818010076	Pu u Yeisu akhahuma mutembile akhanja ukhuluta. Pu avakongi vamwene puvakhanduleila vakhambonesya einyumba ya Tembile.
28180200a2	Pu leino akhavamula akhata, “Samunchi wene einchinchoni? Lweli nikhuvavula, ukhuta leisipali eilinganga eileiyakhiva lesinghala paleinge khisita khumamuliwa.”
2818030105	Vu eiyeisu avie Anchitamile pakhyamba eikhyamono, pu avakongi vamwene vakha, “Vakhahenghelela, upwa leipwo puvakhambuncha vakhata, “Utuvule pu einchi yanchivombeikhangha ndeili? Pu khimanyeilo kheikhi ekhyakhu manyeilamwo ukhuta vuvusileilo vwakhilungha?”
281804004b	U Yeisu akhavamula akhata, “Mulolanghe nukhuva miho umunu alavasyovangha.
281805007c	Ulwakhuva avingi puvikhwinchangha munditawa lyangho vitenchangha. Une, 'Nene keileisite, 'Pu vikhuvasyovangha avanu vuvingi.
28180600d7	Pumupuleikhangha amangho ni khulongu ncha linghoha. Mweilolelanghe mulekhe ukhuva nuvudwanchi uvunya khusanisya, pu eimbombo einchi pu chivonekhangha vuvule; Pu leino uvumaleilo vwa khilunga vwiva vukhale ukhufikha.
28180700fa	Ulwakhuva ikhilunga khisambukhangha nukhukhisambukhila ikhilunga eikhinghe, pu nunkuhuludeva uvakhilunga eikhinge ikhusambukhilangha unkuludeva. Nine uva khilunga eikhinge, pukhulavanei njala neikhisenyenge khya khilunga khila ndimangha ukhwa nukhwa.
2818080041	Pu angha nghoni nghivenchangha vwuvu tenghuleilo vwa vunkuveilwa.
28180900a1	Pu useikhi inghwa vikhuvanghalukhilanga umwe pumvenchange vanjhila khinu. Puvikhuvabudangha. Pumuvenchangha vanu vansule mufilunga fyoni savali ya litawa lyango.
28180a0056	Pu vingi vikhibhumeinchangha nukhunghalavandukhilanila nukhuvepeilania vavo khwa vavo.
28180b003e	Avanyamalangho vingi puvalahumeila nukhuvasyova avanu vuvingi.
28180c0040	Ulwakhuva uvuvi vuladeingha, ulunghano lwa vingi lulanchinchima.
28180d004d	Puleino uveiyakhiva eikhiyumeileincha nakhuvusileilo vei uyu ipokhi vwanghwa.
28180e0088	Eilei livangeili lya ludeva pulilumbeileili wanghwa mkhilunga khyoni ukhuva nghavenchange mamenyu ngakhulumanya avanu vakhilunga khyoni.
28180f008a	Pu leino, mulava mukhuluvona uluvipo lwa vuvivi, ululwanchoviwe munyamalangho u Danieli lweimile baho pavalanche (uvei ikhwimba alumanye),
281810002d	Pu avaleikhu vuyuta vinyileilangha mu fyamba.
2818110051	Pu ula uvialei khukanu alekhanghe ukhwi kha khutola ifinu ifilimunyumba ya mwene,
2818120050	Pu ula uvialei khukhyalo vope alekhe ukhukilivukha khutola umwenela nghwa mwene.
281813005a	P leino lwavo vala avaleineiminchingho ghya khulola avana, navavo vikyosya ifinghono ifyo!
2818140095	Mudovanghe munyeisayo ukhuta ukhu keimbeila khweinyo khulekhe ukhuva useikhi nghwa mepo eiyahala, hange yeilekhe ukhuva khinghono khya lekhela khumo.
28181500a9	Ulwakhuva uvunongwe vwa khinghono eikhyo vulava fincho, uvutava vungelile ukhuhumeila ukhuhuma vukhipeliwa eikhilunga nu khufikha leino na hange savulava eikhyo lusikhu.
2818160092	Eingave isikhu eincho nchale chiveikhiwe ndebe pu sale avepo umunu unya khukava uvupokhi. Puleino savali yava haliwa ifinghono ifyo pufiva fidebe.
281817007c	Puleino engave umunu yuyoni ikhuvavala ukhuta, “Ukeiliesile, aleipa ewo alei ukhu mulekhanghe ukhweideikha amamenyu angho.
28181800c7	Ulwakhuva puvalavonekhanga avakeileisite avavudesi na vanyamalangho avavudesi nukhupela ifidengho ifivaha iftakhu swingha, uvufumbwe vwavo vavenchangha vufumbwe vwakhuyancha avanu hange navavahaliwa.
2818190024	Lola pumivapavile angaleimbulongolo.
28181a00a7	Puleino, vangave vikhuvavulaukhula, “Yeisu aleindunkunghu, 'Mlekhe ukhuluta ukhwa khulankunghu. Nda puvangate, 'Lola, aleimunyumba, 'muleideikhangha, amemenyu angho.
28181b005b	Nduvu einjasi yeimuleikha ukhuhuma khuvusemo, vuteilava ewo ukhwincha khwa mwana vanyamunu.
28181c004e	Ulwakhuva puponi pala apaleinufimba, unghunolile punchilundamana ni ngasimula.
28181d00d3	Leino yakhiva avanu vahumile pavunkuvei lwa, eilinchuva lilavahisi naghumwenchi sanghula muleikhangha ulumuli lwangwene nanchinondwe nchilalanghalangha ukhuhuma khukyanya navanyamakha khukyanya valayungeilangha.
28181e00e9	Pu leino eikhidengho khya Mwana vanya munu khila vonekhangha khukyanya pu avanu voni avankilungha valaveilangha avafivumbukhu fyoni. Puvalambonangha umwana va Nyamunu vuikhwoncha mumaveingo paninie navanyamakha nuvweimikhiwa uvuvaha.
28181f00d8	Pu alavasuha avasuhwa vamwene nieinyovelo imbaha eiyankuva ngalape pu ava valavalundamania avahalwa ukhuhuma eingutu nchooni nchu inne, ukhuhumangha mbumaleilo uvu uvwa kyanya eiyei navuvumdeilo uvwa kyanya eiyeinge.
281820009b	Mumanyielanghe emwo mndeibeikhi eilya mono. Akhaseikhe ulusamba vuluhelukha nakhumencha amaani, pumukhulumanya ukhuta useikhi unghwa vabeni nghuhenghelile.
2818210032	Leino hanghe, yakhiva mukhunghavona angho nghoono.
281822005c	Pu mweideikha mukhuvavula ekhivu mbukhu eikhi sakhihayanghe vusanchivombikhe einchi nchooni.
2818230061	Eikhilunga eikhya khukyanya nei khya pasi khilayangha, pu amamenyu ngango sanghalayangha lusikhu.
28182400bb	Pu leino useikhi neilinchuva eilya khuhumeila angha asikhuli uvyaleimanyile, pu navava vasuhwa va khukyanya vope savalumanyile, yeive veimwana va Nyamunu, pu u Daada mwene vei alumanyile.
2818250061	Nduvuyale pafinghono ifya Nwakha, vuyeilava vuvuvwa ifinghono ifyawincheilo vwa Mwana va Nyamunu.
28182600b5	Ulwakhuva ifinghono fila ifya lyongomencho vulakhale ukhufikha avanu valeikhulya mukhunywa, valeikhutengala mukhutenghuliwa pu pakha eikhinghono khila u Nwakha upwainyile mungalava,
2818270089	Pasavalumanye khinu savaleikhusa ngha pulwavile lufikhe ulyongomencho mukhiva peimba vooni vu yeilava ewo ukhwincha kwa mwana vanya munu.
2818280063	Pu avanu vaveilei valavenchangha khukhyalo veileima umo pu itoliwanghwa, unine isinghalangha mwene.
2818290051	Avadala vaveilei valahevetangha palwala umo - pwipeimiwangwa umo veisinghalangha.
28182a0065	Pu leino, mbeinchanghe miho ulwakhuva samulumanyile sikhu nyikhi yeiyo ayikhwincha unkuludeva veinyo.
28182b00a0	Pu leino mulumanye ukhuta, unyakaya angale alumanye eilinchuva eilyu undyasi ikhwincha pakhuheincha, puale iva miho undyasi alekhe ukhubomola einyumba ya mwene.
28182c0084	Pu savuli, ya eiyo nayumwe mweisavanianghe, pakhuva paseikhe unghutava mukhunghusanghila paikhwincha u mwana vanyamunu pu ikhwincha.
28182d00ab	Pu veini umbombi ungholofu unyluhala, uvei unkuludeva vamwene apeile amakha nghavuvaha pa vala avalei mukaya ya mwene, ukhuta avape ekhyakhulya paseikhi unghunonghelanile?
28182e0064	Ve nghatalufu umbombi uywa, uvei uNkuludeva vamwene ikhumbonangha aleipakhuvomba uvungholofu nduvwa.
28182f005b	Ncha yeilweli nikhuvavala ukhuta Unkuludeva pwa yikhumbeikha pa finu fyoni fifyo fya mwene.
2818300056	Puleino eingave imbombi imbivi angate munumbulaya mwene, 'Unkuludeva vango aleindile,'
281831007f	Pu akhalenghula ukhuvatova avavombi avalei pasi pa mwene nukhuvavombila fivi, pu nukhwileila nukhwinywela paninie navanghanchi,
281832004c	Pu Unkuludeva va mwene umbombi uywa eikhwincha paseikhi unghu sanghumanyile.
28183300a7	Pu Unkuludeva vamwene pwaladumulyania umbombe uywa mufiveilei veilei fiveilei nukhumbeikha paninie na vanghalo khukhwa pukhuvenchangha nulukuto paninie nulunghaduncho.
281901006d	Pu uludeva lwa khukya luleindavaheinja avuvale ni nyale nchavo puvakhaluta khukhumwambeileila utenghula dala.
2819020048	Puvaleipo avaheinja vahano vale vakonyofu na vange vahano vale nuluhala.
2819030047	Vala vahano avakonyofu puvakhanghengha inyale nchavo khivula maveingha.
281904005a	Pu leino avahenja avanya luhala vanghile namaveingha mufivo fyavo paninie ni nyale nchavo.
2819050050	Pu utenghuledala aveile akelinche ukhwincha voni puvakhaghatala vakhanghonelela.
2819060070	Pu leino pakilo panghati pukhukhava nei nyoveelo, vakhingho utenghuladala afikhe muhumanghe khukhumwambeileila.'
2819070062	Pu useikhi ndunghu avaheinja vala voni vakhasisimukha vakhanchitesania inyale nchavo chilikhwakha.
28190800fc	Pu avaheinja vala avakonyofu vakhanja ukhudova amaveingha nghanyale khuvala avaheinja vahano avanyaluhala vavo vale namaveingha anghange mufivo fyavo, vakhata, 'Mtupe amaveingha manini pakhuva inyale ncheito nchilivula maveingha punchinchima ukhwakha.'
28190900ce	Pu leino vala avuvale nuluhala vakhamula vakhata, 'Hata ndeili pakhuva amaveingha sanghakhatukweile ufwe numwe, pu leino indutanghe mukhanghule khuvano avavinghu ncha amaveingha, pu mweinghuleile anghinyo.'
28190a00c5	Pu vala vahano vavile viluta khwinghula utenghula dala akhafikha, avaheinja vala vavo vaeitesaninche puvakhinghila nutenghula dala munyumbu eiyaluhekhelu lwavatenguladala, pu ulwinchi vakhadeinda.'
28190b0075	Pu ponghela pavakhincha avaheinja vala avakonyofu puvakhanja ukhukuta valeikhuta, 'Nkuludeva Nkuludeva tudunduleile.'
28190c003b	Pu akhavamula akhata, 'Mulumanye ukhuta sameivanyile umwe.'
28190d004d	Pu leino muvenchanghe, miho pakhuva samukhimanyile eikhinghono nanghuseiikhi.
28190e006a	Ulwakhuva leino puyeileihine nu munu uvaanonghwanghwa ukhunghenda pancheila ukhuluta eikhulunga eikhinghe.
28190f014d	Akhaveilanga avavanda vamwene akhaveikha uvakavi nuvumofu vwa mwene khuvavanda. Pu akhampa umo indalama ihano, uyunge akhampa eveilei, pu uyunge akhampa eindalama yeimo, nu yunghe aambeileilangha indalama ukhukongana numwavelile amakha nghamwene, pu umunu ula uveiavanghaveilangha indalama avile avapile puakhanja ukhuluta pancheila.
281910008a	Pu useikhi nghulanghula ula uveiatolile eindama eihano pu akhaluta khunchivombeleila nukhwinchulusya pu akhakava eindalama inchinge ihano.
281911005f	Pu nayulayula uveiaambeilile eindalama eiveirei navope akhinchulusya akhakava inchinge iveilei.
2819120061	Pu leino umbanda uveiaambeilile indalama yeimo pu akhaluta akhanchiyava akhanghuli mbaha vamwene.
281913007b	Pu nghwavye nghululile useikhi unghwa finghono fingi akhanchikhwincha Unkuludeva va vanda vala pu akhavala eimbaleilo navo.
281914009c	Pu akhincha ula uveiaambeilile indalama ihano akhava ongelinche indalama inchinge ihano. Akhata Lola, pumeinchi kavaile indalama einchinghe ihano pakyanya.'
28191500d4	Pu Unkuludeva akhambula ukhata unghahile vuvonu, 'veimbanda veinonu hange uleingolofu! Pu khale ingolofu pafinini ifi. Punikhukhuveikha uveindoleli pafingi. Puleino eingheilangha muluhekhelo lwa Nkuludeva vakho.'
281916009c	Pu umbanda uvei aambeilile indalama iveilei akhincha akhata, “Nkuludeva, akhanule indalama eveilei. Lola, puneikavile indalama inchnge eiveilei pakyanya,'
28191700cc	Unkuludeva vamwene akhambula akhata, “Unghahile, vononu uleimbanda nonu hange ukingholofu, ukhele ngolofu pafidebe ifi punikhukhuveikha pavuloleli uvwa fingi. Ingheila munduhekhelo lwa Nkuludeva vakho.'
28191800bb	Pu pongela leino umbanda ula uveiaambeiliye eindalama eimo akhincha akhata, 'Nkuludeva, neilumanyile ukhuta uve ulei munu nkangafu. Vwibena upunsuvyalile, vulundamania patava ukhahasinie.
2819190067	Pu leino pungadwaadile pangalutile pakhufiha eindalama pasi. Lola, puleinayo apapuyeile yeila eiyakho.'
28191a00a4	Pu ukuludeva va mwene akhamula akhata, 'Veimbanda uve veombovi hange uleimwolo, ulumanyile ukhuta nibena patava ngavialile hange nilundamania epatava ngahasaninche.
28191b0085	Pukhikhale kheikhi ukhuvapa eikhuma khyango vala avikhwolosya, pu ula vunieikilivwikhe paniale nitola paninie na yeila eiyuvyolwisye.
28191c004f	Puleino miita mupokhe eindalama eiyo, mumpe ula uvyaleinindalama eikhinchingho.
28191d005c	Ulwakhuva avanu avaleinafyo ifinge vu ava, vikhyongele nchiwangha ukhupewa nifinge pakyanya.
28191e003c	Pu umbanda uyu uveisanonghile pumutanghe muhisi eiyakhunji.'
28191f00cd	Ulwakhuva alava ikhavincha avala ikhwincha amavana vanyamunu mumbu dwadwa Nwamwene, navasuhwa avavala nche voni paninie namwene, pu leino pwalatama pakhinghoda eikhinyalwa ngula eikhyavutonchiwa vwa mwene.
2819200078	Pu avanu avafilunga fyoni valalundamana pavulongolo pamwene, pu umwene alavapadula nduvu udeimi ipadula ing'osi ni mene.
2819210070	Pu ing'osi alanchiveikha khukhivokho eikhya mwene, eikhya khundyo, pu imene alaveikha khukhivokho eikhyaheinghi.
28192200d5	Pu Unkuludeva alava vula vala avalei khukhivokho eikhyakhundyo, 'Alata, mwinchanghe khunu umwe mweivasayi vwa va Dada umwe, mwengheilanghe khuludeva ulu u Nguluve avaveikhile umwe ukhuhuma vukhipelivwa eikhilunga.
28192300dd	Pakhuva vuneileineinjala umwe muleikhu fungheila une ifinu, upu miale palenghenelo pa njeila umwe mukhanyupeileila; upulwa tovile ululakha uumwe mukhama amanghasi ngha khunywa; Upuniale khibwinda mukhafwaleincha eimienda;
281924005f	Upuniale itamu mukhandolela; upu niankungiwe nei minyololo khulupatala mwainchile khukhundola.'
28192500aa	Pu leino avangholofu puvalamula valata, 'Nkuludeva, ndeili upatwakhu vwene kuleinei njala, tukhakhufunghiela? Mupu vwale mululakha lwa manghasi tukhakhunywesya amanghasi?
281926006f	Hange ndeili twakhuvwene uleipalunghendo, panchiela lukhakhwambeileila? Nu pavwale vubwinda tukhakhufwaleinaha?
2819270062	Ndeili tukakhuvwene vuleitamu, na vunkhungilwe neiminyololo, uleindupatala tukhincha pakhukhulola?
281928008a	Pu Unkuludeva ikhuvamulangha, 'Nukhuvavula ukhuta, eideikha nikhuvavula, eikhinghelelo eikhyu mumbombile udebe vuvuvwa, vumumbombile une.'
28192900cd	Pu ikhuvavulangha leino vala avaleikhu khivokho khya mwene eikhya heingei muhenghe khulyone, 'Mweimukotoliwe, pu mulutanghe khumwoto unghwa sikhu nchooni, unguveikhiwe suvuli ya tavangwa navasuhwa vamwene,
28192a00a2	Ulwakhuva niale neinjala samwame eikhyakhulya, upumiale nululakha samwame amangasi nghakhunywa; Upuniale nghenji samwanyambeileila vuneile vufula samwafwaleinche;
28192b0073	Upuniale itamu samwainche khukoudola; Hange nupuniale neiminyololo, ndupatala neiokungiwe samwainche khukhoundola.'
28192c00d6	Pu leino vupe avovkhwamulangha nukhuta, 'Nkuludeva, ndeili tukhakhuvwene vulei neinjala, nupu vwale nululakha, nu puvwele inghenji nu puvwale vubwinda, vwale itamu nupuvwale neiminyololo unkungiwe pu safwakhutange?
