0100000008	Gênesis
030f07007e	“'Aquele que toca o corpo daquele que tem a descarga deve lavar suas roupas, banhar-se em água e ficar impuro até a noite.
030f08009b	“'Se aquele que tem a descarga cuspir sobre aquele que está limpo, então ele deverá lavar suas roupas, banhar-se em água e ficar imundo até a noite.
030f09004e	“'Seja qual for a sela em que ele que tiver a descarga montar, será imundo.
030f0a00b9	Quem tocar em qualquer coisa que estava debaixo dele será imundo até a noite. Aquele que carrega essas coisas lavará suas roupas, e se banhará em água, e será imundo até a noite.
030f0b0090	“'Aquele que tiver a descarga toca, sem ter lavado as mãos na água, deve lavar suas roupas, banhar-se em água, e ficar impuro até a noite.
030f0c0079	“'O vaso de barro, que quem tem a descarga toca, deve ser quebrado; e todo vaso de madeira deve ser enxaguado na água.
030f0d00cd	“'Quando aquele que tiver uma descarga for limpo de sua descarga, então contará para si mesmo sete dias para sua limpeza, e lavará suas roupas; e banhará sua carne em água corrente, e estará limpo.
030f0e0090	“'No oitavo dia ele levará duas rolinhas, ou dois pombinhos, e virá antes de Yahweh à porta da Tenda da Reunião, e os entregará ao padre.
030f0f009e	O padre os oferecerá, um para oferta pelo pecado, e o outro para oferta queimada. O sacerdote fará expiação por ele diante de Yahweh por sua exoneração.
030f100080	“'Se qualquer homem tiver uma emissão de sêmen, então ele deve banhar toda sua carne em água, e ficar impuro até a noite.
030f110075	Toda vestimenta e toda a pele em que o sêmen estiver colocado será lavada com água, e ficará imunda até a noite.
030f12007f	Se um homem deitar com uma mulher e houver uma emissão de sêmen, ambos se banharão em água e ficarão imundos até a noite.
030f13009d	“'Se uma mulher tem uma descarga, e sua descarga em sua carne é sangue, ela estará em sua impureza por sete dias. Quem a tocar será impuro até a noite.
030f140072	“'Tudo aquilo em que ela jaz em sua impureza será impuro. Também tudo aquilo em que ela se senta será imundo.
030f150062	Quem tocar na cama dela deverá lavar suas roupas, banhar-se em água e ficar imundo até a noite.
030f160081	Quem tocar em qualquer coisa sobre a qual ela se sente, lavará suas roupas, e se banhará em água, e será imundo até a noite.
030f170076	Se estiver sobre a cama, ou sobre qualquer coisa em que ela se sente, quando ele a tocar, ficará imundo até a noite.
030f180090	“'Se algum homem se deitar com ela, e seu fluxo mensal estiver sobre ele, será imundo sete dias; e toda cama onde ele se deitar será imunda.
030f1900fc	“'Se uma mulher tem uma descarga de seu sangue por muitos dias não no tempo de seu período, ou se ela tem uma descarga além do tempo de seu período, todos os dias da descarga de sua impureza serão como nos dias de seu período. Ela está impura.
030f1a00b0	Toda cama que ela deitar em todos os dias de sua descarga será para ela como a cama do seu período. Tudo em que ela se sentar será imundo, como a imundícia de seu período.
030f1b0071	Quem tocar nestas coisas será imundo, e lavará suas roupas e se banhará em água, e será imundo até a noite.
030f1c0078	“'Mas se ela for limpa de sua descarga, então ela contará para si mesma sete dias, e depois disso ela estará limpa.
030f1d0072	No oitavo dia, ela levará duas rolinhas, ou dois pombinhos, e os levará ao padre, à porta da Tenda da Reunião.
030f1e00a6	O sacerdote oferecerá um para oferta pelo pecado, e o outro para holocausto; e o sacerdote fará expiação por ela diante de Yahweh pela imundícia de sua descarga.
030f1f009b	“'Assim separareis os filhos de Israel de sua impureza, para que não morram em sua impureza quando profanarem meu tabernáculo que está entre eles'”.
030f200078	Esta é a lei daquele que tem uma descarga, e daquele que tem uma emissão de sêmen, de modo que ele é impuro por ela;
030f21007b	e daquela que tem seu período, e de um homem ou mulher que tem uma descarga, e daquele que se deita com ela que é impuro.
0310010077	Yahweh falou a Moisés após a morte dos dois filhos de Aarão, quando eles se aproximaram antes de Yahweh, e morreram;
03100200fa	e Yahweh disse a Moisés: “Diga a Aarão seu irmão que não venha a qualquer momento ao Santíssimo Lugar dentro do véu, diante do propiciatório que está sobre a arca; para que ele não morra; pois eu aparecerei na nuvem sobre o propiciatório.
031003006e	“Aaron entrará no santuário com um touro jovem para oferta pelo pecado e um carneiro para oferta queimada.
03100400ee	“Ele colocará a túnica de linho sagrado. Ele terá as calças de linho em seu corpo, e vestirá a faixa de linho, e será revestido com o turbante de linho. Eles são as vestes sagradas. Ele banhará seu corpo em água, e as vestirá.
031005007e	Ele tomará da congregação dos filhos de Israel dois bodes masculinos para oferta pelo pecado e um carneiro para holocausto.
0310060079	“Aarão oferecerá o touro da oferta pelo pecado, que é para si mesmo, e fará expiação por si mesmo e por sua casa.
0310070048	Ele levará os dois bodes, e os colocará à porta da Tenda da Reunião.
0310080066	Arão lançará sorteio para os dois bodes: um lote para Javé e o outro lote para o bode expiatório.
0310090069	Arão apresentará o bode sobre o qual o lote caiu para Iavé, e o oferecerá por uma oferta pelo pecado.
03100a00bc	Mas o bode sobre o qual o lote caiu para o bode expiatório será apresentado vivo perante Iavé, para fazer expiação por ele, para mandá-lo embora como bode expiatório para o deserto.
03100b00b2	“Arão apresentará o touro da oferta pelo pecado, que é para si mesmo, e fará expiação por si e por sua casa, e matará o touro da oferta pelo pecado que é para si mesmo.
03100c0097	Ele tomará um incensário cheio de brasas de fogo do altar diante de Javé, e dois punhados de incenso doce batido pequeno, e o trará dentro do véu.
03100d00a2	Ele colocará o incenso no fogo diante de Yahweh, para que a nuvem do incenso possa cobrir o assento de misericórdia que está no pacto, para que ele não morra.
03100e00b8	Ele tomará um pouco do sangue do touro e o polvilhará com o dedo sobre o propiciatório no leste; e diante do propiciatório ele polvilhará um pouco do sangue com o dedo sete vezes.
03100f00e2	“Então ele matará o bode da oferta pelo pecado que é pelo povo, e trará seu sangue dentro do véu, e fará com seu sangue como fez com o sangue do touro, e o polvilhará sobre o propiciatório e diante do propiciatório.
03101000e9	Ele fará expiação pelo Santo Lugar, por causa da imundícia dos filhos de Israel, e por causa de suas transgressões, mesmo todos os seus pecados; e assim fará pela Tenda da Reunião que habita com eles no meio de sua imundícia.
03101100ca	Ninguém estará na Tenda da Reunião quando ele entrar para fazer expiação no Santo Lugar, até que ele saia, e tenha feito expiação por si mesmo e por sua casa, e por toda a assembléia de Israel.
03101200be	“Ele sairá ao altar que está diante de Javé e fará expiação por ele, e tomará um pouco do sangue do touro, e um pouco do sangue do bode, e o colocará em torno dos chifres do altar.
031013007e	Ele aspergirá um pouco do sangue com o dedo sete vezes, e o purificará, e o santificará da imundícia dos filhos de Israel.
031014006f	“Quando tiver terminado de expiar o Santo Lugar, a Tenda da Reunião e o altar, ele apresentará o bode vivo.
0310150120	Arão porá ambas as mãos sobre a cabeça do bode vivo e confessará sobre ele todas as iniquidades dos filhos de Israel, e todas as suas transgressões, mesmo todos os seus pecados; e os porá sobre a cabeça do bode, e o mandará para o deserto pela mão de um homem que esteja pronto.
0310160074	O bode levará todas as suas iniquidades sobre si mesmo para uma terra solitária, e ele soltará o bode no deserto.
0310170081	“Aaron entrará na Tenda da Reunião, e tirará as roupas de linho que colocou quando entrou no Lugar Santo, e as deixará lá.
03101800aa	Então ele se banhará em água num lugar santo, vestirá suas vestes e sairá para oferecer seu holocausto e o holocausto do povo, e fará expiação por si e pelo povo.
031019003d	A gordura da oferta pelo pecado, ele queimará sobre o altar.
03101a0087	“Aquele que soltar o bode como bode expiatório lavará suas roupas, e banhará sua carne em água, e depois entrará no acampamento.
03101b00ec	“O touro para a oferta pelo pecado, e o bode para a oferta pelo pecado, cujo sangue foi trazido para fazer expiação no Lugar Santo, serão levados para fora do acampamento; e queimarão suas peles, sua carne, e seu esterco com fogo.
03101c006b	Aquele que os queimar lavará suas vestes, e banhará sua carne em água, e depois entrará no acampamento.
03101d00dd	“Será um estatuto para vós para sempre: no sétimo mês, no décimo dia do mês, afligireis vossas almas, e não fareis nenhum tipo de trabalho, quer nascido nativo ou estrangeiro que viva como estrangeiro entre vós;
03101e007f	pois neste dia será feita expiação por vós, para purificar-vos. Estareis limpos de todos os vossos pecados diante de Iavé.
03101f0062	É um sábado de descanso solene para vós, e afligireis vossas almas. É um estatuto para sempre.
031020009f	O sacerdote, que é ungido e que é consagrado sacerdote no lugar de seu pai, fará a expiação, e vestirá as vestes de linho, até mesmo as vestes sagradas.
03102100af	Então fará expiação pelo Santo Santuário; e fará expiação pela Tenda da Assembléia e pelo altar; e fará expiação pelos sacerdotes e por todo o povo da Assembléia.
03102200b8	“Este será um estatuto eterno para você, para fazer expiação pelos filhos de Israel uma vez no ano por causa de todos os seus pecados”. Foi feito como Yahweh ordenou a Moisés.
0311010020	Yahweh falou a Moisés, dizendo:
031102006f	“Fale a Arão, e a seus filhos, e a todos os filhos de Israel, e diga a eles: 'Isto é o que Yahweh ordenou':
031103007c	Qualquer homem da casa de Israel que mate um touro, ou cordeiro, ou cabra no acampamento, ou que o mate fora do acampamento,
03110400e4	e não o tenha levado à porta da Tenda da Reunião para oferecê-lo como oferta a Javé perante o tabernáculo de Javé: o sangue será imputado a esse homem. Ele derramou sangue. Aquele homem será cortado do meio de seu povo.
03110500ea	Isto é para que os filhos de Israel possam trazer seus sacrifícios, que sacrificam em campo aberto, para que os levem a Iavé, à porta da Tenda da Reunião, ao sacerdote, e os sacrifiquem por sacrifícios de ofertas de paz a Iavé.
0311060089	O sacerdote aspergirá o sangue no altar de Iavé, na porta da Tenda da Reunião, e queimará a gordura para um aroma agradável a Iavé.
03110700bb	Eles não sacrificarão mais seus sacrifícios aos ídolos da cabra, depois dos quais se farão de prostituta. Isto será um estatuto para eles para sempre ao longo de suas gerações”.
031108009b	“Dir-lhes-eis: “Qualquer homem da casa de Israel, ou dos estrangeiros que vivem como estrangeiros entre eles, que oferece um holocausto ou sacrifício,
0311090070	e não o traz à porta da Tenda da Reunião para sacrificá-lo a Javé, esse homem será cortado de seu povo”.
03110a00e0	“'Qualquer homem da casa de Israel, ou dos estrangeiros que vivem como estrangeiros entre eles, que come qualquer tipo de sangue, eu colocarei meu rosto contra aquela alma que come sangue, e o cortarei do meio de seu povo.
03110b0098	Pois a vida da carne está no sangue. Eu vos dei no altar para fazer expiação por vossas almas; pois é o sangue que faz expiação em razão da vida.
03110c00aa	Portanto, eu disse aos filhos de Israel: “Nenhuma pessoa entre vós pode comer sangue, nem nenhum estrangeiro que vive como estrangeiro entre vós pode comer sangue”.
03110d00d8	“'Seja qual for o homem dos filhos de Israel, ou dos estranhos que vivem como estrangeiros entre eles, que leva em caça qualquer animal ou ave que possa ser comido, ele derramará seu sangue, e o cobrirá com pó.
03110e00f5	Pois, quanto à vida de toda carne, seu sangue está com sua vida. Por isso eu disse aos filhos de Israel: “Não comereis o sangue de qualquer tipo de carne; pois a vida de toda carne é o seu sangue”. Quem quer que a comer será cortado”.
03110f00d5	“'Toda pessoa que come o que morre de si mesma, ou o que é rasgado por animais, seja nativa ou estrangeira, deve lavar suas roupas, banhar-se em água, e ficar impura até a noite. Então, ele deve estar limpo.
031110005a	Mas se ele não as lavar, ou não banhar sua carne, então suportará sua iniqüidade'”.
0312010017	Yahweh disse a Moisés,
0312020045	“Fala aos filhos de Israel e diz-lhes: 'Eu sou Yahweh, vosso Deus'.
03120300a5	Não fareis como eles fazem na terra do Egito, onde vivestes. Não farás como eles fazem na terra de Canaã, onde eu te trago”. Não seguireis os estatutos deles.
0312040069	Você fará minhas ordenanças. Guardareis os meus estatutos e andareis neles. Eu sou Yahweh, vosso Deus.
0312050079	Portanto, guardareis meus estatutos e minhas ordenanças, as quais, se um homem as cumprir, viverá nelas. Eu sou Yahweh.
031206006a	“'Nenhum de vocês deve se aproximar de parentes próximos, para descobrir a nudez deles: Eu sou Yahweh.
0312070083	“'Você não deve descobrir a nudez de seu pai, nem a nudez de sua mãe: ela é sua mãe. Você não deve descobrir a nudez dela.
0312080052	“'Você não deve descobrir a nudez da esposa de seu pai. É a nudez de seu pai.
0312090088	“'Você não deve descobrir a nudez de sua irmã, da filha de seu pai ou da filha de sua mãe, nascida em casa ou nascida no exterior.
03120a0092	“'Você não descobrirá a nudez da filha de seu filho, ou da filha de sua filha, mesmo a nudez deles; pois a nudez deles é sua própria nudez.
03120b0075	“'Você não deve descobrir a nudez da filha da esposa de seu pai, concebida por seu pai, já que ela é sua irmã.
03120c0060	“'Você não deve descobrir a nudez da irmã de seu pai. Ela é a parente próxima de seu pai.
03120d0067	“'Você não deve descobrir a nudez da irmã de sua mãe, pois ela é a parente próxima de sua mãe.
03120e0070	“'Você não deve descobrir a nudez do irmão de seu pai. Não te aproximarás da esposa dele. Ela é sua tia.
03120f0078	“'Você não deve descobrir a nudez de sua nora. Ela é a esposa de seu filho. Você não deve desvendar a nudez dela.
0312100058	“'Você não deve descobrir a nudez da esposa de seu irmão. É a nudez de seu irmão.
03121100d3	“'Você não deve descobrir a nudez de uma mulher e de sua filha. Você não deve levar a filha de seu filho, ou a filha de sua filha, para desvendar sua nudez. Elas são parentes próximas. É a perversidade.
031212008d	“'Você não deve levar uma esposa além de sua irmã, para ser uma rival, para descobrir sua nudez, enquanto sua irmã ainda estiver viva.
0312130074	“'Você não deve se aproximar de uma mulher para descobrir sua nudez, desde que ela seja impura por sua impureza.
031214005b	“'Você não deve mentir carnalmente com a esposa de seu vizinho e se contaminar com ela.
0312150081	“'Você não deve dar nenhum de seus filhos como sacrifício a Molech. Você não profanará o nome de seu Deus. Eu sou Yahweh.
0312160054	“'Você não deve deitar-se com um homem como com uma mulher. Isso é detestável.
031217009e	“'Você não deve deitar-se com nenhum animal para se contaminar com ele. Nenhuma mulher pode se entregar a um animal, deitar-se com ele: é uma perversão.
0312180086	“'Não se contaminem em nenhuma destas coisas; pois em todas estas nações que estou expulsando antes de vocês foram contaminadas.
031219005d	A terra foi profanada. Portanto, castiguei sua iniqüidade e a terra vomitou seus habitantes.
03121a00b2	Portanto, guardareis meus estatutos e minhas ordenanças, e não fareis nenhuma destas abominações; nem o nativo nascido, nem o estrangeiro que vive como estrangeiro entre vós
03121b0073	(para os homens da terra que foram antes de vós que fizeram todas estas abominações, e a terra foi contaminada),
03121c006a	que a terra não vos vomite também, quando a contaminardes, como vomitou a nação que foi antes de vós.
03121d0087	“'Para quem quer que faça qualquer uma destas abominações, até mesmo as almas que as fizerem serão cortadas do meio de seu povo.
03121e00c7	Portanto, guardareis minhas exigências, que não pratiqueis nenhum desses abomináveis costumes que foram praticados antes de vós, e que não vos contamineis com eles. Eu sou Yahweh, vosso Deus”.
031301001f	Javé falou a Moisés, dizendo:
0313020078	“Fala a toda a congregação dos filhos de Israel e diz-lhes: 'Sereis santos, porque eu, Javé, vosso Deus, sou santo.
0313030074	“'Cada um de vocês deve respeitar sua mãe e seu pai. Vocês guardarão meus sábados. Eu sou Yahweh, vosso Deus.
0313040068	“'Não se voltem para ídolos, nem façam deuses derretidos para si mesmos. Eu sou Yahweh, vosso Deus.
0313050074	“'Quando você oferece um sacrifício de ofertas de paz a Iavé, você deve oferecê-lo para que possa ser aceito.
0313060086	Será comido no mesmo dia em que você o oferecer, e no dia seguinte. Se algo permanecer até o terceiro dia, será queimado com fogo.
0313070046	Se for comido no terceiro dia, é uma abominação. Não será aceita;
0313080083	mas todo aquele que a comer levará sua iniqüidade, porque profanou a coisa santa de Javé, e essa alma será cortada de seu povo.
0313090091	“'Quando você colher a colheita de sua terra, não deverá colher totalmente os cantos de seu campo, nem colher os respigões de sua colheita.
03130a00a1	Você não colherá seu vinhedo, nem colherá as uvas caídas de seu vinhedo. Você as deixará para os pobres e para os estrangeiros. Eu sou Yahweh, vosso Deus.
03130b0065	“'Você não deve roubar. “'Você não deve mentir. “'Vocês não se enganarão uns aos outros.
03130c0060	“'Você não jurará falsamente pelo meu nome, e profanará o nome de seu Deus. Eu sou Yahweh.
03130d009c	“'Você não deve oprimir seu vizinho, nem roubá-lo. “'O salário de um empregado contratado não deve permanecer com você a noite toda até a manhã.
03130e0079	“'Não amaldiçoareis os surdos, nem colocareis um tropeço diante dos cegos; mas temereis a vosso Deus. Eu sou Yahweh.
03130f00b4	“'Você não deve fazer injustiça no julgamento. Não serás parcial para com os pobres, nem mostrarás favoritismo para com os grandes; mas julgarás teu próximo com justiça.
031310008a	“'Você não deve andar por aí como um caluniador entre seu povo. “'Você não porá em perigo a vida de seu próximo. Eu sou Yahweh.
0313110089	“'Você não deve odiar seu irmão em seu coração. Certamente repreenderás teu próximo, e não suportarás o pecado por causa dele.
0313120086	“'Você não se vingará, nem guardará rancor contra os filhos de seu povo; mas amará seu próximo como a si mesmo. Eu sou Yahweh.
03131300e6	“'Vocês devem manter meus estatutos. “'Você não deve cruzar diferentes tipos de animais. “'Você não deve semear seu campo com dois tipos de sementes; “'Não use uma peça de vestuário feita de dois tipos de material.
03131400e6	“'Se um homem se deita carnalmente com uma mulher que é escrava, prometeu se casar com outro homem e não foi resgatada ou lhe foi dada liberdade; eles serão punidos. Não serão condenados à morte, porque ela não foi livre.
0313150088	Ele levará sua oferta de transgressão a Iavé, à porta da Tenda da Reunião, até mesmo um carneiro para uma oferta de transgressão.
031316009d	O sacerdote fará expiação por ele com o carneiro da oferta pela culpa perante Iavé por seu pecado que cometeu; e o pecado que cometeu lhe será perdoado.
03131700d7	“'Quando você entrar na terra, e tiver plantado todos os tipos de árvores para alimentação, então você contará seus frutos como proibidos. Durante três anos, será proibido para você. Não serão comidos.
031318004c	Mas no quarto ano todos os seus frutos serão sagrados, para louvar a Iavé.
0313190067	No quinto ano comereis seu fruto, para que ele possa render-vos seu aumento. Eu sou Yahweh, vosso Deus.
03131a0080	“'Você não deve comer nenhuma carne com o sangue ainda dentro dela. Não usarás encantamentos, nem praticarás feitiçaria.
03131b0054	“'Você não deve cortar o cabelo nos lados da cabeça ou cortar a borda da barba.
03131c0075	“'Você não deve fazer nenhum corte em sua carne para os mortos, nem tatuar nenhuma marca em você. Eu sou Yahweh.
03131d0092	“'Não profane sua filha, para fazer dela uma prostituta; para que a terra não caia na prostituição e a terra não se torne cheia de maldade.
03131e004d	“'Guardareis meus sábados, e reverenciareis meu santuário; eu sou Yahweh.
03131f0096	“'Não se volte para aqueles que são médiuns, nem para os feiticeiros. Não os procure, para ser contaminado por eles. Eu sou Yahweh, seu Deus”.
0313200074	“'Você se levantará diante da cabeça cinzenta e honrará o rosto dos idosos; e temerá seu Deus. Eu sou Yahweh.
0313210061	“'Se um estranho vive como estrangeiro com você em sua terra, você não deve fazer mal a ele.
03132200d0	O estrangeiro que vive como estrangeiro contigo será para ti como o nativo nascido entre vocês, e tu o amarás como a ti mesmo; pois tu viveste como estrangeiro na terra do Egito. Eu sou Yahweh, vosso Deus.
0313230069	“'Você não deve fazer injustiça no julgamento, nas medidas de comprimento, de peso ou de quantidade.
031324008c	“'Você terá apenas equilíbrios, apenas pesos, um efah justo e um hin justo. Eu sou Yahweh, vosso Deus, que vos tirou da terra do Egito.
0313250062	“'Observará todos os meus estatutos e todos os meus decretos, e os cumprirá. Eu sou Yahweh”.
0314010020	Yahweh falou a Moisés, dizendo,
0314020121	“Além disso, você deve dizer aos filhos de Israel, “Qualquer um dos filhos de Israel, ou dos estrangeiros que vivem como estrangeiros em Israel, que der qualquer de seus descendentes a Molech certamente será condenado à morte. O povo da terra apedrejará essa pessoa com pedras”.
03140300b0	Também colocarei meu rosto contra essa pessoa, e o cortarei do meio de seu povo, porque ele deu de sua prole a Moloque, para profanar meu santuário e profanar meu santo nome.
0314040071	Se o povo da terra esconder seus olhos dessa pessoa quando ele der de sua descendência a Molech, e não o matar,
03140500bc	então colocarei meu rosto contra esse homem e contra sua família, e o cortarei, e todos que se fizerem de prostituta depois dele para fazer de prostituta com Molech, do meio de seu povo.
03140600ca	“'A pessoa que se volta para aqueles que são médiuns e feiticeiros, para se fazer de prostituta depois deles, eu vou até colocar meu rosto contra aquela pessoa, e vou cortá-lo do meio de seu povo.
031407004c	“'Santificai-vos, portanto, e sede santos, pois eu sou Yahweh, vosso Deus.
031408004d	Guardareis meus estatutos, e os cumprireis. Eu sou Yahweh, que vos santifica.
03140900a4	“'Pois todo aquele que amaldiçoa seu pai ou sua mãe certamente será condenado à morte. Ele amaldiçoou seu pai ou sua mãe. Seu sangue estará sobre si mesmo.
03140a00ae	“'O homem que comete adultério com a esposa de outro homem, mesmo aquele que comete adultério com a esposa do vizinho, o adúltero e a adúltera serão certamente mortos.
03140b00a3	“'O homem que se deita com a esposa de seu pai descobriu a nudez de seu pai. Ambos certamente serão condenados à morte. O sangue deles estará sobre si mesmos.
03140c009a	“'Se um homem se deita com sua nora, ambos certamente serão condenados à morte. Eles cometeram uma perversão. O sangue deles estará sobre si mesmos.
03140d00ac	“'Se um homem se deita com um homem, como com uma mulher, ambos cometeram uma abominação. Certamente serão condenados à morte. O sangue deles estará sobre si mesmos.
03140e0097	“'Se um homem leva uma esposa e sua mãe, é uma maldade. Eles serão queimados com fogo, tanto ele como eles, para que não haja maldade entre vós.
03140f005a	“'Se um homem se deitar com um animal, certamente será morto; e você matará o animal.
03141000ac	“'Se uma mulher se aproxima de qualquer animal e se deita com ele, você deve matar a mulher e o animal. Eles certamente serão mortos. O sangue deles estará sobre eles.
0314110104	“'Se um homem leva sua irmã - a filha de seu pai, ou a filha de sua mãe - e vê sua nudez, e ela vê sua nudez, é uma vergonha. Eles devem ser cortados à vista dos filhos de seu povo. Ele descobriu a nudez de sua irmã. Ele deve suportar sua iniqüidade.
03141200bc	“'Se um homem se deita com uma mulher tendo seu período mensal, e descobre sua nudez, ele a fez nua, e ela descobriu a fonte de seu sangue. Ambos devem ser cortados do meio de seu povo.
03141300a5	“'Você não deve descobrir a nudez da irmã de sua mãe, nem da irmã de seu pai, pois ele fez seu parente próximo ficar nu. Eles devem suportar sua iniqüidade.
0314140091	Se um homem deitar-se com a mulher de seu tio, ele terá descoberto a nudez de seu tio. Eles suportarão seus pecados. Eles morrerão sem filhos.
031415007d	“'Se um homem leva a esposa de seu irmão, é uma impureza. Ele descobriu a nudez de seu irmão. Eles devem ser sem filhos.
0314160096	“'Portanto, guardareis todos os meus estatutos e todos os meus decretos, e os cumprireis, para que a terra onde vos levo para morar não vos vomite.
031417008e	“'Não andareis nos costumes da nação que estou expulsando diante de vós; pois eles fizeram todas essas coisas, e por isso eu os abomino.
03141800a8	Mas eu vos disse: “Herdareis a terra deles, e eu vo-la darei para possuí-la, uma terra que mana leite e mel”. Eu sou Yahweh, vosso Deus, que vos separou dos povos.
0314190111	“'Você deve, portanto, fazer uma distinção entre o animal limpo e o impuro, e entre a ave impura e o limpo. Vocês não se tornarão abomináveis pelo animal, ou pela ave, ou por qualquer coisa com que o solo fervilha, que eu separei de vocês como impuro para vocês.
03141a0060	Sereis santos para mim, pois eu, Javé, sou santo e vos separei dos povos, para que sejais meus.
03141b00b7	“'Um homem ou uma mulher que seja um médium ou um feiticeiro certamente será condenado à morte. Eles devem ser apedrejados com pedras. O sangue deles será sobre si mesmos””.
031501008b	Javé disse a Moisés: “Fala aos sacerdotes, filhos de Aarão, e diz-lhes: 'O sacerdote não se contaminará pelos mortos entre seu povo,
0315020079	exceto por seus parentes que lhe são próximos: por sua mãe, por seu pai, por seu filho, por sua filha, por seu irmão,
0315030061	e por sua irmã virgem que lhe é próxima, que não teve marido; por ela ele pode se contaminar.
0315040053	Ele não se profanará, sendo um chefe entre seu povo, para profanar-se a si mesmo.
0315050063	“'Eles não devem raspar a cabeça ou raspar os cantos da barba ou fazer qualquer corte na carne.
03150600a5	Serão santos ao seu Deus, e não profanarão o nome do seu Deus, pois oferecerão as ofertas de Javé feitas pelo fogo, o pão do seu Deus. Portanto, serão santos.
03150700ae	“'Eles não devem se casar com uma mulher que seja prostituta ou profana. Um padre não se casará com uma mulher divorciada de seu marido; pois ele é santo para seu Deus.
031508008a	Portanto o santificareis, pois ele oferece o pão de vosso Deus. Ele será santo para vós, pois eu, Yahweh, que vos santifica, sou santo.
031509007d	“'A filha de qualquer padre, se ela se profana fazendo-se de prostituta, ela profana o pai. Ela deve ser queimada com fogo.
03150a00d8	“'Aquele que é o sumo sacerdote entre seus irmãos, sobre cuja cabeça se derrama o óleo da unção, e que se consagra a vestir as vestes, não deixará soltar os cabelos de sua cabeça, nem rasgará suas roupas.
03150b0057	Ele não deve entrar em nenhum cadáver, nem se contaminar por seu pai ou por sua mãe.
03150c0095	Ele não deve sair do santuário, nem profanar o santuário de seu Deus; pois a coroa do óleo da unção de seu Deus está sobre ele. Eu sou Yahweh.
03150d002e	“'Ele deve ter uma esposa na sua virgindade.
03150e00aa	Ele não se casará com uma viúva, ou uma divorciada, ou uma mulher que tenha sido profanada, ou uma prostituta. Ele tomará uma virgem de seu próprio povo como esposa.
03150f005d	Ele não profanará sua descendência entre seu povo, pois eu sou Yahweh, que o santifica”.
0315100020	Yahweh falou a Moisés, dizendo:
0315110092	“Diga a Arão: “Nenhum de seus descendentes através de suas gerações que tem um defeito pode se aproximar para oferecer o pão de seu Deus.
031512008f	Para qualquer homem que tenha um defeito, ele não se aproximará: um homem cego, ou coxo, ou que tenha um nariz liso, ou qualquer deformidade,
0315130038	ou um homem que tenha um pé ferido, ou uma mão ferida,
031514008a	ou corcunda, ou um anão, ou um que tenha um defeito no olho, ou uma doença de coceira, ou crostas, ou que tenha testículos danificados.
03151500df	Nenhum homem da descendência de Aarão, o sacerdote que tem um defeito, se aproximará para oferecer as ofertas de Yahweh feitas pelo fogo. Como ele tem um defeito, ele não se aproximará para oferecer o pão de seu Deus.
0315160044	Ele comerá o pão de seu Deus, tanto do santíssimo, como do santo.
0315170092	Ele não se aproximará do véu, nem do altar, porque tem um defeito; para não profanar meus santuários, pois eu sou Yahweh que os santifica”.
0315180050	Então Moisés falou com Arão, com seus filhos e com todos os filhos de Israel.
0316010020	Yahweh falou a Moisés, dizendo:
031602009f	“Diga a Arão e seus filhos que se separem das coisas santas dos filhos de Israel, que eles me santificam, e que não profanem meu santo nome. Eu sou Yahweh.
03160300fe	“Diga-lhes: “Se alguém de todos os seus descendentes através de suas gerações se aproximar das coisas sagradas que os filhos de Israel santificam a Javé, tendo sua imundícia sobre ele, essa alma será cortada de diante de mim”. Eu sou Yahweh.
03160400e6	“'Quem da descendência de Aaron for um leproso ou tiver uma descarga não comerá das coisas sagradas até que esteja limpo. Quem tocar em qualquer coisa que seja impura pelos mortos, ou um homem que tenha uma emissão seminal,
03160500a4	ou quem tocar em qualquer coisa rasteira pela qual ele possa ser tornado impuro, ou um homem de quem ele possa tornar-se impuro, qualquer imundícia que ele tenha -
031606008c	a pessoa que tocar em qualquer uma delas será imunda até a noite, e não comerá das coisas sagradas a menos que banhe seu corpo em água.
0316070065	Quando o sol se puser, ele estará limpo; e depois comerá das coisas sagradas, porque o pão é seu.
031608006c	Ele não comerá o que morre por si mesmo ou é rasgado por animais, contaminando-se por ele. Eu sou Yahweh.
0316090095	“'Devem, portanto, seguir meu mandamento, para que não sofram pecado por ele e não morram nele, se o profanarem. Eu sou Yahweh, que os santifica.
03160a008b	“'Nenhum estranho comerá da coisa santa: um estrangeiro que viva com os sacerdotes, ou um servo contratado, não comerá da coisa santa.
03160b008d	Mas se um sacerdote comprar um escravo, comprado por seu dinheiro, ele comerá dele; e aqueles que nasceram em sua casa comerão de seu pão.
03160c006c	Se a filha de um padre for casada com um forasteiro, ela não comerá da oferta alçada das coisas sagradas.
03160d00d2	Mas se a filha de um sacerdote for viúva, ou divorciada, e não tiver filhos, e tiver retornado à casa de seu pai como na sua juventude, ela poderá comer do pão de seu pai; mas nenhum estranho comerá dele.
03160e0090	“'Se um homem comer algo sagrado sem querer, então ele acrescentará a quinta parte de seu valor a ele, e dará a coisa sagrada ao sacerdote.
03160f005b	Os sacerdotes não profanarão as coisas santas dos filhos de Israel, que oferecem a Javé,
0316100086	e assim os farão suportar a iniqüidade que traz a culpa quando comem suas coisas santas; pois eu sou o Javé que os santifica””.
0316110020	Yahweh falou a Moisés, dizendo:
