2800000005	Matye
2a0a15014d	É ghɛŋ tak, Yezu naazɛbela boo mɛmyaala Sisim na Dɛɛ nadjɛ nyɛ ɛ́. Nyɛ eezɛtsim: «Hee Saag'am, Ghɛŋ gwoo nɛ bɔs. Mɛ eeghaapɛɛ wɔ, étɛp náá, wɔ eelyaal bɔɔ dhyeeb esesɛɛ ee di esyela é mis mɛ bɛtsoŋ ɛ bot nɛ bot ɛ mɛtselal ɛ. Nɛ tsɛɛtsɛ, Saag'am, wɔ nɛ kwyɛl náá, eesael deenek.
2a0a1600d2	«Saag'am naadjɛ mɛ esonok djas. Ye tok nɛ mot di egu Mɔn, yɛ di ààbɛ Sɛɛg ɔ. Tin, mot aanàkwaagu náá, Sɛɛg ɛzɛ, yɛ di ààbɛ Mɔn ɔ, nɛ bot ɛ Mɔn aakwyɛl ɛlyaal bɛ nwyak ɔ.»
2a0a17009a	Bhii tak Yezu eezɛliig mis, gwyák bɛdjekel, nyɛy nɛ nɔɔ, bɔɔ bɛmet náá: «Mɛnyɔ nɛ biyɔ, etɛɛ náá, bi ɛpebee sa bi di ebee'enek!
2a0a180159	Etɛɛ náá, mɛ lɛɛ bin ɛ́ tsɛɛtsɛ náá, bɛtɛ nɛ bɛngoolel ɛ mɛkpa ɛ Zɛɛb nɛ bɛmɛkoozi ɛbuɛpe nadi ɛ́, nɛ gwyes ɛbee esa ee bi di ebee'aak. Saabɛgɔs nɛ nɔɔ ɛ́ náá, bɛ nabɛ ɛ́ ààbee. Bɛ nadi ɛ́ nɛ gwyes ɛgwak sa bi di egwak mos'ak, saabɛgɔs nɛ nɔɔ ɛ́ náá, bɛ nabɛ ààgwak.»
2a0a1900a1	Dhiiti lyoel etsi e Zɛɛb naazɛwyɛl, lii, étɛp ɛbhowal ɛ Yezu. Nyɛ eezɛdji nyɛ náá: «Lyoel, mɛ sa dáa étɛp mɛ neebela tsik na kɔm-kɔm?»
2a0a1a006a	Yezu kabɔɔza nɛ nɛ náá: «Haa, yé nakwyalel tɔ mɛkana mɛ etsi bina? Wɔ gwak dáa tɔ tak?»
2a0a1b0105	Mot'enɔk zɛbɔɔza náá: «“Wɔ goka ɛ́ wɔ kwyɛl Ghɛŋ, Zɛɛb'ɔ nɛ lyem'ɔ djas, nɛ sisim'ɔ djas, nɛ ghwyil'ɔ djas, nɛ ɛtselal ɛ lɔ djas.” Zɛnɔɔ náá: “Wɔ goka ɛ́ wɔ kwyɛl sɔɔ mot dáa wɔ di ekwyɛl nyel'ɔ met ɛ.”»
2a0a1c006d	Yezu ɛ́ bookake nɛ nɛ náá: «Wɔ ɛ́ bɔɔza ɛnyɔɛpe. Sa deenek, wɔ neebela tsik na kɔm-kɔm.»
2a0a1d007c	Ghuna ghaa mɛkana mɛ etsi ɛ Zɛɛb nakwyɛl ɛ́, nyɛ neebela gham. Nyɛ ɛ́ boodji Yezu náá: «Sɔ'am mot ɛzɛ?»
2a0a1e00ec	Yezu kadjɛ nyɛ kana ɛ́ náá: «Dhiiti motom nadi edus pɛ Yeluzalɛm, eesul pɛ Yeliko. Wɔ gwaa bot ɛ djii zɛmɛt nyɛ, duma nyɛ é nyel nɛ mɛbin, bɔɔ zɛdɛk nyɛ esa bɛ djas. Bɛ eezɛkaab, lik nyɛ ekɔɔ nɛ ɛsyee.
2a0a1f007a	Dhiiti ghaa-Zɛɛb nadi edhaa é ze'enek tyee zɛm-dhyee. É ghɛŋ nyɛ nabee mot'enɔk ɛ, nyɛ eezɛgwoob, tɔ́ yɛ.
2a0a20005b	Tyee wat nɛ dhiiti Lɛvit eezɛkwyil é di'enek, bee mot mɛpyoŋ, gwoob nyɛ, tɔ́ yɛ.
2a0a2100a9	Tin, dhiiti mot dɛl ɛ Samali nadi etɔ́ yɛ mɛdjoŋ ɔ nazɛkum é ngwoob mot mɛpyoŋ menɔk. Dáa nyɛ nakabee nyɛ ɛ́, wɔ gwaa ghoŋ zɛmɛt nyɛ ɛlyelɛpe.
2a0a2200d5	Nyɛ eebaazɛtiila é bhaaz'ɛ, zɛso nyɛ mɛnyok nɛ mul tɔ mɛpyoŋ, zɛdjɛl nyɛ yɛ ɛ́. Bhii tak, nyɛ eezɛkɛl nyɛ kɔ yaaga yɛ, tɔ́ nɛ nɛ pɛ ndjaa bɛdjoŋ. Tin, nyɛ eezɛgwom nyɛ ɛnyɔɛpe.
2a0a2300fd	Yii myɛn, mot dɛl ɛ Samali yenɔk eezɛwyisal ghwooz epata mɛdil ebá, zokadjɛ nakuma ndjaa bɛdjoŋ. Nyɛy nɛ nɛ náá: “Gwoma motom'ak. Epata djas ee wɔ aadi ebaawyisal étɛp'ɛ ɛ, mɛ waaboobulal wɔ yɛ ɛ́, dwoo mɛ aabula ɛ.”»
2a0a24006e	Yezu eebaazɛdji náá: «Tɔ bɔɔ bɛlɛl, ɛzɛ kɔa nɛ ɛdi ɛ́ mɔɔ sɔ mot bot ɛ djii namɛt ɔ?»
2a0a250088	Ghaa etsi zokabɔɔza náá: «Yɛ ɛ́ mot nagek nyɛ ghoŋ ɔ.» Yezu ɛ́ booke nɛ nɛ náá: «Tɔ́a, da wɔ ɛ́ sa deenek.»
2a0a2600c0	Dáa Yezu nadi é ze, bɛ nɛ bɛdjekel bɛ ɛ, wɔ gwaa bɛ zokazɛni tɔ dhiiti dɛl. Tɔ dɛl ɛ tak ye nabɛ ɛ́ nɛ dhiiti moma din ɛ lɛ nabɛ ɛ́ Maat. Nyɛ eezɛsulal pɛ daa lɛ.
2a0a270079	Nyɛ nabɛ ɛ́ nɛ dhyeeb, din ɛ lɛ nabɛ ɛ́ Maali. Maali tak nadi ɛ́ si mɛko ɛ Ghɛŋ Yezu é gwak mɛlyo mɛ.
2a0a280102	Ye kabela ɛ́ náá, Maat nadi eghuula étɛp ɛdjaab ɛ edee e bɛdjoŋ. Maat ɛ́ boozyɛ zɛke nɛ Yezu náá: «Ghɛŋ, wɔ ààbee dáa dhyeeb'am dhuugal mɛ nɛ bɛtɛ nɛ yak mɛsa mam mɛ ɛmet'aak é? Lɛɛa nyɛ náá, nyɛ kwyee mɛ.»
2a0a29007e	Ghɛŋ eezɛbɔɔza nɛ nɛ náá: «Maat, Maat, wɔ ɛpebem ba é etɛp e gwyes, lyem'ɔ ɛpesɔs etɛp ɛbuɛpe yii toto.
2a0a2a0096	Ye ɛ́ nɛ sonok wat di nɛ boo mɛtaŋ. Maali sɛ́ɛ sa di nɛ boo mɛtaŋ ɛ. Yiizaag ɛ́ di náá, mot tok nɛ ghwyil ɛ dɛk nyɛ yɛ ɛ́.»
2a0b0100b6	Dhiiti dwoo, Yezu nadi edjaala é dhiiti di. Dáa nyɛ nasilal ɛ, djekelɛ ngɔt eezɛke nyɛ náá: «Ghɛŋ, lyaala bis ɛdjaala Zɛɛb, dáa Zaŋ nalyaal bɛdjekel bɛ ɛ.»
2a0b02008c	Yezu eezɛke nɛ nɔɔ náá: «Bi ɛ́ di edjaala ɔ, keka náá: “Zɛɛb Sɛɛg'es, din ɛ lɔ di Dɛɛ ye guaa. Ɛyoŋ ɛ lɔ zyɛ.
2a0b030030	Djɛ bis ɛlu nɛ ɛlu edee di egoka nɛ nes ɛ.
2a0b040076	Pela bis mesyem mes etɛɛ náá, bisɔ ɛpepel bot ɛ nasa bis mɛbiyo ɔ. Sa wɔ ààbet bis tɔ mɛbhowal.”»
2a0b0500cb	Yezu eezɛbaake nɛ nɔɔ náá: «Djhoopookogek tyee náá: mot ngɔt pak'en ɛ́ nɛ sɔ, nyɛ eezɛtɔ́ pɛ daa lɛ kuku pum. Nyɛ eezɛke nɛ nɛ náá: “Sɔ'am, djema! Kola mɛ emapa elɛl,
2a0b06007f	etɛɛ náá, dhiiti sɔ'am ngɔt nadi é mɛndjoŋ ɔ, aloo nɛ tuula nenak pɛ daa lam. Mɛ tok nɛ edee mɛ djɛ nyɛ.”
2a0b0700ef	Djhoopookogekeka náá: Sɔ'ɛ eezɛbɔɔza nɛ nɛ tɔ ndjaŋ'ɛ náá: “Beta mɛ gwyem! Ɛbɛ ɛ ndjaa moo ɛ́ kɔɔla nɛ ɛngoŋ. Bis nɛ bɔn moo ɛ́ ‘kpop’ mendjaa me si. Mɛ aanàkwaawyɛl, zɛdjɛ wɔ emapa é tak!”
2a0b0800ed	Mɛ lɛɛ bin ɛ tsɛɛtsɛ náá, yɛ bɛ náá, nyɛ di ààwyɛl zɛdjɛ nyɛ ɛ́, kɔ ɛsu ɛ ɛsɔ ɛ bɛ nɛ nɛ ɔ, nyɛ waabatawyɛl, zɛdjɛ nyɛ sa nyɛ saŋ ɛ́, etɛɛ náá, sɔ ɛpenaada ɛwaab, ààbɛ nɛ sen.
2a0b09008d	Yɛ bɛ mam ɔ, mɛ kalɛɛ bin ɛ náá: Waabka, bi ɛ waadjɛaa. Saaka, bi ɛ waabela. Diigka é ɛbɛ ɛ ndjaa, bɛ waadii bin ye ɛ́.
2a0b0a0071	Ye ɛ́ deenek, mot aawaab ɔ, nyɛ waadjɛaa. Mot aasaŋ ɔ, nyɛ waabela. Bɛ dii ndjaŋ ɛ́, nɛ mot diig ɔ.
2a0b0b0082	«Yɛ bɛ náá, dhiiti mot pak'en ɛ́ sɛɛg mɔn ɔ, mɔn ɛ́ waab su ɔɔ, nyɛ nɛ ghwyil ɛdjɛ mɔn nyɔ é di tak é?
2a0b0c007b	Yɛ kabɛ náá, mɔn waab ɛ́ ɛke ɔɔ, nyɛ ɛ́ nɛ ghwyil ɛdjɛ nyɛ baalɔɔl é di tak é? Yɛ aanàkwaasael.
2a0b0d00a9	Kwyii biyɔ, bɛmbee ɛ bot bi di ɛ, bi nɛ gu ɛdjɛ embɛɛ esonok nɛ bɔn bin, gwyasa nɛ Sɛɛg'en di tɔ gwoo ɔ, nyɛ waadjɛ Sisim na Dɛɛ nɛ mot aawaab ɔ.»
2a0b0e00c4	Dhiiti dwoo, Yezu nadi esɔ mbee sisim nanɛɛg dhiiti mot bubu ɛ. Wɔ gwaa mbee sisim zokawyis tɔ mot'enɔk, bubu mot'enɔk moo tin é lii. Tin, ɛdhuu ɛ bot ɛ nadi tin ɔ moo tin é djoka.
2a0b0f00bb	É di'enek, bot ɛ nadi tin ɔ moo tin é ke pak'ɔɔ náá: «Ye ɛ́ Bɛlzebul, kukuma embee esisim, ɛ di edjɛ kɔkɔ yak mbi mɛbwala mɛ nyɛ di esɔ embee esisim nɛ ye ɛ́!»
2a0b1000c2	Bɛdhiiti nadi ekwyɛl ɛlóo ɛ nyɛ pɛ ɛko, da ɛ́ bwood nyɛ pɛ kyɛ. Bɛ ɛ́ boolɛɛ nɛ nɛ náá: «Sa bis dhiiti ɛtseŋa mɛbwala di elyaal náá, Zɛɛb ɛ́ nadhis wɔ ɛ!»
2a0b1100d6	Tin, Yezu nabɛ ɛ́, eegu egeka e elyem bɔɔ. Nyɛ ɛ́ booke nɛ nɔɔ náá: «Ɛyoŋ ɛ di náá, mɛsa mɛ bot ɛ tak ɛwaya pak'ɔɔ ɛ, ɛyoŋ ɛ tak aanàkwaadi. Bɔn bil wat tak ɛ waagonel pak'ɔɔ.
2a0b1200b9	Yɛ bɛ náá, Satan ɛ́ di etwak nyel'ɛ nyɛ met ɔɔ, ɛyoŋ ɛ lɛ aapyet dáa? Etɛɛ náá, bi ke ɛ́ náá, mɛ twak embee esisim ɛ nɛ ghwyil ɛ Bɛlzebul djɛ mɛ ɛ.
2a0b1300c4	Yɛ bɛ náá, mɛ sɔ embee esisim ɛ́ nɛ ghwyil ɛ Bɛlzebul ɔɔ, haa yebɔ bot aasɔ embee esisim nɛ yaa ghwyil? Étɛp tak ɛ́ di náá, bot bin bɔɔ bɛmet aadi ɛ́ bɛtetɛp bin.
2a0b1400a4	Nɛ tsɛɛtsɛ mɛ lɛɛ bin ɛ náá: Ye ɛ́ nɛ ghwyil ɛ Zɛɛb ɛ mɛ di esɔ embee esisim. Ye kwyɛl ɛlyaal ɛ́ náá: Ɛyoŋ ɛ Zɛɛb eezekum tɔ len.
2a0b150075	«Yɛ bɛ náá, mot ghwyil di nɛ mɛkoo mɛ dɛɛb ɛ di ebaal ndjaŋ'ɛ ɔɔ, esa bɛ ɛ́ waabaalaa ɛnyɔɛpe.
2a0b1600d2	Yɛ kabɛ náá, dhiiti mot di dhaa nyɛ nɛ ghwyil eezyɛ ɔɔ, nyɛ kwak ɛbhaad nyɛ si ɔ, bhii tak, nyɛ kadɛk nyɛ mɛkoo mɛ dɛɛb mɛ nyɛ nadi ebe-bwaal ɛ. Tin, nyɛ kanɔɔ esa bɛ djas ɛ́ kaa.
2a0b17008e	«Mot ɛ di ààdi bis nɛ nɛ ɔ, nyɛ ɛ́ mot mɛbhuka mam. Zɛnɔɔ náá, mot di ààkwyee mɛ nɛ ɛsɛɛg ɔ, waaz ɛ waaz'aak.»
2a0b1800fc	«É sok mbee sisim di ewyis tɔ nyel mot ɛ, ye dyeebawyis ɛ́ tɔ́, tɔ di di ààbɛ nɛ mɛdii ɔ, é kɛsaa di yɛ aakɛwala ɔ. Yɛ di ààbela di ɔɔ, yɛ kake ɛ́ náá: “Mɛ pookosik pɛ ndjaŋ'am, ndjaa mɛ nawyis tɔ tak ɛ.”
2a0b19004b	Tin, sika yɛ aakasik ɛ, ye kabela ndjaa tak ɛ́, toto, waabela, koobela.
2a0b1a00f0	É di'enek, ye katɔ́, kɛnɔɔ bɛdhiiti embee esisim etɛn nɛ ebá di edhaa yɛ nɛ embee mɛsa ɔ. Tin, bɔɔ djas kazɛni ɛ́ tɔ ndjaa bɛ bela di ɛdisi ɔ. É di'enek, tsik mot'enɔk kazɛpulel dhaa-dhaŋak tyee nabɛ sok ɛ.»
2a0b1b00b7	Dáa Yezu nadi elii deenek ɛ, dhiiti moma zokazɛben gwood tɔ ɛdhuu ɛ bot, nyɛy nɛ nɛ náá: «Mɛnyɔ nɛ moma nabɛp ɛbum ɛ lɔ ɔ! Mɛnyɔ nɛ mɛbel mɛ wɔ nadɛɛ!»
2a0b1c0089	Tin, Yezu eezɛbɔɔza nɛ nɛ náá: «Mɛnyɔ nɛ nen, bot ɛ di egwak mɛkpa ɛ Zɛɛb, da bi ɛ́ kɛ dáa Zɛɛb di ekwyɛl ɛ.»
2a0b1d011b	Dáa mɛdhuu mɛ bot nadi esaala é ngwoob ɛ Yezu ɛ, nyɛ moo tin é ke náá: «Bot ɛ di kɔ bɔs'ak mos'aak àànyɔ bot. Bɛ ɛpewaab dhiiti tseŋa mɛbwala mɛ Zɛɛb. Bɛ aanàkwaakobee dhiiti wat, yɛ di ààbɛ yii nabɛ ye ɛ́ ngoolel-mɛkpa ɛ Zɛɛb Yonas ɔ.
2a0b1e009a	Deenek, tyee wat Yonas nadi tseŋa é mis mɛ bot ɛ ghaada Niniv ɛ, deenek ɛ́ Sɛɛŋɛlɛ Mɔn Mot aadi tseŋa étɛp bot ɛ di kɔ bɔs'ak mos'ak.
2a0b1f0136	É dwoo Zɛɛb aazɛpɛ́ɛ bot ɛ, moma di mɛkoozi kɔ mɛl mɛ di pɛ kyɛ bɔs ɛ, waatyaa sok bhwoob bot ɛ mɛlu mak. Tin, nyɛ waakwyesal bɛ ndjɛ sɔs, etɛɛ náá, nyɛ naadus pɛ mɛsik mɛ bɔs, étɛp ɛzɛgwak mɛkpa mɛ etsoŋ ɛ Salomɔŋ. Ghuna yii di wak ɛ eedhaa-dhaŋak yɛ Salomɔŋ.
2a0b200114	É dwoo Zɛɛb aazɛpɛ́ɛ bot ɛ, bot ɛ dɛl ɛ Niniv waatyaa sok bhwoob bot ɛ mɛlu mak. Tin, bɛ waazɛkwyesal bɛ ndjɛ sɔs, etɛɛ náá, bot ɛ ghaada Niniv naazeliig elyem bɔɔ, bhii bɛ nazegwak mɛlyo ɛ Yonas ɛ. Ghuna yii di wak ɛ dhaa-dhaŋak yɛ Yonas!»
2a0b2100c2	«Mot aanàkwaatuub lama, da nyɛ ɛ́ butal yɛ si bhwaa. Yɛ ààsaaa deenek. Ye goka nɛ ɛkɛlaa ɛ́, pɛ kɔ tɛɛg, etɛɛ náá, bot djas aadi eni tɔ ndjaŋ ɔ needi tɔ gwyɛ tak.
2a0b2200bf	Mis mɔ ɛ́ lambi nyel'ɔ. Mis mɔ ɛ́ di enyaasok ɛnyɔɛpe ɔɔ, gua náá, nyel'ɔ djas ɛ́ tɔ selele. Yɛ kabɛ náá, mis mɔ àànyaasok ɔɔ, nyel'ɔ djas ɛ́ tɔ ghooghom.
2a0b230094	Deenek ɛ́, mɛ di elɛɛ wɔ náá, wɔ di tsoŋ mot étɛp ɛbaal eselele di tɔ lɔ ɛ, é kaab náá, eselele bin ɛzɛkɛliiza ghooghom.
2a0b2400b7	Yɛ bɛ náá, nyel'ɔ djas ɛ́ tɔ selele, ààbɛ nɛ kyee nyel wat di tɔ ghooghom ɔɔ, nyel'ɔ djas aadi ɛ́, tɔ gwyɛ, dáa lambi di edjɛ wɔ gwyɛ nɛ mɛkas mɛ ɛ.»
2a0b250092	Dáa Yezu nasilal ɛlii ɛ, dhiiti Falizyɛ zokadjóo nyɛ, nyɛ zɛdɛ pɛ ndjaŋ'ɛ. Yezu zokani tɔ ndjaa mot tak, nɔɔ nyel, disi kɔ mesa.
2a0b260072	Falizyɛ yenɔk zokadjoka dáa nyɛ nabee náá, Yezu nabɛ ààgwyii mɛmbɔ ɛsok nɛ nyɛ nɛ dɛ edee ɛ.
2a0b2700dd	Tin, Ghɛŋ ɛ́ booke nɛ Falizyɛ yenɔk náá: «Beeka dáa biyɔ eFalizyɛ di ɛ: Bi dyeebagwyii ɛ́ ekoŋ e ebɛɛlɛ nɛ ekoŋ e esaan. Yɛ kabɛ tɔ tak ɔ, bi nɛ bu ɛkwosak ɛ djii nɛ embee elyem dhaa nyel.
2a0b28004d	Bi ààtselal, ye tok Zɛɛb mot nasa pɛ kel ɔ naba ààsa tɔ tak é?
2a0b29007d	Djɛka bɛdjel ɛ bot esa eedi tɔ ebɛɛlɛ ɛ, nɛ yii di tɔ esaan bin ɛ. Deenek ɛ́ esonok djas aadi, dɛɛ étɛp'en.
2a0b2a0136	«Haa kpaa-ghoŋ nɛ biyɔ, eFalizyɛ etɛɛ náá, bi ɛpetuud Zɛɛb nɛ endiyal kam e nadjeebe nɛ aghomkɔtɔ, zɛnɔɔ mɛwyee mɛ di ebɛaa tɔ bok ɛ. Da bi ɛ́ kapeeba ɛ́ epiki nɛ kwyɛl ɛ Zɛɛb. Ghuna, sa bɛ di egoka nɛ ɛwa lyem é tak ɛ́, yɛ ɛ́ yenek, ààpeeba bɛdhiiti kalik ɛ.
2a0b2b00ca	«Haa kpaa-ghoŋ nɛ biyɔ, eFalizyɛ etɛɛ náá, bi kwyɛl ɛ́, mɛbhóó mɛ pɛ sok étɛp ɛtela mɛnyel tɔ mendjaa mɛ mendjaala mɛ eYuda, bi nɛ kwyɛl bi swosaa nɛ duu kɔ mɛbɛsɛɛ.
2a0b2c008a	Haa kpaa-ghoŋ nɛ biyɔ, etɛɛ náá, bi ɛ́ dáa mɛvit mɛ di ye moo ààkanyen ɛ. Mɛvit mɛ bot di kɛ kɔ tak ààgu ɛ!»
2a0b2d008c	Mot ngɔt tɔ bɛlyoel ɛ etsi e Zɛɛb zokazɛdji nyɛ náá: «Lyoel, dáa wɔ di elii deenek'enek, wɔ lee tin ɛ́ dɔɔ nɛ bisɔ!»
2a0b2e00fb	Yezu eezɛbɔɔza nɛ nɔɔ náá: «Kpaa-ghoŋ dɔɔ nɛ biyɔ, bɛlyoel ɛ etsi e Zɛɛb! Bi ɛpekɛl kɔ ekoŋ e bot mɛkɔm mɛ na dil-dil, da bi kadi ɛ́, ààkosɛɛb-sɛɛbak djin wat étɛp ɛkwyee bɛ é ɛbɛp dil-dil mɛkɔm mɛ tak.
2a0b2f0094	Haa kpaa-ghoŋ nɛ nen, etɛɛ náá, bi ɛpesum mɛvit mɛ bɛngoolel ɛ mɛkpa ɛ Zɛɛb, bɛngoolel ɛ mɛkpa ɛ Zɛɛb bɛbhaab bin nagó ɛ!
2a0b3000b2	Deenek, bi kwyɛl ɛlyaal ɛ náá, bi eemyaal embee esesɛɛ bɛbhaab bin, etɛɛ náá, bɛ naagó bɛngoolel ɛ mɛkpa ɛ Zɛɛb, ye ɛ́ biyɔ ɛ kadi esum mɛvit mɔɔ!
2a0b3100bf	Kɔ ɛsu ɛ tak ɛ Zɛɛb tɔ etsoŋ bɛ, nake náá: “Mɛ waakyeed bɛ bɛngoolel ɛ mɛkpa ɛ Zɛɛb nɛ bot ɛ lwoma, bɛ waagó bɛdhiiti, da bɛ ɛ́ wa bɛdhiiti tɔ tsik mezuk.”
2a0b3200b6	Kana ɛkus ɛ bɔs, bɛtɛ nɛ bɛngoolel ɛ mɛkpa ɛ Zɛɛb naadyeebagóaa, étɛp tak ɛ́ di náá, esesɛɛ binek djas kwyɛ kɔ elo e kɔkɔ bot ɛ di kɔ bɔs dwoo mos'ak.
2a0b3300f6	Kana dwoo ɛsyee ɛ Abhɛl, kɛyaka nɛ yɛ Zakali, mot nagóaa pak mesa ebuwa, bɛ di eka ebuwa ɔ, nɛ Di na Dɛɛ ɛ Ghɛŋ, nɛ tsɛɛtsɛ mɛ lɛɛ bin ɛ́ náá, esesɛɛ binek djas kwyɛ kɔ elo e kɔkɔ bot ɛ di kɔ bɔs dwoo mos'ak.
2a0b3400e5	«Haa kpaa-ghoŋ nɛ nen, biyɔ, bɛlyoel ɛ etsi e Zɛɛb, etɛɛ náá, bi eezediyal ze di etɔ́ nɛ bot pɛ daa Zɛɛb ɛ. Biyɔ bɛmet bi ààpakɛ é ze tak. Tin, bi ɛpela bot ɛ di ekwyɛl ɛdhaa é ze tak ɔ, ze.»
2a0b3500b9	Dáa Yezu nawyis tɔ ndjaŋ'enek ɛ, eFalizyɛ nɛ bɛghaŋ ɛ mɛkana mɛ etsi moo tin nɛ mɛbhuk tɔ elyem. Bhii tak bɛ moo tin edji nyɛ bɛtɛ nɛ ekiya dum nɛ bɛtɛ nɛ etɛp.
2a0b36007b	É di'enek, bɛ nadi elóo nyɛ pɛ ɛko, da bwood nyɛ pɛ kyɛ étɛp bɛ neebela mɛkpa mɛ bɛ aapit nyɛ nɛ ye ɛ.
2a0c010123	É ghɛŋ tak, bot eezɛsɛɛga é di tak. Mɛbu mɛ bot sa náá, bɛdhiiti nyalel pak'ɔɔ. Tin, Yezu eezɛke nɛ bɛdjekel bɛ náá: «Ɛsok nɛ esonok djas, ye goka ɛ́ náá, bi kyee leviid eFalizyɛ. Ye kwyɛl ɛlyaal ɛ́, mɛfulu mɔɔ yii mɛdjhaaz pɛ ɛko bhimis pɛ si.
2a0c020066	Esesɛɛ djas di esyela ɛ, yɛ waawyis é gwyɛ, etɛp ee nadi tɔ sɔ ɛ, yɛ waaguaa nɛ bot djas.
2a0c0300c8	Étɛp tak ɛ́ di náá, etɛp djas bi aadi elii tɔ ghooghom ɛ, yɛ aadi egék é gwyɛ mwos dwoo. Sa bi nanyiiŋelaa tɔ ɛlɔ pɛ tɔ dhɛŋ ɛ, yɛ aadi ɛ́ moo tuuda kɔ emii e mendjaa.»
2a0c040088	«Biyɔ bɛsɔ bam, mɛ lɛɛ bin ɛ́ náá, nàkaabka bot ɛ di egó tsik epuud ɔ, bhii tak, bɛ kadi ɛ́ ààsa dhiiti sonok.
2a0c050104	Mɛ paakolyaal bin sa bot di egoka nɛ ɛkaab dhaa nyel ɛ. Bi goka nɛ kaab ɛ́ Zɛɛb, mot di náá, bhis ɛsyee, nyɛ ɛ́ nɛ ghwyil ɛkɛmwas bin tɔ du na kɔm-kɔm ɔ. Nɛ tsɛɛtsɛ, mɛ lɛɛ bin ɛ náá, ye ɛ́ nyɛy ɛ bi di egoka nɛ ɛkaab!
2a0c060087	Bot djas nɛ gu náá, bɔɔ enen etɛn dyeebabɔmsaa ɛ́ nɛ epata ebá. Kabela náá, ye tok nɛ sa Zɛɛb aadjisa é mis mɛ.
2a0c070084	Deenek, bhoo elo bin ɛ́ elaŋa, sa mot ààdi nɛ bwoo, etɛɛ náá, é mis ɛ Zɛɛb, bi ɛ́ nɛ boo mɛtaŋ, dhaa enen!»
2a0c0800b1	«Mɛ lɛɛ bin ɛ́ náá, mot aamyam popoopwon é mis mɛ bot djas náá, nyɛ ɛ́ djekel'am ɔ, Sɛɛŋɛlɛ Mɔn Mot pe ɛ́ waamyam nyɛ é mis mɛ efofop ɛ Zɛɛb.
2a0c09008a	Tin, Mot ɛ kɛla popoopwon é mis mɛ bot djas náá, nyɛ tok djekel'am ɔɔ, mam pe, mɛ waakɛla nyɛ é mis mɛ efofop ɛ Zɛɛb.
2a0c0a00ca	Yɛ bɛ náá, dhiiti mot eelóo mbee ɛkpa nɛ Sɛɛŋɛlɛ Mɔn Mot ɔɔ, mot tak ɛ́ nɛ ghwyil ɛbela ɛpelak. Yɛ kabɛ náá, mot eebyasal Sisim na Dɛɛ ɔɔ, yenɔk aanàkwaabela ɛpelak.
2a0c0b00cb	«É sok bɛ aatɔ́ nɛ nen sok bhwoob bɛtetɛp, tɔ mendjaa mɛ mendjaala mɛ eYuda nɛ pɛ daa ekukuma nɛ bɛmɛkoozi ɛ, sa mot ààbem ba dum nɛ dáa bi aataŋal nɛ mɛkpa mɛ bi aalóo ɛ.
2a0c0c005e	Etɛɛ náá, é di'enek wat Sisim na Dɛɛ waalyo bin dáa bi di egoka nɛ ɛtaŋal ɛ.»
2a0c0d0096	Mot ngɔt tɔ ɛdhuu ɛ bot ɛ nadi tin ɔ zokazɛke nɛ Yezu náá: «Lyoel! Lɛɛa nɛ mɔn nyaag'am náá, bis kaa esa ee sɛɛg'es nalik ɛ.»
2a0c0e009e	Yezu eezɛbɔɔza nɛ nɛ náá: «Mɔɔ sɔ'am, ɛzɛ nɛɛg mɛ tetɛp dum nɛ etɛp bin, dɔɔ nɛ étɛp ɛkaa esa ee sɛɛg'en nalik bin nɛ yɛ ɛ?»
2a0c0f00a2	Bhii tak nyɛ eezɛke nɛ nɔɔ náá: «Bi ɛ́ kobaka nɛ dɔɔ mɛvu, etɛɛ náá, tsik mot tok étɛp mɛvu. Ye nakoozobɛ náá, nyɛ ɛ́ kum mot.»
2a0c100080	Tin, nyɛ ɛ́ boozɛlɛɛ bɛ kana yak: «Dhiiti kum mot nadi ɛ́ nɛ mɛdhik mɛ nadi sa náá, nyɛ gó bhek ɛbuɛpe ɛ.
2a0c110098	Nyɛ moo tin é siiza. Nyɛy náá: “Mɛ sa dáa etɛɛ náá, mɛ tok nɛ bɛtɛ nɛ e di étɛp mɛ neekwom edee mɛ gó tɔ pyeeb'am ɛ?”
2a0c1200a7	Bhii tak nyɛ eezɛke náá: “Beea dáa mɛ aasa ɛ: mɛ waawaaz etaa bam, da mɛ ɛ́ lóo bɛ na bɔk-bɔk. Tin, da mɛ ɛ́ wa edee bam nɛ mɛvu mam djas.”
2a0c1300db	Bhii tak mɛ ka ke nɛ nyel'am ɛ náá: “Mɔɔ sɔam, e di deenek, wɔ moo ɛ́ nɛ mɛvu ɛbuɛpe, yii aadjala étɛp membu ɛbuɛpe ɛ. Wɔ ɛ́ nɛ ghwyil ɛka wala. Dɛa edee nɛ mɛdii. Dia tɔ mɛ myaala.”
2a0c14009e	Tin, Zɛɛb zokazɛke nɛ nɛ: “Wɔy mot di ààbɛ nɛ lyem'aak! E pum'ak mos mɛ ɛpenɔɔ tsikɔ. Deenek, esesɛɛ ee wɔ kwom ɛ, ɛzɛ aabe yɛ?”»
