0100000008	Gênesis
04011d0039	Foram contados ao todo da tribo de Issacar 54.400 homens.
04011e00d3	Dos descendentes de Zebulom: Todos os homens de vinte anos ou mais que eram aptos para ir para a guerra foram relacionados, segundo a sua origem, cada um de acordo com o seu grupo de famílias e na sua família.
04011f0039	Foram contados ao todo da tribo de Zebulom 57.400 homens.
04012000e7	Dos filhos de José: Dos descendentes de Efraim: Todos os homens de vinte anos ou mais que eram aptos para ir para a guerra foram relacionados, segundo a sua origem, cada um de acordo com o seu grupo de famílias e na sua família.
0401210038	Foram contados ao todo da tribo de Efraim 40.500 homens.
04012200d5	Dos descendentes de Manassés: Todos os homens de vinte anos ou mais que eram aptos para ir para a guerra foram relacionados, segundo a sua origem, cada um de acordo com o seu grupo de famílias e na sua família.
040123003b	Foram contados ao todo da tribo de Manassés 32.200 homens.
04012400d4	Dos descendentes de Benjamin: Todos os homens de vinte anos ou mais que eram aptos para ir para a guerra foram relacionados, segundo a sua origem, cada um de acordo com o seu grupo de famílias e na sua família.
040125003a	Foram contados ao todo da tribo de Benjamin 35.400 homens.
04012600cf	Dos descendentes de Dã: Todos os homens de vinte anos ou mais que eram aptos para ir para a guerra foram relacionados, segundo a sua origem, cada um de acordo com o seu grupo de famílias e na sua família.
0401270035	Foram contados ao todo da tribo de Dã 62.700 homens.
04012800d0	Dos descendentes de Aser: Todos os homens de vinte anos ou mais que eram aptos para ir para a guerra foram relacionados, segundo a sua origem, cada um de acordo com o seu grupo de famílias e na sua família.
0401290036	Foram contados ao todo da tribo de Aser 41.500 homens.
04012a00d3	Dos descendentes de Naftali: Todos os homens de vinte anos ou mais que eram aptos para ir para a guerra foram relacionados, segundo a sua origem, cada um de acordo com o seu grupo de famílias e na sua família.
04012b0039	Foram contados ao todo da tribo de Naftali 53.400 homens.
04012c0084	Esses foram os homens contados por Moisés e Arão e pelos doze líderes das tribos de Israel, cada um representando a sua família.
04012d007a	Todos os homens israelitas de vinte anos ou mais que estavam aptos para ir para a guerra, de acordo com as suas famílias,
04012e0023	somaram um total de 603.550 homens.
04012f002c	Este total, porém, não incluiu os levitas,
0401300020	porque o Senhor disse a Moisés:
040131007b	“Você não deve fazer o recenseamento da tribo de Levi nem relacione o número de levitas no total geral dos israelitas.
04013200ef	Mas diga aos levitas que se responsabilizem pelo cuidado do Tabernáculo, das tábuas da aliança, de todos os utensílios e por tudo o que pertence a ele. Eles levarão o Tabernáculo e todos os seus utensílios, e acamparão junto a ele.
04013300b7	Sempre que o Tabernáculo tiver de ser removido, só os levitas poderão desmontar e armar o Tabernáculo. Qualquer estranho não autorizado que se aproximar do Tabernáculo morrerá.
04013400a3	Cada tribo de Israel terá o seu próprio acampamento e armará as suas tendas separadamente, segundo as suas divisões, e nesse lugar ficará a bandeira da tribo.
04013500cb	Mas os levitas armarão o seu acampamento ao redor do Tabernáculo que guarda as tábuas da aliança, para cuidar do Tabernáculo e para que a comunidade de Israel não seja atingida pela ira de Deus”.
0401360055	Então os filhos de Israel obedeceram a tudo o que o Senhor havia ordenado a Moisés.
0402010030	E o Senhor deu mais ordens para Moisés e Arão:
040202009c	“Cada tribo de Israel deve acampar em um lugar próprio, ao redor do Tabernáculo, onde colocarão a bandeira da tribo e os símbolos de cada família”.
0402030083	Do lado leste acamparão os exércitos da tribo de Judá junto à sua bandeira. O chefe de Judá será Naassom, filho de Aminadabe;
0402040038	e o seu exército, segundo o censo, é de 74.600 homens.
0402050060	A tribo de Issacar acampará ao lado de Judá. O chefe de Issacar será Natanael, filho de Zuar;
0402060038	e o seu exército, segundo o censo, é de 54.400 homens.
0402070052	Depois virá a tribo de Zebulom. Eliabe, filho de Helom, será o chefe de Zebulom,
0402080038	e o seu exército, segundo o censo, é de 57.400 homens.
040209008c	O número total dos homens recenseados do acampamento de Judá, segundo os seus exércitos, é de 186.400. Esses homens marcharão primeiro.
04020a007f	Do lado sul acamparão os exércitos da tribo de Rúben junto à sua bandeira. O chefe de Rúben será Elizur, filho de Sedeur;
04020b0038	e o seu exército, segundo o censo, é de 46.500 homens.
04020c0066	A tribo de Simeão acampará ao lado de Rúben. O chefe de Simeão será Selumiel, filho de Zurisadai;
04020d0038	e o seu exército, segundo o censo, é de 59.300 homens.
04020e004d	Depois virá a tribo de Gade. Elisafe, filho de Deuel, será o chefe de Gade,
04020f0038	e o seu exército, segundo o censo, é de 45.650 homens.
040210008e	O número total dos homens recenseados do acampamento de Rúben, segundo os seus exércitos, é de 151.450. Esses marcharão em segundo lugar.
04021100ba	Depois marcharão os exércitos dos levitas levando o Tabernáculo no meio dos outros acampamentos, na mesma ordem em que acamparem; cada um no seu devido lugar, seguindo a sua bandeira.
0402120083	Do lado oeste acamparão os exércitos da tribo de Efraim junto à sua bandeira. O chefe de Efraim será Elizama, filho de Amiúde;
0402130038	e o seu exército, segundo o censo, é de 40.500 homens.
0402140068	A tribo de Manassés acampará ao lado de Efraim. O chefe de Manassés será Gamaliel, filho de Pedazur;
0402150038	e o seu exército, segundo o censo, é de 32.200 homens.
0402160056	Depois virá a tribo de Benjamim. Abidã, filho de Gideoni, será o chefe de Benjamim;
0402170038	e o seu exército, segundo o censo, é de 32.200 homens.
040218008f	O número total dos homens recenseados do acampamento de Efraim, segundo os seus exércitos, é de 108.100. Esses marcharão em terceiro lugar.
040219007d	Do lado norte acamparão os exércitos da tribo de Dã junto à sua bandeira. O chefe de Dã será Aiezer, filho de Amisadai;
04021a0038	e o seu exército, segundo o censo, é de 62.700 homens.
04021b0057	A tribo de Aser acampará ao lado de Dã. O chefe de Aser será Pagiel, filho de Ocrã;
04021c0038	e o seu exército, segundo o censo, é de 41.500 homens.
04021d004f	Depois virá a tribo de Naftali. Aira, filho de Enã, será o chefe de Naftali;
04021e0038	e o seu exército, segundo o censo, é de 53.400 homens.
04021f00ac	O número total dos homens recenseados do acampamento de Dã, segundo os seus exércitos, é de 157.600 homens. Esses marcharão em último lugar, junto às suas bandeiras.
0402200090	O número total de homens de Israel contados de acordo com as suas famílias, nos acampamentos, de acordo com os seus exércitos foi de 603.550.
0402210064	Mas os levitas não foram contados com os outros israelitas, como o Senhor havia ordenado a Moisés.
04022200b5	Assim, o povo de Israel fez tudo o que o Senhor havia ordenado a Moisés; eles acampavam junto à sua bandeira e marchavam cada um com o seu grupo de famílias e com a sua família.
0403010062	Estes foram os descendentes de Arão e de Moisés, quando o Senhor falou a Moisés no monte Sinai:
0403020064	Os nomes dos filhos de Arão são os seguintes: Nadabe, o filho mais velho, Abiú, Eleazar e Itamar.
040303005a	Esses são os nomes dos filhos de Arão, que foram ungidos e ordenados para o sacerdócio.
0403040101	Mas Nadabe e Abiú morreram na presença do Senhor, quando ofereciam fogo proibido pelo próprio Senhor, no deserto de Sinai. Tanto Nadabe quanto Abiú não tiveram filhos; por isso, somente Eleazar e Itamar serviram como sacerdotes diante de seu pai Arão.
0403050020	Então o Senhor disse a Moisés:
0403060051	“Reúna a tribo de Levi e diga ao sacerdote Arão que os levitas o auxiliarão.
0403070072	Os levitas devem cumprir bem os seus deveres no Tabernáculo para com Arão e seus filhos, e para com todo o povo.
0403080090	Eles tomarão conta de todos os utensílios do Tabernáculo, cumprindo as obrigações para com os filhos de Israel no serviço do Tabernáculo.
0403090058	A tribo de Levi será a escolhida entre os israelitas para servir a Arão e seus filhos.
04030a007f	Mas só Arão e os seus filhos cuidarão do sacerdócio; qualquer outra pessoa não autorizada que se aproximar será morta”.
04030b001b	E o Senhor disse a Moisés:
04030c0082	“Eu escolhi os levitas dentre os filhos de Israel, em lugar do primeiro filho de cada mulher israelita. Os levitas me pertencem,
04030d010c	porque todo primeiro filho que nasce em cada lar é meu. Desde aquele dia em que feri os primeiros filhos de cada família do Egito, separei para mim todos os primeiros filhos de cada família de Israel, inclusive as primeiras crias de cada animal. Eu sou o Senhor”.
04030e0031	E o Senhor falou com Moisés no deserto do Sinai:
04030f009d	“Faça uma contagem de todos os homens levitas que tenham mais de um mês de idade, de acordo com os seus grupos de família e a família de cada homem”.
0403100035	Então Moisés os contou, conforme a ordem do Senhor.
0403110047	São estes os filhos de Levi pelos seus nomes: Gérson, Coate e Merari.
040312005b	E estes são os nomes dos filhos de Gérson de acordo com as suas famílias: Libni e Simei.
0403130069	E estes são os nomes dos filhos de Coate de acordo com as suas famílias: Anrão, Jizar, Hebrom e Uziel.
0403140058	E estes são os nomes dos filhos de Merari de acordo com as suas famílias: Mali e Musi.
0403150050	O grupo de famílias de Gérson era formado pelas famílias de Libni e de Simei.
0403160065	O número de todos os que foram contados do sexo masculino, de um mês de idade para cima, foi 7.500.
040317003e	Esse grupo deveria se acampar a oeste, atrás do Tabernáculo.
040318003d	O chefe desse grupo de famílias era Eliasafe, filho de Lael.
04031900a6	A responsabilidade dessas duas famílias de levitas era cuidar do Tabernáculo, da tenda interior (ou santuário) da cobertura, da cortina da entrada do Tabernáculo,
04031a009d	das cortinas externas do pátio, da cortina da entrada do pátio que fica ao redor do Tabernáculo, do altar, e das cordas usadas para montar o Tabernáculo.
04031b0091	De Coate originaram-se os grupos de famílias dos anramitas, dos jizaritas, dos hebronitas e dos uzielitas. São essas as famílias dos coatitas.
04031c0098	O número de todos os que foram contados do sexo masculino, de um mês de idade para cima, foi 8.600. Eles eram responsáveis para cuidar do Santuário.
04031d0039	Os coatitas deveriam acampar no lado sul do Tabernáculo.
04031e003e	O chefe desse grupo de famílias era Elisafã, filho de Uziel.
04031f00f3	A responsabilidade dessas quatro famílias de levitas era tomar conta da arca da aliança, da mesa, do candelabro, dos altares, dos utensílios do Santuário usados para ministrar, da cortina e de tudo que estava relacionado com esse serviço.
040320009e	O líder dos chefes dos levitas era Eleazar, filho do sacerdote Arão. Ele era responsável pela supervisão dos encarregados que tomavam conta do Santuário.
0403210047	O grupo das famílias de Merari era formado pelos malitas e os musitas.
0403220065	O número de todos os que foram contados do sexo masculino, de um mês de idade para cima, foi 6.200.
0403230081	O chefe do grupo de famílias de Merari era Zuriel, filho de Abiail. Os meraritas deveriam acampar no lado norte do Tabernáculo.
040324009b	Os meraritas tinham a responsabilidade de cuidar das armações do Tabernáculo, de seus travessões, das colunas, das bases, de todos os seus utensílios,
040325006d	bem como das colunas do pátio ao redor, e das bases, das estacas menores e das cordas usadas nesse trabalho.
040326010b	As tendas de Moisés, de Arão e dos filhos de Arão deveriam ficar a leste do Tabernáculo. Eles tinham a responsabilidade de tomar conta do Tabernáculo e trabalhar como sacerdotes em favor dos israelitas. Qualquer pessoa estranha que se aproximasse deveria morrer.
0403270088	A contagem dos levitas do sexo masculino, da idade de um mês para cima, que Moisés e Arão fizeram por ordem do Senhor, foi de 22.000.
04032800ab	Então o Senhor disse a Moisés: “Conte todos os primeiros filhos de cada família de Israel, do sexo masculino, de um mês para cima e registre o nome de cada um deles.
04032900c6	Trocarei o filho mais velho de cada família de Israel pelos levitas, e a primeira cria de todos os animais que existem em Israel pelos animais dos levitas. Os levitas são meus. Eu sou o Senhor”.
04032a0073	Então Moisés contou todos os filhos mais velhos das famílias do povo de Israel, de acordo com a ordem do Senhor.
04032b006f	O número total dos filhos mais velhos do sexo masculino, de um mês para cima, segundo o censo, foi de 22.273.
04032c0020	O Senhor disse então a Moisés:
04032d00cf	“Dedique os levitas em lugar dos filhos mais velhos do povo de Israel, e me entregue os animais dos levitas em troca da primeira cria dos animais do povo de Israel. Os levitas serão meus. Eu sou o Senhor.
04032e0053	Para pagar o resgate dos 273 filhos mais velhos que excederam o número de levitas,
04032f0054	recolha sessenta gramas de prata por pessoa, com base no peso padrão do santuário.
0403300055	Entregue a Arão e aos seus dois filhos para o resgate do excedente de israelitas”.
0403310088	Moisés então recebeu o valor do resgate dos 273 filhos mais velhos das famílias do povo de Israel que excederam o número de levitas.
0403320076	Dos filhos mais velhos de Israel ele recolheu quase dezesseis quilos de prata, com base no peso padrão do santuário.
040333004b	Como o Senhor mandou, Moisés entregou esse dinheiro a Arão e seus filhos.
040401002a	Então o Senhor disse a Moisés e a Arão:
0404020061	“Façam um recenseamento dos coatitas, por grupo de famílias e por famílias da tribo de Levi.
0404030074	Contem todos os homens que têm entre trinta e cinquenta anos de idade, capazes de fazer o serviço do Tabernáculo.
040404004f	“O serviço dos coatitas no Tabernáculo é cuidar das coisas muito sagradas.
040405009d	Quando o acampamento for desarmado, Arão e seus filhos entrarão primeiro no Tabernáculo para tirar o véu protetor e com ele cobrirão a arca da aliança.
0404060081	Então eles cobrirão a arca com couro, cobrirão o couro com um pano azul e colocarão as varas de carregar nas argolas da arca.
04040700e7	“A seguir, devem colocar um pano azul sobre a mesa onde ficam os pães da Presença e colocarão os pratos, as taças de incenso, as taças das ofertas, os jarros para as ofertas de bebida e os pães da Presença sobre esse pano.
0404080096	Depois colocarão sobre tudo isso um pano vermelho, e finalmente o cobrirão com uma coberta de couro. Depois colocarão as varas nas argolas da mesa.
04040900c9	“Em seguida pegarão um pano azul e cobrirão o candelabro, as lâmpadas, as tesouras de cortar os pavios das lâmpadas, os seus apagadores e todos os jarros necessários para o suprimento de azeite.
04040a006c	Então cobrirão tudo isso com uma coberta de couro e colocarão estes objetos sobre as varas para carregar.
04040b008f	“Eles cobrirão o altar de ouro com um pano azul e por cima colocarão uma coberta de couro. Depois colocarão os cabos nas argolas do altar.
04040c00c5	“Eles embrulharão todos os outros utensílios usados na ministração no Tabernáculo com um pano azul e os cobrirão com uma coberta de couro, e colocarão tudo isso sobre as varas de carregar.
04040d0059	“Eles tirarão a cinza do altar de bronze e estenderão por cima dele um pano vermelho.
04040e010b	Colocarão sobre ele todos os utensílios usados na ministração do altar: os braseiros, os garfos, as pás e as bacias, e todos os utensílios do altar; e sobre tudo isso estenderão uma coberta de couro. Então colocarão as varas de carregar nas argolas do altar.
04040f0122	“Quando Arão e seus filhos terminarem de desmontar o santuário e os utensílios do santuário, os coatitas deverão carregá-los durante a viagem. Mas não tocarão nos utensílios sagrados. Se o fizerem, morrerão. São esses os utensílios do Tabernáculo que os coatitas devem levar.
0404100127	“Eleazar, filho do sacerdote Arão, deve tomar conta do azeite para as lâmpadas do incenso aromático, da oferta diária de cereais e do óleo da unção. Ele ficará responsável por tomar conta de todo o Tabernáculo e por tudo o que nele há, ou seja, os seus utensílios e acessórios”.
040411002a	Então o Senhor disse a Moisés e a Arão:
040412004b	“Não deixem que as famílias dos coatitas desapareçam entre os levitas.
04041300c6	Vocês devem fazer o seguinte para que os coatitas não morram quando forem carregar as coisas sagradas: Arão e seus filhos entrarão no santuário e designarão a cada coatita o que deve carregar.
040414006d	Os coatitas nunca devem entrar no santuário nem ver as coisas sagradas. Se eles desobedecerem, morrerão”.
040415001b	E o Senhor disse a Moisés:
040416005a	“Faça também um recenseamento dos gersonitas, por grupos de famílias e por famílias;
0404170086	conte todos os homens que têm entre trinta e cinquenta anos de idade, e que são capazes de fazer o trabalho sagrado do Tabernáculo.
0404180031	“Os deveres dos gersonitas serão os seguintes:
0404190095	Eles devem carregar as cortinas do Tabernáculo, o próprio Tabernáculo, a sua cobertura de couro de cabra e as cortinas da entrada do Tabernáculo.
04041a00b0	Devem carregar também as cortinas externas do pátio que cercam o Tabernáculo, o altar, a cortina da entrada e as suas cordas com todos os utensílios usados em seu serviço.
04041b0076	Arão e seus filhos darão as ordens aos gersonitas a respeito do serviço deles, e tudo o que devem fazer e carregar.
04041c00a2	Este é o serviço do grupo de famílias dos gersonitas no Tabernáculo; Itamar, filho do sacerdote Arão, será responsável pela supervisão de suas atividades.
04041d0052	“Depois faça uma contagem dos meraritas por grupo de famílias e por famílias,
04041e0062	de todos os homens entre trinta e cinquenta anos, capazes de fazer algum trabalho no Tabernáculo.
04041f0098	Esta é a tarefa deles, de acordo com todo o serviço no Tabernáculo: levar as armações do Tabernáculo, seus travessões, suas colunas e suas bases;
04042000e0	as colunas do pátio que cerca o Tabernáculo, as suas bases, as suas estacas e suas cordas, e todas as outras coisas usadas para montar o Tabernáculo e tudo que pertence ao seu serviço. Diga a cada um o que deve carregar.
04042100a1	Esse é o serviço do grupo de famílias dos meraritas no Tabernáculo. Itamar, filho do sacerdote Arão, será o responsável pela supervisão dos meraritas”.
0404220079	Moisés, Arão e os líderes do povo fizeram a contagem dos coatitas, conforme seus grupos de famílias e suas famílias,
0404230082	de todos os homens que tinham entre trinta e cinquenta anos de idade e que fossem capazes de fazer algum serviço no Tabernáculo.
040424004f	O total dos coatitas contados, conforme as suas famílias, foi de 2.750 homens.
04042500aa	Esse foi o total de recenseados das famílias dos coatitas contados por Moisés e Arão, que serviam no Tabernáculo, para obedecer às ordens que o Senhor deu a Moisés.
0404260050	Os gersonitas foram contados conforme seus grupos de famílias e suas famílias,
0404270077	de todos os homens entre trinta e cinquenta anos de idade e que fossem capazes de fazer algum serviço no Tabernáculo.
0404280064	O total de gersonitas contados, conforme os grupos de famílias e as famílias, foi de 2.630 homens.
04042900ac	Esse foi o total de recenseados das famílias dos gersonitas contados por Moisés e Arão, que serviam no Tabernáculo, para obedecer às ordens que o Senhor deu a Moisés.
04042a004f	Os meraritas foram contados conforme seus grupos de famílias e suas famílias,
04042b0076	de todos os homens entre trinta e cinquenta anos de idade, que fossem capazes de fazer algum serviço no Tabernáculo.
04042c0054	O total de meraritas contados, conforme os grupos de famílias, foi de 3.200 homens.
04042d00ab	Esse foi o total de recenseados das famílias dos meraritas contados por Moisés e Arão, que serviam no Tabernáculo, para obedecer às ordens que o Senhor deu a Moisés.
04042e0084	Assim Moisés, Arão e os líderes de Israel chegaram à contagem final dos levitas, conforme os grupos de famílias e as famílias;
04042f0069	todos os levitas entre trinta e cinquenta anos de idade, capazes de fazer algum serviço no Tabernáculo,
0404300019	totalizaram 8.580 homens.
04043100ba	Fizeram a designação dos serviços e das cargas de cada um, conforme o Senhor tinha ordenado a Moisés. Assim foram contados, de acordo com as ordens que o Senhor tinha dado a Moisés.
0405010025	E o Senhor deu mais ordens a Moisés:
040502009d	“Diga aos israelitas que eles devem tirar todos os leprosos do acampamento, todos os que tiverem hemorragia, e todo impuro que tiver tocado em um cadáver.
0405030090	Isso vale tanto para homens como para mulheres. Tire essas pessoas do acampamento para que elas não contaminem o acampamento onde eu habito”.
0405040062	E o povo de Israel obedeceu às instruções que o Senhor deu a Moisés e os tirou do acampamento.
040505001b	E o Senhor disse a Moisés:
040506007e	“Diga ao povo de Israel: Quando um homem ou uma mulher prejudicar outra pessoa e, portanto, ofender o Senhor, será culpado.
0405070087	Confessará o pecado que cometeu, fará restituição completa, e acrescentará um quinto a esse valor e o dará à pessoa prejudicada.
04050800f5	Mas, se a pessoa prejudicada não tiver parente próximo que possa receber a restituição, então o culpado deverá pagar ao Senhor, entregando a restituição ao sacerdote, junto com o sacrifício de um carneiro para obter o perdão do pecado.
0405090063	Sempre que os filhos de Israel trazem uma dádiva sagrada ao Senhor, isso pertencerá ao sacerdote.
04050a0074	As dádivas sagradas de uma pessoa pertencem a ela, mas o que ela der ao sacerdote deverá ficar com o sacerdote”.
04050b001b	E o Senhor disse a Moisés:
04050c0061	“Diga também aos israelitas o seguinte: Se a esposa de um homem se desviar e for infiel a ele,
04050d00af	tiver relações sexuais com outro homem, esconder isso do marido e a impureza dela não for descoberta, não havendo testemunha contra ela, por não ter sido apanhada no ato,
04050e0056	se o marido dela tiver ciúmes e desconfiar de sua mulher, estando ela impura ou não,
04050f00e8	ele deve levar a esposa ao sacerdote com uma oferta de um jarro de farinha de cevada em favor dela. Não misturará com azeite nem colocará incenso sobre a farinha, porque é uma oferta de cereal pelo ciúme para revelar a verdade.
0405100035	“O sacerdote deve trazer a mulher diante do Senhor,
040511007f	apanhar um pouco de água sagrada num jarro de barro e pegar um pouco da terra do chão do Tabernáculo e misturá-lo na água.
0405120133	Ele apresentará a mulher perante o Senhor. Em seguida deverá soltar o cabelo da mulher e colocar nas mãos dela a oferta de suspeita para descobrir se a desconfiança do marido tem procedência ou não. O sacerdote deve ficar na frente da mulher segurando o jarro com a água amarga que traz a maldição.
0405130110	Então o sacerdote deve pedir à mulher que jure que é inocente e lhe dirá: ‘Se você não teve relações com nenhum outro homem a não ser o seu marido, nem cometeu algum ato que a tornou impura, então que esta água amarga, que traz maldição, não lhe faça mal.
040514006d	Mas, se você foi infiel durante o seu casamento e se tornou impura, por ter tido relações com outro homem,
04051500a6	então que o Senhor faça com que você seja objeto de maldição e desprezo no meio do seu povo, fazendo com que nunca mais tenha filhos e sua barriga fique inchada.
040516009b	Que esta água de maldição entre no seu estômago, inche a sua barriga e a impeça de ter filhos’. “Então a mulher deve dizer: ‘Que assim seja!’
0405170066	“Depois o sacerdote deve escrever essas maldições num livro e usar a água amarga para apagá-las.
0405180072	Ele fará a mulher beber a água amarga que traz maldição. Quando beber, a água lhe causará amargo sofrimento.
040519006d	Então o sacerdote pegará a oferta de suspeita, a moverá com um gesto ritual ao Senhor e a trará ao altar.
04051a0077	Em seguida pegará um pouco da oferta com a mão e a queimará sobre o altar. Depois dará a água para a mulher beber.
04051b0120	Se, de fato, a mulher foi infiel ao seu marido e ficou impura, quando o sacerdote fizer com que ela beba a água amarga que traz maldição, a água lhe causará amargo sofrimento; sua barriga inchará, ela será incapaz de ter filhos e será objeto de uma maldição no meio do seu povo.
04051c0062	Porém, se a mulher não cometeu adultério, mas estiver pura, estará livre e poderá ter filhos.
04051d0075	“Essa é, pois, a lei para o caso de ciúmes, quando a mulher for infiel e se tornar impura, quando estiver casada,
04051e008f	ou quando o homem, sem motivo, suspeitar de sua mulher; ele deve trazer a mulher perante o Senhor, e o sacerdote agirá de acordo com essa lei.
04051f0069	O homem ficará livre da culpa; mas se a mulher for culpada, sofrerá as consequências do seu pecado”.
0406010023	O Senhor deu mais ordens a Moisés:
040602009f	“Diga o seguinte aos filhos de Israel: Se um homem ou uma mulher fizer um voto especial de nazireu, isto é, de dedicar-se ao Senhor de uma maneira especial,
04060300d3	essa pessoa terá de abster-se de tomar vinho ou outra bebida alcoólica, e não poderá beber vinagre feito de vinho, nem vinagre de bebida forte; não poderá tomar suco de uva nem comer uvas frescas ou secas.
0406040070	Enquanto for nazireu, não poderá comer nada que venha da videira, nem mesmo as sementes ou as cascas das uvas.
04060500c0	“Durante todo o período do seu voto de nazireu não poderá cortar o seu cabelo, porque essa pessoa é consagrada e separada para o Senhor. Por isso deve deixar crescer livremente o cabelo.
0406060053	Durante o período do seu voto de nazireu não poderá aproximar-se de um cadáver.
04060700bd	Mesmo que o seu pai, sua mãe, sua irmã ou o irmão morra, não poderá tornar-se impuro, chegando perto de algum cadáver, porque traz sobre a cabeça o seu voto de separação para Deus.
0406080041	Enquanto for nazireu, essa pessoa estará separada para o Senhor.
04060900ba	“Se alguém morrer repentinamente ao lado dele, contaminando o cabelo consagrado, ele terá de rapar a cabeça sete dias depois, porque foi contaminado. Este é o dia da purificação.
04060a0066	No oitavo dia, trará duas rolinhas ou dois filhotes de pombo ao sacerdote na entrada do Tabernáculo.
04060b00fc	O sacerdote deve oferecer uma das aves como oferta pelo pecado, e a outra como oferta queimada, para obter o perdão dos pecados que cometeu quando se aproximou do cadáver. No mesmo dia, o nazireu deve fazer de novo os votos e deixar crescer o cabelo.
04060c0113	Os dias que passaram desde o primeiro voto não têm mais valor, porque ficou contaminado durante a sua consagração. Ele se dedicará de novo ao serviço do Senhor pelo tempo de sua separação e deverá trazer um carneiro de um ano de idade como oferta para tirar a culpa.
04060d006a	No final do período do voto de separação para o Senhor, o nazireu deverá ir à entrada do Tabernáculo
04060e00ca	e ali oferecerá a sua oferta ao Senhor: um cordeiro de um ano e sem defeito como oferta queimada, uma ovelha de um ano e sem defeito como oferta pelo pecado, um carneiro sem defeito como oferta de paz,
04060f00b5	uma cesta de pão sem fermento, bolos feitos de farinha da melhor qualidade com azeite e pães finos untados com azeite, acompanhados da sua oferta de cereais e a oferta de bebidas.
040610007c	“O sacerdote deve apresentar essas ofertas ao Senhor na seguinte ordem: primeiro a oferta pelo pecado e a oferta queimada,
04061100a4	depois apresentará o carneiro como oferta de paz ao Senhor, junto com a cesta de pão sem fermento; e finalmente a oferta de cereais junto com a oferta de bebidas.
04061200af	“Então o nazireu, à entrada do Tabernáculo, rapará o cabelo, que é o sinal do voto de separação, e o jogará no fogo que fica debaixo do sacrifício da oferta de paz.
04061300f0	“Depois que o nazireu rapar o cabelo do seu voto de separação, o sacerdote deve colocar nas mãos dele um ombro cozido do carneiro, um dos bolos feitos sem fermento e um pão fino, também feito sem fermento, que foram tirados da cesta.
04061400f5	O sacerdote moverá essas coisas perante o Senhor como ritual de apresentação; tudo isso é sagrado e pertence ao sacerdote, junto com o peito e com a coxa da oferta que foram apresentados ao Senhor. Depois disso o nazireu poderá beber vinho.
04061500d2	“Esta é a lei sobre o nazireu e sobre os sacrifícios no final do tempo de dedicação especial. Além desses sacrifícios, ele deve trazer qualquer outra oferta que prometeu quando fez o voto de nazireu”.
0406160019	O Senhor disse a Moisés:
0406170063	“Diga a Arão e aos seus filhos que eles devem abençoar os filhos de Israel da seguinte maneira:
0406180026	“Que o Senhor os abençoe e proteja;
0406190059	que o Senhor faça resplandecer o seu rosto sobre vocês e tenha misericórdia de vocês;
04061a0038	que o Senhor olhe para vocês com amor e lhes dê a paz.
04061b008c	“Esta é a maneira como Arão e seus filhos pedirão para que eu abençoe os filhos de Israel, e eu mesmo responderei e os abençoarei”.
04070100a0	No dia em que Moisés terminou de montar o Tabernáculo, ele o ungiu e o consagrou juntamente com todos os utensílios, inclusive o altar e os seus utensílios.
0407020078	Então os líderes de Israel, os chefes das tribos, os homens que fizeram a contagem, apresentaram, cada um, uma oferta.
04070300ed	Eles trouxeram as suas dádivas ao Senhor: seis carroças cobertas e doze bois. Cada carroça era puxada por dois bois, ou seja, cada dois chefes ofereceram uma carroça, e cada um deles, um boi. E as apresentaram diante do Tabernáculo.
0407040019	O Senhor disse a Moisés:
04070500a5	“Receba as carroças e os bois deles para que sejam usados no trabalho do Tabernáculo. Dê as carroças aos levitas, para que eles usem no que for necessário”.
040706004d	Desse modo, Moisés recebeu as carroças e os bois e os entregou aos levitas.
040707005c	Duas carroças e quatro bois ficaram com os gersonitas, de acordo com o serviço que faziam,
04070800b8	e quatro carroças e oito bois ficaram com os meraritas, de acordo com o serviço que faziam. Itamar, filho de Arão, era o responsável por tomar conta dos gersonitas e dos meraritas.
0407090093	Mas os coatitas não receberam nada de Moisés, porque o trabalho deles era carregar nos ombros os objetos sagrados pelos quais eram responsáveis.
04070a0087	No dia em que Moisés ungiu o altar, os líderes também trouxeram suas ofertas de dedicação do altar e as colocaram diante do altar.
04070b0071	O Senhor disse a Moisés: “Cada dia um dos líderes deverá trazer a sua oferta para a dedicação do altar”.
04070c0071	Então, no primeiro dia veio Naassom, filho de Aminadabe, que pertencia à tribo de Judá, trazendo a sua oferta.
04070d0108	A oferta dele era um prato de prata de um quilo e quinhentos e sessenta gramas e uma bacia de prata para as aspersões, de oitocentos e quarenta gramas, segundo o peso padrão do santuário, cada um cheio de ofertas de cereais da melhor farinha amassada com óleo;
04070e003e	uma vasilha de ouro de cento e vinte gramas, cheia de incenso;
04070f0051	um novilho, um carneiro e um cordeiro de um ano de idade, para a oferta queimada;
0407100022	um bode para a oferta pelo pecado;
04071100a6	e dois bois, cinco carneiros, cinco bodes e cinco cordeiros de um ano para serem oferecidos como sacrifício de paz. Essa foi a oferta de Naassom, filho de Aminadabe.
0407120051	No segundo dia, Natanael, filho de Zuar e líder de Issacar, trouxe a sua oferta.
0407130108	A oferta dele era um prato de prata de um quilo e quinhentos e sessenta gramas e uma bacia de prata para as aspersões, de oitocentos e quarenta gramas, segundo o peso padrão do santuário, cada um cheio de ofertas de cereais da melhor farinha amassada com óleo;
040714003e	uma vasilha de ouro de cento e vinte gramas, cheia de incenso;
