2800000005	Matei
2a09220084	A Petili bhali nkubheleketa genego, gulikoposhele liunde nikwaunishilanga, lyene liundelyo pulyaunishilangaga nigubhajogopenje kaje.
2a09230071	Lilobhe likupilikanikaga kukoposhela nniunde mula. “Jweneju ni Mwanangu juninng'agwile, mumpilikanishiyanje.”
2a092400b5	Likapilikanisheje lyene lilobhelyo, a Yeshu gubhabhoneshe bhali jikape. Bhaajiganywa gwaatemingene ilili. Na gene mobha gala bhangannugulilanga mundu indu yoyowe ibhaibhwenenje ila.
2a09250087	Pamalabhi gakwe, bhalielelanga kukopoka kushitumbi na bhaajiganywa bhabho bhatatu bhala, gubhaimikene na likundi likulungwa lya bhandu.
2a09260077	Penepo mundu jumo nnikundi mula, gwakweshiye lilobhe alinkuti, “Mmaajiganya, shonde munjangutile mwanangu jwa jikaju!
2a0927009a	Anashikilwa lioka, nikuntenda ajobhele na kunngwiya shialala, akuno shiulo shilikunkopoka nkang'wa. Alipunda kumpoteka kwa kaje na wala akakunneka shangu.
2a0928004b	Naajujilenje bhaajiganywa bhenu bhanshoyanje, ikabheje bhangakombolanga.”
2a092900cf	A Yeshu gubhashite, “Mmanganya lubheleko lwangali ngulupai na lwa puganika! Shiniipililile kutama na mmanganya mpaka shakani?” Kungai gubhaabhalanjile bhandu bhala, “Munnjienajo mwana jwenujo apano.”
2a092a00a4	Mwana jula alikwiya kwa a Yeshu, lioka akunngwiyaga shialala. Ikabheje a Yeshu gubhankalipile lioka jula anshoshe, mwana jula gwalamiywe, gubhankamwiye kwa ainagwe.
2a092b00be	Bhandu bhowe gubhakanganigwenje, kwa ukulungwa gwa mashili ga a Nnungu. Bhandunji bhala bhalinginji nkukanganigwa kwa yowe ibhaaitendile a ila, a Yeshu gubhaalugulilenje bhaajiganywa bhabho,
2a092c0052	“Mpilikanishiyanje gegano. Mwana juka Mundu apinga kamuywa mmakono ga bhandu.”
2a092d00c7	Ikabheje bhalabhonji bhangagamanyanga malombolelo ga shene shibheleketosho. Pabha shashinkuiywa kupinga bhanashimanyanje, na bhalabhonji gubhajogopenje kwaabhuya malombolelo ga shene shibheleketosho.
2a092e0054	Gujikoposhele mitau munkumbi gwa bhaajiganywa, kuti gani jwankulungwa kupunda bhowe.
2a092f007d	A Yeshu bhashinkwiimanya ng'aniyo yaliji mmitima jabhonji, bhai gubhantolile mwana jwanshoko, gubhannjimishe tome na bhayene,
2a093000e0	gubhaalugulilenje, “Mundu jojowe akumposhela jwene mwana jwa nshokoju kwa lina lyangu, anamboshela nne na jojowe amboshela nne anakwaposhela bhandumile bhala. Pabha ali jwanshoko munkumbi gwenunji, jwenejo jwankulungwa.”
2a0931009f	A Yowana gubhabhelekete, “Mmakulungwa, tushikwaabhona bhandu bhamo bhalishoya maoka kwa lina lyenu, gutulinjile kwaibhilila, pabha nngabha alongani ajetu.”
2a0932005f	Ikabheje a Yeshu gubhaabhalanjilenje, “Nnang'ibhililanje pabha akakuntaukangajo nnjenunji.”
2a09330066	Mobha ga tolwa a Yeshu kwenda kunani kunnungu gakabhandishileje, gubhatumbilile kwenda ku Yelushalemu.
2a0934008e	Bhai gubhaatumilenje mitume bhalongolelanje, na bhalabhonji gwaapitengene kushilambo shimo sha Bhashamalia nkupinga bhakaalashiyanje paishila.
2a09350070	Ikabheje bhashilambo bha pepala gubhakanilenje kwaaposhela, pabha a Yeshu bhaliji mmwanja kwenda ku Yelushalemu.
2a0936009c	Bhai, bhaajiganywa bhabho, a Yowana na a Yakobho, bhakabhonanjeje nneila, nigubhashitenje, “Mmakulungwa, nnipinga tusheme moto kunnungu kugwatiniyanje?”
2a09370038	Ikabheje a Yeshu gubhaatendeushilenje nikwaakalipilanga.
2a09380040	A Yeshu na bhaajiganywa bhabho gubhapitengenenje shilambo shina.
2a09390067	Bhalikwendangana mumpanda, mundu jumo gwabhabhalanjile a Yeshu, “Shininkagule kokowe kushinnjende.”
2a093a007f	A Yeshu gubhashite, “Nansheto akwete lishembo, na ijuni ikwete maui, ikabheje Mwana juka Mundu jwangali nkali pa pumulila.”
2a093b007b	Kungai gubhannugulile mundu juna, “Ngagula.” Ikabheje jwenejo gwashite, “Mmakulungwa, nneshe oti ngaashishe atati.”
2a093c0080	Ikabheje a Yeshu gubhammalanjile, “Gwalekanje bhawilenje bhashikane ashaayene, ugwe ujende ukalunguye Upalume gwa a Nnungu.”
2a093d0064	Na mundu juna gwabhabhalanjile, “Mmakulungwa shininkagule, ikabheje nneshe oti ngalajile kumui.”
2a093e008d	A Yeshu gubhaalugulile, “Jojowe akamwile lijela nitandubha kulima, atendebhukaga kulola nnyuma, jwenejo akapwaa mu Upalume gwa a Nnungu.”
2a0a0100be	Gakapiteje genego Bhakulungwa gubhaagwilenje bhananji makumi shabha na bhabhili gubhaatumilenje bhabhili bhabhili, bhaalongolelanje kila shijiji na kila mmbali jibhatumbilile bhayene kwenda.
2a0a0200ac	Gubhaalugulilenje, “Maneng'eno gamagwinji, ikabheje bhaaneng'ena bhashokope. Kwa nneyo, mwaajuganje Bhakulungwa bha maneng'eneno bhatume bhaaneng'ena munngunda gwabho.”
2a0a03005b	Nnaino nnjendangane, mmumanyanje kuti ngunakuntumanga, malinga bhana ngondolo pakati maogo.
2a0a040062	Nnajigalaganje mpatila gwa ela, wala nkobha, wala ilatu, mumpanda nnammuyanje abhali mundu jojowe.
2a0a05006f	Nnjinjilanganaga nnyumba jojowe jila, ntandubhanje kujumushila nnei. Ulele ubhe na mmanganya ajino nyumba jino.
2a0a06005c	Monaga shapagwe mundu jwa ulele mwenemo, shatame nago, akapagwe shigummujilanje mwaashayene.
2a0a0700a3	Ntamangane jene nyumbajo, nnilyanganga na papila ishibhampanganjeyo, pabha ntumishi anapinjikwa apegwe nshaala gwakwe. Nnaamanje kushoka aji nyumbaji kwenda ajila.
2a0a08005c	Ibhaga nng'ikanganaga pa shilambo shoshowe na bhamposhelangaga, nniyanganje ishimpegwanjeyo.
2a0a090070	Mwaalamyanje bhalwelenji bha kweneko, na mwaalungushiyanje bhandunji kuti, Upalume gwa a Nnungu ummandishilenje.
2a0a0a007f	Ikabheje nnjinjilangaga shilambo shoshowe, bhakamposhelanje, nnjabhulanje, pushimpitangane mmipanda jabhonji mmeleketanje nnei.
2a0a0b008c	Nkali ndutuli ja nshilambo shenunji jili mmakongono getu tunakunkung'undilanga. Ikabheje mmumanyanje kuti Upalume gwa a Nnungu ubhandishile.
2a0a0c007b	Ngunakummalanjilanga, lyubha lya ukumu ja a Nnungu kwa shene shilambosho, shiibhe mbaya bhandunji bha shilambo sha Shodoma.
2a0a0d00e1	“Ole mmwe a Kolashini! Ole mmwe a Bhetishaida! Pabha ilapo itendeshe kungwenunji, ikatendeshe ku Tilo na ku Shidoni, bhandunji bha yene ilambo ila, bhakaipetilenje bhukalape, kwa wala nngubho ya magunia na kwiitutulila liu.
2a0a0e0063	Nkali nneyo lyubha lya ukumu mmanganya shimpatanje mboteko kupunda bhandu bha ku Tilo na ku Shidoni
2a0a0f0079	Numbe mmwe a Kapalanaumu, bhuli nkupinga kwikweya kuishila kunnungu? Ninkupinga gwiywa kuishila kundamo ja bhawilenje.”
2a0a1000b7	Penepo a Yeshu gubhashite, “Akumpilikanishiyanga mmanganya, anambilikanishiya nne, na akumposhelenga anamboshela nne. Na jojowe akaamboshela nne, akakwaaposhela bhandumile bhala.”
2a0a11009c	Kungai, makumi shabha na bhabhili bhala gubhabhujilengene bhalikwiinonyelanga, bhalinkutinji, “Mmakulungwa nkali maoka ganakutupilikana kwa lina lyenu.”
2a0a120056	A Yeshu gubhaalugulilenje, “Nammweni Lishetani aligwa mbuti kumeta, kopoka kunnungu.
2a0a130089	Mpilikananje, njikumpanganga amuli ja libhata majoka na ibhalabhala, na mashili gowe gaka mmagongo, wala shakwa shoshowe shishimmenganje.
2a0a14007a	Ikabheje, nnainonyelanje ligongo maoka kumpilikananga, ikabhe mwiinonyelanje pabha mena genunji gashijandikwa kunnungu.”
2a0a15011a	Pala pepala, a Yeshu gubhangalile Mmbumu jwa Ukonjelo bhalinkuti, “Ngunakuntendala eja mmwe Atati, Mmakulungwa bha kunnungu na pa shilambolyo, pabha yene indui nshikwaiyanga bhakwetenje lunda na lumanyiyo, nikwaalangulanga bhana bhashoko. Elo Atati, pabha yenei ni ikunnonyela.”
2a0a1600b0	Kungai gubhashite, “Atati bhashingamuya indu yowe. Jwakwa akummanya Mwana ikabhe Atati, na wala akwaamanya Atati ikabhe Mwana na jojowe jwapinjile Mwana kunnangula yeneyo.”
2a0a17007e	Kungai a Yeshu gubhaalolilenje bhaajiganywa bhabho, gubhaabhalanjilenje kujika. “Mbaya meyo gakwiibhona yene inkwibhonangai!
2a0a1800b8	Nguti, ashinkulondola bhabhagwinji na bhapalume, bhalokolilenje kwiibhona yene inkubhonangai, ikabheje bhangaibhonanga, na kupilikana inkugapilikanangai ikabheje bhangaipilikananga.”
2a0a190080	Bhaajiganya bhamo bha shalia gubhajimi nikwaabhuya, nkupinga kwaalinga, “Mmaajiganya, ndende bhuli mbate gumi gwa pitipiti?”
2a0a1a004c	A Yeshu gubhaajangwile, “Ijandikwe nndi nshalia?” Nkushoma nndi mwenemo?
2a0a1b00dc	Gubhajangwile, “Mwaapinje Bhakulungwa a Nnungu bhenu, kwa ntima gwenu gowe, na kwa mbumu yenu yowe, na kwa lunda lwenu lowe, na kwa mashili genu gowe. Na kabhili mumpinje nntami nnjenu malinga shinkwiipinga mmayene.”
2a0a1c004d	A Yeshu gubhaabhalanjile, “Elo, nnjangwile ukoto! Ntende nneyo shinname.”
2a0a1d0081	Ikabheje nabhalabho nkupinga kwilanguya kuti bhaimanyi ibhabhushiye, gubhaabhushiye a Yeshu, “Igala ntami nnjangujo ni gani?”
2a0a1e00e0	A Yeshu gubhaajangwile, “Mundu jumo kukopoka ku Yelushalemu atendaga elela kwenda ku Yeliko. Ali mumpanda, gwaimene na bhaapokonyola, gubhanng'ulilenje nngubho yakwe, na kunkoma nikunneka agonile pa mpanda pala, tome nawa.
2a0a1f0046	Bhabhishila bhamo gubhapitile mpanda gula, bhakammoneje gubhammembele.
2a0a200064	Na nneyo peyo Bhalawi bhamo gubhapitile, bhakaisheje pepala, gubhammweni, na bhalabho gubhammembele.
2a0a21005f	Ikabheje Nshamalia jumo aliji mmwanja gwakwe kupitila mpanda gogo, akammoneje gwammonele shiya.
2a0a22009d	Gwanng'egejele, nikunng'uka ilonda kwa mauta na divai nigwaitabhiile, kungai gwankweshiye mmbunda jwakwe nikumpeleka ku nyumba jimo ja bhajeninji nikunnwaya.
2a0a2300ad	Malabhi gakwe gwatolile mmbiya, dinali ibhili gwabhapele bhayene nyumba bhala, alinkuti, ‘Munnwaye jwene munduju, na shoshowe shishimpundesho, pushimujepo shininnipe’”
2a0a240089	Kungai a Yeshu gubhabhushiye, “Penepo bhene bhatatu bhala jwei ailangwile kuti ntami nnjakwe mundu akamwilwe na bhaapokonyola bhala?”
2a0a250082	Bhaajiganya bha shalia bhala gubhaajangwile, “Ammonele shiya jula.” A Yeshu gubhaajangwile, “Nnjende nkatende nneyo peyo.”
2a0a2600a6	A Yeshu na bhaajiganywa bhabho bhalikwendangana ku Yelushalemu, gubhaikengenenje shijiji shimo, penepo bhakongwe bhamo bhashemwaga a Malata, gubhaaposhele kunngwabho.
2a0a270086	A Malata bhashinkukola apwabho bhashemwaga a Malia, bhenebho bhashinkutama pa makongono ga a Yeshu bhalipilikanishiya majiganyo gabho.
2a0a2800cc	Ikabheje a Malata bhatendaga kamula indu yaigwinji. Bhai gubhaajendele a Yeshu, gubhaalugulile, “Mmakulungwa, igala nkalola kuti apwangabha bhashineshela maengo gowe? Bhai mwaabhalanjile bhanyangute.”
2a0a29006a	Ikabheje Bhakulungwa gubhaajangwile, “A Malata, a Malata, nnakwiibhuka na kwiiabhuya nng'indu yaigwinji.
2a0a2a006e	Ikabheje shiipinjikwa shindu shimope. A Malia bhashiagula shindu sha mmbone kaje, wala mundu ngaapokonyola.”
2a0b0100e9	Lyubha limo a Yeshu bhashinkutama pa jika bhalikwaajuga a Nnungu, bhakamaliyeje, nkujiganywa jwabho jumo gwabhalugulile, “Mmakulungwa ntujing'anye kwaajuga a Nnungu malinga a Yowana Bhabhatisha shibhajigenye bhaajiganywa bhabho.”
2a0b02008b	A Yeshu gubhaabhalanjilenje, “Punkwaajuganga a Nnungu, mmeleketanje nnei, ‘Atati nni kunnungu, lina lyenu likuywe, Upalume gwenu uishe.
2a0b03001e	Ntupe shalya shetu mobha gowe.
2a0b0400a0	Ntuleshelele yambi yetu, Pabha numbe uwe tunakwaaleshelelanga bhowe bhakutulebhanga, Nnatubhishe mmalinjilo, ikabhe ntutapule na jwangali jwa mmbone jula.’”
2a0b05008e	Kungai gubhaalugulilenje, Gani akwete mbwiga nnjakwe, nikunnjendela pakati shilo, nikummalanjila, shonde mbwiga nnjangu unyaime mikate jitatu,
2a0b060049	pabha mmbwiga nnjangu ashiika kukopoka mmwanja, na nne nangali sha kumpa.
2a0b07008c	Na jwalakwe ali nnyumba pemo akajangwile, unang'abhuye! Nne nnaino ng'ugele nnango. Nne na ashibhanangu tugonile, ngakombola jumuka kukuupa!
2a0b080086	Nkali anajumushe nikumpa kwa ligongo lyabha mmbwiga mwine, ikabheje, kwa ligongo lya punda juga, shajumushe nikumpa shoshowe shaajuga.
2a0b09006b	Kwa nneyo, mmanganya nnjuganje, shimpegwanje, nnoleyanje, shimpatanje, nng'olishiyanje, shinng'ugulilwanje.
2a0b0a0047	Pabha jojowe ajuga anapegwa, aloleya anapata, na aolishiya anaugulilwa.
2a0b0b0054	Igala nng'inamundu jwashi mwanagwe anjugaga shamaki, shampe lijoka paala pa shamaki?
2a0b0c0026	Eu ajugaga liji, bhampe shibhalabhala?
2a0b0d00ce	Nkali mmanganya, nninginji mmangalinginji bha mmbone, nnakwaapanganga ashibhana bhenu indu ya mmbone. Bhuli, Ainabhenunji bha kunnungu bhakapunda kwaapanganga Mbumu jwa Ukonjelo, bhene bhakwaajuganga bhala?
2a0b0e00b9	Lyubha limo a Yeshu bhatendaga kunshoya lioka antendaga mundu jumo abhe bhubhu. Bhai lioka jula akanshosheje, mundu jula gwakombwele kubheleketa, lugwinjili lwa bhandu lukukanganigwaga.
2a0b0f0072	Ikabheje bhandunji bhana gubhashitenje, “Bhanashoya maoka kwa mashili gaka Bhelishebhuli nkulungwa jwa maoka.”
2a0b10006a	Bhananji nkwaalinga, gubhapinjilenje bhatende ilapo, imanyishe kuti mashili gabho, gaakopoka kwa a Nnungu.
2a0b110098	Ikabheje a Yeshu bhaimanyi ng'aniyo yabhonji, gubhaalugulilenje, “Upalume gogowe ugabhanikaga ukalonjeya, likaja lyolyowe lilekanaga shilipalaganishe.
2a0b1200a8	Monaga Lishetani anakwikana nnyene, upalume gwakwe shuulonjeye bhuli? Bhai ngunabheleketa nnei pabha nnanugulanga kuti, ngunashoya maoka kwa mashili gaka Bhelishebhuli?
2a0b1300a4	Monaga nne ngushoya maoka kwa mashili gaka Bhelishebhuli, bhaakagula bhenunji bhashoyanga maoka kwa mashili gaka gani? Kwa nneyo, bhanganyabho shibhanng'ukumulanje.
2a0b14006c	Monaga ngushoya maoka kwa mashili ga a Nnungu, bhai mmumanyanje kuti Upalume gwa a Nnungu unng'ishilenje.”
2a0b150069	Mundu akwete mashili ali na ikomanilo yakwe, atamaga muulinda gwa nyumba jakwe, indu yakwe yowe shiilame.
2a0b16008f	Ikabheje aikaga akwete mashili ga kumpunda nikunkombola, jwenejo shampokonyole ikomanilo yakwe yowe yaikulupalilaga na kumpokonyola indu yakwe.
2a0b17004c	Jojowe akakwiilunda na nne, anaangana na jojowe akalopola na nne, anajaanga.
2a0b18009c	“Lioka jwangali jwa mmbone abhingwaga kukamundu, anapita jimajima nng'anga kuloleya pa pumulila. Akapabhone anakwibhalanjila, ‘Shimuje kundamo jangu.’
2a0b19003b	Abhujaga nikujiimana nyumba jila jipajilwe na jikonjeleywe,
2a0b1a00d9	bhai, anakwenda kwaatolanga ashimaoka bhana shabha, bhangalinginji bha mmbone kupunda jwenejo, na bhowe bhanakunnjinjilanga mundu jula. Kwa nneyo mundu jula, ali jakwe ja kumpelo, jinabha mbaya ja kundandubho jila.”
2a0b1b00a0	Bhalibheleketa genego, bhakongwe bhamo nnugwinjili lwa bhandunji lula, kwa lilobhe lya utiya gubhashite, “Mbaya bhakongwe bhankwete na libhele linnjonjile.”
2a0b1c0064	Ikabheje a Yeshu gubhashite, “Mbaya kaje bhene bhakulipilikananga lilobhe lya a Nnungu nikunda.”
2a0b1d00bc	Lugwinjili lwa bhandu lukajenjeshesheje, a Yeshu gubhaabhalanjilenje, “Alu lubheleko lwa lebha, lunapinga shilangulo. Ikabheje lukapegwa shilangulo shoshowe ikabhe shilangulo sha a Yona.
2a0b1e0080	A Yona bhaliji shilangulo sha bhandunji bha ku Ninawi, nneyo peyo Mwana juka Mundu shapingabha shilangulo kwa lwene lubhelekolu.
2a0b1f00f5	Lyubha lya ukumu, a Malikia bha ku Shebha shibhakoposhele kukulukana lwene lubhelekolu. Pabha bhenebho bhashinkukoposhela kwaataliya, kwiya pilikanishiya malobhe ga lunda ga a Shelemani, ikabheje apano apali ali jwankulungwa kupunda a Shelemani.
2a0b2000dc	Bhandunji bha ku Ninawi shibhakoposhelanje lyubha lya ukumu, kukulukana lwene lubhelekolu. Pabha bhandunji bha ku Ninawi bhaipetilenje kwa ligongo lya ntenga gwa a Yona, ikabheje apano apali ali nkulungwa kupunda a Yona!
2a0b21009e	“Jwakwa mundu akoleya kandilili nikujiunishila eu nikujiiya, ikabhe pakujibhika panani itengu nkupinga bhandunji bhaajinjilangana bhashibhonanje shilangaya.
2a0b220094	Liyo lyenu ni kandili ja shiilu shenu, libhaga lyalikoto, shiilu showe shishibhe nshilangaya. Liyo lyenu likalole, shiilu shenu shishibhe nnubhindu.
2a0b230048	Bhai mwiiteije, shilangaya shinkwetesho shinatendebhushe kubha lubhindu.
2a0b2400c1	Bhai monaga shiilu shenu showe shikolaga shilangaya gwangali pakwete lubhindu, shene shiilusho shishibhe na shilangaya kwa kaje, malinga kandili shijikuti kummulishila kwa shilangaya shakwe.”
2a0b250068	A Yeshu bhakabheleketeje genego, Apalishayo bhamo gubhaashemele shalya kunngwabho, gubhapite tama kulya.
2a0b26004d	Apalishayo bhala gubhakanganigwe bhakabhoneje kuti bhanalya gwangali kunabha.
2a0b2700a0	Bhakulungwa gubhaabhalanjile, “Mmanganya Ashimapalishayo nnaukanganga shikombe na shaani kua, ikabheje nkati nngumbelenje kukwetela indu na yangali ya mmbone.
2a0b280044	Mmanganya mmagulumba! Bhuli, aeleye kua nngati jojo aeleye na nkati?
2a0b290046	Bhai nshoyanje mbepei kwa indu inkwetenje, na yowe shiinkonjelanje.”
2a0b2a00ee	“Ikabheje ole, Mapalishayo, pabha nnakwaapanganga a Nnungu lipungu lya kumi nkali lya maamba ga liponda, ikabheje nkakwaatendelanga bhandu ipinjikwa na ibhapinga a Nnungu. Punkupinjikwanga nshoyanje yeneyo, gwangali kuleka gana gala.”
2a0b2b0068	“Ole Ashimapalishayo, pabha nnapinganga kutama itengu ya mmujo mmashinagogi, na komaywa pa lugwinjili.
2a0b2c0080	Ole, pabha nshibhanganga mbuti makabhuli gangabhikwa shilangulo, bhandunji bhalilibhatanga pantundu jakwe gwangali kumumanya.”
2a0b2d0069	Bhaajiganya bhamo bha shalia, gubhaalugulile, “Mmaajiganya, malobhe genu ganakutupetekuya nkali uwe.”
2a0b2e00c5	A Yeshu gubhaajangwile, “Na mmanganya mmaajiganya bha shalia ole, pabha nnakwaatwikanga bhandunji mishigo jatopa jikajigalika, akuno mwaashayene nkaakwayanga nkali kwa lukowe lumo kwaajangutanga.
2a0b2f006d	Ole, pabha nnashenjelanga makabhuli ga ashinkulondola bha a Nnungu bhabhulegwenje na bhanangulungwa bhenunji.
2a0b3000a5	Kwa nneyo nnakong'ondelanga itendi ya bhanangulungwa bhenunji, pabha bhashikwabhulaganga ashinkulondola bha a Nnungu, na mmanganya nnashenjelanga makabhuli gabhonji.
2a0b3100a7	Kwa nneyo, kwa Lumanyiyo lwa a Nnungu gubhashite, ‘Shinaapeleshelanje ashinkulondola na mitume, ikabheje bhananji shibhaabhulaganje, na bhananji shibhaapotekanje.’
2a0b32009a	Kwa nneyo lwene lubhelekolu lupingagambwa kwa ligongo lya minyai ja ashinkulondola bha a Nnungu bhowe, bhabhulegwenje kuumila ku ndandubho ja shilambolyo.
2a0b3300b2	Kutandubhila kubhulagwa kwa a Abheli mpaka a Shakalia bhabhulegwe pakati pakati shitala na pa ukonjelo. Elo, ngunakummalanjilanga lwene lubhelekolu shilugambwe kwa yene itendiyo.
2a0b3400c3	“Ole gwenunji mmanganya bhaajiganya bha shalia, pabha nshishoyanga nshungulo gwa nnango gwa lumanyiyo, mwaashayene mwangajinjilanga na bhajinjilanga bhala nshikwaibhililanga bhanajinjilanje.”
2a0b35008f	A Yeshu bhakakoposheje mwemula, ashimapalishayo na bhaajiganya bha shalia bhala gubhatandubhenje kwaashimanga na kwaatega kwa ibhuyo yaigwinji,
2a0b360036	nkupinga bhapatanje mwakwaakamulila kwa malobhe gabho.
2a0c0100cd	Gene malangago bhashinkuluimana lugwinjili lwa bhandu maelupu, mpaka kuishila kulibhatana, a Yeshu gubhatandwibhe kwaalugulilanga bhaajiganywa bhabho, Mwiiteiganje na ngedule ya mapalishayo, yani ugulumba.
2a0c02005d	Shakwapi shoshowe shiunishilwe shikaapinga unukulwa, na shoshowe shiishiywe shipinga manyika.
2a0c0300b9	Kwa nneyo, yowe immeleketenje palubhindu, bhandunji shibhaipilikananje pa shilangaya na yowe imwanyinyitangaga nnyumba nni nng'ugelenje milango, ipinga lunguywa pa shipagala sha nyumba.
2a0c04008d	Ngunakunnugulilanga mwashaambwiga ajangu, nnaajogopanje bhabhulaganga shiilu bhala, ikabheje bhakaakombolanga kutenda shina kupunda shenesho.
2a0c0500c2	Shininnangulanje gani apinjikwa kujogopwa. Munnjogopanje jwene akombola kubhulaga, na abhulagaga anakombola kunnjaa mundu ku moto gwa kujeanamu. Elo, ngunakummalanjilanga, munnjogopanje jwenejo.
2a0c06005f	Bhuli ndyondyo nng'ano ikaushwa kwa ela ishokope? Ikabheje nkali jumo akalibhalika na a Nnungu.
2a0c070084	Nkali umbo ya mmitwe jenunji a Nnungu bhaimanyi pwili ilingwa. Bhai, nnajogopanje, mmanganya mmambonenji kupunda ndyondyo yaigwinji!
2a0c08007c	“Kweli ngunakummalanjilanga, mundu jojowe ashangunde palugwinjili, Mwana juka Mundu shankunde pa ashimalaika bha a Nnungu.
2a0c09005c	Ikabheje, mundu jojowe angana pa bhandu najwalakwe apinga kanwa pa ashimalaika bha a Nnungu.
2a0c0a0080	“Jojowe abheleketa malobhe ga nyata kuka Mwana juka Mundu shaleshelelwe, ikabheje akunkupulu Mbumu jwa Ukonjelo akaleshelelwa.
2a0c0b00a0	“Mmanganya pushibhampelekanje mmashinagogi kuukumulwa na bhatagwala na bhakulungwanji, nnakolanje lipamba lya shana bhuli pushimwitapulanje eu muubheleketelo.
2a0c0c0044	Pabha popo pepo Mbumu jwa Ukonjelo shannjiganyanje sha bheleketa.”
2a0c0d008e	Mundu jumo nnugwinjili lwa bhandu lula gwabhalugulile a Yeshu, “Mmaajiganya, munnugulile nkulwangu tugabhane ulishi gubhatuleshele atati.”
2a0c0e005e	A Yeshu gubhannjangwile, “Ambwiga, gani amishile nne kubha akimu na nkugabhanya jwenunji?”
2a0c0f008d	Bhai a Yeshu gubhaalugulilenje bhowenji, “Mwiiteiganje na shilokoli shoshowe, pabha gumi uka mundu ukatamila ga gwinji gwa indu yakwete.”
2a0c100065	Kungai gubhaatanjilenje lutango, “Ashinkupagwa mundu jumo tajili, atungwile yalya munngunda gwakwe.
2a0c110063	Jwene mundujo gwaganishiye muntima gwakwe, ‘Shindende bhuli na nne nangali pagosheya yalya yangu?
2a0c12006b	Shindende nnei, shimomole nngokwe yangu na shinjenje jikulungwa, mwenemo shimishe yalya yowe na indu yangu.
2a0c13008e	Penepo shiniibheleketele shamuntima, nnaino ukwete shibhiko sha pwaa yaka ya igwinji. Bhai pumulila, gwiilile na gwiing'wele na kuangalila.’
2a0c140091	Ikabheje a Nnungu gubhannugulile, ‘Mmangumba mmwe, shilo sha lelo ntima gwenu upinga tolwa. Na indu yowe imwiibhishile ila shiibhe ikeni?’”
2a0c15007e	A Yeshu gubhamalishiye kwa bheleketa, “Na malinga mundu akwiibhishila indu nnyene, ikabheje kwa a Nnungu jwangali shindu.”
2a0c16008b	Kwa nneyo a Yeshu gubhaabhalanjilenje bhaajiganywa bhabho, “Kwa lyene ligongolyo, nnakolanje lipamba ga shalya sha lamila, wala ga iwalo.
2a0c17004f	Pabha gumi ni gwa mmbone kupunda shalya, na shiilu ni sha mmbone kupunda iwalo.
2a0c18009d	Nngalolanje makungulu, gakapanda na gakaneng'ena na wala gangali nngokwe jojowe. Nkali nneyo a Nnungu bhanakugaliya. Mmanganya ni bhammbonenji kupunda ijuni!
2a0c190066	Gani munkumbi gwenunji kwa lajilila kwakwe akombola kwiijenjesheya kapela lyubha limo lya gumi gwakwe?
2a0c1a0065	Bhai, monaga nkakombolanga kutenda shindu shishoko malinga shenesho, kwa nndi nnajililanje na ganago?
2a0c1b00b9	Nnolanje malubha ga mukonde shigakuti bhulika. Gakapota wala gakaluka. Ikabheje ngunakummalanjilanga, nkali a Shelemani na shuma kwabho kowe bhangawashwa kwa konja malinga lilubha limo.
2a0c1c00c5	Bhai ibhaga, a Nnungu bhanakuliwasha nneyo liamba lya mukonde linkulibhonanga lelo na malabhi linaleshelwa pamoto, bhuli, mmanganya bhakanng'washanga kupunda genego? Mmanganya bha ngulupai jishoko!
2a0c1d004a	“Bhai nnaabhushilanje ga shalya eu ga ya papila wala nnakolanje lipamba.
2a0c1e009c	Pabha bhandu bhowe bhakakwaamanyanga a Nnungu, yeneyo peyo ni ibhaabhushilanga. Ikabheje Ainabhenunji bhamumanyi kuti mmanganya nnakwiipinganga yene induyo.
2a0c1f004d	Ikabhe nng'abhushilanje oti Upalume gwa a Nnungu, na ina yowe shimpatanje.”
2a0c20006a	“Nnajogopanje, mmandunji bha likundi lishoko! Pabha Ainabhenunji bhashiengwa kumpanganga Upalume gwabho.
2a0c2100c8	Nng'ushanje indu yenunji, mmbiyayo mwaapanganje bhaalaga. Mwialashiyanje mipatila jangalala nikwiibhishila shibhiko kunnungu kuikaamala. Kweneko bhagwii bhakajinjilanga, wala mang'ong'ota gakaalibhia.
2a0c22003a	Pabha pushili shibhiko shenu na ntima gwenu shigubhe popo.
2a0c23003d	“Mmanganje tayali kwa liengo, na kandili yenunji ilikolela,
2a0c240092	mmanganje malinga bhatumishi bhakwaalindililanga bhakulungwa bhabhonji bhabhuje kukopoka kundoa, nkupinga shangu bhaugulilanje pushibhaolishiyepo.
2a0c2500ed	Mbaya bhene bhatumishi bhakulungwa bhabhonji pushibhabhuje, shibhaaimananje bhalisheyanga! Kweli ngunakummalanjilanga, bhene bhakulungwabho shibhaibhishe ukoto kwa liengo, nikwaatamikanga bhalyanganje shalya, akuno bhalikwaatumishilanga.
2a0c26005f	Nkali bhabhuje pakati shilo eu kumashelo, mbaya bhene bhatumishi bhushiaimananje bhalisheyanga!
2a0c270080	Mmumanyanje kuti, kaliji nnyene nyumba akagamanyi malanga ga kwiya nngwii, akasheshiye, wala akanaleshe nyumba jakwe jibhomolwe.
2a0c280070	Nneila peila numbe mmanganya mmanganje muulolelo, pabha Mwana juka Mundu anakwiya malanga gunkakugalolelanga.”
