0100000008	Gênesis
04201c0099	Então Moisés deu ordem acerca deles a Eleazar, o sacerdote, e a Josué filho de Nun, e aos Cabeças das casas dos pais das tribos dos filhos de Israel;
04201d00e4	E disse-lhes Moisés: Se os filhos de Gad, e os filhos de Ruben passarem convosco o Jordão, armado cada um para a guerra perante o Senhor; e a terra estiver subjugada diante de vós, em possessão lhes dareis a terra de Gilead;
04201e0070	Porém se não passarem, armados, convosco, então se porão por possuidores no meio de vós na terra de Canaan.
04201f006f	E responderam os filhos de Gad e os filhos de Ruben, dizendo: O que o Senhor falou a teus servos, isso faremos.
042020007d	Nós passaremos, armados, perante o Senhor à terra de Canaan, e teremos a possessão de nossa herança de aquém do Jordão.
04202100fa	Assim deu-lhes Moisés, aos filhos de Gad, e aos filhos de Ruben, e à meia tribo de Manasseh, filho de José, o reino de Sehon, rei dos amorreus, e o reino de Og, rei de Basan: a terra com as suas cidades nos seus termos, as cidades do seu contorno.
042022003a	E os filhos de Gad edificaram a Dibon, e Ataroth, e Aroer;
0420230025	E Atroth-sophan, e Jaezer, e Jogbeha;
0420240040	E Beth-nimra, e Bethharan, cidades fortes; e currais de ovelhas.
0420250044	E os filhos de Ruben edificaram a Hesbon, e Eleal, as e Quiriathaim;
0420260073	E Nebo, e Baal-meon, mudando-lhes o nome, e Sibma: e os nomes das cidades que edificaram chamaram por outros nomes.
042027008a	E os filhos de Machir, filho de Manasseh, foram-se para Gilead, e a tomaram: e daquela possessão lançaram os amorreus, que estavam nela.
042028004a	Assim Moisés deu Gilead a Machir, filho de Manasseh, o qual habitou nela.
0420290052	E foi-se Jair, filho de Manasseh, e tomou as suas aldeias; e chamou-as Havot-jair.
04202a005c	E foi-se Nobah, e tomou a Quenath com as suas aldeias; e chamou-a Nobah, segundo o seu nome.
0421010085	Estas são as jornadas dos filhos de Israel, que sairam da terra do Egito, segundo os seus exércitos, pela mão de Moisés e Aarão.
0421020093	E escreveu Moisés as suas saídas, segundo as suas partidas, conforme ao mandado do Senhor: e estas são as suas jornadas segundo as suas saídas.
04210300ad	Partiram pois de Rahmeses no mês primeiro, no dia quinze do primeiro mes; o seguinte dia da pascoa sairam os filhos de Israel por alta mão aos olhos de todos os egípcios,
0421040095	Enterrando os egípcios os que o Senhor tinha ferido entre eles, a todo o primogênito, e havendo o Senhor executado os seus juízos nos seus deuses.
0421050047	Partidos pois os filhos de Israel de Rahmeses, acamparam-se em Succoth.
042106004c	E partiram de Succoth, e acamparam-se em Etham, que está no fim do deserto.
0421070074	E partiram de Etham, e viraram-se a Pi-hahiroth, que está defronte de Baal-zephon, e acamparam-se diante de Migdol.
042108008d	E partiram de Hahiroth, e passaram pelo meio do mar ao deserto, e andaram caminho de três dias no deserto de Etham, e acamparam-se em Marah.
0421090075	E partiram de Marah, e vieram a Elim, e em Elim havia doze fontes de águas, e setenta palmeiras, e acamparam-se ali.
04210a0039	E partiram de Elim, e acamparam-se junto ao Mar Vermelho.
04210b003d	E partiram do Mar Vermelho, e acamparam-se no deserto de Sin.
04210c0037	E partiram do deserto de Sin, e acamparam-se em Dophka.
04210d002d	E partiram de Dophka, e acamparam-se em Alus.
04210e0065	E partiram de Alus, e acamparam-se em Raphidim; porém não havia ali água, para que o povo bebesse.
04210f003e	Partiram pois de Raphidim, e acamparam-se no deserto de Sinai.
0421100041	E partiram do deserto de Sinai, e acamparam-se em Quibroth-taava.
0421110039	E partiram de Quibroth-taava, e acamparam-se em Hazeroth.
0421120031	E partiram de Hazeroth, e acamparam-se em Rithma.
0421130035	E partiram de Rithma, e acamparam-se em Rimmon-parez.
0421140034	E partiram de Rimmon-perez, e acamparam-se em Libna.
042115002d	E partiram de Libna, e acamparam-se em Rissa.
0421160031	E partiram de Rissa, e acamparam-se em Kehelatha.
042117003b	E partiram de Kehelatha, e acamparam-se no monte de Sapher.
0421180038	E partiram do monte de Sapher, e acamparam-se em Harada.
0421190032	E partiram de Harada, e acamparam-se em Magheloth.
04211a0033	E partiram de Magheloth, e acamparam-se em Tachath.
04211b002f	E partiram de Tachath, e acamparam-se em Tarah.
04211c002e	E partiram de Tarah, e acamparam-se em Mithka.
04211d0030	E partiram de Mithka, e acamparam-se em Hasmona.
04211e0032	E partiram de Hasmona, e acamparam-se em Moseroth.
04211f0036	E partiram de Moseroth, e acamparam-se em Bene-jaakan.
042120003a	E partiram de Bene-jaakan, e acamparam-se em Hor-hagidgad.
0421210038	E partiram de Hor-hagidgad, e acamparam-se em Jothbatha.
0421220032	E partiram de Jothbatha, e acamparam-se em Abrona.
0421230034	E partiram de Abrona, e acamparam-se em Ezion-geber.
042124004a	E partiram de Ezion-Geber, e acamparam-se no deserto de Zin, que é Cades.
042125004d	E partiram de Cades, e acamparam-se no monte de Hor, no fim da terra de Edom.
04212600cd	Então Aarão, o sacerdote, subiu ao monte de Hor, conforme ao mandado do Senhor; e morreu ali no quinto mês do ano quadragésimo da saída dos filhos de Israel da terra do Egito, no primeiro dia do mês.
0421270053	E era Aarão de idade de cento e vinte e três anos, quando morreu no monte de Hor.
0421280069	E ouviu o Cananeo, rei de Harad, que habitava o sul na terra de Canaan, que chegavam os filhos de Israel.
0421290036	E partiram do monte de Hor, e acamparam-se em Zalmona.
04212a0030	E partiram de Zalmona, e acamparam-se em Phunon.
04212b002e	E partiram de Phunon, e acamparam-se em Oboth.
04212c0050	E partiram de Oboth, e acamparam-se nos outeirinhos de Abarim, no termo de Moab.
04212d0042	E partiram dos outeirinhos de Abarim, e acamparam-se em Dibon-gad.
04212e003c	E partiram de Dibon-gad, e acamparam-se em Almon-diblathaim.
04212f0057	E partiram de almon-diblathaim, e acamparam-se nos montes, de Abarim, defronte de Nebo.
0421300067	E partiram dos montes de Abarim, e acamparam-se nas campinas dos moabitas, junto ao Jordão de Jericó.
0421310061	E acamparam-se junto ao Jordão, desde Beth-jesimoth até Abel-sittim, nas campinas dos moabitas.
042132005c	E falou o Senhor a Moisés, nas campinas dos moabitas, junto ao Jordão de Jericó, dizendo:
0421330063	Fala aos filhos de Israel, e dize-lhes: Quando houverdes passado; o Jordão para a terra de Canaan,
04213400bb	Lançareis fora todos os moradores da terra diante de vós, e destruireis todas as suas pinturas: também destruireis todas as suas imagens de fundição, e desfareis todos os seus altos;
0421350069	E tomareis a terra em possessão, e nela habitareis: porquanto vos tenho dado esta terra, para possui-la.
04213600e8	E por sortes herdareis a terra segundo as vossas famílias; aos muitos a herança multiplicareis, e aos poucos a herança diminuireis; onde a sorte sair a alguém, ali a terá: segundo as tribos de vossos pais tomareis as heranças.
04213700e6	Mas se não lançardes fora os moradores da terra de diante de vós, então os que deixardes ficar deles vos serão por espinhos nos vossos olhos, e por aguilhões nas vossas ilhargas, e apertar-vos-ão na terra em que habitardes.
0421380037	E será que farei a vós como pensei fazer-lhes a eles.
0422010027	Falou mais o Senhor a Moisés, dizendo:
04220200b0	Dá ordem aos filhos de Israel, e dize-lhes: Quando entrardes na terra de Canaan, esta há de ser a terra que vos cairá em herança: a terra de Canaan, segundo os seus termos.
042203009f	A banda do sul vos será desde o deserto de Zin até aos termos de Edom; e o termo do sul vos será desde a extremidade do mar salgado para a banda do oriente,
04220400b0	E este termo vos irá rodeando do sul para a subida de Acrabbim, e passará até Zin; e as suas saídas serão do sul a Cades-barnea; e sairá a Hazar-addar, e passará a Azmon
0422050065	Rodeará mais este termo de Azmon até ao rio do Egito: e as suas saídas serão para a banda do mar.
0422060062	Acerca do termo do ocidente, o mar grande vos será por termo: este vos será o termo do ocidente.
0422070055	E este vos será o termo do norte: desde o mar grande marcareis até ao monte de Hor.
0422080065	Desde o monte de Hor marcareis até à entrada de Hamath: e as saídas deste termo serão até Zedad.
042209006a	E este termo sairá até Ziphron, e as suas saídas serão em Hazar-enan: este vos será o termo do norte.
04220a0048	E por termo da banda do oriente vos marcareis de Hazar-enan até Sepham.
04220b00b0	E este termo descerá desde Sepham até Ribla, para a banda do oriente de Ain: depois descerá este termo, e irá ao longo da borda do mar de Cinnereth para a banda do oriente.
04220c0091	Descerá também este termo ao longo do Jordão, e as suas saídas serão no mar salgado: esta vos será a terra, segundo os seus termos em roda.
04220d00a2	E Moisés deu ordem aos filhos de Israel, dizendo: Esta é a terra que tomareis em sorte por herança, a qual o Senhor mandou dar às nove tribos e à meia tribo.
04220e00cc	Porque a tribo dos filhos dos rubenitas, segundo a casa de seus pais, e a tribo dos filhos dos gaditas, segundo a casa de seus pais, já receberam; também a meia tribo de Manasseh recebeu a sua herança.
04220f0077	Já duas tribos e meia tribo receberam a sua herança de aquém do Jordão de Jericó, da banda do oriente ao nascente.
0422100027	Falou mais o Senhor a Moisés, dizendo:
0422110077	Estes são os nomes dos homens que vos repartirão a terra por herança: Eleazar, o sacerdote, e Josué, o filho de Nun
042212004c	Tomareis mais de cada tribo um príncipe, para repartir a terra em herança.
042213004d	E estes são os nomes dos homens: Da tribo de Judá, Caleb, filho de Jefoné;
042214003c	E, da tribo dos filhos de Simeão, Samuel, filho de Ammihud;
042215002f	Da tribo de Benjamin, Elidad, filho de Chislon;
0422160040	E, da tribo dos filhos de Dan, o príncipe Buci, filho de Jogli;
042217005b	Dos filhos de José, da tribo dos filhos de Manasseh, o príncipe Hanniel, filho de éfode;
0422180049	E, da tribo dos filhos de Ephraim, o príncipe Quemuel, filho de Siphtan;
042219004a	E, da tribo dos filhos de Zebulon, o príncipe Elizaphan, filho de Parnah;
04221a0047	E, da tribo dos filhos de Issacar, o príncipe Paltiel, filho de Assan;
04221b0044	E, da tribo dos filhos de Aser, o príncipe Ahihud, filho de Selomi;
04221c0049	E, da tribo dos filhos de Naphtali, o príncipe Pedael, filho de Ammihud.
04221d0071	Estes são aqueles a quem o Senhor ordenou, que repartissem as heranças aos filhos de Israel na terra de Canaan.
042301005b	E falou o Senhor a Moisés nas campinas dos moabitas, junto ao Jordão de Jericó, dizendo:
04230200a5	Dá ordem aos filhos de Israel que, da herança da sua possessão, dêem cidades aos levitas, em que habitem: e também aos levitas dareis arrabaldes ao redor delas.
0423030091	E terão estas cidades para habita-las: porém os seus arrabaldes serão para as suas bestas, e para a sua fazenda, e para todos os seus animais.
0423040078	E os arrabaldes das cidades que dareis aos levitas, desde o muro da cidade e para fora, serão de mil côvados em redor.
04230500f7	E de fora da cidade, da banda do oriente, medireis dois mil côvados, e da banda do sul dois mil côvados, e da banda do ocidente dois mil côvados, e da banda do norte dois mil côvados, e a cidade no meio: isto terão por arrabaldes das cidades.
04230600b2	Das cidades pois que dareis aos levitas haverá seis cidades de refúgio, as quais dareis para que o homicida ali se acolha: e, além destas, lhes dareis quarenta e duas cidades.
042307006a	Todas as cidades que dareis aos levitas serão quarenta e oito cidades, juntamente com os seus arrabaldes.
04230800d0	E as cidades que derdes da herança dos filhos de Israel, do que tiver muito tomareis muito, e do que tiver pouco tomareis pouco: cada um dará das suas cidades aos levitas, segundo a sua herança que herdar.
0423090027	Falou mais o Senhor a Moisés, dizendo:
04230a0056	Fala aos filhos de Israel, e dize-lhes: Quando passardes o Jordão à terra de Canaan,
04230b0094	Fazei com que vos estejam à mão cidades que vos sirvam de cidades de refúgio, para que ali se acolha o homicida que ferir a alguma alma por erro.
04230c0091	E estas cidades vos serão por refúgio do vingador do sangue: para que o homicida não morra, até que esteja perante a congregação no juízo.
04230d0044	E das cidades que derdes haverá seis cidades de refúgio para vós.
04230e007f	Três destas cidades dareis de aquém do Jordão, e três destas cidades dareis na terra de Canaan: cidades de refúgio serão.
04230f00be	Serão por refúgio estas seis cidades para os filhos de Israel, e para o estrangeiro, e para o que se hospedar no meio deles, para que ali se acolha aquele que ferir a alguma alma por erro.
0423100063	Porém, se a ferir com instrumento de ferro, e morrer, homicida é: certamente o homicida morrerá.
042311006e	Ou, se lhe atirar uma pedrada, de que possa morrer, e ela morrer, homicida é: certamente o homicida morrerá.
0423120088	Ou, se a ferir com instrumento de pau que tiver na mão, de que possa morrer, e ela morrer, homicida é: certamente morrerá o homicida.
0423130043	O vingador do sangue matará o homicida: encontrando-o, mata-lo-á.
042314005a	Se também a empurrar com ódio, ou com intento lançar contra ela alguma coisa, e morrer;
0423150097	Ou por inimizade a ferir com a sua mão, e morrer, certamente morrerá o feridor; homicida é: o vingador do sangue, encontrando o homicida, o matará.
0423160069	Porém, se a empurrar de improviso, sem inimizade, ou contra ela lançar algum instrumento sem desígnio;
0423170087	Ou, sobre ela fizer cair alguma pedra sem o ver, de que possa morrer, e ela morrer, e ele não era seu inimigo nem procurava o seu mal;
0423180061	Então a congregação julgará entre o feridor e entre o vingador do sangue, segundo estas leis.
04231900e9	E a congregação livrará o homicida da mão do vingador do sangue, e a congregação o fará voltar à cidade do seu refúgio, onde se tinha acolhido: e ali ficará até à morte do sumo sacerdote, a quem ungiram com o santo óleo.
04231a006a	Porém, se de alguma maneira o homicida sair dos termos da cidade do seu refúgio, onde se tinha acolhido,
04231b0091	E o vingador do sangue o achar fora dos termos da cidade do seu refúgio, se o vingador do sangue matar o homicida, não será culpado do sangue.
04231c00a3	Pois deve ficar na cidade do seu refúgio, até à morte do sumo sacerdote: mas, depois da morte do sumo sacerdote, o homicida voltará à terra da sua possessão.
04231d0067	E estas coisas vos serão por estatuto de direito a vossas gerações, em todas as vossas habitações.
04231e00a5	Todo aquele que ferir a alguma pessoa, conforme ao dito das testemunhas, matarão o homicida: mas uma só testemunha não testemunhará contra algum, para que morra.
04231f0067	E não tomareis expiação pela vida o homicida, que culpado está de morte: antes certamente morrerá.
0423200095	Também não tomareis expiação por aquele que se acolher à cidade do seu refúgio, para tornar a habitar na terra, até a morte do sumo sacerdote.
04232100d2	Assim não profanareis a terra em que estais; porque o sangue faz profanar a terra: e nenhuma expiação se fará pela terra por causa do sangue que se derramar nela, senão com o sangue daquele que o derramou.
042322008e	Não contaminareis pois a terra na qual vós habitareis, no meio da qual eu habitarei: pois eu, o Senhor, habito no meio dos filhos de Israel.
04240100e5	E chegaram os cabeças dos pais da geração dos filhos de Gilead, filho de Machir, filho de Manasseh, das famílias dos filhos de José, e falaram diante de Moisés, e diante dos maiorais, cabeças dos pais dos filhos de Israel,
04240200cd	E disseram: O Senhor mandou dar esta terra a meu senhor por sorte, por herança aos filhos de Israel: e a meu senhor foi ordenado pelo Senhor, que a herança do nosso irmão Selofad se desse a suas filhas.
04240300f1	E, casando-se elas com algum dos filhos das outras tribos dos filhos de Israel, então a sua herança seria diminuida da herança de nossos pais, e acrescentada à herança da tribo de quem forem: assim se tiraria da sorte da nossa herança.
04240400cd	Vindo também o ano do jubileu dos filhos de Israel, a sua herança se acrescentaria à herança da tribo daqueles com que se casarem: assim a sua herança será tirada da herança da tribo de nossos pais.
042405007a	Então Moisés deu ordem aos filhos de Israel, segundo o mandado do Senhor, dizendo: A tribo dos filhos de José fala bem.
04240600b9	Esta é a palavra que o Senhor mandou acerca das filhas de Selofad, dizendo: Sejam por mulheres a quem bem parecer aos seus olhos, contanto que se casem na família da tribo de seu pai.
0424070097	Assim a herança dos filhos de Israel não passará de tribo em tribo: pois os filhos de Israel se chegarão cada um à herança da tribo de seus pais.
04240800ca	E qualquer filha que herdar alguma herança das tribos dos filhos de Israel se casará com alguém da geração da tribo de seu pai: para que os filhos de Israel possuam cada um, a herança de seus pais
042409007f	Assim a herança não passará de uma tribo a outra: pois as tribos dos filhos de Israel se chegarão cada uma à sua herança.
04240a0045	Como o Senhor ordenara a Moisés, assim fizeram as filhas de Selofad.
04240b0068	Pois Machla, Thirsa, e Hogla, e Milca, e Noha, filhas de Selofad, se casaram com os filhos de seus tios.
04240c007f	Das famílias dos de Manasseh, filho de José, elas foram mulheres: assim a sua herança ficou à tribo da família de seu pai.
04240d009c	Estes são os mandamentos e os juízos que mandou o Senhor pela mão de Moisés aos filhos de Israel nas campinas dos moabitas, junto ao Jordão de Jericó.
050000000d	Deuteronômio
05010100b6	Estas são as palavras que Moisés falou a todo o Israel de aquém do Jordão, no deserto, na planície defronte do Mar de Suph, entre Paran e Tophel, e Laban, e Hazeroth, e Dizahab.
050102004f	Onze jornadas há, desde Horeb, caminho da montanha de Seir, até Cades-barnea.
05010300ac	E sucedeu que, no ano quadragésimo, no mês undécimo, no primeiro dia do mes, Moisés falou aos filhos de Israel, conforme a tudo o que o Senhor lhe mandara acerca deles,
050104007d	Depois que feriu a Sehon, rei dos amorreus, que habitava em Hesbon, e a Og, rei de Basan, que habitava em Astaroth, em Edrei.
0501050056	De aquém do Jordão, na terra de Moab, começou Moisés a declarar esta lei, dizendo:
0501060052	O Senhor nosso Deus nos falou em Horeb, dizendo: Assás haveis estado neste monte.
05010700e4	Virai-vos, e parti-vos, e ide à montanha dos amorreus, e a todos os seus vizinhos, à planície, e à montanha, e ao vale, e ao sul, e à ribeira do mar; à terra dos cananeus, e ao líbano, até ao grande rio, o rio Euphrates.
05010800b5	Vêdes aqui esta terra vo-la dei diante de vós: entrai e possui a terra que o Senhor jurou a vossos pais, Abraão, Isaac, e Jacob, que a daria a eles e à sua semente depois deles.
0501090046	E no mesmo tempo eu vos falei, dizendo: Eu não poderei levar-vos só.
05010a006e	O Senhor vosso Deus já vos tem multiplicado: e eis que já hoje em multidão sois como as estrelas dos céus.
05010b006f	O Senhor Deus de vossos pais vos aumente, como sois, ainda mil vezes mais: e vos abençoe, como vos tem falado.
05010c0059	Como suportaria eu só as vossas moléstias, e as vossas cargas, e as vossas diferenças?
05010d0074	Tomai-vos homens sábios e entendidos, experimentados entre as vossas tribos, para que os ponha por vossas cabeças.
05010e0054	Então vós me respondestes, e dissestes: Bom é de fazer a palavra que tens falado.
05010f0102	Tomei pois os cabeças de vossas tribos, homens sábios e experimentados, e os tenho posto por cabeças sobre vós, por capitães de milhares, e por capitães de cem, e por capitães de cincoênta, e por capitães de dez, e por governadores das vossas tribos
05011000ae	E no mesmo tempo mandei a vossos juízes, dizendo: Ouvi a causa entre vossos irmãos, e julgai justamente entre o homem e seu irmão, e entre o estrangeiro que está com ele.
05011100d9	Não atentareis para pessoa alguma em juízo, ouvireis assim o pequeno como o grande: não temereis a face de ninguém, porque o juízo é de Deus; porém a causa que vos for difícil fareis vir a mim, e eu a ouvirei.
0501120045	Assim naquele tempo vos ordenei todas as coisas que havieis de fazer.
05011300c7	Então partimos de Horeb, e caminhamos por todo aquele grande e tremendo deserto que vistes, pelo caminho das montanhas dos amorreus, como o Senhor nosso Deus nos ordenara: e chegamos a Cades-barnea.
0501140061	Então eu vos disse: Chegados sois às montanhas dos amorreus, que o Senhor nosso Deus nos dará.
0501150094	Eis aqui o Senhor teu Deus te deu esta terra diante de ti: sobe, possui-a, como te falou o Senhor Deus de teus pais: não temas, e não te assustes.
05011600c8	Então todos vós vos chegastes a mim, e dissestes: Mandemos homens adiante de nós, para que nos espiem a terra, e nos dêem resposta, por que caminho devemos subir a ela, e a que cidades devemos ir.
0501170062	Pareceu-me pois bem este negócio: de sorte que de vós tomei doze homens, de cada tribo um homem.
0501180050	E foram-se, e subiram à montanha, e vieram até ao vale de Escol, e o espiaram.
0501190099	E tomaram do fruto da terra nas suas mãos, e no-lo trouxeram, e nos tornaram a dar resposta, e disseram: Boa é a terra que nos dá o Senhor nosso Deus.
05011a0056	Porém vós não quizestes subir: mas fostes rebeldes ao mandado do Senhor nosso Deus.
05011b00a7	E murmurastes nas vossas tendas, e dissestes: Porquanto o Senhor nos aborrece, nos tirou da terra do Egito para nos entregar nas mãos dos amorreus, para destruir-nos.
05011c00e9	Para onde subiremos? nossos irmãos fizeram com que se derretesse o nosso coração, dizendo: Maior e mais alto é este povo do que nós, as cidades são grandes e fortificadas até aos céus; e também vimos ali filhos dos gigantes.
05011d0037	Então eu vos disse: Não vos espanteis, nem os temais.
05011e008a	O Senhor vosso Deus que vai adiante de vós, ele por vós pelejará, conforme a tudo o que fez convosco, diante de vossos olhos, no Egito;
05011f00a4	Como também no deserto, onde viste que o Senhor teu Deus nele te levou, como um homem leva seu filho, por todo o caminho que andastes, até chegardes a este lugar.
050120002e	Mas nem por isso crestes ao Senhor vosso Deus,
05012100ba	Que foi adiante de vós por todo o caminho, para vos achar o lugar onde vós deverieis acampar: de noite no fogo, para vos mostrar o caminho por onde havieis de andar, e de dia na nuvem.
050122004f	Ouvindo pois o Senhor a voz das vossas palavras, indignou-se, e jurou, dizendo:
050123005e	Nenhum dos homens desta maligna geração verá esta boa terra que jurei de dar a vossos pais,
0501240086	Salvo Caleb, filho de Jefoné; ele a verá, e a terra que pisou darei a ele e a seus filhos: porquanto perseverou em seguir ao Senhor.
0501250062	Também o Senhor se indignou contra mim por causa de vós, dizendo: também tu lá não entrarás.
0501260076	Josué, filho de Nun, que está em pé diante de ti, ele ali entrará: esforça-o, porque ele a fará herdar a Israel.
05012700a2	E vossos meninos, de que dissestes: Por presa serão: e vossos filhos, que hoje nem bem nem mal sabem, eles ali entrarão, e a eles, a darei, e eles a possuirão.
050128004c	Porém vós virai-vos, e parti para o deserto, pelo caminho do Mar Vermelho.
0501290102	Então respondestes, e me dissestes: pecamos contra o Senhor: nós subiremos e pelejaremos, conforme a tudo o que nos ordenou o Senhor nosso Deus: e armastes-vos pois vós, cada um dos seus instrumentos de guerra, e estivestes prestes para subir à montanha.
05012a0092	E disse-me o Senhor: Dize-lhes: Não subais nem pelejeis, pois não estou no meio de vós; para que não sejais feridos diante de vossos inimigos.
05012b0081	Porém, falando-vos eu, não ouvistes: antes fostes rebeldes ao mandado do Senhor, e vos ensoberbecestes, e subistes à montanha.
05012c0097	E os amorreus, que habitavam naquela montanha, vos sairam ao encontro; e perseguiram-vos como fazem as abelhas, e vos derrotaram desde Seir até Horma.
05012d0062	Tornando pois vós, e chorando perante o Senhor, o Senhor não ouviu a vossa voz, nem vos escutou.
05012e004a	Assim em Cades estivestes muitos dias, segundo os dias que ali estivestes.
050201008c	Depois viramo-nos, e caminhamos ao deserto, caminho do Mar Vermelho, como o Senhor me tinha dito, e muitos dias rodeamos a montanha de Seir.
0502020022	Então o Senhor me falou, dizendo:
050203003c	Assás tendes rodeado esta montanha: virai-vos para o norte.
05020400a4	E dá ordem ao povo, dizendo: Passareis pelos termos de vossos irmãos, os filhos de Esaú, que habitam em Seir: e eles terão medo de vós; porém guardai-vos bem,
05020500a7	Não vos entremetais com eles, porque vos não darei da sua terra nem ainda a pisada da planta de um pé: porquanto a Esaú tenho dado a montanha de Seir por herança.
050206006f	Comprareis deles, por dinheiro, comida para comerdes: e também água para beber deles comprareis por dinheiro.
05020700bd	Pois o Senhor teu Deus te abençoou em toda a obra das tuas mãos; ele sabe que andas por este grande deserto: estes quarenta anos o Senhor teu Deus esteve contigo, coisa nenhuma te faltou.
05020800b8	Passando pois de nossos irmãos, os filhos de Esaú, que habitavam em Seir, desde o caminho da planície de Elath e de Ezeon-geber, nos viramos e passamos o caminho do deserto de Moab.
05020900ba	Então o Senhor me disse: Não molestes a Moab, e não contendas com eles em peleja, porque te não darei herança da sua terra; porquanto tenho dado a Ar aos filhos de Lot por herança.
05020a0056	(Os emeos de antes habitaram nela: um povo grande e numeroso, e alto como os gigantes;
05020b005c	Também estes foram contados por gigantes como os enaquins: e os moabitas os chamavam emeos.
05020c00e3	De antes os horeus também habitaram em Seir: porém os filhos de Esaú os lançaram fora, e os destruiram de diante de si, e habitaram no seu lugar, assim como Israel fez à terra da sua herança, que o Senhor lhes tinha dado.
05020d0053	Levantai-vos agora, e passai o ribeiro de Zered: assim passamos o ribeiro de Zered.
05020e00db	E os dias que caminhamos, desde Cades-barnea até que passamos o ribeiro de Zered, foram trinta e oito anos, até que toda aquela geração dos homens de guerra se consumiu do meio do arraial, como o Senhor lhes jurara.
05020f006c	Assim também foi contra eles a mão do Senhor, para os destruir do meio do arraial até os haver consumido.
050210005e	E sucedeu que, sendo já consumidos todos os homens de guerra, pela morte, do meio do arraial.
050211001b	O Senhor me falou, dizendo:
050212002a	Hoje passarás a Ar, pelos termos de Moab;
05021300d1	E te chegarás até defronte dos filhos de Ammon: não os molestes, e com eles não contendas: porque da terra dos filhos de Ammon te não darei herança, porquanto aos filhos de Lot a tenho dado por herança.
0502140079	(também esta foi contada por terra de gigantes; de antes nela habitavam gigantes, e os ammonitas os chamavam zamzummeus:
0502150091	Um povo grande, e numeroso, e alto, como os gigantes: e o Senhor os destruiu de diante de si, e eles os lançaram fora, e habitaram no seu lugar;
05021600a6	Assim como fez com os filhos de Esaú, que habitavam em Seir, de diante dos quais destruiu os horeus, e eles os lançaram fora, e habitaram no seu lugar até este dia
050217007f	Também os caftoreus, que sairam de Caftor, destruiram os aveus, que habitavam em Kazerim até Gaza, e habitaram no seu lugar).
05021800b4	Levantai-vos, parti e passai o ribeiro de Arnon; eis aqui na tua mão tenho dado a Sehon, amorreu, rei de Hesbon, e a sua terra; começa a possui-la, e contende com eles em peleja.
05021900ae	Neste dia começarei a pôr um terror e um temor de ti diante dos povos que estão debaixo de todo o céu: os que ouvirem a tua fama tremerão diante de ti e se angustiarão.
05021a006c	Então mandei mensageiros desde o deserto de Quedemoth a Sehon, rei de Hesbon, com palavras de paz, dizendo:
05021b0070	Deixa-me passar pela tua terra: somente pela estrada irei; não me desviarei para a direita nem para a esquerda.
05021c0080	A comida que eu coma vender-ma-ás por dinheiro, e dar-me-ás por dinheiro a água que beba: tão somente deixa-me passar a pé;
05021d00aa	Como fizeram comigo os filhos de Esaú, que habitam em Seir, e os moabitas que habitam em Ar: até que eu passe o Jordão, a terra que o Senhor nosso Deus nos há de dar.
05021e00c8	Mas Sehon, rei de Hesbon, não nos quis deixar passar por si, porquanto o Senhor teu Deus endurecera o seu espírito, e fizera obstinado o seu coração, por to dar na tua mão, como neste dia se vê.
05021f0091	E o Senhor me disse: eis aqui, tenho começado a dar-te Sehon, e a sua terra diante de ti: começa pois a possui-la, para que herdes a sua terra.
0502200048	E Sehon saiu-nos ao encontro, ele e todo o seu povo, à peleja, a Jahaz:
0502210068	E o Senhor nosso Deus no-lo deu diante de nós, e o ferimos a ele, e a seus filhos, e a todo o seu povo.
0502220088	E naquele tempo tomamos todas as suas cidades, e destruímos todas as cidades, homens, e mulheres e crianças: não deixamos a ninguém.
0502230057	Somente tomamos em presa o gado para nós, e o despojo das cidades que tinhamos tomado.
05022400cf	Desde Aroer, que está à borda do ribeiro de Arnon, e a cidade que está junto ao ribeiro, até Gilead, nenhuma cidade houve que de nós escapasse: tudo isto o Senhor nosso Deus nos entregou diante de nós.
05022500b2	Somente à terra dos filhos de Ammon não chegaste: nem a toda a borda do ribeiro de Jabbok, nem às cidades da montanha, nem a coisa alguma que nos proibira o Senhor nosso Deus.
0503010085	Depois nós viramos e subimos o caminho de Basan: e Og rei de Basan, nos saiu ao encontro, ele e todo o seu povo, à peleja em Edrei.
05030200bc	Então o Senhor me disse: Não temas, porque a ele e a todo o seu povo, e a sua terra, tenho dado na tua mão: e far-lhe-ás como fizeste a Sehon, rei dos amorreus, que habitava em Hesbon.
050303009f	E também o Senhor nosso Deus nos deu na nossa mão a Og, rei de Basan, e a todo o seu povo: de maneira que o ferimos, até que ninguém lhe ficou de restante.
05030400a7	E naquele tempo tomamos todas as suas cidades: nenhuma cidade houve que lhes não tomassemos: sessenta cidades, toda a borda da terra de Argob, o reino de Og em Basan.
0503050076	Todas estas cidades eram fortificadas com altos muros, portas e ferrolhos: de mais de outras muitas cidades sem muros.
050306006f	E destruimo-las como fizemos a Sehon, rei de Hesbon, destruindo todas as cidades, homens, mulheres e crianças.
0503070049	Porém todo o gado, e o despojo das cidades, tomamos para nós por presa.
050308009d	Assim naquele tempo tomamos a terra da mão daqueles dois reis dos amorreus, que estavam de aquém do Jordão: desde o rio de Arnon, até ao monte de Hermon;
0503090049	(Os sidônios a Hermon chamam Sirion; porém os amorreus o chamam Senir);
