0100000006	1 Mose
0130150081	Und Israel sprach zu Joseph: Siehe, ich sterbe; und Gott wird mit euch sein und wird euch wiederbringen in das Land eurer Väter.
013016007d	Ich habe dir ein Stück Land zu geben vor deinen Brüdern, das ich mit Schwert und Bogen aus der Amoriter Hand genommen habe.
0131010082	Und Jakob berief seine Söhne und sprach: Versammelt euch, daß ich euch verkündige, was euch begegnen wird in künftigen Zeiten.
013102004d	Kommt zuhauf und höret zu, ihr Kinder Jakobs, und höret euren Vater Israel.
0131030086	Ruben, mein erster Sohn bist du, meine Kraft, und der Erstling meiner Stärke, der Oberste in der Würde und der Oberste in der Macht.
01310400b0	Er fuhr leichtfertig dahin wie Wasser. Du sollst nicht der Oberste sein; denn du bist auf deines Vaters Lager gestiegen, daselbst hast du mein Bett entweiht mit dem Aufsteigen.
0131050045	Die Brüder Simeon und Levi, ihre Schwerter sind mörderische Waffen.
01310600bb	Meine Seele komme nicht in ihren Rat, und meine Ehre sei nicht in ihrer Versammlung; denn in ihrem Zorn haben sie den Mann erwürgt, und in ihrem Mutwillen haben sie den Ochsen verlähmt.
013107008f	Verflucht sei ihr Zorn, daß er so heftig ist und ihr Grimm, daß er so störrig ist. Ich will sie zerteilen in Jakob und zerstreuen in Israel.
0131080095	Juda, du bist's; dich werden deine Brüder loben. Deine Hand wird deinen Feinden auf dem Halse sein; vor dir werden deines Vaters Kinder sich neigen.
01310900c1	Juda ist ein junger Löwe. Du bist hoch gekommen, mein Sohn, durch große Siege. Er ist niedergekniet und hat sich gelagert wie ein Löwe und wie eine Löwin; wer will sich wider ihn auflehnen?
01310a00a7	Es wird das Zepter von Juda nicht entwendet werden noch der Stab des Herrschers von seinen Füßen, bis daß der Held komme; und demselben werden die Völker anhangen.
01310b009b	Er wird sein Füllen an den Weinstock binden und seiner Eselin Sohn an die edle Rebe. Er wird sein Kleid in Wein waschen und seinen Mantel im Weinbeerblut.
01310c0042	Seine Augen sind trübe vom Wein und seine Zähne weiß von Milch.
01310d0060	Sebulon wird an der Anfurt des Meeres wohnen und an der Anfurt der Schiffe und reichen an Sidon.
01310e004b	Isaschar wird ein knochiger Esel sein und sich lagern zwischen den Hürden.
01310f009d	Und er sah die Ruhe, daß sie gut ist, und das Land, daß es lustig ist; da hat er seine Schultern geneigt, zu tragen, und ist ein zinsbarer Knecht geworden.
0131100048	Dan wird Richter sein in seinem Volk wie ein ander Geschlecht in Israel.
013111008b	Dan wird eine Schlange werden auf dem Wege und eine Otter auf dem Steige und das Pferd in die Ferse beißen, daß sein Reiter zurückfalle.
013112001e	HERR, ich warte auf dein Heil!
013113004e	Gad wird gedrängt werden von Kriegshaufen, er aber drängt sie auf der Ferse.
0131140050	Von Asser kommt sein fettes Brot, und er wird den Königen leckere Speise geben.
0131150039	Naphthali ist ein schneller Hirsch und gibt schöne Rede.
013116006e	Joseph wird wachsen, er wird wachsen wie ein Baum an der Quelle, daß die Zweige emporsteigen über die Mauer.
0131170050	Und wiewohl ihn die Schützen erzürnen und wider ihn kriegen und ihn verfolgen,
0131180092	so bleibt doch sein Bogen fest und die Arme seiner Hände stark durch die Hände des Mächtigen in Jakob, durch ihn, den Hirten und Stein Israels.
01311900ca	Von deines Vaters Gott ist dir geholfen, und von dem Allmächtigen bist du gesegnet mit Segen oben vom Himmel herab, mit Segen von der Tiefe, die unten liegt, mit Segen der Brüste und des Mutterleibes.
01311a00cc	Die Segen deines Vaters gehen stärker denn die Segen meiner Voreltern, nach Wunsch der Hohen in der Welt, und sollen kommen auf das Haupt Josephs und auf den Scheitel des Geweihten unter seinen Brüdern.
01311b006b	Benjamin ist ein reißender Wolf; des Morgens wird er Raub fressen, und des Abends wird er Beute austeilen.
01311c009b	Das sind die zwölf Stämme Israels alle, und das ist's was ihr Vater mit ihnen geredet hat, da er sie segnete, einen jeglichen mit einem besonderen Segen.
01311d009f	Und er gebot ihnen und sprach zu ihnen: Ich werde versammelt zu meinem Volk; begrabt mich zu meinen Vätern in der Höhle auf dem Acker Ephrons, des Hethiters,
01311e0095	in der zwiefachen Höhle, die gegenüber Mamre liegt, im Lande Kanaan, die Abraham kaufte samt dem Acker von Ephron, dem Hethiter, zum Erbbegräbnis.
01311f009c	Daselbst haben sie Abraham begraben und Sara, sein Weib. Daselbst haben sie auch Isaak begraben und Rebekka, sein Weib. Daselbst habe ich auch Lea begraben,
0131200042	in dem Acker und der Höhle, die von den Kindern Heth gekauft ist.
0131210091	Und da Jakob vollendet hatte die Gebote an seine Kinder, tat er seine Füße zusammen aufs Bett und verschied und ward versammelt zu seinem Volk.
0132010050	Da fiel Joseph auf seines Vaters Angesicht und weinte über ihn und küßte ihn.
013202006c	Und Joseph befahl seinen Knechten, den Ärzten, das sie seinen Vater salbten. Und die Ärzte salbten Israel,
0132030071	bis daß vierzig Tage um waren; denn so lange währen die Salbetage. Und die Ägypter beweinten ihn siebzig Tage.
013204008f	Da nun die Leidtage aus waren, redete Joseph mit Pharaos Gesinde und sprach: Habe ich Gnade vor euch gefunden, so redet mit Pharao und sprecht:
01320500da	Mein Vater hat einen Eid von mir genommen und gesagt: Siehe, ich sterbe; begrabe mich in meinem Grabe, das ich mir im Lande Kanaan gegraben habe. So will ich nun hinaufziehen und meinen Vater begraben und wiederkommen.
0132060050	Pharao sprach: Zieh hinauf und begrabe deinen Vater, wie du ihm geschworen hast.
01320700a0	Also zog Joseph hinauf, seinen Vater zu begraben. Und es zogen mit ihm alle Knechte Pharaos, die Ältesten seines Hauses und alle Ältesten des Landes Ägypten,
0132080091	dazu das ganze Gesinde Josephs und seine Brüder und das Gesinde seines Vaters. Allein ihre Kinder, Schafe und Ochsen ließen sie im Lande Gosen.
013209004d	Und es zogen mit ihm hinauf Wagen und Reisige, und war ein sehr großes Heer.
01320a00a5	Da sie nun an die Tenne Atad kamen, die jenseit des Jordans liegt, da hielten sie eine gar große und bittere Klage; und er trug über seinen Vater Leid sieben Tage.
01320b00d2	Und da die Leute im Lande, die Kanaaniter, die Klage bei der Tenne Atad sahen, sprachen sie: Die Ägypter halten da große Klage. Daher heißt man den Ort: Der Ägypter Klage, welcher liegt jenseit des Jordans.
01320c0034	Und seine Kinder taten, wie er ihnen befohlen hatte,
01320d00bc	und führten ihn ins Land Kanaan und begruben ihn in der zwiefachen Höhle des Ackers, die Abraham erkauft hatte mit dem Acker zum Erbbegräbnis von Ephron, dem Hethiter, gegenüber Mamre.
01320e009e	Als sie ihn nun begraben hatten, zog Joseph wieder nach Ägypten mit seinen Brüdern und mit allen, die mit ihm hinaufgezogen waren, seinen Vater zu begraben.
01320f00a9	Die Brüder aber Josephs fürchteten sich, da ihr Vater gestorben war, und sprachen: Joseph möchte uns Gram sein und vergelten alle Bosheit, die wir an ihm getan haben.
0132100049	Darum ließen sie ihm sagen: Dein Vater befahl vor seinem Tod und sprach:
01321100fd	Also sollt ihr Joseph sagen: Vergib doch deinen Brüdern die Missetat und ihre Sünde, daß sie so übel an dir getan haben. So vergib doch nun diese Missetat uns, den Dienern des Gottes deines Vaters. Aber Joseph weinte, da sie solches mit ihm redeten.
0132120063	Und seine Brüder gingen hin und fielen vor ihm nieder und sprachen: Siehe, wir sind deine Knechte.
0132130046	Joseph sprach zu ihnen: Fürchtet euch nicht, denn ich bin unter Gott.
013214008e	Ihr gedachtet's böse mit mir zu machen; aber Gott gedachte es gut zu machen, daß er täte, wie es jetzt am Tage ist, zu erhalten viel Volks.
013215007b	So fürchtet euch nun nicht; ich will euch versorgen und eure Kinder. Und er tröstete sie und redete freundlich mit ihnen.
0132160055	Also wohnte Joseph in Ägypten mit seines Vaters Hause und lebte hundertundzehn Jahre
013217007b	und sah Ephraims Kinder bis ins dritte Glied. Auch wurden dem Machir, Manasses Sohn, Kinder geboren auf den Schoß Josephs.
01321800a9	Und Joseph sprach zu seinen Brüdern: Ich sterbe, und Gott wird euch heimsuchen und aus diesem Lande führen in das Land, das er Abraham, Isaak und Jakob geschworen hat.
013219007f	Darum nahm er einen Eid von den Kindern Israel und sprach: Wenn euch Gott heimsuchen wird, so führet meine Gebeine von dannen.
01321a0073	Also starb Joseph, da er war hundertundzehn Jahre alt. Und sie salbten ihn und legten ihn in eine Lade in Ägypten.
0200000006	2 Mose
0201010074	Dies sind die Namen der Kinder Israel, die mit Jakob nach Ägypten kamen; ein jeglicher kam mit seinem Hause hinein:
020102001a	Ruben, Simeon, Levi, Juda,
020103001c	Isaschar, Sebulon, Benjamin,
020104001b	Dan, Naphthali, Gad, Asser.
0201050073	Und aller Seelen, die aus den Lenden Jakobs gekommen waren, deren waren siebzig. Joseph aber war zuvor in Ägypten.
020106005b	Da nun Joseph gestorben war und alle seine Brüder und alle, die zu der Zeit gelebt hatten,
0201070072	wuchsen die Kinder Israel und zeugten Kinder und mehrten sich und wurden sehr viel, daß ihrer das Land voll ward.
0201080045	Da kam ein neuer König auf in Ägypten, der wußte nichts von Joseph
0201090058	und sprach zu seinem Volk: Siehe, des Volks der Kinder Israel ist viel und mehr als wir.
02010a00cc	Wohlan, wir wollen sie mit List dämpfen, daß ihrer nicht so viel werden. Denn wo sich ein Krieg erhöbe, möchten sie sich auch zu unsern Feinden schlagen und wider uns streiten und zum Lande ausziehen.
02010b00a1	Und man setzte Fronvögte über sie, die sie mit schweren Diensten drücken sollten; denn man baute dem Pharao die Städte Pithon und Raemses zu Vorratshäusern.
02010c0080	Aber je mehr sie das Volk drückten, je mehr es sich mehrte und ausbreitete. Und sie hielten die Kinder Israel wie einen Greuel.
02010d004a	Und die Ägypter zwangen die Kinder Israel zum Dienst mit Unbarmherzigkeit
02010e00b6	und machten ihnen ihr Leben sauer mit schwerer Arbeit in Ton und Ziegeln und mit allerlei Frönen auf dem Felde und mit allerlei Arbeit, die sie ihnen auflegten mit Unbarmherzigkeit.
02010f006e	Und der König in Ägypten sprach zu den hebräischen Wehmüttern, deren eine hieß Siphra und die andere Pua:
0201100092	Wenn ihr den hebräischen Weibern helft, und auf dem Stuhl seht, daß es ein Sohn ist, so tötet ihn; ist's aber eine Tochter, so laßt sie leben.
0201110087	Aber die Wehmütter fürchteten Gott und taten nicht, wie der König von Ägypten ihnen gesagt hatte, sondern ließen die Kinder leben.
0201120077	Da rief der König in Ägypten die Wehmütter und sprach zu ihnen: Warum tut ihr das, daß ihr die Kinder leben lasset?
02011300ac	Die Wehmütter antworteten Pharao: Die hebräischen Weiber sind nicht wie die ägyptischen, denn sie sind harte Weiber; ehe die Wehmutter zu ihnen kommt, haben sie geboren.
0201140052	Darum tat Gott den Wehmüttern Gutes. Und das Volk mehrte sich und ward sehr viel.
0201150041	Und weil die Wehmütter Gott fürchteten, baute er ihnen Häuser.
020116007f	Da gebot Pharao allem seinem Volk und sprach: Alle Söhne, die geboren werden, werft ins Wasser, und alle Töchter laßt leben.
020201003f	Und es ging ein Mann vom Hause Levi und nahm eine Tochter Levi.
020202007b	Und das Weib ward schwanger und gebar einen Sohn. Und da sie sah, daß es ein feines Kind war, verbarg sie ihn drei Monate.
02020300c1	Und da sie ihn nicht länger verbergen konnte, machte sie ein Kästlein von Rohr und verklebte es mit Erdharz und Pech und legte das Kind darein und legte ihn in das Schilf am Ufer des Wassers.
0202040058	Aber seine Schwester stand von ferne, daß sie erfahren wollte, wie es ihm gehen würde.
02020500cc	Und die Tochter Pharaos ging hernieder und wollte baden im Wasser; und ihre Jungfrauen gingen an dem Rande des Wassers. Und da sie das Kästlein im Schilf sah, sandte sie ihre Magd hin und ließ es holen.
020206008f	Und da sie es auftat, sah sie das Kind; und siehe, das Knäblein weinte. Da jammerte es sie, und sprach: Es ist der hebräischen Kindlein eins.
020207009c	Da sprach seine Schwester zu der Tochter Pharaos: Soll ich hingehen und der hebräischen Weiber eine rufen, die da säugt, daß sie dir das Kindlein säuge?
020208005e	Die Tochter Pharaos sprach zu ihr: Gehe hin. Die Jungfrau ging hin und rief des Kindes Mutter.
0202090085	Da sprach Pharaos Tochter zu ihr: Nimm hin das Kindlein und säuge mir's; ich will dir lohnen. Das Weib nahm das Kind und säugte es.
02020a00a2	Und da das Kind groß war, brachte sie es der Tochter Pharaos, und es ward ihr Sohn, und sie hieß ihn Mose; denn sie sprach: Ich habe ihn aus dem Wasser gezogen.
02020b00ae	Zu den Zeiten, da Mose war groß geworden, ging er aus zu seinen Brüdern und sah ihre Last und ward gewahr, daß ein Ägypter schlug seiner Brüder, der Hebräischen, einen.
02020c007e	Und er wandte sich hin und her, und da er sah, daß kein Mensch da war, erschlug er den Ägypter und scharrte ihn in den Sand.
02020d00a2	Auf einen andern Tag ging er auch aus und sah zwei hebräische Männer sich miteinander zanken und sprach zu dem Ungerechten: Warum schlägst du deinen Nächsten?
02020e00ca	Er aber sprach: Wer hat dich zum Obersten oder Richter über uns gesetzt? Willst du mich auch erwürgen, wie du den Ägypter erwürgt hast? Da fürchtete sich Mose und sprach: Wie ist das laut geworden?
02020f0098	Und es kam vor Pharao; der trachtete nach Mose, daß er ihn erwürgte. Aber Mose floh vor Pharao und blieb im Lande Midian und wohnte bei einem Brunnen.
0202100094	Der Priester aber von Midian hatte sieben Töchter; die kamen, Wasser zu schöpfen, und füllten die Rinnen, daß sie ihres Vaters Schafe tränkten.
020211006e	Da kamen die Hirten und stießen sie davon. Aber Mose machte sich auf und half ihnen und tränkte ihre Schafe.
0202120057	Und da sie zu ihrem Vater Reguel kamen, sprach er: Wie seid ihr heute so bald gekommen?
020213006b	Sie sprachen: Ein ägyptischer Mann errettete uns von den Hirten und schöpfte uns und tränkte die Schafe.
0202140077	Er sprach zu seinen Töchtern: Wo ist er? Warum habt ihr den Mann gelassen, daß ihr ihn nicht ludet, mit uns zu essen?
020215005a	Und Mose willigte darein, bei dem Manne zu bleiben. Und er gab Mose seine Tochter Zippora.
020216006f	Die gebar einen Sohn; und er hieß ihn Gersom; denn er sprach: Ich bin ein Fremdling geworden im fremden Lande.
02021700a5	Lange Zeit aber darnach starb der König in Ägypten. Und die Kinder Israel seufzten über ihre Arbeit und schrieen, und ihr Schreien über ihre Arbeit kam vor Gott.
0202180059	Und Gott erhörte ihr Wehklagen und gedachte an seinen Bund mit Abraham, Isaak und Jakob;
0202190029	und er sah darein und nahm sich ihrer an.
02030100a0	Mose aber hütete die Schafe Jethros, seines Schwiegervaters, des Priesters in Midian, und trieb die Schafe hinter die Wüste und kam an den Berg Gottes, Horeb.
0203020097	Und der Engel des HERRN erschien ihm in einer feurigen Flamme aus dem Busch. Und er sah, daß der Busch mit Feuer brannte und ward doch nicht verzehrt;
020303005e	und sprach: ich will dahin und beschauen dies große Gesicht, warum der Busch nicht verbrennt.
0203040081	Da aber der HERR sah, daß er hinging, zu sehen, rief ihm Gott aus dem Busch und sprach: Mose, Mose! Er antwortete: Hier bin ich.
020305007c	Er sprach: Tritt nicht herzu, zieh deine Schuhe aus von deinen Füßen; denn der Ort, darauf du stehst, ist ein heilig Land!
02030600b8	Und sprach weiter: Ich bin der Gott deines Vaters, der Gott Abrahams, der Gott Isaaks und der Gott Jakobs. Und Mose verhüllte sein Angesicht; denn er fürchtete sich Gott anzuschauen.
020307009d	Und der HERR sprach: Ich habe gesehen das Elend meines Volkes in Ägypten und habe ihr Geschrei gehört über die, so sie drängen; ich habe ihr Leid erkannt
0203080104	und bin herniedergefahren, daß ich sie errette von der Ägypter Hand und sie ausführe aus diesem Lande in ein gutes und weites Land, in ein Land, darin Milch und Honig fließt, an den Ort der Kanaaniter, Hethiter, Amoriter, Pheresiter, Heviter und Jebusiter.
0203090088	Weil nun das Geschrei der Kinder Israel vor mich gekommen ist, und ich auch dazu ihre Angst gesehen habe, wie die Ägypter sie ängsten,
02030a006d	so gehe nun hin, ich will dich zu Pharao senden, daß du mein Volk, die Kinder Israel, aus Ägypten führest.
02030b0064	Mose sprach zu Gott: Wer bin ich, daß ich zu Pharao gehe und führe die Kinder Israel aus Ägypten?
02030c00b7	Er sprach: Ich will mit dir sein. Und das soll dir ein Zeichen sein, daß ich dich gesandt habe: Wenn du mein Volk aus Ägypten geführt hast, werdet ihr Gott opfern auf diesem Berge.
02030d00d0	Mose sprach zu Gott: Siehe, wenn ich zu den Kindern Israel komme und spreche zu ihnen: Der Gott eurer Väter hat mich zu euch gesandt, und sie mir sagen werden: Wie heißt sein Name? was soll ich ihnen sagen?
02030e0096	Gott sprach zu Mose: ICH WERDE SEIN, DER ICH SEIN WERDE. Und sprach: Also sollst du den Kindern Israel sagen: ICH WERDE SEIN hat mich zu euch gesandt.
02030f00fc	Und Gott sprach weiter zu Mose: Also sollst du den Kindern Israel sagen: Der HERR, eurer Väter Gott, der Gott Abrahams, der Gott Isaaks, der Gott Jakobs, hat mich zu euch gesandt. Das ist mein Name ewiglich, dabei soll man mein Gedenken für und für.
020310010f	Darum so gehe hin und versammle die Ältesten in Israel und sprich zu ihnen: Der HERR, euer Väter Gott, ist mir erschienen, der Gott Abrahams, der Gott Isaaks, der Gott Jakobs, und hat gesagt: Ich habe euch heimgesucht, und gesehen, was euch in Ägypten widerfahren ist,
02031100bd	und habe gesagt: ich will euch aus dem Elend Ägyptens führen in das Land der Kanaaniter, Hethiter, Amoriter, Pheresiter, Heviter und Jebusiter, in das Land, darin Milch und Honig fließt.
02031200ff	Und wenn sie deine Stimme hören, so sollst du und die Ältesten in Israel hineingehen zum König in Ägypten und zu ihm sagen: Der HERR, der Hebräer Gott, hat uns gerufen. So laß uns nun gehen drei Tagereisen in die Wüste, daß wir opfern unserm Gott.
0203130069	Aber ich weiß, daß euch der König in Ägypten nicht wird ziehen lassen, außer durch eine starke Hand.
020314008e	Denn ich werde meine Hand ausstrecken und Ägypten schlagen mit allerlei Wundern, die ich darin tun werde. Darnach wird er euch ziehen lassen.
0203150069	Und ich will diesem Volk Gnade geben vor den Ägyptern, daß, wenn ihr auszieht, ihr nicht leer auszieht;
02031600ce	sondern ein jeglich Weib soll von ihrer Nachbarin und Hausgenossin fordern silberne und goldene Gefäße und Kleider; die sollt ihr auf eure Söhne und Töchter legen und von den Ägyptern zur Beute nehmen.
0204010092	Mose antwortete und sprach: Siehe, sie werden mir nicht glauben noch meine Stimme hören, sondern werden sagen: Der HERR ist dir nicht erschienen.
0204020053	Der HERR sprach zu ihm: Was ist's, was du in deiner Hand hast? Er sprach: Ein Stab.
0204030073	Er sprach: Wirf ihn vor dir auf die Erde. Und er warf ihn von sich; da ward er zur Schlange, und Mose floh vor ihr.
02040400a8	Aber der HERR sprach zu ihm: Strecke deine Hand aus und erhasche sie bei dem Schwanz. Da streckte er seine Hand aus und hielt sie, und sie ward zum Stab in seiner Hand.
0204050087	Darum werden sie glauben, daß dir erschienen sei der HERR, der Gott ihrer Väter, der Gott Abrahams, der Gott Isaaks, der Gott Jakobs.
02040600af	Und der HERR sprach weiter zu ihm: Stecke deine Hand in deinen Busen. Und er steckte seine Hand in seinen Busen und zog sie wieder heraus; siehe, da war aussätzig wie Schnee.
020407009c	Und er sprach: Tue sie wieder in deinen Busen. Und er tat sie wieder in seinen Busen und zog sie heraus; siehe, da ward sie wieder wie sein anderes Fleisch.
0204080095	Wenn sie dir nun nicht werden glauben noch deine Stimme hören bei dem einen Zeichen, so werden sie doch glauben deine Stimme bei dem andern Zeichen.
02040900ee	Wenn sie aber diesen zwei Zeichen nicht glauben werden noch deine Stimme hören, so nimm Wasser aus dem Strom und gieß es auf das trockene Land, so wird das Wasser, das du aus dem Strom genommen hast, Blut werden auf dem trockenen Lande.
02040a00d5	Mose aber sprach zu dem HERRN: Ach mein Herr, ich bin je und je nicht wohl beredt gewesen, auch nicht seit der Zeit, da du mit deinem Knecht geredet hast; denn ich habe eine schwere Sprache und eine schwere Zunge.
02040b00ac	Der HERR sprach zu ihm: Wer hat dem Menschen den Mund geschaffen? Oder wer hat den Stummen oder Tauben oder Sehenden oder Blinden gemacht? Habe ich's nicht getan, der HERR?
02040c0054	So geh nun hin: Ich will mit deinem Munde sein und dich lehren, was du sagen sollst.
02040d003d	Mose sprach aber: Mein Herr, sende, welchen du senden willst.
02040e00e3	Da ward der HERR sehr zornig über Mose und sprach: Weiß ich denn nicht, daß dein Bruder Aaron aus dem Stamm Levi beredt ist? und siehe, er wird herausgehen dir entgegen; und wenn er dich sieht, wir er sich von Herzen freuen.
02040f008c	Du sollst zu ihm reden und die Worte in seinen Mund legen. Und ich will mit deinem und seinem Munde sein und euch lehren, was ihr tun sollt.
020410005b	Und er soll für dich zum Volk reden; er soll dein Mund sein, und du sollst sein Gott sein.
0204110046	Und diesen Stab nimm in deine Hand, mit dem du die Zeichen tun sollst.
02041200f0	Mose ging hin und kam wieder zu Jethro, seinem Schwiegervater, und sprach zu ihm: Laß mich doch gehen, daß ich wieder zu meinen Brüdern komme, die in Ägypten sind, und sehe, ob sie noch leben. Jethro sprach zu ihm: Gehe hin mit Frieden.
0204130087	Auch sprach der HERR zu ihm in Midian: Gehe hin und ziehe wieder nach Ägypten; denn die Leute sind tot, die nach deinem Leben standen.
0204140091	Also nahm Mose sein Weib und seine Söhne und führte sie auf einem Esel und zog wieder nach Ägyptenland und nahm den Stab Gottes in seine Hand.
02041500e0	Und der HERR sprach zu Mose: Siehe zu, wenn du wieder nach Ägypten kommst, daß du alle Wunder tust vor Pharao, die ich dir in deine Hand gegeben habe; aber ich will sein Herz verstocken, daß er das Volk nicht lassen wird.
0204160051	Und du sollst zu ihm sagen: So sagt der HERR: Israel ist mein erstgeborener Sohn;
0204170097	und ich gebiete dir, daß du meinen Sohn ziehen lassest, daß er mir diene. Wirst du dich des weigern, so will ich deinen erstgeborenen Sohn erwürgen.
020418005a	Und als er unterwegs in der Herberge war, kam ihm der HERR entgegen und wollte ihn töten.
020419008c	Da nahm Zippora einen Stein und beschnitt ihrem Sohn die Vorhaut und rührte ihm seine Füße an und sprach: Du bist mir ein Blutbräutigam.
02041a0052	Da ließ er von ihm ab. Sie sprach aber Blutbräutigam um der Beschneidung willen.
02041b0086	Und der HERR sprach zu Aaron: Gehe hin Mose entgegen in die Wüste. Und er ging hin und begegnete ihm am Berge Gottes und küßte ihn.
02041c006e	Und Mose sagte Aaron alle Worte des HERRN, der ihn gesandt hatte, und alle Zeichen, die er ihm befohlen hatte.
02041d004a	Und sie gingen hin und versammelten alle Ältesten von den Kindern Israel.
02041e0066	Und Aaron redete alle Worte, die der HERR mit Mose geredet hatte, und er tat die Zeichen vor dem Volk.
02041f0096	Und das Volk glaubte. Und da sie hörten, daß der HERR die Kinder Israel heimgesucht und ihr Elend angesehen hätte, neigten sie sich und beteten an.
020501009e	Darnach ging Mose und Aaron hinein und sprachen zu Pharao: So sagt der HERR, der Gott Israels: Laß mein Volk ziehen, daß mir's ein Fest halte in der Wüste.
02050200a1	Pharao antwortete: Wer ist der HERR, des Stimme ich hören müsse und Israel ziehen lassen? Ich weiß nichts von dem HERRN, will auch Israel nicht lassen ziehen.
02050300be	Sie sprachen: Der Hebräer Gott hat uns gerufen; so laß uns nun hinziehen drei Tagereisen in die Wüste und dem HERRN, unserm Gott, opfern, daß uns nicht widerfahre Pestilenz oder Schwert.
0205040090	Da sprach der König in Ägypten zu ihnen: Du Mose und Aaron, warum wollt ihr das Volk von seiner Arbeit frei machen? Gehet hin an eure Dienste!
0205050079	Weiter sprach Pharao: Siehe, des Volks ist schon zuviel im Lande, und ihr wollt sie noch feiern heißen von ihrem Dienst!
0205060059	Darum befahl Pharao desselben Tages den Vögten des Volks und ihren Amtleuten und sprach:
020507008d	Ihr sollt dem Volk nicht mehr Stroh sammeln und geben, daß sie Ziegel machen wie bisher; laßt sie selbst hingehen, und Stroh zusammenlesen,
02050800d4	und die Zahl der Ziegel, die sie bisher gemacht haben, sollt ihr ihnen gleichwohl auflegen und nichts mindern; denn sie gehen müßig, darum schreien sie und sprechen: Wir wollen hinziehen und unserm Gott opfern.
0205090063	Man drücke die Leute mit Arbeit, daß sie zu schaffen haben und sich nicht kehren an falsche Rede.
02050a007f	Da gingen die Vögte des Volkes und ihre Amtleute aus und sprachen zum Volk: So spricht Pharao: Man wird euch kein Stroh geben;
02050b0070	geht ihr selbst hin und sammelt euch Stroh, wo ihr's findet; aber von eurer Arbeit soll nichts gemindert werden.
02050c0068	Da zerstreute sich das Volk ins ganze Land Ägypten, daß es Stoppeln sammelte, damit sie Stroh hätten.
02050d0061	Und die Vögte trieben sie und sprachen: Erfüllet euer Tagewerk, gleich als da ihr Stroh hattet.
02050e00d6	Und die Amtleute der Kinder Israel, welche die Vögte Pharaos über sie gesetzt hatten, wurden geschlagen, und ward zu ihnen gesagt: Warum habt ihr weder heute noch gestern euer gesetztes Tagewerk getan wie bisher?
02050f0077	Da gingen hinein die Amtleute der Kinder Israel und schrien zu Pharao: Warum willst du mit deinen Knechten also fahren?
02051000a3	Man gibt den Knechten kein Stroh, und sie sollen die Ziegel machen, die uns bestimmt sind; siehe deine Knechte werden geschlagen, und dein Volk muß schuldig sein.
0205110070	Pharao sprach: Ihr seid müßig, müßig seid ihr; darum sprecht ihr: Wir wollen hinziehen und dem HERRN opfern.
020512006c	So gehet nun hin und frönt; Stroh soll man euch nicht geben, aber die Anzahl der Ziegel sollt ihr schaffen.
0205130087	Da sahen die Amtleute der Kinder Israel, daß es ärger ward, weil man sagte: Ihr sollt nichts mindern von dem Tagewerk an den Ziegeln.
0205140055	Und da sie von Pharao gingen, begegneten sie Mose und Aaron und traten ihnen entgegen
02051500c9	und sprachen zu ihnen: Der HERR sehe auf euch und richte es, daß ihr unsern Geruch habt stinkend gemacht vor Pharao und seinen Knechten und habt ihnen das Schwert in die Hände gegeben, uns zu töten.
0205160079	Mose aber kam wieder zu dem HERRN und sprach: Herr, warum tust du so übel an diesem Volk? Warum hast du mich hergesandt?
02051700a3	Denn seit dem, daß ich hineingegangen bin zu Pharao, mit ihm zu reden in deinem Namen, hat er das Volk noch härter geplagt, und du hast dein Volk nicht errettet.
02060100c9	Der HERR sprach zu Mose: Nun sollst du sehen, was ich Pharao tun werde; denn durch eine starke Hand muß er sie lassen ziehen, er muß sie noch durch eine starke Hand aus seinem Lande von sich treiben.
020602003c	Und Gott redete mit Mose und sprach zu ihm: Ich bin der HERR
020603007c	und bin erschienen Abraham, Isaak und Jakob als der allmächtige Gott; aber mein Name HERR ist ihnen nicht offenbart worden.
0206040098	Auch habe ich einen Bund mit ihnen aufgerichtet, daß ich ihnen geben will das Land Kanaan, das Land ihrer Wallfahrt, darin sie Fremdlinge gewesen sind.
0206050082	Auch habe ich gehört die Wehklage der Kinder Israel, welche die Ägypter mit Frönen beschweren, und habe an meinen Bund gedacht.
02060600d0	Darum sage den Kindern Israel: Ich bin der HERR und will euch ausführen von euren Lasten in Ägypten und will euch erretten von eurem Frönen und will euch erlösen durch ausgereckten Arm und große Gerichte
020607009f	und will euch annehmen zum Volk und will euer Gott sein, daß ihr's erfahren sollt, daß ich der HERR bin, euer Gott, der euch ausführt von der Last Ägyptens
020608009e	und euch bringt in das Land, darüber ich habe meine Hand gehoben, daß ich's gäbe Abraham, Isaak und Jakob; das will ich euch geben zu eigen, ich, der HERR.
020609006a	Mose sagte solches den Kindern Israel; aber sie hörten ihn nicht vor Seufzen und Angst vor harter Arbeit.
02060a0027	Da redete der HERR mit Mose und sprach:
02060b006a	Gehe hinein und rede mit Pharao, dem König in Ägypten, daß er die Kinder Israel aus seinem Lande lasse.
02060c00a3	Mose aber redete vor dem HERRN und sprach: Siehe, die Kinder Israel hören mich nicht; wie sollte mich denn Pharao hören? Dazu bin ich von unbeschnittenen Lippen.
02060d00aa	Also redete der HERR mit Mose und Aaron und tat ihnen Befehl an die Kinder Israel und an Pharao, den König in Ägypten, daß sie die Kinder Israel aus Ägypten führten.
