2800000005	Matyu
28141600c5	Me henang ethak ŋa loyang yi atu nena, “Mamu thông nôm atu be onang ik ya ling paling. Hîtôm mamu num îndôk keyek atu be tem ya num îndôk mesa?” Me thêi nang nena, “Yêi hîtôm.”
28141700d9	Me henang nena, “Avanông, keyek êng tem mamu num îndôk. Metom îmô ya baheng viyôhôk lêk vikeng me mî yînîng ku amî. Mî. Wakamik da heyaŋging ku êng be bôk hetak anô doho yôv vo îmô long êng.”
2814180051	Ya ŋa hîndông lauming elaŋô ambô êng be leŋing ŋaŋa hethak Jems lo Jon.
2814190104	Êng me Yisu helam loho lêm ethak tom me henang nena, “Bôk môlôyala nena ŋa long bôyang ining king thak embam i me ivuling ŋa takatu be îmô loho vimbing. Me ining ŋa bêŋbêng thak enang lêklokwang hethak ining avîlanô vo esopa loho ning ambô.
28141a00c6	Metom dô môlô numbong kombom êng andô! Môlô te la hiving nimbutak îtôm anô lêk athêng bêng îmô môlô lîvông, êng me nimbutak îtôm môlô ning anô ku vo nêŋgêv môlô livung.
28141b006e	Me ôpatu be la hiving nimbutak îtôm môlô ning anômbêng, êng me nîmô îtôm môlô ning anô ku oyang
28141c010e	hîtôm Anô Ya Nakandung hevong bêng yom. Me mî hêlêm vo avîlanô pîk embong yêni ya ku amî. Metom hêlêm vo nembong avîlanô pîk ining ku. Yêni hêlêm vo nimbua loho vê injêk malêing lêk netak ya lêkmala vo nêŋgêv avîlanô bêng anông livung.”
28141d0053	Yisu lêk ya ŋa hîndông etak Jeliko be ê me avîlanô bêng anông esopa yêni.
28141e00bd	Me anô maleŋing pusip yi îmô loŋdaŋlê dang vi me thêi elaŋô nena Yisu hêlêm. Êng me thêi elam lêklokwang nena, “Anômbêng, Devit Lim Lêkmuk, lem iŋgik ong ethak yêi!”
28141f00a1	Me avîlanô ethang thêi be enang nena, “Mamu bonong!” Metom thêi lam lêkwaê anông nena, “Anômbêng, Devit Lim Lêkmuk, lem iŋgik ong ethak yêi!”
281420006c	Êng me Yisu heva me helam thêi lêm me henang nena, “Mamu lemim iving yambong ômbête êndêng mamu?”
2814210043	Me thêi nang nena, “Anômbêng, yêi leŋing iving aŋga tak!”
281422007c	Êng me Yisu lahiki hethak thêi me hetak bang hêyô hêk maleŋiŋdaluk. Me ketheng oyang me thêi yê tak be esopa yêni.
281501007a	Yisu loho êyô bidong Jelusalem me ê êyô Betpagi, long êng hêk bidong vo Dum Oliv. Me hêv ya ŋa hîndông yi be ê
28150200a6	me henang nena, “Mamu nu melak vulu me bôlôtom me tem ôŋgô ekak bokdoŋki te lo nakandung long be eva. Êng me mamu pole yak vê me ondom luvi be ôlêm vo ya.
28150300a2	Me anô te henang ambô te hethak mamu, êng me mamu nang nena, ‘Anômbêng la hiving nembong ku te thak luvi’, êng me tem nîndôk vo mamundom be ôlêm.”
2815040044	Nôm êng hivutak vo niŋgik anông hîtôm plopet bôk henang nena,
28150500e5	“Môlô nang ambô ti êndêng avîlanô Saion nena, ‘Ôŋgô. Môlô ning king lêk hêlêm vo môlô. Hêyô hîmô doŋki te be hêlêm îtôm anô athêng mî. Avanông, hêyô hîmô doŋki nakandung te be hêlêm.’”
281506003b	Me ya ŋa hîndông yi atu ê me evong hîtôm Yisu henang.
281507009a	Me iwa doŋki talêmbô lêk nakandung be ê me loho ik ining kwêv thilimbung dêim thô be eŋgova hêyô hêk doŋki dômlokwang be Yisu hêyô hîmô.
281508008d	Me avîlanô bêng anông eŋgova ining kwêv thilimbung dêim hêk loŋdaŋlê. Me vi ele athaŋang lêk ŋaung be eŋgova hêk loŋdaŋlê.
2815090132	Me vi imung me vi eveng yam me Yisu hîlôk lîvông me leŋing mavî anông be îlôv lêlô be elam nena, “Osana ni êndêng Devit Lim lêkmuk!” “Wapômbêng êŋgêv la mavî êndêng ôpatu be hêlêm hethak Anômbêng ya athêng!” “Osana! Aôŋgêv Wapômbêng ya athêng ling ethak leng!”
28150a0096	Yisu hivutak êyô Jelusalem kapô me avîlanô nômbêng atu be îmô Jelusalem esong kambom be enang ik ling mayaliv nena, “Ôpiti me opalête?”
28150b0079	Me avîlanô nômbêng atu be esopa Yisu enang nena, “Yêni me Yisu, plopet atu be hêlêm nang Nasalet hêk Galili.”
28150c019b	Yisu hivutak êyô melak matheng ya popatîng me hêyê avîlanô iwa nômkama be etak hîmô vo avîlanô êŋgêv vuli. Êng me hipuning loho be hêv loho vê hêk long êng be ele yêing be ê. Me hele ŋa takatu be ele ŋa long bôyang ining valuseleng thô hethak Islael ining valuseleng ining balê lîlîng. Me hevong bêng yom hêndêng ŋa takatu be etak menak bôbô hîmô vo avîlanô êŋgêv vuli.
28150d00bb	Me henang ethak loho nena, “Kapua matheng henang bêŋiti, ‘Yînîng melak me melak eteng mek îndôk.’ Metom lêk môlôvong be hivutak hîtôm ŋa vanî ning long ekopak îmô.”
28150e008a	Me yêni hîmô melak matheng ya popatîng me ŋa maleŋing pusip lêk ŋa veŋing kambom ê êyô vo inda me hevong be loho ivutak mavî.
28150f00f0	Ŋa bêŋbêng îmbôk da lêk kîdôŋga ambô balambung êyê nôm thamtham takatu be Yisu hevong. Me loholaŋô sêiknena elam heveng melak matheng ya popatîng nena, “Osana ni êndêng Devit Lim Lêkmuk!” Êng me loho leŋing maning
281510011a	be enang ethak Yisu nena, “Tu be holaŋô sêiknena takiti ning ambô elam mesa?” Me Yisu henang nena, “Lêk ya halaŋô. Metom môlôvong nang bôk mî osam ambô ti nena, “‘Bôk hôpôpêk sêiknena lêk sêik inum sum vo êŋgêv yong athêng ling ethak vieŋing.’”
2815110065	Yôvêm me hetak loho me hele melak lông êng vi yêing be hê. Me hê hêk Betani bîlîvông êng.
2815120059	Hêndêng lêkbôk momaŋaning me Yisu hîvô hê Jelusalem hethak loŋbô me hema ve la.
2815130130	Me hêyê alokwang pik te heva loŋdaŋlê dang vi. Be ditu hê hêndêng alokwang êng, metom hêyê nena ŋaung oyang yom heva me ya anông mî. Êng me henang ethak alokwang êng nena, “Mî hîtôm nuŋgik anông ethak loŋbô amî!” Be ditu alokwang êng ya ŋaung heyeng be hema bôlôtom oyang.
281514007e	Ya ŋa hîndông êyê nôm êng be esong kambom me enang nena, “Hevong bisête be alokwang iti hema ketheng oyang bêng?”
2815150145	Me Yisu henang nena, “Ya hanang avanông ethak môlô nena môlô êv iving me mî kapôlômim yi amî, êng me hîtôm môlômbong nang ya havong hêndêng alokwang iti lêk hîtôm môlômbong nôma yang imbing nena onang êndêng dum iti nena, ‘Nokaliv ong da nundôk mamik.’ Êng me tem nendaŋô môlô ning ambô.
2815160095	Ômbêla takatu be môlô êv iving be oteng mek hêndêng Wapômbêng be onang ik yêni ling vo nêŋgêv, êng me tem nêŋgêv êndêng môlô.”
2815170106	Yisu hivutak êyô melak matheng ya popatîng be hîndông avîlanô hîmô. Êng me ŋa bêŋbêng îmbôk da lêk avaka êlêm êndêng yêni me enang nena, “Opalê hêv lêklokwang hêndêng ong lêk hêv ku hêndêng ong be diti hovong nôm takiti êng?”
28151800ed	Me Yisu henang viyang nena, “Tem ya nang iŋgik môlô ling ethak ambô te bêng imbing. Be môlô nang ambô êng viyang bêng êndêng ya, êng me tem ya nang ôpatu be hêv lêklokwang hêndêng ya, ya athêng bêng êndêng môlô.
2815190118	Opalête hêv ku ithik avîlanô hîlôk ŋanam hêndêng Jon? Wapômbêng leng mesa avîlanô pîk?” Me loho da enang ethak i nena, “Aô nang nena Wapômbêng hêv ku êng hêndêng Jon, êng me tem nenang nena, ‘Me hevong bisê be môlô mî ôêv iving Jon ya ku amî?’
28151a00a3	Metom aô nang nena, ‘Anô pîk te hêv ku êng,’ êng me avîlanô tem leŋing maning ethak aô, vômbê nena loho sapêng êv iving nena Jon me plopet te.”
28151b00c0	Yôv me loho nang ethak Yisu nena, “Yoô thông paling.” Me Yisu henang ethak loho nena, “Bêng yom me mî hîtôm ya nang ôpatu be hêv lêklokwang êndêng ya bêng ethak môlô amî.
28151c00c6	“Môlô ning auk bisê hethak kôkôthing iti? Anô te nakandung lokwaŋyi hîmô. Me hê hêndêng namalô yang me henang nena, ‘Yînîng wakna, numbong yînîng ku embeng kukapô yak waing.’
28151d005e	“Me namalô henang viyang nena, ‘Ya handô.’ Metom yôv keme hik ya auk lîlîng be hê.
28151e00a5	“Me lambô hê hêndêng namalô yang me henang ambô tomêng hethak loŋbô hêndêng inda. Me nakandung henang nena, ‘Wakamik, tem yana.’ Metom mî hê amî.
28151f011b	“Be ditu ôpyiêng yang sê hesopa lambô ya ambô?” Me loho nang nena, “Namalô yang mung.” Me Yisu henang ethak loho nena, “Ya hanang avanông ethak môlô nena, ŋa iwa takis lêk avî sek mayaliv tem imbutak êyô Wapômbêng ya lêkliŋyak bêng kapô imung vo môlô.
2815200101	Jon bôk hêlêm be hik loŋdang thêthôp thô hêndêng môlô me môlô mî ôêv iving ya ambô amî. Metom ŋa iwa takis lêk avî sek mayaliv êv iving Jon ya ambô be bôk môlô yê yôv. Metom mî ole kapôlômim lîlîng be ôêv iving yêni amî.
28152101ad	“Môlôndaŋô ambô dôhô yang. Anô te hevatho ya ku yak waing te be hevak wandu hêwê heveng. Me helav lovang vo nembak waing anông pesa îndôk vo nimbua ya thôk. Me helav melak dêim te vo ŋa eyaŋging ya kukapô êng îmô. Yôv me hetak kukapô êng hîlôk anô doho baheŋing vo eyaŋging be wakma hik anông me loho imbua vi me êŋgêv vi êndêng yêni da. Me hetak long êng be hê hîmô long bôyang vambô.
2815220064	“Yak waing êng anông hevong îyôk me kukapô alang hêv ya ŋa ku be ê vo imbua yêni ya tham.
281523006e	Metom ŋa takatu be eyaŋging kukapô evalong loho be evali yang me ik yang vônô me îmbî yang hethak valu.
2815240088	Yôv me kukapô alang hêv ŋa ku bêng anông hethak loŋbô be ê, metom ŋa eyaŋging kukapô yak waing ivuling loho bêng yom hiving
281525006f	ele be namalô yom hîmô. Be ditu hesong nena loho tem endaŋô namalô ya ambôma, êng me hêv yêni be hê.
2815260105	Metom ŋa eyaŋging kukapô atu êng êyê kukapô alang nakandung hêyô me enang ethak i nena, ‘Ôpiti me kukapô alang nakandung be tem nimbua lambô ya long be neyaŋging ya ku. Bêng be aôŋgik yêni vônô me kukapô ti tem nimbutak îtôm aô ning.’
2815270044	Be ditu evalong yêni be iwa hele kukapô vi yêing me ik vônô.”
281528009c	Yôv me Yisu henang nena, “Wakma kukapô alang hele hêlêm hethak loŋbô, êng me tem nembong ômbête êndêng ŋa takatu be eyaŋging kukapô êng?”
281529012e	Ŋa bêŋbêng îmbôk da lêk avîlanô ning avaka enang ethak yêni nena, “Tem nimbuling ŋa kambom takêng kambom anông. Me tem nêŋgêv kukapô yak waing êng êndêng anô vi vo eyaŋging. Me hêndêng wakma yak waing hik anông me ŋa takêng tem îmbî ya tham be êŋgêv êndêng yêni.”
28152a00f4	Yisu henang ethak loho nena, “Môlôvong nang bôk mî osam ambô ti be hêk kapua matheng nena, “‘Valu atu be ŋa elav melak îpôlîk ethak, lêk hivutak landîng anông. Anômbêng da hevong nôm êng, be yoô yê nena mavî anông.’
28152b00d3	“Bêng be ya hanang ethak môlô nena Wapômbêng tem nêŋgêv ya lêkliŋyak bêng vê injêk môlô be nêŋgêv êndêng ŋa ondong yang. Me loho tem iŋgik anông îtôm alokwang mavî te thak hik anông.
28152c008b	Me ôpatu be hêv yak hêyô hêk valu êng me tem nipup nenanena. Mena valu êng hêv yak hêyô hêk anô te me ôpêng tem nipilisik.”
28152d0071	Ŋa bêŋbêng îmbôk da lêk Palisi elaŋô Yisu ya ambô dôhô takêng me eyala nena yêni henang ethak loho.
28152e0081	Êng me loho ethalo loŋdaŋlê vo embalong yêni. Metom êkô avîlanô vômbê nena avîlanô êv iving nena Yisu me plopet te.
2816010032	Yisu henang ambô dôhô yang hethak loŋbô nena,
28160200df	“Melak leng ya lêkliŋyak bêng me hîtôm King te heŋgambôm nômbêng vo namalô imbua avî. Êng me king hêv ya ŋa ku oyang be ê vo enang ethak avîlanô doho vo êlêm injang nôm imbing loho, metom lohondô ini.
2816040103	“Yôv me hêv ŋa ku oyang vi hethak loŋbô be ê vo enang ethak avîlanô takatu be bôk helam loho yôv nena, ‘Ondaŋô! Lêk ya hapesang nôm yôv. Be ya hik yînîng bokmaŋkao malô map lêk alim dopdop doho be ya haŋgambôm, be ditu môlôlêm!’
2816050060	“Metom mî elaŋô amî me ê mayaliv. Vi ê ining kukapô me vi ê evong ining ku valuseleng.
281606005c	Me vi evalong ŋa ku takêng be evong kambom lomaloma hêndêng loho yôv me ik loho vônô.
2816070094	Êng me king la maning kambom anông be hêv ŋa vovak ê ivuling ŋa takatu be ik ya ŋa ku vônô be etak amela hêyô hêk loho ning melak lông.
281608009b	“Êng me henang ethak ŋa ku nena, ‘Nôm lêk ya hapesang yôv be hîmô. Metom avîlanô takatu be ya halam loho me avîlanô kambom be êndô êlêm.
281609007e	Be ditu môlô nu loŋdaŋlê bêng sapêng be ôpôm opalêla takatu me onang ethak loho nena êlêm vo injang nôm iwa i.’
28160a00b3	Me ŋa ku ê mayaliv be eveng loŋdaŋlê sapêng be ithining avîlanô mavî lêk avîlanô kambom takatu be êpôm loho. Êng me elom loho hêyô hele be melak kapô êng putup.
28160b0083	“Metom wakma king hivutak êyô melak kapô be hê vo ninjê avîlanô, êng me hêyê nena anô te mî hik kwêv ekam avî amî.
28160c0092	Me henang ethak ôpêng nena, ‘Aiyang, hoveng bisê hele be hômô long iti kapô me mî huik kwêv ekam avî amî?’ Metom ôpêng bonong yom.
28160d00cc	“Êng me henang ethak ya ŋa ku nena, ‘Ombalong ôpiti be okak va lo bang lêku be okaliv ende yêing binindôk long momaŋaning. Long êng me tem endeng kambom be ethang vieŋing kalalang long.’”
28160e0089	Yisu henang ambô dôhô êng yôv me henang nena, “Wapômbêng helam avîlanô bêng anông, metom bôk hîtôk nayi yom vo nimbua.”
28160f007c	Yôv me Palisi ê ethak tom me epatôk ambô te be hîtôm evak andêk vo Yisu henang ambô te bidoho me tem embalong yêni.
2816100177	Yôv me loho êv ining ŋa îndông doho lêk Helot ya ŋa môlôô doho be ê hêndêng Yisu me enang nena, “Kîdôŋga, yoô ayala nena ong me anô ambô avanông yom. Be ditu thak huik Wapômbêng ya ambô thô thêthôp hêndêng avîlanô. Me mî thak hosopa anô ning auk be hôêv anô yang ling me hotaving anô yang amî, vômbê nena mî thak hôkô anô te amî.
2816110065	Bêng be ditu nonang ethak yoô. Yong auk bisê? Mavî vo yoôŋgêv takis êndêng Sisa mesa dô?”
281612007a	Yisu heyala loho ning auk kambom êng be henang nena, “Môlô ŋa ambô yôhîng! Bisête be môlô ovong vo ombatek ya?
2816130073	Uŋgik valuseleng atu be thak ôêv takis te thô ethak ya.” Me iwa valuseleng êng te be ê êv hêndêng yêni.
2816140061	Me henang ik loho ling nena, “Opalête ya dôhô lêk athêng iti be hêyô hêk valuseleng?”
28161500bd	Me enang nena, “Sisa.” Êng me Yisu henang ethak loho nena, “Bêng be Sisa ya nômkama me ôŋgêv êndêng Sisa da. Me Wapômbêng ya nômkama me ôŋgêv êndêng Wapômbêng da.”
281616003b	Elaŋô ambô êng be esong kambom me loho etak Yisu be ê.
2816170095	Hêndêng wak êng yom me Sadyusi takatu be thak enang nena ŋa ema tem mî imbiyô ethak loŋbô amî ê hêndêng Yisu me enang ik yêni ling nena,
28161800a8	“Kîdôŋga, Moses bôk henang ethak aô nena, ‘Anô te hema be nali mî me yang hîmô, êng me nimbua avî tôp êng vo nîmbî yang atu be hema nakandung vê.’
281619008e	Bêng be ŋa lêk viyaŋi bahevi be lahavôyi îmô. Me bôp hiwa avî te be hema me nakandung mî. Me nok hiwa avî tôp êng hethak loŋbô,
28161a005d	metom hema be nakandung mî hiving. Me gwa bêng yom hê hele be hêyô ali dêi hema hiving.
28161b0026	Yandang me avî tôp êng hema hiving.
28161c00de	Be ditu hêndêng wakma ŋa ema iviyô hethak loŋbô me ŋa lêk viyaŋi bahevi be lahavôyi takatu be iwa avî tôp atu, me avî êng tem nîmô îtôm loho ali alête yanavî? Vômbê nena loho sapêng bôk iwa inda.”
28161d009d	Metom Yisu henang viyang nena, “Môlô nang ambô lêkgwak itiêng, vômbê nena môlô mî oyala kapua matheng lêk Wapômbêng ya lêklokwang katô amî.
28161e0085	Wakma ŋa ema iviyô hethak loŋbô me avîlanô tem mî imbua i ethak loŋbô amî. Me loho tem îmô îtôm aŋêla melak leng yom.
28161f0091	“Me ambô atu be hethak ŋa ema imbiyô ethak loŋbô me môlô ovong nang bôk mî osam ambô atu be Wapômbêng henang hêndêng môlô nena,
28162000ba	‘Me henang nena, “Ya da hamô hîtôm Ablaham lo Aisak me Jekop ining Wapômbêng.” Bêng be yêni me mî ŋa ema ning Wapômbêng amî me ŋa lêkmala yom ining Wapômbêng.’”
2816210058	Avîlanô nômbêng atu be îmô long êng elaŋô Yisu ya ambô tiêng be esong kambom.
2816220079	Hêndêng wakma Palisi elaŋô nena Yisu hik Sadyusi ining auk lêkgwak thô, êng me loho thak tom be ê hêndêng Yisu.
281623005b	Me loho ning kîdôŋga ambô balambung te hê vo neyek Yisu be henang hik yêni ling nena,
2816240040	“Kîdôŋga, balambung ali alête me bêng vo balambung vi?”
281625008e	Êng me Yisu henang nena, “‘Lem imbing Anômbêng yong Wapômbêng injêk kapôlôm sapêng lêk dôhôlôm me yong auk sapêng imbing.’
2816260039	Balambung itiêng me bêng vo balambung viyang be himung.
2816270078	Me balambung yang me hîtôm balambung mung atu be henang nena, ‘Lem imbing avîlanô vi hîtôm lem hiving ong da.’
2816280064	Ambô balambung sapêng lêk plopet ining ambô sapêng me hîmô balambung yi ti êng yom kapô.”
2816290042	Palisi ethak tom be îmô denang me Yisu henang ik loho ling nena,
28162a006f	“Môlô ning auk bisête hethak Mesaya? Ôpêng me opalê lim lêkmuk?” Me loho nang nena, “Devit lim.”
28162b009e	Êng me Yisu henang ethak loho nena, “Yôv me hevong bisê be Lovak Matheng hêv auk hêndêng Devit da be helam Mesaya êng nena Anômbêng be henang nena,
28162c00a4	“‘Anômbêng Wapômbêng enang ethak yînîng Anômbêng nena, “Nôndôk ômô ya baheng viyôhôk endebe ya tak yong ŋakyo îmô vemkapô vimbing êm.”’
28162d0064	Me Devit da bôk helam Mesaya nena Anômbêng. Metom hevong bisê be ôpêng me Devit lim hiving?”
28162e00a6	Me loho mî hîtôm enang ambô êng 231 2 viyang amî. Be ditu hêndêng wak êng be hê me ŋa takêng êkô be loho te mî henang ik yêni ling ethak loŋbô amî.
2817010045	Yisu henang ethak avîlanô nômbêng atu lêk ya ŋa hîndông nena,
2817020073	“Kîdôŋga ambô balambung lêk Palisi thak îndông môlô hethak Moses ya balambung hîtôm Moses bôk hevong.
28170300c7	Be ditu ambô nômbêng atu be loho nang ethak môlô me ondaŋô be ondovak be sopa. Metom kombom thak evong me dô osopa andô. Thak loho nang ambô bêng anông, metom loho da thak mî esopa amî.
2817040098	Loho êv balambung ya malêing lomaloma hêndêng avîlanô vo esopa. Be nôm êng me hîtôm vak malêing. Metom loho da thak mî êv livung doke amî.
28170500e8	“Ŋa takêng thak epesang vak yaônena doho be eva Wapômbêng ya ambô hîlôk be epatôk hêk maleŋiŋdum lêk baheŋing. Me thak epatôk yak dêim hele hêkôlê heva ining kwêv dêim ya dang vo avîlanô injê be embam loho.
28170600c9	Me thak loho leŋing iving injang nôm îmô ŋa bêŋbêng ining long thak îmô hêndêng wakma eŋgambôm nôm bêng. Lêk leŋing iving îmô ŋa bêŋbêng ining balê mung îmô melak yeng kapô.
2817070077	Me thak leŋing iving avîlanô etaving i be enang nena, ‘Waklîvông mavî’ lêk endam loho nena ‘Kîdôŋga’.
28170800ad	“Metom dô môlô mathethaleng vo avîlanô endam môlô nena ‘Kîdôŋga’ andô, vômbê nena môlô ning Kîdôŋga me tom yom be môlô sapêng me ŋa lêk viyaŋi.
2817090084	Lêk dô môlôndam anô pîk te nena môlô ning ‘kamik’ andô, vômbê nena môlô ning Kamik me tom yom be hîmô melak leng.
28170a0074	Me môlô ning kîdôŋga me tom yom. Yêni me Mesaya. Be ditu dô anô te helam môlô nena ‘kîdôŋga’ andô.
28170b0064	Me ôpatu be hîmô anômbêng anông hîmô môlô lîvông me nimbutak îtôm môlô ning anô ku.
28170c009a	Me ôpatu be hembam yêni da, ôpêng tem nimbutak anô athêng mî te. Me ôpatu be hetaving i me ôpêng tem nimbutak îtôm anô lêk athêng bêng te.
28170d0141	“Metom alitaknena môlô Palisi lêk kîdôŋga ambô balambung! Môlô ŋa ambô yôhîng, be ditu môlô ik melak leng ya lêkliŋyak bêng ya melak ambôlêk thing vo loho. Me môlô da ôndô vo umbutak ôyô long êng kapô, metom wakma anô te hevong vo nimbutak êyô kapô me thak môlô ova long thing vo inda.
28170f0198	“Alitaknena môlô Palisi lêk kîdôŋga ambô balambung! Môlô ŋa ambô yôhîng. Me thak môlô veng pîk lêk mamik sapêng vo othalo anô te vo ombong yêni sopa môlô ning balambung. Be wakma ôpêng helaŋô môlô ning ambô be hesopa, yôvêm me môlô da ovong be ôpêng hevong kambom lomaloma hîvô hethak vo môlô. Be ditu ôpêng tem ni long atu be amela mî nema amî hîtôm môlô da.
2817100174	“Alitaknena! Môlô me hîtôm ŋa maleŋing pusip ik loŋdaŋlê thô hêndêng avîlanô be thak onang nena, ‘Anô te hevak ambô hethak Wapômbêng ya melak matheng, êng me nôm yaôna be hîtôm netak ya ambô atu be hevak. Metom anô te hevak ambô hethak gol atu be hîmô Wapômbêng ya melak matheng, êng me nômbêng be ditu nesopa ya ambô atu be hevak.’
281711006e	Môlô ŋa molo be malemim pusip! Ômbête me nômbêng? Gol mesa melak matheng hevong be gol hivutak matheng?
2817120117	“Me thak môlô nang ambô bôte hiving nena, ‘Anô te hevak ambô hethak alakdala îmbôk da, êng me nôm yaôna be hîtôm netak ya ambô atu be hevak. Metom anô te henang avanông bing dake hethak da hîmô alakdala, êng me nômbêng be nesopa ya ambô atu be hevak.’
281713005c	Môlô ŋa malemim pusip! Ômbête me nômbêng? Da mesa alakdala hevong da hivutak matheng?
2817140084	“Bêng be ditu anô te hevak ambô hethak alakdala îmbôk da me lêk hevak ambô hethak alakdala lêk da takatu be hîmô hiving.
2817150081	Me anô te hevak ambô hethak melak matheng me lêk hevak ambô hethak melak matheng lêk Wapômbêng atu be hîmô kapô hiving.
281716008f	Me anô te hevak ambô hethak melak leng me lêk hevak ambô hethak Wapômbêng ya balê king lêk Wapômbêng atu be hêyô hîmô balê êng.
28171701b6	“Alitaknena vo môlô kîdôŋga ambô balambung lêk Palisi! Môlô ŋa ambô yôhîng. Be ditu thak uthup nôm takatu be thak hevong nôm vathing be uik tham hê ondong lauming be ôêv ondong te hêndêng Wapômbêng hîtôm da, metom môlô êv yak ethak osopa balambung bêŋbêng hîtôm kombom thêthôp lêk ôŋgêv kapôlômim êndêng avîlanô be ombong kombom mavî. Be ditu dô ombong kombom mavî yang me otak yang andô.
28171800d5	“Môlô me hîtôm ŋa maleŋing pusip ik loŋdaŋlê thô êndêng avîlanô! Me môlô thak ôêv thimathôm atu be hîlôk môlô ning thôk vê, metom môlô num bokmaŋkao atu be hîlôk thôk be ôtôking.
28171900c9	“Alitaknena môlô Palisi lêk kîdôŋga ambô balambung! Môlô ŋa ambô yôhîng. Me thak uthik keyek lêk belev vindôm yom. Metom keyek lêk belev kapô me hêyô thing ethak vanî lêk wambuk.
28171a006e	Môlô Palisi me ŋa malemim pusip! Ômbôkîng keyek lêk belev vi kapô vo vi yêing imbutak mambung imbing!
28171b011d	“Alitaknena môlô Palisi lêk kîdôŋga ambô balambung! Môlô ŋa ambô yôhîng. Me môlô hîtôm valu atu be hîmô kalang be ethamba hethak peng thapuk be epesang mavî anông. Metom kalang kapô me putup hethak ŋa ema ning lokwang lêk nômkama lêlêik bôk epalê hîmô.
28171c00cc	Be ditu avîlanô êyê môlô ning bôk le long be loho song nena môlô me ŋa thêthôp ma. Metom môlô kapôlômim me hêyô thing hethak ku ovatek avîlanô lêk auk môlôndô Wapômbêng ya ambô.
28171d00d4	“Alitaknena môlô Palisi lêk kîdôŋga ambô balambung! Môlô ŋa ambô yôhîng. Me thak môlô lav melak mavî hêyô plopet bôô ining kalang lêk ovatho thiling mavî hîmô ŋa thêthôp ining kalang.
28171e00cf	Me thak onang nena, ‘Bumalô loho ning kambom me bêng vo yoô ning, be ditu loho ik plopet vônô. Betha yoô amô imbing bumalô lohoma, êng me tem mî yoôndôk vo iŋgik plopet takêng vônô amî.’
28171f0069	Bêng be môlô da ning ambô lêk ik thô nena môlô me ŋa takatu be bôk ik plopet vônô ining limi.
2817200065	Yôv be môlô numbong bumalô loho ning kambom takêng endebe nîndôk dang me umbua ya vuli imbing!
2817210092	“Môlô bôyîv kambom nali! Wapômbêng tem nembong ambô vo môlô be tem môlô nu long amela lêkmala. Me mî hîtôm môlô sôv bunu amî.
2817220119	“Be ditu tem yaŋgêv plopet lêk ŋa auk bêng lêk kîdôŋga ambô balambung êthôk êndêng môlô, metom tem môlôŋgik doho vônô me môlôŋgik doho ethak alovalasing. Me tem ombali doho îndôk môlô ning melak yeng lêk upuning doho embeng melak lông nômbêng iti.
2817230147	Môlô thak osopa limbumi takatu be bôk ik ŋa thêthôp bêng anông vônô. Anô mung atu be ik vônô me Abel me ik bêng hethak be hêlêm hele be hêyô Sekalaia, Belekia nakandung. Ik yêni vônô hêk melak matheng lêk alakdala îmbôk da lîvông. Bêng be ditu Wapômbêng tem nêŋgêv vovang bêng êndêng môlô.
2817240072	Ya hanang avanông ethak môlô nena avîlanô bôlôti tem êpôm vovang bêng ethak limi ning kambom takêng.”
2817250112	“Aê, Jelusalem, Jelusalem! Môlô thak uik plopet vônô! Me ŋa takatu be Wapômbêng hêv loho lêm me môlô ik vônô hethak valu! Alitaknena! Ya havong lômbôlông vo ya thup nalumi ethak tom îtôm tale talêmbô hithup nali be îmô banik kapô, metom môlôndô.
281726003a	Ondaŋô! Môlô ning melak me tem kambom be nîmô oyang!
28172700bc	Ya hanang avanông ethak môlô nena tem mî môlôŋgô ya ethak loŋbô amî endebe onang nena, ‘Wapômbêng embong mavî êndêng ôpatu be hêlêm hethak Anômbêng ya athêng.’”
28180100a7	Yisu hetak melak matheng me hele yêing be hê denang me ya ŋa hîndông ê hêndêng yêni be enang nena, “Nôŋgô melak matheng lêk ya leleyang mavî takiti!”
28180200e1	Me Yisu henang nena, “Môlôŋgô nôm takiti. Ya hanang avanông ethak môlô nena malêing bêng tem nimbutak be ŋa vovak tem iŋgik nômkama mavî nômbêng iti pesa be valu yang mî hîtôm nêyômô yang long amî.”
28180300f7	Wakma Yisu hîmô Dum Oliv me ya ŋa hîndông yom ê hêndêng yêni be enang nena, “Nonang ethak yoô nena aŋgête nôm takiti be honang tem imbutak? Me ômbête ditu tem nimbutak vo niŋgik thô nena tem nondelêm vo pîk lo leng yandang?”
2818040050	Me Yisu henang viyang nena, “Oyaŋging am vo dô anô te embatek môlô andô.
2818050078	Vômbê nena anô bêng anông tem êlêm ethak yînîng athêng be embatek avîlanô be enang nena, ‘Ya me Mesaya.’
28180600e5	Me tem môlôndaŋô kôkôthing ethak vovak bêng lêk kôkôthing oyang lomaloma hîvô be hele ethak vovak ivutak pîk luvuluvu. Nôm takêng tem nimbutak metom pîk lo leng ya dang me mî denang. Be ditu dô ondowaling andô.
28180700c4	Me avîlanô ondong yang tem embong vovak imbing ondong yang. Me king yang lêk ya avîlanô tem embong vovak imbing king yang lêk ya avîlanô. Me long doho tem bôm lêk duviyang bêng imbutak.
2818080050	Nôm takêng me hîtôm vovang atu be himung hêndêng wakma avî evong embathu.
