0100000008	Gênesis
09080c00df	nomerá para si mesmo capitães de mil soldados, e capitães de cinquenta soldados. Ele fará alguns deles arar seus campos, colher suas colheitas e outros para fazer suas armas de guerra e os equipamentos para seus carros.
09080d0051	Ele também tomará vossas filhas para serem perfumistas, cozinheiras e padeiras.
09080e0064	Tomará o melhor dos vossos campos, das vossas vinhas e dos vossos olivais para dar aos seus servos.
09080f0065	Ele tomará o dízimo dos vossos grãos e das vossas vinhas para dar a seus oficiais e a seus servos.
090810008c	Ele tomará vossos servos e vossas servas e o melhor dos vossos homens jovens e vossos jumentos; Ele colocará todos para trabalhar para si.
0908110044	Ele tomará o dízimo do vosso rebanho, e vós sereis seus escravos.
0908120092	Então, naquele dia, vós clamareis por causa do vosso rei, a quem escolhestes para vós mesmos; porém, Yahweh não vos responderá naquele dia".
0908130056	Mas o povo recusou a ouvir Samuel; eles disseram: "Não! Deve haver um rei sobre nós,
090814008a	para que possamos ser como as outras nações, e para que o nosso rei possa julgar-nos e sair adiante de nós e lutar as nossas batalhas".
0908150054	Quando Samuel ouviu todas as palavras do povo, ele as repetiu aos ouvidos de Yahweh.
09081600a3	Yahweh disse a Samuel: "Obedeça à voz deles e faça-lhes um rei". Então, Samuel disse aos homens de Israel: "Cada homem deve voltar para a sua própria cidade".
09090100a3	Havia um homem de Benjamim, um homem de influência. Seu nome era Quis, filho de Abiel, filho de Zeror, filho de Becorate, filho de Afias, o filho de um benjamita.
09090200c9	Ele tinha um filho chamado Saul, um belo rapaz. Não havia um homem entre o povo de Israel que fosse mais bonito que ele. Era o mais alto de todo o povo; dos seus ombros para cima, sobressaía a todos.
09090300a4	As jumentas de Quis, Pai de Saul, estavam perdidas. Então, Quis disse para Saul, seu filho: "Leve um dos servos contigo; levanta-te e vá procurar pelas jumentas".
0909040124	Assim, Saul passou pela região montanhosa de Efraim e foi pela terra de Salisa, mas, eles não as encontraram. Depois, eles passaram pelas terras de Saalim. Porém, elas também não estavam lá. Posteriormente, eles passaram pelas terras dos benjamitas, mas ali também não as encontraram.
09090500c0	Quando eles foram para a terra de Zufe, Saul disse para o servo que estava com ele: "Vem, vamos voltar, ou meu pai pode parar de se importar com as jumentas e começar a se preocupar conosco".
09090600e2	Porém, o servo lhe disse: "Escuta, existe um homem de Deus nesta cidade. Ele é um homem honrado; tudo o que ele diz torna-se verdade. Vamos até lá. Talvez, ele possa nos dizer qual caminho devemos seguir em nossa jornada".
09090700bc	Então, Saul disse ao seu servo: "Mas, se formos, o que podemos levar ao homem? Pois o pão de nossa cesta acabou e não há presente para levarmos para o homem de Deus. O que nós temos?"
0909080094	O servo respondeu, dizendo: "Aqui, tenho comigo um quarto de siclo de prata, que darei ao homem de Deus, para nos dizer que caminho devemos seguir".
09090900b0	(Antigamente, em Israel, quando um homem buscava vontade de Deus, ele dizia: "Vem, vamos ao vidente". Pois, os profetas de hoje em dia eram, antigamente, chamados de videntes).
09090a0077	Então, Saul disse ao seu servo: "Falaste bem. Vem, vamos". Logo, eles foram para a cidade onde estava o homem de Deus.
09090b009c	Assim que subiram o morro da cidade, eles acharam jovens mulheres que vinham para retirar água; Saul e seu servo lhes perguntaram: "O vidente está aqui?".
09090c00bc	Elas responderam, dizendo: "Ele está; vede, ele está à vossa frente. Apressai-vos, pois hoje ele está vindo para a cidade, porque, no lugar alto, as pessoas estão fazendo sacrifício.
09090d010c	Assim que entrardes na cidade, o achareis, antes que ele vá ao lugar alto para comer. As pessoas não comerão até que ele chegue, porque ele abençoará o sacrifício; após isso, os que forem convidados comerão. Agora subi, pois ireis encontrá-lo imediatamente".
09090e0080	Então, eles subiram para a cidade. Enquanto entravam na cidade, viram Samuel vindo em direção a eles, indo para o lugar alto.
09090f003c	Um dia antes de Saul chegar, Yahweh havia revelado a Samuel:
090910010e	"Amanhã, por volta dessa hora, irei te mandar um homem da terra de Benjamim, e tu irás ungi-lo para ser o rei sobre o Meu povo Israel. Ele salvará Meu povo das mãos dos filisteus. Pois tenho olhado com compaixão para o Meu povo, porque o clamor deles chegou a mim".
0909110073	Quando Samuel viu Saul, Yahweh lhe disse: "Aqui está o homem de quem te falei! Será ele que governará Meu povo".
0909120059	Então, Saul se aproximou de Samuel no portão e disse: "Diz onde é a casa do vidente?".
09091300c3	Samuel respondeu a Saul, dizendo: "Eu sou o vidente. Suba antes de mim ao lugar alto, pois hoje comerás comigo. Pela manhã, eu te deixarei ir e te direi todas as coisas que estão em tua mente.
09091400ca	A respeito das jumentas que se perderam há três dias atrás, não te preocupes, pois elas foram achadas. Em quem estão todos os desejos de Israel? Não está em ti e em todos os da casa de teu pai?".
09091500c7	Saul respondeu, dizendo: "Não sou eu um benjamita, da menor tribo de Israel? O meu clã, não é o clã menos importante da tribo de Benjamim? Por que, então, estás falando dessa maneira comigo?".
09091600ae	Então, Samuel pegou Saul e seu servo, levou-lhes para dentro do salão, e lhes sentou no principal lugar entre os que foram convidados, que eram por volta de trinta pessoas.
090917006d	Samuel disse ao cozinheiro: "Traz a porção que eu te dei, sobre a qual eu te disse: 'Coloca isso de lado'".
0909180132	Então, o cozinheiro pegou a coxa que havia sido levada em sacrifício e a colocou diante de Saul. Samuel disse: "Olha o que tem sido guardado para ti! Coma isso, porque tem sido guardado até o tempo marcado para ti. Por agora, pode dizer: 'Eu convidei o povo'". Então, Saul comeu com Samuel naquele dia.
0909190054	Quando eles desceram do lugar alto para a cidade, Samuel falou com Saul no terraço.
09091a00a1	Ao amanhecer, Samuel chamou Saul e disse: "Levanta-te, para que eu possa enviar-te no teu caminho". Então Saul levantou-se, e ele e Samuel foram para a estrada.
09091b00e7	Quando eles estavam indo para os arredores da cidade, Samuel disse a Saul: "Diz ao servo para ir à nossa frente" — e ele foi à frente — "mas tu deves ficar aqui por um tempo, para que eu possa anunciar-te a mensagem de Deus".
090a01009b	Em seguida, Samuel pegou um frasco de azeite e despejou sobre a cabeça de Saul e o beijou. Ele disse: "Yahweh não te ungiu para liderares a Sua herança?
090a02013b	Quando te afastares de mim hoje, encontrarás dois homens perto do túmulo de Raquel, no território de Benjamim, em Zelza. Eles te dirão: 'As jumentas que procurais foram encontradas. Acabou a preocupação de teu pai sobre as jumentas, e está aflito acerca de ti, dizendo: "Que poderei eu fazer por meu filho?'"
090a0300de	Portanto, tu irás mais adiante dali, e tu chegarás ao carvalho de Tabor. Três homens, indo a Deus em Betel, te encontrarão ali; um levando três cabritos, outro levando três pães, e outro carregando um odre de vinho.
090a04004c	Eles te saudarão e te darão dois pães, que tu receberás das mãos deles.
090a0500fc	Depois disso, tu te chegarás ao monte de Deus, onde está a guarnição dos filisteus. Quando chegares à cidade, tu encontrarás um grupo de profetas descendo do lugar alto com harpa, tamborim, flauta e lira adiante deles; eles estarão profetizando.
090a06006c	O Espírito de Yahweh sobre ti virá, e tu profetizarás com eles, e tu serás mudado em um homem diferente.
090a070071	Então, quando esses sinais se cumprirem em ti, faze o que a tua mão encontrar para fazer, pois Deus é contigo.
090a0800af	Desça a Gilgal adiante de mim. Depois eu descerei a ti para oferecer holocaustos e ofertas pacíficas. Espere sete dias até que eu venha a ti e mostre o que deverás fazer".
090a090087	Quando Saul virou as costas para deixar Samuel, Deus lhe deu um outro coração. Então, todos aqueles sinais se cumpriram naquele dia.
090a0a0089	Quando eles vieram ao monte, um grupo de profetas o encontrou, e o Espírito de Deus veio sobre ele, de modo que ele profetizou com eles.
090a0b00a8	Quando os que antes conheciam Saul o viram profetizando com os profetas, perguntaram uns aos outros: "O que aconteceu ao filho de Quis? É Saul um dos profetas agora?".
090a0c0093	Um homem daquele mesmo lugar respondeu: "E quem é o pai dele?". Por causa desse acontecimento, surgiu o dizer: "É Saul também um dos profetas?".
090a0d0033	Quando acabou de profetizar, ele foi ao lugar alto.
090a0e00aa	O tio de Saul perguntou a ele e ao seu servo: "Aonde fostes?" E ele respondeu: "Procurar as jumentas; quando nós percebemos que não as encontraríamos, fomos a Samuel".
090a0f0042	O tio de Saul disse: "Por favor, dizei-me o que Samuel vos disse".
090a1000ad	Saul respondeu ao seu tio: "Ele nos disse claramente que as jumentas tinham sido achadas". Mas Saul não lhe disse sobre os assuntos do reino, dos quais Samuel havia falado.
090a110045	Então, Samuel convocou o povo para apresentar-se a Yahweh em Mispá.
090a1200ca	Ele disse ao povo de Israel: "Isto é o que Yahweh, o Deus de Israel diz: 'Eu fiz Israel subir para fora do Egito, e vos resgatei das mãos dos egípcios, e da mão de todos os reinos que vos oprimiam'.
090a1300e2	Mas hoje vós tendes rejeitado o vosso Deus, que vos livrou de todas as vossas calamidades e aflições; e vós tendes falado a Ele: 'Estabeleça um rei sobre nós.' Agora apresentem-se perante Yahweh, por tribos e por clãs".
090a140060	Assim, Samuel fez chegar perto todas as tribos de Israel, e a tribo de Benjamim foi a escolhida.
090a1500b6	Daí ele fez aproximar a tribo de Benjamim por clãs; e o clã de Matri foi escolhido; e Saul filho de Quis foi escolhido. Mas quando eles foram procurá-lo, ele não foi encontrado.
090a16008e	O povo, então, quis fazer mais perguntas a Deus: "Há ainda um outro homem para vir?". Yahweh respondeu: "Ele escondeu-se entre as bagagens".
090a17008c	Eles correram e retiraram Saul de lá. Quando ele ficou de pé no meio do povo, ele era mais alto que qualquer pessoa, dos ombros para cima.
090a18009d	Então, Samuel falou ao povo: "Vistes que homem Yahweh escolheu? Não há ninguém igual a ele entre todo o povo!". Todo o povo gritou: "Vida longa ao rei!".
090a1900bb	Depois, Samuel falou ao povo os direitos e as regras do reinado, escreveu-os num livro, e colocou-o perante Yahweh. Samuel despediu todo o povo, e cada homem foi para a sua própria casa.
090a1a006e	Saul também foi para a sua casa, em Gibeá, e com ele foram alguns homens fortes, cujo coração Deus tocara.
090a1b00ae	Mas alguns homens indignos disseram: "Como pode esse homem salvar-nos?". Essas pessoas desprezaram Saul e não lhe trouxeram presente algum. Mas Saul manteve-se em silêncio.
090b010092	Então Naás, o amonita, saiu e sitiou Jabes Gileade. Todos os homens de Jabes disseram para Naás: "Faça um pacto conosco e nós te serviremos".
090b0200b2	Naás, o amonita, replicou: "Eu farei um acordo convosco, sob a condição de eu extrair o olho direito de todos vós, pois, desta maneira, trarei desgraça sobre todo o Israel".
090b0300cb	Os anciãos de Jabes lhe responderam: "Deixa-nos a sós por sete dias, e enviaremos mensageiros para todo o território de Israel. Então, se não houver alguém que nos ajude, nós nos renderemos a ti".
090b04007e	Os mensageiros vieram para Gibeá, onde Saul morava, e falaram ao povo o que havia acontecido. Todo o povo chorou em alta voz.
090b0500b5	Eis que Saul vinha do campo acompanhando os bois. Saul disse: "O que há de errado com as pessoas, pois estão chorando?". Eles contaram a Saul o que os homens de Jabes haviam dito.
090b060063	Quando Saul ouviu o que eles disseram, o Espírito de Deus veio sobre ele, e ele ficou muito irado.
090b070139	Tomou uma junta de bois, cortou-os em pedaços, e enviou as partes por todo o território de Israel, pelos mensageiros. Ele disse: "Isto é o que acontecerá aos bois de qualquer de vós que não sair após Saul e após Samuel". Logo, o temor de Yahweh caiu sobre o povo, e eles saíram juntos, como um só homem.
090b08006b	Quando ele os reuniu em Beseque, todo o povo de Israel era trezentos mil, e os homens de Judá, trinta mil.
090b0900dc	Eles disseram aos mensageiros: "Vós direis aos homens de Jabes Gileade: 'Amanhã, quando o sol estiver quente, vós sereis resgatados'". Então, os mensageiros saíram e falaram aos homens de Jabes, e eles se alegraram.
090b0a007a	Então, os homens de Jabes disseram a Naás: "Amanhã nós nos renderemos a ti, e tu farás conosco o que bem te parecer".
090b0b010c	No dia seguinte, Saul pôs o povo em três grupos. Eles vieram para o meio do acampamento durante a guarda matinal. Então, atacaram e derrotaram os amonitas até o calor do dia. Aqueles que sobreviveram foram dispersos, de maneira que não deixaram dois deles juntos.
090b0c0086	E o povo disse a Samuel: "Quem foi aquele que falou: 'Reinará Saul sobre nós?'. Trazei os homens! Assim, serão postos para morrer".
090b0d0053	Mas Saul falou: "Ninguém será morto neste dia, porque hoje Yahweh livrou Israel".
090b0e0052	Então, Samuel falou ao povo: "Vinde, vamos a Gilgal e renovemos ali a monarquia".
090b0f00c1	E o povo foi para Gilgal e fez Saul rei diante de Yahweh, em Gilgal. Lá, eles sacrificaram ofertas pacíficas diante de Yahweh. Saul, com todos os homens de Israel, regozijaram-se grandemente.
090c010071	Disse Samuel a todo o Israel: "Eu tenho escutado tudo quanto vós me dissestes e eu estabeleci um rei sobre vós.
090c0200c1	Agora, aqui está o rei que vai diante de vós; eu estou velho e de cabelo grisalho; e meus filhos estão convosco. Eu tenho caminhado diante de vós desde a minha juventude até o dia de hoje.
090c03012a	Eu estou aqui; testemunhai contra mim diante de Yahweh e diante do Seu ungido. De quem tomei um boi? De quem tomei um jumento? A quem eu drefaudei? A quem tenho eu oprimido? Da mão de quem tenho eu recebido suborno para cobrir meus olhos? Testificai essas coisas contra mim, e eu vos restituirei".
090c040073	Eles disseram: "Tu não nos defraudaste, não nos oprimiste e não roubaste coisa alguma das mãos de nenhum homem.
090c0500b9	Ele lhes disse: "Yahweh é testemunha contra vós, e Seu ungido é testemunha, hoje, de que vós não encontrastes nada em minhas mãos". E eles lhe responderam: "Yahweh é testemunha".
090c06006c	Samuel disse ao povo: "Foi Yahweh quem apontou Moisés e Arão, e quem trouxe vossos pais da terra do Egito.
090c07009e	Agora, pois, apresentai-vos, para que eu entre em juízo diante de Yahweh sobre todas as obras de justiça de Yahweh, as quais Ele fez por vós e vossos pais.
090c0800a0	Quando Jacó veio ao Egito, e vossos ancestrais clamaram a Yahweh, Ele enviou Moisés e Arão, que tiraram vossos pais do Egito e eles se acamparam neste lugar.
090c0900ce	Mas eles se esqueceram de Yahweh seu Deus; Ele os entregou na mão de Sísera, capitão do exército de Hazor, na mão dos filisteus, e na mão do rei de Moabe; todos esses lutaram contra vossos ancestrais.
090c0a00cc	Eles clamaram a Yahweh e Lhe disseram: 'Nós temos pecado, porque nós abandonamos Yahweh e temos servido aos Baalins e aos Astarotes. Mas agora livra-nos da mão de nossos inimigos e nós Te serviremos'.
090c0b0090	Então, Yahweh enviou Jerubaal, Baraque, Jefté, Samuel e lhes deu vitória sobre os inimigos ao redor, para que, assim, vivessem em segurança.
090c0c00b6	Quando vistes que Naás, o rei dos amonitas, vinha contra vós, vós me dissestes: 'Não! Ao invés disso, reine um rei sobre nós' — apesar de o vosso Deus Yahweh ser o vosso Rei.
090c0d0071	Agora, aqui está o rei que vós escolhestes, quem vós pedistes e o qual Yahweh estabeleceu como rei sobre vós.
090c0e00c8	Se vós temerdes a Yahweh, servi-Lo, obedecerdes à Sua voz, e não vos rebelardes contra os Seus mandamentos, então, ambos, vós e o rei que reina sobre vós, serão seguidores de Yahweh vosso Deus.
090c0f00b2	Se vós não obedecerdes à voz de Yahweh, antes, rebelardes contra os mandamentos de Yahweh, então, a mão de Yahweh será contra vós, assim como foi contra vossos ancestrais.
090c10005d	Agora mesmo, apresentai-vos e vede que grande coisa Yahweh irá fazer diante de vossos olhos.
090c1100e4	Não é tempo da colheita de trigo? Clamarei a Yahweh para que Ele envie trovões e chuva. Então, sabereis e vereis quão grande são vossas maldades, as quais vós tendes feito diante de Yahweh, pedindo-Lhe um rei sobre vós".
090c120081	Então, Samuel invocou Yahweh; e, no mesmo dia, Yahweh enviou trovão e chuva. O povo todo temeu grandemente a Yahweh e a Samuel.
090c1300ca	Então, todo o povo disse a Samuel: "Interceda a Yahweh teu Deus por teus servos, para que nós não morramos. Pois nós temos acrescentado a todos os nossos pecados este mal, pedindo para nós um rei".
090c14009b	Samuel lhes respondeu: "Não temais. Vós cometestes todo este mal, mas não vos afasteis de Yahweh, ao contrário, servi a Ele com todo o vosso coração.
090c15005e	Não vos desvieis para seguir ídolos inúteis, que não podem vos livrar, por serem inúteis.
090c160081	Por amor do Seu grandioso nome, Yahweh não rejeitará Seu povo, porque Yahweh Se agradou em fazer de vós um povo para Si mesmo.
090c170094	Quanto a mim, longe de mim que possa pecar contra Yahweh, cessando de orar por vós. Ao contrário, eu vos ensinarei o caminho que é bom e correto.
090c18007c	Apenas temei e servi a Yahweh em verdade, com todo o vosso coração. Considerai as grandiosas coisas que Ele vos tem feito.
090c190051	Porém, se vós persistires em fazer o mal, tanto vós como vosso rei morrerão".
090d010065	Saul tinha trinta anos quando começou a reinar; quando ele havia reinado quarenta anos sobre Israel,
090d0200e8	ele escolheu três mil homens. Dois mil estavam com ele em Micmás e na região montanhosa de Betel, enquanto mil estavam com Jônatas, em Gibeá de Benjamim. O restante dos soldados, ele enviou para casa, cada homem para sua tenda.
090d0300b1	Jônatas derrotou as tropas dos filisteus que estavam em Geba, e os filisteus souberam disso. Então, Saul soou a trombeta por toda a terra, dizendo: "Deixe os hebreus ouvirem".
090d0400d2	Todo o Israel ouviu que Saul havia derrotado as tropas dos filisteus, e também que Israel havia se tornado uma ofensa para os filisteus. Então, os soldados foram convocados para se juntarem a Saul, em Gilgal.
090d0500d7	Os filisteus se reuniram para lutar contra Israel: três mil carruagens, seis mil homens para dirigir as carruagens, e tropas numerosas como a areia na costa. Eles vieram e acamparam em Micmás, leste de Bete-Áven.
090d0600b3	Quando os homens de Israel viram que eles estavam com problemas— pois o povo estava aflito — esconderam-se nas cavernas, nas vegetações, em rochas, em poços e em cisternas.
090d07008b	Alguns dos hebreus passaram pelo Jordão até a terra de Gade e Gileade. Mas Saul estava ainda em Gilgal, e todo o povo o seguia, tremendo.
090d080085	Ele esperou sete dias, o tempo que Samuel havia determinado. Mas Samuel não foi até Gilgal, e o povo estava se dispersando de Saul.
090d09005c	Saul disse: "Trazei o holocausto e as ofertas pacíficas". Então ele ofereceu o holocausto.
090d0a006d	Assim que ele acabaou de oferecer o holocausto, Samuel chegou. Saul saiu para encontrá-lo e cumprimentá-lo.
090d0b00d5	Então, Samuel lhe perguntou: "O que tu fizeste?" Saul respondeu: "Quando vi que as pessoas estavam me deixando, que tu não vieste no tempo determinado, e que os filisteus haviam se ajuntado em Micmás, eu disse:
090d0c0091	'Agora os filisteus vão descer contra mim em Gilgal, e eu não tenho procurado o favor de Yahweh'. Então eu me forcei a oferecer o holocausto".
090d0d00b3	Samuel disse a Saul: "Tu tens agido de forma tola. Não tens mantido o comando que Yahweh, o teu Deus, te deu. Pois Yahweh teria estabelecido teu reinado sobre Israel para sempre.
090d0e00c2	Mas agora seu reinado não continuará. Yahweh procurou um homem segundo Seu próprio coração, e Yahweh o nomeou para ser príncipe de Seu povo, pois tu não obedeceste ao que Ele te ordenou."
090d0f0097	Então, Samuel se levantou e foi de Gilgal até Gibeá de Benjamin. Depois, Saul contou o povo que estava presente com ele, cerca de seiscentos homens.
090d100086	Saul, seu filho Jônatas, e o povo que estava presente com eles, ficaram em Gibeá de Benjamin. Mas os filisteus acamparam em Micmás.
090d110072	Saqueadores vieram do campo dos filisteus em três grupos. Um grupo foi em direção a Ofra, para a terra de Sual.
090d12007c	Outro grupo foi rumo a Bete-Horom, e outro grupo, em direção à fronteira que contempla o vale de Zeboim, rumo ao deserto.
090d13009c	Nenhum ferreiro podia ser encontrado em nenhuma parte de Israel, pois os filisteus disseram: "Caso contrário, os hebreus fariam espadas e lanças para si".
090d140088	Mas todos os homens de Israel tinham que descer até os filisteus, cada um para afiar suas relhas, suas enxadas, machados e suas foices.
090d150055	O custo era de dois terços de um siclo para afiar machados e para amolar aguilhadas.
090d1600a9	Então, no dia da batalha, não foram encontradas espadas ou lanças nas mãos dos soldados que estavam com Saul e Jônatas; somente Saul e seu filho Jônatas as tinham.
090d170039	As tropas dos filisteus foram até a passagem de Micmás.
090e0100ac	Um dia, Jônatas, filho de Saul, disse ao seu jovem escudeiro: "Vem, vamos até as tropas militares dos filisteus, que estão do outro lado". Mas ele não contou a seu pai.
090e02006d	Saul estava nas fronteiras de Gibeá, debaixo da romeira em Migrom. Havia cerca de seiscentos homens com ele,
090e0300bd	incluindo Aías, filho de Aitube, irmão de Icabode, filho de Finéias, filho de Eli, sacerdote de Yahweh em Siló, que vestia um manto sacerdotal. O povo não sabia que Jônatas havia ido.
090e0400cf	De cada lado do desfiladeiro que Jônatas pretendia atravessar para alcançar a tropa dos filisteus, havia um penhasco rochoso, de um lado e de outro. O nome de um penhasco era Bozez, e o do outro era Sené.
090e050065	Um desses penhascos se localizava ao norte, defronte de Micmás, e o outro ao sul defronte de Gibeá.
090e0600d6	Jônatas disse ao seu jovem escudeiro: "Vem, vamos atravessar o exército desses incircuncisos. Pode ser que Yahweh trabalhe a nosso favor, pois nada pode impedir Yahweh de salvar, com muitas ou com poucas pessoas.
090e070093	Seu escudeiro respondeu: "Faze tudo quanto estiver em teu coração. Vá em frente, vê, eu estarei contigo, para obedecer a todas as tuas ordens".
090e08005b	Então, Jônatas disse: "Nós atravessaremos até aqueles homens, e nos mostraremos a eles.
090e090076	Se eles disserem: 'Esperem até que os alcancemos', - então ficaremos em nosso lugar e não atravessaremos até eles.
090e0a008b	Mas, se eles responderem: 'Vinde até nós', então os alcançaremos, porque Yahweh os entregou em nossas mãos. Este será o nosso sinal".
090e0b008a	Então, os dois revelaram-se à tropa dos filisteus, que disseram: "Olhem! Os hebreus estão saindo dos buracos onde haviam se escondido."
090e0c00cd	Então, os homens do exército disseram a Jônatas e a seu escudeiro: "Vinde até nós, e lhes mostraremos algo". Jônatas disse ao seu escudeiro: "Segue-me, porque Yahweh os entregou nas mãos de Israel".
090e0d0096	Então, Jônatas subiu engatinhando, e seu escudeiro o seguiu. Os filisteus caíram mortos diante de Jônatas, e seu escudeiro os matava atrás deles.
090e0e006d	Neste primeiro ataque, Jônatas e seu escudeiro mataram cerca de vinte homens, dentro de meia jeira de terra.
090e0f0090	Houve terror no acampamento, no campo e entre o povo. Até mesmo as tropas e os invasores estremeceram. A terra tremeu e houve grande desespero.
090e100089	Os vigias de Saul, em Gibeá de Benjamim, olharam; a multidão de soldados filisteus estava se dispersando, e fugiam para lá e para cá.
090e1100a4	Então, Saul disse ao povo que estava com ele: "Ora, contai e vede quem está faltando entre nós". Quando eles contaram, Jônatas e seu escudeiro não estavam ali.
090e12006c	Saul disse a Aías: "Traze a Arca de Deus aqui" — porque a Arca estava com o povo de Israel naqueles dias.
090e130094	Enquanto Saul falava com o sacerdote, crescia cada vez mais o tumulto no acampamento filisteu. Então, Saul disse ao sacerdote: "Retira a tua mão".
090e1400a8	Saul e todo o povo que estava com ele reuniram-se e foram para a batalha. Cada espada dos filisteus estava contra seus próprios companheiros, e havia grande confusão.
090e1500a1	Os hebreus que, anteriormente, se juntaram aos filisteus, e que haviam ido com eles para o acampamento, uniram-se aos israelitas que estavam com Saul e Jônatas.
090e1600ad	Quando todos os homens de Israel, que haviam se escondido nas montanhas próximas a Efraim, ouviram que os filisteus estavam fugindo, eles também os perseguiram em batalha.
090e170051	Então, Yahweh livrou Israel naquele dia, e a batalha passou além de Bete-Áven.
090e180107	Naquele dia, os homens de Israel estavam angustiados, porque Saul havia colocado o povo sob juramento e dito: "Maldito seja aquele que comer qualquer comida antes do anoitecer e até que eu me vingue dos meus inimigos". Por isso, nenhum dos soldados se alimentou.
090e190042	Então, todo o povo chegou a uma floresta onde havia mel no chão.
090e1a0076	Quando o povo entrou na floresta, o mel escorria, mas ninguém o tocou nem o levou à boca, porque temiam o juramento.
090e1b00cd	Mas Jônatas não tinha ouvido que seu pai colocara o povo sob juramento. Ele estendeu a ponta da vara que estava em sua mão e a mergulhou no favo de mel. Ele levou a mão à boca, e seus olhos brilharam.
090e1c00a0	Então, alguém do povo disse: "Seu pai jurou rigorosamente, dizendo: 'Maldito seja o homem que comer comida neste dia', embora o povo estivesse fraco de fome".
090e1d0096	Então, Jônatas disse: "Meu pai trouxe perturbação sobre a terra. Veja como meus olhos tornaram-se brilhantes, porque eu provei um pouco deste mel.
090e1e0097	Quão bem faria ao povo, se tivesse comido hoje dos despojos achados dos seus inimigos? Por essa razão, o massacre não foi maior entre os filisteus".
090e1f0060	Eles atacaram os filisteus, naquele dia, desde Micmás até Aijalom. O exército estava exausto.
090e20007d	O povo avançou vorazmente sobre os despojos e pegou ovelhas, bois e bezerros, matando -os no chão, e os comendo com sangue.
090e2100ad	Então, disseram a Saul: "Veja, o exército está pecando contra Yahweh ao comer com sangue. "Saul disse: "Vós agistes de maneira infiel. Agora, trazei-me uma grande pedra.
090e2200f6	Saul disse: "Ide entre o povo, e dizei-lhe: 'deixe cada homem trazer seu boi e sua ovelha, matai-os aqui, e comei. Não pequeis contra Yahweh comendo-os com sangue". Assim, naquela noite, cada pessoa trouxe consigo seu próprio boi e o matou ali.
090e23004c	Saul ergueu um altar a Yahweh. Este foi o primeiro altar que edificou a Ele.
090e2400e6	Então, Saul disse: "Desçamos e persigamos os filisteus à noite e os saqueemos até o amanhecer; não deixemos nenhum deles vivo". Eles responderam: "Faz o que lhe parecer melhor". Mas o sacerdote disse: "Busquemos a Deus aqui".
090e250091	Saul consultou a Deus, dizendo: "Descerei atrás dos filisteus? Tu os entregarás nas mãos de Israel?". Mas Deus não lhe respondeu naquele dia.
090e260069	Então, Saul disse: "Vinde aqui, todos os líderes do povo; vede e sabei como este pecado aconteceu hoje.
090e27008b	Porque, assim como Yahweh vive e salva Israel, mesmo sendo Jônatas meu filho, ele morrerá". Mas nenhum homem dentre o povo lhe respondeu.
090e280099	Ele disse a todo o Israel: "Vós estareis de um lado, e eu e Jônatas, meu filho, estaremos do outro". E o povo disse a Saul: "Faz o que te parecer bom".
090e290091	Por isso, Saul disse a Yahweh, o Deus de Israel: "Mostra-nos a verdade". E a sorte caiu sobre Jônatas e Saul, e o povo escapou de ser escolhido.
090e2a0063	Depois, Saul disse: "Lançai sorte entre mim e meu filho, Jônatas". E a sorte caiu sobre Jônatas.
090e2b00ab	E Saul disse a Jônatas: "Dize-me o que fizeste". Jônatas lhe disse: "Eu provei um pouco de mel com a ponta da vara que estava em minha mão. Aqui estou eu. Eu morrerei".
090e2c0048	Saul disse: "Deus me castigue ainda mais se tu não morreres, Jônatas."
090e2d0107	Então, o povo disse a Saul: "Deveria Jônatas morrer, ele que trouxe tamanha glória a Israel? Longe disso! Assim como Yahweh vive, que nenhum fio de seu cabelo caia no chão, pois ele trabalhou com Deus hoje". Então o povo resgatou Jônatas, e ele não morreu.
090e2e0046	E Saul parou de perseguir os filisteus, e eles foram para a sua terra.
090e2f00ea	Quando Saul começou a reinar sobre Israel, ele lutou contra todos os seus inimigos de todos os lados. Lutou contra Moabe, os amonitas, Edom, os reis de Zobá e os filisteus. Onde quer que fosse, ele se impunha sobre eles e os vencia.
090e30006f	Ele agiu com grande coragem e derrotou os amalequitas. Ele resgatou Israel das mãos daqueles que os saqueavam.
090e310081	Os filhos de Saul eram Jônatas, Isvi e Malquisua. Os nomes de suas duas filhas eram: Merabe, a mais velha, e Mical, a mais nova.
090e320082	O nome da esposa de Saul era Ainoã, filha de Aimaás. O nome do comandante de seu exército era Abner, filho de Ner, tio de Saul.
090e330040	Quis era o pai de Saul; e Ner, pai de Abner, era filho de Abiel.
090e340096	Houve guerra intensa contra os filisteus durante os dias do reinado de Saul. Quando Saul via um homem forte e valente, ele o juntava ao seu exército.
090f010067	Samuel disse a Saul: "Yahweh me enviou para ungir-te rei sobre Israel. Agora, ouve a palavra de Yahweh.
090f020090	Isto é o que Yahweh dos Exércitos diz: 'Eu tenho visto o que Ameleque fez a Israel e a oposição que fizeram no caminho ao voltarem do Egito.
090f0300cb	Agora, vai e ataca Ameleque e destrói completamente a todos e a tudo que eles têm. Não poupes ninguém, mas mata tanto homens quanto mulheres, crianças e bebês, gado e ovelhas, camelos e jumentos'".
090f040073	Saul convocou uma multidão dentre o povo na cidade de Telaim: duzentos mil homens a pé e dez mil homens de Judá.
090f05003f	Então, Saul veio à cidade de Ameleque e se espreitou no vale.
