0100000007	Genèse
04190800c0	Et il entra après l'homme israélite dans la tente, et les transperça tous deux, l'homme israélite et la femme, par le bas-ventre; et la plaie fut arrêtée de dessus les enfants d'Israël.
0419090040	Or, il y en eut vingt-quatre mille qui moururent de cette plaie.
04190a0029	Et l'Éternel parla à Moïse, en disant:
04190b00f5	Phinées, fils d'Éléazar, fils d'Aaron, le sacrificateur, a détourné mon courroux de dessus les enfants d'Israël, parce qu'il a été animé de mon zèle au milieu d'eux; et je n'ai point consumé les enfants d'Israël dans mon indignation.
04190c0043	C'est pourquoi, déclare-lui que je lui donne mon alliance de paix;
04190d00be	Et ce sera pour lui et pour sa postérité après lui, l'alliance d'un sacerdoce perpétuel, parce qu'il a été zélé pour son Dieu, et qu'il a fait l'expiation pour les enfants d'Israël.
04190e0087	Or l'homme israélite tué, qui fut tué avec la Madianite, s'appelait Zimri, fils de Salu, chef d'une maison de père des Siméonites.
04190f0081	Et le nom de la femme madianite tuée, était Cozbi, fille de Tsur, qui était chef de peuplades d'une maison de père en Madian.
041910002c	L'Éternel parla aussi à Moïse, en disant:
041911002f	Traitez en ennemis les Madianites, et tuez-les;
04191200f4	Car ils vous ont traités en ennemis par les ruses qu'ils ont employées contre vous dans l'affaire de Peor, et dans l'affaire de Cozbi, fille d'un chef de Madian, leur sœur, qui a été tuée au jour de la plaie causée par l'affaire de Peor.
041a01006f	Or il arriva, après cette plaie, que l'Éternel dit à Moïse et à Éléazar, fils d'Aaron, le sacrificateur:
041a0200bd	Faites le compte de toute l'assemblée des enfants d'Israël, depuis l'âge de vingt ans et au-dessus, selon les maisons de leurs pères, tous ceux d'Israël qui peuvent aller à la guerre.
041a03007e	Moïse et Éléazar, le sacrificateur, leur parlèrent donc dans les plaines de Moab, près du Jourdain de Jérico, en disant:
041a0400a2	Qu'on fasse le dénombrement depuis l'âge de vingt ans et au-dessus, comme l'Éternel l'a commandé à Moïse et aux enfants d'Israël, sortis du pays d'Égypte.
041a05007f	Ruben, premier-né d'Israël. Fils de Ruben: Hénoc; de lui sort la famille des Hénokites; de Pallu, la famille des Palluites;
041a06004a	De Hetsron, la famille des Hetsronites; de Carmi, la famille des Carmites.
041a07007b	Telles sont les familles des Rubénites; et ceux dont on fit le dénombrement furent quarante-trois mille sept cent trente.
041a08001d	Et les fils de Pallu: Éliab.
041a0900e8	Et les fils d'Éliab: Némuël, Dathan et Abiram. C'est ce Dathan et cet Abiram, convoqués à l'assemblée, qui se soulevèrent contre Moïse et contre Aaron, dans l'assemblée de Coré, quand ils se soulevèrent contre l'Éternel,
041a0a00c5	Et que la terre ouvrit sa bouche et les engloutit, avec Coré, alors que ceux qui s'étaient assemblés moururent, quand le feu dévora les deux cent cinquante hommes et qu'ils servirent d'exemple.
041a0b002a	Mais les fils de Coré ne moururent point.
041a0c0098	Fils de Siméon, selon leurs familles: de Némuël, la famille des Némuélites; de Jamin, la famille des Jaminites; de Jakin, la famille des Jakinites;
041a0d004b	De Zérach, la famille des Zérachites; de Saül, la famille des Saülites.
041a0e0046	Telles sont les familles des Siméonites: vingt-deux mille deux cents.
041a0f0092	Fils de Gad, selon leurs familles: de Tséphon, la famille des Tséphonites; de Haggi, la famille des Haggites; de Shuni, la famille des Shunites;
041a10003f	D'Ozni, la famille des Oznites; d'Éri, la famille des Érites;
041a110044	D'Arod, la famille des Arodites; d'Aréli, la famille des Arélites.
041a12005e	Telles sont les familles des fils de Gad, selon leur dénombrement: quarante mille cinq cents.
041a130046	Fils de Juda: Er et Onan; mais Er et Onan moururent au pays de Canaan.
041a1400a5	Les fils de Juda, selon leurs familles, furent: de Shéla, la famille des Shélanites; de Pharets, la famille des Phartsites; de Zérach, la famille des Zérachites.
041a15006d	Et les fils de Pharets furent: de Hetsron, la famille des Hetsronites; et de Hamul, la famille des Hamulites.
041a16005f	Telles sont les familles de Juda, selon leur dénombrement: soixante et seize mille cinq cents.
041a17006b	Fils d'Issacar, selon leurs familles: de Thola, la famille des Tholaïtes; de Puva, la famille des Puvites;
041a18004d	De Jashub, la famille des Jashubites; de Shimron, la famille des Shimronites.
041a190060	Telles sont les familles d'Issacar, selon leur dénombrement: soixante-quatre mille trois cents.
041a1a0098	Fils de Zabulon, selon leurs familles: de Séred, la famille des Sardites; d'Élon, la famille des Élonites; de Jahléel, la famille des Jahléélites.
041a1b005e	Telles sont les familles des Zabulonites, selon leur dénombrement: soixante mille cinq cents.
041a1c003c	Fils de Joseph, selon leurs familles: Manassé et Éphraïm.
041a1d0075	Fils de Manassé: de Makir, la famille des Makirites; et Makir engendra Galaad; de Galaad, la famille des Galaadites.
041a1e0063	Voici les fils de Galaad: de Jézer, la famille des Jézerites; de Hélek, la famille des Helkites;
041a1f004c	D'Asriel, la famille des Asriélites; de Sichem, la famille des Sichémites;
041a200051	De Shémida, la famille des Shémidaïtes; de Hépher, la famille des Héphrites.
041a21009b	Or, Tselophcad, fils de Hépher, n'eut point de fils, mais des filles. Et les noms des filles de Tselophcad étaient: Machla, Noa, Hogla, Milca et Thirtsa.
041a220063	Telles sont les familles de Manassé, et leur dénombrement fut de cinquante-deux mille sept cents.
041a2300ad	Voici les fils d'Éphraïm, selon leurs familles: de Shuthélach, la famille des Shuthélachites; de Béker, la famille des Bakrites; de Thachan, la famille des Thachanites.
041a240044	Et voici les fils de Shuthélach: d'Éran, la famille des Éranites.
041a25009c	Telles sont les familles des fils d'Éphraïm, selon leur dénombrement: trente-deux mille cinq cents. Ce sont là les fils de Joseph, selon leurs familles.
041a260096	Fils de Benjamin, selon leurs familles: de Béla, la famille des Balites; d'Ashbel, la famille des Ashbélites; d'Achiram, la famille des Achiramites;
041a270051	De Shéphupham, la famille des Shuphamites; de Hupham, la famille des Huphamites.
041a28006a	Les fils de Béla furent Ard et Naaman; d'Ard, la famille des Ardites; de Naaman, la famille des Naamites.
041a290071	Tels sont les fils de Benjamin, selon leurs familles; et leur dénombrement fut de quarante-cinq mille six cents.
041a2a008b	Voici les fils de Dan, selon leurs familles: de Shucham, la famille des Shuchamites. Ce sont là les familles de Dan, selon leurs familles;
041a2b0069	Toutes les familles des Shuchamites, selon leur dénombrement, furent soixante-quatre mille quatre cents.
041a2c008e	Fils d'Asser, selon leurs familles: de Jimma, la famille des Jimmites; de Jishvi, la famille des Jishvites; de Beria, la famille des Beriites.
041a2d0060	Des fils de Beria: de Héber, la famille des Hébrites; de Malkiel, la famille des Malkiélites.
041a2e002e	Et le nom de la fille d'Asser, était Sérach.
041a2f0068	Telles sont les familles des fils d'Asser, selon leur dénombrement: cinquante-trois mille quatre cents.
041a300074	Fils de Nephthali, selon leurs familles: de Jahtseel, la famille des Jahtséelites; de Guni, la famille des Gunites;
041a31004d	De Jetser, la famille des Jitsrites; de Shillem, la famille des Shillémites.
041a32007b	Telles sont les familles de Nephthali, selon leurs familles; et leur dénombrement fut de quarante-cinq mille quatre cents.
041a330066	Tels sont ceux des enfants d'Israël dont on fit le dénombrement: six cent un mille sept cent trente.
041a340029	Et l'Éternel parla à Moïse, en disant:
041a35004b	Le pays sera partagé entre ceux-ci en héritage, selon le nombre des noms;
041a3600c7	A ceux qui sont en grand nombre, tu donneras plus d'héritage, et à ceux qui sont en petit nombre, tu donneras moins d'héritage; on donnera à chacun son héritage en proportion de son recensement.
041a37006f	Mais le pays sera partagé par le sort; ils recevront leur héritage selon les noms des tribus de leurs pères.
041a380067	L'héritage de chacun sera déterminé par le sort, en ayant égard au grand nombre ou au petit nombre.
041a3900bf	Voici les Lévites dont on fit le dénombrement, selon leurs familles: de Guershon, la famille des Guershonites; de Kéhath, la famille des Kéhathites; de Mérari, la famille des Mérarites.
041a3a00b8	Voici les familles de Lévi: la famille des Libnites, la famille des Hébronites, la famille des Machlites, la famille des Mushites, la famille des Corhites. Or Kéhath engendra Amram.
041a3b0098	Et le nom de la femme d'Amram était Jokébed, fille de Lévi, qui naquit à Lévi en Égypte; elle enfanta à Amram, Aaron, Moïse et Marie leur sœur.
041a3c003c	Et à Aaron, naquirent Nadab et Abihu, Éléazar et Ithamar.
041a3d004c	Mais Nadab et Abihu moururent en offrant un feu étranger devant l'Éternel.
041a3e0103	Or ceux des Lévites qu'on dénombra furent vingt-trois mille, tous mâles, depuis l'âge d'un mois et au-dessus; car ils ne furent point dénombrés avec les enfants d'Israël, parce qu'il ne leur fut point donné d'héritage au milieu des enfants d'Israël.
041a3f00ab	Tel est le dénombrement fait par Moïse et Éléazar; le sacrificateur, qui dénombrèrent les enfants d'Israël dans les campagnes de Moab, près du Jourdain de Jérico;
041a4000be	Et parmi ceux-ci il n'y avait aucun de ceux qui avaient été dénombrés par Moïse et Aaron, le sacrificateur, quand ils firent le dénombrement des enfants d'Israël au désert de Sinaï;
041a410091	Car l'Éternel avait dit d'eux: Ils mourront dans le désert; et il n'en resta pas un, excepté Caleb, fils de Jephunné, et Josué, fils de Nun.
041b0100df	Les filles de Tsélophcad, fils de Hépher, fils de Galaad, fils de Makir, fils de Manassé, des familles de Manassé, fils de Joseph, s'approchèrent; et voici les noms de ses filles: Machla, Noa, Hogla, Milca, et Thirtsa.
041b0200ba	Elles se présentèrent donc devant Moïse, devant Éléazar, le sacrificateur, et devant les principaux et toute l'assemblée, à l'entrée du tabernacle d'assignation, et elles dirent:
041b0300d7	Notre père est mort dans le désert; mais il n'était point dans l'assemblée de ceux qui se réunirent contre l'Éternel, dans l'assemblée de Coré; mais il est mort pour son péché, et il n'avait point de fils.
041b0400aa	Pourquoi le nom de notre père serait-il retranché du milieu de sa famille, parce qu'il n'a point eu de fils? Donne-nous une possession parmi les frères de notre père.
041b050030	Alors Moïse porta leur cause devant l'Éternel.
041b060029	Et l'Éternel parla à Moïse, en disant:
041b0700b9	Les filles de Tsélophcad ont raison. Tu leur donneras la possession d'un héritage au milieu des frères de leur père, et c'est à elles que tu feras passer l'héritage de leur père.
041b08008c	Tu parleras aussi aux enfants d'Israël, en disant: Lorsqu'un homme mourra, sans avoir de fils, vous ferez passer son héritage à sa fille.
041b090048	Que s'il n'a point de fille, vous donnerez son héritage à ses frères.
041b0a0053	Et s'il n'a point de frères, vous donnerez son héritage aux frères de son père.
041b0b00ed	Que si son père n'a point de frères, vous donnerez son héritage à son parent, le plus proche de sa famille, et il le possédera; et ce sera pour les enfants d'Israël une ordonnance de droit, comme l'Éternel l'a commandé à Moïse.
041b0c007b	Puis l'Éternel dit à Moïse: Monte sur cette montagne d'Abarim, et regarde le pays que j'ai donné aux enfants d'Israël.
041b0d0072	Tu le regarderas; puis tu seras, toi aussi, recueilli vers tes peuples, comme a été recueilli Aaron, ton frère.
041b0e00fc	Parce que vous avez été rebelles à mon commandement au désert de Tsin, lors de la contestation de l'assemblée, et que vous ne m'avez point sanctifié au sujet des eaux, devant eux. Ce sont les eaux de la contestation de Kadès, au désert de Tsin.
041b0f0029	Or Moïse parla à l'Éternel, en disant:
041b100077	Que l'Éternel, le Dieu des esprits de toute chair, établisse sur l'assemblée un homme qui sorte et entre devant eux,
041b11007e	Et qui les fasse sortir et entrer, afin que l'assemblée de l'Éternel ne soit pas comme des brebis qui n'ont point de berger.
041b120079	Alors l'Éternel dit à Moïse: Prends Josué, fils de Nun, homme en qui l'Esprit réside; et tu poseras ta main sur lui;
041b13008e	Et tu le présenteras devant Éléazar, le sacrificateur, et devant toute l'assemblée; et tu lui donneras des instructions en leur présence;
041b140063	Et tu lui feras part de ton autorité, afin que toute l'assemblée des enfants d'Israël l'écoute.
041b15011a	Et il se présentera devant Éléazar, le sacrificateur, qui consultera pour lui par le jugement de l'Urim devant l'Éternel; et sur le commandement d'Éléazar, ils sortiront, et sur son commandement ils entreront, lui et tous les enfants d'Israël avec lui, et toute l'assemblée.
041b160094	Moïse fit donc comme l'Éternel lui avait commandé; il prit Josué, et le plaça devant Éléazar, le sacrificateur, et devant toute l'assemblée.
041b170064	Puis il lui imposa les mains et lui donna ses instructions, comme l'Éternel l'avait dit par Moïse.
041c01002d	L'Éternel parla encore à Moïse, en disant:
041c0200bd	Commande aux enfants d'Israël, et dis-leur: Vous aurez soin de m'offrir, en son temps, mon offrande, ma nourriture, pour mes sacrifices faits par le feu, qui me sont d'une agréable odeur.
041c0300a5	Tu leur diras donc: Voici le sacrifice fait par le feu, que vous offrirez à l'Éternel: Deux agneaux d'un an, sans défaut, tous les jours, en holocauste continuel.
041c040051	Tu sacrifieras l'un des agneaux le matin, et l'autre agneau entre les deux soirs;
041c050075	Avec le dixième d'un épha de fine farine pour l'oblation, pétrie avec le quart d'un hin d'huile d'olives broyées.
041c06007a	C'est l'holocauste continuel établi au mont Sinaï, en agréable odeur; c'est un sacrifice fait par le feu à l'Éternel.
041c07007a	Et la libation sera d'un quart de hin pour chaque agneau. Et tu feras dans le lieu saint la libation de vin à l'Éternel.
041c0800bb	Et tu sacrifieras l'autre agneau entre les deux soirs; tu feras la même oblation que le matin, et la même libation; c'est un sacrifice fait par le feu, en agréable odeur à l'Éternel.
041c09009f	Mais le jour du sabbat vous offrirez deux agneaux d'un an, sans défaut, et deux dixièmes de fine farine pétrie à l'huile, pour l'offrande avec sa libation.
041c0a005e	C'est l'holocauste du sabbat, pour chaque sabbat, outre l'holocauste continuel et sa libation.
041c0b008e	Au commencement de vos mois, vous offrirez en holocauste à l'Éternel deux jeunes taureaux, un bélier, et sept agneaux d'un an sans défaut;
041c0c00b1	Et trois dixièmes de fine farine pétrie à l'huile, pour l'offrande, pour chaque taureau; et deux dixièmes de fine farine pétrie à l'huile pour l'offrande, pour le bélier;
041c0d00a9	Et un dixième de fine farine pétrie à l'huile, pour l'offrande, pour chaque agneau. C'est un holocauste d'agréable odeur, un sacrifice fait par le feu à l'Éternel.
041c0e00d4	Et leurs libations seront de la moitié d'un hin de vin par taureau, d'un tiers de hin pour un bélier, et d'un quart de hin par agneau. C'est l'holocauste du commencement du mois, pour tous les mois de l'année.
041c0f0072	On offrira aussi à l'Éternel un bouc en sacrifice pour le péché, outre l'holocauste continuel, et sa libation.
041c100050	Et au quatorzième jour du premier mois, on célébrera la Pâque à l'Éternel.
041c11006e	Et au quinzième jour du même mois, il y aura une fête; pendant sept jours on mangera des pains sans levain.
041c120057	Au premier jour, il y aura une sainte convocation; vous ne ferez aucune œuvre servile;
041c13009f	Et vous offrirez en sacrifice fait par le feu, en holocauste à l'Éternel, deux jeunes taureaux, un bélier, et sept agneaux d'un an, qui seront sans défaut;
041c14008a	Leur oblation sera de fine farine pétrie à l'huile; vous en offrirez trois dixièmes pour un taureau; et deux dixièmes pour le bélier.
041c150038	Tu en offriras un dixième pour chacun des sept agneaux;
041c16004d	Et un bouc en sacrifice pour le péché, afin de faire l'expiation pour vous.
041c170056	Vous offrirez ces choses outre l'holocauste du matin, qui est un holocauste continuel.
041c1800c7	Vous en offrirez autant chaque jour, pendant sept jours, comme aliment d'un sacrifice fait par le feu, d'agréable odeur à l'Éternel. On l'offrira, outre l'holocauste continuel, avec son aspersion.
041c19005c	Et au septième jour vous aurez une sainte convocation; vous ne ferez aucune œuvre servile.
041c1a00bd	Et au jour des premiers fruits, quand vous offrirez l'oblation nouvelle à l'Éternel, dans votre fête des semaines, vous aurez une sainte convocation; vous ne ferez aucune œuvre servile;
041c1b007b	Et vous offrirez en holocauste, en agréable odeur à l'Éternel, deux jeunes taureaux, un bélier et sept agneaux d'un an;
041c1c0081	Et leur oblation sera de fine farine pétrie à l'huile, trois dixièmes pour chaque taureau, deux dixièmes pour chaque bélier,
041c1d0029	Un dixième pour chacun des sept agneaux;
041c1e0040	Vous offrirez aussi un bouc afin de faire l'expiation pour vous.
041c1f006f	Vous les offrirez, outre l'holocauste continuel et son offrande; ils seront sans défaut, avec leurs libations.
041d0100a9	Et le premier jour du septième mois, vous aurez une sainte convocation; vous ne ferez aucune œuvre servile; ce sera pour vous un jour où l'on sonnera de la trompette.
041d020085	Et vous offrirez en holocauste, en agréable odeur à l'Éternel, un jeune taureau, un bélier, et sept agneaux d'un an sans défaut,
041d030074	Et leur oblation de fine farine pétrie à l'huile, trois dixièmes pour le taureau, deux dixièmes pour le bélier;
041d04002c	Et un dixième pour chacun des sept agneaux;
041d05004d	Et un bouc en sacrifice pour le péché, afin de faire l'expiation pour vous;
041d0600dd	Outre l'holocauste du commencement du mois, et son oblation, l'holocauste continuel et son offrande, et leurs libations, selon l'ordonnance. Vous les offrirez en sacrifice d'agréable odeur, fait par le feu à l'Éternel.
041d070087	Et au dixième jour de ce septième mois, vous aurez une sainte convocation, et vous humilierez vos âmes; vous ne ferez aucune œuvre.
041d08008e	Et vous offrirez en holocauste d'agréable odeur à l'Éternel, un jeune taureau, un bélier et sept agneaux d'un an, qui seront sans défaut;
041d090079	Et leur oblation sera de fine farine pétrie à l'huile, trois dixièmes pour le taureau, deux dixièmes pour le bélier,
041d0a0029	Un dixième pour chacun des sept agneaux.
041d0b00c0	Vous offrirez aussi un bouc en sacrifice pour le péché; outre le sacrifice pour le péché, qu'on offre le jour des expiations, et l'holocauste continuel et son oblation, et leurs libations.
041d0c00b3	Et au quinzième jour du septième mois, vous aurez une sainte convocation; vous ne ferez aucune œuvre servile; mais vous célébrerez une fête à l'Éternel pendant sept jours.
041d0d00bc	Et vous offrirez en holocauste, en sacrifice fait par le feu, en agréable odeur à l'Éternel, treize jeunes taureaux, deux béliers, et quatorze agneaux d'un an, qui seront sans défaut;
041d0e0097	Et leur oblation sera de fine farine pétrie à l'huile, trois dixièmes pour chacun des treize taureaux, deux dixièmes pour chacun des deux béliers,
041d0f0030	Et un dixième pour chacun des quatorze agneaux;
041d100074	Vous offrirez aussi un bouc en sacrifice pour le péché; outre l'holocauste continuel, son oblation et sa libation.
041d11006e	Et au second jour, vous offrirez douze jeunes taureaux, deux béliers, quatorze agneaux d'un an, sans défaut,
041d120089	Avec l'oblation et les libations pour les taureaux, pour les béliers et pour les agneaux, d'après leur nombre, selon les prescriptions;
041d13006b	Et un bouc en sacrifice pour le péché, outre l'holocauste continuel, et son oblation, et leurs libations.
041d14006a	Et au troisième jour, vous offrirez onze taureaux, deux béliers, quatorze agneaux d'un an, sans défaut,
041d150089	Avec l'oblation et les libations pour les taureaux, pour les béliers et pour les agneaux, d'après leur nombre, selon les prescriptions;
041d160063	Et un bouc en sacrifice pour le péché; outre l'holocauste continuel, son oblation et sa libation.
041d170069	Et au quatrième jour, vous offrirez dix taureaux, deux béliers, quatorze agneaux d'un an, sans défaut,
041d180084	L'oblation et les libations pour les taureaux, pour les béliers et pour les agneaux, d'après leur nombre, selon les prescriptions;
041d190063	Et un bouc en sacrifice pour le péché; outre l'holocauste continuel, son oblation et sa libation.
041d1a006a	Et au cinquième jour, vous offrirez neuf taureaux, deux béliers, quatorze agneaux d'un an, sans défaut,
041d1b0089	Avec l'oblation et les libations pour les taureaux, pour les béliers et pour les agneaux, d'après leur nombre, selon les prescriptions;
041d1c0063	Et un bouc en sacrifice pour le péché; outre l'holocauste continuel, son oblation et sa libation.
041d1d0068	Et au sixième jour, vous offrirez huit taureaux, deux béliers, quatorze agneaux d'un an, sans défaut,
041d1e0089	Avec l'oblation et les libations pour les taureaux, pour les béliers et pour les agneaux, d'après leur nombre, selon les prescriptions;
041d1f0063	Et un bouc en sacrifice pour le péché; outre l'holocauste continuel, son oblation et sa libation.
041d200060	Et au septième jour, vous offrirez sept taureaux, deux béliers, quatorze agneaux sans défaut,
041d21009d	Avec l'oblation et les libations, pour les taureaux, pour les béliers et pour les agneaux, d'après leur nombre, selon les prescriptions qui les concernent;
041d220063	Et un bouc en sacrifice pour le péché; outre l'holocauste continuel, son oblation et sa libation.
041d23005d	Le huitième jour, vous aurez une assemblée solennelle; vous ne ferez aucune œuvre servile;
041d24009a	Et vous offrirez en holocauste, en sacrifice fait par le feu, d'agréable odeur à l'Éternel, un taureau, un bélier, sept agneaux d'un an, sans défaut,
041d250085	Avec l'oblation et les libations pour le taureau, pour le bélier et pour les agneaux, d'après leur nombre, selon les prescriptions;
041d260063	Et un bouc en sacrifice pour le péché; outre l'holocauste continuel, son oblation et sa libation.
041d2700da	Tels sont les sacrifices que vous offrirez à l'Éternel, dans vos solennités, outre vos vœux et vos offrandes volontaires, pour vos holocaustes, vos oblations, vos libations, et pour vos sacrifices de prospérités.
041d28004f	Or Moïse dit aux enfants d'Israël tout ce que l'Éternel lui avait commandé.
041e01006e	Moïse parla aussi aux chefs des tribus des enfants d'Israël, en disant: Voici ce que l'Éternel a commandé:
041e0200bc	Quand un homme aura fait un vœu à l'Éternel, ou se sera par serment imposé une obligation à lui-même, il ne violera point sa parole; il fera selon tout ce qui est sorti de sa bouche.
041e03008d	Mais quand une femme aura fait un vœu à l'Éternel, et qu'elle se sera imposé une obligation, en sa jeunesse, dans la maison de son père;
041e0400d0	Et que son père aura entendu son vœu et l'obligation qu'elle s'est imposée à elle-même, et ne lui aura rien dit, tous ses vœux seront valables, et toute obligation qu'elle se sera imposée sera valable;
041e0500d4	Mais si son père la désavoue le jour où il l'a entendue, tous ses vœux et toutes les obligations qu'elle s'est imposés à elle-même, seront nuls, et l'Éternel lui pardonnera; car son père l'a désavouée.
041e0600ac	Si elle est mariée, et qu'elle soit engagée par des vœux ou par quelque parole échappée de ses lèvres, par laquelle elle se soit imposé une obligation à elle-même,
041e0700bc	Si son mari l'a entendue, et que le jour où il l'a entendue, il ne lui en dise rien, ses vœux seront valables, et les obligations qu'elle se sera imposées à elle-même seront valables;
041e0800f6	Mais si, au jour que son mari l'apprend, il la désavoue, il annulera le vœu par lequel elle s'était engagée et la parole échappée de ses lèvres, par laquelle elle s'était imposé une obligation à elle-même; et l'Éternel lui pardonnera.
041e09006c	Mais le vœu d'une veuve ou d'une répudiée, tout ce à quoi elle se sera obligée, sera valable pour elle.
041e0a007a	Si c'est donc dans la maison de son mari qu'une femme a fait un vœu, ou qu'elle s'est imposé une obligation par serment,
041e0b00b0	Et que son mari l'ait entendue, et ne lui en ait rien dit, et ne l'ait point désavouée, tous ses vœux seront valables, et tout ce à quoi elle se sera obligée sera valable;
041e0c00e6	Mais si son mari les annule le jour qu'il les a entendus, tout ce qui est sorti de ses lèvres relativement à ses vœux et à l'obligation dont elle s'était liée, sera nul; son mari les a annulés, et l'Éternel lui pardonnera.
041e0d0084	Son mari pourra ratifier et son mari pourra annuler tout vœu et tout serment par lequel elle se sera obligée à affliger son âme.
041e0e00c8	Si son mari ne lui en a rien dit, d'un jour à l'autre, il aura ratifié tous ses vœux ou toutes ses obligations; il les aura ratifiés, parce qu'il ne lui en a rien dit au jour qu'il les a entendus.
041e0f0069	Mais s'il les annule quelque temps après les avoir entendus, il portera la peine du péché de sa femme.
041e1000b8	Telles sont les ordonnances que l'Éternel commanda à Moïse, entre un mari et sa femme, entre un père et sa fille, quand elle est encore dans la maison de son père, en sa jeunesse.
041f01002d	L'Éternel parla encore à Moïse, en disant:
041f020055	Venge les enfants d'Israël des Madianites; puis tu seras recueilli vers tes peuples.
041f0300aa	Moïse parla donc au peuple, en disant: Équipez d'entre vous des hommes pour la guerre; et qu'ils attaquent Madian, pour exécuter la vengeance de l'Éternel sur Madian.
041f040052	Vous enverrez à la guerre mille hommes par tribu, de toutes les tribus d'Israël.
041f050072	On leva donc, d'entre les milliers d'Israël, mille hommes par tribu, douze mille hommes équipés pour la guerre.
041f0600b0	Et Moïse les envoya à la guerre, mille par tribu, avec Phinées, fils d'Éléazar, le sacrificateur, qui avait les instruments sacrés, les trompettes éclatantes en sa main.
041f070077	Ils firent donc la guerre contre Madian, comme l'Éternel l'avait commandé à Moïse, et ils tuèrent tous les mâles.
041f0800b7	Ils tuèrent aussi les rois de Madian, outre les autres qui furent tués: Évi, Rékem, Tsur, Hur et Réba, cinq rois de Madian; ils tuèrent aussi par l'épée Balaam, fils de Béor.
041f0900b0	Et les enfants d'Israël emmenèrent prisonnières les femmes de Madian et leurs petits enfants; et ils pillèrent tout leur bétail, tous leurs troupeaux, et tous leurs biens.
041f0a0055	Et ils brûlèrent toutes leurs villes, avec leurs habitations, et tous leurs bourgs;
041f0b0051	Et ils prirent toutes les dépouilles, et tout le butin, en hommes et en bétail;
041f0c00de	Et ils amenèrent les prisonniers, les dépouilles et le butin, à Moïse, à Éléazar, le sacrificateur, et à l'assemblée des enfants d'Israël, au camp, dans les plaines de Moab, qui sont près du Jourdain de Jérico.
041f0d007c	Alors Moïse, Éléazar, le sacrificateur, et tous les principaux de l'assemblée, sortirent à leur rencontre hors du camp.
041f0e0096	Et Moïse s'irrita contre les capitaines de l'armée, les chefs de milliers, et les chefs de centaines qui revenaient de cette expédition guerrière.
041f0f0042	Et Moïse leur dit: Vous avez laissé la vie à toutes les femmes?
041f1000d8	Voici, ce sont elles qui, d'après la parole de Balaam, ont donné occasion aux enfants d'Israël de commettre un crime contre l'Éternel dans l'affaire de Peor, ce qui attira la plaie sur l'assemblée de l'Éternel.
041f11006c	Maintenant donc tuez tout mâle parmi les petits enfants, et tuez toute femme qui aura eu compagnie d'homme;
041f12005d	Mais laissez vivre, pour vous, toutes les jeunes filles qui n'ont point eu compagnie d'homme.
041f1300c6	Quant à vous, campez sept jours hors du camp. Quiconque a tué quelqu'un, et quiconque a touché quelqu'un de tué, qu'il se purifie le troisième jour et le septième jour, lui et ses prisonniers.
041f140075	Vous purifierez aussi tout vêtement, tout objet de peau, tout ouvrage en poil de chèvre, et tout ustensile de bois.
041f1500a0	Et Éléazar, le sacrificateur, dit aux hommes de l'armée qui étaient allés à la guerre: Voici l'ordonnance de la loi que l'Éternel a commandée à Moïse.
041f160057	L'or, l'argent, l'airain, le fer, l'étain, et le plomb, tout ce qui peut aller au feu,
041f1700aa	Vous le ferez passer par le feu, et il sera pur; toutefois on le purifiera avec l'eau de purification. Mais tout ce qui ne va pas au feu, vous le ferez passer dans l'eau.
041f180068	Vous laverez aussi vos vêtements le septième jour, et vous serez purs; ensuite, vous entrerez au camp.
041f19002d	L'Éternel parla encore à Moïse, en disant:
041f1a009a	Fais le compte du butin qu'on a emmené, en personnes et en bétail, toi, Éléazar le sacrificateur, et les chefs des maisons des pères de l'assemblée;
041f1b005d	Et partage le butin entre les combattants qui sont allés à la guerre et toute l'assemblée.
041f1c00b4	Et tu prélèveras sur les gens de guerre qui sont allés à la bataille, un tribut pour l'Éternel, un sur cinq cents, tant des personnes, que des bœufs, des ânes et des brebis.
041f1d006f	Vous le prendrez sur leur moitié, et tu le donneras à Éléazar, le sacrificateur, en offrande à l'Éternel.
041f1e00f5	Et de la moitié échue aux enfants d'Israël, tu mettras à part un sur cinquante, tant des personnes, que des bœufs, des ânes et des brebis, et de tout le bétail, et tu le donneras aux Lévites, qui ont la garde de la Demeure de l'Éternel.
041f1f005c	Et Moïse et Éléazar, le sacrificateur, firent comme l'Éternel avait commandé à Moïse.
041f200089	Or le butin, reste du pillage que le peuple qui était allé à la guerre avait fait, était de six cent soixante et quinze mille brebis,
041f210022	De soixante et douze mille bœufs,
041f22001e	De soixante et un mille ânes.
041f23006a	Quant aux femmes qui n'avaient point eu compagnie d'homme, elles étaient en tout trente-deux mille âmes.
041f240074	La moitié, la part de ceux qui étaient allés à la guerre, fut de trois cent trente-sept mille cinq cents brebis,
041f25003f	Dont le tribut pour l'Éternel fut de six cent soixante-quinze;
041f260054	Et trente-six mille bœufs, dont le tribut pour l'Éternel fut de soixante et douze;
041f270057	Et trente mille cinq cents ânes, dont le tribut pour l'Éternel fut de soixante et un;
041f280056	Et seize mille personnes, dont le tribut pour l'Éternel fut de trente-deux personnes.
041f29007f	Or Moïse donna à Éléazar, le sacrificateur, le tribut de l'offrande à l'Éternel, comme l'Éternel le lui avait commandé.
041f2a0087	Puis, de la moitié appartenant aux enfants d'Israël, que Moïse avait séparée de celle des hommes qui étaient allés à la guerre,
