2800000007	Mathayo
29061e0051	Mitume, bakusanyike kulonge ya Yesu, kabankokeya yote agabatei ni ago kabayegana.
29061f0083	Naye kababakiya, “muise mwabenge pandu pa kiiyo, tupomoli kwa muda” bandu banyansima baisi ni kuboka, hata bapatike kwaa kulya.
2906200037	Kaba kwela ngalaba kabayenda pandu pafaragha yika yabe.
2906210074	Lakini bababweni kababoka ni benge baatangike kwa pamwepe babatwike ni magolo nnemausima, Ni bembe baike kabla yabe.
2906220085	Kuika pwani babweni kipenga sa bandu, kababonia kiya, mana babi kati ngondo bakosike nsuka. Ni katumbwa kubayegana mambo ganmyansima.
290623005c	Muda yaugendelile benepunzi baisi kabankokeya, “pano mahala pa faragha ni m uda uyendelil.
2906240035	Ubalage bayende ijiji ya jirani balkapemi kilalyo.”
2906250090	Kabayangwa kakoya.”mwapeyi mwenga kilalyo.”Kabankokeya “Tuwesa kuyenda kupema mikate yenyen thamani ya dinari mia ibele ni kuapayaa balye?
2906260074	Kabakokeya,'m'bi ni mikate ilenga? yendaye mkalole.” palyo bapatike kaba mwalya “Mikate mitano ni omba abele.”
290627003e	Kabaakokeya bandu batami ipungu ipungu kunani ya manyei mabee.
2906280034	Kabaataminya ipungu ipungu ya bandu mia kwa hamsini.
290629008a	Katola mikate mitano ni omba abele, ni kulola kunani, kaibariki kuapaya benepunzi babeke kulongeya ipungu ni kubagana omba kwa bandu bote.
29062a0019	Kabalya bote ni kuyukuta.
29062b005d	Kabakusanya ipande ya mikate ya iigile kuitwelya itondo komi ni ibele, ni ipande ya omba pia.
29062c0026	Ni bai analome elfu tano balii mikate.
29062d0062	Kabaakokeya bakwele mmashua bayende kundo kwenge, hadi Bethsaida, wakati ywembe kabalaga makutano.
29062e0021	Palyo baboi ayei ukiogolo kuyopa.
29062f004c	Kitamunyo, mashua yabe yaii katikati ya bahari, nin ywembe aiyika nchi kavu.
2906300058	Kabaabona kabakunda masaka kupiga kasia mwalo upepo wainkale. Karibu ya bwamba kabakata,
290631008b	Lakini kabatyanga kunani ya mmase, na apaikuwapeta. Palyo bamweni katyanga kunani ya mase kabayingiwa ni masaka balongwage misimu kabaguta.
2906320065	Kwasababu bamweni kabatwelya masaka, mara kabaakokeye 'mube majasiri.”nenga. kana m'be ni masaka”
2906330042	Kayingia mmashua, ni upepo kautolya, ni bembe kaba nkanganya muno.
2906340041	Eyo batangite kwa maana ya ile mikate, malango gabe gabii masunu.
2906350049	Balokike upande wanyaibele, baike nnema wa Genesareti mashua yayei nanga.
2906360023	Kupita kunza ya mashua, kabantanga.
290637005b	Kababutuka mkoa nsima kutangaza, kabatumbua kubaleta abinye mmasela palyo bayowine andoisa.
2906380093	Palyo ayingii ukijiji, mjin au nnema, abinye bababei pa'lisoko ni kaban'yopa bakamwe lipendo lya ngobo yake awatei, ni bate balyo bakamwile baponi.
2907010045	Mafarisayo ni baandisi baumi Yerusarem bakusanyikekunteteleka ywembe.
2907020048	Ababweni banapunzi bake kabalya mikate ni makoko najisi, maisukike kwaa.
2907030041	Mafarisayo ni mayahudi balya kwaa mpaka basuke maboko gabe bwiso.
29070400bc	(Mafarisayo kababuya kuoma kusoko, balya kwa mpaka bayonge wete ni kubi sheria yenge bando kuikota kati ya kusuka ikombe, iteleko, igombo ya shaba ni viti ya matuma wakali waulya kilalyo).
2907050090	mafarisayo ni aandishi kabanlokiya Yesu, “Walowa kele benepunzi bako batenda kwaa kati ya matendo agoi, balya mikate bila ya kuagua maboko?”
2907060085	Ywembe kabaakokeya, “Isaya atabirike bwiso mwenga mwaboso. Kaandika 'Wandu aba banieshimu pankanwa bai, miyo gabe ibikutaru ni nee.
2907070046	Banitendi ibada ya uboso, bayegana sheria ya bandu kati mapokeo yabe.'
2907080049	Muileki sheria ya Nnongo ni kukamuliya kandende kandende sheria ya bandu.
2907090051	Kakoya kwabe,'Muikani amrin ya Nnongo kwa urai mpate kuyendelya ni tamaduni zenu.
29070a006c	Musa alongei m'baeshimu tatee ni mao binu nin ywembe akaiye mabou ya tate bake ni mao bake hakika ba waaa”
29070b0092	Lakini mwendakoya, mundu kakoya kwa tate ba ao mao bake, “sosote sa mpokea kuoma kwango ni hazina ya Hekalu,”'(kakoya kwamba iomi kwa Nnongo.'
29070c0044	Eyo unnekeya kwa kutenda kilebe sosote sa mwalo wa tate au mao bake.
29070d0055	Muisarawa amri ya Nnongo, mutenda mila yinu, Ni menge ganyansima kati ayo mutenda.”
29070e004c	Kabakema kabakusanyika ni kabakokeya “mumbekanyi nee, mwabote na mundange.
29070f0061	Kilebe sosote kuoma kunza kinsapwa kwa mundu, Bali sa kimpita mundu ndicho kiwesa kunsapwa mundu.
2907100075	(kombokiya: mstari gono, “mana mundu yeyote abi ni makutu ga kupekanya, na ayowe” Ntopo kwenye nakala ya samani).
2907110056	Yesu abalei pakipenga ni kuyingia ukaya, benepunzi bake kabanlokiya kuhusu mpwano ogo.
2907120059	Yesu kakoya, “ni mwenga nke balo kutanga? mbona kwaa sa kin'yingia mundu kinsapwa kwaa,
2907130090	Mwalo kiwesa kwaa kuyingiya kwimoyo, lakini kiyingiya ndumbo yake ni kupita kuyenda kumwitu. kwa mayegeyo gano Yesu ate ilalyo yote kuba halali.
290714002a	Kakoya,'sakimpita mundu ndicho kinsapuaso,
290715005c	Kwakuwa kioma nkati ya mundu, ni kunza ya moyo, kupita mawazo maovu, uzinzi, bwii, kubulaga,
290716002f	Kubelenya, tamaa mbaya, maovu, bwii, ni ujinga.
2907170036	Maovu gano gote gaoma nkati, galyo gansapuwa mundu.”
290718008f	ayumwike ni kuboka palyo ni kuyenda mkoani Tiro ni Sidoni. Ayingii nnyumba na atekana mundu kutanga kati abi apo, lakini werekine kwaa kumuuya.
2907190069	Lakini gafla nnwawa abii ni mwana nsunu abi ni nsela ayowine habari yake kaisa ni kutomboka mmagolo gake.
29071a006b	Nwawa ayo ai Myunani, likabila la Kifoeniki kun'yopa ni kumpembela ambenge nsela ai kumutwe ya kaenza kake.
29071b0062	Yesu kankokeya ywa nnwawa, “balekee bana balye wete, mwilo kutoa nkate wa bana kunlekelya mbwa.'
29071c005d	Nnwawa kamyangwa nikukoya,'Eena Amwenye mbwa pae ya meza kulya maigala ya kilalyo sa bana.”
29071d004f	Kankokeya, “Mwalo ukoiye iyeya ubi huru kuyenda pensela ampii muenza wako.”
29071e004c	Nnwawa abui ukaya ni kum'bona muenza wake agonzike palusase, ni nsela ampii.
29071f006a	Yesu apii kuinza ya mkoa wa Tiro ni kupeta Siodoni kuyenda bahari ya Galilayampaka kumbwega ya Dikapolisi.
2907200067	Ni kabannetya mundu mbogoso na abiawesa kwaa longela bwiso, kabampembela Yrsu abeke luboko kunani yake.
2907210067	kampiya kunza ya kipenga kwa siri, ni nngozi yake mmakutu, ni baada ya kuunamata, kakamwa lulimi lwake.
2907220050	Kaalola kunani kumbengo, kapomwa kunkokeya “Efata” Eyo kukoya “Talauka.”
2907230058	Muda gogolyo makutu gayowike, ni sa sa satabike lulimi sa pimwanike na kaalongela bwiso.
290724006d	Kabaakokeya kana bankokeye mundu yoyote, ila kila ya akanikeye, bembe kabazidi kulongela ni kukoya kwa bandu.
2907250061	Hakika batekanganywa ni kukoya, “Atei kila kilebe bwiso atei mbogoso kuyowa ni mbubu kulongela.
290801005e	siku yeno, bai bandu banyansima, bai ntopo kilalyo. Yesu kabaakema benepunzi bake kabaakokeya,
290802004f	Nibonia kiya bandu aba, bai ni nenga pamwepe lisiku lya itatu na atopo kilalyo.
2908030057	Mana niatawinye bayende ukasabe bazimia mundela mwalowa njala, benge baomi kutalu muno.
290804006c	Benepunzi bake kaban'yangwa, tupata kwako mikate yanyansima ya kuyukuta bandu abo bote paeneo leno lilekine?
2908050043	kabaalokiya “m'bi ni ipanga ilengaya mikate? kabakoya “Saba”.
29080600ba	Kabaakokeya bandu bote batame pae. Kaaitola mikate Saba, kaanshukuru Nnongo ni kuitekwana. Kabapeya benepunzi bake baibeke kulongo yabe ni bembe kaabaibeka kulonge ya balyo bandu batami.
2908070065	Pia aini omba asunu asunu kidogo, baada ya kushukuru kabaakokeya benepunzi bake baapaye ni aba iyeya.
290808002c	Kabalya ni kuyukuta. Ni kaba konza ya ipande
2908090049	iigile itondo ikolo saba. Bakalibile bandu elfu ina. Na kabaleka bayende.
29080a0042	Kuyingya mmashua Ni benepunzi bake, kabayenda ukanda wa Dalmanuta.
29080b0050	Mafarisayo kabapita kunza Ni kutumbua ni ywembe. Bapala abapaye ishara kuoma kwa
29080c009e	Nnongo, kwa kumgeya. Katafakari muno kumoyo kakoya, “Mwalowa kele kibelei seno kipala ishala? Niakokeya mwenga kweli ntopo ishala ipita kwa kibelei seno.”
29080d0038	Kabaleka, kuyingya mmashua, kaboka kuyenda upande wenge.
29080e005b	Benepunzi bayebwike kutola mikate, bai ni kipande kimo said mmashua. Kabakaya ni kuakokeya,
29080f0041	M'be Ni minyo muiluile ni chachu ya farisayo ni chachu ya Herode.
290810003f	Benepunzi kabakayana bene kwa bene, “mwalo twatopo mikate.”
290811008e	Yesu kalitanga leno, kabaakokeya “Mwalowa kele mukayana mwalo wa kutobaa mikate? bado mutangikwe kwaa? ntangike kwaa? mioyo yenu ibi yoyolo?
290812004a	M'bi Ni minyo, m'bona kwaa? m'bi Ni makutu, muyowa kwaa? mukombokiya kwaa?
290813007d	Nabagine mikate mitano kwa bandu elfu tano mwatweti itondi ilenga itwelii ipande ya mikate? kaban'yangwa “komi ni ibele.”
2908140046	Palyo nabagine mikate Saba kwa bandu elfu ina, mwatweti itondo ilenga?
2908150031	Kabakaya “Saba” Kabaakokeya nke bado kutanga?
2908160057	Kabaisa Bethsaida, bandu apo banletike mundu ndolo kwa Yesu, kabampembela Yesu ankamwe.
290817009f	Yesu kankamwa ywa mundu ndolo, ni kunlongoya konza ya kijiji. Palyo aunike mata kunani ya minyo gake ni katondobeya luboko kunani yake, kunnokiya ubona sosote?
290818003f	Aloi kunani Ni kukoya, “Nibona bandu kati mikongo ityanga.”
290819006d	Kaatondobeya tena maboko kunani ya minyo gake, mundu ywa kagumukwa minyo gake, abweni tena kila kilebe bwiso.
29081a0040	Yesu kanneka ayende ukaya ni kunkokeya “kana uyingii mjini.”
29081b007e	Yesu kaboka Ni benepunzi bake kuyenda ijiji ya Kaiseria ya Filipi. Mundela kabaalokiya benepunzi “Bandu bakoya nee nyai?”.
29081c0065	Kaban'yangwa kabakoya “Yohana mbatizaji.” Benge bakoya “Eliya” Ni benge, “Yumo ba Nabii.”
29081d0056	Kabaalokiya, “mwenga mukoya nenga nyai?” Petro kankokeya, “wenga wa Kirisitu.”
29081e0031	Yesu kabakotoya kana bamwali mundu kuhusu ywembe.
29081f00ab	Kaumba kuwayegana kuba mwana wa Adamu lazima akunde masaka kwa mambo mengi, na bankana iongozi ni akolo la makuhani, ni aandishi, na abulagwa, ni baada ya siku tatu ayoka.
290820003d	Akoiye gano kunza. Petro kantola pambene ni kutumbua kunkaya.
290821009a	Yesu atendebwike ni kualola benepunzi bake ni ni kunkoya Petro nikukoya “peta ukuogo sango nsela uyogopa kwaa mambo ya Nnongo isipokuwa mao ga bandu.”
2908220099	Kisha kabakema bandu banyansima pamope ni benepunzi bake, ni kuubaalya, “mana kubi ni mundu apala kunikota, aikane mwene, atole msalaba wake na angote.
290823006a	Ywa apala kuyaokoa maisha gake, agataga na gwaagataga maisha gake mwalowa nee ni mwalowa injili atayaokoa.
2908240058	Insaidia kele mundu, kuba ni ulimwengu wote, na kisha kuba ni asara ya maisha gake gote?
290825002e	Mundu awesa kupiya kele badala ya maisha yake.
29082600b1	Yeyote anibonia oi ni muyaulio gango kwa kubelei seno sa uzinzi na kibelei sa bene sambi, mwana wa Adamu ambonia oni palyo aisa pa apwalume wa Tate bamwepe ni malaika atakatifu.
2909010085	Na akoiye kwabe “Hakika ni kaya winu, nkati yino kana bandu bayemi pano bawakina mpaka baabone upwalume wa Nnongo kauisa kwa ngupu.
2909020085	Ni baada ya siku ya sita Yesu abatweti Petro, Yakobo ni Yohana pamope ni ywembe pannema, yika yabe. Katumbua kubadilika kulonge yabe.
290903005e	Ngobo yake yatumbuani kung'aa muno, maupe muno, maupe kuliko mng'arishaji gwengi pano duniani.
290904003c	Eliya ni Musa kabapita kulonge yabe, na kabalongela ni Yesu.
2909050089	Petro kayangwa kunkokeya Yesu, “Mwalimu, mwema twenga kuba pano, ni tusenge ibada itatu, kimo sako, kimo sa Musa, ni senge sa Eliya.”
290906002f	(Mwalo atangike kwaa sakukoya, bateyogopa muno)
290907006a	Liunge kalipitia ni kubagubika. Sauti saipita kuliunde kaikoya “Yono banangu mpendwa, mumpikanyi ywembe.
2909080051	Gafla palyo baibalola, baambweni kwa yeyote pamwepe ni bembe, baambweni Yesu bai.
290909008c	Palyo kabaaliuka kuoma akitombe, kabaakini kiya kumwalithia mundu yoyote galyo bagabweni mpaka mwana wa Adamu kayoka kuoma kwa bandu bawile.
29090a006e	Kabatunza mambo yabe bene. Lakini kabalokiyana bene kwa bene maana yake kele “kuyoka kuoma kwa bandu bawile.
29090b004d	Kabanlokiya Yesu, “Mwalowa kele aandishi ukoya lazima Eliya aise kwanza?”
29090c007f	Kaabakiya, “Eliya aisa kutoka ilebe yote. Mwalowa kele iandikwe mwana wa Adamu aakunda masaka ganyansima ni bandu kunkana?”
29090d0051	Niabakiya Eliya atangike, na baantei ya bapendike, kati ya maandiko gakoya kwake.
29090e005a	Kubaya kwa benepunzi, baabweni bandu banyansima batetelike ni Masadukayo bai kaba bishana.
29090f003f	Kummona bai, kipenda sote sate kanganya ni kumbutia kumsalimia.
2909100030	Kabaanlokiya benepunzi bake, mbishana nao kelee?
2909110062	Yumo mwa mukipenga kayangwaa, “Mwalimu nanlekite manango kwako, aii ni nsela atei kana alongele,
29091200a2	Na kumtenda alendeme ni kuntomboya pae, ni kupita litutuma munkanwa na kutauna mino ni kung'ong'onala. Nayopite benepunzi bako bampiye nsela lakini bawesike kwaa.
290913006f	Kabayangwaa, “Kilebe kisicho amini na tama nimwee kwa muda gani? Natoliana nimwee mpaka lini? Nneteni kwango.
290914006e	Kbanneta mwanage, nsela paamweni Yesu, kan'yeya kulendema. Mwisembe katomboka pae ni kupita litutuma munkanwa.
2909150059	Yesu kankokiya tate bake, “ubinyo ubi kwa muda gani? tate kabayangwa” tangu unangota.
2909160074	Mara yenge atombokeya kwa moto au mmase, n kujaribu kumpoteya. Kama uwesa panga sosote ya tuboniekiya utuyangate.”
2909170051	Yesu kankokeya “Mana ubi tayari? Kila kilebe sando wesekana kwa ywe aminiye.”
2909180050	Tate ya mwana kalela ni kukoya, “Nando amini niyangate kuto kuamini kwango.”
29091900a0	Palyo Yesu abweni kipenga sa bandu kakibutukiya kwabe, kaankopokia nsela ni kukoya, wenga nsela mbubu ni mbogoso, nando kubakiya nneke, kana uyingii keake lelo.
29091a0071	Kalela kwa lukalanga ni kuntaabiya mwana ni nsela kaaboka. Mwana abonike kati atewaa. Bingi kabakoya “Awile,”
29091b0033	Yesu kan'tola ni luboko kan'yinua, ni mwana kayema.
29091c0067	lyo Yesu ayingii nnyumba, benepunzi bake kabanlokiya faragha, “mwalowa kele tuwesike kwaa kumpiya?”
29091d0035	Kabakiya “Kati iyeya apita kwa ila kwa mayopeyo.”
29091e0053	Bapii palyo kupitya Galilaya, Aakani kutanga mundu yeyote yaa kutanga palyo babile.
29091f0098	Mwalo abikabayengana benepunzi bake. Kabanakokeya mwana wa Adamu aikiywa mmaboko ga bandu, na bambulaga, palyo abi awile, atama siku tatu ayoka tena.”
290920003b	Lakini baatangike kwaa mayegeyo gano na bayogwipe kunnkiya.
2909210057	Ndipo baike Karperinaumu. Palyo bai nnyumba kabalokiya “mwalongelage kele mwamundela?
2909220046	Bayangwi kwaa batami poloi. baikababishana mundela nyai aimpendo muno.
2909230084	Aatami pae kabakema komi ni ibele pamwepe, na kalongela nabo “Ywa apala kwa wa kwanza ni lazima abe wa mwisho ni mtumishi wa bote.
2909240046	Kantola mwana nnangota kambeka kati yabe. Kantola mmaboko gake kakoya.
2909250087	Ywa ampokeyae mwana kati ay o kwa lina lyango, pia anipokile ni nee, na mana abi mundu amenpokea, ambokya kwaa nee bai, niywa andumike.
290926006e	Yohana kankokeya, “Mwalimu twammweni mundu kapiya nsela kwa lina lyako tukankotaya, mwalo atubengeya kwaa”
290927007e	Yesu kakoya, “kana munkataya, mwalo ntopo atenda kasi nglo kwa lina lyango na baadae akoye lina ulyo linoike kwaa kwango.”
290928002b	Ywa atupenga kwaa bai ai pamwepe ni twenga.
2909290066	Ywa akupaya kikombe sa mase ga kunywaa mwalo abi ni Kirisitu, nando kubakiya, Ataga kwaa thawabu yake.
29092a006d	Ywa abakosya bana anangota balyo bangota nee, yai bwiso kutabwa libwe la kusagia paingo ni kutangwa baharini.
29092b0098	Mana luboko lwako utei kwa bwiso ulukeng'ende, nantali kuyingi pankoto bila lubko kuliko kuyingia pahukumu ni maboko gako gote. Kumoto “uimika kwaa”
29092c005b	(Itange mistari yeno, “Pandu punza bawakwa ni moto uimika kwaa.” Ntopo nnakala za kale)
29092d007f	Mana lugolo lwako litei kwa bwiso, lukeng'ende. Ni bwiso kuyingi kuukoto ni nkilema, kuliko kulagena kuhukumu ni magolo mabele.
29092e0059	(Itange mistari gono, pandu punza bawakwaa ni moto uimika kwaa”ntopo mu nakala za kale)
29092f0083	Mana liyo lyako litei kwa bwiso lipiye. Bwiso kuyingia kuufalme wa Nnongo ni liyo limo, kuliko kuba ni minyo mabele kutagwa kuzimu.
2909300032	Pandu pabi ni punza banga waa, no moto wangaimika.
2909310027	Kwa kubaa kila mundu akolezwa mni moto.
290932008e	Mwinyo unoike, mana mwinyo utagike ladha yake watenda buli kubukiya ladha yake? Mube ni mwinyo nkati yinu mwabene, ni mube ni amani kila yumo.
290a010098	Yesu aboi ni kuyenda mkoa wa Uyahudi ni eneo la kulonge ya lupondo Yordani, ni makutano bambengeiye, kabayegana tena, kati ya ibii kawaida yake kutenda.
290a020055	Ni Mafarisayo baisi kun'geya, kabanlokiya “ni bwiso nnalome kunneka nyumbo wake?”
290a03002b	Yesu kabayangwa, “Musa abakokiye buli?”
290a040048	Kabakoya “Musa aloywi kuandika seti sa kurekana ni kumbenga nnwawa.”
290a050054	“Mwalowa kunonopa mioyo yinu ndio maana aliwaandikia yino sheria. Yesu kabakokeya.
290a06003e	“Kuoma mwanzo wa uumbaji,'Nnongo aumbike nnwawa ni nnalome.'
290a07003d	Nnalome kabaleka tate ni mao bake ni kuungana ni ayumbo bake,
290a080043	Ni abo abele babamwili gumo, baba ubili kwaa lelo, bali mwili gumo.
290a09002f	Eso akitei Nnongo kuba simo kanaaakibangane.”
290a0a003b	Wakati bai nnyumba benepunzi bake kabaanlokiya kuhusu leno.
290a0b004e	Kabaakokiya, “Ywa anneka nnyumbo wee ni kutola nnwawa wenge, enda libekenya.
290a0c005b	Nnwawa ni ywembe mana anneki nsengo wake ni kutolwa ni nnalome ywenge, atenda libelenga.”
290a0d0051	Ni bembe kaba nnetia banababe anangota abakamwee, lakini benepunzi kabaakalikiya.
290a0e008e	Yesu palyo atangike apulaike kwaa kabaakokeya, “Alekeya bana basunu baise kwango na kana m'bakanikiye, kati bano upwalume wa Nnongo ni wabe.
290a0f007a	Kweli nando kuwalokiya, ywa atami kupokya upwalume wa Nnongo kati mwana nnangota hakika ayingia kwaa kumpwalume wa Nnongo.
290a100040	Kaatola bana mmaboko bake kaabariki kaabekya maboko kunani yabe.
290a110094	Katumbua mwenza wake mundu yumo kambotokiya ni kupiga mayuwa kulonge yake, kanlokiya “mwalimu mwema, ndendebuli niweze kurithi ukoto wa milele?”
290a120051	Yesu kakoya “mwalowa kele ungema mwema? Ntopo aliye mwema ila Nnongo yika yake.
290a13007b	Uzitangike amri: Kana ubulage, kana ubelenye, kana ubulage, kana uboswee, kana ukoye uboso, uba eshimu tate ni mao bako.”
290a140047	Mundu ywa kakoya, “mwalimu gono gote ni gatei tangu nge mwinsembe.”
290a15009e	Yesu kanlola ni kumpenda, kankokiya, “Upongwa kilebe kimo. Inapaswa usuluse ilebe yote ubinayo na ubagane akeba, na ubani azina kumbengo. Ndipo uise ungote.
290a160052	Akatike tamaa kwa mayegeyo gano, aboi kauzunika, kwa kubaa aii ni mali ganyansima.
290a17006f	Yesu aloi kulyo ni kolyo kababakiya benepunzi bake, “buli ni kunonopa matajiri kuyingii kuupwalume wa Nnongo!
290a180073	Benepunzi batekanganya gano mayaulio. Yesu kabaakokeya yeya, “Bana kunonopa kunonopa kuyingi kupwalume wa Nnongo.
290a190057	Nantali Ngamia kuyingia mukipole sa sindano kuliko tajiri kuyingi kuupwalume wa Nnongo!
290a1a0033	Batekanganya muno kabakoya, “Eyo nyai ataokoka”
290a1b006e	Yesu kabalola ni kukoya, “kwa bandu iwesekana kwaa, lakini sio kwa Nnongo. Kwa Nnongo gote gando wesekan.”
290a1c0049	Petro katumbua kulongela naye, “lola tulei gote na ttukubengeiye we.”
290a1d0096	Yesu kakoya, “ukweli niakokiya mwenga ntopo alei nyumba, mwasage alombo bake, mao bake, tate bake, bana bake, bwee, mwalo wa nee ni mwalo wa Injili,
290a1e0092	Ambaye apokeya kwa mara mia zaidi ya sasa pano Duniani, nsengo, mwasa, nnombo, mao. bana, ni bwee, kwa masaka ni ulimwengu uisaa, ukoto wa milele.
290a1f0043	Bingi ba kwanza baba ba mwiso ni balyo ba mwisho baba ba kwanza.”
290a2000cf	Mundela kabayenda Yerusalem, Yesu abi kulonge yabe. Benepunzi batekanganya ni balyo ai kabaa kota ukyogo kaba yogopa. Yesu kabapinya pambwega balyo komi ni ibele na kutumbwa kuakokeya eso sa mpitia mbeyambe.
290a21008a	Lola, tuyenda mpaka Yerusalem, ni mwana wa Adamu aikinywa kwaa makuhani akolo ni aandishi. Wataukumu awee ni kumpiya kwa bandu ba mataifa.
290a22005c	Watamdhihaki, bamuunia mata, bampumunda fimbo na kumbulaga. Lakini lisiku nyaitatu ayoka.”
290a23006f	Yakobo ni Yohana, bana ba Zebedayo, baisi kwake ni kukoya, “Mwalimu tukupala ututtendi sosote sa tukuyopa.”
290a240024	Kabaakokeya, “mpala niatendi kele?
290a25002a	Kabakoya “Tupala kutama mwenga nkeya.”
290a260077	Yesu kayangwa, mtangite kwa eso muyopa. muwesa kunywa kikombo eso nannywea nenga au kustahamili ubatizo ago napatizana?
290a270081	Kabankokeya “Twando wesa” Yesu kabakokeya, “kikombe eso na nywea mtakinywea. Ni ubatizo ambao kwabe nmebatizwa, mtastahili.
290a28007b	Ywa atama kuluboko lwango lwa mmulyo au luboko lwango lwa nkeya nenga kwa wa upiya, kwa balyo ukasabe bayomwile kuandaa.”
290a290056	Balyo benepunzi benge komi ya bayowine gano, kabatumbwa kuakasirikia Yakobo ni Yohana.
290a2a00a0	Yesu kabakema ni kukoya, “mwandotanga balyo badhaniwa kuba atawala wa bandu ba mataifa huwatawala, Ni bandu babe mashuhuri huwaonyesha mamlaka kunani yabe.”
290a2b0051	Lakini upaswa kwaa kuba eno nkati yinu. ywa aba mpendo kati yinu lazima atumikii,
290a2c003c	Ni ywa aba wakwanza nkati yinu ni lazima abe mmanda wa bote.
290a2d006b	Mwalo mwana wa Adamu aisi kwa kutunukiwa bali aisi kutumika, ni kuyaoiya maisha gake kwa faida ya bingi.”
290a2e008f	wakaja Yeriko. Palyo kaboka Yeriko ni benepunzi bake ni kipenga sa nyansima, Mwana wa Timayo, Batimayo, kipofu myopaji, atami mmbwega ya ndela.
290a2f006a	Palyo ayomi kuba Yesu Mnazareti katumbua kupiya lukalanga kakoya, “Yesu mwana wa DaudiYesu nibonee kiya.
290a30006b	Bingi kabankoya wa ndolo, kabankokeya anyamale. Lakini kalela kwa sauti ngolo, Mwana wa Daudi nibone kiya!'
290a310052	Yesu kayema ni kukoya akemwe. Kabakoya, baa ngangale! Yinuka! Yesu ando kukema.”
290a320039	Kalitaga pambwega likoti lyake kabutuka kuyenda kwa Yesu.
290a33006f	Yesu kan'yangwa ni kukoya, “upala nikutendi kele?” Ywa nnalome ndolo kayangwa, “mwalimu nipala kubona.”
290a34005d	Yesu kambakiya, Yenda, imani yakuponinye.”papo hapo kagagumukuka, ni kunkota Yesu mu ndela.
290b010084	Wakati ogo baisi Yerusarem, kalibu ya Besthfage ni Bethania, pakitombe sa mizeituni, Yesu atumike abele kati ya balyo benepunzi bake
290b020096	Ni kuakokeya “Muyende ukijiji sa kibii kalibu ni twee. mana muujingile omo, mwammona mwana mbonda, ambaye anakwelwa kwaa. Mtabaye na munnete kwango.
290b030066	Mana api mundu kubalokiya mwalowa kele ntenda iyeya? Mbakiyaye Bwana ando kumpala na ambukiya pano.”
290b040059	Bayei ni kummona mwana mbonda kunza ya mlango kwenye mtaa wa palai ni membe kabaamuundua.
290b050057	Ni bandu bai bayemi palyo na kabaakokeya “Mutenda kele kumbundua mwana mbonda oyo?”
290b06003e	Kabaakokeya katu ya abalogoli Yesu, ni bandu kabaaleka ayende.
290b070068	Benepunzi abele banletike mwana mbonda kwa Yesu na kabatandika ngobo yabe kunani ili Yesu awese kukwela.
290b080063	Bandi banyaansima kabatandika ngobo yabe mundela ni benge batandike matambe galyo batekwi mmigonda.
290b090066	Balyo bayei kulonge yake ni balyo bankotike kaba guta “Hosana! Abarikiwe aisa kwa lina lya Bwana.”
290b0a0047	Ubarikiwe upwalume ogo uisa watate bitu Daudi! Hosana kwa aliye kunani.
290b0b0077	Ndipo Yesu ayingii Yerusalem na ayei hekaluni na aloi kila kilebe. Muda wa yei, ayei Bethania pamwepe ni komi ni ibele.
290b0c0041	Lisiku lya nyaibele, palyo kabakuya kuoma Bethania, abi ni njara.
290b0d0057	Abweni ntela wa kumwitu ubi ni manyei kutalu ayei kulola kama kubi ni kilebe mwa nnani.
290b0e0051	Kankokeya, “Ntopo wa ulya matunda kuoma kwako lelo.” Benepunzi bake bayowine.
290b0f00a2	Baisi Yerusalem ni ywembe kayingia muhekalu katumbua kubapiya panza asalusaji ni anunuzi muhekalu. Kagalwa mesa za wabadilishaji pwela ni vitu vya asulusa ngunda.
290b10004a	Kakanikiya kwa mundu yeyote kupotwa kilebe sosote muhekalu sa kisalulwage.
290b110089	Kabayegana ni kukoya, “je iandikwe kwaa, nyumba yango yakemwa nyumba ya sala kwa mataifa gote? lakini mutei lipango lya anyang'anyi.”
290b1200a4	Makuhani akolo ni aandishi bayowine ga akoyage, ni bembe kabapala ndela ya kum'bulaga. Hata hivyo bayogwipe mwalo bandu banyansima batekanganywa ni mapundisho gake.
290b130024	Kila pa yaike kitamunyo baboi mjini.
290b14004b	Kabatyanga bwamba, baabweni ntela wa mmwitu uyomike mpaka mikega gake yake.
290b15004e	Petro kakombokya ni kukoya “Rabi lola, ntela wa mmwitu wa ulaanike uyomi.”
290b16002a	Yesu kabayangwa, mube ni imani kwa Nnongo.
290b1700bd	Amini nando kuwakoya kila ywa akikokeyue kitombe seno,'Boka na ukaitage wa mwene baharini mana kana ntopo masaka kumoyo wake lakini abi ni imani sa akoiye sapitya, Eyo ndivyo Nnongo atenda.
290b18006a	Eyo nendo kuwabakiya kila kilebe sa muyopa ni kulokiya kwa ajiri yake, amini ni mpokile navyo vya ba vinu.
290b190087	Wakati wa kuyema ni kuyopa, mnapaswa kusamehe sambi naso dhidi ya mundu ywenge, ili Tate binu bambinguni abasameeni mwenga mukosa yinu.
290b1a0080	(Zingatia: mstari uno, Lakini msipo samehe tate binu wa mbinguni ni ywembe hata wasamehe masambi ginu. ntopo mu mistari ga kale)
290b1b0065	Baisi Yerusalem kwa mara yenge. Yesu katyanga hekaluni, Makuhani akolo, aandishi ni agoi baisi kwake.
