2800000005	Mateu
29060e00ab	Heroda hazuwa izi, kakuti izina lya Jesu livavuvaani. Vamwi vavali kucho, “Johani Mukolovezi ava kavuswa kuvafwile imi chovuti, izi ziho zina imakazo zitendete mwali.”
29060f0075	Vamwi ni vaati, “Nji Eliya”. Kono vamwi nivati, “Muporofita, uvu nji vumwi wavaporofita vamwi nako zentanzi.”
290610004f	Kono linu Heroda hazuwa ichi nacho, “Johani, uni vakosoli mutwi avavuuswa.”
2906110099	Mukuti Heroda avatumini kusuminwa kwa Johani niku muhakila muntolongo kaha mulandu wa Herodiasi (mwi hyabwe wa mwanchakwe Filipi), kakuti chava musesete.
2906120056	Mukuti Johani avawambiri Heroda, “Kakuyelele kwako kuva ni mwihyabwe wa mwancako.”
290613005f	“Kono Herodiyasi nakwatilila havuvengi kumulwisanisa, ni kusaka kumwihaya, kono kana avawoli,
29061400a6	Mukuti Heroda avatite Johani; avezi kuti ushiyeme imi mukwame yojolola, na muvika neenza. Muku tekeleza kwali nikwamuha kunyelwa kukando, imi namuzuwisisa chakusanga.
2906150095	Linu nikwasika mukwa Heroda hava ni luzuva lwakuzalwa kakwe ni chatenda mulalilo ni manduna vakwe, ni vayendisi venkondo, nivakulwana vamwa Galileya.
29061600c1	Mwana a Herodiasi wa mukazana iyemwine neza ni kuvazanina, nicha sangisa Heroda niva vayenzi vakwe vavasumpwa. Simwine naati kumukazana, “Nikumbiire chimwi nichimwi chosaka imi municikuhe.”
2906170065	Chakoonka kwali naati, “Chonse chete ukumbire kwangu, munichi kuhe, ku sika hakati kepuso yangu.”
2906180069	Naya hanze nichakati kuvanyina, “Chinzi chete nimukumbiire?” Nacho, “Mutwi wa Johani Mukolovezi,”
2906190085	Hohwaho nenjila chokuhwela kwa simwine ni kukumbiira, naati, “Nisaka kuti unihe hahanu, hakagwetere, mutwi wa Johani Mukolovezi”.
29061a008a	Nihakuva kuti ichi chiva sasamisi simwine, kana avali kuwola kumukanina chava kumbiiri kevaka lya kulikonka kwava tendi nicha veene vakwe.
29061b0088	Imi simwine cha tuma isole yozwa kuvaganteri ni kumulaera kumuletela mutwi wa Johani. Muganteri nayenda kuka mu kosola mutwi muntolongo.
29061c004e	Naaleta mutwi wakwe hakagwetere niku uha mukazana, mi mukazana chauha vanyina.
29061d0059	Mi varutwana vakwe, chokuzuwa ichi, chivakeza nikuhinda muviri ni kuka u uunga mwikuumbu.
29061e005a	Mi vapositola, chivakungana kuzimbuluka Jesu, ku muwambira zonse zivava kapangi ni kuruta.
29061f00ab	Ni chata kuvali, “Mwize muzwe muvene muye muchivaka chisena vaantu ni kukapumula inakozana.” Mukuti vuungi vuvakwiza ni kuyenda, imi kena vavawani nanga inako yokulya.
290620003a	Imi nivayenda muchikepe muchivaka chisena vaantu avoveene.
290621008e	Kono vava vavoni havakatuka mi vuungi ni bwaveziva, nivatilila kwateni hamwiina chamatende kuzwa mwitoropo yonse, ni kukasika lwentanzi kwavo.
290622008f	Havasika herizo, chavona chinavuungi imi chava niinse havali kakuti vavali kukola sina imberere zisena mulisi. Nichatanga kuvaruta zintu zingi.
2906230069	Chitengwaana, varutwana vakwe niveza kwali nikucho, “Ichi chivaka kachina vaantu nikuti cheli chitengu.
290624005a	Uvatumine valiyendeze munkanda zina havubbali ni muminzi kuka liulila zakulya avoveene.”
2906250093	Kono netava ni kucho kuvali, “Inwe muvahe zakulya.” Chiva cho kwali, “Tuwola kukawula inkoko ya mali a mianda yovere nikwiza kuvaha valye?”
2906260082	Nacho kuvali, “Zongai ziinkwa zimukwete? Muyende mukavone.” Hava sakisisa, nivaati, “Ziinkwa zimana iyanza ninswi zovere.”
2906270032	Chalaera vaantu vonse kwikala hansi halyani iteke.
2906280042	Niveekala muzikwata; zikwata za myandanda ni makumi ahinda iyanza.
29062900c3	Chahinda ziikwa zimana iyanza ni nswi zovere, nalolele kwiwulu nafuyola niku gamoona ziinkwa nikuziha ku varutwana kuka zininzika havusu vwavaantu. Nicha yavelela inswi zovere mukati kavo voonse.
29062a001f	Voonse vavaali mbwita havekuta.
29062b0063	Chivahinda vufwafwaali bwa ziinkwa, nikwizuza ziseye zikwana ikumi nizovere, ni vufwafwali bwenswi.
29062c003c	Mi vavali vaantu vatenda lule luhinde yanza vavaali ziinkwa.
29062d008f	Hohwaho nachita kuti varutwana vakwe vechile muchikepe vahitile havusu vwake kuya kuimwi imbali, kwa Bethesaida, naatumina chinavuungi kuyenda.
29062e002c	Chinga vayenda, nayenda herundu kuku lapera.
29062f004f	Masiku nieza, imi chikepe chichivena hakati kewate, imi aveena yenke hamutunda.
29063000b7	Imi navona kuti vavakwina muvukukutu vukando havati chivaka zuhila kwina luhuho luva kuvalwisa. Munako ya vuune yakuiza neza kuvali, nakavuyenda hewate, imi asake nava hite silubbali.
2906310065	Kono haba muvona ukavuyenda hewulu lyewate, niva zeza kuti isaku niva huwa, mane chiva tanga ku huwa,
290632006f	kakuti vavamuboni mi vavasuhite. Imi hohyaho chawamba kuvali nikuvata kuti, “Mulikoze! Jeme! Kanji mutiyi!”
2906330048	Nenjila muchikepe navo, imi luhuho chilwa siya kuhunga. Imi nivakomokwa.
2906340057	Mukuti kena vavazuwisisi kuti chiinkwa chitalusa nzi. Imi, inkulo zavo nizakukutuhazwa.
290635004e	Hachiva luutila mwishilya, chiva sika muchivaka Genesereti ni vasiika chikepe.
290636002f	Hava zuvuka muchikepe, hahobulyo niva mulemuha.
2906370070	Nichiva tirira muchikiliti chonse nikutanga kukaleta valwele kwali hamasasa, konse kuvava kuzuwa kuti kwakezite.
29063800eb	Konse mwavali kwinjira muminzi, kamba mileneñi, kamba munkanda, vava kuvikanga valwele muzibaka zamauzikizo, imi vavali kumu kumbira kuti avazuminine nanga kuwonda kumpera yachizwato chakwe. Imi vuungi vwavo vava kumu kwata vavahozwa.
2907010057	Vafalisi ni vamwi vavañoli vavali kukazwila kwa Jerusalema nivakuungana kumuzimbuluka.
2907020052	Mi vavavoni kuti vamwi vavarutiwa vavali zilyo ni mayanza enekwe, awo, asasambite.
290703006c	(Mukuti vafalisi ni vonse maJuda kavali mbwita havasamba kumayanza avo; mukuti vechilile chizo chavakulwana.
29070400e0	Cwale vafalisi havakazwa kuchivaka chamusika, kavali mbwita havasamba. Imi kwina milao mingi ivechilila chentokomelo, kukopanya ni kusambisa inkomoki, impoto, ni kahambwe ke nsipi i venya, mi mane nanga ni zikalo zivaliila.)
290705008c	Mafalisi ni vañoli ni vavuuza Jesu, “Chinzi varutiwa vako havasayi ka chizo cha Vakulwana, mukuti vavaali zilyo ni mayanza asasambite?”
2907060098	Kono nati kuvali, “Isaya avaporofiti neenza kuamana nanwe valihele, ava ñoli, 'Ava vantu bani kuteka chamiromo yavo, kono inkulo zavo zinakule naame.
2907070048	Kuteemba kusena intuso kuvaniha, kuruta milao yavantu kuva intuto yavo.'
290708003b	Musiya intaero zaIreeza muya chamikwa ya chizo chavantu.”
2907090054	Mi a va co kuvali, “Mwizi neenza kukana intaero yaIreza kuti mukuteke chizo chenu!
29070a005e	Mi Mushe nati, 'Ukuteke iso ni nyoko', ni, 'Iye yowamba vuvi kuvesi kamba vanyina luli kafwe.'
29070b009a	Kono inwe muti, 'Heba muntu uwambila vesi ni vanyina, “Cinzi ni chinzi intuso zimuvavatambuli kwangu Inkoombani,” (nji kuta kuti, 'Kuva hewa Ireeza')-
29070c003c	linu kosiwoli kumuzuminina kutenda chimwi kuvesi ni vanyina.
29070d0079	Mu kwete ku panga mulao wa Ireeza kuvula intuso chachizo chenu chimu vatambiki hansi. Ni zingi zintu ziswana zimucita.”
29070e0057	Cha sumpa chinavuungi hape ni kuwamba kuvali, “Muteke kwangu, muvonse, ni kuzuwisisa.
29070f006c	Kakwina chizwa hanze yomuntu icho cimusihisa hachinjila mwali. Nji chizwa hanze yomuntu icho chimusihisa.”
290710001d	(Wina matwi aku zuwa a zuwe).
290711005e	Haho Jesu hasiya chinavuungi ni kwinjila munzubo, varutwana vakwe chivamuvuza kuamana ninguli.
290712006f	Jesu nati, “Nenwe lyaho kamuzuwisisi? Kamuvoni kuti chonse chinjila kumuntu kuzwa hanze kachiwoli kumusihisa,
2907130094	kakuti kachiwoli kwinjila munkulo, kono chiya mwivumo ni kukachizwisikiza mukalimba-limba?” Chowu muwambiro Jesu avapangi zilyo zonse chokujolola.
290714004b	Chati, “Nji chizwa hanse yomuntu njichimusilafaza. Kakuli chizwa kumuntu,
290715003f	kuzwa mu nkulo, kuzwa mumihupulo mivi, vusaangu, vusa, kwihaya,
290716004a	vushyahi, kunuungwa, lunya, muna, mapa, kuchengelela, vuikuhumuso, vuholo,
290717003f	zonse izi zivilala zizwilila mukati, mi nji zisihisa muuntu.”
29071800a8	Chavuuka kuzwa aho ni kuyenda ku chikiliti chaTire ni Sidoni. Cheza munzubo mi kanavali kusaka kuti muntu zumwi ezive kuti kwa veena, kono kana avali kuwoleka ku patwa.
2907190087	Kono hohwaho mukulwakazi, inyina wa mwana kazana yavena luhuho lusajololi, chazuwa kuamana naye, cheza, ni kuwila hansi hamatende akwe.
29071a006f	Cwale mwanakazi avali Mugerike, waluzuvo lwa Zirofenia. Namukumbila kuhindika idimona ku mwana'kwe wa mukazana.
29071b0070	Nati kwali, “Musiye bahwile pili baleliwe. Sina hakusashiyeme kuhinda zilyo zabahwile nikuzi sohela vambwa.”
29071c0072	Kono cha mwitava nikuta kwali, “Eee, Simwine, nanga vambwa mwi konde lye ntafule valya tufwafwali twavahwile.”
29071d0059	Nati kwali, “Kakuli wawamba buti, ulukuluhite kuyenda. Idimona chilyaazwa kumwanako”.
29071e0051	Chabola ku nzubo yakwe ni kukawana muhwile ulele hamumbeta, mi idimona livayendi.
29071f007e	Cwale chayenda hape kuzwa muchikiliti chaTire, nikuyenda cha Sidoni kuya kwiwate lyaGalileya konji kuchililiti cha Dekapolisi.
2907200060	Ni chivaleta kwali zumwi yavafwile matwi ni bukavo kukuwamba, ni va mukumbila kubika iyanzahali.
2907210083	Chamuhindila kumbali kuzwa munavuungi cha kuliuungula, mi chavika minwe yakwe mumatwi akwe, mi hamana kuswa, nakwata lulimi lwakwe.
2907220054	Avaloli kwiwulu, hatuliza muhuza nikucho kwali, “Efafata” njikuti, “Yaluke!”
2907230066	Mi haho kuzuwa kwakwe chikwe yaluka, mi chiva kwete lulimi lwakwe chiva shiywa mi chava kuwamba sinte.
290724006c	Mi avava laeli kuti kanji vawambili muntu. Kono mwavali kuva laelelela, muvavali kuliwambila mane ni kuhita.
290725007e	Vava komokiswa ahulu, ni vati, “Ava pangi zintu zonse siinte. Uwola nanga vasinkite matwi kuti vazuwe ni zimumu ku wamba.”
2908010086	Mwaana mazuva, kuvali kwina hape chinavuungi chikando, mi kena vavena chimwi chokulya. Jesu cha sumpa varutwana vakwe ni kucho kuvali,
2908020066	“Nina inse ku cinavuungi, kakuli vazwilile havusu kuva name cha mazuva o tatwe mi nivasena chivalya.
2908030075	Heva ni nivatumina kuya kumunzi wavo nivasalile vawola kuzuminina munzira. Imi vamwi kuvali vakazwa mulyendo lule.”
2908040076	Varutwana vakwe chiva mwitava, “Chokuhi kwete tuwane ziinkwa zilikeene mwechi chivaka chisena vaantu kutiveekute?”
290805004f	Cha vavuza, “Zongayi ziinkwa zimukwete?” Nichivati, “Iyanza ni tovere.”
29080600c2	Cha layera chinavuungi kwi kala hansi. Cha hinda zinkwa zimana iyanza nizovere, chali tumera, ni kuzi gamoona. Naziha kuvarutwana vakwe kuvika havusu bwavo, mi chivazikaa havusu vwa chinavuungi.
2908070066	Mukuti navo vaavena inswi zilikene, imi hamana kuha buitumelo chavo, na laela varutwana kuziyava nazo.
290808005e	Nivalya nikwikuta. Imi nivatotola vufwafwali vuvashele, ziseye zikando zimana iyaza nizo vere.
290809003d	Vantu vavakusaka kulikana lule lone. Ni chava tumina kuyenda.
29080a0055	Hohwaho chechila muchikepe ni varutwana vakwe, niva yenda muchikiliti cha Dalumanuta.
29080b005b	varisi niveza kuzwa nikutanga kukanana naye. Niva muvuza chisupo chizwila kwiwulu kumulika.
29080c0094	Natuliza muhuza muluhuho nikucho, “Chizi ulu lusika lwahanu halukumbila chisupo? Chabu niti kwenu, kakwina chisupo chete nichihewe kolu lusika.”
29080d003d	Linu chava siya, nechila muchikepe niku yenda kuyimwi imbali.
29080e0068	Lyahanu varutwana nivazivala kulihindila zilyo. Kena vavena nanga chikwa chihitilila chimwina muchikepe.
29080f0058	Navakalimela nati, mulole imi mugantele, “mulungo wa Mafarisi ni mulungo wa Heroda.”
2908100038	Varutwana nichi vavuzana, “Kakuti katwina Chiinkwa.”
290811009f	Jesu avakwizi zechi, ni chacho kuvali, “Chinzi hamuvuzana kazakusava ni chiinkwa? Kana nahanu kamu zuwi? Kamu zuwisisa? Inkulo zenu za sanduka kusa tekeleza?
2908120037	Mwina menso, kamuvoni? Mwina matwi, kamuzuwi? Kamuzezi?
29081300bb	Hani gamoona ziinkwa zimana iyanza mukati kavaantu vena lule vuhinda iyanza, zi seye zongayi zivezuli vufwalifwali vwa Chiikwa zimu vahindi?” Chivati kwali, “Ikumi lyonke nizovere.”
29081400ba	Imi hani gamoona ziinkwa zi hinda iyanza nizovere, mukati kavaantu vena lule luhinda minwe yoone, zitanda zongayi zivezuli zimuva hindi?” Chivacho kwali, “Zihinda iyanza nizovere.”
2908150022	Chati, “Nahanu kamu zuwisisi?”
2908160065	Niveza kwa Betisaida. Vaantu uko chiva leta kwali mukwame yasavoni ni kukumbira Jesu kuti a muwoonde.
290817009f	Jesu chawoonda mukwame yasavoni kwi yanza, ni kumutwala kunze yo munzi. Hachaswira ha menso akwe ni kuvika mayanza akwe hali, Chamu vuza, “Kwina cho vona?”
2908180046	Nichalola mwiwulu, ni kucho, “Ni vweene vantu vayenda ili zisamu.”
290819008d	Linu cha muvika hape mayanza akwe hamenso akwe, imi mukwame che yalula menso akwe, chavozekezwa kuvona kwakwe, ni chavona zintu zonse neenza.
29081a0048	Jesu cha mutumina kunzuvo yakwe ni kucho, “Kanji winjili mwitoropo.”
29081b0080	Jesu a vayendi ni varutwana vakwe muminzi ya Sizaria Filipi. Munzira cha vuza varutwana vakwe, “Vaantu vata kunti njeme ni?”
29081c0069	Chiva mwitava ni kucho, “Johani Mukolovezi. Vamwi vacho, 'Eliya' imi vamwi, 'Zumwi wa kuvaporofita.'”
29081d0057	Chava vuza, “Inwe mucho kuti njeme ni?” Pitorosi chati kwali, “Njewe Keresite.”
29081e0034	Jesu chavakalimera kusa wambila nanga umwiina kakwe.
29081f00b9	Imi chatanga kuvaruta kuti Mwana wa Muntu uyelele kusukuluka zintu zingi, imi mwa kanwa kuvakulwana ni vapurisita vakulwana ni vañoli, imi kehayiwe, imi hakumana mazuva otatwe kavuuke.
2908200057	Nawamba ichi chokujoloza. Linu Pitolosi na muhindira ku bali ni kukatanga kumukalimera.
29082100af	Kono Jesu nachevuka ni kulolelela kuvarutwana vakwe ni ku kalimera Pitorosi ni kucho, “Voole mwisule lyangu, Satani! Kovileli ni zintu za Ireeza, kono chanzintu zavaantu.”
29082200b2	Linu cha sumpa chinavuuungi ni varutwana vakwe hamwina, ni kucho kuvali, “heva zumwi usaka kunichilira, u swanera kulikana iye mwine, anyemune chifapano chakwe, ni kunichilira.
290823008b	Kakuti yense yosaka kuhaza vuhalo vwakwe ka vusinyeherwe, imi yense yo sinyeherwa vuhalo vwakwe chevaka lyangu ni lya Ivangeli, mwa vuhaze.
290824004c	Chinzi chawana muntu, ku waana inkanda yonse, ni kusinyeherwa vuhalo bwakwe?
290825003a	Chinzi muntu chawola kuha mu kuchinchana ni vuhalo vwakwe?
290826008d	Yense yoni swavera ni maanzwi angu munu muchivi cha lusika, Mwaana o Muntu ka muswavere hakeza munkaanya Ivesi hamwina ni mailoi a jolola.”
29090100a0	Imi nacho kuvali; “chavusakusima ni milwirite, kwina vamwi kwenu inwe zimene hanu va sete nivasoole lufu ni vaseni kuvona muvuso wa Ireeza ciukeza ni ziho.”
29090200aa	Imi mazuva ahinde iyaza nikamwiina hahita, Jesu nahinda Pitolosi, ni Jakobo ni Johani nakaya nabo hewulu lye ruundu, bonke bo bulyo. Linu cha chincha mazimo havusu bwabo.
290903006e	Zizwato zakwe chiza taanga ku venya, kutuva kuhitiliza, kutuva kuhita zituviso zonze hansi muzi wola kutuvila.
2909040046	Linu Eliya ni Mushe chiveza kuboneka kuvali, imi vava kuwamba ni Jesu.
29090500b9	Pitorosi chetava nikucho kwa Jesu, “Muruti, kwina neenza hatwina hanu, cwale niha kwina bulyo tuzaake zitoomba zotatwe, chimwiina chako, chimwiina cha Mushe ni chimwiina cha Eliya.”
2909060031	(Mukuti kena avezi choku wamba, mi chivavatiite.)
2909070074	Ikope nilyeza ni kuva wumba. Linu liinzwi chilya zwa mwi kope, “Unzu mwanangu wa Muswisu uni suni, muteeke kwaali.
290908004b	Haho bulyo, havazoolola, kena vavakusi bwene zumwi yavena navo kwanda Jesu.
2909090068	Mukuka vusuuka iruundu, nichava laela kusa wambila muntu kazi vavona, hesi Mwana Muntu cha vuswa kuvafu.
29090a0076	Chiva ili bikira indaba mukati kavo, imi nivawambolisana mukati kavo cha “Ku vuuka kuvavuwile” chi iwola kutoloka.
29090b004e	Chiva muvuuza “Chizi vañoli hava chokuti Eliya uswanela kwiza lwentanzi?”
29090c00af	Chacho kuvali, Eliya initi ukeza lwentaanzi kukuvoza zintu sonnse neenza. “Linu chinzi haku ñoletwe kuti Mwana Muuntu mwa sukuluke muzintu zingi nikuhindwa uvu kena chimwi?
29090d0076	Kono nimilwira kuti Eliya chavakezi, mi vavapangi zonse zivava kusaka kwali, sina mañoli mu awamila ku amana naye.”
29090e0062	Imi havakabola kuvarutwana, ni vona chinavuungi chiva zimbulukitwe ni vañoli vava ku kunana navo.
29090f004b	Imi hava muvona, chinavuungi chiva komokwa niku tilila kwali ku mulumelisa.
2909100038	Navuuza varutwana, “Chinzi chi mukwete ku kanana navo.
290911006d	Zumwi mu chinavuungi namu mwitava. “Muruti, naleta mwanangu waswinsu kwako. Wina luhuho lumukanisa kuwamba,
290912009e	lumu hindeka, niku mudanseeka hansi nikuzwisa ifulo kumulomo, ni kusuma meeno akwe niku zuminina mubili. Na kumbira varutwai vako kulu zwisa kono vakangwa.”
290913007b	Navetava, “masika asa zumini, muku hinde inako ikuma kuhi ninikele nawe? Kanive nanwe inako ikumahi? Mumu lete kwangu.”
290914008e	Ni valeta muswisu kwali. imi luhuho haluvona Jesu, hohwaho chilwa kumu nyunga ni kumuwisa hansi. Muswisu nawila hansi niku zwa ifulo kumulomo.
290915005f	Jesu cha vuza vesi wa muswisu, “Kuzwa lili nena vuti?” Vesi chivati, “kuzwa vunini bwake.
2909160073	Lumu wisikizanga hamulilo kamba mu menzi ni kusaka kumusinya. Heva uwola kuchita cimwi, tufwire nse nikutu tusa.”
290917004c	Jesu chati kwali, “'Heva uwola'? Zose zintu ziwoleka kozuna yo zumina.'”
290918005a	“Hohwaho insi wa muhwile chahuwa nikucho kuti, “Ni zumina! Tuse kusa zumina kwangu!”
29091900ae	Jesu havona cinavuungi nichi tilile kuvali, cha kalimela luhuho zisa jololi nati: “Iwe luhuho lokusa wamba nikusazuwa, niku laela, uzwe kwali, kanji novoleli kumwinjila.”
29091a0080	Chilwa lila ahulu nikunyunga muswisu ni kukumusiya. Muswisu navonahala ubu sakayofwiile, nji kuti vuungi nivwati “U fwiile.”
29091b0054	Kono Jesu chamuwonda kwiyaza niku muzimanika mwiwulu, imi muswisu chazimana mwiwulu.
29091c006b	Hacheza kwinjira muzuvo, varutwana vakwe ni vamuvuza kumbali, “Chinzi iswe hatusana twawola kuzizwisa?”
29091d0042	Nacho kuvali, “Zina vuti kaziwoli kuzwiswa mbwita chentapelo.”
29091e004d	Chiva kazwako ni kuhita cha Galileya. Kana avakusaka niumwina kwiziva kubena,
29091f00a4	kakuti avakuruta varutwana vakwe: Nacho kuvali, “Mwana Muntu mwahewe mumanza avaantu, imi muvamwihaye. Imi chinivamwihaya, chikwahita mazuva wo tatwe ka vuuke.”
290920003a	Kono kana vavazuwisisi iyi indava, imi vavatite kumuvuuza.
290921005d	Ni chibeza kwa Kapanauma. imi havena munzuvo chava vuza, “Saka muka wambolanzi mu nzila?”
2909220051	Kono vava totwere. Mukuti vava kukavulikananisa munzila za kucho njeni mukulwana.
290923008f	Nekala hansi nikusupa venekumi ni vovere hawiina, ni kucho kuvali, “Yosaka kuva wentanzi, ave wamamanimani kuvonse ni kuva muhikaana wavonse.
2909240055	Chahinda muhwirezana ni ku muvika mukati kavo. namubika hamavoko akwe nikucho kuvali,
290925008d	“Yese yo tambula muhwire winavuti mwizina lyangu, name uni tambula, imi heva umwi unitambula, katambuli ime memeena, kono ni yavanitumi.”
2909260076	Johani nati kwali, “Muruti, tuva voni umwi yo zwisa madimona mwizina lyako nitwa muziimika, mukuti katwi chilili.”
290927009b	Imi Jesu chati, “Kanji mumu ziimiki, kakuti kakwina yete natende mutendo mukando mwizina lyangu ni kuzwahateni kusanduka kuwamba chintu chivilala changu.
290928001c	Yense yasa tulwisi nji wetu.
2909290074	Yese yo kuha inkomoki ya mezi akunywa kakuti uwila kwa Keresite, chovusakusima niti kwenu, kete naluze mupuzo wakwe.
29092a0076	Yense yetena letele umwi wava vahwilezana vazumina kwangu kuti awe, uyelele kusungwa ivwe ikando ni kusohelwa mwiwate.
29092b00a7	Chi kuti iyaza lyako likuretera kuwa, linokole kwateni. Kulotu kwako kuwana vuhalo vusamaani, kuhita kuba ni mayaza ovele ni kuke njila mulihele, mumulilo usa zimiswa.
29092c0023	Musafwi isene ni mulilo usazimiswa.
29092d0096	Heva itende lyako likuletiseza kuwa, linokole kwateni. Kukuyelele kwinjila mubuhalo nochunkuta, kuhita kuva ni matende ovele ni kuka sohelwa mulihele.
29092e0028	Mu safwii isene mi nimulilo usa zimiswa.
29092f00a1	Heva liinso lyako li kuletela kuti uwe, li nongomone mwateni. Kuku yelele kwinjira mwipuso ya Ireeza ni liso limwiina, kuhita kuke njira mulihere ni meeso overe.
290930002d	Uko masene avo kaafwi, ni mulilo usa zimiswa.
2909310030	Mukuti umwi no umwi mwa luungwe sautu ni mulilo.
290932008c	Isautu ilotu, kono heva isautu chilwa sampuka, uwoola vule kuli tenda isautu hape? Muve mwisautu mukati kenu, imi muve ni nkoozo niva mwenu.
290a0100bc	Jesu na asiya china chivaka ni kuyenda ku chikiriti cha Judeya niku chivaka mwishilya lyalwizi lwaJorodani, imi chinavuungi ni cheza kwaali hape. Ava kuvaluta hape, uvu hauvali mukwa wake.
290a02005d	Imi vafarisi chiveeza kwali kukumulika ni kuvuuza, Kuyelele ku mukwame ku kaana mwihyavwe?”
290a030029	Netava, “Chinzi chava milaeli Mushe?”
290a040055	“Chivati, “Mushe ava zuminini mukwame kuñola iñolo lye nkauhano nikumutanda.”
290a05005a	“Ivaali kukukutuhala kwe nkulo zenu chingi avamiñoleli uwu mulao,” Jesu naati kuvali.
290a060042	Kono kumatangilo empupo, 'Ireeza avavapangi mukwame ni mwanakazi.'
290a07004a	Cheli ivaka mukwame kasiye vesi ni vanyina ni ku ñambatila kwa mwihyabwe,
290a08004e	mi vovele kavave inyama imwiina. 'mukuti kavasili vovele, kono inyama imwiina.
290a090049	Kuzwaho Ireeza chavakopanyi hamwiina, ka kwina muntu yochihita hakati.”
290a0a003d	Havaveena munzuvo, valutwana chiva muvuza hape ku amana nezi.
290a0b0056	Naati kuvali, “Yense yokana mwihyabwe niku sesa ungi mwanakazi uchita vusangu kwali.
290a0c003e	hakana mwihyabwe niku seswa kuungi mukwame, uchita vusangu.”
290a0d005b	Chivaleeta vahwilezana vavo kwali kuti pona chova woondava, imi valutwana chivava kalimela.
290a0e009f	Kono Jesu hachailemuha, kenaava taveli ni kucho kuvali, “Muzuminine vahwilezana kwiza kwangu, kanji mu vakanini, mukuti muvuso wa Ireeza waavo vaswana naavo.
290a0f006e	Chovusakusima niti kwenu, yense yasa satambuli muvuso wa Ireeza uvu muhwilezana cheniti kete naaka winjile.”
290a100067	Linu chahinda vahwilezana ni ku va kumbata mu mavoko akwe niku vafuyola chaku vika mayanza akwe havali.
290a1100b1	Imi hatanga lweendo lwakwe, mukwame chatilila kwali ni kukamufukama havusu bwakwe, ni kuvuza, “Muluti wina nenza, chinzi chinitamehete ku chita kuti niyole vuhalo vusamani?”
290a12005b	“Imi Jesu nati, “chinzi honisumpa wina nenza? Kakwina wina nenza, mbwita Ireeza yeyena.
290a13007c	Mwizi intaelo: kanji wihayi, kanji utendi vusangu, kanji wivi, kanji upaki mapa, kanji uchengeleli, kuteke isoo ni nyoko.”
290a14004e	Mukwame nati, “Muluti, zonse izi zintu nibazikuteki kuzwa kubuhya bwangu.”
290a1500b8	Jesu chikumulola ni kumusuna. Chati kwali, “Chintu chimwina chobulite. Utamehete kuwuza zonse zokwete ni kuziha kubahumanehi, imi kove ni chifumu chakwiwulu. Linu wize, nichilile.”
290a16007d	Kono chevaka lyechi chiwambo, naboneka kuwilwa hahulu chazwaho ni kuyenda imi nayenda naswabite, mukuti abena chifumu chingi.
290a170061	Jesu nalolalola nikucho varutwana vakwe, “Kukutu vuti ku vahumine kwinjila muvuso wa Ireeza!”
290a180082	Varutwana niva komokiswa kuziwambo zakwe. Imi Jesu navolela kucho kuvali, “Vahwile, ku ka vo vule kwi njile mu muvuso we Ireeza!
290a190069	Ku huva kuti i kamere injile muliso lye ndonga, ku hita muntu wo muhumi kwi njila mu muvuso we Ireeza.”
290a1a0045	Vava komokwa vukando ni kuwambisana, “Linu njeni yowola kuhazwa?”
290a1b006f	Jesu chavalola ni kucho, “Nivantu kakuwoleki, kono isiñi niIreeza. Mukuti zonse zintu ziwoleka chaIreeza.”
290a1c0054	Pitolosi natanga kuwamba kwali, “Lole, tuvaka siyi zintu zonse ni kukwichilila.”
290a1d00b7	Jesu nati, “Chavusakusima nicho kwenu, kakwina waka siya inzubo, kamba vanaswisu, kamba vanakazana, kamba vanyina, kamba vesi, kamba vahwile, kamba inkanda, kachangu, nicheIvangeli,
290a1e00b6	Yaseti natambule chamwandaa kuvuungi hahanu mweinu inkanda: mazuvo, ni vanaswisu, ni vanakazana, ni vanyina, ni vahwile, ni zivaka, chamasukuluka, ni munkanda ikeza, vuhalo vusamani.
290a1f004e	Kono vangi vahitile kavave va mamani-mani, ni vamamani-mani kuva matangilo.”
290a2000f6	Vavena mumugwagwa, kuya kwa Jerusalema, imi Jesu avena havunsu vwavo. Varutwana vava komoketwe, ni vavamwichilile vavatite. Linu Jesu nahinda vamana mayanza ovele nivovele kumbali hape nikutanga kuva wambila zete chiziwola kutendahala haho kwali.
290a210062	“Muvone, tukaya hesi kwa Jerusalema, imi Mwana Muntu kakahewe kuvapurisita vakulwana ni Vañoli.
290a220088	Kava munyanse hesi kulufu nikumuha kuVamachava. Kavamukuve, kumuswila, kumushupa, ni kumwihaya. Kono chikwahita mazuva otatwe kavuke.”
290a230081	Jakobo ni Johani, vaana swisu va Zevedia, chiveza kwali ni kumuti, “Muluti, tusaka kuti iwe ututendele zonse zitu kukumbila.”
290a240037	Chati kuvali, “Chinzi chimusaka kuti nimi tendele?”
290a250066	Chivati, “Tu zuminine kwikala nawe mwi kanya yako, umwi kuvulyo vwako ni umwi ku vunzohoto vwako.”
290a26008e	Kono Jesu chavetava, “Ka mwizi chimukwete kukumbila. Muwola kunywa munkomoki yete ni nywe kamba kuva munkolovezo yete ni kolovezwe chayo?”
290a270091	“Chivacho kwali, “Tuwola” Jesu nati kuvali, “Inkomoki yete ninywe, mumuinywe. imi ninkolovezo ini kolovezwe chayo, nanwe kamu ikolovezwe.
