2800000007	Matthew
281108003e	And when they lifted up their eyes, they saw no one but Jesus.
281109008c	And as they came down from the mountain, Jesus charged them, saying: Tell the vision to no one, till the Son of man has risen from the dead.
28110a005d	And his disciples asked him, saying: Why then do the scribes say that Elijah must come first?
28110b005d	Jesus answered and said to them: Elijah, indeed, comes first, and he will restore all things.
28110c00a4	But I say to you, That Elijah has already come, and they did not recognize him, but did to him what they wished; so also shall the Son of man suffer at their hands.
28110d004a	Then, the disciples understood that he spoke to them of John the Immerser.
28110e0052	And when they had come to the multitude, there came to him a man who knelt to him,
28110f008e	and said: Lord, have mercy on my son; for he is a lunatic, and suffers grievously; for he often falls into the fire, and often into the water.
2811100047	And I brought him to thy disciples, and they were not able to cure him.
2811110093	Jesus answered and said: O faithless and perverse generation, how long shall I be with you? How long shall I bear with you? Bring him hither to me.
281112005c	And Jesus rebuked the demon, and he came out of him: and the child was cured from that hour.
281113005b	Then the disciples came to Jesus privately, and said: Why were we not able to cast him out?
2811140100	And Jesus said to them: Because of your unbelief. For verily I say to you, If you have faith like a grain of mustard-seed, you shall say to this mountain, Be removed from this place to that, and it shall be removed: and nothing shall be impossible for you.
2811150038	But this kind does not go out but by prayer and fasting.
2811160084	And as they were making their journey in Galilee, Jesus said to them: The Son of man is about to be delivered into the hands of men;
281117005d	and they will kill him, and on the third day he will be raised again. And they were very sad.
281118008a	And when they had come into Capernaum, those who collected the didrachma came to Peter, and said: Does not your teacher pay the didrachma?
28111900df	He said: Yes. And when he had come into the house, before he had spoken, Jesus said to him: What think you, Simon? From whom do the kings of the earth collect tax or tribute? From their own sons, or from the sons of others?
28111a005c	Peter said to him: From the sons of others. Jesus said to him: Then are their own sons free.
28111b00d8	But that we may give them no offense, go to the sea, and throw in a hook, and take the fish that comes up first; and when you have opened his mouth, you will find a stater; take that, and give to them for me and you.
2812010062	At that hour the disciples came to Jesus, and said: Who then is greatest in the kingdom of heaven?
281202004c	And Jesus called a little child to him, and placed him in the midst of them,
2812030076	and said: Verily I say to you, Unless you turn and become as little children, you can not enter the kingdom of heaven.
281204005f	Whoever, therefore, humbles himself as this little child, is greatest in the kingdom of heaven.
2812050046	And whoever receives one such little child on my account, receives me;
28120600b5	but whoever ensnares one of these little ones that believe in me, it were better for him that a millstone were hung about his neck, and that he were drowned in the depth of the sea.
281207007a	Alas for the world because of snares! for it is necessary that snares come: but alas for that man by whom the snare comes!
28120800d1	If, then, your hand or your foot ensnares you, cut it off, and throw it from you. It is better for you to enter into life lame or maimed, than, having two hands or two feet, to be thrown into the eternal fire.
28120900a3	And if your eye ensnares you, pull it out, and throw it from you. It is better to enter into life with one eye, than, having two eyes, to be thrown into hell-fire.
28120a009f	Take heed that you despise not one of these little ones: for I say to you, That their angels in heaven do always behold the face of my Father who is in heaven.
28120b0037	For the Son of man has come to save that which is lost.
28120c00b0	What think you? If a man have a hundred sheep, and one of them go astray, does he not leave the ninety-nine, and go into the mountains, and seek for that which has gone astray?
28120d0080	And if it so be that he find it, verily I say to you, he rejoices over it more than over the ninety-nine that did not go astray.
28120e006a	Even so, it is not the will of your Father who is in heaven, that one of these little ones should be lost.
28120f008a	And if your brother sin against you, go and tell him of his fault between you and him alone; if he hear you, you have gained your brother.
2812100088	But if he will not hear you, take with you one or two more, that, by the mouth of two or three witnesses, every word may be established.
2812110092	But if he refuse to hear them, tell it to the church; and if he also refuse to hear the church, let him be to you as a heathen man and a publican.
2812120095	Verily, I say to you, my disciples, Whatever you bind on earth, shall be bound in heaven; and whatever you loose on earth, shall be loosed in heaven.
2812130098	Again, I say to you, that if two of you agree on earth about any thing for which they will ask, it shall be done for them by my Father who is in heaven.
2812140066	For where there are two or three that have come together for my sake, there I am in the midst of them.
2812150077	Then Peter came to him, and said: Lord, how often shall my brother sin against me, and I forgive him? Till seven times?
2812160054	Jesus said to him: I say to you, Not till seven times, but till seventy times seven.
281217006d	For this reason, the kingdom of heaven is likened to a king that wished to settle accounts with his servants.
2812180069	And when he began to make a settlement, there was brought to him one that owed him ten thou sand talents.
281219008b	But as he was not able to pay, his lord commanded him, and his wife, and children, and all that he had, to be sold, and payment to be made.
28121a006f	Therefore, the servant fell down and besought him, saying, Have patience with me, Lord, and I will pay you all.
28121b0061	And the lord of that servant was moved with compassion, and let him go, and forgave him the debt.
28121c00b2	But that servant went out, and found one of his fellow-servants, who owed him a hundred denarii; and he laid hold of him, and took him by the throat, saying: Pay me what you owe.
28121d0077	Then his fellow-servant fell down at his feet, and besought him, saying: Have patience with me, and I will pay you all.
28121e0052	And he would not; but went and threw him into prison, till he should pay the debt.
28121f0078	When his fellow-servants saw what was done, they were very sad, and went and made known to their lord all that was done.
281220006f	Then his lord called him and said to him: Wicked servant! I forgave you all that debt, because you besought me.
2812210053	Ought you not to have had mercy on your fellow-servant, even as I had mercy on you?
2812220062	And his lord was angry, and delivered him to the jailers, till he should pay all that was due him.
2812230074	So also will my heavenly Father do to you, if, from your hearts, you forgive not every one his brother’s offenses.
2813010093	And it came to pass when Jesus had finished these discourses, that he departed from Galilee, and came into the borders of Judea, beyond the Jordan.
281302003a	And many multitudes followed him; and he cured them there.
2813030079	And the Pharisees came to him to tempt him, and said to him: Is it lawful for a man to put away his wife for every cause?
2813040071	He answered and said to them: Have you not read that the Creator, at the beginning, created them male and female,
2813050083	and said, For this cause shall a man leave his father and his mother, and shall cleave to his wife, and the two shall be one flesh?
2813060071	So then, they are no longer two, but one flesh. Therefore, what God has joined together, let not man put asunder.
281307005d	They said to him: Why, then, did Moses command us to give a bill of divorce and put her away?
281308008e	He said to them: Moses, on account of the hardness of your hearts, permitted you to put away your wives; but from the beginning it was not so.
28130900aa	But I say to you, That whoever puts away his wife, unless for lewdness, and marries another, commits adultery; and he that marries her that is put away, commits adultery.
28130a005c	His disciples said to him: If the relation of man and wife be such, it is not good to marry.
28130b0054	But he said to them: All can not accept this saying; only those to whom it is given.
28130c010b	For there are eunuchs that were born such from their mother’s womb; and there are eunuchs that have been made eunuchs by men; and there are eunuchs that have made themselves eunuchs for the sake of the kingdom of heaven. Let him accept it that is able to accept it.
28130d0077	Then little children were brought to him, that he might lay his hands on them and pray. And the disciples rebuked them.
28130e006e	But Jesus said: Let the little children come to me, and forbid them not: for of such is the kingdom of heaven.
28130f003c	And he laid his hands on them, and departed from that place.
281310007b	And behold, one came and said to him: Good teacher, what good thing must I do that I may have eternal life? He said to him:
281311007e	Why do you call me good? There is none good but one, that is God. But if you desire to enter into life, keep the commandments.
2813120091	He said to him: Which? Jesus replied: You shall not kill; You shall not commit adultery; You shall not steal; You shall not give false testimony;
2813130051	Honor your father and your mother; and, You shall love your neighbor as yourself.
281314004f	The young man said to him: All these have I kept from my youth, what do I lack?
2813150098	Jesus said to him: If you would be perfect, go, sell your possessions, and give to the poor, and you shall have treasure in heaven; and come, follow me.
2813160059	When the young man heard that saying, he went away grieved; for he had great possessions.
2813170073	Jesus said to his disciples: Verily I say to you, A rich man will with difficulty enter into the kingdom of heaven.
2813180089	And again I say to you: It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God.
2813190059	When the disciples heard it, they were greatly amazed, and said: Who, then, can be saved?
28131a0070	But Jesus looked on them, and said to them: With men, this is impossible; but with God, all things are possible.
28131b006b	Then Peter answered and said to him: Behold, we have left all and followed thee; what, then, shall we have?
28131c00d8	Jesus said to them: Verily I say to you, That, in the restoration, when the Son of man shall sit on his glorious throne, you also who have followed me shall sit on twelve thrones, judging the twelve tribes of Israel.
28131d00c6	And every one that has left houses, or brothers, or sisters, or father, or mother, or wife, or children, or lands, for my name’s sake, shall receive a hundred-fold, and shall inherit eternal life.
28131e003a	But many that are first shall be last; and the last first.
281401007d	For the kingdom of heaven is like the master of a house, who went out early in the morning to hire laborers for his vineyard.
281402005e	And when he had agreed with the laborers for a denarius a day, he sent them into his vineyard.
2814030052	And he went out about the third hour, and saw others standing in the market, idle;
2814040059	and he said to them: Go you also into my vineyard, and whatever is right I will give you.
2814050063	And they went. Again he went out about the sixth, and about the ninth hour, and did in like manner.
2814060082	And about the eleventh hour he went out, and found others standing idle, and said to them, Why do you stand here all the day idle?
281407007f	They said to him: No man has hired us. He said to them: Go you also into the vineyard, and whatever is right you shall receive.
281408009d	When the evening came, the owner of the vineyard said to his steward: Call the laborers, and, beginning with the last, pay them their hire even to the first.
2814090062	And when those came who had been hired about the eleventh hour, they received each one a denarius.
28140a007f	But when those came who had been hired first, they thought that they would receive more; and they received each one a denarius.
28140b0049	And when they received it, they murmured against the master of the house,
28140c0080	saying: These last have worked one hour, and you have made them equal to us, who have borne the burden of the day, and the heat.
28140d0071	But he answered and said to one of them: Friend, I do you no injustice; did you not agree with me for a denarius?
28140e0044	Take what is yours, and go; I will give to this last even as to you.
28140f005f	Is it not allowed me to do what I will with my own? Or, is your eye envious, because I am good?
2814100058	So the last shall be first, and the first last. For many are called, but few are chosen.
281411006c	And as Jesus was going up to Jerusalem, he took the twelve disciples aside on his journey, and said to them:
2814120095	Behold, we are going up to Jerusalem, and the Son of man shall be delivered to the chief priests and the scribes, and they will condemn him to death,
2814130079	and will deliver him to the Gentiles to deride, and to scourge, and to crucify: and on the third day he shall rise again.
281414006c	Then came to him the mother of the sons of Zebedee, with her sons, bowing down, and asking something of him.
28141500a5	He said to her: What do you wish? She said to him: Command that these two sons of mine may sit, the one on thy right hand, and the other on thy left, in thy kingdom.
28141600ce	But Jesus answered and said: You know not what you ask. Are you able to drink the cup that I am about to drink, and to be immersed with the immersion with which I am immersed? They said to him: We are able.
28141700f5	And he said to them: You shall drink my cup, and be immersed with the immersion with which I am immersed: but to sit on my right hand, and on my left, is not mine to give; but it shall be given to them for whom it has been prepared by my Father.
281418004c	And when the ten heard it, their anger was aroused against the two brothers.
2814190096	But Jesus called them to him, and said: You know that the rulers of the Gentiles act as lords over them, and their great men have authority over them.
28141a005c	It shall not be so among you. But whoever will be great among you, let him be your minister.
28141b003d	And whoever will be first among you, let him be your servant;
28141c006e	even as the Son of man came, not to be ministered to, but to minister, and to give his life a ransom for many.
28141d0042	And as they went out from Jericho, a great multitude followed him.
28141e0093	And behold, two blind men, sitting by the road, when they heard that Jesus was passing by, cried out, saying: Have mercy on us, Lord, son of David.
28141f0073	And the multitude charged them to be silent. But they cried the more, saying: Have mercy on us, Lord, son of David.
2814200054	And Jesus stood still, and called them, and said: What do you wish me to do for you?
2814210034	They said to him: Lord, that our eyes may be opened.
2814220077	Jesus had compassion on them, and touched their eyes; and their eyes immediately received sight, and they followed him.
2815010077	And when they drew near to Jerusalem, and had come to Bethphage, to the mount of Olives, then Jesus sent two disciples,
2815020096	saying to them: Go into the village opposite to you, and immediately you will find an ass tied, and a colt with her: loose them, and bring them to me.
2815030073	And if any one say any thing to you, you shall reply: The Lord has need of them: and he will immediately send them.
281504005c	All this was done, that the word might be fulfilled which was spoken by the prophet, saying:
281505007e	Say you to the daughter of Zion, Behold, your king comes to you, meek, and sitting upon an ass, and a colt the foal of an ass.
2815060037	And the disciples went and did as Jesus commanded them;
2815070061	and brought the ass and the colt, and put their mantles on them, and caused him to sit upon them.
2815080081	And a very great multitude spread their mantles in the road: and others cut branches from the trees, and spread them in the road.
28150900b3	And the multitudes that went before, and that followed after, cried, saying: Hosanna to the son of David. Blessed is he that comes in the name of the Lord. Hosanna in the highest.
28150a004d	And when he entered Jerusalem, all the city was moved, and said: Who is this?
28150b0054	And the multitude said: This is Jesus the prophet, that is from Nazareth of Galilee.
28150c00b3	And Jesus went into the temple of God, and drove out all that sold and bought in the temple, and overthrew the tables of the money-changers, and the seats of those who sold doves,
28150d0073	and said to them: It is written, My house shall be called a house of prayer; but you have made it a den of robbers.
28150e0048	And the blind and the lame came to him in the temple, and he cured them.
28150f00b9	But when the chief priests and the scribes saw the wonderful things that he did, and the children crying in the temple, and saying, Hosanna to the son of David, their anger was aroused,
28151000ab	and they said to him: Do you not hear what these say? And Jesus said to them: Yes; have you never read, Out of the mouth of babes and sucklings thou hast perfected praise?
2815110051	And he left them, and went out of the city to Bethany, and there spent the night.
2815120043	Now in the morning, as he was returning to the city, he was hungry:
28151300bc	and seeing a fig-tree on the road, he went to it, and found nothing on it but leaves; and he said to it: Let no fruit grow on you henceforth forever. And the fig-tree immediately withered.
2815140062	And when the disciples saw it, they were astonished, and said: How soon has the fig-tree withered!
28151500f3	Jesus answered and said to them: Verily I say to you, If you have faith, and doubt not, you shall do, not only what is done to the fig-tree, but even if you shall say to this mountain, Be taken up, and be thrown into the sea, it shall be done.
2815160048	And all things that you ask for in prayer, believing, you shall receive.
28151700c3	And after he had come into the temple, the chief priests and elders of the people came to him as he was teaching, and said: By what authority do you these things? And who gave you this authority?
2815180094	Jesus answered and said to them: I also will ask you one thing, which if you will tell me, I also will tell you by what authority I do these things.
28151900bc	The immersion of John, whence was it? from heaven, or from men? But they reasoned among themselves, and said, If we reply, From heaven, he will say to us, Why then did you not believe him?
28151a0053	But if we reply, From men, we fear the multitude; for all regard John as a prophet.
28151b0081	And they answered and said to Jesus: We know not. And he said to them: Neither do I tell you by what authority I do these things.
28151c006f	But what think you? A man had two sons; and he went to the first, and said, Son, go work to-day in my vineyard.
28151d004a	He answered and said, I will not. But he afterward regretted it, and went.
28151e006d	And he came to the other, and spoke to him in like manner. And he answered and said, I go, sir; and went not.
28151f00b7	Which of the two did the will of his father? They said to him, The first. Jesus said to them: Verily I say to you, The publicans and the harlots go into the kingdom of God before you.
28152000d0	For John came to you in the way of righteousness, and you believed him not. But the publicans and the harlots believed him. And you, when you had seen it, afterward felt no regret, that you might believe him.
28152100d8	Hear another parable: There was a master of a house who planted a vineyard, and put a hedge around it, and rigged in it a wine-press, and built a tower, and let it out to vine-dressers, and went into another country.
2815220070	And when the time of the fruit drew near, he sent his servants to the vine-dressers to receive the fruits of it.
2815230062	And the vine-dressers took his servants, and scourged one, and killed another, and stoned another.
2815240057	Again he sent other servants more than the first: and they treated them in like manner.
281525004a	But afterward he sent to them his son, saying, They will reverence my son.
281526008d	But the vine-dressers, when they saw the son, said among themselves, This is the heir; come, let us kill him, and seize upon the inheritance.
2815270047	And they took him, and carried him out of the vineyard, and killed him.
2815280058	Therefore, when the owner of the vineyard comes, what will he do to those vine-dressers?
281529009c	They said to him: He will miserably destroy those wicked men, and let out his vineyard to other vine-dressers, who will give him the fruits in their season.
28152a0082	Jesus said to them: Did you never read in the Scriptures, The stone which the builders rejected has become the head of the corner?
28152b00c0	This was from the Lord, and it is wondrous in our eyes. For this reason, I say to you, The kingdom of God shall be taken from you, and given to a nation that will bring forth the fruits of it.
28152c0081	And he that falls upon this stone shall be dashed to pieces; but him on whom it shall fall, it will make like chaff for the wind.
28152d0061	And when the chief priests and the Pharisees heard his parables, they knew that he spoke of them.
28152e006b	And when they sought to lay hold of him, they feared the multitude, because they regarded him as a prophet.
281601003d	And Jesus answering, spoke to them again in parables, saying:
281602004c	The kingdom of heaven is like a king that made a marriage feast for his son;
2816030069	and sent his servants to call those who had been invited to the marriage feast; and they refused to come.
28160400c5	Again, he sent other servants, saying, Tell those who have been invited, Behold, I have prepared my dinner; my oxen and my fatlings are killed, and all things are ready: come to the marriage feast.
2816050053	But they were careless, and went away, one to his farm, another to his merchandise.
2816060049	And the rest laid hold of his servants, and abused them, and killed them.
281607007b	And when that king heard of it, he was angry, and sent his armies, and destroyed those murderers, and burned up their city.
2816080066	Then he said to his servants: The marriage feast is ready, but those who were invited were not worthy.
2816090057	Go, therefore, to the cross-ways, and invite to the marriage feast as many as you find.
28160a009c	And those servants went out into the roads, and brought together all, as many as they found, both bad and good: and the banquet-room was filled with guests.
28160b0063	And when the king came in to see the guests, he saw there a man that had not put on a wedding-robe.
28160c005d	And he said to him, Friend, how came you in hither without a wedding-robe? And he was silent.
28160d00a5	Then the king said to his servants, Bind him hand and foot, and take him away, and throw him into the darkness without: there shall be weeping and gnashing of teeth.
28160e0024	For many are called, but few chosen.
28160f0059	Then the Pharisees went and held a consultation, that they might entrap him in his words.
28161000d7	And they sent to him their disciples, with the Herodians, saying: Teacher, we know that you are true, and that you teach the way of God in truth, and care not for any one: for you do not look upon the person of men.
2816110056	Tell us, therefore, what do you think? Is it lawful to give tribute to Cæsar, or not?
2816120053	But Jesus, knowing their wickedness, said to them: Why do you tempt me, hypocrites?
281613003b	Show me the tribute-money. And they brought him a denarius.
281614003c	And he said to them: Whose image and superscription is this?
2816150096	They said to him: Cæsar’s. Then he said to them: Give, therefore, to Cæsar the things that are Cæsar’s, and to God the things that are God’s.
281616004a	And when they heard it, they were astonished, and left him, and went away.
2816170073	On that day there came to him the Sadducees, who say that there is no resurrection; and they put a question to him,
281618008b	saying: Teacher, Moses commanded, If any one die without children, his brother shall marry his wife, and raise up children for his brother.
281619007f	Now there were with us seven brothers; and the first took a wife, and died; and, having no child, left his wife to his brother.
28161a003e	In like manner also the second, and the third, to the seventh.
28161b0021	Last of all, the woman also died.
28161c0061	Therefore, in the resurrection, of which of the seven will she be the wife? for they all had her.
28161d0067	Jesus answered and said to them: You err, because you know neither the scriptures nor the power of God.
28161e006d	For in the resurrection they neither marry nor are given in marriage, but are as the angels of God in heaven.
28161f006c	But, concerning the resurrection of the dead, have you not read that which was spoken to you by God, saying:
2816200077	I am the God of Abraham, and the God of Isaac, and the God of Jacob? God is not the God of the dead, but of the living.
2816210048	And when the multitude heard this, they were astonished at his teaching.
2816220056	When the Pharisees heard that he had put the Sadducees to silence, they came together.
2816230059	And one of them, who was a lawyer, asked him a question, that he might tempt him, saying:
2816240033	Teacher, which is the great commandment in the law?
281625007e	Jesus said to him: You shall love the Lord your God with your whole heart, and with your whole soul, and with your whole mind.
2816260028	This is the first and great commandment.
2816270044	And the second is like it: You shall love your neighbor as yourself.
281628003e	On these two commandments hang the whole law and the prophets.
281629003f	While the Pharisees were together, Jesus asked them a question,
28162a005a	saying: What think you of the Christ? whose son is he? They said to him: The son of David.
28162b0045	He said to them: How then does David in spirit call him Lord, saying,
28162c005a	The Lord said to my Lord, Sit thou at my right hand till I make thy enemies thy footstool.
28162d0030	If then David calls him Lord, how is he his son?
28162e006b	And no one was able to answer him a word; nor did any one, from that day, dare to ask him another question.
2817010039	Then Jesus spoke to the multitudes, and to his disciples,
2817020038	saying: The scribes and the Pharisees sit in Moses seat:
281703008a	therefore, all things that they command you to observe, observe and do. But do not according to their works: for they command, and do not.
281704009b	For they bind up burdens that are heavy and hard to be borne, and lay them on the shoulders of men; but they refuse to move them with one of their fingers.
281705008a	And they do all their works for the purpose of being seen by men. They make their amulets broad, and enlarge the fringes of their mantles.
281706005b	They also love the most honorable places at suppers, and the first seats in the synagogues,
2817070046	and salutations in the markets, and to be called by men, Rabbi, Rabbi.
2817080056	But you must not be called Rabbi; for one is your leader, and all of you are brethren.
281709004f	And call no man on earth your father; for one is your Father, who is in heaven.
28170a003e	And be not called leaders; for one is your leader, the Christ.
28170b0032	And the greatest among you shall be your minister.
28170c0056	Whoever exalts himself shall be humbled; and whoever humbles himself shall be exalted.
28170d00bb	But alas for you, scribes and Pharisees, hypocrites! for you eat up the houses of widows, and for a pretext make long prayers. For this reason, you shall receive the greater condemnation.
28170e00be	Alas for you, scribes and Pharisees, hypocrites! for you close the kingdom of heaven in the face of men; for you neither go in yourselves, nor do you suffer those who are entering, to go in.
28170f00b5	Alas for you, scribes and Pharisees, hypocrites! for you traverse sea and land to make one proselyte; and when he is made, you make him twofold more a child of hell than yourselves.
281710009b	Alas for you, blind guides! who say, Whoever shall swear by the temple, it is nothing; but whoever shall swear by the gold of the temple, becomes a debtor.
2817110058	Fools and blind! for which is greater, the gold, or the temple that sanctifies the gold?
281712007a	And, Whoever shall swear by the altar, it is nothing; but whoever shall swear by the gift that is on it, becomes a debtor.
2817130057	Fools and blind! for which is greater, the gift, or the altar that sanctifies the gift?
281714004f	Therefore, whoever swears by the altar, swears by it, and by all that is on it.
281715004d	And whoever swears by the temple, swears by it, and by him that dwells in it.
2817160058	And he that swears by heaven, swears by the throne of God, and by him that sits upon it.
281717010c	Alas for you, scribes and Pharisees, hypocrites! for you pay tithes of mint and dill and cummin, and have neglected the weightier matters of the law, its justice, its mercy, and its faithfulness. These you ought to have done, and those you ought not to have neglected.
2817180039	Blind guides! who strain out a gnat, but swallow a camel.
2817190098	Alas for you, scribes and Pharisees, hypocrites! for you make clean the outside of the cup and the plate; but within they are full of rapine and excess.
28171a0071	Blind Pharisee! first make clean the inside of the cup and the plate, that the outside of them also may be clean.
28171b00b9	Alas for you, scribes and Pharisees, hypocrites! for you are like whitened sepulchers, which without appear beautiful, but within are full of dead men’s bones, and of all uncleanness.
28171c0065	So also you outwardly appear to men to be just, but within you are full of hypocrisy and lawlessness.
28171d0084	Alas for you, scribes and Pharisees, hypocrites! for you build the tombs of the prophets, and adorn the sepulchers of the righteous,
28171e007c	and say: If we had been in the days of our fathers, we would not have been partakers with them in the blood of the prophets.
28171f005f	So then you testify against yourselves, that you are the sons of those who killed the prophets.
2817200030	Do you also fill up the measure of your fathers.
281721004c	Serpents, generation of vipers, how can you escape the condemnation of hell?
28172200c9	For this reason, behold, I send you prophets and wise men and scribes; and some of them you will kill and crucify; and some of them you will scourge in your synagogues, and persecute from city to city;
28172300d3	that upon you may come all the righteous blood which has been shed upon the earth, from the blood of Abel the just to the blood of Zachariah, the son of Barachiah, whom you slew between the temple and the altar.
2817240046	Verily I say to you, All these things shall come upon this generation.
28172500d4	Jerusalem, Jerusalem, thou that killest the prophets and stonest those who are sent to thee, how often have I desired to gather thy children together, as a bird gathers her young under her wings, and you refused.
281726002b	Behold, your house is left to you deserted.
281727007d	For I say to you, That you shall not see me henceforth, till you shall say, Blessed is he that comes in the name of the Lord.
2818010085	And Jesus went out, and was departing from the temple, and his disciples came to him to point out to him the buildings of the temple.
281802009e	But Jesus said to them: Do you not see all these things? Verily I say to you, There shall not be left here a stone upon a stone that shall not be thrown down,
28180300c8	And as he was sitting upon the mount of Olives, the disciples came to him privately, and said: Tell us, when shall these things be? and what shall be the sign of thy coming, and of the end of the age?
2818040047	And Jesus answered and said to them: Take heed that no one deceive you.
281805004e	For many will come in my name, saying, I am the Christ; and will deceive many.
2818060085	And you will hear of wars and rumors of wars: see that you be not troubled, for all things must be fulfilled; but the end is not yet.
281807008e	For nation will rise against nation, and kingdom against kingdom; and there will be famines and pestilences and earthquakes in various places.
281808002b	But all these are the beginning of sorrows.
281809006e	Then they will deliver you up to affliction, and kill you; and you will be hated by all nations on my account.
28180a005b	And then will many be ensnared, and they will deliver one another up, and hate one another;
28180b0035	and many false prophets will arise, and deceive many;
28180c003e	and because iniquity abounds, the love of many will grow cold.
28180d002f	But he that endures to the end, shall be saved.
28180e008b	And this gospel of the kingdom shall be preached in the whole habitable earth, for a testimony to all nations, and then shall the end come.
28180f00a1	When, therefore, you see that detestable thing that makes desolate, spoken of by Daniel the prophet, standing in the holy place, (let him that reads understand;)
2818100036	then let those who are in Judea flee to the mountains;
2818110052	let not him that is on the house-top come down to take his goods out of his house;
2818120044	and let not him that is in the field turn back to take his clothing.
281813004d	But alas for those who are with child, and those who give suck in those days!
2818140043	Pray that your flight may not be in the winter, nor on the Sabbath:
2818150075	for then shall be great affliction, such as has not been from the beginning of the world till now, nor shall ever be.
281816007c	And unless those days should be made few, no flesh could be saved. But on account of the elect those days shall be made few.
2818170053	Then if any one shall say to you: Lo! here is the Christ, or there; believe it not.
2818180086	For false Christs and false prophets will arise, and will show great signs and wonders, so as to deceive, if possible, even the elect.
2818190023	Behold, I have told you beforehand.
28181a007d	Therefore, if they say to you: Behold, he is in the desert; go not out: Behold, he is in the secret chambers; believe it not.
28181b0079	For as the lightning comes out from the east, and shines even to the west, so also shall the coming of the Son of man be.
28181c0043	For wherever the carcass is, there will the vultures come together.
28181d00c5	Immediately after the affliction of those days, the sun shall be darkened, and the moon shall not give her light, and the stars shall fall from heaven, and the hosts of the heavens shall be shaken.
28181e00c9	And then shall appear the sign of the Son of man in heaven; and then shall all the tribes of the land mourn, and they shall see the Son of man coming in the clouds of heaven with power and great glory.
28181f0094	And he will send his angels with a trumpet of great voice, and they shall gather his elect from the four winds, from one end of heaven to the other.
2818200081	Learn now a parable from the fig-tree: As soon as its branch becomes tender, and puts forth leaves, you know that summer is near.
281821004a	So also, when you see all these things, know that it is near at the doors.
2818220066	Verily I say to you, This generation shall not pass away till all these things shall have taken place.
2818230043	Heaven and earth shall pass away, but my words shall not pass away.
2818240054	But of that day and hour no one knows, not the angels of heaven, but my Father only.
2818250047	But as the days of Noah were, so shall be the coming of the Son of man.
2818260090	For as in the days before the flood, they were eating and drinking, marrying and giving in marriage, till the day in which Noah entered the ark,
2818270063	and knew not, till the flood came and took them all away: so shall be the coming of the Son of man.
281828004b	Then two men shall be in the field; one shall be taken, and the other left.
2818290050	Two women shall be grinding at the mill; one shall be taken, and the other left.
28182a0044	Watch, therefore, for you know not at what hour your Lord is coming.
28182b00a8	But know this, That if the master of the house had known at what watch the thief comes, he would have watched, and would not have permitted his house to be broken open.
28182c0060	For this reason, be you also ready; for at an hour in which you think not, the Son of man comes.
28182d008c	Who then is that faithful and wise servant, whom his master has made ruler over his household servants, to give them their food in due time?
28182e004d	Blessed is that servant, whom his master, when he comes, shall find so doing.
28182f0044	Verily I say to you, That he will make him ruler over all his goods.
281830004f	But if that wicked servant shall say in his heart, My master delays his coming;
2818310058	and shall begin to strike his fellow-servants, and shall eat and drink with the drunken;
281832006f	the master of that servant will come in a day in which he looks not for him, and at an hour which he knows not,
2818330074	and will cut him in two, and appoint him his part with the hypocrites. There shall be weeping and gnashing of teeth.
2819010076	Then shall the kingdom of heaven be likened to ten virgins, who took their lamps and went out to meet the bride-groom.
281902002e	Five of them were wise, and five were foolish.
2819030043	Those who were foolish took their lamps, and took no oil with them:
2819040039	but the wise took oil in their vessels, with their lamps.
281905003b	While the bridegroom delayed, they all slumbered and slept.
2819060055	And at midnight a cry was made: Behold, the bridegroom comes! Go you out to meet him.
2819070036	Then all those virgins arose, and trimmed their lamps.
2819080053	And the foolish said to the wise: Give us of your oil, for our lamps are going out.
2819090080	But the wise answered, saying: Lest there may not be enough for us and you, go rather to those who sell, and buy for yourselves.
28190a008d	While they were going to buy, the bridegroom came; and those who were ready went in with him to the marriage-supper; and the door was closed.
28190b0049	Afterward the other virgins also came, and said: Lord! Lord! open for us.
28190c003e	But he answered and said: Verily I say to you, I know you not.
28190d003c	Watch, therefore, for you know neither the day nor the hour.
28190e005f	For as a man, on leaving his country, called his own servants, and delivered to them his goods:
28190f008f	To one he gave five talents; to another, two; and to another, one; to each one, according to his own ability, and immediately left his country.
2819100063	Then he that had received the five talents, went and traded with them, and made other five talents.
2819110044	In like manner also, he that had received the two, gained other two.
281912005b	But he that had received the one, went and digged in the earth, and hid his lord’s money.
2819130049	After a long time, the lord of those servants came and settled with them.
28191400bb	And he that had received the five talents came and brought other five talents, and said: Lord, you delivered to me five talents: see, I have gained other five talents in addition to them.
28191500a7	His lord said to him: Well done, good and faithful servant; you have been faithful over a few things, I will make you ruler over many. Enter into the joy of your lord.
281916009e	And he also that had received the two talents came, and said: Lord, you delivered to me two talents; see, I have gained other two talents in addition to them.
28191700a7	His lord said to him: Well done, good and faithful servant; you have been faithful over a few things, I will make you ruler over many. Enter into the joy of your lord.
28191800aa	But he that had received the one talent came, and said: Lord, I knew you, that you are a hard man, reaping where you did not sow, and gathering where you did not scatter.
2819190051	And I was afraid, and went and hid your talent in the earth; see, you have yours.
28191a0091	His lord answered and said to him: Wicked and slothful servant; did you know that I reap where I did not sow, and gather where I did not scatter?
28191b0079	Therefore, you ought to have put my money with the bankers; and, when I came, I could have received my own with interest.
28191c0051	Therefore, take from him the talent, and give it to him that has the ten talents.
