2800000005	Matei
2a072b0092	Simone ajhakujhanguu, “Puniwacha jwalekekiwe lighambo likolongwa jhola ndi nampala hake jwenio.” Yecho ajhakunobholela, “Unyangwii mbone.”
2a072c0135	Peniya Yecho ajhakughalambukila mwikeghe jhola na kunobholela Simone, “Bho, mumwene mwikeghe jhonjo, naha ndeka? Bhahe, nenga punyingila pakajha pino mukambekihe ndeka mache gha kughololela makongono ghango, nambo mwikeghe jhonjo akagholwile makongono ghango kwa mahole ghake na kuhunguu kwa majhunjo ghake.
2a072d0078	Mwenga unyambwiche ndeka kwa kunjopa, nambo mwikeghe jhonjo punyingila tuu pambano alekite jhe kuchopa makongono ghango.
2a072e0078	Nambo mwenga ukambakijhe mahuta pamuto gwango, mwikeghe jhonjo ambakite mahuta gighanungilila petelele makongono ghango.
2a072f00a1	Bhahe, ninobholela mwikeghe jhonjo chakaka alekekekiwe uhakaho gwamahele ndi nhwalo alangie ughano nkolongwa, nambo jwalekekewa pandina, jwenio upala pandina.”
2a07300058	Papalapala Yecho ajhakughalambukila mwikeghe jhola, “Uhakaho gwino ghoha ulekekiwe.”
2a07310074	Bhando bhala bhakibha nabho pakulyegha bhajhakukonyana, “Bho, ndi mundo ghane hojho jwahoto kulekekeya uhakaho?”
2a07320064	Jwenio Yecho ajhakunobholela mwikeghe jhola, “Kihobholelo chino kikombwile, nnyende kwa uteeke.”
2a080100d7	Puipetita ilebhe yenio, Yecho ajhakubheghela bheghela pabomane na muchenda kutangacha Malobhe gha Mbone gha Unahota nkolongwa gwa Chapanga. Na bhabholwa bhake kome na bhabhele bhala bhakalongohine na jwenio pamonga,
2a080200da	helahela pakibha na akakeghe bhubhakabhohitwe michuka na kulamichwa ulwalo, mulilongo lyenio akibha Maliya Magidalena jwahumila ku Magidala, na jwenio akalamichwe ulwalo pamonga na kubhoha michuka chaba jhakibha najho.
2a080300ce	Yoane nhwana gwa Kucha, jwenio Kuza akibha kilongoche nkolo jwa akatumiche bha nyumba jha nkolongwa Helode, na suzana pamonga na akakeghe bhange bhapihita ilebhe yabhe kuntangatila Yecho na bhabholwa bhake.
2a080400c2	Bhando bhamahele bhakibha bhanyendilila Yecho kuhumii ku miche jhamahele bhakajhenda na kukonganika pamonga. Likunde likolongwa pulikongina pamonga ajhakwalobholela mana jha nnandanikiho gwenio.
2a080500b0	“Mundo jhumo akajhenda kumicha mbejho yake kung'onda. Pamichita mbejho yenio, mbejho henge ikaponile pahupele jha ndela na bhando bhajhakutimba timba na ijhune ijhakuhonyola.
2a080600c0	Bhahe, mbejho henge ikaponi mumaghanga undope ukibha ndeka kihekendo ghubhii panane jha lindalabho, na yenio puhitumbwila kulingulila ilomo lomo, ijhakunyala nhwalo gwangabhehe ubhehe mundope.
2a08070050	Henge ikaponikiye pakate jha mikwanga, jhene mikwanga piimelita ijhakuhindimana.
2a080800d8	Henge ikaponile mu undope ghubholile. Ijhakumela na kupambika pochii kupeta henge yamichita.” Pajhomolila kulonge gheniya, Yecho ajhakunonoha lilobhe, alongila, “Jwabhii na machikilo gha kujhoha na abangatuka!”
2a08090057	Peniya bhabholwa bhake bhakanyendile Yecho na kunkonya, nhwalo gwa nnandanikiho gwenio.
2a080a00f6	Yecho ajhakwalobholela, “Mangota mpatite kumanya chile jha unahota nkolongwa gwa Chapanga hotuhotu, nambo kwa bhando bhange naha ndeka, bhene bhalongolelwa kwa milandanikiho bhakopela na bhakotoka kulola na bhajhoha na bhakotoka kubangatuka.”
2a080b004a	“Bhahe, nnandanikiho ghongo mana jhake. Mbejho ndi lilobhe lya Chapanga.
2a080c00ca	Mbejho hela iponi mundela, ndi ulandanikiwa na bhando bhubhajhoha lilobhe lya Chapanga, peniya Limbembela uhika na kulikotopola kuhumii kumwojho gwabhe, bhakotoka kubhehe na kihobholelo na kughombokoka.
2a080d00f1	Hela iponi mukihekendo, nnandanikiho gwa mundo jwalijhoha lilobhe lya Chapanga na kulipokela kwa kuhangana, nambo bhabhehe jhe na mikegha, bhalihobholela lilobhe lyenio pandina tugha, malola anda ghahikilile kihobholelo chenie ukileka kolya.
2a080e00ff	Mbejho hela ikaponikiye pa mibha ulandanikiwa na bhando bhala bhubhajhokanikiya lilobhe lya Chapanga, nambo pubhajhendelela lilobhe lyenio, uhindimana na iholo na ilebhe ya pannema pano. Bhando bhamba bhihotola ndeka kuhenga chochoha chamaha kwa Chapanga.
2a080f00d7	Nambo mbejho iponi pa undope ghubholile, ndi ulandanikiwa na bhando bhala bhibhajhokanikiya lilobhe lya Chapanga na kulichokolekeya kwa mwojho gwa umbone. Kabhele uhimbilila na kujhendelela kuhenga ghapala Chapanga.
2a081000a6	“Bhando bhipamba ndeka kolobohi na kuhibheka nkate mukihulo hilu kubheka kuhe jha kindanda. Nambo ubheka panane jha kinala, bhando pubhajhingii nkate bhalola mbone.
2a0811007a	“Na kilebhe chochoha chikihihitwe chenie nakihumbuka, na kilebhe chochoha chikiyatalilwe na chenie nakimanyikana mbegha.
2a081200ae	“Bhahe, mukilolekeye na malobhe ghumijhoha, mundo jwabhii na kilebhe, jwenio najhonjekewa chenge, nambo jwangabhenacho, napokwa hilu chenie chandina chahola abhii nacho.”
2a08130084	Majhe mundo na akalongo bhake Yecho bhakajhabhii kunninga, nhwalo gwa lilongo lya bhando kujholoka, bhakahotwii ndeka kuhuheghelela.
2a0814006f	Mundo jhumo ajhakunnobholela Yecho, “Majhe gwino na akalongo bhino bhajhemite panja bhapala kumona mwenga.”
2a0815008a	Nambo Yecho ajhakwalobholela bhoha, “Majhe gwango na akalongo bhango ndi bhala bhibhajhoha lilobhe lya Chapanga na kulihenge lihengo.”
2a081600b0	Peniya lichiko limo Yecho ajhakujhingila mungalabha pamonga na bhabholwa bhake, ajhakwalobholela, “Tujhende tujhomboke ade kwiye jha lilabha.” Bhahe, bhajhakutumbuu mwanja.
2a081700c4	Bhahe, pubhakibha mumwanja, Yecho ajhakugholoka mungalabha mola, chwechelele kimbonga kikolongwa kijhakupogha, na mache ghajhakutumbula kujhingila nkate jha ngalabha, na bhene bhatumbwila kumilwa.
2a081800f4	Bhabholwa bhake bhala bhajhakunyendelela Yecho, bhajhakunyimuwa bhalongila, “Bhambo, Bhambo! Tanjino kuwegha!” Yecho ajhakung'ang'anuka na kukipwatalila kimbonga kikolongwa na matuhe gha mache ghala, ghajhakuleka, ndi pajhakubhehe njelembo.
2a08190105	Papalapala ajhakwakonya bhabholwa bhake, “Bho, kibhii kojhe kihobholelo chino?” Nambo bhene bhajhakukangacha na kujhoghopa kone bhapwepwelina, “Mundo hojho abhii bhole, ahoto kukipwatalila kimbonga kikolongwa na matuhe gwa mache, na yenio ikanyeketela!”
2a081a008d	Yecho na bhabholwa bhake bhakajhendilile na mwanja na kuhika kumuche gwa ku Kilambo cha Akagelache ghubhii kwiye jha lilabha lya ku Galilaya,
2a081b00d3	Yecho pahulwika mungalabha, ajhakukongana na mundo jhumo haikilila kuhumii pabomane jwakibha na michuka. Mundo jwenio kwa machiko ghamahele ahwalitajhe ngobho hilu kutama pakajha, nambo jwenio ahwelita ku mambe.
2a081c00cb	Mundo jhola pamwonita Yecho, ajhakulalama kanonoha na kukigwiya pahe palonge jhake na kulonge kanonoha, “Yecho, Mwana gwa Chapanga Nkolongwa, kibhii nike na nenga? Nijhopa, chonde ungotoka kung'aha!”
2a081d012f	Alongila naha nhwalo gwa Yecho akibha aupwatalile nchuka ghola umoke mundo jwenio. Nchuka gwenio uchikilicha mundo jwenio lihwelita machiko ghoha. Bhando bhamekita nkate na kunkonga ngojhe ya minyololo na pingo mumakongono na mu mabhoko, nambo ahwelita kunocholana, na nchuka gwitutuhana ade kunjengane.
2a081e00a5	Bhahe, Yecho ajhakukonya, “Bho, liina lino ghane?” Na jwenio ajhakujhanguu, “Liina lyango ndi, ‘Lilongo,’” nhwalo akibha na michuka twe bhubhakajhingile.
2a081f0086	Nambo michuka jhela ijhakumpembelekeya Yecho, inongolila, chonde nkotoka kutukangila ku libhomba lyanga upekeho na kuhobhelela kwenio.
2a082000c6	Pahina jhake pakibha na lilongo lya magholobhe ghalila mupele mwa kitombe. Michuka jhela ijhakumpembelekeya Yecho bhajhende bhakajhingile magholobhe, na Yecho ajhakwalekekeya ghajhingile magholobhe.
2a082100a2	Bhahe, michuka jhela pwichomwika mundo jhola, ijhakujhenda kwa magholobhe ghala, na lilongo lyoha lijhakulubheha lubhelo kutumbukila mulilabha na kuwelela mwenio.
2a08220083	Peniya bhalucha magholobhe bhoha pubhalolita ghughapitile, bhajhakujhenda lubhelo kwalongolela bhando malobhe kubomane na muchenda.
2a082300e8	Bhahe, bhando bhamahele bhakahikite kulolekeya ghughapitile. Pubhahikita pabhii jha Yecho bhajhakunkolela mundo jwabhii na michuka jhola, abhii pahina na Yecho, kongo ahwalite ngobho na malango ghake ghahengwite! Bhakajhogwipe hake.
2a0824004d	Bhando bhala bhubhalolita ghughatendika, ajhakulonge mundo jhola chalamichwe.
2a082500ad	Peniya bhando bhu ku kilambo cha Wagelache jhoha, bhajhakubhehe na bwaghaliya bhajhakunyopa Yecho abhoke peniya na ajhende konge. Yecho ajhakujhingila mungalabha na kubhoka.
2a08260076	Bhahe, mundo jhubhanchomwila michuka jhola ajhakunnyopa Yecho bhajhende bhoha, nambo Yecho ajhakuntabhuka, anobholila,
2a082700c1	“Nnyende kajhino mukalongele ilebhe yoha ikolongwa yantendile Chapanga.” Bhahe, peniya mundo jwenio ajhakujhenda, na kwatangachila bhando bha pabomane bhoha makolongwa ghatendilwe na Yecho.
2a0828008a	Bhahe, Yecho pabhujhita kabhele kwiye jha lilabha, ajhakulikolela lilongo lya bhando lijhakumpokela kwa ilulo, kongo bhatehila kunnendela.
2a082900a7	Bhahe, ajhakuhika kilongoche jhumo jwa nyumba jha kukonganikii Akayahude, liina lyake Jailu, ajhakutama makilikite palonge jha Yecho na kumpembelekeya ajhende kajhake.
2a082a00cb	Nhwalo nchikana gwake jwakanjika, jwakibha na yaka kome na mibhele, atehila kulwalwa tepekatepeka abhandikila kuwegha. Peniya Yecho pajhahwila kajha kwa Jailo, lilongo lya bhando lijhakuhindamana kwenio.
2a082b00d6	Bhahe, pakibha na mwikeghe jhumo pakate jha lilongo lela, mwikeghe jwenio alwalita ulwalo gwa pihe kwa yaka kome na mibhele. Kabhele akataghine ilebhe yake yoha kwa akaghanga, nambo abhii jhe jwakahotwii kunamicha.
2a082c0086	Mwikeghe jwenio ajhakunyendela Yecho cha kuhyeto na kupapaha lilombolo lya ngobho jhake. Papalapala ulwalo gwake gwa pihe, ajhakulama.
2a082d00a5	Yecho ajhakwakonya, “Bho, ghane jwambapihe?” Bhando bhoha pubhakanita, Petile ajhakulonge, “Bhambo, lilongo lya bhando bhubhahindamine na bhikanganakangana!”
2a082e005b	Nambo Yecho ajhakulonge, “Abhii mundo jwambapapihe, nikijhoha likakala lyango imokite.”
2a082f00df	Peniya mwikeghe jhola palepelila kujhendelela kujhobha, ajhakukilaha kongo atehila kulendema, ajhakutama makilikite palonge jha Yecho. Ajhakunnobholela pa bhando bhoha, nhwalo ghundumite kumpapaha Yecho na chinamichwe papa.
2a0830005f	Yecho ajhakunnobholela, “Nchikana gwango, kihobholelo chino kinamiche, nnyende kwa uteeke.”
2a083100a9	Yecho pajhendelila kulonge, ajhakuhika ntumiche jhumo kuhumii kajha kwa Jailu, ajhakunobholela Jailu, “Nchikana jwino ajhomwike, nneke kujhendelela kuntotoha Mmola.”
2a0832007a	Nambo pajhomwila Yecho gheniya, ajhakunnobholela Jailo, “Nkotoka kujhoghopa, uhobholele tugha, nchikana jwino nalama.”
2a0833009c	Pahikita pakajha pa Jailo, Yecho ajhakuhibhilikiya mundo jhonge kujhingila nkate nga Petile na Yohane na Yakobu pamonga na tate na majhe jwa nchikana jhola.
2a0834009c	Bhando bhoha bhakibha bhalelita malelo gha nchikana jwenio, nambo Yecho ajhakwalobholela, “Nkotoka kulela, nchikana ahwii ndeka, abhii mugholoka tugha!”
2a0835004c	Nambo bhene bhajhakunheka Yecho, nhwalo bhakamanye nchikana jhola ajhomwike.
2a08360047	Bhahe, Yecho ajhakukamula lubhoko na kunkema, “Mwe mwana, jhimuka!”
2a08370070	Ughome gwake ujhakumujhila kabhele, papalapala ajhakujhimuka. Ndi Yecho ajhakwalobholela bhankupile chakulyegha.
2a08380095	Tate na majhe gwa nchikana jhola bhajhakuhechuka hake, nambo Yecho ajhakwakanikiya bhakotoka kunnobholela mundo jhojhoha ilebhe yoha itendika peniya.
2a09010098	Yecho ajhakwakema bhabholwa bhake kome na bhabhele, ajhakwapekeya makakala pamonga na ukindendeke panane jha michuka jhoha na kulamicha ulwalo ghoghoha,
2a09020074	peniya ndi ajhakwatuma bhajhende bhakatangache Malobhe gha Unahota nkolongwa gwa Chapanga na kulamicha bhibhalwalwa.
2a090300b6	Ajhakwalobholela papalapala, alongila, “Nkotoka kughegha kilebhe chochoha mu mwanja gwino, hilu nkongocho, hilu lihako na ilebhe ya kulyegha amu mbijha amu ngobho ya kujhangangana.
2a0904005b	Bhahe, pa nyumba jhojhoha jhipala kujhingila na kupokelwa, ntame mwenio ade pupala kubhoka.
2a090500ba	Bhando anda bhakanite kumpokela, ndi mumokengane pa muche gwenio, na pumpala kukitabhuka makung'undila lutukunda lwa mu magholo gwino kwalangiya nginyililo kubhehe bhakajhonikiye jhe.”
2a09060086	Bhahe, bhajhakubhoka na kujhenda chenda jhimo na jhenge kwalobholela bhando Lilobhe lya Mbone na kwalamicha bhibhalwalwa kila chehemo.
2a09070099	Nkolongwa Helode jwa ku Galilaya pajhohina ilebhe yoha itendika, ajhakubhehe na kiholo nhwalo bhando bhange bhalongila, “Yohane Mbatichajhe ayokite!”
2a09080080	Bhange bhalongila, Eliya apitile na bhange bhalongila jwenio ndi jhumo jwa bhalondole bha Chapanga, bhibhakibha makacho ayokite.
2a0909005e	Nambo Helode akalongile, “Yohane nikahekite muto bho, Yohane ghane kabhele jhubhanongela?”
2a090a00a3	Akatenga bhala pubhabhujhita, bhajhakunobholela Yecho ghoha ghubhatehile. Yecho ajhakwatola na kujhenda nabho ade ku muche gwa ku Betisaida bhabhii kanjika chabhe.
2a090b00b7	Peniya lilongo lya bhando pulimanyita kwajhingilile Yecho, bhajhakunkengama. Yecho ajhakwapokela na kulonge nabho ilebhe ya Unahota gwa Chapanga, na helahela kwalamicha bhubhalwalita.
2a090c00ec	Lyobha pulitumbwila kutipika, akatenga bhala kome na bhabhele bhajhakunnobholela Yecho, “Mwulitabhuke lilongo lya bhando leno bhajhende mu chenda ya pahina bhakapalahe yakulyegha na pakugholoka nhwalo putubhii pano tubhii panjenga.”
2a090d00eb	Nambo Yecho ajhakwalobholela, “Mangota mapelengane ilebhe yakulyegha bheniya.” Bhene ngabhajhangwila, “Tukwete mabumunda nhwano tugha na homba ibhele. Anda naha tujhende tukahemele ilebhe yakukwela kulyegha lilongo lyoha leno.”
2a090e0080	Bhahe, bhakibha akanalome elufo nhwano. Yecho ajhakwalobholela bhabholwa bhake, “Bhatame muibhogha ya bhando makome nhwano.”
2a090f0064	Bhabholwa bhala bhajhakutenda ngita chibhalaghalikiye, bhajhakwalobholela bhando bhoha bhatame pahe.
2a091000bb	Peniya Yecho ajhakutola mabumunda nhwano ghala na homba ibhele. Ajhakulola kunane kwa Chapanga ajhakunchenguu Chapanga, ajhakumetulana na kwapekeya bhabholwa bhake bhapekehe bhando bhala.
2a09110082	Bhando bhoha bhakalile na kujhukuta. Na bhabholwa bhakujhola mahighiliko gha chakulya yoha, ijhakutwelela ichukilo kome na ibhele.
2a091200af	Lichiko limo Yecho anyopita Chapanga kanjika chake, panga bhando, na bhabholwa bhake bhakibha pahina jhake, peniya ndi ajhakwakonya, “Bho, bhando bhalonge nenga na ghane?”
2a091300e9	Bhabholwa bhala bhajhakunyangu, “Bhando bhilongela mwenga ndi mwa Yohane Mbatichajhe na bhange bhilongela mwenga ndi mwa Eliya na helahela bhando bhange bhilongela mwenga ndi jhumo jwa milondole bha makacho bha Chapanga uyokite.”
2a0914009d	Papalapala Yecho ajhakwakonya, “Bho, mangota mwenga mihola nenga na ghane?” Nambo Petile ngajhangwila, “Mwenga ndi Kilichitu jhuhumite kwa Chapanga.”
2a09150052	Bhahe, Yecho ajhakwapwatalila bhakotoka kunnobholela mundo jhonge malobhe gheniya.
2a091600e9	Yecho pajhendilila kulonge, “Mwana gwa Mundo nalunkolela lung'ahe lukolongwa na kukanwa na ighogholo na Akapiya matambiko bhakolo pamonga na bhabhola bha Malaghalikilo. Nabhankoma, na machiko matato anda ghahikite peniya nayoka.”
2a091700a8	Peniya ajhakwalobholela bhando bhoha, “Mundo jhojhoha jwapala kubhehe na nenga, akihila hote jwenio na ilebhe yake, nambo atole nchalaba gwake angengame kila lichiko.
2a0918009c	Nhwalo mundo jhojhoha jwapala kuukombola ughome gwake nahuobhecha, nambo jwahuobhecha ughome kwa nhwalo gwa Yecho, naghombokoka mu ughome gwa machiko ghoha.
2a0919005b	Nakitangatila nike mundo kupata ilebhe mbwe ya pannema pano, kongo ahuobhiche ughome gwake?
2a091a00e9	Mundo jhojhoha jwangolela hone nenga na mabholo ghango, helahela Mwana gwa Mundo, nakolela hone mundo jwenio machiko pughapala kuhika mu ung'alicho gwake na ung'alicho gwa Tate na gwa akatumiche bha kunane kwa Chapanga bhanyahinyahi.
2a091b007f	Nambo ninnobholela chakaka, bhabhii bhando bhange pambano pano nabhawejhe kabula jha kubhona Unahota nkolongwa gwa Chapanga.”
2a091c0081	Ghakapetite machiko nane Yecho palongela gheniya, ndi ajhakwatola Petile na Yohane na Yakobu kujhenda ku itombe kunyopa Chapanga.
2a091d0094	Pakibha anyopita Chapanga, kumiho kwake kujhakughalambuka, na ngobho ijhakubhehe unho ya mbumbumbu na kung'anyima ng'anyima ngita lumule lwa mbamba.
2a091e0052	Papalapala bhando bhabhele bhabhonikina akalongela nabho, bhakibha Mucha na Eliya.
2a091f00c0	Bhene bhabhonikina bhabhii na ukolo gwa Chapanga, ndi bhalonginako Yecho chela chikipala kujhomolela lihengo lyake ngita chapala Chapanga, kwa jwenio kuwegha kukupala kutendeka ku Yeluchalemo.
2a09200092	Petile na bhajhake bhukakibha mulughono tipitipi, pibhang'ang'anwika bhakauwene ung'alicho gwa Yecho, na bhando bhala bhabhele bhakajhemite nabho.
2a092100f4	Bhahe, Mucha na Eliya pubhabhokita, Petile ajhakunobholela Yecho, “Bhambo, nibhona pambano pambone hake kutama twenga! Mbaha tuchenge ichimba itato, chimo chino, chimo cha Mucha na chimo cha Eliya.” Nambo Petile akamanyite ndeka chalongila.
2a09220097	Petile pajhendilila kulonge gheniya, papa lihunde lijhakwayekelela, na lihunde lyenio palibhaheghelila bhabholwa bhala, na bhene bhajhakujhoghopa hake.
2a09230064	Peniya lilobhe kuhumii kulihunde lela, “Jhonjo ndi Mwanango jhunihagwile, munyokanikiya jwenio.”
2a092400b8	Lilobhe lela pulikotwika kulonge, Yecho abhonikina kanjika chake. Bhabholwa bhake bhakaliyalite lilobhe lyenio kumwojho gwabhe changannobholela mundo jhonge ghoha ghughatendika kwenio.
2a09250088	Kilabho jhake, Yecho pamonga na bhabholwa bhake bhatato bhala pubhahelila kuhumii ku katombe kola, bhakakonganike na lilongo lya bhando.
2a0926006a	Peniya akibha mundo jhumo kuhumii palilongo lela alalima na kulonge, “Mmola, chonde uningukiye mwanango!
2a0927009e	Machiko gwamahele uchikilwa na kuntenda alalame, kugwiya pahe na kuntenda kihinduhindu na lihulohulo upita munnomo, na ujhendelela kung'ahicha ade akochokane.
2a09280056	Nambo nakajhopite bhabholwa bhino bhahibhohe michuka jhene, nambo bhakahotwi ndeka.”
2a092900b7	Yecho pajhangwila, “Mangota kibheleko changabhehe na kihobholelo, nandama na mangota mwenga nanihimbilila ade ligha? Ndi ajhakunnobholela mundo jhola, munete mwana gwino pambano.”
2a092a00cb	Papalapala mwana jhola panheghelila Yecho, nchuka ghola ujhakugwiya pahe na kuntenda kihinduhindu. Nambo Yecho ajhakuhupwatalila na kuhubhenga nchuka na kunamicha mwana jhola, na kukamuya kwa tate mundo.
2a092b00a0	Bhando bhoha bhakakangiche hake uhotolo nkolongwa gwa Chapanga. Bhando bhala pubhajhendilila kukangacha ilebhe itendike, Yecho ajhakwalobholela bhabholwa bhake,
2a092c0086	“Unyokanikiye mbone malobhe ghinipala kunnobholela ghano, Mwana gwa Mundo natendwa kujhambilwa na kubhekwa mu mabhoko gha bhando.”
2a092d00a9	Nambo bhabholwa bhake bhakamanyite ndeka chela chabhalongolila. Lilobhe lyenio likatei kuhihywa bhakoto kumanya, bhene bhajhakunyoghopa kunkonya Yecho panane jha lyenio.
2a092e005d	Peniya bhabholwa bhake bhajhakutumbula kutaungana bhene chika, ghane nkolongwa pakate jhabhe.
2a092f0071	Nambo Yecho akamanyite chibhahola kumwojho gwabhe. Ndi ajhakuntola mwana nchokombe ko, ajhakummeka pahina jhabhe,
2a093000e3	na peniya kwalobholela, “Mundo jwampokela mwana nchokombe ngita jhonjo kwa liina lyango, jwenio ambokii nenga, na jhojhoha jwambokii nenga, apokile jwandumita, anda mundo nchokombe abhii pakate jhino, jwenio ndi nkolongwa.”
2a093100a2	Yohane ajhakujhangila kulonge, “Bhambo, tunkolile mundo abhenga michuka kwa liina lino na twenga tujhakunkelebhuya nhwalo jwenio abhii jhe pamonga na twenga.”
2a09320070	Yecho ajhakwalobholela, “Nkotoka kuhibhilikiya, nhwalo mundo jhojhoha jwangatukana abhii pamonga na twenga.”
2a0933007c	Machiko gha Yecho gha kutolwa kujhenda kunane kwa Chapanga pughabhandikila, Yecho ajhakughagha hake kujhenda ku Yeluchalemo,
2a0934009a	bhahe, ajhakwatuma bhando bhanongolele, bhene bhajhakujhenda na kujhingila pachenda jhimo jha ku Samaliya, bhakalenganikiye kila kilebhe kibhehe telatela.
2a09350070	Bhahe, akolo chenda bha peniya, bhakapahii jhe kunpokela Yecho nhwalo bhakamanyite Yecho ajhenda ku Yeluchalemo.
2a093600a8	Nambo bhabholwa bhake, Yakobu na Yohane pubhalolita gheniya, bhajhakunobholela, “Bhambo, bho, mipala tulaghalikihe mwotu kuhumii kunane kwa Chapanga gwakomelekeye?”
2a09370036	Papalapala Yecho ajhakwaghalambukila, na kwapwatalila,
2a0938004a	peniya Yecho na bhabholwa bhake bhajhakubhoka na kutyangila chenda jhenge.
2a0939006b	Pubhatyangita undela, mundo jhumo ajhakunnobholela Yecho, “Naninkengama mwenga kokoha kola kumijhenda.”
2a093a00a0	Yecho panyangwila, “Mabweya ghabhii na mikwembe jhabhe na ijhune ibhii na mihuhe jhabhe, nambo Mwana gwa Mundo akwete ndeka pakujhebhelekeya lubhaho lwake.”
2a093b0097	Nambo Yecho ajhakunnobholela mundo jhonge, “Ungengame.” Na mundo jhola ajhakujhanguu, “Bhambo, uneke nyende hote kajha, nikachike tate gwango.”
2a093c0084	Yecho ajhakunnobholela, “Mwaleke bhubhawile bhachikane bhene chika, mwenga nnyende mukatangache Unahota nkolongwa gwa Chapanga.”
2a093d007d	Papalapala mundo jhonge helahela ajhakulonge, “Bhambo, naninkengama, nambo nyenda hote kajha kwatabhuka akalongo bhango.”
2a093e00ad	Nambo Yecho panyangwila, “Mundo jhojhoha jwakamula lighela kulema, kongo ighalambuka na kulola kuhyeto, jwenio chatangatila kibhiijhe mu Unahota nkolongwa gwa Chapanga.”
2a0a0100b0	Pighajhomwikila gheniya, Bhambo Yecho ajhakwahaghula bhabholwa bhange makome chaba na bhabhele, ajhakwatuma bhabhele bhabhele bhannongolele muchenda na chehemo yapala kujhenda.
2a0a020088	Ajhakwalobholela, mahuno ghamahena, nambo bhakuhuna bhandina, munyope nkolo nng'onda antume akahenga lihengo bhakahune munng'onda gwake.
2a0a03004c	Ngoheno nnyendengane! Nitumangana mangota ngita mambelele pakate jha limehe.
2a0a040077	Nkotoka kubhehe na lilombolo lya mbijha hilu lihako hilu maghubache na undela nkotoka kunyambucha mundo jhojhoha jhola.
2a0a05006d	“Na nyumba jhojhoha jhipala kujhingila, ntumbula hote kwajhambucha, ‘Uteeke ubhehe pa nyumba jhenjeno.’
2a0a060081	Anda abhii mundo mwenio jwapala uteeke, peniya nautama na jwenio, anda mundo jwenio apala jhe uteeke, na uteeke gwino utame nako.
2a0a0700a3	Ntamangane panyumba jhejhe, mukinywagha na kulyegha chibhampela, nhwalo jwahenga lihengo atope malepo ghake. Nkotoka kubheka mahame kubhoka nyumba jhimo na jhenge.
2a0a080053	Nambo muche ghumipala kuhikila na bhando bhake bhapokile, nnyakila ibhanenganikiye.
2a0a090079	Mwalamiche bhibhalwalwa bhibhabhii kwenio na kwalobholela bhando, ‘Unahota nkolongwa gwa Chapanga ubhandikile kwino.’
2a0a0a006a	Nambo pujhingila pa muche ghoghoha ghola na bhando bhampoki ndeka, mumokengane, na uhike pandela nnongela,
2a0a0b009c	‘Hilu lutukunda lwa pa muche gwino lulung'ang'anile mumakongono ghito, tupyatila mabhene. Nambo umanyengane, Unahota nkolongwa gwa Chapanga nheghelile!’
2a0a0c0083	Ninnobholela chakaka, lichiko lya luhadabulo lwa Chapanga bhando kwa bha muche gwa ku Sodoma nahijhojhoka kutama mumalagho gheniya!
2a0a0d00fb	“Nanola choto mwa Kolachine! Nanola choto mwenga mwa Betichaida! Nhwalo ikangacho itendika kwino, ngahitendika ku Tilo na ku Sidone, kuhumii makacho bhando bhake ngabhatumbwile kuwala ngobho ya majafafa na kutama paliho kulangiya bhamujhii Chapanga!
2a0a0e0079	Mulichiko lya luhadabulo lwa Chapanga mangota bhando bhu ku Tilo na ku Sidone nabhalongela itopela kubhehe lilagho lende.
2a0a0f0086	Mwenga, ma Kapelenaumo! Bho, namukikweya ade kunane kwa Chapanga? Oko naha ndeka, nabhahuluha ade ku kilambo cha bhando bhubhawile!”
2a0a1000ed	Yecho ajhakwalobholela, “Mundo jwenio jwanyokanikiya mangota, anyokanikiya na nenga na mundo jhojhoha jwakana kumpokela mangota, jwenio angana kumbokela nenga. Na jhojhoha jwangana kumbokela nenga, ankana kumpokela jhola jwandumita.”
2a0a1100a0	Bhabholwa bhala makome chaba na bhabhele pubhabhujhita kwa kuhanganila, bhalongila, “Bhambo,” michuka na jhene ghajhokanikiye lilaghilo lito kwa liina lino!
2a0a120072	Nambo Yecho ajhakwalobholela, “Nikamwene Limbembela pagwila kuhumii kunane kwa Chapanga ngita lumule lwa mbamba.
2a0a13008d	Chakaka! Nipelangana ukindendeke gwa kuntimba lijhoka na kipyelele, ukindendeke gwa makakala ghoha gha likoko kibhii jhe kilebhe chakumengwa.
2a0a14007d	Nambo nkotoka kuhanganila nhwalo michuka inyokanikiye, ndi uhekelele nhwalo mahina gwino ghajhandikwe kunane kwa Chapanga.”
2a0a150143	Machiko ghagha, Yecho atwelile kiheko kwa ndela jha Uhuke gwa Chapanga, ajhakutumbula kulonge, “Nichengula mwe mwa Tate, Bhambo jwa kunane kwa Chapanga na pannema, kwa nhwalo mwahihite bhubhabhii na malango na bhando bhubhachomite malobhe ghanga, na kwayekulila yana ichokombe. Chakaka Bhambo, Tate naha ndi chipalita!”
2a0a1600c1	Ajhakujhendelela kulonge, “Tate gwango ambekihe ilebhe yoha. Abhii ndeka jwaumanya Mwana nga Tate mundo, na abhii jhe jwaumanya Tate mundo nga Mwana na jhojhoha jwampahile mwana uyekulila.”
2a0a17008f	Peniya ajhakwaghalambukila bhabholwa bhake, ajhakulonge nabho pakiyepela, “Chapanga abhapekiye mota bhando bhibhalola ilebhe imulola mangota!
2a0a1800b4	Ninnobholela chakaka, bhalondole bha Chapanga twe na akanahota bhakaghanite kulola gheniya ghumulola, bhalepelile, na kughajhokanikiya malobhe gheniya, bhene bhakajhohine ndeka.”
