010000000c	בראשית
051c1500d9	יַדְבֵּק יְהֹוָה בְּךָ אֶת־הַדָּבֶר עַד כַּלֹּתוֹ אֹֽתְךָ מֵעַל הָאֲדָמָה אֲשֶׁר־אַתָּה בָא־שָׁמָּה לְרִשְׁתָּֽהּ׃
051c160107	יַכְּכָה יְהֹוָה בַּשַּׁחֶפֶת וּבַקַּדַּחַת וּבַדַּלֶּקֶת וּבַֽחַרְחֻר וּבַחֶרֶב וּבַשִּׁדָּפוֹן וּבַיֵּרָקוֹן וּרְדָפוּךָ עַד אׇבְדֶֽךָ׃
051c1700a3	וְהָיוּ שָׁמֶיךָ אֲשֶׁר עַל־רֹאשְׁךָ נְחֹשֶׁת וְהָאָרֶץ אֲשֶׁר־תַּחְתֶּיךָ בַּרְזֶֽל׃
051c1800b6	יִתֵּן יְהֹוָה אֶת־מְטַר אַרְצְךָ אָבָק וְעָפָר מִן־הַשָּׁמַיִם יֵרֵד עָלֶיךָ עַד הִשָּׁמְדָֽךְ׃
051c190130	יִתֶּנְךָ יְהֹוָה ׀ נִגָּף לִפְנֵי אֹיְבֶיךָ בְּדֶרֶךְ אֶחָד תֵּצֵא אֵלָיו וּבְשִׁבְעָה דְרָכִים תָּנוּס לְפָנָיו וְהָיִיתָ לְזַֽעֲוָה לְכֹל מַמְלְכוֹת הָאָֽרֶץ׃
051c1a00b2	וְהָיְתָה נִבְלָֽתְךָ לְמַֽאֲכָל לְכׇל־עוֹף הַשָּׁמַיִם וּלְבֶהֱמַת הָאָרֶץ וְאֵין מַחֲרִֽיד׃
051c1b00d6	יַכְּכָה יְהֹוָה בִּשְׁחִין מִצְרַיִם (ובעפלים) [וּבַטְּחֹרִים] וּבַגָּרָב וּבֶחָרֶס אֲשֶׁר לֹא־תוּכַל לְהֵרָפֵֽא׃
051c1c007d	יַכְּכָה יְהֹוָה בְּשִׁגָּעוֹן וּבְעִוָּרוֹן וּבְתִמְהוֹן לֵבָֽב׃
051c1d014c	וְהָיִיתָ מְמַשֵּׁשׁ בַּֽצׇּהֳרַיִם כַּאֲשֶׁר יְמַשֵּׁשׁ הַֽעִוֵּר בָּאֲפֵלָה וְלֹא תַצְלִיחַ אֶת־דְּרָכֶיךָ וְהָיִיתָ אַךְ עָשׁוּק וְגָזוּל כׇּל־הַיָּמִים וְאֵין מוֹשִֽׁיעַ׃
051c1e00ed	אִשָּׁה תְאָרֵשׂ וְאִישׁ אַחֵר (ישגלנה) [יִשְׁכָּבֶנָּה] בַּיִת תִּבְנֶה וְלֹא־תֵשֵׁב בּוֹ כֶּרֶם תִּטַּע וְלֹא תְחַלְּלֶֽנּוּ׃
051c1f0123	שׁוֹרְךָ טָבוּחַ לְעֵינֶיךָ וְלֹא תֹאכַל מִמֶּנּוּ חֲמֹֽרְךָ גָּזוּל מִלְּפָנֶיךָ וְלֹא יָשׁוּב לָךְ צֹֽאנְךָ נְתֻנוֹת לְאֹיְבֶיךָ וְאֵין לְךָ מוֹשִֽׁיעַ׃
051c2000d4	בָּנֶיךָ וּבְנֹתֶיךָ נְתֻנִים לְעַם אַחֵר וְעֵינֶיךָ רֹאוֹת וְכָלוֹת אֲלֵיהֶם כׇּל־הַיּוֹם וְאֵין לְאֵל יָדֶֽךָ׃
051c2100d9	פְּרִי אַדְמָֽתְךָ וְכׇל־יְגִיעֲךָ יֹאכַל עַם אֲשֶׁר לֹא־יָדָעְתָּ וְהָיִיתָ רַק עָשׁוּק וְרָצוּץ כׇּל־הַיָּמִֽים׃
051c22006d	וְהָיִיתָ מְשֻׁגָּע מִמַּרְאֵה עֵינֶיךָ אֲשֶׁר תִּרְאֶֽה׃
051c2300f8	יַכְּכָה יְהֹוָה בִּשְׁחִין רָע עַל־הַבִּרְכַּיִם וְעַל־הַשֹּׁקַיִם אֲשֶׁר לֹא־תוּכַל לְהֵרָפֵא מִכַּף רַגְלְךָ וְעַד קׇדְקֳדֶֽךָ׃
051c240133	יוֹלֵךְ יְהֹוָה אֹתְךָ וְאֶֽת־מַלְכְּךָ אֲשֶׁר תָּקִים עָלֶיךָ אֶל־גּוֹי אֲשֶׁר לֹא־יָדַעְתָּ אַתָּה וַאֲבֹתֶיךָ וְעָבַדְתָּ שָּׁם אֱלֹהִים אֲחֵרִים עֵץ וָאָֽבֶן׃
051c2500b8	וְהָיִיתָ לְשַׁמָּה לְמָשָׁל וְלִשְׁנִינָה בְּכֹל הָֽעַמִּים אֲשֶׁר־יְנַהֶגְךָ יְהֹוָה שָֽׁמָּה׃
051c260090	זֶרַע רַב תּוֹצִיא הַשָּׂדֶה וּמְעַט תֶּאֱסֹף כִּי יַחְסְלֶנּוּ הָאַרְבֶּֽה׃
051c2700b7	כְּרָמִים תִּטַּע וְעָבָדְתָּ וְיַיִן לֹֽא־תִשְׁתֶּה וְלֹא תֶאֱגֹר כִּי תֹאכְלֶנּוּ הַתֹּלָֽעַת׃
051c28009b	זֵיתִים יִהְיוּ לְךָ בְּכׇל־גְּבוּלֶךָ וְשֶׁמֶן לֹא תָסוּךְ כִּי יִשַּׁל זֵיתֶֽךָ׃
051c290085	בָּנִים וּבָנוֹת תּוֹלִיד וְלֹא־יִהְיוּ לָךְ כִּי יֵלְכוּ בַּשֶּֽׁבִי׃
051c2a0064	כׇּל־עֵצְךָ וּפְרִי אַדְמָתֶךָ יְיָרֵשׁ הַצְּלָצַֽל׃
051c2b00ac	הַגֵּר אֲשֶׁר בְּקִרְבְּךָ יַעֲלֶה עָלֶיךָ מַעְלָה מָּעְלָה וְאַתָּה תֵרֵד מַטָּה מָּֽטָּה׃
051c2c00a4	הוּא יַלְוְךָ וְאַתָּה לֹא תַלְוֶנּוּ הוּא יִהְיֶה לְרֹאשׁ וְאַתָּה תִּֽהְיֶה לְזָנָֽב׃
051c2d0157	וּבָאוּ עָלֶיךָ כׇּל־הַקְּלָלוֹת הָאֵלֶּה וּרְדָפוּךָ וְהִשִּׂיגוּךָ עַד הִשָּׁמְדָךְ כִּי־לֹא שָׁמַעְתָּ בְּקוֹל יְהֹוָה אֱלֹהֶיךָ לִשְׁמֹר מִצְוֺתָיו וְחֻקֹּתָיו אֲשֶׁר צִוָּֽךְ׃
051c2e006d	וְהָיוּ בְךָ לְאוֹת וּלְמוֹפֵת וּֽבְזַרְעֲךָ עַד־עוֹלָֽם׃
051c2f00a9	תַּחַת אֲשֶׁר לֹא־עָבַדְתָּ אֶת־יְהֹוָה אֱלֹהֶיךָ בְּשִׂמְחָה וּבְטוּב לֵבָב מֵרֹב כֹּֽל׃
051c30013d	וְעָבַדְתָּ אֶת־אֹיְבֶיךָ אֲשֶׁר יְשַׁלְּחֶנּוּ יְהֹוָה בָּךְ בְּרָעָב וּבְצָמָא וּבְעֵירֹם וּבְחֹסֶר כֹּל וְנָתַן עֹל בַּרְזֶל עַל־צַוָּארֶךָ עַד הִשְׁמִידוֹ אֹתָֽךְ׃
051c3100df	יִשָּׂא יְהֹוָה עָלֶיךָ גּוֹי מֵרָחֹק מִקְצֵה הָאָרֶץ כַּאֲשֶׁר יִדְאֶה הַנָּשֶׁר גּוֹי אֲשֶׁר לֹא־תִשְׁמַע לְשֹׁנֽוֹ׃
051c320085	גּוֹי עַז פָּנִים אֲשֶׁר לֹא־יִשָּׂא פָנִים לְזָקֵן וְנַעַר לֹא יָחֹֽן׃
051c330154	וְאָכַל פְּרִי בְהֶמְתְּךָ וּפְרִֽי־אַדְמָתְךָ עַד הִשָּׁמְדָךְ אֲשֶׁר לֹא־יַשְׁאִיר לְךָ דָּגָן תִּירוֹשׁ וְיִצְהָר שְׁגַר אֲלָפֶיךָ וְעַשְׁתְּרֹת צֹאנֶךָ עַד הַאֲבִידוֹ אֹתָֽךְ׃
051c340185	וְהֵצַר לְךָ בְּכׇל־שְׁעָרֶיךָ עַד רֶדֶת חֹמֹתֶיךָ הַגְּבֹהֹת וְהַבְּצֻרוֹת אֲשֶׁר אַתָּה בֹּטֵחַ בָּהֵן בְּכׇל־אַרְצֶךָ וְהֵצַר לְךָ בְּכׇל־שְׁעָרֶיךָ בְּכׇל־אַרְצְךָ אֲשֶׁר נָתַן יְהֹוָה אֱלֹהֶיךָ לָֽךְ׃
051c350111	וְאָכַלְתָּ פְרִֽי־בִטְנְךָ בְּשַׂר בָּנֶיךָ וּבְנֹתֶיךָ אֲשֶׁר נָתַן־לְךָ יְהֹוָה אֱלֹהֶיךָ בְּמָצוֹר וּבְמָצוֹק אֲשֶׁר־יָצִיק לְךָ אֹיְבֶֽךָ׃
051c3600d3	הָאִישׁ הָרַךְ בְּךָ וְהֶעָנֹג מְאֹד תֵּרַע עֵינוֹ בְאָחִיו וּבְאֵשֶׁת חֵיקוֹ וּבְיֶתֶר בָּנָיו אֲשֶׁר יוֹתִֽיר׃
051c37011f	מִתֵּת ׀ לְאַחַד מֵהֶם מִבְּשַׂר בָּנָיו אֲשֶׁר יֹאכֵל מִבְּלִי הִשְׁאִֽיר־לוֹ כֹּל בְּמָצוֹר וּבְמָצוֹק אֲשֶׁר יָצִיק לְךָ אֹיִבְךָ בְּכׇל־שְׁעָרֶֽיךָ׃
051c38012d	הָרַכָּה בְךָ וְהָעֲנֻגָּה אֲשֶׁר לֹֽא־נִסְּתָה כַף־רַגְלָהּ הַצֵּג עַל־הָאָרֶץ מֵהִתְעַנֵּג וּמֵרֹךְ תֵּרַע עֵינָהּ בְּאִישׁ חֵיקָהּ וּבִבְנָהּ וּבְבִתָּֽהּ׃
051c39014f	וּֽבְשִׁלְיָתָהּ הַיּוֹצֵת ׀ מִבֵּין רַגְלֶיהָ וּבְבָנֶיהָ אֲשֶׁר תֵּלֵד כִּֽי־תֹאכְלֵם בְּחֹסֶר־כֹּל בַּסָּתֶר בְּמָצוֹר וּבְמָצוֹק אֲשֶׁר יָצִיק לְךָ אֹיִבְךָ בִּשְׁעָרֶֽיךָ׃
051c3a0140	אִם־לֹא תִשְׁמֹר לַעֲשׂוֹת אֶת־כׇּל־דִּבְרֵי הַתּוֹרָה הַזֹּאת הַכְּתֻבִים בַּסֵּפֶר הַזֶּה לְיִרְאָה אֶת־הַשֵּׁם הַנִּכְבָּד וְהַנּוֹרָא הַזֶּה אֵת יְהֹוָה אֱלֹהֶֽיךָ׃
051c3b00dd	וְהִפְלָא יְהֹוָה אֶת־מַכֹּתְךָ וְאֵת מַכּוֹת זַרְעֶךָ מַכּוֹת גְּדֹלֹת וְנֶאֱמָנוֹת וׇחֳלָיִם רָעִים וְנֶאֱמָנִֽים׃
051c3c00a9	וְהֵשִׁיב בְּךָ אֵת כׇּל־מַדְוֵה מִצְרַיִם אֲשֶׁר יָגֹרְתָּ מִפְּנֵיהֶם וְדָבְקוּ בָּֽךְ׃
051c3d00db	גַּם כׇּל־חֳלִי וְכׇל־מַכָּה אֲשֶׁר לֹא כָתוּב בְּסֵפֶר הַתּוֹרָה הַזֹּאת יַעְלֵם יְהֹוָה עָלֶיךָ עַד הִשָּׁמְדָֽךְ׃
051c3e00fb	וְנִשְׁאַרְתֶּם בִּמְתֵי מְעָט תַּחַת אֲשֶׁר הֱיִיתֶם כְּכוֹכְבֵי הַשָּׁמַיִם לָרֹב כִּֽי־לֹא שָׁמַעְתָּ בְּקוֹל יְהֹוָה אֱלֹהֶֽיךָ׃
051c3f01a9	וְהָיָה כַּאֲשֶׁר־שָׂשׂ יְהֹוָה עֲלֵיכֶם לְהֵיטִיב אֶתְכֶם וּלְהַרְבּוֹת אֶתְכֶם כֵּן יָשִׂישׂ יְהֹוָה עֲלֵיכֶם לְהַאֲבִיד אֶתְכֶם וּלְהַשְׁמִיד אֶתְכֶם וְנִסַּחְתֶּם מֵעַל הָאֲדָמָה אֲשֶׁר־אַתָּה בָא־שָׁמָּה לְרִשְׁתָּֽהּ׃
051c400136	וֶהֱפִֽיצְךָ יְהֹוָה בְּכׇל־הָעַמִּים מִקְצֵה הָאָרֶץ וְעַד־קְצֵה הָאָרֶץ וְעָבַדְתָּ שָּׁם אֱלֹהִים אֲחֵרִים אֲשֶׁר לֹא־יָדַעְתָּ אַתָּה וַאֲבֹתֶיךָ עֵץ וָאָֽבֶן׃
051c410114	וּבַגּוֹיִם הָהֵם לֹא תַרְגִּיעַ וְלֹא־יִהְיֶה מָנוֹחַ לְכַף־רַגְלֶךָ וְנָתַן יְהֹוָה לְךָ שָׁם לֵב רַגָּז וְכִלְיוֹן עֵינַיִם וְדַאֲבוֹן נָֽפֶשׁ׃
051c4200bc	וְהָיוּ חַיֶּיךָ תְּלֻאִים לְךָ מִנֶּגֶד וּפָֽחַדְתָּ לַיְלָה וְיוֹמָם וְלֹא תַאֲמִין בְּחַיֶּֽיךָ׃
051c430117	בַּבֹּקֶר תֹּאמַר מִֽי־יִתֵּן עֶרֶב וּבָעֶרֶב תֹּאמַר מִֽי־יִתֵּן בֹּקֶר מִפַּחַד לְבָֽבְךָ אֲשֶׁר תִּפְחָד וּמִמַּרְאֵה עֵינֶיךָ אֲשֶׁר תִּרְאֶֽה׃
051c44015c	וֶהֱשִֽׁיבְךָ יְהֹוָה ׀ מִצְרַיִם בׇּאֳנִיּוֹת בַּדֶּרֶךְ אֲשֶׁר אָמַרְתִּֽי לְךָ לֹא־תֹסִיף עוֹד לִרְאֹתָהּ וְהִתְמַכַּרְתֶּם שָׁם לְאֹיְבֶיךָ לַעֲבָדִים וְלִשְׁפָחוֹת וְאֵין קֹנֶֽה׃
051d010127	אֵלֶּה דִבְרֵי הַבְּרִית אֲֽשֶׁר־צִוָּה יְהֹוָה אֶת־מֹשֶׁה לִכְרֹת אֶת־בְּנֵי יִשְׂרָאֵל בְּאֶרֶץ מוֹאָב מִלְּבַד הַבְּרִית אֲשֶׁר־כָּרַת אִתָּם בְּחֹרֵֽב׃
051d020156	וַיִּקְרָא מֹשֶׁה אֶל־כׇּל־יִשְׂרָאֵל וַיֹּאמֶר אֲלֵהֶם אַתֶּם רְאִיתֶם אֵת כׇּל־אֲשֶׁר עָשָׂה יְהֹוָה לְעֵֽינֵיכֶם בְּאֶרֶץ מִצְרַיִם לְפַרְעֹה וּלְכׇל־עֲבָדָיו וּלְכׇל־אַרְצֽוֹ׃
051d0300a2	הַמַּסּוֹת הַגְּדֹלֹת אֲשֶׁר רָאוּ עֵינֶיךָ הָאֹתֹת וְהַמֹּפְתִים הַגְּדֹלִים הָהֵֽם׃
051d0400bd	וְלֹא־נָתַן יְהֹוָה לָכֶם לֵב לָדַעַת וְעֵינַיִם לִרְאוֹת וְאׇזְנַיִם לִשְׁמֹעַ עַד הַיּוֹם הַזֶּֽה׃
051d0500f3	וָאוֹלֵךְ אֶתְכֶם אַרְבָּעִים שָׁנָה בַּמִּדְבָּר לֹֽא־בָלוּ שַׂלְמֹֽתֵיכֶם מֵעֲלֵיכֶם וְנַעַלְךָ לֹֽא־בָלְתָה מֵעַל רַגְלֶֽךָ׃
051d0600be	לֶחֶם לֹא אֲכַלְתֶּם וְיַיִן וְשֵׁכָר לֹא שְׁתִיתֶם לְמַעַן תֵּֽדְעוּ כִּי אֲנִי יְהֹוָה אֱלֹהֵיכֶֽם׃
051d0700f6	וַתָּבֹאוּ אֶל־הַמָּקוֹם הַזֶּה וַיֵּצֵא סִיחֹן מֶֽלֶךְ־חֶשְׁבּוֹן וְעוֹג מֶלֶךְ־הַבָּשָׁן לִקְרָאתֵנוּ לַמִּלְחָמָה וַנַּכֵּֽם׃
051d0800be	וַנִּקַּח אֶת־אַרְצָם וַנִּתְּנָהּ לְנַחֲלָה לָראוּבֵנִי וְלַגָּדִי וְלַחֲצִי שֵׁבֶט הַֽמְנַשִּֽׁי׃
051d0900d8	וּשְׁמַרְתֶּם אֶת־דִּבְרֵי הַבְּרִית הַזֹּאת וַעֲשִׂיתֶם אֹתָם לְמַעַן תַּשְׂכִּילוּ אֵת כׇּל־אֲשֶׁר תַּעֲשֽׂוּן׃
051d0a00fd	אַתֶּם נִצָּבִים הַיּוֹם כֻּלְּכֶם לִפְנֵי יְהֹוָה אֱלֹהֵיכֶם רָאשֵׁיכֶם שִׁבְטֵיכֶם זִקְנֵיכֶם וְשֹׁטְרֵיכֶם כֹּל אִישׁ יִשְׂרָאֵֽל׃
051d0b00ac	טַפְּכֶם נְשֵׁיכֶם וְגֵרְךָ אֲשֶׁר בְּקֶרֶב מַחֲנֶיךָ מֵחֹטֵב עֵצֶיךָ עַד שֹׁאֵב מֵימֶֽיךָ׃
051d0c00be	לְעׇבְרְךָ בִּבְרִית יְהֹוָה אֱלֹהֶיךָ וּבְאָלָתוֹ אֲשֶׁר יְהֹוָה אֱלֹהֶיךָ כֹּרֵת עִמְּךָ הַיּֽוֹם׃
051d0d0140	לְמַעַן הָקִֽים־אֹתְךָ הַיּוֹם ׀ לוֹ לְעָם וְהוּא יִֽהְיֶה־לְּךָ לֵֽאלֹהִים כַּאֲשֶׁר דִּבֶּר־לָךְ וְכַאֲשֶׁר נִשְׁבַּע לַאֲבֹתֶיךָ לְאַבְרָהָם לְיִצְחָק וּֽלְיַעֲקֹֽב׃
051d0e00a4	וְלֹא אִתְּכֶם לְבַדְּכֶם אָנֹכִי כֹּרֵת אֶת־הַבְּרִית הַזֹּאת וְאֶת־הָאָלָה הַזֹּֽאת׃
051d0f00ed	כִּי אֶת־אֲשֶׁר יֶשְׁנוֹ פֹּה עִמָּנוּ עֹמֵד הַיּוֹם לִפְנֵי יְהֹוָה אֱלֹהֵינוּ וְאֵת אֲשֶׁר אֵינֶנּוּ פֹּה עִמָּנוּ הַיּֽוֹם׃
051d1000f1	כִּֽי־אַתֶּם יְדַעְתֶּם אֵת אֲשֶׁר־יָשַׁבְנוּ בְּאֶרֶץ מִצְרָיִם וְאֵת אֲשֶׁר־עָבַרְנוּ בְּקֶרֶב הַגּוֹיִם אֲשֶׁר עֲבַרְתֶּֽם׃
051d1100af	וַתִּרְאוּ אֶת־שִׁקּוּצֵיהֶם וְאֵת גִּלֻּלֵיהֶם עֵץ וָאֶבֶן כֶּסֶף וְזָהָב אֲשֶׁר עִמָּהֶֽם׃
051d12018c	פֶּן־יֵשׁ בָּכֶם אִישׁ אֽוֹ־אִשָּׁה אוֹ מִשְׁפָּחָה אוֹ־שֵׁבֶט אֲשֶׁר לְבָבוֹ פֹנֶה הַיּוֹם מֵעִם יְהֹוָה אֱלֹהֵינוּ לָלֶכֶת לַעֲבֹד אֶת־אֱלֹהֵי הַגּוֹיִם הָהֵם פֶּן־יֵשׁ בָּכֶם שֹׁרֶשׁ פֹּרֶה רֹאשׁ וְלַעֲנָֽה׃
051d13014b	וְהָיָה בְּשׇׁמְעוֹ אֶת־דִּבְרֵי הָאָלָה הַזֹּאת וְהִתְבָּרֵךְ בִּלְבָבוֹ לֵאמֹר שָׁלוֹם יִֽהְיֶה־לִּי כִּי בִּשְׁרִרוּת לִבִּי אֵלֵךְ לְמַעַן סְפוֹת הָרָוָה אֶת־הַצְּמֵאָֽה׃
051d140171	לֹא־יֹאבֶה יְהֹוָה סְלֹחַֽ לוֹ כִּי אָז יֶעְשַׁן אַף־יְהֹוָה וְקִנְאָתוֹ בָּאִישׁ הַהוּא וְרָבְצָה בּוֹ כׇּל־הָאָלָה הַכְּתוּבָה בַּסֵּפֶר הַזֶּה וּמָחָה יְהֹוָה אֶת־שְׁמוֹ מִתַּחַת הַשָּׁמָֽיִם׃
051d1500e4	וְהִבְדִּילוֹ יְהֹוָה לְרָעָה מִכֹּל שִׁבְטֵי יִשְׂרָאֵל כְּכֹל אָלוֹת הַבְּרִית הַכְּתוּבָה בְּסֵפֶר הַתּוֹרָה הַזֶּֽה׃
051d16016d	וְאָמַר הַדּוֹר הָאַחֲרוֹן בְּנֵיכֶם אֲשֶׁר יָקוּמוּ מֵאַחֲרֵיכֶם וְהַנׇּכְרִי אֲשֶׁר יָבֹא מֵאֶרֶץ רְחוֹקָה וְרָאוּ אֶת־מַכּוֹת הָאָרֶץ הַהִוא וְאֶת־תַּחֲלֻאֶיהָ אֲשֶׁר־חִלָּה יְהֹוָה בָּֽהּ׃
051d170181	גׇּפְרִית וָמֶלַח שְׂרֵפָה כׇל־אַרְצָהּ לֹא תִזָּרַע וְלֹא תַצְמִחַ וְלֹא־יַעֲלֶה בָהּ כׇּל־עֵשֶׂב כְּֽמַהְפֵּכַת סְדֹם וַעֲמֹרָה אַדְמָה (וצביים) [וּצְבוֹיִם] אֲשֶׁר הָפַךְ יְהֹוָה בְּאַפּוֹ וּבַחֲמָתֽוֹ׃
051d1800c8	וְאָֽמְרוּ כׇּל־הַגּוֹיִם עַל־מֶה עָשָׂה יְהֹוָה כָּכָה לָאָרֶץ הַזֹּאת מֶה חֳרִי הָאַף הַגָּדוֹל הַזֶּֽה׃
051d1900ea	וְאָמְרוּ עַל אֲשֶׁר עָזְבוּ אֶת־בְּרִית יְהֹוָה אֱלֹהֵי אֲבֹתָם אֲשֶׁר כָּרַת עִמָּם בְּהוֹצִיאוֹ אֹתָם מֵאֶרֶץ מִצְרָֽיִם׃
051d1a00dd	וַיֵּלְכוּ וַיַּֽעַבְדוּ אֱלֹהִים אֲחֵרִים וַיִּֽשְׁתַּחֲווּ לָהֶם אֱלֹהִים אֲשֶׁר לֹֽא־יְדָעוּם וְלֹא חָלַק לָהֶֽם׃
051d1b00c7	וַיִּחַר־אַף יְהֹוָה בָּאָרֶץ הַהִוא לְהָבִיא עָלֶיהָ אֶת־כׇּל־הַקְּלָלָה הַכְּתוּבָה בַּסֵּפֶר הַזֶּֽה׃
051d1c00e6	וַיִּתְּשֵׁם יְהֹוָה מֵעַל אַדְמָתָם בְּאַף וּבְחֵמָה וּבְקֶצֶף גָּדוֹל וַיַּשְׁלִכֵם אֶל־אֶרֶץ אַחֶרֶת כַּיּוֹם הַזֶּֽה׃
051d1d00ee	הַנִּסְתָּרֹת לַיהֹוָה אֱלֹהֵינוּ וְהַנִּגְלֹת לָנוּ וּלְבָנֵינוּ עַד־עוֹלָם לַעֲשׂוֹת אֶת־כׇּל־דִּבְרֵי הַתּוֹרָה הַזֹּֽאת׃
051e01016f	וְהָיָה כִֽי־יָבֹאוּ עָלֶיךָ כׇּל־הַדְּבָרִים הָאֵלֶּה הַבְּרָכָה וְהַקְּלָלָה אֲשֶׁר נָתַתִּי לְפָנֶיךָ וַהֲשֵׁבֹתָ אֶל־לְבָבֶךָ בְּכׇל־הַגּוֹיִם אֲשֶׁר הִדִּיחֲךָ יְהֹוָה אֱלֹהֶיךָ שָֽׁמָּה׃
051e020118	וְשַׁבְתָּ עַד־יְהֹוָה אֱלֹהֶיךָ וְשָׁמַעְתָּ בְקֹלוֹ כְּכֹל אֲשֶׁר־אָנֹכִי מְצַוְּךָ הַיּוֹם אַתָּה וּבָנֶיךָ בְּכׇל־לְבָבְךָ וּבְכׇל־נַפְשֶֽׁךָ׃
051e0300fc	וְשָׁב יְהֹוָה אֱלֹהֶיךָ אֶת־שְׁבוּתְךָ וְרִחֲמֶךָ וְשָׁב וְקִבֶּצְךָ מִכׇּל־הָעַמִּים אֲשֶׁר הֱפִֽיצְךָ יְהֹוָה אֱלֹהֶיךָ שָֽׁמָּה׃
051e0400c5	אִם־יִהְיֶה נִֽדַּחֲךָ בִּקְצֵה הַשָּׁמָיִם מִשָּׁם יְקַבֶּצְךָ יְהֹוָה אֱלֹהֶיךָ וּמִשָּׁם יִקָּחֶֽךָ׃
051e0500e9	וֶהֱבִיאֲךָ יְהֹוָה אֱלֹהֶיךָ אֶל־הָאָרֶץ אֲשֶׁר־יָרְשׁוּ אֲבֹתֶיךָ וִֽירִשְׁתָּהּ וְהֵיטִֽבְךָ וְהִרְבְּךָ מֵאֲבֹתֶֽיךָ׃
051e060110	וּמָל יְהֹוָה אֱלֹהֶיךָ אֶת־לְבָבְךָ וְאֶת־לְבַב זַרְעֶךָ לְאַהֲבָה אֶת־יְהֹוָה אֱלֹהֶיךָ בְּכׇל־לְבָבְךָ וּבְכׇל־נַפְשְׁךָ לְמַעַן חַיֶּֽיךָ׃
051e0700c3	וְנָתַן יְהֹוָה אֱלֹהֶיךָ אֵת כׇּל־הָאָלוֹת הָאֵלֶּה עַל־אֹיְבֶיךָ וְעַל־שֹׂנְאֶיךָ אֲשֶׁר רְדָפֽוּךָ׃
051e0800d4	וְאַתָּה תָשׁוּב וְשָׁמַעְתָּ בְּקוֹל יְהֹוָה וְעָשִׂיתָ אֶת־כׇּל־מִצְוֺתָיו אֲשֶׁר אָנֹכִי מְצַוְּךָ הַיּֽוֹם׃
051e090182	וְהוֹתִֽירְךָ יְהֹוָה אֱלֹהֶיךָ בְּכֹל ׀ מַעֲשֵׂה יָדֶךָ בִּפְרִי בִטְנְךָ וּבִפְרִי בְהֶמְתְּךָ וּבִפְרִי אַדְמָתְךָ לְטֹבָה כִּי ׀ יָשׁוּב יְהֹוָה לָשׂוּשׂ עָלֶיךָ לְטוֹב כַּאֲשֶׁר־שָׂשׂ עַל־אֲבֹתֶֽיךָ׃
051e0a0157	כִּי תִשְׁמַע בְּקוֹל יְהֹוָה אֱלֹהֶיךָ לִשְׁמֹר מִצְוֺתָיו וְחֻקֹּתָיו הַכְּתוּבָה בְּסֵפֶר הַתּוֹרָה הַזֶּה כִּי תָשׁוּב אֶל־יְהֹוָה אֱלֹהֶיךָ בְּכׇל־לְבָבְךָ וּבְכׇל־נַפְשֶֽׁךָ׃
051e0b00c2	כִּי הַמִּצְוָה הַזֹּאת אֲשֶׁר אָנֹכִי מְצַוְּךָ הַיּוֹם לֹא־נִפְלֵאת הִוא מִמְּךָ וְלֹא רְחֹקָה הִֽוא׃
051e0c00df	לֹא בַשָּׁמַיִם הִוא לֵאמֹר מִי יַעֲלֶה־לָּנוּ הַשָּׁמַיְמָה וְיִקָּחֶהָ לָּנוּ וְיַשְׁמִעֵנוּ אֹתָהּ וְנַעֲשֶֽׂנָּה׃
051e0d00ec	וְלֹא־מֵעֵבֶר לַיָּם הִוא לֵאמֹר מִי יַעֲבׇר־לָנוּ אֶל־עֵבֶר הַיָּם וְיִקָּחֶהָ לָּנוּ וְיַשְׁמִעֵנוּ אֹתָהּ וְנַעֲשֶֽׂנָּה׃
051e0e0088	כִּֽי־קָרוֹב אֵלֶיךָ הַדָּבָר מְאֹד בְּפִיךָ וּבִֽלְבָבְךָ לַעֲשֹׂתֽוֹ׃
051e0f00ad	רְאֵה נָתַתִּי לְפָנֶיךָ הַיּוֹם אֶת־הַֽחַיִּים וְאֶת־הַטּוֹב וְאֶת־הַמָּוֶת וְאֶת־הָרָֽע׃
051e1001bd	אֲשֶׁר אָנֹכִי מְצַוְּךָ הַיּוֹם לְאַהֲבָה אֶת־יְהֹוָה אֱלֹהֶיךָ לָלֶכֶת בִּדְרָכָיו וְלִשְׁמֹר מִצְוֺתָיו וְחֻקֹּתָיו וּמִשְׁפָּטָיו וְחָיִיתָ וְרָבִיתָ וּבֵֽרַכְךָ יְהֹוָה אֱלֹהֶיךָ בָּאָרֶץ אֲשֶׁר־אַתָּה בָא־שָׁמָּה לְרִשְׁתָּֽהּ׃
051e1100c6	וְאִם־יִפְנֶה לְבָבְךָ וְלֹא תִשְׁמָע וְנִדַּחְתָּ וְהִֽשְׁתַּחֲוִיתָ לֵאלֹהִים אֲחֵרִים וַעֲבַדְתָּֽם׃
051e12011b	הִגַּדְתִּי לָכֶם הַיּוֹם כִּי אָבֹד תֹּאבֵדוּן לֹא־תַאֲרִיכֻן יָמִים עַל־הָאֲדָמָה אֲשֶׁר אַתָּה עֹבֵר אֶת־הַיַּרְדֵּן לָבוֹא שָׁמָּה לְרִשְׁתָּֽהּ׃
