2a00000004	Luka
2a041c0035	Kănd ur auzăt, toc ăm sinagogă asre tari mirgiš,
2a041d00b1	jej sur skulat sus šă lur mănatulă afară dăm varuš. Jej lur dus pă jăl pă maj nalt đal pă kari are varušu făkut, ăm namjeră să ăl ămpingă žos să ăl amori.
2a041e0039	Ali jăl u fužjit ăntri jej šă u mers pă kalje aluj.
2a041f0056	Jăl u mers žos ăm Kafarnaum ăm varuš dă Galileja. Šă akulo sămbăta ănvăca.
2a04200053	Lume asre ămirac la ănvăcală aluj daje kă vorba aluj asre pljinji dă pučeri.
2a04210069	Unu dăm ominjije ăm sinagogă ave rov duh ăm jăl, aje are drak. Šă jăl u mužjit ku graju glasnik:
2a04220095	“A! Tu Isus dăm Nazaret, šje gănđešći dă la noj? Aj vinjit să nji uništilec? Ju šćuv benji šjinji ješć tu, tu Svăntu alu Dimizov!”
2a042300bc	Isus lu lot pă frikă šă ju zăs: “Fi putuljit! Hajde afar dăm omusta odma!” Drakula lu vărljit pă omula žos ăm nenće alu toc šă u jăšăt afară, šă njimik nu ju făkut.
2a042400ad	Eje kari ur văzut asre tari ămirac šă zăšje una lu alt: “Šjefăldă vorba ăj asta? Ku autoritet šă ku pučeri šă relji duhovur jašă afară pă vorba aluj!”
2a04250038	Hiru dă jăl u mers ăm tot kotu dă regijă ăntragă.
2a042600ae	Kănd u fužjit dăm sinagogă jăl u mers la Šimun akasă. Akulo asre sokra alu Šimun ăm pat bičagă ku fok mari ăm je. Šă jej lor ăntribat pă jăl să ăj ažući.
2a0427007e	Isus u mers la je u lot pă frikă pă foku šă foku u lăsatu. Je odma su skulatăsă šă su apukat să lji poslužulaskă.
2a042800c2	Mar kănd să slăbuze sorilje žos toc kari ave njam šă urtaš dăm mulči bičišugur ljor adus la jăl. Šă jăl lju ăntrimat aša dă jăl punje mănjilje aluj pă jej unu pă kići unu.
2a042900d4	Mulc dăm jej ave drašj ăm jej šă kum jăše afară, drašjije dăm jej mužje: “Tu ješć Fišjoru alu Dimizov!” Ali jăl lju răspită šă nu lji dăđe să svitaskă kă jej šćije ka jăl ăj Krist.
2a042a00a2	Mar kum vinje zuva jăl u fužjit dăm kasă pă lok pustulot. Gărmadă dă lumi ăl kuta, šă kănd lor aflată gănđe să ăl căjă să nu fugă dă la jej.
2a042b00a3	Ali Isus lju zăs: “Ju trăbă să mă duk ăm alčilje varušur să spuj Hir fălos dă kraljevstva alu Dimizov. Dăm asta rănd am fost mănat pă pămănt.”
2a042c0040	Šă aša u mers să propovjedalaskă păm sinagogur ăm Judeja.
2a0501007a	Ăm una ză Isus stăće lăngă Genezaretsko jezero, kănd gărmadă să astrănžje la jăl să audă vorba alu Dimizov.
2a0502006a	Jăl u văzut doj čamcur kum asre pă mal răzămac, kari u lăsat ribari kănd ăš čistile mrežurlje.
2a050300b8	Jăl u tunat ăm čamac kari are alu Šimun, šă lu ăntribat să ăl ămpingă maj ăm sus dă la mal. Atunšje jăl u šăzut žos šă su apukat să ănveci pă gărmadă dă lumi.
2a05040083	Kănd u fost gata ku ănvăcala, jăl u zăs alu Šimun. “Ămpinži ăm maj adănkă apă šă slăbuzăc mrežurlje ăm apă.”
2a0505009e	Šimun ju ăntors vorba aluj: “Domnu luj, anj lukrat totă nopće šă njimik nanj apukat: ali pă vorba ata ju uj slăbuză mreža ăm napoj ăm apasta.”
2a05060057	Kănd u făkut aša jej u apukat mari boglă dă pešć, atit dă mreža kit nu puknje.
2a05070098	Jej ur mužjit la urtašji alor dă pă alčilje čamcur să lji ažući; jej ur vinjit, šă umpljet dovă karur dă pešć dă maj šjeva să ăntupe.
2a05080095	Kănd u văzut Šimun Petar aje jăl u kăzut la pišjorilje alu Isus šă u zăs: “Maknaleščići dă la minji, Domnu, kă ju mes grešnă om!”
2a0509007a	Frikă delj svăntă u kăzut pă jej šă pă ominj šje ur vinjit să lji ažući, kănd ur văzut kic pešć ur apukat.
2a050a00be	Isto aša asre ămirac Ivan šă Jakov, jej asre Zebedejevi fišjori šă urtašji alu Šimun. Ali Isus u zăs alu Šimun: “Nuc fijă frikă. Dă aku, maj menkulo tu vi apuka pă ominj!”
2a050b0059	Aša jej ur adus karurlje dă apă pă mal, ur lăsat kutotu šă lor sljedilit pă jăl.
2a050c00d3	Isus are ăm unu dăm varušurljelje. Om pljin dă gubă lu văzutulă pă jăl šă su arukănt pă đinučiš ăm nenće aluj šă să aruga la jăl: “O Domnu, dakă numa tu vuješć, tu mă poc ăntrima.”
2a050d007b	Isus u măcăt măna aluj šă lu taknulit, šă u zăs: “Ju gănđesk. Fi čistilit!” Šă dănturdata guba lu lăsat.
2a050e00eb	Atunšje lu purunšjitulă să nu spujă alu njime, čar asta să fakă: Elši să mergă la popă šă să să areći, dă pă aje, dă dokaz dă vražă, vi trăbuji să adušj žrtvă dă čistilală ka kum Mojsije u zapovijedălit.
2a050f0087	Svat dă jăl su širilit maj pă dăparći, aša dă gărmadă dă lumi ur vinjit să pujă ureći la jăl, šă să fijă ozdravalic.
2a0510004b	A jăl să tărăje pă lok pustulot šă să posvetilaskă la aruguminći.
2a051100f5	Ăm una ză, Isus ănvăca, ave ăm nenći pă mulc farizej šă učitelj dă zakonu alu Mojsije kari ur vinjit dăm toći kumpănjilje dă Galileja šă Judeja šă dăm Jeruzalem. Pučere alu Domnuluj are ku Isus să ozdravalaskă pă bičež.
2a0512007a	Atunšje šjeva ka ominji ur vinjit šă adušje pă om kari nu puće să umblji. Šă jej gănđe să ăl adukă la Isus.
2a051300b9	Ali nu are lok pă hunđi să ăl adukă ăm nontru dă gužva mari. Aša jej sur urkatăsă pă krov šă lor slăbuzăt ăm nontru păm krov ku pat dă tot la dă dă nenče alu Isus.
2a0514005f	Kănd u văzut ănkriđala alor, jăl u zăs aluj: “Omulji, grehurlje atelji ăs jirtaći.”
2a051500c3	Pă ešće vorbi farizeji šă učitelji dă zakonu alu Mojsije să gănđe: “Šjinji ăj omusta šje svitešći aša protiv dă Dimizov? Šjinji osim dă Dimizov poći să jerći grehurlje?”
2a0516007c	Isus šćije šje să gănđešći, šă jăl lju zăs: “Adăšje vă ăntribăc ešće stvarur ăm sufljičilje avoštri?
2a05170069	Šje ăj maj ušuri dă zăs: ‘Grehurlje cis jirtaći!’, ili să zăšj: ‘Skolăći šă umblă?’
2a051800c4	Ali numa să šćijec kă Fišjoru alu Omu ari autoritet aišje pă pămănt să jerći grehurlje. Dakă zăk alu fišjoru kari nu poči să umblji: ‘Skolăći, jec patu šă dući akasă!’”
2a0519007a	Šă odma su skulatăsă šu lot patu pă šje are pă košći, šă u fužjit akasă, šă pă kalji slavale pă Dimizov.
2a051a007d	Šă toc akulo asre ămirac, šă jej slavale pă Dimizov. Šă ku ămirală svite: “Astăs anj văzut šjeva tari mari!”
2a051b00a4	Dă pă aje Isus u jišăt afară šă lu văzutulă pă carinik šje să čima Levi, jăl šăđe ăm carinarnică. Isus u zăs: “Sljedilešći mă pă minji!”
2a051c0037	Šă jăl su skulat u lăsat kutotu, šă lu sljedilit.
2a051d0074	Atunšje Levi ăm kasa aluj u făkut mari slavălală păntru jăl; ku jej šăđe mulc carinici šă alci la masă.
2a051e00c1	Farizeji šă učitelji dă zakonu alu Mojsije, sur apukat să gumunjaskă kapu su apukată să svitaskă alu učenikurlje alor: “Adišje mănkăc šă bijec ku carinici šă ku grešnici?”
2a051f0064	Isus u ăntors vorba: “Eje kari ăs sănătoš nu trăbă pă doktor, numa aluje kari ăs bičež.
2a0520004b	Ju nam vinjit să čem šă să ăntork pă pravedni, nego pă grešnă.”
2a052100b2	Jej atunšje jară u zăs: “Učenici alu Ivan šă alu farizejilor postulešći mulći răndur šă să arogă, ali učenici atej mănănkă šă be. Adăšje ăj aša asta?”
2a0522006e	Isus u ăntors vorba: “Pučec să punjec pă gošć dă nuntă să postulaskă kănd ăj mladoženja ku jej?
2a0523006d	Ali u vinji ză kănd mladoženja u fi lot ăndărăt dă la jej, šă kănd u vinji vreme jej ur postuli.”
2a052400e5	Jăl lju spus dă una usporedbă: “Njime no rupi um dărab dă la novă colă šă su kărpaskă pă bătărnă, kănd ar fašji aje, pă haj novă colă ar ave gaură, a alu haj bătărnă nar pasali dărăbu dă la novă col.
2a0525008e	Njime nu varsă nov vinu ăm bătărnă šă mari čuturica; nov vinu ar puknji ăm čuturica šă sar vărsa vinu, a čuturica ar propadnuli.
2a05260037	Nov vinu trăbă să fijă vărsat ăm novă čuturica.
2a05270079	Šă njime dă pă šje u be vin bătărn nu gănđešći să be nov, kă zăšji: ‘Bătărn ăj dăstul dă bun.’”
2a06010099	Un dată pă zuva dă sămbăta Isus trăšje păm šjeva ka poljă dă pšenică. Učenici aluj ur skos pšenică šu u ribile ku mănjilje šă mănka.
2a0602007e	Ali orikic dă farizej ljur zăs alor: “Adăšje făšjec šjeva šje nu ăj ku zakonu ăm tokmă pă zuva dă sămbăta?”
2a0603007e	Isus ju ăntors vorba: “Nac čitalit ăm Svăntă kenvija, šje u făkut David kănd are jăl šă učenici aluj flămănš?
2a060400b1	Kum ur tunat ăm kasa alu Dimizov, David šă u lot pita kari are pusă ăndărăt dă žrtvă, kari čar poči popa să mănăšji, šă su umpărcăt dăm pite ku urtašji?”
2a0605004b	Atunšje jăl lju zăs alor: “Fišjoru Omuluj ăj Domnu dă sămbăta.”
2a0606007d	Pă alta zuva dă sămbăta jăl u mers ăm sinagogă šă su apukat să ănveci. Akulo are om alu kari are măna njimurogă.
2a060700d9	Šă učitelji dă zakonu alu Mojsije šă farizeji să ujta pă jăl să vadă dakă lu ăntrimală jăl pă zuva dă sămbăta. Šă jej dabe šjeva ašćipta să fakă krivo să potă să svitaskă protiv dă jăl.
2a0608009d	Jăl šćije šje să gănđešći, šă u zăs alu omuluje ku măna njimurogă: “Skolăći šă hajd dă dă nenći.” Jăl su skulat šă stăće akulo.
2a060900a8	Isus atunšje u zăs alor: “Ju gănđesk să vă ăntreb, ăj benji să fašj benji pă zuva dă sămbăta, ili relji? Să spasalaskă kustu ili să uništilaskă?”
2a060a009e	Atunšje su ujtat okolo pă tot omu, šă jăl u zăs alu omuluje: “Măcešćic măna!” Jăl u făkut aša, šă mănă ju fost sănătosă ka hajelantă.
2a060b0050	Ali jej asre tari mirgiš šă sur apukat să svitaskă šje să fakă alu Isus.
2a060c006c	Una ză u mers pă planină să să arožji, šă jăl u fost akulo totă nopće ăm aruguminći la Dimizov.
2a060d0069	Haje zua jăl u čimat pă dvanaest (12) učenikur la jăl pă kari lju akuljes šă lju čimat apostoli.
2a060e006c	Ešće asre: Šimun pă kari lu čimat Petar, šă fračisu Andrija, Jakov šă Ivan, Filip šă Bartolomej;
2a060f0043	Matej šă Toma, Jakov fišjoru alu Alfej šă Šimun čimat Revan,
2a0610003e	Juda fračisu lu Jakov šă Juda Iskariot, kari u fi izdajica.
2a061100ff	Kum vinje ku jej ăm napoj žjos, jăl u stat pă čistină dă đal hunđi asre grupa dă učenici aluj šă mari gărmadă dă lumi sur akuljesăsă, jej ur vinjit dăm Judeja šă dăm varuš Jeruzalem šă dăm Tir šă Sidon varušurlje lăngă more.
2a06120098	Jej ur vinjit šă ăl punje ureći, šă să fijă ozdravalic dăm bičišugurlje alor. Isto aša u ozdravalit pă heje kari ave relji duhovur ăm jej.
2a06130071	Mulc gănđe să pujă măna pă jăl daje kă pučeri fužje dăm jăl šă puće pă toc să lji iscjelilaskă.
2a06140093	Atunšje su ujtat ăm oč pă učenici aluj šă u svătit: “Ănfălušăcăvă voj kari ščec sărašj kă kraljevstva alu Dimizov aj avostră.
2a0615007d	Ănfălušăcăvă voj kari ščec flămănž, kă vic fi sătuj. Ănfălušăcăvă voj kari plănžjec, kă voj vic răđi.
2a0616006c	Ănfălušăcăvă voj kari ščec mărzălic, rušunac šă mănac ku relji dă răndu alu Fišjoru Omuluj.
2a061700c4	Kănd u vinji zue, ănfălušăcăvă šă sărec păm sus dă fălušăjă. Kă sigurno nagrada avostră u fi mari ăm nor. Haleluja! Nus are aša šă proroci tretiralică dă la mošurlje alor!
2a0618003d	Ali jao avovă, kari ščec găzdašj, kă ac apukat utjehă!
2a0619007b	Jao avovă kari ščec sătulj, kă voj vic fi flămănž. Jao avovă kari aku răđec, kă voj vic žalali šă plănžji!
2a061a007a	Jao avovă dă kari toc benji svitešći, aša isto fišjec pă mišjinjoš prorokur, mošurlje alor kari aša fišjec.”
2a061b0081	“A voj kari mă punjec ureći, vă zăk: ‘Plăšjecăvă pă dužmanji avoštri. Făšjec benji alor kari vă mărzălešći.
2a061c005c	Blagoslovulec pă eje kari vă blastămă! Arugăcăvă dă eje kari relji vă kivinješći.
2a061d00a1	Hăl kari či luvešći păšći una parći dă ubraz, ămbijă šă haje parći atunšje. Šă alu hăl kari ac je šuba nuj branalec să ăc je šă kămašă.
2a061e0070	Dă alu toc, šje šjeri dă la činji. Dakă je šjinjiva šjeva šje ăj atov, nu šjire să ac đe ăm napoj.
2a061f0042	Aša maj, făšjec alu altora kum ac gănđi să vă fakă avovă.
2a0620009d	Dakă plăšjec numa pă eje kari vă plašji pă voj, šjefăldă hvală vic kăpăta? Ka šă čak šă grešnici plašji pă eje kari lji plašji pă jej.
2a06210081	Šă dăkă făšjec numa benji alu eje kari fašji vovă benji, šjefăldă hvală vic kăpăta? Čak šă grešnici fašji aje.
2a062200cf	Dakă dăđec kečinj alu alor dă la kari aščiptăc să vă ăntorkă ăm napoj, šjefăldă hvală vic kăpăta? Čak šă grešnici dă kečinj alu grešnici să potă ăm napoj să kepiči kit lju dat.
2a0623010b	Plăšjec pă dužmanji avoštri, ažutăcălji šă dăđec kečinj, ali nu aščiptăc să vă ăntorkă ăm napoj. Atunšje voj vic kăpăta mari nagradă šă voj vic fi čimac fišjori alu Maj Mari Dimizov daje kă jăl aj bun alu nezahvalni šă alu ubraznjiš.
2a0624003b	Fijec miloš kă jăl Tata dăm nor ăj pljin dă milă.”
2a06250085	“Nu sudulec pă njime, šă njime nu vu suduli pă voj. Nu osudulec pă njime, šă njime nu vu osuduli! Jirtăc šă vu fi jirtat.
2a062600a3	Dăđec šă vu fi dat bună meră astrănsă, zdrănšinată šă tari multă u fi vărsată ăm saku avostru. Kă ku ista mjeră šje voj dăđec vu fi dată.”
2a06270072	Jăl lju spus izrekă: “Poći unu orb să adukă dă mănă pă altu om orb? Nar kăđe jej amăndoj ăm gropă?
2a0628006f	Učeniku nu poći fi maj mari dă učitelju. Jăl u fi ka učitelju aluj kănd su vježbăli dăstul dă benji.
2a06290062	Adăšje vă ujtăc tot la cupljigă ăm oču alu urtaku, a ăm oču atov nu ves dărab dă ljemn?
2a062a00f9	Kum poc zăšji alu urtaku: ‘Lasămă să skot cupljigă dăm očuc’, kănd nu ves dărăbu mari dă ljemn ăm oču atov? Licemjeru, elši skočec dărăbu dă ljemn dăm očuc, kapu vi puće maj benji să skoc cupljigă dăm oču alu urtaku.”
2a062b0051	“Tot bun ljemnu ari bun plod, šă tot ljemnu kari nuj bun, fašji nu bun plod.
2a062c006c	Tot ljemnu ăj kunuskut dă pă plod šje fašji. Aša lume nu akulježi smokvur ili strugur dăm măršunj.
2a062d00a4	Om bun fašji bunji stvarur daje kă ari bună sufljit, ali hej rov fašji stvarur relji daje kă sufljitu lji rov. Gura svitešći, dăm šje ci sufljitu pljin.”
2a062e004e	“Šă dăšje mă čimăc: ‘Domnu! Domnu!’, a nu făšjec šje vă zăk?
2a062f0059	Ju vuj spunji kum ăj om kari vinji la minji să puji ureći la vorba ame, šă askultă:
2a063000c7	Jăl ăj ka omu šje u gradalit kasa šă u kapalit adănkă să pujă temeljurlje pă petră. U vinjit poplava šă u luvit apa ăm kasa šă njiš nu su zdrănšjinat daje kă are benji gradalită.
2a063100ee	Ali ala kari auzăt šje am zapovjedalit a nu făkut aje ka omu šje u gradalit kasă pă pămănt făr dă temelj. Atunšje u luvit apă ăm kasă, su răsăpit dăm turdată šă u fost răstunată dokraja šă čar gunojă u rămas.”
2a07010055	Kănd u fost gata ku svatu šje svite alu lumi, jăl u mers ăm varuš dă Kafarnaum.
2a07020063	Akulo are stotnik kari ave sluga pă kari ăl cjenile šă kari are aša bičag dă are pă morči.
2a0703008f	Stotnik u auzăt da Isus šă u mănat pă orikic Židov kari asre glavni la jăl, šă să să arožji, să vijă să ăntremi pă sluga aluj.
2a07040083	Jej ur vinjit la Isus šă să aruga tari la jăl să vijă. Jej u zăs: “Omusta anume zaslužulešći să fašj aje păntru jăl
2a0705005e	daje kă plašji pă narodu anostru, šă jăl ăj ala kari u făkut sinagogă păntru noj.”
2a070600d5	Isus u mers ku jej. Šă jăl no mers dăparći dă la kasa, kănd stotnik u mănat pă urtašji aluj să zăkă: “Domnu, nu či činji să vij ăm kasa ame kă ju nu mes vredan să vijă tu dăsup krovu amnjov!
2a07070093	Kă njiš ju nu mă smatralăsk kă mes vredan să vjuv la činji. Aša numa ză vorba dă pă loku hunđi ješć šă sluga amnjov u fi ăntrimat.
2a07080150	Kă šă ju mes kătănă kari trăbă să apukă zapovjedur dă la vođa amnjov, ka kum am kătănj dăsupă minji kari trăbă să mă askulči. Ju kănd zapovijedalaskă alu unu: ‘Dući!’, šă jăl merži, šă alu aluje: ‘Hajdi!’, šă jăl vinji, šă alu sluga amnjov kănd ăj zăk: ‘Fă asta!’, šă jăl fašji.”
2a070900ce	Kănd Isus u auzăt aje šje u zăs, jăl su ămirat, šă su ăntors la gărmadă šje ăl sljedile šă jăl lju zăs: “Ju vă zăk kă njiš pă unu Židov dăm Izrael nam aflat ku dăstafel vjeră!”
2a070a0054	Kănd heje mănac dăla stotnik su ăntors akasă, jej or aflat pă sluga sănătos.
2a070b0073	Dă pă aje, Isus u mers ăm varuš šje să čamă Nain. Učenici aluj šă gărmadă dă lumi umbla dă pă jăl.
2a070c00ce	Ali kum ur vinjit dă apropi la uša dă varuš, u văzut kum dušje pă om mort să ăl ăngropi. Mumăsa alu omula mort are vădoja, šă je ave čar unu fišjor. Šă la mărmănči măržje multă lumi.
2a070d0048	Kănd u văzutu Domnu, jăl ave milă, šă ju zăs: “Nu plănžji.”
2a070e0092	Atunšje jăl u pus măna pă kărpašo, šă ominji šje ăl dušje u stat. Atunšje jăl u zăs: “Fišjorulji, ju ac zăk: ‘Skolăći!’”
2a070f0056	Šă omu mort su skulat šă su apukat să svitaskă šă Isus lu datălă la mumăsa.
2a071000ad	Mari frikă u kăzut pă jej toc šă su apukat să hvalalaskă pă Dimizov, šă zăšje: “Mari prorok u vinjit ăntri noj! Dimizov u vinjit să ažuči alu lume aluj.”
2a07110030	Šă hiru dă asta u mers ăm Judeja šă okolo.
2a07120065	Učenici alu Ivan ăj spunje dă kutotu šje să događale. Kapu Ivan u čimat pă doj učenikur aluj
2a0713008f	šă lju mănat la Domnu să ăl ăntrebi: “Ješć tu ala kari Dimizov u zăs kă trăbă să vijă ili trăbă să aščiptănj pă altu?”
2a071400c2	Kănd u ažuns jej la Isus, jej u zăs kă Ivan šje bučază nju mănat să či ăntribănj: “Ješć tu ala kari Dimizov u zăs kă trăbă să vijă ili trăbă să aščiptănj pă altu?”
2a071500a5	Isus baš ăntrima atunšje pă multă lumi dăm bičišugur, mukur šă lji oslobodule dăm rov duh, šă alu mulc ominj orb lji dăđe să vadă dăm tot sufljitu.
2a0716013d	Isus lju ăntors vorba: “Dušjec ăm napoj la Ivan šă spunjecăj šje ac văzut šă ac auzăt, šje ăm făkut: kă orbi ăs ăntrimac, šă poći viđe, šlagărzăci poći umbla, gubavci să čistilešči, šă surži poći să audă, morci să skolă ăm kust, šă alu sărašj propovijedalešči Hir fălos.
2a07170056	Šă blagoslovulit ăj om kari nu află njimika ăm minji šje poći uvredălaskă.”
2a071800c1	Kănd u fužjit glasnici alu Ivan ăndărăt, Isus su apukatăsă să spujă alu gărmadă dă Ivan: “Šje ac mers să viđec ăm pustinjă? Trskă kum să ljagăna pă vănt? Naravno kă nu!
2a071900e8	Ili šje ac mers să viđec? Atunšje ac mers să viđec kum ăj ămbărkată ăm šjefelj colji delj măndri? Naravno kă nu! Eje kari ăs măndru ămbrăkac šă kustă ăm luksuz, pă eje lji pućec afla ăm palačur dă kraljur.
2a071a0064	Atunšje šje ac mers să viđec? Pă prorok? Naravno kă da! Ju vă zăk, šă maj mult dă prorok!
2a071b0092	Jăl ăj om dă kari aj skris ăj ăm svăntă kenvija: ‘Ujtăcăvă, asta ăj amnjov glasnik mănat să pripremalaskă ăm nenći kalje ata.’
2a071c0096	Anume vă zăk, dăm toc ominj kari su avutăsă, nu are maj mari dă kit dă Ivan. Ali majmikă ăm kraljevstva alu Dimizov ăj maj mari dă jăl!”
2a071d0077	Toc kari u auzăt ur priznalit kă šje Dimizov ănvacă ăj benji, čak šă carinici. Eje ăs kari Ivan lju bučuzat.
2a071e008d	Ali farizeji šă učitelji dă zakonu alu Mojsije ur odbjilit planu alu Dimizov šje ave păntru jej. Jej ur odbjilit să lji bučeži Ivan.
2a071f0064	Isus u zăs atunšje: “Ku šje să usporedilenj pă ešće ominj ăm asta vremi? Kum samănă jej?
2a072000e5	Jej ăs ka kupiji mišj šje njimik nu lji pasalešći, kari šađi pă trg, šă să čamă una pă alt: ‘Kănd anj kăntat păntru voj, voj nac žukat, šă kănd anj kăntat trišč kănčiši păntru voj, voj nac plăns!’
2a0721007d	Aša kănd u vinjit Ivan šje bučază jăl nu mănka pită njiš nu bije vin, mar voj ac zăs: ‘Jăl ari drak ăm jăl!’
2a072200a2	Šă ju, Fišjoru alu Omu, am vinjit, šă ju mănkam šă bjem, ali voj zăšjec: ‘Ujtăcăvă! Flămănd šă butor, urtaku lu carinici šă alu grešnici!’
2a0723004e	Ali mudrostu alu Dimizov su arătat kă ăj anume dă la toc kari u apukat.”
2a07240085	Unu dăm farizej Šimun, lor čimatulă pă jăl pă večeră, aša Isus u mers la farizejula akasă šă šu aflatusă lok la masă.
2a072500cd	Dăm turdată u vinjit una tari grešnă mujeri, kari u saznalit kă jăl ăj akulo šă kă mănănkă la farizej, šă je u vinjit akulo, u adus tari skumpă uloj ku miros ăm skumpă ujagă dăm petră.
2a072600f8	Je u stat dănapoju aluj, la pišjorilje aluj, šă su apukat să plăngă. Atunšje su apukat să ăj spelji pišjorilje aluj ku lăkrmilje alji, šă să aščargă pišjorilje ku păru alji. Je ăj săruta pišjorilje aluj, šă ku uloj mănže.
2a072700bd	Kănd u văzut aje farizeju Šimun kari lu čimatulă pă večeră, jăl să ăngănđe ăm jăl săngur: “Să fijă omusta anume prorok, jăl ar šći kă je ăj tari grešnă mujeri.”
2a07280063	Isus ju zăs: “Ju am šjeva să ac zăk cijă Šimun.” Šă Šimun u zăs: “Učitelju ză.”
2a0729009b	Isus u vorbit: “Are om kari dăđe kečinj šă jăl ave doj daturaš. Unu ji are dator petsto banj dăm aržjint a halalănt pedeset banj dăm aržjint.
2a072a009a	Njiš unu dăm jej nu u dat a nu ave dăm šje să ăj ăntork, šă omula u jirtat alu amăndoj. Aku spunjec kari ar trăbuji să ăl plakă maj tari?”
2a072b0082	Šimun ju ăntors vorba: “Kă ar trăbuji să fijă ala alu kari ju jirtat maj mult.” Isus ju zăs: “Benji aj prosudulit.”
2a072c00e0	Atunšje su ăntors la mujere šă jăl u zăs alu Šimun: “U vejs pă mujeresta? Ju am vinjit ăm kasa ata ali nu maj dat apă păntru pišjorilje amelji, a je mu lju spălat ku lăkrmilje šă lju aščers ku păru alji.
2a072d0077	Nu maj sărutatămă pă minji, ali je mu surătat pišjorilje dă kănd u vinjit ăm nontru, no stat să mă sărući.
2a072e004b	Tu nu maj unsă kapu ku uloj ali je mu unsă kapu amnjov ku uloj ku parfem.
2a072f00b4	Dăm asta rănd ju ăc zăk cijă: ‘Mulći grehur jisă jirtaći, daje kă mu plăkut tari. Alu ala kari ari maj pucănj dă jirtat, ala maj pucăn mu arătat plăkătură.’”
2a07300040	Atunšje u zăs alu mujere: “Grehurlje atelji ăs jirtaći.”
2a0731008d	Atunšje eje kari asre la masă ku jăl sur apukat să svitaskă una ku alt: “Šinji ar puće asta să fijă kari šă grehurlje jartă?”
2a07320053	A jăl u zăs alu mujere: “Ănkriđala ata ću spasalit. Dući ăm putuljală.”
2a080100bc	Dă pă aje, Isus u mers păm alčilje varušur šă satur, să propovjedălaskă šă să svitaskă dă Hir fălos dă kraljevstva alu Dimizov. Dvanaest (12) učenikur umbla dă pă jăl,
2a080200a3	šă šjeva ka mujerilje kari Isus lju oslobodulit dăm rov duhur šă dăm bičišugur: Marija (kari are dăm varuš Magdala, kari u mănat sedam drašj dăm je),
2a0803009c	Ivana (băšăca alu upravitelj Kuza a jăl are upravitelj păntru Herod), Suzana, šă mulći alčilje căngăšj. Jelji lji služule ku benjilje šje ave.
2a0804006d	Mari gărmadă să akuljiže šă lume inka vinje la Isus dăm tot varušu. Isus u svătit alor ku usporedbă
2a080500cc	“Om šje samănă u mers să seminji sămănca aluj. Šă kum sămăna orikiči dăm sămancurljelje u kăzut pă kalji. Šă sămănce are kălkată, păn šje nor vinjit vrabujilje šă lju mănkalji.
2a08060065	Šă orikići ur kăzut ăntri petri šă jelji ur kriskut friš, ali sur uskat kă lji ibize vlagă.
2a0807006d	Šă orikići sămăncur ur kăzut ăntră măršunj šă u kriskut ku jej una, ali lji šăguša măršunji.
2a080800bf	Šă orikići u kăzut pă bun pămănt, šă u kriskut šă u avut sto răndur majmult.” Kănd Isus u fost gata ku usporedba u mužjit: “Punjec ureći voj kari avec ureći să auzăc!”
2a08090047	Učenici aluj lor ăntribat pă Isus atunšje, šje značale usporedbe.
2a080a00f6	Isus u zăs: “Avovă Dimizov u dopustulită să prišjipec tajnurlje dă kraljevstva alu Dimizov, ali alu alci trăbă să să spujă ăm usporedbur; ka kum u zăs prorok Izaija: Ăs eje kari să ujtă ali nu veđi, kari auđi ali nu prišjepi.
2a080b0045	Aku usporedba značalešći asta: Sămănca ăj ka Vorba alu Dimizov.
2a080c00b6	Sămănca kari ăj pă kalji, ăs ka eje ominj kari auđi Vorba, ali draku u vinji šă lji je vorba ăndărăt dăm sufljičilje alor, să nu potă ănkradă să nu să spasalaskă.
2a080d00c3	Aje sămănca ăntri petri ăs la ominj kari auđi Vorba šă u apukă ku fălušăjă ali nari korjen. Jej ănkređi nu dă lungat šă atunšje ăm vreme dă ănšjirkală jej kađi ăndărăt.
2a080e00d5	Sămănca kari u kăzut ăntri măršunj šă ka ominji kari auđi Vorba, ali kum vreme fužji jej să astrănži ku brigurlje ăm kust, šă dă găzdăšije, šă žăndur ăm kust, šă eje nu adušji bun plod.
2a080f0097	Ali sămănca kari kađi pă bună pămănt aje eje ominj kari auđi Vorba šă u cănji ăm sufljitu bun, jej ăs ustrajni šă u adušji bun plod.”
2a08100092	“Njime nu acăcă lampă să u pujă dăsup ter ili dăsup pat. Nu, jăl u punji pă svijećnjak aša toc u viđe lumină kănd vinji ăm nontru
2a0811005e	atunšje kutotu šje ăj aku askuns, šă šje ăj pă askuns făkut, kutotu u jăšă afară.
2a0812009d	Daje păzec kum auzăc. Kă šinji ari ju fi dat maj mult, šă šinji gođe nari njimika, dă la jăl u fi lot čak šă aje cară šje samănă kă ari.”
2a08130087	Alu Isus u vinjit mumăsa šă fraci să ăl posjetilaskă pă Isus ali jej nu puće să vijă apropi dă jăl dă rănd dă gărmadă.
2a0814005a	Šinjiva u javalit alu Isus: “Mumăta ata šă fraci atej stă afară či aščaptă.”
2a08150064	Isus lju u zăs: “Mama ame šă fraci amej ăs eje kari auđi Vorba alu Dimizov, šă u kustă.”
2a081600b1	Una ză Isus šă učenici aluj ur tunat ăm čamac šă să mergă pă alta parći dă galilejsko jezero. Isus u zăs: “Hajd pă haje parči!” Aša sur maknulit dă la mal.
