2800000006	Matayo
2818300051	Inga mndima ni mfyaimi akegombekea mwe moyo, ‘Zumbe yangu endaacheewe kuuya,’
281831004e	nae akavoka kuwatoa wandima weziwe, na kuvoka kuda na kudomea hamwe na wakozi,
2818320059	zumbe yakwe mndima uyo endaeze msi ambao mndima khamkauwiiya na saa ida ambayo khaimanya.
2818330065	Endaamsuumize vifyaimi na kumwiika hamwe na wahokho. Uko kwendakuwe na ndio na kuuma meno kwa usungu.
281901006d	“Useuta wa Muungu wendauigane na wandee kumi dimwe wekudoao taa zao, na wakaita kumhokea zumbe wa ndoza.”
2819020030	Washano nee niwahezi na washano wawa wenye akii.
281903003c	Wada wahezi wadoa taa zao, iya khawekudoa mavuta ya kuomeea,
2819040046	Iya wada wenye akii wadoa taa zao na mavuta ya kuomeea mwe nchupa zao.
2819050047	Kwaviya mteguzi kacheewa kweza, wada wandee wose wakasikha na wakagona.
2819060057	“Kio kikuu kukawa na vuzo, ‘Homgwiiyo, homgwiiyo! Mteguzi eza, hitani mkamhokee.’
2819070037	Aho wada wandee wose wakenuka wakaziika vitana taa zao.
2819080055	Wada wahezi wakawamba wada wenye akii, ‘Tipangieni mavuta kwaviya taa zetu zafa.’
2819090078	Akini wada wenye akii wakawamba, ‘Khayanayatitoshe nywie na swiswi! Ni ebae mwiite kwa watagao mavuta mkague wenye!’
28190a009a	Aho wada wandee wahezi, wakaita kugua mavuta. Uku nyuma mteguzi akabua, na wada wekuwao watayali wakengia hamwe nae mwe nyumba ya wiya, na uvi ukavugalwa.
28190b005e	“Yekwembokaho ayo wada wandee watuhu wakeza, na kwetanga. ‘Zumbe, Zumbe, tivuguiye uvi!’
28190c0041	Akini yee akawatambaisa, ‘Nawamba kwei,’ khiwamanya nywie.”
28190d0042	Ahoaho Yesu akawamba, “Ekauweni, kwaviya khammanya msi wala saa.
28190e006e	“Naho Useuta wa Muungu inga mntu yumwe mwe kukunda kutamba, akawetanga wandima wakwe, akawekha vintu vyakwe.
28190f0094	Akamwekha kadii ya udaho wa kia yumwe, yumwe vifuko vya hea vishano na mtuhu vifuko vya hea viidi na mtuhu kifuko cha hea kimwe, na ahoaho akatamba.
2819100065	Yuda mwe kwekhigwa vifuko vya hea vishano akazigosoeya biashaa zikavyaa vifuko vya hea vishano ntuhu.
2819110053	Viavia yuda mwe kwekhigwa vifuko vya hea viidi nazo zikavyaa vifuko vya hea vituhu.
2819120074	Iya yuda mwe kwekhigwa kifuko cha hea kimwe, yee akaita akafuka tubwi na kuifukia kia kifuko cha hea ya zumbe yakwe.
281913005d	“Yekwembokaho kisingi kilehacho, yuda zumbe wa wada wandima akauya, na kugosoa ntaazia nao.
28191400be	Yuda mndima mwe kwekhigwa vifuko vishano vya hea akeza uku kaeta vifuko vishano vya hea zekuongezekazo. Akagombeka. ‘Zumbe kunekha vifuko vishano vya hea, kauwa kiongeza mituhu mishano.’
281915009e	Zumbe wakwe akamwamba, ‘Vyedi mndima yedi, nee kuwa yedi kwa vintu vicheche, ninda nikuike uwe mgookezi kwa vintu vingi. Soo ushiiki nyemi ya zumbe yako!’
2819160093	Yuda mwekwekhigwa vifuko viidi vya hea mbii nae akeza. Akagombeka, ‘Zumbe kunekha vifuko viidi vya heya mbii. Kauwa kieta vifuko vituhu viidi.’
28191700ac	Zumbe yakwe akamtambaisa, ‘Kutenda vyedi muno mndima yedi na kuwa mzumiiwa mwe mbui ndodo, nendanikuike kuwa yedi kwa vintu vingi. Soo ushiiki mwe nyemi ya zumbe yako!’
28191800ae	Naho yuda mndima mwekwekhigwa kifuko kimwe cha heya akeza na kugombeka, ‘Zumbe, namanya kuwa wee ni mntu utogae, wabonda kwesiho kuhanda na kukisanya kwesiho kwetiya mbeyu.
281919007b	Khikuogoha kwaza kifiko chako cha hea, na khiifisa kifuko kimwe cha heya yako mwe sanga. Doa kifuko kimwe cha heya yako.’
28191a0093	Zumbe yakwe akamwamba, ‘Wee ni mndima mfyaimi na mbwa! Kumanya kuwa, miye nabonda hantu ambaho nchekuhanda, nadoa hantu ambaho nchekwetiya mbeyu.
28191b0067	Kukundingwa kuika kifuko cha hea kwa walavyao nyongeza, na miye mwe kifuko changu nee khipata nyongeza.
28191c0043	Haya mhokeni icho kifuko cha hea mkamwekhe yuda mwenye vifuko kumi.
28191d0050	Kwaviya mwena endaekhigwe na ngeeko. Na yuda mwesena hata kia enacho endaahokwe.
28191e0062	Mtambikeni uyu mndima mfyaimi chongoi mwe kiza! Uko kundakuwe na ndio na kuuma meno kwa usungu.’
28191f0082	“Mwana wa Mntu endahoeze na ukuu wakwe na wandima wa Muungu wakawa hamwe nae, aho endaekae mwe kigoda chakwe cha Useuta na ukuu.
2819200085	Wantu wa si zose wendawakintane hemeso yakwe, nae enda awaike wantu inga via mwiisi awaikavyo ngoto hantu hakwe na mbuzi hantu hakwe.
2819210040	Aho endaawaiike ngoto phande ya kuume na mbuzi phande ya kumoso.
2819220094	Naho Seuta endaawambe wada wa phande ya kuume, ‘Sooni nywie mwekujaiwao na Tate yangu, hokeani Useuta mwekuikiwao kae kuvokea kugosolwa kwa inusi.
2819230064	Kwaviya nekhiwa na saa, mkanekha khande, na nekhiwa na khiu mkanidomeza na nekhiwa mgeni mkanihokea,
281924006f	nekhiwa mwazi mkanivika magwanda na nekhiwa mtamu mkeza kunikauwa na nekhiwa mwe kifungoni mkeza kunivuiiya.’
281925008f	Aho awo wantu wedi wenda wamtambaise na kumwamba, ‘Zumbe ni ini, tekukuonaho una saa tikakwekha khande hambu ukawa na khiu tikakudomeza mazi?
2819260058	Ni ini tekukuonaho umgeni na swie tikakuhokea na tekukuonaho umwazi tikakuvika magwanda?
281927005f	Na ni ini tikuona ukawa mtamu tikeza kukukauwa hambu wekuwaho mwe kifungo tikeza kukuvuiiya.’
2819280074	Nae Seuta endaawatambaise, ‘Kwei nawamba, chochose mwekuwagosweado wamwe wa awa wandugu zangu mnigosweeya miye!’
28192900c9	“Ahoaho endaawambe wada wekuwao phande yakwe ya kumoso, haukeni aha hangu, nywie mwe kubadiwao lazi, hitani mwe moto wa misi zose kwesaho kukomeka na wekuikwao kae kwaajii ya ibiisi na wandima wakwe!
28192a0055	Kwaviya nekhiwa na saa khamwekunekha khande na nekhiwa na khiu khamwekunidomeza mazi;
28192b00b1	Nekhiwa mgeni nywie khamwekunihokea, na nekhiwa mwazi khamwekunivika magwanda na nekhiwa mtamu khamwekweza kunikauwa, na nekhiwa mwe khiwa mwe kifungo khamwekweza kunivuiiya.”
28192c00a3	Wowo wenda wamtambaise, “Zumbe, ni ini, tekukuonaho una saa na khiu, hambu ukawa mgeni na umwazi, na ukawa mtamu, na ukawa mwe kifungo, khatikweza kukuambiza?”
28192d0072	Nae endaawatambaise, “Nawamba kwei kiya mwekuemeavyo kumwambiiza yumwe wa wadodo awa mwemea kuniambiiza miye.”
28192e0098	“Awa wendawaite kwe usuumizi wa misi zose zesazo kuwa na kisiikizi, na wada wantu wedi wenda waite kwe ugima wa misi zose zesazo kuwa na kisiikizi.”
281a01003a	Yesu ekubindaho kuwahinya ayo yose, akawamba wahina wakwe,
281a020080	“Mwamanya kuwa bada ya misi miidi indaiwe ni sikukhuu ya Pasaka, na Mwana wa Mntu endaalavigwe ili agong'ondewe mwe mhamba.”
281a030055	Naho wagookezi wa waviki wakakintana hamwe kwe ukumbi wa Mviki Mkuu zina dake Kayafa.
281a040045	Wakagosoa nteganyi wendavyo wamgwiiye kwa sii kwa unyanyi na kumkoma.
281a05005e	Iya wakamba, “Isekuwa kisingi cha sikukhuu ama khivyo kunda kulawiiye khumbizi kwa wantu.”
281a060040	Yesu ekuwaho Besania kaya kwa Simoni, mwekuwa na utamu wa nyoka.
281a0700b4	Mvyee yumwe mwekuwa na nchupa ya iwe yetangwayo alibasta yenye mavuta yanukhiayo vitana ya yombe khuu, akamtimia hada Yesu ekwekaaho ada khande, na akamwetiiya ayo mavuta mwe mtwi.
281a08004c	Wahina wakwe wekuonaho ayo wakakimwa na kugombeka, “Kwambwai taza hea ivi!
281a090045	Mavuta aya nee yatagwa kwa yombe khuu, na hea izo wekhigwe wakiwa.”
281a0a0063	Yesu akamanya mamakhanyi zao, akawamba, “Kwambwai mwampisha uyu mvyee? Yee kanigosoeya mbui yedi.
281a0b003b	Wakiwa mnao misi yose, iya miye khamna muwe nami misi yose.
281a0c003c	Mvyee uyu kanitiiya mavuta ili niwe tayali kwa maziko yangu.
281a0d0087	Nawambeni kwei, hohose mweinusi ambaho Mbui Yedi yendaibiikiwe, kintu iki ekugosoacho mvyee uyu chendakitamwiiwe kwa khumbuso yakwe.”
281a0e005f	Naho Yuda Isikaliote, yumwe wa wada wahina kumi dimwe na waidi, akaita kwa wagookezi wa waviki,
281a0f0072	akawamba, “Mwendamnekhe mbwahi nendahonimhituke Yesu kwenu?” Wakamtaazia ntii makumi matatu ya madini ya feza.
281a100047	Kuvokea kisingi icho Yuda Isikaliote akaondeza phasi ya kumhituka Yesu.
281a11008c	Msi wa bosi ya sikukhuu ya mabumunda yesayo kugewa hamila, wahina wakaita kwa Yesu na kumuuza, “Wakunda tikuikie kuhi khande ya Pasaka?”
281a1200b1	Yee akawatambaisa, “Hitani mwe mzi kwa mntu yumwe, na mmwambe, ‘Mhinyi amba kisingi changu kibua, mwe nyumba yako nakunda niide khande ya Pasaka hamwe na wahina wangu.’”
281a130045	Wahina wakatenda inga Yesu ekuwaagiiavyo, wakaandaa khande ya Pasaka.
281a140046	Yekubuaho guoni, akekaa asi hamwe na wahina wakwe kumi dimwe na waidi.
281a15004f	Wekuwaho wakada, Yesu akawamba, “Nawambeni kwei, yumwe yenu endaanihituke.”
281a160048	Wahina wakaungumia muno, wakavoka kuuza yumweyumwe, “Ni miye Zumbe?”
281a170052	Yesu akawatambaisa, “Agintae bumunda hamwe na miye mwe wiga nee endae anihituke.
281a180097	Mwana wa Mntu aita zakwe inga Maandiko yagombekavyo, iya mmbwii yakwe mntu yuda amhitukae Mwana wa Mntu! Neeiwa ebae kwa mntu uyo inga khekuvyaigwa.”
281a190081	Yuda Isikaliote ambae nee mwe kumhituka akamuuza, “Mhinyi! Ivi ni miye?” Yesu akamtambaisa, “Eehe weye mwenye kugombeka”.
281a1a0084	Wekuwaho wakada, Yesu akadoa bumunda akamtogoa Muungu, akadibendua akawekha wahina wakwe akamba, “Doani mde unu nee mwii wangu.”
281a1b004a	Akakidoa kikombe cha divai akamtogoa Muungu akawekha akamba, domeani wose,
281a1c0078	“Inu nee phome yangu iyonyeshayo Agane dangu ni dakwei, phome yetiwayo kwaajii ya wantu wangi kwa kuwausia mavigaviga.
281a1d007f	Nawamba, khina nidomee vituhu divai ya mzabibu adi msi uda nendaho nidomee mphya hamwe na nywinywi mwe Useuta wa Tate yangu.”
281a1e0041	Wekubindaho kutoa wiya, wakahauka wakaita mwe muima wa mizeituni.
281a1f009e	Aho Yesu akagombeka, “Kio cha ivyeo nywie wose mwendamniguuke kwaviya Maandiko yagombeka, ‘Muungu endaamtoe mwiisi na tintimo da ngoto dendadiangadike.’
281a20003a	Iya bada ya miye kuyuyuka nendaniwaongwee uko Galilaya.”
281a210045	Petulo akamwamba Yesu, “Wose wakakubada miye katu khinanikubade.”
281a220062	Yesu akamwamba Petulo, “Kwei nakwamba, kio iki zogoo khadizati kukema wendauniemee maa ntatu.”
281a230085	Petulo akamwamba, “Hata nikakudigwa niuye na nyuma hamwe nawe khinanikubade katu.” Wada wahina watuhu wose wakatamwiiya viyaviya.
281a240073	Yesu akaita hamwe na wahina wakwe adi hantu ekwetangwaho Getisemani akawamba, “Ekaeni hanu, miye naita kuvika.”
281a250065	Akamdoa Petulo hamwe na wada wana waidi wa Zebedayo, akavoka kuwa na usungu na uku aona kiyangayanga,
281a26007b	aho akawamba, “Nina usungu muno mwe moyo ata nihehi na kuuya na nyuma, ekaeni hanu na msekugona na muwe hamwe na miye.”
281a2700a6	Aho akaita mbee kidogo akagonea ifu, akavika akamba, “Tate yangu, usekutenda nengie mwe masuumizo yezayo isasa, khio inga nikundavyo miye iya inga ukundavyo wee.”
281a280077	Akawatimia wada wahina akawabwiia wagona, neamuuza Petulo, “Yaani khamwekudaha kucheeza hamwe na miye hata saa dimwe?
281a290063	Msekugona iya vikani msekweza kwengia mwe mageezo. Kwaviya muye wakunda akini mwii unyong'onyea.”
281a2a0086	Akaita vituhu maa ya kaidi akavika, “Eee Tate yangu, ikawa khaidahika kuyembokea maasumizo haya makuu, naho ugosoe ukundavyo wee.”
281a2b004a	Akawatimia vituhu akawabwiiya wagona, kwaviya nee watozwa muno na usisiza.
281a2c0041	Aho akawabada, akaita vituhu kuvika maa ya ntatu kwa mbui idaida.
281a2d008e	Naho akawaitiya wada wahina, akawamba, “Mke mgonie na kuhumwiza? Kauwani, saa ibua na Mwana wa Mntu endaalavigwe kwa wantu wenye mavigaviga.
281a2e0035	Enukani, titeni! Kauwani, eza yuda endaeanihituke.”
281a2f00dd	Ekuwaho ake kugombeka, Yuda Isikaliote yumwe wa wada wahina kumi dimwe na waidi akabua, uku katongeana na zumwezumwe kuu da wantu wenye malungu na mapaange wekuwao waagiiwa na wagookezi wa waviki na wagookezi wa Wayahudi.
281a300084	Yuda Isikaliote mwe kukunda kumhituka Yesu akawekha awo wantu ntangio, “Mntu uyo nendae nimuuguse kwa kumuumbatia uyo mgwiyeni.”
281a310057	Yuda Isikaliote akamtimia Yesu hehi akamuugusa, “Mhinyi nakuugusa!” Nee amuumbatia.
281a32006b	Yesu akamwamba, “Mbuyangu gosoa wekwezeado.” Aho wada wantu wakamtimia nee wamfuntia na kumgwiiya Yesu.
281a330063	Yumwe wa wada wekuwao hamwe na Yesu akasomoa tuni dakwe khuu, akamsenga gutwi mtumwa wa mviki mkuu.
281a340078	Yesu akamwamba, “Vuza tuni dako mwe kisafuo, kwaviya yoyose atumiae tuni kwa kukoma wantu, endaauye na nyuma kwa tuni.
281a350085	Ivi tambe khammanya kuwa nadaha kumwombeza uwambiizi Tate yangu akanietea mazumwezumwe kumi dimwe na mbii ya wandima wakwe wa Muungu?
281a36003f	Iya nikagosoa ivyo Maandiko ya Muungu yendayaiganie viivihi?”
281a3700c2	Kisingi ichoicho Yesu akadigombeka ido zumwezumwe da wantu, “Ivi mweza kunigwiiya kwa mapaange na malungu inga miye nibagaa? Kia msi nekhiwa he Nyumba ya Muungu nikahinya, na khamwekunigwiiya!
281a380069	Iya aya yose yagosoka ili Maandiko wekuandikayo waoni yaiganie.” Nee wahina wose wakambada na kumguuka.
281a39008d	Wada wantu wekumgwiiyao Yesu wakamwegaa he nyumba ya mviki mkuu ekwetangwae Kayafa, wekukintanikaho wahinyi wa miko na wagookezi wa Wayahudi.
281a3a008c	Petulo akamtongea kwa hae adi kwe ukumbi da mviki mkuu, akengia mwe buha da ida nyumba hamwe na wagoji adahe kukauwa mbui zendavyozilawiiye.
281a3b0066	Wagookezi wa mkonga na waviki wakuu wakaondeza uvuhuzi wa uhokho wadahe kumkoea masa Yesu ili wamkome.
281a3c0069	Iya khawekupata uvuhuzi wowose, etiho nee weza wavuhuzi wangi wa uhokho. Kisikiizi wakeza wavuhuzi waidi,
281a3d0065	wakamba, “Mntu uyu kagombeka, ‘Nadaha kuituwa Nyumba ya Muungu na kuizenga kwa misi mitatu.’”
281a3e0061	Mviki mkuu akagooka na kumuuza Yesu, “Wee khuna chakutambaisa kwa aya wagombekayo wantu awa?”
281a3f0085	Iya Yesu yee khekuandua dodose. Mviki mkuu akamwamba, “Nakuahiza kwa Muungu wa ugima, tambe ati wee nee Klistu, Mwana wa Muungu!”
281a4000ca	Yesu akamtambaisa, “Inga wekugombekavyo miye nee uyo. Iya nawamba, kuvokea isasa mwendammuone Mwana wa Mntu kekaa phande ya kuume ya yuda mwenye udaho, akeza uwanga ya mazunde ya uwanga kwa Muungu.”
281a410083	Aho mviki mkuu akatatua gwanda dakwe akamba, “Kambea Muungu takunda wavuhuzi wani vituhu? Nywie wenye mtegeeza ekumbeavyo Muungu.
281a42004b	Nywie mwaona viivihi?” Wowo wakamtambaisa, “Akundigwa auye na nyuma!”
281a43004a	Ahoaho wakamswiiya ovu mwe cheni na watuhu wakamtoa ngumi na watuhu vibao,
281a44003e	wakamwamba, ati wee nee klistu “Otea! Ni ndai mwekukutoa!”
281a450092	Kisingi Petulo nekekaa chongoi he buha. Mndima yumwe wa kivyee wa Mviki Mkuu akamwezea na kumwamba, “Wee namba ne uhamwe na Yesu wa Galilaya.”
281a460045	Petulo akaemea hemeso ya wose akamba, “Khimanya wagombeka mbwai.”
281a470081	Ekuwaho akalawa he uvi, mndima mtuhu wa kivyee ekumwonaho, akawamba wada wekuwao hada, “Mntu uyu nekawa na Yesu wa Nazaleti.”
281a48003a	Petulo akaemea vituhu kwa kuaha, “Khimmanya mntu uyo.”
281a490088	Kisingi kidogo, wantu wekuwao hada wakambasa Petulo na kumwamba, “Ata wee, ni yumwe yao, kwaviya ata viya ugombekavyo kwakumanyisa.”
281a4a006a	Aho Petulo akavoka kweswiiya ute na kweahiza na kugombeka, “Khimmanya mntu uyo!” Ahoaho zogoo akakema,
281a4b009c	aho Petulo akaikumbuka ida mbui ekwembigwayo ni Yesu, “Zogoo khadizati kukema wenda uniemee maa ntatu.” Aho akalawa chongoi na akavoka kuiya kwa usungu.
281b010079	Kwekuchaho wagookezi wa Waviki wose na waongoezi wa Wayahudi wakakintana vituhu ili wagosoe nteganyi wadahe kumkoma Yesu.
281b020049	Wakamzengeteza phingu na kumwegaa kwa Pilato, mwekuwa mgookezi wa Kilumi.
281b0300a9	Yuda Isikaliote mwekumhituka Yesu, ekuonaho Yesu kabindakae kuamuiwa, akamema usungu na akawavuzia wagookezi wa waviki wakuu zia ntii za makumi matatu ya madini ya feza.
281b04009c	Akawamba, “Khikoa masa kwa kumlavya mntu mwesekuwa na masa yoyose akomwe.” Iya wowo wakamtambaisa, “Yatiambiiza mbwai swie? Ivyo umanye wee mwenye!”
281b050062	Nee atambika zia ntii za madini ya feza he nyumba ya Muungu na kulawa chongoi na kuita kwetungika.
281b0600d6	Waviki wakuu wakadoa zia ntii za madini za feza wakamba, “Khaifaa kuika hamwe madini aya ya feza na madini yalavigwayo mwe Nyumba ya Muungu kwaviya ntii izi za madini ya feza zilavigwa kwaajii ya kumkoma mntu.”
281b070055	Wekubindaho kumamakhanya wakevana kugua mnda wa kiongo hawe hantu hauzisi ha wanyika.
281b080033	Nee mana adi ivyeo mnda uwo wetangwa mnda wa phome.
281b09009f	Nee yaigania ida mbui yekwegombekwayo na Muoni Yelemia, kuwa, “Wakadoa ziya ntii za makumi matatu ya madini ya feza, yombe yekupangwayo na wantu wa Isilaeli,
281b0a0038	wakaziguiya mnda wa kiongo, inga Zumbe ekuniagiiavyo.”
281b0b00a5	Yesu ekuwaho kagooka hemeso ya Pilato ekuwaye mgookezi wa Kilumi, akamuuza, “Wee nee Seuta wa Wayahudi?” Yesu akagombeka, “Inga wekugombekavyo miye nee uyo.”
281b0c0047	Iya wagookezi wa waviki na wadaa wekumwahiavyo masa khekutambaisa mbui.
281b0d0043	Ivyo Pilato akamuuza, “Ivi khutegeeza mbui ambazo wazigombeka?”
281b0e0051	Iya Yesu khekuandua ata mbui mwenga, ata uyo mgookezi wa Kilumi akahondomaa muno.
281b0f0078	Neiwa kawaida kisingi cha sikukhuu ya Pasaka mgookezi wa Kilumi awavugwiiya zumwezumwe da wantu mfungwa yumwe wamkundae.
281b10004d	Kisingi icho nekuwa na mfungwa yumwe ekuwaye mntu mfyaimi, zina dakwe Balaba.
281b11008e	Ivyo wantu wekukintanikaho hamwe, Pilato akawauza, “Mwakunda ni wavugwiiye yuhi gatigati ya awa waidi, Balaba hambu Yesu etangwae Klistu?”
281b120041	Kagombeka ivyo, kwaviya kamanya wamueta kwakwe kwaajii ya kinyuu.
281b1300bb	Pilato ekuwaho kekaa mwe kigoda chakwe cha kuamuiya, mkaziwe akamwetea bauwa inu. “Usekumgosoa kintu chochose mntu uyu yedi, na kwaviya ivyeo khisuumizwa muno mwe sozi kwaajii yakwe.”
281b140069	Iya waviki wakuu na wadaa wakawanchochea dia zumwezumwe da wantu wamwombeze Balaba aekewe na Yesu akomwe.
281b150068	Pilato akawauza, “Gatigati ya awa waidi ni yuhi mumkundae niwavugwiiye?” Wakatambaisa, “Balaba!”
281b160080	Pilato akawauza, “Isasa mwaonda nimtende viivihi na Yesu mwetangwae Klistu?” Wose wakagombeka, “Agong'ondewe he mhamba!”
281b170078	Pilato akawauza, “Kwa mbwai? Ni ufyaimi wani ekugosoao?” Wowo wakaendeea kutoa mgutio, “Agong'ondewe he mhamba!”
281b1800db	Pilato ekuonaho kuwa khadaha kugosoa dodose na kwaviya khumbizi zavoka kulawiiya, akadoa mazi na akasunta mikono hemeso ya dia zumwezumwe da wantu, akamba, “Mie khimo mwe mbui ya kumkoma mntu uyu, mbwii yenu wenye.”
281b190063	Wantu wose wakamba, “Kwa mbui inu tiigosoayo, Muungu na atekhe sugusa swie hamwe na wana wetu!”
281b1a009c	Aho Pilato akawavuguiya Balaba kulawa he kifungo, na akagombeka Yesu atoigwe na ngoda yekwegosolwayo na babu da kiboko, na akamlavya agong'ondewe he mhamba.
281b1b0046	Wakamwegaa gati mwe nyumba ya ugookezi, na maasikai wose wakamzunguka.
281b1c0034	Wakamhambua gwanda dakwe, wakamhasika joho dekhundu.
281b1d00d0	Wakagosoa kintu inga khofia seuta yekugosolwayo na miwa wakamhasika mwe mtwi, wakamwiikia ngoda mwe mkono wakwe kuume. Wakakinta mavindi hemeso yakwe, wakambea kwa kumwamba, “Takuugusa Seuta wa Wayahudi!”
281b1e0057	Wakamswiiya ovu, wakadoa ida ngoda wekumwekhayo mwe mkono wakwe na kumtoa nayo mwe mtwi
281b1f0073	Wekubindaho kumgosoeya ayo, wakamhambua dia gwanda na kumhasika nguo zakwe, na wakamwegaa kumgong'ondea mwe mhamba.
281b2000a1	Wekuwaho wakaita kumng'ondea he mhamba wakamuona mntu yumwe zina dakwe Simoni, mwenyezi wa Kilene. Aho asikai wa Wakilumi wakamshuutiza kuudoa mhamba wakwe Yesu.
281b210045	Wekubuaho hantu hetangwaho Goligota mana yakwe, hantu hafufu da mtwi,
281b220051	wakamwekha divai yekuhanganywayo na nyongo. Iya Yesu ekuionjaho akaemea kuidomea.
281b230048	Wakamgong'ondea he mhamba, naho nguo zakwe wakapangana kwa kuzitoea kula
281b240019	Wakekaa, wakawa wamuinda.
281b250067	Uwanga ya mtwi wakwe kwe mhamba nee kuikwa kibao chekuandikwacho, “Uyu ni Yesu, Zumbe wa Wayahudi.”
281b260074	Viyaviya mabagaa waidi nee wagong'ondewa kia yumwe na mhamba wakwe, yumwe phande ya kuume na mtuhu phande ya kumoso.
281b27005f	Wantu wekuwao wakemboka hehi na aho wakamdumua na kusingisa mitwi yao kwa kumseka na kugombeka,
281b28009d	“Wee kwevuna, wadaha kuitua Nyumba ya Muungu na kuizenga kwa misi mitatu! Inga wee ni Mwana wa Muungu, eohoe mwenye na usee mwenye kulawa aho he mhamba!”
281b290061	Viyaviya, wagookezi wa waviki na wahinyi wa miko na waongoezi wa Wayahudi wakamhega na kugombeka.
281b2a0086	“Kawaohoa watuhu, akini kweohoa mwenye khadaha! Ati yee ni Seuta wa wantu wa Isilaeli! Na asee mwe mhamba, na swie tenda timzumiiye!
281b2b006d	Kamkauwiya Muungu, na isasa Muungu amwoohoe inga amkunda, kwaviya kagombeka, ‘Mie ni Mwana wa Muungu.’”
281b2c0041	Ata wada wahokaji wekugong'ondewao hamwe nae wakamdumua viyaviya.
281b2d003e	Kuvokea saa mtandatu, musi adi saa kenda, si yose nenikiza du.
281b2e008c	Yekubuaho saa kenda Yesu akaiya kwa mgutio mkuu, “Eloi, Eloi, Lama sabakitani?” Yaani, “Muungu yangu, Muungu yangu, mbona kunibada?”
281b2f0054	Iya wantu wada wekugookao hada wekutegeezaho ivyo wakagombeka, “Amwetanga Elia.”
281b300071	Yumwe awo akaguuka na akadoa dodoki akadiginta mwe divai yekusasayo, akaiika uwanga ya lasi, na akamwekha adomee.
281b310041	Watuhu wakagombeka, “Eka tikauwe ati Elia endaeze kumwoohoa.”
281b32003b	Naho Yesu akaiya vituhu kwa mgutio mkuu na akauya na nyuma.
281b330085	Ahoaho pazia da Nyumba ya Muungu dikatatuka ntii mbii, kulawa uwanga hadi asi, na inusi ikazingiza na maiwe makuu yakabondekabondeka,
281b340032	mambiya yakavuguka na wantu wa Muungu wakayuyuswa.
281b350066	Bada ya kuyuyuka kwakwe Yesu, wakalawa mwe mambiya na wakengia mzi wa Muungu na wantu wangi wakawaona.
281b3600bd	Yuda mkuu wa maasikai hamwe na weziwe wekuwao wakamuinda Yesu wekuonaho zingizo da inusi na zia mbui zekulawiiazo wakaogoha muno na wakagombeka kwei, “Mntu uyu neekawa Mwana wa Muungu.”
281b370070	Hantu aho newaaho wavyee wangi wakamkauwa kwa hae. Awo nee wada wekumtongeao Yesu kulawa Galilaya wakamwambiiza.
281b380079	Gatigati yao nee ni Maliamu mntu wa Magidala na Maliamu mami yao da Yakobo na Yusufu, hamwe na mami yao wana wa Zebedayo.
281b390083	Yekubuaho guoni, akeza mntu yumwe mwenye vintu vingi zina dakwe Yusufu mwenyezi wa mzi wa Alimataya. Yee naye nekawa mhina wa Yesu,
281b3a0043	akambasa Pilato akauombeza mwii wa Yesu. Aho Pilato akamba ekhigwe.
281b3b003d	Yusufu akaudoa uda mwii akauzengeteza sanda yekung'aayo muno,
281b3c0067	akauiika mwe mbia dihya ekudisongoado mwe iwe kuu, akadoa iwe kuu na kudiika he uvi, na akahauka zakwe.
281b3d004d	Maliamu mntu wa Magidala na Maliamu yuda mtuhu, newekaa kukauwa mbia da Yesu.
281b3e0051	Kioi yakwe, yaani Msi wa Kuhumwiiza, Waviki wakuu na Mafalisayo wakambasa Pilato,
281b3f0082	wakamwamba, “Mkuu tikumbuka kuwa, ‘Yuda mtiizi katigombeka, kisingi khazati kuuya na nyuma, bada misi mitatu nendaniyuyuke.’
281b4000b7	Kwaiyo agiiya ido mbiya diindwe adi misi mitatu ili wahina wakwe wasekweza kumbawa, na kuwamba wantu kayuyuka. Uhokho hunu wa kisikiizi wendauwe wa ufyaimi muno kusima uda wa bosi.”
281b410048	Pilato akawamba. “Haya, mnao waindaji na waite mkadiinde mmanyavyo.”
281b42006f	Ivyo wakaita na wagoji ili kudiinda dia mbia vitana, na wakaika alama mwe dia mbia na aho waika asikali wainde.
281c010091	Wekwembokaho Msi wa Kuhumwiiza na yekubuwaho keo muno msi wa Jumapili. Maliamu mntu wa Magidala na yuda Maliamu mtuhu wakaita kudikauwa dia mbia.
281c020080	Vuu puu, kukalawiiya zingizo kuu da inusi mndima wa Zumbe akaseeya kulawa uwanga kwa Muungu akaditongoosa dia iwe na akadekaiya.
281c030035	Akoonekana inga umweko na nguo zakwe nezing'aa chwee.
281c04004f	Wagoji wa dia mbiya wakakama kwa ukeng'enta mkuu wakawa inga wekuuyao na nyuma.
281c050086	Iya yuda mndima wa uwanga kwa Muungu akawamba wada wavyee, “Nyie mwesekuogoha! Namanya mwa mwondeza Yesu mwekugong'ondewa he mhamba.
281c060064	Hanu khayuho kwaviya kayuyuka inga ekugombekavyo. Sooni mhakauwe hantu hekuwaho mwii wakwe ugonezwa.
281c07008d	Naho hitani kinyionyio mkawambe wahina wakwe kuwa kayuyuka na isasa awaongoeya kuita Galilaya, uko mwendamumwone. Aya miye khigombeka kae.”
281c08007c	Awo wavyee wakahauka hada he mbiya uku wamema ukeng'enta na nyemi muno, wakaita uku waguuka wakawambe wahina wakwe mbui iyo.
