2800000006	Matayo
2a08220098	Abalíisa be empunu ezo, bakaleeba ebyo byóona ebyaagwíile. Niho beéluka, baázeenda omu muzihwa no omu masaambo, nibakumuúcha empola ezi ha baantu.
2a0823013a	Mále abaantu baalugáho kuzeenda kuleeba ebigaambo ebyo óokwo bili, baamuhikáho Yeézu. Obuchilo bwo kumuhikáho, baámubona omuuntu óoliinya, ayaabeele ayina amazimu gaámulugilého. Akaba ayikeele héehi na amagulu ga Yeézu, azweele omwéenda, ayina obwéenze bwóona. Abaantu abo baákwáatwa no obutíini.
2a08240090	Abaantu áabo abaabwéene agagwiile góona, bakaba nibabasoomboólela bazeenzi báabo nkokwo omuuntu ogwo atuungamiilwe amazimu ku yaáchilizwe.
2a082500a4	Abaantu bóona bo omu nsi ya Abageráasi, beétimwa bwooli. Baámusaba Yeézu nkokwo alugeho aho hali boónyini. Nikwo, yaáhanama omu bwáato bwi itaanga yaásuba.
2a08260089	Omuuntu ogwo, ayaabeele amazimu gaámulugilého, yaámusaba Yeézu nkokwo bazeénde hamo náze. Náho Yeézu yaámusubya, yaámugaambila,
2a082700da	“Osube omúka yaawe, ozeénde kubasoomboolela abaantu áago Múungu yaákukolela.” Niho, omuuntu ogwo yaalugáho aho, yaázeenda naabasoomboólela abaantu ba buli hóona omu muzihwa ogwo ago gi Yeézu yaámukolela.
2a0828006f	Obuchilo Yeézu yaásubile okwo Galiláaya, akanyegezwa ne embága ya abaantu áabo abaabeele nibamutegamilila.
2a082900a3	Aho, yéeza omuuntu oómo, izíina lyoómwe Yairo, omweébeembezi wi isomelo. Yairo, yaáteela ebizwi omu méeso ga Yeézu, yaámusaba nkokwo ayize omúka yoómwe,
2a082a00cc	habwo kuba muhalawe nyakámo we emyáaka nke ikúmi ne ebili, akaba ali héehi kufwa. Obuchilo Yeézu akaba naazeénda aho, echipípi echo cha abaantu, chikakulaatilana náwe kunu nibamumigisiliza bwooli.
2a082b00fd	No omu baantu abo, hakaba heena omukázi óogwo akaba ayina endwáala ye emizezi aha myáaka ikúmi ne ibili. [No óobu yaabeele yaámazile kuhéela ebiintu byoómwe byóona ha kuliha abafúmu,] akaba ataliho no óobu oómo óogwo ayaahikize kumuchíza.
2a082c007b	Niho, omukázi ogwo yéeza kuluga enyuma ya Yeézu, yaamukuumyáho aha lukugilo lwo omwéenda gwoómwe. Ahonyini yaáchila.
2a082d00cd	Yeézu yaábúuza, “Óogwo ayaánkuumyáho, noóha?” Abaantu bóona, bakalahila. Peétero náwe yaámugaambila Yeézu, “Íiwe Mukáma wéetu, na abaantu beenzi baákuzoongolokile nibakumigisiliza!”
2a082e0091	Náho, Yeézu yaágaamba, “Niimmanya heena omuuntu óogwo ayaánkuumyáho, habwo kuba niinyehulila nkokwo obuhicha bwo kuchiza bwaandugáho.”
2a082f00fc	Omukázi ogwo, obuchilo káyaabweene nkokwo tayina akazeendele ko kweéseleka káandi, yaamwiizáho Yeézu, naazuguma. Yaáteela ebizwi, yaámugaambila omu méeso ga abaantu abo bóona, ensoonga yo kumukuumyáho, na nkokwo yaáchízwa aha ntúlo eémo.
2a08300074	Yeézu yaámugaambila, “Íiwe muhalákazi waanze, okwiikiliza kwaawe nikwo kwaákuchiza. Ozeénde no obuhóolo!”
2a083100cb	Obuchilo Yeézu akaba achaágaamba gaamba ebyo, yéeza omuuntu kuluga omúka owa Yairo, omweébeembezi wi isomelo, yaámugaambila, “Leka kumwaágalaza Omweégesa, habwo kuba muhala waawe yaáfwiile.”
2a08320080	Náho Yeézu kayaabihuliile ebigaambo ebyo, yaámugaambila Yairo, “Otatiina, yikiliza kwoónka, na muhala waawe naachízwa.”
2a083300be	No obuchilo Yeézu naahika omúka owa Yairo, yaábaángila abaantu abáandi kutaahamo omu nzu hamo náze, choónka yaákuundila Peétero, Yohana, Yakobo, iíse na nyina wo omuhalákazi ogwo.
2a083400b2	Abaantu bóona aháka ezo, bakaba nibachúla no kwaalama habwo omuhalákazi ogwo. Náho, Yeézu yaábagaambila, “Muleke kuchula! Takafwíile ogu, choónka ahuniile kwoónka!”
2a0835006a	Abaantu abo baábaanza kumusekeelela ahi igayo, habwo kuba bakaba nibamanya nkokwo ogwo akaba yaáfwíile.
2a0836005f	Yeézu, yaákwáata omukóno gwo omuhalákazi ogwo, yaámugaambila, “Íiwe mwáana, imuka!”
2a08370075	Ahonyini, omuhalákazi ogwo, omwooyo gwaamusubamo, yaáyemeelela. Yeézu yaábagaambila nka nikwo, bamuhe ebyookulya.
2a08380081	Abazéele boómwe baásobelwa bwooli. Náho Yeézu yaábaangila nka nikwo, bataákumugaambila omuuntu weéna wéena ago agáagwa.
2a090100aa	Echilo chimo Yeézu akeeta entumwa zoómwe ikúmi ne ebili. Yaábaha obuzizi no obuhicha bwo kubiinga amazimu góona kuluga ha baantu, no obuzizi bwo kuchíza amalwáala.
2a09020065	Yaábasiíndika, bazeénde kubalaanga abaantu empola zo obukáma bwa Múungu, no okuchiza abalwéele.
2a090300a5	Yaábagaambila, “Mutaákwiimucha echiintu omu luzeendo lwéenyu, no óobu enkoni, no óobu ensáho, no óobu echookulya, no óobu empilya, no óobu enkaanzu ibili.
2a09040071	“Ne éenzu yoóna yóona éezo mulaataahámo, mwiikale aho, kuhicha echilo éecho mulilugamo omu mutúulo ogwo.
2a090500c0	Náho omuzihwa gwoóna gwóona óogwo abaantu balaáleka kubeénaankula, mulugého aho, mweekuunkumule enkuungu eli ha amagulu gáanyu. Ha kukola mútyo, neéba emanyiso ye ebiheno byáabo.”
2a0906008a	Niho entumwa ezo, baázeenda nibahiingula omu migoongo. Bakaba niboolekeelela abaantu Empola Nzima, no kuchíza abalwéele ba buli haantu.
2a090700e3	Góona ago gi Yeézu akaba naakola, omukáma Herode akaba naahulila empola zoómwe, zaámuha kutahwa tahwa. Habwo kuba, abaantu abáandi bakaba nibagaamba nka nikwo, Yeézu niwe Yohana Omubatiza ayaázoolwa kuluga omu bafwiile.
2a090800be	Abáandi, bakaba bagaámba nka nikwo, niwe omubáasi Eliya óogwo ayéeza káandi. Hakaba heena abáandi, áabo bakaba nibagaámba nkokwo, oómo wo omuli abo babáasi ba kala niwe yaázooka.
2a090900ac	Náho, Herode akagaamba, “Yohana, nkamunogola omútwe! Mbwéenu, ogwo noóha, wi ndikuhulila empola ze ebikolwa ebyo?” Bityo, Herode akaba naayeénda abonane na Yeézu.
2a090a00a6	Entumwa abo ba Yeézu, baásuba hali Yeézu, baámusoomboolela byóona éebyo baákozile. Áaho, yaábatwáala baázeenda boónka omu muzihwa ogulikwéetwa Betisaida.
2a090b00cd	Náho embága ya abaantu baámanya empola nkokwo yaázeenda aho, baaba nibamukulaatíla. Yaábanyegeza, yaábaanza kubeégesa ebigaambo byo obukáma bwa Múungu. Na abalwéele omuli abo, akaba naabachíza.
2a090c0105	No obuchilo heéliliza olweébazo, abaheémba abo ikúmi na bábili béeza baámugaambila, “Áaho tuli, no omu chitúuntu. Ha bwéecho, obakuúndile abaantu aba bazeénde omu mitúulo no omu maka aheena emisili, babone kubonesa ebyookulya na aho kubyáama.”
2a090d00e6	Yeézu yaábasubiza, “Mubáhe ebyookulya íimwe!” Baámusubiza, “Íichwe titwíina byookulya, náho emikaate itaanu yoónka, ne eénfwi ibili. Ngási, nooyeénda tuzeénde kubagulila abaantu embága yóona ezi ebyookulya?”
2a090e00eb	Na abakwaáta áabo abaabeele bali aho, bakaba bali ebihuumbi bitaanu no obusáago. Yeézu yaábagaambila abaheémba boómwe, “Mubagaambile abaantu aba beekale empelo bunaanka, buli luhelo abaantu babe makúmi ataanu ataanu báti.”
2a090f0046	Niho, baákola nka nikwo yaabalagíile, abaantu bóona baaba beékala.
2a091000b5	Yeézu yeeháho emikaate ezo itaanu, ne eénfwi ibili. Yaálaangamila olugulu omu igulu, yaámusiima Múungu. Niho yaázimenyula, yaábaha abaheémba boómwe, babone kubaha abaantu.
2a09110072	Aba bóona baálya, baáhaaga. Abaantu bakatulaaniza amasaága ge ebyookulya, geézula ebitukulu ikúmi na bibili.
2a091200c3	Echilo chimo, Yeézu na abaheémba boómwe bakaba bali hamo, boónka. Yeézu akaba naamusaba Múungu. Káyaabaliile, yaábabúuza, “Embága za abaantu nibagaámba nka nikwo íinye ndi oóha?”
2a091300e9	Baámusubiza, “Abáandi, nibagaámba nka nikwo íiwe níiwe Yohana Omubatiza. Na abáandi bagaámba nka nikwo, íiwe oli omubáasi Eliya. Nábo abáandi nka nikwo, íiwe oli oómo wo omuli abo babáasi ba kala óogwo ayaázooka.”
2a09140093	Yeézu yaábabúuza káandi, “Náho íimwe sii! Nimugaámba íinye ndi oóha?” Peétero yaámusubiza, “Íiwe níiwe Masihi wo mwa Múungu!”
2a09150052	Yeézu yaábaangila omu kubalagila nka nikwo batagaambila omuuntu echigaambo echo.
2a091600fb	Yaábagaambila, “Íinye Omutábani wo Omuuntu, ni lwaampaka nnyagalazwe bwooli, nnyaángwe na abanyaampala ba Abayahudi, na bakúlu ba abagabe ba Múungu, na abeégesa be ebilagilo, kuhika nnyitwe. Náho ha chilo cha kásatu, mazima ndyaázoolwa.”
2a091700d7	Niho, Yeézu yaábagaambila bóona aáti, “Kaálaaba omuuntu weéna wéena naaloonda kuba omuheémba waanze, naayeéndelwa aleke kukuláatila ebiteékuzo byoómwe, asutule omusalaba gwoómwe buchiile, ankulaatile.
2a091800bc	Habwo kuba, weéna wéena óogwo alikweenda kweéchuungula omwooyo gwoómwe, niwe alaabuza obulami bwoómwe. Na weéna wéena óogwo alaabuza obulamíbwe ha bwaanze, niwe alaabuchuúngula.
2a09190063	Omuuntu naabona mugaso chi, kaálaabonesa byóona ebyo omu nsi ezi, náho akabuza obulami bwoómwe?
2a091a00ea	“Weéna wéena óogwo alikuúnzilila ensoni íinye na amagaambo gaanze, ogwo niwe íinye Mutábani wo Omuuntu neenye ndaámuzilila ensoni, obuchilo ndiíza ahi ikuzo lyaanze, ne elya Táata, ne elya bamaléeka boómwe abatakatíifu.
2a091b0091	“Mazima niimbagaambila nka nikwo, heena abaantu omuli aba abeémeeliile aha áabo tibalifwa, bacháali batakabubwéene obukáma bwa Múungu!”
2a091c00b5	Káyaamazile kugaamba ebigaambo ebyo, byaáhiingula nke ebilo munáana, Yeézu yaátwáala Peétero, Yohana, na Yakobo, yaáhanama nábo omu ibaanga, abone kusaba hali Múungu okwo.
2a091d00a8	Obuchilo yaáhika omu ibaanga, yaábaanza kumusaba Múungu. Mále, yaáhiinduka ensuso yo obusóbwe. Ebizwáalo byoómwe, byaaba bilikweela pee! No kwéengelela bwooli.
2a091e00ca	Ahonyini, haabonekanáho abakwaáta bábili nibeengelela ahi ikuzo, bali Musa na Eliya, abo abaabeele nibagaamba gaamba na Yeézu habwe empola zo kufwa kwoómwe, nkokwo alaahikiíliza okwo Yeruzaléemu.
2a092000e0	Ha mwáanya ogwo, Peétero na bazeenzíbe bakaba bahuniile omu túlo tulikulemeela. No obuchilo kíbeemuka, baámubona Yeézu naayeengelela ahi ikuzo lyoómwe. Baababonáho áabo abakwaáta bábili, beemeeliile héehi náze.
2a09210111	Obuchilo aba bábili nibamuleka Yeézu, Peétero yaámugaambila, “Íiwe Mukáma wéetu, ni kuluunzi íichwe tuliho aha. Twoombeke aha otutiindi túsatu, kámo kabe akaawe, akáandi kabe aka Musa, na akáandi kabe aka Eliya.” Ago Peétero gi yaágaambile, talagamanyile.
2a09220087	Obuchilo Peétero akaba naagaámba amagaambo ago, aha lugulu yáabo heezaho obwíile, bwaábaswéeka. Abaheémba abo baátíina bwooli.
2a0923008e	Kuluga omu bwíile omwo haalugamo iláka, niligaámba, “Ogu niwe Mutábani waanze engaanzi óogwo naátoólize! Mumuhuliilíze weényini!”
2a092400a9	Kagahwéele amagaambo ago, abaheémba abo baáleeba Yeézu yaásigala weénka. Nábo beésiza no omu bilo ebyo tibalamugaambiile omuuntu weéna wéena ebyo babweene aho.
2a09250079	Obuchilo nihacha, Yeézu na abaheémba abo básatu baátúuka okwo omu ibaanga, baábugana ne embága mpaango ya abaantu.
2a092600c3	No omu baantu abo, hakaba heena omuuntu oómo ayaabeele naahamuka ahi iláka omu kugaamba, “Íiwe Mweégesa, niinkusába, ondeébele omusígazi ogu, kuba weényini niwe mwáana waanze nyakámo.
2a092700ca	Elyo izimu limwaagalaza, limukola ateéle eyoombo. Káandi limuleetela ebisiimbo, kuhicha ifúlo limuluga omu kanwa. Lizeendelela kumuyuuguula no kumusikula sikula bwooli, na limulekula aha kwaágalala.
2a0928004b	Abaheémba baawe mbasabile nka nikwo balibiínge izimu, náho bakalemwa.”
2a092900ac	Yeézu yaágaamba, “Íimwe abaantu be enchilo ezi zo kwáanga kwiikiliza, mwaátumaangile kubi! Niinyikala neemwe no kubeémela, kuhicha li? Ndeétela mutábani waawe.”
2a092a00b2	Omwaana ogwo, obuchilo akaba naayiza, ahonyini, elyo izimu lyaámugwiisa ahaansi, lyaámukola kufuluuta. Náho, Yeézu akalikáama, yaámuchiza omwaana ogwo, yaámusúbiza iíse.
2a092b00e5	Abaantu bóona, obuchilo baabweene obuhicha bukúlu bwa Múungu, baásobelwa bwooli. Abaantu abo bóona, bakaba bachaali nibasobelwa ebikolwa byóona bya Yeézu. Obuchilo obwo Yeézu yaábagaambila abaheémba boómwe, yaágaamba,
2a092c0097	“Ebigaambo ebyo ndaábagaambila óobu, mubihuliilíze kuzima! Íinye Omutábani wo Omuuntu niizeénda kukoongwa na nibaánta omu ngalo za abaantu.”
2a092d00e4	Náho, ago gi Yeézu yaábagaambiile, tibalagasoombookiilwe, habwo kuba echigaambo echo chikaba chiselekilwe hali boónyini, bataákusoombookelwa ensoonga yaáho. Mala bakaba nibatiína kumubúuza ensoonga ye ebigaambo byoómwe.
2a092e007a	Omu baheémba ba Yeézu, haabámo ebiteékuzo bíbi, nka nikwo noóha omuli boónyini aláaba mukúlu kuchila bazeenzíbe.
2a092f0078	Náho Yeézu akamanya okuteékuza kwáabo. Ha bwéecho, yaátwáala omwaana muto, yaámweemeeleza héehi na áaho aáli,
2a09300135	yaábagaambila, “Omuuntu óogwo alaamwiinaánkula omwaana ogu ahi izíina lyaanze, naába yaányinaankula íinye. No omuuntu óogwo alaanyinaánkula íinye, naába yaámwiinaankula no óogwo ayaansiíndikile. Habwo kuba, omuuntu óogwo ali muto omuli íimwe mwéena, ogwo niwe ali mukúlu kuchila bóona.”
2a093100c3	Yohana yaámugaambila Yeézu, “Íiwe Mukáma wéetu, tukamubona omuuntu óogwo akaba naataagucha amazimu ahi izíina lyaawe, twaámwaangila, habwo kuba weényini ti muheémba waawe nkeechwe.”
2a09320081	Yeézu yaámusubiza, “Mutamwaángila omuuntu nko ogwo, habwo kuba omuuntu ogwo atakwaángilana neemwe, ali olubazu lwéenyu.”
2a0933007d	Obuchilo bwa Yeézu kutwáalwa omu igulu bukaba bweéliliize, niho yaálamwíile nka nikwo azeénde Yeruzaléemu, yaázeenda.
2a0934008f	Omu luzeendo lwoómwe, akasiindika entumwa abókumweébeembelela. Aba bakataaha omu mugoongo gwa Abasamaria, babone kumuloongeza aho kubyáama.
2a0935005c	Náho, abatwíile okwo baayáanga kumwiínaankula, habwo kuba akaba naazeénda Yeruzaléemu.
2a093600c9	Abaheémba boómwe, Yakobo na Yohana, kábaabweene ago, baámubúuza, “Íiwe Mukáma wéetu, nooyeénda tusábe omulilo gutuúke kuluga omu igulu gubasiingaáliche, [nka Eliya náwe kwoyaakozile]?”
2a09370078	Náho Yeézu, obuchilo nibagaámba ebyo, yaábechebuka, yaábahana, [yaágaamba, “Íimwe timukumanya muli baantu chi.]
2a0938007e	Habwo kuba Omutábani wo Omuuntu taleézile kusiingaalicha abaantu, náho kubachuúngula.” Baázeenda omu mugoongo ogúundi.
2a09390098	Obuchilo Yeézu na abaheémba boómwe bakaba nibalibata omu muháanda, omuuntu oómo yaámugaambila, “Niinkúkulaatila hoóna hóona áaho olaáza!”
2a093a00bb	Yeézu náwe yaámusubiza, “Nyamuhaábwa, ziba ziina ameena gaázo, ne enyonyi, zizila ebyaali. Náho, íinye Mutábani wo Omuuntu, tiinzila no óobu aho kubyaámika omútwe gwaanze.”
2a093b0097	Yeézu yaágaambila omuuntu oóndi, “Onkuláatile!” Omuuntu ogwo yaámusubiza, “Íiwe Mukáma, nkuúndila ntaandike nzeénde kumuziika táata.”
2a093c00a4	Náho Yeézu yaámusubiza, “Leka abáfwiile babazíike abáfwiile bazeenzi báabo. Náho íiwe, zeénda oze kubamanyisa abaantu empola zo obukáma bwa Múungu.”
2a093d009d	No óobu omuuntu oóndi, yaámugaambila Yeézu aáti, “Íiwe Mukáma, niinkukulaatila. Náho echa mbele, onkuúndile nzeénde mbalage abaantu bo omúka.”
2a093e00cc	Yeézu yaámugaambila, “Omuuntu weéna wéena óogwo ayaábaandize kulima ne enfuka ye ente, kaálaaba naayechebuka kuleeba enyuma, ogwo, takweendelwa kuba omuhálila wa Múungu omu bukáma bwoómwe.”
2a0a0100d6	Kagahwéele ago, Omukáma Yeézu yaátooza abaheémba abáandi makúmi musaanzu na bábili. Yaábasiíndika bábili bábili, bamweébeembelele buli muzihwa na buli hóona áaho yaabeele alamwíile weényini kuhika.
2a0a0200b3	Yaábagaambila abaheémba boómwe aáti, “Emyéezo ni míinzi, náho abakózi ni bache. Ha bwéecho, mumusabe kanyina wo omusili, abone kusiíndika abakózi omu musili gwoómwe.
2a0a030085	Mwiilóoko, muzeénde íimwe. Náho, mumanye nka nikwo niimbatwéeka nka abáana be entaama éezo ezilikulibata ahagáti ye emisegwe!
2a0a040081	Mutaákutwáala enfulebe ye empilya, nali ensáho, nali enkeeto. Mala káandi mutaángalucha omuuntu weéna wéena omu muháanda.
2a0a05006c	“No obuchilo mulaataahámo omu nzu, mwaangalúche abaantu bo omwo, múti, ‘Íimwe, mube no obuhóolo.’
2a0a0600c2	Na kahalaaba heena omuuntu wo obuhóolo omwo, obuhóolo óobwo muláaba mwiinabwo, nibusigala náwe. Náho, kihalaaba hatéena omuuntu wo obuhóolo omu nzu omwo, obuhóolo bwéenyu nibubasubila.
2a0a0700c3	Mutaákuba nimuzeénda kubyáama omu nzu ezíindi zíindi. Náho, mwiikale omu nzu éezo mwaazamo, nimulya ebyookulya éebyo balikubaha. Habwo kuba omukózi chimugasize kuhaabwa empeéla yoómwe.
2a0a08007d	“Obuchilo mulaataahámo omu chaalo choóna chóona, na abatúuzi nibabanyégeza, mulye ebyookulya éebyo baláaba nibabaha.
2a0a090075	Na abalwéele abali omu byaalo ebyo, mubachíze. Mubagaambile abatúuzi nkokwo, obukáma bwa Múungu bwaábeélilila.
2a0a0a0087	“Náho, obuchilo mulaataahámo omu chaalo choóna chóona, na abatúuzi tibakubanyégeza íimwe, mulabile omu miháanda, nimugaámba,
2a0a0b00cf	‘No óobu enkuungu ye echaalo chéenyu éezo elamasile aha magulu géetu, nituzikuunkumulaho, neéba emanyiso ye ebiheno byáanyu. Hamo ne ebyo, mumanye mazima nkokwo, obukáma bwa Múungu bweéliliize!’
2a0a0c00a7	Niimbagaambila nkokwo, echilo éecho Múungu alichwaaziika abaantu be éensi, alyaábachwaáziika kúbi bwooli abaantu bo omu chaalo echo kuchila abaantu ba Sodoma!”
2a0a0d016a	“Nimwiilóoko íimwe, abaantu ba Korazíini! Mulamanya íimwe, abaantu ba Betisaida! Habwo kuba, amahano áago nkakola hali íimwe, naakugakozíle omuli Tíilo na Sidóoni, abaantu ba Tíilo na Sidóoni baakaátamilwe ebiheno byáabo no kumuhiindukila Múungu bwaangu. Baakaáyolekile okuhiindukila kwáabo omu kwiikala bazweele amagunila, no kweésiiga iízu.
2a0a0e0091	Ha bwéecho, echilo éecho Múungu alichwaaziika abaantu, alyaábachwaáziikila neemwe kúbi bwooli kuchila abaantu ababi aba Tíilo na Sidóoni!
2a0a0f009e	“Neemwe, abaantu ba Kaperinaumu, mutaákuteekuza nka nikwo nimukuzibwa kuhika omu igulu? Mmahi, olyaágolomolwa ohike omu lyoongoola lya kuzimu yo olufu.”
2a0a100119	Mále, Yeézu yaábagaambila abaheémba boómwe, “Omuuntu óogwo alaabahuliiliza íimwe, naába yaánhuliiliza íinye. No omuuntu óogwo alaábáanga íimwe, naába yaányaangile íinye. No óogwo alikunyáanga, aha kukola aátyo, naába yaámwaangile óogwo ayaansiíndikile.”
2a0a1100cc	Kahaabaliile, abaheémba abo makúmi musaanzu na bábili baásuba, nibanulilwa. Baámugaambila, “Íiwe Mukáma wéetu, no óobu amazimu, obuchilo nitugabiínga ahi izíina lyaawe, nigatukoondoókela!”
2a0a120064	Yeézu yaábagalulila, “Naaba naálibona Isitáani nilihanaántuka nko olulábyo kuluga omu igulu.
2a0a1300d6	Léeba mumanye nka nikwo, naábahéele obuzizi bwo kusíinga amagala góona go ogwo omubisa. Ha buhicha obwo, nimulibatila no óobu enzóka na kamiína, na tihaliho echiintu choóna chóona éecho chilaábahutaaza.
2a0a1400a4	“No óobu bityo, mutaákunulilwa nka nikwo amazimu nigabakoondoókela. Náho, munulilwe echigaambo echi, nka nikwo amazíina géenyu gaáyaandikilwe omu igulu.”
2a0a150145	Obuchilo obwo, Yeézu akasemelelwa bwooli omu Mwooyo Mutakatíifu, yaágaamba, “Íiwe Táata, Mukáma wi igulu ne éensi, niinkusiima habwo kuba, ebigaambo ebi okaseleka abamasala na abamanyi, okabita aha bwéelu aha baantu áabo abeena okwiikiliza nka abayaánda abato. Éego Táata, habwo kuba nikwo óokwo wayeenzile.”
2a0a16013c	Mále yaábagaambila, “Táata ampeele byóona. Tihaliho omuuntu óogwo alikumusoombookelwa Mutábani wa Múungu nka nikwo aáli, náho Táata weénka. Káandi, taliho muuntu óogwo alikumusoombookelwa Táata nka nikwo aáli, náho Omutábani weénka, na weéna wéena óogwo Omutábani alaalamula kumusuululila.”
2a0a1700a3	Ahonyini, Yeézu yaábaleeba abaheémba boómwe, yaábagaambila boónyini boónka, “Mwiina omugisa íimwe, habwo kuba nimuleeba ebigaambo ebyo ha méeso géenyu!
2a0a1800f6	Niimbagaambila, hakaba heena ababáasi béenzi, na abakáma béenzi, áabo bakaba nibabyeefúuza kuleeba ebyo bi mulikuleeba, náho tibalabibwéene. Káandi, ebyo bi mulikuhulila íimwe, bakaba nibabyeefúuza kubihulila, náho tibalabihuliile.”
2a0a1900cb	Echilo chimo, omweégesa oómo we ebilagilo akeémeelela, yaámubúuza Yeézu ibúuzo kumuleengesa, yaámugaambila, “Íiwe Mweégesa, nkole chiíha, mbone kuhuungula obulami bwo obucha no obuchiile?”
2a0a1a0054	Yeézu yaámusubiza, “Omu bilagilo haandikilwémo chiíha? Noobimanyáho oóta?”
2a0a1b0119	Yaámusubiza, “Byaandíkilwe biti, ‘Omweénde Omukáma Múungu waawe aha muganya gwaawe gwóona, aha bwéenze bwaawe bwóona, aha magala gaawe góona, nikwo kugaamba, hali byoona ebili hali íiwe.’ Mala ‘Omweénde muzeenzi waawe nko óokwo olikweéyeenda íiwe nyini.’”
2a0a1c0052	Yeézu yaámugaambila, “Waásubya kuzima! Kola oótyo, neewe noobona obulami.”
2a0a1d0098	Náho, omweégesa ogwo we ebilagilo, akaba naayeénda kwoóleka nkokwo no omugololoke, niyo ensoonga yaámubúuza Yeézu, “Mutúuzi waanze, noóha?”
2a0a1e0128	Yeézu yaámugalulila aáti, “Hakaba heena omuuntu oómo, ayaabeele naagolomoka kuluga Yeruzaléemu, akaba naalibata kuzeenda Yeriko. No omu muháanda omwo, yáagwa omu ngalo za abanyagiilizi. Bóona baámugulukila, baámutéela bwooli, baámuzúula ebizwáalo, baámusiga ali héehi no okufwa.
2a0a1f00a6	“Ahi ibaando lizima, omu muháanda ogwo, hakeeza omugabe oómo wa Múungu. Náho omugabe ogwo, obuchilo yaamubwéene omuuntu ogwo, yaálaba aha mpelo yo omuháanda.
2a0a200087	Omuláawi náwe, yaáhika aho, na akazeendele kaaba kátyo nyini. Obuchilo yaamubwéene omuuntu ogwo, yaálaba aha mpelo yo omuháanda.
2a0a210086	“Aha káanya yéeza Omusamaria oómo, óogwo ayaabeele ali omu luzeendo lwoómwe. Obuchilo yaamubwéene omuuntu ogwo, yaámuganyila.
2a0a2200c6	Yaamuzáho, yaámuséemba obuhuta bwoómwe ha kubuteelaho evíini na amazuta, yaábukoma. Mále yaámuhanamika aha lugulu ye ensíkili yoómwe, yaámutwáala omu nzu ya abazenyi, yaaba naamulwaáza.
2a0a2300e9	“Nyeéncha eémo, yaásohoza omu nsaho edináali ibili, yaámuha owe éenzu ya abazenyi. Yaámugaambila, ‘Omulwáaze omuuntu ogu. Na kázilaayeendelwáho empilya ezíindi ha bwoómwe, obuchilo Ndaáhiingula aha, niinkuliha.’”
2a0a2400db	Niho, Yeézu yaámubúuza omweégesa ogwo we ebilagilo, “Ha bwéecho! Ha kuleeba kwaawe, akaba ali oóha omu baantu abo básatu, ayaabeele ali mutuuzi wo ogwo ayaatabaaliilwe na abanyagiilizi ha kumukolela ebizima?”
2a0a25007c	Yaámusubiza, “Ogwo ayaamuziliile echiganyizi.” Yeézu yaámugaambila, “Zeénda, oóbe na akazeendele kátyo nyini!”
2a0a2600a0	Yeézu na abaheémba boómwe, obuchilo bali omu muháanda, bataaha omu mugoongo gúmo. No omukázi oómo, izíina lyoómwe Marita, yaábanyegeza omúka yoómwe.
2a0a2700a7	Ogwo Marita, akaba ayina muhala wáabo, izíina lyoómwe Mariamu. Obuchilo obwo, Mariamu akaba ayikeele héehi na amagulu go Omukáma, naahuliilíza amagaambo goómwe.
2a0a2800ed	Náho Marita akaba naayagalala ni ikola líinzi. Niyo ensoonga yaámwiililila héehi Yeézu, yaámugaambila, “Íiwe Mukáma wéetu, sii, tokusaaswa nkokwo muhala wéetu yaándekela emilimo zóona? Ha bwéecho, omugaambile ampwéele!”
2a0a290062	Omukáma yaámusubiza, “Íiwe Marita, Marita! Oyine okutahwa tahwa no kwaágalala habwa bíinzi.
2a0a2a00a3	Náho heena echigaambo chimo choónka echilikweendelwa, káandi nichigasa kuchila byóona. Mariamu niwe óogwo ayaáchitooza, na taliho omuuntu alaáchimwáaka.”
2a0b010101	Echilo chimo, Yeézu akaba naamusaba Múungu ahaantu bunaanka. No obuchilo yaámazile, oómo wa abaheémba boómwe yaámugaambila, “Íiwe Mukáma, otweégese akazeendele ha kumusaba Múungu, nko óokwo Yohana Omubatiza yaabeégesize abaheémba boómwe.”
2a0b0200de	Yeézu yaábagaambila, “Obuchilo muláaba nimumusaba Múungu, mugaámbe múti, ‘Isíichwe [owo omu igulu], izíina lyaawe likuzibwe. Obukáma bwaawe bwiíze. [Okweenda kwaawe kuhikiílizwe, omu nsi nko okwo omu igulu.]
2a0b030024	Otuhe buli bucha ebyookulya byéetu.
2a0b040098	Otuganyile ebiheno byéetu, nko óokwo neechwe tuganyila abalikutuhénela. Otatutwáala omu kuleengesibwa [náho otuchuúngule ne elyo Isitáani].’”
2a0b0500b7	Aho Yeézu yaábagaambila, “Tugaámbe oómo omuli íimwe ayina munywáani woómwe, yaamuzáho omu itúumbi, yaámugaambila, ‘Íiwe munywáani! Niinsaba ontíizého emikaate isatu,
2a0b060071	habwo kuba, munywáani waanze abeele ali omu luzeendo, yaáhikila owéetu, na tiinyina echookulya cho kumúha.’
2a0b0700d1	“Náho, munywaaniwe ogwo yaámusubiza, ‘Otaákuunyagalaza! Léeba naáchiingile olwíizi! Íinye na abáana baanze twaályaamile aha chitabo na tiínkuhicha kwiimuka no kukúha echiintu choóna chóona.’
2a0b0800e8	“Niimbagaambila, no óobu biláaba omuuntu ogwo takwiimuka no kumúha muzeenzíwe omukaate habwo kuba weényini ni munywáani woómwe, naayimuka no kumúha buli chiintu éecho alikweenda habwo kuba munywaaniwe talalekile kumusaba.
