2800000019	Κατα Ματθαιον
28171e00de	καὶ λέγετε, ‘Εἰ ἤμεθα ἐν ταῖς ἡμέραις τῶν πατέρων ἡμῶν, οὐκ ἂν ἤμεθα κοινωνοὶ αὐτῶν ἐν τῷ αἵματι τῶν προφητῶν.’
28171f0087	Ὥστε μαρτυρεῖτε ἑαυτοῖς ὅτι υἱοί ἐστε τῶν φονευσάντων τοὺς προφήτας.
281720005d	Καὶ ὑμεῖς πληρώσατε τὸ μέτρον τῶν πατέρων ὑμῶν.
281721007e	Ὄφεις, γεννήματα ἐχιδνῶν, πῶς φύγητε ἀπὸ τῆς κρίσεως τῆς Γεέννης;
281722018a	Διὰ τοῦτο, ἰδοὺ, ἐγὼ ἀποστέλλω πρὸς ὑμᾶς προφήτας, καὶ σοφοὺς, καὶ γραμματεῖς. Ἐξ αὐτῶν ἀποκτενεῖτε καὶ σταυρώσετε, καὶ ἐξ αὐτῶν μαστιγώσετε ἐν ταῖς συναγωγαῖς ὑμῶν, καὶ διώξετε ἀπὸ πόλεως εἰς πόλιν·
2817230173	ὅπως ἔλθῃ ἐφʼ ὑμᾶς πᾶν αἷμα δίκαιον ἐκχυννόμενον ἐπὶ τῆς γῆς, ἀπὸ τοῦ αἵματος Ἅβελ τοῦ δικαίου, ἕως τοῦ αἵματος Ζαχαρίου υἱοῦ Βαραχίου, ὃν ἐφονεύσατε μεταξὺ τοῦ ναοῦ καὶ τοῦ θυσιαστηρίου.
281724006e	Ἀμὴν, λέγω ὑμῖν, ἥξει πάντα ταῦτα ἐπὶ τὴν γενεὰν ταύτην.
28172501b7	Ἰερουσαλὴμ, Ἰερουσαλήμ, ἡ ἀποκτείνουσα τοὺς προφήτας καὶ λιθοβολοῦσα, τοὺς ἀπεσταλμένους πρὸς αὐτήν! Ποσάκις ἠθέλησα ἐπισυναγαγεῖν τὰ τέκνα σου, ὃν τρόπον ὄρνις ἐπισυνάγει τὰ νοσσία αὐτῆς ὑπὸ τὰς πτέρυγας, καὶ οὐκ ἠθελήσατε.
2817260050	Ἰδοὺ, ἀφίεται ὑμῖν ὁ οἶκος ὑμῶν ἔρημος!
28172700c4	Λέγω γὰρ ὑμῖν, οὐ μή με ἴδητε ἀπʼ ἄρτι ἕως ἂν εἴπητε, ‘Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι Κυρίου!’”
28180100f1	Καὶ ἐξελθὼν ὁ Ἰησοῦς ἀπὸ τοῦ ἱεροῦ ἐπορεύετο, καὶ προσῆλθον οἱ μαθηταὶ αὐτοῦ, ἐπιδεῖξαι αὐτῷ τὰς οἰκοδομὰς τοῦ ἱεροῦ.
28180200f9	Ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς, “Οὐ βλέπετε ταῦτα πάντα; Ἀμὴν, λέγω ὑμῖν, οὐ μὴ ἀφεθῇ ὧδε λίθος ἐπὶ λίθον, ὃς οὐ καταλυθήσεται.”
281803016f	Καθημένου δὲ αὐτοῦ ἐπὶ τοῦ Ὄρους τῶν Ἐλαιῶν, προσῆλθον αὐτῷ οἱ μαθηταὶ κατʼ ἰδίαν λέγοντες, “Εἰπὲ ἡμῖν πότε ταῦτα ἔσται, καὶ τί τὸ σημεῖον τῆς σῆς παρουσίας καὶ συντελείας τοῦ αἰῶνος;”
2818040088	Καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς, “Βλέπετε, μή τις ὑμᾶς πλανήσῃ.
28180500bf	Πολλοὶ γὰρ ἐλεύσονται ἐπὶ τῷ ὀνόματί μου λέγοντες, ‘Ἐγώ εἰμι ὁ Χριστός’, καὶ πολλοὺς πλανήσουσιν.
28180600dc	Μελλήσετε δὲ ἀκούειν πολέμους, καὶ ἀκοὰς πολέμων. Ὁρᾶτε, μὴ θροεῖσθε· δεῖ γὰρ γενέσθαι, ἀλλʼ οὔπω ἐστὶν τὸ τέλος.
28180700cb	Ἐγερθήσεται γὰρ ἔθνος ἐπὶ ἔθνος, καὶ βασιλεία ἐπὶ βασιλείαν, καὶ ἔσονται λιμοὶ καὶ σεισμοὶ κατὰ τόπους.
2818080036	Πάντα δὲ ταῦτα ἀρχὴ ὠδίνων.
28180900eb	Τότε παραδώσουσιν ὑμᾶς εἰς θλῖψιν, καὶ ἀποκτενοῦσιν ὑμᾶς. Καὶ ἔσεσθε μισούμενοι ὑπὸ πάντων τῶν ἐθνῶν, διὰ τὸ ὄνομά μου.
28180a00a5	Καὶ τότε σκανδαλισθήσονται πολλοὶ, καὶ ἀλλήλους παραδώσουσιν καὶ μισήσουσιν ἀλλήλους.
28180b007a	Καὶ πολλοὶ ψευδοπροφῆται ἐγερθήσονται καὶ πλανήσουσιν πολλούς.
28180c0080	Καὶ διὰ τὸ πληθυνθῆναι τὴν ἀνομίαν, ψυγήσεται ἡ ἀγάπη τῶν πολλῶν.
28180d0051	Ὁ δὲ ὑπομείνας εἰς τέλος, οὗτος σωθήσεται.
28180e00fd	Καὶ κηρυχθήσεται τοῦτο τὸ εὐαγγέλιον τῆς βασιλείας ἐν ὅλῃ τῇ οἰκουμένῃ, εἰς μαρτύριον πᾶσιν τοῖς ἔθνεσιν, καὶ τότε ἥξει τὸ τέλος.
28180f00ee	Ὅταν οὖν ἴδητε ‘τὸ βδέλυγμα τῆς ἐρημώσεως’, τὸ ῥηθὲν διὰ Δανιὴλ τοῦ προφήτου, ἑστὸς ἐν τόπῳ ἁγίῳ (ὁ ἀναγινώσκων νοείτω),
2818100058	τότε οἱ ἐν τῇ Ἰουδαίᾳ, φευγέτωσαν εἰς τὰ ὄρη,
2818110075	ὁ ἐπὶ τοῦ δώματος, μὴ καταβάτω ἆραι τὰ ἐκ τῆς οἰκίας αὐτοῦ,
281812007b	καὶ ὁ ἐν τῷ ἀγρῷ, μὴ ἐπιστρεψάτω ὀπίσω ἆραι τὸ ἱμάτιον αὐτοῦ.
281813009d	Οὐαὶ δὲ ταῖς ἐν γαστρὶ ἐχούσαις, καὶ ταῖς θηλαζούσαις ἐν ἐκείναις ταῖς ἡμέραις.
2818140080	Προσεύχεσθε δὲ ἵνα μὴ γένηται ἡ φυγὴ ὑμῶν χειμῶνος, μηδὲ Σαββάτῳ.
28181500b6	Ἔσται γὰρ τότε θλῖψις μεγάλη, οἵα οὐ γέγονεν ἀπʼ ἀρχῆς κόσμου ἕως τοῦ νῦν, οὐδʼ οὐ μὴ γένηται.
28181600f2	Καὶ εἰ μὴ ἐκολοβώθησαν αἱ ἡμέραι ἐκεῖναι, οὐκ ἂν ἐσώθη πᾶσα σάρξ, διὰ δὲ τοὺς ἐκλεκτοὺς, κολοβωθήσονται αἱ ἡμέραι ἐκεῖναι.
281817008b	Τότε ἐάν τις ὑμῖν εἴπῃ, ‘Ἰδοὺ, ὧδε ὁ Χριστός’, ἤ ‘Ὧδε’, μὴ πιστεύσητε.
2818180102	Ἐγερθήσονται γὰρ ψευδόχριστοι καὶ ψευδοπροφῆται, καὶ δώσουσιν σημεῖα μεγάλα καὶ τέρατα, ὥστε πλανῆσαι εἰ δυνατὸν καὶ τοὺς ἐκλεκτούς.
281819002a	Ἰδοὺ, προείρηκα ὑμῖν.
28181a00cd	Ἐὰν οὖν εἴπωσιν ὑμῖν, ‘Ἰδοὺ, ἐν τῇ ἐρήμῳ ἐστίν’, μὴ ἐξέλθητε. ‘Ἰδοὺ, ἐν τοῖς ταμείοις’, μὴ πιστεύσητε.
28181b00e3	Ὥσπερ γὰρ ἡ ἀστραπὴ ἐξέρχεται ἀπὸ ἀνατολῶν καὶ φαίνεται ἕως δυσμῶν, οὕτως ἔσται ἡ παρουσία τοῦ Υἱοῦ τοῦ Ἀνθρώπου.
28181c0062	Ὅπου ἐὰν ᾖ τὸ πτῶμα, ἐκεῖ συναχθήσονται οἱ ἀετοί.
28181d0186	Εὐθέως δὲ μετὰ τὴν θλῖψιν τῶν ἡμερῶν ἐκείνων, ‘ὁ ἥλιος σκοτισθήσεται καὶ ἡ σελήνη οὐ δώσει τὸ φέγγος αὐτῆς’, ‘καὶ οἱ ἀστέρες πεσοῦνται ἀπὸ τοῦ οὐρανοῦ’, καὶ αἱ δυνάμεις τῶν οὐρανῶν σαλευθήσονται.
28181e01a4	Καὶ τότε φανήσεται τὸ σημεῖον τοῦ Υἱοῦ τοῦ Ἀνθρώπου ἐν οὐρανῷ, καὶ τότε κόψονται πᾶσαι αἱ φυλαὶ τῆς γῆς, καὶ ὄψονται ‘τὸν Υἱὸν τοῦ Ἀνθρώπου, ἐρχόμενον ἐπὶ τῶν νεφελῶν τοῦ οὐρανοῦ’ μετὰ δυνάμεως καὶ δόξης πολλῆς.
28181f0149	Καὶ ἀποστελεῖ τοὺς ἀγγέλους αὐτοῦ μετὰ ‘σάλπιγγος φωνῆς μεγάλης, καὶ ἐπισυνάξουσιν’ τοὺς ἐκλεκτοὺς αὐτοῦ ἐκ τῶν τεσσάρων ἀνέμων, ἀπʼ ἄκρων οὐρανῶν ἕως ἄκρων αὐτῶν.
28182000fb	Ἀπὸ δὲ τῆς συκῆς, μάθετε τὴν παραβολήν: ὅταν ἤδη ὁ κλάδος αὐτῆς γένηται ἁπαλὸς καὶ τὰ φύλλα ἐκφύῃ, γινώσκετε ὅτι ἐγγὺς τὸ θέρος.
2818210098	Οὕτως καὶ ὑμεῖς ὅταν ἴδητε ταῦτα πάντα, γινώσκετε ὅτι ἐγγύς ἐστιν ἐπὶ θύραις.
2818220093	Ἀμὴν, λέγω ὑμῖν ὅτι οὐ μὴ παρέλθῃ ἡ γενεὰ αὕτη, ἕως ἂν πάντα ταῦτα γένηται.
2818230080	Ὁ οὐρανὸς καὶ ἡ γῆ παρελεύσεται, οἱ δὲ λόγοι μου οὐ μὴ παρέλθωσιν.
28182400e0	Περὶ δὲ τῆς ἡμέρας ἐκείνης καὶ ὥρας οὐδεὶς οἶδεν, οὐδὲ οἱ ἄγγελοι τῶν οὐρανῶν, οὐδὲ ὁ Υἱός, εἰ μὴ ὁ Πατὴρ μόνος.
2818250093	Ὥσπερ γὰρ αἱ ἡμέραι τοῦ Νῶε, οὕτως ἔσται ἡ παρουσία τοῦ Υἱοῦ τοῦ Ἀνθρώπου.
2818260122	Ὡς γὰρ ἦσαν ἐν ταῖς ἡμέραις ταῖς πρὸ τοῦ κατακλυσμοῦ τρώγοντες καὶ πίνοντες, γαμοῦντες καὶ γαμίζοντες, ἄχρι ἧς ἡμέρας εἰσῆλθεν, Νῶε εἰς τὴν κιβωτόν.
28182700ce	Καὶ οὐκ ἔγνωσαν, ἕως ἦλθεν ὁ κατακλυσμὸς καὶ ἦρεν ἅπαντας, οὕτως ἔσται ἡ παρουσία τοῦ Υἱοῦ τοῦ Ἀνθρώπου.
281828007e	Τότε ἔσονται δύο ἐν τῷ ἀγρῷ, εἷς παραλαμβάνεται, καὶ εἷς ἀφίεται.
2818290076	Δύο ἀλήθουσαι ἐν τῷ μύλῳ, μία παραλαμβάνεται, καὶ μία ἀφίεται.
28182a0080	Γρηγορεῖτε οὖν, ὅτι οὐκ οἴδατε ποίᾳ ἡμέρᾳ ὁ Κύριος ὑμῶν ἔρχεται.
28182b0117	Ἐκεῖνο δὲ γινώσκετε ὅτι εἰ ᾔδει ὁ οἰκοδεσπότης, ποίᾳ φυλακῇ ὁ κλέπτης ἔρχεται, ἐγρηγόρησεν ἂν, καὶ οὐκ ἂν εἴασεν διορυγῆναι τὴν οἰκίαν αὐτοῦ.
28182c00af	Διὰ τοῦτο καὶ, ὑμεῖς γίνεσθε ἕτοιμοι, ὅτι ᾗ οὐ δοκεῖτε ὥρᾳ, ὁ Υἱὸς τοῦ Ἀνθρώπου ἔρχεται.
28182d0102	Τίς ἄρα ἐστὶν ὁ πιστὸς δοῦλος καὶ φρόνιμος, ὃν κατέστησεν ὁ κύριος ἐπὶ τῆς οἰκετείας αὐτοῦ, τοῦ δοῦναι αὐτοῖς τὴν τροφὴν ἐν καιρῷ;
28182e0094	Μακάριος ὁ δοῦλος ἐκεῖνος, ὃν ἐλθὼν ὁ κύριος αὐτοῦ εὑρήσει οὕτως ποιοῦντα.
28182f008c	Ἀμὴν, λέγω ὑμῖν ὅτι ἐπὶ πᾶσιν τοῖς ὑπάρχουσιν αὐτοῦ, καταστήσει αὐτόν.
28183000a0	Ἐὰν δὲ εἴπῃ ὁ κακὸς δοῦλος ἐκεῖνος ἐν τῇ καρδίᾳ αὐτοῦ, ‘Χρονίζει μου ὁ κύριος’,
281831009e	καὶ ἄρξηται τύπτειν τοὺς συνδούλους αὐτοῦ, ἐσθίῃ δὲ καὶ πίνῃ μετὰ τῶν μεθυόντων,
28183200a2	ἥξει ὁ κύριος τοῦ δούλου ἐκείνου ἐν ἡμέρᾳ ᾗ οὐ προσδοκᾷ, καὶ ἐν ὥρᾳ ᾗ οὐ γινώσκει,
28183300e8	καὶ διχοτομήσει αὐτὸν, καὶ τὸ μέρος αὐτοῦ μετὰ τῶν ὑποκριτῶν θήσει· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.
28190100fa	Τότε ὁμοιωθήσεται ἡ Βασιλεία τῶν Οὐρανῶν δέκα παρθένοις, αἵτινες λαβοῦσαι τὰς λαμπάδας αὐτῶν ἐξῆλθον εἰς ὑπάντησιν τοῦ νυμφίου.
281902005f	Πέντε δὲ ἐξ αὐτῶν ἦσαν μωραὶ, καὶ πέντε φρόνιμοι.
2819030090	Αἱ γὰρ μωραὶ λαβοῦσαι τὰς λαμπάδας αὐτῶν, οὐκ ἔλαβον μεθʼ ἑαυτῶν ἔλαιον·
281904008e	αἱ δὲ φρόνιμοι ἔλαβον ἔλαιον ἐν τοῖς ἀγγείοις, μετὰ τῶν λαμπάδων ἑαυτῶν.
2819050071	Χρονίζοντος δὲ τοῦ νυμφίου, ἐνύσταξαν πᾶσαι καὶ ἐκάθευδον.
2819060094	Μέσης δὲ νυκτὸς, κραυγὴ γέγονεν, ‘Ἰδοὺ, ὁ νυμφίος!’ Ἐξέρχεσθε εἰς ἀπάντησιν.
2819070096	Τότε ἠγέρθησαν πᾶσαι αἱ παρθένοι ἐκεῖναι, καὶ ἐκόσμησαν τὰς λαμπάδας ἑαυτῶν.
28190800c3	Αἱ δὲ μωραὶ ταῖς φρονίμοις εἶπον, ‘Δότε ἡμῖν ἐκ τοῦ ἐλαίου ὑμῶν, ὅτι αἱ λαμπάδες ἡμῶν σβέννυνται.’
281909010c	Ἀπεκρίθησαν δὲ αἱ φρόνιμοι λέγουσαι, ‘Μήποτε οὐ μὴ ἀρκέσῃ ἡμῖν καὶ ὑμῖν· πορεύεσθε μᾶλλον πρὸς τοὺς πωλοῦντας, καὶ ἀγοράσατε ἑαυταῖς.’
28190a00ec	Ἀπερχομένων δὲ αὐτῶν ἀγοράσαι, ἦλθεν ὁ νυμφίος, καὶ αἱ ἕτοιμοι εἰσῆλθον μετʼ αὐτοῦ εἰς τοὺς γάμους, καὶ ἐκλείσθη ἡ θύρα.
28190b00a0	Ὕστερον δὲ ἔρχονται καὶ αἱ λοιπαὶ παρθένοι λέγουσαι, ‘Κύριε, κύριε, ἄνοιξον ἡμῖν!’
28190c0072	Ὁ δὲ ἀποκριθεὶς εἶπεν, ‘Ἀμὴν, λέγω ὑμῖν, οὐκ οἶδα ὑμᾶς.’
28190d0071	Γρηγορεῖτε οὖν, ὅτι οὐκ οἴδατε τὴν ἡμέραν, οὐδὲ τὴν ὥραν.
28190e00c5	Ὥσπερ γὰρ ἄνθρωπος ἀποδημῶν, ἐκάλεσεν τοὺς ἰδίους δούλους, καὶ παρέδωκεν αὐτοῖς τὰ ὑπάρχοντα αὐτοῦ.
28190f00c9	Καὶ ᾧ μὲν ἔδωκεν πέντε τάλαντα, ᾧ δὲ δύο, ᾧ δὲ ἕν, ἑκάστῳ κατὰ τὴν ἰδίαν δύναμιν, καὶ ἀπεδήμησεν εὐθέως.
28191000ad	Πορευθεὶς, ὁ τὰ πέντε τάλαντα λαβὼν, ἠργάσατο ἐν αὐτοῖς καὶ ἐκέρδησεν ἄλλα πέντε τάλαντα.
281911004f	Ὡσαύτως καὶ ὁ τὰ δύο, ἐκέρδησεν ἄλλα δύο.
281912009c	Ὁ δὲ τὸ ἓν λαβὼν, ἀπελθὼν ὤρυξεν γῆν καὶ ἔκρυψεν τὸ ἀργύριον τοῦ κυρίου αὐτοῦ.
28191300ab	Μετὰ δὲ πολὺν χρόνον, ἔρχεται ὁ κύριος τῶν δούλων ἐκείνων, καὶ συναίρει λόγον μετʼ αὐτῶν.
281914011b	Καὶ προσελθὼν ὁ, τὰ πέντε τάλαντα λαβὼν, προσήνεγκεν ἄλλα πέντε τάλαντα λέγων, ‘Κύριε, πέντε τάλαντά μοι παρέδωκας, ἴδε, ἄλλα πέντε τάλαντα ἐκέρδησα.’
281915010e	Ἔφη αὐτῷ ὁ κύριος αὐτοῦ, ‘Εὖ, δοῦλε ἀγαθὲ καὶ πιστέ! Ἐπὶ ὀλίγα ἦς πιστός, ἐπὶ πολλῶν σε καταστήσω· εἴσελθε εἰς τὴν χαρὰν τοῦ κυρίου σου.’
28191600c7	Προσελθὼν καὶ ὁ τὰ δύο τάλαντα εἶπεν, ‘Κύριε, δύο τάλαντά μοι παρέδωκας. Ἴδε, ἄλλα δύο τάλαντα ἐκέρδησα.’
281917010e	Ἔφη αὐτῷ ὁ κύριος αὐτοῦ, ‘Εὖ, δοῦλε ἀγαθὲ καὶ πιστέ! Ἐπὶ ὀλίγα ἦς πιστός, ἐπὶ πολλῶν σε καταστήσω· εἴσελθε εἰς τὴν χαρὰν τοῦ κυρίου σου.’
2819180127	Προσελθὼν δὲ καὶ ὁ τὸ ἓν τάλαντον εἰληφὼς εἶπεν, ‘Κύριε, ἔγνων σε, ὅτι σκληρὸς εἶ ἄνθρωπος, θερίζων ὅπου οὐκ ἔσπειρας, καὶ συνάγων ὅθεν οὐ διεσκόρπισας.
2819190090	Καὶ φοβηθεὶς ἀπελθὼν, ἔκρυψα τὸ τάλαντόν σου ἐν τῇ γῇ. Ἴδε, ἔχεις τὸ σόν.’
28191a0107	Ἀποκριθεὶς δὲ ὁ κύριος αὐτοῦ εἶπεν αὐτῷ, ‘Πονηρὲ Δοῦλε καὶ ὀκνηρέ! ᾜδεις ὅτι θερίζω ὅπου οὐκ ἔσπειρα, καὶ συνάγω ὅθεν οὐ διεσκόρπισα;
28191b00c2	Ἔδει σε οὖν βαλεῖν τὰ ἀργύριά μου τοῖς τραπεζίταις, καὶ ἐλθὼν, ἐγὼ ἐκομισάμην ἂν τὸ ἐμὸν σὺν τόκῳ.
28191c0084	Ἄρατε οὖν ἀπʼ αὐτοῦ τὸ τάλαντον, καὶ δότε τῷ ἔχοντι τὰ δέκα τάλαντα.
28191d00c7	Τῷ γὰρ ἔχοντι παντὶ δοθήσεται καὶ περισσευθήσεται, τοῦ δὲ μὴ ἔχοντος, καὶ ὃ ἔχει ἀρθήσεται ἀπʼ αὐτοῦ.
28191e00da	Καὶ τὸν ἀχρεῖον δοῦλον, ἐκβάλετε εἰς τὸ σκότος τὸ ἐξώτερον. Ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.’
28191f00f0	Ὅταν δὲ ἔλθῃ ὁ Υἱὸς τοῦ Ἀνθρώπου ἐν τῇ δόξῃ αὐτοῦ, καὶ πάντες οἱ ἄγγελοι μετʼ αὐτοῦ, τότε καθίσει ἐπὶ θρόνου δόξης αὐτοῦ.
2819200105	Καὶ συναχθήσονται ἔμπροσθεν αὐτοῦ πάντα τὰ ἔθνη, καὶ ἀφοριεῖ αὐτοὺς ἀπʼ ἀλλήλων, ὥσπερ ὁ ποιμὴν ἀφορίζει τὰ πρόβατα ἀπὸ τῶν ἐρίφων.
2819210086	Καὶ στήσει τὰ μὲν πρόβατα ἐκ δεξιῶν αὐτοῦ, τὰ δὲ ἐρίφια ἐξ εὐωνύμων.
2819220125	Τότε ἐρεῖ ὁ Βασιλεὺς τοῖς ἐκ δεξιῶν αὐτοῦ, ‘Δεῦτε οἱ εὐλογημένοι τοῦ Πατρός μου, κληρονομήσατε τὴν ἡτοιμασμένην ὑμῖν βασιλείαν ἀπὸ καταβολῆς κόσμου.
28192300b1	Ἐπείνασα γὰρ καὶ ἐδώκατέ μοι φαγεῖν, ἐδίψησα καὶ ἐποτίσατέ με, ξένος ἤμην καὶ συνηγάγετέ με,
28192400b0	γυμνὸς καὶ περιεβάλετέ με, ἠσθένησα καὶ ἐπεσκέψασθέ με, ἐν φυλακῇ ἤμην καὶ ἤλθατε πρός με.’
28192500e7	Τότε ἀποκριθήσονται αὐτῷ οἱ δίκαιοι λέγοντες, ‘Κύριε, πότε σε εἴδομεν πεινῶντα καὶ ἐθρέψαμεν, ἢ διψῶντα καὶ ἐποτίσαμεν;
2819260081	Πότε δέ σε εἴδομεν ξένον καὶ συνηγάγομεν, ἢ γυμνὸν καὶ περιεβάλομεν;
2819270074	Πότε δέ σε εἴδομεν ἀσθενῆ ἢ ἐν φυλακῇ, καὶ ἤλθομεν πρός σε;’
281928010f	Καὶ ἀποκριθεὶς ὁ Βασιλεὺς ἐρεῖ αὐτοῖς, ‘Ἀμὴν, λέγω ὑμῖν, ἐφʼ ὅσον ἐποιήσατε ἑνὶ τούτων τῶν ἀδελφῶν μου τῶν ἐλαχίστων, ἐμοὶ ἐποιήσατε.’
2819290113	Τότε ἐρεῖ καὶ τοῖς ἐξ εὐωνύμων, ‘Πορεύεσθε ἀπʼ ἐμοῦ κατηραμένοι εἰς τὸ πῦρ τὸ αἰώνιον, τὸ ἡτοιμασμένον τῷ διαβόλῳ καὶ τοῖς ἀγγέλοις αὐτοῦ.
28192a0091	Ἐπείνασα γὰρ καὶ οὐκ ἐδώκατέ μοι φαγεῖν, καὶ ἐδίψησα καὶ οὐκ ἐποτίσατέ με,
28192b00d4	ξένος ἤμην καὶ οὐ συνηγάγετέ με, γυμνὸς καὶ οὐ περιεβάλετέ με, ἀσθενὴς καὶ ἐν φυλακῇ καὶ οὐκ ἐπεσκέψασθέ με.’
28192c0124	Τότε ἀποκριθήσονται καὶ αὐτοὶ λέγοντες, ‘Κύριε, πότε σε εἴδομεν πεινῶντα, ἢ διψῶντα, ἢ ξένον, ἢ γυμνὸν, ἢ ἀσθενῆ, ἢ ἐν φυλακῇ, καὶ οὐ διηκονήσαμέν σοι;’
28192d00f2	Τότε ἀποκριθήσεται αὐτοῖς λέγων, ‘Ἀμὴν, λέγω ὑμῖν, ἐφʼ ὅσον οὐκ ἐποιήσατε ἑνὶ τούτων τῶν ἐλαχίστων, οὐδὲ ἐμοὶ ἐποιήσατε.’
28192e0096	Καὶ ἀπελεύσονται οὗτοι εἰς κόλασιν αἰώνιον, οἱ δὲ δίκαιοι εἰς ζωὴν αἰώνιον.”
281a0100ae	Καὶ ἐγένετο ὅτε ἐτέλεσεν ὁ Ἰησοῦς πάντας τοὺς λόγους τούτους, εἶπεν τοῖς μαθηταῖς αὐτοῦ,
281a0200ca	“Οἴδατε ὅτι μετὰ δύο ἡμέρας τὸ Πάσχα γίνεται, καὶ ὁ Υἱὸς τοῦ Ἀνθρώπου παραδίδοται εἰς τὸ σταυρωθῆναι.”
281a0300d2	Τότε συνήχθησαν οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ εἰς τὴν αὐλὴν τοῦ ἀρχιερέως, τοῦ λεγομένου Καϊάφα,
281a040087	καὶ συνεβουλεύσαντο ἵνα τὸν Ἰησοῦν δόλῳ κρατήσωσιν καὶ ἀποκτείνωσιν.
281a05007a	Ἔλεγον δέ, “Μὴ ἐν τῇ ἑορτῇ, ἵνα μὴ θόρυβος γένηται ἐν τῷ λαῷ.”
281a06007c	Τοῦ δὲ Ἰησοῦ γενομένου ἐν Βηθανίᾳ ἐν οἰκίᾳ Σίμωνος τοῦ λεπροῦ,
281a0700cb	προσῆλθεν αὐτῷ γυνὴ ἔχουσα ἀλάβαστρον μύρου βαρυτίμου, καὶ κατέχεεν ἐπὶ τῆς κεφαλῆς αὐτοῦ ἀνακειμένου.
281a080085	Ἰδόντες δὲ, οἱ μαθηταὶ ἠγανάκτησαν λέγοντες, “Εἰς τί ἡ ἀπώλεια αὕτη;
281a09006f	Ἐδύνατο γὰρ τοῦτο πραθῆναι πολλοῦ καὶ δοθῆναι πτωχοῖς.”
281a0a00c0	Γνοὺς δὲ, ὁ Ἰησοῦς εἶπεν αὐτοῖς, “Τί κόπους παρέχετε τῇ γυναικί; Ἔργον γὰρ καλὸν ἠργάσατο εἰς ἐμέ.
281a0b0086	Πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθʼ ἑαυτῶν, ἐμὲ δὲ οὐ πάντοτε ἔχετε.
281a0c00a4	Βαλοῦσα γὰρ αὕτη τὸ μύρον τοῦτο ἐπὶ τοῦ σώματός μου, πρὸς τὸ ἐνταφιάσαι με ἐποίησεν.
281a0d00fa	Ἀμὴν, λέγω ὑμῖν, ὅπου ἐὰν κηρυχθῇ τὸ εὐαγγέλιον τοῦτο ἐν ὅλῳ τῷ κόσμῳ, λαληθήσεται καὶ ὃ ἐποίησεν αὕτη εἰς μνημόσυνον αὐτῆς.”
281a0e009e	Τότε πορευθεὶς εἷς τῶν δώδεκα, ὁ λεγόμενος Ἰούδας Ἰσκαριώτης πρὸς τοὺς ἀρχιερεῖς
281a0f00b9	εἶπεν, “Τί θέλετέ μοι δοῦναι, κἀγὼ ὑμῖν παραδώσω αὐτόν;” Οἱ δὲ ἔστησαν αὐτῷ τριάκοντα ἀργύρια.
281a100060	Καὶ ἀπὸ τότε ἐζήτει εὐκαιρίαν, ἵνα αὐτὸν παραδῷ.
281a1100d7	Τῇ δὲ πρώτῃ τῶν Ἀζύμων, προσῆλθον οἱ μαθηταὶ τῷ Ἰησοῦ λέγοντες, “Ποῦ θέλεις ἑτοιμάσωμέν σοι φαγεῖν τὸ Πάσχα;”
281a12013f	Ὁ δὲ εἶπεν, “Ὑπάγετε εἰς τὴν πόλιν πρὸς τὸν δεῖνα καὶ εἴπατε αὐτῷ, ‘Ὁ διδάσκαλος λέγει, “Ὁ καιρός μου ἐγγύς ἐστιν· πρὸς σὲ ποιῶ τὸ Πάσχα μετὰ τῶν μαθητῶν μου.”’”
281a130099	Καὶ ἐποίησαν οἱ μαθηταὶ ὡς συνέταξεν αὐτοῖς ὁ Ἰησοῦς, καὶ ἡτοίμασαν τὸ Πάσχα.
281a140057	Ὀψίας δὲ γενομένης, ἀνέκειτο μετὰ τῶν δώδεκα,
281a150095	καὶ ἐσθιόντων αὐτῶν εἶπεν, “Ἀμὴν, λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με.”
281a1600a7	Καὶ λυπούμενοι σφόδρα, ἤρξαντο λέγειν αὐτῷ εἷς ἕκαστος, αὐτῶν, “Μήτι ἐγώ εἰμι, Κύριε;”
281a1700ae	Ὁ δὲ ἀποκριθεὶς εἶπεν, “Ὁ ἐμβάψας μετʼ ἐμοῦ τὴν χεῖρα ἐν τῷ τρυβλίῳ, οὗτός με παραδώσει.
281a180163	Ὁ μὲν Υἱὸς τοῦ Ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ Υἱὸς τοῦ Ἀνθρώπου παραδίδοται. Καλὸν ἦν αὐτῷ, εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος.”
