2800000009	ማቶሳ
29052300de	የሱሳ ሀጋ Ꮊያ ኦዶዳር፥ አይሁደ ዎሳ ኬꬅ ሀላቃይ ካራፕ ኪትንቴዝ አስታይ ይኢ፥ «ነ ናአታ Ꮊይቄዛ፥ Ꮊት አስታማራ አብስ ዳቡርሰ?» ዬጌዛ።
29052400a5	ዝን የሱሳ ኡ ግዛና ስኢ፥ አይሁድታይ ዎሳ ኬꬅ ሀላቃይኮ፥ «አማኖ ኣዳ አማኖባፕ አትን ያሽትፐ» ዬጌዛ።
290525008c	የሱሳ ጵጽሮሳፕ፥ ያይቆባፐኔ ያይቆባ እሻ ዋንሳፕ ሀራ ኦንካ ፋና ካላማይ ጋርክ ካዬዛ።
2905260096	ኡንቲ አይሁደ ዎሳ ኬꬅ ሀላቃይ ካራ ሄሎዳር የሱሳ አሳይ ዬኮዳር፥ ዘላሎዳራኔ ኡኮዳር በኤዛ።
290527008b	ገሊ አስታይኮ፥ «Ꮊ ኡባ ዬፋይኔ ኡፋይ አብሶ? ናአታ ገንቴዛፕ አትን Ꮊይቀካያ» ዬጌዛ።
29052800ba	አሳይ ኤዛ ለቂ ሚጬዛ። ዝን አስ ኡብታ ባለ ከሲ፥ ናአቲ ኣዳ፥ እንዳቶኔ ሀይꬒ ታማርታ ፓር ኤኪ ናአታ የዛበሳ ገሌዛ።
2905290094	የሱሳ ናአቲ ኩሻ አይኪ፥ «ጻልታ፥ ኩሚ» ጌዛ። ብልꬃይካ (ጽቃ ናአተ፥ ነና ግዛ ደንዶባ) ጉሲ።
29052a009f	እዛ ታጶ ናምኢ ላይꬅ ናአዛር እዝር ደንዲ ኤቂ የꬍꬅ አይኬዛ። የይካ ሀኔዛ ብኢ አሳይ ማላባዝ ጌዛ።
29052b0098	የሱሳ የያ ኡ ኦስካ ኦዳማይ ጋርክ ኡንታን ሚንꬂ አዛዜዛ። ናአትስ ሚዝ ባዝ እማድ ጋርክ ኦዴዛ።
2906010063	የሱሳ የይፕ ከዚ፥ ፋ ታማርታ ካልꬂ፥ ፋ ካታማ ናዝረተ ቅቴዛ።
2906020147	ማላ ጋላስ አይሁደ ዎሳ ኬꬃ ታማርሶ አይኬዛ። ኤ ታማርስዛና ስኤዝ ጋመ አሳይ Ꮊይ ማላባዝ ግ፥ «Ꮊይ Ꮊ ኡባ አናፕ ደንጌኔ? Ꮊይ ኤስ እንግንቴዝ ኤጨትꬃይ ዋፋ? Ꮊ ማላትታ ኦꬅዛ ማዉታይ ኤስ ዋይዚ እንግንቴነ?
29060300e3	Ꮊይ አናጻ ባሳ? ማይራሚ ናአ፥ ያይቆባ፥ ዮሳ፥ ይሁዳራኔ ስሞና እሻ ባሳ? ኤ ምሹንꬅካ ኑር Ꮊኔ የዙንꬁን ባሳኔ?» ዬጊ፥ ኤ ኦድዛና ኤካም እጼዛ።
29060400c6	የሱሳ የ አስታይኮ፥ «ናበ ፋ ጋደላ፥ ፋ ዳብታይዳኔ ፋ ካራ አስ ጋንጨ ቦንችንቶያፕ አትን Ꮊንክታይ ካለ ቦንችንትዛ» ዬጌዛ።
29060500af	ኤ የ አቃይድ ፋ ኩሻ ሀርግንትዛ ጽቃ አስታይል አፋ ጋዲ ፓꬄዛይፕ አትን ሀራ ማላታ ባዝ ኦꬆዳይስ ዳንዳኤካያ።
290606008f	አሳይ አማናም እጼዝ ግሾስ ፓላ ባዝ ጌዛ። የይፕ ጉየ፥ የሱሳ የ ሄራፕ ሀራ ሄራ ታማርሴዛ።
29060700b2	የሱሳ ታጶ ናምኢ ታማርታ ፋኮ ጼጊ፥ ናምኤ ናምኤ ዎል ሄልꬂ ኪቴዛ። ኡንትስ ቱና አያንታይል አፋ ማዉተ እንጌዛ።
2906080082	ኡንታን፥ «ኦገስ ጉፈ ኣዳፕ አትን ካꬃ፥ ቁርቦ፥ ይ ኪሰ ሚሸ አባባዝካ አይክፓቴ።
290609005b	ይ ቶኬ ጫማ ኣꬆይታ፥ ዝን ላመ አፍላካ አይክፓተ» ዬጌዛ።
29060a008b	ማካ፥ «ይንታን አሲ ሞኬዝ ካራ አባካ ማቅን የ አቃቶ አሺ ቅቶድ ጋꬆ የ ካርቴ ጋምኦይታ።
29060b010d	ይንታን አሲ ሞኮዋ ካራ ዎይ ይ ኦድዛ ባዝ ስኦዋ ካራ አባካ ማቅኮ፥ የ ቢታተ የዝ አሳይስ የይ ማርካ ማቃዳይ ጋርክ የ አቃይፕ ከዝታር፥ ይ ቶካይፕ ቡልአ ትቅሶይታ» ዬጌዛ።
29060c0076	ታጶ ናምኢ ታማርታይ Ꮊንጊ፥ አሳይ ፋ ናጋራይፕ ማቃዳይ ጋርክ ቃላ ኦዴዛ።
29060d0079	ኡንቲ አሳይፕ ጋመ ቱና አያንታ ከሴዛ። ጋመ ሀርግንቴዝታ ዛይተ ትዢ ፓꬄዛ።
29060e0100	የሱሳ ሱንꬃይ ኡባ አቆ ከዜዛይ ግሾስ ካታይ ሄሮዶሳ ኤ ባጋ ስኤዛ። ፐቲ ፐቲ አሳይ፥ «ጻማቅዛ ዋንሳ Ꮊይቆፕ ደንዴዛ፥ የይ ባጋር Ꮊ ማላትታ ኦꬅዛይ ኤዛ» ዬጌዛ።
29060f00a6	ባግታይ፥ «Ꮊይ ኤላሳ» ዬጌዛ። Ꮊንክታይ ማ፥ «Ꮊይ ብኒ ዎደ ናብታይፕ ፐታይ ጋርክ ማቅꬅ አታሚ» ዬጌዛ።
2906100083	ዝን ሄሮዶሳ የያ ስኢ «Ꮊይ ታ ቆ ጋችሴዝ ጻማቅዛ ዋንሳ ኤ Ꮊይቆፕ ደንዴዛ» ዬጌዛ።
2906110076	ሄሮዶሳ ፋ እሻይ ፍልጶሳ ማቻቶ ሄሮዳዳ ኤኬዝ ግሾስ ዋንሳ አይꬂ አጭሴዛ።
2906120060	ዋንሳ ሄሮዶሳ፥ «ነ ነ እሻይ ማቻቶ ኤኮዳይስ ቤዞያ» ዬጌዛ።
2906130072	ሄሮዳዳ ዋንሳ ፋ ኡሎር ሞርኪ ኤዛ ዎꬍሶዳይስ ኮዬዛ፥ ዝን ዳንዳኤካያ።
29061400c5	ዋንሳ ጽሎኔ ጌሽ አስ ማቄዛና ሄሮዶሳ ኤሬዝ ባጋር ኤዝስ ያሽቲ ሚንꬂ ናጌዛ። ሄሮዶሳ ዋንሳ ናሻ ስኢ ኡፋይትዛራካ ሞርእዛ።
29061500e7	ሄሮዶሳ ፋ የልንቴዝ ጋላሳ ቦንቾዳይስ ጋደ አቅስዝታይስ፥ ሻላቅታይስኔ ጋልላ የዝ ዳማ አሳይስ እማቶ ጊግሴዛ። የይ ሄሮዳዳስ ሎኦ ጋላስ ማቄዛ።
2906160105	ሄሮዳዳ ናአታ እማꬅ ሞክንትዛ አቃይድ ገሊ ዶንጊ፥ ሄሮዶሳኔ ኤ እማꬅታ ኡፋይሴዛ። ካታይ ናአትስ፥ «ነ ኮይዝ ባዝ አብ ማቅኮካ ታና ኦይጮባ፥ ታ ኔስ እማዳ» ዬጌዛ።
29061700c3	ማ እዝስ ጫቂ፥ «ነ ኦይጭዝ ባዝ አብ ማቅኮካ፥ ታ ኔስ እማዳ። ሀራ አቶዝን፥ ታ ካተትꬃይ ባጋ ማቅኮካ ታ ኔስ እማዳ» ዬጌዛ።
29061800bd	ናአታ ባለ ከዚ ፋ እንዳትኮ፥ «አብ እንጎባ ግ ኦይጮ?» ግ ኦይጬዛ። እ እንዳት፥ «ጻማቅዛ ዋንሳ ኦማ እንጎ ጎባ» ዬጌዛ።
29061900b7	ናአታ ኤልሲ ካታይኮ Ꮊንጊ፥ «ጻማቅዛ ዋንሳ ቆꬋትፕ ጋቺ ፕልኦ ጋንጨ ጋዲ Ꮊት ታስ እማዳይ ጋርክ ታ ኮይዛ» ዬጌዛ።
29061a0091	ዬግን ካታይ ኡንደና ቂራꬌዛ ዝን ፋ እማꬅታይ ግሾ እዝስ ጫቄዝ ፋ ጫቃ መንꬆዳይስ ኮየካያ።
29061b00ad	የይ ግሾስ፥ ኤልሲ ናግዛ አꬃ ዋንሳ ኦማ ኮኦዳይ ጋርክ ኪቴዛ። ናግዛ አꬃይ አች ኬꬅ Ꮊንጊ ዋንሳ ቆꬋ ጋቼዛ።
29061c008e	የ ጋችንቴዝ ኦማ ፕልኦ ጋንጨ ጋዲ ክኢ ናአትስ እንጌዛ። ናአታካ ማ ፋ እንዳትስ እንጌዛ።
29061d0064	ዋንሳ ታማርታይ የያ ስኤዝ ዎደ Ꮊንጊ ኤ አሃ ኤኪ ካንጊ ሞጌዛ።
29061e0080	ሀዋርታይ ማቂ ይኢ የሱሳኮ ሺቂ ኡ ኦꬄዝባዝኔ ታማርሴዛ ባዝ ኡባ የሱሳስ ኦዴዛ።
29061f0146	ኡንትኮ ይእዛ አሳይኔ ቅትዛ አሳይ ጋንጌዝ ግሾስ የሱሳራኔ ኤ ታማርታይ፥ ሀራ አቶዝን ካꬃ ማዳይስካ ኡንትስ ዎደ ꬋቤዛ። ዬይን፥ የሱሳ ኡንትኮ፥ «ኑስካ ጽቃል ሸምፕ ኤኮዳይስ አሲ ባ አቆ የꬎይታ» ዬጌዛ።
2906200068	የይ ግሾስ፥ ኡንቲ ፋ ኣዳስ ዎጎሎ ጋንጨ ገሊ አሲ ባ አቆ Ꮊንጌዛ።
29062100ca	ኡ Ꮊማዳር ጋመ አስታይ ኡንታን ብኢ ኤሬዛ። የዝን፥ ካታማ ኡባፕ አሲ ቶከር ዎጺ Ꮊንጊ ኡ Ꮊንግዛ አቃይድ ኡንታፕ ቲናቲ ሄሌዛ።
29062200c7	የሱሳ ዎጎሎፕ ዎꬊ ጋመ ዎያ በኤዛ። አሳይ ሄንግዝ አሲ ባ ዱር ጋርክ ማቄዛና ብኢ ኡንትስ ቃꬊንቲ ኡንታን ጋመ ባዝ ታማርሴዛ።
2906230086	ሳአይ አዋ ኣꬎዳር የሱሳ ታማርታይ ኤዝኮ ይኢ፥ «Ꮊ አቃይ ሊዦ፤ Ꮊት ሳአይ ኦማꬄዛ።
2906240079	አሳይ ሄራራኔ ካታማር Ꮊንጊ ፓስ ሚዝ ባዝ ዎንጎድ ጋርክ አሳ ዳኮባ» ዬጌዛ።
29062500e1	ዝን የሱሳ ማሂ ኡንትኮ፥ «አሳይስ ሚዝ ባዝ ይ እንጎይታ» ዬጌዛ። ኡ፥ የዝን «ኑኒ Ꮊንጊ ናምኢ ጼት ዲናረር ሶሎ ዎንጊ እማደኔ?» ዬጊ ኦይጬዛ።
29062600bf	የሱሳ ኡንትኮ፥ «ይንትስ ኣፑን ሶሎ የኔ? አን Ꮊንጊ ቦኦይታ» ዬጌዛ። ኡ ብኢ፥ «እችን ሶሎራኔ ናምኢ ሞሎር የዛ» ዬጌዛ።
2906270074	የሱሳ ፋ ታማርታ አሳ ኡባ ጩጋር ጩጋር ሻኪ ማታል በትꬆዳይ ጋርክ ኪቴዛ።
290628006c	አሳይ ባጋይ ጼት፥ ባግታይ እሻታም ማቂ ጩጋር ጩጋር ሻክንቲ በቴዛ።
29062900f5	የሱሳ እችን ሶሎራኔ ናምኢ ሞልታ ኤኪ፥ ሳሎ ብኢ ጾሳ ጋላቴዛ። ሶላ ዱꬂ አሳይስ ግሾዳይ ጋርክ ፋ ታማርታይስ እንጌዛ። ማ ናምኢ ሞልታ ኡ ኡቢታይስ ሻኬዛ።
29062a0024	አስ ኡቢታይ ም ምዤዛ።
29062b0074	አቴዝ ሶሎ ጉፋኔ ሞሎ ጉፋ፥ ኤ ታማርታይ ታጶ ናምኢ ሌማተ ኩንꬅ ደንꬄዛ።
29062c004c	ሶሎ ሜዝ ꬊራꬅ አስታይ ኣዳ እችን ሙኩለ ማቃዳ።
29062d00bb	ኤልሲ የሱሳ ፋ ታማርታይ ዎጎሎ ጋንጨ ገሊ፥ አባፕ ሰኮፍኖ የዝ ቢታ ቤተሳይዳ Ꮊንጎዳይፕ ቲናቲ ቅቶዳይ ጋርክ ኪቴዛ።
29062e0055	አሳ ሞይዜዛይፕ ጉየ ጾስ ዎሶዳይስ ደረል አፋ ከዜዝ።
29062f006b	ሳአ ቃሞዳር ዎጎላይ አባ ጋንጨ የዝን፥ የሱሳ አባ ጋጻ ፋ ኣዳ የዛ።
2906300106	ጫርኮ ኤ ታማርታይኮ ጫርክዝ ግሾስ አባ ፕꬊꬃይ ዋይꬅዛና የሱሳ በኤዛ። ዎንትማꬄ ሹጉላ ኡኮዳር ኤ አባል አፋር የꬍታር ኡንትኮ ይኢ፥ ኡንታን ኦሊ ኣꬎዳይስ ኮዬዛ።
2906310064	ዝን ኤ አባል አፋ የꬎዳር፥ ኡ ብኢ፥ ኡንትስ ሜሸ ኣዝን ኡኬዛ።
29063200a2	ኡ ኡቢታይ ኤዛ ብኢ፥ ያሽቲ ዳጋሜዛ። ዝን የሱሳ ኤልሲ ኡንትኮ፥ «ታና፥ አኮ ባያ፤ ያሽትፓተ» ዬጌዛ።
2906330088	የሱሳ ዎጎላይድ ገሊ ኡንታር ዎላ በትን ጫርካይ ስእ አቴዛ። ኡንቲ ግታ ማላ ባዝ ጌዛ።
29063400a0	ኡ ዎዝናይ ዶጬዝ ግሾስ ሶላይል ኦꬄዝ ማላታ ኡንቲ አካኬካያፕ አትን Ꮊይ ኡንትስ ማላባዝ ባቦናዝን።
2906350066	ኡንቲ አባ ፒንጊ፥ ገንሳሬጼ ቢታ ሄሊ፥ ዎጎላ ጋጻል ሺሺ አጬዛ።
290636004e	ኡ ዎጎላይፕ ዎꬎዳር አሳይ ኤልሲ የሱሳና ኤሬዛ።
290637009d	ኡ ሄራ የዝ ቢታ ኡባ ዎጽቲ ሀርግንቴዝ አስታ ሀላር ቶኪ፥ «የሱሳ የዛ» ጌዝ አቃይድ ክእꬅ አይኬዛ።
2906380128	አሳይ ኤ Ꮊንጌዝ ካራ ኡባ፥ ጋጻረ ማቅን፥ ካታማ፥ የዝ ሀርግንቴዝ አስታ ቡጫል ካንግዛ። ሀርግንቴዝ አስታይ ኤ አፍላ ማንቻ ማቅኮካ ቦቾድ ጋርክ አሳይ ኤዛ ዎሴዛ። ቦቼዝ ኡቢታይ ፓጼዛ።
290701007b	የሩሳላመፕ የኤዝ ፈርሳውታይራ ፐቲ ፐቲ ህገ አስታማርታይ የሱሳ ካለ ሺቄዛ።
290702008c	የሱሳ ታማርታይፕ ፐታይ ፐታይ ጌዠካ ኩሸር፥ የይካ ኩሸ ሜጭንተካዛር ካꬃ ሚዝታ በኤዛ።
2907030093	ፈርሳውታይኔ አይሁድታይ አሲ ኡባይ ፋ አድታይ ዎጋይ ጋርክ ፋ ኩሸ ሎእꬂ ሜጭንተካዛር ሞያ።
29070400f0	የይ ጋርክ፥ ኡንቲ ጋበፕ ማቂ ሜጨካዛር ሞያ። ማ ኡንቲ ፋ አድታይፕ ኤኬዝ ሀራ ጋመ ዎጋ የዛ፦ የይካ ዋንጫ፥ ኦታ፥ ብራታ ሚሸራ አርሳ ሜጭዝ ዎጋ ናግዛ።
29070500cc	ፈርሳውታይራኔ ህገ አስታማርታይ የሱሳ፥ «ነ ታማርታይ አብሶ አድታይ ዎጋ መንꬂ ፋ ኩሸ ሜጭንተካዛር ካꬃ ሚዛይ?» ዬጊ ኦይጬዛ።
29070600c4	የሱሳ ኡንትኮ፥ «ናበ ኢሳያሳ ይንትስ ጩቢታይስ፥ «‹Ꮊ አሳይ ታና ፋ እራንꬅ ኣዳር ቦንችዛ፥ ዝን ኡ ዎዝናይ ታፕ ሃኮ የዛ።
2907070088	አሲ ኮቼዝ ዎጋ ጾስ ህገ ኣዝሲ ታማርስዛ ግሾ ኡ ታና ጨር ጎይንዛ›» ዬጊ ጻፌዛይ ቱሮ።
2907080047	«ይንቲ ጾስ ኪታ አሺ አስ ዎጋ ናግዛ» ዬጌዛ።
290709005d	ማካ የሱሳ፥ «ይንቲ ይ ዎጋ ናጎዳይስ ግ ጾስ ኪታ ኦሊ አሼዛ
29070a009f	ሙሰ፥ ‹ነ አደኔ ነ እንዶ ቦንቾባ›፥ ማ ‹ፋ አዳኔ ዎይ ፋ እንዶ ጫዥዛይ Ꮊይቆዳይስ ቤዝዛ› ዬጌዛ።
29070b0084	ዝን ይ ዬግዛ ፐቲ አꬃይ ፋ ኣዳ ዎይ ፋ እንዳቶ ማዶዳ አሺ፥ ‹Ꮊይ ጾሳ ያርሾ› ጊኮ፥
29070c004b	ኤ ፋ ኣዳ ዎይ ፋ እንዳቶ ማዳም ጋርክ ይ ኡድዛ።
29070d009f	የይ ጋርክ፥ ይ Ꮊንክታ ታማርሴዝ ይ ዎጋይድ ጾሳ ቃላ ለቄዛ። የይ ጋርክ ሀራ ጋመ ባዝ ኦꬅዛ» ዬጌዛ።
29070e006c	የሱሳ ጋመ አሳ ማካ ፋኮ ጼጊ፥ «ኡባይ ታ ኦድዛ ስኦይታኔ አካኮይታ።
29070f0093	አስ ዎዝናፕ ከዝዝ ባዝ አስ ቱንስዛፕ አትን ባለፕ አስ ኡሎ ገሊ አስ ቱንስዛ ባዝ አብካ ባያ።
290710003a	ስእዝ ሀየር የዝ ኦንካ ስኦ» ዬጌዛ።
2907110079	የሱሳ ጋመ አሳ ኦሊ አሺ ኬꬃ ገልን ኤ ታማርታይ የ ኣዝሳይ ባጋ ኤዛ ኦይጬዛ።
29071200ab	ኤ ኡንትኮ፥ «ይንትስካ ማ ገለካሳ? ባለፕ አስ ጋንጨ ገልዛ ባዝ አብካ አስ ቱንሶዳይስ ዳንዳኦዛና አካኮሳኔ?
29071300f1	አብስ ጊኮ፥ ካꬃ አስ ዶናር ኡሎ ጋንጨ ገሊ ኤዛይር ባለ ከዝዛይፕ አትን አስ ዎዝና ጋንጨ ገሎያ» ዬጌዛ። ኤዛይድ የሱሳ ካꬃ ኡባይ ጌሺ ማቄዛና ኤርሴዛ።
2907140068	ጉጅካ፥ የሱሳ፥ «አስ ቱንስዛ ባዝ አስ ዎዝና ጋንጨፕ ከዝዝ ባዚ።
290715006a	አስ ዎዝና ጋንጨፕ ከዝዝ ባዝ ዎቦ ቆፋ፥ ላግታ፥ ካስቶ፥ አስ ዎꬎ፥
2907160085	ላመ፥ ኢታ አሞትꬂ፥ ኢታትꬂ፥ ገነ፥ ቃይጸ፥ ዶሻ፥ ቅናተ፥ ጫሸ፥ ኡትራኔ ቦዛትꬂ።
2907170066	Ꮊ ኢታ ባዝ ኡባይካ አስ ዎዝና ጋንጨፕ ከዚ አስ ቱንስዛ» ዬጌዛ።
29071800f1	የሱሳ የይፕ ከዚ፥ ጽሮሳ ካታማ ካለ የዝ ጋደ Ꮊንጌዛ። ኤ ፐቲ ካራ ገሊ ኤዛይድ የዛና ኦንካ ኤሮድ ጋርክ ኮየካያ። ዝን ቆስንቲ ጋምኦዳይስ ዳንዳኤካያ።
29071900a2	ዝን እ ጽቃ ናአቶ ቱና አያና አይኬዝ ፐቲ አስታ የሱሳ ኦሳ ስኢ ኤልሲ ኤዝኮ ይኢ ኤ ቶካይል አፋ ዎꬌዛ።
29071a00a8	እዛ ግርከ አሲ፤ የልንቴዛይ ስሮፍንቀ ግዝ ቢታ። እዛ፥ ፋ ናአትፕ ቱና አያና ከሶዳይ ጋርክ የሱሳ ዎሴዛ።
29071b008f	ዝን የሱሳ ማሂ፥ «ናእታይ ቲናቲ ካꬃ ምዦ፤ ናእታይ ካꬃ ኤኪ ካንታይስ ኦሎ ኮሾያ» ዬጌዛ።
29071c00a4	አስታ ማቂ፥ «ታ ጎዳዮ የይ ቱማ፥ ዝን ሌማተ ካለ የዝ ካንታይ ናእታይፕ ዎꬍዝ ጉፋ ሚነባይ» ዬጊ ማሄዛ።
29071d008b	የሱሳ ማ እዝኮ፥ «Ꮊ ነ ቃላይ ግሾስ ነ ካራ ቅቶባ፤ ቱና አያና ነ ናአትፕ ከዜዝ» ዬጌዛ።
29071e007d	እዛካ ፋ ካራ Ꮊንጎዳር ቱና አያና እ ናአትፕ ኬዝን አርሳል ዎይኤዛኖ ደንጌዛ።
29071f008e	የሱሳ ማ ጽሮሳ ካታማፕ ከዚ፥ ስዶናራነ ታጲ ካታምታ ግዝ ቢታር ኣꬊ ጋልላ አባኮ Ꮊንጌዛ።
2907200082	አሳይ ቱለኔ ደዳትዛ አስ የሱሳኮ ክኢ፥ ፋ ኩሸ ኤዛል አፋ ጋዶድ ጋርክ ኤዛ ዎሴዛ።
29072100a3	የሱሳ ኣዳ የ አꬃ ጋመ አሳይፕ ጋጻ ከሲ፥ ፋ ብራ ኤ ሀያይድ ዳኬዛ። ማ የይፕ ጩቺ ጩቲ ኤ እራንꬃ ቦቼዛ።
2907220078	ሳሎ ፉደ ꬎቅ ግ ብኢ፥ ዎሲ፥ «ኤፍታህ» ጌዛ። ብልእꬃይካ «ዶይንቶባ» ጉሲ።
2907230096	አꬃይ ሀያይ ኤልሲ ዶይንቴዛ፥ አጭንቴዝ እራንꬃይካ ብልእንቴዛ፥ አꬃይ ብልእንቲ ኦድንቴዛ።
29072400a9	የሱሳ አሳይኮ፥ «Ꮊያ ኦስካ ኦድፓተ» ዬጌዛ። ዝን ኤ ሎእꬂ ሚንꬂ ኦድፓተ ግን፥ አሳይ ኦዳ ገደ ዳልግሴዛ።
29072500b8	የያ ስኤዝ አስ ኡባይ ሎእꬂ ማላባዝ ግ፥ «ኡባ ባዝ ኤ ሎእꬂ ኦꬅዛ። ሀራ አቶዝን፥ ቱለ ስስዛ፥ ሙመ ኦድስዛ» ዬጌዛ።
2908010095	ጽቃ ዎደፕ ጉየ፥ ጋመ አሳይ የሱሳኮ ሺቄዛ። አሳይስ ሚዝባዝ ꬋብን የሱሳ ፋ ታማርታ ፋኮ ጼጊ፥
290802009d	«Ꮊ አሳይ ታር ሀይꬒ ጋላስ ሄሎዳይስ ጋምኢ፥ አብካ ሚዝ ባዝ ደንገካዛይ ግሾስ ታና አሳይ ቃꬊꬂዛ።
2908030097	ታ አሳ ናየር ካራ ዳካሚ፥ አሳይ Ꮊንግታር ኦገላ ዳቡሪ ፖኮዳ፥ ባጋ አሳይ ሃኮፕ የኤዛ» ዬጌዛ።
29080400a6	የሱሳ ታማርታይ ማሂ፥ «Ꮊ ሊዣይድ Ꮊ አሳ ኡባ ሙዞዳይስ ግድዛ ካꬃ ደንጎዳይስ ዳንዳእዛይ ኦኖ?» ዬጌዛ።
2908050091	የሱሳ ኡንትኮ፥ «ይንታር ኣፑን ሶሎ የኔ?» ዬጊ ኦይጬዛ። ኡ ማሂ፥ «ላፑን ሶሎ የዛ» ዬጌዛ።
2908060112	የሱሳ አሳይ ሳአ በቶዳይ ጋርክ ኪቴዛ። ዬዜዛይፕ፥ ላፑን ሶሎ ኤኪ ጾስ ጋላቲ ማቂ የ ሶላ ዱꬅርꬂ፥ አሳይስ ግሾድ ጋርክ ፋ ታማርታይስ እንጌዛ። ኤ ታማርታይ አሳይስ ግሼዛ።
29080700ad	ኡንትስ ማ ጽቃ ይሸ ሞልታይ የዛ። የሱሳ የ ሞልታይ ግሾስ ጾስ ጋላቲ፥ አሳይስ ግሾድ ጋርክ ፋ ታማርታ ኪቴዛ።
290808007a	አሳይ ኡቢታይ ም ምዤዛ። ኤ ታማርታይ አቴዝ ጉፋ ላፑን ሌማተ ኩንꬅ ደንꬄዛ።
2908090077	ካꬃ ሜዝ አሳይ ታይባይ ኦይዲ ሙኩለ ማቆዳ። የይፕ ጉየ፥ የሱሳ አሳ ዳኬዛ።
29080a0074	ኤ ማ ፋ ታማርታይር ኤልꬂ ዎጎሎ ጋንጨ ገሊ ዳልማኑታ ግንትዝ ቢታ ቅቴዛ።
29080b009e	ፈርሳወ አስታይ ይኢ የሱሳ ፓጮዳይስ ኮዪ፥ ሳሎፕ ኡ ፋና ማላ ቤዞዳይ ጋርክ የሱሳር ፓላማ አይኬዛ።
29080c00b3	የሱሳ ሼምቲ፥ «Ꮊ ዎደ አሳይ አብስ ማላ ኮዬ? ታ ይንትስ ቱማ ኦድዛ፤ Ꮊ ዎደ አስስ አባ ማላካ እንግንቴና» ዬጌዛ።
29080d0072	ኤ ኡንታን እዘ ኦሊ አሺ ማቂ ዎጎሎ ጋንጨ ገሊ አባይፕ ሰኮ ፕኖ ፒንጌዛ።
29080e0082	ኤ ታማርታይ ካꬃ ኤኪ Ꮊሞ ዶጌዛ፤ ኡንትስ ዎጎላይ ጋንጨ ፐቲ ሶሎፕ ሀራ ካꬃ ባያ።
29080f00a1	የሱሳ ኡንትኮ፥ «ይንታን ኤሮይታ። ፈርሳውታይ እርሾፐኔ ሄሮዶሳ እርሾፕ ናግንቶይታ» ዬጊ አዛዜዛ።
2908100065	ኡንቲ ዎል ጋንጨ፥ «ኤ Ꮊያ ግዛይ ኑስ ሶሎ ባዛይ ግሾስ» ዬጌዛ።
29081100be	የሱሳ ኡ ግዛና ኤሪ ኡንትኮ፥ «ይንትስ ሶሎ ባዛይ ግሾስ አብስ ኦድንቴ? Ꮊተካ ይ ኤሮሳ? ዎይ ይ አካኮሳ? ይ ዎዝናይ ዶጬኔ?
290812006f	ይንትስ ኣፈ የዝን ቦኦሳ? ሀየ የዝን ስኦሳ? ይንትስ ዋይዚ አካክንቶሳ?
29081300cb	ታ እችን ሶሎ እችን ሙኩለ አስስ ፔꬌዝ ዎደ ኣፑን ሌማተ ኩንꬅ ጉፋ ደንꬄኔ?» ዬጌዛ። ኡንትካ፥ «ታጶ ናምኢ ሌማተ ኩንꬅ» ዬጌዛ።
29081400dd	«የይ ጋርክ፥ ታ ላፑን ሶሎ ኦይዲ ሙኩለ አስስ ፔꬊን ኣፑን ሌማተ ኩንꬅ ጉፋ ደንꬄኔ?» ዬጌዛ። ኡንቲ፥ «ላፑን ሌማተ ኩንꬅ ደንꬄዛ» ዬጌዛ።
2908150045	የዝን፥ «Ꮊተካ ይንትስ ቆፍንቶሳ?» ዬጌዛ።
290816009c	ኡንቲ ቤተሳይዳ ካታማ Ꮊንጌዛ። ጽቃ አስታይ ቶአ አꬃ የሱሳኮ ክኢ የ አꬃ ቦቾድ ጋርክ ኤዛ ዎሴዛ።
29081700be	የሱሳ ቶአ አꬃይ ኩሻ አይኪ ካታማፕ ጋጻ ከሴዛ። ኤ ኣፋተ ጩቲ ፋ ኩሻ ኤዛል አፋ ጋዲ፥ «ኔስ አኮ በንትኔ?» ዬጊ ኦይጬዛ።
290818007f	አꬃይ ꬎቅ ግ ብኢ፥ «ታስ አሳይ በንትዛ፥ ዝን አሳይ የꬍታር ምꬂ ኣዝዛ» ዬጌዛ።
29081900be	የይፕ ጉየ፥ የሱሳ ማሂ፥ አꬃይ ኣፋይል ፋ ኩሸ ጋዴዛ። አꬃይ ሎእꬂ በኤዛ፥ ኤ ኣፋይ ፓጼዛ፥ ኡባ ባዝ ምልጽ ኡዲ በኤዛ።
29081a0060	የሱሳ አꬃይኮ፥ «ነ ካራ ቅቶባ፥ ካታማ Ꮊንግፐ» ዬጊ ኪቴዛ።
29081b00da	የሱሳ ፋ ታማርታይር ቅሳረ ፍልጶሳ ካለ የዝ ሄራ Ꮊንጌዛ። ኡ Ꮊማዳር ኦገል አፋ የሱሳ፥ «ታና አሳይ ኦና ግነሻ?» ዬጊ ፋ ታማርታ ኦይጬዛ።
29081c00d5	ኤ ታማርታይ፥ «ፐቲ ፐቲ አሳይ ነና፥ ‹ጻማቅዛ ዋንሳ› ግዛ፤ Ꮊንክታይ፥ ‹ኤላሳ ግዛ› ማ Ꮊንክታይ፥ ‹ናብታይፕ ፐታ› ግዛ» ዬጌዛ።
29081d0091	የሱሳ ኡንትኮ፥ «የዝን ይ ታና ኦና ጌ?» ዬጊ ኦይጬዛ። ጵጽሮሳ፥ «ነ ክርስቶሳ» ዬጊ ማሄዛ።
