2800000005	Matei
290b1a007c	Nambu ngati mukuvalekekesa lepi vangi, mewawa na Dadi winu mweavili kunani kwaki akuvalekekesa lepi nyenye mabudilu ginu.”
290b1b008b	Hinu, vahikili kavili ku Yelusalemu. Yesu paagendayi pa Nyumba ya Chapanga, vakulu va kuteta na Vawula va Malagizu na vagogo vamuhambalili,
290b1c006a	vakamkota, “Ukita mambu genaga kwa uhotola wa yani? Yani mweakupelili uhotola wa kukita mambu genago?”
290b1d008f	Nambu Yesu akavajovela, “Yati nikuvakota lijambu limonga. Mukaniyangula, na nene mewa yati nikuvajovela nikita mambu aga kwa uhotola wa Yani.
290b1e005a	Wu, Yohani apatili uhotola wa kubatiza kuhuma kwa Chapanga amala kwa vandu? Munijovela.”
290b1f006e	Vakatumbula kukotana, “Tikayangula, ‘Gahumili kwa Chapanga,’ Yati akutikota, ndava kyani mwasadiki lepi?
290b200097	Na tikayangula, ‘Gahumili kwa vandu,’ Yati yivya wuli?” Vayogwipi vandu, ndava vandu voha wamyidakili kuvya chakaka Yohani avi mlota wa Chapanga.
290b210092	Hinu vakamyangula Yesu, “Tete timanyili lepi.” Na Yesu akavajovela, “Na nene mewa nikuvajovela lepi nikita mambu aga kwa uhotola wa yani.”
290c0100e8	Yesu akatumbula kulongela nawu, kwa luhumu akajova, mundu mmonga alimili mgunda wa mizabibu, Atindisili luwumba, na pagati yaki agimili ligodi la kuminyila divayi ajengili mnala, akalikodisha kwa valimaji, akahamba mulima wa kutali.
290c02005c	Lusenje lwa mabenu, amtumili mvanda waki kwa valimaji vala, akamletela pandu paki pa mabenu.
290c030053	Nambu valimaji vala, vakamkamula mvanda yula, vakamtova vakamuwuyisa mawoko gawaka.
290c040067	Mkolo mgunda amtumili kavili mvanda yungi. Mewa mwenuyo vakamulemasa kumutu na kumkitila mambu ga soni.
290c05008d	Mewawa, mkolo mgunda yula akamtuma mvanda yungi, mwenuyo vakamkoma. Vangi vamahele veavatumili, vangi pagati yavi vatoviwi na vangi vakomiwi.
290c06007a	Asigalili mundu mmonga, ndi mwana waki chiganu. Pamwishu amtumili mwenuyo akajova, nimanyili yati vakumtopesa mwana vangu.
290c07007a	“Nambu valimaji vala pavamuwene ibwela, vakajovesana, ‘Mwenuyu ndi mhali, ndi timkomayi muni uhali waki uvyai witu!’
290c08004c	Hinu vakamkamula, vakamkoma na kumtaga kuvala ya mgunda wa mizabibu wula.”
290c090088	“Akavakota, hinu mkolo mgunda yati ikita kyani? Yati ibwela kuvakoma valimaji vala na kuvapela mgunda wa mizabibu wula vandu vangi.”
290c0a0067	Wu, mwangasoma Mayandiku Gamsopi? Liganga levalibelili vakujenga, hinu ndi liganga lelikamulila nyumba.
290c0b0048	Bambu ndi mweakitili lijambu lenili, lenili ndi lachinamtiti neju kwitu!
290c0c00b0	Vachilongosi va Vayawudi na Vawula va Malagizu na vagogo, vamanyili kuvya luhumu wenuwo ukuvavala vene. Vaganili kumkamula, nambu vayogwipi msambi wa vandu. Vakamleka vakawuka.
290c0d0067	Vangi pagati ya Vafalisayu na valanda va chikundi cha Helodi vatumwili vamyonjola Yesu kwa malovi gaki.
290c0e0132	Vamhambili, vakamjovela, “Muwula, timanyili kuvya veve wamundu wa chakaka mweujova chakaka. Veve ukumlola lepi mundu mwene ndi yani, ukulu wa mundu chindu lepi kwa veve, nambu wiwula chakaka munjila ya Chapanga. Wu, chabwina kulipa kodi kwa nkosi wa ku Loma amala lepi? Tilipayi amala tikotoka kulipa?”
290c0f0074	Nambu Yesu amanyili uhomela wavi, akavajovela, “Ndava kyani mukunilinga? Muniletelayi lishonga lene nililolayi.”
290c100075	Vakampela lishonga lila, na mwene akavakota, “Pamihu na liina la yani?” Vakamyangula, “Vya nkosi wa ku Loma.”
290c110085	Hinu Yesu akavajovela, “Mumpelayi nkosi wa ku Loma vyevivili vyaki na mumpelayi Chapanga vyevivii vyaki.” Vakakangaswa nayu neju.
290c120045	Kangi Vasadukayu vevijova kawaka kuyuka vamuhambalili Yesu vakamkota,
290c130099	“Muwula, Musa atilagazili, mundu akafwayi na kuleka mdala changali mwana mlongo vaki yikumgana amuhala lipwela yula, ndi ambabakisila vana mlongo vaki.
290c14005b	Leka tijova pavi na valongo saba. Mwealongolili kuvelekewa agegili afwili changaleka mwana.
290c150065	Mbena waki akamuhala lipwela yula, namwene afwili changaleka mwana, yikavya mewawa na mlongo wa datu.
290c16003e	Voha saba vafwili changaleka mwana. Kangi lipwela yula afwili.
290c17005b	Hinu ligono vandu paviyuka, mau yula yati ivya mdala wa yani? Ndava voha saba vamgegili.”
290c180061	Yesu akavayangula, nyenye mbudili ndava mmanyi lepi Mayandiku Gamsopi amala makakala ga Chapanga.
290c19006a	Muni vevafwili peviyuka yati vigega lepi amala kugegewa, yati vivya ngati vamitumu va kunani kwa Chapanga.
290c1a00c8	Nambu ndava ya kuyuka kwa vevafwili, msomili lepi chitabu cha Musa pandu pepivala dasi yeyiyaka motu? Chapanga amjovili Musa, nene ndi Chapanga wa Ibulahimu na Chapanga wa Izaki na Chapanga wa Yakobo.
290c1b0061	Hinu, mwene lepi “Chapanga wa vevafwili, nambu Chapanga wa vevavi wumi. Nyenye mbudili neju!”
290c1c00a9	Mmonga wa vawula va malagizu abwelili na kayuwana mhutanu wavi. Peaweni Yesu akuvayangula bwina, akamhegelela na kumkota Yesu, “Pagati ya malagizu goha yoki yikulu?”
290c1d008b	Yesu akamyangula, “Malagizu gakulu pagati ya goha ndi aga: ‘Myuwanila nyenye vandu wa ku Isilaeli! Bambu Chapanga witu, ngamwene Bambu.
290c1e0071	Umgana Bambu Chapanga waku kwa wumi waku woha na mtima waku woha na luhala lwaku lwoha, na makakala gaku goha.’
290c1f0078	Na muhilu wa pili ndi uwu: ‘Umgana muyaku ngati cheukujigana wamwene.’ Gavi lepi malagizu gakulu gangi ngati aga.”
290c20007d	Hinu, muwula wa malagizu yula akamjovela Yesu, “Muwula! Ujovili chakaka kuvya Bambu ndi Chapanga, kawaka yungi nambu mwene.
290c2100eb	Na yikumgana mundu kumgana Chapanga kwa mtima woha na luhala lwoha na makakala gaki goha, na kumgana muyaki ngati cheakujigana mwene. Lijambu lenili ndi labwina neju kuliku kumpela Chapanga hinyama ya kutinyisa na teta zozoha zingi.”
290c2200bf	Yesu pealoli mundu yula ayangwili kwa ukekesi, akamjovela, “Veve uvi papipi kumyidakila Chapanga atalalila wumi waku.” Kangi peamali kujova ago kawaka mundu mwealingi kumkota Yesu lilovi.
290c230092	Lukumbi Yesu iwula mu Nyumba ya Chapanga, akotili, “Ndava kyani Vawula va Malagizu vijova kuvya Kilisitu ndi mmonga ndu pagati ya vana va Daudi?
290c2400aa	Daudi mwene kwa kulongoswa na Mpungu Msopi ajovili, ‘Bambu amjovili Bambu wangu, tama upandi wangu wa kulyelela, mbaka nivavika vamakoko vaku pahi pa magendelu gaku.’
290c250093	Daudi mwene akumkemela Kilisitu ‘Bambu.’ Yihotoleka wuli hinu kuvya mmonga ndu pagati ya vana vaki?” Msambi wa vandu wamuyuwanila kwa luheku.
290c2600b3	Mukuwula kwaki, Yesu avajovili, “Mujiyangalila na Vawula va Malagizu, vevigana kugenda kuni vawalili magwanda gatali na kujambuswa na kwa utopesa vandu pandu pakugulisila vindu.
290c270074	Mewawa vigana kutama palongolo munyumba za kukonganekela Vayawudi na mvigoda vya palongolo pamgongolelu wa chakulya.
290c280099	Vene vitola nyumba na vindu vya valipwela kwa kuvakonga, kuni vakujidekesa kumuyupa Chapanga mulukumbi lutali. Ligono la mwishu yati vilipiswa pavaha.”
290c2900c1	Yesu atamili papipi na chijomela cha kusopela luteta mu Nyumba ya Chapanga. Avalolili vandu chavasopa teta muchijomela chila. Vandu vana vindu vyamahele, vasopili mashonga gamahele mugati yaki.
290c2a0048	Kangi akabwela lipwela mngangu mmonga, akasopa sendi zivili videbe neju.
290c2b008f	Yesu avakemili vawuliwa vaki akavajovela, “Chakaka nikuvajovela, lipwela uyu mngangu asopili mashonga gamahele muchijomela kuliku vangi voha.
290c2c0082	Muni vandu voha vangi vawusili chiyonjokesu cha vindu, nambu mau uyu mngangu, asopili vindu vyoha vyeviganikwa ndava ya kulama.”
290d010091	Yesu peahumayi mu Nyumba ya Chapanga, mmonga wa vawuliwa vaki amjovili, “Muwula, lola maganga na majengu aga chegavili gabwina na kukangasa!”
290d020098	Yesu akamyangula, “Wu, ukugalola majengu aga zivaha? Kawaka liganga hati limonga lelisigalila panani ya liganga lingi, kila liganga yati ligwisiwa.”
290d03008e	Yesu paatamili panani ya chitumbi cha Mizeituni kulolokesa Nyumba ya Chapanga, Petili na Yakobo na Yohani na Andelea vakamkota pevavi ngavene,
290d040072	“Tijovela mambu genago yati gihumila ndali? Na ulangisu woki weulangisa kuvya mambu aga gavi papipi kuhumila?”
290d05004a	Yesu akatumbula kuvajovela, “Mujiyangalilayi mundu akotoka kuvakonga.”
290d06008c	Muni vamahele yati vibwela na kulihengela liina langu, kila mundu yati ijova kuvya mwene ndi Kilisitu! Vene yati vakuvakonga vandu vamahele.
290d07008c	Pemyuwana gegivala ngondo na vandu vilongelela mambu ga ngondo mkotoka kuvagaya. Yikugagana mambu genaga kuhumila, nambu mwishu wene wakona.
290d0800d9	Vandu va mulima umonga yati utovana na vandu va mulima wungi, unkosi umonga yati utovana na unkosi wungi, yati kwiva na mindendemo ya ndima pamonga na njala. Mambu ago ndi ngati utumbula wa lipyanda la kuveleka mwana.
290d0900dc	Nambu nyenye mjiyangalila. Muni yati vakuvatakila mumabanji ga mihalu, na kutovewa munyumba za kukonganekela Vayawudi. Mewawa yati vakuvapeleka palongolo ya vachilongosi na vankosi ndava ya nene, muni mujova ndava yangu.
290d0a005b	Nambu yiganikiwa hoti lilovi la Bwina likokosewayi kwa vandu voha kwakona mwishu wangahika.
290d0b00aa	Na pamwikamuliwa na kupelekwa mumabanji ga mihalu, mkoto kuhololela chakujova. Lukumbi lwenulo. Nambu mjova chechoha chemwipewa kujova, muni yati gihuma kwa Mpungu Msopi.
290d0c0098	Mlongo yati akumng'anamukila mhaja waki akomiwa na dadi yati akumng'anamukila mwana waki, na vana yati vakuvang'anamukila dadi na nyina vavi vakomewayi.
290d0d009d	Vandu voha yati vakuvagana lepi ndava ya liina langu. Nambu mweisindimala mbaka mwishu ndi Chapanga akumsangula kuhuma uhamula wa magono goha gangali mwishu.
290d0e00b0	“Pemwilola ‘Yomeso lihakau lelilangisa uhalabisu’ Liyimili pandu pangaganikiwa kuvya.” Mweisoma malovi aga amanyalila. Hinu vevavili ku Yudea na vajumbalila kuchitumbi.
290d0f005b	Mundu mweavili kuvala ya nyumba yaku akotoka kuyingila mugati kutola chindu, nambu atilayi!
290d10004e	Mewawa mundu mweavili kumgunda akotoka kuwuya kunyumba yaki kutola nyula yaki.
290d110066	Niviniswa mtima ndava ya vanandumbu na vevinyong'esa magono ago, ndava yati kwivya na mang'ahiso neju.
290d120048	Nambu mumuyupayi Chapanga mambu ago gakotoka kuhumila lukumbi lwa mbepu.
290d130087	Muni magono ago yati kwiva na mang'ahiso gakulu, gangahumila kuhuma Chapanga kuwumba mulima mbaka lelu, katu yati gihumila lepi kavili.
290d14008d	Ngati Bambu ngagapunguziwi lepi magono kawaka hati mundu mmonga wa kusanguliwa. Nambu ndava ya vahaguliwa vaki, Bambu agapungwizi magono ago.
290d15005a	Kangi, mundu akavajovela, lolayi, Kilisitu avili apa! Amala, avili pala, mkotoka kusadika.
290d1600a7	Muni yati vihumalila vakina Kilisitu vaudese na vamlota va udese, yati vikita ulangisu na chinamtiti, ngati yihotoleka ndava ya kuvabudisa hati vahaguliwa va Chapanga.
290d17004d	Nambu nyenye mujiyangalila. Nene nivajovili mambu genaga kwakona gangahumila.
290d180068	“Nambu pegimalika magono ago ga mang'ahiso, lilanga yati lisopewa chitita na mwehi yati ulangasa lepi.
290d19004e	Ndondo yati zigwa kuhuma kunani, na vindu vyoha vya kumahundi yati vinyuguswa.
290d1a0056	Penapo yati vakumlola Mwana wa Mundu, ibwela mulihundi kwa makakala gamahele na ukulu.
290d1b00ae	Ndi yati akuvatuma vamitumu va kunani kwa Chapanga vavalunda vandu vevahaguliwi na Chapanga, kuhuma pandi mcheche za mulima, na hati kuhuma pandu pa kutali ya mulima woha.”
290d1c0072	“Mujiwula kuhuma mumkongo wa mtini. Pemwilola mahamba gimela, nyenye mwimanya kuvya lusenje lwa fula luhegalili.
290d1d0066	Mewawa na nyenye pemwilola mambu genago gihengeka, mmanya kuvya Mwana wa Mundu avi papipi neju kuhika.
290d1e004d	Chakaka nikuvajovela, chiveleku ichi chipita lepi kwakona mambu aga kuhumila.
290d1f006e	Hati ngati kunani kwa Chapanga na pamulima yati ziwuka, nambu malovi gangu yati gihumila ngati chenajovili.”
290d2000a4	“Nambu, avi lepi mundu mweimanya ligono la mwishu yati libwela ndali, hati vamitumu va kunani kwa Chapanga, hati Mwana wa Chapanga. Dadi Chapanga ndu mweamanyili.
290d210054	Mujiyangalila na mujitendekela, muni mumanyili lepi ligono amala lukumbi peluhumila.
290d220090	Yati yivya ngati mundu mweahambi lugendu na kuvalekela vahengaji utalalila, kila mundu na lihengu laki, akumjovela mlonda wa mlyangu avyai mihu.
290d23007e	Mujitendelekela, ndava muni mmanyi lepi mkolo nyumba iwuya ndali. Pangi yivya kimihi, pagati ya kilu, hambakucha amala lukela.
290d240051	Mujitendelekela, muni ngati abwelili cha kukenyemusa, akotoka kuvakolela mgonili.
290d25003b	Genikuvajovela nyenye, nikuvajovela mwavoha. Muvya mihu!”
290e0100c6	Gavili gakona magono gavili kuhika Mselebuko wa Pasaka na Mselebuko wa kulya mabumunda gangali ngemeku. Vakulu va kuteta na Vawula va Malagizu valondayi njila ya kumkamula Yesu cha mfiyu na kumkoma.
290e020068	Nambu vakajova, “Tikotoka kukita chenicho lukumbi lwa mselebuko, ndava vandu yati vikita chitututu.”
290e03012f	Yesu avili ku Betania kunyumba ya Simoni mweavi na mabudi. Peavili pameza kulya chakulya, mau mmonga mweavili na kachupa kadebe kaganga ka alabasta kamahuta geginungalilayi neju, mahuta geginungalila bwina gegatenganizwi kwa nado, akabwela. Akayidindula chupa yila, na kumyitila Yesu mahuta gala kumutu.
290e04007c	Vandu vangi vevavi penapo vayomiswi na chitendu chila vakajijovela, “Ndava kyani kuyagisa waka mahuta geginungalila bwina?
290e050060	Mahuta ago ngagagulisiwi kwa mashonga gamahele, ngavapewili vangangu!” Vakamywangila mau yula.
290e060060	Nambu Yesu akavajovela, “Mumleka! Ndava ya kyani mukumung'aha? Anikitili nene lijambu labwina.
290e070087	Vangangu muvinawu magono goha, muhotola kuvatangatila lukumbi lwolwoha lwa mwigana. Nambu nene yati nivya lepi na nyenye lukumbi lwoha.
290e080084	Mwene akitili chaehotwili. Alongolili kuniyitila mahuta geginungalila muhiga yangu anitendelekili kwakona kuzikiwa kwangu palongolo.
290e09008a	Chakaka nikuvajovela, pamulima woha Lilovi la Bwina yati likokoswa, chitendu ichi cheakitili yati chiluwuliwa kwa kumkumbuka mdala uyu.”
290e0a0075	Kangi Yuda Isikalioti, mmonga wa vawuliwa kumi na vavili vala, akahamba kwa vakulu va kuteta ndava ya kumgotola Yesu.
290e0b008e	Vakulu va kuteta pevayuwini malovi genago, vahekalili, vayidakilini kumpela mashonga. Ndi, Yuda akatumbula kulonda lukumbi lwa kumgotola Yesu.
290e0c00c0	Ligono la kutumbula kwa Mselebuko wa Mabumunda yangali ngemeku, lukumbi lwa kuhinja mwanalimbelele wa Pasaka, vawuliwa vaki vakamkota, “Ugana tikakutendelekelayi koki chakulya cha Pasaka?”
290e0d0094	Hinu, Yesu avatumili vawuliwa vaki vavili akavajovela, “Muhambayi kumuji, kwenuko yati mkumkolela mgosi mmonga agegili chihulu cha manji. Mumlanda
290e0e0090	mbaka munyumba yeiyingila, mkamjovelayi mkolo nyumba, ‘Muwula ikota, chivi koki chumba cha vayehe penilya Pasaka pamonga na vawuliwa vangu?’
290e0f0065	Mwene yati akuvalangisa chumba chivaha kunani ya kugolofa chechitendelekiwi. Mtendekelayi mwenumo.”
290e10008f	Hinu, vawuliwa vakawuka, vakahamba kumuji, vakakolela kila chindu chivi bwina ngati Yesu cheavajovili. Ndi vakatendelekela chakulya cha Pasaka.
290e11004d	Payavili kimihi, Yesu ahikili penapo pamonga na vawuliwa vaki kumi na vavili.
290e120073	Pevalyayi pamonga, Yesu akajova, “Chakaka nikuvajovela, mmonga winu mweilya pamonga na nene, yati akunigotola.”
290e130069	Penapo vawuliwa vaki vakatumbula kuviniswa mitima, vakatumbula kumkota mmonga mmonga, “Wu, ndi nene?”
290e140074	Yesu akavajovela, “Ndi mmonga winu pagati yinu nyenye kumi na vavili, mweijwiga libumunda pamonga na nene munkeve.
290e1500b3	Chakaka Mwana wa Mundu yati ifwa ngati Mayandiku Gamsopi chegijova. Nambu alachikolela mundu yula mweakumgotola Mwana wa Mundu! Mbanga kwa mundu mwenuyo ngati ngavelekiwi lepi!”
290e16008c	Pevalyayi, Yesu akatola libumunda, akamsengusa Chapanga, akalimetula na kuvapela vawuliwa vaki akajova, “Mtola, yeniyi, ndi higa yangu.”
290e17006b	Kangi akatola chikombi cha divayi, akamsengusa Chapanga, akavapela voha vanywelili divayi muchikombi chila.
290e180098	Akavajovela, “Yeniyi ndi ngasi yangu yeyilangisa lilaganu la Chapanga kwa vandu vaki, ngasi yeyiyitika ndava ya kulekekesa mabudilu ga vandu vamahele.
290e19006b	Chakaka nikuvajovela, ninywa lepi kavili divayi mbaka ligono lila peninywa kavili mu Unkosi wa Chapanga.”
290e1a0060	Kangi vakayimba lunyimbu lwa kumsengusa Chapanga, vakawuka, vakahamba ku Chitumbi cha Mizeituni.
290e1b00b3	Yesu akavajovela vawuliwa vaki, “Mwavoha nyenye yati mwitila na kunileka nene, mu Mayandiku Gamsopi Chapanga ijova, ‘Yati nikumkoma mdimaji, na mambelele yati gipechengana.’
290e1c0036	Nambu nikayukayi, yati nikuvalongolela ku Galilaya.”
290e1d0054	Petili akamjovela, “Hati ngati voha yati vakukuleka, nene katu nikukuleka lepi!”
290e1e0092	Yesu akamjovela, “Chakaka nikujovela, kilu iyi, kwakona lijogolo langakokoleka mala zivili, yati ukunibela mala zidatu kuvya unimanyili lepi.”
290e1f008e	Nambu Petili akakangamala kujova, “Hati ngati yikunigana nifwa pamonga na veve, katu yati nikukuleka lepi!” Vawuliwa voha vakajova mewawa.
290e20007e	Hinu, vakahika kulidimba lelikemelewa Gesemane. Yesu akavajovela vawuliwa vaki, “Mtama apa lukumbi penikumuyupa Chapanga.”
290e21005a	Kangi akavatola Petili na Yakobo na Yohani. Akatumbula kuviniswa mtima na kung'ahika neju.
290e22004f	Akavajovela, “Niviniswa mtima neju hati papipi kufwa. Mtama na muvya mihu.”
290e230090	Akahamba palongolo padebe akajitaga cha kukupama pahi, akamuyupa Chapanga, kuvya ngati yihotoleka, lukumbi ulo lwa mang'ahiso lumupitila kutali.
290e24009d	Akajova, “Dadi wangu, kwa veve mambu goha gihotoleka. Uniwusilayi chikombi ichi cha mang'ahiso. Nambu lepi ngati chenigana nene, nambu cheugana wamwene.”
290e25009a	Kangi akawuya kwa vawuliwa vadatu vala akavakolela vagonili. Hinu, akamkota Petili, “Simoni, wu, ugonili? Uhotwi lepi kuvya mihu hati lukumbi ludebe?”
290e26007d	Kangi akavajovela, “Muvyai mihu na kumuyupa Chapanga mkotoka kuyingila mukulingiwa. Mpungu ugana, nambu higa yitotokela.”
290e27003c	Akahamba kumuyupa Chapanga kavili akawuyila malovi galagala.
290e28006b	Peavawuyili vawuliwa vaki avakolili vagonili kavili. Ndava mihu gavi na lugono. Vamanyi lepi chakumyangula.
290e29009e	Peabwelili mala ya datu akavajovela, “Mwakona mwigona na kupumulila? Hinu yikoli! Lukumbi luhikili! Mwana wa Mundu igotolewa kwa vandu vevambudila Chapanga.
290e2a003c	Muyimuka, tihambi. Mlolayi yula mweakunigotola ahegalili.”
290e2b00c9	Yesu peavi akona ijova, Yuda mmonga wa kumi na vavili vala, akabwela pamonga na msambi wa vandu wewavili na mapanga na vibonga. Vandu venavo vatumwili na vakulu va kuteta, Vawula va Malagizu na vagogo.
290e2c00a7	Yuda, yula mweamgotwili Yesu, avapelili ulangisu msambi wa vandu wula, “Kuvya yula mwenikumjambusa cha kumkumbatila, ndi mumkamula na mumpeleka kuni avi muulonda.”
290e2d0062	Yuda peahikili ndu amuhambalili Yesu akamjovela, “Muwula!” Kangi akamjambusa cha kumkumbatila.
290e2e002d	Hinu vandu vala vakamkamula Yesu na kumkunga.
290e2f0064	Mmonga mweayimili pamonga na Yesu, akaholomola upanga waki, akamdumula likutu mvanda wa Mteta Mkulu.
290e30005c	Yesu akamjovela, “Wu, mbwelili na mapanga na vibonga kunikamula ngati kuvya nene mnyagaji?
290e310091	Magono goha navi pamonga na nyenye, niwula ku Nyumba ya Chapanga, nambu mwanikamwili lepi. Nambu hinu yikugagana Mayandiku Gamsopi gatimilayi.”
290e320029	Penapo vawuliwa voha vakamleka na kutila.
290e330059	Kwavili na msongolo mmonga mweamlandayi Yesu awalili chikwinda. Vene valingili kumkamula.
290e34003f	Nambu mwene akalema, akachileka chikwinda chila, akajumba waka.
290e350085	Hinu, vampeliki Yesu kunyumba ya Mteta Mkulu, penapo ndi pevakonganiki pamonga vakulu va kuteta voha na vagogo na Vawula va Malagizu.
290e360078	Petili amlandili Yesu chapatali, akayingila muluvanja lwa nyumba ya Mteta Mkulu. Akatama pamonga na valonda kuyota motu.
290e37006e	Vakulu va kuteta na libanji loha valondai lilovi la kumtakila Yesu muni vahotola kumkoma, nambu valipati lepi.
290e380053	Vandu vamahele vajovili gaudese ndava ya Yesu, nambu malovi gavi gayidakilini lepi.
290e390040	Kangi vandu vangi vakayima kujova udese ndava ya Yesu, vakajova,
290e3a009f	“Tete tamuyuwini ijova, ‘Nene yati nigwisa Nyumba ya Chapanga iyi yeyijengiwi na vandu, na mu magono gadatu yati nijenga yingi yangajengewa na vandu.’”
290e3b0034	Nambu pamonga na ago, malovi gavi gayidikilini lepi.
290e3c0076	Hinu, Mteta Mkulu akayima pagati yavi akamkota Yesu, “Wu, wiyangula lepi lilovi, vandu venava vakukutakila kyani?”
290e3d008b	Nambu mwene agunili, ajovili lepi lilovi hati limonga. Mkulu wa kuteta akamkota kavili, “Veve ndi Kilisitu, Mwana wa Chapanga Mmotisa?”
290e3e00bb	Yesu akayangula, “Ena, ndi nene. Kavili yati mukumlola Mwana wa Mundu atamili upandi wa kulyelela cha Bambu yula mweavi na makakala. Ibwela kuhumila mumahundi ga kunani kwa Chapanga!”
290e3f006e	Penapo ndi Mteta Mkulu akapapula nyula zaki, akajova, “Tigana lepi kuyuwana malovi gangi ndava ya mundu uyu!
290e40004d	Mumyuwini cheakumliga Chapanga! Nyenye mjova wuli?” Voha vamganili akomiwa.
290e4100ad	Hinu, vangi pagati yavi vakatumbula kumuhunyila mata, vakamgubika pamihu vakamtova na kumjovela, “Lotelayi, ndi yani mweakutovili!” Hati valonda vakamtola, vakampamanda.
290e42005b	Petili peavi akona muluvanja lwa nyumba, mtumisi mmonga wa chidala wa Mteta Mkulu abwelili.
290e430069	Peamuweni Petili iyota motu, amlolili, akamjovela, “Hati veve wavili pamonga na Yesu wa ku Nazaleti.”
290e44008d	Nambu Petili akabela, “Kwali, nakuchimanya cheujova!” Petili akawuka akahamba pamlyangu wa kuyingilila. Penapo ndi lijogolo likakokoleka.
290e450080	Muhengaji mdala yula, peamuwene kavili Petili, akatumbula kangi kuvajovela vandu vevavi penapo, “Mundu uyu ndi mmonga wavi.”
290e4600a3	Nambu Petili akabela kavili. Mwanakandahi, vandu vevayimili penapo vamjovili Petili, “Chakaka veve ndi mmonga wavi, muni veve mewawa ndi mundu wa ku Galilaya.”
290e470079	Nambu Petili akatumbula kujova, “Nipewa likoto ngati nijova udese! Nilapa nimmanyili lepi mundu uyu mwemukumuluwula.”
290e4800b2	Bahapo lijogolo likakokoleka mala ya pavili. Petili akumbwiki Yesu cheamjovili, “Kwakona lijogolo langakokoleka yati ukunibela mala zidatu.” Petili akajitaga pahi na kuvemba.
290f01009d	Lukela pehe, vakulu va kuteta vayidakilini pamonga na vagogo na Vawula va Malagizu na vanalibanji voha, vakamkunga Yesu, vakampeleka na kumgotola kwa Pilatu.
290f020073	Pilatu akamkota Yesu, “Wu, veve ndi Nkosi wa Vayawudi?” Yesu akayangula. “Ena, ndi ngati wamwene cheujova.”
290f03002f	Vakulu va kuteta vamtakili Yesu mambu gamahele.
290f040078	Hinu, Pilatu akamkota kavili Yesu, “Wu, wiyangula lepi lilovi? Yuwanila chevakutakila mambu gamahele kukuvala veve.”
290f050039	Nambu Yesu ayangwili lepi lilovi, hati Pilatu akakangasa.
290f06006e	Kila lukumbi lwa mselebuko wa Pasaka, Pilatu avi na mvelu wa kuvadindulila vandu mkungiwa mmonga mwevamganayi.
290f07008b	Lukumbi lwenulo kwavili mundu mmonga liina laki Balaba, mweakungiwi muchifungu pamonga na vayaki ndava ya kukita chitututu na kukoma vandu.
290f080053	Vandu vamahele vakamhambila Pilatu vakamuyupa avakitila ngati cheyavili mvelu waki.
290f090046	Pilatu akavakota, “Wu, mwigana nivadindulilayi Nkosi wa Vayawudi?”
290f0a004c	Ajovili chenicho ndava vakulu vakuteta vamgotwili Yesu kwaki, ndava ya wihu.
290f0b005e	Nambu vakulu va kuteta vakavakoakesa vandu vamuyupa Pilatu avadindulila Balaba pahali pa Yesu.
290f0c006e	Pilatu akavakota kavili, “Hinu, mwigana nimkita chindu kiki na mundu uyu mwemkumkemela Nkosi wa Vayawudi?”
290f0d0045	Vandu voha vakajova kavili kwa lwami luvaha, “Mvamba mu msalaba!”
290f0e0083	Nambu Pilatu akavakota, “Ndava kyani? Ahokili kyani?” Nambu vene vakayonjokesa kujova kwa lwami luvaha, “Mvamba pamsalaba!”
290f0f00a1	Pilatu aganili kuuganisa msambi wa vandu, akamudindulila Balaba kuhuma muchifungu. Kangi akalagizila Yesu vamtova michapilu, kangi akamgotola vamvamba pamsalaba.
290f100091	Kangi manjolinjoli vala vampeliki Yesu mugati ya luvanja lwa nyumba ya Pilatu, mkulu wa mulima, vakavakemela pamonga msambi woha wa manjolinjoli.
290f110062	Vamuwaliki nyula za langi ya zambalau ngati nkosi, vabotili njingwa ya minga, vakamuwalika kumutu.
290f12003a	Vakatumbula kumjambusa, “Tikuwoni, Nkosi wa Vayawudi!”
290f13004e	Vakamtova kumutu na ndonga, vakamuhunyila mata, vakamfugamila na kumgundamila.
290f14007d	Pavamalili kumvevesa, vakamuhula nyula ya zambalau yila, vakamuwalika nyula zaki, kangi vakamuwusa kuvala kumvamba pamsalaba.
290f150105	Pevavi munjila vakonganiki na mundu mmonga liina laki Simoni, mkolonjinji wa Kulene mwene avili dadi wavi Alekizanda na Lufo. Lukumbi lwenulo apitayi kuhuma kuvala ya muji kuyingila pabomani. Manjolinjoli vakamkamula Simoni na kumgegesa msalaba weavi nawu Yesu.
290f160059	Kangi vampeliki Yesu mbaka pandu pepikemelewa Goligota, maana yaki “Libangu la Mutu.”
290f17005f	Kangi vakampela divayi yevahangisini na mtela wewukemelewa manemane, nambu Yesu abelili kunywa.
290f180069	Hinu vakamvamba pamsalaba, vakagavana nyula zaki, kwa gudugudu muni vamanya kila mmonga yati ipata kyani.
290f190031	Yavili saa yidatu ya lukela pavamvamba pamsalaba.
290f1a0068	Panani ya msalaba wula vaviki chibawu, chevayandiki matakilu gaki, mwenuyu ndi, “Nkosi wa Vayawudi.”
290f1b008c	Mewawa vavavambili panani ya pamisalaba vanyagaji vavili, papipi na Yesu, mmonga upandi waki wa kulyelela na yungi upandi waki wa kumangeya.
