2800000005	Matei
290402003c	Jaabola majambu gingi kwa malenganu, mmabolee gaki japwaaga.
290403002f	“Nzoanya! Mundu jumu jwajenda kukweta imbejo.
2904040045	Pajabiya jukweta imbeju, yengi yahabuka piindela jahika ijuni nakula.
290405006e	Yengi yahabuka pamalibu pangakuba nuluombi lwingi. Ndaba luhombi ngase lwabii lwinge yabonikana imeliki nyata.
2904060073	Ekwahika lyobamutu, mimea jatenda kujoma, ndaba mikega jaki ngasijabii na makili, nayombi yatenda kunyala nukujoma.
290407005d	Yengi yahabuki mmikongo ja miha, na mia jejela jakola nyata kujiinya na yombi ngase yapapike.
2904080083	Yengi yahabukya puluhombi lwa sapi, yamela, nukukola nukupapa. Lumu makomi matatu, lumu makomi sita na longi imbeju makomi komi.”
2904090034	Ndienu jaapwagila, “Jojubii na makutu jujowana.”
29040a0087	Yesu pajabii kajika jaki, banafunzi baki komi na habeli pamu na bandu bangi babunzoanya bunzendila nukupwagi jaayekulya malenganu gala.
29040b0094	Najombi jaapwagila, “Mwanganya mpatiki uwesu ukumanya majambu gagajobiki gu Ukolongu waka Sapanga. Lakini baabi kunza balibola kwa malenganu pena,
29040c008e	ndaba je, ‘Alinga sa sakaka, lakini bakibona ajoa sakaka, lakini bakielewa. Kwa naa bung'anumbuki Sapanga, najombi jaalekakya mahakau.’”
29040d0070	Enu Yesu jalalukya, “Boo, mwanganya ngasenheliwi ndaba ja malenganesu ge agaa? Mwimanya boo malenganesu gange?
29040e0023	Mpanda jukweta Lilobi laka Sapanga.
29040f0088	Bandu bangi abingati bandu bababii mwindela paapandiki lilobi. Lakini pabilijoana pee lijobi lihika kuboa lilobi leapandiki mmwoju jabo.
290410007b	Bandu bangi baabii ngati imbeju yeapandiki pamalibu. Hebilijoana pe Lilobi laka Sapanga bilijopa hapalapa koni bakatogulya.
2904110091	Lakini ngase laajingii nukumela mikega mmyoju jabo. Bilihobale muda msokopi pena, nalipitii linga'ai na tabu ndaba jililobi heli atenda kulileka.
2904120074	Bandu bangi abii ngati imbeju yeihabuki pimikongu jamiha. Agaa malenganu ga bandu baajoana lilobi laka Sapanga heli,
29041300a3	kupete maholu gupundema goni, kupala mali gingi nukutokule kila sindu apataa bombi kulihinya lilobi heli, na bombi ngaseahenga ngati Lilobi laka Sapanga selipwaga.
29041400fe	Lakini bandu bangi abii ngati imbeju yeakwetiki puluhombi lwa sapi. Bombi bilijowane lilobi le heli nukulijopa nukulijetake, nukuhenga ngati Sapanga ejupala. Ngati imbeju ja sapi jejipapa matunda makomi matato, bangi makomi sita, na bangi makomi kome.”
29041500a1	Yesu jaendaliya kapwagi, “Boo! Kanono mundu lee kupambakiya taa nukujingisa nkati ja nyumba nu kuyekale mkitonga au kwii ja sindo? Ngahela! Biibeka pi kipanda.
2904160054	Nahela kila sekihihiki sitenda kubonikana, na kila se kiyekaliwi kitenda kuyekuliwa.
290417001f	Jojubii na makutu jujogwana!”
2904180086	Ndi jaapwagila, “Nzoanya nakanopi senumpwagii! Sapanga janzangatya nmanya kukipemu aselasee se senzoane, janzonzukiya kumanya ngani.
2904190091	Bandu bajoane nakanopi senumpwagi nukumanya Sapanga janzangatya kumanya ngane. Lakine bangakujoanee nakanopi biitenda kujewa hata gabagamanyi.”
29041a005a	Yesu jaendalya kupwaga, “Ukolongu waka Sapanga gubii ana. Mundu jojukweta imbeju mlitui.
29041b007d	Ikilu jutenda kugone, na muhi jukuba mihu, na muda we ogu imbeju ye itenda kumela nu kukola. Jombi sanga kumanya sekihengeka.
29041c007e	Mimea je jitunduli muluhombi jikola nu kupapa matunda. Itumbuli kutunduli maamba masokumasoku, mapongoo na mwisu we kipambiku.
29041d006d	Inganu eikuba ikomiki, mundu we jola jutumbulii kuhusa ni kijipii ndaba jene muda ukuhusa gukuba guhikiki.”
29041e005d	Yesu jaapwagila kabee, “Ukolongu waka Sapanga gubii bole? Henu tuguelasiya kwi indela bole?
29041f005a	Gulengana ni imbeju jebijikema haladali, jejibii nzoku kupeta imbeju yoti jeakweta mlitui.
2904200095	Lakini naakwetiki jimela nakuba mimea mikolongu kupeta mimea joka jammatui. Mambandi gaki gakuba makolongu hata ijuni ioto kusenga miui momu jene.”
2904210088	Yesu jalandila malagi gaki kupete malenganu gangi gingi ngati gagaa. Jalongila nabu ngati ebawesa kunzoane kuhusu Ukolongu waka Sapanga.
2904220085	Ngasijalongila nabu sokapi bila kutumii malenganu. Lakini pajabii na banafunzi baki kajika jukubika jaayekuli ndaba jakila malengano.
290423005e	Lisoba alelale pakamii, Yesu jaapwagila banafunzi baki, “Tulombuka nhanga, tujenda kwiie.”
29042400a2	Ndipala banafunzi bugutabuka nsambi wa bandu, bajingalaa munhwatu mojabii Yesu nu kuboka pamu najombi na kabee minhwatu jengi jejabii na bandu jatenda kujengalee.
2904250077	Ndienu sasuma kimbonga kikolongu, na majeba kutumbuli kugukanga nhwatu we gola, nunhwatu gola gwatumbulya kutwele masi.
2904260084	Yesu jabii kunyuma junhwatu, jagoni panani ju ntoo. Banafunzi baki bunzumua nukumpwagi, “Mbola, ngasegubona lee usungu etukuwa!”
29042700aa	Jajumuka nu kukilakali kimbonga se sela, nakagalakali majeba guku nhanga ge gala japwaga, “Tama kinunu!” Ndipala kimbonga se sela satenda kukotoka, ndienu kwabia nuu.
2904280067	Ndienu, Yesu jaapwagila banafunzi baki, “Ndaba jakii ntenda kujogopa? Mwakona lee ngase nhobalela?”
2904290075	Nabombi babia ajogopa ngamaa. Babia alaluana, “Jonioju we nya eno? Mbaka kimbonga na majeba gatenda kunzowanela?”
2905010045	Yesu na banafunzi baki bahika ku nndema uku Gelasi, kwii juku nhanga.
290502005f	Ndipala Yesu pajapita nhwatu, jaketangini na mundu jumwa jojabii nii ilombu jakahumila kutenge.
2905030053	Mundu we oju jutamika kutenge. Nga mundu jojawesa kunkamulaki hata kunkonga nnyolu,
290504008e	mala jingi bunkonga kwa peengu ju nnyolu lakini kila muda jabia juwesa kuseku nnyolu nu kutunu peengu je. Wala ngamundu jojuwesa kumpengalela.
2905050062	Muhi ni ikilu jutamika kutenge nukukitombi jalongila kwa sauti ngolongu nukulisekuseku kwa malibu.
290506003f	Eambona Yesu su kutali, ambutukiya nukungungamali palongi jaki,
29050700a8	jalela kwa sauti ngolongu nukupwaga, “Nanugutei kyane! Weapa le wa Yesu, Mwana waka Sapanga jojubii kunani kwa mahunde? Kwi liina la Sapanga, nuguloba gwing'alisa!”
290508004a	Japwaga hela ndaba Yesu jabi jiipwagi, “Ilombu mumboka mundu we hojo.”
2905090089	Ndipala, Yesu andalukiya, “Liina laku wa nyane?” Najombi ampwagila, “Liina langu ni likundi la alonda, ndaba twe tubii twabinge.”
29050a0046	Ndipala kilombu sela sundobiki ngamaa Yesu jwaimbenga pundema we gola.
29050b0053	Muda gogo wabii nsambi nkolongu wa magolobi pikiheleu pambipi ni kitombi bakalimaa.
29050c004d	Henu, ilombu ye yundoba Yesu, “Gutujetakalya twagajingala magolobi agaa.”
29050d00bf	Yesu jwajetakii. Henu ilombu yumboka mundu jola, nakagajingii magolobi gala. Likungusa loa la magolobi lelaegalii elupu ibeli. Magolobi ge gala gabutuka pikiheleu nu kujingii muhanga na kuwa.
29050e008e	Alimu ba magolobi ge gala batenda kutilanii, bajendanya kumusi na kwa matui kapwagi bandu lihengu le heli. Na bandu bajenda kulinga sekipitii.
29050f0094	Pabahika kwaka Yesu, bumbona mundu jojabii na manzolinzoli giilombu. Jutami pai, juwati ingobu jubii na malangu gaki gunkelabwiki, batenda kujogopa.
2905100094	Bandu babagabona mahengu ge gala, baapwagila bangi gagunkolii mundu jojabii ni ilombu pamu nilijambu li ilombu yela kujenda kulikungusa la magolobi.
290511002e	Ndipala, jatumbuka kundoba juboka nndema wabu.
2905120053	Yesu pajabia jukwela munhwatu, mundu joampia ilombu andoba anzetakiya kujenda naku.
290513008e	Lakini Yesu jatenda kunkani. Ampwagila, “Gujenda kunyumba jaka alongu baku, wakapwagila mahengu goti ga juguhengi Bambu nu kugubone ikia.”
290514008b	Ndipala, mundu we jwajenda nukutumbuka kalandi kunkoa uku Dekapoli kwoa, majambu goti gajuhengiki Yesu. Bandu boa babajoa batenda kusangaa.
2905150094	Yesu jalombukiya kabee upandi wa pili unhanga nu nhwatu. Pajahika pe nsambi wa bandu wabia palongi jaki, najombi jabia jujemiki kulutengu upunhanga.
290516007c	Papuje jahika mundu jumwa kilongosi jwa nyumba jukuketangane Ayaudi joankema Yailo. Ejumbona Yesu, ahegalya nu kungungamali,
2905170077	andoba ngamaa koni jwakapwaga, “Kamwali wa nsoku jubii lailai. Gupepa koku tumboka, ukumbekila maboku gaku julama.”
2905180062	Ndipala, Yesu jaboka pamwa nabu. Bandu bingi ngamaa batenda kunzengale, babia atenda kuhinyahinya.
290519005e	Kati jabu jabii mmbomba jumu jojubii nu ugonzu gukupita mwai kwa muda wa miaka komi ni mibele.
29051a0088	Mmbomba we oju jabia jung'aliki kwaka sing'anga bingi. Pamu jabia jujomwi mali gaki goa, ngasijapogalyaje jabia jijonzukeka kuba jiliya.
29051b007b	Mmbomba we hoju pajajoana Yesu jalamisa bandu, jilipekalakiya pu nsambi wa bandu kuhuma kunyuma, nukugusa ingobu jaka Yesu.
29051c005c	Jatenda hela, ndaba julipwagila mmwoju jaki, “Nanung'usiki tu ingobu yaki nibia namiki.”
29051d0053	Apalapa kupita mwai we kwatenda kukotoka, najombi jilijoannya nhyega jaki julamike.
29051e0091	Yesu jabia jumanyiki makili gaki gundamisi mundu jumu. Jugung'anumbukiya nsambi wa bandu gola, nukugulaluki, “Nya jojung'usiki ingobu yango?”
29051f0071	Banafunzi baki baapwaga, “Ngase wabweni lee bandu mobuguhinyila jee. Ndaba ja kii gulaluki nya jojugugusike?”
2905200053	Lakini Yesu jaendaliya kulingalii kila upandi ili ambona mundu jojuhengiki ganiaga.
2905210090	Papuje mbomba we jola, ejamanya sesumpatiki, jajenda palongi jaki koni jakabagaja kwi kiholu, jililekala pai palongi jaka Yesu nukupwaga sakaka.
290522006d	Yesu ampwagila, “Kamwali wangu kuhobalee kwaku kugulamise. Jenda sapi, gulama ngane ugonzu waku we hogo.”
29052300b4	Yesu pajabia jakoni jakalonge, bandu bahika kuhuma kunyumba jaka Yailo kilongosi jwa nyumba jukuketangane Ayaudi, bumpwagila, “Kamwali waku juwile. Ndaba jakii kunsumbu Mbola?”
290524008b	Lakine Yesu ngasejajoannya gabapwaga bandu, Yesu ampwagila kilongosi jwa nyumba jukuketangane Ayaudi jola, “Wijogopa, guhobaliya pena.”
290525006d	Yesu ngase jajetakiya mundu jongi jokapi kulongana naku ila pee Petili, Yakobu na Yohana nndongu waka Yakobu.
2905260093	Hebahika kunyumba jaka kilongosi jwa nyumba jukuketangane Ayaudi jaka Yailo, Yesu jajoana atenda kujobalane, na bandu bakalela na malobalake gingi.
2905270074	Ejajingala nkati, jaapwagila, “Ndaba jakii nntenda kujobalane nu kulela? Kamwali ngasijuwile jutei kugone pena.”
29052800a8	Lakini bombi batenda kun'heka. Jaamua kapia boti kunza, jajukua amabu na ahengo baka kamwali we naaka banafunzi baki atatu, bajingala kusumba kojabii jugoni kamwali we.
2905290067	Ndienu ankamula mukuboku nukumpwagi, “Talita kumi,” maana jaki, “Wakamwali, nugupwagi gujumka!”
29052a0075	Apalapa kamwali jajema nukutumbuka kujenda. Kamwali we jabii na miaka komi ni mibele. Hapa ndi bandu basangia ngamaa.
29052b0062	Yesu jaakana bampwagi mundu jokapi lijambu le ele. Ndienu jaapwagila bupekia posu kamwali we jola.
290601004c	Yesu jaboka papuje nukujenda kukijiji saki, koni bunzengalee banafunzi baki.
2906020105	Elahika Lisoba lu Kupomulela, jajingala mu nyumba jukuketangane Ayaudi nu kutumbulii kubola. Bandu bingi babunzoana batenda kusangaa nakaapwagi, “Boo, jagapatiki kwako majambu ge aga gajupwaga? Linga jupatiki kwa malangu haga? Kabee juhenga boo hindu ye heye?
29060300a8	Boo jonyoju lee nga nndanda juimbau jola, mwana waka Malia, nu ndongu wabu Yose na Yakobu, Yuda na Simoni? Alombu baki si atamani pa pitu pane?” Henu batenda kunkana.
2906040088	Yesu ampwagila, “Mlota waka Sapanga julumbalika kila pandu ila ngasejulumbalika kwa alongu baki, kwaka akosimundu nu kunyumba jaki.”
290605005b	Yesu ngase jawesa kutenda ginyuli papu, ila jaabekila maboku agonzu asokopi, na kwaalamisa.
2906060071	Jasangi ngamaa ndaba bandu kusindwa kuhobale kwabu. Ndipala Yesu jiijendila ijiji ya pambipi jaki nakabola bandu.
2906070063	Jakema banafunzi baki komi na abeli, jatumbuka katuma habelihabeli. Japekiya uwesu ukubenga ilombu,
2906080071	jalagalakiya, “Mwiitoto sindu sokapi nsapwali ila ndonga pena. Mwitoto posu, wala kibwaila, wala lupija mupuku.
2906090033	Nhwata makobasi, lakini mwitoto lijalisi mabele.”
29060a004e	Kabee jaapwagila, “Pokapi pabanzoopa panyumba, mwakatamanya mbaka pamwiboka.
29060b0095	Pandu pokapi bandu pabukunkana kunkalibisa au kunzoane, mwakabokannya nukukung'unda luhombi mwamagolu ili kalangi atei kukana malobi gaka Sapanga.”
29060c003b	Ndienu baboka, bakaalandila bandu kunkelubuki Sapanga wabu.
29060d004e	Bibengana ilombu ingi. Baapakia mahuta agonzu bingi, na agonzu bala nu kulama.
29060e00d8	Ndipala, nkolongu Helodi jajohana goka haga, ndaba bandu bingi babia apwaga majambu gaka Yesu kila pandu. Bandu bangi apwaga, “Hajo ndi Yohana Mmbatisa juyokiti! Ndaba jubii nu uwesu ukuhenga hindu yu kusangasa.”
29060f008c	Bangi, bapwaga, “Jonioju we Elia.” Bangi apwaga, “Jonioju we Mlota waka Sapanga ngati jumwa wabu waka Alota baka Sapanga ba samani.”
290610006a	Lakini Helodi pajajoa lijambu le eli japwaga, “Jonioju we Yohana! Jonunsekula umutu, lakini juyokiti!”
29061100e4	Helodi jawasalya hela ndaba masoba gumunyuma jabia julagalaki ankamula Yohana Mmbatisa, nukunkonga mligelesa. Helodi jahenga hela ndaba Helodia jakabii nhwanu waka Pilipi nndongu waki. Pamu na haga Helodi jaamua kunzuku Helodia.
2906120057	Yohana Mmbatisa jabia ampwagi Helodi, “Gutei lyaa kunzuku nwanu waka nndongu wako.”
290613005f	Ndienu Helodia, nwanu waka bambu nkolongu, ansuki ngamaa Yohana, japala kunkoma, ngasijawesaje.
29061400a2	Helode anzogapa Yohana ndaba jamanyiki jombi mundu jwa amboni na jwa sapi, na hela nukundenda. Helodi japai kunzoane Yohana, baada jukunzoane, jahangajiki ngamaa.
29061500fc	Lisoba limwa nhwanu waka bambu nkolongu japata mbekenyo, elahika lisoba lukukomboka kusaliwa kwaka Helode. Lisoba le heli Helodi jakokiki, akakiongosi akolongu bupundema waki na linzolinzoli na akanahota boti buku Galilaya. Ndaba jakula nabu posu pamu.
29061600b8	Ndienu, kamwali waka Helodia jajingala nukuhina, janhekisi ngamaa Helodi na ageni baki. Bambu nkolongu apwagila kamwali we hoju, “Gunobaa sokapi se ukipai nane nugutenda nugupeke.”
2906170062	Kabee nu kunndapila, “Sokapi segwinoba nugutenda kugupekea, hata jikubi nusu ju ubambo wango.”
2906180076	Papuje kamwali we oju japita, nakalalukii amabu, “Noba kike?” Nabombi bapwagaa. “Kimutu saka Yohana Mmbatisa.”
290619007c	Kamwali jakelubuka kwaka bambu nkolongu imbelo kukundoba, “Mbala gumbekya sajenu, mmutu waka Yohana Mmbatisa mwikipalu.”
29061a0076	Bambu nkolongu jayomiki ngamaa, lakine ndaba jukulagi kwaki, na ndaba ja ageni baki bajakokiki, ngasijapala kunkanila.
29061b0083	Ndienu, bambu nkolongu antuma linzolinzoli, jwakaleta kimutu saka Yohana. Linzolinzoli, jwajenda nukunseku kimutu Yohana mligelesa,
29061c004f	jaleta mmutu waki we gola mwikipalo nukumpeke kamwali, najombi nakapekee amabu.
29061d0058	Banafunzi baka Yohana ebajoana ganiaga, bajenda kujukuu nhyega jaki je nukujenda kusika.
29061e006e	Atumi baki bala babuja kuhuma sapwali jabu, bakusanyika palongi jaka Yesu, bumpwagila goa gabahenga nu kubola.
29061f00e0	Yesu jaapwagila, “Tumbokannya jikajitu pandu panga bandu mwakapomulia kasokope.” Japwaga hela, ndaba ja bandu bingi ngamaa babia ahika papu nu kuboka, hataa Yesu na banafunzi baki ngasibawesa kupata mbekenyu jakula posu.
2906200046	Ndienu babokannya kajika jabu munhwatu, bajendannya pandu panga bandu.
29062100a5	Lakini bandu bingi, babaabweni bakajenda, bamanyiki, hata hela bandu babahumila kila musi, bumbutukya koku Yesu na banafunzi baki kobabia ajenda, balonguliya kuhika.
29062200a5	Yesu na banafunzi baki ebahuluka kumbwani, Yesu jugubona nsambi wa bandu, jaabonila ikia, ndaba babia ngati makondoo ganga na alima. Jatumbulya kubola majambu gingi.
290623006f	Pakamii ekwahika, banafunzi bunzendila Yesu, nukumpwagi, “Pandu je pani pulukoba, na sajenu kutenda kupilila.
2906240060	Nambanga, waatabuka bandu be haba ajendannya mwamatui nu kwiijiji ya pambipi, bakalomba posu.”
29062500c4	Lakini Yesu jaapwagila, “Mwapekya mwanganya posu.” Na bombi bundalukiya, “Boo, twapekya kike? Tupalika tuhenga mahengu kwa miehi jingi ili tupata lupija lukulombe posu ja bandu boti haba.”
2906260094	Yesu jalalukiya, “Mmbii na mabumunda malenga? Nzendannya mwakalinga.” Pababia alingiki, bumpwagila, “Gabii mabumunda nhwano na homba ibele.”
290627005a	Ndienu Yesu jalagalakya banafunzi baki, baatamika bandu boa malundu ga bandu pamanyonyoli.
2906280041	Na bombi batama malundu ga bandu makomi komi na makomi nu nhwano.
29062900c8	Ndipala Yesu jajukua mabumunda nhwanu na homba ibeli ye yela, jalingaliya kunani kwa mahundi, jagapengaliya, nukunuku mabumunda, japekiya banafunzi baki babagila bandu. Na homba ye yela jabagila boti.
29062a001d	Bandu boa bakula, nukutupila.
29062b0052	Batondula posu yeyaigali ya mabumunda na homba batwelakiya hiitonga komi ni ibele.
29062c003e	Nababa kula be mabumunda ge gala babia akanalomi elupu nhwanu.
29062d009e	Apalapa Yesu jatuma banafunzi baki akwela nhwatu, andonguliya kujenda ku Betisaida kwii ju nhanga. Jombi muda we ogu jabia jugutabuka nsambi wa bandu we gola.
29062e0040	Ejajomula katabuka bandu bala jajenda kukitombi kundoba Sapanga.
29062f006d	Pakwahikila pakamii, nhwatu we gola wabia pikilanda ju nhanga, najombi jabia kajika jaki kundema kwanga masi.
29063000c8	Apalapa, jaabona banafunzi baki bakaangijika kukwabu masi, ndaba je nhwai wabia gutenda kwapengale. Ekwabia lukela, Yesu jaajendila banafunzi baki koni jakajenda panani ja masi, japala ngati kwaapeta.
290631004d	Lakini pabumbona jujenda panani ja mase, bahambukya lihoka, batenda kujamali.
290632006a	Ndaba boa pabumbona bajogipi ngamaa. Apalapa Yesu jalongila nabu, “Nabi nepane! Mwijogopa! Ntama nuu.”
2906330052	Ndi jakwela munhwatu mobabii, nu nhwai gwatenda kukotoka. Nabombi basangii ngamaa,
2906340086	ndaba babi ngaseaheliwi sejikihenga Yesu kupete mabumunda gala. Gabaapekiya bandu bingi ngati posu, malangu gabu gabia ngasegahogwiki.
2906350046	Balombuka nhanga bahika kundema guku Genesaleti, bajemika nhwatu wabu.
2906360030	Pabapita munhwatu, bandu bumanyiki Yesu apalapa.
2906370093	Ndienu, mala pee bayongulata nndema gola woti, bandu batumbuka katogo agonzu babagoni panani ji ipega yabu, baapelika kila pandu pabajoa Yesu jubi.
29063800ba	Kila pandu pajajenda Yesu, kwiijijini nu kumusi au kwamatui. Bandu babeka agonzu pulubanza, bundoba jajetakalya bungusa pe hata pu lupeta ji ingobu jaki. Na boa babungusa batenda kulama.
2907010064	Lisoba limu Afalisayu bangi na Abola ba Malagalaki bababia ahumi ku Yelusalemu bajenda kumbona Yesu.
2907020085	Baabona banafunzi baka Yesu bangi bakakula posu kwa maboku gabu ganga kunyamba, yaani ganga kusamba ngati ekupalika mmalagalaki gabu.
2907030099	Ndaba Afalisayu na Ayaudi bangi boa akamulaki ngamaa mabole gabajopiki kwaka aseja babu bamwandi, ngase akula sindu sanga kusamba maboku ngati ekupalika.
29070400b3	Kabee ngasiakula sindu kuhuma kuguliu bila kuhuba oti ngati ekupalika na mila jabu. Ibii kabee mila yengi yebajopaa tumbuka samani ngati kugolo nzipuli, supulia na yombu ya shaba.
29070500ba	Ndienu, Afalisayu na Abola ba Malagalaki bundalukya Yesu, “Ndaba jaki banafunzi baku ngaseapwata malagalaki gaka aseja bito. Enu akula posu kwa maboku sanga kusamba ngati ekutakiwa?”
29070600f6	Yesu japwaaga, “Mwanganya mliholale mwaasapi akati nga mwasaape Isaya jojabii Mlota waka Sapanga japwaga sakaka kunhusu mwanganya pajaandika, ‘Sapanga japwaga, bandu haba, anumbali kwa malobi pena, lakini mmyoju jabu, abii kutali na nenepani.
290707007b	Kunumbali kwabu ngasekubii na mana, ndaba majambu gabaabola bandu malagalaki pee ga bandu ngati malagalaki gaka Sapanga.’
290708004f	“Mwanganya mwijileka Amuli jaka Sapanga nuku kamulaki malagalaki ga bandu.”
2907090070	Yesu jaendalya kupwaga, “Mwanganya kwa malangu ginu nkana malagalaki gaka Sapanga ndaba jukupwata majopu gino!
29070a008b	Ndaba Musa japwaga, ‘Wajoannya ahengo baku na amabu bako,’ na ‘Mundu jokapi jojaatondo ahengo baki na amabu baki, kupalika ankoma.’
29070b00ba	Lakini mwanganya mwaabola bandu, ana mundu jubii na sindu sejuwesa kwaajangatii ahengo baki au amabu baki, lakini jupwaga Sindu see esi Kolubani, yani sindu hesi litambiku kwaka Sapanga,
29070c0037	ndienu, ngajwaajangati kabee ahengo baki na amabu baki.
29070d0077	Hela ndi pamwilikana Lilobi laka Sapanga ndaba ja mabolee gamulibeki. Kabee nhenga majambu gangi gingi ngati gagaga.”
29070e0063	Yesu jugukema kabee nsambi wa bandu we gola, nakaapwagi, “Nnyogwana mwaboa, mukimanya senumpwagi.
29070f00ae	Nga posu jejukula mundu jejuntenda jubia mpija palongi ja mihu gaka Sapanga. Lakini sekipita mmoju jaka mundu ndi sesuntenda jubia mundu jwiliya palongi ja mihu gaka Sapanga.
2907100026	Jwana makutu gu kujoana nu jujoana!”
2907110064	Ejuguuleka nsambi wa bandu nu kujingi nnyumba, banafunzi baki bundalukya ndaba ja malenganu ge gala.
29071200b6	Najombi jaapwagila, “Boo, hata mwanganya lee ngasemmanyike? Ngasemmanyiki lee posu jejukula mundu jipita kunza ngase jiwesa kuntenda mundu jubia mpija palongi ja mihu gaka Sapanga,
2907130095	ndaba ngasesunzingii mmwoju jaki, ila mulutumbu na mwisu jaki je kupitii kunza kulikelo?” Kukupwaga hela, Yesu jalekakya ilebi yoti iwesikana kula.
290714006b	Jaendalya kupwaaga, “Sekipita mmoju jaka mundu, ndi sesu ntenda jubia mpija palongi ja mihu gaka Sapanga.
2907150063	Ndaba kuhuma mmoju jaka mundu, gapita mawasu gililya na uselati na wihii na mawasu gukukoma kukoma,
2907160062	ugoni na soju nu uliya ni isoli nu kupala utani wa uselati na wipu matondu nu kibuli nu ung'ang'a.
2907170070	Goa gilia ge haga gahuma mmoju jaka mundu, nagombi guntenda mundu jubia jwiliya palongi ja mihu gaka Sapanga.”
2907180086	Yesu jaboka papuje, jajenda kundema uku Tilo. Kokuje jajingala mu nyumba jimwa na ngasejapai mundu jumanya, lakini ngasejawesa kujoba.
290719008b	Papuje mbomba jumwa jwabii na kamwali waki jojabii ni ilombu, ejajoa lijambu laka Yesu, jahika nukulilekee pai palongi ja magolu gaka Yesu.
29071a0075	Nyongoo we oju ngase jwabi Nyahude jwabii Ngiliki mwenei juku Silofoiniki. Ndi andoba Yesu amboa kamwali waki ilombu.
29071b006e	Yesu ampwagila, “Lendalya twaapekiya bana oti posu, ndaba ngasape kujukuu posu ja bana nukulekale jimbwa.”
29071c0079	Lakini nyongoo we jola ampwagila, “Sakaka, Bambu, hata jimbwa jejibii pai ja mesa ikula posu jejiigi jehahabwi bana.”
29071d0064	Yesu ampwagila, “Ndaba jililobi alee, jenda kunyumba jaku. Kilombu se sela sumboi kamwali wako!”
29071e0058	Ndi jajenda kunyumba jaki, anketanya kamwali we jugoni pu mpandu, ni kilombu see sumboi.
29071f0085	Yesu jaboka kundema uku Tilo, nukupetee ku Sidoni, nu kuhika ku nhanga uku Galilaya kupete kundema uku Dekapoli maana jaki musi kome.
2907200057	Ndipala bundeta kwaka Yesu kimumuta jwanga kujoa, bundoba ambekila maboku ili andamisa.
290721008c	Yesu amboa mundu hoju munsambi wa bandu nu kunzingii ngonzi mwamakutu, jwahuna imata mulungonzi lwaki nu kuungusa mululimi lwaka mundu jola.
2907220075	Ndi jalinga kunani kwa mahundi kwaka Sapanga, japomula kwa makili nukupwaga, “Efata,” maana jaki, “Hogukaje.”
2907230039	Apalapa mundu jola jawesa kujowana sapi nu kulongee sapi.
2907240078	Yesu jaalagalakya bampwagi mundu jokapi lijambu lela. Lakini ngati ejalagalakya, ndi pabaendalya kulandi lijambu lelela.
2907250087	Bandu basangii ngamaa nukupwaga, “Gajutei goa gaasapi. Jaatei hataa bandu banga kujoa ajogwana, naka kimumuta jwaawesisi alongila!”
2908010077	Masoba gala, nsambi wa bandu waketangini kabee, na ngasebabii na posu. Ndienu Yesu jaakema banafunzi baki, nakaapwaagi,
2908020052	“Naabonee ikia bandu haba ndaba abii nane masoba matatu, wala ngaseabii na posu.
2908030066	Ana naalei ajendannya kunyumba, koni abii ni inzala biinduka mwiindela, ndaba bangi ahumiki kutali.”
2908040065	Banafunzi baki bundalukya, “Pamba jee pulukoba twiipata kwaa mabumunda gukutupii bandu boa haba?”
2908050054	Yesu jaalalukya, “Boo mmbii na mabumunda malenga?” Nabombi bapwaaga, “Saba.”
29080600a4	Ndipala, jaamulisa bandu atama pai. Jwajukua mabumunda saba gala, ansengula Sapanga, nukuseku, nakaapekee banafunzi baki baabagila bandu, nabombi batenda kwaabagii.
290807005d	Babii kabee na homba isokuisoku. Yesu ansengula Sapanga, na kwaamulisa baabagila kabee bandu.
2908080059	Bandu bakula, nukutupi. Banafunzi baki bakusanya ilebi yeyahigali batwelakya itonga saba.
2908090060	Nabombi babalii mabumunda babii ngati bandu makomi nnsesi komi. Ndipala Yesu jwaamua kwaatabuka,
29080a004e	apalapa jakwela nhwatu pamu na banafunzi baki, jajenda kumusi juku Dalimanuta.
29080b007b	Afalisayu bahika kwaka Yesu, batumbulya kulonge naku sukumpendake. Koni apala jutenda nginyuli kuhuma kunani kwaka Sapanga.
29080c008f	Yesu jwayoma mmoju, nukupwaga, “Ndaba jaki bandu ba masoba gani apala nginyulila? Numpwagi sakaka! Bandu habaa ngabiipati nginyuli jokape.”
29080d005a	Ndi jaaleka, jwakwela kabee nhwatu, nukutumbuli sapwali jwalomboka kujenda kwii ju nhanga.
29080e0060	Banafunzi baki babia ajewiki kujukuu mabumunda, ila babii nilibumunda limwa pe munhwatu we gola.
29080f005a	Yesu jaalagalakya, “Ntama kutali nu kujepa amila jaka Afalisayu na amila jaka Helodi.”
290810005e	Banafunzi batumbulya kulaluana beni na beni, “Jupwaga hela ndaba ngasetubii na mabumunda.”
290811009b	Yesu jabi jugamanyiki sebalongila, jaapwagila, “Mbona npwaganii lijambu lukukosa mabumunda? Mwakona lee ngasemmanyiki wala kuelewa? Mbona ngasenholalela?
290812005a	Mmbii na miu lakini ngase nndinga? Mmbii na makutu lakini ngase nnzoana? Boo ngasenkomboka
290813009e	kipindi se sela panasekula mabumunda nwanu nakaapeke bandu elupu nhwano? Mwatondwi posu yeyahigali hitonga ilenga?” Bumpwagila, “Hitonga komi ni ibeli.”
