2a00000004	Luke
2a0b020087	Štai malda, kurios Jis išmokė: „Tėve, tegul Tavo vardas būna pagarbintas, nes yra šventas; te greičiau ateina Tavo karalystė.
2a0b030020	Pamaitink mus kiekvieną dieną.
2a0b04007a	Atleisk mums mūsų kaltes, nes ir mes atleidžiame tiems, kurie mums nusidėjo. Ir neleisk, kad mes būtume sugundyti.“
2a0b05010b	Paskui, aiškindamas jiems šią maldą, Jis palygino: „Sakykime, jūs nuėjote į draugo namus vidurnaktį, norėdami pasiskolinti tris kepalus duonos. Jūs jam sakote: „Mano draugas ką tik atvyko pas mane iš kelionės, ir aš neturiu ką jam duoti valgyti.“
2a0b070095	Anas iš miegamojo atsilieps: „Neprašyk, kad atsikelčiau. Durys nakčiai užrakintos ir mes visi miegame. Šį kartą aš negaliu tau padėti.“
2a0b0800a9	Bet Aš jums sakau – jeigu jis to nepadarys iš bičiulystės, o jūs nenustosite beldę, tai jis atsikels ir duos visa, ko jūs paprašysite – dėl jūsų įkyrumo.
2a0b09008c	Taip ir su malda. Nepaliaudami prašykite, tai nuolat gausite, atkakliai ieškokite – ir visada rasite, belskite, ir durys bus atidarytos.
2a0b0a0065	Kiekvienas, kas prašo – gauna, kas ieško – randa, ir durys atidaromos kiekvienam, kas beldžia.
2a0b0b0079	Jei esate tėvai, o jūsų sūnus prašo duonos, negi duosite akmenį? Jeigu jis prašo žuvies, nejau paduosite gyvatę?
2a0b0c0042	Jeigu jis prašo kiaušinio, argi duosite skorpioną? Žinoma, ne!
2a0b0d00ca	Tad jei nusidėjėliai, kaip jūs, duoda savo vaikams ko jiems reikia, negi nesuprantate, kad jūsų dangiškasis Tėvas duos bent jau tiek pat ir atsiųs Šventąją Dvasią tiems, kurie Jos prašo?“
2a0b0e006a	Kartą Jėzus išvarė velnią iš nebylio, ir žmogus vėl prakalbo. Minia buvo sujaudinta ir nustebinta,
2a0b0f0085	bet kai kurie sakė: „Nenuostabu, kad Jis išvaro piktąsias dvasias. Jam galią suteikia šėtonas, piktųjų dvasių karalius!“
2a0b100043	Kiti prašė ženklo iš dangaus, įrodančio, kad Jis yra Mesijas.
2a0b1100b9	Jis žinojo kiekvieno jų mintis, todėl pasakė: „Kiekviena karalystė, vidaus kovų draskoma, pasmerkta pražūčiai. Taip pat ir namai, kuriuose tvyro kivirčai bei priešiškumas.
2a0b1200a4	Tokiu būdu, jei tai, ką jūs sakote, yra tiesa, vadinasi šėtonas kovoja pats prieš save, įgaliodamas Mane išvaryti velnius; kaip gali jo karalystė išlikti?
2a0b1300bc	Jeigu Aš šėtono įgaliotas, tai ką galite pasakyti apie savo pasekėjus? Nes jie išvaro demonus! Ar manote, jog tai rodo, kad jie šėtono apsėsti? Paklauskite jų, ar esate teisūs?
2a0b14005d	Kadangi Aš išvarau demonus Dievo suteikta galia, tai reiškia, kad atėjo Dievo karalystė.
2a0b150051	Šėtono rūmai saugūs tol, kol juos sergsti stiprus ir ginkluotas šeimininkas,
2a0b160076	kol kas nors stipresnis bei geriau ginkluotas neužpuola jo, nenugali, neatima ginklų ir neišdalija šėtono turtų.
2a0b17005a	Visi, kurie nėra su Manimi, eina prieš Mane, ir jeigu Man nepadeda, kenkia Mano tikslui.
2a0b180094	Kai velnias yra išvaromas iš žmogaus, jis nueina į tyrus, ieškodamas poilsio, bet jo neradęs, jis sugrįžta į žmogų, iš kurio išėjo, ir
2a0b190031	pamato, kad buvę namai iššluoti ir sutvarkyti.
2a0b1a00bf	Tada jis eina ir pasiima kartu kitas septynias dvasias, dar piktesnes už save, ir jos visos apsėda žmogų. Tokiu būdu vargšui žmogui darosi septynis kartus blogiau negu buvo iki tol.“
2a0b1b00a2	Jam bekalbant, viena moteris iš minios garsiai sušuko: „Tepalaimina Dievas Tavo motiną, įsčias, iš kurių Tu išėjai, ir krūtis, kurios Tave maitino.“
2a0b1c0065	Jis atsakė: „Taip, bet dar labiau palaiminti tie, kurie girdi Dievo Žodį ir pagal jį gyvena.“
2a0b1d0159	Miniai veržiantis artyn, Jis pasakė pamokslą: „Blogi laikai, ir žmonės blogi. Jie reikalauja ženklo iš dangaus, įrodančio, kad Aš – Mesijas, bet vienintelis įrodymas, kurį Aš duosiu, bus Jonos ženklas, įtikinęs nineviečius, kad jį siuntė Dievas. Mano panašus ženklas įrodys, kad Dievas Mane siuntė pas šituos žmones.
2a0b1f010d	Paskutiniojo teismo dieną Sabos karalienė prisikels ir pirštu parodys į šią kartą ją smerkdama, nes patinuėjo ilgą ir sunkų kelią, norėdama paklausyti Saliamono išminties, o čia štai Asmuo didesnis už Saliamoną, bet mažai kas kreipia į tai dėmesį.
2a0b2000ae	Nineviečiai taip pat prisikels ir pasmerks šią tautą, nes jie atgailavo, Jonai sakant pamokslus, o čia yra kažkas didesnis negu Jona, bet ši tauta nenori klausytis.“
2a0b21007d	„Niekas nedega žiburio, kad po to jį paslėptų! Jį deda į žibintą, kad šviestų visiems, kas tik įeis į kambarį.
2a0b2200a0	Jūsų akys atspindi jūsų vidinę būklę. Tyra akis įleidžia saulės šviesą į jūsų sielą. Jei ji ydinga, uždengia šviesą ir panardina jus tamsoje.
2a0b23003d	Todėl žiūrėkite, kad saulės šviesa nebūtų užtemdyta.
2a0b240087	Jei tu būsi pilnas vidinės šviesos, be jokių tamsos kampelių, tai švytės ir tavo veidas, lyg apšviestas išorinės šviesos.“
2a0b2500d0	Jam tebekalbant, vienas fariziejus pasikvietė Jį į namus pietų. Atvykęs Jėzus atsisėdo valgyti neatlikęs rankų mazgojimo ceremonijos, kaip reikalavo žydų paprotys. Tai labai nustebino šeimininką.
2a0b270075	Tada Jėzus jam pasakė: „Jūs, fariziejai, nusiplaunat išorę, bet viduje tebesate nešvarūs, gobšūs ir pikti.
2a0b280043	Neišmanėliai! Argi Dievas, sukurdamas išorę, nesukūrė vidaus?
2a0b290026	Dosnumas geriausiai paliudija tyrumą.
2a0b2a00c0	Bet vargas jums, fariziejai! Jūs imate dešimtinę už smulkmenas, bet visai pamirštate Dievo meilę ir teisingumą. Taip, reikia dešimtines rinkti, bet svarbiausių dalykų neapleidžiant!
2a0b2b0071	Vargas jums, fariziejai! Kaip jūs mėgstate pirmąsias kėdes sinagogose ir garbingus sveikinimus turgavietėse!
2a0b2c0094	Taip, jūsų laukia baisus teismas. Nes jūs panašūs į užmirštus kapus laukuose. Žmonės praeina pro juos, nežinodami, kad jus mindžioja.“
2a0b2d0084	„Pone, – pasakė vienas ten stovėjęs religijos įstatymo žinovas. – Jūs savo žodžiais įžeidėte ir mano profesiją.“
2a0b2e00b3	„Taip, – atsakė Jėzus. – Tokie pat baisumai laukia ir jūsų. Jūs žlugdote žmones, keldami neįvykdomus religinius reikalavimus, kurių patys niekada nemanote laikytis.
2a0b2f0065	Vargas jums! Nes jūs lygiai tokie patys kaip ir jūsų protėviai, kurie kadaise nužudė pranašus.
2a0b300085	Žmogžudžiai! Jūs sutinkate su savo protėviais, manydami, kad jie viską darė gerai – jūs ir patys taip būtumėte pasielgę.
2a0b310082	Štai ką Dievas apie jus sako: „Aš siųsiu pas jus pranašus ir apaštalus, o jūs vienus jų nužudysite, kitus persekiosite.
2a0b320052	Ir jūsų kartos atsakys už Dievo tarnų žudymą nuo pat pasaulio sutvėrimo –
2a0b33007a	pradedant Abelio nužudymu ir baigiant Zacharijo mirtimi tarp altoriaus ir šventyklos.“ Taip, toks bus kaltinimas jums.
2a0b340090	Vargas jums, religijos žinovai! Nes jūs slepiate tiesą nuo žmonių. Jūs patys jos nepriimate ir kitiems kliudote rasti progą įtikėti.“
2a0b3500cc	Fariziejai ir Rašto aiškintojai be galo įniršo ir nuo to laiko pradėjo Jį smarkiai pulti kamantinėdami, užduodami daugybę klausimų, tykodami Jį sugauti ką nors sakant, už ką galėtų suimti.
2a0c0100c5	Vienu metu susirinko tūkstančių tūkstančiai žmonių. Vieni kitus stumdė ir trypė. Jis pasisuko į Savo mokinius ir įspėjo juos: „Labiausiai saugokitės fariziejų ir jų veidmainystės.
2a0c020034	Tokia veidmainystė amžinai negali būti paslėpta.
2a0c030088	Visa, ką jie sakė tamsoje, bus girdėti šviesoje, o visa, ką jie viduje šnibždėjo, bus skelbiama nuo stogų, kad visi išgirstų!
2a0c04007c	Brangieji draugai, nebijokite tų, kurie nori jus nužudyti. Jie gali užmušti tik kūną, nes neturi galios jūsų sielai.
2a0c050066	Bet Aš pasakysiu, ko jums bijoti – bijokite Dievo, kuris turi galią nužudęs įmesti į pragarą.
2a0c060073	Ko verti penki žvirbliai? Dviejų skatikų. Ne daugiau kaip dviejų. Tačiau Dievas neužmiršo nė vieno iš jų.
2a0c070074	Jis žino net kiek plaukų ant jūsų galvos. Niekada nebijokite – jūs daug vertesni už visą žvirblių pulką.
2a0c080091	Užtikrinu jus: Aš, Mesijas, viešai pagerbsiu jus Dievo angelų akivaizdoje, jei jūs viešai išpažinsite Mane žemėje žmonių akivaizdoje.
2a0c090059	Bet Aš išsiginsiu angelų akivaizdoje tų, kurie Manęs išsigina žmonių akivaizdoje.
2a0c0a0082	Bet tiems, kurie kalba prieš Mane, gali būti atleista, tačiau kas kalba prieš Šventąją Dvasią, tam niekada nebus atleista.
2a0c0b0096	Kada jūs būsite atvesti į teismą ir atsidursite prieš žydų sinagogos viršininkus bei vyresniuosius, nesirūpinkite, kaip ginsitės kalbėdami,
2a0c0c0055	nes Šventoji Dvasia parinks jums tinkamus žodžius, kai jūs jau ten stovėsite.“
2a0c0d006a	Tada kažkas iš minios tarė: „Pone, liepk mano broliui, kad pasidalintų su manimi tėvo palikimą.“
2a0c0e005d	Bet Jėzus atsakė: „Žmogau, kas gi padarė Mane teisėju, kad spręsčiau tokius dalykus?
2a0c0f0072	Saugokitės! Netrokškite to, kas ne jūsų. Nes gyvybė ir tikras gyvenimas nepriklauso nuo jūsų turtingumo.“
2a0c100053	Tada Jis papasakojo tokią istoriją: „Turtingo žmogaus laukai gerai užderėjo.
2a0c110065	Iš tiesų jo klojimai buvo perpildyti – jis negalėjo visko sutalpinti. Jis apsvarstė tą dalyką
2a0c120069	ir galop sušuko: dabar žinau – nugriausiu savo klojimus ir pastatysiu didesnius! Tada vietos užteks.
2a0c130096	Tuomet aš ilsėsiuosi ir sakysiu sau: „Drauguži, tu pakankamai susikrovei ateičiai. Dabar gyvenk ramiai! Tesups tave vynas, moterys ir dainos!“
2a0c140057	Bet Dievas jam pasakė: „Kvaily! Šią naktį tu mirsi. Kam tada visa tai atiteks?“
2a0c150062	Taip, kiekvienas žmogus yra kvailys, kuris stengiasi įsigyti turtų žemėje, bet ne danguje.“
2a0c16006f	Tada, pasisukęs į mokinius, Jis pasakė: „Nesirūpinkite tuo, ar jūs turite pakankamai maisto, drabužių,
2a0c17004e	nes gyvenimas susideda iš daug svarbesnių dalykų nei maistas ar drabužiai.
2a0c1800ce	Pažiūrėkite į varnus – jie nesėja ir nepjauna, neturi nė sandėlių laikyti maistui, bet jie gerai gyvena, nes Dievas juos maitina. O jūs esate nepalyginamai vertingesni už bet kokius paukščius!
2a0c19006a	Ir be to, kokia nauda iš rūpesčių? Ar pridės rūpesčiai bent dieną prie tavo gyvenimo? Žinoma, ne!
2a0c1a006c	Tad jei sielojantis neišsprendžiamos net tokios smulkmenos, tai kam tada rūpintis dėl didesnių dalykų?
2a0c1b0089	Pažiūrėkite į lelijas! Jos neverpia ir neaudžia, tačiau net Saliamonas pačioje savo didybėje nebuvo išsipuošęs taip, kaip jos.
2a0c1c0091	Jeigu Dievas aprengia gėles, šiandien žaliuojančias, o ryt nuvystančias, negi jūs, abejojantieji, nemanote, kad ir jums Dievas duos rūbus?
2a0c1d0068	Nesirūpinkite maistu – ką valgysite ir ką gersite, nesirūpinkite, nes Dievas jus viskuo aprūpins.
2a0c1e0062	Visa žmonija pluša dėl kasdienės duonos, bet jūsų Dangiškasis Tėvas žino, ko jums reikia.
2a0c1f0078	Jis visuomet duos visa, ko jums reikia kasdien, jeigu rūpestis dėl Dievo karalystės bus jūsų pagrindinis rūpestis.
2a0c200059	Todėl nebijok, mažoji kaimene, jūsų Tėvui didelis džiaugsmas duoti jums karalystę.
2a0c2100f7	Parduokite, ką turite, ir atiduokite tiems, kuriems reikia. Tai pastorins jūsų pinigines danguje. O dangiškose piniginėse nėra nei plyšimų, nei skylių. Tenai jūsų turtai niekada nežus. Joks vagis negali jų pavogti, nė kandys suėsti.
2a0c220033	Kur jūsų turtai, ten jūsų širdys ir mintys.“
2a0c230034	„Būkite pasirengę – pasipuošę ir laukiantys,
2a0c240090	nes jūsų Viešpats sugrįš iš vestuvių puotos. Tada jūs būsite pasirengę atidaryti duris ir įleisti Jį, kada Jis sugrįš ir pasibels.
2a0c25007d	Didelis džiaugsmas laukia tų, kurie pasirengę ir laukia Jo sugrįžimo. Jis pats susodins juos ir susėdusius pavalgydins.
2a0c26008d	Jis gali sugrįžti vakare devintą valandą ar net vidurnaktį. Ir kada Jis besugrįžtų, tarnai visada pasiruošę džiaugtis Jo sulaukę.
2a0c270093	Visi būtų pasirengę, jei žinotų tikslią Jo grįžimo valandą, taip pat lyg būtų pasiruošę sugauti vagį, jeigu žinotų, kada jis ateis.
2a0c280061	Taigi būkite visada pasirengę. Nes Aš, Mesijas, ateisiu, kada jūs mažiausiai tikėsitės.“
2a0c290046	Petras paklausė: „Viešpatie, ar Tu čia mums kalbi, ar visiems?“
2a0c2a0120	Ir Viešpats atsakė: „Aš kalbu bet kuriam ištikimam, jautriam žmogui, kurį šeimininkas įpareigoja pamaitinti kitus tarnus. Jei jo šeimininkas sugrįš ir ras, kad tarnas gerai atliko jam duotą darbą, šeimininkas paskirs jam atlyginimą – atiduos valdyti visa, ką jis turi.
2a0c2d00b4	Bet jei žmogus pradės galvoti: „Mano šeimininkas ilgai negrįš“, ir pradės plakti vyrus bei moteris, kuriuos turėtų apginti, leis laiką pokyliuose girtuokliaudamas, –
2a0c2e0073	jo šeimininkas grįš nepastebėtas, tai jis neteks savo pareigų ir bus jam skirta vieta nesąžiningųjų tarpe.
2a0c2f0059	Jis bus žiauriai nubaustas dėl to, kad žinodamas savo pareigą, atsisakė ją vykdyti.
2a0c30009f	Bet kiekvienas, kuris nežino, kad daro bloga, bus lengvai nubaustas. Daug yra reikalaujama iš tų, kuriems daug duodama, nes jų atsakomybė yra didesnė.“
2a0c310042	„Aš atėjau atnešti ugnį į žemę ir įvykdyti Savo misiją.
2a0c320049	Manęs laukia siaubingas krikštas, ir Aš nerimstu, kol tai išsipildys!
2a0c330067	Negi manote, kad Aš atėjau atnešti į žemę taiką? Ne! Greičiausiai nesantaiką ir susiskaldymą!
2a0c34005c	Nuo šiol šeimos bus išskirtos, trys už Mane, du prieš Mane – o galbūt atvirkščiai.
2a0c35008a	Tėvas spręs vienaip apie Mane, jo sūnus – kitaip, motina ir duktė nesutars, garbingi uošvienės sprendimai bus marčios atmesti.“
2a0c360091	Tada Jis pasisuko į minią ir pasakė: „Kai vakaruose pamatote besiformuojančius debesis, jūs sakote: „Ateina liūtis.“ Ir jūs teisūs.
2a0c370056	Kai pučia pietų vėjas, jūs sakote: „Šiandien bus karšta diena.“ Taip ir yra.
2a0c38009d	Veidmainiai! Jūs pakankamai gerai suprantate, kas yra danguje, betnenorite aplink save pastebėti pranašingus ženklus, rodančius artėjančiąją krizę.
2a0c39002f	Kodėl jūs patys atsisakote pamatyti teisybę?
2a0c3a0092	Jeigu pakeliui į teismą sutiksite savo kaltintoją, pamėginkite išsiaiškinti reikalą be teisėjo, nes jis gali įmesti jus į kalėjimą ir,
2a0c3b0053	jeigu taip atsitiks, jūs nebūsite laisvas, kol iki galo nebus atlikta bausmė.“
2a0d010079	Tuo laiku Jam buvo pranešta, kad Pilotas nužudė keletą žydų iš Galilėjos, kai jie aukojo Jeruzalės šventykloje.
2a0d020064	„Ar jūs manote, kad jie buvo didesni nusidėjėliai už bet kuriuos kitus žmones iš Galilėjos?
2a0d03008b	Visai ne. Ar nesuprantate, kad ir jūs žūsite, jei eisite blogais keliais ir neatsisakysite paikų įpročių ir neatsisuksite į Dievą?
2a0d04008b	O kaipgi tie aštuoniolika vyrų, kurie žuvo Siloamo bokštui užgriuvus ant jų? Ar jie buvo patys didžiausi nusidėjėliai Jeruzalėje?
2a0d05003b	Visai ne. Ir jūs taip pat žūsite, jei neatgailausite.“
2a0d0600a1	Tada Jis papasakojo tokią istoriją: „Žmogus sode pasodino figos medį ir eidavo žiūrėti, ar neužaugo ant jo koks vaisius, bet vis grįždavo nusivylęs.
2a0d0700e3	Pagaliau jis liepė sodininkui medį nukirsti: „Aš laukiau tris metus, bet jis nedavė nė vieno figos vaisiaus! – pasakė jis. – Kam su juo dar vargti? Jis užima vietą, kurią mes galime kitiems tikslams panaudoti!“
2a0d080092	„Duokim medžiui dar vieną progą, – pasakė sodininkas. – Palikite jį dar kitiems metams, aš ypatingai jį globosiu ir gausiai tręšiu.
2a0d09004c	Jei kitais metais figa duos vaisių – puiku, jei ne, aš ją nupjausiu!“
2a0d0a002a	Vieną šeštadienį mokydamas sinagogoje,
2a0d0b006f	Jis pastebėjo ligos išvargintą moterį, kuri aštuoniolika metų buvo susitraukusi ir negalėjo išsitiesti.
2a0d0c004b	Pasišaukęs ją, Jėzus pasakė: „Moterie, tu esi pagydyta nuo ligos!“
2a0d0d0058	Jis palietė ją, ir ji tuojau pat išsitiesino. Kaip ji šlovino Dievą ir dėkojo Jam!
2a0d0e00e7	Bet vietos žydų vadovas, sinagogos vyresnysis, supyko todėl, kad Jėzus ją gydė šeštadienį. „Savaitė turi šešias darbo dienas! – rėkė jis miniai. – Tomis dienomis tegu ateina gydytis, bet tik ne šeštadienį!“
2a0d0f009f	Viešpats atsakė: „Tu veidmainy! Ar tu šeštadienį nedirbi! Ar neatriši tvartuose gyvulių nuo ėdžių, ar nenuvedi jų vandens atsigerti šeštadienį?
2a0d1000ad	Ar Aš negerai darau vien dėl to, kad šiandien šeštadienis, juk Aš išgelbsčiu šią žydų moterį iš velnio vergijos, kurioje jis laikė ją aštuoniolika metų?“
2a0d11005e	Jo priešai susigėdo. Ir visi žmonės džiaugėsi nuostabiais dalykais, kuriuos Jis padarė.
2a0d120090	Dabar Jis pradėjo jiems aiškinti apie Dievo karalystę: „Kokia yra Dievo karalystė? – Jis paklausė. – Ką Aš apie ją galiu pasakyti?
2a0d130084	Ji panaši į mažą garstyčios grūdą, pasodintą sode; jis greitai išauga į aukštą krūmą ir paukščiai gyvena jo šakose.
2a0d14006b	Ji panaši į mieles, įminkytas tešlon, kurios kyla nematomai, kol visa tešla iškyla ir palengvėja.“
2a0d16004e	Jis keliavo į Jeruzalę, pakeliui sakydamas pamokslus miestuose bei kaimuose.
2a0d170049	Kažkas Jį paklausė: „Ar tik keletas išsigelbės?“ Ir Jis atsakė:
2a0d1800ee	„Durys į dangų siauros. Stenkitės įeiti, nes po to, kai šeimos galva užrakins duris, bus per vėlu. Jei tada stovėsite lauke ir belsitės maldaudami: „Viešpatie, atverk mums duris“, Jis atsakys: „Aš jūsų nepažįstu.“
2a0d1a004b	„Bet mes valgėme su Tavimi ir Tu mokei gatvėse“, – jūs pasakysite.
2a0d1b0072	O Jis atsakys: „Sakau jums, Aš jūsų nepažįstu. Jūs negalite čia įeiti dėl savo kaltės. Eikite lauk!“
2a0d1c0094	Ten bus didelis verksmas ir dantų griežimas, kai jūs būsite lauke ir matysite Abraomą, Izaoką, Jokūbą ir visus pranašus Dievo karalystėje,
2a0d1d0029	nes žmonės ateis ten iš viso pasaulio.
2a0d1e008b	Tai įsidėmėkite: kurie dabar niekinami, tada bus labai vertinami, ir daug tų, kurie dabar šlovinami, tada bus mažiausiai pagerbti.“
2a0d1f0079	Po kelių minučių keli fariziejai Jam pasakė: „Eik iš čia, jei nori likti gyvas, nes karalius Erodas Tave seka.“
2a0d200074	Jėzus atsakė: „Eik ir pasakyk tam lapei, kad Aš ir toliau išvarinėsiu demonus ir darysiu stebuklus, gydydamas
2a0d21004a	šiandien, rytoj ir poryt. Juk Dievo pranašas turi mirti tik Jeruzalėje.
2a0d2200e6	O Jeruzale, Jeruzale! Mieste, žudantis pranašus! Mieste, akmenimis užmušąs tuos, kurie siųsti tau padėti. Kaip dažnai Aš norėjau surinkti tavo vaikus į krūvą, kaip višta savo viščiukus po sparnais, bet tu neleidai.
2a0d23008f	O dabar jūsų namai palikti bei apleisti. Ir jūs Manęs nebepamatysite, kol nepasakysite: „Pasveikintas, kuris ateina Viešpaties vardu.“
2a0e01007a	Vieną šeštadienį, kai Jis buvo žydų tarybos nario namuose, fariziejai stebėjo Jį kaip vanagai, norėdami pamatyti,
2a0e02002e	ar Jis išgydys žmogų, sergantį vandenlige.
2a0e030085	Jėzus paklausė fariziejų ir įstatymo žinovų, stovinčių aplinkui: „Ar įstatymas draudžia gydyti ligonius šeštadienį?“
2a0e04005a	Kai jie atsisakė paaiškinti, Jėzus paėmė ligonį už rankos, išgydė jį ir paleido.
2a0e05008f	Tada Jis pasisuko į stebėjusius: „Kas iš jūsų šeštadienį nedirba? Jeigu jūsų karvė įkris į duobę, ar nepulsite jos gelbėti?“
2a0e060020	Jie vėl neturėjo ką atsakyti.
2a0e070080	Matydamas, kad pakviestieji pietums stengėsi atsisėsti pačioje garbingiausioje vietoje prie stalo, Jis davė jiems patarimą:
2a0e08007d	„Jeigu jus pakvies į vestuvių pokylį, nesėskite pirmoje vietoje, nes jei pasirodys kas nors kitas garbingesnis už jus,
2a0e0900a3	šeimininkas atves jį prie jūsų ir pasakys: „Tegul šis žmogus sėdasi į jūsų vietą.“ O jūs sutrikęs turėsite sėstis į likusią vietą stalo gale.
2a0e0a00d9	Geriau daryti taip – sėstis paskutinėje vietoje, o kai šeimininkas pamatys jus, jis ateis ir pasakys: „Drauge, mes tau turime geresnę vietą nei šita.“ Tai jūs būsite pagerbtas visų svečių akivaizdoje.
2a0e0b003c	Nes kiekvienas, kuris pažemins save, bus išaukštintas.“
2a0e0c0091	Tuomet Jis pasisuko į šeimininką: „Kada ruošiate pietus, – pasakė Jis, – nekvieskite draugų, brolių, giminių ir turtingų kaimynų,
2a0e0d0025	nes jie ir jus pakvies atsilygindami.
2a0e0e0068	Pamaldiesiems prisikeliant Dievas atlygins, kad pakvietėt tuos, kurie negali tuo pačiu atsimokėti.“
2a0e0f0073	Tai girdėdamas žmogus, sėdintis prie stalo su Jėzumi, sušuko: „Kokia palaima patekti į Dievo karalystę!“
2a0e100062	Jėzus pasakė palyginimą: „Žmogus surengė didelę puotą ir išsiuntinėjo daug pakvietimų.
2a0e11005d	Kai viskas buvo paruošta, jis pasiuntė savo tarną pranešti svečiams, jog laikas atvykti.
2a0e120092	Jie pradėjo atsiprašinėti. Vienas sakė, kad jis ką tik nusipirko lauką, nori eiti jį apžiūrėti ir prašė, kad ji atleistų nuo pokylio.
2a0e130059	Kitas pasakė, kad jis ką tik nusipirko penkis jungus jaučių ir nori juos išmėginti.
2a0e140048	Dar vienas – ką tik vedęs ir dėl tos priežasties negali ateiti.“
2a0e1500a4	Tarnas sugrįžo ir viską pranešė savo šeimininkui. Šis supyko ir liepė greitai eiti į gatves, skersgatvius ir sukviesti elgetas, vargetas, luošus ir aklus.
2a0e160022	Bet ir tuomettada dar liko vietos.
2a0e170086	„Na, – tada pasakė šeimininkas, – pereik kaimo takeliais, patvoriais ir atvaryk visus, ką tik surasi, kad namai būtų pilni.
2a0e180070	Nes nė vienas iš tų, kuriuos anksčiau pakviečiau, neragaus nė trupučio to, ką jiems buvau paruošęs.“
2a0e19003e	Jėzų sekė didelė minia. Jis apsisuko ir kreipėsi į juos:
2a0e1a00af	„Kas nori Mane sekti, turi mylėti Mane labiau už savo tėvą, motiną, žmoną, vaikus, brolius, seseris, labiau už savo gyvybę – kitaip jis negali būti Mano mokinys.
2a0e1b0053	Ir nė vienas negali būti Mano mokinys, kas neima savo kryžiaus ir neseka Manimi.
2a0e1c0090	Bet nepradėkite, kol nežinote tikros kainos. Negi kas pradės statyti namą, nepadaręs sąmatos ir nepatikrinęs, ar turi pakankamai pinigų?
2a0e1d0063	Priešingu atveju, jo pinigai gali pasibaigti pastačius tik pamatus, ir kiek visiems būtų juoko!
2a0e1e0070	„Pažiūrėkite į šitą jaunuolį, – jie juoktųsi. – Jis pradėjo statyti namus ir pristigo pinigų.“
2a0e1f00a3	Koks karalius eina į karą, pirma neatsisėdęs su savo patarėjais ir neapsvarstęs, ar jo armija iš 10 000 vyrų pakankamai stipri, kad sumuštų 20 000 vyrų.
2a0e20007a	Jeigu sprendimas neigiamas, tada, kol priešo armija dar toli, jis siųs paliaubų komandą, kad aptartų taikos sąlygas.
2a0e210089	Taigi, nė vienas negali tapti Mano mokiniu pirma neatsisėdęs ir neperskaičiavęs savo gėrybių, o tada jų dėl Manęs neatsisakęs.
2a0e220027	Ko verta druska, kai nebetenka sūrumo?
2a0e230099	Druska be skonio nieko neverta – net kaip trąša. Ji bevertė ir tinka tik išmesti. Gerai paklausykite, gal jūs suprasite, ką norėjau pasakyti.“
2a0f010071	Nesąžiningi mokesčių rinkėjai ir kiti dideli nusidėjėliai dažnai ateidavo pasiklausyti Jėzaus pamokslų,
2a0f0200a4	bet tai sukėlė žydų religijos vadovų ir žydų įstatymo mokytojų pasipiktinimą, kadangi Jis bendrauja su tokiais menkais žmonėmis – netgi valgo su jais.
2a0f030029	Todėl Jėzus pavartojo šį palyginimą:
2a0f0400cc	„Jeigu jūs turėtumėte šimtą avių, o viena iš jų pasimestų ir pasiklystų, argi jūs nepaliktumėte devyniasdešimt devynių kitų ir neimtumėte ieškoti vienos pasiklydusios, kol surastumėte?
2a0f05003c	Ir tada jūs su džiaugsmu neštumėte ją namo ant pečių.
2a0f060076	Kai parvyktumėte, jūs sušauktumėte draugus ir kaimynus pasidžiaugti kartu su jumis, nes atsirado prapuolusi avis.
2a0f0700a9	Taip pat ir dangus bus laimingesnis dėl vieno pasiklydusio nusidėjėlio, kuris grįžta prie Dievo, negu dėl devyniasdešimt devynių kitų, kurie nebuvo paklydę!“
2a0f0800e3	Arba štai kitas palyginimas: „Moteris turi dešimt vertingų sidabrinių monetų ir vieną pameta. Argi ji neužsidegs žiburio ir neieškos kiekviename namo kampe, ar neiššluos kiekvieno užkampio ar plyšio, kol ras ją?
2a0f090040	Ar radusi ji nesukvies draugių ir kaimynų pasidžiaugti kartu?
2a0f0a005a	Taip ir Dievo angelų akivaizdoje daug džiaugsmo, kai atgailauja vienas nusidėjėlis.“
2a0f0b0062	Kad mintis būtų aiškesnė, Jis papasakojo jiems tokią istoriją: „Žmogus turėjo du sūnus.
2a0f0c00a9	Kai jaunesnysis pasakė tėvui: „Dabar noriu pasidalinti tavo turtą (gauti turto dalį), nelaukdamas tavo mirties!“ – jo tėvas sutiko ir padalijo sūnums turtą.
2a0f0d00a7	Po kelių dienų tas jaunesnysis sūnus susidėjo visus savo daiktus ir leidosi kelionėn į tolimą žemę. Ten iššvaistė visus pinigus pokyliams ir prostitutėms.
2a0f0e0057	Tuo metu, kai baigėsi jo pinigai, į aną šalį atėjo badas ir jis pradėjo badauti.
2a0f0f004b	Jis įkalbėjo vietinį ūkininką, kad tas pasamdytų jį šerti kiaulių.
2a0f100077	Vaikinas taip išalko, kad net atliekos, kuriomis jis maitino kiaules, jam atrodė geros. Bet niekas nieko jam nedavė.
2a0f110082	Kai pagaliau jis atsipeikėjo ir nusiramino, tarė sau: „Namie net samdiniai turi apsčiai maisto, o aš čia mirštu iš alkio!
2a0f120044	Aš grįšiu namo ir sakysiu: „Tėve, aš nusidėjau dangui ir tau
2a0f13004c	ir nesu vertas vadintis tavo sūnumi. Prašau, priimk mane kaip samdinį.“
