2800000006	Matayo
2909270070	Yesu kawalongela, “Sekemumgomese, kwavija kuduhu munhu yotenda unzonza kwa twaga jangu na kuno kononga vihile.
290928002c	Kwavija munhu yoyose hatulema kaubanzi wetu.
290929008d	Nowalongela ukweli munhu yoyose yowagwaa kikasi cha mazi ga kung'wa kwa twaga jangu kwavija mweye mwa wanhu wa Kilisito kobokela nhunza yake.
29092a009f	“Munhu yoyose yomuhonza imoja wa wadodo wano wonitogola yatende nzambi, yokuwa vinoga munhu ayo yagodekigwe dibwe kulu da kudugila msingo na yasigwe mbahali.
29092b00b2	Kamba mkono wako wahakuhonza utende nzambi, ukanhe! Yokuwa vinoga wingile kuna ugima na mkono umoja, kubanza wingile na makono mabili na abaho uchole jehanamu kuna umoto haufaga.
29092c0040	Mumo, ‘Funza wowaja hawafa bule na umoto uwalukuza haufaga.’
29092d00a5	Kamba mgulu wako wahakuhonza utende nzambi, ukanhe! Yokuwa vinoga wingile kuna ugima na mgulu umoja, kubanza wingile na magulu gose mabili na abaho wasigwe jehanamu.
29092e0040	Mumo, ‘Funza wowaja hawafa bule na umoto uwalukuza haufaga.’
29092f00ad	Kamba siso jako dahakuhonza utende nzambi, ding'ole! Yokuwa vinoga wingile Muundewa wa Mulungu na siso dimoja, kubanza wingile na meso gose mabili na abaho wasigwe jehanamu.
2909300040	Mumo, ‘Funza wowaja hawafa bule na umoto uwalukuza haufaga.’
290931006c	“Kila munhu kotendigwa yatogoligwe na Mulungu kwa moto kamba vija nhosa viitogoligwa na Mulungu kwa mkele.
2909320091	“Mkele unoga, lakini kamba wahagiza ukali wake, vino kodahaze kuubweza kabili? “Muwe na mkele mgati yenu na mukale kwa tindiwalo na waenu.”
290a010091	Abaho Yesu kasegela kachola isi ya Yudea, kaloka lwanda lwa Yolidani, lunhu lwa wanhu lumcholela Yesu kabili, nayo kawafundiza kamba viyatendaga.
290a02006d	Mafalisayo wayagwe wamcholela Yesu wamgeza, wamuuza, “Tulongele, vino vinoga mbigalo kumwasa mwehe wake?”
290a03002f	Yesu kawauza, “Vino Musa kawalagiza choni?”
290a040064	Wamwidika, “Musa katulagiza kamba mbigalo kodaha kumgwaa kibua cha nyasa mwehe wake na kumwasa.”
290a050050	Yesu kawalongela, “Musa kawandikila lagizo dino mbuli ya udala wa mizoyo yenu.
290a06005a	Maandiko Gang'alile golonga kulawa kuna ichanduso, ‘Mulungu kawaumba mbigalo na mtwanzi.
290a07004a	Kwa mbuli ayo mbigalo komuleka tatake na mamake na koilumba na mwehe wake,
290a080054	na wabili awo wokuwa kinhu kimoja.’ Avo haweli wabili kabili, lakini kinhu kimoja.
290a090031	Avo kiyalumbilize Mulungu, munhu sekeyakigole.”
290a0a003b	Viwabwelile mng'anda, wanahina zake wamuuza Yesu mbuli ino.
290a0b0067	Yesu kawalongela, “Mbigalo yomwasa mwehe wake na kumsola mtwanzi iyagwe, komtendela ugoni mwehe wake.
290a0c0055	Vivija mtwanzi yomulema mkasano wake na kusoligwa na mbigalo iyagwe kotenda ugoni.”
290a0d006b	Wanhu wayagwe wamgalila Yesu wana wadodo yawahagatile na kuwatambikila, lakini wanahina zake wawakomhokela.
290a0e0097	Yesu viyonile avo, kagevuzika, kawalongela, “Walekeni wana wadodo weze kumwangu sekemuwagomese kwavija Undewa wa Mulungu ni wa wanhu kamba wana wano.
290a0f006f	Nowalongeleni ukweli, munhu yoyose yolema kuubokela Undewa wa Mulungu kamba mwana mdodo, honda yengile ng'o.”
290a100040	Abaho kawahagatila wana waja kawekila makono gake kawatambikila.
290a110096	Yesu viyasongile mwanza wake kabili, munhu imoja kamkimbilila, kamfugamila kamuuza, “Mfundiza Unogile, nhende choni niupate ugima wa mazuwa gose?”
290a120050	Yesu kamuuza, “Habali kong'hema unogile? Kuduhu yanogile, ila Mulungu yaiyeka.
290a130096	Kugajuwa Malagizo ga Musa, ‘Sekeukome, sekeutende ugoni, sekewibe, sekeulave usindila wa uvizi, sekeulonge uvizi, wategeleze tatako na mamako.’”
290a140044	Munhu ayo kamwidika, “Mfundiza gano gose nigagoga toka haudodo.”
290a1500c8	Yesu kamulola bunhuu, kamnogela, kamulongela, “Kuhungukilwa kinhu kimoja. Genda kachuuze vinhu vose viulinavo na uwagwelele wakiwa zisente na gweye kokuwa na utajili kuulanga. Abaho unikweleleze.”
290a160060	Munhu ija viyahulike avo, kona usungu, kasegela kuno kanyunyuwala kwavija kakala tajili ng'hani.
290a17007d	Yesu kalola mhande zose kawalongela wanahina zake, “Yokuwa vidala ng'hani kwa munhu tajili kwingila Muundewa wa Mulungu!”
290a18007e	Ulonzi uno uwasinhusa wanahina zake, lakini Yesu kagendelela kulonga, “Wanangu, vidala ng'hani kwingila Muundewa wa Mulungu!
290a190061	Vibuha kwa ngamiya kubita mna ikizonzo cha sanzia kubanza tajili kwingila Muundewa wa Mulungu.”
290a1a0052	Wanahina wakanganya ng'hani waiuza, “Avo lelo nani yonda yadahe kukomboligwa?”
290a1b0076	Yesu kawalola bunhuu, kawalongela, “Kwa munhu haidahika lakini kwa Mulungu haili vivo, gose godahika kwa Mulungu.”
290a1c004f	Petulo kamulongela, “Lola, tweye tuleka kila kinhu na tukukweleleza gweye.”
290a1d00bc	Yesu kawedika, “Nowalongela kweli, munhu yoyose yalekile ng'anda yake hebu ndugu zake hebu lumbu zake hebu mamake hebu tatake hebu wanage hebu migunda mbuli ya niye na kwa Mbuli Inogile,
290a1e00d6	kobokela vingi ng'hani mna ikipindi cha sambi. Na kobokela ng'hani miyanza gana, ng'anda na ndugu na lumbu na wana na mama na migunda na hamoja na madununzo na mna ikipindi chondakize kobokela ugima wa mazuwa gose.
290a1f006b	Lakini wanhu wengi weli wa ichanduso wokuwa wa ikimambukizo na waja wa ikimambukizo wokuwa wa ichanduso.”
290a2000f3	Yesu na wanahina zake wakala mnzila wochola Yelusalemu. Yesu kawalongolela wanahina zake wakalile wokanganya kuno wanhu wakalile womkweleleza wadumba. Yesu kainega hamgwazo na wanahina zake longo na wabili, kawalongela gaja gonda gamulawilile.
290a2100d1	Yesu kawalongela, “Tegelezeni, tochola Yelusalemu, kuko Mwana wa Munhu kogeligwa mmakono ga wakulu wa walava nhosa na wafundiza Malagizo ga Musa. Womtagusa yafe na kogeligwa mmakono ga wanhu haweli Wayahudi,
290a220060	nao womzeha na womtemela mate na womtowa mbalati na womkoma lakini siku da kadatu kozilibuka.”
290a230075	Abaho Yakobo na Yohana, wana wa Zebedayo wamcholela Yesu, wamulongela, “Mfundiza, kuna kinhu tolonda ututendele.”
290a24002e	Yesu kawauza, “Molonda niwatendele choni?”
290a2500a6	Wamwidika, “Vondaukale kuna ikigoda chako cha Undewa wako, tolonda ukale na tweye, imoja mwambu wa mkono wako wa kudila na iyagwe mwambu wa mkono wako wa kumoso.”
290a26009d	Yesu kawalongela, “Hamkijuwile kinhu kimpula. Vino modaha kuking'wela kikasi cha madununzo chonda niking'wele niye? Na kubatizigwa ubatizo unibatizigwa?”
290a270083	Wamwidika, “Todaha,” Yesu kawalongela, “Mong'wela kikasi chonda ning'wele niye na kubatizigwa ubatizo wonda nibatizigwe niye.
290a2800a0	Lakini niye nabule udahi wa kusagula nani yakale mwambu wa mkono wangu wa kudila hebu wa kumoso. Mulungu ayo yonda yawagwee hanhu aho, wanhu waja yawasagule.”
290a29004c	Baho wanahina longo viwahulike vivo wawagevuzikila ng'hani Yakobo na Yohana.
290a2a008c	Yesu kawakema wose hamoja kawalongela, “Mojuwa kamba waja wokoneka wakulu wa isi, wowalanguliza wanhu kwa nguvu, na wakulu wao wana udahi.
290a2b005c	Lakini haili vivo kumwenu. Munhu yoyose yolonda kuwa munhu mkulu, yawe msang'hanaji wa wose.
290a2c003f	Na munhu yoyose yolonda kuwa wa ichanduso, yawe mtumwa wa wose.
290a2d0085	Kwavija Mwana wa Munhu hezile kusang'hanilwa, lakini keza kuwasang'hanila wanhu na kuulava ugima wake kwa kuwakombola wanhu wengi.”
290a2e00a7	Wavika Yeliko. Yesu na wanahina zake hamoja na lunhu lwa wanhu viwakalile wosegela, msuwameso imoja yakalile yopula, twaga jake Batumayo, mwanage Timayo kakala mnzila.
290a2f0068	Batumayo viyahulike Yesu wa Nazaleti kobita, kasonga kukemelela, “Yesu, mwanage Daudi nyonele bazi!”
290a300080	Wanhu wengi wamkomhokela, wamulongela yanyamale, lakini heyo kagendelela kukemelela ng'hani, “Mwana wa Daudi, nyonele bazi!”
290a31005c	Yesu kema, kalonga, “Mkemeni.” Avo wamkema, wamulongela, “Gangamala! Ima, kokukema.”
290a32002d	Kawasa mgolole wake, kazumha kamcholela Yesu.
290a330063	Yesu kamuuza, “Kolonda nikutendele choni?” Munhu ayo kamwidika, “Mfundiza, nolonda kulola.”
290a340069	Yesu kamulongela, “Chola, kutamanila kwako kukuhonya.” Bahaja kadaha kulola kamkweleleza Yesu mnzila.
290b010095	Viwavikile behi na Yelusalemu, habehi na mabuga ga Betifage na Betania kuna Ulugongo lwa Mizeituni, Yesu kawatuma wanahina zake wabili wamulongolele.
290b0200a5	Kawalongela, “Gendeni kuna ikijiji kili kuulongozi wenu, mwahengila momvika mwana mhunda kafungigwa, nayo yang'hali hanakweligwa na munhu. Mfunguleni mumgale hano.
290b030065	Munhu yoyose yahawauza habali motenda avo, mulongeleni Mndewa komulonda, nayo kombweza sambi baha.”
290b040075	Wanahina waja wachola wamvika mwana mhunda kafungigwa hana ulwivi lwa ng'anda uilola na nzila. Viwakalile womfungula,
290b050049	wanhu wemile aho wawauza, “Motenda choni, habali momfungula imhunda?”
290b06003f	Wawedika kamba Yesu viyawalongele, wanhu waja wawaleka wachole.
290b070063	Wamgala imwana mhunda ayo kwa Yesu, watandika viwalo vao mumgongo wa imhunda, Yesu kakwela uchanha.
290b080054	Wanhu wengi wanzanza viwalo vao mnzila, na wayagwe wabena mibunho wayanzanza mnzila.
290b090087	Wanhu wakalile kukisogo na kuulongozi wa Yesu wakemelela, “Mulungu yatogolwe! Mndewa Mulungu yamtambikile ayo yokwiza kwa twaga jake!
290b0a006c	Mulungu yautambikile undewa ukwiza wa mndewa Daudi, muhenga wetu! Mulungu yeli uchanha ng'hani yatogolwe!”
290b0b00af	Yesu kavika Yelusalemu, kachola kuna Ing'anda ya Mulungu, kawegesela kuno na kuno. Lakini kwavija zuwa dikala dihongile, Yesu kachola Betania na wanahina zake longo na wabili.
290b0c0041	Imitondo yake, viwakalile wosegela Betania, Yesu kakala na nzala.
290b0d00d3	Kwa kutali Yesu kawona mbiki wa mtini ukalile na mijani mingi, avo kaucholela yalole kamba kodaha kupata tunda jojose lakini viyavikile honile tunda jojose, ila majani gaiyeka, kwavija haukalile msimu wa kulela.
290b0e007c	Yesu kaulongela mbiki wa mtini, “Munhu sekeyaje tunda jojose kumwako kabili!” Wanahina zake wamuhulika viyalongile vivo.
290b0f00d9	Viwavikile Yelusalemu, Yesu kachola kuna Ing'anda ya Mulungu. Kasonga kuwawinga wanhu wose wakalile wogula na kuchuuza vinhu. Kazibidula meza za wanhu wakalile wovunja sente na vigoda va wanhu wakalile wochuuza njiwa.
290b100047	Kawagomesa sekewasole kinhu chochose kubitila kuna Ing'anda ya Mulungu.
290b1100a8	Abaho kawafundiza, “Yandikigwa mna Gamaandiko Gang'alile, ‘Ng'anda yangu yokuwa kae ya kupulila kwa wanhu wa isi zose.’ Lakini mweye moitenda mhango ya wabavi!”
290b1200b1	Wakulu wa walava nhosa na wafundiza Malagizo ga Musa viwahulike vivo, wasonga kuzahila nzila ya kumkoma Yesu, lakini wamdumba, kwavija lunhu lwa wanhu lukanganya mafundizo gake.
290b13003d	Viivikile ichungulo, Yesu na wanahina zake wasegela kudibuga.
290b140054	Imitootondo yake, viwakalile wobita mnzila wawona mbiki awo wa mtini unyala gogodaa!
290b150069	Petulo kakumbuka kija kilawilile, kamulongela Yesu, “Mfundiza, lola, umbiki wa mtini uuduile unyala!”
290b160024	Yesu kawedika, “Mumtogole Mulungu.
290b1700ae	Nowalongela ukweli, munhu yoyose yahakilongela kigongo kino, Ng'oka ukayase mbahali na hakona shaka muumoyo wake lakini kotogola kiyolonga cholawilila, na Mulungu komtendela.
290b180073	Avo nowalongeleni, mwahampula Mulungu kinhu chochose, togoleni kamba mubokela, mogweleligwa chochose chonda mupule.
290b19008b	Mwahampula Mulungu geleni kumgongo nzambi ziwawatendele wanhu, muladi Tataenu yeli kuulanga nayo yazigele kumgongo nzambi zenu zimutendile.
290b1a008a	Kamba hamuzigela kumgongo nzambi za wanhu ziwawatendele, na Tataenu yeli kuulanga honda yazigele kumgongo bule nzambi zenu zimutendile.”
290b1b0096	Wavika kabili Yelusalemu, Yesu viyakalile kogenda kuna Ing'anda ya Mulungu, wakulu wa walava nhosa na wafundiza Malagizo ga Musa na wavele wamcholela,
290b1c005d	wamuuza, “Vino kotenda gano gose kwa udahi gani? Nani yakugwelele udahi wa kutenda gano?”
290b1d006b	Yesu kawedika, “Na niye nowauza mbuli imoja, mwahanidika, baho nowalongeleni notenda gano kwa udahi gani.
290b1e004b	Nongeleni, udahi wa Yohana wa kubatiza ulawa kwa Mulungu hebu kwa wanhu?”
290b1f0065	Wasonga kuilongela, “Twahalonga, ‘Ulawa kwa Mulungu,’ kotuuza, ‘Habali hamumtogole Yohana?’
290b20007a	Lakini twahalonga, ‘Ulawa kwa wanhu,’” wawadumba wanhu, kwavija wanhu wamtogola Yohana kamba mtula ndagu wa Mulungu.
290b210074	Avo wamwidika, “Tweye hatujuwile.” Yesu kawalongela, “Na niye siwalongela bule kwa udahi gani notenda gano.”
290c0100d1	Yesu kalonga nao kwa simo, “Munhu imoja kahanda mizabibu mumgunda wake. Kazungulusila lwigo mumgunda wake, kahimba hanhu ha kukamila zabibu, kazenga lingo. Abaho kawakodisha walimaji, kafunga mwanza kachola.
290c02006e	Msimu wa kubawa zabibu viuvikile, kamtuma msang'hanaji kwa awo walimaji yamgalile zabibu kulawa mumgunda wake.
290c03003f	Lakini walimaji awo wamgoga, wamtowa, wamuwinga makono gaiyeka.
290c04004f	Abaho kamtuma msang'hanaji iyagwe, ayo nayo wamtowa mdipala na wamgela kinyala.
290c050089	Mwene mgunda kamtuma msang'hanaji iyagwe, nayo wamkoma, na kawatuma wayagwe wengi wawatendela vivo, wayagwe wawatowa na wayagwe wawakoma.
290c060083	Kakala kasigala na munhu imoja wa kumtuma, nayo kakala mwanage yamnogele ng'hani. Kamtuma kuno kolonga, ‘Womtegeleza mwanangu.’
290c070053	Lakini walimaji wailongela, ‘Ino ayo muhazi, lekeni tumkome tusole uhazi wake!’
290c08003e	Avo wamgoga, wamkoma wamwasa kunze ya umgunda wa imizabibu.”
290c090084	Yesu kawauza, “Vino mwene mgunda kotendaze? Kokwiza kuwakoma walimaji wose na kowakodisha walimaji wayagwe mgunda awo wa mizabibu.
290c0a0073	Hamgasomile Maandiko Gang'alile vigalonga, ‘Dibwe wadilemile wazengaji, Sambi digalamuka dibwe kulu kubanza gose.
290c0b0037	Mbuli ino itendigwa na Mndewa, nayo yotukanganya!’”
290c0c0090	Walangulizi wa Wayahudi walonda kumgoga Yesu, kwavija wajuwa lusimo luno kawalonga wao. Lakini waludumba lunhu lwa wanhu, avo wamuleka wasegela.
290c0d0058	Mafalisayo wayagwe na wanhu wa Helode wakala watumigwe kwa Yesu, wamgoge kwa mbuli zake.
290c0e011c	Wamcholela wamulongela, “Mfundiza, tokujuwa gweye kwa munhu ulonga ukweli, humdumba munhu yoyose, hutonga ukulu wa munhu. Lakini gweye kofundiza goyolonda Mulungu wanhu wagatende. Tulongele, vino vinoga kulipa kodi kwa Mndewa wa Lumi hebu havinogile bule? Tulipe hebu seketulipe?”
290c0f0057	Lakini Yesu kaujuwa ubala wao kawauza, “Habali monigeza? Ngalileni isente niilole.”
290c10007c	Wamgalila isente, nayo kawauza, “Vino kihanga kino cha nani? Na twaga dino da nani?” Wamwidika, “Va Mndewa wa Lumi.”
290c110086	Yesu kawalongela, “Mgweleleni Mndewa wa Lumi vili va Mndewa wa Lumi, na mgweleleni Mulungu vili va Mulungu.” Nao wamkanganya Yesu.
290c120069	Abaho Masadukayo, wanhu wolonga kuduhu kuzilibuka kulawa kwa wafile. Wayagwe wamcholela Yesu wamulongela,
290c1300a7	“Mfundiza, Musa katwandikila, ‘Munhu yahafa na kuleka mwehe wake bila wana, ndugu yake munhu ayo kolondeka yamsole mgane ayo, yamulelele ndugu yake yafile wana.’
290c140041	Kukala na ndugu saba, ija imkulu kasola mwehe kafa halekile wana.
290c150068	Wakabili nayo kamuhala mgane ayo nayo vivija kafa halekile wana. Vivija kwa wakadatu kafa halekile wana.
290c16006b	Abaho kwa wayagwe, wose saba wamsolile mgane ayo wafa hawalekile wana. Ako kumwande, mtwanzi ayo nayo kafa.
290c170084	Avo, wanhu wose wafile wahazilibuka mwiisiku ya kuzilibuka, mtwanzi ayo kokuwa mwehe wa nani? Kwavija wose saba wakala wamsolile.”
290c180061	Yesu kawedika, “Mweye mopotela! Kwavija hamugajuwile Maandiko Gang'alile hebu udahi wa Mulungu.
290c190062	Kwavija wanhu wafile vonda wazilibuke, hawasola wala hawasoligwa wokuwa kamba wasenga wa kuulanga.
290c1a00b9	Kwa mbuli ya kuzilibuka kwa wanhu wafile, hamusomile mna ikitabu cha Musa mbuli ya kisolo kikwaka? Mulungu kamulongela Musa, ‘Niye na Mulungu wa Abulahamu na wa Isaka na wa Yakobo.’
290c1b005e	Heyo heli Mulungu wa wanhu wafile, ila Mulungu wa wanhu wagima. Avo mweye mopotela ng'hani!”
290c1c00bd	Mfundiza Malagizo ga Musa imoja yakalile aho kahulika viwaibamilile. Kona kamba Yesu kawedika goya Masadukayo, avo kamkwesela Yesu kamuuza, “Mna ga Malagizo gose lagizo gani dili kulu?”
290c1d007c	Yesu kamwidika, “Lagizo dili kulu ijo dino, ‘Tegelezeni mweye wanhu wa Izilaeli! Mndewa Mulungu wetu ayo Mndewa yaiyeka.
290c1e0075	Mnogele Mndewa Mulungu wako kwa moyo wako wose, kwa loho yako yose, kwa nzewele zako zose, na kwa nguvu zako zose.’
290c1f0087	Lagizo da kabili kwa ukulu ijo dino, ‘Mnogele miyago kamba viuinogela mwenyego.’ Kuduhu lagizo diyagwe kulu kubanza gano mabili.”
290c20007d	Mfundiza Malagizo ga Musa kamtogola Yesu, “Mfundiza, kwidika goya viulongile, Mndewa ayo Mulungu na kuduhu iyagwe ila heyo.
290c2100f0	Kumnogela Mulungu wako kwa moyo wako wose na kwa nzewele zako zose na kwa nguvu zako, na kumnogela miyago kamba viuinogela mwenyego, kunoga ng'hani kugoga Malagizo gano mabili kubanza kumulavila Mulungu nhosa za wanyama na nhosa ziyagwe.”
290c22009f	Yesu viyonile munhu ayo kedika goya, kamulongela, “Huli kutali na Undewa wa Mulungu.” Kusongela aho haduhu munhu yoyose yagezile kumuuza Yesu mbuli yoyose.
290c230086	Yesu viyakalile kofundiza Mng'anda ya Mulungu, kawauza, “Habali wafundiza Malagizo ga Musa wolonga Kilisito Mkombola mwana wa Daudi?
290c2400b8	Loho Yang'alile kamulongoza Daudi kulonga, ‘Mndewa Mulungu kamulongela Mndewa wangu, Kala hano hana mwambu wa mkono wangu wa kudila mbaka niweke hasi mmagulu gako wanhu wakwihile.’
290c25009e	“Avo Daudi mwenyego kamkema, ‘Mndewa.’ Avo Kilisito Mkombola kodahaze kuwa mwana wa Daudi?” Lunhu lwa wanhu lukala lumtegeleza Yesu kwa kudeng'helela.
290c2600a4	Viyakalile kofundiza, kawalongela, “Muiteganye na wafundiza Malagizo ga Musa, wonogelwa kugenda kuno wovala mikanzu mitali na kulamusigwa na wanhu mna gamagulilo,
290c27006e	wosagula vigoda va haulongozi mzing'anda za kumpula Mulungu na kukala hanhu hanogile mna izinyimwili nyimwili.
290c280084	Wowaboka wagane vinhu na kusola ng'anda zao, abaho woilagusa wanoga kwa kumpula Mulungu mbuli nyingi. Nhaguso yao yokuwa ng'hulu!”
290c290093	Yesu kakala behi na kigelo cha kulavila sadaka hana Ing'anda ya Mulungu, kawalola wanhu viwolava sente mkigelo. Matajili wengi walava sente nyingi.
290c2a0030	Abaho keza mgane mkiwa kalava sente mbili ndodo.
290c2b008f	Yesu kawakema wanahina zake kawalongela, “Nowalongela ukweli mgane mkiwa ino kalava sente nyingi mna ikigelo cha sadaka kubanza wose wayagwe.
290c2c0071	Kwavija wose walava vija visigale muutajili wao, lakini mgane ino hamoja na ukiwa wake kalava vose viyelinavo.”
290d010090	Yesu viyakalile kosegela kuna Ing'anda ya Mulungu, mwanahina wake imoja kamulongela, “Mfundiza, lola mabwe gano na ng'anda zino vizinogile!”
290d020086	Yesu kamwidika, “Kozona ng'anda zino vizili ng'hulu? Haduhu dibwe donda dilekigwe uchanha ya diyagwe, kila dibwe dokwasigwa hasi.”
290d03009e	Yesu viyakalile kuna Ulugongo lwa Mizeituni, mwambu kwa mwambu na Ng'anda ya Mulungu, baho Petulo na Yakobo na Yohana na Andeleya wamcholela Yesu kinyelegezi.
290d04005f	Wamulongela, “Tulongele, choni chonda kitendeke kulagusa kipindi cha kulawilila gano gose?”
290d05003d	Yesu kawalongela, “Muiteganye, munhu yoyose sekeyawavizile.
290d060061	Wanhu wengi, wokwiza kwa twaga jangu na kulonga, ‘Nene iyo heyo!’ Nao wowavizila wanhu wengi.
290d07009e	Mwahahulika mbuli za ng'hondo kutali na mbuli za ng'hondo mmabehi, sekemudumbe, kwavija gano gose golondigwa galawilile, ila kimambukizo king'hali hakinavika.
290d0800b4	Isi yoitowa na isi iyagwe, undewa woitowa na undewa uyagwe. Kila hanhu hokuwa na mitigisiko mikulu ya isi na lufilili lwa nzala. Gano gose kamba mwanduso wa usungu wa kulela mwana.
290d0900c5	“Na mweye muiteganye. Mogogigwa na kugaligwa mkitala. Motoigwa mna izing'anda za kumpula Mulungu, mogaligwa haulongozi wa wakulu wa isi na wandewa mbuli ya niye, muladi muwalongele Mbuli Inogile.
290d0a005f	Lakini kimambukizo king'hali hakinavika, Mbuli Inogile tanhu yolondeka ipetigwe kwa wanhu wose.
290d0b00c6	Mwahagogigwa na kugaligwa mkitala, sekemunyawenyawe mbuli ya kulonga. Kipindi chahavika longeni chochose chonda mugweleligwe. Kwavija mbuli zonda mulonge hazili zenu, ila zolawa kwa Loho Yang'alile.
290d0c0083	Munhu komuhinduka ndugu yake too yakomigwe, na tata komuhinduka mwanage yakomigwe. Wana wowahinduka tata zao na mama zao wakomigwe.
290d0d006c	Wanhu wose wowehila mweye mbuli ya niye, lakini yoyose yonda yafunge umoyo mbaka kukimambukizo kokomboligwa.
290d0e0098	“Vondamuchone, ‘Kinhu kinyolodoke kigala Ubananzi’ kima hanhu si hake. Munhu yosoma yavijuwe, waja weli mwiisi ya Yudea wakimbilile kuna ivigongo.
290d0f0058	Munhu yeli mkiswili cha ng'anda yake sekeyahumuluke hasi mna ing'anda yake kusola kinhu.
290d100033	Yeli kumgunda sekeyabwele ukae kusola kiwalo chake.
290d110042	Wogaya watwanzi wali na zinda na waja wokong'heza mna izisiku azo.
290d120043	Mpuleni Mulungu mbuli zino sekezilawilile mna ikipindi cha kihuhwe!
290d13008b	Kwavija siku azo hokuwa na magayo makulu, haganalawila kulawa kuna ichanduso Mulungu viyaumbile isi mbaka sambi na honda galawilile kabili.
290d140097	Lakini Mulungu kazihunguza siku zizo, maza hazihunguze sambi yahone munhu yoyose. Lakini mbuli ya wanhu zake yawasagule, Mulungu kazihunguza siku zizo.
290d150066	“Avo, munhu yoyose yahawalongela, ‘Amweye, Kilisito kahano!’ hebu ‘Kahaja!’ sekemumtogolele.
290d160092	Kwavija wolawilila makilisito na watula ndagu wa uvizi. Wotenda unzonza na vilaguso muladi yahadahika wawavizile hata waja wasaguligwe na Mulungu.
290d170045	Muiteganye! Niye niwalongela kila kinhu kipindi king'hali hakinavika.
290d180050	“Gahamala magayo ga siku azo, zuwa dokuwa ziza, na mwezi honda umwemwese bule,
290d190043	nhondo zolagala kulawa kuulanga, na vinhu vili kuulanga votigisika.
290d1a0052	Abaho Mwana wa Munhu kolawilila, kokwiza mna gamawingu kwa nguvu ng'hulu na ukulu.
290d1b0092	Abaho kowatuma wasenga zake wa kuulanga mna izibanzi nne za mwiisi, waweke hamoja wanhu wasaguligwe na Mulungu kulawa mwambu uno wa isi na uyagwe.
290d1c0071	“Ifunzeni kubitila mbiki wa mtini. Matambi gake gahasonga kuzuka na kwika majani, mujuwe kamba vuli da mmabehi.
290d1d003a	Vivija, mwahazona mbuli azo, mojuwa kamba kammabehi kwiza.
290d1e0052	Nowalongeleni ukweli, wanhu wa lukolo luno hawafa wose mbaka gano gose galawilile.
290d1f003a	Ulanga na isi vobita, lakini mbuli zangu hondazibite ng'o.
290d200073	“Kuduhu yaijuwile siku hebu saa ya kwiza, siyo wasenga wa kuulanga wala Mwana, lakini Tata yaiyeka ayo yaijuwile.
290d210044	Muiteganye, na mukale meso, kwavija Hamkijuwile kipindi chonda yeze.
290d2200a8	Yokuwa kamba munhu yofunga mwanza na kuwaleka wasang'hanaji zake walolese goya vinhu, kila munhu kamgwaa sang'hano yakutenda. Kamulagiza mkalizi wa mulango yakale meso.
290d230086	Muiteganye, kwavija hamujuwile kipindi cha kwiza mkulu wa ng'anda, yodaha kuwa ichungulo, kilo kikulu, nzogolo zikwika, hebu imitondo.
290d24002e	Yaheza kwa kuwasinhusa, sekeyawavike muwasile.
290d250041	Mbuli iniwalongele mweye, nowalongela wanhu wose, kaleni meso!”
290e0100bf	Zikala zisigale siku mbili ivike Nyimwili nyimwili ya Pasaka na Magate haganageligwa usasu. Wakulu wa walava nhosa na wafundiza Malagizo ga Musa wakala wozahila nzila ya kumgoga Yesu wamkome.
290e020062	Walonga, “Seketutende avo kipindi cha Nyimwili nyimwili ya Pasaka, buleavo wanhu woding'huka.”
290e0300e3	Yesu kakala Betania mng'anda ya Simoni, munhu yakalile na utamu wa dikulu. Viyakalile koja, mtwanzi imoja keza na nyhupa ya alabasita imemile mavuta gonung'hila goya ga bei ng'hulu. Kaifungula, kamgidila Yesu ga mavuta mdipala.
290e040053	Wanhu wayagwe wakalile aho wagevuzika, wailongela, “Unanzi gani uno wa mavuta!”
290e05007d	Abaho wamkomhokela mtwanzi ayo, walonga, “Mavuta gano gahauzigwe kwa sente magana madatu na zisente wagweleligwe wakiwa!”
290e060060	Lakini Yesu kawalongela, “Mulekeni, habali momgaza mtwanzi ino? Niye kanhendela mbuli inogile.
290e070070	Wanhu wakiwa mokala nao siku zose, saa yoyose mwahalonda modaha kuwataza. Lakini honda mukale na niye siku zose.
290e08006c	Mtwanzi ino katenda viyadahile, kalongola kulubakaza lukuli lwangu mavuta ganogile, kulutanda kwa kuzikigwa.
290e090084	Nowalongeleni ukweli, kokose konda ipetigwe Mbuli Inogile mwiisi, kino kiyatendile mtwanzi ino cholongigwa, avo wanhu womkumbuka.”
290e0a0083	Abaho imoja wa wanahina zake longo na wabili yakemigwe Yuda Isikaliote, kachola kwa wakulu wa walava nhosa yamuhinduke Yesu kumwao.
290e0b0087	Avo viwahulike kiyalongile wadeng'helela, na wailagana nayo kumgwaa sente. Avo Yuda kasonga kuzahila nzila ya kumgela Yesu mmakono gao.
290e0c00cf	Mna isiku ya ichanduso ya Nyimwili nyimwili ya Magate hagageligwe Usasu, siku dijo mwana ng'hondolo wa Pasaka kochinjigwa, wanahina zake Yesu wamuuza, “Kolonda tuchole kwahi tukutandile lujo lwa Pasaka?”
290e0d007f	Yesu kawatuma wanahina zake wabili kawalongela, “Gendeni kudibuga, momting'hana mbigalo kaidikwa nongo ya mazi. Mkwelelezeni,
