0100000006	1 Mose
0b1114008c	Und er rief zu Jehova und sprach: Jehova, mein Gott, hast du gar an der Witwe, bei der ich mich aufhalte, übel getan, ihren Sohn zu töten?
0b111500a2	Und er streckte sich dreimal über das Kind, und rief zu Jehova und sprach: Jehova, mein Gott, laß doch die Seele dieses Kindes wieder in dasselbe zurückkehren!
0b11160088	Und Jehova hörte auf die Stimme Elias, und die Seele des Kindes kehrte wieder in dasselbe zurück, und es wurde lebendig. [W. es lebte]
0b1117008b	Da nahm Elia das Kind und brachte es von dem Obergemach in das Haus hinab und gab es seiner Mutter; und Elia sprach: Siehe, dein Sohn lebt!
0b11180087	Und das Weib sprach zu Elia: Nunmehr erkenne ich, daß du ein Mann Gottes bist, und daß das Wort Jehovas in deinem Munde Wahrheit ist.
0b1201009d	Und es vergingen viele Tage, da geschah das Wort Jehovas zu Elia im dritten Jahre also: Gehe hin, zeige dich Ahab; und ich will Regen geben auf den Erdboden.
0b12020054	Und Elia ging hin, um sich Ahab zu zeigen. Die Hungersnot aber war stark in Samaria.
0b12030052	Und Ahab rief Obadja, der über das Haus war. [Obadja aber fürchtete Jehova sehr;
0b120400ba	und es geschah, als Isebel die Propheten Jehovas ausrottete, da nahm Obadja hundert Propheten und versteckte sie, je fünfzig Mann in eine Höhle, und versorgte sie mit Brot und Wasser.]
0b120500d1	Und Ahab sprach zu Obadja: Gehe durch das Land zu allen Wasserquellen und zu allen Bächen; vielleicht finden wir Gras, daß wir Rosse und Maultiere am Leben erhalten und nichts von dem Vieh ausrotten müssen.
0b12060082	Und sie teilten das Land unter sich, um es zu durchziehen; Ahab ging auf einem Wege allein, und Obadja ging auf einem Wege allein.
0b12070099	Und als Obadja auf dem Wege war, siehe, da kam Elia ihm entgegen. Und er erkannte ihn und fiel auf sein Angesicht und sprach: Bist du es, mein Herr Elia?
0b12080050	Und er sprach zu ihm: Ich bins; gehe hin, sage deinem Herrn: Siehe, Elia ist da!
0b12090071	Und er sprach: Was habe ich gesündigt, daß du deinen Knecht in die Hand Ahabs geben willst, daß er mich töte?
0b120a0103	So wahr Jehova, dein Gott, lebt, wenn es eine Nation oder ein Königreich gibt, wohin mein Herr nicht gesandt hat, um dich zu suchen! Und sprachen sie: Er ist nicht da, so ließ er das Königreich und die Nation schwören, daß man dich nicht gefunden hätte.
0b120b0045	Und nun sprichst du: Gehe hin, sage deinem Herrn: Siehe, Elia ist da!
0b120c0101	Und es wird geschehen, wenn ich von dir weggehe, so wird der Geist Jehovas dich tragen, ich weiß nicht wohin; und komme ich, es Ahab zu berichten, und er findet dich nicht, so wird er mich töten. Und dein Knecht fürchtet doch Jehova von meiner Jugend an.
0b120d00ea	Ist meinem Herrn nicht berichtet worden, was ich getan habe, als Isebel die Propheten Jehovas tötete? daß ich von den Propheten Jehovas hundert Mann versteckte, je fünfzig Mann in eine Höhle, und sie mit Brot und Wasser versorgte?
0b120e005e	Und nun sprichst du: Gehe hin, sage deinem Herrn: Siehe, Elia ist da! und er wird mich töten.
0b120f0077	Aber Elia sprach: So wahr Jehova der Heerscharen lebt, vor dessen Angesicht ich stehe, heute werde ich mich ihm zeigen!
0b1210005b	Da ging Obadja hin, Ahab entgegen, und berichtete es ihm. Und Ahab ging hin, Elia entgegen.
0b12110064	Und es geschah, als Ahab Elia sah, da sprach Ahab zu ihm: Bist du da, der Israel in Trübsal bringt?
0b121200b4	Und er sprach: Ich habe Israel nicht in Trübsal gebracht, sondern du und das Haus deines Vaters, indem ihr die Gebote Jehovas verlassen habt, und du den Baalim nachgewandelt bist.
0b121300a5	Und nun sende hin, versammle ganz Israel zu mir nach dem Berge Karmel, und die 450 Propheten des Baal und die 400 Propheten der Aschera, die am Tische Isebels essen.
0b12140064	Da sandte Ahab unter allen Kindern Israel umher und versammelte die Propheten nach dem Berge Karmel.
0b121500f6	Da trat Elia zu dem ganzen Volke hin und sprach: Wie lange hinket ihr auf beiden Seiten? Wenn Jehova Gott [W. der Gott d. h. der wahre Gott] ist, so wandelt ihm nach; wenn aber der Baal, so wandelt ihm nach! Und das Volk antwortete ihm kein Wort.
0b1216007c	Und Elia sprach zu dem Volke: Ich allein bin übriggeblieben, ein Prophet Jehovas, und der Propheten des Baal sind 450 Mann.
0b12170111	So gebe man uns zwei Farren; und sie mögen sich den einen von den Farren auswählen und ihn zerstücken und aufs Holz legen, aber sie sollen kein Feuer daran legen; und ich, ich werde den anderen Farren zurichten und aufs Holz legen, aber ich werde kein Feuer daran legen.
0b121800f1	Und rufet ihr den Namen eures Gottes an, und ich, ich werde den Namen Jehovas anrufen; und der Gott, der mit Feuer antworten wird, der sei Gott! [W. der Gott, d. h. der wahre Gott] Da antwortete das ganze Volk und sprach: Das Wort ist gut. -
0b121900d1	Und Elia sprach zu den Propheten des Baal: Wählet euch einen von den Farren aus und richtet ihn zuerst zu, denn ihr seid die Vielen, und rufet den Namen eures Gottes an; aber ihr sollt kein Feuer daran legen.
0b121a0116	Und sie nahmen den Farren, den man ihnen gegeben hatte, und richteten ihn zu; und sie riefen den Namen des Baal an vom Morgen bis zum Mittag und sprachen: Baal, antworte uns! Aber da war keine Stimme, und niemand antwortete. Und sie hüpften um den Altar, den man gemacht hatte.
0b121b00ed	Und es geschah am Mittag, da verspottete sie Elia und sprach: Rufet mit lauter Stimme, denn er ist ja ein Gott! denn er ist in Gedanken, oder er ist beiseite gegangen, oder er ist auf der Reise; vielleicht schläft er und wird aufwachen.
0b121c0081	Und sie riefen mit lauter Stimme und ritzten sich nach ihrer Weise mit Schwertern und mit Lanzen, bis sie Blut an sich vergossen.
0b121d00de	Und es geschah, als der Mittag vorüber war, da weissagten [S. die Anm. zu 1. Sam. 10,5] sie bis zur Zeit, da man das Speisopfer opfert; aber da war keine Stimme und keine Antwort [W. kein Antwortender] und kein Aufmerken.
0b121e0098	Da sprach Elia zu dem ganzen Volke: Tretet her zu mir! Und das ganze Volk trat zu ihm hin. Und er stellte den niedergerissenen Altar Jehovas wieder her.
0b121f00a1	Und Elia nahm zwölf Steine, nach der Zahl der Stämme der Söhne Jakobs, zu welchem das Wort Jehovas geschehen war, indem er sprach: Israel soll dein Name sein!
0b122000d4	und er baute von den Steinen einen Altar im Namen Jehovas; und er machte rings um den Altar einen Graben im Umfange von zwei Maß Saat; [d. h. so breit, daß man ihn mit zwei Maß Getreide hätte besäen können]
0b12210052	und er richtete das Holz zu und zerstückte den Farren und legte ihn auf das Holz.
0b122200f7	Und er sprach: Füllet vier Eimer mit Wasser, und gießet es auf das Brandopfer und auf das Holz. Und er sprach: Tut es zum zweiten Male! und sie taten es zum zweiten Male. Und er sprach: Tut es zum dritten Male! und sie taten es zum dritten Male.
0b12230052	Und das Wasser lief rings um den Altar; und auch den Graben füllte er mit Wasser.
0b1224010a	Und es geschah zur Zeit, da man das Speisopfer opfert, da trat Elia, der Prophet, herzu und sprach: Jehova, Gott Abrahams, Isaaks und Israels! Heute werde kund, daß du Gott in Israel bist, und ich dein Knecht, und daß ich nach deinem Worte alles dieses getan habe.
0b122500a3	Antworte mir, Jehova, antwortete mir, damit dieses Volk wisse, daß du, Jehova, Gott [Eig. der Gott; wie v 21. 24] bist, und daß du ihr Herz zurückgewendet hast!
0b12260094	Da fiel Feuer Jehovas herab und verzehrte das Brandopfer und das Holz und die Steine und die Erde; und das Wasser, das im Graben war, leckte es auf.
0b122700ba	Und als das ganze Volk es sah, da fielen sie auf ihr Angesicht und sprachen: Jehova, er ist Gott! [Eig. der Gott; wie Vers 21. 24] Jehova, er ist Gott! [Eig. der Gott; wie Vers 21. 24] -
0b122800b4	Und Elia sprach zu ihnen: Greifet die Propheten des Baal, keiner von ihnen entrinne! Und sie griffen sie; und Elia führte sie hinab an den Bach Kison und schlachtete sie daselbst.
0b12290066	Und Elia sprach zu Ahab: Gehe hinauf, iß und trink, denn es ist ein Rauschen eines gewaltigen Regens.
0b122a00a4	Und Ahab ging hinauf, um zu essen und zu trinken. Elia aber stieg auf den Gipfel des Karmel; und er beugte sich zur Erde und tat sein Angesicht zwischen seine Knie.
0b122b00b8	Und er sprach zu seinem Knaben: Gehe doch hinauf, schaue nach dem Meere hin. Und er ging hinauf und schaute, und er sprach: Es ist nichts da. Und er sprach: Gehe wieder hin, siebenmal.
0b122c00e6	Und es geschah beim siebten Male, da sprach er: Siehe, eine Wolke, klein wie eines Mannes Hand, steigt aus dem Meere herauf. Da sprach er: Gehe hinauf, sprich zu Ahab: Spanne an und fahre hinab, daß der Regen dich nicht aufhalte!
0b122d009b	Und es geschah unterdessen, da ward der Himmel schwarz von Wolken und Wind, und es kam ein starker Regen; und Ahab bestieg den Wagen und ging nach Jisreel.
0b122e006d	Und die Hand Jehovas kam über Elia; und er gürtete seine Lenden und lief vor Ahab her bis nach Jisreel hin.
0b1301007e	Und Ahab berichtete der Isebel alles, was Elia getan hatte, und alles, wie er alle Propheten mit dem Schwerte getötet hätte.
0b130200c2	Da sandte Isebel einen Boten zu Elia und ließ ihm sagen: So sollen mir die Götter tun und so hinzufügen, wenn ich nicht morgen um diese Zeit dein Leben dem Leben eines von ihnen gleich mache!
0b130300a2	Und als er das sah, machte er sich auf und ging fort um seines Lebens willen, und kam nach Beerseba, das zu Juda gehört; und er ließ seinen Knaben dort zurück.
0b130400f6	Er selbst aber ging in die Wüste, eine Tagereise weit, und kam und setzte sich unter einen Ginsterstrauch. Und er bat, daß seine Seele stürbe, und sprach: Es ist genug; nimm nun, Jehova, meine Seele, denn ich bin nicht besser als meine Väter.
0b1305008c	Und er legte sich nieder und schlief ein unter dem Ginsterstrauch. Und siehe da, ein Engel rührte ihn an und sprach zu ihm: Stehe auf, iß!
0b130600a6	Und als er hinblickte, siehe, da lag zu seinen Häupten ein Kuchen, auf heißen Steinen gebacken, und ein Krug Wasser. Und er aß und trank und legte sich wieder hin.
0b13070084	Und der Engel Jehovas kam zum zweiten Male wieder und rührte ihn an und sprach: Stehe auf, iß! denn der Weg ist zu weit für dich.
0b1308008e	Und er stand auf und aß und trank, und er ging in der Kraft dieser Speise vierzig Tage und vierzig Nächte bis an den Berg Gottes, den Horeb.
0b13090098	Und er ging daselbst in die Höhle und übernachtete daselbst. Und siehe, das Wort Jehovas geschah zu ihm, und er sprach zu ihm: Was tust du hier, Elia?
0b130a0122	Und er sprach: Ich habe sehr geeifert für Jehova, den Gott der Heerscharen; denn die Kinder Israel haben deinen Bund verlassen, deine Altäre niedergerissen und deine Propheten mit dem Schwerte getötet; und ich allein bin übriggeblieben, und sie trachten danach, mir das Leben zu nehmen.
0b130b0125	Und er sprach: Gehe hinaus und stelle dich auf den Berg vor Jehova! Und siehe, Jehova ging vorüber, und ein Wind, groß und stark, zerriß die Berge und zerschmetterte die Felsen vor Jehova her; Jehova war nicht in dem Winde. Und nach dem Winde ein Erdbeben; Jehova war nicht in dem Erdbeben.
0b130c0072	Und nach dem Erdbeben ein Feuer; Jehova war nicht in dem Feuer. Und nach dem Feuer der Ton eines leisen Säuselns.
0b130d00d6	Und es geschah, als Elia es hörte, da verhüllte er sein Angesicht mit seinem Mantel, und ging hinaus und stellte sich an den Eingang der Höhle. Und siehe, eine Stimme geschah zu ihm also: Was tust du hier, Elia?
0b130e0122	Und er sprach: Ich habe sehr geeifert für Jehova, den Gott der Heerscharen; denn die Kinder Israel haben deinen Bund verlassen, deine Altäre niedergerissen und deine Propheten mit dem Schwerte getötet; und ich allein bin übriggeblieben, und sie trachten danach, mir das Leben zu nehmen!
0b130f009f	Und Jehova sprach zu ihm: Gehe, kehre zurück deines Weges, nach der Wüste von Damaskus; und wenn du angekommen bist, so salbe Hasael zum König über Syrien.
0b131000a2	Und Jehu, den Sohn Nimsis, sollst du zum König über Israel salben; und Elisa, den Sohn Saphats, von Abel-Mehola, sollst du zum Propheten salben an deiner Statt.
0b1311008b	Und es soll geschehen: wer dem Schwerte Hasaels entrinnt, den wird Jehu töten; und wer dem Schwerte Jehus entrinnt, den wird Elisa töten.
0b131200ae	Aber ich habe 7000 in Israel übriggelassen, [O. ich werde übriglassen] alle die Knie, die sich nicht vor dem Baal gebeugt haben, und jeden Mund, der ihn nicht geküßt hat.
0b131300cd	Und er ging von dannen und fand Elisa, den Sohn Saphats, welcher gerade pflügte mit zwölf Joch Rindern vor sich her, und er war bei dem zwölften; und Elia ging zu ihm hin und warf seinen Mantel auf ihn.
0b131400d3	Und er verließ die Rinder und lief Elia nach und sprach: Laß mich doch meinen Vater und meine Mutter küssen, so will ich dir nachfolgen. Und er sprach zu ihm: Gehe, kehre zurück! denn was habe ich dir getan?
0b131500ec	Und er kehrte von ihm zurück und nahm das Joch Rinder und schlachtete es, und mit dem Geschirr der Rinder kochte er das Fleisch derselben und gab es den Leuten, und sie aßen; und er machte sich auf und folgte Elia nach und diente ihm.
0b140100bb	Und Ben-Hadad, der König von Syrien, versammelte seine ganze Heeresmacht: 32 Könige waren mit ihm und Rosse und Wagen; und er zog herauf und belagerte Samaria und stritt wider dasselbe.
0b14020041	Und er sandte Boten zu Ahab, dem König von Israel, in die Stadt,
0b1403008c	und ließ ihm sagen: So spricht Ben-Hadad: Dein Silber und dein Gold ist mein, und deine Weiber und deine Söhne, die schönsten, sind mein.
0b1404007b	Und der König von Israel antwortete und sprach: Nach deinem Worte, mein Herr König: dein bin ich mit allem, was mein ist.
0b140500c6	Und die Boten kamen wieder und sprachen: So spricht Ben-Hadad und sagt: Wohl habe ich zu dir gesandt und gesprochen: Dein Silber und dein Gold, und deine Weiber und deine Söhne sollst du mir geben;
0b140600de	doch morgen um diese Zeit werde ich meine Knechte zu dir senden, und sie werden dein Haus und die Häuser deiner Knechte durchsuchen; und es wird geschehen, alle Lust deiner Augen werden sie in ihre Hand tun und mitnehmen.
0b140700fd	Da berief der König von Israel alle Ältesten des Landes und sprach: Erkennet doch und sehet, daß dieser Böses sucht; denn er hat zu mir gesandt um meine Weiber und meine Söhne, und um mein Silber und mein Gold, und ich habe es ihm nicht verweigert.
0b14080058	Und alle Ältesten und alles Volk sprachen zu ihm: Gehorche nicht und willige nicht ein!
0b140900df	Und er sprach zu den Boten Ben-Hadads: Saget meinem Herrn, dem König: Alles, was du deinem Knechte zuerst entboten hast, will ich tun; aber diese Sache kann ich nicht tun. Und die Boten gingen hin und brachten ihm Antwort.
0b140a00c2	Da sandte Ben-Hadad zu ihm und ließ ihm sagen: So sollen mir die Götter tun und so hinzufügen, wenn der Staub von Samaria hinreichen soll für die hohlen Hände all des Volkes, das mir folgt!
0b140b0081	Und der König von Israel antwortete und sprach: Saget ihm: Es rühme sich nicht der sich Gürtende wie der den Gürtel Lösende!
0b140c0100	Und es geschah, als er dieses Wort hörte, -er trank eben, er und die Könige, in den Zelten- [Eig. Hütten, Laubhütten] da sprach er zu seinen Knechten: Stellet euch! [Eig. Leget an [d. h. die Belagerungswerkzeuge]] Und sie stellten sich wider die Stadt.
0b140d00dc	Und siehe, ein Prophet trat zu Ahab, dem König von Israel, und sprach: So spricht Jehova: Hast du diesen ganzen großen Haufen gesehen? Siehe, ich gebe ihn heute in deine Hand, und du sollst wissen, daß ich Jehova bin.
0b140e00c6	Und Ahab sprach: Durch wen? Und er sprach: So spricht Jehova: Durch die Knaben [d. h. Knappen, Knechte] der Obersten der Landschaften. Und er sprach: Wer soll den Kampf eröffnen? Und er sprach: Du.
0b140f0097	Da musterte er die Knaben der Obersten der Landschaften, und ihrer waren 232; und nach ihnen musterte er das ganze Volk, alle Kinder Israel, 7000 Mann.
0b141000a4	Und sie zogen aus am Mittag. Ben-Hadad aber trank und berauschte sich in den Zelten, [Eig. Hütten, Laubhütten] er und die Könige, die 32 Könige, die ihm halfen.
0b141100a0	Und die Knaben der Obersten der Landschaften zogen zuerst aus. Und Ben-Hadad sandte hin, und man berichtete ihm und sprach: Es sind Männer aus Samaria gezogen.
0b1412008e	Da sprach er: Wenn sie zum Frieden ausgezogen sind, so greifet sie lebendig; und wenn sie zum Streit ausgezogen sind, so greifet sie lebendig.
0b14130068	Diese aber zogen aus der Stadt: die Knaben der Obersten der Landschaften und das Heer, das ihnen folgte.
0b141400ac	Und sie schlugen ein jeder seinen Mann, und die Syrer flohen, und Israel jagte ihnen nach; und Ben-Hadad, der König von Syrien, entkam auf einem Rosse mit einigen Reitern.
0b14150080	Da zog der König von Israel aus und schlug die Rosse und die Wagen, und er richtete unter den Syrern eine große Niederlage an.
0b141600db	Da trat der Prophet zu dem König von Israel und sprach zu ihm: Wohlan, verstärke dich, und erkenne und sieh zu, was du zu tun hast; denn bei der Rückkehr des Jahres wird der König von Syrien wider dich heraufziehen.
0b141700d3	Und die Knechte des Königs von Syrien sprachen zu ihm: Ihre Götter sind Berggötter, darum waren sie uns überlegen; jedoch laßt uns in der Ebene wider sie streiten, ob wir ihnen nicht überlegen sein werden!
0b1418006a	Tue aber dieses: Entferne die Könige, einen jeden von seinem Orte, und setze Befehlshaber an ihre Stelle;
0b141900f8	und du, zähle dir ein Heer wie das Heer, das dir gefallen ist, und Rosse wie die Rosse, und Wagen wie die Wagen; und wir wollen in der Ebene wider sie streiten, ob wir ihnen nicht überlegen sein werden. Und er hörte auf ihre Stimme und tat also.
0b141a0098	Und es geschah bei der Rückkehr des Jahres, da musterte Ben-Hadad die Syrer, und er zog hinauf nach Aphek [in der Ebene Jisreel] zum Streit mit Israel.
0b141b00d3	Und die Kinder Israel wurden gemustert und mit Vorrat versorgt, und sie zogen ihnen entgegen; und die Kinder Israel lagerten sich ihnen gegenüber wie zwei kleine Herden Ziegen; die Syrer aber füllten das Land.
0b141c013a	Da trat der Mann Gottes herzu und sprach zu dem König von Israel und sagte: So spricht Jehova: Weil die Syrer gesagt haben: Jehova ist ein Gott der Berge und nicht ein Gott der Täler, [Eig. der Talebenen] so will ich diesen ganzen großen Haufen in deine Hand geben; und ihr werdet erkennen, daß ich Jehova bin.
0b141d00d2	Und sie lagerten, diese jenen gegenüber, sieben Tage lang. Und es geschah am siebten Tage, da begann [W. rückte heran] der Streit; und die Kinder Israel schlugen die Syrer, 100000 Mann zu Fuß, an einem Tage.
0b141e00cc	Und die übrigen flohen nach Aphek in die Stadt. Da fiel die Mauer auf die 27000 Mann, die übriggeblieben waren. Und Ben-Hadad floh und kam in die Stadt, in das innerste Gemach. [O. von Gemach zu Gemach]
0b141f011a	Da sprachen seine Knechte zu ihm: Siehe doch, wir haben gehört, daß die Könige des Hauses Israel gnädige Könige sind; laß uns doch Sacktuch um unsere Lenden legen und Stricke um unsere Häupter, und zum König von Israel hinausgehen; vielleicht läßt er deine Seele am Leben.
0b142000ef	Und sie gürteten Sacktuch um ihre Lenden und legten Stricke um ihre Häupter, und kamen zu dem König von Israel und sprachen: Dein Knecht Ben-Hadad spricht: Laß doch meine Seele am Leben! Und er sprach: Lebt er noch? Er ist mein Bruder.
0b14210166	Und die Männer nahmen es als eine gute Vorbedeutung, und eilten sich zu vergewissern, [Eig. ihn bestätigen zu lassen] ob er es wirklich so meinte, [Eig. ob es aus ihm wäre] und sprachen: Dein Bruder Ben-Hadad. [O. Ben-Hadad ist dein Bruder?] Und er sprach: Gehet, holet ihn. Da ging Ben-Hadad zu ihm hinaus, und er ließ ihn zu sich auf den Wagen steigen.
0b14220150	Und Ben-Hadad [W. Und er] sprach: Die Städte, die mein Vater deinem Vater genommen hat, will ich dir zurückgeben, und du magst dir Straßen in Damaskus anlegen, so wie mein Vater sich solche in Samaria angelegt hat. Und ich, sprach Ahab, will dich mit diesem Bunde ziehen lassen. Und er machte einen Bund mit ihm und ließ ihn ziehen.
0b1423009d	Und ein Mann von den Söhnen der Propheten sprach zu seinem Genossen durch das Wort Jehovas: Schlage mich doch! Aber der Mann weigerte sich, ihn zu schlagen.
0b142400cf	Da sprach er zu ihm: Darum daß du nicht auf die Stimme Jehovas gehört hast, siehe, sobald du von mir weggehst, wird dich ein Löwe töten. Und als er von ihm wegging, da fand ihn ein Löwe und tötete ihn.
0b14250071	Und er traf einen anderen Mann und sprach: Schlage mich doch! Und der Mann schlug ihn, schlug und verwundete ihn.
0b142600b0	Da ging der Prophet hin und stellte sich auf den Weg des Königs, [d. h. den der König kommen sollte] und machte sich unkenntlich, indem er den Kopfbund über seine Augen zog.
0b1427015e	Und es geschah, als der König vorbeiging, da schrie er den König an und sprach: Dein Knecht war mitten in den Streit gezogen, und siehe, da wandte sich ein Mann herzu und brachte einen Mann zu mir und sprach: Bewache diesen Mann; wenn er irgend vermißt wird, so soll dein Leben statt seines Lebens sein, oder du sollst ein Talent Silber darwägen.
0b142800ab	Und es geschah, während dein Knecht hier und dort zu tun hatte, da war er fort. Und der König von Israel sprach zu ihm: Also ist dein Urteil, du selbst hast entschieden.
0b14290077	Da tat er eilends den Kopfbund von seinen Augen, und der König von Israel erkannte ihn, daß er von den Propheten war.
0b142a00fb	Und er sprach zu ihm: So spricht Jehova: Weil du den Mann, den ich verbannt [Eig. den Mann meines Bannes, d. h. der dem Tode geweiht war] habe, aus der Hand entlassen hast, so soll dein Leben statt seines Lebens sein und dein Volk statt seines Volkes!
0b142b005d	Und der König von Israel ging nach seinem Hause, mißmutig und zornig, und kam nach Samaria.
0b15010097	Und es geschah nach diesen Dingen: Naboth, der Jisreeliter, hatte einen Weinberg, der zu Jisreel war, neben dem Palaste Ahabs, des Königs von Samaria.
0b15020111	Und Ahab redete zu Naboth und sprach: Gib mir deinen Weinberg, daß er mein Krautgarten werde, denn er ist nahe bei meinem Hause; und ich will dir statt seiner einen besseren Weinberg geben; oder wenn es gut ist in deinen Augen, will ich dir Geld geben, im Werte desselben.
0b15030071	Aber Naboth sprach zu Ahab: Das lasse Jehova fern von mir sein, daß ich dir das Erbe meiner Väter geben sollte!
0b15040101	Und Ahab kam in sein Haus, mißmutig und zornig über das Wort, das Naboth, der Jisreeliter, zu ihm geredet hatte, indem er sprach: Ich will dir das Erbe meiner Väter nicht geben. Und er legte sich auf sein Bett und wandte sein Angesicht ab und aß nichts.
0b1505007c	Und Isebel, sein Weib, kam zu ihm hinein und sprach zu ihm: Warum ist doch dein Geist mißmutig, und warum issest du nichts?
0b1506013e	Und er sprach zu ihr: Weil ich zu Naboth, dem Jisreeliter, geredet und ihm gesagt habe: [O. Ich habe zu Naboth, dem Jisreeliter, geredet und gesagt] Gib mir deinen Weinberg um Geld, oder wenn du Lust hast, will ich dir statt seiner einen anderen Weinberg geben; aber er sagte: Ich will dir meinen Weinberg nicht geben.
0b150700c7	Da sprach Isebel, sein Weib, zu ihm: Du, übest du jetzt Königsmacht über Israel aus? Stehe auf, iß, und laß dein Herz fröhlich sein. Ich werde dir den Weinberg Naboths, des Jisreeliters, geben.
0b150800be	Und sie schrieb Briefe im Namen Ahabs und siegelte sie mit seinem Siegel, und sandte die Briefe an die Ältesten und an die Edlen, die in seiner Stadt waren, die mit Naboth zusammen wohnten.
0b15090069	Und sie schrieb in den Briefen folgendes: Rufet ein Fasten aus, und setzet Naboth obenan unter dem Volke;
0b150a00e0	und setzet zwei Männer, Söhne Belials, [S. die Anm. zu Richt. 19,22] ihm gegenüber, daß sie wider ihn zeugen und sprechen: Du hast Gott und den König gelästert! und führet ihn hinaus und steiniget ihn, daß er sterbe.
0b150b00c4	Und die Männer seiner Stadt, die Ältesten und die Edlen, die in seiner Stadt wohnten, taten, wie Isebel ihnen entboten hatte, so wie in den Briefen geschrieben war, die sie an sie gesandt hatte.
0b150c0044	Sie riefen ein Fasten aus und setzten Naboth obenan unter dem Volke;
0b150d0114	und die zwei Männer, Söhne Belials, kamen und setzten sich ihm gegenüber; und die Männer Belials zeugten wider ihn, wider Naboth, vor dem Volke und sprachen: Naboth hat Gott und den König gelästert! Und sie führten ihn zur Stadt hinaus und steinigten ihn, und er starb.
0b150e0060	Und sie sandten zu Isebel und ließen ihr sagen: Naboth ist gesteinigt worden und ist gestorben.
0b150f0114	Und es geschah, als Isebel hörte, daß Naboth gesteinigt worden und gestorben war, da sprach Isebel zu Ahab: Mache dich auf, nimm den Weinberg Naboths, des Jisreeliters, in Besitz, den er sich geweigert hat, dir um Geld zu geben; denn Naboth lebt nicht mehr, sondern ist tot.
0b151000a6	Und es geschah, als Ahab hörte, daß Naboth tot war, da machte sich Ahab auf, um in den Weinberg Naboths, des Jisreeliters, hinabzugehen, um ihn in Besitz zu nehmen.
0b15110038	Da geschah das Wort Jehovas zu Elia, dem Tisbiter, also:
0b151200b2	Mache dich auf, gehe hinab, Ahab, dem König von Israel, entgegen, der zu Samaria ist; siehe, er ist im Weinberge Naboths, wohin er hinabgegangen ist, um ihn in Besitz zu nehmen.
0b151300f5	Und rede zu ihm und sprich: So spricht Jehova: Hast du gemordet und auch in Besitz genommen? Und rede zu ihm und sprich: So spricht Jehova: An der Stelle, wo die Hunde das Blut Naboths geleckt haben, sollen die Hunde dein, auch dein Blut lecken.
0b151400ad	Und Ahab sprach zu Elia: Hast du mich gefunden, mein Feind? Und er sprach: Ich habe dich gefunden, weil du dich verkauft hast, um zu tun, was böse ist in den Augen Jehovas.
0b151500b2	Siehe, ich will Unglück über dich bringen und hinter dir her ausfegen; und ich werde von Ahab ausrotten, was männlich ist, sowohl den Gebundenen als auch den Freien in Israel;
0b151600c2	und ich werde dein Haus machen wie das Haus Jerobeams, des Sohnes Nebats, und wie das Haus Baesas, des Sohnes Achijas, wegen der Reizung, womit du mich gereizt und Israel sündigen gemacht hast.
0b15170073	Und auch von Isebel hat Jehova geredet und gesprochen: Die Hunde sollen Isebel fressen an der Vormauer von Jisreel.
0b15180088	Wer von Ahab in der Stadt stirbt, den sollen die Hunde fressen, und wer auf dem Felde stirbt, den sollen die Vögel des Himmels fressen.
0b151900bd	[Es ist gar keiner gewesen wie Ahab, der sich verkauft hätte, um zu tun, was böse ist in den Augen Jehovas, welchen Isebel, sein Weib, anreizte. [O. denn Isebel, sein Weib, reizte ihn an]
0b151a00bd	Und er tat sehr viele Greuel, [W. er handelte sehr greulich] indem er den Götzen nachwandelte, nach allem, was die Amoriter getan, welche Jehova vor den Kindern Israel ausgetrieben hatte.]
0b151b00a9	Und es geschah, als Ahab diese Worte hörte, da zerriß er seine Kleider und legte Sacktuch um seinen Leib und fastete; und er lag im Sacktuch, und er ging still einher.
0b151c0038	Da geschah das Wort Jehovas zu Elia, dem Tisbiter, also:
0b151d00dd	Hast du gesehen, daß Ahab sich vor mir gedemütigt hat? Weil er sich vor mir gedemütigt hat, will ich das Unglück in seinen Tagen nicht bringen; in den Tagen seines Sohnes will ich das Unglück über sein Haus bringen.
0b1601005e	Und [2. Chron. 18] sie blieben drei Jahre ruhig; es war kein Krieg zwischen Syrien und Israel.
0b16020066	Und es geschah im dritten Jahre, da kam Josaphat, der König von Juda, zu dem König von Israel herab.
0b160300b3	Und der König von Israel sprach zu seinen Knechten: Wisset ihr nicht, daß Ramoth-Gilead unser ist? Und wir bleiben still und nehmen es nicht aus der Hand des Königs von Syrien?
0b160400cf	Und er sprach zu Josaphat: Willst du mit mir nach Ramoth-Gilead in den Streit ziehen? Und Josaphat sprach zu dem König von Israel: Ich will sein wie du, mein Volk wie dein Volk, meine Rosse wie deine Rosse!
0b1605005f	Und Josaphat sprach zu dem König von Israel: Befrage doch heute [O. vorerst] das Wort Jehovas.
0b16060106	Da versammelte der König von Israel die Propheten, bei vierhundert Mann, und er sprach zu ihnen: Soll ich wider Ramoth-Gilead in den Streit ziehen, oder soll ich davon abstehen? Und sie sprachen: Ziehe hinauf, und der Herr wird es in die Hand des Königs geben.
0b16070054	Aber Josaphat sprach: Ist hier kein Prophet Jehovas mehr, daß wir durch ihn fragen?
