2a00000004	Luke
2a090d0101	Kaki kaworia xiyeri kanikina, “Takieni xoye tinika,” niketai. Kaki kanikati ninie xiyeri kauneri, “Sini xokupa xoye xuwe. Tupumoru autapa xeika wese axiri xeika kireni purina. Sini xounuku mua xokupa xuiapu nikau xoye isayarinikepinukure?” woteneai.
2a090e0089	Apimi 5,000 siei puroteneai. Kakeri, Yesusue nupo tataiwopi ipaki kanikina, “Tini kanikari 50-teu 50-teu xineri misepineri,” niketai.
2a090f002f	Yesusupo tataiwopie kakeri, apimie misieteneai.
2a091000ca	Pani Yesusue 5-teu tupumoru xeika wese axiri xeika tina mena eisau puri Xoiteu eiyasewotai. Kakerina tupumoru xeika wese xeika tina puruporouweina, nupo tataiwopi tinikati ninie xuiapu tinikixowoteneai.
2a09110066	Pani xokupa xuiapue pa xoye neri ukaniketai. Xoye maisa kunununeri, murinakai 12-teu xosa imoroteneai.
2a09120091	Kire yause Yesusu nukoni kunikuni puratia, nupo tataiwopie nu xeika puroteneai. Yesusue kotonikina, “Xuiapue yeurepa yuxirounerina?” niketai.
2a091300fd	Kakati xiyeri kauneri, “Ne kireue kunauneri, ‘Ne Yoni ene iserikikirouna apue,’ xirouneri. Kireue ipaki kunauneri, ‘Ne Ilaisae,’ xi kunaurouneri. Kireue kunauneri, ‘Nepa ekimenikeu Xoiteupo kunatureture xiyeri sarotai xineri,’” woteneai.
2a091400bb	Kakeri kotonikina, “Takiepa ye yu paxinukuna?” niketai. Kakati Pitae Yesusu xiyeri kauna, “Ne Kristus, Xoiteue tumunerina nukou xuiapu xiyeri sonikewaire xesanati koutiai,” wotai.
2a09150075	Pani Yesusue nukou tataiwopi sokisoki xoka tinikipuri kanikina, “Mua kuna kire apu arari xakusu kawaku,” niketai.
2a091600e4	Kakeri kunauna, “Apupo Nono nu xokupa tatau tepina. Akereki tumu teu xeika, kokaipa xuriatiti xeika, tu xotapa sipa apimi xeika paiye nikiniki tuworineri ouweria, xumuna xeimore asau xowatia xiyeri saropina,” xina kaniketai.
2a09170091	Yesusue xokupa xuiapu ipaki kanikina, “Yuerau ye taiyepure xinapa, nukoure nanunanu wetina, xokupa yause nukou na nikitoto xemena ye taiyepina.
2a0918009c	Pa amure, yuerau nuko ekeoma puropi soki tepure xinapa, nuko ekeoma puropisui xuwexepina. Yuerau yeure nanuna nu xuwexina paiya, nu asinaku ekeoma puropina.
2a09190066	Yuerau ouropu xokupa sapi tipurina, nuko xoxixina xuwexina paiya, pa xokupa sapie amaki tianuwopinana?
2a091a00d4	Yuerau yeure mayaxina, yeu kunaure mayaxina paiya, sewai, Apupo Nono nukou kokaipa naku memeremu xeika, omopu xeika Xoiteupo xenikorokoro nikau xeika xosa puropinae kouna paiya, pa xuimi apimire rania mayaxepina.
2a091b0088	Suwauni kutu katikine, kireu apimi nini mua tumu puroteneai nini xumopu xuweuni, Xoiteue xuiapu yakunepina yause xekopineri,” niketai.
2a091c007e	Yesusue pa kuna kunauwati kireni muris sie xowatia, Pita, Yemusu, Yoni nini soniki ti kire totou xouro kunikuniwopure xowotai.
2a091d0073	Yesusue kunikuni puratia, nupo moakemu pirixina xetau korowati nupo nekei paiya xiri karaini kutu xina peririketai.
2a091e004b	Kakatia axiri apue Yesusu xeika kunau puroteneai. Paiya Mosesino Ilaisanoe.
2a091f007f	Mosesino Ilaisanoe Xoiteu nukou memeremu xeika maneri, Yesusu Yerusalemu saina tieina mua ou weti xowopinaure kunau puroteneai.
2a09200097	Pita xeika kire Yesusupo tataiwopi aimore xeikae xinimenikati xineteneai. Xiyeri sauweineria Yesusu xeika pa apu aimore xosa xeika memeremu xekoteneai.
2a09210104	Pa apu aimorei Yesusu weti xowopure xeria, Pitae Yesusu kauna, “Xesepesiki, sini muoro puropua asinaku. Sini xeimore yana ata xuworepinuku. Kire neu, kire Mosesipo, kirepa Ilaisapu,” wotai. Pitae pa kuna kunawotaia, nu amu kuna rau kunawotai, nu sipa xuwe.
2a09220049	Pitae kunau puratia, pani kire iyouwe ma xesuaki taunikati ximikieteneai.
2a09230086	Pa iyou waiwaie kire apu supoe ipaki kunauna, “Muaiya yeu Nono. Yeu saina teriyepinaure unaritiai. Tini nupo kuna iyesa,” niketai.
2a09240098	Xoiteue kunauwatia, Yesusu nukoni purati xekoteneai. Kakerineri pa totou weti munaneria, Yesusupo tataiwopie pa kapia xekoteneaire kire apu kawopu xuwe.
2a09250074	Xurise kire asau xosa Yesusue nupo tataiwopi xeika totou weti munoria, kokaipa xuiapu teue maneri nu tutumawoteneai.
2a0926007c	Kire apu nini xopurei Yesusu ipaki yauna, “Xesepei, yeu sawai nono xekowaire ne sokisoki kotonine. Ye pa nono kireni tuku.
2a092700eb	Xokupa yause kire xoxi yaniyanie kamoro manati, sapauni xoxi xiraxaraurouna. Pa xoxi yaniyanie kakati sirosarouna si maua xana maua paiye xarei kusaurouna. Pa xoxi yaniyanie, pa nonopu mupokemu xiri xoxixoxi xina sapauni wetirouwatixe.
2a09280079	Kakati neu tatainepi sokisoki kotonikine, ‘Tini mua xoxi yaniyani xesauweya,’ xitiai sorena nini itou xuwe,” wotai.
2a092900e3	Kakati Yesusue xiyeri kauna, “Tini xuimiapimi xotikisuwari xana xuwe. Tinipo nanunanu xeika kapia xeika paiya asinakuni kutu xuwe. Ye amakau yause tini xeika purinei tinipo xu xemeropinena? Neu nono sou tinau mouwo,” wotai.
2a092a00a7	Pa nonoe Yesusu nutiemu moatia, xoxi yaniyanie pa nono oro otuwati utu xiri sirosarowotai. Kakati Yesusue pa xoxi yaniyani auworina, pa nono atieri omo xiyeri tuwotai.
2a092b00b5	Paire xokupa xuiapue Xoiteupo kokaipa sokisoki xekeri, xiri ureni kutu urewoteneai. Yesusue xokupa kapia kaketaire xuiapue xemu xokupa nanunanu teria, nupo tataiwopi ipaki kanikina,
2a092c0060	“Tini mua kuna xosa atinari xakutiki iyara. Apupo Nono apu xupunikiro iyarepineri,” niketai.
2a092d0096	Kakati nupo tataiwopie pa kuna xotapa sipawopu xuwe. Kuna xotapa ximiaki purati, nini ati sipawopu xuwe. Paire kotouneri sipawopineria, ximikieteneai.
2a092e0074	Kire yause Yesusupo tataiwopie kunauneri, “Yurau sinipo akereki kokaipa?” xineri niko niko kuna tuwata xeteneai.
2a092f006e	Kakeri Yesusue ninipo nanunanu xonikiro purotai siparina, kire nono misiara sou mana nuko nutiemu tumuworetai.
2a0930010e	Kakeri nupo tataiwopi kanikina, “Apue yeure nanuna mua nono misiara souna paiya, nu ye tianina. Apue ye tianina paiya nu yeu xauwa tianuna, nue ye xesayati koutiai. Pa amure, apu wenumu xuweu misiarani kutu tini xokupa xopuro purotai paiya nu akeri purina,” niketai.
2a093100d1	Yonie Yesusupo kuna iyeserina, xiyeri kauna, “Kokaipa apu, sini kire apue neu weninirei xoxi yaniyani xesauwerinikepi saina tati xekeukiriai. Kaketaina pana siko taisikepu xuweu wati taiyerukiriai,” wotai.
2a09320077	Kakatia Yesusue xiyeri kauna, “Tini kakixanari wete waku. Apu nu xiwaitikepu xuweu paiya nu tinipo emetiki,” wotai.
2a0933007a	Xoiteue Yesusu mena xouro sou xowopina yause tomuroirotai. Paxati Yesusue Yerusalemu xowopina nanunanureni sokisoki xetai.
2a0934005b	Kireu apimi akeri xesanikati, kire Samaria nikau wese xuru ireiyeruwopure akeri xowoteneai.
2a09350088	Kakeria pa wesepu apimie, Yesusu ninipo atoro souxowopi xirexeteneai. Pa amure, Yesusu Yerusalemu xowopure xati siparineri xirexeteneai.
2a093600ca	Axiri tataiwopi, Yemusino Yoninoe, Samaria apimi nikau kapia xekerineri, Yesusu ipaki kotouneri, “Kokaipa apu, ne iyo xau sini mena xouropu xepi uru yauyatia, kou mua xuiapu u nikepinare?” xeteneai.
2a09370023	Kakeria Yesusue pirixina auniketai.
2a09380020	Kakerineri kire wese xowoteneai.
2a0939007b	Yesusue nupo tataiwopi xeika imeyau xoworia, kire apue Yesusu kauna, “Xokupa wese xowauwa, ye tataini texepine,” wotai.
2a093a0090	Kakati Yesusue kauna, “Mamumamua nini ouro xinirouneri upu tukuna, nia nini teu tuku. Pana Apupo Nono paiya nu xinepina suwari xuwe,” wotai.
2a093b0088	Yesusue kire apu kauna, “Ne ma taiye,” wotai. Kaki kawatia pa apue kauna, “Kokaipa apu, weitau ye xou xauwa upuwarineye,” wotai.
2a093c00a0	Kakati Yesusue kauna, “Xeuxana. Apu xumoteneaieni ninipo apu teu upuainikepineri. Ne paiya xounau Xoiteue yakunikirouna xuimiapimi xosa kuna uteiwo,” wotai.
2a093d007d	Kire apue Yesusu ipaki kauna, “Kokaipa, ye ne tainepurexinena pana, weitau ye xounei yeu apu kini kusonikerineye,” wotai.
2a093e00ac	Kakati Yesusue kauna, “Apu taitai tirouna sorena, nu xokupa yause nikero oioirouna. Panumu apu paiya nu Xoiteue yakunikirouna xuimiapimi xosa saina tepu watixe,” wotai.
2a0a0100ae	Xurise Kokaipae xiyeri pani 72 apu teu tumunikeri, axiri axiri xesanikati weu akeri xowoteneai. Nuko texepina xokupa erewese xeika, wesewese xeika xosa xesanikati xowoteneai.
2a0a0200c4	Ipaki kanikina, “Sainoro xokupa xoye itou xuxurexetaina pana, tepineri saina apu xokupa xuwe. Pa xati tinie saina Xataku kotou kunikuniwari, nue saina apu xesanikati xou xoye kununuworuwopineri.
2a0a03004e	“Tini xouwa. Iyesa, tini sipsipu arara sie mamumamu xopu xesatiki tixounuku.
2a0a04008f	Tini kaki xanari xexopu re ari pokia re e kireu sietikiropu erieri arari tixowaku. Xounaria kakixanari xuiapu imero tutumanikinaria kusonikaku.
2a0a05006f	Tini kire atoro manaria, akeri ipakinaria kunaunari, ‘Mua atoropu xuiapu tini xotiki kururei pura,’ xakuai.
2a0a0600ae	Kakari kire apu nu siomoue pa atoro puropina paiya, tinipo asinaku kuna pa apu xosa xou puropina. Panumu apu puropu xuweua, tinipo asinaku kuna taki xosatikini xiyeri kopina.
2a0a0700a3	Tini pa kireni atoroni purakuai. Ninie xoye xeika ene xeika tikeria nakuai, pa amure, saina tirouna apua nupo xe tepina. Tini kaki xanari xetaxetau ata yau xowaku.
2a0a08005c	“Tini kire erewese manari ninipo atoro sotiki xoworia, paina ninie tikepineri xoye nakuai.
2a0a0900be	Kakinaria pa erewese puroteneai supa apu atinikari, supa xuwexepineri. Pani ipaki kuna utei kanikinari, ‘Xoiteu xuiapu yakunikirouna yause, pa nutietiki tomuroirouna xinari,’ kanikakuai.
2a0a0a006b	Kire erewese manari ninipo atoro sotiki xowopu xuweuworia, pa erewesepu xokupa imero ma tumupuri kunaunari,
2a0a0b00d8	‘Tinipo erewesepu maie sinipo siasikiro erarawotai, tinipo kapia xoxi xati atari tikikiri sipawakuaire siasiki pokunuku. Pana tini ati nanunanuwa. Xoiteu xuiapu yakunikirouna yause, pa ma tomuroirouna,’ nikakuai.
2a0a0c009f	Ye katikine, Xoiteue xuiapu kuna xosa tumunikerepina yause paiya, pa erewesepu xuiapu xosa xu mopinapa, Sotomu xuiapue xu teniai emeserinikepineri,” niketai.
2a0a0d0179	Yesusue pani kunauna, “Xousuwani kutu, tini Korasin erewesepu xuiapu xeika Petsaita apimi xeika tini xotiki pirixepu xuweunaria tini xoxi xakuai. Kire apue, ikoe taki xopu kakitiai sie xouna Tair erewese xeika Saiton erewese xeika xonuxonu kapia eretai xakua, ekimeni Tair xeika Saiton xeika paiya, xoniki pirixinaku eiyoxi xoniki pirixepi nekei erinaku tepeu tauworo misaku.
2a0a0e0092	Xoiteue xuiapu kuna xosa tumunikerepure iyaretai yause xosa paiya, xu tini xosa yaraxepinapa, Tair xeika Saiton xeika nikau xu xiri emeseriwakuai.
2a0a0f0085	Tini Kapaneam, tini mena xouroni kutu iyaitikerepinerire? Xuweni kutu. Tini toupaini kutu apu xumoki nikau wese xowakuai,” niketai.
2a0a1000cb	Yesusue nupo tataiwopi ipaki kanikina, “Apue tinipo kuna iyesinapa, nu yeu kuna iyesina. Apue tini nike tikinapa, nu ye nike sina. Apue ye nike sinapa, ye xesayati koutiai Xoiteu nike tuna,” niketai.
2a0a1100bb	Yesusue 72 apu teu xesanikati xowoteneaie, xiyeri kouneri xiri nimaririwoteneai. Kunauneri, “Kokaipa, sini neu wenini tikiria, xoxi yaniyanie rania sinipo kuna taiwoteneai,” xeteneai.
2a0a120061	Kakeri Yesusue kanikina, “Ye Satan xekeutia mena wetina xore memeremue miriaiti uraki kouyeuna.
2a0a1300f0	Iyesa. Ye itou wenitiki sokisoki tikieitiai, tini matu xeika apu xoxixoxinikepineri teki xeika xoronikakuai itou, pa xeika tinipo xiwaiatiki Satanipo xokupa sokisoki emeseriwakuai itou. Paxati tini kire sapie xoxixoxitikepina sie itou xuwe.
2a0a1400b4	Tini kaki xanari nimaririrei kunaunari, ‘Xoxi yaniyanie sinipo kuna taineri xaku.’ Xuwe. Xoiteue tinipo wenitiki mena xouro nukou nakau xosa xayaretaire nimaririwa,” niketai.
2a0a15015e	Pa yause xosa Xoiteupo Supo Youyae Yesusupo xoukemu nimaririerati, Yesusue ipaki kunauna, “Xauwa, ne ou xeika mena xeikapu Kokaipa, ye ne eiyasenine, pa amure, apu nini asinaku sipa tuku nanunanu tuku xosa mua sapi ximiakerine, apu nono arara puroteneai sie xosa kireni atarinikitiai. Iyo, Xauwa, ne nakipo nanunanu kireni tainau pa kake,” xetai.
2a0a1600ee	Yesusue pani kunauna, “Yeu Xauwae xokupa sapi yeu xupiro iyaretai. Kire apue Nono sipa xuwe. Xauwa kirenie nu sipa. Kire apue Xauwa sipa xuwe. Nono nuko kirenie, pa apu teu Nono nukoe Omo atariniketai xeika kirenie Xauwa sipa,” xetai.
2a0a170086	Tataiwopi kirenie purianuwori, pirixina xekenikeri, ipaki kanikina, “Apue tini xekeurounuku sapi xekeuneria, nini nimariri wopineri.
2a0a1800db	Ye tini katikine, ekime xokupa kunatureture xeika kokemu xeikae mua sapi tinie xekeukiriai xekopure xeniai sorena xekopu xuwe. Tinie mua kuna iyesirounuku, ninie iyesepure xirouneri sorena nini iyesepu xuwe,” niketai.
2a0a190087	Kire tuxotapa sipa apue sarotai. Yesusu eruru wopure ipaki kotouna, “Xesepei, ye amakinei sipes ekioma puropi sui tepinena?” wotai.
2a0a1a0067	Kakati Yesusue ipaki kauna, “Amu kuna tuxotapa xosa purinana? Ne amu kunaure nina xitiaina?” wotai.
2a0a1b00df	Kakati pa tuxotapa sipa apue kauna, “Tini sikou Xoiteu Kokaipa xotikiewa. Tini takipo xotikieni xenitikieni sokisokieni nanutikieni nure xiri xotikiewa. Kakinarini takire xikiriai sieni emetikimanaure xotikiewa,” xetai.
2a0a1c006e	Kakati Yesusue ipaki kauna, “Paiya. Ne kutuni kunaune. Ne pa kakinauwa, ekinioma puropi sui tewai,” wotai.
2a0a1d0099	Pa tuxotapa sipa apue nanuna, ye xurarauyepineri parina, Yesusu ipaki kotouna, “Tuxotapae kunauna yeu emeire xetaia, yureni kutu kunawotaina?” xetai.
2a0a1e00ec	Kakati Yesusue mua kuna kauna, “Kire apue Yerusalemu wetina toupa erewese Yeriko xowotai. Petuae imero ximiaki puroteneaie nanana ou ouworineri, nupo xokupa xuru tineri xowoteneai. Kakeri pa apue imero xini purina xiri xumopureirotai.
2a0a1f006a	Pa yause kire xuriatitie ime tai munotai. Pa apu imero xini purati xekerina weu ime marei emeseru xowotai.
2a0a200052	Pani kire Liwaie rania pareini mana pa apu xekerina weu ime marei emeseru xowotai.
2a0a210061	“Kire Samariapu apue imeyau xouna pa apu xosa putawotai. Nue pa apu xekerina xiri xousua wotai.
2a0a2200b7	Pa apu nutiemu xonana, orip xona xeika xisa enekemu xeika usi xosa oina ereruwotai. Kakerina pa apu xeme tina nukou tonki xouroni miserina, kire toro ata xosa sou xouna ati yakuwotai.
2a0a2300cf	Kire yause xosa xe aimore waxi tina pa toro ata xataku tuwori kauna, ‘Nei mua apu ati yakuwo,’ wotai. Pani kauna, ‘Ne nakipo xeini tinau mua apu yakunauwa, ye xiyeri kouneia xapa tinepine,’” wotai.
2a0a24008b	Yesusue pa tuxotapa sipa apu kotouna, “Ne amu xi nanunena? Yu nupo emeuni kutue pa apu petua xupunikiro xoxixetai xouwewotaina?” wotai.
2a0a250084	Kakati, nue kauna, “Pa apure xousuawati tianuwotai apu,” wotai. Yesusue ipaki kauna, “Ne xounau panumu kapiani kake,” wotai.
2a0a26007d	Yesusue nupo tataiwopi xeika teipa xouneri, kire wese manetai. Pa wesepu kire xui, wenumu Mata, nue Yesusu atoro sou xowotai.
2a0a270076	Mata nu xameyau xuisani tuku, nupo wenumu Maria. Mariae mana Kokaipa nutiemu siau sakoro misirouna nupo kuna iyesetai.
2a0a2800e4	Mata paiya nu xoye ireipurina kokaipa sainaure xokupa nanunanu tetai. Paire Yesusu xosa xona kunauna, “Kokaipa, yeu xameyaie weitati ikoni xoyewopi saina tine. Ne paire nanuwau xana xuwerau? Mana tianiyepinaure kawo,” wotai.
2a0a290067	Kakati Kokaipae nupo kuna xapa ti kauna, “Mata, Mata, ne xokupa nanunanu tine xokupa sapire xonieune.
2a0a2a00a3	Ne kire sapire kireni nanunanuwowai. Mua sapi Mariae tepure xetaia, pa asinaku sapini kutu, pa xati nu mua asinaku sapi tepure xetaia sini taiyeruwopuxe,” wotai.
2a0b0100b8	Yesusue kire iriro kunikuni purotai. Nu kunikuniatia, kire tataiwopie ipaki kauna, “Kokaipa, ekime Yonie nupo tataiwopi kunikuniwopi kapia uworinikeyai sie, sini uworisike,” wotai.
2a0b02009c	Kakati Yesusue ipaki kanikina, “Tini kunikuni naria, ipaki kunaunari, ‘Xauwa, neu wenini xeseu puropina. Neu, Xoiteue xuiapu yakunikirouna yause kopina.
2a0b030024	Xokupa asau ne pa yausepu xoye sike.
2a0b04009b	Ne sinipo xunu weterisike, pa amure, kireue sini xosa kaketeneai xunu weterinikirounuku. Ne kaki xanau eruru wetau sini xosa moxete,’” xi uworiniketai.
2a0b0500a8	Yesusue pani ipaki kanikina, “Kire apu tini xopuropu nu kire xatau tuku, xinepi nikini kutu xouna pa xatau ipaki kotouna, ‘Xatai, ye xeimore tupumoru sie,’ wotai.
2a0b060058	‘Yeu kire maroue imerei kouna yeu atoro putawati, ye xoye tuwopine sie xuwe,’ wotai.
2a0b0700c4	Kakati pa atoro purotai apue xiyeri kuna kauna, ‘Ne kaki xanau ye irerei sieu. Isima nakerekina yeu nono teu xeika xinieikiriai. Ye sanei pa sapi tinepi xana xuwe,’ wopina. Paina, amakepinana?
2a0b0800ca	Ye tini katikine, ata xatakue sanapa xatau xokupa sapi xuweitauwotai tuwopina. Nu xatau tianuwopureni kutu nanuna kakepu watixe. Xuwe. Nu xataue uru yexekiyexekiwopina xirarina sarouna pa sapi tuwopina.
2a0b0900c2	Paxati ye tini katikine, tini Xoiteu kunikuninari kotowaria sapi tikepina, nu xemu tikepina. Tini sapi xirekepi saina tinaria, xemu xekowakuai. Tini isima korukoru xaria Xoiteue taiyeritikepina.
2a0b0a00a7	Xokupa apue Xoiteure kunikunineria, nini sapi tirouneri. Apue sapi xirekepi saina tina paiya nu xekeurouna. Apue isima korukoru xina paiya Xoiteue isima taiyeriwopina.
2a0b0b0069	“Kire nono takipoe kire wese masa omoe tuwopinaure kotowatia, omoe kire matu xoxi tuwopinare, wo? Xuwe.
2a0b0c005f	Nonoe kire kaira waxi omoe tuwopinaure kotowatia, omoe kire teki tuwopinare, wo? Pa rania xuwe.
2a0b0d00fc	Tini eminikimanapa xokupa xoxi kapia kakirounuku sorena, tinipo nono asinaku sapini kutu tinikepi tini sipa. Pa xati tini paire ati sipawakuai, apue mena xouro purotai emitiki kotoworia, nu nimaririrei Xoiteupo Sokisoki Supo Youya tikepina,” niketai.
2a0b0e00b7	Yesusue kire xoxi yaniyani kire apu xosa purina supo pararetai xesauweruwotai. Pa xoxi yaniyanie xouratia, pa apu supo motokekie kunawotai. Kakati xuiapue xekerineri xiri urewoteneai.
2a0b0f007d	Paire kireu apue kunauneri, “Nu Pelsepulupo sokisokirei xoxi yaniyani xesaurouna, nu xoxi yaniyani nikau tumu,” xeteneai.
2a0b100085	Kireu apu teue Yesusu Xoiteupo saina tinarexi eruruneri sipawopure, “Mena xouropu kire xonuxonu kapia atarisikexi,” kotowoteneai.
2a0b1100dc	Kakeria Yesusue ninipo nanunanu sipauweina, ipaki kanikina, “Kire sanawapu apu teue uteineri aimore tutuxi waraxeria, pa sanawa paiya xoxi xepina. Kire apu noue uteineri nikoniko xiwai waraxeria, pa apu nou purixepina.
2a0b1200c7	Satanipo apu teue uteineri aimore tutu xineri nikoniko xiwai sayeria, pa xuru Satanie yakuwotaia amakineri puropinerirau? Tini kunaunuku ye Pelsepulupo sokisokirei xoxi yaniyani xesauroune xirounuku.
2a0b1300cd	Pana suwau ye Pelsepulue tianiyati xoxi yaniyani xesauroune xatia, yue emetikimana tianikirouwati, ninie xoxi yaniyani xesaunerina? Takipo emetikimanaini kapia ataritikineria tinipo kuna xoxi patikepineri.
2a0b140083	Xoiteu nukoini ye sokisoki siati xoxi yaniyani xesanikitia, tini sipaukiriai, Xoiteue xuiapu yakunikirouna yause tini xeika purina.
2a0b150062	“Kire apu sokisokie saripiripiri sie tina nupo ata ati yakuwatia, nupo xokupa xuru ati puropina.
2a0b1600c9	Pana kire apu xiri sokisokini kutue mana pa apu nueni ouna paiya, nupo xokupa kupira xeika saripiripiri xeikae sokisoki wati purotai tepina. Pa xokupa xuru tina paiya kireu apimi xosa uteiyerinikepina.
2a0b17008a	“Apu yeu marou xuweu paiya, nu ye xeika xiwairouna. Apue ye tianina xokupa sapi kununuwopu xuweuwotaia, nu sirisoroweirouna,” niketai.
2a0b1800f3	Yesusue pani kunauna, “Xoxi yaniyanie kire apu wetina paiya, kire xiri xekeuna arikepure xiri yau xourouna. Kire iri xekeuna arikepure. Kire iri asinaku xekopu xuweunapa, ipaki kunawopina, ‘Ye ekime puriai atoro xiyeri xowopine,’ xepina.
2a0b190034	Xounapa inaina kasauneri nekeiwoteneai ata xekopina.
2a0b1a00d4	Kakeri xounapa, kireu xoxi yaniyani 7-teu nuko emeseruneri xoxi kapia tirouneri sonikepina. Kakatia pa ata minika maneria puropineri. Ximuximua pa apu xoxi purotai, pana muaia xiri xoxini kutu puropina,” xetai.
2a0b1b00b4	Yesusue kokaipa xuiapu teu puroteneai yause xosa kuna uteiwotai. Kakati kire xui nini xopu purotaie ipaki yaxina, “Pa xuie iyainerina apuri tinetaia, nu nimaririwopina,” xetai.
2a0b1c0085	Kakati Yesusue kunauna, “Pa xuwena ipaki kunaunuku, apue Xoiteupo kuna iyesineri taineria, nini nimariri wopineri xepu,” niketai.
2a0b1d0126	Xokupa xuiapuni kutue Yesusu xosa pani kouyewori, Yesusue ipaki kanikina, “Mua yausepu xuiapua nini xuiapu xoxi. Ye Xoiteupo saina tinaxi xonuxonu kapia atarinikepineure yaxineri. Pana nini amu xonuxonu kapia xekopuworixe. Xuwe. Nini kunatureture Yonapu kire xonuxonu kapia kireni xekopineri.
2a0b1e00b5	Ekime Xoiteupo xonuxonu kapia Yonae kakina Niniwe apimi atarinikeyai. Panumu sieni Apupo Nonoe Xoiteupo xonuxonu kapia tina Xoiteu nuko siei puratia, mua yausepu xuiapue xekopineri.
2a0b1f013e	Xoiteue xuiapu kuna xosa iyainikerepina yause xosa paiya, Sepapu kokemu xuie kuna xosa tumunapa mua yausepu xuiapu nikau kapia xoxire kunawopina. Pa amure, pa kokemu xuie ou maroni kutu purotaina pana, Solomonie nupo sipa asinaku uteiwati iyesepure kotai. Pana kire apu tini xopuro purina, nue Solomoni xiri emeseruna.
2a0b200106	Xoiteue xuiapu kuna xosa iyainikeratia, Niniwepu apimie kuna xosa tumuneria mua yausepu xuiapu nikau kapia xoxire kunawopineri. Pa amure, Niniwe xuiapue Yonae uteiwoyai kuna iyesineri, xoniki pirixeniai. Pana kire apu mua purotaia, nu Yona emeseruna,” niketai.
2a0b2100c4	Yesusue pani ipaki kunauna, “Apimie naku oineri ata iruworo upu minika iyarirounerire, e kire kokoto iruworo iyarirouworixe. Xuwe. Nini saka xouro iyareri, apimie maneria pa memeremu xekopineri.
2a0b2200a8	Ekinikemu paiya mupunipo naku sie. Neu ekinikemu asinaku xatia, memeremue neu mupuni xokupa xokope xepina. Pana ekinikemu xoxi xatia, neu mupunikomu paiya ukumu xepina.
2a0b23004a	Pa xati ne ati yakuwo. Neu memeremu naki xoniro purotai xukuna ukumu xete.
2a0b24008f	Neu xokupa mupunikomu memeremu tuku xati kireira masa ukumuwopu xuweu paiya, neu mupunikomu xiri una, nakupo memeremue tiniewopina,” niketai.
2a0b25008a	Yesusue kuna uteiyatia, kire Parisi apue Yesusu kawotai nu xeika xoye nepinaure. Kakati Yesusue atareira mana sakamaro misina apaipurotai.
2a0b260053	Yesusue ene xupo kurowopu xuweuni xoye nati, pa Parisipo apue xokupa nanunau tetai.
2a0b2700bb	Kakati Kokaipae ipaki kauna, “Tini Parisia, marua xeika sai masa xeika atinuku nikekemu kurourounuku. Pana kamareira paiya, tini pe xepi kapia xeika xoxixoxi kapia xeikae xokope xinuku.
2a0b280049	Tini nananana xura! Apue sapi nikereira kesina kamareira kesixepu xuwere?
2a0b29007d	Sapi minikareira purotaia, tini apu sapi xuweu tianikinari tinika. Tini pa kakinari paiya, tinipo xokupa sapi xosei puropina.
2a0b2a0152	“Pana tini Parisi, sosopa epixa. Xokupa sainoropu sani arara paiya uteinuku 10-teu worinuku kire teupu paiya Xoiteu turounuku. Pana tini kutu xepu kapia wetinuku, Xoiteu xouwewopi kapia weteteurounuku. Xeuxana tini Xoiteu taiwopi kapia sokisoki tinari, kireu tuxotapa taiwa. Kakinari, tini sosopa epixa. Sewai tini xoxi puropi purakuai.
2a0b2b00d9	“Tini Parisi, sosopa epixa. Tini Yuta nikau kununu ata yau akeri tumauro iri tinuku misepure xirounuku, kakinukuni kununu wese yau xuiapue kuso tikepinerire xirounukuna sosopa epixa. Tini sewai xoxi puropi purakuai.
2a0b2c00ca	“Tini sosopa epixa. Tinapa kopaupu teu ou minika ximiaki purori, apue sipa xuweuni pa upu xouyau texineri, Xoiteu ekero xunu tuku xirouneri sie kakinukuna, tini sewai xoxi puropi purakuai,” niketai.
2a0b2d0094	Kire tuxotapa sipa apue pa kuna iyeserina Yesusu ipaki kauna, “Xesepei, ne Parisi apimi muanumu kuna kanikitiaia, sini rania xoxisikine,” wotai.
2a0b2e010c	Kakati Yesusue kunauna, “Tini tu xotapa sipa apimi, taki rania sosopa epixakuai. Tini kokai xuru xu tinuku apu tinikari nikoni irereineri xemeiyeuneri. Pana takiepa pa xu tianiki xemeropure kire xuputiki waxi iyarirouwarixe. Paxati, tini xurise xoxi puropi purakuai.
2a0b2f00a8	“Tini sosopa epixa. Tinipo asitikimanae kunatureture ounikieri xumori, tinie kunatureture nikau upu atiatinuku nekeirounuku. Paxati, tini xurise xoxi puropi purakuai.
2a0b3000b6	Asitikimanae kakirouneri kapiani tinie apu ekinikiro asinaku kapia xi kakirounaku. Pa amure, asitikimanae kunatureture ounikieri xumoniaina, tinie ninipo upu atiatinuku nekeirounuku.
2a0b3100ba	“Xoiteupo asinaku nanunanuni kutue ipaki kunawoyai, ‘Ye kunatureture xeika tianiyepi xeika pa apu xosaniki xesaniki xoworia, ninie kire teu xoxixoxinikineria ounikiepineri,’ xeyai.
2a0b3200c3	Pa xati ximuximu Xoiteue mua ou iyarati kouna kouna pani mua yause xosa, apue kunatureture ounikieri xumoteneai nikau xu paiya, mua yausepu xuiapu xosa puratia, ninie pa xoxi kapiapu xu tepineri.
