0100000006	1 Mose
09030500bf	und lief dann zu Eli und sagte: »Hier bin ich! Du hast mich ja gerufen.« Jener aber erwiderte: »Ich habe nicht gerufen; lege dich wieder schlafen!« Da ging er hin und legte sich schlafen.
09030600d1	Der HERR aber rief wiederum: »Samuel!« Dieser erhob sich, ging zu Eli und sagte: »Hier bin ich! Du hast mich ja gerufen.« Jener antwortete: »Ich habe nicht gerufen, mein Sohn; lege dich wieder schlafen!«
090307007a	Samuel hatte nämlich den HERRN noch nicht kennengelernt, und es war ihm noch keine Offenbarung des HERRN zuteil geworden.
09030800d4	Nun rief der HERR wiederum zum drittenmal: »Samuel!« Da stand er auf, ging zu Eli und sagte: »Hier bin ich! Du hast mich ja gerufen.« Jetzt erkannte Eli, daß der HERR es war, der den Jüngling gerufen hatte;
09030900db	daher sagte Eli zu Samuel: »Gehe hin, lege dich schlafen! Doch wenn du wieder angerufen wirst, so antworte: ›Rede, HERR, denn dein Knecht hört!‹« So ging denn Samuel hin und legte sich auf seinem Platze schlafen.
09030a0089	Da kam der HERR, trat vor ihn hin und rief wie die vorigen Male: »Samuel! Samuel!« Dieser antwortete: »Rede! Denn dein Knecht hört.«
09030b0085	Da sagte der HERR zu Samuel: »Wisse wohl, ich will in Israel etwas vollführen, daß jedem, der es hört, beide Ohren gellen sollen.
09030c007c	An jenem Tage will ich an Eli alles in Erfüllung gehen lassen, was ich seinem Hause angedroht habe, von Anfang bis zu Ende!
09030d00e3	Denn ich habe ihm ankündigen lassen, daß ich sein Haus für alle Zeit richten will wegen seiner Verschuldung; denn er hat gewußt, daß seine Söhne Gott in Verachtung bringen, und er ist ihnen dennoch nicht entgegengetreten.
09030e00b4	Darum habe ich dem Hause Elis geschworen: ›Wahrlich, die Verfehlung des Hauses Elis soll in Ewigkeit nicht, weder durch Schlachtopfer noch durch Speisopfer, gesühnt werden!‹«
09030f009d	Samuel blieb hierauf bis zum Morgen liegen; dann öffnete er die Türen des Hauses des HERRN, scheute sich jedoch, dem Eli etwas von dem Gesicht mitzuteilen.
0903100060	Aber Eli rief ihn zu sich und sagte: »Samuel, mein Sohn!« Dieser antwortete: »Hier bin ich!«
09031100c7	Da fragte jener: »Was hat er zu dir gesagt? Verheimliche mir ja nichts! Gott möge dir’s jetzt und künftig vergelten, wenn du mir irgend etwas von allem verheimlichst, was er zu dir gesagt hat!«
0903120096	Da teilte ihm Samuel die ganze Offenbarung mit, ohne ihm etwas zu verschweigen; der aber erwiderte: »Er ist der HERR: er tue, was ihm wohlgefällt!«
0903130073	Samuel aber wuchs heran, und der HERR war mit ihm und ließ nichts unerfüllt von allem, was er angekündigt hatte;
0903140067	und ganz Israel von Dan bis Beerseba erkannte, daß Samuel zum Propheten des HERRN bestellt worden war.
09031500bd	Der HERR aber erschien auch fernerhin in Silo; denn der HERR offenbarte sich dem Samuel [in Silo durch das Wort des HERRN], und Samuel teilte dann die Offenbarungen dem gesamten Israel mit.
0904010097	Und die Israeliten zogen den Philistern zum Kampf entgegen und lagerten bei Eben-Eser, während die Philister ihr Lager bei Aphek aufgeschlagen hatten.
0904020100	Als sich nun die Philister den Israeliten gegenüber in Schlachtordnung aufgestellt hatten und der Kampf sich weit ausbreitete, wurden die Israeliten von den Philistern besiegt, und diese erschlugen in der Schlacht auf offenem Felde gegen viertausend Mann.
0904030120	Als dann das Heer ins Lager zurückgekehrt war, sagten die Ältesten der Israeliten: »Warum hat der HERR uns heute den Philistern unterliegen lassen? Wir wollen die Bundeslade des HERRN aus Silo zu uns holen, damit er in unsere Mitte kommt und uns aus der Hand unserer Feinde errettet.«
09040400dd	So sandte denn das Volk nach Silo, und man holte von dort die Bundeslade Gottes, des HERRN der Heerscharen, der über den Cheruben thront; und die beiden Söhne Elis, Hophni und Pinehas, begleiteten die Bundeslade Gottes.
0904050082	Als nun die Bundeslade des HERRN ins Lager kam, erhob ganz Israel ein so gewaltiges Jubelgeschrei, daß die Erde davon erdröhnte.
09040600c7	Als die Philister den lauten Jubel hörten, fragten sie: »Was hat dies laute Jubelgeschrei im Lager der Hebräer zu bedeuten?« Als sie dann erfuhren, daß die Lade des HERRN ins Lager gekommen sei,
09040700a5	gerieten die Philister in Angst, denn sie dachten: »Gott ist zu ihnen ins Lager gekommen!«, und sie riefen aus: »Wehe uns! Denn so etwas ist vordem nie geschehen!
09040800ac	Wehe uns! Wer wird uns aus der Hand dieser mächtigen Gottheit erretten? Das ist ja dieselbe Gottheit, welche die Ägypter in der Wüste mit allerlei Plagen geschlagen hat!
09040900a0	Haltet euch tapfer und zeigt euch als Männer, ihr Philister, sonst müßt ihr den Hebräern dienen, wie sie euch gedient haben; ja, seid Männer und kämpft!«
09040a00d1	Da kämpften denn die Philister, und die Israeliten wurden geschlagen, und sie flohen ein jeder zu seinen Zelten; und die Niederlage war sehr schwer: es fielen von den Israeliten dreißigtausend Mann Fußvolk.
09040b0076	Auch die Lade Gottes wurde (von den Feinden) erbeutet, und die beiden Söhne Elis, Hophni und Pinehas, fanden den Tod.
09040c0094	Ein Benjaminit nun war vom Schlachtfelde weggeeilt und noch an demselben Tage nach Silo gelangt mit zerrissenen Kleidern und mit Erde auf dem Haupt.
09040d00f4	Als er dort ankam, saß Eli gerade auf einem Stuhle (neben dem Tor) und spähte die Straße entlang; denn sein Herz bangte um die Lade Gottes. Als nun der Mann ankam, um der Stadt die Nachricht zu bringen, erhob die ganze Stadt ein Wehgeschrei.
09040e0096	Als Eli das laute Geschrei hörte, fragte er: »Was bedeutet dieses gewaltige Geschrei?« Da kam der Mann herangeeilt und brachte dem Eli die Meldung.
09040f006c	Eli war aber achtundneunzig Jahre alt und hatte das Augenlicht verloren, so daß er nicht mehr sehen konnte.
09041000c8	Als nun der Mann zu Eli sagte: »Ich bin der Bote, der vom Schlachtfeld gekommen ist, und zwar bin ich heute vom Schlachtfeld geflohen«, da fragte Eli: »Wie ist es (denn dort) gegangen, mein Sohn?«
09041100eb	Der Bote antwortete: »Die Israeliten sind vor den Philistern geflohen; dazu hat unser Heer eine schwere Niederlage erlitten; auch deine beiden Söhne, Hophni und Pinehas, sind tot, und die Lade Gottes ist (von den Feinden) erbeutet.«
09041200d5	Als er nun die Lade Gottes erwähnte, da fiel Eli rücklings vom Stuhl herab neben dem Tor, brach das Genick und war tot; denn er war alt und ein schwerer Mann. Vierzig Jahre lang war er Richter in Israel gewesen.
09041300fb	Seine Schwiegertochter aber, die Frau des Pinehas, war hochschwanger; als sie nun die Kunde vom Verlust der Lade Gottes und vom Tode ihres Schwiegervaters und ihres Mannes vernahm, brach sie zusammen und gebar, da die Wehen sie plötzlich überfielen.
09041400bd	Als es nun mit ihr zum Sterben ging und die Frauen, die um sie standen, zu ihr sagten: »Fürchte dich nicht; du hast einen Sohn geboren!«, gab sie keine Antwort und war ganz teilnahmslos;
09041500cc	doch nannte sie den Knaben Ikabod, womit sie sagen wollte: »Dahin ist die Herrlichkeit Israels!«, weil ja die Lade Gottes verlorengegangen war und wegen ihres Schwiegervaters und um ihres Mannes willen.
0904160065	Sie rief also aus: »Dahin ist die Herrlichkeit Israels, denn die Lade Gottes ist verlorengegangen!«
090501005d	Die Philister aber hatten die Lade Gottes erbeutet und brachten sie von Eben-Eser nach Asdod;
090502006e	dort nahmen die Philister die Lade Gottes, brachten sie in den Tempel Dagons und stellten sie neben Dagon hin.
09050300de	Als aber die Einwohner von Asdod am nächsten Morgen früh in den Tempel Dagons kamen, fanden sie Dagon vor der Lade des HERRN am Boden auf dem Angesicht liegen. Da nahmen sie Dagon und stellten ihn wieder an seinen Platz.
090504011f	Als sie aber am folgenden Tage frühmorgens kamen, fanden sie Dagon wieder auf seinem Angesicht am Boden vor der Lade des HERRN liegen, und zwar lagen der Kopf Dagons und seine beiden Hände abgetrennt auf der Schwelle des Tempels; nur sein Fischrumpf war neben ihr noch übriggeblieben.
090505008f	Daher treten in Asdod die Priester Dagons und alle, die in den Dagontempel hineingehen, nicht auf die Schwelle Dagons bis auf den heutigen Tag.
090506009d	Hierauf legte sich die Hand des HERRN schwer auf die Einwohner von Asdod; er setzte sie in Schrecken und suchte die Stadt und ihr Gebiet mit Pestbeulen heim.
09050700c4	Als nun die Leute von Asdod diese ihre schlimme Lage erkannten, sagten sie: »Die Lade des Gottes Israels darf nicht bei uns bleiben! Denn seine Hand lastet schwer auf uns und unserm Gott Dagon.«
0905080128	Da beriefen sie durch Boten sämtliche Fürsten der Philister in ihre Stadt zusammen und fragten: »Was sollen wir mit der Lade des Gottes Israels machen?« Da antworteten jene: »Nach Gath soll die Lade des Gottes Israels überführt werden!«, und sie ließen sie auch wirklich dorthin bringen.
09050900e5	Aber als sie dorthin geschafft worden war, kam die Hand des HERRN über die Stadt mit einer ganz gewaltigen Bestürzung, und er schlug auch hier die Leute der Stadt, junge und alte, so daß Pestbeulen an ihnen zum Ausbruch kamen.
09050a00e9	Als man dann die Lade Gottes nach Ekron gebracht hatte, schrien die Einwohner der Stadt nach Ankunft der Lade Gottes in Ekron: »Man hat die Lade des Gottes Israels zu uns hergebracht, um uns und unsere Einwohnerschaft umzubringen!«
09050b0158	Da ließen sie wiederum alle Fürsten der Philister durch Boten zusammenrufen und baten: »Schickt die Lade des Gottes der Israeliten wieder zurück an den Ort, wohin sie gehört, damit sie nicht uns und unser Volk umbringt!« Denn es war ein tödlicher Schrecken über die ganze Stadt gekommen: überaus schwer lastete die Hand Gottes auf ihr;
09050c0077	denn die Leute, die nicht starben, litten qualvoll an Pestbeulen, und das Wehgeschrei der Stadt stieg zum Himmel empor.
090601005e	Nachdem sich nun die Lade des HERRN sieben Monate lang im Gebiet der Philister befunden hatte,
09060200d7	beriefen die Philister ihre Priester und Wahrsager und fragten sie: »Was sollen wir mit der Lade des HERRN machen? Laßt uns wissen, auf welche Weise wir sie an den Ort, wohin sie gehört, zurückschicken sollen!«
0906030143	Jene antworteten: »Wollt ihr die Lade des Gottes Israels zurückschicken, so dürft ihr sie nicht ohne Geschenke ziehen lassen, sondern müßt ihr jedenfalls ein Sühnegeschenk zum Entgelt mitgeben; alsdann wird es euch wieder gutgehen, und ihr werdet auch in Erfahrung bringen, warum seine Hand nicht von euch abläßt.«
090604013d	Da fragten sie: »Worin soll das Sühnegeschenk bestehen, das wir ihm als Entgelt entrichten sollen?« Jene antworteten: »Entsprechend der Zahl der Fürsten der Philister: fünf goldene (Nachbildungen eurer) Pestbeulen und fünf goldene Mäuse; denn die gleiche Plage ist euch allen, auch euren Fürsten widerfahren.
090605010a	Laßt also Nachbildungen eurer Pestbeulen und Nachbildungen von den Mäusen anfertigen, die euch das Land verwüsten, und erweist so dem Gott Israels eine Ehre; vielleicht läßt er dann seine Hand nicht mehr so schwer auf euch und eurem Gott und eurem Lande lasten.
09060600cf	Warum wollt ihr euer Herz verhärten, wie die Ägypter und der Pharao einst ihr Herz verhärtet haben? Nicht wahr: erst als er ihnen übel mitgespielt hatte, da ließen sie sie ziehen, und sie durften gehen.
09060700d6	Laßt also jetzt einen neuen Wagen fertigen und nehmt ein Paar säugende Kühe, auf die noch nie ein Joch gekommen ist; spannt dann die Kühe an den Wagen, ihre Kälber aber treibt von ihnen weg nach Hause zurück.
09060800c9	Dann nehmt die Lade des HERRN, stellt sie auf den Wagen und tut die goldenen Kleinodien, die ihr ihm als Sühnegeschenk entrichten wollt, in ein Kästchen neben sie und laßt sie so ihres Weges ziehen.
0906090106	Gebt aber acht: wenn sie den Heimweg antritt hinauf nach Beth-Semes hin, so ist er es gewesen, der uns dieses große Unglück hat zustoßen lassen; andernfalls wissen wir, daß nicht seine Hand uns heimgesucht hat, sondern daß nur ein Zufall uns begegnet ist.«
09060a008e	Da taten die Leute so: sie nahmen ein Paar säugende Kühe und spannten sie an den Wagen, während sie ihre Kälber zu Hause zurückbehielten.
09060b0086	Dann stellten sie die Lade des HERRN auf den Wagen samt dem Kästchen mit den goldenen Mäusen und den Nachbildungen ihrer Pestbeulen.
09060c00fe	Da gingen die Kühe geradeaus auf dem Wege nach Beth-Semes zu, verfolgten, unaufhörlich brüllend, dieselbe Straße, ohne nach rechts oder nach links abzubiegen; die Fürsten der Philister aber gingen hinter ihnen her bis an die Feldmark von Beth-Semes.
09060d00be	Die Einwohner von Beth-Semes aber waren gerade mit der Weizenernte in der Niederung beschäftigt. Als sie nun ihre Augen erhoben und die Lade erblickten, freuten sie sich, sie wiederzusehen.
09060e00e0	Als der Wagen dann auf dem Felde des Bethsemesiters Josua angekommen war, stand er daselbst still. Dort lag ein großer Stein. Sie spalteten nun das Holz des Wagens und brachten die beiden Kühe dem HERRN als Brandopfer dar.
09060f0137	Die Leviten hatten nämlich die Lade des HERRN herabgenommen und ebenso das neben ihr stehende Kästchen, in welchem sich die goldenen Kleinodien befanden, und hatten sie auf den großen Stein gestellt; hierauf brachten die Einwohner von Beth-Semes dem HERRN noch an demselben Tage Brand- und Schlachtopfer dar.
0906100084	Nachdem dann die fünf Fürsten der Philister alles mit angesehen hatten, kehrten sie noch an demselben Tage nach Ekron zurück. –
09061100c4	Folgendes sind aber die goldenen Pestbeulen, welche die Philister dem HERRN als Sühnegeschenk erstattet haben: für Asdod eine, für Gaza eine, für Askalon eine, für Gath eine, für Ekron eine;
0906120154	die goldenen Mäuse aber entsprachen der Zahl aller Ortschaften der Philister unter den fünf Fürsten, sowohl der befestigten Städte als auch der offenen Bauerndörfer. (Zeuge) hierfür ist der große Stein, auf den sie die Lade des HERRN niedergesetzt hatten, der bis auf den heutigen Tag auf dem Felde Josuas, des Bethsemesiters, liegt.
090613013f	(Der Herr) aber ließ unter den Einwohnern von Beth-Semes ein Sterben ausbrechen, weil sie in die Lade des HERRN hineingeschaut hatten, und ließ unter der Einwohnerschaft siebzig Personen sterben. Da trauerte die Einwohnerschaft darüber, daß der HERR ein so schreckliches Unglück über das Volk hatte kommen lassen;
090614009b	und die Leute von Beth-Semes riefen aus: »Wer vermag zu bestehen vor dem HERRN, diesem heiligen Gott?!« und: »Zu wem soll er nun hingehen von uns weg?«
09061500b9	Sie sandten dann Boten zu den Einwohnern von Kirjath-Jearim und ließen ihnen sagen: »Die Philister haben die Lade des HERRN zurückgebracht; kommt herab und holt sie zu euch hinauf!«
09070100c5	Da kamen die Männer von Kirjath-Jearim, holten die Lade des HERRN hinauf und brachten sie in das Haus Abinadabs auf der Anhöhe; seinen Sohn Eleasar aber weihten sie zum Hüter der Lade des HERRN.
09070200c9	Seit dem Tage nun, an welchem die Lade des HERRN in Kirjath-Jearim untergebracht war, verging eine lange Zeit, wohl zwanzig Jahre. Als sich dann das ganze Haus Israel mit Wehklagen an den HERRN wandte,
090703012a	sagte Samuel zum ganzen Hause Israel: »Wenn ihr mit eurem ganzen Herzen zum HERRN umkehren wollt, so schafft die fremden Götter und besonders die Astartebilder aus eurer Mitte weg und richtet euer Herz auf den HERRN und dient ihm allein, dann wird er euch aus der Gewalt der Philister erretten.«
090704005b	Da entfernten die Israeliten die Bilder Baals und der Astarte und dienten dem HERRN allein.
0907050084	Hierauf machte Samuel bekannt: »Laßt ganz Israel in Mizpa zusammenkommen, dann will ich Fürbitte für euch beim HERRN einlegen!«
0907060108	Als sie sich nun in Mizpa versammelt hatten, schöpften sie Wasser und gossen es vor dem HERRN aus; zugleich fasteten sie an jenem Tage und legten dort das Bekenntnis ab: »Wir haben gegen den HERRN gesündigt!« Sodann sprach Samuel den Israeliten in Mizpa Recht.
09070700df	Als aber die Philister erfuhren, daß die Israeliten sich in Mizpa versammelt hatten, zogen die Fürsten der Philister gegen Israel hinauf. Als die Israeliten Kunde davon erhielten, gerieten sie in Furcht vor den Philistern
0907080087	und baten Samuel: »Laß nicht ab, für uns zum HERRN, unserm Gott, laut zu flehen, daß er uns aus der Gewalt der Philister errette!«
0907090093	Da nahm Samuel ein Milchlamm und brachte es dem HERRN als Ganzopfer dar; dabei flehte Samuel laut für Israel zum HERRN, und der HERR erhörte ihn.
09070a0135	Während nämlich Samuel an jenem Tage das Brandopfer darbrachte, waren die Philister zum Angriff gegen Israel herangerückt; aber der HERR ließ ein Gewitter mit furchtbarem Donner über den Philistern ausbrechen und versetzte sie dadurch in solche Bestürzung, daß sie von den Israeliten geschlagen wurden.
09070b0089	Da brachen die Israeliten aus Mizpa hervor, verfolgten die Philister und richteten ein Blutbad unter ihnen an bis unterhalb von Beth-Kar.
09070c009f	Darauf nahm Samuel einen Stein und stellte ihn zwischen Mizpa und Sen auf und gab ihm den Namen Eben-Eser und sagte: »Bis hierher hat der HERR uns geholfen!«
09070d00ac	So waren denn die Philister gedemütigt und fielen fortan nicht mehr in das Gebiet der Israeliten ein; denn solange Samuel lebte, lag die Hand des HERRN auf den Philistern.
09070e011b	Auch die Städte, welche die Philister den Israeliten abgenommen hatten, kamen wieder in den Besitz der Israeliten, von Ekron an bis Gath; auch das zu ihnen gehörige Gebiet machte Israel von der Herrschaft der Philister frei. Ebenso bestand Friede zwischen Israel und den Amoritern.
09070f0048	Samuel waltete dann als Richter in Israel während seines ganzen Lebens.
090710009e	Er zog nämlich Jahr für Jahr umher und machte die Runde über Bethel, Gilgal und Mizpa; wenn er dann an allen diesen Orten Gericht in Israel gehalten hatte,
0907110093	kehrte er nach Rama zurück; denn dort hatte er seinen Wohnsitz, und dort sprach er den Israeliten Recht; er baute dort dem HERRN auch einen Altar.
090801005e	Als aber Samuel alt geworden war, bestellte er seine (beiden) Söhne zu Richtern über Israel.
0908020052	Sein ältester Sohn hieß Joel, sein zweiter Abia; sie sprachen in Beerseba Recht.
0908030087	Aber seine Söhne wandelten nicht in seinen Wegen, sondern gingen auf Gewinn aus, nahmen Bestechungsgeschenke an und beugten das Recht.
090804004d	Da versammelten sich alle Ältesten der Israeliten, kamen zu Samuel nach Rama
09080500cf	und sagten zu ihm: »Du bist nun alt geworden, und deine Söhne wandeln nicht in deinen Wegen; so setze nun einen König über uns ein, der uns richten soll, wie es bei allen anderen Völkern der Fall ist.«
090806009a	Samuel war zwar unzufrieden damit, daß sie von ihm die Einsetzung eines Königs verlangten, der über sie herrschen sollte; doch als er zum HERRN betete,
09080700e3	gab der HERR ihm die Antwort: »Komm der Forderung des Volkes in allem nach, was sie von dir verlangen! Denn nicht dich haben sie verworfen, sondern mich haben sie verworfen, daß ich nicht (länger) König über sie sein soll.
09080800d4	Sie machen es jetzt mit dir ebenso, wie sie es mit mir immer gemacht haben seit der Zeit, wo ich sie aus Ägypten hergeführt habe, bis auf diesen Tag, indem sie mich verlassen und anderen Göttern gedient haben.
090809008b	So komm also ihrer Forderung nach; nur verwarne sie ernstlich und weise sie hin auf die Rechte des Königs, der über sie herrschen wird.«
09080a0070	Hierauf teilte Samuel dem Volke, das einen König von ihm forderte, alles mit, was der HERR zu ihm gesagt hatte,
09080b00f3	und fuhr dann fort: »Folgende Rechte wird der König haben, der über euch herrschen wird: Eure Söhne wird er nehmen, um sie für sich bei seinen Kriegswagen und seinen Reitern zu verwenden; er wird sie auch vor seinem Wagen herlaufen lassen
09080c00e6	und sie als Befehlshaber über Tausend und als Befehlshaber über Fünfzig für sich anstellen; sie werden ferner seine Äcker pflügen müssen und seine Ernte einbringen und ihm Kriegsgeräte und Wagengeschirr anzufertigen haben.
09080d0062	Eure Töchter aber wird er nehmen und sie zum Salbenbereiten, zum Kochen und zum Backen verwenden.
09080e006e	Von euren Äckern, euren Weinbergen und Ölbaumgärten wird er die besten nehmen und sie seinen Dienern geben;
09080f0070	und von euren Saatfeldern und Weinbergen wird er den Zehnten erheben und ihn seinen Hofleuten und Beamten geben.
0908100070	Eure Knechte und Mägde, eure schönsten Rinder und Esel wird er nehmen und sie für seine Wirtschaft verwenden.
0908110066	Von eurem Kleinvieh wird er den Zehnten erheben, und ihr selbst werdet ihm als Knechte dienen müssen.
0908120085	Und wenn ihr dann wegen eures Königs, den ihr euch erwählt habt, zum HERRN schreit, so wird der HERR euch alsdann nicht erhören.«
090813008c	Aber das Volk wollte auf Samuels Vorstellungen nicht hören, sondern erklärte: »Nein, es soll dennoch ein König an unserer Spitze stehen!
0908140091	Wir wollen es ebenso haben wie alle anderen Völker: unser König soll uns Recht sprechen, soll unser Anführer sein und unsere Kriege führen.«
0908150053	Als nun Samuel alle Worte des Volkes angehört und sie dem HERRN vorgetragen hatte,
09081600b9	sagte der HERR zu Samuel: »Komm ihrer Forderung nach und setze einen König über sie ein!« Darauf sagte Samuel zu den Männern von Israel: »Geht heim, ein jeder in seinen Wohnort!«
09090100b5	Es war aber ein Mann aus (Gibea im) Stamme Benjamin namens Kis, ein Sohn Abiels, des Sohnes Zerors, des Sohnes Bechoraths, des Sohnes Aphiahs, ein Benjaminit, ein wohlhabender Mann;
09090200b9	der hatte einen Sohn namens Saul, von ungewöhnlicher Schönheit, so daß es unter den Israeliten keinen schöneren Mann gab; alle anderen im Volk überragte er um eines Hauptes Länge.
09090300c8	Als nun Kis, dem Vater Sauls, einst die Eselinnen sich verlaufen hatten, sagte Kis zu seinem Sohne Saul: »Nimm einen von den Knechten mit dir und mache dich auf den Weg, um die Eselinnen zu suchen!«
0909040106	Da durchwanderte er das ephraimitische Bergland und durchzog die Landschaft Salisa, ohne die Tiere zu finden; weiter zogen sie durch die Landschaft Saalim, aber sie waren nicht da; dann ging’s durch das Gebiet von Benjamin, aber sie fanden sie auch hier nicht.
09090500ce	Als sie endlich in der Landschaft Zuph angelangt waren, sagte Saul zu seinem Knecht, der bei ihm war: »Komm, wir wollen umkehren; sonst könnte sich mein Vater um uns statt um die Eselinnen Sorge machen.«
09090600f8	Doch jener entgegnete ihm: »In der Stadt dort wohnt ja ein Gottesmann, ein hochangesehener Mann; alles, was er sagt, trifft sicher ein. Laß uns also dorthin gehen! Vielleicht gibt er uns Auskunft in unserer Sache, deretwegen wir unterwegs sind.«
09090700fe	Saul erwiderte seinem Knechte: »Wenn wir wirklich hingingen, ja was wollten wir dem Manne zukommen lassen? Das Brot in unseren Ranzen ist ausgegangen, und wir haben kein Geschenk, das wir dem Gottesmanne bringen könnten; was hätten wir noch bei uns?«
09090800be	Da antwortete der Knecht dem Saul noch einmal: »Ich habe hier noch einen Viertelschekel Silber bei mir; den magst du dem Gottesmanne schenken, damit er uns Auskunft in unserer Sache gibt.«
09090900c9	[Ehedem gebrauchte man in Israel, wenn man zur Befragung Gottes ging, die Redensart: »Kommt, laßt uns zum Seher gehen!«; denn einen Mann, den man heutzutage Prophet heißt, nannte man ehedem Seher.]
09090a00a1	Da antwortete Saul seinem Knecht: »Dein Vorschlag ist gut! Komm, wir wollen (zum Seher) hingehen!« Als sie nun nach der Stadt hingingen, wo der Gottesmann war,
09090b00a8	und gerade den Aufgang zur Stadt hinanstiegen, begegneten ihnen junge Mädchen, die herauskamen, um Wasser zu holen. Diese fragten sie: »Ist der Seher hier anwesend?«
09090c00ad	Sie antworteten ihnen: »Jawohl, er ist da gerade vor dir; eile nun hin, denn er ist eben heute in die Stadt gekommen, weil das Volk heute ein Opferfest auf der Höhe hält.
09090d0133	Wenn ihr in die Stadt kommt, werdet ihr ihn gerade noch treffen, bevor er auf die Höhe zum Essen hinaufgeht; denn die Festgesellschaft ißt nicht eher, als bis er gekommen ist; er muß nämlich das Opfermahl segnen: erst dann essen die Geladenen. Geht also hinauf, denn eben jetzt werdet ihr ihn treffen!«
09090e00a0	So gingen sie denn zur Stadt hinauf; und als sie gerade in das Innere der Stadt getreten waren, kam Samuel heraus, ihnen entgegen, um zur Anhöhe hinaufzugehen.
09090f0065	Nun hatte aber der HERR am Tage zuvor, ehe Saul kam, dem Samuel folgende Offenbarung zukommen lassen:
090910011f	»Morgen um diese Stunde werde ich einen Mann aus dem Stamme Benjamin zu dir kommen lassen: den salbe zum Fürsten über mein Volk Israel; er soll mein Volk aus der Gewalt der Philister erretten; denn ich habe das Elend meines Volkes angesehen, weil sein Hilferuf zu mir gedrungen ist.«
0909110099	Sobald nun Samuel den Saul erblickte, tat der HERR ihm kund: »Dies ist der Mann, von dem ich dir gesagt habe, daß er über mein Volk herrschen solle!«
0909120079	Da trat Saul innerhalb des Torplatzes auf Samuel zu mit der Bitte: »Sage mir doch, wo hier die Wohnung des Sehers ist.«
09091300ea	Samuel antwortete dem Saul: »Ich bin der Seher: steige vor mir her die Höhe hinauf! Denn ihr müßt heute mit mir essen; morgen früh will ich dich dann ziehen lassen und dir Auskunft über alles geben, was dir auf dem Herzen liegt.
0909140102	Um die Eselinnen aber, die dir heute vor drei Tagen abhanden gekommen sind, brauchst du dir keine Gedanken zu machen; denn sie haben sich wiedergefunden. Und wem gehört alles, was es Wertvolles in Israel gibt? Doch wohl dir und deines Vaters ganzem Hause?«
09091500df	Da entgegnete Saul: »Ich bin doch nur ein Benjaminit, aus einem der kleinsten Stämme Israels, und mein Geschlecht ist das geringste unter allen Geschlechtern des Stammes Benjamin: warum redest du da solche Worte zu mir?«
09091600a7	Samuel aber nahm Saul samt seinem Knecht mit sich, führte sie in die Halle und wies ihnen einen Platz an zuoberst der Gäste, deren ungefähr dreißig anwesend waren.
0909170094	Hierauf sagte Samuel zu dem Koch: »Bringe das Stück her, das ich dir übergeben und von dem ich dir gesagt habe, du möchtest es beiseite legen.«
0909180158	Da brachte der Koch die Keule mit dem Nierenstück herbei, Samuel aber setzte sie dem Saul vor und sagte: »Siehe, dies Ehrenstück ist für dich aufgehoben! Lege es dir vor und iß! Denn bis zur bestimmten Zeit ist es für dich aufbewahrt worden, schon als ich sagte, ich hätte die Gäste geladen.« So aß denn Saul mit Samuel an jenem Tage.
090919006d	Als sie dann von der Anhöhe zur Stadt hinuntergegangen waren, bereitete man dem Saul das Lager auf dem Dach;
09091a00e8	und er legte sich schlafen. Als dann die Morgenröte aufging, rief Samuel aufs Dach hinauf dem Saul die Worte zu: »Stehe auf! Ich will dich geleiten.« Da stand Saul auf, und sie gingen beide, er und Samuel, hinaus auf die Straße.
09091b00bc	Während sie nun ans Ende der Stadt hinuntergingen, sagte Samuel zu Saul: »Laß den Knecht uns vorausgehen! Du selbst aber bleibe jetzt hier stehen: ich will dir ein Gotteswort kundtun!«
090a0100af	Hierauf nahm Samuel die Ölflasche und goß sie ihm aufs Haupt, küßte ihn dann und sagte: »Hiermit hat der HERR dich zum Fürsten über sein Eigentumsvolk Israel gesalbt!«
090a02017f	»Wenn du jetzt von mir weggehst, wirst du beim Grabe der Rahel an der Grenze von Benjamin, in Zelzah, zwei Männer treffen, die zu dir sagen werden: ›Die Eselinnen, zu deren Aufsuchung du ausgezogen bist, haben sich wiedergefunden; dein Vater denkt jetzt nicht mehr an den Vorfall mit den Eselinnen, macht sich aber um euch Sorge und sagt: Was soll ich wegen meines Sohnes tun?‹
090a030111	Wenn du dann von dort weiterwanderst und zum Terebinthenhain von Thabor gekommen bist, so werden dir dort drei Männer begegnen, die zum Heiligtum Gottes nach Bethel hinaufgehen; der eine trägt drei Böckchen, der andere drei Laibe Brot und der dritte einen Schlauch Wein.
090a040059	Sie werden dich begrüßen und dir zwei Brote anbieten, die du von ihnen annehmen sollst.
090a050143	Hierauf wirst du nach Gibea-Elohim kommen, wo die Säule der Philister steht, und beim Eintritt in den Ort wirst du dort einer Schar Propheten begegnen, die von der Höhe herabkommen, und vor ihnen her erschallt Musik von Harfen, Pauken, Flöten und Zithern, während sie selbst sich in prophetischer Begeisterung befinden.
090a060096	Da wird dann der Geist des HERRN auch über dich kommen, so daß du mit ihnen in Begeisterung gerätst und in einen anderen Menschen verwandelt wirst.
090a070076	Wenn nun diese Zeichen bei dir eingetroffen sind, so tu, wozu du dich gerade getrieben fühlst, denn Gott ist mit dir!
090a0800e1	Gehe vor mir nach Gilgal hinab; ich werde alsdann zu dir dorthin kommen, um Brandopfer darzubringen und Heilsopfer zu schlachten. Sieben Tage sollst du dort warten, bis ich zu dir komme und dir mitteile, was du zu tun hast.«
