2800000007	Matthew
2a08260077	Now, the man out of whom the demons were gone, entreated his permission to attend him. But Jesus dismissed him, saying,
2a0827009f	Return home, and relate what great things God has done for you. Then he departed, and published through all the city, what great things Jesus had done for him.
2a0828004e	Jesus, at his return, was welcomed by the crowd, who were all waiting for him.
2a0829008e	Meantime, a man named Jairus, came, a ruler of the synagogue, who, throwing himself at the feet of Jesus, besought him to come into his house;
2a082a0070	for he had an only daughter, about twelve years old, who was dying. As Jesus went along, the people crowded him;
2a082b0096	and a woman, who had been twelve years afflicted with an issue of blood, and had consumed all her living upon physicians, none of whom could cure her,
2a082c0050	coming behind, touched the tuft of his mantle; upon which her issue was stopped.
2a082d00ac	Then Jesus said, Who touched me? When every body denied it, Peter, and those with him, answered, Master, the multitude throng and press you, and do you say, Who touched me?
2a082e0060	Jesus replied, Some person has touched me; for I am sensible that my power was just now exerted.
2a082f00d1	Then the woman perceiving that she was discovered, came trembling, and having thrown herself prostrate, declared to him, before all the people, why she had touched him, and how she had been immediately healed:
2a08300052	and he said to her, Daughter, take courage, your faith has cured you, go in peace.
2a0831008e	While he was yet speaking, one came from the house of the director of the synagogue, who said, your daughter is dead; trouble not the Teacher.
2a08320053	Jesus, hearing this, said to Jairus, Fear not; only believe, and she shall be well.
2a08330085	Being come to the house, he allowed no person to enter with him, except Peter, and John, and James, and the maid's father and mother.
2a08340053	And all wept, and lamented her. But he said, Weep not; she is not dead, but asleep.
2a08350030	And they derided him, knowing that she was dead.
2a0836005d	But he, having made them all retire, took her by the hand, and called, saying, Maiden, arise.
2a08370056	And her spirit returned, and she arose immediately, and he commanded to give her food.
2a08380064	And her parents were astonished, but he charged them not to mention to any person what had happened.
2a0901006b	Jesus, having convened the twelve, gave them power and authority over all the demons, and to cure diseases;
2a09020041	and sent them to proclaim the Reign of God, and to heal the sick.
2a09030078	And he said to them, Provide nothing for your journey; nor staves, nor bag, nor bread, nor silver, nor two coats apiece;
2a0904004f	and continue in whatever house you are received into, till you leave the place.
2a0905006d	And wheresoever they will not receive you, shake even the dust off your feet, as a protestation against them.
2a0906007b	They accordingly departed, and traveled through the villages, publishing the good tidings, and performing cures everywhere.
2a09070080	Now Herod, the tetrarch, having heard of all that Jesus had done, was perplexed; because some said, John is risen from the dead;
2a09080056	and some, Elijah has appeared; and others, One of the ancient prophets is risen again.
2a0909006d	And Herod said, John I beheaded; but who is this, of whom I hear such things? And he was desirous to see him.
2a090a00ac	Now, the Apostles having returned, reported to Jesus all that they had done: and he, taking them with him, retired privately to a desert belonging to the city of Bethsaida.
2a090b00a1	But the multitude, having known it, followed him; and he, receiving them, spoke to them concerning the Reign of God; and he healed those who had need of healing.
2a090c00c8	When the day began to decline, the twelve, accosting him, said, Dismiss the people, that they may go to the nearest towns and villages, and provide themselves lodging and food; for we are in a desert.
2a090d0098	He answered, Supply them yourselves with food. They replied, We have only five loaves and two fishes; unless we go and buy victuals for all this people.
2a090e0075	For they were about five thousand men. Then he said to his disciples, Make them recline in parties; fifty in a party.
2a090f0029	And they did so, making them all recline.
2a091000a3	Then he took the five loaves and the two fishes; and looking up to heaven, he blessed and broke them, and gave them to his disciples, to set before the multitudes.
2a09110056	And they all did eat and were satisfied; and took up twelve baskets full of fragments.
2a09120088	Afterward, Jesus having withdrawn from the multitude to pray, apart with his disciples, asked them, saying, Who do people say that I am?
2a09130072	They answered, John the Immerser; others say, Elijah; and others, that one of the ancient prophets is risen again.
2a09140052	He said to them, But who do you say that I am? Peter answered, The Messiah of God.
2a09150057	Then, having strictly charged them, he prohibited them from telling this to any person;
2a0916009a	adding, The Son of Man must suffer many things, and be rejected by the elders and chief priests, and scribes, and be killed, and rise again the third day.
2a0917008f	Moreover, he said to all the people, If any man will come under my guidance, let him renounce himself, and take his cross daily, and follow me.
2a0918006e	For whosoever would save his life, shall lose it; and whosoever will lose his life for my sake, shall save it.
2a09190057	What will it profit a man to gain the whole world, with the forfeit or ruin of himself?
2a091a00b5	For whosoever shall be ashamed of me, and of my words, of him will the Son of Man be ashamed, when he shall come in his own glory, and in that of the Father, and of the holy angels.
2a091b006a	I assure you, that there are some standing here, who shall not taste death till they see the Reign of God.
2a091c0076	About eight days after this discourse, he took with him Peter, and John, and James, and went up on a mountain to pray.
2a091d0070	While he prayed, the appearance of his countenance was changed, and his raiment contracted a dazzling whiteness.
2a091e003c	And, behold, two men of a glorious aspect, Moses and Elijah,
2a091f0057	conversed with him, and spoke of the departure which he was to accomplish at Jerusalem.
2a09200094	Now, Peter, and those that were with him, were overpowered with sleep; but when they awoke, they saw his glory, and the two men who stood with them.
2a092100c8	As these were removing from Jesus, Peter said to him, not knowing what he said, Master, it is good for us to stay here; let us, then, make three booths, one for you, one for Moses, and one for Elijah.
2a0922006c	While he was speaking, a cloud came and covered them, and the disciples feared, when they entered the cloud.
2a0923004f	From the cloud a voice came, which said, This is my Son, the beloved; hear him.
2a0924008b	While the voice was uttered, Jesus was found alone. And they kept secret, telling no person, in those days, anything of what they had seen.
2a09250054	The next day, when they were come down from the mountain, a great multitude met him.
2a0926006b	And one of the crowd cried out, saying, Rabbi, I beseech you, take pity on my son; for he is my only child.
2a09270098	And lo! a spirit seizes him, making him instantly cry out, and fall into convulsions, so that he foams; and after he is much bruised, hardly leaves him.
2a09280049	And I besought your disciples to expel the demon; but they were not able.
2a09290088	Then, Jesus answering, said, O incredulous and perverse generation! how long shall I be with you, and suffer you? Bring your son hither.
2a092a009e	And as he was coming, the demon dashed him down in convulsions. And Jesus rebuked the unclean spirit, and having cured the child, delivered him to his father.
2a092b0081	And they were all amazed at the great power of God. While all were admiring everything which Jesus did, he said to his disciples,
2a092c0055	Mark diligently these words, the Son of Man is to be delivered into the hands of men.
2a092d008e	But they understood not this language; it was vailed to them, that they might not apprehend it; and they were afraid to ask him concerning it.
2a092e004a	And there arose a debate among them, which of them should be the greatest.
2a092f0060	But Jesus, who perceived the thought of their heart, took a child, and placing him near himself,
2a093000c9	said to them, Whosoever shall receive this child for my sake, receives me; and whosoever shall receive me, receives him who sent me: for he who is the least amongst you all, this person shall be great.
2a09310079	Then John replied, Master, we saw one expelling demons in your name, and we forbade him, because he consorts not with us.
2a0932004c	Jesus answered, Forbid not such; for whosoever is not against us, is for us.
2a09330052	Now, as the time of his departure approached, he set out resolutely for Jerusalem,
2a09340062	and sent messengers before, who went into a village of the Samaritans to make preparation for him.
2a0935004f	But they would not admit him; because they perceived he was going to Jerusalem.
2a09360080	His disciples, James and John, observing this, said, Master, shall we call down fire from heaven to consume them, as Elijah did?
2a0937004f	But he turned and rebuked them, saying, Do you not know of what spirit you are?
2a09380021	And they went to another village.
2a09390059	As they were on the way, one said to him, Master, I will follow you whithersoever you go.
2a093a008b	Jesus answered, The foxes have holes, and the birds of the air have places of shelter; but the Son of Man has not where to repose his head.
2a093b005a	He said to another, Follow me. He answered, Sir, permit me first to go and bury my father.
2a093c0055	Jesus replied, Let the dead bury their dead; but go you and publish the Reign of God.
2a093d0060	Another, likewise, said, I will follow you, Sir; but first permit me to take leave of my family.
2a093e0069	Jesus answered, No man, having put his hand to the plow, looks behind him, is fit for the kingdom of God.
2a0a010090	Afterward, the Lord appointed seventy others, also, and sent them, two and two, before him, into every city and place whither he intended to go.
2a0a020099	And he said to them, The harvest is plentiful, but the reapers are few: pray, therefore, the Lord of the harvest, that he would send laborers to reap it.
2a0a03003b	Go, then; behold, I send you forth as lambs amongst wolves.
2a0a040044	Carry no purse, nor bag, nor shoes; and salute no person by the way.
2a0a05003d	Whatever house you enter, say, first, Peace be to this house.
2a0a060064	And if a son of peace be there, your peace shall rest upon him; if not, it shall return upon itself.
2a0a070090	But remain in the same house, eating and drinking such things as it affords; for the workman is worthy of his wages; go not from house to house.
2a0a080058	And whatever city you enter, if they receive you, eat such things as are set before you;
2a0a090040	cure the sick, and say to them, The Reign of God comes upon you.
2a0a0a005a	But whatever city you enter, if they do not receive you, go out into the streets, and say,
2a0a0b0084	The very dirt of your streets, which cleaves to us, we wipe off against you; know, however, that the Reign of God draws nigh to you.
2a0a0c006f	I assure you, that the condition of Sodom shall be more tolerable on that day, than the condition of that city.
2a0a0d00cc	Alas, for thee, Chorazin! Alas, for thee, Bethsaida! For if the miracles which have been performed in you, had been performed in Tyre and Sidon, they had reformed long ago, sitting in sackcloth and ashes.
2a0a0e0060	Wherefore, the condition of Tyre and Sidon shall be more tolerable, in the judgment, than yours.
2a0a0f0055	And thou, Capernaum, which has been exalted in heaven, shall be thrown down to hades.
2a0a100072	He that hears you, hears me; and he that rejects you, rejects me; and he that rejects me, rejects him who sent me.
2a0a110068	And the seventy returned with joy, saying, Master, even the demons are subject to us, through your name.
2a0a120040	He said to them, I beheld Satan fall like lightning from heaven.
2a0a130073	Lo! I empowered you to turn on serpents, and scorpions, and all the might of the enemy, and nothing shall hurt you.
2a0a14007b	Nevertheless, rejoice not in this, that the spirits are subject to you; but rejoice that your names are enrolled in heaven.
2a0a1500f0	At that time, Jesus was joyful in spirit, and said, I adore thee, O Father, Lord of heaven and earth; because, having hid these things from sages, and the learned, thou hast revealed them to babes. Yes, Father, because such is thy pleasure.
2a0a1600a3	My Father has imparted everything to me; and none knows who the Son is, but the Father; nor who the Father is, but the Son, and he to whom the Son will reveal him.
2a0a17005b	Then, turning apart, he said to his disciples: Blessed are the eyes which see what you see.
2a0a1800b3	For I assure you, that many prophets and kings have wished to see the things which you see; but have not seen them: and to hear the things which you hear; but have not heard them.
2a0a19005b	Then a lawyer stood up, and said, trying him, Rabbi, what must I do to obtain eternal life?
2a0a1a0047	Jesus said to him, What does the law prescribe? What do you read there?
2a0a1b00af	He answered, "You shall love the Lord your God with all your heart, and with all your soul, and with all your strength, and with all your mind; and your neighbor as yourself."
2a0a1c0044	Jesus replied, You have answered right. Do this, and you shall live.
2a0a1d0048	But he, desirous to appear blameless, said to Jesus, Who is my neighbor?
2a0a1e009c	Jesus said, in return, A man of Jerusalem, traveling to Jericho, fell among robbers; who, having stripped and wounded him, went away, leaving him half dead.
2a0a1f0054	A priest, accidentally going that way, and seeing him, passed by on the father side.
2a0a200068	Likewise a Levite, on the road, when he came near the place, and saw him, passed by on the farther side.
2a0a210064	But a certain Samaritan, as he journeyed, came where he was, and when he saw him, he had compassion,
2a0a2200a4	and went up to him; and having poured wine and oil into his wounds, he bound them up. Then he set him on his own beast, brought him to an inn, and took care of him.
2a0a2300b6	On the morrow, when he was going away, he took out two denarii, and giving them to the host, said, Take care of this man, and whatever you spend more, when I return I will repay you.
2a0a240057	Now which of these three, do you think, was neighbor to him who fell among the robbers?
2a0a25005e	The lawyer answered, He who took pity upon him. Then said Jesus, Go you and do in like manner.
2a0a260065	And, as he traveled, he went into a village, where a woman named Martha entertained him at her house.
2a0a270057	She had a sister called Mary, who sat at the feet of Jesus, listening to his discourse:
2a0a2800a6	but Martha, who was much cumbered about serving, came to him and said, Master, do you not care that my sister leaves me to serve alone? Bid her, therefore, assist me.
2a0a290066	Jesus answering, said to her, Martha, Martha, you are anxious, and trouble yourself about many things.
2a0a2a0062	One thing only is necessary. And Mary has chosen the good part, which shall not be taken from her.
2a0b0100ab	It happened that Jesus was praying in a certain place; and when he had done, one of his disciples said to him, Master, teach us to pray, as John also taught his disciples.
2a0b020052	He said to them, When you pray, say, Father, thy name be hallowed; thy Reign come;
2a0b030021	give us each day our daily bread;
2a0b040060	and forgive us our sins, for even we forgive all who offend us; and lead us not into temptation.
2a0b05007d	Moreover, he said to them, Should one of you have a friend, and go to him at midnight, and say, Friend, lend me three loaves;
2a0b06005a	for a friend of mine is come off his road to see me, and I have nothing to set before him;
2a0b070088	and he, from within, should answer, Do not disturb me; the door is now locked; I and my children are in bed; I can not rise to give you:
2a0b08009c	I tell you, though he will not rise and supply him, because he is his friend; he will, because of his importunity, get up, and give him as many as he wants.
2a0b090075	I likewise tell you, ask, and you shall obtain; seek, and you shall find; knock, and the door shall be opened to you:
2a0b0a0065	for whosoever asks, obtains; whosoever seeks, finds; and to every one who knocks, the door is opened.
2a0b0b008e	What father amongst you, would give his son a stone when he asks bread; or, when he asks a fish, would, instead of a fish, give him a serpent;
2a0b0c0033	or, when he asks an egg, would give him a scorpion?
2a0b0d009c	If you, therefore, bad as you are, can give good things to your children; how much more will your heavenly Father give the Holy Spirit to them that ask him!
2a0b0e0081	Again, he was expelling a demon, which caused dumbness; and when the demon was gone out, the dumb spake, and the people wondered.
2a0b0f0049	Some, however, said, He expels demons by Beelzebub, the prince of demons.
2a0b100034	Others, to try him, asked of him a sign from heaven.
2a0b110082	But he, knowing their thoughts, said to them, By intestine broils, any kingdom may be desolated, one family falling after another.
2a0b120088	Now, if there be intestine broils in the kingdom of Satan; how can that kingdom subsist? for, you say, that I expel demons by Beelzebub.
2a0b13006f	Moreover, if I by Beelzebub expel demons; by whom do your sons expel them? Wherefore they shall be your judges.
2a0b140051	But if I, by the finger of God, expel demons, the Reign of God has overtaken you.
2a0b150045	When the strong one armed, guards his palace, his effects are secure.
2a0b160088	But if he who is stronger, shall attack and overcome him, he will strip him of his armor, on which he relied, and dispose of his spoils.
2a0b17004e	He who is not for me, is against me; and he who gathers not with me, scatters.
2a0b1800b5	The unclean spirit, when he is gone out of a man, wanders over parched deserts, in search of a resting place. But not finding any, he says, I will return to my house, whence I came.
2a0b19002e	Being come, he finds it swept and embellished.
2a0b1a00a8	Then he goes and brings seven other spirits more wicked than himself; and having entered, they dwell there; and the last state of that man becomes worse than the first.
2a0b1b00a3	While he was saying these things, a woman, raising her voice, cried to him, from amidst the crowd, Happy the womb which bore you! and the breast which suckled you!
2a0b1c0047	Say, rather, replied he, Happy they who hear the word of God, and obey.
2a0b1d0093	When the people crowded together, he said, This is an evil generation. They demand a sign; but no sign shall be given them, only the sign of Jonah.
2a0b1e0059	For, as Jonah was a sign to the Ninevites, so shall the Son of Man be to this generation.
2a0b1f010d	The queen of the south country will arise in the judgment against the men of this generation, and cause them to be condemned: because she came from the extremities of the earth, to hear the wise discourses of Solomon: and behold, here is something greater than Solomon.
2a0b2000c5	The men of Nineveh will stand up in the judgment against this generation, and cause it to be condemned: because they reformed when warned by Jonah: and behold, here is something greater than Jonah.
2a0b210072	A lamp is lighted, not to be concealed, or put under a vessel, but on a stand; that they who enter may have light.
2a0b22009f	The lamp of the body is the eye: when, therefore, your eye is sound, the whole body is enlightened; but when your eye is distempered, your body is in darkness.
2a0b23003d	Take heed, then, lest the light which is in you, be darkness.
2a0b24008d	If your whole body, therefore, be enlightened, having no part dark; the whole will be so enlightened, as when a lamp lights you by its flame.
2a0b250066	While he was speaking, a Pharisee asked him to dine with him. And he went and placed himself at table.
2a0b260050	But the Pharisee was surprised to observe that he used no washing before dinner.
2a0b2700a6	Then the Lord said to him, As for you, Pharisees, you cleanse the outside of your cups and dishes, while you yourselves are inwardly full of rapacity and malevolence.
2a0b280046	Unthinking men! did not he who made the outside, make the inside also?
2a0b290046	Only give in alms what you have, and all things shall be clean to you.
2a0b2a00d1	Alas, for you, Pharisees! because you pay the tithe of mint and rue, and of every kind of herb, and neglect justice and the love of God. These things you ought to have practiced, and not to have omitted those.
2a0b2b0076	Alas, for you, Pharisees! because you love the most conspicuous seats in synagogues, and salutations in public places.
2a0b2c0060	Alas, for you! because you are like concealed graves, over which people walk without knowing it.
2a0b2d005a	Here, one of the lawyers interposing, said, By speaking thus, Rabbi, you reproach us also.
2a0b2e00aa	He answered, Alas, for you, lawyers! also; because you lade men with intolerable burdens--burdens which you yourselves will not so much as touch with one of your fingers.
2a0b2f0059	Alas, for you! because you build the monuments of the prophets, whom your fathers killed.
2a0b30007f	Surely you are both vouchers and accessories to the deeds of your fathers; for they killed them, and you build their monuments.
2a0b310085	Wherefore, thus says the wisdom of God, I will send them prophets and Apostles: some of them they will kill, others they will banish;
2a0b320082	so that the blood of all the prophets, which has been shed since the formation of the world, shall be required of this generation;
2a0b3300a0	from the blood of Abel, to the blood of Zechariah, who fell between the altar and the house of God. Yes, I assure you, all shall be required of this generation.
2a0b340091	Alas, for you, lawyers! because you have carried off the key of knowledge; you have not entered yourselves, and those who entering, you hindered.
2a0b350078	While he spoke these things, the Scribes and the Pharisees began vehemently to press him with questions, on many points;
2a0b36005d	laying snares for him, in order to draw from his own mouth, matter of accusation against him.
2a0c0100d7	Meantime, while the crowd, in myriads flocked about him, so that they trod one upon another, he said, addressing himself to his disciples, Above all things, beware of the leaven of the Pharisees, which is hypocrisy.
2a0c020065	For there is nothing covered that shall not be detected: nothing secret that shall not be made known.
2a0c03008f	What you have spoken in the dark, shall be reported in the light; what you have whispered in the closet, shall be proclaimed from the housetop.
2a0c04005d	But I charge you, my friends, fear not them who kill the body, and after that can do no more;
2a0c05008a	but I will show you whom you ought to fear; fear him, who, after he has killed, has power to cast into hell. I repeat it to you, Fear him.
2a0c060052	Are not five sparrows sold for two pence? Yet not one of them is forgotten by God:
2a0c070071	yes, the very hairs of your head are all numbered: fear not, therefore; you are much more valuable than sparrows.
2a0c08007d	Moreover, I say to you, whoever shall acknowledge me before me, him the Son of Man will acknowledge before the angels of God;
2a0c09004d	but whoever denies me before men, shall be disowned before the angels of God.
2a0c0a008e	And whosoever shall inveigh against the Son of Man, may obtain remission; but to him who detracts from the Holy Spirit, there is no remission.
2a0c0b008f	And when you are brought before synagogues, and magistrates, and rulers; be not solicitous how or what you shall answer, or what you shall say:
2a0c0c0049	for the Holy Spirit will teach you in that moment, what ought to be said.
2a0c0d0061	Then one said to him out of the crowd, Rabbi, order my brother to divide the inheritance with me.
2a0c0e003b	He answered, Man, who constituted me your judge or arbiter?
2a0c0f008a	And he said to them, Be upon your guard against covetousness; for in whatever affluence a man be, his life depends not on his possessions.
2a0c100058	He also used this example, A certain rich man had lands which brought forth plentifully.
2a0c11005a	And he reasoned thus with himself, What shall I do? for I have not where to store my crop.
2a0c120081	I will do this, added he; I will pull down my storehouses, and build larger, and there I will store all my produce, and my goods.
2a0c13007d	And I will say to my soul, Soul, thou hast plenty of goods laid up for many years; take thin ease, eat, drink, enjoy thyself.
2a0c140085	But God said to him, Fool! this very night your soul is required of you. Whose, then, shall those things be, which you have provided?
2a0c150052	So it fares with him who amasses treasure for himself, but is not rich toward God.
2a0c16009a	Then he said to his disciples, For this reason I charge you, be not anxious about your life, what you shall eat; nor about your body, what you shall wear.
2a0c17003d	Life is a greater gift than food, and the body than clothing.
2a0c18008c	Consider the ravens: they neither sow nor reap; have neither cellar nor barn; but God feeds them. How much more valuable are you than fowls?
2a0c190045	Besides, which of you can, by his anxiety, prolong his life one hour?
2a0c1a0063	If, therefore, you can not thus effect even the smallest thing, why are you anxious about the rest?
2a0c1b00a2	Consider the lilies. How do they grow? They toil not; they spin not; yet I affirm, that even Solomon, in all his glory, was not equally adorned with one of these.
2a0c1c009a	If, then, God so array the herbage, which to-day is in the field, and to-morrow is cast into the oven; how much more will he array you, O you distrustful!
2a0c1d0061	Do not ask, therefore, what you shall eat, or what you shall drink; live not in anxious suspense.
2a0c1e0055	For all these things the Pagans seeks; whereas, your Father knows that you need them.
2a0c1f0051	But seek you the kingdom of God, and all these things shall be superadded to you.
2a0c200052	Fear not, my little flock, for it has pleased your Father to give you the kingdom.
2a0c2100ac	Sell your goods and give alms; provide yourselves purses which wear not out; treasure inexhaustible in heaven, where no thieves approach, where nothing is spoiled by worms.
2a0c220038	For where your treasure is, your heart will likewise be.
2a0c23002f	Let your loins be girt, and your lamps burning;
2a0c24008b	and yourselves, like those who wait their master's return from the wedding; that when he comes and knocks, they may immediately let him in.
2a0c2500b9	Happy those servants whom their master, at his return, shall find watching. Indeed, I say to you, that he will gird himself, and having placed them at table, will attend and serve them.
2a0c26006d	And whether he comes in the second watch, or in the third, if he finds things thus, happy are those servants.
2a0c270092	You are certain that if the master of the house knew at what hour the thief would come, he would watch, and not allow him to break into his house.
2a0c28006a	Be you, then, always prepared; because the Son of Man will come at an hour when you are not expecting him.
2a0c290050	Then Peter said to him, Master, is this parable directed to us alone, or to all?
2a0c2a0098	The Lord said, Who, now, is the discreet and faithful steward, whom the master will set over his household, to dispense regularly the allowance of corn!
2a0c2b004e	Happy that servant, if his master, at his arrival, shall find him so employed.
2a0c2c004c	I tell you truly, he will intrust him with the management of all his estate.
2a0c2d00ad	But as to the servant who shall say within himself, My master delays his return, and shall beat the men-servants and the maids, and shall feast, and carouse, and be drunken;
2a0c2e00c1	the master of that servant will come on a day when he is not expecting him, and at an hour of which he is not apprised, and having discarded him, will assign him his portion with the faithless.
2a0c2f0080	And that servant who knew his master's will, yet did not make himself ready, nor execute his orders, shall receive many stripes;
2a0c3000d5	whereas, he who knew not, but did things deserving chastisement, shall receive few: for much will be required of every one to whom much is given; and the more a man is intrusted, the more will be exacted from him.
2a0c31004f	I came to throw fire upon the earth; and what would I but that it were kindled?
2a0c32004c	I have an immersion to undergo; and how am I pained till it be accomplished?
2a0c330057	Do you imagine that I am come to give peace to the earth? I tell you, No; but division.
2a0c34005c	For hereafter, five in one family will be divided; three against two, and two against three:
2a0c3500b3	father against son, and son against father; mother against daughter, and daughter against mother; mother-in-law against daughter-in-law, and daughter-in-law against mother-in-law.
2a0c36007a	He said also to the people, When you see a cloud rising in the west, you say, It will rain immediately, and so it happens;
2a0c370053	and when the south wind blows, you say, It will be hot, and it happens accordingly.
2a0c38007d	Hypocrites, you can judge of what appears in the sky, and on the earth; how is it that you can not judge of the present time?
2a0c39003d	and why do you not, even of yourselves, discern what is just?
2a0c3a00cd	When you go with your creditor to the magistrate, endeavor, on the road, to satisfy him, lest he drag you before the judge, and the judge consign you to the sergeant, and the sergeant commit you to prison:
2a0c3b0049	I assure you, you will not be released until you have paid the last mite.
2a0d010080	There were present then some, who informed Jesus of the Galileans, whose blood Pilate had mingled with that of their sacrifices.
2a0d02008c	Jesus answering, said to them, Do you think that these Galileans were the greatest sinners in all Galilee, because they suffered such usage?
2a0d030045	I tell you, No: but unless you reform, you shall all likewise perish;
2a0d040088	or, those eighteen upon whom the tower of Siloam fell, and slew them; do you think that they were the greatest profligates in Jerusalem?
2a0d050045	I tell you, No: but unless you reform, you shall all likewise perish.
2a0d060077	He also spoke this parable: A man had a fig tree planted in his vineyard, and came seeking fruit on it, but found none.
2a0d0700ac	Then he said to the vine-dresser, This is the third year that I have come seeking fruit on this fig tree, without finding any. Cut it down: why should it cumber the ground?
2a0d080052	He answered, Sir, let it alone one year longer till I dig about it, and manure it;
2a0d090042	perhaps it will bear fruit: if not, you may afterward cut it down.
2a0d0a0032	On the Sabbath, as he was teaching in a synagogue,
2a0d0b008e	a woman was present, who, for eighteen years, had a spirit of infirmity, by which she was so bowed down that she could not so much as look up.
2a0d0c007a	Jesus, perceiving her, called her to him, and, laying his hand on her, said, Woman, you are delivered from your infirmity.
2a0d0d0031	Immediately she stood upright, and glorified God.
2a0d0e00eb	But the director of the synagogue, moved with indignation, because Jesus had performed a cure on the Sabbath, said to the people, There are six days for working; come, therefore, on those days and be healed, and not on the Sabbath day.
2a0d0f00a1	To which the Lord replied, Hypocrites! who is there amongst you that does not, on the Sabbath, loose his ox or ass from the stall, and lead him away to watering?
2a0d100093	And must not this woman, a daughter of Abraham, whom Satan has kept bound, lo! these eighteen years, be released from this bond on the Sabbath day?
2a0d110088	On his saying this, all his opposers were ashamed; but the whole multitude was delighted with all the glorious actions performed by him.
2a0d120055	He said, moreover, What does the kingdom of God resemble? To what shall I compare it?
2a0d1300a5	It resembles a grain of mustard seed, which a man threw into his garden; and it grew, and became a great tree, and the birds of the air took shelter in its branches.
2a0d14003b	Again, he said, To what shall I compare the kingdom of God?
2a0d150062	It resembles leaven, which a woman mingled in three measures of meal, till the whole was leavened.
2a0d160056	And he took a journey to Jerusalem; teaching as he passed through cities and villages:
2a0d17004d	and one asked him, Master, are there but few who shall be saved? He answered,
2a0d18007a	Force your entrance through the straight gate; for many, I assure you, will request to be admitted, who shall not prevail.
2a0d1900b9	If once the master of the house shall have arisen and locked the door, and you standing without and knocking, say, Master, Master, open to us; he will answer, I know not whence you are.
2a0d1a0057	Then they will say, We have eat and drunk with you, and you have taught in our streets.
2a0d1b006c	But he will answer, I tell you, I know not whence you are: remove hence, all you workers of unrighteousness.
2a0d1c00b1	Then will ensue weeping, and gnashing of teeth, when you shall see Abraham, and Isaac, and Jacob, and all the prophets received into the kingdom of God, and yourselves excluded:
2a0d1d0091	nay, people will come from the east, from the west, from the north, and from the south, and will place themselves at table in the kingdom of God.
2a0d1e0056	And, behold, they are last, who shall be first; and they are first, who shall be last.
2a0d1f006d	The same day, certain Pharisees came to him, and said, Get away; depart hence, for Herod intends to kill you.
2a0d200086	He answered, Go, tell that fox, To-day and to-morrow I expel demons, and perform cures, and the third day my course will be completed.
2a0d21009b	Nevertheless, I must walk about to-day and to-morrow, and the day following; for it can not be, that a prophet should be cut off anywhere but in Jerusalem.
2a0d2200d1	O Jerusalem! Jerusalem! that killest the prophets, and stonest them whom God sends to you! how often would I have gathered your children together, as a hen gathers her brood under her wings; but you would not!
2a0d2300a8	Quickly shall your house be deserted; for indeed, I say to you, you shall not see me, till the time when you shall say, Blessed be He who comes in the name of the Lord!
2a0e010095	It happened on a Sabbath, when he was gone to eat at the house of one of the rulers, who was a Pharisee, that while the Pharisees were observing him,
2a0e020028	a man who had a dropsy stood before him.
2a0e030066	Then Jesus addressing himself to the lawyers and Pharisees, said, Is it lawful to cure on the Sabbath?
2a0e040045	They being silent, he took hold of the man, healed and dismissed him.
2a0e05009b	Then resuming his discourse, he said to them, Who, amongst you, if his ass or his ox fall into a pit on the Sabbath day, will not immediately pull him out?
2a0e060033	And to this they were not able to make him a reply.
2a0e07006c	Observing how eager the guests were to possess the higher places at the table, he gave them this injunction,
2a0e08007b	When you are invited to a wedding, do not occupy the highest place at table, lest one more considerable than you be bidden,
2a0e09008c	and he who invited you both, come and say to you, Give place to this man; and you should then rise with confusion, to take the lowest place.
2a0e0a00ad	But when you are invited, go to the lowest place, that when he who invited you comes, he may say to you, Friend, go up higher; for that will do you honor before the company.
2a0e0b005c	For whoever exalts himself, shall be humbled; and whoever humbles himself, shall be exalted.
2a0e0c00d2	He said also to him who had invited him, When you give a dinner, or a supper, do not invited your rich friends, brothers, cousins, or neighbors, lest they also invite you, in their turn, and you be recompensed.
2a0e0d0055	But when you give an entertainment, invite the poor, the maimed, the lame, the blind;
2a0e0e0083	and you shall be happy; for, as they have not the means to requite you, you shall be requited at the resurrection of the righteous.
2a0e0f005e	One of the guests, hearing this, said to him, Happy be he who shall feast in the Reign of God.
2a0e100047	Jesus said to him, A certain man made a great supper, and invited many.
2a0e110077	And at supper time he sent his servants, to tell those who had been invited to come presently; for, that all was ready.
2a0e120087	But they all, without exception, made excuses. One said, I have purchased a field, which I must go and see; I pray you have me excused.
2a0e130065	Another said, I have bought five yoke of oxen, which I am going to prove; I pray you have me excused.
2a0e140042	A third said, I have married a wife; and, therefore, I can not go.
2a0e1500f0	The servant being returned, related all to his master. Then the master of the house was angry, and said to his servants, Go immediately into the streets and lanes of the city, and bring in here the poor, the maimed, the lame, and the blind.
2a0e160054	Afterward, the servant said, Sir, your orders are executed, and still there is room.
2a0e17007c	The master answered, Go out into the highways, and along the hedges, and compel people to come, that my house may be filled:
2a0e180054	for I declare to you, that none of those who were invited, shall taste of my supper.
2a0e190049	As great multitudes traveled along with him, he turned to them, and said,
2a0e1a009f	If any man come to me, and hate not his father and mother, and wife, and children, and brothers, and sisters; nay, and himself, too; he can not be my disciple.
2a0e1b004d	And whosoever does not follow me, carrying his cross, can not be my disciple.
2a0e1c0090	For which of you, intending to build a tower, does not first, by himself, compute the expense, to know whether he have the means to complete it;
2a0e1d0067	lest, having laid the foundation, and being unable to finish, he become the derision of all who see it;
2a0e1e0042	who will say, This man began to build, but was not able to finish.
