2a00000004	Luke
2a041a0061	Hau hehauwunesāhene hejevādaunene Elias, vavade Sarepta, hedan Sidon, hesā nananede henevesā.
2a041b0087	Nau newauthathee naugaugauwuhuhauau neanedauthee Israel deanedaude Eliseus haeyāhe; nau hehauwunesā henayauhade vavade Naaman Syrian.
2a041c0074	Nau vahee hathāetheauguthee vevethahenauauwuu, hāenedauwauduu nuu hayauhuhau, haeechauchaunaudenenau hasenaunaude,
2a041d00af	Nau haegauhānauau, nau haenunanatheguthanauau hedan, nau haeehauthanauau hauchauguu jauaudanee haduunee hededanenau needaunesehenee neaudnedauauwuguthauthee hauthedaunaānee.
2a041e0033	Hau haejavechautha hehethee nahethāe, haejathāau,
2a041f0048	Nau haenauusa Capernaum, hedan Gananee, nau haeauthedauna vadanesenenee,
2a04200064	Nau haegaugauanadauwunenau hasechauhauthehaude hedanadedaunau, hanau hedanadedaunau haenauthaunenau.
2a0421005b	Nau vevethahenauauwuu henane haeanedau hevadathuwu haewauchāhene haujaun, nau haevasanade,
2a04220088	Jenehāaa; hathāhuk, haudduseha nananene Jesus Nazareth? gauhāejau haudnauauhāane? Haenaunathane hadāhene; Vadanauau Hejavaneauthau.
2a04230090	Nau Hejavaneauthusau haeneuva, dādaunauguu, hathauhuk, nau jenauchune. Nau haujau hāegauusewaude nahethāe hanaāejenauthaude nau haejaseneha.
2a042400bc	Nau vahee haegaugauanavaa, nau haeanadethadenenau jaee, nuu hayew hanadede; hathāhuk, hethauwuu nauguu haenauthenehetha haenesedauwauna wauchāhenethe haujaunau, nau hanaāejenauāhethee.
2a04250039	Hanaāauthedaunenede nanadee jasesee gauānee vedauauwuu,
2a04260097	Nau haegauhā haenauā vevethahenauauwuu, nau haejedā Simon hedauauwuu. Nau Simon henene henaunene haenaudauwauvāhene; nau haeautheawaunauthasanauau.
2a04270075	Nau haetheaugudauna, nau haeneude hasauwauvahede; nau haenauthaa: nau nauhauhaunee haegauhā nau haedauyauhauvanauau.
2a04280096	Wauhā hesese hāenaesade vahee hathāenethenauthee hasauwauvahehehau hanasejaechauwauvāhenethe haenauuchaudaunau; nau haedajevasana nau haeenayauha.
2a042900c5	Nau haujaunauau nauguu haevanauusanauau haewauthanauau, haeneānadenauau, nau haenehenauau, Nananene Chris Heau Hejavaneauthau. Nau haeneneuva haejechuwauanadeha: dauhaenauwunethe dau Chris denede.
2a042a0088	Nau hāesenenee, hanaāejathāaude hesee hadaunechaudanee, nau henanedanau haenaudehaa, nau haeedasaa, nau haedauduvaa, haudjenauthaude.
2a042b0078	Nau hanaāāedauwunaude, haudnauthedaudauwau najanede Hejavaneauthau gauchuhunee hedanau nauguu: haugaunaasejejenananau.
2a042c0029	Nau haeautheda vevethahenauauwuu Gananee.
2a0501007e	Nau hethauwuu, henanedanede haeneenavadaunedauwaudauwu hedanadedaunene Hejavaneauthu, haetheaugu sasethauwu neajee Gennesaret,
2a05020099	Nau haenauhaude hanesanenee thewaunau haetheaugunenau sasethauwu neajee: hau naunauyāhehauau haeeyauhaudesanauau, nau haeanahesadenauau henauyaudenenau.
2a050300b7	Nau haejedā jasaa hethewaunene, Simon, nau haenehetha hadwauauwuhudede vanehaa hehethee vachuwauauwuu vedauauwuu. Nau haejanaugu, nau haeechauhautheha henanedanau hehethee thewaunaa.
2a05040071	Wauhā hāevadauthedade, hanaāenehethaude Simon, wauauwuhude hadaudavee, nau henauwunau haunauyaude hadjathāne.
2a050500af	Nau Simon hanaāauchuhananadethaude, Hechauhauthethāhe, naunaugaunenesethānauau, nau nāhauwuthauujathāva: hau hegaugaunauau hadnaaenauwuaudenau nauyaude haugau hasenehene.
2a05060059	Nau hāesedauthee nuu haewauthanenau hejathaunenau, nau haethauwunauaune henauyaudenenau.
2a050700bd	Nau haeadethanauau henedaehahenau danachaugunethe jasaa thewaunaa, haudjaunethe, nau haudnedāhevāthee. Nau haenauusanenau, nau haeechauchaunaudenauau hanesanenee thewaunau hanaāenauwuuu.
2a05080089	Hāenauhaudauau Simon Peda, haechauāgujanaugu hejaedayānene Hejavaneauthusaun, nauchu, hathāhuk; haugauhauhauganenau, Hau Vahadāhene.
2a05090056	Haejenaunethajau, nau vahee hethāenethaunādaunau daunauanauthee nauwu hejathaunenau.
2a050a00b6	Nau nauguu James, nau Jaun, heauhau Zebedee, henedaehauhau Simon. Nau Hejavaneauthusau hanaāāedauwunaude Simon, Jevanāthajau, hewaunehaa heee nananene haudnesedanaude henanenauau.
2a050b0061	Nau hāenauuchaudethee hethewaunenau vedauauwuu, hanaāenauduu vahee, nau hanaāenethauguhauthee.
2a050c00d8	Nau hethauwuu, hāanedaude jasaa hedan, naune henane haeechauchaunaude naunaujaunee haugauwude; hāenauhauwaude Hejavaneauthusaun haeuāneseve, nau haeautheava, Vahadāhene, vathehānenagu hadeneeyaudanene hathauhuk.
2a050d007a	Nau haeyethauha, nau haevasana, vanathehānau: heyaudāhe, hathaukuk. Nau nauhauhaunee naunaujaunee haugauwude haenauthaa.
2a050e00a8	Nau haenesedauwaunā haudjāedauwunaunith henanedane: hau najesa hadnauhauthehau hadanayau vevethahevāhe, nau hadvā dauhenayauhane, Mosase neesedauvade, haudneāenuu.
2a050f00a3	Hau haeneenanauthedaunene neānee: nau havathee haewautha henanedanede haeauānauuchaudene daujewaunejaathededaunee, nau haudnenayauhāthee hedasauwauvahedaunenau.
2a0510002f	Nau haejathāau hesee nauaunee, nau haevevetha.
2a0511010c	Nau hethauwuu jasaa hesee, hajesechauhauthethāde, Nesethajauhuhauau nau hechauhaudauwauhuhauau nanavaavede haetheaugunauau hejava, haejeehedesanauau hadauchāe hauwauhauauwudan Gananee, nau Judea, nau Dādaunedan: nau naunaudāde Vahadāde haetheaugu hadnenayauhaude.
2a05120093	Nau, naune, henanenauau haenauuchauhanauau henanene heee hedauwune haeesevāhene nau haenayāthejedananauau, nau hadjenanauwunauthee hathaājenith,
2a051300e3	Nau hāejeveedethee haudnethejedanauthee hanau dauwauthaa henanedanede, hanaāenauauhusathee dasee hauauwuu, nau haejanauhaujānanauau, hehethee dasee hejavaa hauauwuu nauguu hedauwune nahethāe hathaājenith Hejavaneauthusaun.
2a0514006e	Nau hāenauhaudauwunith hedethauwuthajaudenenau, hanaāāedauwunaude, Henane, hauwauchudaude gaunudanauwunane.
2a051500ce	Nau wauthaunauhāhehauau Nau Nesethajauhuhauau hanaāejasesegaugauuthajauthee, Hanaa naa hananadede nehedaduhude Hejavaneauthu? hathāhuk. Hanaa haudgudanauau wauchudaude, vavade Hejavaneauthau, naanesāde?
2a0516006a	Hau hāaenauwunith Hejavaneauthusaun hegaugauuthajaudenenau, Haudusethajauva hadahenauau? hathāhaugaunee,
2a05170064	Hayew gauchauaa, nehehāgu, Hauwauchudaude gaunudanauwunana; nau wauāthe gauhā nau javesa heheagu?
2a051800e1	Hau hadaenauwu henee Heau henane naunaudāde dasee hathāauauvadee negudanauau wauchudaude, (naasenehethauhaugu neasauwauvahedauwunith hesevahede) Hāedauwunathane, Gauhā, nau hedanau hauddau nau najesa nananene haudauauwuu.
2a0519008d	Nau nauhauhaunee haethauwauthe hathaājenethe nau haeedane heaugusenadenau nau hanaāejathāaude hedauauwuu haevaveenethedauna Hejavaneauthu.
2a051a009d	Nau vahee haegaugauuthajaudene nau haevaveenethedaunanauau Hejavaneauthu, nau haeechauchaunaudenauau nāthajaude, Naunaudauhauthānauau nuu desene, hāheagu.
2a051b008e	Nau hāevathedaude haejathāau nau haenauhauva hauāyāhe Levi hanaaseenith, haetheaugune nedauudanauau hauāyaunau, nau jethauguhu hathauhuk.
2a051c002d	Nau haevanauthā, haegauhā, nau haethauguha.
2a051d006d	Nau Levi haevasevetheheha nehayau hedauauwuu, nau haewauthanauau hauāyāhehauau nau hauthauau haenedauguvā.
2a051e00b2	Hau wauthaunauhāhehau nau Nesethajauhuhauau haeaunevā hethauguhādaunau, naudu haenethevethehewauna nau haenedaveyāwauna hauāyāhehauau nau wauchudauhuhauau, hathāhaugaunee?
2a051f0082	Nau Hejavaneauthusaun hanaāauchuhananadethāthee, hathāedāenaedethee hehauwuvathehā naudaunehāhew; hau hathāasauwauvahethee.
2a05200066	Nāhauwujenauusa haudnadethu hethahethee hau wauchudauhuhauau hadnaugaudanenee hegaugauuthajaudenenau.
2a052100c5	Nau hathāhuk naudu hethauguhādaunau Jaun denauaunenaugauyānethe, nau devevethahethee, nau naasedauthee hethauguhādaunenau Nesethajauhuhauau; hau hanethenaunauau havethehethee nau havaveyāthee?
2a05220082	Nau hathāhaugaunee, Gauhājeneenesehauva dāeyaunauauau nedauenenedaunee hauauwuu naugauyaude hajesanedaudaunāthee waunenenehew?
2a05230061	Hau hese haudnauauchuu, haudneedanauwunana waunenenehe, nau heee hadnaāenaugauyāthee hena hese.
2a052400e2	Nau hanaāanadethaude jea jegausauhānee; Henane hehauwu jenane waunauyaunee neauthayew hadaugauthāyaunee, hith hesedauhuk, nau hadauwauyaunee needaudenauuu, nau jasaa needanee hadau wauyaunee hehauwuneauchauna gauthāyaunee.
2a052500bd	Nau hegau henane hehauwujenane waunauyaunee vasevenenaje gauthānenevajaunaa; nau wauāthe wauyaugu vasevenenaje haddaudeauau nevajaunau, nau hadgusenauauau, nau nevajaunau haddenanaunauuu.
2a05260052	Hau waunauyauau vasevenenaje hadedaunee hadauwauyauau nevajau, nau nanesauuthadee.
2a05270081	Nau hegau henane hesevanaagu gauthānevasevenenaje nauhauhaunee haevathehaa waunauyaunee; hanau gauthāyauau hethadee, hathauhuk.
2a060100ac	Nau hethauwuu naneseauwauau vadanesee, haeehedesa jenayaunaa; nau hethauguhādaunau haegaugauunauwu wauchuunethauauhanau, nau haevethenauau, haegauneegudenauau hejadenenau.
2a06020068	Nau hauthauauau Nesethajauhuhau, Naudu hanesedauna waujaa nanavanau nesedaude vadanesee hathauhaugaunee?
2a0603008e	Nau Hejavaneauthusau hanaāauchuhananadethaude, Gauhājethaunauhaude nuu hasauau David neesedaude, nehayau deasenade, nau neethāenethaunāde.
2a060400b5	Neesejedāde Hejavaneauthu hedauauwunene, nau needanauau nau nevethee nauhauthethājauaujau, nau haevena heethāenethaunaunau; waujaa nanavanau veyāgu hau jasaa vevethahevahehauau?
2a0605003e	Nau hanaāāedauwunāthee, Heau henane nanethadāde vadanesee.
2a06060080	Nau hethauwuu jea jasaa vadanesee haejedā vevethahenauauwuu nau haeautheda: nau henane haeanedau hejavese hejadenaa haeesevane,
2a0607008d	Nau wauthaunauhāhehau nau Nesethajauhuhau haeaunauyauhauvaa, wauau haadenenayauthā vadanesee; hadnejauaudaunauthee dauhanājauwauaunauthee.
2a06080092	Hau haeaenauwu hegaugauuthajaudenenau nau hanaāanadethaude henanene hesevenasanith, Gauhā nau yethaagu nahethāe. Nau haegauhā nau haeyethaagu.
2a060900cd	Hejavaneauthusau hanaāāedauwunaude, haudnaudedaunathana nananena hanesadee; Gaujenanavanau vadanesee hethadāgu hasedaunee, nau wauāthe wauchudauneagu? henayauhāgu henaedede, nau wauāthe nanaunehāgu?
2a060a0087	Nau hanaāenaunauānede vahee, hanaāāedauwunaude henanene, Segauha hajade. Nau hanaasedaude: nau hejade haeenayauhune jasaa hasaunee.
2a060b006d	Nau haeechauchaunaudenauau hasenaunaude: nau hanaāaunauchuwuhadethee daun haudnesehauthee Hejavaneauthusaun.
2a060c006d	Hethauwuu hena hese, haeehau hauanee haudnevevethahede, nau haunaude naugaunee haevevethedauna Hejavaneauthu.
2a060d006f	Nau hāesenee, hanaāadethaude hethauguhādaunau; nau haeedana vadadauchunesenee, hanaāeneseaude vadauhanauau.
2a060e0071	Simoneau (jea haeaugauthea Peda haseauhuk), nau Andwheau henauhauwauau, James nau Jaun, Thenib, nau Bathaunaumew,
2a060f0045	Matthew, nau Taumis, James heau Atheas, nau Simon Zenautes haseadagu,
2a0610005e	Nau Judas James henauhauwauau, nau Judas Iskariot, hanane jea neheaudaunade Hejavaneauthusaun.
2a06110127	Nau haejenauunethauna nau haetheaugunauau hethauauwuu, nau hadauchunanenethe hethauguhādaunau, nau haevasenauthenanedau henanedanede hehethee vahee Judea nau Dādaunedan, nau hehethee sasethauwu hadajee Tyre nau Sidon hethāejenauujaathehādaunau, nau haudnenayauhāthee hedasauwauvahedaunenau;
2a06120051	Nau hathāenaunauthauwauvahethee wauchāhenethe haujaunau: nau haeenayauhaunauau,
2a0613005b	Nau haunauude hadauchaa haevadauvasanau hanau daunudesanaunee hevadaude nau haevahenayauha.
2a06140084	Nau hanaāenāauhauwaude hethauguhādaunau, Hauwunaunana nananena hadavenuhunena; hanau nananena najanede Hejavaneauthau, hathauhuk.
2a0615009e	Hauwunaunana nananena hathāasenana hewaunehaa: hanau nananena hadnegaudana. Hauwunaunana nananena hathāevewauhuna hewaunehaa, hanau nananena hadnauchaunena.
2a061600ac	Hauwunaunana nananena, henaneda hasānavānā, nau jaasauaunānā, nau naunaunauthevānā, nau hausāgudenauthe haneseedaunenau hadauwausaunee, haugau Henane Heāhene heee.
2a061700ce	Haunauwuthajauau henee hesee heee, nau jajanauauau heee haunauwuthajaude: hanau, naune, hanavanasauau hadaugautheavadenenau hejavaa: hanau naneesedauyaugaune henesaunaunenau naneesehauhaugaunee haeyāhehau.
2a0618005f	Hau naunauthauau hadnauauchaudaune hathāeveaunauaune; haugau hanesedanauwuna hauwauthenaedede.
2a0619009e	Naunauthauau hadnauauchaudauna hathāegaudana; haudnasenana. Naunauthauau hadnauauchaudauna hathāauchaunena hewaunehaa, hadnaudauwuthajauna nau hadvewauhuna.
2a061a0095	Naunauthauau hadnauauchaudauna, daunhāene vahee henaneda hāethadenee hasenehethānā, hanau henesaunaunenau naneesehauyaugaune jayaudauwaeyāhehau.
2a061b0072	Hau hadāedauwunathava nananena hathāenedauvana, Vechauthaa nananena haujauthavenau, heneehaa hasānavādaunenau,
2a061c0057	Hauwunaunaa hāwauwauchuvādaunenau, nau hevevethasaa hāwauwauchuhādaunenau nananena.
2a061d0083	Nau henee haudauauvāde hajāeaunaa nau naugautha venene; nau hedanauaugu nananene hauddu jevaedanau jea naudauguvechude jevaethaa.
2a061e0073	Hevenaa daun henaneda hānedauwunādaunenau nananene; nau jeva jaenedauwunaa hedanauwunānagu daun hanetheyaunenau.
2a061f0043	Daun hasevathehānaune henaneda hesehānenagu, nechau jenaasehaude.
2a062000a9	Hith nananena vechauthaunagu daun havechauthādaunenau nananena, haddusevaveeneva nananena? haugau wauwauchudauhuhauau nechau nevechauthauthee hethāevechauthādaunenau.
2a0621008b	Nau hith nananena hethadāgu hasehaunā daun hāneneehādaunenau, haddusevaveeneva nananena? hanau naneesedauhaugaunee wauwauchudauhuhauau.
2a062200a9	Nau hith nananena hehaunagu daun hāneejauaunaudaunādaunenau, haddusevaveeneva? hanau wauwauchudauhuhauau nechau neehauhaugaunee wauwauchudauhuhau, hadnejanaasesedanuu.
2a062300fb	Hau vechauthaa nananena haujauthavenau, nau hethadeha hasedauna, nau hehānagu, jevajavathehāe; nau nananena haudaugautheavadenenau hadvasauau, nau nananena hadnaāedāeyaunenena Javaājauuthee: nau neneneehaude nethāejevaveenenethe nau hauhauganau.
2a06240045	Hedauwuyaunee nananena, nananena Hāsaunaunenau jea hasedauwuyaunede.
2a06250098	Jevaauchuwuu, nau nananene hadnaajauchuwuhane: nau jevaduguthāe nau nananena hadnehauwuduguhuva: hejaegudanauwuyāe nau hadnejaegudanauwunane nananene:
2a062600d1	Vāe, nau hadnevenana nananene, vavesethajauauthāe, dāayāe, nau dāesathāe, nau haunauwauauthāe, hauchauva, henane hadvenāna. Nechau hadnaasethajauaudaunāna hasethajauauthānā hadnanesethajauaudaunana.
2a06270076	Nau hanaāanadethaude haejejegausuhu, Gaunanenauguhu jenenauājetha nanenauguhu? Gauhaudjenesauujanesenauau gauuhanaa?
2a06280082	Thauguthāhe hehauwujavaāhe hechauhauthehādaune: hau haunauude hanesāde daun haunauudaunāde hathāhenith hechauhauthehādaune.
2a06290071	Nau naudu hanauhaudauwu nananene hahavaa hejaheede hesesāe, hau haājevesehau havadauhaude hathāsewau hasesāe?
2a062a0149	Wauāthe hauddusenehethau nananene hahavaa, Jāedaā, hadaugauhauwunathe hajaheede hasesāe, hau daujenauhauwaude havadauhaude hathāsewau nehayau hasesāe? Nananene jayaudauwunaedehe, nedauau haugauhune havadauhaude hathāsewau nehayau hasesāe, nau hadenaāeneauvane hadenaāeneaugauhauwu jaheede hethāsathau hahavaa hesesāe.
2a062b0086	Hanau hauhaude hethahagu hehauwuseaude wausaunee vevenaudenau; nau wauāthe wauchahagu hauhaude hehauwuseaude hethadenee vevenaudenau.
2a062c00b8	Hanau hadauchude hauhaude neaenaunede hanasaunee hevevenaudenau. Hanau hauchahevesee henanenauau hehauwunaadauhauānuu hauuyauchuwunau nau dauchuuwusee hehauwunaadauguunee dadajevenau.
2a062d00b8	Henane hethāde hehethee hethadenee heda nenauuchaudede hethadenee; hau wauchāhede henane wausaunee heda nenauuchaudede wausaunee: hanau waunauthaa hehethee hedahaa hede nanadenaunee.
2a062e005a	Nau naudu, Vahadāhene, Vahadāhene, haesena, hau nejesedauna hayauhuhau hasenehethathana?
2a062f0066	Daun nādasāde nau nedaunānaugu hasenehenaunauau, nau hesedauhuk, haudnauhauthehathana haudnethāde:
2a063000f0	Henanene henee nenesedenethe hauauwu naathāde, nau henee nejayauchauhuu, nau naneejenanauau hauauwuu dasee hauunaugāe: nau nauunauuu naje neje naunauthuu jaathāsāe henee hauauwuu, nau hehauwunauauvathāau: hanau daunāaudaa hauunaugāe.
2a063100c5	Hau jaathedehe, nau janenaasedauthe, naathāde henanenau henee nedasauauvānethe vedauauwuu; nau neje jaathāsāe naunauthuu, nau nauhauhaunee naunenauauau; nau thauwusāe henee hauauwuu nevasauau.
2a0701005b	Wauhā hāevathanadede vahee hanasenehede daujajaathehade henanedanede, haejedā Capernaum.
2a0702004c	Nau jasaa vanenenaja hewauwaune haevechautha haeaugauwune, nau haeyānajane.
2a07030082	Nau hāenedauwauthaude Hejavaneauthusaun, haeautheava vachaugananenau Jews, haeadetha hadjaunith nau hadnenayauhaunith hewauwaune.
2a07040090	Nau hāedauchauthee Hejavaneauthusaun, haeautheauwaunauthasanauau haugaunaunee, hanau hethāde naa henane naa haudneenesedaude, hathauhaugaunee:
2a07050047	Hanau vechaudauau nadedanenau, nau nenesedaunānauau vevethahenauauwuu.
2a070600d6	Heee Hejavaneauthusau hanaāejasesenethaunāde. Nau hāeauchauau hauauwu, vanenenaja haejajedauaunanenau henedaehauhau, Vahadāhene, jevawauchuthajau Nananene: haugau wauchāhenau hadjedāne naudauauwuu, hathauhuk:
2a07070067	Nanaa nāejewauchanavadede dauudasathane: hau vavade nehedau hanadede, nau naudautheau hadeenanedanede.
2a070800e3	Hanau nananenau nanethenanenenau naunaudāhenau, nanethenu vanenanenauau, nau naāāedauwunauau hanesāde yehau nau naāejathāaude; nau jasaa, Nahāje, hathauau nau jaunaude; nau naudautheau, Nesede, hathauau, nau nanesedaude.
2a0709010d	Hejavaneauthusau hāenedauwaudauau nuu hayauhuhau, haegaugauanava, nau haenauthegauthaagu, nau hanaāāedauwunaude henanedanau hethāethauguhādaunau, Hadāedauwunathava, Haunauau nāhauwuveehau vasee hethauwuthajuhu (naa hathāde henane), hegau, hehauwuu haduu Israel.
2a070a0078	Nau henee hathāautheavathee, hāejaenuusathee hauauwuu, haeveehanauau wauwaune haeenanedanene henee neasauwauvāhenith.
2a070b0095	Nau hethauwuu jasaa hesee, hanaāehaude hedan Nain haseenauyāgu; nau haewauthanenau hethauguhādaunau henethaunādaunau, nau hauwauhuu henanedanede.
2a070c00b7	Wauhā hāayānauusade hejavaaa dajanaunaa hedan, naune, naa najaa henane naunudanade, jasāsau henaune, nau haeenevesānene: nau haewauthane henanedanede hehethee hedan haenethaunaa.
2a070d0044	Nau hāenauhauwaude Vahadāde haeauwunauna, Najenaudāve, hathauhuk.
2a070e0092	Nau haeedasa nau haevasane nauaunechauthau: nau hethāenauaunechauhādaunau haedādauyaugunenau. Haunaua, hāedauwunathane, Thauwauthe, hathauhuk.
2a070f005a	Nau henee nenajaa haethauwaudaugu, nau haenaāejasesanadede, nau hanaāevenaude henaunene.
2a071000b1	Nau nāthajaude haeedasā vahee: nau haevaveenethedaunanauau Hejavaneauthu, Havathee haeyāhe hanejauaude hadedanene; nau, Hejavaneauthau haenauujādauna henesaunau, hahagaunee.
2a07110058	Nau nuu dauauthedaunenede haenanadesanaune vahee Judea, nau nanadee gauānee vedauauwuu.
2a0712003f	Nau hethauguhādaunau Jaun haeauthedaunaa vahee nuu hayauhuhau.
2a0713009a	Nau Jaun haeadetha hanesenethe hethauguhādaunau haeyethautheava Hejavaneauthusaun, Gauhanane henee waudaudjaude? nau wauāthe gauhadnaudenauhauwau jasaa?
2a071400bb	Hāedauchauthee henanenauau, Jaun Dusaayāhe janādautheavānauau Nananene, hathauhaugaunee, hanaāenaudedaunauthee, Gauhanane henee waudaudjaude? nau wauāthe gauhadnaudenauhauwau jasaa.
2a071500aa	Nau vavade hāauchauau haeenayauha haewauthanenau vavavāauhuhau nau havathee haugauwude, nau wauchāhenith haujaun; nau haewauthanenau nanenauguhuhau haevena nauhauthau.
2a0716016e	Hejavaneathusaun hanaāāedauwunāthee, Najajathāauau, nau hadāedauwunauva Jaun hathāhaugaunee, hayewhu hanathauhauthāna nau hathadauvana; hasejaenauhauthāde nanenauguhu, jeneejavesāhe daujavesade, naunaujaunee hedaugauwudaunenau dauuyaudahethee, hayājadāhe daunedauvade, gaujauaudahehe daujaethauwauthede, hadavenuhu hethadenee waunauyaunee dauauthedaunade.
2a0717002f	Nau hauwunaunade daun najewauchuthajaudaunāde.
2a071800b3	Nau hāejathāaunethe Jaun hedautheaunau, hanaāejasesanadedauau henanedanede hasenaedenethe Jauneau, Hayew nananena haewaunenauhauthaunenau nauaunee? gaugauguyāse daunauauvasee?
2a071900ba	Hau hayew nananena hāewaunenauhauthaunenau? Gauhenane hedāchaunau hejajehaunenau hedāchaunau? Naune, nethāeneenuhuthee, nau neneenaedethee thanāsee nenauchuwunethe hedauauwunenenau.
2a071a006d	Hau hayew hāewaunenauhauthaunenau? Gauhaeyāhe? Haa, hadāedauwunathava nananena, nau javaāsee haeyāhehau.
2a071b0078	Naa nananene, wauthaunesee, Naune, hadjejenanauau Naudautheau hathaaguna, hadnesedaunāna hauvaunenau sayānee Nananena.
2a071c00c0	Hanau nāedauwunathana, hadedanenau nethāenesaunevāna hesānauau hehauwujavaāse haeyāhe hathāde Jaun Dusaayāhe: hau hena haugajehede hanedauhuk henajanedaunene Hejavaneauthu javaāhehuk.
2a071d0094	Nau vahee henanedanede hathāenedaunāde, nau hauāyāhehauau, hanaāechuwauthethajaudaunauthee Hejavaneauthu, haenethedusaanā dusaayāhew Jauneau.
2a071e0086	Hau Nesethajauhuhauau nau nanavaavehehau yesee nehayau haeausagudenauau hevathehādaunene Hejavaneauthu, haejenethedusaanā (Jauneau).
2a071f005f	Nau Vahadāde hahagu, Hayew naudneedajenehethau henanedanede nuu henaedede? nau haethahenauthe?
2a072000c1	Waude dāeyaunauauau hathahethee theaugunauthe haudaunanauauwuu, nau danadethadethee, nau nanāhethee, Nevadauhana, hau nananena nejevadana; naudauwuthajaudauwunana nananena, hau nejevewauhuna.
2a07210081	Hanau denauusade Jaun Dusaayāhe dejevethee jauaujaunau nau deejevanaa vasevenenaje; nau nananena nanethenaude haujaun, nethauna.
2a072200a7	Heau henane daunauusade dauvethede nau dauvanaa; Nauhauvaa naa henane naudaudāhe, nau vasevenenajevanehe, henedaehauhau hauāyāhehau nau wauwauchudauhuhau, nethauna.
2a07230039	Hau haeyaude chaunuwuthajaudaunaude vahee hedāeyaunewau.
2a0724008e	Nau hanesāde Nesethajuhu haeadetha haudjewaunenethevethehevāde, nau haeyehau haejedā Nesethajauhu hedauauwunene, nau haejanaugu hadvethede.
2a072500a1	Nau, naune, hesā hedan, haeauhaugane, hāaenaunaude Hejavaneauthusaun daujanaugunith hadvethehenith Nesethajauhu hedauauwunene, haejāchaude jaāvasaa chauayau,
2a072600b9	Nau haetheaugu hegauwune heauthene haevewau, nau hanaāejasesahesadede heauthene heee hedejee nau haeheahenauwu heee henethaanene, nau haenedane heauthene, nau haechauane heee chauayau.
2a072700cc	Wauhā Nesethajuhu hāadethaude hāenauhauwaude, haejaevenanadethade, Naa Henane, haeyāheyaugu, hanaenaunaude daunhadāhenith nau daunhathāhenith nuu hesāne hevasanādaune: hanau wauwauchuduhu, hahagu.
2a07280082	Nau Hejavaneauthusau hanaāāedauwunaude, Simon, haudnāedauwunathane nananene. Nau hanaāenehethaude, Hechauhauthethāhe, nanehe.
2a0729008c	Hena jasaa sayānedanauwuyau haenesenenau hesayānedanauwunādaunau: hanesāhenith yauthaunevadadausauau vāejethā, nau jasaa yauthauyauau.
2a072a007b	Nau hāeyauhuunee haunaudauhudaunene, haenanethauaunegudanauwuna nesauuu Jeāedauwune, hanaane hevechauthādaune javaānee?
2a072b007b	Simon hanaāejaāedauwunaude, Nauchāe nananenith heneehejavaāgudanauwunaune. Nau hanaāāedauwunaude, Nananene neaenauwu.
2a072c00f5	Nau hanaāeyethaagude hesāne, nau hanaāāedauwunaude Simoneau, Gauhaunauhauwau nananene naa hesā? Nananenau nejedānau haudauauwuu, nananene hāehauwuvene naje heee nauaudau: hau neheahesadede nauaudau heee hedejee, nau neheahenauau henethaa.
2a072d005a	Nananene hāehauwunedane hau naa hesā hāenauusanaunauau hehauwuthauujenenedane nauaudau.
2a072e0066	Naudauguhua nauguu javeda nananene hajechauusānene hau naa hesā nechauanauau nauaudau heee chauayau.
2a072f00b0	Naa hāedauwunathane nananene hewauchudaudenau waunauthanee gaunudanauwunade; hanau dauvechauthāde javaānee hau daun vanehaa gaunudanauwunade vavade hasevechauthāde vanehaa.
2a0730004d	Nau hanaāāedauwunaude hesāne, nananene hauwauchudaudenau jaegudanauwunane.
2a07310083	Nau hethāenedauguvādaunau dauvethehethee hanaāejasesanadethee hegaugauuthajaudenenauau hanaa naa negudanauau wauchudaudenau jea?
2a0732006c	Nau hanaāāedauwunaude hesāne, Nananene hadethauwaudaude henayauhāne nananene; najesa hadnauwauthenesane.
2a080100dd	Nau hethauwuu waunee haejathāau nanadee hadauchanenee hedan nau hajaseehedan, dauaunauthedade nau daunaunauhauthethāde neethajaude waunauyaunee hasaunee henajanedaunene Hejavaneauthu: nau vadadauchunesenee haenethaunaa,
2a080200a2	Nau jasaa hesānauau, haeenayauhau dewauchāhenethe haujaunau nau vavavāauhuhauau, Mare haseadagu Magdalene, naunudanavathe nesaudauchu wauchāhenethe haujaunau,
2a0803007e	Nau Joanna henene Chuza Herod hadāhevāhe, nau Susanna, nau haewauthanauau hauthauauau, hevenādaunau hethāenetheyaunenenau.
2a08040079	Nau hāeneenawauthaa henanedanede dauauāchaudenee, nau haeedasaa hehethee nanadee hedane, hanaāeanadede jegausauhānee:
2a08050087	Jenayāhe haewauneneāgude hejenayaunau: hauthauau haejajanesanau vaunaa; nau haeauguhudaunene, nau neahehauau hejavaa haeaudauvanauau.
2a0806006a	Nau hauthauau haedasegaugauusanau hauunagāe; nau chauchaunu hāeveseuu, haenadadanau, hanau daujenajenee.
2a08070069	Nau hauthauau haejajanesanau hegauau dauchuuwusee; nau dauchuuwuse haenauguveseaunau, nau haeajedaunanā.
2a080800cb	Nau hauthauau haegaugauusanau dasee hadauuthadee vedauauwuu, nau haeveseaunau, nau haeneeaunau vadadausauau jenayaude. Nau hāenehedauau nuu hayauhuhau, haevasenehe, Daun henaudaununede, nanehanedauvade.
2a0809004a	Nau hethauguhādaunau haenaudedaunaa, duthanau nuu jegausudede, hathāhuk?
