2800000005	Mateo
29080d006a	Kꞌa te riꞌ xel bꞌik kukꞌ, xeꞌ pa jun jukubꞌ bꞌinibꞌal, xeꞌ chꞌaqaꞌp che ri kꞌo wi.
29080e0084	Xsachan chike ri tijoxelabꞌ xkikꞌam bꞌik kiwa, xa jun kaxlan wa kꞌo bꞌik pa ri jukubꞌ bꞌinibꞌal puꞌwiꞌ ri jaꞌ.
29080f0065	Ri Jesús xubꞌij chike: Qas chichajij iwibꞌ che ri chꞌam kech ri fariseos xuqujeꞌ ri Herodes.
290810004c	Ri tijoxelabꞌ xkibꞌij: Jeriꞌ la kubꞌij rumal maj qawa xqakꞌam loq.
29081100fd	Ri tijoxelabꞌ man xkichꞌobꞌ taj chi are tajin kabꞌix chike ri kꞌutuꞌn kech ri fariseos. Are xril ri Jesús we riꞌ, xubꞌij chike: ¿Jas che kibꞌij chi maj iwa? ¿La man kixkaꞌyik, man kixchomanik? ¿La xa qꞌeqarinaq ri ichomabꞌal?
290812005c	¿La xa maj ibꞌoqꞌoch chi rilik, o xa maj ixikin chutayik? ¿La man kanaꞌtaj chiꞌwe?
2908130081	Are xinjach ri kaxlan wa chikiwach ri jobꞌ mil winaq ¿janipa chakach chꞌaqaꞌp ximulij? Kabꞌlajuj, xecha ri tijoxelabꞌ.
290814008a	Are xinjach chik ri wuqubꞌ kaxlan wa chike ri kajibꞌ mil winaq ¿Janipa chakach chꞌaqaꞌp ximulij? Wuqubꞌ, xecha ri tijoxelabꞌ.
290815006d	Kꞌisbꞌal rech xubꞌij: ¿La xaq jeꞌ man kichꞌobꞌ taj jas kel kubꞌij ri chꞌam kech ri fariseos?
2908160083	Are xopan ri Jesús pa ri tinimit Betsaida, nikꞌaj winaq xkikꞌam bꞌik jun moy achi rukꞌ xkita toqꞌobꞌ che kuchap kanoq.
29081700ba	Ri Jesús xukꞌam bꞌik ri moy achi che ri uqꞌabꞌ xel bꞌik pa ri tinimit. Xuchubꞌaj pa ri ubꞌoqꞌoch, xuya ri uqꞌabꞌ puꞌwiꞌ kꞌa te riꞌ xuta che: ¿La kawil chik?
2908180073	Ri achi xuwaꞌjilisaj ri ukaꞌyebꞌal xubꞌij: Jeꞌ, keꞌnwil chi ri winaq jer kebꞌantaj cheꞌ kebꞌinik.
29081900be	Ri Jesús xuya chik junmul ri uqꞌabꞌ puꞌwiꞌ ri uꞌbꞌoqꞌoch ri achi, kꞌa te riꞌ xkunatajik. Ri achi xkꞌayik xuchapleꞌj rilik ri jastaq jacha kubꞌan jun utz uwach winaq.
29081a00ac	Ri Jesús xutaq bꞌik ri achi cho rachoch, xubꞌij bꞌik che: Man katok ta chi bꞌik pa le tinimit xuqujeꞌ man katzijoj ta chike ri winaq jas ri xkꞌulmataj awukꞌ.
29081b00a5	Ri Jesús e rachiꞌl ri utijoxelabꞌ xebꞌe pa taq ri leꞌaj rech Cesarea rech Filipo. E bꞌenaq pa ri bꞌe are xuta chike: ¿In jachin in kakibꞌij ri winaq?
29081c00cf	Ri tijoxelabꞌ xkibꞌij: E jujun kakibꞌij chi lal Juan Bꞌanal qasanaꞌ, e jujun chik kakibꞌij chi lal lal Elías, e nikꞌaj chik kakibꞌij chi lal la jun chike ri e qꞌalajisal taq utzij ri Dios.
29081d0064	Ri Jesús xubꞌij chike: ¿Jas kibꞌij ix? ¿In jachin ri in? Ri Pedro xubꞌij: Lal, lal Mesías.
29081e0053	Ri Jesús xubꞌij chike chi man kakitzijoj ta chik che jun winaq jachin ri areꞌ.
29081f015c	Kꞌa te riꞌ xuchapleꞌj uyaꞌik kꞌutuꞌn, xubꞌij: Ri uKꞌojol ri Achi kuriq na kꞌax, ketzelax na uwach kumal ri kꞌamal taq kibꞌe ri winaq, kumal ri kinimaꞌqil ri e chꞌawenelabꞌ cho ri Dios xuqujeꞌ ri aꞌjtijabꞌ rech ri taqanik. Sibꞌalaj choqꞌaqꞌ kꞌu wi kakamisax na, xuqujeꞌ kakꞌastaj na uwach churox qꞌij.
2908200088	Ri Jesús qas kꞌyaqal xubꞌan chubꞌixik, rumal riꞌ ri Pedro xusikꞌij bꞌik pa utukel pa jun kꞌolibꞌal xuchapleꞌj uyajik.
29082100c6	Xtzalqꞌomij ri Jesús, xuꞌkaꞌyej ri utijoxelabꞌ, kꞌa te riꞌ xuyaj ri Pedro xubꞌij: Itzel, chatel chinuwach. Man are ta kachomaj at ri jastaq rech ri Dios xane are ri kech ri achyabꞌ.
29082200c3	Kꞌa te riꞌ xuꞌsikꞌij ri winaq rachiꞌl ri utijoxelabꞌ xubꞌij chike: We kꞌo ne jun karaj kuxik nutijoxel, chukꞌekꞌej ribꞌ, reqaj ri cheꞌ ripbꞌal xuqujeꞌ chinutereneꞌj.
29082300bd	Jeriꞌ rumal ri winaq ri karaj kukol ri ukꞌaslemal, kutzaq na riꞌ, are kꞌu ri kutzaq ri ukꞌaslemal xa rumal we xuqujeꞌ rumal rech ri utz laj tzij, kukol na riꞌ ri ukꞌaslemal.
2908240071	¿Jas kutayij che ri winaq kuchꞌek ronojel ri qꞌinomal rech uwachulew, we man kakwinik kukol ri ukꞌaslemal?
290825002a	¿Jas kakwin jun kuya cho ri ukꞌaslemal?
2908260105	We kꞌo jun kukꞌixibꞌej nuqꞌalajisaxik xuqujeꞌ utzijoxik ri nutzij chike we itzel taq winaq aꞌjmakibꞌ rech we qꞌij kamik. Ri uKꞌojol ri Achi kakꞌix na che we winaq riꞌ are kape pa ri ujuluwem ri utat e rachiꞌl ri tyoxalaj taq rangelibꞌ.
29090100bc	Te kꞌu riꞌ xubꞌij: Qas tzij kinbꞌij chiꞌwe, e kꞌo jujun chike ri e kꞌo chanim man kekam ta na we man nabꞌe kakil ri rulik ri ajawarem rech ri Dios ri kape na rukꞌ kwinem.
29090200ed	Ikꞌowinaq chi waqibꞌ qꞌij che we riꞌ, ri Jesús xusikꞌij bꞌik ri Pedro, ri Jacobo, ri Juan, xebꞌe rukꞌ puꞌwiꞌ jun nimalaj juyubꞌ. Chilaꞌ xkꞌexkꞌobꞌ wi ri ukaꞌyibꞌal ri Jesús chikiwach ri xebꞌe rukꞌ.
290903006c	Ri ratzꞌyaq sibꞌalaj xrepqꞌunik, maj jun winaq choch ri uwachulew ri xkwin ta ne chubꞌanik we riꞌ.
290904005a	Xuqujeꞌ xkikꞌut kibꞌ ri Elías rachiꞌl ri Moisés tajin ketzijon rukꞌ ri Jesús.
29090500a2	Ri Pedro xubꞌij che ri Jesús: Ajtij, utz uj kꞌo waral, kujkwinik kaqabꞌan oxibꞌ alaj taq ja: jun e la, jun rech le Moisés, xuqujeꞌ jun rech le Elías.
290906004b	Xubꞌij we riꞌ xa rumal xibꞌin ibꞌ, man qas ta xuchomaj ri xubꞌij.
290907008f	Kꞌa te riꞌ xpe jun sutzꞌ, xuꞌchꞌuq konojel. Xpe jun chꞌabꞌal chupam, xubꞌij: Are waꞌ ri loqꞌalaj nukꞌojol. Chitatabꞌej.
2909080037	Are xekaꞌylobꞌik, xaq xwi xkil chi uwach ri Jesús.
29090900d5	Are tajin keqaj loq puꞌwiꞌ ri juyubꞌ, ri Jesús xubꞌij chike chi man kakitzijoj ta chi che jun winaq ri xkilo, kꞌa te kuyaꞌo kakitzijoj are kakꞌastaj ri uKꞌojol ri Achi chikixoꞌl ri kaminaqibꞌ.
29090a0092	Xkikꞌol pa kanimaꞌ, xa kꞌu kakitatabꞌela la chibꞌil taq kibꞌ jas kel kubꞌij are xubꞌij chi kawaꞌjil chikixoꞌl ri kaminaqibꞌ.
29090b0079	Ri tijoxelabꞌ xkita che ri Jesús: ¿Jas che ri aꞌjtijabꞌ rech ri taqanik kakibꞌij chi nabꞌe kape na ri Elías?
29090c00c8	Ri Jesús xubꞌij: Qas tzij wi, ri Elías are kape nabꞌe chusukꞌumaxik ronojel ri jastaq. ¿Jas ta kꞌu che tzꞌibꞌatalik chi ri uKꞌojol ri Achi kuriq na kꞌax xuqujeꞌ ketzelax na uwach?
29090d006e	Kinbꞌij chiꞌwe chi ri Elías xpe kanoq, ri winaq xkibꞌan che ronojel ri xkaj, jetaq ri tzꞌibꞌatalik.
29090e00a8	Are xoꞌpan kukꞌ ri nikꞌaj tijoxelabꞌ chik, xeꞌkil sibꞌalaj e kꞌi winaq xuqujeꞌ aꞌjtijabꞌ rech ri taqanik tajin kakibꞌan chꞌoꞌj pa tzij kukꞌ.
29090f0049	Ri winaq are xkil ri Jesús kexikꞌanik xebꞌe chuyaꞌik rutzil uwach.
2909100038	Ri Jesús xuta chike: ¿Jas tajin kichꞌoꞌjij kukꞌ?
29091100b0	Jun achi kꞌo chikixoꞌl ri winaq xubꞌij che ri Jesús: Ajtij, xinkꞌam loq ri nukꞌojol choch la rumal kꞌo jun itzel uxlabꞌal che, man kuya ta bꞌe che kachꞌawik.
29091200d1	Are kukoj uchuqꞌabꞌ ri itzel uxlabꞌal che, katzaq pa ri ulew, kawusuw upuꞌchiꞌ, kuqutꞌutꞌej ri uware. Xinbꞌij chike le tijoxelabꞌ la kakesaj bꞌik ri itzel uxlabꞌal che, man xekwin ta che.
29091300c1	Ri Jesús xubꞌij: ¡kꞌax iwe ix winaq ri maj ikojobꞌal che ri Dios, naj chik in kꞌo iwukꞌ! ¿Jampaꞌ xaq in kꞌo iwukꞌ? ¿La xaq kinkochꞌ in ri kibꞌano? Chikꞌama loq ri ala.
2909140083	Xkikꞌam bꞌik ri ala rukꞌ. Ri itzel uxlabꞌal xutzaq ri ala pa ri ulew, xuchapleꞌj bꞌalkaꞌtik, kawusuw ri upuꞌchiꞌ.
290915007e	Ri Jesús xuta che ri utat ri ala: ¿Jampaꞌ xuchapleꞌj we kꞌax riꞌ che we ala? Ri achi xubꞌij: Pa ri ralkꞌaꞌlal.
2909160095	Ri itzel uxlabꞌal kꞌi mul raj ukamisam we ala. Utzaqom pa ri qꞌaqꞌ xuqujeꞌ pa ri jaꞌ. We kakwin la, kujtoꞌ la. Cheꞌl kuꞌx la chaqe.
290917007a	Ri Jesús xubꞌij: ¿Jamo riꞌ kabꞌij we kakwin laꞌ? Ronojel keꞌ ubꞌanik rukꞌ ri winaq ri kakojon che ri Dios.
290918005c	Ri utat ri ala aninaq xubꞌij: Kinkojonik che ri Dios, chintoꞌ la rukꞌ ri nukojobꞌal.
29091900bd	Are xril ri Jesús chi tajin kakimulij kibꞌ kꞌi winaq, xubꞌij che ri itzel uxlabꞌal: At uxlabꞌal ri kabꞌan tꞌoꞌy, mem che we ala riꞌ, chatel bꞌik, man katok ta chik che.
29091a00b3	Ri uxlabꞌal xuraqaqej uchiꞌ, xubꞌirirej ri ala rukꞌ chuqꞌabꞌ, kꞌa te riꞌ xel bꞌik che. Ri ala raj xkamik cher xbꞌantajik, e kꞌi winaq xkibꞌij: Xkam le ala.
29091b0063	Ri Jesús kꞌut xuchap ri ala che ri uqꞌabꞌ, xuwaꞌjilisaj. Ri ala xwaꞌjilik, xtakꞌiꞌk.
29091c0098	Are xok bꞌik ri Jesús pa ri ja e rachiꞌl ri utijoxelabꞌ, xkita che xaq pa utukel: ¿Jas che man xujkwin taj uj xqesaj bꞌik ri itzel uxlabꞌal?
29091d0059	Xubꞌij ri Jesús chike: We itzel uxlabꞌal riꞌ xwi kel bꞌik we kibꞌan chꞌawem.
29091e007d	Xel bꞌik pa ri leꞌaj riꞌ, xiꞌkꞌow bꞌik pa Galilea. Are karaj ri Jesús maj jachin ketaꞌmanik jawjeꞌ kꞌo wi.
29091f00a3	Jeriꞌ rumal tajin kubꞌij chike ri utijoxelabꞌ: Ri uKꞌojol ri Achi kajach na pa kiqꞌabꞌ ri achyabꞌ. Kakamisax na, churox qꞌij kꞌut kakꞌastaj na.
2909200072	Ri tijoxelabꞌ man xkichomaj taj jas xraj xubꞌij rukꞌ we riꞌ, xkixiꞌj kibꞌ xkita che jas xraj xubꞌij.
290921007d	Xoꞌpan pa Capernaúm. Are kꞌo chi pa ri ja, xuta ri Jesús chike: ¿Jas ri tajin kitzijoj loq are ix petinaq pa ri bꞌe?
29092200a7	Ri tijoxelabꞌ man xechꞌaw taj, rumal pa ri bꞌe are xkitzijoj la rij jachin ri nim uqꞌij. Rumal pa kijujunal kakinaꞌo chi e nimaꞌq chikiwach ri e kachiꞌl.
29092300d5	Ri Jesús xtꞌuyiꞌk, xusikꞌij ri kabꞌlajuj utijoxelabꞌ, xubꞌij chike: We kꞌo jun karaj kok che nabꞌe chike konojel ri winaq, rajawaxik kux na kꞌisbꞌal chike konojel xuqujeꞌ patanil ke konojel.
290924005f	Kꞌa te riꞌ xukꞌam jun akꞌal xuya chikixoꞌl, kꞌa te riꞌ xuqꞌaluj xubꞌij chike:
29092500b7	Ri kukꞌamawaꞌj jun chike we akꞌalabꞌ riꞌ pa nubꞌiꞌ, in kinukꞌamawaꞌj, ri kinukꞌamawaꞌj in, man in taj kinukꞌamawaꞌj xane are kukꞌamawaꞌj ri xintaqow loq.
2909260089	Ri Juan xubꞌij: Ajtij, xqil jun winaq tajin keꞌresaj itzel taq uxlabꞌal pa ri bꞌiꞌ la, xqaqꞌil kanoq rumal man qachiꞌl taj.
290927008a	Ri Jesús xubꞌij: Man kiqꞌil taj, maj jun winaq kubꞌan mayijabꞌal taq jastaq pa ri nubꞌiꞌ, kꞌa te riꞌ itzel katzijon chwe.
2909280026	Ri man qakꞌulel taj qachiꞌl riꞌ.
2909290069	Qas tzij kinbꞌij chiꞌwe, xapachin ri kusipaj juqubꞌ jaꞌ pa ri nubꞌiꞌ, katoj na ukꞌaxel che.
29092a00a6	We kꞌo jun kutaqchiꞌj pa mak jun chike we alaj taq nitzꞌ riꞌ, are katanik kajatꞌix jun abꞌaj kebꞌal chuqul, kakꞌyaq bꞌik kꞌa pa ukꞌuꞌx ri plo.
29092b00e0	Je xuqujeꞌ we are ri aqꞌabꞌ katutaqchiꞌj pa mak, chasakꞌij. Are katanik katok pa ri jun alik kꞌaslemal, xa jun aqꞌabꞌ cho ri kateꞌ pa ri tyoꞌnel qꞌaqꞌ ri man kachup taj, rukꞌ ukobꞌchal aqꞌabꞌ.
29092c0052	/Ri tyoꞌnel qꞌaqꞌ man kachup ta wi xuqujeꞌ ri winaq man kakam taj chupam./
29092d00ac	We are ri awaqan kattaqchiꞌn pa mak, chasakꞌij. Are katanik katok pa ri kaj, maj jun awaqan cho ri kakꞌyaq bꞌik pa ri tyoꞌnel qꞌaqꞌ rukꞌ ukobꞌchal awaqan.
29092e0051	/Chilaꞌ kꞌut man kakam ta wi ri winaq xuqujeꞌ man kachup taj ri qꞌaqꞌ./
29092f00cf	We are ri abꞌoqꞌoch kattaqchiꞌn pa mak, chawesaj. Are katanik katok pa ri ajawarem rech ri Dios xa jun abꞌoqꞌoch cho ri katkꞌyaq bꞌik pa ri tyoꞌnel qꞌaqꞌ rukꞌ ukobꞌchal abꞌoqꞌoch.
2909300086	Chilaꞌ man kakꞌis ta wi ri kꞌaxkꞌolal che ri winaq xane kuriq kꞌax chibꞌe qꞌij saq, rumal man kachup ta wi ri qꞌaqꞌ.
2909310040	Ri qꞌaqꞌ are je kel ri atzꞌam ri kayoꞌw utzayil ronojel.
29093200bc	Utz ri atzꞌam, are kꞌu we kelik ri utzayil ¿jas kabꞌan riꞌ chutzalixik ri utzayil? Man kakꞌis ta bꞌa ri iwatzꞌamil rech kixkꞌojiꞌk pa jaꞌmaril kukꞌ konojel ri winaq.
290a0100f3	Xel bꞌik ri Jesús pa ri tinimit ri kꞌo wi, xeꞌ pa ri tinimit ri kꞌo pa Judea chꞌaqaꞌp che ri Jordán. Junmul chik xkimulij kibꞌ winaq, ri Jesús xuchapleꞌj chik uyaꞌik kꞌutuꞌn chikiwach jacha ri naqꞌatal che kubꞌano.
290a020091	Xoꞌpan nikꞌaj fariseos, xeqet rukꞌ ri Jesús chubꞌixik jun kꞌaꞌmabꞌal che, xkibꞌij: ¿La yaꞌtal che jun achi kujach ri rixoqil?
290a030054	Ri Jesús xubꞌij chike: ¿Jas kubꞌij ri utaqanik ri Moisés rajawaxik kibꞌano?
290a0400a6	Ri fariseos xkibꞌij: Ri Moisés xuya bꞌe chi utz katzꞌibꞌax jun wuj jawjeꞌ kubꞌij wi chi xjach ri ixoq, kꞌa te riꞌ kesax bꞌik ri ixoq rumal ri achi.
290a050063	Ri Jesús xubꞌij: Ri taqanik riꞌ are ri Moisés xtzꞌibꞌanik rumal man kiwaj taj kixnimanik.
290a06005b	Man je ta riꞌ ubꞌanik are xtiktaj loq ronojel, ri Dios xutik ri achi xuqujeꞌ ri ixoq.
290a070055	“Rumal riꞌ, ri achi kuya kanoq ri utat xuqujeꞌ ri unan keꞌ rukꞌ ri rixoqil,
290a080053	rech xa jun tyoꞌjal kuꞌxik.” Jeriꞌ man e kebꞌ ta chik xane xa e jun chik.
290a09003c	Xaq jeriꞌ ri xunukꞌ ri Dios man kuya taj kujach ri achi.
290a0a005d	Are xoꞌpan cho ri ja, ri tijoxelabꞌ xkita che ri Jesús jas kel kubꞌij we jastaq riꞌ.
290a0b0093	Ri Jesús xubꞌij: Ri kujach rixoqil kꞌa te riꞌ kakꞌuliꞌk chik rukꞌ jun ixoq chik e kebꞌ rixoqil xuqujeꞌ xmakunik rukꞌ ri nabꞌe.
290a0c0061	We are ri ixoq kujach rachajil kꞌa te riꞌ kakꞌuliꞌk chik rukꞌ jun achi chik, kamakunik.
290a0d008a	Ri winaq xeꞌkikꞌam bꞌik akꞌalabꞌ rukꞌ ri Jesús rech kuꞌchapo, ri e tijoxelabꞌ kꞌut xeꞌkiyaj ri e kꞌamowinaq bꞌik.
290a0e014f	Are xril ri Jesús ri xkꞌulmatajik, xyojtajik xubꞌij chike ri utijoxelabꞌ: Man kiꞌqꞌatej ta ri akꞌalabꞌ kepe wukꞌ, chiya bꞌe chike, rumal aꞌreꞌ kechꞌabꞌen na ri ajawarem rech ri Dios ri kakubꞌiꞌ kikꞌuꞌx chirij ri Dios jetaq ri kakibꞌan ri akꞌalabꞌ kakubꞌiꞌ kikꞌuꞌx chirij ri kitat kinan.
290a0f00ab	Qas tzij kinbꞌij chiꞌwe, ri man kukꞌamawaꞌj ta ri ajawarem rech ri Dios jetaq kabꞌan chukꞌamawaꞌxik jun laj nitzꞌ akꞌal man kakwin ta riꞌ kok chilaꞌ.
290a100064	Ri Jesús xuqꞌaluj ri akꞌalabꞌ, kꞌa te riꞌ xuya ri uqꞌabꞌ pa kiwiꞌ xuꞌtewechiꞌj.
290a1100b2	Bꞌenam kubꞌan ri Jesús are kaxikꞌan jun achi xopan rukꞌ, xukiꞌk choch, xubꞌij: Utz laj ajtij, ¿jas rajawaxik kinbꞌano rech kinwechabꞌej ri jun alik kꞌaslemal?
290a12006d	Ri Jesús xubꞌij che ri ala: ¿Jas che kabꞌij utz chwe? ¡Man kꞌo ta jun qas utz, xane xaq xwi ri Dios!
290a1300d7	Awetaꞌm chik ri taqanik kubꞌij: Matkamisanik, matzukuj kebꞌ awixoqil, man katelaqꞌ taj, man kabꞌan ta bꞌanoj tzij chirij jun chik, man kabꞌan ta etzelal che jun winaq chik, nim chaꞌwila ri atat anan.
290a140053	Xubꞌij ri achi: Ronojel we riꞌ nuchapleꞌm loq ubꞌanik pa ri walkꞌaꞌlal.
290a15015b	Ri Jesús ko xukaꞌyej ri achi, kꞌa te riꞌ rukꞌ loqꞌanik xubꞌij che: Xa jun jastaq chik kajawatajik kabꞌano: jaꞌkꞌayij ronojel ri kꞌo awukꞌ, kꞌa te riꞌ chasipaj ri pwaq chike ri e mebꞌaibꞌ rech kayaꞌtaj aqꞌinomal chilaꞌ chikaj, kꞌa te riꞌ chatan loq chinatereneꞌj xuqujeꞌ chawetaꞌmaj awe ri kinbꞌano.
290a160081	Ri achi are xuta we riꞌ xkꞌaxkꞌobꞌ ranimaꞌ, kabꞌisonik xeꞌ cho rachoch rumal sibꞌalaj kꞌi uqꞌinomal kꞌolik.
290a170097	Xkaꞌyilobꞌ ri Jesús, kꞌa te riꞌ xubꞌij chike ri utijoxelabꞌ sibꞌalaj kꞌax kakiriq ri qꞌinomabꞌ koꞌk pa ri ajawarem rech ri Dios.
290a18008f	Ri tijoxelabꞌ xemayijanik che ri xubꞌij ri Jesús. Junmul chik xubꞌij: Walkꞌwaꞌl, sibꞌalaj kꞌax okem pa ri ajawarem rech ri Dios.
290a190085	Are man kꞌax taj kubꞌan jun kamey kok pa ri ujolom ri bꞌaq tꞌisoꞌmabꞌal cho jun qꞌinom kok pa ri ajawarem rech ri Dios.
290a1a008b	Xnimataj ri kimayijanik ri tijoxelabꞌ rumal riꞌ xkichapleꞌj ubꞌixik chibꞌil taq kibꞌ we jeriꞌ ¿jachin kakwinik kukol ribꞌ?
290a1b006a	Ri Jesús ko xuꞌkaꞌyej xubꞌij chike: Ri Dios kakwinik chubꞌanik ri man kekwin ta ri achyabꞌ che.
290a1c007d	Xubꞌij ri Pedro che ri Jesús: ¿Jas kakꞌulmataj qukꞌ uj, ri qayaꞌom kanoq ronojel ri qajastaq rumal tereneꞌxik la?
290a1d00a6	Ri Jesús xubꞌij: Qas tzij kinbꞌij chiꞌwe: ri utzaqom kanoq rachoch, e rachalal, e ranabꞌ, utat unan, e ralkꞌwaꞌl xuqujeꞌ rulew xa rumal ri utz laj tzij
290a1e00ef	kukꞌamawaꞌj na ciento mul ukꞌaxel pa taq we qꞌij junabꞌ riꞌ rachoch, e rachalal, e ranabꞌ, uꞌnan, uꞌkꞌojol, e rulew pune kuriq kꞌax rukꞌ. Xuqujeꞌ pa ri qꞌotaj ri kape na, kukꞌamawaꞌj ri jun alik kꞌaslemal.
290a1f00ff	E kꞌi winaq sibꞌalaj nimaꞌq kakinaꞌo choch ri uwachulew xa kꞌu maj kiqꞌij kaya na pa ri ajawarem rech ri Dios xuqujeꞌ e kꞌo man nimaꞌq taj kakinaꞌo are e kꞌo cho ri uwachulew xa kꞌu nimaꞌq na kiꞌlik pa ri ajawarem rech ri Dios.
290a200120	E bꞌenaq pa ri bꞌe, e paqal pa Jerusalén, ri Jesús xnabꞌej bꞌik chikiwach. Ri e tijoxelabꞌ sibꞌalaj xemayijanik, ri nikꞌaj chik ri e teren loq xkixiꞌj kibꞌ. Ri Jesús xuꞌsikꞌij ri e kabꞌlajuj utijoxelabꞌ xaq kitukel xubꞌij chike ri kakꞌulmatajik, xubꞌij:
290a210147	Chanim kujeꞌ pa Jerusalén, chilaꞌ kajach wi na ri uKꞌojol ri Achi pa kiqꞌabꞌ ri e kꞌamal taq kibꞌe ri e chꞌawenelabꞌ cho ri Dios pa kiwiꞌ ri winaq xuqujeꞌ ri aꞌjtijabꞌ rech ri taqanik. Kakiqꞌat na tzij puꞌwiꞌ rech kakamisaxik xuqujeꞌ kajach na pa kiqꞌabꞌ ri winaq ri man aꞌj Israel taj.
290a220071	Ketzelax na uwach, kachubꞌax na upalaj, karapux na xuqujeꞌ kakamisax na. Churox qꞌij kꞌut kakꞌastaj na.
290a23008e	Ri Juan xuqujeꞌ ri Jacobo e ralkꞌwaꞌl ri Zebedeo, xeqet rukꞌ ri Jesús xkibꞌij che: Ajtij, kaqaj chi kaya la chaqe ri kaqata che la.
290a240032	Ri Jesús xubꞌij: ¿Jas kiwaj kinbꞌan iwukꞌ?
290a250095	Jun chike xubꞌij: Ya la bꞌe chaqe chi pa ri ajawarem la ri kajuluwik jun chaqe katꞌuyiꞌ na pa ri wiqiqꞌabꞌ la xuqujeꞌ jun pa ri mox la.
290a260090	Ri Jesús xubꞌij: Man iwetaꞌm taj ri kitoqꞌij ¿La kiqꞌiꞌ ix ri kꞌax ri kinriq na in? ¿La kiqꞌiꞌ ix ri kamikal ri kinriq na in?
290a270093	Ri aꞌreꞌ xkibꞌij: Kujkwinik. Ri Jesús xubꞌij chike: Kixkwin riꞌ kiqꞌiꞌ ri kꞌaxal ri kinriq in xuqujeꞌ ri kamikal ri kinriq na in
290a2800cb	are kꞌu ri uyaꞌik chiꞌwe chi kixtꞌuyiꞌk pa ri nuwiqiqꞌabꞌ xuqujeꞌ pa ri numox man in taj kabꞌan we puꞌwiꞌ. Chomatal chi riꞌ nabꞌe kanoq jachin ajchoqꞌe ri kꞌolibꞌal riꞌ.
290a290053	Are xkita ri e lajuj ri xkꞌulmatajik xeyojtaj chikij ri Jacobo xuqujeꞌ ri Juan.
290a2a00c9	Ri Jesús xuꞌsikꞌij xubꞌij chike: Iwetaꞌm ix, ri winaq ri kakinaꞌo e kꞌamal taq bꞌe kech ri tinimit xuqujeꞌ ri nimaꞌq kibꞌanik pa ri tinimit keꞌkibꞌan kꞌax chike ri e kiwinaq.
290a2b007b	Man yaꞌtal ta kꞌut jeriꞌ kakꞌulmataj iwukꞌ ix, ri karaj kux nabꞌyal chiꞌxoꞌl are rajawaxik kux patanil iwe.
290a2c004f	Xuqujeꞌ ri karaj kux nim uqꞌij chike konojel rajawaxik kux kajchak konojel.
290a2d008f	Jeriꞌ, rumal man ne xpe ta ri uKꞌojol ri Achi rech kapatanixik xane xpetik chuyaꞌik ri ukꞌaslemal che kikolik sibꞌalaj e kꞌi winaq.
290a2e0114	Kꞌa te riꞌ xoꞌpan pa ri tinimit Jericó. Bꞌenam kubꞌan ri qꞌij are xel bꞌik ri Jesús pa Jericó e rachiꞌl ri utijoxelabꞌ xuqujeꞌ sibꞌalaj e kꞌi winaq. Kꞌo jun moy kuta ulimoxna ubꞌiꞌ Bartimeo (ralkꞌwaꞌl ri Timeo) tꞌuyul chuchiꞌ ri bꞌe.
290a2f0088	Are xuto chi petinaq ri Jesús aj Nazaret, xuchapleꞌj uraqik uchiꞌ xubꞌij: Jesús, Ralkꞌwaꞌl ri David, cheꞌl kuꞌx la chwe.
290a300087	E kꞌi xkiyajo rech kataniꞌk, man xtaniꞌ ta kꞌut xane ko xuraq uchiꞌ xubꞌij: Ralkꞌwaꞌl ri David, cheꞌl kuꞌx la chwe.
290a310093	Xtakꞌiꞌ ri Jesús, xubꞌij: Chichꞌabꞌej apanoq. Xaq jeriꞌ xkichꞌabꞌej apanoq. Xkibꞌij che: Chatkiꞌkotoq, katusikꞌij le Jesús.
290a320052	Ri achi xukꞌyaq kanoq ri uqꞌuꞌ, xchꞌoplajik, xqebꞌ loq rukꞌ ri Jesús.
290a330062	Ri Jesús xuta che: ¿Jas kawaj kinbꞌan awukꞌ? Ri moy achi xubꞌij: Ajtij, kawaj kinkaꞌyik.
290a34009a	Ri Jesús xubꞌij che: Ri akojobꞌal xatukunaj, utz chik kateꞌek. Aninaq xkaꞌy chi junmul ri achi, xuchapleꞌj utereneꞌxik ri Jesús pa ri bꞌe.
290b0100a7	Are xoꞌpan pa Betfagé xuqujeꞌ pa Betania, chunaqaj ri tinimit Jerusalén puꞌwiꞌ ri juyubꞌ Olivos, ri Jesús xuꞌtaq bꞌik e kebꞌ chike ri utijoxelabꞌ.
290b0200c2	Xubꞌij chike: Jix pa ri leꞌaj ri kꞌo apanoq chiqawach. Chilaꞌ kiꞌriqa wi jun laj nitzꞌ bꞌur, jatꞌital kanoq ri maj jun winaq kejeninaq. Chikiraꞌ, kꞌa te riꞌ chikꞌama loq.
290b030084	We kꞌo jun katow chiꞌwe: “¿Jas che je laꞌ kibꞌano?” chibꞌij che “Xa kajawataj che ri Ajawxel, kꞌa te kutzalij.”
290b04006c	Ri tijoxelabꞌ xeꞌkiriqa ri bꞌur jatꞌital kanoq pa ri bꞌe chuchiꞌ jun nim uchiꞌ ja, xkikir loq.
290b05004d	Jujun chike ri e kꞌo chilaꞌ xkita chike: ¿Jas che tajin kikir le bꞌur?
290b060083	Ri tijoxelabꞌ xkibꞌij chike jas ri ubꞌim bꞌik ri Jesús chike, jeriꞌ xya bꞌe chike kumal ri winaq xkikir loq ri bꞌur.
